PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(appear),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0112101500_000005,Walpoliana.,Horace Walpole,55,0,0,1.0,4.0,1.0,0,1.0,0,1.0,0,0,0,2.0,0,0,0,1.0,1.0,1.0,2.0,0,1.0,0,1.0,6.0,0,0,0,2.0,4.0,2.0,0,2.0,2.0,1.0,2.0,0,0,0,2.0,1.0,0,1.0,0,3.0,0,1.0,0,0,1.0,1.0,0,0,0,1.0,5.0,0,0,1.0,1800,1,1,"Dublin : printed by B. Smith for the proprietors [Burnett, Wogan, Porter, Moore, Halpin, Dornin, Rice, Folingsby], 1800.",Dublin,286,male,1717,1797,True
0902300400_000009,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. A new edition, corrected and enlarged. To which are prefixed two essays: I. On elocution. II. On reading works of taste. By William Enfield, LL. D. Embellished with four elegant plates.",William Enfield,75,0,1.0,0,0,2.0,2.0,1.0,1.0,0,0,0,1.0,4.0,0,0,0,0,1.0,3.0,3.0,2.0,2.0,0,3.0,0,0,0,1.0,1.0,3.0,0,0,12.0,0,1.0,0,0,0,1.0,0,0,0,7.0,1.0,0,0,1.0,1.0,1.0,0,5.0,0,0,0,0,10.0,3.0,1.0,0,1795,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard; by whom only the genuine and complete edition is published, MDCCXCV. [1795].",London,515,male,1741,1797,False
1256500102_000039,"The mirror. A periodical paper, published at Edinburgh in the years 1779 and 1780. The ninth edition. In two volumes. ...",,55,0,0,2.0,5.0,1.0,1.0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,2.0,2.0,0,0,0,1.0,3.0,0,0,2.0,0,1.0,2.0,0,3.0,0,1.0,1.0,0,2.0,1.0,2.0,1.0,0,0,2.0,0,1.0,0,3.0,3.0,1.0,0,0,1.0,0,0,0,5.0,3.0,0,1792,2,2,"London : printed for A. Strahan, and T. Cadell In The Strand ; and W. Creech, at Edinburgh, MDCCXCII. [1792]-93.",London,432,unknown,,,False
0091500110_000378,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,52,0,2.0,0,2.0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,4.0,1.0,4.0,2.0,0,0,0,1.0,1.0,0,1.0,1.0,1.0,0,4.0,0,1.0,0,1.0,2.0,2.0,0,0,1.0,0,3.0,1.0,0,2.0,0,2.0,0,0,4.0,3.0,0,1.0,1799,10,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,493,male,1747,1822,False
0143201500_000002,"Essay on novels; a poetical epistle. Addressed to an ancient and to a modern Bishop. With six sonnets, from Werter. By Alexander Thomson, Esq. Author of Whist, a poem.","Thomson, Alexander",47,0,1.0,0,2.0,0,4.0,0,0,0,0,1.0,0,2.0,0,1.0,1.0,2.0,2.0,0,1.0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,2.0,0,3.0,1.0,2.0,0,1.0,5.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,2.0,2.0,0,1.0,0,1793,1,1,"Edinburgh : printed for P. Hill and J. Watson and Co, 1793.",Edinburgh,30,male,1763,1803,False
0999300100_000175,"Essays. On the nature and immutability of truth, in opposition to Sophistry and Scepticism. On poetry and music, as they affect the Mind. On laughter, and ludicrous composition. On the utility of classical learning. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,51,0,0,0,1.0,0,0,0,0,1.0,1.0,2.0,2.0,0,0,4.0,0,0,1.0,0,2.0,0,0,0,0,3.0,0,2.0,0,1.0,3.0,2.0,3.0,1.0,1.0,0,0,3.0,2.0,1.0,1.0,0,1.0,0,1.0,0,2.0,4.0,0,0,0,0,0,3.0,0,1.0,1.0,0,1.0,0,1776,1,1,"Edinburgh : printed for William Creech, MDCCLXXVI. [1776].",Edinburgh,783,male,1735,1803,False
0357500300_000276,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University, of Edinburgh.",Hugh Blair,61,0,1.0,0,3.0,0,1.0,2.0,0,3.0,0,0,0,2.0,0,2.0,1.0,0,6.0,1.0,2.0,0,1.0,0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,0,0,1.0,1.0,5.0,0,0,1.0,0,1.0,0,0,0,1.0,2.0,0,0,0,0,0,5.0,1.0,2.0,2.0,0,1784,1,1,"Philadelphia : Printed and sold by Robert Aitken, at Pope's Head in Market Street, MDCCLXXXIV. [1784].",Philadelphia,479,male,1718,1800,True
0394000401_000011,"The faerie queene. By Edmund Spenser. With an exact collation of the two original editions, Published by Himself at London in Quarto; the Former containing the first Three Books printed in 1590, and the Latter the Six Books in 1596. To which are now added, a new life of the author, and also a glossary. Adorn'd with thirty-two copper-plates, from the original drawings of the late W. Kent, Esq; Architect and principal Painter to his Majesty. ...",William Kent,53,2.0,0,4.0,2.0,2.0,1.0,3.0,0,0,0,2.0,0,3.0,0,0,2.0,0,0,1.0,0,1.0,0,0,1.0,1.0,0,0,0,1.0,0,2.0,1.0,0,0,1.0,0,2.0,0,5.0,2.0,0,0,2.0,3.0,0,1.0,0,0,0,2.0,0,0,0,0,2.0,2.0,1.0,1.0,0,1751,1,3,"London : printed for J. Brindley, in New Bond-Street, and S. Wright, Clerk of his Majesty's Works, at Hampton-Court, M.DCC.LI. [1751].",London,584,male,1685,1748,False
1282300102_000064,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,59,0,3.0,0,3.0,0,1.0,0,0,0,1.0,0,0,3.0,1.0,0,0,4.0,2.0,0,1.0,0,2.0,0,0,0,0,1.0,1.0,1.0,0,4.0,0,3.0,0,1.0,0,0,1.0,3.0,0,3.0,1.0,3.0,1.0,0,0,0,2.0,2.0,0,1.0,0,0,0,0,0,7.0,3.0,0,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,False
0074400200_000081,"Essays and treatises on several subjects. By David Hume, Esq;",David Hume,52,0,2.0,5.0,1.0,0,0,0,1.0,1.0,0,0,2.0,1.0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,3.0,1.0,0,1.0,0,2.0,0,0,5.0,2.0,0,0,0,0,1.0,1.0,1.0,0,0,0,2.0,0,0,0,4.0,0,1.0,3.0,0,0,2.0,3.0,0,1.0,2.0,0,1758,1,1,"London : printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh, M.DCC.LVIII. [1758].",London,554,male,1711,1776,True
1007300303_000053,A tale of the times. By the author of A gossip's story. Dedicated by Permission to Mrs. Carter. In three volumes. ...,Jane West,49,1.0,0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0,0,0,1.0,0,0,2.0,0,1.0,1.0,1.0,1.0,4.0,0,3.0,0,0,0,1.0,2.0,0,5.0,1.0,1.0,0,0,0,0,1.0,0,0,3.0,0,0,0,0,0,2.0,1.0,1.0,0,0,0,0,0,2.0,0,2.0,0,1799,3,3,"London : printed for T. N. Longman and O Rees, Paternoster-Row, 1799.",London,388,female,1758,1852,False
0259800108_000098,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. By Mr. Richardson, Author of Pamela and Sir Charles Grandison. In eight volumes. ...",Samuel Richardson,64,0,1.0,1.0,7.0,0,3.0,2.0,0,0,4.0,0,0,0,1.0,0,0,3.0,0,1.0,3.0,1.0,0,3.0,0,2.0,0,0,0,2.0,0,0,0,1.0,1.0,0,0,1.0,0,0,2.0,0,0,0,0,2.0,0,0,1.0,1.0,8.0,1.0,1.0,1.0,0,0,3.0,6.0,1.0,0,1764,8,8,"London : printed for J. Rivington, in St. Paul's Church-Yard; W. Johnston, in Ludgate-Street; C. Rivington, in Staining-Lane; R. Withy, in Cornhill; J. Coote, and M. Richardson, in Paternoster-Row; and T. Lownds, in Fleet-Street, MDCCLXIV. [1764].",London,305,male,1689,1761,True
0706000100_000066,"The orientalist: a volume of tales after the Eastern-Taste. By the author of Roderick Random, Sir Launcelot Greaves, &c. and others.",,61,1.0,1.0,3.0,1.0,1.0,4.0,0,0,3.0,0,0,0,1.0,0,0,0,3.0,1.0,2.0,1.0,0,1.0,6.0,1.0,1.0,0,0,0,1.0,1.0,0,1.0,3.0,5.0,1.0,0,1.0,0,0,0,0,4.0,1.0,0,0,0,0,1.0,0,1.0,0,2.0,0,0,1.0,5.0,0,2.0,0,1773,1,1,"Dublin : printed by James Hoey, junior, at the Mercury in Parliament-Street, 1773.",Dublin,289,unknown,,,False
0351000101_000006,The rambler. By Samuel Johnson. In four volumes. Embellished with elegant frontispieces. ...,Samuel Johnson,54,0,2.0,0,3.0,3.0,0,0,0,1.0,1.0,0,2.0,0,3.0,0,1.0,0,1.0,0,1.0,0,0,1.0,1.0,3.0,2.0,0,1.0,2.0,4.0,0,0,2.0,0,1.0,0,0,0,2.0,0,0,0,0,0,3.0,0,0,1.0,0,0,1.0,0,2.0,0,3.0,1.0,3.0,2.0,1.0,1800,1,4,"Montrose : printed by D. Buchanan, sold by him, & by W. Creech, P. Hill, J. Fairbairn, & A. Constable, Edinburgh; & by Ja. & A. Duncan, Glasgow, M,DCCC. [1800].",Montrose,347,male,1709,1784,True
0680001302_000084,"Dissertations moral and critical. In two volumes. On memory and imagination. ... Illustrations on sublimity. By James Beattie, ...",James Beattie,58,2.0,0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0,0,0,0,0,1.0,0,3.0,0,0,0,0,0,0,1.0,2.0,2.0,0,3.0,2.0,0,0,0,4.0,0,0,1.0,1.0,0,0,1.0,0,1.0,3.0,1.0,6.0,2.0,0,1.0,1.0,0,0,0,3.0,0,0,2.0,0,2.0,0,1783,2,2,"Dublin : printed for Mess. Exshaw, Walker, Beatty, White, Byrne, Cash, and MáKenzie, 1783.",Dublin,426,male,1735,1803,False
0287800800_000036,"Miscellanies in prose and verse; including remarks on English plays, operas, and farces, And on a Variety of other Modern Publications. By the Honourable Lord Gardenstone.",Francis Garden,59,0,2.0,0,2.0,1.0,1.0,0,0,1.0,0,1.0,0,3.0,0,0,0,0,0,0,3.0,0,0,0,2.0,0,0,1.0,1.0,0,1.0,10.0,1.0,5.0,0,3.0,1.0,1.0,0,2.0,1.0,0,3.0,2.0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,2.0,1.0,4.0,1.0,1792,1,1,"Edinburgh : printed by J. Robertson, South Bridge-Street, MDCCXCII. [1792].",Edinburgh,336,male,1721,1793,False
0420902800_000005,"Rudiments of taste. In a series of letters, from a mother to her daughters. By the author of The life of Jacob.","Peddle, , Mrs",62,1.0,2.0,2.0,0,0,2.0,0,1.0,0,1.0,0,0,0,0,3.0,3.0,2.0,6.0,1.0,0,0,2.0,1.0,0,2.0,1.0,0,2.0,1.0,5.0,2.0,0,2.0,1.0,0,0,0,1.0,0,0,0,1.0,4.0,0,0,0,0,1.0,1.0,0,0,0,3.0,0,4.0,0,1.0,3.0,0,1789,1,1,"[London] : Printed for C. Dilly, in the Poultry, 1789.",London,172,female,,,False
0072200301_000646,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,51,2.0,3.0,0,4.0,1.0,1.0,0,0,0,0,2.0,0,3.0,0,0,1.0,2.0,2.0,2.0,0,1.0,0,0,0,1.0,0,0,0,1.0,0,0,2.0,4.0,0,1.0,1.0,4.0,0,3.0,1.0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,2.0,0,0,0,1.0,2.0,1.0,0,1761,1,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2692,male,1694,1778,True
0091400103_000293,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,57,2.0,0,2.0,2.0,2.0,0,0,0,0,1.0,0,2.0,0,0,0,0,1.0,1.0,1.0,1.0,0,1.0,0,2.0,5.0,0,0,1.0,3.0,0,1.0,2.0,2.0,1.0,1.0,0,1.0,0,0,2.0,0,2.0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,9.0,3.0,2.0,1.0,1799,3,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,673,male,1747,1822,False
0654300300_000471,"The new annual register, or general repository of history, politics, and literature, for the year 1794. To which is prefixed, the history of knowledge, learning, and taste, in Great Britain, during the reign of King James the First, part the second.",,55,0,0,1.0,8.0,0,0,2.0,0,2.0,0,0,0,1.0,0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,0,0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0,1.0,0,1.0,0,1.0,1.0,0,1.0,0,0,0,2.0,1.0,0,3.0,3.0,1.0,0,1.0,4.0,2.0,0,0,1795,1,1,"London : printed for G.G. and J. Robinson, Pater-Noster-Row, MDCCXCV. [1795].",London,869,unknown,,,False
1256700101_000024,Sermons to young women: in two volumes. ...,Samuel Johnson,53,0,1.0,3.0,1.0,3.0,3.0,0,0,0,0,0,0,1.0,0,1.0,2.0,0,0,0,1.0,1.0,0,1.0,0,2.0,0,4.0,0,2.0,2.0,1.0,0,2.0,2.0,0,0,0,1.0,0,0,0,1.0,4.0,0,1.0,1.0,1.0,2.0,0,0,1.0,1.0,1.0,0,3.0,0,1.0,0,2.0,1766,1,2,"London : printed for A. Millar and T. Cadell . in the Strand, J. Dodsley in Pall-Mall, and J. Payne in Pater-Noster Row, MDCCLXVI. [1766].",London,267,male,1709,1784,True
1158400200_000003,"Beauties of natural history; or, elements of zoography. Being A short and pleasing Introduction to an Acquaintance with the Nature and Qualities of the Animal World: Divested of all Fabulous Absurdities. - Selected from the most celebrated Naturalists, and arranged under the General Heads of Quadrupeds, Fowls, Fishes, Lizards, Insects, &c. Describing All the capital Characteristicks of the most distinguished Individuals, in every separate Class; their discriminating Habits of Life; their social, savage, active, or indolent Dispositions; the regular Economy and Government of some, the singular Sagacity of others, and the wonderful Instinct of all. With a preliminary essay, on the pleasure and advantage of this science. The whole illustrated by A great Variety of copper-plates, engraved from Nature.",,54,0,0,2.0,0,1.0,1.0,0,0,2.0,0,1.0,0,1.0,1.0,1.0,0,2.0,2.0,1.0,2.0,0,1.0,0,1.0,5.0,0,0,0,0,6.0,0,1.0,7.0,1.0,1.0,0,0,0,0,0,0,2.0,0,1.0,1.0,0,1.0,1.0,2.0,1.0,3.0,0,0,0,1.0,0,1.0,0,0,1777,1,1,"London : printed for Richardson and Urquhart, under the Royal-Exchange, MDCCLXXVII. [1777].",London,396,unknown,,,False
0454500301_000029,"The plays and poems of William Shakspeare, in ten volumes; collated verbatim with the most authentick copies, and revised: with the corrections and illustrations of various commentators; to which are added, an essay on the chronological order of his plays; an essay relative to Shakspeare and Jonson; a dissertation ON The Three Parts Of King Henry VI.; an historical account Of The English Stage; And Notes; by Edmond Malone.",William Shakespeare,54,1.0,0,1.0,5.0,0,0,1.0,0,0,3.0,1.0,0,1.0,0,1.0,0,1.0,2.0,0,0,1.0,2.0,0,3.0,0,0,0,0,1.0,2.0,0,0,1.0,1.0,2.0,0,0,1.0,0,0,1.0,1.0,5.0,1.0,0,0,0,3.0,0,1.0,1.0,1.0,0,0,0,2.0,2.0,5.0,0,1790,1,11,"London : printed by H. Baldwin, for J. Rivington and Sons, L. Davis, B. White and Son, T. Longman, B. Law, H. S. Woodfall, C. Dilly, J. Robson, J. Johnson, T. Vernor, G. G. J. and J. Robinson, T. Cadell, J. Murray, R. Baldwin, H. L. Gardner, J. Sewell, J. Nichols, J. Bew, T. Payne, jun. S. Hayes, R. Faulder, W. Lowndes, G. and T. Wilkie, Scatcherd and Whitaker, T. and J. Egerton, C. Stalker, J. Barker, J. Edwards, Ogilvie and Speare, J. Cuthell, J. Lackington, and E. Newbery, MDCCXC. [1790].",London,500,male,1564,1616,True
0958001102_000086,"Essays moral and literary, by Vicesimus Knox, M.A.",Vicesimus Knox,54,0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,1.0,5.0,0,0,1.0,2.0,0,1.0,0,3.0,2.0,1.0,3.0,0,0,0,0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0,0,0,2.0,0,0,2.0,0,3.0,0,0,0,2.0,1.0,1.0,1783,2,2,"Dublin : printed by R. Marchbank, No. 2, Cork-Hill, M,DCC,LXXXIII. [1783].",Dublin,402,male,1752,1821,True
1740200601_000115,"Essays moral and literary. By Vicesimus Knox, ...",Vicesimus Knox,73,0,4.0,3.0,1.0,4.0,0,0,0,2.0,0,0,0,9.0,0,3.0,0,0,1.0,4.0,0,0,0,0,0,0,1.0,2.0,0,2.0,3.0,0,3.0,3.0,0,1.0,0,0,2.0,1.0,0,0,0,7.0,0,2.0,2.0,0,0,1.0,0,0,4.0,1.0,0,0,2.0,1.0,1.0,3.0,1791,1,2,"London : printed for Charles Dilly, 1791.",London,370,male,1752,1821,False
1059901400_000128,"A catalogue of the Minerva General Library, Leadenhall-Street, London. Containing upwards of five hundred thousand volumes, in all classes of literature. ...","Minerva Literary Repository, Library and Printing-Office (London, England)",65,3.0,1.0,0,4.0,0,0,0,0,3.0,1.0,2.0,0,0,0,0,0,2.0,0,0,1.0,0,0,3.0,0,3.0,0,5.0,0,0,1.0,0,2.0,0,15.0,1.0,0,1.0,0,2.0,1.0,0,0,0,0,2.0,0,1.0,1.0,0,2.0,0,0,0,0,5.0,0,0,0,3.0,1795,1,1,"[London, 1795?].",London,433,unknown,,,False
1243500800_000200,"The adventures of Telemachus, the son of Ulysses, King of Ithaca, &c. in Greece, and one of the princes who conducted the siege of Troy. Complete in twenty-four books. Originally written in French, not only for the Use and Instruction of the Dauphin of France, to guard him, in an allegorical Way, against forming his Conduct after the bad Example of his Grandfather Louis XIV. but also to promote the Happiness of Mankind in general; by Francis Salignac de la Motte Fenelon, Late Archbishop of Cambray, in the French Netherlands. Now newly translated fro the best Paris and other editions, by William Henry Melmoth, Esq. Author of the New Abridgment of the Roman History-of the Complete Abridgment of the Grecian History-And of the New Universal Story-Teller, or Modern Picture of Human Life; being an approved Collection of original and select Pieces in Prose and Verse. - Price 3s. each bound. To which are added, the life of the original author; the Heads and Arguments of each Book at Large; and a great Variety of Notes, Historical, Critical, Explanatory, Scholastic, Political, Moral, Philological, Satirical, and Illustrative: Comprehending the most salutary Reflections and Remarks, with Allusions to Ancient Mythology, Geography, and Universal History, particularly to the Histories of England and France:-A Work of the first Reputation, replete with Maxinis of Human Prudence, and including the most persect System of Morality ever presented to the World, displaying to all Descriptions of Persons the Horrors of Vice, and the Charms of Virtue, in the most forcible Manner. The Mysteries of the wisest and best Politics are here developed: the inordinate Passions are depicted as a Yoke equally disgraceful and fatal; while the Moral Duties appear with all the Attractions of Ease and Beauty. The reasoning is just, the precepts are important. It is a Work which Genius and Learning have dedicated to Virtue: it at once captivates the Imagination, informs the Understanding, and regulates the Will. This valuable Book teaches us to make Morality an Religion our Guide in good, as well as in adverse Fortune; never to forget the Love we owe our Paretnts and our Courntry. It forms our Minds for a king, a Citizen, a feather, a mother, a Master, a Gentleman, a Tradesman, a Servant, and even a Slave, if such should be our Lot; and, in short, teaches us to act properly in all the vaious Spheres of Life. Mentor (under which Character is meant Minerva) in his Counsels to Telemachus, must make us just, humane, patient, sincere, discret, and modest. He never speaks but he places, engages, moves and persuades. We cannot attend to him but with Admiration; and, in Proportion as we admire, we cannot help loving his Advice, which is entertaining as well as instructive. This Translation has been carefully revised with all the former Editions, and particular Attention has been paid to the various Readings of Hawkesworth, Smollett, Boyer, Litterbury, Oldes, Ozell, and others, entirely omitting their Inaccuracies and Blemithes, and preserving whatever we judged might elucidate the great Design the Author had in View when he composed this Work, viz, of promoting the Happiness of his noble Pupil and of the World in general. Embellished in a very superior Stile of Magnificence, with a set of unusually grand copper-plates, exquisitely designed by those ingenious Artists, Kauffman, Monnet, Eisen, and Morlau, and engraved, in a capital Manner, by Messrs. Walker, Collyer Grignion, Bartolozzi, and Grainger, who have exerted their unrivalled Talents in these splendid Performances; single Impression of which will be charged at as, each Print: so that these capital Engravings alone will be absolutely worth Four Times the Price of the whole Work; which is the most beautiful Edition of Telemachus ever published in this or any other Country, and Calculated To Gratify Every Class Of AtReaders.",François Fénelon,71,0,0,3.0,10.0,0,1.0,3.0,0,0,0,4.0,0,2.0,0,2.0,4.0,3.0,0,4.0,3.0,0,0,0,0,1.0,0,7.0,1.0,0,1.0,1.0,0,1.0,0,0,0,1.0,2.0,2.0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,3.0,1.0,0,3.0,2.0,1.0,0,2.0,1785,1,1,"London : printed only for Alex. Hogg, at the King's Arms, No.16, Pater-Noster-Row; and sold by all booksellers in Great-Britain, Ireland, France, America, East and West Indies, &c. &c., [1785].",London,373,male,1651,1715,True
1479400103_000056,The Present state of the republick of letters. For ...,"La Roche, Michel de",55,0,1.0,1.0,3.0,0,2.0,0,0,1.0,1.0,4.0,0,0,0,1.0,1.0,0,3.0,0,1.0,3.0,0,0,0,1.0,2.0,0,0,2.0,1.0,1.0,4.0,2.0,0,3.0,0,0,2.0,2.0,0,1.0,1.0,1.0,0,0,0,0,1.0,0,0,2.0,0,0,0,4.0,0,2.0,0,1.0,1728,3,18,"London [England] : printed for William and John Innys, at the west end of St. Paul's MDCCXXVIII.-MDCCXXXVI. [1728-1736].",London,485,male,1710,1731,False
0829200101_000001,"Beautiful extracts, of prosaic writers. Carefully selected for the young and rising generation. Containing Pieges, Moral and Entertaining, Classical and Historical, Orations, Characters, Narratives, Dialogues, &c. &c. ... . Embellished with superb engravings.",,64,0,1.0,6.0,4.0,1.0,4.0,0,1.0,3.0,0,0,0,1.0,0,0,0,1.0,0,1.0,1.0,0,0,0,1.0,1.0,1.0,0,0,0,2.0,1.0,5.0,3.0,1.0,1.0,0,1.0,1.0,0,0,0,4.0,0,1.0,0,0,1.0,3.0,0,0,1.0,0,0,0,1.0,4.0,0,4.0,3.0,1795,1,3,"London : printed by and for J. Roach, Woburn Street New-Drury Theatre-Royal, 1795 [1796].",London,250,unknown,,,False
0803800801_000008,The adventurer. ...,John Hawkesworth,58,2.0,0,1.0,0,0,1.0,0,0,3.0,10.0,0,0,0,1.0,1.0,4.0,0,0,0,1.0,0,0,0,0,1.0,0,1.0,0,0,4.0,0,1.0,6.0,1.0,0,0,2.0,2.0,1.0,4.0,0,0,1.0,1.0,1.0,0,2.0,0,2.0,1.0,0,0,1.0,0,0,0,2.0,0,0,1754,1,2,"Dublin : printed for G. and A. Ewing, at the Angel and Bible in Dame-Street, M.DCC.LIV. [1754].",Dublin,379,male,1715,1773,False
0381401000_000057,Dialogues of the dead.,Elizabeth Montagu,59,1.0,1.0,0,1.0,7.0,3.0,0,0,0,1.0,0,1.0,0,3.0,0,2.0,5.0,1.0,1.0,0,0,1.0,0,0,3.0,1.0,2.0,0,2.0,1.0,2.0,1.0,2.0,1.0,0,0,0,0,0,1.0,0,0,6.0,0,0,0,0,0,0,0,1.0,0,0,0,3.0,1.0,2.0,1.0,1.0,1760,1,1,"Dublin : printed by Oli. Nelson, in Skinner-Row, M,DCC,LX. [1760].",Dublin,335,female,1720,1800,False
0096200100_000003,The poetical works of Mark Akenside. With the life of the author. Cooke's edition. Embellished with superb engravings.,Mark Akenside,73,0,1.0,1.0,4.0,2.0,1.0,1.0,0,0,0,0,0,8.0,0,3.0,0,0,1.0,3.0,2.0,0,0,0,2.0,2.0,1.0,0,0,2.0,3.0,0,1.0,1.0,0,3.0,0,0,4.0,4.0,0,0,1.0,1.0,0,0,0,0,4.0,0,0,1.0,0,1.0,0,3.0,2.0,4.0,5.0,1.0,1800,1,1,"London : printed for C. Cooke, No. 17, Paternoster-Row; and sold by all the booksellers in Great Britain and Ireland, [1800].",London,280,male,1721,1770,True
0464600101_000001,The adventures of Roderick Random. A new edition. In two volumes. ...,Tobias Smollett,44,1.0,2.0,3.0,3.0,0,1.0,0,0,1.0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,1.0,0,1.0,1.0,0,0,0,3.0,0,0,1.0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,1.0,1.0,0,1.0,0,0,5.0,0,2.0,1.0,0,0,1.0,0,0,0,3.0,0,0,0,0,1784,1,2,"London : printed for J. Wren, and W. Hodges, MDCCLXXXIV. [1784].",London,245,male,1721,1771,True
0957900700_000010,"The adventures of Telemachus, the son of Ulysses. By the Archbishop of Cambray. Translated into English by Mr. des Maizeaux, F.R.S.",François Fénelon,70,0,1.0,0,10.0,0,2.0,5.0,0,0,0,3.0,0,2.0,0,0,4.0,5.0,0,4.0,5.0,0,1.0,0,0,1.0,0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,2.0,2.0,0,2.0,2.0,0,0,1.0,1781,1,1,"Rouen : printed for JJ. Besongne, 1781.",Rouen,446,male,1651,1715,True
0836400102_000014,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. ...",Hester Chapone,66,0,1.0,1.0,2.0,2.0,0,0,0,2.0,0,0,0,1.0,0,2.0,0,1.0,3.0,1.0,0,3.0,2.0,0,3.0,1.0,0,0,0,2.0,3.0,1.0,2.0,5.0,0,1.0,0,1.0,2.0,4.0,0,0,0,9.0,2.0,0,0,0,2.0,0,0,2.0,2.0,0,0,1.0,0,1.0,1.0,0,1773,2,2,"London : printed by H. Hughs, for J. Walter, Homer's Head, Charing-Cross, MDCCLXXIII. [1773].",London,235,female,1727,1801,True
