PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(carri),termFreq(child),termFreq(coast),termFreq(coloni),termFreq(condit),termFreq(countri),termFreq(dutch),termFreq(foreign),termFreq(fort),termFreq(free),termFreq(french),termFreq(gold),termFreq(hand),termFreq(human),termFreq(indi),termFreq(island),termFreq(labour),termFreq(liberti),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(pain),termFreq(person),termFreq(plantat),termFreq(planter),termFreq(present),termFreq(properti),termFreq(purchas),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(suffer),termFreq(sugar),termFreq(tortur),termFreq(trade),termFreq(trader),termFreq(traffic),termFreq(valu),termFreq(west),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
1762700104_000133,"An historical geographical, commercial, and philosophical view of the American United States, and of the European settlements in America and the West-Indies. By W. Winterbotham. In four volumes. ...",William Winterbotham,49,0,0,0,1.0,2.0,0,2.0,1.0,0,1.0,1.0,8.0,1.0,0,0,0,10.0,1.0,1.0,1.0,1.0,0,1.0,0,1.0,3.0,0,2.0,0,0,2.0,1.0,1.0,1.0,0,3.0,0,2.0,0,0,1.0,0,1795,4,4,"London : printed for the editor; J. Ridgway; H. D. Symonds; and D. Holt, Newark, 1795.",London,507,male,1763,1829,False
0586700800_000020,A country gentleman's reasons for voting against Mr. Wilberforce's motion for a bill to prohibit the importation of African negroes into the colonies.,Country Gentleman,72,1.0,1.0,0,0,0,0,1.0,0,1.0,1.0,0,3.0,0,1.0,1.0,2.0,4.0,2.0,1.0,0,2.0,0,7.0,0,0,0,0,1.0,2.0,0,8.0,7.0,0,0,0,0,0,12.0,1.0,0,1.0,12.0,1792,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, 1792.",London,79,male,,,False
0623400400_000033,"Memoirs of the reign of Bossa Ahádee, King of Dahomy, an inland country of Guiney. To which are added, the author's journey to Abomey, the capital; and a short account of the African slave trade. By Robert Norris. Illustrated with a new map.","Norris, Robert           1791",44,3.0,1.0,0,0,2.0,0,6.0,0,1.0,1.0,1.0,1.0,0,1.0,0,2.0,0,1.0,2.0,1.0,0,1.0,2.0,0,2.0,0,0,0,2.0,0,0,4.0,5.0,2.0,0,0,1.0,1.0,0,0,0,1.0,1789,1,1,"London : printed for W. Lowndes, No. 77, Fleet-Street, M.DCC.LXXXIX. [1789].",London,200,unknown,,,False
0299101300_000026,"Considerations on the present situation of Great Britain and the United States of America, with a view to their future commercial connexions. Containing Remarks upon the Pamphlet published by Lord Sheffield, entitled, ""observations on the Commerce of the American States;"" and also on the Act of Navigation, so far as it relates to those States. Interspersed with some Observations upon the State of Canada, Nova Scotia, and the Fisheries; and upon the Connexion of the West Indies with America: Together with various Accounts, necessary to shew the State of the Trade and Shipping of both Countries. The second edition, with great additions. To which is now first added, the plan of an act of Parliament for the Establishment and Regulation of our Trade with the American States. Also, a preface, Containing Remarks upon the Authorities on which Lord Sheffield has formed the principal Part of his Observations. By Richard Champion, Esq. late deputy paymaster general of his Majesty's forces.",Richard Champion,61,0,3.0,0,0,8.0,1.0,1.0,0,1.0,1.0,2.0,0,0,0,0,3.0,8.0,0,0,2.0,2.0,0,0,0,0,6.0,2.0,1.0,0,0,3.0,0,0,0,1.0,3.0,0,5.0,0,0,1.0,7.0,1784,1,1,"London : printed for John Stockdale, opposite Burlington-House, Piccadilly, MDCCLXXXIV. [1784].",London,343,male,1743,1791,False
0488100200_000005,"Proposals offered for the sugar planters redress, and for reviving the British sugar commerce. In a further letter from a gentleman of Barbadoes, to his friend in London.",Gentleman of Barbadoes,65,0,2.0,0,0,1.0,0,3.0,1.0,4.0,0,0,4.0,0,0,0,0,2.0,1.0,0,0,0,0,4.0,0,0,5.0,8.0,2.0,0,0,2.0,1.0,0,1.0,0,16.0,0,5.0,0,0,3.0,0,1733,1,1,"London : printed for J. Wilford, behind the Chapter-House St. Paul's Church-Yard, M.DCC.XXXIII. [1733].",London,34,unknown,,,False
1163900101_000078,"The history, civil and commercial, of the British colonies in the West Indies: in two volumes. By Bryan Edwards, ...",Bryan Edwards,45,1.0,1.0,0,0,3.0,0,2.0,0,3.0,0,0,0,0,0,0,2.0,6.0,0,0,0,2.0,0,2.0,0,0,0,0,2.0,0,1.0,1.0,0,1.0,0,0,2.0,0,8.0,2.0,2.0,1.0,3.0,1793,1,2,"London : printed for John Stockdale, 1793.",London,540,male,1743,1800,False
0424400300_000050,"The history civil and commercial, of the British colonies in the West Indies. To which is added, an historical survey of the French colony in the island of St. Domingo. Abridged from The history written by Bryan Edwards. Esq. Illustrated with a map.",Bryan Edwards,49,2.0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,5.0,3.0,1.0,0,1.0,0,0,5.0,0,0,1.0,0,1.0,3.0,0,0,6.0,3.0,3.0,1.0,3.0,0,2.0,0,0,0,5.0,1799,1,1,"London : printed for Crosby and Letterman , Stationer's Court, near Paternoster Row ; for Mundell and Son, Edinburgh; and J. Mundell, College, Glasgow, 1799.",London,384,male,1743,1800,False
0139200900_000059,A treatise on the solar creation and universal deluge of the earth; by which is illustrated many of the most curious points in natural philosophy. By a native of Manchester.,"Lowe, John, Jun",47,4.0,0,0,1.0,2.0,0,5.0,0,1.0,0,0,0,0,0,2.0,1.0,1.0,0,5.0,1.0,5.0,2.0,1.0,0,0,1.0,0,2.0,0,0,0,2.0,1.0,1.0,1.0,0,0,6.0,0,1.0,0,1.0,1790,1,1,"London : printed for the author, [1790?].",London,378,unknown,,,False
1665100108_000171,"Encyclopaedia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature on a plan entirely new. ...",,51,0,0,0,0,4.0,1.0,0,0,0,0,2.0,7.0,0,2.0,0,0,10.0,1.0,0,1.0,0,1.0,1.0,0,1.0,4.0,0,0,2.0,2.0,1.0,3.0,0,2.0,0,1.0,0,1.0,1.0,0,2.0,1.0,1790,8,20,"Dublin : printed by James Moore, 1790-98.",Dublin,843,unknown,,,False
0453300500_000006,"A letter to a Member of Parliament, concerning the importance of our sugar-colonies to Great Britain. By a gentleman, who resided many years in the island of Jamaica.","Dicker, Samuel",62,2.0,3.0,0,2.0,8.0,0,0,0,4.0,0,0,0,1.0,2.0,0,1.0,1.0,1.0,0,0,7.0,0,3.0,0,0,0,3.0,1.0,0,2.0,2.0,0,0,0,0,13.0,0,5.0,0,0,1.0,0,1745,1,1,"London : printed for J. Taylor, at the Mews-Gates MDCCXLV. [1745].",London,31,unknown,,,False
0498500202_000040,"Great-Britain's commercial interest explained and improved: in a series of dissertations on the Most Important Branches of her Trade and Landed Interest. With An Essay, shewing the great Advantages which would certainly accrue to England, from an Union with Ireland. Also a clear view of the State of our Plantations in America, Their Constitution, Trade, and Revenues, with A certain Method to encrease their Commerce and Strength. By Malachy Postlethwayt, Esq; In Two Volumes.",Malachy Postlethwayt,69,2.0,1.0,0,1.0,2.0,0,0,0,0,2.0,0,14.0,1.0,0,0,0,2.0,1.0,0,0,2.0,0,9.0,0,0,0,1.0,1.0,0,1.0,3.0,0,0,1.0,0,9.0,0,14.0,0,0,1.0,1.0,1759,2,2,"London : printed for W. Owen, at Homer's Head near Temple-Bar, MDCCLIX. [1759].",London,563,male,1707,1767,False
0529900300_000068,"The origin of the distinction of ranks; or, an inquiry into the circumstances which give rise to influence and authority in the different members of society. By John Millar, Esq. Professor of Law in the University of Glasgow.",John Millar,51,1.0,2.0,0,1.0,1.0,1.0,2.0,0,0,0,6.0,0,1.0,0,0,1.0,0,4.0,2.0,1.0,3.0,1.0,3.0,0,2.0,3.0,0,0,0,1.0,0,10.0,3.0,0,0,1.0,0,0,0,0,0,1.0,1793,1,1,"Basil : printed and sold by J. J. Tourneisen, MDCCXCIII. [1793].",Basel,291,male,1735,1801,False
1671100300_000176,"Monthly extracts; or, Beauties of modern authors.",,47,4.0,2.0,0,2.0,1.0,0,3.0,0,0,0,1.0,0,1.0,1.0,1.0,0,2.0,0,4.0,1.0,0,0,4.0,0,2.0,0,0,0,1.0,2.0,0,6.0,3.0,3.0,1.0,0,2.0,0,0,0,0,0,1791,1,1,"London [England] : printed for Harrison and Co. No 18, Paternoster Row, MDCCXCI. [1791-",London,572,unknown,,,False
0663700100_000453,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants.",Richard Rolt,62,0,2.0,0,1.0,3.0,0,1.0,1.0,1.0,2.0,0,12.0,0,0,0,0,13.0,0,0,1.0,0,0,4.0,0,0,2.0,1.0,2.0,0,0,2.0,1.0,0,0,0,6.0,0,5.0,0,0,1.0,1.0,1756,1,1,"London : printed for T. Osborne and J. Shipton; J. Hodges; J. Newbery; G. Keith; and B. Collins, MDCCLVI. [1756].",London,926,male,1724,1770,False
0082701200_000011,"A state of the British sugar-colony trade; shewing, that an additional duty of twelve shillings per 112 pounds weight may be laid upon brown or muscovado sugar (and proportionably higher Duties upon Sugar refined before imported) without making sugar dearer in this kingdom than it hath been of late Years, and without Distressing the British Sugar-Planters; for their Profits will then be Twice as much Money per Acre of Land, as the Landholders of England receive for their Estates. All which Matters are plainly made appear, and the vast Losses which this Kingdom hath suffered by the Sugar-Colony Trade, within Thirty Years last past, are particularly pointed out. Most humbly submitted to the consideration of the honourabl House of Commons. By J. Massie.",Joseph Massie,81,1.0,0,0,0,9.0,1.0,1.0,0,0,1.0,0,10.0,0,1.0,0,1.0,2.0,0,0,0,0,0,9.0,0,0,0,12.0,0,0,1.0,0,2.0,0,1.0,0,24.0,0,3.0,1.0,0,0,1.0,1759,1,1,"London : printed for T. Payne, in Castle-Street, Charing-Cross; sold by W. Shropshire, in New Bond-Street; W. Owen, at Temple-Bar; C. Henderson, at the Royal-Exchange, MDCCLIX. [1759].",London,54,male,,1784,False
0892300200_000083,"The yearly chronicle for M,DCC,LXI. Or, a collection of the most interesting and striking essays, letters, &c. which appeared in the St. James's chronicle for that year. To which is added, a diary of the most remarkable events. The Whole serving as A Complete Register of the Politics, News, Literature, &c. of that Period.","Baldwin, Henry",48,0,1.0,0,1.0,2.0,0,4.0,1.0,2.0,1.0,0,2.0,0,0,0,0,2.0,0,0,1.0,5.0,0,1.0,0,0,1.0,1.0,3.0,0,1.0,4.0,1.0,0,1.0,0,4.0,0,4.0,0,0,5.0,0,1762,1,1,"London : printed for T. Becket and R. Griffiths, in the Strand; L. Davis and C. Reymers, in Holborn; R. Davis, in Piccadilly; T. Davies, in Russel-Street; T. Lownds, in Fleet-Street; and C. Henderson, at the Royal-Exchange, M,DCC,LXII. [1762].",London,499,male,1734,1813,False
1204700300_000069,"Geography for youth, or, a plain and easy introduction to the science of geography, for the use of young gentlemen and ladies: Containing An Accurate Description of the several Parts of the known World. To which are added, geographical questions, and a table of the longitude and latitude of the most remarkable places in the Terraqueous Globe. Illustrated by eight maps, On which are delineated The New Discoveries made by Commodore Byron, And the Captains Wallis, Carteret and Cooke.",,43,3.0,1.0,0,3.0,3.0,0,5.0,2.0,1.0,0,1.0,1.0,4.0,2.0,0,2.0,0,0,1.0,0,1.0,1.0,2.0,0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,2.0,0,2.0,0,0,0,3.0,1782,1,1,"London : printed for T. Lowndes, No 77. Fleet-Street, M,DCC,LXXXII. [1782].",London,267,unknown,,,False
1736400105_000254,"A Collection of voyages and travels, some now first printed from original manuscripts, others now first published in English. In six volumes. To which is prefixed, an introductory discourse (supposed to be written by the celebrated Mr. Locke) intitled, the whole history of navigation from its original to this time. Illustrated with near three hundred maps and cuts, curiously engraved on copper.",,51,1.0,0,0,1.0,2.0,0,1.0,0,0,0,0,2.0,1.0,0,2.0,1.0,2.0,0,1.0,1.0,5.0,0,0,0,2.0,3.0,5.0,1.0,1.0,0,0,14.0,1.0,0,0,0,0,2.0,0,2.0,0,0,1744,5,6,"London : Printed by assignment from Messrs. Churchill, for Henry Lintot; and John Osborn, at the Golden-Ball in Pater-noster Row, MDCCXLIV. [1744].",London,753,unknown,,,False
0495200202_000053,"A descriptive account of the island of Jamaica: with remarks upon the cultivation of the sugar-cane, ... also observations and reflections upon what would probably be the consequences of an abolition of the slave-trade, and of the emancipation of the slaves. By William Beckford, Esq. ... In two volumes. ...","Beckford, William",42,2.0,0,0,0,1.0,1.0,5.0,0,1.0,0,0,0,0,0,5.0,0,2.0,1.0,2.0,0,1.0,2.0,2.0,0,2.0,0,1.0,2.0,3.0,1.0,1.0,2.0,0,0,0,2.0,0,1.0,0,0,0,2.0,1790,2,2,"London : printed for T. and J. Egerton, 1790.",London,413,unknown,,,False
0253700106_000210,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the Abbé Raynal. Newly translated from the French, by J. O. Justamond, ... with ... engravings ... In six volumes. ...",Guillaume Thomas François Raynal,49,1.0,3.0,0,1.0,1.0,2.0,2.0,1.0,0,0,0,4.0,0,0,0,0,4.0,0,0,2.0,3.0,2.0,3.0,0,1.0,1.0,0,1.0,1.0,0,0,4.0,4.0,0,0,0,0,6.0,0,1.0,0,1.0,1784,6,6,"Dublin : printed for John Exshaw, and Luke White, 1784.",Dublin,663,male,1713,1796,True
0115100102_000337,"The American universal geography, or, A view of the present state of all the empires, kingdoms, states, and republics in the known world, and of the United States in particular. In two parts. ... The whole comprehending a complete and improved system of modern geography. Calculated for Americans. Illustrated with twenty-eight maps and charts. By Jedidiah Morse, D.D. Minister of the congregation in Charlestown. Published according to act of Congress. Part I[-II].",Jedidiah Morse,48,5.0,1.0,0,2.0,0,0,2.0,0,0,0,1.0,1.0,0,0,2.0,0,9.0,0,0,0,2.0,0,2.0,1.0,1.0,0,1.0,0,0,1.0,0,6.0,2.0,2.0,0,0,0,4.0,0,1.0,1.0,1.0,1796,2,2,"Printed at Boston : by Isaiah Thomas and Ebenezer T. Andrews. Sold at their bookstore, Faust's Statue, no. 45, Newbury Street; by said Thomas, in Worcester; by S. Campbell, in New York; by M. Carey, in Philadelphia; by Thomas, Andrews and Butler, in Baltimore; and by other booksellers in different parts of the United States, June, 1796.",Boston|New York.|Worcester.,706,male,1761,1826,False
0446500300_000001,Thoughts on the slavery of the negroes.,"Woods, Joseph",46,0,0,0,0,0,0,3.0,0,1.0,0,0,1.0,0,1.0,4.0,0,3.0,4.0,2.0,2.0,0,0,7.0,1.0,0,0,1.0,2.0,1.0,1.0,0,3.0,1.0,1.0,3.0,0,1.0,1.0,0,1.0,0,1.0,1784,1,1,"London : printed and sold by James Phillips, George-Yard, Lombard-Street, M.DCC.LXXXIV. [1784].",London,30,unknown,,,False
1486100200_000003,"Reflections on the present matters in dispute between Great Britain and Ireland; And on the means of converting these articles into mutual benefits to both Kingdoms. By Josiah Tucker, D.D. dean of Gloucester.",Josiah Tucker,49,0,0,0,0,0,0,1.0,0,0,0,1.0,1.0,0,1.0,2.0,1.0,1.0,2.0,3.0,0,4.0,1.0,2.0,0,0,2.0,9.0,3.0,0,3.0,0,4.0,1.0,0,1.0,5.0,0,1.0,0,0,0,0,1785,1,1,"Dublin : Printed for Messrs. Wilson, White, and Byrne, MDCCLXXXV. [1785].",Dublin,47,male,1712,1799,False
1017300700_000003,A country gentleman's reasons for voting against Mr. Wilberforce's motion for a bill to prohibit the importation of African negroes into the colonies.,Country Gentleman,59,4.0,5.0,0,2.0,7.0,2.0,2.0,0,1.0,0,0,2.0,0,1.0,1.0,0,0,2.0,1.0,0,6.0,0,9.0,0,0,0,0,0,2.0,1.0,1.0,1.0,0,1.0,0,0,0,7.0,1.0,0,0,0,1792,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, 1792.",London,79,male,,,False
1273601600_000005,"The right in the West-India merchants to a double monopoly of the sugar market of Great Britain, and the expedience of all monopolies examined.",John Prinsep,43,0,0,0,0,2.0,0,4.0,1.0,1.0,0,1.0,3.0,0,0,0,0,7.0,1.0,0,0,2.0,1.0,1.0,0,1.0,1.0,4.0,0,1.0,1.0,0,1.0,0,0,1.0,5.0,0,2.0,0,0,1.0,1.0,1792,1,1,"London : printed at the Minerva Press, Leadenhall-Street, and sold by Debrett, Piccadilly; Johnson, ST. Paul's Church-Yard; and Heather, 157, Leadenhall-Street, [1792?].",London,91,male,1746,1830,False
1450500600_000003,"Considerations; addressed to professors of Christianity, of every denomination, on the impropriety of consuming West-India sugar & rum, as produced by the oppressive labour of slaves.",,43,0,1.0,0,0,1.0,0,1.0,0,0,0,2.0,1.0,0,2.0,1.0,1.0,3.0,4.0,1.0,0,1.0,0,6.0,0,1.0,2.0,1.0,1.0,0,0,0,4.0,2.0,0,1.0,3.0,0,2.0,0,0,1.0,0,1792,1,1,"Manchester : Printed by C. Wheeler, M.DCC.XCII. [1792].",Manchester,8,unknown,,,False
0985400202_000015,"Travels in Spain: containing a new, accurate, and comprehensive view of the present state of that country. By the Chevalier de Bourgoanne. To which are added, copious extracts from the essays on Spain of M. Peyron. In three volumes. Translated from the French. Illustrated with four copper-plates. ...","Bourgoing, Jean-François, Baron de",49,1.0,2.0,0,1.0,4.0,0,1.0,1.0,4.0,0,1.0,1.0,0,0,0,1.0,7.0,1.0,0,0,2.0,0,8.0,0,2.0,1.0,0,1.0,1.0,2.0,0,4.0,0,0,0,1.0,0,2.0,0,0,0,0,1789,2,3,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, 1789.",London,573,male,1748,1811,False
0151301400_000004,"A short account of the African slave trade, collected from local knowledge, from the evidence given at the bar of both House of Parliament, and, from tracts written upon that subject.","Norris, Robert           1791",49,3.0,1.0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,1.0,1.0,2.0,3.0,3.0,0,2.0,0,8.0,0,1.0,0,3.0,1.0,1.0,1.0,0,0,0,1.0,1.0,0,0,11.0,0,2.0,0,0,1788,1,1,"Liverpool : printed at Ann Smith's navigation shop, Pool-Lane, M,DCC,LXXXVIII. [1788].",Liverpool,21,unknown,,,False
0586400304_000081,"Collections of the Massachusetts Historical Society, for the year M,DCC,XCV.",Massachusetts Historical Society,51,3.0,4.0,0,0,3.0,0,3.0,0,1.0,0,0,0,0,0,0,2.0,1.0,0,0,0,0,2.0,5.0,0,2.0,0,0,0,0,1.0,1.0,6.0,2.0,4.0,0,0,0,7.0,0,2.0,0,2.0,1795,1,1,"[Boston] : Printed by Samuel Hall, no. 53, Cornhill, Boston, 1795.",Boston,303,unknown,,,False
0432000100_000557,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents, Containing an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To Which IS Added, a sketch of the present state of the commerce of the whole world; describing the Manufactures and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Extracted from the works of the most celebrated British And Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fourth edition, considerably improved, enlarged, and altered to render it suitable to the present Time, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend, and Author of several Commercial Treatises.",Thomas Mortimer,66,2.0,2.0,0,8.0,0,0,1.0,9.0,0,2.0,0,3.0,11.0,0,0,0,0,0,0,1.0,2.0,1.0,5.0,0,1.0,0,0,0,0,2.0,0,3.0,0,1.0,0,0,0,9.0,1.0,2.0,0,0,1783,1,1,"London : printed for J. Rivington, and Sons, T. Longman, B. Law, S. Crowder, T. Cadell, G. Robinson, J. Sewel, and R. Baldwin, MDCCLXXXIII. [1783].",London,973,male,1730,1810,False
1231302500_000090,"Travels in the interior districts of Africa: performed under the direction and patronage of the African Association, in the years 1795, 1796, and 1797. By Mungo Park, Surgeon. With an appendix, containing geographical illustrations of Africa. By Major Rennell.",Mungo Park,64,6.0,1.0,0,4.0,0,0,5.0,0,0,0,3.0,0,0,1.0,0,0,0,0,1.0,3.0,1.0,3.0,3.0,0,7.0,0,0,2.0,0,3.0,0,9.0,7.0,2.0,0,0,0,1.0,1.0,1.0,0,0,1799,1,1,"London : printed by W. Bulmer and Co. for the author; and sold by G. and W. Nicol, Booksellers to his Majesty, Pall-Mall, 1799.",London,506,male,1771,1806,False
0253600204_000082,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the Abbé Raynal. Newly translated from the French, by J. O. Justamond, ... with ... engravings ... In six volumes. ...",Guillaume Thomas François Raynal,51,0,3.0,0,0,3.0,0,2.0,5.0,2.0,0,0,5.0,1.0,0,0,0,6.0,3.0,0,1.0,2.0,0,2.0,0,1.0,1.0,0,0,0,1.0,2.0,1.0,0,0,0,5.0,0,3.0,1.0,0,1.0,0,1784,4,6,"Dublin : printed for John Exshaw, and Luke White, 1784.",Dublin,554,male,1713,1796,True
1134800501_000080,"A summary, historical and political, of the first planting, progressive improvements, and present state of the British settlements in North-America. ... By William Douglass, M.D. ...","Douglass, William",50,1.0,2.0,0,0,8.0,1.0,1.0,1.0,3.0,0,2.0,2.0,0,0,0,1.0,3.0,0,0,0,3.0,1.0,1.0,0,1.0,8.0,0,1.0,0,0,1.0,1.0,0,0,0,5.0,0,2.0,0,0,0,1.0,1749,1,2,"Boston, New-England : Printed and sold by Rogers and Fowle in Queen-Street, MD,CC,XLIX. [1749-1752].",Boston,278,male,1691,1752,False
1544300100_000578,"A new geographical, historical, and commercial grammer; and present state of the several kingdoms of the world. Containing I. The figures, motions, and distances of the planets, according to the Newtonian system, and the latest observations. II. A general view of the Earth, considered as a planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climate, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the changes that have been any where observed upon the face of nature, since the most early periods of history. VIII. The history and origin of nations: their forms of government, religion; laws, revenues, taxes, naval and military strength; orders of knighthood; &c. IX. The genius, manners, customs, and habits of the people. X. Their language, learning; arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. the astronomical part by James Ferguson, F.R.S. To which have been added; the late discoveries of Dr. Herschell, and other eminent astronomers. Illustrated with a correct set of maps, engraved from the most recent observations and draughts of geographical travellers.",William Guthrie,56,0,0,0,2.0,6.0,0,2.0,8.0,0,0,1.0,5.0,1.0,1.0,0,2.0,8.0,0,0,1.0,0,1.0,2.0,0,1.0,2.0,0,0,0,0,0,1.0,0,0,0,2.0,0,3.0,0,0,2.0,5.0,1796,1,1,"London : Printed for Charles Dilly, in the Poultry; and G.G. and J. Robinson, in Pater-Noster Row, M.DCC.XCVI. [1796].",London,1037,male,1708,1770,False
0175600301_000321,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,56,4.0,2.0,0,6.0,1.0,0,1.0,7.0,0,1.0,0,0,4.0,1.0,0,1.0,2.0,0,0,1.0,5.0,0,2.0,0,0,0,0,1.0,1.0,3.0,0,3.0,0,0,0,1.0,0,8.0,0,0,0,1.0,1778,1,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,598,male,1741,1793,False
0145800201_000033,"The present state of Europe: exhibiting a view of the natural and civil history of the Several countries and kingdoms: Their Present Constitution and Form of Government; their Customs, Manners, Laws, and Religion; their Arts, Sciences, Manufactures, and Commerce; their Military Establishments, Public Treaties, and Political Interests and Connexions. To which is prefixed, An Introductory Discourse on the Principles of Polity and Government. By M.E. Totze, Late Secretary to the University of Gottingen, and now Professor of History in the University of Butzow, and Duchy of Mecklenburg. Translated from the German by Thomas Nugent, LL.D. And Fellow of the Society of Antiquaries. ...",Eobald Toze,66,4.0,2.0,0,1.0,1.0,0,2.0,2.0,1.0,0,1.0,3.0,10.0,1.0,0,5.0,2.0,0,0,0,2.0,0,1.0,0,0,0,0,1.0,0,0,3.0,0,0,1.0,0,2.0,0,17.0,0,0,1.0,3.0,1770,1,3,"London : printed for J. Nourse, Bookseller to His Majesty, MDCCLXX. [1770].",London,428,male,1715,1789,False
0059301700_000005,"A report from the Committee of Warehouses of the United East-India Company, relative to the culture of sugar.",East India Company. Committee of Warehouses,57,1.0,2.0,0,1.0,4.0,0,2.0,1.0,2.0,0,0,4.0,0,0,0,1.0,3.0,1.0,0,1.0,2.0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,9.0,0,5.0,0,1.0,8.0,3.0,1792,1,1,"London : [s.n.], printed in the year MDCCXCII. [1792].",London,113,unknown,,,False
0568200300_000001,Memoirs and considerations concerning the trade and revenues of the British colonies in America. With proposals for rendering those colonies more beneficial to Great Britain. By John Ashley Esq;,"Ashley, John           1751",58,1.0,2.0,0,0,14.0,0,1.0,1.0,2.0,0,0,3.0,0,1.0,0,0,4.0,0,1.0,0,2.0,0,1.0,0,0,1.0,4.0,0,0,1.0,1.0,0,0,0,0,11.0,0,5.0,2.0,0,0,0,1740,1,1,"London : printed for C. Corbett, Bookseller and Publisher at Addison's Head in Fleetstreet; E. Comyns, under the Royal Exchange; and J. Jolliffe, in St. James's Street, 1740.",London,159,unknown,,,False
0432500700_000623,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,73,0,0,0,0,1.0,0,1.0,0,1.0,0,0,14.0,0,0,0,1.0,15.0,1.0,0,0,0,0,5.0,0,0,4.0,10.0,0,0,2.0,0,4.0,0,0,0,9.0,0,3.0,1.0,0,0,1.0,1789,1,1,"[London], 1789.",London,890,unknown,,,False
0163100204_000033,"The history of the reign of George the Third, king of Great Britain, &c. from the conclusion of the seventh session of the sixteenth Parliament, in 1790, to the End of the Sixth Session of the Seventeenth Parliament of Great Britain, in 1796. By Robert Macfarlan, Esq. Vol.IV.",Robert Macfarlan,41,2.0,0,0,0,4.0,0,0,0,1.0,0,0,0,0,2.0,1.0,2.0,1.0,1.0,0,0,1.0,0,4.0,0,0,0,3.0,0,1.0,1.0,2.0,4.0,0,2.0,0,0,0,5.0,0,0,2.0,2.0,1796,4,4,"London : printed for the author, and sold by T. Evans, in Paternoster-Row, MDCCXCVI. [1796].",London,661,male,1734,1804,False
