PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(america),termFreq(board),termFreq(brought),termFreq(call),termFreq(capt),termFreq(captain),termFreq(carri),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commit),termFreq(compani),termFreq(crew),termFreq(defenc),termFreq(enemi),termFreq(fleet),termFreq(good),termFreq(island),termFreq(justic),termFreq(marin),termFreq(merchant),termFreq(monei),termFreq(nation),termFreq(order),termFreq(piraci),termFreq(pirat),termFreq(port),termFreq(privat),termFreq(quarrel),termFreq(sail),termFreq(sea),termFreq(seamen),termFreq(seiz),termFreq(ship),termFreq(taken),termFreq(thousand),termFreq(took),termFreq(trade),termFreq(trial),termFreq(vessel),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0838100300_000521,"An abridgement of the statutes of Ireland, from the first session of parliament in the third year of the reign of King Edward the Second, to the end of the twenty fifth year of the reign of His Present Majesty King George the Second; and Of all the English and British Statutes which extend to and bind Ireland; With Tables of The Statutes in their Chronological Order, directing to the Heads under which they are abridged; The Statutes taken from any English Statutes, The English Statutes from which any Irish Statutes are taken, Such Statutes as are to be given in charge at the Assises, Such Statutes as are to be given in charge at the Quarter-Sessions, Such Statutes as are injoined to be read in Churches; together with an alphabetical table of the principal matters referring to the Titles and Paragraphs in the Abridgement, and to the respective Statutes; and also the new rules. By Edward Bullingbrooke, L.L.D. and Jonathan Belcher, Esq; Barrister at Law.",Jonathan Belcher,68,1,1,4,0,0,0,0,3,0,0,0,2,0,0,0,0,0,4,0,0,1,4,2,0,0,4,14,2,0,0,0,6,1,0,13,0,0,0,4,0,1,1,1754,1,1,"Dublin : printed by George Abraham Grierson, Printer to the King's most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street; and G; and A. Ewing in Dame-Street, M,DCC,LIV [1754].",Dublin,1376,male,1710,1776,FALSE,"and such as have been wounded. XV Southeast'. i i. A reward of i. 1 for every vessel of one hundred tuns or under, and 15 1 for every ship of a greater burden, shall be paid by the commander of every ship , wherein any combination shall be set"
0246100102_000120,"A new and authentic history of England: from the remotest period of intelligence to the close of the year 1767: Containing A particular and circumstantial Account of Every interesting Occurrence, and memorable Character relative to the Annals of Great Britain, both at Home and Abroad; Particularly, Its Origin; the Progress of its Empire; Laws; civil and religious Establishments; its various Operations naval and military; Anecdotes of the Transactions of the most celebrated Personages who have distinguished themselves in a political, ecclesiastical, or military Capacity: Interspersed with such Remarks as may be found necessary to elucidate any obscure Point, solve any Difficulty, and set any contested Circumstance in the clearest Light. By the Hon. Hugh Clarendon, of Windsor, Esq;","Clarendon, Hugh",32,2,2,1,0,0,0,0,0,3,2,0,0,0,0,0,1,1,2,0,1,0,0,1,1,0,2,3,0,1,0,1,1,1,1,1,0,0,1,0,0,1,2,1770,2,2,"London : printed for J. Cooke, at Shakespear's Head in Pater-Noster Row, and sold by all Booksellers in Great Britain and Ireland, [1770?].",London,609,unknown,,,FALSE,"the Scottish planters, or. assist them in any shape with arms, ammunition or provision. The first adventurers being thus deprived of all means of assistance, were obliged to relinquish the coast . A second recruit of men and provisions were sent thither frorm Scotland; but one of their vessels laden"
0011800400_000289,"The history of England, from the earliest accounts, to the accession of His present Majesty, King George III. Including the history of Scotland and Ireland, so far as they have any concern with the affairs of England. Collected from the most impartial Writers, and digested into the most easy and familiar Method; whereby may be seen the Connection one Period or Reign has with another: With proper Reflections through the Whole, tending to illustrate the Narration, and to fix the amiable Sentiments of Liberty in the Hearts of the British Nation. Embellished with the Heads and Monuments of the several Kings and Queens, curiously engraved on Copper. By the late Rev. Mr. Isaac Kimber.",Isaac Kimber,51,0,1,3,1,0,1,6,0,3,0,0,1,0,1,0,0,4,1,3,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,7,5,0,5,0,0,1,2,1762,1,1,"London : printed for C. Hitch and L. Hawes, H. Whitridge, J. Buckland, H. Woodfall, J. Rivington, R. Baldwin, W. Johnston, G. Keith, T. Longman, T. Field, and B. Law and Co, MDCCLXII. [1762].",London,509,male,1692,1755,FALSE,"by the King's Ships and Privateers , of which I have not Room for a particular Mention. Amongit the Commander, of single Ships , wh' greatly diftiguifhed themselves by their Conduct and Intrepidity, the principal were, Soiref, Tyrrel, Gil iri}/, and Lcckhart Names which will be ever held in Esteem"
1245700103_000059,"Spectacle de la nature: or, nature display'd. Being discourses on such particulars of natural history as were thought most proper to excite the curiosity, and form the minds of youth. Illustrated with copper-plates. Vol. II. Translated from the original French, by Mr. Humphreys.",Noël-Antoine Pluche,43,0,1,0,1,0,0,0,3,1,1,1,0,0,1,0,0,2,1,0,1,3,4,1,2,0,0,0,1,1,0,1,4,0,0,7,2,1,0,1,0,1,1,1740,3,3,"London : printed for R. Francklin, in Covent-Garden; C. Davis, in Pater-Noster-Row; and J. Pemberton, in Fleet-Street, M.DCC.XL. [1740].",London,517,male,1688,1761,FALSE,"which meeting with a Refilfance from the Water, becomes as it were a Lever puffling ons the Vefiel in a contrary dire&tion. These igalleys are only used in the Mediterranean, and seldom seen in any other of our Seaports. Let us now proceed to take a cursory View of the"
0004100300_000451,"An impartial history of the war, from the commencement of the Revolution in France. Containing an Accurate Description of the Sea Engagements, Sieges, Battles, Expeditions and Conquests, of The various Contending powers. Including an Account of the General Mutiny among the Seamen, at Spithead and the Nore. Together with a particular narrative of the rise, progress, and various events accompanying the Rebellion in Ireland.",,73,0,0,5,0,0,0,0,1,1,0,1,0,0,2,1,3,1,2,0,1,0,1,0,1,3,0,0,5,2,0,4,1,0,0,15,0,0,0,1,0,4,18,1799,1,1,"Manchester : printed by Sowler and Russell, 1799.",Manchester,940,unknown,,,FALSE,"fubjecs. with the enemies of either of the high contraaing parties. 11i. His imperial majesty of all the Ruflias and his Britannic majeftv hiving resolved to place the freedom of commerce and of navigation under a sufficient safeguard, in cafe that one of them should be at war while the"
0104300109_000134,"The works of John Locke, in nine volumes.",John Locke,62,0,0,0,0,1,0,0,2,4,0,2,0,0,0,0,2,2,3,10,0,0,0,0,0,1,0,3,3,1,0,3,5,0,0,4,1,4,3,3,0,5,0,1794,9,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,577,male,1632,1704,TRUE,"before known, and passing the irait betwixt Malaca and the island Sumatra, came upon the coast of the kingdom of Camboia, whence he proceeded to that of Chiampa, where taking of frcfll water had like to have cost him his life. He went on to Patane, and established peace and"
0189301201_000285,"A civil, commercial, political, and literary history of Spain and Portugal. By the late Wyndham Beawes, Esq. his Majesty's Consul for near Thirty Years at Cadiz and Seville. In two volumes. ...",Wyndham Beawes,64,0,0,1,0,0,0,7,4,0,0,0,0,0,2,0,5,1,6,0,0,0,1,0,2,5,1,3,3,0,0,2,0,0,1,8,0,0,0,0,0,7,5,1793,1,2,"London : printed for R. Faulder, New Bond Street; E. Jeffrey, Pall-Mall; B. Law, Avemary Lane; and J. Sewell, Cornhill, MDCCXCIII. [1793].",London,596,male,,,FALSE,"all Nations ; obliging them to slew their Patents, pafiports, Papers of Freightment, and where they belong to, Bills of Lading, their Journals, and a List of their Crew and Passengers, that thereby it may appear they are furnished with the requisite Documents for a fie Navigation: These Inquiries are"
0875800104_000074,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",58,0,4,1,1,0,0,1,1,0,2,2,0,4,0,0,0,8,0,1,0,0,0,3,0,0,0,0,3,1,0,1,1,1,0,6,5,6,0,4,1,0,1,1786,4,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,513,male,,,FALSE,of the profits atifing. The compa nyfo formed were to issue bills which each individual subscriber was to engage to take in payment; and at the expiration of twenty years the holders of there bills were to be paid their value in manufactures. By an a of the sixth George
0709100104_000021,"The history of America. By William Robertson, ...",William Robertson,56,0,4,0,0,0,0,1,3,0,7,6,1,2,0,0,0,1,3,1,0,0,3,0,2,1,0,0,1,2,0,0,2,0,0,4,0,2,0,6,0,2,2,1800,4,4,"London : printed by A. Strahan, for A. Strahan; T. Cadell Jun. and W. Davies; and E. Balfour, Edinburgh, 1800.",London,417,male,1721,1793,TRUE,"was exposed to another, which file deemed hardly less pernicious. As an inducement that might prevail with queen Anne to conclude a peace, which France and Spain desired with equal ardour, Philip V not pnrticularly only conveyed to Great Britain the a4tiento, of the Eln ah Affinto or contrat for"
0785300102_000225,"Lives of the British admirals: containing a new and accurate naval history from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps ; and frontispieces ... In four volumes. ...",John Campbell,56,1,0,3,0,0,0,1,4,0,0,1,2,2,6,0,0,0,6,0,0,0,6,0,2,1,2,3,0,2,0,3,1,0,1,5,0,0,3,0,1,0,0,1785,2,4,"London : printed for J. Murray, 1785.",London,568,male,1708,1775,FALSE,"not certainly undelc (lid it; for ie actlually Il, ok ill grait of pilatis' oor'sd t,) le illegal; anl uti, jilifi ible, and ferms to iiti nate fme hl titiisc! or ipridl nice in this lbulfill(; wheres nothing carl be c!carer I; am that pitibllc fpiiii ai rtic fl e"
0621900200_000037,"The lusiad; or, the discovery of India. An epic poem. Translated from the original Portuguese of Luis de Camöens. By William Julius Mickle.",Luís de Camões,48,0,0,0,2,0,0,1,2,4,0,3,1,1,0,0,2,4,1,1,0,0,0,0,1,2,0,1,3,2,1,2,2,0,0,1,0,0,0,8,0,1,2,1778,1,1,"Oxford : printed by Jackson and Lister; for J. Bew, Pater-Noster-Row; T. Payne, Mews-Gate; J. Dodsley, Pall-Mall; J. Robson, New Bond-Street; J. Almon, Piccadilly; T. Cadell, Strand; W. Flexney, Holborn; and J. Sewell, Cornhill, London, M.DCC.LXXVIII. [1778].",Oxford,736,male,1524,1580,FALSE,"who had been captains became traders, and rapacious plunderers of the innocent natives. Hitherto the loading of the king's vessels had been the principal mercantile business of the Portuguese. They now more particularly interfered with the commerce of the Moors and Indians. Many quitted the military service, and became private"
1226200700_000295,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Division of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms of Government, Forces, Revenues, Taxes, Revolutions, and memorable Events. Together With An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishopricks, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated with a set of twenty-three new maps of the several Countries, drawn by the Direction of Mr. Salmon, and ingraved by Mr. Jefferys, Geographer to His Royal Highness the Prince of Wales.",Thomas Salmon,52,0,1,0,0,0,0,0,5,1,6,0,1,0,0,0,0,1,4,7,0,1,2,0,0,2,0,0,3,0,0,1,4,1,1,2,1,2,0,4,0,1,1,1756,1,1,"London : printed for William Johnston, at the Golden-Ball in St. Paul's Church-Yard, MDCCLVI. [1756].",London,662,male,1679,1767,FALSE,"Buildings upon them, were all sunk; Part of the Town, however, was left ftanmng, on a Neck of Land which run into the Sea , at the Extremity whereof flood the Cattle, which was shattered, but not demolished. And at Savannah, on the North Side of the Island , above"
0634500102_000141,"A new and accurate history and survey of London, Westminster, Southwark, and places adjacent; containing whatever is most worthy of notice in their ancient and present state: In which are Described. Their Civil, Ecclesiastical, and Military Government, Original Constitution, Antiquities, Manufactories, Trade, Commerce, and Navigation; And The several Wards, Liberties, Precincts, Districts, Parishes, Churches, Religious and Charitable Foundations, and other Public Edifices: Particularly The Curiosities of the Tower of London, St. Paul's Cathedral, Westminster Abbey, the Royal Exchange, Sir Hans Sloan's Museum, &c. and whatever is remarkable for Elegance, Grandeur, Use, Entertainment or Curiosity. With The Charters, Laws, Customs, Rights, Liberties and Privileges, Of This Great Metropolis. Illustrated With A Variety of Heads, Views, Plans, and Maps, neatly Engraved. ... . By the Rev. John Entick, M.A.",John Entick,55,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,2,3,1,0,0,0,2,0,3,9,0,0,0,4,0,0,0,1,1,9,2,1,1,2,1,1,4,1766,2,4,"London : printed for Edward and Charles Dilly, in the Poultry, near the Mansion-House, MDCCLXVI. [1766].",London,519,male,1703,1773,FALSE,"regency immediately ordered that they should be discharged. Soon after the commissary of the Spanifi prisoners proposed to him to forge a new order front the admiralty, and insert another name; which he refused, and was in a few hours told that the order was countermanded; but could not find,"
0214900101_001519,"Navigantium atque itinerantium bibliotheca. Or, a complete collection of voyages and travels. Consisting of above six hundred of the most authentic writers, beginning with Hackluit, Purchass, &c. in English; Ramusio, Alamandini, Carreri, &c. in Italian; Thevenot, Renaudot, Labat, &c. in French; De Brye, Grynaeus, Maffeus, &c. in Latin; Herrera, Oviedo, Coreal, &c. in Spanish; And the Voyages under the Direction of the East-India Company in Holland, in Dutch. Together with such Other Histories, Voyages, Travels, or Discoveries, As are in General Esteem; Whether published in English, Latin, French, Italian, Spanish, Portuguese, High and Low Dutch, or in any other European Language. Containing whatever has been observed Worthy of Notice in Europe, Asia, Africa, and America; In Respect to the Extent and Situation of Empires, Kingdoms, Provinces, &c. The Climate, Soil, and Produce, whether Animal, Vegetable, or Mineral, of Each Country: Likewise the Religion, Manners, and Customs of the several Inhabitants, their Government, Arts and Sciences, Publick Buildings, Mountains, Rivers, Harbours, &c. Illustrated BY Proper Charts, Maps, and Cuts. To which is prefixed a copious introduction, comprehending the Rise and Progress of the Art of Navigation, and its successive Improvements; together with the Invention and Use of the Loadstone, and its Variation. Originally published in two volumes in folio, by John Harris, D. D. and F. R. S. Now carefully revised, with large additions, and Continued down to the Present Time; Including Particular Accounts of the Manufactures and Commerce of Each Country.",John Harris,44,2,0,1,1,1,0,0,0,0,0,2,1,3,0,1,1,3,4,1,0,0,2,0,2,2,1,1,1,0,0,2,0,1,1,6,2,0,1,1,0,0,0,1744,1,2,"London : printed for T. Woodward, A. Ward, S. Birt, D. Browne, T. Longman, R. Hett, C. Hitch, H. Whitridge, S. Austen, J. Hodges, J. Robinson, B. Dod, T. Harris, J. Hinton, and J. Rivington, M.DCC.XLIV. [1744]-48.",London,1055,male,1667,1719,FALSE,"say, thus solicited, let all Instruments at work to seize Caerden's Ship ; but all his Attempts proved abortive, and the King owned, as terwards, that he was seduced by the Portuguese, and accordingly gave a very good Reception to the Fleet commanded by Laurence Bicker, which had set out"
1044700500_000093,"Lex constitutionis: or, the gentleman's law. Being, a compleat treatise of all the laws and statutes relating to the King, and the Prerogative of the Crown; the Nobility, and House of Lords; House of Commons; Officers of State; the Exchequer and Treasury; Commissioners and Officers of the Customs; of the Excise; of the Post-Office; Stamp-Office; Forfeited Estates; Publick Accounts; the Navy-Office; War-Office; Lieutenancy of Counties; Justices of Peace, &c. Wherein near one hundred authors of the best Reputation, both ancient and modern, on the Subject, have been consulted, and are referr'd to. And also, an introduction to the common law of England, with Respect to Tenures of Lands, Descents, Marriage-Contracts, Coverture, &c. Of Property, Creation and Forfeiture of Estates; Trials of Offenders, Courts at Westminster, &c. To which are added, under their proper Heads, The Manner of Passing Bills in both Houses of Parliament, the Judicature of the Lords; Variety of adjudg'd Cases; and some curious History of Antiquity. The second edition corrected. By G. Jacob, Gent.",Giles Jacob,72,0,2,2,1,0,0,1,0,0,0,0,1,0,0,0,6,2,6,0,0,1,1,0,0,3,0,0,1,7,1,0,2,2,2,12,6,1,0,0,0,1,11,1737,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for H. Lintot, at the Cross-Keys, against St. Dunstan's Church in Fleet-Street; and sold by T. Waller, in the Middle Temple Cloysters, MDCCXXXVII. [1737].",London,391,male,1686,1744,FALSE,"the Line of Battle, in a Cafe of Necessity. This Sratute alib empowers the Lord High Admiral, or Commissioners of the Admiray, during the War , to grant Commifliona to Privateers and Commandes of Ships for the taking and seizing Ships and Goods of Enemies . Then there are Letters"
0144400203_000017,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America and exhibiting the state of the belligerent powers at the commencement of the war; their Interests and Objects in its Continuation; and Remarks on the Measures, which led Great Britain to Victory and Conquest. interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct, we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this, or of any other Nation. And with accurate descriptions of the seat of war, the Nature and Importance of our Conquests, and of the most remarkable Battles by Sea and Land. Illustrated with A Variety of Heads, Plans, Maps, and Charts, Designed and Engraved by the best Artists. ... . By the Rev. John Entick, M.A. and other gentlemen.",John Entick,55,0,2,4,2,0,0,4,2,4,1,1,0,0,0,0,7,1,0,1,0,2,1,0,1,3,0,0,1,0,0,3,2,0,0,6,0,0,1,2,0,0,4,1779,3,5,"London : printed for Edward and Charles Dilly. in the Poultry, M.DCCLXXIX. [1779].",London,488,male,1703,1773,FALSE,"64, the Warwick 60, and 1758 seven frigates, very plainly discovered lying off the Ife of Aix; waiting for the other convoy, which had fled into St. Martins, and had been ordered to join there off the Ife of Aixr. But when they found their mistake, and that it was"
1733000102_000408,"The naval history of England, in all its branches; from the Norman conquest in the year 1066. to the conclusion of 1734. Collected from the most approved historians, English and foreign, authentick records and manuscripts, scarce tracts, original journals, &c. with many facts and observations, never before made publick. By Thomas Lediard, gent. late secretary to His Majesty's envoy extraordinary in Lower Germany. In two volumes.",Thomas Lediard,67,4,0,1,2,2,0,9,0,2,0,0,0,0,0,1,1,0,2,7,0,0,1,0,1,1,0,0,0,1,0,1,2,0,1,8,7,1,4,1,1,3,3,1735,2,2,"London : Printed for John Wilcox, at Virgil's Head, opposite the New Church, and Olive Payne, at Horace's Head, in Round Court, both in the Strand, MDCCXXXV. [1735].",London,541,male,1685,1743,FALSE,"found the Diamondand d Experiment, two a' rizl  Fifth rates, which had taken a confit: .k  derable Prize. The sixth of Ju4/', he arrived at Jamaica, where Commadore Littlton (who some Time after departed Arrives at with the Defiance and the Trade for jim.lica. England) gave him anaccount"
0988300104_000076,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps ; ... In four volumes. ...",John Campbell,48,0,1,0,0,0,0,6,3,2,0,0,0,2,1,1,4,3,0,2,0,2,1,0,0,3,0,0,2,1,0,4,1,0,0,4,0,0,2,0,0,2,1,1785,4,4,"London : printed for G. G. J. and J. Robinson, 1785.",London,552,male,1708,1775,FALSE,"were pcliil'e for vessels of this newly invented construction to escape the X gilance and efforts of an English fleet . The French hal;; pared above an hundred of them, which then lay at Caen in Normandy. The ten which now sailed , flood backwards anil, forwards on the floals,"
1542400103_000060,"Modern history: or, The persent state of all nations. Describing their respective situations, persons, habits, buildings, manners, laws and customs, religion and policy, arts and sciences, trades, manufactures and husbandry, plants, animals and minerals. Vol. III. The second part of the present state of Europe. Containing, the present of the seven united provinces, their antient history, great towns, provinces, government, manners, fisheries and revenues: of the Austrian and French Netherlands, and Switzerland. As also the present state of Italy, particularly the Great Dukedom of Tuscany; the republick, territories and politicks of Venice; the dominions of the pope; all the antient and modern curiosities of which they obtain'd the dominion over the churches of Christendom: an account of Naples, Sicily, Sardinia, Corsica and Malta. A complete description of all the provinces and great cities of France, particularly Paris, Versailles, &c. with all their churches, hospitals, palaces, and curuisitites; with a clear and exact, tho' compendious history of all the great events, and memorable revolutions of France, from its original, down to the year 1730. Illustrated with several curious copper-plates of the most remarkable buildings and habits; with maps of the several countries described in this volume, accurately drawn, according to the geographical part of this work: by Herman Moll.",Thomas Salmon,61,0,0,1,1,1,1,1,0,3,0,1,0,2,0,0,1,1,0,1,2,0,5,1,3,6,0,0,3,0,0,0,0,0,2,11,1,0,0,7,0,1,5,1731,3,3,"Dublin : Printed by and for Geo. Grierson, at the Two Bibles in Essex-Street, M,DCC,XXXI. [1731].",Dublin,796,male,1679,1767,FALSE,"whom they called their Sub. had indeed solicited them to do for a Year je&s, thereby endeavouring to exclude the rejl paf'd, and would now bear no longer delay. of Europe from all Commerce with the Indie., That the States having deferred returning any They had indeed, his Majesty observes,"
1272800202_000088,"The Remembrancer, or Impartial repository of public events. ... For the year ...",,49,1,0,3,2,0,3,6,2,0,3,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,3,0,1,0,4,7,0,2,0,0,2,2,1776,1,1,"London [England] : printed for J. Almon, opposite Burlington-House, in Piccadilly, M DCC LXXV. [1775]-1784.",,377,unknown,,,FALSE,"at temps of the Britilh fleet and armies, Friday tart information was given to cur Congress that some men on Long ifland were counterfeiting tile continental money , also Massachusets, Connecticut, and New-york currency. a party of minute men were or d red out the same day in search of"
0698300100_000103,"A view of the constitution of the British colonies, in North-America and the West Indies, at the time the civil war broke out on the continent of America. In Which Notice is taken of such Alterations as have happened since that Time, down to the present Period. With A Variety of Colony Precedents, which are chiefly adapted to the British West India Islands; and may be useful to those, who have any intercourse with the Colonies. By Anthony Stokes, Of the Inner Temple, London; Barrister at Law; His Majesty's Chief Justice of Georgia.","Stokes, Anthony",57,0,1,1,2,0,0,0,1,0,2,0,1,2,1,0,0,0,5,1,0,1,2,0,0,3,0,0,6,3,0,0,0,0,2,6,3,0,0,3,0,8,3,1783,1,1,"London : printed for the author: and sold by B. White, In Fleet-Street, MDCCLXXXIII. [1783].",London,577,male,1736,1799,FALSE,"K --, the same being a boat employed in trade , laden with ballast, of the burden of ten tonnes, having on board two guns carrying hot of six pounds weight, two howitzers, and six swivels, belonging to the port of New-york, bound on a voyage to the Island of"
0004600103_000705,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,55,0,2,3,1,0,0,0,1,5,1,2,0,0,0,1,1,0,3,1,0,0,2,0,2,2,0,1,1,1,0,2,4,0,0,7,1,0,2,2,0,0,7,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"Paris, had exiled that prelate in his turn. He was no sooner restored to his function than he resumed his former condu', touching the denial of sacraments to thofe.who refufed to acknowledge the, bull Unigentus. He even acted with redoubled zeal; intrigued with the other prelates; caballed among the inferior"
0528000300_000135,"A collection of all such statutes and parts of statutes, as any way relate to the Admiralty, navy, and ships of war, and other Incidental Matters; in which the Officers or other Persons belonging to the said Offices, or employed in his Majesty's Sea-Service, may be concerned: Down to the 14th Year of King George the Second, inclusive. To which is added, a table, by way of abstract, of all the said Statutes, digested into Alphabetical Order.",Great Britain,68,1,0,2,0,0,0,2,0,0,0,0,2,1,1,0,4,1,1,0,1,9,0,0,0,0,1,1,0,0,2,0,4,9,1,17,2,0,0,1,0,0,5,1742,1,1,"London : [s.n.], Printed in the Year MDCCXLII. [1742].",London,508,unknown,,,FALSE,"3 former Ship , and shall receive two Months Pay Advance, above his Wages then due. 33 t The Removal of the wholes. 4 Crew into another Ship , shall not be confirued a Turning over. 331 Able Seamen entering volun 4 cgeo. tarily on board the Fleet fhall1i c.38."
1764800106_000580,"A collection of voyages and travels, some now first printed from original manuscripts, others translated out of foreign languages, and now first published in English. To which are added some few that have formerly appear'd in English, but do ... deserve to be reprinted. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning to the perfection it is now in, &c. The whole illustrated with a great number of useful maps, and cuts, all engraven on copper. ...",,55,0,0,1,2,1,2,1,2,0,0,0,0,1,0,0,1,1,4,0,0,0,2,0,0,2,0,0,4,0,1,1,2,5,0,11,0,0,1,1,0,4,5,1732,6,6,"London : printed, by assignment from Messrs Churchill, for John Walthoe; Tho. Wotton; Samuel Birt; Daniel Browne [and 3 others in London], 1732.",London,761,unknown,,,FALSE,"entertainment. Dec. 14 We rode about half a league, and came through' a village called Bauffet, passed a good valley, and then travelled a paved way between steep rocks, where we took a watchman along with us, who conducted us by the walls of Ollioles, a place infected rome months"
1203100112_000249,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,55,1,0,2,1,0,0,1,1,2,0,0,9,1,0,0,0,0,0,2,1,1,1,0,0,2,0,0,2,0,0,0,2,2,0,11,5,1,0,0,2,5,0,1794,12,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,712,male,1723,1769,FALSE,"Master and two Officers, in the Presence of the Ship's Company ; and if it hall be judged necessary, for the Safety of the Ship and Cargo, to.continue the Offender or Offenders in Confinement, such Determination shall be drawn up in Writing, with the Reasons for coming to such Resolution"
0004600103_000380,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,42,0,4,2,0,1,0,0,3,2,3,1,0,0,1,0,0,1,0,1,0,0,2,0,2,2,0,1,0,0,0,1,2,0,2,3,1,0,0,6,0,1,0,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"made farther progress in the inquiry, and received fresh petitions from the merchants , agreed to the following resolutions; that several ships , merchandizes, and effeas belonging to the merchants of this kingdom, trading to Spain, Portugal, and Italy, had been taken by the Spaniards, in manifest violation of the"
1414000100_000044,"An appendix to the abridgement of the statues of Ireland. Containing an abridgement of the several acts passed in this Kingdom; and such British Acts, as relate to or bind Ireland; which have passed since the twenty-fifth year of the reign of His Present Majesty. By Ed. Bullingbrooke, J.U.D.","Bullingbrooke, Edward",55,0,2,2,1,0,0,3,0,0,0,0,0,2,1,0,2,2,4,0,0,3,1,2,0,0,0,0,0,2,0,0,7,3,0,2,6,0,0,0,0,5,5,1756,1,1,"Dublin : Printed by the executor of George Abraham Grierson, printer to the King's Most Excellent Majesty, at the King's Arms and Two Bibles in Essex-Street, M,DCC,LVI. [1756].",Dublin,85,unknown,,,FALSE,"ficers, seamen , mariners , soldiers, or others, shall break bulk on board , or embezel any of the money , jewels, plate, goods , merr chandize, tackle, furniture, or apparel belonging to such prizes so taken , such commander, officer, seaman, marine , soldier, or others, shall forfeit treble"
