PassageID,Title,Author,Total termFreq,termFreq(action),termFreq(ancient),termFreq(charact),termFreq(composit),termFreq(descript),termFreq(divin),termFreq(epic),termFreq(geniu),termFreq(god),termFreq(hero),termFreq(heroic),termFreq(histori),termFreq(imagin),termFreq(incid),termFreq(languag),termFreq(machineri),termFreq(manner),termFreq(marvel),termFreq(merit),termFreq(natur),termFreq(necess),termFreq(personag),termFreq(place),termFreq(plan),termFreq(plot),termFreq(poem),termFreq(probabl),termFreq(reader),termFreq(speci),termFreq(style),termFreq(sublim),termFreq(uniti),termFreq(varieti),termFreq(vers),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0300300602_000043,"Q. Horatii Flacci Epistolae ad Pisones, et Augustum: With an English commentary and notes. To which are added, two dissertations; The one, on the Provinces of the Drama: The other, on Poetical Imitation: and a letter to Mr. Mason. In two volumes.",Horace,36,0,0,0,3,1,0,2,1,0,0,0,0,1,0,0,0,3,0,0,5,1,0,1,3,1,3,2,1,6,0,0,2,0,0,1757,2,2,"Cambridge : printed [by J. Bentham] for W. Thurlbourn & J. Woodyer; and sold by R. Dodsley in Pall-Mall, J. Beecroft and M. Cooper in Pater-Noster Row, London, MDCCLVII. [1757].",Cambridge,312,male,,,FALSE,"authors had, or had not, been guided by the pole ftar of example. So much for the general forms of the two greater Iinds of poetry. Is a proper allowance be made for a diversity of fubjeff matter, in either mode of com. position, it will be easily, as I"
1447900200_000004,"The adventures of Telemachus, the son of Ulysses. By the Archbishop of Cambray. Translated from the French.",François Fénelon,41,2,4,1,0,0,6,0,0,4,4,0,0,1,1,0,0,2,1,0,4,0,1,2,0,0,3,0,0,0,2,1,1,1,0,1787,1,1,"London : Printed for C. Nourse, J.F. and C. Rivington, T. Longman, B. Law, J. Johnson, W. Lowndes, Scatcherd and Whitaker, W. Goldsmith, and E. Newberry, MDCCLXXXVII. [1787].",London,403,male,1651,1715,TRUE,"afterwards happens to his hero . Thus Homer does not'begin his nariation till after Ulysses is departed from the isle of Ogygia; nor Virgil""' his, till (a) See F. Boifu, B. II chap. i8, after after jeneas is arrived at Carthage. - The author of the Telemachus has perfecly imitated"
0688900104_000552,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,26,1,5,0,0,1,0,2,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,0,1,1,2,1,0,1,1,1778,4,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,852,unknown,,,FALSE,"account of its temple of Diana, and for being the mofd famous mart or ttaple town of Hither Asia. It was enlarged and walled round by Lysimachus and Pausanias; and owed its increase of trade and riches to Lysander the Lacedemonian. It is now subje't to the Turks; and is"
1692800167_000246,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),26,0,2,1,0,0,0,1,2,0,0,0,1,0,1,0,1,1,0,0,2,1,0,4,1,0,1,1,1,1,1,0,2,0,1,1782,67,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,599,unknown,,,FALSE,"upon the little knowledge which they possessed in all that relates to machinery : it is TRUE they were acquainted with the pully and lever, but not with the various application of these mechanical powers. The preservation of the unity of place then must have been to them a matter"
0297100100_000193,"Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity. By James Beattie, LL. D. Professor of Moral Philosophy and Logick in the Marischal College and University of Aberdeen; and Member of the Zealand Society of Arts and Sciences.",James Beattie,29,1,0,2,0,0,0,5,0,0,1,0,1,1,2,0,0,0,0,2,5,0,2,0,0,0,1,1,1,2,0,0,1,1,0,1783,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh, MDCCLXXXIII. [1783].",London,669,male,1735,1803,FALSE,"have thought one of the highest efforts of human virtue; and playing dextrously at billiards a very genteel accomplishment. Two of his pieces, however, deserve to be mentioned with more refpet. Count Fathom, though an improbable tale, is pleasing, and upon the whole not immoral, though in some pafages very"
0274000101_000008,"Spenser's Faerie queene. A new edition with a glossary, and notes explanatory and critical by John Upton ... In two volumes. ...",Edmund Spenser,31,0,1,0,0,0,0,2,0,1,3,3,1,2,1,0,0,0,1,1,1,0,0,0,1,2,7,3,1,0,0,0,0,0,0,1758,1,2,"London : printed for J. and R. Tonson, 1758.",London,780,male,1552,1599,FALSE,"the body of the entire. acion: tis requisite therefore that the several incidental intrigues should be unravelled, as we proceed in getting nearer and nearer to the main plot ; and that we at length gain an uninterrupted view at once of the whole. And herein I cannot help admiring"
0088400112_000174,A complete edition of the poets of Great Britain. ...,,43,2,1,2,0,0,1,1,0,9,3,1,1,2,0,0,0,2,1,0,6,0,0,1,0,1,5,1,0,0,0,0,3,0,0,1792,12,13,"London : printed for John and Arthur Arch, and for Bell and Bradfute and I. Mundell and Co., in Edinburgh, [1792-5].",London,889,unknown,,,FALSE,"some other imould give ife or discover them in the persons; that they them a lutre, and embellih them as far as they sre r exan resemblance to what history , or ac capable: either by hiding the defeods that are !e, have delivered ofthofe perfuns, to nlom in each,"
0191600701_000016,"Select beauties of ancient English poetry. With remarks by Henry Headley, A.B.",Henry Headley,24,0,2,0,0,0,0,1,1,1,0,1,2,1,1,0,1,0,0,1,1,0,1,0,1,0,4,0,1,1,0,0,0,0,3,1787,1,2,"London : printed for T. Cadell, In The Strand, MDCCLXXXVII. [1787].",London,190,male,1765,1788,FALSE,"agree with the very liberal opinions of Dr. Aikin *, in whom our Poet has deservedly found a warm admirer, and a moult intelligent critic, and one who has been the first to contribute to the revival of his memory. Butler, wvho was a friend of Davenant's, has, with his"
0916500106_000071,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements. Published by Mr. Warburton. With occasional notes.",Alexander Pope,36,4,0,0,0,1,0,2,1,1,1,0,0,1,1,0,0,4,2,0,6,0,0,0,0,0,6,2,1,0,0,0,2,1,0,1751,6,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLI. [1751].",London,346,male,1688,1744,TRUE,"a glass, refleted from Homer, more lhining than fierce, but everywhere equal and constant: In Lucan and Statius, it burfis out in sudden, short, and interrupted fillies: In Milton it glows like a furnace kept up to an uncommon ardour by the force of art: In Shakespeare, it itrikes before"
0548200102_000076,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,24,1,0,2,0,0,0,1,1,0,1,0,1,1,1,0,1,2,0,0,2,0,0,2,1,1,1,1,0,1,0,1,0,2,0,1786,2,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,587,male,1741,1793,FALSE,"little interruption, till the acceffon of Henry VII Dur. ing that long period of anarchy, genius went to de. cay; and the animosities of faion had rendered the manners of the people almof altogether savage The feverry of Henry's temper and government was little calculated to promote either letters or"
1734500102_000088,Elements of criticism. The seventh edition. With the author's las corrections and additions.,"Henry Home, Lord Kames",45,1,1,0,4,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,2,1,2,9,1,0,6,0,0,0,0,0,9,1,0,1788,2,2,"Edinburgh : printed for John Bell and William Creech; and for T. Cadell, G.G.J. and J. Robinson, London, M,DCC,LXXXVIII. [1788].",Edinburgh,573,male,1696,1782,TRUE,"ad 3 Double Dealer, the loth, iith, 12th, i3th, and i4th scenes, adt I. Love for Love, are of the same kind. Neither is The way, of the World entirely guiltless of such scenes. It will be no ju Itification, that they help to display charaaters: it were better, like"
0137200113_000092,Posthumous works of Frederic II. King of Prussia. ...,Frederick II of Prussia,32,0,0,1,0,0,0,2,3,0,1,0,7,1,0,0,0,3,1,1,1,0,0,0,0,3,2,1,1,1,2,0,0,0,1,1789,13,13,"[London : printed for G.G.J. and J. Robinson, 1789].",London,516,male,1712,1786,TRUE,"of Navarre, become the governor of Peronne. The means by which he recollects his children are not very evident. To induce his daughter to be a christian, he informs her (he is on the hill where Abraham sacrificed, or would have sacrificed, his son Isaac; he makes her promise to"
1283200100_000006,"Paradise lost. A poem, in twelve books. The author John Milton. With a critic upon the poem, by Mr Addison; and, a preface, in which are inserted characters of the several poems wrote by Milton.",John Milton,47,8,0,0,0,0,0,5,0,1,2,1,0,0,1,0,0,2,0,0,4,0,0,0,0,2,13,0,1,1,0,0,5,1,0,1755,1,1,"Edinburgh : printed by Sands, Murray, and Cochran. for A. Kincaid and A. Donaldson, MDCCLV. [1755].",Edinburgh,453,male,1608,1674,TRUE,"poetry; and as for those who. allege it is not an heroic poem , they advance no. more to the diminution of it, than if they should ay,. Adam is not _ aeneas, nor Eve Helen. I shall therefore examine it by the rules of epic poetry, and fee.whether it"
0814100100_000003,"The travels of Cyrus. To which is annexed, A discourse upon the theology and mythology of the pagans. By the Chevalier Ramsay.",Andrew Michael Ramsay,31,2,1,1,0,0,0,2,1,1,5,1,2,2,0,0,0,2,0,0,3,0,0,0,1,0,2,0,0,0,0,1,3,1,0,1752,1,1,"London : printed by James Bettenham: and sold by C. Hitch and L. Hawes, at the Red Lion in Pater-Noster-Row, M.DCC.LII. [1752].",London,387,male,1686,1743,TRUE,"of it: As soon as he attains to a riper age, Caflandana dies and the hero begirs his travels. Thus history simply relates fats as they happen, without cndeavouring after the intrigues, fpcechcs and surprising adventures of romance. A 6 III III Some objec that the travels of Cyrus are"
1664100301_000003,"The adventures of Telemachus, the son of Ulysses. By M. Fenelon, archbishop of Cambray.",François Fénelon,47,3,0,2,0,0,3,8,0,1,8,0,0,0,1,0,0,1,2,1,3,0,1,3,0,0,6,3,0,0,0,0,0,1,0,1767,1,2,"Cork : Printed for the proprietors, and sold by the booksellers of Great-Britain, and Ireland, M.DCC.LXVII. [1767].",Cork,223,male,1651,1715,TRUE,"pomlble to hris hero , and i atsmates that man can do nothing without she aitf ` tance of divine wifdom.l This is not all his art : the Fablime consists in. the concealing the Goddess under an human form. not only the probable , but the natural al', is"
0394400104_000051,"The works of Henry Fielding, Esq; with the life of the author. In eight volumes. ...",Henry Fielding,35,1,1,3,0,1,0,6,0,0,0,0,0,0,1,1,0,2,0,0,3,0,0,1,0,0,4,0,3,3,1,2,0,1,1,1762,4,8,"London : printed for A. Millar, in the Strand, M.DCC.LXII. [1762].",London,549,male,1707,1754,TRUE,"the present di(covery. C H A P. XIV Containing several curious night adventures, in which Mr. Adams fell into many bair.breadtb escapes, partly owing to his goodness, and partly to his inadvertency. C H A P. XV The arrival of gafar and gammar Andrews, with another person, not much experted;"
0381300103_000028,"The Odyssey of Homer. Translated from the Greek, by Alexander Pope, Esq. ...",Alexander Pope,29,4,0,1,0,1,2,3,0,2,3,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,4,0,1,0,0,0,1,0,1,1753,3,4,"Glasgow : printed by R. Urie, and sold by Daniel Baxter, 1753.",Glasgow,276,male,1688,1744,TRUE,"ofany action at all of Telemachus during his whole stay with Menelaus, and that he lies there idly, without making his voyage contribute anything to the restitution of Ulvf fes; but from the former observation it is evident, that his silence in the poet proceeds from judgement; nothing In seep"
0183900303_000026,The adventurer. ...,John Hawkesworth,39,1,0,1,1,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,6,0,1,1,0,5,5,5,3,1,0,0,0,0,0,1754,3,4,"London : printed by Charles Green Say, for J. Payne, at Pope's head, in Pater-Noster Row, M.DCC.LIV. [1754].",London,302,male,1715,1773,FALSE,"his whole strength and spirit in the solution of his plot ; which is the principal part of the fable, and requires the utmost diligence alnd care. F the three only perse EPOPEES, which in the compass of so many ages human wit has been able to produce, the conduct"
0321800700_000006,"The poems of Ossian, the son of Fingal. Translated by James Macpherson, Esq;",James Macpherson,49,2,6,0,6,0,0,0,3,1,2,0,2,0,0,5,0,3,0,1,0,0,0,0,0,0,9,2,1,1,0,0,0,1,4,1792,1,1,"Edinburgh : printed for J. Robertson, No. 39, South Bridge-Street, MDCCXCII. [1792].",Edinburgh,447,male,1736,1796,TRUE,"repeated to the whole clan on solemn occasions, and always, alluded to in the new compositions of the bards.  This custom came down near to our own times; and after the bards were discontinued, a great number in aclan retained by memory, or committed to writing, their compositions ,"
0103300501_000014,"Paradise lost, by John Milton; with notes, selected from Newton and others, to which is prefixed, the life of the author. With a critical dissertation, on the poetical works of Milton, and Observations on his Language and Versification. by Samuel Johnson, L.L.D.",John Milton,42,3,0,5,1,0,1,4,1,1,0,0,1,4,1,3,0,1,0,0,4,1,0,1,0,0,7,0,1,0,0,0,0,2,0,1796,1,2,"London : printed for J. Parsons, 21, Paternoster Row, 1796.",London,326,male,1608,1674,TRUE,"the Italian language , has never succeeded in ours; which, having greater variety of termination, requires the rhymes to be often changed. Those little pieces may be dispatched without much anxiety; a greater work calls for greater care. I am now to examine Paradise Lost: a Poem which, considered with"
1128700101_000027,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,32,0,0,1,1,1,0,1,2,0,0,0,1,3,0,1,0,3,0,1,2,0,0,1,0,0,2,0,1,2,2,5,0,2,0,1783,1,3,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, Walker, Exshaw, White, Beatty, Burton, Byrne, Parker, and Cash, M,DCC,LXXXIII. [1783].",Dublin,435,male,1718,1800,TRUE,"the work seems always to have some Beauty; but when there is a total want of propriety, it never fails of appearing deformed. Our sense of fitness and design, therefore, is so powerful, and holds so high a rank among our perceptions, as to regulate, in a great measure, our"
0779900600_000066,"The lusiad; or, the discovery of India. An epic poem. Translated from the original Portuguese of Luis de Camoëns. By William Julius Mickle.","Cam~oes, Luís de",35,0,1,1,0,1,1,1,0,6,1,0,2,0,0,1,7,2,0,0,0,0,3,2,0,0,4,0,0,0,1,0,0,0,1,1776,1,1,"Oxford : printed by Jackson and Lister; and sold by Cadell, in the Strand; Dilly, in the Poultry; Bew, Pater-Noster-Row; Flexney, Holborn; Evans, near York-Buildings; Richardson and Urquhart, under the Royal-Exchange; and Goodsman, near Charing-Cross, London, M,DCC,LXXVI. [1776].",Oxford,657,male,1524,1580,FALSE,"what was agreeable to the popular belief, which esteemed the Pagan gods real demons, and no more than what poetry allows when a storm is ascribed to Neptune: In a word, it is not the illusions which Tasso ascribes to his magic, or Camoens to Bacchus; it is the unallegorical"
1291300102_000092,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,31,1,0,3,4,0,1,1,2,1,2,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,4,0,3,0,1,0,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,TRUE,"the gentle gentle pleasurable feelings, Hence, the ode may either aspire to the former character of the sublime and noble, or it may descend to the latter of the pleasant and the gay; and between these, there is, alib, a middle region, of the mild and temperate emotions, which the"
0137000300_000083,"Observations on the Greek and Roman classics. In a series of letters to a young nobleman. Now published for the use of gentlemen at the university, and those who may have Occasion to speak in Public. To which are added, Remarks on the Italian language and writers. In a letter from M. Joseph Baretti to an English Gentleman at Turin, written in the Year 1751.",Giuseppe Marc'Antonio Baretti,39,0,1,1,0,0,0,6,2,0,0,0,1,1,1,3,0,0,0,0,2,0,0,1,0,0,6,1,3,0,1,4,0,0,5,1753,1,1,"London : printed for Dan. Browne, without Temple-Bar; J. Whiston and B. White, in Fleet-Street; S. Baker, in Russel-Street, Covent-Garden; and Lockyer Davis, in Fleet-Street, MDCCLIII. [1753].",London,304,male,1719,1789,FALSE,"that it would be in vain to search for them,. or to hope to purchase them for money. SOME good judges, both italians and Foreigners, have liked several of our Pastoral Tragicomedies, such as Tasso's Aminta, Guarini's. Paator Fido, and the Phillis de Sciro by Buona re/li; to which may"
1707200103_000039,Elements of criticism.,"Henry Home, Lord Kames",34,2,0,0,0,0,0,1,0,0,1,0,1,1,4,0,0,0,1,1,2,0,1,0,8,1,0,0,5,0,0,0,4,1,0,1795,3,3,"Basil : printed and sold by J.J. Tourneisen, M DCC VC. [1795].",Basel,322,male,1696,1782,TRUE,"our progress's from the beginning to the end. But this fubjeca merits a more particular discussion. When we confider the chain of causes and e f~fes in the material wyorld, independent of purpose, design, or thoughit, we findi~ a number of incidents in succession, without beginning, middle, or end: everything"
0909700400_000056,"Essays: on poetry and music, AS They Affect The Mind; on laughter, And Ludicrous Composition; on the utility of classical learning. By James Beattie, LL. D. Professor Of Moral Philosophy And Logic In The Marischal College And University Of Aberdeen.",James Beattie,40,0,0,6,3,2,0,4,1,0,1,1,0,1,0,2,0,1,0,0,7,0,0,1,0,0,3,0,0,0,4,3,0,0,0,1778,1,1,"Edinburgh : printed for Edward and Charles Dilly, in London; and William Creech, Edinburgh, M.DCC.LXXVIII. [1778].",Edinburgh,558,male,1735,1803,FALSE,"and to the occafionn upon which they are spoken, but muff alfb p; ar take of the supposed digniity of the poet'. charaóer. And if so, they must be le;; to the general pitch of the composition ; ec: though they be said to have been utterecd!, persons fromn whom,"
0197600102_000219,"A new and complete dictionary of arts and sciences; comprehending all the branches of useful knowledge, with Accurate Descriptions as well of the various Machines, Instruments, Tools, Figures, and Schemes necessary for illustrating them, as of The Classes, Kinds, Preparations, and Uses of Natural Productions, whether Animals, Vegetables, Minerals, Fossils, or Fluids; Together with The Kingdoms, Provinces, Cities, Towns, and other remarkable Places throughout the World. Illustrated with above three hundred copper-plates, engraved by Mr. Jefferys, Geographer to His Majesty. The whole extracted from the best authors in all languages. By a society of gentlemen.",Society of Gentlemen,41,3,3,1,0,2,0,8,0,1,0,3,0,0,1,0,1,2,0,0,2,0,0,0,0,0,6,0,3,0,0,0,0,5,0,1763,2,4,"London : printed for W. Owen, at Homer's Head, in Fleet-Street, MDCCLXIII. [1763].",London,1118,unknown,,,FALSE,"every day in the year. It is from the tables contained in there ephemerides, that eclipfev, and all the variety ofafpels of the planets, are found. See the articles eclipse, CONIUNC TION, OPPOSITION, C. EPHESUS, an ancient city of Ionia in the ler Aria, situated, east long. .7° 40', north"
0499600104_000031,The spectator. ...,,52,2,0,7,1,0,1,2,0,2,2,3,0,0,1,0,0,4,0,0,5,0,0,3,0,0,10,1,2,0,0,0,0,6,0,1733,4,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Catharine-Street in the Strand, 1733.",London,300,unknown,,,FALSE,"of Lovers, the Expeeda 5 tion of Parents, and the Benevolence of Kindred. I doubt not but I Thall be, SI R, 2yor io? obliged blumtble Servant, CLEAN THESE S I, S .IR, ill's cdffee houfe, Jan. 1o. T HE other Day entering a Room adorned with the & Fair"
1220200700_000001,The old English baron: a Gothic story. By Clara Reeve.,Clara Reeve,30,0,4,1,1,0,0,2,0,0,0,0,1,1,0,0,1,4,1,1,2,0,0,0,2,0,1,2,4,1,0,0,1,0,0,1778,1,1,"Dublin : printed by John Exshaw, No. 86, Dame-Street, MDCCLXXVIII. [1778].",Dublin,246,female,1729,1807,TRUE,"t . tr~. A K ~ V; 4$~~~~~~~~, AC sb~ THE OLD ENGLISH BARON: A G OTHIC STORY. By CLARA REEVE. THE THIRD EDITION. D U B L I N: Ptinted by JOHN EXSHAW, No. 86, damne frect. MDCCLXXVX II PR ES A C E. A S this Story is"
0391900200_000009,"An essay upon the civil wars of France, extracted from curious manuscripts. And also upon the epick poetry of the European nations from Homer down to Milton. By Mr. de Voltaire.",Voltaire,39,3,0,0,0,0,0,8,0,0,2,0,0,1,0,1,1,0,0,1,8,2,0,2,0,0,4,0,0,0,1,0,2,1,2,1727,1,1,"London : printed by Samuel Jallasson, in Prujean's Court Old Baily, and sold by the booksellers of London and Westminster, MDCCXXVII. [1727].",London,134,male,1694,1778,TRUE,"Paris under the Name of the General States of the Kingdom to proceed to the eleetion of a new King. Spain influenced powerfully those States. Maycnne had a strong Party, who would have placed the Crown on his Head. At last Henry tired with the cruel Necessity . of waging"
0429701300_000056,"Critical observations on the writings of the most celebrated original geniuses in poetry. Being a sequel to the Essay on original genius. By W. Duff, A.M.","Duff, William",38,3,0,6,0,3,0,1,2,0,4,0,1,2,4,0,0,2,0,3,3,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1770,1,1,"London : printed for T. Becket, and P. A. de Hondt, In The Strand, MDCCLXX. [1770].",London,373,male,1732,1815,FALSE,"description both of the nature and offices of those demons is highly picturesque. In the fourteenth book the recall of Rinaldo is very properly effeced by the earnest entreaties of his relations, concur ing with a supernatural intimation, which Godfrey had received in a dream to this X purpose. ["
1128700103_000054,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,50,3,0,4,4,1,0,12,0,0,0,3,1,1,0,0,0,0,0,0,5,0,1,0,0,0,10,0,1,4,0,0,0,0,0,1783,3,3,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, Walker, Exshaw, White, Beatty, Burton, Byrne, Parker, and Cash, M,DCC,LXXXIII. [1783].",Dublin,426,male,1718,1800,TRUE,"_. is certainly fuggeited by the Iliad; and there is another which arises as naturally , and may just as well be assigned for the moral of that Poem ; namely, that Providence avenges those who have suffered injustice; but that when they allow their resentment to carry them too"
0744801800_000001,The old English baron: a Gothic story. By Clara Reeve.,Clara Reeve,30,0,4,1,1,0,0,2,0,0,0,0,1,1,0,0,1,4,1,1,2,0,0,0,2,0,1,2,4,1,0,0,1,0,0,1778,1,1,"London : printed for Edward and Charles Dilly In The Poultry, MDCCLXXVIII. [1778].",London,240,female,1729,1807,TRUE,"* ; .i. - / -10 2 7.1 JPAYNE THE OLD ENGLISH BARON: A GOTHIC STORY. BY CLARA REEVE. THE SECOND EDITION. LONDON: PRINTED FOR EDWARD AND CHARLES DILLY IN THE POULTRY. MDCCLXXVIII. PREFACE. S this Story is of a species which, those not new, is out of the common"
1087400500_000006,"Theatrum poetarum Anglicanorum. Containing the names and characters of all the English poets, from the reign of Henry III. to the close of the reign of Queen Elizabeth. By Edward Phillips, The Nephew of Milton. First published in 1675, and now enlarged by additions to every article from subsequent biographers and critics.",Edward Phillips,37,1,2,0,1,1,1,1,0,0,2,8,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,1,1,0,0,2,1800,1,1,"Canterbury : printed by Simmons and Kirkby, for J. White, Fleet-Street, London, 1800.",Canterbury,422,male,1630,1696,FALSE,"manner of fubjets and various occasions, The lyric confilts of songs or airs of love, or other the moult soft and delightful subjet in verse , most apt for musical corn( () composition , such as the Italian sonnet; but most especially canzon and madrigal before mentioned, and the English"
0937200403_000094,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,41,0,5,7,1,1,2,1,1,0,0,0,3,2,0,3,2,0,0,0,3,0,0,0,0,0,2,0,0,0,4,4,0,0,0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"The beauties of composition not dependent on tropes and figures, II 2 Si gures mutl always rise naturally from the subjet, ibid; Are not to be profusely used, 4 The talent of using derived from nature , and not to be created, 6 if improperly introduced, are a deformity, ibid."
0587800103_000023,"The critical and miscellaneous prose works of John Dryden, now first collected: with notes and illustrations; an account of the Life and writings of the author, grounded on original and authentick documents; and a collection of his letters, the greater part of which has never before been published. By Edmond Malone, Esq. ... . Part I.",Edmond Malone,29,3,0,1,1,0,0,1,1,0,2,4,0,1,0,0,0,1,0,1,2,0,0,1,1,0,4,0,0,0,1,0,2,0,2,1800,4,4,"London : printed by H. Baldwin and Son, New Bridge-Street, for T. Cadell, Jun. and W. Davies, in the Strand, M,DCCC. [1800].",London,657,male,1741,1812,FALSE,"inferior to the medal of an Augustus Caesar. Let this be said without entering into the interests of factions and parties, and relating only to the bounty of that king to men of learning and merit : a praise so just, that even we who are his enemies, cannot refuse"
0247200100_000069,"Literary hours or sketches critical and narrative, by Nathan Drake, M. D.",Nathan Drake,31,0,1,3,2,0,1,1,1,0,0,0,0,0,0,4,0,1,0,0,1,1,1,3,0,0,2,0,1,0,4,1,0,1,2,1798,1,1,"Sudbury : printed by J. Burkitt. Sold by T. Cadell, junior, and W. Davies, Strand, London. 1798. Entered at Stationers' Hall, [1798].",Sudbury,532,male,1766,1836,FALSE,"different kind, occurs in the character of Satan, who, notwithstanding his acute distress and torture, finds leisure for reference to the fables of pagan antiquity, and draws a comparison between himself and some, of their most romantic personages . All! who will iift me from this iron bed, On which"
0419701100_000002,"Poems on various subjects; with some essays in prose, letters to correspondents, &c. And a treatise on health. Dedicated to Charles Boyle, Lord Viscount Dungarvan. By Samuel Bowden, M. D. Of Frome, Somersetsh. Agrestem tenui metitabor arundine Musam.",Samuel Bowden,34,2,3,1,2,0,3,0,1,1,2,2,2,3,0,1,0,1,0,0,2,0,0,0,0,0,1,0,3,0,0,2,0,0,2,1754,1,1,"Bath : printed by T. Boddely, for the author: and sold by Mr. Leake and Mr. Frederick, Booksellers, in Bath; Messrs. Cadell, Hickey, and Palmer, Booksellers, in Bristol; Mr. Raikes, at Gloucester; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; and by Messrs. Hitch and Hawes, in Pater-Noster-Row, London, MDCCLIV. [1754].",Bath,426,male,1733,1761,FALSE,"of wit and learning. sis this must animate the native same, And make it shoot, and ripen into fame. But all the pains, and skill of manure, and diligence of culture, are thrown away on a had feil, and unpropitious climate. As a great many people wondered that these poems"
0225900603_000039,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,36,0,2,1,4,2,1,0,3,1,1,0,1,2,0,3,0,1,0,1,0,0,0,0,1,0,2,0,0,1,1,7,0,1,0,1788,3,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,408,male,1718,1800,TRUE,"They prolong their periods to such a degree, they wander through so many different measures, and employ such a variety of *"" La plupart de ceux qui parlent de l'enthoufiafme "" de Ode, en parlent comme sils etaient eux memes "" dans le trouble qu'ils vetlent ddfinir. Ce northeast font"
