PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(bridg),termFreq(cafe),termFreq(caus),termFreq(cent),termFreq(church),termFreq(citi),termFreq(citizen),termFreq(colleg),termFreq(common),termFreq(contain),termFreq(counti),termFreq(court),termFreq(crown),termFreq(earl),termFreq(england),termFreq(equal),termFreq(exchang),termFreq(follow),termFreq(ftreet),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(lane),termFreq(late),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(london),termFreq(market),termFreq(mayor),termFreq(merchant),termFreq(mile),termFreq(monei),termFreq(number),termFreq(offic),termFreq(order),termFreq(oxford),termFreq(parliament),termFreq(person),termFreq(port),termFreq(pound),termFreq(price),termFreq(print),termFreq(receiv),termFreq(return),termFreq(royal),termFreq(sea),termFreq(set),termFreq(sever),termFreq(societi),termFreq(taken),termFreq(town),termFreq(ward),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1266100100_000114,"Magnæ Britanniæ notitia: or, the present state of Great Britain; With divers remarks upon The Antient State thereof. By John Chamberlayne, Esq; and more correct and larger Additions in the List of the Officers, &c. than in any former Impression; together with the Prince's Houshold, never before printed. With His Majesty's Royal Privilege.",John Chamberlayne,66,1,0,0,0,1,0,2,1,0,7,1,2,1,3,0,0,1,1,0,1,0,0,0,1,4,11,0,1,0,2,1,2,0,2,0,0,1,1,1,2,4,0,0,0,1,0,0,0,0,0,0,2,0,1,2,2,1,0,1,1,1723,1,1,"London : printed for B. and S. Tooke, Daniel Midwinter, Jacob Tonson, E. Valentine, and T. Wotton, MDCCXXIII. [1723].",London,783,male,1666,1723,FALSE,"in) the King's Pleasure; and to the People the King's Goodness, in providing the Bench with such able honest Men, as that Justice may be done expeditely, and impartially to all his Subjets; and causes the said Letters Patent to be read; and being departed, the Chief Justice places the"
1472500400_000034,"A view of the British Constitution. And, of the manners and customs of the people of England. By M. Archenholtz. An officer in the Prussian service[.]",Johann Wilhelm von Archenholz,55,0,1,0,0,0,0,0,4,3,0,1,1,1,2,0,0,0,0,1,1,0,2,0,1,4,2,0,0,0,1,2,0,1,5,0,4,1,1,0,1,4,1,1,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1794,1,1,"Edinburgh : [s.n.], M,DCC,XCIV. [1794].",Edinburgh,364,male,1741,1812,FALSE,"which more business is rran facted than in the exchange itself. It is can veniently situated, being within a few steps of the pofl office , of the insurance office , of the Mansion house , of the India house , of Guildhall, of the Bank c. Although the Bank"
0634500101_000068,"A new and accurate history and survey of London, Westminster, Southwark, and places adjacent; containing whatever is most worthy of notice in their ancient and present state: In which are Described. Their Civil, Ecclesiastical, and Military Government, Original Constitution, Antiquities, Manufactories, Trade, Commerce, and Navigation; And The several Wards, Liberties, Precincts, Districts, Parishes, Churches, Religious and Charitable Foundations, and other Public Edifices: Particularly The Curiosities of the Tower of London, St. Paul's Cathedral, Westminster Abbey, the Royal Exchange, Sir Hans Sloan's Museum, &c. and whatever is remarkable for Elegance, Grandeur, Use, Entertainment or Curiosity. With The Charters, Laws, Customs, Rights, Liberties and Privileges, Of This Great Metropolis. Illustrated With A Variety of Heads, Views, Plans, and Maps, neatly Engraved. ... . By the Rev. John Entick, M.A.",John Entick,67,0,0,0,0,0,0,0,10,1,0,1,2,0,0,0,2,2,0,0,1,0,0,4,1,0,6,0,1,0,0,0,1,7,2,1,5,3,0,0,0,0,2,0,4,1,1,0,4,0,0,0,2,1,0,0,0,0,2,0,0,1766,1,4,"London : printed for Edward and Charles Dilly, in the Poultry, near the Mansion-House, MDCCLXVI. [1766].",London,514,male,1703,1773,FALSE,"of his royal . consort, not to punifll the. builder in an exemplary manner. In the same year, the adulteration of wines, Proclima and the mal praftices of the wine merchants and, , t"",. tavern keepers, having endangered the bodily ing ilrs health and lives of the citizens his majeity"
0415100100_000108,"Votes of the House of Commons, in the Second Session of the fourth Parliament of Ireland, in the reign of his present Majesty. Appointed to meet at Dublin, the 20th of January, 1785. In the Twenty-Fifth Year of our Sovereign Lord, George the Third, By the Grace of God, of Great Britain, France, and Ireland, Defender of the Faith, &c. Annoque Domini, 1785.",Ireland. Parliament. House of Commons,85,5,0,0,0,0,0,0,3,2,0,3,1,5,0,1,0,1,0,0,1,0,0,1,0,18,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0,2,14,0,3,2,4,1,0,1,0,4,1,1,0,3,0,0,1,0,1,1785,1,1,"Dublin : printed by Isaac Jackman, Printer to the Honorable House of Commons. M,DCC,LXXXV. The Votes to be had at the Vote Office, in the Parliament House, and at the Printing Office, in Shaw's-Court, Dame-Street, [1785].",Dublin,750,unknown,,,FALSE,"Luttrcll and the Right Hon. Mr. Ogle do prepare and bring in the same. A petition of the Lord Mayor , Sheriffs, Commons and Citizens of. the City of Dublin, in common council assembled, praying to be heard by their counsel 6 G against[ [ ] against the bill for"
0288800402_000010,"An entire and complete history, political and personal, of the boroughs of Great Britain; together with the Cinque Ports. The second edition, corrected and improved. In two volumes. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",65,0,1,0,0,0,0,0,13,1,0,7,0,1,1,0,1,2,0,1,0,0,0,0,1,3,0,1,0,0,1,1,0,1,1,2,7,1,0,0,6,1,0,1,1,3,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,1794,2,2,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street, M.DCC.XCIV. [1794].",London,488,male,1755,1822,FALSE,"of Somerset with three cities , it was placed there before Bath and Wells, as the first of the three. In the 47th of Edward III it was dissevered from Gloucester and Somerset, and made a county of itself. This city city is certainly the second in England , with"
1184700134_000166,"Journals of the House of Lords, beginning anno decimo quarto Georgii Tertii, 1774. Vol. XXXIV.",Great Britain. Parliament. House of Lords,65,0,0,1,1,3,0,0,3,0,2,5,0,4,2,0,2,0,0,1,0,0,0,0,1,4,1,3,4,4,1,1,0,2,0,0,0,1,0,0,0,1,10,1,0,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1800,34,34,"[London : s.n., 1800?].",London,762,unknown,,,FALSE,"in the City "" and District of Montreal. ""9. Copy of Warrant appointing David Lynd Esc"" choir, Clerk of the Common Pleas in the City and ""' Diftric of .!Eebec. ""1o. Printed Ordinances made for the Province "" of Quebec by the Governor and Council of the said "" Province"
1201700200_000292,"The fourth part of the institutes of the laws of England. Concerning the jurisdiction of courts. Authore Edwardo Coke, Milite, J. C. Haec ego grandaevus posui tibi, candide lector.",Edward Coke,106,0,0,1,0,1,0,0,7,1,1,1,0,2,35,0,0,1,0,0,0,1,1,1,1,0,3,0,2,0,0,3,0,3,23,0,6,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,1797,1,1,"London : printed for E. and R. Brooke, Bell-Yard, near Temple Bar, M.DCC.XCVII. [1797].",London,475,male,1552,1634,FALSE,"of the Lector View of Frank Pledge. This is a court of record, derived and taken out of the touri,. 26i, 263 Held before the tlewa.d le is judge. ib. T'lle signification of the word Leet. ib. The jurisdiction of the Leet. 261, : if; 265, 273 The steward may"
0084500200_000118,"The modern universal British traveller; or, a new, complete, and accurate tour through England, Wales, Scotland, and the neighbouring islands. Comprising all that is worthy of observation in Great Britain. ... The articles respecting England, by Charles Burlington, ... t Wales, by David Llewellyn Rees, ... of Scotland, by Alexander Murray, ...","Murray, Alexander, M.A.",68,0,0,0,0,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,2,0,4,4,0,1,0,1,0,0,0,4,5,1,0,3,2,1,1,1,2,2,0,0,4,0,0,1,1,0,4,1,3,0,1,8,0,0,1779,1,1,"London : printed for J. Cooke, 1779.",London,965,unknown,,,FALSE,"Henry VIII cardinal Wolsey obtained a grant of it for the use of Chritr church college , Oxford . The remaining part of this priory has been lately repaired, and is at present the seat of a private gentleman. ORFORD, so called from its fituatian on the river Ore, is"
0635200501_000261,"A new and compleat survey of London. In ten parts. I. All the Publick Transactions and Memorable Events, that have happened to the Citizens, from its Foundation, to the Year 1742. II. A particular Description of the Thirteen Wards on the East of Walbrook. III. Of the Twelve Wards on the West of Walbrook. IV. A Political Account of London; Parallels between this and the most celebrated Cities of Antiquity, as well as the Modern Great Cities of Europe, Asia and Africa. V. An historical Account of the City Governments, Ecclesiastical, Civil and Military. VI. A full Account of the great and extensive Commerce of the City; and of the several Incorporations of the Arts and Mysteries of the Citizens. Vii. Of the present State of Learning in this City. Viii. History and Antiquities of Westminster; its Government, Ecclesiastical and Civil. IX. Of the several Parishes and Liberties in the County of Middlesex, within the Bill of Mortality. X. Of the Borough of Southwark, and Places contiguous in the County of Surry. In two volumes. ... . By a citizen, and native of London.","Citizen, and native of London",66,0,1,2,0,2,0,1,8,4,0,3,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,1,6,0,1,1,1,3,1,8,0,0,0,1,1,2,0,5,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1742,1,2,"London : printed for S. Lyne, at the Globe in Newgate-Street; and J. Ilive, in Aldersgate-Street, MDCCXLII. [1742].",London,668,unknown,,,FALSE,"Patents specified and contained ; although' express Mention be not in these Presents made of the truevalue or Certainty of the Premises, or of their Gifts or Grants by Us to the said Mayor , Commonalty and Citizens of the said City before this Time made, or any Statute, A,"
0115000102_000841,"Universal geography formed into a new and entire system; describing Asia, Africa, Europe, and America; with their Subdivisions of Empires, Kingdoms, States, and Republics: The Extent, Boundaries, and remarkable Appearances of each Country; Cities, Towns, and Curiosities of Nature and Art. also giving a general account of the Fossil and Vegetable Productions of the Earth, and of every Species of Animal: the history of man, in all Climates, Regions, and Conditions; Customs, Manners, Laws, Governments, and Religions: the state of arts, sciences, commerce, Manufactures, and Knowledge. Sketches of the Ancient and Modern History of each Nation and People, To which is added, a short view of astronomy, as Connected with Geography, of the Planetary System to which the Earth belongs; and of the Universe in General. by John Payne. With a Set of Maps, drawn from the best Materials, every one of which is very Neatly Coloured; And a great Variety of Copper-Plates. ...","Payne, John",63,0,1,1,0,0,0,0,0,0,14,0,2,0,0,1,1,0,0,0,0,0,0,1,10,3,1,3,0,0,1,0,0,0,3,1,1,2,3,0,1,0,1,1,1,0,0,0,1,1,2,0,0,0,1,1,0,2,2,0,0,1791,2,2,"London : printed for the author, and sold by J. Johnson, No 72, St. Paul's Church Yard, and C. Stalker, Stationer's Court, Ludgate Street, MDCCXCI. [1791].",London,864,unknown,,,FALSE,"splendid. The great quadrangle has a wide and handsome terrace round it, and a fountain in the middle. Peckwater quadrangle is finely built, and there are also two other squares. The cathedral is lofty, the hall and library are high and spacious, and the latter contains a noble colleetion of"
0116500103_000032,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,54,2,0,3,0,0,0,4,5,0,0,0,1,4,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,4,0,3,2,1,0,1,1,1,0,1,0,1,6,0,0,0,0,0,1,0,1,0,0,2,1,0,1768,3,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,489,male,1721,1771,TRUE,"produce forty or fifty bushels of wheat, and there have been inrfances of some producing sixty of barley. As there is very fine pasture both for sheep and black cattle, it abounds in both, which are as large as, and their flesh of a finer grain, than those of Lincolnshire."
0138400700_000028,"The history of Limerick, ecclesiastical, civil and military, from the earliest records, to the year 1787, illustrated by fifteen engravings. To which are added The charter of Limerick. And An essay on Castle Connell spa, on water in general and cold bathing, by J. Ferrar, Citizen of Limerick.","Ferrar, John           1743",67,0,0,6,0,2,0,1,6,2,0,3,0,0,1,0,0,1,0,0,1,0,2,0,0,6,2,0,0,2,2,1,0,3,0,1,7,0,0,2,1,2,0,0,4,0,1,1,0,0,0,1,0,0,0,3,0,0,2,0,1,1787,1,1,"Limerick : A. Watson, & Co., M,DCC,LXXXVII. [1787].",Limerick,499,unknown,,,FALSE,"reside in the city , except they were registered; but this a was repealed in 1 7 24 The party disputes of what were called Whigs and Tories, reached Limerick in the year 1715, and there were violent contefis in electing and swearing the chief magifirate; in consequence of which"
0588600100_000566,"A new and compleat history and survey of the cities of London and Westminster, the Borough of Southwark, and Parts adjacent; from the earliest accounts, to the begining of the year 1770. Containing I. An Account of the original Foundation, and modern State of those Places. II. Their Laws, Charters, Customs, Privileges, Immunities, Government, Trade and Navigation. III. A Description of the several Wards, Parishes, Liberties, Precincts, Churches, Palaces, Noblemen's Houses, Hospitals, and other public Buildings. IV. An Account of the Curiosities of the Tower of London, the Royal Exchange, St. Paul's Cathedral, the British Museum, Westminster-Abbey, &c. V. A general History of the memorable Actions of the Citizens, and the Revolutions that have happened, from the Invasion of Julius Caesar to the present Time. By a Society of gentlemen; revised, corrected, and improved, by Henry Chamberlain of Hatton-Garden, Esq;","Chamberlain, Henry",47,1,1,1,0,0,0,5,1,0,2,0,1,1,2,0,1,1,0,1,1,2,0,0,0,2,7,0,1,3,0,0,0,0,1,2,1,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1770,1,1,"London : printed for J. Cooke, at Shakespear's Head, No. 17, Pater-Noster-Row, [1770].",London,760,unknown,,,FALSE,"free market kept there. On the east fide of this lane , near Tower street, stands The CORN EXCHANGE This building which is very handsome, is adapted for transacting business in the corn and meal way. Next the itreet is an ascent of three ftcps to a range of eight"
1344001300_000167,"The Treble almanack for the year MDCCXCI. Containing I. Watson's Irish Almanack, II. Exshaw's English Court Registry, III. Wilson's Dublin Directory, with a new correct plan of the city. Forming the most complete lists published of the present civil, military and naval establishments of Great Britain and Ireland. Printed by authority.","Exshaw, John",60,0,0,6,0,0,0,6,5,1,5,0,0,0,2,1,3,0,0,0,0,0,0,2,1,0,1,5,0,0,0,0,0,1,0,2,3,1,1,1,0,2,1,0,2,1,0,0,0,0,0,1,2,0,0,0,2,1,0,0,1,1791,1,1,"Dublin : Sold by W. Wilson, No. 6, Dame street, [1791].",Dublin,425,male,1750,1827,FALSE,"Protelrants.· --, azo men, and I, 4o6 women, Papiltt. -- - Total, 8, z59· 7649 Crostbwell adiived in Dubilio, with 4, oco foot, and 4oo horse. 1650 Gity viticed by a plague. A. D. i65s dublin caftle theprifed, by a butnber of'generdi officers , inctined to the restoration of cha."
0988900101_000051,"The agreeable historian, or the compleat English traveller: giving a geographical description of every county in that part of Great-Britain, call'd England. Together with the antiquities of the same. With a Full and particular Account of all the Cities, Market Towns, Villages, Royal Palaces, and Gentlemen's Seats; of the Sea Ports and Fortifications, the Course of the Rivers and the Inland Navigation; of all the Fairs, and Market Days; and of the Trade, Commerce, and Product; with a map of every country [sic] prefix'd to each, from the best and latest Observations, after the designs of Herman Moll, and others. ... . Containing the following Counties, Bedfordshire, Berkshire, Buckinghamshire, Cambridgeshire, Cheshire, Cornwall, Cumberland, and the Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, and Essex. Compiled from Camden, Leland, Dugdale, Ogilby, Morgan, and other authors, by Samuel Simpson, gent.","Simpson, Samuel",82,0,2,0,0,0,0,5,0,0,0,0,3,2,2,2,3,1,0,0,0,0,1,1,0,4,6,0,1,0,0,1,0,1,3,8,5,0,5,0,2,2,2,0,6,1,0,0,0,0,0,4,0,0,0,1,0,0,8,0,0,1746,1,2,"London : printed by R. Walker, in Fleet Lane; and sold by the booksellers in town and country, 1746.",London,571,male,,,FALSE,"or, as it is vulgarly called, Lamnflon, is a Market , Mayor , and Borough Town ; the usual Place for public Business, for the Affiwes and County Gaol are usually kept, and the Elecions for Knights of the Shire made here. This Town is 175 Miles computed from London"
0500900106_000197,"A complete system of pleading: comprehending the most approved precedents and forms of practice; Chiefly Consisting of Such as have Never Before been Printed: With an index to the Principal Work, incorporating and making it a continuation of Townshend's and Cornwall's tables, to the Present Time; as well as an Index of Reference to all the Ancient and Modern Entries extant. By John Wentworth, Esq. of the Inner Temple, Barrister at Law. Vol. I. Containing Abatement. - Account. - Assumpsit.","Wentworth, John",119,0,0,6,0,1,0,0,39,5,0,0,0,1,5,0,0,1,0,0,0,3,0,0,1,0,4,5,0,1,1,0,0,0,15,0,8,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,11,0,1798,6,10,"London : printed for G.G. and J. Robinson, Paternoster-Row, [1797]-99.",London,605,male,1768,1816,FALSE,con answer thereto; yet for plea in this behalf defendant says he does flitution cf the not apprehend that the said lord the king will or ought further to corfosat: on of impeach or trouble the defendant by reason of the premises in the Londcn said information abovementioned and specified;
1040800130_000261,"The London magazine. Or, Gentleman's monthly intelligencer.",James Boswell,82,4,0,0,0,2,0,4,2,0,2,0,0,0,1,0,0,0,0,0,0,6,0,0,4,17,0,8,0,5,0,0,0,0,4,1,1,0,0,0,0,4,1,0,1,0,0,0,0,1,1,2,1,1,0,0,0,0,0,9,0,1747,1,1,"London [England] : printed for R[ichard]. Baldwin, jun. at the Rose in Pater-Noster-Row, [1747-1783].",London,757,male,1740,1795,TRUE,"court , into faing milk ftreet , to be pulled down, and Biihopfgate fereet. - In colcman ftreet the ground laid into the freet. in Ear' Ward . A passage, 50 feet wide, from riugdon Ward Within. The tin fiop! tokenhou!oe ard to London wall, In and the trunk maker"
0651700400_000038,"Rural elegance display'd, in the description of four western counties, Cornwall, Devonshire, Dorsetshire, and Somersetshire. With additional remarks.",,51,0,0,1,0,0,1,5,1,0,0,0,0,2,0,1,2,0,1,0,0,1,0,1,0,1,4,0,2,0,1,0,0,0,2,2,4,1,2,0,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,10,0,0,1768,1,1,"London : printed for Staples Steare, No. 93, Fleet-Street, MDCCLXVIII. [1768].",London,361,unknown,,,FALSE,"has a msiket C Thlrfdays but no fairs. RE M. CVIT. Tiverto, which is 136 computed, V 65 measured miles from London , was so mrly calld twyford's town , fron rw ords then over the Ex and the lci whee ac now sone bridges . RE M. CVII It"
1202700103_000405,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,75,0,0,2,2,1,0,1,11,0,0,9,0,0,2,0,0,0,0,4,0,0,0,0,5,1,3,3,0,6,0,0,0,2,3,1,6,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,4,0,1,1,0,2,0,1,0,1786,3,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,763,male,1723,1769,FALSE,"Estate of Sir .olbn Pitti, : an, for Satisfacction of a Debt by him due to the King's Majefiy. CAP. Anno vicefimo fecundo CAROLI IL. C A P. XI .An Additional A&E for the Rebuilding of the City of London , Uniting of Parishes, and Re. building of the Cathedral"
0478200100_000081,"The general history of Europe; and entertaining traveller. Comprising an historical and geographical account of all the empires, kingdoms, &c. in Europe, viz. Great-Britain, Ireland, Germany, Turkey, Russia, Sweden, France, Spain, Portugal, Poland, Bohemia, Prussia, Italy, Denmark, Hungary, Sardinia, Tuscany, Norway, Venice, United Provinces, Switzerland, Austria, Genoa, Geneva, Piedmont, Montserrat, Milan, Parma, Modena, and Tartary in Europe, From their first Establishment to the End of the present Year; Including a Circumstantial Relation of the Origin, Progress, and Present State of Every Kingdom; Together with their Religion, Laws, Manners, Arts, and Sciences: also the Particulars of the War Between Russia, Sweden, Germany, and the Porte; Displaying Likewise the Contest Between the French King and his Subjects; and the Late Disturbances in Holland. The Geographical Department is Illustrated with A Complete Set of Whole Sheet Maps of all the Kingdoms, on so Large a Scale as to Entitle them to the Appellation of the European Atlas. The Topography of every Country in Europe is ample and complete, giving not only an Account of Cities and Capital Towns, but also every Thing remarkable in Villages and inferior Places, their Ruins, Rivers, Lakes, Mountains, Curiosities, &c. By Percival Barlow, Esq. assisted by several gentlemen who have made the tour of Europe, and Furnished him with the Most Valuable and Authentic Informations to Enrich his Work.","Barlow, Percival",64,0,0,0,0,0,0,2,4,0,12,1,2,0,0,1,2,3,0,0,0,0,1,1,10,1,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,2,1,5,1,2,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1791,1,1,"London : printed by and for W. and J. Stratford, No. 112, Holborn-Hill, [1791?].",London,910,unknown,,,FALSE,"fity college , is situated on the fpor where Alfred erected colleges or halls . 2 Balliol was founded by sir John de Balliol, in 1263.-3. Merton was founded by Walter de Merton, bishop of Rochester, and high chancellor of England , in 1267.-4- Exeter was founded in 1316, by"
1299400101_000195,"A new and compleat survey of London. In ten parts. I. All the publick transactions and memorable events, that have happened to the citizens, from its foundation, to the year 1742. II. A particular description of the thirteen wards on the East of Walbrook. III. Of the twelve wards on the West of Walbrook. IV. A political account of London; parallels between this and the most celebrated cities of antiquity, as well as the modern great cities of Europe, Asia and Africa. V. An historical account of the city governments, ecclesiastical, civil and military. VI. A full account of the great and extensive commerce of the city; and of the several incorporations of the arts and mysteries of the citizens. VII. Of the present state of learning in this city. VIII. History and antiquities of Westminster; its government, ecclesiastical and civil. IX. Of the several parishes and liberties in the county of Middlesex, within the bill of mortality. X. Of the borough of Southwark, and places contiguous in the county of Surry. In two volumes. By a citizen, and native of London.","Citizen, and native of London",74,0,0,0,0,5,0,0,6,7,0,1,1,2,0,0,1,1,0,0,5,0,0,3,1,0,4,0,1,0,2,0,4,1,8,0,4,0,0,2,0,2,1,0,2,0,0,1,6,0,1,0,0,0,0,1,0,0,0,1,0,1742,1,2,"London : printed for S. Lyne, at the Globe in Newgate-street; and J. Ilive, in Aldersgate-street, MDCCXLII. [1742]",London,671,unknown,,,FALSE,"the said She'  therefore the following Letter was sent them for their betterregulation. "" Edward, by the Grace of God, Sff&. To the Sheriffs of London , Greeting. We command you, that ye cause to come before our beloved and fairhful Henry de Sftauton, cat Gybald (Guildhall) London ,"
0235800100_000327,"The general gazetteer: or, compendious geographical dictionary. Containing a description of all the empires, kingdoms, States, Republics, Provinces, Cities, Chief Towns, Forts, Fortresses, Castles, Citadels, Seas, Harbours, Bays, Rivers, Lakes, Mountains, Capes, and promontories in the known world; together with the government, policy, customs, manners, and religion of the inhabitants; The Extent, Bounds, and Natural Productions of each Country; and the Trade, Manufactures, and Curiosities, of the Cities and Towns; their Longitude, Latitude, Bearing and Distances in English Miles from remarkable Places; AS Also, The Sieges they have undergone, and the Battles fought near them. Including An Authentic Account of the Counties, Cities, and Market-Towns in England and Wales; as also the Villages, with the Day-on which the Fairs are kept. Embellished with nine maps. By R. Brookes, M.D.",Richard Brookes,49,0,0,3,0,0,1,3,1,0,4,1,0,0,4,0,0,3,0,0,0,1,2,0,1,1,4,1,1,0,2,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,2,1,1,0,1773,1,1,"London : printed for J. and F. Rivington, T. Carnan, and F. Newbery, junior, in St. Paul's Church-Yard; W. Johnston, in Ludgate-Street; T. Lowndes, in Fleet-Street; S. Crowder, and G. Robinson, in Pater-Noster-Row; B. Law, in Ave-Mary-Lane; T. Becket and Co. in the Strand; W. Griffin, in Catharine-Street; and B. Collins, in Salisbury, MDCCLXXIII, [1773].",London,692,male,1721,1763,FALSE,"middle arch was widened, and the whol lonoon, the metropolis of Great Bri bridge beautified. The one gate house , tain, is very ancient, hit was neither built which commanded lte p3aflge in'o Londol by Brrte no; king Ld, as fomadreamingau. from Surry and Kent, built near the en thors"
0825400302_000047,"The monthly catalogue: being an exact account of all books and pamphlets published ... Together with proposals for printing by subscription some books now in the press, or preparing for it. As likewise a list of books printed in foreign parts.","Collins, S.",64,1,0,0,2,1,0,3,0,0,0,1,2,0,2,1,1,0,0,3,1,1,0,0,1,0,2,0,0,1,0,3,1,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,12,9,0,0,4,1,0,2,1,0,1,0,2,1727,2,3,"London [England] : printed by S[usanna]. Collins, for John Wilford, at the Three Flower-de-Luces in Little Britain, [1723-",London,299,unknown,,,FALSE,"also a Catalogue of the Plants in the Island of yamaica, frequently referred to by the Author. Price 3 s. III A new Ecclesiastical History of the seventeenth Century: Contain . ing an Account of the Controversies in Religion; the Lives and Writings of Ecclefiafical Authors, an Abridgment of their"
1180600101_000074,"A tour through the island of Great Britain. Divided into circuits or journies. Containing, I. A description of the principal cities and towns, ... Originally begun by the celebrated Daniel De Foe, continued by the late Mr. Richardson, ... and brought down to the present time by gentlemen of eminence in the literary world.",Daniel Defoe,68,2,1,5,0,0,0,0,3,1,0,1,3,6,3,1,0,0,2,0,0,0,2,0,2,2,3,0,1,0,1,0,1,0,9,1,0,0,4,0,0,0,2,0,1,1,0,2,0,0,0,1,3,0,1,0,0,0,3,0,0,1779,1,4,"Dublin : printed for Messrs. D. Chamberlaine, J. Williams, T. Walkrr [sic], G. Burnet, L. Flinn [and 3 others in Dublin], 1779.",Dublin,394,male,1660,1731,TRUE,"was TRUE in queen Elizabeth's time, according to the poet, that The Thames with Royal Tiber may compare; what may be said of it now, when, for one fine house to be seen then, there are, for aught I know, a hundred, even as you sit in a boat, and"
0634500102_000040,"A new and accurate history and survey of London, Westminster, Southwark, and places adjacent; containing whatever is most worthy of notice in their ancient and present state: In which are Described. Their Civil, Ecclesiastical, and Military Government, Original Constitution, Antiquities, Manufactories, Trade, Commerce, and Navigation; And The several Wards, Liberties, Precincts, Districts, Parishes, Churches, Religious and Charitable Foundations, and other Public Edifices: Particularly The Curiosities of the Tower of London, St. Paul's Cathedral, Westminster Abbey, the Royal Exchange, Sir Hans Sloan's Museum, &c. and whatever is remarkable for Elegance, Grandeur, Use, Entertainment or Curiosity. With The Charters, Laws, Customs, Rights, Liberties and Privileges, Of This Great Metropolis. Illustrated With A Variety of Heads, Views, Plans, and Maps, neatly Engraved. ... . By the Rev. John Entick, M.A.",John Entick,77,0,0,0,0,1,0,0,8,3,0,0,0,1,2,0,0,1,0,0,2,1,0,3,1,0,8,0,1,0,1,4,6,0,7,0,8,1,0,3,1,0,5,0,1,2,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1766,2,4,"London : printed for Edward and Charles Dilly, in the Poultry, near the Mansion-House, MDCCLXVI. [1766].",London,519,male,1703,1773,FALSE,"""should be used in the city of London , nor "" suburbs thereof, other than by carrying of peo "" pe to and from their habitations in the coun Whoal "" try, and that no person should make use of a owed to eepd t"" coach in this city ,"
