PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(antiqu),termFreq(art),termFreq(board),termFreq(book),termFreq(bound),termFreq(calf),termFreq(complet),termFreq(copi),termFreq(cut),termFreq(edit),termFreq(elegantli),termFreq(elegi),termFreq(england),termFreq(essai),termFreq(fine),termFreq(gilt),termFreq(half),termFreq(head),termFreq(histori),termFreq(larg),termFreq(law),termFreq(leav),termFreq(letter),termFreq(life),termFreq(map),termFreq(memoir),termFreq(moral),termFreq(natur),termFreq(neat),termFreq(neatli),termFreq(note),termFreq(opera),termFreq(origin),termFreq(paper),termFreq(plate),termFreq(poem),termFreq(portrait),termFreq(print),termFreq(sermon),termFreq(state),termFreq(translat),termFreq(travel),termFreq(voyag),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1198700300_000084,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,132,1,0,0,19,0,7,10,0,0,4,7,5,0,0,1,3,9,0,0,0,1,0,0,4,2,0,0,0,0,11,5,5,1,1,2,1,22,1,1,0,1,2,0,0,6,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"6a 5843 Parnell's Poems , is 6d pacriotifm, a Mock Heroic, 6d 5844 Pope's Works , with Notes by Warburton, scarce edition , cuts , g vol. neat and gilt , 2z 176o 5845 Prior's Miscellaneous Works , z vol. very neat , 3s 6d 1740 5846 Paflons Perfoniied, in"
1164600900_000005,"S. Leacroft's sale of books for 1775. A catalogue of a capital collection of books, In most Sciences and Languages, By the most approved Writers, whether Ancient or Modern: amongst which are the libraries of the Late John Butler, Esq. The Rev. Thomas Perkes, M. A. And several other Valuable Purchases lately made. The Books are in general Neat; many of them printed on Royal Paper, and in various Splendid and Elegant Bindings. The above are on Sale, at the Prices affixed to each Article, At S. Leacroft's, the Globe, Opposite the Lower Passage, Charing-Cross. Catalogues to be had at the Place of Sale; of Mr. Ridley, in St. James's Street; Mr. Parker, in Bond-Street; Mr. Taylor, in Holborn; Messrs. Richardson and Co. Royal Exchange; at the Two Universities; and in every Town throughout the Three Kingdoms. Wanted an apprentice.","Leacroft, Samuel           1795",99,1,0,0,0,1,6,0,4,10,0,2,2,0,3,0,4,2,5,2,1,2,0,0,3,3,2,0,1,3,16,1,0,0,0,4,3,1,0,1,2,7,2,2,1,2,1775,1,1,"[London : s.n., 1775].",London,113,unknown,,,FALSE,"-- *.  - i640 2r'4*another Copy , very elegantly bound , .zl 25 1640 215 Pennant's Bririlh Zoology, complete , with i32 plated /f the most curious : Quadrupeds; and Biids, eleganty co'  L half bound , I'ol los ..."" :. - 1 7: 66 .i6 Pliny's Natural"
1198700300_000112,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,93,0,1,5,4,1,10,3,7,4,0,5,3,0,1,2,1,7,0,0,2,0,0,0,4,0,0,0,0,2,12,9,0,1,0,1,1,0,0,1,0,1,1,1,1,2,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"7864 Brown's Tables in Arithmetic, Interest, c. god copy , 9d 7865 Boad's Artium Principia, or the first Principles of the Mathe natics made easy, is ditto, very neat , fs 6d 1733 7866 Brent's Interest Tables, 9d smith Rhetoric, 6d j867 Brown's Complete Farmer, or the whole Art of"
1198700300_000025,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,106,2,0,0,17,0,12,8,2,0,1,2,7,0,0,0,2,13,0,1,8,1,2,0,5,1,1,1,0,1,2,6,0,0,0,0,3,1,1,1,0,2,1,0,2,0,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"1774 1393 Clarendon's History of the Rebellion, vol. neat , is 1721 1394 Clarendon's hij/ory of the Rebellion, .with the Portraits , fine impressions, 7 vol. (the heads being bound Jeparate) ruled .with red lines, in morocco, zl I 2s 6d Ox. 1706 1395 Clark's Answer to Shaw's Inquiry into"
0513700200_000048,"A catalogue of a very select collection of books in all languages, and every branch of literature: containing a great number of articles altogether unique, ... now on sale ... at J. Edwards's, ...","Edwards, James",121,1,0,4,9,0,12,0,0,0,8,5,2,0,0,3,0,1,2,1,7,1,0,0,7,6,0,1,0,2,4,5,4,0,3,1,11,4,1,1,0,2,3,0,0,10,1794,1,1,"[London], 1794.",London,323,male,1757,1816,FALSE,"Ferguson's Afironomy, plates , 7s 6d Lond. 1757 2318 Franklin's Experiments and Observations on Eleflricity, plates , - Lond. 1774 2319 Gardener's Tables of Logarithms, LEST PAOER, 21 2s 1742 2320 Gravefand's Elements of Natural Philosophy, tranflatd by Defaguiliers, vely neat , plates , il I s 6d 1747 232t"
1259400600_000012,"Lackington's catalogue for 1789: consisting of above fifty thousand volumes. ... The whole selling ... by J. Lackington, ...",James Lackington,97,2,1,1,15,0,7,2,1,1,3,5,2,0,5,0,2,7,2,1,5,3,0,0,5,1,2,1,0,0,7,1,1,0,2,3,2,0,0,0,0,0,1,1,0,5,1789,1,1,"[London, 1789].",London,251,male,1746,1815,FALSE,"done for illustrating the Topographical Antiquities of Great Britain and Ireland, 2 vol. new, elegantly owned in ccaf; gilt and marbled, 21 j6s - 780 63; Ditto. 2 vol. new in boards , vellum bac; s, 21 Ss 1780 636 Gillies's Translation of the Orations of Lysias and Isocrates, new"
1198700500_000010,"A catalogue of books, containing near fifty thousand volumes, collected in England ... To begin selling, ... January 1788, by Samuel Hayes, ...","Hayes, Samuel",115,1,0,0,2,0,5,0,2,1,5,9,0,0,4,1,2,0,1,2,11,3,2,0,3,7,1,1,0,1,13,0,1,0,1,3,3,2,5,3,0,2,1,1,1,15,1788,1,1,"[London], 1788.",London,293,male,1779,1795,FALSE,"volume, 7 6d -: 67' to 1722 496 Triumphs of Nassau, 3s - - - 161 497 Turquet's General History of Spain with. Grim .eftones Continua tioi, neat , 6 - i 1612 498 Tyrrel's General History of England . 5 vo0 2 0.1 2- 1696 499 Tyrret's Hifitry of"
1198700300_000051,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,103,4,0,1,4,0,17,6,0,1,1,2,3,0,2,2,1,15,4,1,3,0,1,0,5,2,1,1,0,1,4,11,0,0,1,0,2,0,0,0,0,0,0,2,4,1,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"Medici, 6d 3150 R. b.'s Live of the Roman Emperors, with heads , Is 1636 3152 Beauties of Dr. Johnlon, new, s2 -781 3153 Boye's Voyages and Adven'ures, Is 3d ditto, is6d 3154 Busbled Knights, z vol. half bound , neat , 3s 17 3155 Benjanin S. Martn (Founding) 2"
0570100300_000026,"Second volume of Lackington's catalogue for Sept. 1793, to March 1794. Consisting of above one hundred thousand volumes, ... selling ... by Lackington & Allen, ...","Lackington, Allen, & Co.",104,3,1,0,21,1,8,11,1,0,2,5,5,0,1,0,2,8,0,1,0,3,0,0,8,1,1,1,0,0,0,7,0,0,0,2,2,0,1,1,1,1,2,2,0,1,1793,1,1,"[London, 1793].",London,392,unknown,,,FALSE,"Renafon, Content, of Beauty, Light, Sound,. Motion, Aflimulation, Contrait, Personification, Character, Expression, Gracefulness, Sensibility, Talle, Genius, Poetry, Painting, Music, Love, Friendship, Courage, Honour, Con icience, Sincerity, Pallion, Temperance, Wisdom, Power, Justice, and Mercy, well printed on vejy fie paper , newa and bound , for Is pd.(fame as is sold"
1619200200_000068,"A catalogue of a curious, scarce, and useful collection of books, containing upwards of fifty thousand volumes. To which is added a select collection of prints. Amongst this extensive variety in every class of ancient and modern literature, are to be found the following valuable articles: Drake's York, large and small paper Thoroton's Nortinghamshire Fuller's worthies of England Gough's sepulcharl monuments, 3 vol. Halfpenny's Gothic ornaments Norden's Egypt, atlas folio Macklin's edition of the Bible Dart's Westminster, 2 vol. Frisch's birds, 3 vol. coloured Edward's birds, 7 vol. coloured Roesel's insects, 4 vol. coloured Curtis's Flora-Londinensis, 5 vol. colured. Ellis's zoophytes, coloured Campbell's vitruvius, 5 vol. in 3 Mollinshed's Chronicle, 3 vol. in 2 Grose's antiquities, 10 vol. Walpole's anecdotes, 5 vol. Strawb. Hill Ionian antiquities, 2 vol. Philosophical transactions, 55 vol. Statutes at Large, 17 vol. Sir William Jones's works, 6 vol. Encyclopædia Britannica, 18 vol. Unique Cabinet Bible 3 vol. quarto Hill's vegetable system, 26 vol. Hill's British herbal, L.P. coloured. Buffon et Cepede, Hist. Naturelle, 38 tom. Pinaches enluminees de buffon, 5 tom. Encyclopedia methodique, 103 tom. Codex Eezæ, edit, kipling, 2 vol. Palladio, fabbriche e i disegni, 4 vol. Vetusta monumenta, 3 vol. Salastio por Don Gabriel - Maaric Sebæ thesaurus, 4 vol. Hortus cliffortiano. Flora Danica, 7 vol. Livii opera, draken borch, 7 vol. Taciti opera, brotier, 4 vol. Bodoni's parma classics, 10 vol. Metaisasio, opera di, 12 vol. Ariosto, Orlando Furioso, 4 vol. Plutarchi Vitæ, Gr. Lat. 5 vol. Salerne, histoire naturelle, coloured Bibliotheca topographica Britan,. 8 vol. Hasted's Kent, 4 vol. Hearne and Byrne's antiquities Whalley's Ben Jonson, 7 vol. Bell's poets of Great Britain, 109 vol. Horse racing calendars, 73 vol. Monthly review, 114 vol. Gentleman's magazine, 88 vol. * *The books in general are in good condition, several of them in elegant bindings, and the whole will begin to be sold, on Thursday the 31st of July, 1800, for ready money only, and continue on sale till midsummer next, By John Todd, bookseller, stationer, and printseller, in Stonegate, York, who gives the full value for libraries and parcels of books.","Todd, John",107,1,0,1,9,0,6,0,0,8,6,1,1,0,2,4,1,6,3,1,1,2,1,0,2,3,2,1,1,1,21,1,0,0,0,2,8,1,0,1,6,0,0,1,0,2,1800,1,1,"[York] : (Printed by G. Peacock, York.), [1800].",York,361,male,,,FALSE,"a Fawacert's sermons at Cambridge, njew, gs, - 1794~ 4352 Fowyler's (Dr. Thomas) medical Reports of the Effects of Arsenic and tobacco, ngea, 4s 6d -, --. 1g6 4353 Fielding's (Sarah) Xenophon's Memoirs of Socrates, nseat, 5s 17s8 4354 Falconer on the 8ath Waters, a vol. neact, los 1772 435j"
1198700300_000087,"Lackington's catalogue for 1792. Consisting of one hundred thousand volumes in various languages and Classes of Learning; Including many valuable Libraries Lately purchased. With many Articles but just published; A very large Number in an uncommon Variety of plain, elegant and superb Bindings. Also many scarce, old, and valuable Books. Folio. Graevius et Gronovius, &c. 37 vol. Museum Florentinum, 7 tom. Encyclopedie, 28 tom. Geneve Le Sacre de Louis XV. Edmondson's Copperplate Peerage, 6 v. Montsaucon, Antiquites, G. P. 10 tom. Fables de Fontaine, 4 tom. Millar's Plants, coloured Catesby's Carolina, 2 vol. coloured Description du Danube, 6 tom. Bailey's Mechanics Albinus's Tables Foulis's superb editions Gough's Camden, 3 vol. Campbell's Vitruvius, 2 vol. L. P. Quarto. Grose's Works, 13 vol. Edwards's Nat. Hist. 7 vol. coloured Voyage Pittoresque, 13 tom. Wilkes's Butterflies, coloured Pennant's Works, 14 vol. russia Baskerville's Classics, 7 tom. Octavo, &c. Buffon, 43 tom. coloured Goldsmith's Nat. Hist. 8 vol. coloured Brindley's Classics, 24 vol. Universal History, 60 vol. Johnson's Poets, 75 vol. morocco Monthly Review, 68 vol. Critical Review, 56 vol. Pickering's Statutes, 36 vol. By J. Lackington, at his shop, No. 46 and 47, Chiswell-Street, Moorfields, London. Where Libraries or Parcels of Books are purchased on a new Plan, by which the Seller is sure to have the utmost Value in ready Money, or in other Books. - Not an Hour's Credit will be given to any Person, nor any Books Exported, or sent into the Country, before they are paid for. Catalogues may be had at the Shop, and of Mr. C. H. Lackington (private House) No. 12, Charles-Street, St. James's-Square; also of the following Booksellers; Barker, Russell-Court, Drury-Lane; Marsom, No. 187, High Holborn; Lunn, Cambridge; Merrick, Oxford; Gander or Hodges, Sherborne; Hazard, Bath; Rollason, Coventry; Deck, Bury; Haydon, Plymouth; Edwards, Norwich; Bulgin, Bristol; Fisher, Newcastle; and also at Freeth's Coffee House, Birmingham. - To prevent Mistakes, those who send for any Books are desired, besides the Numbers, to send the first Words and the Prices of the Article they want. - Book-Binding done in the newest Taste and exceeding cheap.",James Lackington,119,1,0,0,6,0,10,8,2,6,0,5,5,1,0,0,5,14,0,0,0,0,0,0,3,1,0,0,1,0,7,11,1,0,0,5,1,13,1,0,0,0,3,1,0,8,1792,1,1,"[London : s.n., 1792].",London,439,male,1746,1815,FALSE,"2 vol. Jewed, rs gd 1777 6059 Ditto, 2 vol. new in calf , elegantly gilt , c. 3s 9d 1777 6060 Ditto. z vol. neqw in a every curious and elegant binding, inlaid zvith morocco, Jilk headbands, regifers, Oc. 5s 3d! 777 6062 Denham's Poems , fine paper ,"
1292100500_000008,"A catalogue of several valuable collections of books, comprehending a variety of articles ... including, among other purchases, the library of the Rev. Emanuel Langford, deceased, ... all which are now selling by Henry Payne, ... Catalogues, ... may be had at the place o sale; also, of Mr. Cadell, ... Messrs. Wheildon and Waller, ... Mr. Taylor, ... Mr. Sewell, ... Mr. Coghlan, ... Mess. Fletcher, at Oxford; Mess. Merrill, at Cambridge; and of the booksellers in the principal towns in England. November, 1780.","Payne, Henry           1784?",156,2,6,0,1,2,7,0,0,7,10,5,5,0,7,1,1,2,2,12,15,8,0,2,5,3,0,1,0,4,23,1,1,0,0,8,5,0,0,1,0,7,0,0,0,2,1780,1,1,"[London, 1780].",London,267,unknown,,,FALSE,"R yal of England , or County Palatine of Chester illurrated, wuith cuts , 31 3s i656 368 Keith's hift6ry of the Affairs of Church and State in Scotland, gs - Edinb. 1734 369 Kennet's (Bp.) Hitory of England , 3 vol. bej? edit . il I s 6d i719"
1238108700_000084,"A catalogue of books, in various languages, arts and sciences, containing several entire libraries very lately purchased, including a good collection of classics, law books, and fugitive tracts, which will be selling very reasonable At the Prices printed in the catalogue, February, 1782, And continue on Sale, 'till all are sold By Samuel Hayes, bookseller, No. 332, in Oxford Street, next the Corner of Argyll Street. (removed from Holborn) Who gives the full Value for Libraries and Parcels of Books, Catalogues may be had at the Place of Sale, and of the following Booksellers; Ridley, St. James's-Street; Walter, Charing-Cross; Brown, Strand, Corner of Essex-Street; Sewell, Cornhill; and J. Hayes, No. 252, Holborn: Also of the Booksellers in most of the Market Towns in England.","Hayes, Samuel",81,0,1,1,6,0,3,0,1,0,3,4,1,0,2,1,1,0,2,0,5,2,0,0,3,1,0,3,0,4,9,1,1,4,1,3,5,1,3,1,1,2,1,0,1,3,1782,1,1,"[London : s.n., 1782].",London,242,male,1779,1795,FALSE,"Chillingworth's Works , 5th edit . neat , 3s i684 6615 Heylyn's Historical and lifcellaneous Trats, with his Life and his portr.lit, neat , 4s 168i 6616 Hammond on the Pfilmrs. neat , 3s 6d i69' 6617 Pearson on the Creed, 2s 6d 1669 66r8 Bp. Hall's Works , 3"
0514301300_000003,"[A] catalogue of a large and curious collection of books, containing near twenty thousand volumes. In which are included, the libraries of the late Augustine Erle, ... and of R. Reynolds, ... Which will be sold ... on Feb. the 8th. 1763. ... By Thomas Payne, ...","Payne, Thomas",132,1,7,0,4,8,8,0,1,12,11,6,4,0,3,1,0,2,0,0,7,6,0,4,1,7,4,0,0,2,8,2,0,0,1,11,1,0,0,1,0,7,0,0,0,2,1763,1,1,"[London, 1763].",London,183,male,1719,1799,FALSE,"1742 72 Cecil Lord Burghley State Papers , published by Haynes and Murdiri, 2 vol. elegantly bound , and mable leave ;, 2z 5s 1740, 1759 73 Sidney's State Papers , published by Collins, z vol. new and neatly bound , 21 s - 1746 74 State Papers from 1697"
1168101100_000026,"A catalogue of books, in Various Languages, Arts and Sciences, containing several libraries, lately purchased, which will be selling At the Prices printed in the Catalogue, for ready money, March, 1784, And continue on sale, 'till all are sold, By Samuel Hayes Bookseller, No. 332, in Oxford-Street, Next the Corner of Argyle-Street, Who Buys Libraries and Parcels of Books. Catalogues may be had at the Place of Sale, and of the following Booksellers-Stockdale, Piccadilly; Knight, St. James's-Street; Walter, Charing-Cross; Brown, Strand, Corner of Essex-Street; Sewell, Cornhill; and J. Hayes, No. 252, Holborn; Also of the Booksellers in most of the Market Towns in England.","Hayes, Samuel",97,1,0,2,3,0,9,1,2,0,3,5,1,0,1,1,0,5,5,0,1,2,0,0,4,1,0,0,4,0,13,3,5,0,1,2,0,3,1,2,0,0,6,1,0,9,1784,1,1,"[London : s.n., 1784].",London,200,male,1779,1795,FALSE,"vol. new and gilt , i s i779 1798 Catalogue ds Lord Oxford's Library, 5 vol. neat , 15 1743 1799 Churchill's Poems , 2 vol. very neat , 9s - -769 18oo Cicero's Selea Orations, Lat. and Eng. by Professor Duncan, ?zecf and neat , 5s 6d - 177"
0031501900_000058,"J. Todd's catalogue for 1794. A catalogue of a most valuable and curious collection of prints, drawings, books of prints, &c. amongst which are the entire collection ofmarmaduke tunstall of wycliffe, Esa. Lately deceased to which are added a select collection of books, in all languages, and in every class of literature, including the principal Part of the library of The late Right Hon. Lord Viscount Fairfax, Of Gilling Castle, in this Country, And several other Libraries and Parcelsof Books lately purchased. The Whole will begin to be sold extremely Cheap, at the Prices printed in the Catalogue, on Monday, March 17, 1794, for Ready Money only, and continue on Sale tll Christmas next, By J. Todd, bookseller, stationer, and printseller, in Stonegate, York. - The full Value for Libraries, Parcels of Books, and Prints, in Ready Money. Catalogue, Price 1s. may be had of Mr. Johnson, Bookseller, St. Paul's Church Yard, London, and at the Place of Sale.","Todd, John",129,0,6,1,5,0,8,0,1,0,20,0,0,0,5,2,3,4,10,7,5,1,1,0,0,2,1,1,0,2,16,4,0,0,3,4,6,2,0,0,0,2,1,2,0,4,1794,1,1,"[York : s.n., 1794].",York,270,male,,,FALSE,"21 s2. 1785 3588 S: rutt's Chronicle of England , from the Arrival of Julius Cafar, to the Norman Conquest, 2 Vol. with Plates , several of which are finely coloured, neatly half bound , rusia Backs, c. 11 ios. 1778 3589 bhakefpeare's Works , by Pope, 7 Vol. ROYAL"
