PassageID,Title,Author,Total termFreq,termFreq(1791),termFreq(1793),termFreq(anarchi),termFreq(assembl),termFreq(bailli),termFreq(barrer),termFreq(blood),termFreq(cap),termFreq(committe),termFreq(constitut),termFreq(convent),termFreq(cordeli),termFreq(danton),termFreq(death),termFreq(decre),termFreq(deputi),termFreq(evil),termFreq(execut),termFreq(franc),termFreq(french),termFreq(gener),termFreq(girondift),termFreq(govern),termFreq(guillotin),termFreq(head),termFreq(hebert),termFreq(jacobin),termFreq(king),termFreq(leader),termFreq(liberti),termFreq(loui),termFreq(member),termFreq(mountain),termFreq(orlean),termFreq(pari),termFreq(parti),termFreq(peopl),termFreq(popular),termFreq(power),termFreq(priest),termFreq(principl),termFreq(prison),termFreq(public),termFreq(reason),termFreq(red),termFreq(republ),termFreq(revolut),termFreq(revolutionari),termFreq(robespierr),termFreq(san),termFreq(scaffold),termFreq(terror),termFreq(trial),termFreq(tribun),termFreq(victim),termFreq(xvi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0217500400_000082,"An appeal to impartial posterity, by Citizenness Roland, wife of the Minister of the Home Department: or, a collection of pieces written by her during her confinement in the prisons of the Abbey, and St. Pélagie: Published for the Benefit of her only Daughter, deprinted of the Fortune of her Parents, whose Property is still in Sequestration. Part I. Translated from the French.",Manon Roland,41,0,0,0,4,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,2,0,0,0,1,0,2,2,0,0,1,0,0,0,2,2,6,1,0,0,0,0,1,1,1,0,2,0,3,0,0,2,0,0,1,1,1795,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, 1795.",London,552,female,1754,1793,FALSE,"was not a proper place for their purpose, since the patsing of the decree . This took place on the Saturday. I saw the deputies come to the champ de mars, where I was at noon, with not more than two or three hundred persons, and where Verrieres, the little"
0930402000_000029,"Prospectus of the Revolutionary Magazine, (to be continued weekly.) By a Society of Gentlemen.",,42,0,0,0,3,0,1,0,0,2,0,2,0,0,0,5,0,0,0,5,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,1,2,0,2,0,1,0,1,2,0,0,0,1,7,0,0,0,0,1,0,0,1795,1,1,"[London, 1795?].",London,163,unknown,,,FALSE,"the vengeance of an USURP inil nespotr, WHO ALWAYS TALKED OF LIDERTY, EQUAL LI Y 6o REVOLUTIONARY MAGAZINE. LITY, JUSTICE, AND THE RIGHTS OF THE PEOPLE I! This sanguinary triumph of the Monster was a tragedy, Iwhich he thought proper to follow up by an impious and ridiculous farce. Hebert"
0628301102_000012,"Secret history of the French Revolution, from the Convocation of the Notables in 1787 to the first of November 1796. ... Translated from the French of Francis Pagès. In two volumes. ...","Pagès, François Xavier",61,0,0,1,4,0,0,0,0,2,0,5,1,0,1,6,0,1,0,4,0,3,1,0,0,1,0,0,0,0,0,0,6,0,0,7,0,2,0,2,0,0,0,1,1,0,1,2,0,7,0,0,0,0,2,0,0,1797,2,2,"London : printed for T. N. Longman, and J. Mathews, 1797.",London,478,male,1745,1802,FALSE,"whose talents should have proteted them from such attacks. He hewed him furiously assaulting a patriotic minister, the prolongation of whose life would have saved France from a hostile invasion; calumniating in his virulent declamations all the decrees which the left fide had carried against the right; proscribing the useful"
1212000300_000014,"Information concerning the strength, views, and interests of the powers presently at war; intended to assist true friends to Themselves and Their Country, to judge of the Progress and Effects of the Present War; and to decide upon the grand question of immediate peace? Or war for another campaign? By Robert Heron.",Robert Heron,42,0,1,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,5,1,0,0,0,2,0,0,4,1,2,5,3,0,2,0,1,0,0,2,2,1,0,0,1,0,0,1,0,0,1794,1,1,"Edinburgh : printed for R. Morrison and Son, Perth; G. Mudie, and Manners and Miller, Edinburgh; Ja. Gillies, and Brash and Reid, Glasgow; J. Burnet, Aberdeen; and the other booksellers in town and country; and for Vernor and Hood, Birchin-Lane, London, 1794.",Edinburgh,329,male,1764,1807,FALSE,"iy elevated to overcign power ; conducting him safe over the rocks and quicksands of a revolution , amidal which its authors and their accomplices have been dashed in pieces, or swallowed up? Nature seemed to have defined him for low praeice at the bar; having endowed him with the"
1212000300_000055,"Information concerning the strength, views, and interests of the powers presently at war; intended to assist true friends to Themselves and Their Country, to judge of the Progress and Effects of the Present War; and to decide upon the grand question of immediate peace? Or war for another campaign? By Robert Heron.",Robert Heron,72,0,0,0,0,0,1,0,0,4,0,3,0,0,4,0,0,0,1,4,5,3,0,4,0,1,0,0,1,5,0,0,1,0,0,1,12,3,2,5,0,1,0,0,1,0,1,3,3,0,0,2,0,1,0,0,0,1794,1,1,"Edinburgh : printed for R. Morrison and Son, Perth; G. Mudie, and Manners and Miller, Edinburgh; Ja. Gillies, and Brash and Reid, Glasgow; J. Burnet, Aberdeen; and the other booksellers in town and country; and for Vernor and Hood, Birchin-Lane, London, 1794.",Edinburgh,329,male,1764,1807,FALSE,"evenhis own party , and would have given the French Revolutionists, in his person, a despot, more formidable and more odious than their ancient kings : I ie was impeached, upon frivolous pretences, in the Convention ; the efforts of his adherents, to proteet him, were repressed by the Revolutionary"
0331300400_000049,Memoirs relating to the French Revolution. By the Marquis de Bouillé. Translated from the French manuscript.,"François Claude Amour, marquis de Bouillé",39,4,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2,2,1,0,0,3,0,1,2,5,1,1,1,1,0,0,2,1,0,0,3,1,0,0,0,0,0,0,1,0,1797,1,1,"London : printed for Cadell and Davies in the Strand, 1797.",London,572,male,1739,1800,FALSE,"with your son, I have hardly learned anything worth "" relating. Paris has been torn by contending faations, and the whole kingdom "" has been a prey to anarchy . The mort violent of the aristocrats dream of a counter revolution , in which opinion the  priests concur through"
1758600102_000069,"A journal during a residence in France, from the beginning of August, to the middle of December, 1792. ... By John Moore, M.D. In two volumes. ...",John Moore,37,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,2,1,2,1,2,0,0,0,1,3,1,0,0,0,0,0,3,3,3,1,0,0,1,0,0,1,0,1,1,0,3,0,0,0,0,0,0,1,1793,2,2,"London : printed for G. G. J. and J. Robinson, 1793.",London,619,male,1729,1802,FALSE,"be surprised at their having some partiality to E e 4 hackntey (.4 4) hackney coachmen, colliers, and whatever is rough and vulgar. A writer of great ingenuity and eminence regrets, that "" we mhall never more behold that generous loyalty to rank and sex. that proud fubmifeon, that dignified"
1233900700_000037,"Three memorials on French affairs. Written in the years 1791, 1792 and 1793. By the late Right Hon. Edmund Burke.",Edmund Burke,41,1,0,0,0,0,1,1,0,0,3,0,0,1,0,0,0,0,1,4,0,0,1,3,0,2,0,3,4,1,0,0,0,0,0,0,2,1,0,4,0,2,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1797,1,1,"London : printed for F. and C. Rivington, St. Paul's Church-Yard; sold also by J. Hatchard, Piccadilly, 1797.",London,252,male,1729,1797,TRUE,"that formed in 1790 and 1791 ) under the name of a Democracie Royal. Jacobinifm does not consist in the having or not having, a certain Pageant under the name of a King , but "" in taking the people as equal individuals, without any corporate name or description, without"
1373100102_000573,"The History of France, from the earliest times, till the death of Louis Sixteenth. From the French of Velly, Villaret, Garnier, Mezeray, Daniel, and other eminent historians; with notes, critical and explanatory; by John Gifford, Esq. And continued from the above period, until the conclusion of the present war, by a citizen of the United States. ...","Historical Society of Delaware, MWA",44,0,0,0,0,0,2,0,0,3,0,2,0,0,3,1,0,0,0,1,1,2,0,4,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,2,1,2,0,0,8,0,2,2,0,0,1,0,1,0,0,1796,2,4,"Philadelphia : Printed for A. & J.G. Henderson, by Bioren & Madan, 1796[-1798].",Philadelphia,1178,unknown,,,FALSE,"tory (peech; of which notice (hall be taken in a separate examination of the differences which at that time and subsequently arose to an alarming height between the twio republics , On the eighth of September citizen Reybaz from the republic of Geneva was also received, and the flags of"
0930402000_000032,"Prospectus of the Revolutionary Magazine, (to be continued weekly.) By a Society of Gentlemen.",,34,0,0,0,0,1,0,1,0,3,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,3,2,1,0,1,1,0,2,0,0,0,0,3,1,1,0,1,0,2,2,0,0,1,0,0,1,0,1795,1,1,"[London, 1795?].",London,163,unknown,,,FALSE,"fiying much, and fomnetimes giving a cynical finilc like Cassius: Alni wlien lie finilcil, feineild le delfpife llii self. I Big boned, ill formed atnd lean. robcfpicrr.s abition might originate, like that of Richard the Third, in his incapacity of enjoying the ordinary pleasures of life; for he neither was"
0628301102_000035,"Secret history of the French Revolution, from the Convocation of the Notables in 1787 to the first of November 1796. ... Translated from the French of Francis Pagès. In two volumes. ...","Pagès, François Xavier",36,0,0,0,1,0,2,4,0,1,0,3,0,0,1,1,1,0,0,6,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,0,1,1,0,1797,2,2,"London : printed for T. N. Longman, and J. Mathews, 1797.",London,478,male,1745,1802,FALSE,"another decree , that probity and virtue were the order of the day. agi one knows not how to conceive so much info.. lence on one fide, and so much weakness on he other. Was i not an insult on the assembly , and an insinuation that he thought they"
0180500202_000056,"An impartial history of the late Revolution in France, from its commencement to the death of the Queen, and the execution of the deputies of the Gironde party. In two volumes. ...",Jean-Paul Rabaut Saint-Étienne,75,0,0,0,1,0,1,0,0,11,3,9,0,0,1,4,2,0,2,1,1,2,0,2,0,0,0,0,1,0,2,0,5,0,0,10,3,3,0,6,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1794,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1794.",London,473,male,1743,1793,FALSE,"art of government had been the art of pillaging, and of fubjeaing the many for the benefit of the few; and legislation had been the art of reducing these crimes into a system, They next observed, that politicians, hitherto lets anxious to defend liberty than to modify tyranny, have thought"
0523600401_000047,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams. Vols. I. and II.",Helen Maria Williams,42,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,1,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,2,1,0,1,0,1,0,2,0,0,0,2,1,0,3,1,3,1,0,1,1796,1,3,"Dublin : printed by J. Chambers, No. 5, Abbey-Street, 1796.",Dublin,284,female,1762,1827,TRUE,"innocence of her husband would vet triumph. In this letter Dillon enclosed three thousand livres. All these circumstances were made known to the committee ; and a few days after the * Upon ajujiiicion of bing!firsced. ( 147) execution of Desmoulins, Dillon, the turnkey to whom he had offered the"
0900901302_000053,"The late picture of Paris; or, a faithful narrative of the Revolution of the tenth of August; ... By J. Peltier, ...",Jean Gabriel Peltier,51,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,1,0,5,0,0,0,1,0,0,2,0,3,0,3,0,0,2,2,2,0,0,5,1,2,0,0,2,1,0,0,0,1,2,3,3,0,1792,2,2,"London : printed for the author, and sold by J. Owen; and Chuber, 1792-93.",London,377,male,1760,1825,FALSE,"such a government , being but ""little distinguished in private life from those "" whom they govern , are incessantly afraid that people may proceed from examining their per"" "" to examine their authority. There, power will of course be guarded by a standing inquifi  tion ever active, and"
0551501200_000028,"Anti-Revolutionary thoughts of a revolutionary writer: from ""the secret history of the revolution of France,"" by Monsieur François Pagès.","Pagès, François Xavier",47,0,0,0,3,0,1,1,0,2,0,0,0,0,2,1,1,0,1,0,0,1,0,2,0,1,0,0,0,2,0,0,1,0,0,2,1,1,0,0,1,0,0,5,0,0,0,2,1,8,0,0,1,0,4,2,0,1800,1,1,"Salisbury : printed for (and by) J. Easton, High-Street: and J. Wright, Piccadilly, London, [1800].",Salisbury,157,male,1745,1802,FALSE,"have their colonels, their majors, their captains: the period of profession in their order is stated, as also the duration of the novitiate fixed. They have their appropriate language, their forms of correspondence, and affiliation, they have a costume, and a watchword proper also to their order. H Revo° ["
0733300500_000011,"J. P. Brissot, Deputy of Eure and Loire, to his constituents, on the situation of the National Convention; on the influence of the anarchists, And The Evils IT Has Caused; and on the necessity of annihilating that influence In Order To Save The Republic. Translated from the French. With a preface and occasional notes by the translator.",Jacques Pierre Brissot,51,0,0,0,2,0,0,1,0,0,1,7,0,0,0,3,0,0,2,2,0,0,0,1,0,0,0,1,1,2,3,2,1,0,1,1,3,3,0,1,0,5,0,0,1,0,1,0,0,3,0,0,3,0,0,0,0,1794,1,1,"London : printed for John Stockdale, Piccadilly, [1794].",London,160,male,1754,1793,FALSE,"in my hatld, that I will convince the credulous. Whatever good the Convention has done, the anarchists have found the secret of rendering null and void. Whatever mifciief it has done, they have dlifated. Follow the debates, you will there see on one hand, mcn always occupied with the care"
1097801200_000006,"Hints; or, a short account of the principal movers of the French Revolution.",,35,0,0,0,1,0,0,0,0,0,0,2,0,2,2,1,1,0,1,2,2,0,0,0,4,1,0,1,6,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1794,1,1,"London : printed for J. Egerton, [1794?].",London,57,unknown,,,FALSE,"body, but a very bold man. When the other Deputies of the Convention walked always abroad with piltols in their girdles, and a cutlaf at their fide, Briflot paraded the fireets of Paris , though pbnoxious to many, with nothing but a little switch. armed ( 42) armled V with"
0079001800_000029,"An account of the French expedition in Egypt; written by Buonaparte and Berthier; with Sir William Sidney Smith's letters. To which is added, an appendix, containing the life of Buonaparte, down to November, 1799; and anecdotes of Sieyes. In which is given a sketch of th Revolution, begun November 9.",Napoleon,56,1,0,0,5,0,0,0,0,1,0,2,0,0,2,1,2,0,0,3,2,3,0,1,0,0,0,0,4,0,0,1,2,2,1,3,1,1,1,1,0,0,0,7,2,0,3,2,0,1,0,0,0,0,1,0,0,1800,1,1,"Leeds : printed by Edward Baines, [1800?].",Leeds,63,male,1769,1821,FALSE,"resided in France , and is cxtcr.clc chiefly from a Publication , the authenticity of which is indisputable. Sieyes was born at Frejus, in the eastern pnrt of Provence, in the year 1748 He was itadual31, a cler .'man, Vic; Jr Genelal, a Cation, and Chancellor ds the Church of"
0091200402_000006,"New travels in the United States of America, performed in M.DCC.LXXXVIII. Containing the latest and most accurate observations ... By J. P. Brissot de Warville.",Jacques Pierre Brissot,59,0,1,0,3,0,0,0,0,2,1,1,0,0,0,2,1,0,1,3,3,5,0,2,0,0,0,1,1,1,4,3,3,0,0,5,0,8,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1794,2,2,"London : printed for J. S. Jordan, 1794.",London,413,male,1754,1793,FALSE,"stages of the revolution , perhaps from an apprehension that the people of France might hesitate at an abrupt proposition of a republican government , they were unquestionably innocent of the charge, at the time it was made. Here follow, however, the documents as pub eifed by authority, in justification"
0151700103_000126,"A view of universal history, from the creation to the present time. Including an account of the celebrated revolutions in France, Poland, Sweden, Geneva, &c. &c. Together with An Accurate and Impartial Narrative of the Late Military Operations; and Other Important Events. By the Rev. J. Adams, A.M. In three volumes. ...",John Adams,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,4,0,1,3,2,4,0,0,0,2,0,1,0,0,0,0,3,0,1,0,0,2,1,0,0,1,1,2,0,0,1,0,1,2,0,0,1795,3,3,"London : printed for G. Kearsley, No. 46, Fleet - Street, MDCCXCV. [1795].",London,496,male,1750,1814,FALSE,"by that  excellent officer colonel Symes, critically advancing  with equal ardour, forced and entered the town trium "" pliantly, hoisting the British colours, and changing ( the name to Fort Edward. Immediately after this "" general Rochambeau, who commanded in Fort Bour "" bon, ent his aide-de-camp with"
0613600102_000052,"Private memoirs relative to the last year of the reign of Lewis the Sixteenth, late King of France. By Ant. Fr. Bertrand de Moleville, Minister of State at that Time. Translated from the original manuscript of the author, which has never been published. With five portraits, from Original Pictures, of the Royal Family of France. In three volumes. ...","Bertrand de Moleville, Antoine François, marquis de",52,0,0,0,2,0,0,0,0,2,1,0,0,1,0,6,0,0,3,0,0,2,0,2,0,0,0,6,13,1,0,0,0,0,1,1,3,0,0,0,2,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1797,2,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand, 1797.",London,429,male,1744,1818,FALSE,in thefecret committee of the yacobins. m. de Lefart writes an account of this to me. i send his letter to the king . petitions againf/ one of the de crees. 7'he attempt of the 2ctb of June. Proclamation. the good este it produces. Decree of the department suspending Petion.
0086100202_000102,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes. ...",English Lady,50,0,0,0,1,0,0,2,0,0,0,2,0,0,2,0,3,0,1,0,2,2,0,0,10,3,0,0,2,0,3,0,0,0,0,1,0,5,3,0,0,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,495,female,,,FALSE,"their Sovereigns, an innocent and and beautiful Princess, the descendant of Henry the Fourth. Nothing since our arrival at Paris has seemed more itrange than the eagerness with which every one recounts some atrocity, either committed or suffered by his fellow citizens; and all seem to conclude, that the guilt"
0003000302_000107,"An historical view of the French Revolution, from the assembling of the States General in May, 1789, to the acceptance of the republican constitution in September, 1795. Together with a comprehensive detail of the causes which produced, and the consequences which have teemed from that Great Political Phaenomenon.",,40,0,0,1,0,0,0,0,0,0,0,2,2,11,1,1,0,0,0,2,0,1,0,1,0,3,0,2,1,1,0,0,0,0,1,1,0,2,0,2,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1796,2,2,"Newcastle upon Tyne : printed by and for M. Angus, 1796.",Newcastle upon Tyne,559,unknown,,,FALSE,"commenccment of the present catn paign tpthe : iiluftrious naval aaion of the ift of June:; t us./return to contemplate the state and political, movements of the Convention . Ve: : shall: fucceflivly behold it the great theatre .oni.which.fp me : of the most ambitious of men, contended for power"
1222601000_000012,"The history of the Brissotins; or, part of the secret history of the revolution, and of the first six months of the republic; in answer to Brissot's address to his constituents. Printed at Paris, by order of the Jacobin Club, and dispersed to their corresponding clubs. Translated from the French of Camille Desmoulins, Deputy of Paris, in the National Convention.",Camille Desmoulins,32,0,0,0,3,0,0,0,0,1,1,1,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,1,0,0,2,0,0,3,0,0,5,0,0,0,0,2,0,0,1794,1,1,"London : printed for J. Owen, NO. 168, Piccadilly, MDCCXCIV. [1794].",London,73,male,1760,1794,FALSE,"when a great number of deputies attest, that they were disgusted at the conversation held at Roland's table, to which they were only invited to engage them in a coalition against this city and her tribunes , and her popular clubs, her constituted authorities, and her deputation, all too republican;"
0240200203_000026,"History the interpreter of prophecy, or, a view of scriptural prophecies and their accomplishment in the past and present occurrences of the world; with Conjectures Respecting their Future Completion. By Henry Kett, B. D. Fellow of Trinity College, Oxford, and One of his Majesty's Preachers at Whitehall. In three volumes. ...",Henry Kett,34,0,5,0,2,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,2,3,1,0,0,1,2,0,0,0,1,0,3,0,0,1799,3,3,"Oxford : printed for Messrs. Hanwell and Parker; and J. Cooke; and sold by C. and J. Rivington, St. Paul's Church-Yard ; Robson, Bond-Street ; Egerton, Whitehall ; Cadell and Davies, Strand ; and Hatchard, Piccadilly, London, MDCCXCIX. [1799].",Oxford,360,male,1761,1825,FALSE,"still attempted to officiate at their altars, were arrested and thrown into dungeons."" Ann. Reg. 1793 , p. 280 Nov. 7, 1793 . New Ann. Reg. p. 202 K 5 cele 154 ] celebrated Gregoire', was the only man, who had the courage to profess himself a Christian. By the"
1429102302_000024,"Letters containing a sketch of the politics of France, from the thirty-first of May 1793. till the 10th of Thermidor, twenty-eighth of July 1794. And of the scenes which have passed in the prisons of Paris. By Helen Maria Williams.",Helen Maria Williams,36,0,0,0,2,0,0,0,0,0,1,2,0,0,1,1,1,0,1,0,0,2,0,1,2,0,0,0,0,0,3,0,0,1,0,4,2,1,0,1,0,0,3,1,0,0,1,0,2,1,0,1,0,0,1,0,0,1795,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1795.",London,262,female,1762,1827,TRUE,"mysterious horrors. I said to myself, ""So many innocent people perished as accomplices of LAI miral, why should I not perish as the accompllce of Catherine Tlieos ?"" What comforted me was the absurdity of this accusation, to which none of my.friends, nor any person who had the least :"
0204601101_000003,Memoirs of General Dumourier. Written by himself. Translated by John Fenwick. Part I.,Charles François Dumouriez,56,0,1,1,0,0,0,0,0,0,2,7,0,0,0,1,0,0,0,5,2,5,0,1,0,0,0,5,1,0,1,0,0,0,1,1,4,6,0,3,0,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1794,1,2,"London : printed for C. and G. Kearsley, Fleet-Street, M,DCC,XCIV. [1794].",London,215,male,1739,1823,FALSE,"political principles and his military conduct have drawn upon him the unjust reproaches of many of the Emigrants, and of several peifons of good sense, who could only judge from their milaken view of the fads. As minirter of foreign af airs, Du mourier certainly has shown a sincere attachment"
0004000300_000072,"The chronologist of the present war; or general historical and political register: Containing a faithful series of the events which have occurred in Europe, &c. from the commencement of the French Revolution to the end of the year 1798, including a space of nearly nine years. In two parts.-Part I. Amidst a variety of interesting articles will be found the following: acts (principal of Parliament) addresses assassinations battles declarations denunciations executions (remarkable) finance gifts (patriotic) inventions manifestoes motions (remarkable in Parliament) naval engagements proclamations promotions (principal) reports (of Parliament) sieges subsidies supplies treaties (of peace, offensive, defensive, and subsidiary, &c. Chronology- one of the eyes of history.",,42,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,3,1,1,2,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,1,2,0,0,2,2,2,0,0,2,0,5,3,0,0,1799,1,1,"Dublin : printed by H. Fitzpatrick, 2, Up. Ormond-Quay, 1799.",Dublin,510,unknown,,,FALSE,"- 11- Towns -. - - Villages - - - - 874 lihabitants - - - - - -, 136, 38- Taxes, - - 3s9.4- 64-0 R. fs ao Share. Extent of Country - R : -  : : Towns - - - - - - - 45s Villages"
0151700103_000116,"A view of universal history, from the creation to the present time. Including an account of the celebrated revolutions in France, Poland, Sweden, Geneva, &c. &c. Together with An Accurate and Impartial Narrative of the Late Military Operations; and Other Important Events. By the Rev. J. Adams, A.M. In three volumes. ...",John Adams,50,0,0,0,0,0,1,0,0,0,1,5,0,1,0,0,2,0,2,3,2,2,0,0,0,1,0,0,4,1,2,0,3,0,0,1,3,3,1,2,0,1,0,0,1,0,4,0,1,1,0,0,0,0,2,0,0,1795,3,3,"London : printed for G. Kearsley, No. 46, Fleet - Street, MDCCXCV. [1795].",London,496,male,1750,1814,FALSE,"quick lime, in the clurch yard of the Magdalen, where her husband had been buried in the filmc mllanllner. t. About this time, the royalifis were represented as being in the most diitreffed situation. In la Vcndec, formerly the province of Poitou, where their power was chiefly collcted, they fuffaretl"
1149700900_000007,"A third letter to a British merchant: containing some general remarks on the late negociation with France, considered in relation to ancient and established principles; together with reflections on the state of domestic politics, and particularly on the mischievous tendency of the conduct pursued by opposition. By John Bowles, Esq.",John Bowles,62,0,0,0,1,0,0,1,0,2,1,6,0,0,1,5,0,0,0,2,5,4,0,4,0,2,0,1,4,1,3,0,1,0,0,1,0,3,0,5,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,1797,1,1,"London : printed for T. N. Longman, Pater-Noster-Row, and Richard White, No. 173, Piccadilly, M.DCC.XCVII. [1797].",London,110,male,1751,1819,FALSE,"of irrecon cileable enmity to all crowned heads , to every religious and social institution, and particularly to the Government and Constitution of this Country -- -- Nor * plan was contained in the decree of the i5th December, 1792, in the preamble to which the Convention declare, that their"
1688900800_000053,"A tour through part of France, Containing a description of Paris, Cherbourg, and Ermenonville; with a rhapsody, composed at the tomb of Rousseau. In a series of letters.","Monckton, G.",51,0,0,1,5,0,0,1,0,1,3,4,0,2,0,3,0,1,1,4,1,3,0,0,0,0,0,1,7,0,2,0,1,0,1,1,0,0,0,0,0,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1789,1,1,"London : Printed for T. Cadell, Strand, MDCCLXXXIX. [1789]",London,413,unknown,,,FALSE,"of their infamy. To the list bs all there crimes may be ~ibperadded their wilfully having taken the oaths, predetermined to breagk through them; to destroy on' the first opportunity the occasional constitution they had formed, and the authority of the king they had eftabliihed. Madame de Sillery Brulart, who"
0930402000_000031,"Prospectus of the Revolutionary Magazine, (to be continued weekly.) By a Society of Gentlemen.",,37,0,0,0,1,0,0,1,0,0,0,3,0,0,1,2,0,0,1,0,1,0,0,3,2,4,0,2,0,0,0,0,1,0,0,2,0,2,0,0,1,0,2,1,0,0,0,0,0,5,0,0,0,1,0,1,0,1795,1,1,"[London, 1795?].",London,163,unknown,,,FALSE,"though it takes place I without any trial . The tyrant therefore and his flociates were ordered to the Conciergerie, which is the prison of those who are condemned; but by manoeuvre, or by accident, he was not received tlere, and they all welt to the town houle, whlere dnce"
0611600700_000005,"State of France, in May, 1794. Translated from the original of le comte de Montgaillard, by Joshua Lucock Wilkinson, of Gray's Inn.","Montgaillard, Maurice, comte de",77,0,0,0,1,0,0,1,0,18,2,4,0,0,1,3,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,4,0,0,4,6,0,1,0,13,1,0,3,0,5,1,0,0,0,0,1,1,0,1794,1,1,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street; J. Owen, Piccadilly; and T. Boosey Old Broad Street, [1794].",London,71,male,1761,1841,FALSE,"Revolutionary Societies, and of acquiring and preserving the popularity , which alone guarantees their existence, forces them to many vexatious proceedings, and to aas of tyranny, of which the annals of man,, produce no examples. For this reason ; the Committee of Public Safety wink at their vices, and the"
1287600900_000005,"State of France, in May, 1794. Translated from the original of le comte de Montgaillard, by Joshua Lucock Wilkinson, of Gray's Inn.","Montgaillard, Maurice, comte de",76,0,0,0,1,0,0,1,0,18,2,4,0,0,1,3,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,4,0,0,4,6,0,1,0,12,1,0,3,0,5,1,0,0,0,0,1,1,0,1794,1,1,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street; J. Owen, Piccadilly; and T. Boosey, Old Broad Street, [1794].",London,71,male,1761,1841,FALSE,"own safety, the indispensable necessity of obtaining the suffrage of the Revolutionary Societies, and of acquiring and preserving the popularity , which alone guarantees their existence, forces them to many vexatious proceedings, and to acts of tyranny, of which the annals of mankind produce no examples. For this reason ,"
1321700400_000003,Memoirs of General Dumourier. Written by himself. Translated by John Fenwick. Part I.,Charles François Dumouriez,57,0,1,1,1,0,0,0,0,0,3,8,0,0,0,1,0,0,0,5,2,5,0,1,0,0,0,5,1,0,1,0,0,0,1,1,4,5,0,3,0,2,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1794,1,1,"Dublin : Printed by William Porter, for P. Wogan, P. Byrne, T. M'Donnell, W. Porter, W. Jones, J. Moore, H. Fitzpatrick, J. Milliben, Z. Jackson, and G. Folingsby, 1794.",Dublin,340,male,1739,1823,FALSE,"for that purpose, so apparently well founded. But every circum. fiance turned against him, and, above -11, the inconstancy of his army. The apparent contradiction between Du mourier's political principles and his military conduct have drawn upon him the unjust reproaches of many of the Emigrants, and of several persons"
