PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(bake),termFreq(beat),termFreq(boil),termFreq(bread),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cloth),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(dry),termFreq(egg),termFreq(fine),termFreq(flour),termFreq(flower),termFreq(grate),termFreq(half),termFreq(heat),termFreq(hot),termFreq(hour),termFreq(juic),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(liquor),termFreq(littl),termFreq(mace),termFreq(melt),termFreq(milk),termFreq(mix),termFreq(nutmeg),termFreq(orang),termFreq(ounc),termFreq(oven),termFreq(pan),termFreq(peel),termFreq(pepper),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quart),termFreq(quarter),termFreq(red),termFreq(sauc),termFreq(set),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(syrup),termFreq(togeth),termFreq(turn),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0696500100_000083,"The art of cookery, made plain and easy; which far exceeds any thing of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the Chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner, a Number of good Dishes, which you may make use of for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To make Anchovies, Vermicella, Carchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, By Way of Appendix, I. To dress a Turtle, the West-India Way. II. To make Ice Cream. III. A Turkey, &c. in Jelly. IV. To make Citron. V. To candy Cherries or Green Gages. VI. To take Ironmolds out of Linnen. Vii. To make India Pickle: Viii. To make English Catchup. IX. To prevent the Infection among horned Cattle. By a lady.",Hannah Glasse,212,3,3,8,10,3,8,4,3,2,0,3,5,4,3,1,4,8,2,1,1,8,0,5,4,1,9,2,5,2,8,2,2,0,3,5,1,4,1,5,2,2,7,0,7,0,8,2,8,1,2,2,2,4,0,2,0,6,6,6,2,1755,1,1,"London : printed, and sold at Mrs. Ashburn's China-Shop, the Corner of Fleet-Ditch; at the Bluecoat-Boy, near the Royal-Exchange; at the Prince of Wales's Arms, in Tavistock-Street, Covent-Garden; by W. Innys, in Pater-Noster Row; J. Hodges, on London-Bridge; T. Trye, near Gray's-Inn-Gate, Holborn; B. Dod, in Ave-Mary-Lane; J. Brotherton, in Cornhill; and by the booksellers in town and country, M.DCC.LV. - This Book is publish'd with His Majesty's Royal Licence; and whoever prints it, or any Part of it, will be prosecuted, [1755].",London,362,female,1708,1770,TRUE,"Currants added to it, and boil it for a Pudding. You may use Cochineal in the room of Saffron. The following Liquor you may make to mix with your Sauces Beat an Ounce of Cochineal very fine , put in a Pint of Water in a Skillet, and a Quarter"
0636400400_000057,"The london cook, or the whole art of cookery made easy and familiar. Containing a great number of approved and practical receipts in every branch of cookery. Viz. Chap. I. Of Soups, Broths and Gravy. II. Of Pancakes, Fritters, Possets, Tanseys, &c. III. Of Fish. IV. Of Boiling. V. Of Roasting. VI. Of Made-Dishes. VII. Of Poultry and Game. VIII. Sauces for Poultry and Game. IX. Sauces for Butcher's Meat, &c. X. Of Puddings. XI. Of Pies, Custards, and Tarts, &c. XII. Of Sausages, Hogs-Puddings, &c. XIII. Of Potting and Collaring XIV. Of Pickles. XV. Of Creams, Jellies, &c. XVI. Of Made Wines. By William Gelleroy, Late Cook to her Grace the Dutchess of Argyle. And now to the Right Hon. Sir Samuel Fludger, Bart. Lord Mayor of the City of London. To which is prefixed, a large copper-plate, representing his Majesty's Table, with its proper Removes, as it was served at Guild-Hall, on the 9th of November last, being the Lord Mayor's Day, when His Majesty, and the Royal Family, did the City the Honour to dine with them, and were highly pleased with their Entertainment.","Gelleroy, William",229,3,7,8,6,2,9,2,1,0,1,1,3,2,4,2,10,7,3,2,9,15,0,1,5,0,3,3,3,0,7,2,5,5,9,3,2,4,5,3,3,0,4,0,12,2,5,0,1,2,3,4,5,6,0,6,0,4,9,1,5,1762,1,1,"London : printed for S. Crowder, and Co. at the Looking-Glass; J. Coote, at the King's-Arms, in Pater-Noster Row; and J. Fletcher, St. Paul's Church-Yard, MDCCLXII. [1762].",London,368,unknown,,,FALSE,"puddings; and slice blanched almonds for those that have not sweetmeats. Throw fine sugar over the puddings and dish . An Apricot Pudding. OD D L E six large apricots very tender, G break them very small , sweeten them to your taste; when they are cold , add six"
0538800100_000086,"The art of cookery, made plain and easy: which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table II. Of Made Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which may be made use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Dishes for a Voyage; and setting out a Table on Board. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whipt Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicelli, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butcher's Meat, Poultry, Fish, Herbs, Roots, & Fruit. XXII. A certain Cure for the Bite of a Mad Dog. XXIII. A Receipt to keep clear from Bugs. To which are added, one hundred and fifty new and useful receipts: also, the order of a bill of fare for each Month, in the Manner the Dishes are to be placed upon the Table, in the present Taste. And also, fifty receipts for different articles of perfumery. With a copious index. By Mrs. Glasse.",Hannah Glasse,204,3,3,6,9,3,7,4,4,2,0,3,5,4,2,1,3,6,2,1,1,7,1,5,4,1,11,2,6,2,7,2,2,0,4,5,1,3,1,5,2,2,6,0,5,0,8,2,8,1,1,2,2,5,0,2,0,5,7,6,2,1796,1,1,"Dublin : printed for W. Gilbert, 26, South Great-George's-Street, M,DCC,XCVI. [1796].",Dublin,559,female,1708,1770,TRUE,"sugar , and white wine is a pretty auce for either baked or boiled , and you may make the sauce of what colour you please: or put it into a mould, with half a pound of currants added to it, and boil it for a pudding. You may use"
0825800500_000044,"The complete family-piece: and, country gentleman, and farmer's, best guide. In three parts. ... With a complete alphabetical index to each part.",,185,2,4,1,5,2,9,0,1,1,1,2,4,5,6,2,2,2,2,2,2,5,0,2,3,2,4,1,6,2,11,8,2,0,2,4,3,3,0,2,3,7,7,4,2,4,3,0,8,0,5,1,3,3,0,1,0,7,5,5,2,1737,1,1,"London : printed for A. Bettesworth and C. Hitch; C. Rivington; S. Birt; T. Longman; and J. Clarke, 1737.",London,600,unknown,,,FALSE,"Ginger sliced , a few Cloves, a' Spoonful of whole Pepper ju'i fbruifd; let them nb'6ilall a little .; wlien near cold , Mflice in aifbtavhole Nittneg, and some lemon peel , and likleivife put id dlr 3 Spoonfuls of Horse radih; then stop it e, aihd: for a ""Week"
0521200600_000106,"The art of cookery, made plain and easy; Which far exceeds any Thing of the Kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Mussins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,228,1,6,10,11,5,17,2,3,2,2,3,4,2,9,1,5,5,2,0,4,14,0,2,8,1,2,1,2,0,6,1,4,4,4,5,1,3,5,2,2,0,4,1,15,3,7,1,0,0,3,2,2,8,1,6,4,0,6,0,4,1774,1,1,"London : printed for W. Strahan, J. and F. Rivington, J. Hinton, Hawes and Co. W. Johnston, T. Longman, W. Owen, S. Crowder, B. White, T. Caslon, J. Wilkie, G. Robinson, T. Davies, J. Robson, T. Cadell, T. Becket and Co. W. Davis, Y. Knox, W. Nicoll, W. Cornish, T. Lowndes, R. Dymott, H. Gardner, B. Donville, J. Richardson, T. Durham, R. Baldwin, and J. Bell, [1774].",London,439,female,1708,1770,TRUE,"peel in,!! and dry !twp large.b.lad.e of mace and m eaf them' fine . You may, for change, add a pound of currants nicely washed and picked clean ; butter the pan or diih you bake it in, and then pour in your mixture.. It will take an hour apd"
0493500900_000023,"The house-Keeper's pocket-book, and compleat family cook: containing above twelve hundred curious and uncommon receipts in Cookery, Pastry, Preserving, Pickling, Candying, Collaring, &c. With Plain and easy Instructions for Preparing and Dressing every Thing suitable for an Elegant Entertainment, from Two Dishes to Five or Ten, &c. and Directions for ranging them in their proper Order. Also a copious and useful Bill of Fare, of all Manner of Provisions in Season, for every Month in the Year; so that no Person need be at a Loss to provide an agreeable Variety, at a moderate Expence. Together with Directions for making all Sorts of Wine, Mead, Cyder, Shrub, &c. and Distilling Strong-Waters, &c. after the most approved Methods: For Brewing Ale and Small-Beer in a cleanly, frugal Manner: And for Managing and Breeding Poultry to Advantage. Likewise several useful Family Receipts for taking out Stains, preserving Furniture, cleaning Plate, taking Iron-Moulds out of Linen, &c. As also easy Tables, of Sums ready cast up, from one Farthing to one Pound, for the Use of those not conversant in Arithmetic: And Tables shewing the Interest of Money from 3, 3 1/2, 4, and 5 per Cent. from one Day to a Year. The Whole is so contrived as to contain as much as any Book of double the Price; and the Excellency of the Receipts renders it the most useful Book of the Kind. By Mrs. Sarah Harrison, of Devonshire. The sixth edition, revised and corrected. To which are now added several modern receipts, by very good Judges of the separate Articles, particularly to dress Turtle, &c. Also, Every one their own physician: A Collection of the most appro[priate] Receipts for the Cure of most Disorders incident to Human bod[ies] Carefully compiled by Mary Morris.","Harrison, Sarah",223,2,3,4,15,2,8,1,4,4,4,2,10,3,1,1,10,5,4,0,10,7,0,3,6,2,1,3,1,0,9,3,2,2,6,7,2,1,2,3,4,0,5,3,9,3,5,0,2,0,1,4,3,9,0,8,1,4,7,0,2,1757,1,1,"London : printed for R. Ware, at the Bible and Sun, on Ludgate-Hill, M,DCC.LVII. [1757].",London,293,female,1733,1777,FALSE,"it in a Veal Caul, being warhed over with the Batter of Eggs ; then wet a Cloth , and pour it therein, and when the Pot boils put it in, being tied up close , bbil it about two Hours . When it is boiled , turn it into"
0195400500_000112,"The art of cookery, made plain and easy; which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,228,1,6,13,10,5,16,2,3,0,2,3,4,3,7,2,7,5,2,0,7,16,0,3,6,1,3,2,3,0,6,1,5,4,5,6,1,3,5,3,2,0,4,1,10,2,3,1,0,0,2,3,1,6,1,8,2,1,6,0,4,1767,1,1,"London : printed for A. Millar, R. Tonson, W. Strahan, T. Caslon, T. Durham, and W. Nicoll, M.DCC.LXVII. [1767].",London,452,female,1708,1770,TRUE,"is so dry as you can roil it up together without breaking, roll it as close as you can; then with a : iarp knife begin at one end, and cut it as thin as you can, have frme water boiling , with a little salt in it, put in"
0412400900_000021,"The house-keeper's pocket-book, and compleat family cook: containing above twelve hundred curious and uncommon receipts in cookery, pastry, preserving, picking, candying, collaring, &c. with plain and easy instructions for preparing and dressing every thing suitable for an elegant entertainment, from two dishes to five or ten, &c. and directions for ranging them in their proper order. Also a copious and useful bill of fare, of all manner of provisions in season, for every month in the year; so that no person need be at a loss to provide an agreeable variety, at a moderate expence [sic]. Together with directions for making all sorts of wine, mead, cyder-shrub, &c. and distilling strong-waters, &c. after the most approved methods: for brewing ale and small-beer in a cleanly, frugal manner: and for managing and breeding poultry to advantage. Likewise several useful family receipts for taking out stains, preserving furniture, cleaning plate, taking iron-moulds out of linen, &c. As also easy tables, of sums ready cast up, from one farthing to one pound, for the use of those not conversant in arithmetic: and tables shewing the interest of money from 3, 3 1/2, 4, and 5 per cent. from one day to a year. The whole is so contrived as to contain as much as any book of double the price; and the excellency of the receipts renders it the most useful book of the kind. By Mrs. Sarah Harrison, of Devonshire. The sixth edition, revised and corrected. To which is now added several modern receipts, by very good judges of the separate articles, particularly to dress turtle, &c. Also, Every one their own physician ; A collection of the most approved receipts for the cure of most disorders incident to human bodies. Carefully compiled by Mary Morris.","Harrison, Sarah",217,3,7,2,8,3,13,0,1,3,3,2,7,1,1,0,9,4,4,3,5,6,0,3,7,1,3,0,3,0,5,2,1,2,9,4,4,2,3,2,1,0,4,1,10,2,4,0,3,1,6,0,12,7,1,7,1,12,4,0,5,1755,1,1,"London : printed for R. Ware, 1755.",London,326,female,1733,1777,FALSE,"Pieces; then gather it to a Body on the Fire, and put it in the Dih, having the Brim garnilh'd with Puff Paste, and raied in the Oven ; then lay on it the four Pieces of Marrow, coloured Knots, and Pase, sliced Citron, and lemon peel . Half an"
1634100600_000011,"The London cook, or The whole art of cookery made easy and familiar. Containing a great number of approved and practical receipts in every branch of cookery. viz. Chap. I. Of soups, broths and gravy. II. Of pancakes, fritters, prossets, tanseys, &c. III. Of fish. IV. Of boiling. V. Of roasting. VI. Of made-dishes. VII. Of Poultry and game. VIII. Sauces for Poultry and game. IX. Sauces for butcher's meat, &c. X. Of puddings. XI. Of pies, custards, and tarts, &c. XII. Of sausages, hogs-puddings, &c. XIII. Of potting and collaring. XIV. Of pickles. XV. Of creams, jellies, &c. XVI. Of made wine. By William Gelleroy, late cook to Her Grace the Dutchess of Argyle. And now to the Right Hon. Sir Samuel Fludyer bart. lord mayor of the city of London. To which is prefixed, A large copper-plate, representing, His Majesty's table, with its proper removes, as it was served at Guild-Hall, on the 9th of November 1761, being the Lord Mayor's day, when His Majesty, and the royal family, did the city the honour to dine with them, and were highly pleased with their entertainment.","Gelleroy, William",200,1,4,9,2,3,7,1,0,0,4,2,9,2,3,0,8,6,1,3,3,10,0,3,2,2,2,1,4,0,5,1,3,1,5,3,4,2,2,7,3,0,9,1,9,2,8,2,2,1,3,0,1,12,2,3,3,6,2,5,1,1762,1,1,"Dublin : Printed by T. and J. Whitehouse Booksellers, at the State-Lottery-Office, in Nicholas-Street, M.DCC.LXII. [1762].",Dublin,267,unknown,,,FALSE,"them in fresh butter . anther sort as PANE aes. Take five or Tx eggs , a pint ofcream, two or three spoonfuls of flour , hree fpoonul of sack, one of S orange flower water , half a nutmeg grated , a little sugar , and half . a"
0549000100_000123,"The new art of cookery, according to the present practice; being a complete guide to all housekeepers, on a plan entirely new; consisting of thirty-eight chapters. ... By Richard Briggs, many years cook at the Globe Tavern Fleet-Street, the White Hart Tavern, Holborn, an now at the Temple Coffee-House, London.","Briggs, Richard",255,1,8,10,8,2,11,2,2,4,4,2,6,4,5,0,8,10,5,1,5,15,0,3,11,1,5,2,5,0,10,0,3,5,13,4,2,1,4,4,5,0,5,0,14,5,7,1,1,0,2,1,7,9,0,4,1,5,0,1,1,1792,1,1,"Philadelphia : Printed for W. Spotswood, R. Campbell, and B. Johnson, M,DCC,XCII. [1792].",Philadelphia,578,unknown,,,FALSE,"with a little water and lemon peel , cover them close , and stew them gently till they are tender; then rub them through a sieve, mix it with sugar very sweet, and put in a little beaten cinnamon and ginger; beat up four eggs with a pint of cream"
0776200300_000108,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and Littlecorner-Dishes for a great Table V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. Tomake Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad-Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,243,1,7,15,7,6,15,2,2,0,2,3,4,3,12,2,8,6,2,1,6,14,0,3,7,1,5,2,2,0,9,1,5,2,9,4,2,3,5,2,2,0,4,1,11,2,4,1,0,0,3,2,0,7,1,9,1,2,7,0,6,1763,1,1,"London : printed for A. Millar, J. and R. Tonson, W. Strahan, T. Caslon, B. Law, and A. Hamilton, M.DCC.LXIII. [1763].",London,444,female,1708,1770,TRUE,"a pint and a half of cream , or grate the bread , then beat half a pint of blanched almonds very fine till they are like a patle, with a little orange flower water , beat up the yolks of eight eggs and the whites of four: mix all"
1378100300_000039,"The house-keeper's pocket-book; and compleat family cook. Containing above seven hundred curious and uncommon receipts, in cookery, pastry, preserving, pickling, candying, collaring, &c. with plain and easy instructions for preparing and dressing every thing suitable for an elegant entertainment, from two dishes to five or ten. &c. and directions for ranging them in their proper order. To which is prefix'd, such a copious and useful bill of fare of all manner of provisions in season for every month of the year, that no person need be at a loss to provide an agreeable variety of dishes, at a moderate expence. With directions for making and breeding poultry to advantage. Concluding with many excellent prescriptions, of singular efficacy in most distempers incident to the human body; extracted from the writings of the most eminent physicians. By Mrs. Sarah Harrison, of devonshire.","Harrison, Sarah",236,2,5,9,16,1,12,0,0,3,2,0,5,1,1,1,10,4,4,3,6,14,0,1,7,1,1,2,4,0,14,4,4,3,6,7,4,6,2,1,2,0,4,2,11,2,2,1,1,1,3,1,6,8,0,8,2,6,6,0,4,1748,1,1,"London : Printed for R. Ware, at the Bible and Sun on Ludgate-Hill, 1745.",London,312,female,1733,1777,FALSE,"this together . If you will you may balrke it in a fine Cruft rolled thin, and laid ina Dill, or bake without, in a gentle Oven . Potatoe pudding. T AK E same good Potatoes, and boil them tender, then bruise them in a marble Mortar till they become"
1641400200_000038,"The frugal house wife: or, Complete woman cook. Wherein the art of dressing all sorts of viands, with cleanliness, decency, and elegance, is explained in five hundred approved receipts, in roasting, boiling, frying, broiling, gravies, sauces, stews, hashes, soups, pricassees, ragoos, pasties, pies, tarts, cakes, puddings, syllabubs, creams, flummery, jellies, giams, and custards. Together with the best methods of potting, collaring, preserving, drying, candying, and pickling. To which are prefixed, various bills of fare, for dinners and suppers in every month of the year; and a copious index to the whole. By Susannah Carter, of Clerkenwell.",Susannah Carter,275,4,2,5,18,0,12,0,2,8,5,2,6,0,2,2,9,6,6,2,11,13,0,1,14,0,1,1,4,0,14,1,8,10,10,7,2,5,2,3,4,2,7,0,11,2,6,1,1,0,0,2,7,12,0,6,1,3,6,4,2,1775,1,1,"Dublin : Printed by James Hoey, jun. at the Mercury, in Parliament-street, [1775?].",Dublin,182,female,,,FALSE,"it is pretty dry , put it in a stone mortar, with a pound of butter , a quarter of a pint of thick cream , some lack, orange flower water , and half a pound of fine sugar ; then beat and grind all these together for an hour"
1039400300_000084,"The art of cookery, made Plain and Easy; which far exceeds any thing of the kind ever yet published. Containing, I. Of Roasting, Boiling, &c. II. Of Made-Dishes. III. Read this Chapter, and you will find how Expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes fit for a Supper, or Side-Dish, and little Corner-Dishes for a great Table; and the rest you have in the Chapter for Lent. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Fast-Dinner, a Number of good Dishes, which you may make use of for a Table at any other Time. X. Directions for the Sick. XI. For Captains of Ships. XII. Of Hog's Puddings, Sausages, &c. XIII. To Pot and Make Hams, &c. XIV. Of Pickling. XV. Of Making Cakes, &c. XVI. Of Cheescakes, Creams, Jellies, Whip Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries, and Preserves, &c. XIX. To Make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French-Beans, &c. XX. Of Distilling. XXI. How to Market, and the Seasons of the Year for Butcher's Meat, Poultry, Fish, Herbs, Roots, &c. and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. By H. Glasse.",Hannah Glasse,193,3,3,5,8,3,7,4,3,2,0,3,5,5,2,1,3,5,2,1,1,7,1,5,4,2,10,2,7,1,8,3,2,0,3,4,1,1,1,4,1,3,6,0,5,0,7,2,7,1,2,3,2,2,0,2,0,4,6,6,2,1748,1,1,"London : printed for the author, and sold at Mrs. Wharton's Toy-Shop, the Bluecoat-Boy, near the Royal-Exchange; at Mrs. Ashburn's China-Shop, the Corner of Fleet-Ditch; at Mrs. Condall's Toy-Shop, near Gray's-Inn-Gate, Holborn; at the author's, at the Prince of Wales's Arms, in Tavistock-Street, Covent-Garden; and at all the great towns in England, [1748].",London,369,female,1708,1770,TRUE,"with a little role water , a Pound of grated Bread , a Pound and Quarter of fine Sugar , a Quarter of an Ounce of.cinnamon, and a large Nutmeg beat fine , Half a Pound of melted Butter , mixed with the Yolks of Eggs , and four Whites"
0649101200_000085,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Instructions for trussing Poultry. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Baking, Broiling and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings. Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pasties. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments. Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, containing considerations on culinary poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with a Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraved on thirteen copper-plates. By John Farley, principal cook at the London Tavern.","Farley, John",243,1,8,12,11,3,12,1,1,1,2,0,11,2,6,1,11,5,2,3,5,13,0,3,5,2,2,1,1,0,14,1,3,7,11,5,3,2,2,1,2,0,5,0,14,2,4,0,1,2,2,2,3,7,0,6,1,7,6,1,4,1789,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law; No 13, Ave-Maria-Lane; and G. and T. Wilkie, St. Paul's Church-Yard, [1789].",London,512,unknown,,,FALSE,"prunes. A Spoonful Pudding. TAKE a spoonful of flour , a spoonful of cream or milk , an egg , a little nutmeg , ginger, and salt. Mix all tbgether, and boil it in a little wooden dish half an hour . You may add a few currants. Tansey Pudding."
1077800400_000060,"English housewifery. Exemplified in above four hundred and fifty receipts, giving directions in most parts of cookery; And how to prepare various Sorts of Soops, Made-Dishes, Pastes, Pickles, Cakes, Creams, Jellies, Made-Wines, &c. With Cuts for the orderly placing the Dishes and Courses; also Bills of Fare for every Month in the Year; and an alphabetical Index to the Whole. A Book necessary for Mistresses of Families, higher and lower Women Servants, and confined to Things Useful, Substantial and Splendid, and calculated for the Preservation of Health, and upon the Measures of Frugality, being the Result of thirty Years Practice and Experience. By Elizabeth Moxon. With an appendix, Containing upwards of Seventy Receipts, of the most valuable Kind, (many never before printed) communicated to the Publisher by several Gentlewomen in the Neighbourhood, distinguished by their extraordinary Skill in Housewifery.",Elizabeth Moxon,214,0,4,13,7,2,11,0,3,0,3,4,5,4,3,0,7,7,1,1,2,4,0,5,1,3,0,0,5,0,11,4,3,0,5,1,3,9,4,2,4,5,3,5,11,4,7,2,2,2,2,0,2,6,0,3,1,5,7,4,2,1769,1,1,"Leeds : printed by Griffith Wright: for George Copperthwaite, bookseller in Leeds; and sold by Mr. E. Johnson, Bookseller in Ave-Mary-Lane, London; and by most Booksellers in Great-Britain, 1769.",Leeds,261,female,,,TRUE,"thicken it, and ferveit up hot with the craw fifh, or lobster, over the salmon. Trouts may be done the same way, only cut off their heads. 16 LOBSTER A''ITALIENNE. Cut the tail of the lobster in square pieces, take the meat out of the claws, bruise the red part"
