PassageID,Title,Author,Total termFreq,termFreq(afterward),termFreq(appear),termFreq(arch),termFreq(art),termFreq(author),termFreq(bilhop),termFreq(bishop),termFreq(book),termFreq(born),termFreq(build),termFreq(built),termFreq(cafe),termFreq(chancellor),termFreq(chapel),termFreq(charg),termFreq(church),termFreq(clergi),termFreq(colleg),termFreq(common),termFreq(court),termFreq(dean),termFreq(death),termFreq(degre),termFreq(divin),termFreq(earl),termFreq(fellow),termFreq(follow),termFreq(gave),termFreq(god),termFreq(grant),termFreq(hall),termFreq(head),termFreq(honour),termFreq(hous),termFreq(king),termFreq(land),termFreq(late),termFreq(law),termFreq(learn),termFreq(left),termFreq(littl),termFreq(live),termFreq(london),termFreq(master),termFreq(near),termFreq(north),termFreq(number),termFreq(order),termFreq(oxford),termFreq(person),termFreq(power),termFreq(present),termFreq(queen),termFreq(school),termFreq(sever),termFreq(societi),termFreq(statut),termFreq(univers),termFreq(valu),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0371400100_000036,"A narration of the lives of the thirteen compilers of the liturgy of the Church of England. Humbly address'd to the most Reverend the Arch-Bishops, the Right Reverend the Bishops, and all the Reverend Clergy of the said Church.","Downes, Samuel           1723",66,0,0,0,1,0,0,5,0,1,0,0,0,1,1,0,5,2,1,0,1,3,2,2,1,0,0,1,0,0,0,0,0,1,1,3,0,0,1,6,2,0,0,0,1,1,0,0,2,6,2,0,1,2,2,0,0,0,7,1,0,1751,1,1,"London : printed and sold by J. Lewis in Paternoster-Row, near Cheapside; and sold also by all the booksellers in Oxford and Cambridge, [1751?].",London,211,unknown,,,FALSE,prolocutor of that eminently pious convocation which laid the first foundation of our reformed church . He was singularly useful in all the measures then taken towards the restitution of the pure and uncorrupt religion of the ancient church . He was a strenuous assertor of the lawfulness of the
0930401400_000028,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a Plan and other Copper-Plates. To which are added, correct descriptions of the buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, and all other curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And several other considerable Houses and Gardens in the Neighbourhood.",,80,1,0,0,0,0,0,0,1,0,0,2,0,3,3,0,1,0,18,0,1,0,0,0,0,0,8,0,1,0,0,4,0,0,2,4,1,2,0,0,0,0,0,0,2,1,2,3,0,2,2,0,4,0,1,0,3,5,2,0,1,1764,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1764.",Oxford,144,unknown,,,FALSE,"the Entrance into the Chapel is a very neat though small one for the late Warden Dr. Wyntle and his Sister. The Hall is between the first and the inner Court ; and the Library in the finall old Quadrangle South of the Chapel , and is well furniflied with"
1209401400_000021,"A new pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Pictures, Hieroglyphicks, and all other Curiosities in the University. With an Historical Account of the Foundation of the several Colleges, and their present State. To which are added, descriptions of the Buildings, Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, Heythrop, Nuneham and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earls of Litchfield, Shrewsbury, and Harcourt; and the Marquis of Buckingham. A new edition, corrected, much enlarged, and adorned with a plan of the University and city, and six other plates.",,86,1,0,0,0,0,0,3,1,0,2,1,0,0,2,0,2,0,17,5,6,0,0,0,0,1,10,0,1,0,2,3,0,0,0,4,1,3,0,1,0,1,0,0,0,1,3,5,0,0,0,0,1,2,0,0,4,1,1,1,0,1794,1,1,"Oxford : printed for J. Cooke, near the Clarendon Printing-House, MDCCXCIV. [1794].",Oxford,162,unknown,,,FALSE,"this time comprehends 67 comprehends most of the counties in England. King Charles I. added one Fellowllipfor the Islands of Jersey and Guernsey. And by Mrs. Shiers's Benefaction, as completed and fettled by Dr. Hugh Short. rige, two other Fellowships were added, confined to the counties of Hertford and Surrey;"
1209401400_000014,"A new pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Pictures, Hieroglyphicks, and all other Curiosities in the University. With an Historical Account of the Foundation of the several Colleges, and their present State. To which are added, descriptions of the Buildings, Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, Heythrop, Nuneham and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earls of Litchfield, Shrewsbury, and Harcourt; and the Marquis of Buckingham. A new edition, corrected, much enlarged, and adorned with a plan of the University and city, and six other plates.",,77,0,0,0,0,0,0,2,3,0,4,1,1,0,4,0,1,0,18,0,1,0,1,0,1,0,5,1,3,1,1,3,1,0,3,2,1,4,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,0,3,0,0,1794,1,1,"Oxford : printed for J. Cooke, near the Clarendon Printing-House, MDCCXCIV. [1794].",Oxford,162,unknown,,,FALSE,"the same Church ; and becoming known to Henry IV was ent on several embassies by that Monarch, and advanced first to he Biflopric of St. David's, in which having continued five years, he was tanflated on July 29, 414, to the See of Canterbury, of which ht remained Archbishop"
0623700400_000016,"The history and antiquities of the University of Cambridge. Containing I. Its original and progress. II. A discription [sic] of the present colleges; ... By the Reverend Mr. Richard Parker, B.D. ...","Parker, Richard",86,3,0,0,2,0,0,6,2,0,1,1,0,3,3,0,2,0,3,1,0,0,1,0,4,0,19,1,3,0,2,1,0,0,3,7,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,3,0,1,1721,1,1,"London : printed for T. Warner, [1721?].",London,323,male,1572,1629,FALSE,"th first of which were Lancelot Andrews, Bishop of aichefier, and Thomas Dove, Btfllop of Peterburg. iinamn Smart, Alderman of]pfwich, and his Re Alice, afterwards Wife to Ralph Srivener, derman of the same Place, gave the Farm Wive; flon, with an Annuity of 2 1 at Bram d;  ane"
0130201300_000038,"The foreigner's companion through the Universities of Cambridge and Oxford, and the adjacent counties. Describing The several Colleges, and other Public Buildings. With An Account of their respective Founders, Benefactors, Bishops, and other Eminent Men educated in them. By Mr. Salmon.",Thomas Salmon,74,3,1,0,0,0,0,8,1,0,1,0,0,1,6,0,0,0,13,0,4,0,2,0,0,1,5,0,1,0,1,2,0,1,1,2,4,0,0,0,0,0,0,1,1,1,3,1,0,1,0,0,2,0,1,2,1,0,1,1,0,1748,1,1,"London : printed for William Owen, at Homer's Head, near Temple-Bar, in Fleet-Street. And sold by the booksellers in Cambridge, Oxford, and London, M.DCC.XLVIII. [1748].",London,184,male,1679,1767,FALSE,"then called St. Mary hall ; and con vey'd it, with three Acres of Land , to the Principal and Scholars of this House , for ever, for their Habitation, having obtained a Royal Charter for that Purpose. She afterwards added several new Buildings to it, and fettled other Lands"
1219400800_000011,"A pocket companion for Oxford. Containing, an accurate description of the public edifices, the buildings in each of the colleges, the gardens, Statues, Busts, Pictures, the Hieroglyphicks at Magdalen College, and all other Curiosities, in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. To which is prefix'd, correct lists of the chancellors, high-stewards, Vice-Chancellors, Professors, Lecturers, &c. With Perspective Views of Radcliffe's Library, Magdalen College New Building, New College from the Garden, Peckwater Square, and the inner Quadrangle of All-Soul's College.",,59,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,11,0,1,0,0,1,2,1,4,0,1,0,0,3,2,2,0,3,1,0,0,0,0,1,2,0,1,0,1,1,0,3,0,0,0,0,4,1,2,0,1,0,0,1756,1,1,"Oxford : printed for R. Clements , near the Theatre ; and sold by R. Baldwin, in Pater Noster-Row, London, 1756.",Oxford,126,unknown,,,FALSE,"and Tenm perance: So shall you guard them from falling into the Snares of Exces, and Debauchery. You shall teach them that the Vices with which the World abounds, Cruelty, Fraud, Avarice, Anger and Envy, as well as the more supple ones of abje&t Flattery, and Cowardice, are not to"
0396501400_000122,"The dignity and honour of the clergy, represented in an historical collection: shewing how useful and serviceable the clergy have been to this nation; By Their Universal Learning, Acts of Charity, and the Administration of Civil Offices: Wherein an account is given of books Published by them, in the Learned Languages and Sciences; of Churches, Colleges, Schools, &c. Founded at their Charge, and what Offices of State they have born, and how well they have Acquitted themselves in them. By John Groome, Vicar of Chidderditch, in Essex, and Chaplain to the Rt. Hon. Robert, Earl of Holderness. To which is prefix'd a letter to the author from the Reverend Dr. Hickes.","Groome, John",82,1,1,0,0,0,0,1,1,0,2,2,0,0,2,1,1,0,18,0,3,0,1,0,2,1,5,0,3,1,1,7,0,1,3,8,1,0,0,2,1,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0,0,1,2,1,0,1710,1,1,"London : printed for J. Wyat at the Rose, and D. Midwinter at the Three-Crowns, in St. Paul's Church-Yard, MDCCX. [1710].",London,475,male,1678,1760,FALSE,"his Last Will and Testament;; him a great Sum of Money in trust, to the intent he should perfect his Foundation, and endow his Hall with competent Possessions: He by his Deed, or rather a Decretal Order under his own Seal only, dated 21 Decembris i311, laid aside the Name"
0736401200_000051,"Appendix to The history and antiquities of the colleges and halls in the University of Oxford: containing Fasti Oxonienses; or a commentary on the supreme magistrates of the University: by Anthony Wood, M. A. now first published in English, from the original MS in the bodleian library; with a continuation to the present time, also additions and corrections to each college and hall; and indexes to the whole: by the editor, John Gutch, M. A. Chaplain of all souls, and corpus Christi Colleges.",Anthony Wood,70,3,0,0,1,0,0,4,1,1,0,0,0,3,2,0,4,0,6,0,0,6,2,0,2,7,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,4,3,0,0,0,1,0,2,1,0,3,2,0,0,1,3,0,0,1790,1,1,"Oxford : printed at the Clarendon Press, MDCCXC. [1790].",Oxford,388,male,1632,1695,FALSE,"to the Queen , [Retor of Permbridge in Herefordshire, ] Dean of Windsor [1602, being then D.D.. Regiftrary of the Order of the Garrtr, ]' and at length Bishop cf Gloucester. He died Jun. 14, i6i2, [et. 59, ] and was buried in St. George's Chapel in the Cafile at"
0623900600_000022,"The new Oxford guide: or, companion through the University. Exhibiting every particular worthy the observation of the curious in each of the public buildings, colleges, halls, &c. To which is added, a tour to Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Hon. the Earl of Litchfield, And the Right Hon. the Earl Temple. Containing, An accurate Description of their Tapestry, Paintings, Sculptures, Temples, Gardens, and other Curiosities. By a gentleman of Oxford. Th fourth edition, corrected and enlarged. Embellished with a new plan of Oxford, and other elegant engravings.",William Hawkins,70,3,2,1,0,0,0,4,0,0,1,2,0,2,6,0,7,0,10,1,2,0,0,0,0,0,4,1,1,0,0,1,0,0,2,1,2,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,3,0,1,1,3,1,1,0,0,1765,1,1,"Oxford : printed for J. Fletcher in the Turl; S. Parker in the High-Street; and J. Fletcher in St. Paul's Church Yard, London, [1765?].",Oxford,147,male,1722,1801,FALSE,"Armsn The most trikine curiosity is an ancient manuscript History of the Bible in French, illuminated with a series of beautiful paintings, illufirating the sacred itory. It was given by General Oglethorpe, formerly a member of this house . Here is (hewn also the Crosier of the Founder, which, although"
0988900101_000032,"The agreeable historian, or the compleat English traveller: giving a geographical description of every county in that part of Great-Britain, call'd England. Together with the antiquities of the same. With a Full and particular Account of all the Cities, Market Towns, Villages, Royal Palaces, and Gentlemen's Seats; of the Sea Ports and Fortifications, the Course of the Rivers and the Inland Navigation; of all the Fairs, and Market Days; and of the Trade, Commerce, and Product; with a map of every country [sic] prefix'd to each, from the best and latest Observations, after the designs of Herman Moll, and others. ... . Containing the following Counties, Bedfordshire, Berkshire, Buckinghamshire, Cambridgeshire, Cheshire, Cornwall, Cumberland, and the Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, and Essex. Compiled from Camden, Leland, Dugdale, Ogilby, Morgan, and other authors, by Samuel Simpson, gent.","Simpson, Samuel",89,0,0,0,0,0,0,2,1,0,5,5,0,3,0,0,0,1,18,0,5,1,2,0,1,1,9,0,1,1,1,4,0,1,0,5,3,1,1,3,1,0,0,0,1,0,0,3,0,0,1,0,1,3,0,1,0,0,3,0,0,1746,1,2,"London : printed by R. Walker, in Fleet Lane; and sold by the booksellers in town and country, 1746.",London,571,male,,,FALSE,"very fine new Building by itself, and endowed with two Fellowihips, in the Disposal of the Right Hon. the Earl of Nottijgham. t 2 St. JOHN' college . Was begun by the aforesaid Margaret, Countess of Richmond, nineteen Years or thereabouts after she had . built Chriif's College , but"
0879300700_000029,"A discourse on beneficence, and the wonderful remunerations of divine providence to charitable men; with a great variety of examples. By the Revd. David Simpson, M.A.","Simpson, David",74,0,0,0,0,0,0,2,3,4,5,1,0,1,1,0,2,0,7,2,1,0,0,0,1,0,1,0,5,0,0,2,0,1,0,0,1,2,0,1,4,0,1,0,1,0,0,0,1,1,3,0,2,4,1,6,0,0,5,2,0,1789,1,1,"Birmingham : printed and sold by M. Swinney; sold also by Dilly, London; Spence, York; Bulgin, Bristol; Clarke, Manchester; Bayley, Macclesfield; and all other Booksellers in Town and Country, M.DCC.LXXXIX. [1789].",Birmingham,211,male,1745,1799,FALSE,"of Mr. John Heyward, late prebendary of Litchfield, as a testimony of his gratitude to theirdeceafed father, who in his younger years placed him with his Uncle bishop Overall, 2ol. each; to some of his dorneftic servants oo Marks, to some 501 and to the rest half a Year's wages,"
1180600104_000025,"A tour through the island of Great Britain. Divided into circuits or journies. Containing, I. A description of the principal cities and towns, ... Originally begun by the celebrated Daniel De Foe, continued by the late Mr. Richardson, ... and brought down to the present time by gentlemen of eminence in the literary world.",Daniel Defoe,67,0,0,0,0,0,0,0,5,0,5,1,1,1,1,1,1,0,5,4,3,0,0,0,3,0,0,0,0,0,1,3,2,0,0,2,0,1,1,0,1,1,2,1,1,4,0,1,1,1,2,0,1,0,1,3,1,0,4,1,0,1779,4,4,"Dublin : printed for Messrs. D. Chamberlaine, J. Williams, T. Walkrr [sic], G. Burnet, L. Flinn [and 3 others in Dublin], 1779.",Dublin,390,male,1660,1731,TRUE,"no inculnbrance. The market for black cattle, sleep, horses, and grass is kept in that large space of ground within the \ elt Port, called the grafs market. On the fouth fide of the city, towards the east end, tands a large building , erected at the charge of the"
1102001300_000021,"The antiquities of London and Westminster. Being an account of whatsoever is ancient, curious, or remarkable, as to palaces, towers, castles, Walls, Gates, Bridges, Monasteries, Priories, Sanctuaries, Nunneries, Religious Houses, Cathedrals, Churches, Chapels, Colleges, Inns of Court, Hospitals, Schools, and other Magnificent Buildings, as Exchanges, Halls, Crosses, Markets, Gaols, and all Publick Edifices. Also Rivers, Brooks, Bourns, Springs, &c. And many other curious Matters in Antiquity, whereby will plainly appear the Difference between the Ancient and Present State of these two Famous Cities. By N. Bailey, Author of the Universal, Etymological, English Dictionary.",Nathan Bailey,74,0,0,1,0,0,0,1,4,0,2,1,0,0,0,1,2,1,5,2,2,1,2,2,1,2,0,0,0,0,0,1,4,0,4,13,0,0,4,1,0,0,2,2,1,1,1,0,4,0,1,0,0,1,2,2,0,0,0,0,0,1734,1,1,"London : printed for J. Osborn, at the Golden-Ball in Pater-Noster Row, [1734].",London,247,male,,1742,FALSE,"the Solemnities of the Knights of the Garter, and to cause their Arms to be hung up upon their Seats or Stalls after their Instalment, to carry or cause to be carried the Garter to Kings or Princes beyond the Seas, that are elected of this Order : To make"
1168500100_000024,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges ; the Gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with six copper-plates. To which are added correct descriptions of the Buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, and all other Curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And several other considerable Houses and Gardens in the Neighbourhood.",,73,2,3,0,1,0,0,2,1,0,3,0,0,0,3,0,0,0,12,0,6,0,0,0,0,0,5,0,0,0,1,3,0,0,5,2,2,1,0,1,0,1,0,0,3,0,2,2,3,2,0,0,1,1,0,0,1,1,2,0,1,1761,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1761.",Oxford,146,unknown,,,FALSE,"Cedar curiously worked, and the latter is embellished with Carvings of that eminent Artill Mr. Guibbons the Floor is laid with black and white Marble; the Ceiling adorned with admirable Stucco of a very high Relief, in the Middle of which is an i4cefrionw finely painted; and that which appears"
0686500201_000030,"A tour through the island of Great Britain. Divided into circuits or journies. Containing, I. A description of the principal cities and towns, their Situation, Government, and Commerce. II. The Customs, Manners, Exercises, Diversions, and Employments of the People. III. The Nature and Virtue of the many Medicinal Springs with which both Parts of the United Kingdom abound. IV. An ample Description of London, including Westminster and Southwark, their Bridges, Squares, Hospitals, Churches, Palaces, Markets, Schools, Libraries, Shipping in the Thames, and Trade, by means of that noble River, &c. V. The Produce and Improvement of the Lands, the Trade, and Manufactures. VI. The Sea Ports and Fortifications, the Course of Rivers, and the Inland Navigation. Vii. The Public Edifices, Seats, and Palaces of the Nobility and Gentry. Viii. The Isles of Wight, Scilly, Portland, Jersey, Guernsey, and the other English and Scotish Isles of most Note. Interspersed with Useful Observations. Particularly fitted for the Perusal of such as desire to Travel over the Island. Originally begun by the celebrated Daniel De Foe, continued by the late Mr. Richardson, Author of Clarissa, &c. and brought down to the present time by gentlemen of eminence in the literary world. ...",Daniel Defoe,80,1,0,0,0,0,0,1,3,0,5,8,0,0,4,2,0,0,8,1,2,0,0,1,0,0,4,0,0,0,0,4,0,0,2,3,0,4,0,1,3,0,1,0,0,2,0,2,0,1,0,0,1,1,3,1,0,1,10,0,0,1778,1,4,"London : printed by W. Strahan, J. F. and C. Rivington, J. Buckland, R. Baldwin, T. Longman, T. Caslon, J. Richardson, T. Lowndes, W. Stuart, T. Becket, S. Bladon, T. Cadell, E. and C. Dilly, J. Nichols, W. Flexney, W. Goldsmith, G. Burnet, and J. Bell, 1778.",London,405,male,1660,1731,TRUE,"called Sidney suifex. It was erected on the place where formerly the monastery of Grey friars, built by king Edward I.; had flourished. But though this college owes its rise to the bequest of this lady, and the care of her executors, it is exceedingly improved by the bene factions"
0424400400_000167,"The history and antiquities of the colleges and halls in the University of Oxford: by Antony Wood, M.A. Now first published in English, from the original manuscsipt [sic] in the Bodleian Library; with a continuation to the present time: by the editor, John Gutch, ...",Anthony Wood,71,1,1,0,0,0,0,3,1,1,3,0,0,0,1,0,1,0,6,0,0,1,2,0,2,0,2,1,1,0,1,17,0,0,0,3,4,0,0,1,0,2,0,0,1,0,1,1,0,4,1,0,0,0,0,0,2,3,2,1,0,1786,1,1,"Oxford : at the Clarendon Press: printed for the editor, 1786.",Oxford,719,male,1632,1695,FALSE,"gain. This was done 20 Oft. 24 Hen. VII Dom. 1508, at which t: me the laid Richard Sutton, and others, to whom the lease was made, did then covenant to discharge the said Master and Fellows of twelve shillings (S) yarly rent issuing out of Brasenose, payable to the"
0536400101_000151,"Magna Britannia et Hibernia, antiqua & nova. Or, a new survey of Great Britain, ... Collected and composed by an impartial hand. ...","Cox, Thomas",86,0,0,0,0,0,0,3,0,0,6,5,0,3,0,1,0,1,14,0,4,1,2,0,0,0,8,0,1,2,1,4,0,1,2,5,2,2,1,2,1,0,0,0,2,1,0,3,0,0,1,0,2,3,0,1,0,0,1,0,0,1720,1,6,"[London] : In the Savoy: printed by Eliz. Nutt; and sold by M. Nutt, and J. Morphew, 1720-31.",London._                 [.lookup error 1],784,male,,,FALSE,"by th aforeraid marg.ret, Countess of Richmknr nineteen Years or thereabouts after The ha built Cl: s's co!lege, but was only retarde a while by her Death , for she left (a) Lane and Moneys in the Hands of her Executor R: : rard Feo Bishop of .v.rchfer, Yoahs Fijh."
1223600300_000015,"A new pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Pictures, Hieroglyphics, and all other Curiosities in the University. With an Historical Account of the Foundation of the several Colleges, their History and present State. Adorned with a Plan of the University and City, and other Plates. To which are added, descriptions of the buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple.",,73,0,0,0,0,0,0,2,2,0,4,0,0,0,5,0,0,0,14,0,1,0,1,0,1,0,5,0,3,1,1,5,1,0,3,2,1,3,1,3,1,1,0,0,0,0,1,1,1,3,0,0,1,0,1,1,1,1,1,0,0,1790,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; and sold by John Rivington, in St. Paul's Church-Yard, London, [1790?].",Oxford,164,unknown,,,FALSE,"Ani marum omnnium Fidelium defunilorum de Oxon. that is, The College of the Souls of all Faithful Prople departed of Oxford . By the Statutes he gave this College , he appointed forty Fellows , whereof twenty-four were diredkd to study Divinity and Philosophy, and the other sixteen the Civil"
1181300101_000108,"The works of Sir James Ware concerning Ireland revised and improved. In three volumes. Vol. I. Containing, the history of the bishops ... Vol. II. Containing, the antiquities of Ireland. Vol. III. Containing, the writers of Ireland. In two books. All written in Latin ... now newly translated into English, ... Embellished with copper plates. ...","Ware, James, Sir",58,3,2,0,2,1,0,5,1,1,0,1,0,3,0,0,4,2,3,1,1,1,0,2,2,1,1,2,0,0,1,0,0,0,1,7,0,0,0,0,1,0,0,2,1,1,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,1739,1,2,"Dublin : printed for the author, by E. Jones, 1739-1746.",Dublin,718,male,1594,1666,FALSE,"Richard Rokeby a, Lord Treasurer of Ireland, and received Part of his Education in an Ancient Hostel for the Reception of Canonists in Aldgate Parish, London , and about the same Time was made reor of Sandal, near Doncafler, perpetual Vicar of Halyfax, in york/hire, and afterwards ] was advanced"
0487700300_000021,"A concise and accurate description of the university, town, and county of Cambridge: containing a particular history of the colleges and public buildings, Their Founders and Benefactors; With an Account of The considerable Improvements which have lately been made throughout the University. Correct Lists of the University Officers, &c. An invariable Rule for The Beginnings and Endings of the Cambridge Terms; And other useful Notes relative to the University. To which is added, an exact account of the roads, posts, Coaches, Diligences, Stage-Waggons, &c. Illustrated with several neat views of Publick Buildings, and a very accurate Plan of the University and Town.",,74,0,1,2,0,0,0,10,2,0,3,1,0,2,6,0,0,0,8,0,2,1,0,0,1,4,3,0,2,0,0,6,0,0,0,0,0,2,0,0,0,1,0,0,6,0,1,1,0,0,0,0,2,3,0,1,2,0,1,0,0,1785,1,1,"Cambridge : printed by J. Archdeacon, printer to the University; for J. & J. Merrill, Booksellers, in Cambridge; and sold by T. Cadell, in the Strand, B. White & Son, in Fleet Street, and G. & T. Wilkie, in St. Paul's Church Yard, London, [1785?].",Cambridge,145,unknown,,,FALSE,"bishop of Litchfield and Coven rr, -, 166i. 13 Car. 2 Robert Skinner, bifiop of Worcetler, 1663 15 Car. 2 John wvilkins, bishop of Chester, 1668 20 Car. 2 John Creighton, bishop of Bath and Wells, 16-0. 22 Car. 2 Edward Jones, bishop of St. Afaph, 1699 LI Gul. 3"
1352200500_000497,"A new general atlas, containing a geographical and historical account of all the empires, kingdoms, and other dominions of the world: With the natural history and trade of each country. Taken from the best authors, particularly cluverius, brietius, cellarius, bleau, baudrand, hoffman, moreri, the two sansons, luyts, the atlas historique, Sir John Chardin, Le br un, Tournefort, &c. To which is prefix'd, An introduction to geography, rendring the principal parts of the science easy and containing all that is necessary for the ready understanding of maps. Together with a copious alphabetical index. The maps, which are all engraven or revised by Mr. Sensex, are laid down according to the observations communicated to the English Royal Society, the French Royal Academy of Sciences, and those made by the latest travellers: and the descriptions suited to the course of each map, which has not been observ'd in any other atlas.","Senex, John           1740",93,2,0,0,0,0,0,1,2,0,2,4,0,3,6,1,1,0,14,0,3,0,0,0,0,0,14,1,3,0,0,8,1,0,3,3,2,0,1,0,3,0,1,1,5,0,0,0,1,0,0,0,1,2,1,0,0,0,3,0,0,1721,1,1,"London : Printed for Daniel Brown without Temple-Bar, Thomas Taylor over-against Serjeants-Inn in Fleet-Street, John Darby in Bartholomew-Close, John Senex in Salisbury-Court, William Taylor in Pater-Noster-Row, Joseph Smith in Exeter-Change, Andrew Johnston engraver in Round-Court, William Bray next the Fountain-Tavern in the Strand, Edward Symon in Cornhill, M.DCC.XXI. [1721].",London,458,unknown,,,FALSE,"Schools here, and that K. Lucius founded the University : But that is generally ascribe to Sigebert King of the E. Angles, about the Year 630 and 636; and he procured great Immunities for it from Pope Honorius I. which were confirmed by Sergius I. The D. of Somerset is"
1685700700_000015,"A Pocket companion for oxford: Or, Guide through the university. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, statues, busts, pictures; the hieroglyphics at Magdalen College, and all other curiosities in the University. With an historical account of the foundation of the colleges, their history, and present state. With lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, professors, lecturers, &c. Adorned with a plan and other copper-plates. To which are added, correct descriptions of the buildings, the tapestry, paintings, sculptures, temples, gardens, and all other curiosities at Blenheim, Ditchley, and Stow, the seats of His Grace the Duke of Marlborough, the Right Honourable the Earl of Litchfield, the Right Honourable the Earl Temple, and other considerable houses in the neighbourhood.",,62,1,1,4,0,1,0,4,1,0,2,1,0,4,6,0,0,0,2,0,2,5,0,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,1,2,1,0,0,5,0,1,2,0,6,0,0,1766,1,1,"Oxford : Printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-noster-Row, London, 1766.",Oxford,147,unknown,,,FALSE,"on the East, adorned with two beautiful Gothic Towers. This Court is in Length from North to South about 172 Feet, and in Breadth x55. The Chapel of this College is about 70 Feet long, and 30 broad; the Ante chapel of the same Dimensions i the Altarpiece is of"
1124900700_000011,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a plan and other copper-plates. To which are added, correct descriptions of th buildings, the Tapestry, Paintings, Soulptures, Temples, Gardens, and all other curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And other considerable Houses in the Neighbourhood.",,77,0,0,1,0,0,0,1,3,0,2,2,0,0,5,0,0,0,13,2,4,0,0,1,2,0,8,0,2,0,0,3,1,0,0,4,0,1,0,0,1,0,0,0,0,0,3,2,5,1,0,0,1,3,0,2,2,1,1,0,0,1769,1,1,"Oxford : printed for Daniel Prince, near the Clarcndon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1769.",Oxford,146,unknown,,,FALSE,"to; be one of the hest proportioned Rooms in Oxford . It is extremely well illuminated, and has a Chimneypiece of beautiful Marble; and there is an Opening from the Gallery over the West Cloister, which seems designed for Music; and hither Strangers are frequently fiequently brought, who desire to"
