PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accept),termFreq(accord),termFreq(altar),termFreq(anoint),termFreq(aton),termFreq(blood),termFreq(bread),termFreq(bring),termFreq(brought),termFreq(bullock),termFreq(burn),termFreq(burnt),termFreq(children),termFreq(clean),termFreq(command),termFreq(congreg),termFreq(continu),termFreq(door),termFreq(drink),termFreq(eat),termFreq(fat),termFreq(father),termFreq(favour),termFreq(fine),termFreq(flour),termFreq(foul),termFreq(goat),termFreq(god),termFreq(hall),termFreq(halt),termFreq(hand),termFreq(head),termFreq(holi),termFreq(israel),termFreq(kid),termFreq(kill),termFreq(lamb),termFreq(law),termFreq(levit),termFreq(meat),termFreq(month),termFreq(mose),termFreq(offer),termFreq(oil),termFreq(peac),termFreq(peopl),termFreq(priest),termFreq(princ),termFreq(ram),termFreq(sacrific),termFreq(servic),termFreq(spake),termFreq(tabernacl),termFreq(tenth),termFreq(unclean),termFreq(vow),termFreq(water),termFreq(work),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1529600200_000139,The Holy Bible containing the Old and New Testaments Newly translated out of the original tongues and with the former translations diligently compared & revised. By His Majesties special command appointed to be read in churches[.],,140,0,0,1,0,0,2,0,1,0,0,7,1,7,3,0,3,3,3,0,5,0,0,0,3,0,4,0,3,0,1,1,3,0,3,1,2,0,9,0,0,6,7,1,27,5,0,0,2,0,6,5,0,0,0,9,0,0,0,3,3,1751,1,1,"Oxon : Printed by Thomas Baskett, printer to the University, [1751].",Oxford,1148,unknown,,,FALSE,"41 And a in the beginnings of: ~ E your months ye thal offer a burnt offi'ering unto the LORD; two young bullocks , and one ram , seven lambs of the firrl year without spot, 12 And three tenth deals of flour fora meat otfering mingled with oil ,"
1684400200_000080,"The Holy Bible, Containing the Old and New testaments: newly translated out of the original tongues: and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,128,10,0,2,11,1,1,5,0,1,3,2,1,13,1,2,4,2,0,1,2,4,6,0,0,0,0,0,2,0,0,0,2,2,5,2,0,0,0,0,0,2,0,8,17,0,3,6,0,0,2,2,0,1,1,0,1,0,0,0,0,1751,1,1,"Belfast : Printed by and for James Blow; George Grierson, printer to the King's Most Excellent Majesty at the King's-Arms and Two Bibles in Essex-Street, Dublin, M,DCC,LI. [1751].",Belfast,1096,unknown,,,FALSE,"dipped his finger in the blood , and put will be glorified. And Aaron held his peace . it upon the horns of the altar , and poured out the 4 And moses called Milhael and Elzaphan, the blood at the bottom of the altar . sons of u~zzlel the"
1477900200_000136,"The Holy Bible, containing the Old and New Testaments: together with the Apocrypha: translated out of the original tongues, with the former translations diligently compared and revised, by the special command of King James I, of England. With marginal notes and references. To which are added, an index, and an alphabetical table of all the names in the Old and New Testaments, with their significations.","Andrews, Ebenezer Turrell",118,1,0,0,0,0,0,0,2,1,0,4,0,8,3,0,2,3,3,0,5,0,0,0,2,0,4,0,1,1,1,1,3,0,2,3,1,0,8,0,0,6,4,4,21,4,0,0,3,0,3,3,0,2,0,5,0,0,2,1,1,1791,1,1,"United States of America. Printed at the press in Worcester, Massachusetts : by Isaiah Thomas. sold by him in Worcester; and by him and Company, at Faust's Statue, no. 45, Newbury Street, Boston, MDCCXCI. [1791]",Worcester|Boston.,1363,male,1766,1851,FALSE,"land which I have given unto the children of Israel . 3 And when thou hast seen it, .thou fh - al so f fhaltt be gzathered unto thype 3r .2. pleas Aaron thy brother was gate ed. a Eh. 20 14 For ve a rebelled againf1 my com g;,."
0448200200_000095,"A revised translation and interpretation of the sacred scriptures, after the eastern manner, from Concurrent Authorities of the Critics, Interpreters, and Commentators Copies and Versions: Shewing, That the Inspired Writings contain the seeds of the valuable sciences, being the source whence the ancient Philosophers derived them, also the most ancient histories and greatest antiquities; and are the most entertaining as well as instructing to both the curious and serious.","Ray, John Mead",75,4,0,2,1,1,3,0,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,2,1,1,1,2,1,0,1,1,0,4,0,2,2,3,3,8,2,1,1,1,0,4,2,3,1,3,0,0,0,1,0,3,1799,1,1,"London : sold by G. Robinson and Co. Longman and Rees, and J. Lackington; and J. Wallace, J. Dickson, and A. Fitch, Edinburgh; and John Murdoch, Glasgow, 1799.",London,890,male,,,FALSE,"tribe of Naph tlali, offered , 79 A silver flagon, weighing one hundred & thirty fiekiels. a diver vial, cf seventy fiekeds after the flckel of the iahnduary, both full of fine flour mingled with oil , for a meat bffering: So A golden spoon often shekels, full of incense:"
1708600100_000103,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues; and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,123,3,0,0,5,1,12,9,0,6,1,4,3,2,2,2,0,5,0,1,0,0,1,1,0,0,0,0,8,0,8,0,1,0,5,4,0,2,0,1,0,0,2,0,11,0,0,3,5,0,0,0,0,0,5,1,5,0,2,1,1,1787,1,1,"Edinburgh : Printed by the assigns of Alexander Kincaid, His Majesty's printer, MDCCLXXXVII. [1787].",Edinburgh,1134,unknown,,,FALSE,"the LORD ifnue, then the shall number to herfeif at the door of the tabernacle of the seven days, and after than ihe shall be congregation . clean . 8 And Aaron shall cast lots upon the 29 And on the eighth day the [ hall two goats ; one"
1541400100_000150,"The Christian's new and complete family Bible: Or, Universal Library of Divine Knowledge. Containing the sacred texts of the Old and New Testaments, with the Apocrypha, at Large. Illustrated with notes and annotations, historical, chronological, biographical, geographical, theological, moral, systematical, practical, admonitory, divine, and explanatory. In which the most difficult passages are rendered clear and familiar, the seeming contradictions reconciled, the mis-translations rectified, and important truths confirmed, so as to confute the insidel, dispel the mists of darkness, enlighten the ignorant, encourage the diffident, reclaim the vicious, reconcile the doubtful, lead the wavering into the paths of truth, and implant in the mind of every Christian that divine knowledge which is essentially necessary to salvation. Forming a complete treasury of divine revelation. To which is added, at the end of each book, a summary of the doctrines contained therein, being a full explanation of the various books in the old and new testaments. And, as a farther illustration, will be given a general index, or concordance, clearly pointing out every material transaction recorded in the sacred writings. A chronological index of transactions from Adam to the time of our blessed Saviour. A geographical index of places mentioned in the Holy Scriptures. A full explanation of the proper names in the scriptures, with their significations, &c. A brief account of the apostles and their successors, who propagated the Christian religion, by presiding over the Apostolic Churches of Antioch, Jerusalem, &c. The whole forming a complete body of Christian Divinity, explained and illustrated in such a manner, as to guide the reader through the paths of happiness in this world, and lead him to the mansions of eternal bliss in that which is to come. By the Rev. Thomas Bankes, of St. Mary Hall, Oxon; vicar of Dixton, in Monmouthshire; and morning and afternoon preacher at Hampstead. Embellished and enriched with upwards of three hundred and fifty engravings, illustrating the various transactions recorded in the sacred writings, from Genesis to the end of the revelations.","Bankes, Thomas",93,8,2,1,2,2,1,2,0,1,1,0,2,1,2,2,4,2,0,1,3,3,1,0,0,0,0,0,1,3,1,0,3,1,7,2,0,0,0,1,0,1,0,4,9,2,2,3,2,0,0,3,1,2,2,0,1,0,0,0,1,1787,1,1,"London : Printed for C. Cooke, No. 17, Pater-Noster-Row; and sold by booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other bookseller in England, Scotland, and Ireland, [1787?].",London,1148,unknown,,,FALSE,"s6. and then became the portion of the priests . Ver. 2z. Aaron lifted ufl his hand , c.] Towards the presence of the Lord, as imploring a blessing from him on the people . Thus did our Saviour lift up his hands to heaven, and bless his disciples, Luke"
0066200500_000137,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, By his Majesty's Special Command. Appointed to be read in Churches.",,171,1,0,0,2,2,0,0,0,0,0,8,0,7,4,0,0,1,0,0,0,0,0,0,0,6,6,0,14,0,0,0,0,0,0,1,7,0,14,0,1,6,0,2,40,6,7,0,0,6,13,7,0,2,1,1,0,0,0,0,6,1775,1,1,"Cambridge : printed by John Archdeacon Printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, [1775] [1776].",Cambridge,1421,unknown,,,FALSE,"full of fine flour mingled with oil for a meat offering : o5 One golden spoon of ten Jhekels, full of incense: 5i One young bullock , one ram , one lamb of the first year, for a burnt offering : 52 One kid of the goats for a sin"
1369100200_000094,The Holy Bible containing the Old Testament and the New:- Newly translated out of the original tongues and with the former translations diligently compar'd & revis'd by His Mats. special command appointed to be read in churches.,,132,10,0,0,7,4,2,4,3,0,7,4,1,6,1,0,6,5,0,2,0,0,6,0,1,0,0,0,1,0,0,0,7,6,1,0,1,1,1,0,0,1,0,15,7,4,1,2,0,0,9,1,0,0,4,0,0,0,1,0,0,1735,1,1,"London : Printed for John Baskett printer to ye Kings Most Excellent Majesty, 1735.",London,1150,unknown,,,FALSE,"eaul above the liver, and the two kidneys, and their fat , and moses burned it upon the altar . r7 But the bullock and his hide, his flesh and his dung, he burnt with fire without the camp s as thelo Ra r commanded Mlofes reh~ 18 a( s"
1515900100_000106,"The Holy Bible, containing the Old and New Testaments; Newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,132,8,0,0,2,0,6,6,0,5,1,7,3,4,2,0,0,4,0,2,0,0,1,0,0,0,0,0,12,0,9,0,1,1,7,2,1,2,0,1,0,0,0,2,22,0,0,3,4,0,2,0,0,1,3,0,4,0,2,0,2,1762,1,1,"Cambridge : Printed by Joseph Bentham printer to the University; sold by Benjamin Dod, bookseller, at the Bible and Key in Ave-Mary Lane, near St. Paul's, London, 1762.",Cambridge,1283,unknown,,,FALSE,"takes unto her two turtles,, or two young pige i ons, and bring them unto the priest , to they.., -......... t f 33 And of her that is sick of her flowers, and of him that hath an issue, of the man, and of the woman, and of him"
0065200900_000096,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues; and With the former Translations diligently Compared and Revised. By His Majesty's special Command. Appointed to be read in Churches.",,104,1,0,0,2,0,6,12,0,1,1,1,2,0,5,2,2,3,0,4,0,2,1,1,0,0,0,1,1,2,10,4,0,0,3,7,0,0,1,0,0,0,2,2,6,0,0,3,5,0,0,1,0,2,3,1,2,0,1,1,0,1725,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXV. [1725].",Oxford,789,unknown,,,FALSE,"LORD, unto the door comen into the camp. of the tabernacle of the cougeretriol, un 27 And the bullock for the sin offer to the priest , and offer theil or ieace ing, and the goat for the lin offering , offerings uno the LORD. wiofe blood was brought in"
0065600500_000114,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently compared and revised. By His Majesty's special Command appointed to be read in Churches.",,125,0,1,0,0,0,3,0,3,2,2,1,0,3,2,1,0,0,0,0,3,1,0,0,1,2,2,0,1,3,16,2,0,0,7,2,1,0,4,0,0,4,5,2,27,1,1,2,4,0,1,2,0,3,1,3,0,0,0,5,1,1765,1,1,"Oxford : printed by Mark Baskett Printer to the University, [1765].",Oxford,1086,unknown,,,FALSE,"xoad.3. say unto them,  When ye be come into xib'8 s' the land which I give unto you, and shall reap the harvest thereof, then ye shall dut. .i6.' bring a I + of the firstfruits of youi r o, harvest unto the priest : < w, : y,.."
1232200101_000086,"The holy Bible translated from the Latin Vulgate: diligently compared with the Hebrew, Greek, and other editions in diverse languages. And first published by the English College at Douay, Anno 1609. Newly revised and corrected, according to the clementin edition of the scriptures. With annotations for clearing up the Principal difficulties of Holy Writ. ...",Richard Challoner,138,5,0,1,3,1,0,5,2,0,0,0,1,2,5,1,2,1,0,0,0,10,7,0,0,1,2,0,1,0,21,1,1,0,1,4,0,0,0,4,0,1,0,4,17,4,7,4,6,0,1,8,0,0,1,0,2,1,0,0,0,1796,1,5,"Edinburgh : printed by J. Moir, Paterson's Court, 1796.",Edinburgh,515,male,1691,1781,FALSE,"And hall he bturnt with fire. flour , tha C HAP. VII en, and fed on t] If. fcrifc.r for tre/faj'es and the frying hinek r riongrs. ano fiat priel's tl not blood zt. to be eaten. so Wh HIIS also. is. the law of pered wit the sacrifice for"
0061200300_000092,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the Former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,141,12,0,0,6,9,0,4,1,3,3,3,1,2,6,0,6,4,0,2,0,2,7,0,0,0,0,0,0,0,0,0,2,3,1,6,0,0,0,1,0,2,0,9,21,3,6,2,3,0,2,4,0,1,3,0,0,0,1,0,0,1741,1,1,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, at the King's-Arms and Two-Bibles in Essex-Street, M,DCC,XLI. [1741].",Dublin,1284,unknown,,,FALSE,"the children of Israel , si)"" .i C h th offered . ing, q Ye fhalleat no manner of fat , ofox, or is Y A nd al the meat offering thatisbaaken of ieep, or ofgoat. t 24 An I z4 And the fat of the t beast that dieth"
0060000200_000102,"The new family Bible: or, divine library. Containing the sacred text at large of the Old and New Testament; with the Apocrypha. With notes selected from the most eminent and approved Commentators. The Whole carefully Revised and Corrected.",,116,1,1,0,2,1,1,6,1,0,1,0,1,7,1,1,0,2,0,0,0,5,5,0,0,1,1,0,1,0,4,1,0,0,7,1,0,2,0,4,1,2,0,0,22,4,6,3,7,0,0,5,0,0,2,0,4,1,1,0,0,1777,1,1,"Shrewsbury : printed by T. Wood; and sold by G. Robinson, Pater-Noster-Row; and T. Vallance, Cheapside, London, MDCCLXXVII. [1777].",Shrewsbury,1320,unknown,,,FALSE,"the tabernacle of the congregation . 27 Whatsoever stall touch the flefl.thereof llhall be holy ; and when there is tprinkled of the blood thereof upon any garment, thou. halt wall that whereon it was fprinkled.in the holy place. 28 But the earthen vessel wherein it is sodden lall be"
1540300200_000136,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues: and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,166,0,0,0,0,0,2,0,1,1,1,7,0,12,1,0,0,1,5,1,7,0,0,0,5,0,5,0,3,0,2,0,0,0,4,1,2,0,14,0,0,11,7,1,35,7,0,0,0,1,7,4,0,1,1,11,0,0,0,2,3,1733,1,1,"Oxford : Printed by John Baskett, printer to the University, MDCCXXXIII. [1733].",Oxford,1141,unknown,,,FALSE,"and before the princes , and all the congregation , by the door of the tabernacle of the can re ation, saying, * chap a Our f~athera dead in the wdlderners, and : he was not in the company of them that gathered themselves together against the Loan in the"
0060500100_000098,"The holy Bible, containing the Old and New Testaments, Translated out of the Original Tongues, and with the Former Translations Diligently Compared and Revised. With select notes. Appointed to be Read in Churches.",,121,1,0,0,4,0,7,16,0,3,1,1,2,1,6,1,1,5,0,5,0,4,2,1,0,0,0,1,3,3,6,1,0,0,2,7,0,0,0,1,0,0,0,3,9,0,1,7,3,0,0,2,0,2,5,0,1,0,2,1,0,1796,1,1,"London : printed by M. Ritchie, Middle-Street, Cloth Fair, for J. Wright, 169, Piccadilly, MDCCXCVI. [1796].",London,1736,unknown,,,FALSE,"people , and make an atonement 33 And he hall make an atone . for himself, and for the people . ment for the holy sanctuary, and h 25 And the fat of the sin offering shall make an atonement for the tabe shall he burn upon the altar ."
0077900300_000094,"The holy Bible, containing the Old Testament and the New: Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised, By His Majesty's special Command. Appointed to be read in Churches.",,159,9,0,0,5,0,11,6,0,5,0,7,1,2,5,1,2,8,0,2,0,0,0,0,0,0,0,0,14,0,29,0,3,2,11,7,1,2,0,0,0,0,0,1,9,0,0,2,2,0,2,0,0,1,4,0,2,0,2,0,1,1773,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in Oxford, [1773].",Oxford,1201,unknown,,,FALSE,"the ioru, and died; a And the lord said untomofes, Speak unto Aaron thy brother, that tle come not at all times into the holy place within the vail, before the mercy seat which is upon the ark; that he die not: for I will appear in the cloud upon"
1533100100_000094,"The Holy Bible, containing the Old and New Testaments, Newly translated out of the original tongues: and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,133,0,2,0,0,0,2,0,6,2,4,2,0,2,4,1,1,0,0,0,1,2,0,0,2,1,2,0,1,4,30,2,1,0,9,3,1,0,4,0,0,3,4,0,17,1,1,0,1,0,1,2,0,3,1,2,0,1,0,6,1,1737,1,1,"Oxford : Printed by John Baskett, printer to the University, MDCCXXXVII. [1737].",Oxford,1021,unknown,,,FALSE,"that mayest thou offer for a free will ofiering but for a vow it ( hall not be accepted . 14 Ye thall not offer unto the LORD that which is brulfed, or crushed, or Ioken, or cut; neither Shall you make ny offering irofi your land. as Neither from"
0070700200_000270,"The holy Bible, containing the Old and New Testaments: newly translated out of the original tongues, and with the former translations diligently compared and revised. By his Majesty's special command. Appointed to be read in churches.",,210,0,0,0,0,0,2,0,2,1,0,8,0,14,1,0,2,0,7,0,9,0,0,0,0,0,7,0,3,0,13,2,1,0,5,1,2,0,16,0,0,11,7,1,53,7,0,0,0,0,8,6,0,1,1,11,0,0,0,4,4,1755,1,1,"Oxford : printed by Thomas Baskett, printer to the university, M DCC LV [1755].",Oxford,944,unknown,,,FALSE,"commanded by the hand of Moses . C H A P. XXVIII I Offerings are tobeobfrved. 3 Theonttinrlburnt oriring. g The ofring on tbhfabbas, 1 en the nuw new maons, 16 at the paftver, z6 in the diy of sir! fruits. Ecore A N D the LORD spake unto Moles,"
0060300600_000094,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,156,14,0,0,9,9,0,6,1,0,6,4,2,6,4,0,6,4,0,2,0,0,4,0,1,0,0,0,0,0,2,0,5,6,1,3,0,1,0,1,0,1,0,11,19,3,4,0,4,0,9,3,0,0,3,0,0,0,2,0,0,1739,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXIX. [1739].",Oxford,1285,unknown,,,FALSE,"be waved for a wave offering before the LORD. 3 r And the priest hall burn the fat upon the altar : but the breast hall be Aarons and his sons. 3- And the right shoulder shall ye give unto the priest for an heave offering , of the sacrifices"
1179600100_000101,"The holy Bible, Containing the Old and New Testaments: Newly translated out of the Original Tongues; And with the former translations Diligently Compared and Revised, By His Majesty's special Command. Appointed to be Read in Churches.",,126,5,1,0,15,0,1,4,0,8,0,1,5,7,2,0,1,4,0,2,0,0,2,0,3,1,3,0,1,0,7,0,3,4,0,2,0,2,0,0,1,1,0,1,16,3,0,0,9,0,0,1,0,1,5,0,0,0,2,1,1,1772,1,1,"Edinburgh : printed by Alexander Kincaid, His Majesty's Printer, MDCCLXXII. [1772].",Edinburgh,1183,unknown,,,FALSE,"and his fonwi; hlied their hands and their feet thereat. 32 When they went into the tent of the congregation . and when they came near uito the altar . they wahled; n as the Lo ni) commanded Alofes. n char, 33 And he reared up the court 30' `'"
1365300100_000124,"The Holy Bible containing the Old Testament and the New: newly translated out of the original tongues, and with the former translated diligentily compris'd & revis'd By His Majesty's special commission and appointed to be read in Churches.",,125,1,0,1,4,2,0,0,0,0,2,3,0,3,2,0,0,1,0,0,0,0,0,1,0,5,4,0,8,1,0,0,1,1,0,1,5,0,7,0,2,4,0,2,26,3,4,0,1,6,9,3,4,0,3,0,0,0,0,0,5,1740,1,1,"Dublin : Printed by George Grierson printer to the king's most excellent majesty at the king's arms and two Bibles in Essex Street , 1740.",Dublin,1144,unknown,,,FALSE,"name apon the children of~ifrael, and I .will bless themn. C H A P. VII 2, iothe princes ofering. 89 God fjpiaketh to m~ojes. sexod. A Nd it came to pals on the day 4.,  that Mlofes had fully ^ set up 8**** the tabernacle , and had anoitd"
0094400300_000082,"The holy Bible, containing the Old and New Testaments: Newly translated out of the Original Tongues; And with the former Translations Diligently Compared and Revised. By His Majesty's special Command. Appointed to be Read in Churches.",,141,0,0,1,10,1,3,12,0,12,0,9,5,6,0,0,2,4,0,1,0,0,2,0,1,1,1,0,4,1,11,0,2,5,0,0,2,4,2,0,0,0,0,0,17,1,1,0,10,0,0,2,0,0,3,1,2,0,0,0,2,1764,1,1,"Edinburgh : printed by Alexander Kincaid, His Majesty's Printer, MDCCLXIV. [1764].",Edinburgh,836,unknown,,,FALSE,"a lin offering . and burn it upon the altar . 4 And be hall bring the bullock unto the 2 And he shall do with the bullock as lie door of the tabernacle of the congregation , did with the bullock for a fin.offring, so before the LORD: and"
1522900100_000085,"The Holy Bible, Containing the Old and New Testaments: with arguments prefixed to the different books; and moral and theological observations illustrating each chapter: composed by the Reverend Mr. Ostervald, professor of divinity, and one of the ministers of the church at Nenschatel in Swisserland. Translated at the desire of, and recommended by, the Society for Propagating Christian Knowledge.",Jean-Frédéric Osterwald,121,7,0,3,11,2,3,4,5,0,1,1,2,2,2,0,1,4,1,2,2,3,3,0,0,0,0,0,0,5,0,2,7,3,5,0,0,1,5,2,0,1,0,0,11,2,0,0,2,0,12,0,0,0,3,1,0,0,0,0,0,1797,1,1,"Edinburgh : Printed by Mark and Charles Kerr, His Majesty's printers; and sold by James Gillies, bookseller, Glasgow, MDCCXCVII. [1797].",Edinburgh,987,male,1663,1747,FALSE,"fon's aft er him, to be ahoizited therein, and to be con -14· jacgt ht fn that is priest in his stead thall pt fits them on feren days, when he cometh into the tabr· nacle of the congregation , to minister in the holy place. 3 I And thou"
0616501300_000112,"A new and literal translation from the original Hebrew, of the Pentateuch of Moses, and of the historical books of the Old Testament, to the end of the second book of Kings: with notes critical and explanatory. By the late Reverend and learned Julius Bate, M. A. Rector of Sutton, in Sussex.",Julius Bate,130,0,1,0,1,4,0,3,2,3,2,1,0,1,6,1,6,6,0,4,0,5,9,0,0,0,0,0,1,4,2,0,2,0,2,0,0,1,0,2,0,1,0,5,23,1,7,2,4,0,1,9,0,2,1,0,4,0,1,0,0,1773,1,1,"London : printed for W. Faden in Fleet-Street; B. Law, in Ave Mary-Lane; E. and C. Dilly, in the Poultry; and Mess. Faden and Jefferys, the Corner of St. Martin's-Lane, in the Strand, MDCCLXXIII. [1773].",London,580,male,1711,1771,FALSE,"goat ; and the fat of a dead carcase, and the 24 fat of what is ° torn shall be put to any use, but ye shall in no wise eat of it; for every one that eateth the fat of the 25 P beast from which an offering by"
1456701100_000084,"The New Testament of our Lord and Saviour Jesus Christ, ...",,123,2,0,0,12,2,1,4,0,6,0,9,9,5,0,0,2,4,0,2,0,0,3,0,1,2,3,0,2,1,1,0,3,2,1,1,1,3,0,0,0,3,0,0,17,5,1,0,7,0,0,1,0,0,5,0,0,0,0,0,2,1756,1,1,"Edinburgh : printed by Adrian Watkins, 1756.",Edinburgh,916,unknown,,,FALSE,"that is on the fire whlichl is upon the altar . x3 But he thall wath the inwards, and thle legs with wanter : ndl the pressed nfhllj brling~ it all, and burn it upon the altar : it is a burnt ficriiice, an offering made by fire, of a"
0065700101_000081,"The holy Bible, containing the Old and New Testaments, Translated Out Of The Original Tongues, And With The Former Translations Diligently Compared And Revised. With select notes. Vol. I. Appointed to be Read in Churches.",,149,5,1,0,14,1,1,3,1,7,1,1,2,10,2,0,7,10,1,4,0,0,2,0,0,0,0,0,1,1,7,0,2,4,0,3,0,2,0,0,0,1,0,11,16,0,0,0,9,0,0,1,0,1,12,0,0,0,3,1,1,1795,1,2,"London : printed by M. Ritchie, for John Parsons, Paternoster Row, MDCCXCV. [1795].",London,725,unknown,,,FALSE,"of the tent above upon it: as the Lord commanded Moses . 20 And he took and put the testimony into the ark, and set the staves on the ark, and put the mercy seat above upon the ark: 21 And he brought the ark into the tabernacle , and"
0071500200_000095,"The Holy Bible, containing the Old and New Testament: ...",,149,12,0,1,13,0,3,4,2,0,5,3,1,15,1,0,9,6,0,3,0,2,5,0,0,0,0,0,1,0,0,0,3,1,0,2,1,0,1,1,0,2,0,5,26,1,2,8,0,0,3,2,0,0,4,0,0,0,0,0,1,1728,1,1,"Oxford : printed by John Baskett, 1728.",Oxford,861,unknown,,,FALSE,"and sanctified Aaron , and his garments, and his sons, and his tonnes garments with him. g1 [ And Moses laid unto Aaron , and tohis tonnes, Boyl the lenll at the door of the tabernacle Exed of the congregation : and there  eat it with the =. 3=."
1705200100_000082,"The Holy Bible containing the Old and New Testaments: Translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,113,6,0,0,0,3,0,5,2,0,0,1,0,4,4,1,2,1,0,1,0,7,5,0,0,1,1,0,1,0,3,1,0,0,5,2,0,2,0,3,0,1,0,1,21,2,8,2,4,0,0,6,0,1,1,0,3,1,1,0,0,1799,1,1,"Edinburgh : Printed by Sir J.H. Blair and J. Bruce, printers to the King's Most Excellent Majesty, 1799.",Edinburgh,1129,unknown,,,FALSE,"flhatl be wholly burnt : it Th'all Aaron have, ene as much as another, i not be eaten. i I ¶ And this is the law of the fa t 24 tand tle lond fpakeunto Moses , fice of peace offerings , whid~r hei f fayng,, offer unto the lonr:"
1747100101_000409,"An exposition on the Old and New Testament. In five volumes. ... By Matthew Henry, ...",Matthew Henry,145,15,0,1,7,4,1,6,5,1,1,5,5,2,2,0,1,4,0,2,0,3,5,0,0,0,0,0,0,0,4,12,7,6,6,1,0,2,0,0,0,0,0,0,14,3,1,0,1,0,14,1,0,0,3,0,0,0,0,0,0,1761,1,5,"London : printed for John Knapton, John Fuller, James Buckland, William Strahan, John Rivington [and 11 others], 1761-63.",London,907,male,1662,1714,FALSE,"garments, and put upon Aaron the coat, and the robe of the ephod, and the ephod and the breastplate, and gird him with the curious girdle of the ephod. 6 And thou ( halt put the mitre upon his head , and put the holy crown upon the mitre. 7"
0070700200_000218,"The holy Bible, containing the Old and New Testaments: newly translated out of the original tongues, and with the former translations diligently compared and revised. By his Majesty's special command. Appointed to be read in churches.",,154,13,0,0,9,9,0,6,1,2,6,4,2,5,3,0,9,3,0,2,0,0,6,0,0,0,0,0,0,0,5,0,5,6,1,1,0,1,0,1,0,1,0,13,16,3,5,0,1,0,8,2,0,1,2,0,0,0,2,0,0,1755,1,1,"Oxford : printed by Thomas Baskett, printer to the university, M DCC LV [1755].",Oxford,944,unknown,,,FALSE,"his oblation unto the LORD, of the sacrifice of his peace offerings . 30 His own hands ( hall bring the offerings of the LORD made by fire, the fat with the breafd, it hall he bring , that d the breat may be waved Erxc. sir a wave offering"
0077900100_000073,"The Holy Bible, containing the Old Testament and the New: Translated out of the Original Greek, and with the former translations diligently compared and revised, by his Majesty's special command. Appointed to be read in churches.",,118,5,1,0,11,1,1,4,0,8,0,1,4,6,2,0,0,4,0,2,0,0,0,0,2,2,1,0,1,1,10,1,2,3,1,2,0,2,0,0,1,4,0,2,16,6,0,0,3,0,0,0,0,1,4,0,0,0,2,1,0,1778,1,1,"Cambridge : printed by John Archdeacon printer to the University; and sold by John, Francis, & Charles Rivington, Benjamin White, Edward Dilly, and Thomas Beecroft, in London; and T. & J. Merrill, in Cambridge, 1778.",Cambridge,1240,unknown,,,FALSE,"set up the boards there nilhed the work . of, and put i the bars thereof, Then a cloud covered the and reared up his pillars.. tent of the congregation , and rg And he. spread abroad the the glory of the orn filled the tent over the tahernace, and"
