PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(art),termFreq(azur),termFreq(beauti),termFreq(blaze),termFreq(blue),termFreq(bright),termFreq(carbuncl),termFreq(cave),termFreq(cavern),termFreq(cloud),termFreq(colour),termFreq(columnar),termFreq(crystal),termFreq(dark),termFreq(deep),termFreq(diamond),termFreq(earth),termFreq(emerald),termFreq(fine),termFreq(finest),termFreq(form),termFreq(garnet),termFreq(gem),termFreq(glass),termFreq(gold),termFreq(golden),termFreq(great),termFreq(green),termFreq(hard),termFreq(heaven),termFreq(hue),termFreq(hyacinth),termFreq(indi),termFreq(jasper),termFreq(jewel),termFreq(light),termFreq(lustr),termFreq(mine),termFreq(mountain),termFreq(necklac),termFreq(onyx),termFreq(opal),termFreq(pebbl),termFreq(pellucid),termFreq(polish),termFreq(preciou),termFreq(purpl),termFreq(rai),termFreq(red),termFreq(rubi),termFreq(sapphir),termFreq(silver),termFreq(size),termFreq(stone),termFreq(ting),termFreq(tint),termFreq(topaz),termFreq(transpar),termFreq(valu),termFreq(variou),termFreq(view),termFreq(wear),termFreq(white),termFreq(yellow),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0305701903_000017,Bell's classical arrangement of fugitive poetry. Vol. III.,,44,1,0,0,1,3,2,4,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,2,0,2,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,1,0,1,3,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1789,3,3,"London : printed by John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXIX. [1789].",London,187,unknown,,,FALSE,"fair; Thee their bright sovereign all the signs allow, And Thomson is the name for Nature now: Thou first conld'st drive the coursers of the day, Nor through the dazzling glories lost thy way; Thy steeds red hoofs, still trod tl' eternal round, Nor threw the burning chariot to the"
0163501600_000014,"Poems by Mr. Thomas Blacklock. To which is Prefix'd, An Account of the Life, Character, and Writings, of the Author, By the Reverend Mr. Spence, Late Professor of Poetry, at Oxford.",Joseph Spence,72,1,0,2,1,0,5,4,0,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3,0,4,0,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,4,0,1,2,0,0,1,0,3,0,1,3,4,1756,1,1,"London : printed for the author, by R. and J. Dodsley, in Pallmall, M.DCC.LVI. [1756].",London,306,male,1699,1768,TRUE,"that must arise in reading his works. Yet I think I could guess sometimes at what turn his answers might take; and doubt not but that they might be sometimes very odd, and entertaining. Thus (to instance in a point very lately mentioned), I imagine that if he was asked"
0342100400_000003,"An easy method of assaying and classing mineral substances. containing Plain and Easy Instructions for any person to examine The Products of his own Land, or such as are obvious in Excursions or Travels in foreign Countries, without having a complete Chemical Apparatus. To which is added, a series of experiments on the Fluor Spatosus, or Sparry Fluor. Abstracted from the Memoirs of the Royal Swedish Academy of Sciences for the Year 1771. By John Reinhold Forster, F. R. S.",Johann Reinhold Forster,56,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,0,3,5,1,2,0,4,1,1,1,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,11,1,0,0,1,0,1,0,0,2,2,1772,1,1,"London : printed for E. and C. Dilly, in the Poultry, MDCCLXXII. [1772].",London,45,male,1729,1798,FALSE,"with inflammable particles only, or inflammable and acid ones together, they may be discovered by rubbing the stone ; which, in the first cafe, emits a moult nauseous stench, somewhat related to cat's piss, and is then called flink ftsne; or, in the latter cafe, it fimells like putrid eggs,"
0482600303_000031,"The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. ...",Richard Graves,48,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,4,3,1,1,2,0,1,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,1,1,0,2,2,3,0,5,0,0,0,1,1,0,0,0,0,0,1783,3,3,"London : printed for J. Dodsley, Pall-Mall, MDCCLXXXIII. [1783].",London,332,male,1715,1804,FALSE,"might reconnoitre the ground, in order to begin his operations the first opportunity. The Colonel, conscious of the advantageous figure he made on horseback, chose to ride, attended only by his servant. But Bob Tench accompanied them, for the sake of throwing his fly by the way, and angling for"
0461300101_000038,"Elements of chemistry: being the annual lectures of Herman Boerhaave, M.D. Formerly Professor of Chemistry and Botany, And at present, Professor of Physick in the University of Leyden. Translated from the original Latin, by Timothy Dallowe, M. D. ...",Herman Boerhaave,78,3,8,0,8,0,0,2,0,0,0,0,7,0,2,0,0,0,0,0,1,1,1,0,8,14,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,3,0,0,0,4,0,2,0,1,0,0,1735,1,2,"London : printed for J. and J. Pemberton, in Fleetstreet; J. Clarke, under the Royal Exchange; A. Millar, in the Strand; and J. Gray in the Poultry, MDCCXXXV. [1735].",London,564,male,1668,1738,FALSE,"upon Chemistry, that they really receive no aflftance anywhere else, but hence are capable of daily improvement. From Flint, Sand, and Stones , are made the various kinds of Glass ; and the different methods made use of in the burning, and calcining them, in order to reduce them to"
1504500111_000614,"Encyclopædia perthensis; or Universal dictionary of knowledge, collected from every source; and intended to supersede the use of all other English books of reference. Illustrated with plates and maps. In twenty three volumes.",,54,1,0,0,3,0,0,1,0,0,0,0,6,0,0,0,2,0,1,0,3,0,0,4,2,0,0,0,2,0,3,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1,1,0,0,0,1,7,1796,11,23,"Perth : printed for C. Mitchel and Co. and sold for them by Mr Thomas Ostell, Ave Maria Lane, London. Sold also by Mess. Vernor, Hood, and Sharpe, London; and all respectable booksellers. R. Morison, printer, [1796-1806].",Perth,752,unknown,,,FALSE,"inch long; the flower stalk is upright, robutt, and f culent, from 10 to IS inches in height; ador upward with many large funnel or betll taped flowers, cwellingt at the base, and cut half wayin to six parts; colle~ted into a large pyramidal fpikse of different colours in the"
1458900500_000019,The seasons. By James Thomson.,James Thomson,46,0,0,1,3,1,1,3,0,0,1,1,1,0,0,1,3,1,3,1,0,0,2,0,0,0,1,1,0,2,0,1,2,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1766,1,1,"London : Printed for A. Millar, in the Strand, MDCCLXVI. [1766].",London,249,male,1700,1748,TRUE,"mosrn. FALSELY luxurious, will not man awake s And, springing from thie bed of sloth, enjoy The cool, thc fragrant, and thle silent hour, To meditnation due: and sacred song?? For is there aught: inl sleep can charm the xyife To lie in dlead oblivion, losing half The fleeting moments"
0847000102_000770,"A new royal and universal dictionary of arts and sciences: or, complete system of human knowledge. Containing, Not only all the various Improvements that have been made by the Learned and Ingenious in every Part of Europe to the present Times; but also a very great variety of useful discoveries, which have been communicated to the Authors of this Work, by Gentlemen of distinguished abilities; whereby every Difficulty attending the Study of the Arts and Sciences is distinctly cleared, and the Whole explained in the most easy and intelligent Manner. Among the various Branches treated of in this Work, are the following: Agriculture, Algebra, Anatomy, Architecture, Arithmetic, Astronomy, Book-Keeping, Botany, Chemistry, Chronology, Commerce, Conics, Cosmography, Criticism, Dialing, Dioptrics, Ethics, Farriery, Fluxions, Fortification Gardening, Gauging, Geography, Geometry, Grammar, Gunnery, Handicrafts, Heraldry, Horsemanship, Husbandry, Hydraulics, Hydrostatics, Law, Levelling, Logic, Maritime, and Military Affairs, Mathematics, Mechanics, Merchandize, Metaphysics, Meteorology, Music, Navigation, Optics, Painting, Perspective, Pharmacy, Philosophy, Physic, Pneumatics, Poetry, Rhetoric, Sculpture, Series and Statics, Statuary, Surgery, Surveying, Theology, Trigonometry, &c. Embellished with upwards of One Hundred Copper-Plates, (among which are twelve large Plates of the Zodiac, from Original Drawings, executed by eminent Astronomers) drawn from real Objects, by the most eminent Artists, and engraved by the best Hands; containing full and exact Representations of the various Instruments, Machines, Tools, Plans, Figures, &c. necessary to illustrate this Work. The anatomical, chemical, and medicinal parts by M. Hinde, M. D. The mathematical parts by W. Squire, Author of The Modern Book-Keeper; gardening and botany by J. Marshall, Gardener, at Knightsbridge; criticism, grammar, poetry, theology, &c. by the Rev. Thomas Cooke, A. B. Author of The Universal Letter-Writer; or, New Art of Polite Correspondence and the other parts by gentlemen of eminence in the several Departments they have undertaken to elucidate.",,39,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,2,1,2,0,4,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,3,0,0,5,1,0,0,0,1,0,2,1772,2,2,"London : printed for J. Cooke, at Shakespear's Head, in Pater-Noster Row, M.DCC.LXXII. [1772].",London,666,unknown,,,FALSE,"substances as are too acrid, crude, and drastic, proves always as prejudicial as a total neglet of them. Thus the harp powder prepared of pumice ftone, bricks, coral, the afbes of tobacco and other substances of a like nature too powerful, wears away and abrades the teeth. And Ipirits also,"
1438001300_000114,"Elements of chemistry, in a systematic order, containing all the modern discoveries. Illustrated with thirteen copperplates. By Mr Lavoisier, member of the academies and societies of Paris, London, Orleans, Bologna, Basil, Philadelphia, Haerlem, Manchester, &c. &c. Translated from the French, by Robert Kerr, F.R. & A. SS. Edin. Member of the Royal College of Surgeons, and of the Royal Physical Society of Edinburgh.",Mathew Carey,55,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,1,0,1,0,0,0,1,0,5,0,0,0,6,1,0,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,8,1,0,0,0,5,0,0,2,0,0,2,0,0,7,2,1799,1,1,"Philadelphia : Printed for Mathew Carey, Decem. 12, M.DCC.XCIX. [1799].",Philadelphia,601,male,1760,1839,FALSE,"Malacca tin, not hardened, The. same hardened, Miolten lead - m~oltenm zinc - Mfolten bismuth, melted cobalt, - m~lolten arfenaic, - melted nickrel, - miolten antimony, - Crude antimony,  - glass of antimony, molybden~a tfungftein, - mercury- -- - ~7*29i4 7.2994 7-296; 3 -7.3065 r.3523 7.1908 9-8227 8.8i19 -5*7633"
1740900101_000060,"Elements of mineralogy. By Richard Kirwan, ...",Richard Kirwan,66,1,0,0,0,0,2,0,0,0,0,0,10,0,0,0,1,0,0,0,2,0,6,0,1,2,0,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,1,0,4,5,0,0,0,0,5,5,1794,1,2,"London : printed by J. Nichols, for P. Elmsly, 1794-96.",London,542,male,1733,1812,FALSE,"i7, Its fp. gr. 4, 283 It retains its colour and is infusible in a heat of t700, foaewhat dilcoloured and barely softened by the heat of pure air. v/hen finely powdered, borax melts it though with difficulty into a greenith glass , it yields also to microcohiic salt, but"
0436801201_000012,"The tales of the genii; or, the delightful lessons of Horam, the son of Asmar. Faithfully translated from the Persian manuscript, and compared with the French and Spanish editions Published at Paris and Madrid. By Sir Charles Morell, Formerly Ambassador from the British Settlements in India to the Great Mogul. In two volumes. ...",James Ridley,60,2,0,0,2,0,0,1,1,1,0,1,1,0,2,0,0,3,7,3,0,0,3,0,0,0,8,0,4,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,2,0,4,0,0,1,0,1,0,1,0,0,0,1786,1,2,"London : printed for G. and T. Wilkie, St. Paul's Church Yard, MDCCLXXXVI. [1786].",London,330,male,1736,1765,FALSE,"thickets, almost impervious, lave the bind path which guided them forward. In this manner they passed till the evening, when the traveller, entering a cavedifappeared from the wondering Abudah. The merchant ellaycd to follow him, but lookin in the cave , it seemed to have no bot tonne, ib he"
0807900400_000002,Summer. A poem. By James Thomson.,James Thomson,50,0,0,1,1,1,0,2,0,0,0,1,2,0,0,1,3,0,2,1,0,0,3,0,0,0,1,1,1,2,0,2,2,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,1,0,1,1,1,1,0,0,2,1,0,0,2,1735,1,1,"London : printed for J. Millan, Bookseller, near Whitehall, M.DCC.XXXV. [1735].",London,67,male,1700,1748,TRUE,"the height of noon, The rays that radiate from thy cloudless sphere, A universal glory darting round. 0oo Tis by thy secret, strong, attractive force, As with a chain indissoluble bound, Thy system rolls entire; from the far bourn Of slow paced Saturn to the fcarce feen disc Of Mlercury,"
0377700800_000318,"A compleat history of druggs, written in French by Monsieur Pomet, Chief Druggist to the late French King Lewis XIV. To which is added what is further observable on the same subject, from Mess. Lemery and Tournefort, Divided into Three Classes, Vegetable, Animal and Mineral; With their Use In Physick, Chymistry, Pharmacy, And several other Arts. Illustrated with above four hundred copper cutts, curiously done from the Life; and an Explanation of their different Names, Places of Growth, and Countries from whence they are brought; the Way to know the True from the False; their Virtues, &c. A Work of very great Use and Curiosity. Done into English from the Originals.",Pierre Pomet,80,1,0,3,0,0,6,0,1,0,0,0,5,0,0,0,1,1,0,0,8,1,0,0,0,0,6,1,2,0,2,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,3,2,0,0,2,25,0,0,0,0,1,0,0,0,0,0,1737,1,1,"London : printed for J. and J. Bonwicke, R. Wilkin, S. Birt, T. Ward and E. Wicksteed, MDCCXXXVII. [1737].",London,536,male,1658,1699,FALSE,"tie Pes in Physic, for which Reason I hall say nothing of them, nor of a great many others which we might sell had they attained to their Perfection, the Names of which are fubjoin'd, referring the Reader to a Book entitled The Perfect or Complete Jeweller : or, The"
1179100182_000016,"Philosophical transactions: giving some accompt of the present undertakings, studies and labours of the ingenious in many considerable parts of the world.",Henry Oldenburg,97,2,0,0,0,0,1,2,0,0,0,0,2,0,5,2,2,1,1,0,4,0,0,0,0,10,0,0,0,1,2,0,2,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,2,2,0,1,4,0,0,0,0,15,0,1792,82,91,"London [England] : printed by T.N. for John Martyn at the Bell, a little without Temple-Bar, printer to the Royal Society, <1667>-",London|Oxford.,531,male,1615,1677,TRUE,"light when sprinkled on melted tin just becoming solid. As the temperature of the heater is raised, they continue to give out more and more light . Vitriols of iron, copper, and zink, previously exsiccated, when thrown on earthen ware or metal made nearly red hot, give minute flashes of"
0888800102_000372,"The new Royal cyclopædia, and encyclopædia; or, complete, modern and universal dictionary of arts and sciences. ... Illustrated with ... copper-plates, ... In three ... volumes. ... By George Selby Howard, ... Assisted by many gentlemen ... John Bettesworth, ... Henry Boswell, ... Felix Stonehouse, D.D. and others.",,36,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,1,0,5,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1788,2,3,"London : printed for Alex. Hogg; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge [and 25 other towns in England] and likewise sold by all other booksellers and newscarriers in England, Scotland, and Ireland, [1788?].",London,661,unknown,,,FALSE,"in vapour exceeds that which falls in rain. Though the evaporation of fluids be generally looked on as an es es see of the heat and motion of the air, yet M. Gauteron,. in the Memoirs de l'acad. des Scienc. an. 1705, (hews, that a quite oppofile caul L may"
0246500200_000001,"A catalogue (part the second) of duplicates of ores, petrifactions, spars, gems, Crystals, and other Articles of Natural History, Selected from the extensive and valuable collection of the late Right Honourable John Earl of Bute, which will be sold by auction, By Mr. King, At His Great Room, King-Street, Covent-Garden, On Wednesday, May 15, 1793, And Three following Days, At Twelve O'Clock. The Whole to be Viewed on Monday, May 6, and the following Day. Catalogues may be had at the Rooms.","King, Thomas",75,0,0,0,0,0,1,0,0,0,0,0,3,0,6,1,0,0,0,0,0,0,1,2,1,0,0,0,1,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,2,0,4,0,3,0,0,0,8,0,4,1,0,5,10,1793,1,1,"[London : s.n., 1793].",London,60,male,,,FALSE,"A CATALOGUE (PART THE SECOND) O F Duplicates of Ores, Petrifadions, Spars, Gems , Crystals , and other Articles of Natural History, SELECTED FROM THE EXTENSIVE AND VALUABLE COLLECTION OF THE LATE Right Honourable John Earl of Bute, WHICH WILL BE SOLD BY AUCTION, .,; "",.. BY MR. K I"
0888800101_001268,"The new Royal cyclopædia, and encyclopædia; or, complete, modern and universal dictionary of arts and sciences. ... Illustrated with ... copper-plates, ... In three ... volumes. ... By George Selby Howard, ... Assisted by many gentlemen ... John Bettesworth, ... Henry Boswell, ... Felix Stonehouse, D.D. and others.",,55,1,0,0,2,0,0,1,0,0,0,0,5,0,7,0,1,0,0,1,6,1,0,0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,0,3,0,0,2,0,1,0,0,1,2,1788,1,3,"London : printed for Alex. Hogg; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge [and 25 other towns in England] and likewise sold by all other booksellers and newscarriers in England, Scotland, and Ireland, [1788?].",London,692,unknown,,,FALSE,"h"" ibo a'ab. K), ils'"" (hei' a/d~nwidcj -11 --. -- ..,, .... - 1... I il -- - -- - -- - ..... - - --. C R Y utting, or to the filrfaces of the planes or facets, which would na tirally have been the cenfequence of doing it"
1042701000_000011,"The seasons. By James Thomson. To which is added, An ode on the death of Mr. Thomson. By Mr. Collins.",James Thomson,47,0,0,1,2,1,1,2,0,0,1,1,1,0,0,1,3,1,3,1,0,0,3,0,0,0,0,1,1,2,0,2,2,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,2,1775,1,1,"Glasgow : printed by A. Adam. For John Wood, Bookseller, Edinburgh, MDCCLXXV. [1775].",Glasgow,178,male,1700,1748,TRUE,"by thy secret, firong, attracive force, As with a chain indissoluble bound, Thy system rolls entire: from the far bourn Of utmost Saturn, wheeling wide his round Of thirty years; to Mercury, whose disc loo Can scarce be caught by philosophic eye, Lost in the near effulgence of thy blaze"
0628500301_000011,"The works of James Thomson. In four volumes complete. With his last corrections, additions, and improvements.",James Thomson,44,1,0,1,2,1,1,3,0,0,1,2,1,0,0,1,1,1,3,1,0,0,3,0,0,0,1,1,0,2,0,0,2,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1757,1,4,"London : printed for A. Millar, in the Strand, MDCCLVII. [1757].",London,228,male,1700,1748,TRUE,"my theme, inspirit every line, 30 And teach me to deserve thy just applause. - WITH what an awful world revolving power, Were first th' unwieldy planets launched along Th' illimitable void! Thus to remain, Amid the flux of many thoiuand years, 35 That oft has fwept.thetoiling race of men,"
1349800300_000015,"The seasons: containing Spring. Summer. Autumn. Winter. By James Thomson. With the life of the author, by Dr. Samuel Johnson.","Campbell, Robert",49,1,0,1,3,2,2,3,0,0,0,2,1,0,0,1,3,1,3,1,0,0,2,0,0,0,1,1,0,2,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1790,1,1,"Philadelphia : Printed by H. Taylor, for R. Campbell, north-east corner of Second and Chesnut-Streets, M.DCC.XC. [1790].",Philadelphia,189,male,,,FALSE,"are fired sand Cancer reddens with the folcar blaze , short is the doulbtful empire of th nigrt; ~ 4i alnd soon, observant of appraoaching day, The mjeek eyed morn appears , mother of dews, At first faint gleaming in the dappledl east: T'pill far over aether spreads the widening"
0037700102_000134,"Lectures on natural and experimental philosophy, considered in it's present state of improvement. Describing, in a familiar and easy manney, the principal philomena of nature; and shewing, that they all co-operate in displaying the goodness, wisdom, and power of God. By George Adams, mathematical instrument maker to His Majesty, and optician to His Royal Highness the Price of Wales. In five volumes. The fifth volume consisting of the plates and index. ...",George Adams,134,5,0,0,0,0,2,0,0,0,0,0,31,0,2,0,0,0,5,0,0,0,3,0,1,3,6,0,0,0,0,0,1,0,0,1,0,13,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,3,0,0,4,1,0,9,0,2,3,0,21,9,1794,2,5,"London : printed by R. Hindmarsh, printer to His Royal Highness the Prince of Wales, Old-Bailey. Sold by the author, No. 60, Fleet-Street, 1794.",London,571,male,1750,1795,FALSE,"to examine the coloured parts of animal fibftances, and found them exactly imilar with regard to the manner in which the colour wag produced, to the vegetable substances already treated of. The tinctures and infusions of cochineal and kermes yield their colours when light is tranfiitted through them, but ihcw"
1511802700_000030,"The mirror of stones: In which the nature, generation, properties, virtues and various species of more than 200 different jewels, precious and rare stones, are distinctly described. Also certain and insallible rules to know the good from the bad, how to prove their genuineness, and to distinguish the real from counterseits. Extracted from the works of Aristotle, Pliny, Isiodorus, Dionysius Alexandrinus, Albertus Magnus, &c. By Camillus Leonardus, M.D. a treatise of infinite use, not only to jewellers, lapidaries, and merchants who trade in them, but to the nobility and gentry, who purchase them either for curiosity, use, or ornament. Dedicated by the author to Cæsar Borgia. Now first translated into English.","Leonardi, Camillo           1502",48,1,1,1,2,0,1,1,2,0,0,0,9,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,4,1,0,0,1,1,2,1750,1,1,"London : Printed for J. Freeman in Fleet-street, 1750.",London,161,unknown,,,FALSE,"Likeness and Colour of an Acorn. Philoginos, is the same as the crit~te. tiirintus, or Quiirus, is a juggling Stone , found in the nest of the Hoopoop. the Virtue of it is, that if it is laid on the Breast of one who is sleeping, it forces Ihimr to"
1115600105_000676,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,64,1,0,0,1,0,0,2,0,0,0,0,2,0,14,1,0,1,1,0,2,1,1,0,1,9,0,0,1,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,4,2,0,0,0,1,0,0,0,1,6,0,0,0,3,0,0,0,0,2,0,1798,5,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,841,unknown,,,FALSE,"account Jtallizatien. of the formation of crystal out of human urine. He once filled a large round glafs vecfel halfway up with the recent urine of a young lad, and tying a bladder over the meuth of the vessel, fct it in a Rtove for four years together, never stirring"
1623700100_000599,"A new, complete, and universal body, or System of natural history; being a grand, accurate, and extensive display of animated nature. Containing accurate descriptions and faithful histories of all the several classes of animals, which inhabit the air, the earth, and the water, in the several parts of the world. Including an authentic account of all the infinite variety of beasts, birds, fishes, reptiles, insects, and amphibious creatures, such as frogs, lizards, serpents, and other animals, too numerous to mention in a title page. Comprehending also, a general and very particular account and description of all kinds of vegetables, fossils, shells, minerals, &c.-and a theory of the earth in general. Comprising likewise a genuine history of waters, stones, roots, barks, woods, leaves, flowers, fruits, seeds, resins, gums, concreted juices, &c. Together with. A curious historical account and description of the various classes of animalcules, which are visible only by the assistance of microscopes. Wherein the characters, qualities, and forms of the several creatures are described, the names by which they are commonly known, as well as those by which different authors have called them, are explained; and each is carefully reduced to the proper class to which is naturally belongs. The whole comprehending all the valuable discoveries and observations of former writers on the subject, and collectors of natural curiosities; namely, those of Buffon, Linnus, Goldsmith, Hill, Brookes, Kenrick, Ward, Smellie, Albin, Berkinhout, Forster, Thickness, Watson, Banks, Solamder, Sir Ashton Lever, Pennant, and every other naturalist of any reputation or eminence.-Also all the new discoveries in natural history, acquired by those celebrated circumnavigators of the present reign, viz. Byron, Wallis, Carteret, and Cook. In this work will likewise be given, a particular account of the properties, virtues, and various uses of all the different subjects of natural history, in medicine, mechanics, manufactures, &c. To which will also be added, a copious index of the whole content of the work. Embellished and illustrated with a very numerous set of superb copper plates, executed in a far more accurate stile than those given in any other work of the kind whatever, representing several thousand objects in natural history, such as birds, beasts, reptiles, fishes, insects, amphibious creatures, and other animals, vegetables, shells, minerals, plants, fossils, &c. &c. &c. all most accurately drawn from nature, and elegantly engraved by the very best artists of London and Paris. Written by a society of gentlemen, who are honoured with communications from the Royal Societies of London, Paris, Berlin, Pettersburg, &c. And published under the immediate inspection of George Henry Millar, Esq. author of that universally approved work, entitled, The new and universal system of geography; or, A complete modern history and description of the whole world:-which now publishing in only eighty numbers, one or two of which may be had at a time, price only 6d. each embellished with five copper-plates, maps, charts, &c. making a large folio volume, price 2l. 8s. bound in calf and lettered.",Society of Gentlemen,87,0,0,0,2,0,0,8,0,0,0,3,7,0,1,0,3,0,2,0,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,4,0,0,0,1,0,0,0,2,7,0,0,0,6,1,0,0,0,10,7,1785,1,1,"London : Printed for Alex. Hogg, at the King's Arms, No. 16, in Paternoster-Row, and sold by all booksellers and news-carriers, [1785].",London,779,unknown,,,FALSE,"is pretty heavy, and. is harder in .some places than others. It is ionnd.in many'parts of England, ""and particularly on Hampstead Heath, very deep in.ehegrpund It fothetimes ""contains large.: pieces. of petrified woody: which are to stony that they cannot be perceived, except by thdie knots. The 2blueifh, White ,."
0384301701_000025,"The botanic garden; a poem, in two parts. Part I. Containing the economy of vegetation. Part II. The loves of the plants. With philosophical notes.",Erasmus Darwin,51,0,1,1,2,0,2,0,0,1,0,0,1,0,0,0,1,4,4,0,0,0,4,0,2,0,0,1,3,0,1,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,2,0,3,0,0,0,1,0,2,0,0,2,1,1793,1,2,"Dublin : printed by J. Moore, No. 45, College-Green, M.DCC.XC.III. [1793].",Dublin,331,male,1731,1802,TRUE,"the acid, and the shells of marine animals the earthy balls, while another part may have derived its calcareous part also from the decomposition of vegetable and animal bodies. The same mode of reasoning seems applicable to the filceous sones under various names, as amethyfi, onyx , agate, mochoe, opal"
0583500100_000016,The seasons. By James Thomson.,James Thomson,49,0,0,1,2,1,1,3,0,0,0,2,1,0,0,0,3,0,3,1,0,0,3,0,0,0,1,1,1,2,0,2,2,0,0,0,0,6,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,2,0,1,0,0,1,0,0,0,1,1769,1,1,"Glasgow : printed by Robert & Andrew Foulis, Printers to the University, M.DCC.LXIX. [1769].",Glasgow,236,male,1700,1748,TRUE,"where with Peace he dwells; I from thle crowded fold, in order, drives flock, to tafite the verdure of the morn. fal!ily luxurious, will not Man awake; 1, springing from the bed of loth, enjoy cool, the fragrant, and the filcent hour, meditation due and sacred song? is there aught"
0453501200_000028,"A companion to the museum, (late Sir Ashton Lever's) removed to Albion Street, the Surry end of Black Friars Bridge.","Leverian Museum (London, England)",81,1,0,0,4,0,1,1,0,1,0,4,6,0,5,1,0,0,2,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3,1,0,0,1,0,0,1,0,8,0,1,0,0,0,8,0,0,0,2,12,0,0,0,0,0,0,0,0,5,5,1790,1,1,"London : [s.n.], Printed In The Year M.DCC.XC. [1790].",London,127,unknown,,,FALSE,"in ita. nople, or variegated red and white Jasper , from ditto. arecciated black and white Jasper , from Italy, listy authors Siliceous or Flinty Earths , They do not ferment with aids, and rea i fire With ied. . PEB 3 P E B B L S. 27 Varieties"
