PassageID,Title,Author,Total termFreq,termFreq(admir),termFreq(appear),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(believ),termFreq(board),termFreq(boat),termFreq(captain),termFreq(command),termFreq(continu),termFreq(council),termFreq(court),termFreq(dutch),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fail),termFreq(fight),termFreq(fleet),termFreq(follow),termFreq(forc),termFreq(form),termFreq(french),termFreq(gun),termFreq(half),termFreq(head),termFreq(hip),termFreq(kill),termFreq(king),termFreq(know),termFreq(land),termFreq(left),termFreq(line),termFreq(littl),termFreq(mile),termFreq(morn),termFreq(near),termFreq(night),termFreq(observ),termFreq(offic),termFreq(order),termFreq(rear),termFreq(receiv),termFreq(sail),termFreq(sea),termFreq(sever),termFreq(ship),termFreq(signal),termFreq(squadron),termFreq(tack),termFreq(taken),termFreq(think),termFreq(took),termFreq(troop),termFreq(vice),termFreq(war),termFreq(weather),termFreq(wind),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0684900603_000089,"Naval and military memoirs of Great Britain, from the year 1727, to the present time. By R. Beatson, Esq. Author of the political index to the histories of great britain and ireland. ...",Robert Beatson,110,0,0,0,0,0,1,4,4,11,4,2,0,0,5,6,1,2,0,0,3,2,2,0,4,5,1,1,0,1,0,2,0,0,1,0,0,0,2,1,0,0,10,0,1,3,2,2,11,1,5,0,0,0,2,1,0,3,0,1,3,1790,3,3,"London : printed for J. Strachan, No 67. Strand; and P. Hill, Edinburgh, 1790.",London,445,male,1742,1818,FALSE,"squadron to igland. The Stench continued arming some ships at Rochefort. But CI of war fitted there, must fall down the river Charente, i take in their guns and heavy stores abreast of the island f IX before they proceed to sea . They would have found rest difficulty to"
0890700105_000600,"A collection of voyages and travels, some now first printed from original manuscripts, others now first published in English. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning. Illustrated with a great numbe of useful maps and cuts, curiously engraven. ...",,91,8,0,1,1,2,0,0,0,0,0,1,0,0,0,3,2,0,0,2,6,0,1,1,12,2,1,2,0,3,0,0,0,1,2,0,0,1,2,2,0,0,2,2,1,2,0,4,5,2,2,2,2,0,0,0,2,0,1,5,3,1732,5,6,"London : printed by assignment from Messrs. Churchill. For John Walthoe, over-against the Royal-Exchange, in Cornhill; Tho. Wotton, at the Queen's-Head and Three Daggers over-against St. Dunstan's Church, in Fleet-Street; Samuel Birt, in Ave-Mary-Lane, Ludgate-Street; Daniel Browne, at the Black-Swan, without Temple-Bar; Thomas Osborn, in Gray's-Inn; John Shuckburgh, at the Sun, next the Inner-Temple-Gate, in Fleetstreet; and Henry Lintot, at the Cross-Keys, against St. Dunstan's Church, in Fleetstreet, MDCCXXXII. [1732].",London,776,unknown,,,FALSE,"gihad ing to get about the W. S. W. part of the island and found the english standing out full sail from under that point and con sifting of x7 ships , the admiral whereof carried 52 guns , the vice and rear admirals , 48, the other 12 from"
0004000402_000088,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers at the commencement of the war; their interests and objects in it's continuation; and remarks on the measures, which led Great Britain to victory and conquest. Interspersed with the characters of the able and disinterested statesmen, to whose wisdom and integrity, and of the heroes, to whose courage and conduct, we are indebted for that naval and military success, which is not to be equalled in the annals of this, or of any other nation. And with accurate descriptions of the seat of war, the nature and importance of our conquests, and of the most remarkable battles by sea and land. Illustrated with a variety of heads, plans, maps, and charts, designed and engraved by the best artists. ... By the Rev. John Entick, M.A. and other gentlemen.",John Entick,89,8,0,4,2,0,0,2,0,1,1,2,0,0,1,3,1,0,1,0,8,1,0,1,5,2,1,2,1,0,0,0,5,0,0,0,0,3,3,5,0,1,1,0,0,6,1,1,3,2,1,2,2,0,0,1,0,3,0,2,0,1763,2,5,"London : printed for Edward Dilly, in the Poultry; and John Millan, at Charing-Cross, M.DCC.LXIII. [1763].",London,474,male,1703,1773,FALSE,"not ""thought proper, it may succeed as well after ""the ""the place has been thoroughly reconnoitred A.D.. ( and you have fixed the spots, : where you design m7 "" to direct your greatest efforts, and if the enemy ""fee any preparations for a4iegular attack , .thiey "" will less"
0004600103_000508,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,100,11,0,0,2,3,0,1,0,2,2,0,0,4,0,3,8,3,2,0,7,0,0,1,8,2,0,1,2,0,2,1,0,0,5,0,1,1,3,1,0,0,3,3,0,4,2,1,0,1,3,0,0,0,0,0,2,3,0,2,0,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"and made a speech to his junction with his allies, to pursue the most proper parliament, in which he acquainted them with the measures to disappoint there designs, and to prose French king's having declared war against him on cute the war in such a manner as might be most"
0709200301_000059,"The history of Great Britain, from the Restoration, to the accession of the house of Hannover. By James Macpherson, in two volumes. ...",James Macpherson,97,3,0,1,1,2,0,3,0,2,3,0,0,0,10,5,2,0,0,1,8,0,2,0,2,3,1,1,2,0,0,0,0,0,2,0,0,4,0,2,0,0,4,0,2,5,2,0,9,2,3,0,1,0,0,0,0,0,2,7,0,1775,1,2,"Dublin : printed for J. Exshaw, D. Chamberlain, J. Potts, W. Sleater, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M,DCC,LXXV. [1775].",Dublin,665,male,1736,1796,TRUE,"winds , that they were arrived in the cihanli [ X Vide decl: ration, Talch 1stl, 1672 L Kciinnut's I lill, vol. III he weighed anchor, and was carried down the channel C H A P. with a fresh gale at Wetl. In the evening he had III sight of"
0002200102_000105,"The field of Mars: being an alphabetical digestion of the principal naval and military engagements, in Europe, Asia, Africa, and America, particularly of Great Britain and her allies, from the ninth century to the present period. Consisting of Attacks, Attempts, Actions, Battles, Blockades, Bombardments, Descents, Defeats, Engagements, Expeditions, Invasions, Reductions, Sea Fights, Storms, Sieges, Surprises, Repulses, and Skirmishes: Selected from the Best Historians and Journalists, and Adjusted from the Greatest Authority. Interspersed with concise Descriptions of the Towns and Places, the Subject of each Article. To which is prefixed An essay on the art of war, and A Comprehensive System of Military and Naval Discipline. ... . Embellished with Maps, Charts, Plans, and Views of Battles.",,96,2,1,0,1,4,0,0,0,5,1,0,4,0,2,5,5,1,2,1,2,0,2,1,8,1,0,1,3,1,8,0,1,1,0,1,0,3,4,1,0,0,1,0,0,0,0,0,5,2,1,0,2,0,1,4,0,4,0,0,4,1781,2,2,"London : printed for J. Macgowan, No. 27, Paternoster-Row, M,DCC,LXXXI. [1781].",London,740,unknown,,,FALSE,"the French in the morning . Early in the morning , Lord Bertie and Captain Carteret were near to the French ships , and expeced the signal to engage , but were greatly disappointed by a signal for a council of war ; the council of war being met, Captain"
0838800300_000026,"The proceedings of a general court-martial held in the Council-Chamber at Whitehall, on Wednesday the 14th, and continued by several adjournments to Tuesday the 20th of December 1757, upon the trial of Lieutenant-General Sir John Mordaunt, by Virtue of his Majesty's Warrant, bearing Date the 3d Day of the same Month. Published by Authority.","Mordaunt, John, Sir",108,6,0,0,0,0,0,6,2,5,3,2,1,0,0,1,0,1,0,0,9,5,0,0,0,1,0,2,0,0,0,1,4,0,0,0,4,2,0,3,1,0,7,1,2,4,1,1,10,12,2,1,0,1,2,0,1,1,2,1,0,1758,1,1,"Dublin : printed for J. Hoey, P. Wilson, J. Exshaw, W. Sleater, and R. Smith, Booksellers, M,DCC,LVIII. [1758].",Dublin,88,male,1697,1780,FALSE,"to make a Signal to any of his Division to chase, being ordered on a different Service, which he took Notice of to mvajor General Conway, and to his Captain ; he judges, lie was then at least five Miles ahead of siredward .Hawk, and the Enemy's Ship much nearer"
0875800104_000048,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",94,5,0,2,0,0,0,4,1,9,3,1,0,0,0,1,5,1,1,0,4,1,1,1,5,5,1,1,0,1,0,0,0,0,1,0,1,2,0,2,1,1,2,0,0,9,1,3,4,1,5,0,1,0,2,0,0,3,0,1,1,1786,4,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,513,male,,,FALSE,"to Italy, in order to aft against the queen of Hungary. But unfortunately neither of these purposes was answered, for while Haddock lay at anchor in the bay of Gibraltar, the Spanish fleet pasted the itrais in the night , and was joined by the French squadron from Toulon. The"
0004600103_000686,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,101,2,0,1,0,2,0,2,0,9,5,0,1,0,0,4,4,0,0,1,2,1,2,0,8,2,1,0,6,1,0,1,1,0,4,0,0,0,2,1,0,2,3,0,2,4,4,3,6,1,5,0,3,0,1,0,0,3,0,0,1,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"war on the continent of Germany and the northern parts of Europe, I stall now proceed to trace its progress, during the course of this year, in the other quarters of the globe, where we shall find the scenes as busy, interesting, and striking, as those already related. I hall"
0288400105_000120,"Biographia nautica: or, memoirs of those illustrious seamen, to whose Intrepidity and conduct the English are indebted, for The Victories of their Fleets, the Increase of their Dominions, the Extension of their Commerce, and their Pre-Eminence on the Ocean. Interspersed with The most material Circumstances of Naval History, from the Norman Invasion to the Year 1779. Embellished with copper-plates. By Dr. J. Campbell, and John Kent, Esq. In five volumes. ...",John Campbell,94,17,1,3,2,2,0,1,0,4,2,1,0,2,0,2,3,0,0,0,6,1,1,0,2,2,2,0,4,4,2,0,0,0,3,0,0,1,1,0,0,3,0,1,1,3,0,0,0,2,4,0,1,0,1,0,0,4,0,2,3,1785,5,5,"Dublin : printed for J. Williams, (no. 20.) Dame-Street, M.DCC.LXXXV. [1785].",Dublin,515,male,1708,1775,FALSE,"hall begin with the history of our naval tranfaions in the West Ldies, where the Britilh fleet was now commanded by rear admiral Knowles. He sailed from Jamaica, on the th of February, .with eight ( hips of the line , on an expedition against St. Jago de Cuba; but"
0292600108_000039,"The British Plutarch; or, biographical entertainer. Being a select collection of the lives at large of the most eminent men, natives of Great Britain and Ireland; from the reign of Henry Viii. to George II. Both inclusive: Whether distinguished as Statesmen, Patroits,---- Warriors, Divines,--- Poets,---------- Philosophers. Adorned with copper plates. Vol. I.",Thomas Mortimer,96,11,0,0,0,1,1,0,2,5,2,1,0,0,2,1,1,3,1,1,6,1,1,0,2,0,0,0,3,0,8,1,5,0,1,2,0,1,3,2,0,3,0,4,0,3,1,3,2,1,6,0,0,0,1,0,1,3,0,0,0,1762,8,12,"London : printed by the King's authority, for Edward Dilly, in the Poultry, MDCCLXII. [1762].",London,197,male,1730,1810,FALSE,"of king Charles II and made such proficiency in the naval art, that he was, in some time after, preferred to the por of a lieutenant, and, if I mifiake not, made a captain , before the death of that prince, which happened in February, 1684: but king Charles having"
1295400100_000059,"The genuine tryal of Admiral Byng, on board the St. George in Portsmouth Harbour; for an enquiry into his conduct while he commanded the Fleet in the Mediterranean, and particularly in the engagement on the 20th of May 1756, off Minorca. With the admiral's defence and sentence of death, as pronounced by the President of the court-martial. And also, An Account of his Behaviour after Sentence was passed upon him, and at the Time of Execution. - With some Account of his Family, and the brave Actions done by his Father, Lord Viscount Torrington, Rear Admiral of Great-Britain. To which are added, the most perfect account of the whole siege, noble defence and surrender of St. Philip's Fort, in the island of Minorca, by the brave General Blakeney, that has yet been Published;-With a Description of the Island, and its great Importance and Loss to Great-Britain.",John Byng,107,1,0,1,1,1,2,0,0,2,0,0,1,3,0,5,15,0,1,0,7,1,0,1,3,0,3,0,0,0,0,1,0,1,3,3,1,1,2,0,3,0,0,8,0,3,1,0,16,6,2,2,1,1,0,0,0,1,2,1,0,1757,1,1,"London : printed for Messrs. Crowder and Woodgate, at the Golden-Ball, in Pater-Noster-Row; and R. Goadby, in Sherborne, MDCCLVII. [1757].",London,436,male,1704,1757,FALSE,"with the Van of the Enemy ? A I A. I believe about an Hour and a Quarter, or something better. Q. Were the other Ships in the Van engaged as long as the Buckingham? A. All, except the Intrepide. Q. Do you speak hat of your own Knowledge? A."
0988500104_000028,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps; and frontispieces ... In four volumes. ...",John Campbell,99,18,1,4,2,2,0,0,0,5,3,1,0,0,0,1,3,0,1,0,3,1,1,0,3,5,2,0,3,2,1,0,0,0,5,0,0,1,1,0,0,1,1,4,2,3,0,0,2,2,5,0,1,0,1,0,0,5,0,2,1,1779,4,4,"London : printed for Alexander Donaldson, 1779.",London,533,male,1708,1775,FALSE,"coast of Italy. Rear admiral Chambers commanded nine men of war in the channel, and on the ft of November rear admiral Bofcawen sailed for the Eaft indies with six ( hips of the line . During this year the Englifhi took from the French and Spaniards 644 prizes, among"
0614000700_000030,Bulletins of the campaign ...,"[Clarke, R.G.]",101,3,1,1,1,1,0,3,0,4,2,0,0,0,0,7,2,0,0,0,8,0,0,1,3,1,0,0,0,4,0,0,2,0,2,0,0,1,2,3,0,4,3,2,2,4,2,1,15,3,1,1,0,0,1,0,0,0,0,5,5,1793,1,1,"[London, England] : Printed by R.G. Clarke, Cannon-Row, Westminster, [1793]-<1815>",London,212,male,,,FALSE,"to the Officers and Ship's Company I have the Honour to command ; and it is with deep Regret I add, thatlieutenant Buckol (First of the Dido), a most aive Officer , is among the wounded , I fear severely , though he never quitted the Deck; Mr. Douglas, the"
1394400109_000051,"A new and impartial history of England, From the invasion of Julius Cæsar, to the signing of the preliminaries of peace, in the year 1762. By John Barrow, Esq.;",John Barrow,104,7,0,3,0,2,0,2,0,3,1,2,0,0,0,5,8,1,0,0,0,1,0,2,5,1,2,0,0,2,0,0,1,0,6,2,0,3,0,4,4,2,3,3,3,5,1,0,4,7,1,0,0,0,0,0,1,1,1,3,2,1763,9,10,"London : Printed for J. Coote, at the King's Arms, in Pater-noster Row, MDCCLXIII. [1763]",London,369,male,,,FALSE,"- engagement became intimidated by his brisk fire, with which he soon disabled the two frigatecs, and pressed hard on the Floriffant, which now rpread all her sails in order to escape; but tyrrel prevented her design by getting within piffol shot, and pouring into her a whole broadside, which"
0538900100_000568,"A new military dictionary: or, the field of war. Containing a particular and Circumstantial account of the most remarkable battles, sieges, bombardments, and expeditions, Whether by Sea or Land. Such as relate to Great Britain and her dependencies, Deduced From the Descent of Julius Caesar to the Present Time. and Those that regard the continent of Europe, Traced From The Reign of Charlemagne, beginning with the Ninth Century. Including Anecdotes of the Lives, Military and Naval Transactions of the most celebrated Admirals, Generals, Captains, &c. who have distinguished themselves in the Service of their Country. To which is added, an Essay on fortification: and a table, explaining the Military and Naval Terms of Art. Compiled from the best Authorities and most approved Authors. By a military gentleman. Illustrated with a great Number of elegant Copper-Plates, Heads of the Admirals and Generals, Plans of Battles, Maps, &c.",John Almon,113,5,1,1,2,6,0,0,0,1,3,1,0,0,8,4,8,4,0,1,13,1,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,1,4,4,1,1,4,2,1,6,1,0,7,1,2,0,3,1,2,0,0,4,0,0,1,1760,1,1,"London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].",London,475,male,1737,1805,FALSE,"been attacked without cause by the parliament of England . An answer was made up) to this declaration, denying the charge; and specifying the injuries the Englifl had sustained form the republic of Holland: among there they mentioned Tromp's refusing to acknowledge the flag of England ; and to this"
0645400500_000092,"The life of General Monk: late Duke of Albemarle ; from an original manuscript of Thomas Skinner, M.D. Author of Motus Compositi; In Which Is a very particular Account of that most memorable March from Coldstream to London; Of The Preparations for it in Scotland, And Of The Happy Consequences of it in England. To which is added a preface, giving an account of the manuscript And some Observations in Vindication of General Monk's Conduct; by William Webster, M.A. Curate of St. Dunstan's in the West.","Skinner, Thomas",109,4,0,0,0,0,0,0,5,7,2,1,1,0,6,6,3,0,0,0,11,0,0,0,1,3,1,0,0,2,0,0,0,2,1,5,1,3,1,1,1,1,1,0,1,4,1,4,12,0,2,1,1,0,0,0,1,3,0,6,3,1724,1,1,"Dublin : printed for Patrick Dugan on Cork-Hill, Bookseller, MDCCXXIV. [1724].",Dublin,333,male,1629,1679,FALSE,"plunders and burns the Town of Brandaris, with an hundred and fifty Ships in the Harbour. VIII The Dutch put to Sea again, and Gaol towards the French Coasts, in hopes of joining theni. The English Fleet goes in purljist of thelm. I. THE . T HE Dutch Fleet being"
0091200503_000047,"The naval chronicle: or, Voyages, Travels, Expeditions, Remarkable Exploits and Atchievements, Of the most Celebrated English Navigators, Travellers, and Sea-Commanders, From the Earliest Accounts to the End of the Year 1759: By whose Wisdom, Conduct, and Intrepidity, the most useful and important Discoveries have been made, and the British Commerce extended, thro' Asia, Africa, and America: The many Conquests they obtained over the Spaniards, French, and other Nations: The unparalelled Hardships and Sufferings they underwent by Shipwreck, Famine, and the Treachery and Cruelty of their Enemies. With A Description of the Religions, Governments, Customs, Manners, Commerce, and Natural History of the several Nations they visited, conquered, or had Dealings with. Including The Lives of the most Eminent British Admirals and Seamen, who have distinguished themselves by their Bravery and Love of Liberty. In Three Volumes. Adorned with Cuts.",,124,19,0,0,1,1,0,4,0,2,1,0,0,2,0,4,14,0,0,0,2,0,0,0,6,2,1,0,0,1,0,0,0,4,1,4,0,1,7,2,0,0,3,4,0,6,0,2,12,2,3,3,0,1,0,0,0,0,1,5,3,1760,3,3,"London : printed for J. Fuller, Bookseller, at his Lotrery-Office, Newgate-Street; I. Pottinger, Pater-Noster-Row J. Cooke, in May-Fair; and J. Ross, Middle-Row, Holborn, M.DCC.LX. [1760].",London,499,unknown,,,FALSE,"made Sail , a: nd w r.t with their topsails, and sometimes set tri: r So re lafis. bout Fleven, the Rcva! Oak and two Tenders with Provisions from malcn, joined the Fleet , having luckily fallen to the Eastward. Rear admiral Rcwoey led the Van, but could ever come"
1584500135_000002,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,107,8,0,0,0,1,0,5,0,2,8,2,0,0,0,6,4,0,2,0,16,1,0,2,3,3,0,1,0,1,0,0,0,1,5,1,0,2,1,2,0,0,3,3,2,2,2,2,3,1,0,1,1,0,3,0,2,0,0,2,3,1783,35,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,528,unknown,,,FALSE,"twvo fail , five frigaates, and five gondolas, had also in the interim put to sea . After same days [pent~in manclenvring, the ashton between thle two fleets commenced off Ulhant, on the 27th of July. The winds were constantly in the N. WV. and S. WV sometimes blowing firong,"
1759900104_000111,"Lives of the admirals, and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest account of time; and, clearly proving by a continued series of facts, our uninterrupted claim to, and enjoyment of the dominion of our seas. Interspersed with many curious passages relating to our discoveries, plantations, and commerce. The whole supported throughout by proper authorities. By John Campbell, Esq; ...",John Campbell,86,8,2,1,1,0,0,0,4,6,4,1,2,1,1,4,1,1,0,0,5,1,0,0,2,2,0,2,0,1,1,0,4,0,0,1,0,2,0,0,0,4,4,2,0,1,1,1,2,2,1,0,1,0,2,1,0,4,0,1,1,1744,4,4,"London : printed by John Applebee, for J. and H. Pemberton, in Fleet-street, and T. Waller, in the Temple, M,DCC,XLII-M,DCC,XLIV. [1742-44].",London,527,male,1708,1775,FALSE,"the Admiral , though not joined by the Reinforcement from England , chased the Brei Squadron into Toulon; and having afterwards palfed through the Streigbhs., Mourb, joined Sir cloi4d/ley Shovel, with the Fleet under his Command , off Logos; and continued cruizing for about a Month, in expediation of Orders"
1167401301_000124,"The Scientific magazine, and Freemasons' repository, for ...",,115,1,0,3,1,0,0,2,0,3,4,0,0,0,0,5,1,0,0,0,5,1,0,3,1,4,1,0,0,13,1,0,0,1,6,0,0,1,0,1,0,5,1,0,1,3,3,1,14,2,2,3,2,0,0,0,0,2,1,3,14,1797,1,2,"London [England] : printed and published by George Cawthorn, British Library, No. 132, Strand; and sold by Symonds, Paternoster-Row; and may be had of all the booksellers and newscarriers in town and country, [1797]-",London,476,unknown,,,FALSE,"left bank of the Rhine. But a considerable quantity of heavy artillery having been sent to the Upper Brisgaw immediately after the reduction of Kehl, the attack , afterits arrival , was carried on with effect, and, by its successful termination, the right bank of the Upper Rhine has been"
0785300102_000165,"Lives of the British admirals: containing a new and accurate naval history from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps ; and frontispieces ... In four volumes. ...",John Campbell,81,4,2,0,1,0,0,0,3,0,3,0,1,0,2,3,2,0,0,2,2,2,0,0,5,3,1,0,1,0,2,1,0,0,0,0,0,1,1,2,1,1,7,2,0,1,2,3,5,1,2,1,0,1,1,0,3,3,3,0,0,1785,2,4,"London : printed for J. Murray, 1785.",London,568,male,1708,1775,FALSE,""" the fllore, that not any of our men of war , except the small "" frigates, could do any service; but that night vice - admiral "" Rook, with the boats , burnt.fix of them. (' Tuesday the 24th, about eight in the morning , he went in """
0702000104_000096,"History of the war with America, France, Spain, and Holland; commencing in 1775 and ending in 1783. By John Andrews L.L.D. In four volumes with portraits maps and charts. ...",John Andrews,86,2,1,1,5,3,0,1,0,2,1,0,0,1,1,6,0,0,0,0,0,1,2,0,5,1,1,1,1,1,1,0,1,0,7,1,2,0,2,1,0,3,1,2,2,2,0,1,6,1,6,0,3,0,2,1,0,1,0,2,1,1785,4,4,"London : published by His Majesty's royal licence and authority. For John Fielding Pater Noster Row and; and John Jarvis in the Strand, MDCCLXXXV. [1785]-86.",London,501,male,1736,1809,FALSE,"protection of the fort; and who surrendered as.foon as they saw it taken . The fort itself was well provided with artillery, and contained a large quantity of ammunition and military flores. The prisoners amounted to about four hundred Europeans. The capture of Trincomale was the second blow given to"
1572800300_000035,"A history of the military transactions of the British nation in Indostan, From the year MDCCXLV. To which is prefixed a dissertation on the establishments made by Mahomedan conquerors in Indostan.",Robert Orme,87,2,0,2,1,2,0,0,2,0,1,0,2,0,2,2,0,1,0,0,3,2,4,1,4,3,0,0,2,0,0,0,3,1,3,2,0,3,0,2,0,1,1,0,1,3,1,0,12,0,4,0,1,0,0,1,0,6,1,5,0,1773,1,1,"London : Printed for John Nourse, bookseller in ordinary to His Majesty, M.DCC.LXXIII. [1773].",London,440,male,1728,1801,FALSE,"ought to be one of the first objeats of our attention in the beginning of a war with France. The possession of Mauritius would probably be followed by the voluntary submission of Bourbon, or would certainly render it of no use to the French for the purposes of war ."
0837100300_000150,"Minutes of the proceedings at a court-martial, assembled for the trial of the Honourable Admiral Augustus Keppel, on a charge exhibited against him by Vice-Admiral Sir Hugh Palliser, Baronet. AS Taken BY George Jackson, Esq; Judge-Advocate of his Majesty's Fleet. Published by order of The Right Honourable the Lords Commissioners of the Admiralty. With an appendix, Containing All the Letters and Papers that have any Relation to the Trial.","Augustus Keppel, 1st Viscount Keppel",134,8,1,0,0,7,0,2,0,3,3,0,0,1,0,0,5,0,0,0,16,0,3,2,21,2,3,0,0,0,0,1,0,0,4,1,1,2,3,0,11,1,3,2,0,2,0,1,9,5,0,2,1,1,0,0,4,0,2,1,0,1779,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXIX. [1779].",London,186,male,1725,1786,FALSE,"her. ithltdrcw. Captain James Bradby, of the Pluto Fire/jip, Jsworn. Prisoner asked, Q Was you Captain of a Firehip .on the 27tlh and a8th of July? A. Yes. Q. And you saw the French and eng5lj/ Fleets , engaged ? ""A. Yes. Q. Did you pass to Leeward out of"
1725500106_000156,"Biographia navalis; or, Impartial memoirs of the lives and characters of officers of the navy of Great Britain, from the year 1660 to the present time; drawn from the most authentic sources, and disposed in a chronological arrangement. By John Charnock, Esq. With portraits, and other engravings, By Bartolozzi, &c. In four volumes.",John Charnock,107,4,1,1,0,0,3,4,0,12,6,4,0,0,0,1,1,2,1,0,6,1,2,0,5,9,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,8,3,2,2,3,0,4,1,1,0,3,0,1,1,1,4,0,2,1,1798,6,6,"London : printed for R. Faulder, Bond-Street, 1794.",London,594,male,1756,1807,FALSE,"y but we are, as in many other cafes, unacquainted both writh the' name of the vessel itself, or the stations onl which he served. On the 9th of Marchl, 1759, he was made captainl of the wager, of twenty guns ; bult very foca Ifterwardls removed into the Lively,"
1050800100_000570,"The history of England, during the reigns of the Royal House of Stuart. Wherein the errors of late histories are discover'd and corrected; With Proper Reflections, And several Original Letters from King Charles II. King James II. Oliver Cromwell, &c. As also the Lord Saville's Famous Forg'd Letter of Invitation, which brought the Scots into England in the Year 1640, And gave Occasion to the Beginning of the Civil Wars. This Letter being never before publish'd, led the Earl of Clarendon, Bishop Burnet, Mr. Echard, Dr. Welwood, and other Writers, into Egregious Mistakes upon this Head. To all which is Prefix'd, Some Account of the Liberties taken with Clarendon's History before it came to the Press, such Liberties as make it Doubtful, What Part of it is Clarendon's, and what Not. The whole Collected from the most Authentick Memoirs, Manuscript and Printed. By the author of the Critical history of England.",John Oldmixon,111,4,0,0,0,1,0,6,1,2,3,0,1,0,11,1,3,0,0,1,10,1,0,0,0,2,1,0,0,4,2,0,0,0,0,1,0,1,2,1,0,2,1,1,2,3,1,2,16,0,2,0,3,0,3,0,0,12,1,1,2,1730,1,1,"London : printed for John Pemberton, in Fleetstreet; Richard Ford, Richard Hett, and John Gray, in the Poultry; and Thomas Cox, under the Royal-Exchange, M.DCC.XXX. [1730].",London,859,male,1673,1742,TRUE,"of War , and the latter fearing the rest of the Fleet would do the same, set up their Main Sails , and ran for it. Ten Frigates of General Blake's Fleet pursuing them, and a fresh Gale springing up next Day, September the 30th, the whole Fleet pursue them"
0117300106_000041,"The peerage of England; containing a genealogical and historical account of all the peers of that Kingdom, ... Also their paternal coats of arms, crests, ... curiously engraved ... By Arthur Collins, Esq; In eight volumes.",Arthur Collins,117,7,2,2,0,1,0,1,1,2,3,0,1,1,0,3,1,0,0,0,10,0,6,0,4,5,0,0,0,0,0,0,8,1,1,0,1,1,3,2,0,2,8,1,0,8,2,2,6,0,4,0,0,1,0,0,0,6,2,8,0,1779,6,8,"London : printed for W. Strahan, J. F. and C. Rivington, J. Hinton, T. Payne, W. Owen [and 23 others in London], 1779.",London,481,male,1682,1760,FALSE,"their command , were under sail from Jamaica, on a new expedition against the Spaniards. On November 26, 1746, being Captain of the. Namure, and Commodore of a squadron of his Majesty's ships , he tonk the Intrepide, a French privateer of St. Maloe's, of twenty guns , and two"
