PassageID,Title,Author,Total termFreq,termFreq(1757),termFreq(1758),termFreq(america),termFreq(armi),termFreq(attack),termFreq(austrian),termFreq(bohemia),termFreq(britain),termFreq(british),termFreq(brunswick),termFreq(camp),termFreq(campaign),termFreq(cannon),termFreq(command),termFreq(countri),termFreq(cumberland),termFreq(daun),termFreq(dominion),termFreq(duke),termFreq(elector),termFreq(empir),termFreq(england),termFreq(english),termFreq(europ),termFreq(ferdinand),termFreq(forc),termFreq(franc),termFreq(frederick),termFreq(french),termFreq(gener),termFreq(germani),termFreq(hanov),termFreq(hungari),termFreq(imperi),termFreq(invad),termFreq(kill),termFreq(king),termFreq(lost),termFreq(majesti),termFreq(marshal),termFreq(militari),termFreq(order),termFreq(peac),termFreq(poland),termFreq(pragu),termFreq(princ),termFreq(prison),termFreq(prussia),termFreq(prussian),termFreq(queen),termFreq(repuls),termFreq(russia),termFreq(russian),termFreq(saxoni),termFreq(sieg),termFreq(silesia),termFreq(territori),termFreq(thousand),termFreq(treati),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
1544300100_000323,"A new geographical, historical, and commercial grammer; and present state of the several kingdoms of the world. Containing I. The figures, motions, and distances of the planets, according to the Newtonian system, and the latest observations. II. A general view of the Earth, considered as a planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climate, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the changes that have been any where observed upon the face of nature, since the most early periods of history. VIII. The history and origin of nations: their forms of government, religion; laws, revenues, taxes, naval and military strength; orders of knighthood; &c. IX. The genius, manners, customs, and habits of the people. X. Their language, learning; arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. the astronomical part by James Ferguson, F.R.S. To which have been added; the late discoveries of Dr. Herschell, and other eminent astronomers. Illustrated with a correct set of maps, engraved from the most recent observations and draughts of geographical travellers.",William Guthrie,126,0,0,0,4,1,3,3,0,0,0,0,1,0,1,1,0,5,2,4,1,4,0,1,0,0,1,1,0,4,3,3,1,1,3,1,1,7,0,11,0,0,0,0,4,2,1,0,4,9,6,0,1,7,5,3,4,0,0,4,3,5,1796,1,1,"London : Printed for Charles Dilly, in the Poultry; and G.G. and J. Robinson, in Pater-Noster Row, M.DCC.XCVI. [1796].",London,1037,male,1708,1770,FALSE,"her own terms; but fle haughtily and impoliticly rejected all accommodaticn, though advised to it by his Britannic majeity, her bell, and indeed only friend. This obfrinacy gave a colour for the king of Pruifia to invade Bohemia , under pretence of libp porting the Imperial dignity; but though he"
1254400102_000045,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer. ...",William Guthrie,117,0,0,0,5,1,3,2,1,1,0,0,1,0,1,1,0,5,1,3,1,4,0,0,0,0,1,1,0,4,5,4,1,0,2,0,1,6,1,6,1,0,0,1,3,1,1,1,3,7,4,0,1,8,5,3,4,0,0,4,3,5,1790,2,2,"London : printed for Charles Dilly , in the Poultry ; and G. G. J. and J. Robinson, in Pater-Noster Row, MDCCXC. [1790].",London,502,male,1708,1770,FALSE,"any, consort to her Hungarian majefiy, after firmounting Ioime difficulties, was choftn emperor, by the title of Francis I. The bad luccefs of the allies against the French and Btearians in the lowcountries, and the lols of the battle of Fontenoy, retarded the operations of the eniprefs queen againflthis Prussian"
0097400203_000076,"The age of Louis XIV. To which is added, an abstract of the age of Louis XV. Translated from the last Geneva edition of M. de Voltaire, with notes, critical and explanatory, by R. Griffith, Esq. ...",Voltaire,117,1,0,0,7,3,1,1,0,0,0,0,0,0,3,3,2,2,0,2,2,1,2,1,1,0,0,1,0,5,2,3,1,1,1,1,1,13,3,0,2,1,1,0,5,5,5,4,8,3,2,1,0,3,1,0,1,1,3,0,3,4,1779,3,3,"London : printed for Fielding and Walker, Paternoster-Row, MDCCLXXIX. [1779].",London,318,male,1694,1778,TRUE,"or fourteen thousand * Sept. 20, 1756 t O. II 1756 sand men, surrendered prisoners of war seven days after the battle. Auguffus, in this singular capitulation, the only military event between him and the King of Prussia , asked no more than that his guards should not be made"
0133800538_000027,"The age of Louis XV. being the sequel of The age of Louis XIV. Translated from the French of M. de Voltaire. With a supplement, Comprising an Account of all the public and private Affairs of France, from the Peace of Versailles, 1763, to the Death of Louis XV. May 10th, 1774. ... . And thirty-seventh of his works.",Voltaire,111,1,0,0,8,3,1,1,0,0,0,0,1,0,3,3,2,2,0,2,0,1,2,1,2,0,0,1,0,5,2,4,2,1,1,1,1,10,3,0,2,0,2,0,3,5,4,2,7,5,2,1,0,3,1,0,1,1,2,0,3,3,1774,38,38,"London : printed for G. Kearsly, at No. 46, in Fleet-Street, 1774.",London,309,male,1694,1778,TRUE,"contribution; and the king of Prussia , in making war , found the means of supporting it in the invaded country . The queen of Poland , who did not follow her husband but remained in Drcfien, died soon after of grief. All Europe pitied that unfortunate family; but in"
1650400105_000009,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,109,1,0,2,8,1,4,4,0,2,0,2,0,1,3,0,2,2,2,3,1,0,0,1,1,0,5,2,0,5,1,1,2,0,0,2,0,8,0,1,8,2,1,0,1,4,4,0,4,5,0,0,0,2,4,2,0,0,4,0,0,1,1794,5,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,246,male,1741,1793,FALSE,"of the English East-india Company seem utterly ruined in Bengal - - - r4. Affairs of Germany - - ibid. Spirited manifeito of his Britannic Majesty - The King of Prussia , on receiving an evasive answer from the court of Vienna;, resolves to anticipate the designs of his enemies"
0116600100_000354,"A new system of modern geography: or, a geographical historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climates, Air, Soil vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names and Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S.",William Guthrie,120,0,0,0,5,0,3,5,0,0,0,0,0,0,0,2,0,4,2,4,2,2,0,1,0,0,2,3,0,6,4,1,0,3,5,1,1,7,0,3,1,0,0,0,3,3,2,0,4,6,8,0,2,3,4,1,5,0,0,5,2,5,1786,1,1,"London : printed for C. Dilly In The Poultry; and G. G. J. and J. Robinson, Pater Noster Row, MDCCLXXXVI. [1786].",London,1012,male,1708,1770,FALSE,"up claims di realy incompatible with the pragmatic fancion, and in this they were joined by France ; though all those powers had solemnly guaranteed it. The imperial throne after a conlidcrable vacancy, was filled up by the elecor of Bavaria, who took the title of Charles VII in January"
1694800100_000287,"A new system of modern geography: or, A geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The figures, motions, and distances of the planets, according to the Newtonian system and the latest observations. II. A general view of the earth considered as planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and Islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climates, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the change, that have been any where observed up on the peace of nature since the most early periods of history. VIII. The history and origin of nations, their form of government, religion, laws, revenues, taxes, naval and military strength. IX. The genius, manners, customs, and habits of the people. X. Their language, learning, arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq; the astronomical part by James Ferguson, F.R.S.",William Guthrie,122,0,0,0,6,1,1,2,0,1,0,0,1,0,1,1,0,5,1,4,0,4,0,1,0,0,2,1,0,6,4,2,0,3,4,1,1,6,0,9,0,0,0,0,4,3,2,0,2,7,7,0,2,3,5,2,4,0,0,5,3,5,1780,1,1,"London : Printed for C. Dilly, in the Poultry; and G. Robinson, Pater Noster Row, MDCCLXXX. [1780].",London,854,male,1708,1770,FALSE,"The French poured their armies into Bohemnia, where they took Prague ; and the queen of Hungary , to take off the weight of Prussia , was forced to cede to that prince the most valuable part of the duchy of Silesia by a formal treaty . Her youth, her"
1050900100_000338,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geogragraphical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the Names of Places alphabetically arranged. II. A table of the coins of all nations, and their Value in English Money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. To which have been added the late discoveries of Dr. Herschell, and other eminent Astronomers. Illustrated with a Correct Set of Maps, Engraved from the most recent Observations and Draughts of Geographical Travellers. The fifteenth edition, corrected, and considerably enlarged.",William Guthrie,104,0,0,0,5,1,5,1,1,0,0,0,2,0,1,1,0,4,1,2,1,3,0,1,0,0,1,1,0,3,6,4,1,0,3,0,1,4,1,6,0,0,0,1,2,1,0,1,4,5,1,0,2,9,3,2,2,0,0,2,4,5,1795,1,1,"London : printed for Charles Dilly, in the Poultry; and G.G. and J. Robinson, in Pater-Noster Row, MDCCXCV. [1795].",London,1029,male,1708,1770,FALSE,"his troops , and took polfeflion of Dresden; which he held till a treaty .was made under the mediation of lis Britannic majesty , by which the king of Prussia acknowledged the duke 0f Lorrnn,, w. become great dale oftufsany, for emperor. The war continued continued in the Low Countries"
0015300103_000050,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,112,0,0,0,6,3,4,2,1,0,0,3,1,1,4,1,2,0,1,6,1,0,0,0,0,0,1,0,0,3,4,2,0,1,1,1,1,9,0,7,1,1,0,2,3,1,4,0,2,7,1,1,0,0,3,0,4,1,7,4,3,1,1790,3,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,557,male,1721,1771,TRUE,"conquest of Silesia . The campaign began in January, when the Hungarian insurgents were obliged to retire into Moravia. In the following month the Prussian General Lehwald defeated a body of twelve thousand Austrians , commanded by, General Helf rich; the town of Ratibor was taken by assault; and the"
0390500302_000080,Memoirs of the Kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,116,2,0,0,10,3,6,2,0,0,0,2,2,0,5,2,0,4,1,0,2,3,0,0,0,0,4,1,0,2,3,0,0,0,1,0,0,6,0,0,8,3,2,0,0,5,3,0,4,5,1,1,0,4,0,6,3,2,3,1,3,1,1796,2,2,"Dublin : printed for J. Milliken, 1796.",Dublin,301,male,1752,1827,FALSE,"of the emprefs queen to Silesia , c. shall again revive and be considered as in full force ; and the eventual partition of the Prussian dominions should take place as stipulated in the treaty . In consequence of these daring acs of violence, the king was, at the subsequent"
1544400101_000218,"A new and complete system of universal geography: Containing a full survey of the natural and civil state of the terraqueous globe: exhibiting all the latest and most authentic information concerning Europe, Asia, Africa, and America; the seas by which they are divided, and the isles scattered amid these seas; with an ample apparatus of tables, maps, &c. as also an accurate explanation of those principles of geography which depend upon the discoveries of astronomy: and a philosophical view of universal history; The last article written by Robert Heron. In two volumes.",Robert Heron,111,0,0,0,7,1,3,1,0,1,0,0,2,0,1,0,0,6,1,1,1,4,0,0,0,0,1,0,0,3,6,4,1,0,3,0,1,2,1,7,1,0,1,1,1,1,1,1,2,10,3,0,3,10,3,3,3,0,0,0,3,6,1796,1,2,"Edinburgh : Printed for R. Morison and Son, Booksellers, Perth, 1796.",Edinburgh,1113,male,1764,1807,FALSE,"fresh war was kindled in the empire , in the year 756 The king of Prussia declared against the admission of the Russians into Germany , and his Britannic majesty against that of the French . Upon those two principles all former differences between these monarchs were forgotten, and the"
0125800402_000037,"A new geographical, historical, and commercial grammar; and present state of the several Kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. XIII. A General Index. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a New and Correct Set of Large Maps, Engraved by Mr. Kitchin, Geographer. The second edition. In two volumes. ...","Paraire, John",113,0,0,0,5,1,2,5,0,1,0,0,0,0,0,2,0,1,2,5,2,3,0,1,0,0,2,2,0,6,4,0,0,2,5,1,0,9,0,4,1,0,0,1,4,3,3,0,4,6,5,0,2,2,3,1,4,0,0,4,2,3,1771,2,2,"London : printed for J. Knox, at No. 148, near Somerset-House, in the Strand, MDCCLXXI. [1771].",London,490,unknown,,,FALSE,"that time to be pacific, and he obtained for him, from the Turks, a better peace , than he had reason to expect. Charles, to keep the German and other European powers easy, had, before his death, given his eldest daughter, the present emprefs queen , in marriage to the"
0003100104_000110,"The history of France, from the most early records, to the death of Louis XVI: The ancient part by William Beckford, Esq. Author of a Descriptive Account of the Island of Jamaica. The modern part by an English gentleman, who has been some Time Resident in Paris. In four volumes. ...","Beckford, William",109,2,0,0,9,3,2,1,0,0,0,0,1,0,4,2,3,2,0,4,0,2,0,0,1,0,1,1,0,7,3,4,2,0,0,0,1,7,2,0,7,0,2,0,1,6,4,1,5,5,0,1,1,2,2,0,1,0,3,0,3,1,1794,4,4,"London : printed for J.S. Jordan, No. 166, Fleet-Street, M.DCC.XCIV. [1794].",London,556,unknown,,,FALSE,"now one of its most dangerous foes; and Sweden, which had formerly given such great Ihocks to the House of Austria, ferved'it then against the King of Prussia , on account of nine hundred thousand livres given by the French Ministry; though it was Sweden that did the least mischief."
0207400200_000323,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruing, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer.",William Guthrie,106,0,0,0,4,0,3,2,1,0,0,0,1,0,1,2,0,4,0,4,1,4,0,0,0,0,1,1,0,5,2,4,1,1,1,1,1,6,0,9,1,0,0,0,4,2,1,0,2,6,6,0,1,6,4,0,2,0,0,4,3,4,1785,1,1,"London : printed for Charles Dilly, in the Poultry; and G.G.J. and J. Robinson, in Pater-Noster Row, 1785.",London,972,male,1708,1770,FALSE,"for the king of Prullia to invade Bohemia , under pretence of supporting the imperial digniy : but though le took Prague , and subdued the greatest part of the kingdom, he was not supported by the French ; upon which he abandoned all lis conquests, and retired to Silesia"
0249000302_000114,"The geographical magazine; or, a new, copious, compleat, and universal system of geography. ... By William Frederick Martyn, Esq. ...",William Fordyce Mavor,105,0,0,0,5,0,2,3,0,1,0,0,1,0,0,1,0,0,1,2,1,4,0,2,0,0,0,2,0,5,3,3,1,3,5,1,0,3,1,9,0,1,0,2,2,2,2,0,3,5,7,0,1,2,3,1,5,0,1,4,2,3,1785,2,2,"London : printed for Harrison and Co., M DCCXCIII, [1785-93].",London,660,male,1758,1837,FALSE,"Elecor of Bavaria instituted claims diametrically opposite to the intention of the Pragmatic Sandion; and in this they were seconded by France , though these different powers had individually guaranteed it. After an interregnum of considerable duration, the Imperial throne was at last filled by the Elecor of Bavaria, in"
0138200100_000088,"Salmon's geographical and astronomical grammar, including the ancient and present state of the world; and Containing 1. The Newtonian System of the Planets. 2. A particular View of the Earth. 3. Geographical Elements, exemplified in Definitions, Problems, Theorems, and Paradoxes. 4. The grand Divisions of the Globe. 5. The Extent of Empires, Kingdoms, States, Provinces, and Colonies; with an Account of their Climates, Animals, Birds, Metals, Minerals, Rivers, Bays, and Natural Curiosities. 6. Origin and History of Nations, Forms of Government, Religion, Laws, Revenues, Commerce, and Taxes. 7. Their Language, Genius, Revenues, Customs, and Public Buildings. 8. An Account of the New Discoveries in the South Seas. 9. A Geographical Table, in which is given the Longitude, Latitude, and Bearings, of the principal Places in the World. 10. The Coins of the various Nations, and their Value in English Money. 11. A Chronological Table of remarkable Events. 12. A List of Men of Learning and Genius. The thirteenth edition; with considerable corrections and additions, in which the history of the various countries in every quarter of the globe is continued to the year 1785, including a full Account of the New Discoveries, and illustrated with Maps and other Plates, elegantly executed.",Thomas Salmon,93,0,1,0,4,2,3,3,0,0,0,1,0,0,1,2,0,3,4,3,5,1,0,0,0,0,0,1,0,3,3,4,0,1,2,1,0,9,1,1,0,0,0,3,1,2,3,1,3,2,3,0,2,1,3,1,3,0,0,2,2,2,1785,1,1,"London : [p]rinted for C. Bathurst, W. Strahan, J. F. and C. Rivington, S. Crowder, T. Longman , B. Law, J. and T. Pote, C. Dilly, G. G. J. and J. Robinson, T. Cadell, R. Baldwin, J. Nichols, J. Sewell, W. Goldsmith, W. Nicoll, J. Murray, J. Bew, W. Lowndes, Scatcherd and Whitaker, and W. Stuart, [1785].",London,824,male,1679,1767,FALSE,"the year 1745; and the Duke of Lorrain, hutband to the Qileen of Hungary , was, after the raising of some difficulties, chosen Emperor. The ill success of the allies against the French and the Bavarians in the Low Countries , and the loss of the battle of Fontenoy, retarded"
0841900100_000326,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the Names of Places alphabetically arranged. II. A table of the coins of all nations, and their Value in English Money. III. A chronological table of remarkable events from the Creation to the present Time. By Willia Guthrie, Esq. The astronomical part by James Ferguson, F. R. S. Illustrated with a Correct Set of Maps, Engraved by Mr. Kitchin, Geographer.",William Guthrie,108,0,0,0,4,1,2,4,0,0,0,0,1,0,0,1,0,3,3,4,2,2,0,1,0,0,2,2,0,5,4,3,0,2,2,1,1,7,0,6,0,0,0,0,4,2,2,0,2,6,7,0,2,2,4,0,2,0,0,4,3,5,1787,1,1,"London : printed for Charles Dilly, in the Poultry ; and G.G.J. and J. Robinson, in Pater-Noster Row, 1787.",London,980,male,1708,1770,FALSE,"took pir.gue; and the queen of Hun. lary, tp take oft the weight of P'rufti;, was forced to cede to that prince tie nloil \.iluitllc part ol the du lty of 3iielia by ia tornal treaty . Her outh, her beauty, hnd sufferings, and the noble fortitude with which the"
1240800600_000019,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several Kingdoms of the World Is so Interspersed As to render the Study of Geography both Entertaining and Instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Division of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms of Government, Forces, Revenues, Taxes, Revolutions and Memorable Events. Together with An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishopricks, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated With a Set of Twenty-Three New Maps of the several countries. Drawn by the Direction of Mr. Salmon, and Engraved by Mr. Jefferys, Geographer to His Majesty.",Thomas Salmon,118,1,0,0,4,2,1,3,2,2,0,0,0,1,0,1,0,2,7,2,0,3,0,0,1,0,5,3,1,9,4,0,0,4,3,6,2,6,1,2,1,0,0,3,0,2,6,3,1,1,5,0,0,0,2,1,4,4,0,3,1,3,1766,1,1,"Dublin : printed for P. Wilson, J. Exshaw, T. Dyton, H. Bradley, and M. North, M.DCC.LXVI. [1766].",Dublin,693,male,1679,1767,FALSE,"convoyed to Tuscany to secure that Succession, Anno 1730, by the united Fleetsof Great Britain and Spain. A War breaking out again in the Year 1733, between France , Spain, and Sardinia on the one Part, and the Emperor on the other, the Emperor was driven out of all his"
