PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(articl),termFreq(author),termFreq(bread),termFreq(cafe),termFreq(common),termFreq(corn),termFreq(countri),termFreq(differ),termFreq(edit),termFreq(england),termFreq(export),termFreq(fell),termFreq(fold),termFreq(foot),termFreq(gener),termFreq(grain),termFreq(greater),termFreq(half),termFreq(import),termFreq(increas),termFreq(kind),termFreq(king),termFreq(labour),termFreq(land),termFreq(larg),termFreq(late),termFreq(law),termFreq(london),termFreq(market),termFreq(monei),termFreq(natur),termFreq(order),termFreq(penc),termFreq(peopl),termFreq(person),termFreq(pound),termFreq(present),termFreq(price),termFreq(print),termFreq(produc),termFreq(profit),termFreq(proport),termFreq(public),termFreq(purchas),termFreq(quantiti),termFreq(quarter),termFreq(rate),termFreq(sale),termFreq(set),termFreq(sever),termFreq(shill),termFreq(tax),termFreq(trade),termFreq(valu),termFreq(weight),termFreq(wheat),termFreq(work),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0939601900_000011,"A view of the British empire, more especially Scotland; with some proposals for the improvement of that country, the extension of its fisheries, and the relief of the people.","Knox, John",64,0,1,3,0,2,1,1,2,4,0,0,1,2,0,0,0,1,0,0,2,1,0,0,0,2,2,0,2,0,0,1,1,3,0,0,4,3,0,4,2,0,1,0,1,2,1,1,0,0,2,0,0,0,5,2,1,0,0,3,0,1784,1,1,"London : printed for J. Walter, at Charing-Cross; J. Sewell, in Cornhill; and W. Gordon, in Edinburgh, MDCCLXXXIV. [1784].",London,187,male,1720,1790,FALSE,"our finances at the present time, and so light the burdens transmitted to posterity, had ministers been seriously inclined to keep the public debts within moderate bounds. Nor is it yet too late to put these enormous burdens into a train of redemption, within a given time, providing that our"
0312300102_000066,The works of John Locke Esq; in three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,91,0,1,0,2,0,1,0,0,1,4,0,3,4,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,17,1,0,2,0,0,7,4,8,0,2,1,0,0,0,4,0,1,1,0,0,4,0,0,10,6,0,0,0,1722,2,3,"London : printed for A. Churchill, and A. Manship, and sold by W. Taylor in Pater-noster-Row. M.DCC.XXII. [1722].",London,675,male,1632,1704,TRUE,"our clipped Money that wants Amendment: And when that is recoin'd and reduced all to mill'd and lawful Money , that then too will have no need of railing. This I thall now prove out of Mr. Lowndes's own Words here. Mr. Lowides in the forecited Words compares the Valute"
0900600100_000008,"A compendium of the corn trade. The practice of ingrossing, jobbing, &c. the cause of plenty and scarcity; constitutional errors in our laws and customs; A Summary of the Laws; Assise Table, &c. &c. composed for the consideration of the members of Parliament, magistrates, Landlords, Tenants, &c.",,59,1,1,0,0,0,1,2,1,1,4,0,1,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,3,6,4,1,3,2,1,0,0,0,2,0,0,0,0,1,0,2,3,1,8,0,0,1757,1,1,"London : printed for J. Robinson, at the Golden Lion in Ludgate Street, [1757].",London,63,unknown,,,FALSE,"is as 25 is to 42, and in Proportion to Meal as 25 is to 56, the Surplus is usually applied to feeding of Hogs, and answers a better End in that Refpea than the Refuse of the Distillery, because the Hogs fed on Starch Refuse are firmer and better"
0026501100_000036,"An essay on the causes of the decline of the foreign trade, consequently of the value of the lands of Britain, and on the means to restore both. Begun in the year 1739.","Sir Matthew Decker, 1st Baronet",68,0,0,2,0,1,4,0,3,8,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,3,3,0,3,0,0,2,0,1,2,3,0,0,2,0,0,0,0,4,2,0,0,2,0,3,2,4,0,2,0,2,1744,1,1,"London : printed for John Brotherton at the Bible in Cornhill, MDCCXLIV. [1744].",London,123,male,1679,1749,FALSE,"whereby the Farmer has a Monopoly against the Manufaturer, and all Monopolies enhance the Prices of Goods. 2 He has no Drawback on his Corn . 3 He has no Drawback on his Malt. 4 He has no Drawback on Leather. 5 He pays a Duty on his Coals of"
0726800200_000004,"Remarks on the cause of the scarcity and dearness of cattle, swine, cheese, &c. &c. and of the articles tallow candles, and soap; also the Remedy to prevent such Calamity in future; being the result of great Experience, acquired by Dealing at Fairs and Markets, &c. &c. during the last Thirty-Seven Years. Humbly Dedicated To the Prime Minister of England. In behalf of the Community at large, more or less interested therein: together with Hints for the Consideration of Persons having landed Property, and Dealers in Cattle. By J. Mathews, of Bath.","Mathews, James, of Bath",68,0,1,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,0,5,5,3,1,0,0,0,2,6,1,6,0,2,0,0,2,4,0,1,2,1,0,0,2,0,1,1,6,0,2,0,1799,1,1,"London : published by N. Scarlett, 348 Strand ; and J. Nunn, Great Queen-Street, Lincolns-Inn-Fields, 1799.",London,253,unknown,,,FALSE,"be too soon managed; and that to prevent the continuance of a practice, which by counteracting, or blatting as it were the works of Nature , the blessings and promises of spring, is but proper, feeing such practises, if longer permitted, will be found too dangerous towards completing the ruin"
0179500400_000077,"General view of the agriculture of the West Riding of Yorkshire. Surveyed by Messrs Rennie Brown, & Shirreff, 1793. With observations on the means of its improvement, and additional information since received. Drawn up for the consideration of the Board of Agriculture and Internal Improvement. By Robert Brown, Farmer at Markle, near Haddington, Scotland.",John Shirreff,74,2,0,2,0,0,1,0,4,2,0,0,0,1,0,0,1,0,2,5,0,4,6,0,0,3,2,0,2,8,0,1,1,0,0,0,0,1,0,2,7,0,0,0,0,3,0,2,1,3,0,2,0,0,0,2,1,0,2,1,0,1799,1,1,"Edinburgh : printed for James Watson, No 40. South Bridge; G. Nicol, Pall-Mall, Bookseller to his Majesty, and the Board of Agriculture; and sold by G. G. & J. Robinson, Pater-Noster Row; J. Sewell, Cornhill; Cadell & Davies, Strand, London; W. Creech, Edinburgh; and John Archer, Dublin, 1799.",Edinburgh,438,male,1759,1818,FALSE,"trade like a lottery, and have set the discernment of the wiset at defiance. But, have these modern laws injured tillage, by causing greater quantities of land to be thrown into the grazing husbandry? No, they have not; for great as the quantity of pasture and meadow is in Britain,"
1597700300_000001,A Proposal for a perpetual equalization of the pay of the labouring poor.,,88,2,1,2,0,5,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,1,0,12,0,0,0,0,1,2,1,0,0,0,2,1,0,2,13,2,0,0,3,1,0,1,0,4,0,0,0,9,0,0,2,1,10,1,0,1795,1,1,"London : Printed for T. Becket, Pall-Mall, MDCCXCV. [1795].",London,24,unknown,,,FALSE,"~~5 . 1~ 4 ni~nvesity f l~oiidoii ?reseuled blithe \vorsh4jbul Corfan 1903 ay; use v Mt ""YA(A ~·~~""4~~n~ik S'~GJ~F PROPOSAL FOR A PERPETUAL EQUALISATION OF THE PAY OF THE LABOURING POOR. LONDON : PRINTED FOR T. BEGCET, PALL mall. MDOCXCV. A PROPOSAL, c- -- - -- -. _-..... - -,"
0141700106_000057,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,62,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,1,0,2,0,0,5,0,0,0,3,1,0,0,0,0,2,1,0,1,2,2,4,3,4,0,0,0,0,2,4,0,1,4,0,0,0,2,6,0,2,0,1,0,2,1790,6,8,"London : printed for T. Cadell: and sold by T. Longman, 1790.",London,596,male,1711,1776,TRUE,"could ftrengthca his interest with the public . THE same advantage, we may remark, over the people , which the crown formerly reaped from that interval between the fall of the peers and the rise of th, commons , was now poleffeed by the people against the crown, during the"
0611601000_000006,Thoughts on taxation: in the course of which the policy of a tax on income is impartially investigated.,,109,0,0,4,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,10,0,0,14,7,0,0,0,0,1,0,2,0,0,1,0,0,3,21,0,3,3,6,1,1,2,0,0,0,0,1,0,10,2,3,0,0,2,6,1798,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly, 1798.",London,79,unknown,,,FALSE,"on their former stipend. Now it is evident, that the direct taxes paid by the labourer , such as those on fait, beer, candles, soap, leather, c. must add considerably to his necessary expenses: and if (as I am attempting to prove) every article of consumption, though not directly taxed"
0634101000_000006,"The querist, containing several queries, proposed to the consideration of the public. Now first re-printed from the Irish edition, lately publish'd in Dublin. Part III.",George Berkeley,64,0,3,0,0,1,1,3,0,3,1,0,0,2,0,0,0,1,0,2,1,0,1,0,0,0,1,2,0,0,0,3,6,0,1,1,3,1,2,3,2,0,0,0,0,2,1,2,0,1,0,1,0,4,0,1,6,2,0,0,0,1737,1,1,"London : printed for J. Roberts. Where may be had parts I and II. , M.DCC.XXXVII. [1737].",London,39,male,1685,1753,TRUE,"then be felt? 157 iu. Whether, cateris paribus, it be not true, that the Prices of Things increase , as the Quantity of Money increaseth, and are diminished as that is diminished? And whether, by the Quantity of Money , is not to be understood the Amount of the Denominations,"
1010400100_000191,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,97,1,0,1,1,0,0,0,0,0,2,0,6,0,0,0,1,0,6,0,8,0,1,0,4,0,0,0,0,0,1,1,10,0,0,9,1,0,2,0,0,0,0,0,5,1,1,1,4,1,0,0,2,5,0,0,15,7,0,0,0,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"Inerchandife, or according to the demand of the seller, or the quantity stipulated between them; for which end they went to market , loaden with metal, in proportion to the purchase to be made; being furnished with inflrumsents for portioning it, and with scales for dealing it out, as occasion"
0019500300_000023,A complete analysis or abridgement of Dr. Adam Smith's Inquiry into the nature and causes of the wealth of nations. By Jeremiah Joyce.,Jeremiah Joyce,106,1,0,0,0,0,1,0,12,5,3,0,1,2,0,0,0,1,0,2,0,0,10,0,1,10,0,0,0,0,0,2,2,0,0,1,2,0,1,4,11,0,3,0,3,0,0,7,1,0,0,0,0,1,0,1,17,0,1,0,0,1797,1,1,"Cambridge : printed by Benjamin Flower: for J. Deighton, and J. Nicholson; also for G.G. and J. Robinson, W.H. Lunn, and T. Conder, London; and J. March, Norwich, MDCCXCVII. [1797].",Cambridge,294,male,1763,1816,FALSE,"game, sc. This cheapness was not the effec of the high value of silver, but of the low value of tlofe commodities. Silver is cheaper in Spanish America than in Europe; yet but a few years since, choice oxen were sold theretor 2t pence each, and good horses for about"
0026600101_000066,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. ...",Adam Smith,123,1,0,0,1,4,0,5,5,6,3,0,2,0,0,0,0,5,1,13,1,0,1,0,0,6,12,1,0,0,1,0,0,1,0,0,12,0,0,3,0,0,14,2,3,0,1,6,0,0,0,0,0,0,0,0,1,5,6,1,0,1785,1,2,"Dublin : printed for W. Colles, R. Moncrieffe, G. Burnet, W. Wilson, C. Jenkin, L. White, H. Whitestone, P. Byrne, J. Cash, W. M`Kenzie, M DCC LXXXV. [1785].",Dublin,515,male,1723,1790,TRUE,"a greater quantity of it, and consequently enable the landlord to purchase nr command a greater quantity of it. The real value of his rent, 1-: eal power and authority , his command of the necessaries and conveniences of life with which the labour of other people could supply him,"
0486400300_000651,"A compleat body of husbandry. Containing rules for performing, in the most profitable manner, the whole business of the farmer, and country gentleman, in Cultivating, Planting, and Stocking of Land; in Judging of the several Kinds of Seeds, and of Manures; and in the Management of Arable and Pasture Grounds: together with The most approved Methods of Practice in the several Branches of Husbandry, From Sowing the Seed, to Getting in the Crop; and In Breeding and Preserving Cattle, and Curing their Diseases. To which is annexed, The whole Management of the Orchard, the Brewhouse, and the Dairy. Compiled from the original papers of the late Thomas Hale, Esq; And enlarged by many New and Useful Communications on Practical Subjects, From the Collections of Col. Stevenson, Mr. Randolph, Mr. Hawkins, Mr. Storey, Mr. Osborne, the Rev. Mr. Turner, and others. A Work founded on Experience; and calculated for general Benefit; consisting chiefly of Improvements made by modern Practitioners in Farming; and containing many valuable and useful Discoveries, never before published. Illustrated with a great number of cuts, containing Figures of the Instruments of Husbandry; of useful and poisonous Plants, and various other Subjects, engraved from Original Drawings. Published by his Majesty's Royal Licence and Authority.","Hale, Thomas, Esq",67,4,0,5,1,0,0,1,0,1,1,0,3,7,0,0,0,1,0,0,0,5,1,0,1,0,1,0,0,1,1,2,0,1,0,0,1,1,3,0,3,0,1,0,0,0,1,7,0,0,1,0,1,3,1,4,2,1,0,0,0,1756,1,1,"London : printed for T. Osborne and J. Shipton in Gray's-Inn; J. Hodges on London-Bridge; T. Trye near Gray's-Inn Gate; and S. Crowder and H. Woodgate in Pater-Noster Row, M.DCC.LVI. [1756] [1755-56].",London,751,male,,,FALSE,"this Time wei hear, as I have before ob served, nothing of lily Use of Wool, except for our Home Confiunption, but this t'lranfii6ion seens; to have opend the ]lies of the neighbouring Nations. 1 isling received ]inoi.isi Wool in Playnent they found it excellent, and they 3 began to"
0706600200_000047,"The interest of Scotland considered, with regard to its police in employing of the poor, its agriculture, its trade, its manufactures, and fisheries.",Patrick Lindsay,66,1,0,1,0,0,0,0,0,4,1,0,0,1,0,0,4,0,0,0,0,0,0,6,0,1,0,2,2,2,1,1,0,0,0,2,2,2,0,2,1,1,0,0,0,3,0,2,0,3,1,2,1,3,0,3,2,0,0,6,3,1736,1,1,"London : printed for T. Woodward, at the Half-Moon between the two Temple Gates in Fleet-Street; and J. Peele, at Locke's Head in Amen-Corner, Pater-Noster Row, 1736.",London,311,male,1686,1753,FALSE,"annually so reign Servants, at high Wages, to inftrut our People in the Way of handling and working the Cloth. Were all the Materials for bleaching to be had here, at as easy Rates as in Holland, as Labour is fully as cheap here as in Holland, and as our"
1441100103_000029,The Reports of the society for bettering the condition and increasing the comforts of the poor.,,66,0,1,0,1,7,0,2,2,0,0,0,0,0,0,0,0,2,1,1,2,1,2,1,0,2,0,0,0,0,0,1,0,1,0,1,0,1,1,2,11,0,3,2,2,1,1,0,0,2,0,0,0,0,0,0,0,1,9,2,0,1797,3,40,"London [England] : printed by W.Bulmer and Co. for T.Becket, bookseller, Pall-mall, [1797-1814]",London,525,unknown,,,FALSE,"The quartern 10as, of standard wheaten bread , now~sells at twenty pence . On the foregoing calculation I find the quartern loaf of standard wheaten bread , weighing 41bs. 50z. can (after yielding a handsome profit to the baker) be sold for Is. d. which is a saving of 4d"
0019500103_000092,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes ...",Adam Smith,79,2,0,0,1,5,0,1,1,4,5,0,0,1,0,0,0,0,1,3,0,3,0,2,0,1,0,0,0,1,0,0,1,0,0,1,1,0,2,1,4,0,1,0,3,1,3,0,0,0,1,0,0,1,24,2,2,0,0,0,0,1796,3,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand, MDCCXCVI. [1796].",London,520,male,1723,1790,TRUE,"foreign corn , which in years of moderate plenty amount to a prohibition; and the absolute prohibition of the importation either of live cattle or of salt provisions, which takes place in the ordinary Itate of the law , and which, z 2 on B 0 o K on account"
0035200600_000069,"Curious thoughts on the history of man; chiefly abridged or selected from the celebrated works of Lord Kaimes, Lord Monboddo, Dr. Dunbar, and the immortal montesquieu: replete with useful and entertaining instruction, on a variety of important and popular subjects; viz. Population Language Manners Property Love Matrimony Polygamy Marriage-Ceremonies Commerce Government Patriotism Agriculture Peace and War Taxes, Music Gaming Luxury, &c. Designed to promote a spirit of enquiry in the British Youth of both sexes, and to make the Philosophy, as well as history of the human species, familiar to ordinary capacities. By the Rev. John Adams, A. M.",John Adams,78,0,1,1,0,0,0,1,15,4,0,0,2,14,0,0,0,2,0,2,0,1,3,0,0,1,0,0,0,3,0,1,0,0,0,1,3,1,1,1,5,0,1,1,1,1,0,0,0,0,0,1,0,1,3,2,0,0,4,0,0,1789,1,1,"London : printed for G. Kearsley, at Johnson's Head, Fleet-Street, MDCCLXXXIX. [1789].",London,394,male,1750,1814,FALSE,"general , by increasing the expense of coals, a very effehtial article in a cold country . no.fedentaryart nor occupation, can succeed in our climate, without plenty of fuel. One may, at the first glance, distinguish the coal counties from the ret of England , by the industry of the"
0026200700_000021,"An essay on trade and commerce: Containing observations on taxes, As they are supposed to affect The Price of Labour in our Manufactories: together with Some interesting Reflections on the Importance of our trade to America. To which is added the Out-Lines, or Sketch, of a Scheme For the maintenance and employment of the poor, The Prevention of Vagrancy, and Decrease of the poor's rates. Humbly addressed to the Legislature of the Kingdom, By the Author of Considerations on Taxes, &c.",Author of Considerations on taxes,87,1,0,0,2,1,2,0,7,1,5,0,1,9,0,0,0,1,3,1,0,0,3,0,0,4,2,0,0,1,0,1,0,0,0,0,2,0,0,0,15,0,1,0,0,0,1,0,3,0,0,0,2,3,0,5,0,0,9,1,0,1770,1,1,"London : printed for S. Hooper, No. 25, Ludgate-Hill, MDCCLXX. [1770].",London,319,unknown,,,FALSE,"third of the crop should fail; by · a prohibition of the exportation , the A price would be kept down, and *' enough would be left for our own "" use to be purchased on easy terms. It is amazing how much tillage is increased since the exportation of"
0026700102_000085,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,85,0,0,0,0,0,0,0,9,3,0,0,0,6,0,0,0,3,5,0,0,10,1,0,2,0,0,0,0,1,0,8,1,0,0,1,1,0,1,0,10,0,1,0,2,1,0,0,5,3,0,0,0,3,0,1,2,0,5,0,0,1786,2,3,"London : printed for A. Strahan, and T. Cadell, in the Strand, MDCCLXXXVI. [1786].",London,531,male,1723,1790,TRUE,"to the number of tho!t who produce something else, and therefore have something cllf, or what comes to the same thing, the price of something else, to give in exchange for corn . But in every country the home market , as it is the nearest and moil convenient, so"
1597300300_000002,"Considerations on the causes of the high price of grain, and other articles of provision, for a number of years back; and propositions for reducing them: with occasional remarks. By Catharine Phillips.","Phillips, Catharine",79,1,1,5,0,2,0,1,0,0,1,0,0,1,0,0,0,4,3,2,0,0,2,1,0,9,4,2,0,0,0,4,2,1,1,0,2,0,0,1,11,0,4,0,1,3,3,2,0,1,0,0,2,0,1,0,0,0,0,1,0,1792,1,1,"London : Printed and sold by James Phillips, George Yard, Lombard Street, MDCCXCII. [1792].",London,99,female,1727,1794,FALSE,"perished for want; as the neighbouring nations had suffered with ours, by the prodigious and long continued rains. The very afflicting consequence of this one bad harvest, evinced the propriety of public granaries, in order that this nation might be regularly Applied with grain at a moderate price . This"
0397601200_000011,A brief examination of Lord Sheffield's Observations on the commerce of the United States. In seven numbers. With two supplementary notes on American manufactures.,Tench Coxe,62,0,1,3,0,0,1,1,1,4,1,0,1,4,0,0,0,0,6,2,1,9,2,0,0,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,4,0,2,0,0,0,1,0,2,0,0,2,1,0,1792,1,1,"[London] : Philadelphia printed: London reprinted, and sold by J. Phillips, George-Yard, Lombard-Street; and sold also by J. Rackham, Bury, M,DCC,XCII. [1792].",London,139,male,1755,1824,FALSE,"medium. Ireland, it is true, has greatly increased its exports of grain , flour, and biscuit, but by no means in proportion to this falling off by Great Britain, and its whole exports of flour and grain are much less than our fbipments to the British West Indies. Their Lordships"
0062200503_000092,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,75,3,0,2,1,5,1,1,2,5,1,0,0,1,0,0,0,0,1,3,0,2,0,2,0,2,1,0,0,1,0,0,1,2,0,1,1,0,2,1,8,0,2,0,0,1,1,0,0,0,0,0,0,1,17,1,1,0,0,1,0,1799,3,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies in the Strand, MDCCXCIX. [1799].",London,524,male,1723,1790,TRUE,"on account of the high price of this necessary article , not being able to work so cheap. In some manu fatures, fadures, besides, coal is a necclfary instrument C H A P. of trade ; as in those of glass, iron, and all other _ metals. If a bounty"
0803500701_000066,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. Formerly Professor of Moral Philosophy in the University of Glasgow. In two volumes. ...",Adam Smith,78,1,0,0,0,0,0,4,7,4,3,0,0,0,0,0,0,1,1,8,0,1,0,0,0,2,3,1,0,0,1,2,1,3,0,0,1,0,2,0,6,0,7,7,2,0,1,2,0,3,0,0,0,1,1,1,0,1,0,0,0,1776,1,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXVI. [1776].",London,521,male,1723,1790,TRUE,"it in almost any degree; and. the greater part of this excess naturally goes to the rent of the. landlord * utual and' natural proportion , for example; between the rent and profit of wine and those of corn and pasture, must be understood to take place only with regard"
0026203001_000019,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, ... In three volumes. ...",Adam Smith,99,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,1,0,1,2,0,0,2,0,17,1,0,0,0,0,0,4,6,1,1,1,1,3,1,6,0,6,5,3,0,1,9,0,0,1,1,0,1,0,0,8,4,0,4,0,1776,1,3,"Dublin : printed for Messrs. Whitestone, Chamberlaine, W. Watson, Potts, S. Watson [and 15 others in Dublin], 1776.",Dublin,396,male,1723,1790,TRUE,"or of less value than the precise quantity of bullion which it ought to contain. The constancy and feadinefs of the effet, supposes a proportionable constancy and feadinefs in the cause. THE money of any particular country is, at any particular time and place, more or less an accurate measure"
0684801500_000013,"An humble address to the King, concerning the dearness of provisions, and emigration; the causes and evil consequences thereof; and some proposals to remedy the same.",,56,0,0,2,0,2,2,0,5,0,2,0,0,2,1,0,0,1,3,0,0,7,1,0,0,0,1,0,0,0,0,2,1,0,1,1,2,1,0,1,6,0,0,1,0,2,1,2,0,1,0,0,1,0,0,2,0,0,2,0,0,1775,1,1,"London : printed for J. Wilkie (no. 71.) St. Paul's Church-Yard, MDCCLXXV. [1775].",London,54,unknown,,,FALSE,"even do this altogether; for the ground that is higher cultivated,. as it will' yield. more, consequently it will both let and fell  for more; and admitting that the price of wheat hold never exceed four, or four fliillings and fix: pence the.winchefter bushel for home confumption (which is"
0879600102_000069,"The works of John Locke, in four volumes.",John Locke,67,0,1,0,1,1,0,0,0,0,0,0,3,4,1,0,0,1,0,2,1,0,1,0,0,1,1,0,0,1,0,0,4,0,1,12,1,0,0,2,2,0,0,3,0,0,1,4,2,0,0,0,1,2,0,7,4,2,0,0,0,1768,2,4,"London : printed for H. Woodfall, A. Millar, J. Beecroft, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis and Co. [sic] R. Baldwin, Hawes, Clarke and Collins, B. White, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, A. and J. Shuckburgh, and T. Cadell, MDCCLXVIII. [1768].",London,721,male,1632,1704,TRUE,"there is now lost in those rents, revenues and debts, a great deal more than twenty percent. under the present irregularity of our coin, and the robbery in clipped money , without any the Icaft neglect, or miscarriage in the owner, that entitled him to that loss, that therefore, it"
0062200501_000019,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,78,0,0,0,0,0,2,0,0,2,0,0,2,4,0,0,0,0,0,2,1,5,3,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,2,7,10,0,0,1,5,1,1,6,0,3,0,0,3,2,0,0,7,3,0,0,0,1799,1,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies in the Strand, MDCCXCIX. [1799].",London,509,male,1723,1790,TRUE,"in the present proportion seems to be the only method of preventing this inconveniency. VOL, I.; THIE B 0 0 K THE inconveniency perhaps would be less if *_ - _ silver was rated in the coin as much above its proper proportion to gold as it is at present"
0026700101_000078,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,104,0,0,0,0,5,1,0,3,1,3,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,6,1,0,2,0,0,4,6,33,1,0,0,3,0,0,1,5,0,0,1,1,11,0,0,0,0,8,0,0,1786,1,3,"London : printed for A. Strahan, and T. Cadell, in the Strand, MDCCLXXXVI. [1786].",London,511,male,1723,1790,TRUE,"begins with it, contained the same quantity of silver as sixteen shillings of our present money . But in 1562, the year at which he ends with it, it contained no more than the same nominal sum does at present . SECONDLY, They have been misled by the so venly"
1596800601_000019,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL.D. and F.R.S. of London and Edinburgh: one of the commissioners of His Majesty's customs in Scotland; and formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes.",Adam Smith,76,0,0,0,0,0,2,0,0,2,0,0,3,4,0,0,0,0,0,2,1,5,3,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0,2,5,10,0,0,1,4,1,1,6,0,3,0,0,3,2,0,0,7,3,0,0,0,1789,1,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, M DCC LXXXIX. [1789].",London,509,male,1723,1790,TRUE,inconve iency. vol. I. F THE oo 0 i THE inconveniency perhaps would be less if I. -- - silver was rated in the coin as much above its proper proportion to gold as it is at present rated below it; provided it was at the same time ena6ted that
1616702200_000001,"The Case of the bakers of the city of Dublin, and the liberties thereof. Humbly submitted to the consideration of both Houses of Parliament.",,80,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,1,2,0,0,1,0,1,1,0,0,0,0,2,0,0,2,4,0,6,1,4,1,0,1,9,0,0,1,1,2,0,1,2,7,2,0,0,1745,1,1,"[Dublin : s.n., 1745?].",Dublin,5,unknown,,,FALSE,"CASE BAK ERS of the City of dublin, And the Liberties thereof. Humbly submitted to the Conifideration of both houles of Parliament, ~ CD AT an art passed in this Kringdom in the. el~eveith Year of his g present Mayjeftyls 11eign, Inltitled attar for the Bucyineg and Selingir all s.sorts"
