PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(appoint),termFreq(arm),termFreq(armi),termFreq(articl),termFreq(britain),termFreq(brother),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(common),termFreq(council),termFreq(countri),termFreq(court),termFreq(crown),termFreq(duke),termFreq(duti),termFreq(earl),termFreq(england),termFreq(english),termFreq(forc),termFreq(franc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hous),termFreq(ireland),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(london),termFreq(manner),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(reason),termFreq(receiv),termFreq(reign),termFreq(salt),termFreq(scot),termFreq(scotland),termFreq(sever),termFreq(state),termFreq(taken),termFreq(trade),termFreq(treati),termFreq(union),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0004800100_000018,"The life and reign of her late excellent Majesty Queen Anne. In which is contained A particular Account of the most remarkable Transactions during her Majesty's Reign here at Home, and likewise the most memorable Engagements Abroad both by Sea and Land. To which is annexed, some political remarks on Bishop Burnet's History of the reign of Queen Anne.",Thomas Salmon,78,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,8,1,0,1,1,1,1,0,1,1,1,0,3,5,0,6,1,0,0,3,0,1,10,2,2,2,1,1,3,0,1,0,0,3,0,1,1,0,0,1,3,2,1,2,1738,1,1,"London : printed for the compiler, and sold by the dealers in books in town and country, MDCCXXXVIII [1738].",London,789,male,1679,1767,FALSE,"impressed for the English Sea Service, and she would continue to protec them in this Matter: She regretted their Losses and Disappointments in their Trade to Africa and the Indies, and in fettling a Colony in, America, which was now a Misfortune to the whole Kingdom ; and she would"
0070100103_000027,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,99,0,0,1,0,0,1,0,3,0,0,0,1,0,5,1,1,8,0,7,6,1,1,7,1,0,0,0,2,6,2,4,0,0,0,2,0,0,1,0,0,2,0,1,0,0,2,10,0,1,0,0,3,7,2,2,1,0,6,1,0,1757,3,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,555,male,1721,1771,TRUE,against Mary qzern of Sets. § XV I. Prcgrefs of the prince of Orange in the Low Countries . S XVI. Accnmemdation between Elizabeth and Philip of Spain. S XVIII The duke cf Anjcu is te: led king of Poland. The duke of Alnf on succeeds his brother as the
0070100104_000183,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,78,1,0,2,0,0,1,0,0,0,0,0,0,2,0,2,0,10,0,5,4,1,0,0,0,1,1,4,1,0,3,0,2,2,1,0,3,3,0,5,2,0,1,0,1,3,1,2,0,0,0,0,0,2,0,1,0,1,7,3,0,1757,4,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,703,male,1721,1771,TRUE,"with the univer ofmarlbo fity of Cambridge, where she conferred the honour of knighthood upon Dr. ro"", h. Else the vice-chancellor, James Montague counsel for the university, and the lb°cklht. celebrated Isaac Newton mathematical professor. The two houses of convoua Lives of the tion still continued at variance. The lower"
0435800102_000737,"A new system of geography: or, a general description of the world. Containing A Particular and Circumstantial Account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America. Their Situation, Climate, Mountains, Seas, Rivers, Lakes, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants. With The Birds, Beasts, Reptiles, Insects, the various Vegetables, and Minerals, found in different Regions. Embellished with a new and accurate set of maps, by the best Geographers; and great variety of copper-plates, containing Perspective Views of the Principal Cities, Structures, Ruins, &c. By D. Fenning, (author of the Royal English Dictionary, the Use of the Globes, the Young Algebraist's Companion, &c.) J. Collyer, (author of the Letters from Felicia to Charlotte; and Translator of the Messiah, from the German of Mr. Klopstock.) and others.",Joseph Collyer,103,1,0,1,5,0,0,4,1,0,1,0,0,0,0,0,7,7,0,1,10,2,0,5,1,3,0,3,2,10,5,0,2,0,1,1,1,0,0,1,0,0,1,0,1,2,12,0,0,1,4,0,1,3,1,0,0,0,0,1,1,1765,2,2,"London : printed for S. Crowder, at the Looking-Glass, in Pater-Noster-Row; and sold by Mr. Jackson, at Oxford; Mr. Merril, at Cambridge; Mess. Smith, in Dublin; and all other Booksellers in Great Britain and Ireland, MDCCLXVI. [1765].",London,840,male,1748,1827,FALSE,"crown , but died ill the midst of all his expecations. His infant son, Henry VI who was crowned at Paris, inherited both kingdoms ; but under him the English arms i, France met with a reverse, by his losing that king . dom. At this time disputes arose concerning"
0548200104_000012,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,86,2,0,2,2,4,2,3,0,0,2,0,0,0,1,2,0,8,0,5,5,2,1,4,3,1,0,2,0,4,0,3,1,0,0,1,0,0,0,1,1,5,2,1,1,0,1,2,0,0,0,0,0,3,1,0,2,0,4,0,2,1786,4,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,567,male,1741,1793,FALSE,"made sensible oftheirperilous situation, accede to the p of pacficaon fttledbetween France and England 445 Their exanple is follo ed by the Duke of Savoy and the King dpot - ibid. o And 3 And the Emperor, finding himself unable to upport any military operations in Spain, aglecs to the"
1153100203_000094,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith. In four volumes. ...",Oliver Goldsmith,76,4,0,0,0,3,0,0,2,0,0,1,1,1,0,4,0,3,0,3,1,2,1,2,0,2,0,2,0,2,1,1,1,1,0,0,1,0,2,9,1,1,1,1,1,0,1,5,0,1,2,0,2,1,3,1,2,0,1,0,2,1789,3,4,"Dublin : printed for Messrs. W. Sleater, H. Chamberlaine, J. Potts, W. Colles, R. Moncrieffe, T. Walker, W. Wilson, J. Exshaw, and L. White, M,DCC,LXXXIX. [1789].",Dublin,335,male,1728,1774,TRUE,"was pased upon Dutton Colt for the same offencie. Sir Samuel Barnardifton was fined ten thousand pounds, for having, in Come private letters , refleted on the government . Of all thore who were concerned in the late con piracy, scarce one escaped the severity of the court , except"
0792200100_000274,"The history of the union between England and Scotland, with a collection of original papers relating thereto. By Daniel De Foe. With an introduction, in which the consequences and probability of a like union between this country and Ireland are considered. To which is prefixed, a life of Daniel De Foe, by George Chalmers, F.R.S. S.A.",George Chalmers,108,2,0,0,0,0,6,7,0,2,0,0,0,0,0,0,4,0,7,0,7,1,2,0,1,1,2,0,1,1,9,0,3,0,1,0,0,10,0,5,1,0,0,2,0,2,0,0,0,0,1,0,4,9,0,0,0,4,2,11,0,1786,1,1,"London : printed for John Stockdale, Piccadilly, 1786.",London,816,male,1742,1825,FALSE,"marrying Papists, shall be excluded from, and for ever incapable to inherit, possess, or enjoy the Imperial Crown of Great Britain , and the dominions thereunto belonging, or any part thereof; and, in every such cafe , the Crown and Government (hall, from time to time, descend to, and be"
0008100108_000125,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,90,4,1,0,0,3,1,0,1,0,1,1,11,1,1,1,1,1,1,2,0,0,1,4,3,0,1,1,0,3,1,2,1,1,2,1,0,1,1,16,0,1,0,0,2,0,2,0,2,1,1,0,5,3,0,0,0,0,2,0,1,1789,8,8,"London : printed for T. Cadell: and sold by T. Longman, 1789.",London,565,male,1711,1776,TRUE,"the reign of Charles 1 VII 152 Chapter lands , seized by Henry VIII from the fees of Canterbury, York, and London , IV 222 Charlemagne, emperor, enters into an alliance with Offa, king of Mercia, i. 5o. His bigoted cruelty to the pagans in Germany, 66 Consequences of his"
0616700700_000186,"The history of political transactions, and of parties, from the Restoration of King Charles the Second, to the death of King William. By Thomas Somerville, D.D.","Somerville, Thomas",80,3,0,0,2,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,4,1,1,2,3,3,0,0,2,4,3,1,0,2,0,0,4,2,0,8,0,0,0,3,2,1,1,1,0,0,2,0,3,6,0,3,0,0,1,3,3,1792,1,1,"London : printed for A. Strahan; and T. Cadell, in the strand, MDCCXCII. [1792].",London,631,male,1741,1830,FALSE,"doing everything in his power for the relief of Scotland , were contained in his letters to the parliament . These attempts only served to evince the inveterate and universal disaffection of the Scots . Re. monstrances and addresses, from parliament , complaining of grievances, frustrated the expectations of the"
1137700900_000016,"An objection drawn from the Act of Union, against a review of the liturgy, and other ecclesiastical forms, considered: in several Letters to a Divine of the Church of England. The whole now submitted to the impartial after-thoughts of William Blackstone, Esq; Author of the Commentaries on the Laws of England.",,92,0,1,0,0,0,3,1,0,0,0,14,0,0,0,1,2,0,0,0,7,1,2,0,2,6,2,0,1,1,1,1,4,1,0,1,1,1,0,6,0,1,1,1,0,1,0,3,1,0,1,0,1,11,1,1,0,0,2,7,0,1770,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, 1770.",London,107,unknown,,,FALSE,"end. L E T( () LE T T E R V Some clauses in the ael, relating chiefly to Scotland , and certain alterations made there, since that abt, considered and applied to theforegoing fubjeie. Y OU have seen in a former letter , that by the articles of union"
0246100101_000384,"A new and authentic history of England: from the remotest period of intelligence to the close of the year 1767: Containing A particular and circumstantial Account of Every interesting Occurrence, and memorable Character relative to the Annals of Great Britain, both at Home and Abroad; Particularly, Its Origin; the Progress of its Empire; Laws; civil and religious Establishments; its various Operations naval and military; Anecdotes of the Transactions of the most celebrated Personages who have distinguished themselves in a political, ecclesiastical, or military Capacity: Interspersed with such Remarks as may be found necessary to elucidate any obscure Point, solve any Difficulty, and set any contested Circumstance in the clearest Light. By the Hon. Hugh Clarendon, of Windsor, Esq;","Clarendon, Hugh",87,0,0,5,3,0,1,0,0,0,1,1,1,0,0,1,2,0,0,0,6,1,0,5,0,0,1,1,1,5,1,3,2,0,0,0,1,1,0,2,1,2,2,2,1,0,1,11,0,1,4,0,3,6,2,2,0,0,4,0,0,1770,1,2,"London : printed for J. Cooke, at Shakespear's Head in Pater-Noster Row, and sold by all Booksellers in Great Britain and Ireland, [1770?].",London,664,unknown,,,FALSE,"of uniting both the Roman Catholics and Protestants in one mode of worship. He concluded with soliciting that supply in behalf of her majesty, which the exigencies of the state required. The commons , though they had been harassed by impositions in the late reign , cheerfully granted the tonnage"
0974300103_000187,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,85,2,0,3,0,1,0,0,1,0,1,1,0,4,0,0,5,2,0,5,0,0,2,0,2,2,0,0,1,9,2,2,2,1,0,1,2,2,1,4,1,1,1,1,0,0,2,7,0,0,1,0,0,3,3,2,2,1,0,0,2,1758,3,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,626,male,1661,1725,TRUE,"on board four regiments of foot, that were to be part of the land forces , to be commanded by the duke of Ormdnd, who, on the first of June, arrived at Portsmouth, accompanied by Sir Henry Bellafis, who was to serve under him, and by admiral Churchill; and, the"
0605900300_000190,"The political history of Europe. Being a collection of the public treaties and state tracts, Digested into due Order, and historically introduced; commencing with the treaty of Munster, 1648. To which is prefixed, A short Historical and Chronological Account of the State of Affairs, from the Year 800 down to the said Treaty. Interspersed with A Variety of curious Anecdotes, relating to Literature, Philosophy, and Science.","Horsley, William",98,1,0,0,1,0,2,3,0,0,2,0,0,0,0,0,7,1,1,0,7,0,2,1,7,1,0,3,0,2,3,2,2,0,0,0,2,0,0,5,0,2,0,4,2,2,0,2,1,0,4,0,0,2,1,8,2,0,9,1,3,1746,1,1,"London : printed by J. Bettenham, for the author; and sold by R. Manby, and H. S. Cox, on Ludgate-Hill, MDCCXLVI. [1746].",London,520,male,1701,1776,FALSE,"offered them to give proofs of their loyalty, and follow the motives of their duty and interest, stall let slip so favourable a conjuncure. The Catalans hereupon took up arms in favour of Charles, and conduced themselves through the course of this war with spirit and resolution. To enter ("
1484901700_000015,"An impartial history of the late rebellion in 1745. From authentic memoirs; particularly, the journal of a general officer, and other original papers, yet unpublished. With the characters of the persons principally concerned. To which is prefixed, by way of introduction, a compendious account of the Royal House of Stuart, from its original to the present time. By S. Boyse, M.A.",Samuel Boyse,76,0,0,1,1,0,1,1,0,1,0,0,2,0,0,3,1,5,0,4,2,0,0,4,0,0,0,3,0,9,1,0,1,3,1,0,0,0,2,1,3,1,0,1,1,0,0,3,2,3,1,0,3,4,1,1,1,0,1,1,2,1748,1,1,"Reading : Printed by and for D. Henry, in Friar Street; and sold by J. Robinson, at the Golden-Lion in Ludgate-Street, London; and by all the booksellers in Great Britain and Ireland, MDCXLVIII. [1748].",Reading,197,male,1708,1749,FALSE,"Greatners, sand the eternal CC Truth of this Mlaxim, That the tr~uefi Safety, as wuell as CC Glory of a Sovereign, is to reign in the Hearts of his L subjleets."" On the Death of King James, Lewrtis XIV not only ·r70s. continued his protec~ion to his Daowager II but"
0140700104_000011,"A tour thro' the whole island of Great Britain. Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; viz. I. A description of the principal cities and towns, their Situation, Government, and Commerce. II. The Customs, Manners, Exercises, Diversions, and Employments, of the People. III. The Produce and Improvement of the Lands, the Trade, and Manufactures. IV. The Sea-Ports and Fortifications, the Course of Rivers, and the Inland Navigation. V. The Public Edifices, Seats, and Palaces, of the Nobility and Gentry. VI The Isles of Wight, Portland, Jersey, Guernsey, and the other English and Scotish Isles of most Note. Interspersed with Useful Observations. Particularly fitted for the Perusal of such as desire to Travel over the Island. By a gentleman. The fifth edition. With very great additions, improvements, and corrections; which bring it down to the year 1753. In four volumes. With a copious index to each volume. Vol. I.",Daniel Defoe,95,0,0,1,1,1,1,2,0,0,5,1,2,0,0,8,3,1,0,2,7,0,0,0,1,0,0,0,0,1,7,3,2,0,0,0,0,1,3,5,2,2,0,6,0,1,0,0,0,1,1,0,2,13,0,0,1,2,1,4,1,1753,4,4,"London : printed for S. Birt, T. Osborne, D. Browne, J. Hodges, A. Millar, and J. Robinson, M.DCC.LIII. [1753].",London,394,male,1660,1731,TRUE,"of thm, by virtue of an Ad made 20 Geo. II for that very Purpose; and which I shall mention in the next Article . As to Burghs of Barony, every one that holds a Ba. ronv of the Crown , has a Court wherein lesser Causes , both Civil"
0004500402_000076,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,79,4,1,1,0,2,3,3,0,0,1,0,4,1,0,0,1,4,0,0,4,1,1,0,3,1,2,4,0,1,1,0,0,0,2,0,1,0,1,1,1,1,0,1,1,3,0,4,0,2,0,0,0,1,3,6,0,2,4,0,2,1796,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,581,male,1721,1771,TRUE,"means to discover some clandestine practises in which he was concerned as Secretary at Taar, I War , with regard to the forage contra& in Scotland . C H A P. X The contra&ors, rather than admit into their part x. nerthip a person whom he had recommended for x."
0004500401_000166,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,91,1,3,1,1,2,0,0,0,0,0,0,2,0,2,0,2,3,0,5,8,1,0,0,0,3,2,5,7,2,7,2,1,0,0,1,2,1,3,11,0,1,1,1,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,1,2,1796,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,520,male,1721,1771,TRUE,"Parliaments themselves, as in England : and that no officer in the Army , Cufi toms, or Excise, nor any gratuitous pensioner flould sit as an elective member. The Commitfioner being apprised of their proceedings, called for fuich acs as he was empowered to pass, and having given the Royal"
1761600303_000862,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",82,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,1,8,0,4,6,1,0,0,0,2,0,6,0,5,2,0,2,2,1,0,2,0,0,5,1,0,1,2,1,3,0,7,0,1,0,0,3,1,0,1,1,1,3,3,0,1744,3,4,"London : printed for John and Paul Knapton, 1744-47.",London,821,male,1661,1725,FALSE,"from those of the Session, and under "" the same restrictions. XII That, if any "" King should break in upon any of these con"" "" of Government , he should, by the "" estates, be declared to have forfeited the "" Crown ."" Fletcher enlarged upon every article ,"
1285900100_000330,"The history of the union between England and Scotland, by Daniel De-Foe: with an appendix of original papers. To which is now added a life of the celebrated author, And A Copious Index.",George Chalmers,107,0,1,2,0,0,5,3,0,2,0,0,0,0,0,10,2,0,1,0,3,1,2,0,0,4,4,0,0,0,3,1,10,0,1,1,0,3,1,3,0,2,0,0,1,1,0,2,4,0,0,0,1,22,0,0,0,1,2,8,0,1786,1,1,"London : printed for John Stockdale, Opposite Burlington-House, Piccadilly. M.DCC.LXXXVI. The Life entered at Stationers Hall, [1786] [i.e. 1787?].",London,929,male,1742,1825,FALSE,"have been the longer on this, as well to give the TRUE reasons why it was absolutely necessary to place English officers in Scotland , in order to regulate the colletion, as why it was absolutely necessary to have a distinct commission in Scotland : and this will always hold"
0935700601_000006,"Lives, English and forein, [sic] viz. William Lord Burleigh. Sir Walter Raleigh. George Duke of Buckingham. Marquiss of Montross. Oliver Cromwell. Admiral Coligni. Don John of Austria, Son of Charles the Fifth. William the First, Prince of Orange. Alexand Farnese, Prince of Parma. Alb. Count Wallenstein. Including the history of England, and other nations of Europe, from the year 1550, to the year 1690. By several hands. ...",,93,0,0,0,3,1,1,0,1,0,0,0,1,0,1,0,1,5,0,3,7,1,3,2,0,0,1,2,0,3,1,2,0,1,0,0,1,0,1,1,1,3,0,0,0,0,1,13,0,0,1,0,12,6,2,0,1,0,5,0,5,1704,1,2,"London : printed for B. Tooke, at the Middle-temple-gate in Fleetstreet; William Davis, at the Black Bull in Cornhill; and sold by J. Nutt, near Stationers-Hall, 1704.",London,566,unknown,,,FALSE,"by her Kinsmen in hiance of the Houses gu/je, who adfronted the engli/h Ambafla dor.at Pris, and tent Monsieur de Broijy with a considerable Force into Scotland to support that Queen in her Pretensions. The coming of rhofc French guijards, disgusted the Scots who were Zealous for the new Religion,"
0877200100_000024,The contrast: with Corrections and Restorations. And an introductory dissertation on the origin of the feuds and animosities in the state.,,85,1,0,0,2,1,0,1,0,0,2,1,0,0,1,0,2,0,0,0,7,7,1,2,1,1,0,1,0,4,7,0,3,0,0,0,2,2,1,2,0,2,2,3,4,2,0,1,0,0,2,0,5,4,1,1,0,0,0,4,2,1765,1,1,"London : printed for G. Kearsly, in Ludgate-Street, MDCCLXV. [1765].",London,240,unknown,,,FALSE,"be eradicated. Now I shall apply these general ideas to the English and Scotch. All the xworld knows, that between these two nations , from the earliest accounts , there was the greatift antipathy, and most implacable hatred. The wars that this kingdom has been engaged in with the Scots"
0945600201_000066,"A compendious history of the British churches in England, Scotland, Ireland, and America. By John Brown, Minister of the Gospel in Haddington.",John Brown,77,0,0,3,1,1,0,0,0,0,0,3,2,1,0,0,0,0,0,2,1,3,1,0,1,1,0,1,4,1,2,1,2,2,0,1,4,1,4,6,1,1,1,1,2,3,0,3,0,1,0,0,5,4,3,0,1,0,1,1,0,1784,1,2,"[Glasgow : printed by John Bryce, 1784].",Glasgow,342,male,1735,1787,TRUE,"majesty's prerogative and the 3 b 2 fundca fundamental laws of the land , the rights of parliament , and liberties of the subjects. They did not resign their seats as was expected, but craved timeto prepare. answers. As Charles intended to set offfor Scotland to complete the pac'fic(ation with"
1016600201_000007,"Elements of the history of England, from the invasion of the Romans to the reign of George the Second. Translated from the French of Abbé Milot, Royal Professor of History in the University of Parma, And Member of the Academies of Lyons and Nancy, by Mrs. Brooke. In four volumes. ...",Claude-François-Xavier Millot,118,0,0,0,1,1,0,1,3,0,0,2,2,1,2,2,6,1,0,1,7,0,0,9,0,3,1,0,1,27,6,0,3,1,0,3,2,0,0,3,0,0,0,0,2,0,6,0,1,0,0,0,2,4,2,4,1,0,1,0,6,1771,1,4,"London : printed for J. Dodsley, in Pall-Mall; and T. Cadell, in the Strand, MDCCLXXI. [1771].",London,348,male,1726,1785,FALSE,IAM RUFUS. RIGHT of William Rufus. Conspiracy. The king armed againflt his brothr. brother . An admired aion of the king . Odious candust of this prince . Beginning of the crusades. Normandy delivered up to William. Disputes of the king with theprimate. Ridiculous modes attacked by the clergy. Violent
1171101600_000009,"A reply to the memoire of Theobald Mc. Kenna, Esq. on some questions touching the projected union of Great-Britain and Ireland. By Molyneux.","Molyneux, Capel, Sir",98,0,0,0,0,0,2,2,0,0,1,0,2,1,6,0,2,0,0,0,7,1,0,1,0,1,1,2,14,7,4,0,1,0,0,1,1,0,0,7,0,0,6,1,2,1,1,1,1,0,0,0,1,9,0,3,0,2,0,5,1,1799,1,1,"Dublin : printed by H. Fitzpatrick, No. 2, Upper Ormond-Quay, 1799.",Dublin,35,male,1750,1832,FALSE,"specie, which the Scots have ex perienccd since the Union . C 30 ] return. With regard to the "" Commercial Pro'  I think they argue very strongly against our agreeing to an Union ; if they were mutually and reciprocally advantageous to the countries , why did not"
0249500700_000074,"The history of the union between England and Scotland, with a collection of original papers relating thereto. By Daniel De Foe. With an introduction, in which the consequences and probability of a like union between this country and Ireland are considered. To which is prefixed, a life of Daniel De Foe, by George Chalmers, F.R.S. S.A.",George Chalmers,90,0,0,0,0,0,0,1,0,1,1,1,0,1,3,0,5,1,1,0,3,4,0,0,4,2,0,1,0,17,4,0,0,0,0,0,4,0,0,2,1,2,1,0,2,0,4,1,0,0,1,0,5,6,2,1,1,0,1,4,2,1786,1,1,"London : printed for John Stockdale, Piccadilly, 1786 [1787].",London,912,male,1742,1825,FALSE,"he was vitor, offered to match his daughter Mary ( Prince Edward, afterwards King Edward the Sixth, being then not born) to James the Fifth King of Scotland , and to secure the possession of the crown after himself to them jointly; and the design of this match, it was"
0091400103_000454,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,81,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,5,0,2,1,4,7,1,2,1,2,0,1,1,10,2,3,2,0,1,0,1,0,1,1,2,2,0,2,2,0,2,1,0,0,2,0,2,6,2,2,0,0,1,0,0,1799,3,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,673,male,1747,1822,FALSE,"Isabella connected herself with several eng!ish fugitives who agreed with her in hatredof Spenser, and, among the rest, with young Roger Mortimer, a baron in the wd!ch marches. She became enamoured of him, and a criminal intercourse succeeded, in which she so far forgot all her conjugal duties as to"
0008300107_000099,"The history of England, from the earliest dawn of record to the peace of MDCCLXXXIII. By Charles Coote, LL. D. Of Pembroke College, Oxford; Author of Elements of the Grammar of the English Language. ...","Coote, Charles",63,0,1,1,0,1,0,1,1,0,0,0,0,2,0,3,0,7,0,3,1,3,0,0,0,1,1,4,0,1,1,1,1,0,0,0,1,1,3,2,2,0,0,0,2,1,1,4,0,0,0,0,2,3,0,0,0,1,2,2,2,1791,7,9,"London : printed for the author, and sold by C. Stalker, NO. 4. Stationers Court; J. Fletcher, Oxford; the Merrils, Cambridge; and all other booksellers, MDCCXCI. [1791].",London,483,male,1761,1835,FALSE,"lords presented a reruogrjlc., on the fuiljce of the navy, in which department great - nifllafiiagemnctl prevalkd; bilu the queen paid little regard to this ad tress, hccauf it nut o y afncled adlmiral Churchill, the bto: her ofh'er f.vri itc dtkte, hut aj C he h ufli.: nd the"
0674100202_000090,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith.",Oliver Goldsmith,96,1,2,1,1,7,0,0,1,0,0,1,0,2,1,0,3,0,2,1,4,0,1,6,1,1,0,0,0,6,3,1,0,0,2,0,2,0,4,4,0,0,7,0,1,1,9,1,0,4,1,0,1,7,1,0,0,0,1,1,3,1784,2,4,"London : printed for J. F. and C. Rivington, B. Law, Richardson and Urquhart, G. Robinson, T. Cadell, J. Murray, T. Evans, J. Sewell, R. Baldwin, S. Hayes, and E. Newbery, MDCCLXXXIV. [1784].",London,452,male,1728,1774,TRUE,"ib, --, Archibald, attemptsto seize Edward III 79- defeats Edward Balliol, 85- slain in battle, 84 Dudley, one of Henry's ministers, 312 account of, 313 examined before the council , 321 -- condemned and executed, 322 dunbar, battle ot, 22 Eden, E EDEN, Alexander, kills John Cade, 221-made governor of"
1461801700_000123,"The Annals of Europe, or Regal register; Shewing the succession of the sovereigns, of Rome, Constantinople, Adrianople, Trebizond, Turkey, Russia, Germany, Lombardy, Italy, France, Spain, Portugal, Denmark, Sweden, Hungary, Poland, Prussia, England, Scotalnd, and Ireland. Together with the bishops and Popes of Rome; from the foundations of their states to the present time: with the principal events in each of their reigns, and the time when they happened. To which are added tables of the cotemporary princes from the year 800. And an alphabetical arrangement of all their names, shewing the time of their accession and death; which concise characters of all, as handed down by the best historians.",,96,0,0,1,0,2,0,0,2,0,0,0,0,2,0,2,2,10,0,1,7,0,1,3,1,1,0,2,1,6,1,1,0,1,8,1,0,0,0,11,0,5,0,1,0,0,4,1,0,3,0,0,2,3,1,0,1,0,1,1,6,1779,1,1,"London : Printed for G. Robinson, Pater-Noster-Row; and E. Newbery, the Corner of St. Paul's Churchyard, MDCCLXXIX. [1779]",London,361,unknown,,,FALSE,"Cromwell was made general of the army . The Codimi ons declared war against Scotland . Sept. .3, Cromwelll defeated the Scots at Dunbar. Dec. charles JII was crowned at Scoon in Scotland . In 16fi', Sept. 3, Cromwtell defeated Charles sit wtorcefter, when the King efeaped with great difficulty,"
1229600108_000148,"The history of England, from the invasion of Julius Caesar to the revolution in 1688. In eight volumes. By David Hume, Esq;",David Hume,101,1,0,0,0,2,0,1,7,2,0,0,0,2,0,3,2,10,0,5,9,4,0,5,2,1,0,0,0,8,3,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,7,0,3,2,0,5,2,1,0,4,0,0,0,0,1767,8,8,"London : printed for A. Millar; and sold by T. Cadell, overagainst Catherine Street, in the Strand, MDCCLXVII. [1767].",London,515,male,1711,1776,TRUE,"209 is there slain, 210 Guy, earl of Slanders. See Slanders. Guyenne and Poiaou, French provinces mortgaged to William Rufus, king of England , i. 328., -- - by sentence annexed to the French crown , II 270 conquered, 27». e. Gylngaa, 7 gcllinglam, a general council summoned there by"
