PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accord),termFreq(behold),termFreq(bring),termFreq(brought),termFreq(children),termFreq(citi),termFreq(command),termFreq(countri),termFreq(deliv),termFreq(earth),termFreq(eat),termFreq(egypt),termFreq(evil),termFreq(face),termFreq(faith),termFreq(father),termFreq(fear),termFreq(forth),termFreq(gave),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(hous),termFreq(israel),termFreq(jacob),termFreq(judah),termFreq(king),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(left),termFreq(mose),termFreq(nation),termFreq(offer),termFreq(pass),termFreq(peac),termFreq(peopl),termFreq(pharaoh),termFreq(power),termFreq(priest),termFreq(prophet),termFreq(return),termFreq(river),termFreq(sea),termFreq(servant),termFreq(set),termFreq(took),termFreq(tribe),termFreq(turn),termFreq(voic),termFreq(water),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0073800100_000048,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,117,14,5,2,3,0,3,0,2,0,0,0,0,8,0,0,0,2,0,1,0,5,7,5,1,0,4,0,0,0,4,0,0,2,1,0,7,0,0,8,0,0,0,0,2,15,0,0,1,0,5,0,1,0,3,0,4,0,2,0,0,1750,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.L. [1750].",London,1207,unknown,,,FALSE,"Hezron, and Carmi: there be the fami. X God reneoetb his promise by his name lies of Reuben.. JEHOVAH. 14 The gncealogy of 15 And the sons of Simeon; Jemuel, Reuben, 15 of Simeon, 16 and of Lewi. and Jamin, and Ohad, and Jachin, and et HEN the LORD said"
0075100200_000044,"The holy Bible, containing The Old Testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,90,0,0,4,2,1,4,0,0,0,2,0,1,4,0,2,0,4,1,1,1,12,0,2,0,2,0,0,1,0,5,2,0,2,1,0,4,1,1,10,0,0,0,0,1,7,0,1,0,0,2,0,0,0,1,0,2,0,6,0,0,1767,1,1,"Oxford : printed by T. Wright, and W. Gill, Printers to the University: and sold by J. Newbery, in St. Paul's Church Yard; R. Baldwin, S. Crowder, and J. Coote, in Pater-Noster Row, London; and by W. Jackson, in Oxford, 1767.",Oxford,1008,unknown,,,FALSE,"camn field: all their service, wherein they down to wall hererlf at the river ; ani made them seen, cwas with rigour. her maidens walked along by the rivers iac i And the king of Egypt spake to fide: and when she saw the ark amoni thehebrewmidwives(ofwhichthename the flags, (he"
0060900600_000056,"The holy Bible, containing the Old and New Testaments: Translated out of the Original Tongues: and With the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",,137,13,0,3,3,1,2,0,3,0,0,0,0,12,0,0,0,0,0,4,0,1,3,7,1,0,5,0,0,3,2,0,0,0,2,1,7,0,0,8,0,0,0,0,6,15,0,0,1,0,16,0,2,1,0,0,4,0,11,0,0,1784,1,1,"Oxford : printed by W. Jackson, and A. Hamilton, Printers to the University: and sold by W. Dawson, at the Oxford Bible Warehouse, in Paternoster Row, London, 1784.",Oxford,842,unknown,,,FALSE,"unto Moses , See, I have i made thee a god to Pharaoh : and Aaron thy brother Shall be thy prophet . 2 Thou flhalt speak all that I command thee: and Aaron thy brother fiall speak unto Pharaoh , that he send the children of Israel out of"
0051800300_000144,"The book of common prayer, And Administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of Ireland: Together with the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches. And the form and manner Making, Ordaining, and Consecrating of Bishops, Priests, and Deacons.",Church of Ireland,84,2,1,0,0,4,0,0,0,0,1,1,0,4,0,0,0,2,1,4,4,2,0,3,0,0,1,1,1,0,2,2,0,1,0,0,10,2,1,2,1,0,0,0,6,0,1,0,0,0,1,3,2,0,1,1,4,1,4,5,2,1716,1,1,"Dublin : printed by and for A. Rhames, E. Dobson, Jer. Pepyat; and are to be sold by the booksellers, MDCCXVI. [1716].",Dublin,453,unknown,,,FALSE,the world. princes after his will: and teacl - 8 He hath been always mindful of his fenatours wisdom. his covenant and promise: that he 23 Israel also came into Egypt : made to a thousand generations; and Jacob was a stranger in the 9 Even the covenant that he
0073900302_000419,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be Read in Churches.",,97,0,0,2,1,1,2,0,0,1,3,0,0,8,2,2,0,10,0,1,3,11,0,1,0,3,1,0,2,2,1,6,0,2,0,2,6,1,0,7,1,0,0,0,4,3,0,1,0,0,0,0,0,2,1,0,0,1,0,3,0,1796,2,2,"Cambridge : printed by John Archdeacon and John Burges, Printers to the University; and sold by C. Dilly, F. & C. Rivington, and B. & J. White, in London; and J. & J. Merrill, in Cambridge, MDCCXCVI. [1796]-98.",Cambridge,1094,unknown,,,FALSE,"and miracles among the people . 9 Then there arose certain of the synagogue, which is called the fnagogue of the Libertines, and Cyrenians, and Alexandrians, and of them of Cilicia and of Asia, disputing with Stephen. m1 And they were not able to resist the wisdom and the spirit"
0074300100_000781,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,85,1,2,0,0,3,2,3,0,0,1,1,1,3,1,1,1,8,0,0,3,8,0,5,2,1,3,2,0,3,3,1,0,1,0,0,3,1,0,5,0,2,0,0,2,0,1,0,4,0,0,0,0,1,1,0,1,1,0,2,1,1747,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.XLVII. [1747].",London,1027,unknown,,,FALSE,"aruler Abraham, the people grew and multi. and a deliverer by the hands of the an plidl in Egypt , gel which appeared to him in the bull. 18 Till another king arose, which 36 He brought them out, after that lie knew not Joseph. liadflhewed wonders and signs in"
0061200200_000053,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,104,7,2,1,3,0,7,0,1,0,2,0,0,4,2,0,0,1,1,1,0,9,1,3,0,2,0,0,0,0,7,2,0,2,2,4,6,0,0,9,0,0,0,0,10,9,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,1738,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXXVIII. [1738].",Oxford,1132,unknown,,,FALSE,"fault is in thine heard that the Loa had vilired the children of own people . Israel , and that he had looked upon their at 17 But he said, Year idle, ye are idle: there tiiction, then they bowed their heads and wor fore ye say, Let us go,"
1145400300_000349,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,101,0,1,1,0,3,6,7,5,0,1,0,0,2,2,0,0,2,5,0,0,11,0,2,1,0,0,1,0,2,14,0,2,6,2,0,5,1,2,0,4,0,0,0,0,1,0,3,3,0,1,0,2,1,0,1,1,0,0,0,0,1726,1,1,"Edinburgh : printed by John Baskett, Printer to the King's most Excellent Majesty, M.DCC.XXVI. [1726].",Edinburgh,935,unknown,,,FALSE,"8' 0- Habor by the river of Gozan, and in the cities of the Medes. 7 For so it was, that the children of Israel had sinned against the L o R D their God , which had brought them up out of the land of Egypt , from under"
0073900302_000064,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be Read in Churches.",,93,0,0,3,2,0,3,3,0,1,0,2,1,0,0,0,2,1,0,3,0,5,14,1,1,2,3,0,1,2,9,2,3,0,0,0,2,0,1,0,2,0,1,0,5,0,0,1,0,2,1,0,0,2,0,0,6,2,2,1,1,1796,2,2,"Cambridge : printed by John Archdeacon and John Burges, Printers to the University; and sold by C. Dilly, F. & C. Rivington, and B. & J. White, in London; and J. & J. Merrill, in Cambridge, MDCCXCVI. [1796]-98.",Cambridge,1094,unknown,,,FALSE,"wound of an enemy, with of themselves, and their gover the chastisement of a cruel one, nor shall proceed from the midst for the multitude of thine ini of them; and I will cause him to quity; h1), ece thy sins were drawnear, and he hall approach increased. unto me:"
0065100100_000537,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,71,0,0,4,1,1,1,3,2,0,0,2,1,2,3,2,1,3,0,1,1,3,3,0,1,2,2,3,0,2,2,0,1,1,0,0,4,0,0,0,1,2,0,0,4,0,0,1,2,1,0,0,0,1,0,0,1,4,0,1,1,1771,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in Oxford, [1771].",Oxford,1003,unknown,,,FALSE,"prophets , daily rising up earfly name,, become. aden p.s. robbers in your and sending them:. eyes; behold , even I have seen it, faith z6 Yet they hearkened not unto me, tlhe lord. nor inclined their ear, but haxdenid thr i But go ye now unto my placewhich neck:"
0065700101_000130,"The holy Bible, containing the Old and New Testaments, Translated Out Of The Original Tongues, And With The Former Translations Diligently Compared And Revised. With select notes. Vol. I. Appointed to be Read in Churches.",,127,13,0,1,3,2,5,3,2,1,2,0,0,4,0,1,0,2,0,3,0,3,0,4,2,2,0,0,0,1,14,0,0,3,0,0,4,0,1,15,0,0,4,0,13,0,0,0,0,0,0,1,0,0,2,0,2,2,11,1,0,1795,1,2,"London : printed by M. Ritchie, for John Parsons, Paternoster Row, MDCCXCV. [1795].",London,725,unknown,,,FALSE,"figs, or of vines, or of pomegranates; neither is there any water to drink. Shall wall his clothes, ver. 21.] To teach, that this water did not cleanfc by any virtue in itself, but only by virtue of God's appointment. 6 And Moses and Aaron went from the presence of"
1358600100_000832,"The Christian's new and complete British family Bible: Being a new, clear, full, and universal exposition and commentary on the Holy Scriptures. Containing the whole of the sacred text of the Holy Bible, as contained in the Old and New Testaments, with the Apocrypha, at large. Illustrated with most valuable notes and annotations, theological, critical, moral, divine, historical, geographical, systematical, biographical, practical, admonitory, chronological, and explanatory. Wherein all the difficult and obscure passages are clearly explained; the seeming contradictions in every respect reconciled; the mis-translations corrected; the errors of former commentators rectified and pointed out; the objections of deists and infidels answered; the prophecies and parables faithfully elucidated; sublime passages properly noted; the offices of the Jewish and Christian churches thoroughly investigated; every minute circumstance of the revealed will of God faithfully recorded; all proper names, together with scripture weights and measures, accompanied with the necessary interpretations and illustrations; and the whole of divine revelation (upon which all our hopes of eternal happiness depend) displayed in its original purity, and rendered easy, pleasant; and profitable to every capacity, both with respect to faith and practice. With practical reflections, improvements, and useful admonitions at the end of each chapter; and an illustration of the doctrines and duties contained in the various parts of the Holy Scriptures. Calculated to enlighten the understanding, purify the heart, and promote the cause of virtue and piety; and thereby establish the happiness and peace o[f] Christian families in this world, and secure their eternal salvation in the next. To which are added, as a farther elucidation of the whole, a complete connection of the old and new testaments; the lives of all the inspired writers, from Genesis to the Revelations; a critical account of the various translations of the Holy Bible; tables of scripture weights, measures, &c. and many other articles (too numerous to mention here) relating to Jewish and Christian antiquities, and other important subjects, not to be found in any other commentator, but which are essentially necessary to explain and illustrated the sacred writings. This valuable body of Christian Divinity, and treasury of divine revelation, being the result of more than forty years study and experience (and not a hasty production, undertaken to serve pecuniary purposes) is executed in a manner far superior to other publications of the sort, and will alone form a complete Universal Library of Divine Knowledge, antient and modern. Being calculated on a plan entirely new, and containing, among the other great improvements never before attempted, every remark valuable or worthy of notice, in former works of this kind. By Paul Wright, D.D.-F.S.A. vicar of Oakley, and rector of Snoreham, in Essex, late of Pembroke Hall, Cambridge, and author of other learned, pious, and useful works, universally approved of by Christians of every denomination. Dedicated to the Right Reverend Father in God, the Lord Bishop of London. Search the scriptures, for therein are contained the words of eternal life;-they have God for their author! salvation for their end! and truth, without any mixture of error, for their matter! The whole embellished with the most elegant set of large folio copper-plates ever published in a work of this kind; finely engraved from the original drawings and paintings of Hamilton, Dodd, Wale, Cipriani, Rubens, Vandyke, Raphael, and others, by those ingenious and celebrated artists, Pollard, Grignion, Goldar, Noble, Rennoldson, Conder, Jenkins, Smith, Thornton, Parker, Heath, Walker, Bartolozzi, &c. &c.","Wright, Paul",102,0,2,6,0,2,3,13,0,0,0,2,0,2,2,1,0,2,0,1,0,4,0,9,1,0,0,1,0,1,4,2,6,9,0,0,4,1,1,0,1,2,1,1,5,0,0,0,1,1,0,0,1,2,0,0,0,1,0,6,1,1800,1,1,"London : Printed for Alex Hogg, at the King's Arms, No. 16, Pater-Noster-Row; and sold by all booksellers and news-carriers in town and country, [1800?].",London,1077,unknown,,,FALSE,"give every one according to his ways, and according to the fruit of his doings: 20 Which haff' set signs and wonders in the land of Egypt , even unto this day, and in Israel , and among other men; and hast made thee a name, as at this day;"
0060400200_000052,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be Read in Churches.",,98,0,0,3,1,1,5,0,0,0,2,0,1,2,0,2,0,4,1,1,1,13,0,2,0,3,0,0,1,0,6,2,0,3,1,0,5,1,1,13,0,0,2,0,2,8,0,2,0,0,0,0,0,0,1,0,2,0,6,0,0,1754,1,1,"Oxford : printed by Thomas Baskett, Printer to the University, MDCCLIV. [1754].",Oxford,1316,unknown,,,FALSE,"had compassion on him, and said, This is one of the Hebrews children . 7 Then said his sister to Pharaohs daughter, Shall I go, and call to thee a nurse of the Hebrew women, that (he may nurse the child for thee? 8 And Pharaohs daughter said unto her,"
1541400100_000751,"The Christian's new and complete family Bible: Or, Universal Library of Divine Knowledge. Containing the sacred texts of the Old and New Testaments, with the Apocrypha, at Large. Illustrated with notes and annotations, historical, chronological, biographical, geographical, theological, moral, systematical, practical, admonitory, divine, and explanatory. In which the most difficult passages are rendered clear and familiar, the seeming contradictions reconciled, the mis-translations rectified, and important truths confirmed, so as to confute the insidel, dispel the mists of darkness, enlighten the ignorant, encourage the diffident, reclaim the vicious, reconcile the doubtful, lead the wavering into the paths of truth, and implant in the mind of every Christian that divine knowledge which is essentially necessary to salvation. Forming a complete treasury of divine revelation. To which is added, at the end of each book, a summary of the doctrines contained therein, being a full explanation of the various books in the old and new testaments. And, as a farther illustration, will be given a general index, or concordance, clearly pointing out every material transaction recorded in the sacred writings. A chronological index of transactions from Adam to the time of our blessed Saviour. A geographical index of places mentioned in the Holy Scriptures. A full explanation of the proper names in the scriptures, with their significations, &c. A brief account of the apostles and their successors, who propagated the Christian religion, by presiding over the Apostolic Churches of Antioch, Jerusalem, &c. The whole forming a complete body of Christian Divinity, explained and illustrated in such a manner, as to guide the reader through the paths of happiness in this world, and lead him to the mansions of eternal bliss in that which is to come. By the Rev. Thomas Bankes, of St. Mary Hall, Oxon; vicar of Dixton, in Monmouthshire; and morning and afternoon preacher at Hampstead. Embellished and enriched with upwards of three hundred and fifty engravings, illustrating the various transactions recorded in the sacred writings, from Genesis to the end of the revelations.","Bankes, Thomas",77,0,0,1,0,2,3,3,1,1,1,0,1,1,3,2,0,1,1,0,0,6,2,1,1,0,0,2,1,2,3,1,1,2,1,0,9,2,0,0,2,0,1,0,3,0,0,3,1,0,1,0,1,0,0,0,1,1,4,3,1,1787,1,1,"London : Printed for C. Cooke, No. 17, Pater-Noster-Row; and sold by booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other bookseller in England, Scotland, and Ireland, [1787?].",London,1148,unknown,,,FALSE,"of the law underking Josiah, a Kings XXII 8 .4, aththio, cone of the cities assigned to the priests . Ver. 4 T; zvword of the Lord, c.] l'offibly this viirtation was something more than a mere voice from heaven , and might be the visible form of the Divine"
0299000800_000209,"The holy Bible; Adapted to the use of Schools and Private Families: Containing all those Parts of the old and new testament Which relate to the Faith and Practice of A Christian: The Whole divided into Chapters and Paragraphs, with short notes and observations. By Richard Wynne, A. M. Rector of St Alphage, London; and Chaplain to the Right Honourable the Earl of Dunmore.","Wynne, Richard",86,0,1,3,0,0,7,6,0,0,0,2,0,1,1,0,1,2,0,1,0,5,4,4,1,2,1,0,1,4,7,1,2,1,2,0,3,1,0,0,2,2,0,0,1,0,0,0,0,1,1,1,0,3,0,0,4,2,1,1,3,1772,1,1,"London : printed for J. Wilkie, at No 71, in St Paul's-Church-Yard, M.DCC.LXXII. [1772].",London,626,male,1718,1779,FALSE,"and gather them from alhamcd, yea, even confounded, bethe coalss of the earth , and with cause I did bear the reproach of my them the blind and the lame, the youth. woman with child, and her that tra Is Ephraim my cdear son? it he a vailctl with child"
1229200203_000225,"The holy Bible, containing the Old and New Testaments: Translated out of The Original Tongues: And with the Former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be read in Churches.",Benjamin Blayney,74,3,1,0,0,2,5,0,1,0,0,1,0,0,0,1,2,2,1,1,4,2,0,0,1,1,1,1,4,0,2,2,0,2,0,0,1,2,1,4,1,1,0,2,5,0,2,0,0,0,1,2,0,3,0,3,0,1,0,1,4,1769,3,4,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by R. Baldwin, and S. Crowder, in Paternoster Row, London; and by W. Jackson, in Oxford, 1769.",Oxford,303,male,1728,1801,FALSE,"him, that all flesh hold perish no ut a few of more by the flood. 19 Abraham was a  great father of gen.lz. eall things; many people : in glory was there none 2'&' 7 i wisdom. like unto him; 20 Who kept the law of the most High,"
1705200100_000297,"The Holy Bible containing the Old and New Testaments: Translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,96,0,0,2,1,0,1,2,1,1,8,0,2,3,0,1,1,0,0,1,0,9,0,6,2,4,0,0,0,1,1,0,0,14,0,1,8,0,1,0,1,0,1,1,1,1,0,1,1,2,1,0,3,1,1,0,1,2,1,6,0,1799,1,1,"Edinburgh : Printed by Sir J.H. Blair and J. Bruce, printers to the King's Most Excellent Majesty, 1799.",Edinburgh,1129,unknown,,,FALSE,"of this briiied reed, even up. fenced city . on Egypt , on which if a man lean it 9 ¶ And it came to path, in the will go into his hand . and pierce it: so fourth year of king Hezekiah, which is Pharaoh kinig of Egypt unto"
1648900101_000192,"The history of the Holy Bible. In two volumes. Vol. I. Containing the historical part of the Old Testament, by way of abstract. With references to other parts of scripture, especially of the New Testament, which are printed at length in an opposite column. By the Honourable Edward Harley, Esq; late Auditor of His Majesty's imprest.",Edward Harley,95,0,2,4,0,2,2,2,0,1,0,0,0,2,1,1,1,1,1,2,1,3,0,5,0,1,4,0,0,8,2,0,4,14,1,0,1,0,0,0,0,3,0,0,4,0,0,3,3,3,0,0,1,2,3,1,1,0,0,5,0,1751,1,2,"London : printed and sold by C. Bathurst, at the Cross-Keys, opposite St. Dunstan's Church, Fleetstreet, MDCCLI. [1751].",London,713,male,1664,1735,FALSE,"go up, nor fight against your Brethren, the Children bs Israel : return every 10an to his House , for this Thing is from me. They hearknedt therefore to the Word of three Long, and returned to depart, according to the Word of the LORD. 25 Then Jeroboam built Shechem"
1113301500_000128,"Apocrypha, with notes. To which is added, an alphabetical table of proper names in the Old and New Testament, With Their Signification, Pronunciation, Quantity, Accent And Custom. By Anselm Bayly, LL.D.",Anselm Bayly,97,0,2,1,1,2,1,1,3,0,2,1,1,1,2,0,0,4,0,0,1,10,0,1,5,0,1,1,1,4,5,0,0,6,2,1,4,2,1,3,1,0,1,0,3,0,1,0,2,0,0,0,2,1,0,0,3,9,0,3,1,1776,1,1,"London : printed for S. Bladon, In Pater-Noster Row, MDCCLXXVI. [1776].",London,326,unknown,,1794,FALSE,"By Moses ] Deut. XXVIII 5 U C IH. Chap. II 22 But every man followed the imagination of his own wicked heart , to serve strange gods , and to do evil in the sight of the Lord our God . C H A P. II The prayer and"
0061200300_000633,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the Former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,81,0,0,2,0,0,1,2,0,1,2,1,0,5,0,0,6,1,3,2,0,4,4,5,0,1,0,0,0,0,2,1,1,7,0,0,6,0,0,0,2,0,0,0,2,3,0,0,2,1,4,1,3,0,0,0,1,1,2,2,0,1741,1,1,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, at the King's-Arms and Two-Bibles in Essex-Street, M,DCC,XLI. [1741].",Dublin,1284,unknown,,,FALSE,"king of Babylon fmore in the fourth Fulfilled year of Jehoiakim the son of Josiah king ofpy.'e"""" Judah . f 3 Order ye the buckler and shield, and draw e near to, rattle. 4 Harness the horses, and get up, ye horsemen, and Band forth with your hele mets, furbiih"
0094501100_000056,"The psalter, or Psalms of David, pointed as they are to be sung or said in churches. With the Order for Morning and Evening Prayer, daily throughout the Year.",Church of England,78,1,1,0,0,3,0,0,1,0,3,1,1,3,0,0,0,2,1,3,4,2,0,4,0,0,0,1,1,1,1,1,0,1,0,0,8,1,1,1,1,1,0,0,7,0,1,0,0,0,1,4,1,0,1,1,3,1,3,3,3,1799,1,1,"Oxford : printed at the Clarendon Press, by Dawson, Bensley, and Cooke, Printers To The University; and sold by W. Dawson, at the Oxford Bible Warehouse, Pater-Noster-Row, London, 1799.",Oxford,136,unknown,,,FALSE,"caterpillars soul; innumerable: and did eat up all 19 Until the time came that the grass in their land , and de his cause was known : the word voured the fruit of their ground. of the Lord tried him. 35 He Imote all the firlt born o2 The king"
1457000400_000926,"The Holy Bible, containing the Old and New Testaments: translated out of the original tongues: and with the former translations diligently compared and revised.","Craig and Lea, MWA BI F C1",87,1,0,2,0,2,2,0,0,0,0,0,0,10,1,0,3,9,0,0,2,11,1,2,2,1,1,0,1,0,1,6,0,2,0,1,4,0,0,5,1,0,0,0,3,2,1,1,1,0,0,1,0,1,1,0,1,1,0,3,0,1791,1,1,"Trenton : Printed and sold by Isaac Collins, M.DCC.XCI. [1791]",Trenton,1176,unknown,,,FALSE,"Chal Ghoit and wildiom, whom we may appoint over deans, and dwelled in Charran. And froml thence, this business. when his fafthler was dead, he removed him into 4 But we will give ourfielves continually to this land wherein ye now dwell. >prayer, and to the mliniffr y of the"
0060300200_000648,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,96,0,0,2,0,1,1,2,0,1,2,1,0,12,2,0,0,2,0,2,0,13,3,3,0,0,0,0,0,2,2,0,9,3,1,0,9,0,1,0,2,0,1,1,2,1,0,0,2,1,0,0,2,1,1,0,1,2,0,4,1,1758,1,1,"Oxford : printed by Thomas Baskett, Printer to the University, MDCCLVIII. [1758].",Oxford,860,unknown,,,FALSE,"of the LORD your God , nor anything for the which he hath sent me unto you. 22 Now therefore know certainly, that ye shall die by the sword, by the famine, and by the pestilence, in the place whither ye desire to go, and to sojourn. C H A"
0070700100_000420,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues: And with the former Translations Diligently Compared and Revised, By His Majesty's Special Command. Appointed to be Read in Churches.",,97,0,3,0,0,4,4,5,2,1,0,0,2,0,0,0,0,2,1,0,1,6,1,2,0,1,2,1,2,1,7,0,7,3,0,0,1,2,0,1,0,8,2,2,7,0,0,7,0,2,0,0,0,1,3,0,1,1,0,0,1,1767,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, MDCCLXVII [1767].",London,1408,unknown,,,FALSE,"they ( hall come again into for the LORD your God is and merciful, and will not turn e tnd. 3 6 efromyou, ifye return untohim. he posts passed from city to city , e country of Ephraim and Maen unto Zebulun: but they em to scorn, and mocked them."
1523100302_000167,"The Holy Bible, containing the Old Testament and the New: Newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,77,0,0,4,1,1,2,1,4,0,1,1,1,2,1,1,0,5,0,1,2,6,0,0,1,1,2,3,0,3,2,0,4,1,1,0,4,0,0,0,1,2,0,0,4,0,0,1,2,0,0,0,1,1,0,0,0,6,0,2,1,1760,2,3,"London : Printed by Thomas Baskett, printer to the King's Most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LX. [1760].",London,354,unknown,,,FALSE,"if ye thoroughly execute judgement between a man and his neighbour; 6 If ye oppress not the stranger, the fatherless, and the widow, and heed not innocent blood in this: place, neither walk .after other gods to your hurt: 7 Then will I cause you to dwell in this .place,"
1708500200_001058,"The New Testament of our Lord and Saviour Jesus Christ, ...",,82,5,0,0,0,0,4,0,0,0,2,0,0,7,0,0,0,4,0,2,0,8,0,1,0,0,0,1,0,0,3,2,1,1,0,1,3,1,0,9,0,0,1,0,1,8,0,2,0,2,2,3,1,1,0,0,1,0,4,1,0,1760,1,1,"Oxford : printed by Thomas Baskett, 1760.",Oxford,1104,unknown,,,FALSE,"on his journey homeward, without alive; goes with all his family into acquainting his father or brothers Egypt , in the third year of famine, in law ; Rachel flealeth her fathers and ioth year of his age. He. is seat XXXII gods , and is purfued'by Laban. ja ed"
1682500200_000342,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,80,0,2,2,1,1,2,1,2,1,1,0,0,1,5,0,0,5,0,1,1,1,1,1,1,1,0,2,0,10,4,0,4,7,0,4,1,1,0,1,1,0,1,1,1,0,0,0,2,0,0,0,2,1,0,1,2,0,1,2,0,1712,1,1,"Edinburgh : Printed by the heirs and successors of Andrew Anderson, printers to the Queen's Most Excellent Majesty, MDCCXII. [1712].",Edinburgh,916,unknown,,,FALSE,"Hezekiah; fobr he had heard that Hezekiah had been Lick. 13 And he Babylonni s cdptz7jjy foretold. Chap. i3 And Hezekiah hearkned unto them, and (hewed them all the houle of his II precious things,, the flyer, and the gold, and the ipices, and the 0r, precious oitntent, and ll"
0078100201_000300,The Holy Bible.,,108,0,1,1,0,3,7,5,6,0,2,0,0,1,2,0,0,3,11,0,0,13,0,2,1,0,0,1,0,3,9,1,2,4,2,0,5,3,2,0,5,0,1,0,0,0,1,3,3,0,0,0,2,1,0,1,1,0,0,0,0,1796,1,2,"[London] : Published by R. Bowyer, London, 1796.",London,806,unknown,,,FALSE,"city . to And they set them up images and groves in every high hill, and under every green tree: 11 And there they burnt incense in all the high places, as did the heathen whom the LORD carried away before them; and wrought wicked tiings to provoke the LORD"
0065500200_000110,The new Testament of our Lord and Saviour Jesus Christ: Newly Translated out of the Original Greek: and With the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.,,88,1,0,3,1,1,1,0,0,0,3,1,0,8,1,0,0,6,0,1,1,14,2,7,1,3,3,3,3,2,1,2,0,1,0,0,3,1,0,6,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1712,1,1,"Oxford : printed by the University-Printers, MDCCXII [1712].",Oxford,265,unknown,,,FALSE,"d And teeing one of them susser wrong, 0gme 6 And God spake on thiswife, e that his seed he defended him, and avenged him that was 000ó.miould fojpurn in a strange land , and that they oppressed, and (miote the Egyptian: fitould bring them into bondage, and entreat 2l"
