PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(african),termFreq(america),termFreq(annual),termFreq(black),termFreq(british),termFreq(brought),termFreq(carri),termFreq(charter),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(compani),termFreq(countri),termFreq(cruel),termFreq(dutch),termFreq(european),termFreq(export),termFreq(foreign),termFreq(fort),termFreq(franc),termFreq(french),termFreq(gambia),termFreq(gold),termFreq(hand),termFreq(human),termFreq(import),termFreq(indi),termFreq(inhabit),termFreq(king),termFreq(labour),termFreq(majesti),termFreq(manner),termFreq(merchant),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(number),termFreq(object),termFreq(peopl),termFreq(plantat),termFreq(poor),termFreq(portugues),termFreq(price),termFreq(properti),termFreq(public),termFreq(river),termFreq(sea),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(sugar),termFreq(taken),termFreq(thousand),termFreq(tobacco),termFreq(trade),termFreq(trader),termFreq(treat),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1683000200_000008,"Considerations on the Negroe cause commonly so called, addressed to the Right Honourable Lord Mansfield, Lord Chief Justice of the Court of King's Bench, &c. By Samuel Estwick, A.M. LL.D. member of Parliament for the Borough of Westbury.",Samuel Estwick,75,3,3,9,0,0,1,0,0,2,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,15,0,1,0,0,0,0,1,6,0,0,0,0,2,1,9,0,0,0,0,0,7,1,0,0,1788,1,1,"London : Printed for J. Dodsley, in Pall-Mall, M.DCC.LXXXVIII. [1788].",London,95,male,1736,1795,FALSE,"of the colonies in America : from whence [ 4 1] whence a queition will be deduced, Whether negroes are property in England? It appears, my Lord, that a trade is opened, with the fanation, and now under the proteaion of parliament, between the fubjeats of Great Britain and the"
1321800101_000068,"The universal dictionary of trade and commerce: With large additions and imporvements adapting the same to the present state of British affairs in America, since the last Treaty of Peace made in the year 1763. With great variety of new remarks and illustrations incorporated throughout the whole: together with every thing essential that is contained in Savary's dictionary: also, all the materials laws of trade and navigation relating to these kingdoms, and the customs and usages to which all traders are subject. By Malachy Postlethwayt, Esq;.",Jacques Savary des Brûlons,62,3,1,2,0,0,2,1,3,0,1,10,3,0,2,0,0,0,2,1,0,0,1,0,1,1,0,0,2,3,0,1,0,2,1,0,1,2,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,8,0,0,0,1766,1,2,"London : printed for H. Woodfall, A. Millar, J. and R. Tonson, J. Rivington, J. Hinton, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, T. Longman, J. Brotherton, J. Dodsley, T. Payne, J. Robson, T. Lowndes, W. Nicoll, and J. Knox, M DCC LXVI. [1766].",London,1115,male,1657,1716,FALSE,"enumerated to be produced. So that the increased intercourse of trade between the new colonies and their mother- country , as it has from the causes before represented began, so the advantages arising from it will diffuse themselves generally over the whole il~and of Great Britain; indeed through the whole"
1321800101_001720,"The universal dictionary of trade and commerce: With large additions and imporvements adapting the same to the present state of British affairs in America, since the last Treaty of Peace made in the year 1763. With great variety of new remarks and illustrations incorporated throughout the whole: together with every thing essential that is contained in Savary's dictionary: also, all the materials laws of trade and navigation relating to these kingdoms, and the customs and usages to which all traders are subject. By Malachy Postlethwayt, Esq;.",Jacques Savary des Brûlons,62,3,2,1,0,0,3,1,2,0,3,1,1,1,0,0,0,1,9,0,3,1,3,0,0,0,0,0,0,0,0,0,3,1,0,1,0,2,1,0,1,1,0,0,0,0,0,4,1,1,1,0,0,0,2,1,0,0,7,0,0,0,1766,1,2,"London : printed for H. Woodfall, A. Millar, J. and R. Tonson, J. Rivington, J. Hinton, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, T. Longman, J. Brotherton, J. Dodsley, T. Payne, J. Robson, T. Lowndes, W. Nicoll, and J. Knox, M DCC LXVI. [1766].",London,1115,male,1657,1716,FALSE,"river Senegal in Africa , belonging to the French , the forests bordering upon that river abounding with this gum. It greatly resembles the gum Arabic, but the granules thereof are diually larger than thole of the Arabic gum. They are commonly 4o an ova I am; th iufu C"
1492001400_000004,"The Alarm-bell: Or, Considerations on the present dangerous state of the sugar colonies; with a memorial, and observations concerning the islands of St. Lucia, Dominico, St. Vincent, and Tabago. To which are added, Queries and answers relating to the African trade.",,79,2,1,1,0,0,0,0,2,0,3,2,0,3,3,0,1,0,0,0,7,0,6,3,4,1,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,5,1,0,0,0,1,2,0,0,10,0,0,5,1749,1,1,"London : Printed for W. Owen, at Homer's Head near Temple-Bar, M.DCC.XLIX. [1749].",London,10,unknown,,,FALSE,"in that Part of the World, as to endanger the Loss of Barbados and the Leeward Ifalnds, either by Invitations to submit, or by Force to conquer, in cafe of another War ; and then Jamaica must of Course follow their Fate, as that Island alone cannot withstand such a"
0831300103_000157,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, and buildings; manners, laws and customs, religion, and policy; Arts and Sciences, Trades, Manufactures and Husbandry; plants, animals, and minerals. By Mr Salmon. Illustrated with cuts and maps, accurately drawn according to the Geographical Part of this Work, by Herman Moll. The third edition. With considerable additions and improvements, interspersed in the body of the work: Also the History and Revolutions of each Country, brought down to the present Time. In three volumes. ...",Thomas Salmon,55,0,1,0,2,0,0,1,2,0,4,0,1,2,0,0,0,1,0,0,3,0,0,2,2,2,2,2,2,1,0,0,0,2,0,0,1,1,1,0,0,1,0,0,0,1,0,5,1,0,2,2,0,0,0,2,1,0,3,2,0,0,1744,3,3,"London : printed for T. Longman, in Pater-Noster-Row. T. Osborne, in Grays-Inn. J. Shuckburgh, in Fleet-Street. C. Hitch, in Pater-Noster-Row. S. Austen, in Newgate-Street. And J. Rivington, in St Paul's Church-Yard, MDCCXLIV. [1744]-46.",London,651,male,1679,1767,FALSE,"a tone like, an infant; in short, the moans and afpets were so shocking and melancholy, that after two or three months keeping, it was Itunned and thrown over board. The Ourang Outang, taken now and then in some parts of Guinea, and at the island of Borneo in Eafl"
0168300200_000033,"Observations on the commerce of the American States. By John Lord Sheffield. With an appendix, Containing Tables of the Imports and Exports of Great Britain to and from all Parts. Also, the Exports of America, &c. With Remarks on those Tables, and on the late Proclamations, &c.","John Baker Holroyd, 1st Earl of Sheffield",63,1,1,3,1,0,1,2,1,0,0,1,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,8,9,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,0,1,4,0,1,2,0,0,4,3,1,0,5,1784,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, MDCCLXXXIV. [1784].",London,345,male,1735,1821,FALSE,"and the business of. the sawmills would greatly decrease, if they do not. There is little prospect of new markets for them. Before the war , the Americans glutted the West Indies with lumber to such a degree, that this trade was supposed to be at its height. Nova Scotia"
0446300300_000001,"That the number of slaves annually carried from the Coast of Africa, ...",Great Britain. Parliament. House of Commons,98,9,0,0,5,0,1,2,6,0,3,0,3,0,3,1,0,3,0,1,0,0,0,0,0,0,0,8,2,0,0,1,0,2,0,2,1,4,12,0,0,0,0,0,0,0,0,0,0,0,2,15,0,4,0,1,0,0,5,0,0,2,1789,1,1,"[London, 1789].",London,5,unknown,,,FALSE,"I . T H A T the number of Slaves annually carried from the Coast of Africa , in British vessels, is supposed to be about - - - 38, 0 That the number annually carried to the Britifl West India Islands, has (on an average of four years, to"
1425300200_000566,"A new system of modern geography: or, A geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The figures, motions, and distances of the planets, according to the newtonian system and the latest observations. II. A general view of the earth considered as a planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and islands. IV. The situations and extent of empires, kingdoms, states, provinces, and colonies. V. Their climates, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promotories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the changes that have been any where observed upon the face of nature since the most early periods of history. VIII. The history and origin of nations; their forms of government, religion, laws, revenues, taxes, naval and military strength. IX. The genius, manners, customs, and habits of the people. X. Their language, learning, arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. To which have been added, the late discoveries of Dr. Herschell, and other eminent astronomers.",William Guthrie,49,4,1,0,1,0,0,1,0,0,3,0,1,0,2,0,1,2,1,0,0,0,1,0,0,0,2,0,0,2,1,1,0,1,0,1,1,2,1,0,0,0,1,1,0,0,0,0,3,2,0,2,3,0,0,0,0,0,5,0,1,1,1795,1,1,"London : Printed for C. Dilly, in the Poultry; and G.G. and J. Robinson, Pater-Noster Row, MDCCXCV. [1795].",London,1139,male,1708,1770,FALSE,"rocks and bulged; and while the greater his horse, and hris particular excellence as a wim part of the crew fell an immnediate sacrifice to the mer, he idlarntly determined to make~a derperate effost fled; where their thips bournd for India ufula~ly put in, and trade with the natives for"
0663700100_000555,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants.",Richard Rolt,60,1,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,4,3,0,1,0,0,1,1,0,0,0,0,1,2,0,0,1,5,0,2,10,2,0,1,0,0,0,5,0,0,0,0,0,3,2,0,1,0,1,0,0,5,2,0,0,1756,1,1,"London : printed for T. Osborne and J. Shipton; J. Hodges; J. Newbery; G. Keith; and B. Collins, MDCCLVI. [1756].",London,926,male,1724,1770,FALSE,"running away with the Negroes , Iich the European traders have Comctimes pra8ificd and the cutting off the (hips by the Negroes , in return; h fides are jealous of each other in many placs. The ulopeans commonly trade on board the (hip, keepidg their ios in cite quarters abaft,"
0079900200_000119,"An account of the Spanish settlements in America. In four parts. I. An account of the discovery of America by the celebrated Christopher Columbus; with a description of the Spanish insulan colonies in the West Indies. II. Their settlements on the continent of North America. III. Their settlements in Peru, Chili, Paraguay, and Rio de La Plata. IV. Their settlements in Terra Firma. Of the different countries in South America still possessed by the Indians, &c. With a description of the Canary islands. Each part contains An accurate description of the settlements in it, their situation, extent, climate, soil, produce, former and present condition, trading commodities, manufactures, the genius, disposition, and number of their inhabitants, their government, both civil and ecclesiastic; together with a concise account of their chief cities, ports, bays, rivers, lakes, mountains, minerals, fortifications, &c; with a very particular account of the trade carried on betwixt them and Old Spain. To which is annexed, a succinct account of the climate, produce, trade, manufactures, &c. of Old Spain. Illustrated with a map of America.",John Campbell,67,3,1,1,0,0,1,2,7,0,6,3,1,2,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,3,0,0,4,0,0,0,0,1,0,0,0,1,2,1,3,2,0,1,1,1,0,1,7,1,0,1,1762,1,1,"Edinburgh : printed by A. Donaldson and J. Reid. For the author, and A. Donaldson. Sold by A. Millar, J. Dodsley, J. Richardson, E. Dilly, and T. Durham, London; and Mess. Ewings, Dublin, MDCCLXII. [1762].",Edinburgh,528,male,1708,1775,FALSE,"of all the Dutch American settlements was originally carried on by the West india company only. At present such ships as go upon that trade pay two and a half per cht. for thtir licences; the company , however, referyes to itself the whole of what is carried on between"
0014800305_000032,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. By the Abbé Raynal. To which is added, The revolution of America. By the same author. A new translation. With notes, Large Additions and Improvements, and a Copious Index. ...",Guillaume Thomas François Raynal,69,0,0,2,0,4,3,0,2,0,1,8,0,0,2,0,0,2,0,0,0,2,5,0,0,0,0,2,0,1,0,2,0,0,1,1,0,1,4,1,4,3,0,0,3,0,0,1,1,4,0,2,0,0,1,0,0,0,3,1,1,1,1782,5,6,"Edinburgh : printed for W. Gordon, W. Gray, J. Bell, J. Dickson, & P. Anderson, Edinburgh; W. Anderson, Stirling; J. Duncan, & Dunlop & Wilson, Glasgow; Angus & Son, Aberdeen; & E. Wilson, Dumfries, M,DCC,LXXXII. [1782].",Edinburgh,369,male,1713,1796,TRUE,"is thirteen leagues in settle at 0om7i ica. De g of length, and nine at moult in breadth; .ca. /degn of and in the centre are inaccessible this jettlement. tb Jt mountains, which pour down numerous rivers of excellent water, upon fruitful but uneven grounds. This country was inhabited by"
1014700103_000103,"The wonders of nature and art; being an account of whatever is most curious and remarkable throughout the world; Whether relating to its Animals, Vegetables, Minerals, Volcano's, Cataracts, Hot and Cold Springs, And other Parts of Natural History; Or to the Buildings, Manufactures, Inventions, and Discoveries of its Inhabitants. The whole collected from the writings of the best historians, travellers, geographers, and philosophers, among which are some Original Manuscripts; interspersed with pious Observations and Reflections; illustrated with Notes, and adorn'd with Copper-Plates. ...",,63,1,1,0,0,0,0,3,4,0,1,0,0,1,1,2,1,1,0,0,0,0,0,2,2,1,0,0,0,1,2,0,0,2,2,0,2,1,0,0,2,0,0,0,0,0,0,4,0,0,0,11,1,5,0,2,1,1,1,1,0,3,1750,3,4,"Reading : printed, and sold by C. Corbett, at Addison's Head opposite St. Dunstan's Church in Fleetstreet, London; and C. Micklewright and Comp. in Reading; and by most booksellers and country printers in Great Britain, MDCCL. [1750].",Reading,482,unknown,,,FALSE,"spin it by Hand with the Spindle and Distaff, and weave it with a Shuttle and Loom of very plain coarse Workmanship. For wearing they make them up into Pairs, one about three Yards long, and a Yard and a half wide, which is to cover their Shoulders and Body;"
0689200107_000727,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,57,4,1,2,0,8,0,2,1,0,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,3,0,2,3,0,0,0,1,0,3,0,7,1,0,1,0,0,1,0,0,0,2,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1778,7,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,867,unknown,,,FALSE,"button above the divided circle and 15 the dovetail work at the upper go; and the divisions on NEGATION, in logic, an a of the mind affirm. the circle are adjulted so as to be perpendicular to the ing one thing to be different from another; as that the horizon"
0215200300_000001,"Historical sketches of the slave trade, and of its effects in Africa. Addressed to the people of Great-Britain. By the Right Hon. Lord Muncaster.","John Pennington, 1st Baron Muncaster",79,4,2,0,0,0,0,1,4,0,7,1,1,2,6,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,2,10,2,0,6,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,8,0,0,1,1792,1,1,"London : printed for John Stockdale, opposite Burlington House, Piccadilly, M.DCC.XCII. [1792].",London,101,male,1737,1813,FALSE,"* HITORICAL SKETCHES HO THK SLAVE TRADE , AND OF ITS EFFECTS IN AFRICA . ADDXESSID TO THZ PEOPLE OF GREAT britain. BY THI RIGHT HON. LORD MUNCA STER. LONDON: Printed for JOHN STOCKDALE, opposite Burlingtoa House, Piccadilly. M.DCC.XCII. HISTORICAL SKETCH or THE SLAVE TRADE , c. IPURPOSE in the"
1253800102_000096,"The Family magazine; or, a Repository of religious instruction, and rational amusement. ... By Mrs. Trimmer.",Sarah Trimmer,77,0,0,0,0,1,0,1,4,0,4,0,1,0,9,0,0,4,1,0,1,0,0,1,3,0,1,0,0,1,0,0,0,1,0,4,3,4,4,0,7,0,0,0,0,0,0,4,0,1,0,6,0,0,0,0,0,2,7,1,0,1,1788,2,18,"London [England] : printed by and for J[ohn]. Marshall and Co. Aldermary Church Yard, in Bow Lane, [1788-1789].",London,467,female,1741,1810,TRUE,"travellers, as being very agreeable and fruitful, abounding with Ihdima corn, pulse, fruit, cheer are extensive meadows, which used to feed large herds of great and small cattle, and a vast number of poultry. The villages, that lay thick on the river showed the country to be well peopled ."
1426200700_000070,"The newest young man's companion, containing, a compendious English grammar. Instructions to write variety of hands, with copies both in prose and verse. Letters on compliment, business, and several other occasions. Forms of indentures, wills, testaments, letters of attorney, bills, receipts, releases, acquittances, &c. arithmetic and book-keeping, in an easier way than any yet published. A compendium of geography, describing all the empires, kingdoms, and dominions of the whole world. To which is added a description of the several counties of England and Scotland, their produce, market-towns and market-days. The management of horses, being directions to cure and prevent most distempers which are incident to horses. The art of painting in oil and water colours, with directions for colouring maps, and gilding with gold and silver. Tables shewing accompts ready cast up: the value of foreign gold; and the two great roads from Edinburgh to London. The exports and imports of Great Britain to and from foreign nations. A list of English manufactures, &c. &c. and an English spelling dictionary. The whole calculated to quality person's for business without the help of a master, and illustrated with a map of the world. By Thomas Wise, accomptant.","Wise, Thomas, accountant",70,1,1,1,1,1,0,0,1,0,7,0,0,1,16,0,3,2,0,0,1,0,1,0,3,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,3,0,0,3,0,0,0,2,1,2,0,5,0,0,0,0,0,0,5,0,0,1,1770,1,1,"Berwick : Printed and sold by R. Taylor, and by all the booksellers in Great Britain and Ireland, MDCCLXX. [1770].",Berwick-upon-Tweed,411,male,,,FALSE,"and an act has lately passed here for carrying on the same trade through Rutlia. Our eat India company have long traded thither by the way of Gombroon and the Persian gulf. The people are civil to strangers, but live in a luxurious manner : their religion is that of"
1741100101_000277,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,62,7,1,0,1,2,0,0,2,0,2,0,0,0,5,0,1,0,1,0,0,1,1,1,2,1,1,0,0,2,3,0,0,0,0,2,4,1,1,0,1,0,1,1,0,0,0,3,1,2,0,1,0,1,0,0,0,0,7,1,0,1,1797,1,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,815,unknown,,,FALSE,"that the greatest powers in Europe are become their tributaries, in order to procure liberty to trade on the Miediterranean. Concerning even tlhofe slates which are neared to Europe, very little is known: but thie interior nations are fearce known by name; nor do ahnoft rlny two of' the moll"
1425300200_000163,"A new system of modern geography: or, A geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The figures, motions, and distances of the planets, according to the newtonian system and the latest observations. II. A general view of the earth considered as a planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and islands. IV. The situations and extent of empires, kingdoms, states, provinces, and colonies. V. Their climates, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promotories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the changes that have been any where observed upon the face of nature since the most early periods of history. VIII. The history and origin of nations; their forms of government, religion, laws, revenues, taxes, naval and military strength. IX. The genius, manners, customs, and habits of the people. X. Their language, learning, arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. To which have been added, the late discoveries of Dr. Herschell, and other eminent astronomers.",William Guthrie,64,1,1,0,2,0,0,0,4,1,1,2,2,3,5,0,0,1,3,4,0,1,0,0,4,0,0,1,0,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,1,0,5,7,0,0,2,1795,1,1,"London : Printed for C. Dilly, in the Poultry; and G.G. and J. Robinson, Pater-Noster Row, MDCCXCV. [1795].",London,1139,male,1708,1770,FALSE,"dried and mloift: fruits, dying drugs, and gold comns. The treaty of commerce betwveen England and France has been so vrarioufly represented, that it is not eafyr accurately to eftimiate its advantages to this country ; but whatever they were, a total fulpenfion has now taken p~la ce, occasioned by"
0553800400_000217,"The american geography; or, a view of the present situation of the United States of America. Containing astronomical geography; geographical definitions, discovery, and general description Of their Boundaries; Mountains; Lakes; Bays, and Rivers; Natural History; Production; Population; Government; Agriculture; Commerce; Manufactures; and History. - A concise account of the War, and of the important Events which have succeeded: A Particular Description of Kentucky, the Western Territory, the Territory South of Ohio, and Vermong: Of their Extent; Civil Divisions; Chief Towns; Climates; Soils; Trade; Character; Constitutions; Courts of Justice; Colleges; Academies; Religion; Islands; Indians; Literary and Humane Societies; Springs; Curiosities; Histories; Mines; Minerals; Military Strength, &c. With a view of the British, Spanish, French, Portuguese, and Dutch Dominions, on the Continent, and in the West Indies. By Jedidiah Morse, A.M.",Jedidiah Morse,61,5,1,0,1,0,0,0,5,0,0,2,2,1,4,0,1,1,4,1,0,0,0,0,0,0,1,2,3,3,1,0,0,0,3,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,3,2,1,0,2,0,0,0,4,0,0,2,1794,1,1,"London : printed for John Stockdale, Piccadilly, 1794.",London,656,male,1761,1826,FALSE,"of the State, and amount to almost 2000ol. At Newport there is a flourishing academy, under the direction of a rector and tutors, who teach the learned languages, Englith grammar, geography, c. SOCIETIES.] A marine society was eftablifled at Newport in 175z, for the purpose of relieving difireffed widows and"
0082800602_000001,"An account of the European settlements in America. In six parts. I. A short History of the Discovery of that Part of the World. II. The Manners and Customs of the original Inhabitants. III. Of the Spanish Settlements. IV. Of the Portuguese. V. Of the French, Dutch, and Danish. VI. Of the English. Each Part contains An accurate Description of the Settlements in it, their Extent, Climate, Productions, Trade, Genius and Disposition of their Inhabitants: the Interests of the several Powers of Europe with respect to those Settlements; and their Political and Commercial Views with regard to each other. In two volumes. ...",Edmund Burke,85,0,0,5,0,1,0,0,0,1,0,7,0,2,1,0,2,2,0,1,0,1,5,0,0,0,0,0,6,5,1,0,0,2,0,3,0,7,3,0,3,0,0,1,0,0,0,2,0,7,0,1,0,0,2,0,0,1,13,0,0,0,1765,2,2,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXV. [1765].",London,318,male,1729,1797,TRUE,"AN "" ACCOUNT ^ OF THE European Settlements IN A M E R I C A. IN SIX PARTS. I. A short History of the III Of the Spani& Settle Dtfcovery of that Part of ments. the World. IV Of the Portuguese . II The Manners and Cu; V Of"
0940000300_000001,"Abridgment of the minutes of the evidence, taken before a committee of the whole House, to whom it was referred to consider of the slave-trade, 1789.",Great Britain. Parliament. House of Commons,90,4,0,0,0,1,0,1,2,0,6,0,0,0,3,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,1,3,0,0,2,0,2,2,5,0,5,0,0,0,0,2,0,5,0,0,4,15,1,3,0,2,0,0,4,0,3,7,1789,1,1,"[London, 1789].",London,83,unknown,,,FALSE,"Number I. AB R ID G M E N T OF THE MINUTES OF THR EVIDENCE, TAKEN BEFORE, COMMITEEE OF THE wfhole HOUSE, TO WHOM IT WAS %EFERRBD TO CONSIDER OF THE S L V E T R A D E, .. 8789 A B RID G ME NT; OF"
0435800102_001064,"A new system of geography: or, a general description of the world. Containing A Particular and Circumstantial Account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America. Their Situation, Climate, Mountains, Seas, Rivers, Lakes, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants. With The Birds, Beasts, Reptiles, Insects, the various Vegetables, and Minerals, found in different Regions. Embellished with a new and accurate set of maps, by the best Geographers; and great variety of copper-plates, containing Perspective Views of the Principal Cities, Structures, Ruins, &c. By D. Fenning, (author of the Royal English Dictionary, the Use of the Globes, the Young Algebraist's Companion, &c.) J. Collyer, (author of the Letters from Felicia to Charlotte; and Translator of the Messiah, from the German of Mr. Klopstock.) and others.",Joseph Collyer,63,2,0,4,1,0,0,1,1,0,0,3,0,0,1,0,0,5,1,0,0,0,2,0,1,2,1,0,0,1,0,0,0,1,1,4,3,5,2,0,5,1,0,5,0,0,0,0,0,1,1,0,0,0,2,0,1,1,3,0,1,0,1765,2,2,"London : printed for S. Crowder, at the Looking-Glass, in Pater-Noster-Row; and sold by Mr. Jackson, at Oxford; Mr. Merril, at Cambridge; Mess. Smith, in Dublin; and all other Booksellers in Great Britain and Ireland, MDCCLXVI. [1765].",London,840,male,1748,1827,FALSE,"the beauty, virtue, firength. and t.ilrits of th LI departed relation, crying out ni tie moltl icliii hi'v vtlice, that they flnall never see him more till they dall;. with hitin beyond the mountains. When thecl i.ti.li lions had lilitd for the space of six hoult, pic~.p..t: .tl was uade"
0014800306_000159,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. By the Abbé Raynal. To which is added, The revolution of America. By the same author. A new translation. With notes, Large Additions and Improvements, and a Copious Index. ...",Guillaume Thomas François Raynal,72,2,0,3,3,0,0,0,2,0,2,6,7,3,1,0,4,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,1,0,1,1,0,2,1,0,2,0,0,6,0,1,0,0,2,0,1,0,10,0,0,0,1782,6,6,"Edinburgh : printed for W. Gordon, W. Gray, J. Bell, J. Dickson, & P. Anderson, Edinburgh; W. Anderson, Stirling; J. Duncan, & Dunlop & Wilson, Glasgow; Angus & Son, Aberdeen; & E. Wilson, Dumfries, M,DCC,LXXXII. [1782].",Edinburgh,464,male,1713,1796,TRUE,"ir, 163 Become the sole masters of Ceylon; with an account of the several articles of trade carried on here; of which cinnamon is the principal article: to which is ihbjoined the expense of supporting this settlement , and the system of government introduced into it by the Dutch ,"
1520300400_000041,"Observations on the commerce of the American States. By John Lord Sheffield. A new edition, much enlarged. With an appendix, containing tables of the imports and exports of Great Britain to and from all parts, from 1700 to 1782. Also, the exports of America, &c. With remarks on those tables, on British navigation, and on the late proclamations, &c.","John Baker Holroyd, 1st Earl of Sheffield",69,0,1,2,0,0,2,0,1,0,0,0,0,0,4,0,1,1,4,6,0,1,4,0,0,0,0,4,1,0,0,2,0,2,1,1,0,1,1,0,0,0,0,0,6,0,1,0,0,0,1,2,0,2,9,2,0,3,3,0,0,0,1784,1,1,"Dublin : Printed for P. Byrne, No. 35, College Green, M,DCC,LXXXIV. [1784].",Dublin,364,male,1735,1821,FALSE,"remzit a fortune in a short time. Our islands also might be afifited by encoutraging the growth of indigo, coffee, * cocoa, cotton, tobacco , t and Indian corn, * That wre have mnarkrets fora greazter quantity of coffee, appears from this, that although we raise a large quantity, foreign"
