PassageID,Title,Author,Total termFreq,termFreq(advanc),termFreq(arm),termFreq(armi),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(bodi),termFreq(camp),termFreq(carri),termFreq(citi),termFreq(colonel),termFreq(command),termFreq(continu),termFreq(count),termFreq(countri),termFreq(duke),termFreq(enemi),termFreq(engag),termFreq(field),termFreq(follow),termFreq(foot),termFreq(forc),termFreq(form),termFreq(french),termFreq(gener),termFreq(ground),termFreq(guard),termFreq(head),termFreq(hors),termFreq(join),termFreq(kill),termFreq(king),termFreq(left),termFreq(line),termFreq(mean),termFreq(near),termFreq(night),termFreq(number),termFreq(oblig),termFreq(offic),termFreq(order),termFreq(parti),termFreq(pass),termFreq(piec),termFreq(princ),termFreq(quarter),termFreq(receiv),termFreq(regiment),termFreq(retir),termFreq(retreat),termFreq(return),termFreq(river),termFreq(sever),termFreq(soldier),termFreq(taken),termFreq(took),termFreq(town),termFreq(troop),termFreq(war),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0515000108_000124,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D.Volume the first.",Tobias Smollett,101,1,1,4,0,2,4,4,1,0,0,2,4,2,2,1,7,4,2,1,0,1,5,1,8,6,0,0,1,3,1,0,4,0,0,0,2,1,1,2,1,2,0,0,0,4,2,0,1,0,0,1,1,1,0,2,1,1,4,1,1,1758,8,11,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-Row, MDCCLVIII. [1758]-60.",London,489,male,1721,1771,TRUE,"between whom and the ta: i a di; - C C c4 lte A. C ieoo.pute arose about the command : but this was comr promised by the interposition of La Mellionere. The place being invested, and the batteries railed, the besiegers proceeded with such rapidity that a breach was"
0580101100_000002,"Two genuine private letters from the army in Flanders, Giving a Particular Account of the late action.",,104,2,1,12,1,2,1,0,5,0,0,0,2,2,0,0,3,8,1,0,1,0,0,1,7,4,3,2,1,2,0,3,0,3,2,0,2,2,5,2,3,3,1,2,2,0,0,0,1,1,3,0,0,0,1,2,0,0,2,1,2,1745,1,1,"London : printed for W. Webb, near St. Paul's, 1745.",London,6,unknown,,,FALSE,"Action against the French , which it gives me pain to relate. However I will give you all the particulars which the present hurry we are in will permit me to recollec. Only one thing I beg before I proceed, which is, that you won't let lady Betty fe this"
0362800100_000094,"The operations of the allied army, under the Command of His Serene Highness Prince Ferdinand, Duke of Brunswic and Luneberg, during the greatest part of six campaigns, beginning in the year 1757, and ending in the year 1762. By an officer, who served in the British forces. Illustrated with maps and plans.","Hotham, Charles, Sir",127,2,0,8,1,4,1,2,4,0,4,2,7,2,0,0,0,1,0,0,0,2,2,0,9,4,0,1,0,3,1,0,0,2,0,0,5,4,1,1,1,5,2,0,3,19,0,1,2,3,2,3,0,2,0,0,1,7,2,1,0,1764,1,1,"London : printed for T. Jefferys, Geographer to the King, M.DCC.LXIV. [1764].",London,318,male,1729,1794,FALSE,"they accordingly cut down the chevaux de frize, and endeavoured to force one of the gates, but it was gorged with dung, which rendered the attempt impracticable. The army lay out on the nights of the 8th and 9th; and, on the loth in the morning, they returned to their"
0538900100_000153,"A new military dictionary: or, the field of war. Containing a particular and Circumstantial account of the most remarkable battles, sieges, bombardments, and expeditions, Whether by Sea or Land. Such as relate to Great Britain and her dependencies, Deduced From the Descent of Julius Caesar to the Present Time. and Those that regard the continent of Europe, Traced From The Reign of Charlemagne, beginning with the Ninth Century. Including Anecdotes of the Lives, Military and Naval Transactions of the most celebrated Admirals, Generals, Captains, &c. who have distinguished themselves in the Service of their Country. To which is added, an Essay on fortification: and a table, explaining the Military and Naval Terms of Art. Compiled from the best Authorities and most approved Authors. By a military gentleman. Illustrated with a great Number of elegant Copper-Plates, Heads of the Admirals and Generals, Plans of Battles, Maps, &c.",John Almon,95,2,1,6,1,2,1,1,1,0,0,0,2,2,1,0,10,3,2,2,0,0,2,1,6,3,0,1,2,0,3,2,3,1,6,1,1,1,2,0,1,3,0,3,1,1,0,0,1,1,1,0,1,1,0,3,2,1,2,1,0,1760,1,1,"London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].",London,475,male,1737,1805,FALSE,"Dundee, attacked one. of their conventicles, and was.repulfed with the loss of thirty men. They now resolved to try .their fortune in the field ; they took poffefiron of Glasgow, expelled the eftablified clergy, ifrued a. proclamation,. declaring they had taken up arms against the king's supremacy, popery, .and a"
0186300201_000027,"The military history of Charles XII. King of Sweden, written by the express order of his Majesty, by M. Gustavus Adlerfeld, Chamberlain to the King. To which is added, an exact account of the Battle of Pultowa, with a Journal of the King's Retreat to Bender. Illustrated with plans of the Battles and Sieges. Translated into English. In three volumes.","Adlerfeld, Gustavus",108,1,0,3,7,6,0,0,2,2,0,3,3,2,0,2,1,5,0,0,4,3,2,1,1,3,0,2,2,4,1,1,6,0,0,0,3,0,1,0,1,5,0,3,0,0,2,3,6,1,0,1,1,5,0,1,1,3,2,0,2,1740,1,3,"London : printed for J. and P. Knapton in Ludgate-Street; J. Hodges upon London-Bridge; A. Millar opposite to St. Clement's Church in the Strand; and J. Nourse without Temple-Bar, 1740.",London,376,male,1671,1709,FALSE,"the corn which they should find at Erla. The Captain heard at his approach, that the enemy were ready to depart with all their, provisions, and that the escorte, in great certainty of success, had marched before, without fearing the leaf accident 7° accident to their convoy. Trautfetter attacked "
0834400200_000370,"The history of the life and reign of William-Henry, Prince of Nassau and Orange, Stadtholder of the United Provinces, King of England, Scotland, France and Ireland, &c. In which the affairs of Ireland are more particularly handled, than in any other History. With an appendix, containing Copies of some Original Papers not hitherto published. Illustrated With Plans of Sieges and Battles in Ireland, and Medals struck upon the most Memorable Occurrences of his Life. As also, two dissertations. I. On the government of Holland. II. A brief history of the illustrious House of Orange. By Walter Harris Esq;","Harris, Walter",122,5,0,3,0,5,6,6,3,0,0,1,1,1,0,0,1,13,4,0,0,5,1,0,2,4,1,1,0,9,0,0,0,4,2,3,4,1,1,1,2,6,3,2,2,0,1,0,6,2,3,0,0,4,0,2,0,0,0,0,1,1749,1,1,"Dublin : printed by Edward Bate in George's-Lane, for the author, MDCCXLIX. [1749].",Dublin,631,male,1686,1761,FALSE,"Coningham's Dragoons to march to ome ditches near the ford, to restrain the Enemy from coming over, the Army in the mean time advancing . It was now two o'clock, and the General , finding it necessary to gain the ford, and the other ways leading to the right of"
0467800100_000095,"Memoirs of Edmund Ludlow. With a collection of original papers, and the case of King Charles the First.",Edmund Ludlow,114,3,1,11,1,2,1,0,1,0,1,5,4,0,0,1,0,10,1,0,1,5,3,0,0,10,1,1,2,7,2,2,0,1,0,1,3,0,3,0,1,1,6,1,0,0,1,2,2,0,1,1,4,1,0,3,0,3,1,0,2,1771,1,1,"London : printed for T. Becket and P. A. de Hondt, and T. Cadell, In The Strand; and T. Evans, In King Street, Covent Garden, MDCCLXXI. [1771].",London,617,male,1617,1692,FALSE,"though we pursued them with all possible diligence, and ent out parties several ways,. yet we could not take above two or three of them prisoners. Having dispersed; this party , and relieved the garrison of Caricgoholt, I returned to the army before Limerickj where I found a coifiderable progress"
1226200200_000074,"The life and military actions of His Royal Highness Prince Eugene, of Savoy. With an account of his death and funeral.",,96,2,1,8,1,2,1,2,5,0,0,0,2,1,2,0,0,0,0,3,1,4,2,1,0,1,1,1,1,7,2,2,0,1,2,1,5,2,0,0,2,4,0,1,0,4,0,1,4,3,0,0,1,2,1,2,2,0,3,0,2,1737,1,1,"Dublin : printed by and for J. Jones, in Clarendon-Street, opposite to Coppinger's-Lane, and for O. Nelson, at Mr. Grierson's in Essex-Street, MDCCXXXVII. [1737].",Dublin,250,unknown,,,FALSE,"for they fecared his Person and detained him Prisoner. Tn a Ottoman Port having rejeted all Offers of Mediation, for accommodating Matters with the fenctians, with whom they had broke the Truce cqncluded at Car liwitz for twenty-five Years, without so much as vouchsafing to give an Answer so the"
1037100203_000059,"The history of England, by M. Rapin de Thoyras, continued, from the abdication of King James II, to the accession of His late Majesty K. George I. By Thomas Lediard, Gent. Late Secretary to His Majesty's Envoy Extraordinary in Lower Germany. Vol.III.",Paul de Rapin,94,3,1,3,0,2,1,1,6,0,0,5,2,3,0,0,6,5,1,0,1,2,2,0,2,4,0,0,0,4,1,0,3,1,1,0,2,0,1,1,2,2,3,0,0,0,2,1,2,0,2,2,1,3,2,0,1,4,3,0,0,1736,3,3,"London : printed by and for, the sole proprietor, J. Mechell, at the King's-Arms, next the Leg Tavern, in Fleet-Street, MDCCXXXVI. [1736].",London,448,male,1661,1725,TRUE,"town and river , towards the West, between him and the enemy , the sea towards the South, the Newry mountains to the East, and hills and bogs intermixed, to the north. Hereitwas he wasjoined by the three regiments already mentioned, on the ninth of September, and here likewise his"
1408300102_000091,"An impartial representation of the conduct of the several powers of Europe, engaged in the late general war: including a particular account of all the military and naval operations; from the commencement of hostilities between the crowns of Great Britain and Spain, in 1739, to the conclusion of the General Treaty of Pacification at Aix La Chapelle, in 1748. To which are added, letters between Monsieur Voltaire and the author, relative to this work, and to the subject of history in general. By Richard Rolt. In four volumes.",Richard Rolt,108,3,0,3,1,3,0,3,2,0,0,2,0,1,4,2,0,0,0,0,2,2,0,1,8,14,0,0,0,2,1,3,0,2,0,1,2,2,2,2,3,4,0,3,0,4,1,3,1,2,0,2,2,2,0,1,2,3,4,1,2,1754,2,4,"Lnodon [sic] : printed for S. Birt in Ave-mary-lane, J. Waugh and W. Fenner in Lombard-street, M.DCC.LIV. [1754].",London,536,male,1724,1770,FALSE,"were preparing to repulse the lar ter, the former advanced ; and General Nadafti, then falling upon the Bavarians, ovrerthrew both their infantry and cavalry i which put them entirely to flight, and they were closely pursued by General Berlichingen; who, together with the Generals Luchefe and Secbellony, thewed a"
0792300201_000053,"A complete history of the origin and progress of the late war, from its commencement, to the exchange of the ratifications of peace, between Great-Britain, France and Spain: On the 10th of February, 1763. And to the Signing of the Treaty at Hubertsberg, between The King of Prussia, the Empress-Queen, and the Elector of Saxony, On the 15th of the same Month. In which, All the Battles, Sieges, Sea-Engagements, and every other Transaction worthy of public Attention, are faithfully recorded; with political and military Observations. In two volumes.",,96,0,1,12,0,1,1,0,3,1,0,0,2,2,1,1,0,2,0,0,0,1,1,2,0,4,2,4,2,2,2,0,6,3,0,1,0,3,0,1,2,2,1,1,0,4,1,2,3,2,3,1,2,1,3,0,1,0,4,2,0,1764,1,2,"London : printed for J. Knox, near Southampton Street, in the Strand, MDCCLXIV. [1764].",London,360,unknown,,,FALSE,"generals , is very easily decided; the cafe was, that neither party had a sufficient knowledge of the ground which the saxons had pitched upon foz their retreat , and to which alone was owing the Surrender of the saxon army . The king of Poland, who was yet in"
1684600203_000099,"A new history of the life and reign of William-Henry Prince of Orange and Nassau; King of England, Scotland, France and Ireland, &c. &c. &c. In which, the actions of that great Prince are distinctly and faithfully related; and the transactions in Ireland, relative to the revolution of that kingdom, (which have hitherto been slightly handled in all other histories) are amply set forth; and introduced with a summary review of affairs from the restauration to the revolution, to evince the necessity of the grand event, for the preservation of the established Protestant religion, and to vindicate the professors thereof for joining His Majesty in opposition to King James II. To which are prefixed, Two dissertations. I. On the government of Holland. II. A brief account of the illustrious House of Orange. Embellished with medals, struck upon the most memorable occurrences of his life. In four volumes.","Harris, Walter",116,0,0,1,0,0,2,4,3,1,0,2,1,1,2,0,5,13,0,0,0,5,2,1,4,3,0,3,3,11,2,1,9,4,1,0,1,1,1,0,2,3,0,3,1,2,0,1,4,0,5,0,1,3,2,0,0,0,0,1,1,1747,3,4,"Dublin : printed for E. and J. Exshaw, on Cork-Hill, MDCCXLVII. [1747].",Dublin,318,male,1686,1761,FALSE,"with the Prince of Conti and Count dv Mar fin, into the Plain of the Confederates Camp , with fevteral Regiments ; whilst the Marshal de Joyeuse passed between Near Winda and Lare with three Brigades. Conti, being joined by the French Guards , fell upon and broke the fhanover"
0015800103_000025,"The history of the reign of Queen Anne, digested into annals. Year the first. Containing, Besides other Memorable Transactions, a Particular and Genuine Account of the late Expedition into Spain; and the Proceedings of both Houses in the last Session of Parliament.",Abel Boyer,108,2,0,4,0,5,0,0,1,0,0,0,1,1,8,2,5,7,2,1,2,1,4,0,2,11,1,2,1,1,0,1,0,2,0,1,3,1,0,0,1,3,0,1,1,9,0,0,2,3,1,0,3,1,1,0,1,3,4,0,2,1703,3,11,"London : printed for A. Roper, at the Black-Boy over against St. Dunstan's Church, Fleetstreet, and F. Coggan in the Inner-Temple-Lane, 1703.",London,400,male,1667,1729,FALSE,"Army marched from Gingen, and Herbrecht ing, and encamped with their Right at Lanthautf en, and their Left at Balmerhoffen. The first of uly they continued their March, in sight of the ele&or of Bavaria's Army at Dillingen, and encamped with their Right atamerdinen, and their Left atonderingen. The E."
0004500401_000065,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,102,1,1,8,1,2,2,2,5,0,0,0,3,0,2,1,3,3,0,2,0,1,3,1,4,2,1,0,2,1,2,0,7,4,4,0,7,0,0,1,1,5,1,2,1,0,2,1,1,0,1,2,1,0,0,0,3,3,2,0,0,1796,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,520,male,1721,1771,TRUE,"turned to politics. He knew the forms of Parliament, had a peculiar dexterity at protraet ing and perplexingdebates; and cherihed the most aspiring ambition. Admiral Russel was created Treasurer of the Household; but the command of the fleet was vested in the hands of Killigrew, Delaval,  and Shovel. Sir"
0362800100_000056,"The operations of the allied army, under the Command of His Serene Highness Prince Ferdinand, Duke of Brunswic and Luneberg, during the greatest part of six campaigns, beginning in the year 1757, and ending in the year 1762. By an officer, who served in the British forces. Illustrated with maps and plans.","Hotham, Charles, Sir",93,2,1,0,1,4,3,2,7,0,0,1,2,2,0,0,0,4,1,1,1,3,0,1,0,3,0,2,0,3,1,4,0,3,0,1,1,0,1,0,1,4,0,1,2,5,2,0,7,2,6,1,0,0,2,1,0,0,2,0,2,1764,1,1,"London : printed for T. Jefferys, Geographer to the King, M.DCC.LXIV. [1764].",London,318,male,1729,1794,FALSE,"poll of huflhrs. M. de Glaubitz, major- general , commanded , and had only placed a captain's command in the woods on the left which flanked the brigade. The camp was in perfect tranquillity; the musket slot redoubling, the soldiers threw away their bread, and ran to their arms in"
0007901300_000030,"The military history of Great Britain, from Julius Cæsar to the conclusion of the late war. Containing A full and particular Description of the famous Battles of Cressey, Agincourt, Naseby, Dunbar, Worcester, Blenheim, Ramillies, Malplaquet, Tournay, Oudenarde, Dumblain, Dettingen, Fontenoy, Preston-Pans, Culloden, Minden, &c. &c. With an Introduction, Containing A Description of the Inhabitants, from the Earliest Accounts, with their Customs, Manners, Religion, &c. Collected from the best historians, both ancient and modern, by a society of military gentlemen.",Society of military gentlemen,104,0,1,3,2,1,2,0,0,0,1,6,1,1,0,1,4,1,2,0,1,6,7,0,2,9,1,1,1,4,1,3,9,0,1,2,1,0,1,1,2,0,3,0,0,1,1,1,4,1,1,0,1,2,0,4,1,0,1,3,1,1763,1,1,"London : sold by R. James in the Strand, [1763?].",London,263,unknown,,,FALSE,"out to oppose the lieutenant- general's passage, the lord general resolved to divert their design, or to oblige them to fight on great disadvantage: to which end, himself in person led over the river two regiments of foot , colonel Hacker's horse , and his own lifeguard, on that fide"
0515000110_000014,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D.Volume the first.",Tobias Smollett,106,1,1,11,0,2,3,1,2,1,0,1,4,3,1,0,3,4,2,0,0,0,5,1,2,10,0,3,1,2,0,1,5,0,1,0,0,1,5,2,1,3,0,3,0,0,2,1,1,3,1,0,0,1,0,4,1,2,3,1,0,1758,10,11,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-Row, MDCCLVIII. [1758]-60.",London,486,male,1721,1771,TRUE,"kingdom. Indeed, the number was augmented by this distress; for many thousands saved themselves from dying of hunger by carrying arms in the service. The marcchal having assembled all his forces , passed the Schelde, and encamped at Bouchain, declaring, that he would give battle to the confederates: an alteration"
0163200200_000033,"A compleat history of the late war. in the Netherlands. Together with an abstract of the Treaty at Utrecht. By Tho. Brodrick, gent. The whole illustrated with 15 curious copper plates; And the Coats of Arms of most of the Nobility, and several other Eminent Persons.",Thomas Brodrick,104,3,1,6,0,4,3,2,1,0,1,0,1,2,9,0,1,4,4,2,1,2,0,2,12,2,1,0,0,3,1,1,1,0,1,0,2,1,1,0,2,3,0,2,0,8,0,0,0,1,2,0,0,0,1,1,2,1,2,1,3,1713,1,1,"London : printed by William Pearson, for Thomas Ward, in the Inner-Temple-Lane, MDCCXIII. [1713].",London,522,unknown,,1769,FALSE,"Villars; now Marshal of France, and the other, by the Count De Guifrctrd) On the. th of Oaoler (NS.) passed the Rhjine with the Infantry; which the next Day were followed by the Cavalry. Hereupon, the Prince of Baden decamped from Fridlinguen (for fear of being enclosed by the two"
0236300200_000234,"The genuine history of Charles XII. King of Sweden: containing all his military actions ; With A more particular Account of the Battle of Pultowa, and of his Majesty's Retreat to Bender in Turkey, than was ever yet published. Written by M. Gustavus Adlerfeld, Chamberlain to the King, and by his Majesty's express Order: and now translated into English, by James Ford, Esq ; Illustrated with the effigies of the King, and several plans of the battles and sieges.","Adlerfeld, Gustavus",105,2,0,4,3,4,4,1,2,3,1,2,1,0,1,1,0,9,0,0,0,4,2,1,0,2,0,3,2,4,0,1,12,1,1,1,1,2,1,0,0,7,1,1,0,2,2,0,2,0,0,0,2,0,0,0,2,4,4,1,1,1742,1,1,"London : printed and sold by the booksellers in town and country, MDCCXLII. [1742].",London,567,male,1671,1709,FALSE,"wounded in his Foot ; that it was believed in tle Enemy's Camp , that we nliuld be attacked in a few Diys by all the Czar's Forces , and that there were (even hun iled Saxons m1 the City of Moacow, who had deserted from the Swediib Ar mv"
0015500300_000066,"Memoirs of Russia, historical, political, and military, from the year M DCC XXVII, to M DCC Xliv. A Period comprehending many remarkable Events. in particular The Wars of Russia with Turky and Sweden. With a supplement, containing a Summary Account of the State of the Military, the Marine, the Commerce, &c. of that great Empire. Translated from the original manuscript of General Manstein, An Officer of Distinction in the Russian Service. Never before published. Illustrated with Maps and Plans.","Manstein, Cristof Hermann",107,2,1,12,2,7,2,1,6,0,0,2,3,1,2,1,0,10,1,2,1,2,2,4,0,3,2,1,2,0,1,1,0,4,2,0,1,1,0,0,2,3,2,1,0,0,0,0,2,0,2,4,2,5,0,0,1,0,0,0,1,1770,1,1,"London : printed for T. Becket and P. A. de Hondt, in the Strand, MDCCLXX. [1770].",London,449,male,1711,1757,FALSE,"defended himself with all imaginable valour, but must have been at length overpowered, if lie had not been quickly succoured. The marfhlal marched himself in person to his relief, at the head of a detachment of euiraffiers; lie was sustained by the lieutenant generals Lowendal and Gustavus Biron, who put"
0156500102_000069,"The history of Great Britain: from the revolution in 1688, to the accession of George the First. Translated from the Latin manuscript of Alexander Cunningham, ... To which is prefixed, an introduction, ... by William Thomson, ... Published by Thomas Hollingbery, ... In two volumes. ...","Cunningham, Alexander",131,2,1,4,1,2,2,3,0,0,0,1,4,0,4,0,12,14,2,0,0,2,9,1,5,6,1,1,0,5,0,1,1,7,0,0,0,2,5,0,0,8,0,3,0,4,0,2,1,1,1,1,2,0,3,1,0,1,5,0,0,1787,2,2,"London : printed for A. Strahan; and T. Cadell, 1787.",London,489,unknown,,,FALSE,"over the enemy : for the French were not in any good order , nor under any certain command ; insomuch that they had hardly drawn up their army that day, but sought in loose bodies . When, about three o'clock, they were drawing off their forces from the left"
0935600105_000012,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain to the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,112,0,1,8,0,2,4,1,4,0,1,0,0,2,0,0,4,11,2,1,3,2,0,1,1,3,0,1,1,1,0,3,0,1,3,0,5,4,2,2,6,2,0,2,0,2,0,0,0,3,1,2,2,1,1,5,2,3,4,0,2,1761,5,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, G. Kearsley, H. Woodfall, W. Strahan, J. Rivington, R. Baldwin, W. Owen, W. Johnston, J. Richardson, B. Law and Co. G. Krith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ware and Son, M.DCC.LXI. [1761].",London,580,male,1661,1725,TRUE,"standards anid colours, of which I will send their high liighlicffes a list by the next courier. Ice bravery and wvife conduc of theduke ofmarlborough and prince Eugene cannot be enough commended, nor the zeal and courage of the other generals of the states, who did all which their duty"
0070100103_000174,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,92,1,2,3,1,4,1,2,0,0,4,3,1,0,0,1,0,5,1,3,2,2,1,0,0,1,1,0,2,4,2,2,4,0,1,0,0,0,2,0,3,2,0,0,1,6,1,2,3,1,0,1,0,1,1,1,2,4,4,1,2,1757,3,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,555,male,1721,1771,TRUE,"of the field ; but the victory was not purchased without confidrable damage. Sir Bevil Greenvill was killed in the attack , together with a good number of excellent officers ; and next morning, as Sir Ralph Hopton and leieant majnr Sheldon rode about the field , they were blown"
0663300100_000560,"A new, universal, and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the end of the present year. ... Embellished with upwards of 120 beautiful copper-plate engravings, ... By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, ...","Owen, Hugh",100,4,0,7,1,1,5,1,0,0,0,0,1,1,2,2,4,3,4,5,2,0,2,1,3,0,0,1,1,1,0,1,3,3,4,0,2,1,3,1,0,4,0,2,2,2,1,3,1,0,1,2,0,0,0,2,4,1,3,2,0,1790,1,1,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1790?].",London,735,male,1761,1827,FALSE,"refrefl his men, he received advice that the enemy had burnt Fort Augustus, and marched from Invernels to Culloden, about nine miles distant from the royal army to give him battle . The same night , however, the rebels marched with an intent to surprise the duke's army before daylight;"
0515000110_000008,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D.Volume the first.",Tobias Smollett,94,1,2,2,1,3,4,1,0,0,0,0,3,0,5,0,5,4,1,2,0,0,1,0,5,7,0,1,1,1,0,3,2,3,2,0,0,0,2,2,2,2,0,1,1,5,2,1,1,3,1,0,1,1,0,2,1,0,4,1,1,1758,10,11,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-Row, MDCCLVIII. [1758]-60.",London,486,male,1721,1771,TRUE,"diligence and dispatch. On the eleventh day of September, early in the morning, the confederates, favoured by a thick fog, erected batteries on each wing, and in the centre; and about eight o'clock the weather clearing up, the attack began. eighty six battalions on the right, commanded by general Schuylemburg,"
0576000102_000238,"A collection of state papers, relative to the war against France now carrying on by Great-Britain and the several other European powers, containing authentic copies of treaties, conventions, proclamations, manifestoes, declarations, memorials, ...",,121,3,0,2,4,5,0,0,1,0,0,3,3,0,0,1,1,10,1,0,1,1,2,2,0,5,1,1,1,1,0,7,0,5,1,0,0,2,2,2,9,1,0,2,0,0,2,4,4,0,3,1,1,1,0,2,1,2,4,0,16,1794,2,11,"London : printed for J. Debrett, 1794-1802.",London,662,unknown,,,FALSE,"chance. In consequence, the army marched on the z 5th in five columns, am early on the morning of the 26th, attacked the enemy's entrenchi pofirion between Lambufart, Efpinies, and Goffelies. The atf k, which was executed with great resolution, was evr where fuccofsful; and the enemy's advanced corps, although"
0002200102_000145,"The field of Mars: being an alphabetical digestion of the principal naval and military engagements, in Europe, Asia, Africa, and America, particularly of Great Britain and her allies, from the ninth century to the present period. Consisting of Attacks, Attempts, Actions, Battles, Blockades, Bombardments, Descents, Defeats, Engagements, Expeditions, Invasions, Reductions, Sea Fights, Storms, Sieges, Surprises, Repulses, and Skirmishes: Selected from the Best Historians and Journalists, and Adjusted from the Greatest Authority. Interspersed with concise Descriptions of the Towns and Places, the Subject of each Article. To which is prefixed An essay on the art of war, and A Comprehensive System of Military and Naval Discipline. ... . Embellished with Maps, Charts, Plans, and Views of Battles.",,120,2,0,6,1,9,1,0,1,0,0,2,2,2,0,0,15,3,2,0,1,4,0,3,7,7,2,1,3,7,1,2,2,2,0,0,0,0,2,1,1,6,0,6,0,2,0,0,2,2,1,0,1,4,0,1,1,0,1,0,1,1781,2,2,"London : printed for J. Macgowan, No. 27, Paternoster-Row, M,DCC,LXXXI. [1781].",London,740,unknown,,,FALSE,"Bevern, towards the mill of Oycke, and placed their centre on the' height between Wirtigcm and Heurne, they would undoubtedly have had all the advantage the most difficult ground could give them; and, perhaps, the choice would have been on their fide, whether to engage in a general action or"
0950500101_000101,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are Prefixed Extracts from the Life of James II. As Written by Himself. The whole arranged and published by James Macpherson, Esq; in Two Volumes. ...",James Macpherson,103,3,0,4,1,0,1,2,1,1,0,1,1,0,0,0,3,13,0,1,2,6,2,0,2,1,1,1,1,5,1,1,11,5,2,1,0,0,1,0,1,4,1,3,0,1,1,0,2,0,4,0,1,1,0,0,1,1,3,2,2,1775,1,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,743,male,1736,1796,TRUE,"that and colonel john Parker's regiment being very much harasscd, and no danger appearing from the enemy , his Majeity thought fit to send them to their winter quarters . The King having reason to believe that marshal Schombcrg would not easily quit Dun dall, called a council of war"
0007400108_000007,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",119,2,0,4,3,8,0,0,2,0,0,0,2,2,1,0,6,11,2,1,2,0,5,1,6,11,1,2,0,0,0,1,0,1,1,0,0,0,0,2,5,2,2,1,5,4,0,1,7,1,4,1,1,1,0,2,3,0,1,0,1,1795,8,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,555,unknown,,,FALSE,"wood called Bois de Bouhain. As the position of the French army was evidently strong, the duke determined ifpoffible to turn their right, and for that purpose ordered the whole column to move forwards under the cover of the high ground , leaving only sufficient cavalry to occupy their attention."
