PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(believ),termFreq(child),termFreq(court),termFreq(daughter),termFreq(earl),termFreq(end),termFreq(enter),termFreq(famili),termFreq(father),termFreq(fortun),termFreq(friend),termFreq(gener),termFreq(gentleman),termFreq(hand),termFreq(happi),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(knight),termFreq(know),termFreq(ladi),termFreq(late),termFreq(leav),termFreq(left),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(night),termFreq(old),termFreq(person),termFreq(poor),termFreq(prai),termFreq(present),termFreq(return),termFreq(room),termFreq(servant),termFreq(sure),termFreq(think),termFreq(thought),termFreq(told),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0377000700_000024,"The accomplish'd rake: or, the modern fine gentleman. Being the genuine memoirs of a certain person of distinction.",Mary Davys,60,0,0,2,1,0,2,0,2,2,1,0,1,0,1,3,0,0,0,1,0,0,1,0,2,0,1,1,3,1,1,1,0,2,1,2,2,0,1,0,3,1,0,3,0,2,0,1,0,1,0,1,2,3,2,1,0,1,1,3,1756,1,1,"London : printed for A. Stephens; F. Noble; W. Bathoe; and J. Noble, 1756.",London,262,female,1674,1731,FALSE,"those he loves . Truly Sir, replied the chamber maid, if Sir ohn; z G'aylve goes on as he begins, for ought I know , he may come to thank you for all you can spare him. Forbid it Heaven! said the good old Man, that he flould ever want"
0201200301_000025,"Emmeline, the orphan of the castle. By Charlotte Smith. In four volumes. ...",Charlotte Turner Smith,69,1,0,1,0,0,2,0,0,2,0,6,0,1,0,0,2,1,0,0,2,2,1,0,1,0,0,2,4,1,1,0,1,0,2,1,1,1,2,0,2,10,0,0,2,2,0,0,2,3,2,0,0,1,0,1,2,1,0,3,1788,1,4,"London : printed for T. Cadell, in the Strand, 1788.",London,297,female,1749,1806,TRUE,"to relinquish her. Mrs. Stafford got thetremblingemmeline home as well as Ihe could; where she endeavoured to strengthen her resolution and restore her spirits, by representing to her the perfec rectitude with which she had acted. But poor Delamere, who had no such con. consolatory refleetions, felt very uneasy, and"
1535700602_000033,Man as he is. A novel. In two volumes.,Robert Bage,70,0,0,0,0,1,1,0,0,1,2,1,0,3,0,1,2,0,1,2,0,2,0,1,0,1,0,5,5,0,1,1,0,0,0,2,0,3,0,1,0,1,1,0,1,7,0,2,3,2,1,1,4,0,2,0,2,1,0,5,1793,2,2,"Dublin : printed by P. Byrne, No. 108, Grafton-Street; and B. Smith, No. 38, Mary-Street, 1793.",Dublin,276,male,1728,1801,FALSE,"their own good, they won't hear a word of it."" ""' And so the lady died last night , you say, Mrs. Fretteau. And how does the poor young lady her daughter ?"" "" vwhy, : Sir, the has not taken a morsel of refreshment ever since; and she does"
0023100502_000068,"The history of Charlotte Summers, the fortunate parish girl. In two volumes. ...",,70,0,0,0,3,0,8,0,1,0,0,3,3,0,0,2,1,2,0,2,0,0,1,1,1,0,0,4,6,0,1,1,0,0,1,2,1,6,1,0,2,3,0,1,0,0,1,0,0,1,1,2,2,1,0,0,1,0,0,4,1750,2,2,"London : printed for the author; sold by Corbett, the Publisher, at Addison's Head, opposite St. Dunstan's Church, in Fleet-Street, [1750].",London,335,unknown,,,FALSE,"with everything relating to her. Her Joy was now converted into Ecstasy, which was only kept within Bounds. by her Anxiety for his Arrival, and they thought her her now so well prepared that it was Time to afford both Father and Daughter that Felicity they promised themselves in the"
0018700202_000029,"Memoirs of a Scots heiress. Addressed to the Right Honourable Lady Catherine ******. By the author of Constance, &c. ...","Mathews, Charles, Mrs",69,1,2,0,2,0,3,0,1,0,0,0,1,4,1,1,0,1,1,2,0,1,0,1,4,0,0,2,9,0,2,0,0,0,2,2,1,4,2,2,1,0,0,1,0,0,2,0,2,1,0,0,1,2,1,0,1,2,0,3,1791,2,3,"London : printed for T. Hookham, No. 147, New, and No. 15, Old Bond Street ; and sold by J. Carpenter, No. 1, Charles Street, Grosvenor Square, 1791.",London,292,female,,,FALSE,"(he had excited; and after a humane apology, that convinced me of her understanding and benevolence, Ihe defiled, before I went, to fiseak to the lady of the house in private. I would, as good manners and my ituation required, have withdrawn; but they would not permit it: they went"
0238200303_000020,"The mysterious warning, a German tale. In four volumes. By Mrs. Parsons. ...",Eliza Parsons,67,1,4,1,4,1,3,0,0,0,0,2,2,3,0,2,1,5,0,1,1,3,1,1,1,0,1,0,4,0,1,0,0,0,2,0,0,0,2,0,4,2,0,2,3,0,0,0,1,0,0,0,0,1,3,0,2,0,0,2,1796,3,4,"London : printed for William Lane, at the Minerva-Press, 1796.",London,298,female,1738,1811,TRUE,"great mind , that I cannot enough admire her. How few women in her situation would have sought out the unhappy Louisa, after having her happiness broken in upon, her own claims set aside, and her child stigmatised, by her connexion with an infamous seducer."" ""But what is still more"
0440300102_000017,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In four volumes. By Mrs. Parsons, ...",Eliza Parsons,66,0,1,1,1,0,4,0,0,1,1,3,1,5,0,0,0,1,2,0,0,1,0,2,1,0,0,4,0,0,0,2,2,0,0,2,1,3,0,1,0,7,1,0,1,0,1,0,2,2,0,1,1,1,1,1,2,3,1,1,1793,2,4,"London : printed for William Lane, at the Minerva, and sold by E. Harlow, 1793.",London,268,female,1738,1811,TRUE,".the following day; he questioned me; with', the, most scrutinising: look,  if was hnppy ?"" I answer: : with eagerness, C that I .was entirely iso; "" heifaid, . pray heaven, you .may ever remain .so; your assurance !has given peace to my breafc. ' .Why .was .the question"
1034500902_000063,The marriage act. A novel. Containing a series of interesting adventures. ...,John Shebbeare,68,0,0,0,0,0,3,0,0,0,2,2,3,0,0,2,1,2,0,0,1,0,0,1,1,0,0,3,3,0,1,0,2,0,0,0,1,2,6,2,1,10,0,0,1,1,0,0,0,0,2,1,1,2,4,2,2,0,0,3,1754,2,2,"London : printed for J. Hodges , at the Looking-Glass, facing St. Magnus-Church London-Bridge ; and B. Collins at Salisbury, MDCCLIV. [1754].",London,331,male,1709,1788,FALSE,"marrying him, as many *' silly Widows have done, and thus con'  a very painstaking and induftri "" ous Servant , into an idle and imperious "" i Husband. ""To this Gentleman servant Squire "" Hatchet, knowing his Importance, and ""that young Ltlworth could not marry without his Mother's"
0033200202_000035,Bungay Castle: a novel. By Mrs. Bonhote. ... In two volumes. ...,Elizabeth Bonhôte,62,0,3,1,0,0,1,0,0,1,1,1,0,3,0,1,2,1,2,2,0,1,0,1,2,0,0,4,2,1,0,1,0,1,3,0,1,0,2,0,0,1,1,2,1,0,0,1,0,0,2,0,3,1,2,2,2,0,1,5,1796,2,2,"London : printed for William Lane, at the Minerva Press, 1796[1797].",London,289,female,1744,1818,FALSE,"have seen doings, and many a one have I wished might escape the plans laid for their deftrution; but, if the devil himself were to fall into her clutches, I think he would be puzzled to effect his escape."" ""Has fie many vifitorsjuft now ?"" interrupted Albert. ( As to"
0312100600_000008,Worldly compliances.,"Leaf, Jeremy",82,1,0,0,4,0,1,0,0,2,1,1,0,1,0,0,0,0,1,0,1,0,0,3,2,0,0,3,12,0,2,0,0,2,2,0,0,4,4,1,1,4,0,0,2,0,2,0,1,2,0,4,7,1,0,1,2,0,6,1,1753,1,1,"London : printed for D. Job, at the Spread-Eagle, in King-Street Covent-Garden; R. Baldwin, at the Rose, in Pater-Noster-Row; and P. Stevens, facing Stationers-Hall, M.DCC.LIII. [1753].",London,89,unknown,,,FALSE,"and behaviour. Lady Prudentia. Child ! what is it you mean by contradicting my orders? do you think yourself dressed in the faflion? why I should take you for a Quaker; what a sanctified look you put on! you have behaved in such a manner to the company, I have"
1105701200_000019,"The amorous widow; or, wanton wife. A comedy. As it is acted at the Theatre Royal in Smock-Alley. Taken from Molier and Dancourt. By Mr. Betterton.",Thomas Betterton,93,1,0,1,0,0,0,0,2,3,1,0,0,1,1,2,2,0,1,0,1,0,2,1,4,0,0,2,20,1,2,0,0,2,2,1,5,10,3,0,0,0,0,2,1,1,3,1,1,0,2,0,2,0,3,1,3,0,0,2,1751,1,1,"Dublin : printed by and for James Esdall, at the Corner of Copper-Alley, on Cork-Hill; and Matthew Williamson, at the Golden Ball, opposite Sycamore-Alley, in Dame-Street, 1751.",Dublin,79,male,1635,1710,FALSE,"Rascal told her It ever I find him, though' there be no more boutevillj of of the Family , I'll rip his Heart up: nay never fiare o i will do it, Madam . Lady . Nay, now my Lord you are too furious. Mer. Infamous Woman ! I never,"
0277300200_000016,"A history of the matrimonial adventure of a banker's clerk, with the pretended Lady Ann Frances Caroline Boothby: ... In a series of letters addressed to Mr. George N-------- at Newcastle upon Tine [sic].",,64,0,1,2,0,0,0,0,1,0,2,0,6,4,0,3,0,0,1,1,0,0,1,0,1,0,0,2,6,1,2,1,1,0,1,0,0,2,0,0,0,1,1,0,0,1,3,0,2,2,5,0,2,1,1,1,3,0,0,2,1762,1,1,"London : printed for C. Henderson, 1762.",London,183,unknown,,,FALSE,"Pray , young gentleman , who are you? E -- N. My name is E -- -- NI am clerk to Mr. B -- oath banker, in lombard ftreet. doct. I have heard of such a banker. If the cafe is as you relate it, the best advice I can"
0496800703_000008,Anna; or memoirs of a Welch heiress. Interspersed with anecdotes of a nabob. In four volumes. ...,Anna Maria Bennett,60,0,1,1,0,0,0,0,0,1,1,0,1,1,1,2,1,0,2,3,0,0,1,1,1,0,0,1,1,0,1,1,0,0,3,2,2,3,1,0,2,1,0,2,3,0,0,0,1,1,1,3,1,2,1,1,4,1,0,3,1785,3,4,"London : printed for William Lane, 1785.",London,274,female,1760,1808,FALSE,"and disturbed mind , she alked after Miss Mansel. Mrs. Dalton burs into tears; her apprehensions were secret but dismal, and Ihe dreaded every rap at the door would fatally confirm the presage her mind had formed;, formed; her husband, who now fiw the matter would become the talk of"
0024200201_000030,"The history of Joshua Trueman, Esq; and Miss Peggy Williams. In two volumes. ...",,71,0,2,0,0,0,1,0,0,0,2,2,4,1,0,1,1,0,0,1,2,0,1,2,2,0,0,1,5,1,4,0,0,0,1,1,1,0,0,2,3,2,1,1,2,1,0,0,3,2,1,1,0,4,2,0,1,1,1,7,1754,1,2,"London : printed for D. Williams and T. Durham, at Plato's head in the Strand, MDCCLIV. [1754].",London,287,unknown,,,FALSE,"can tell you. I'm sure , if G 2  ome some people saw with my eyes, other people should have the dirt they liked,  and I'd not disorder myself about it.' This, as she spoke loud, and was in the next room to that where her mistress sat,"
1161700102_000036,"The dramatic works of Samuel Foote, Esq; In three volumes. ... . Containing Taste. The Englishman at Paris. The Author. The Englishman return'd from Paris. And The Knights.",Samuel Foote,76,1,0,0,1,0,1,0,0,6,0,3,1,2,0,0,1,0,0,1,0,0,2,4,0,0,0,5,1,1,0,0,1,0,1,1,3,8,1,1,1,2,2,4,2,1,3,1,0,0,5,1,2,1,0,0,1,0,1,3,1776,2,3,"London : printed for P. Vaillant, and T. Lowndes, [1776?].",London,271,male,1720,1777,TRUE,"you are, it will be the first time. [Exeunt. Enter Miss GRANTAM and lalfs GODFREY. Mi. God. And you really like this gallant spark? M. Gr. Prodigiously. Oh, I'm quite in love with his assurance! I wonder who he is: he can't have been long in town : a young"
1216900302_000042,"The stage-Coach: containing the character of Mr. Manly, and the history of his fellow-travellers. ...","Smythies, Miss",59,1,3,0,1,0,2,0,0,1,1,3,1,1,0,1,0,1,0,1,0,1,1,1,3,0,0,2,8,0,0,0,0,0,0,0,0,2,1,0,0,4,1,1,1,0,0,0,2,2,0,1,2,2,2,1,1,0,2,1,1754,2,2,"Dublin : printed for J. Esdall, on Cork-Hill; and S. Price, in Dame-Street, 1754.",Dublin,166,female,1753,1759,FALSE,"the most grateful office to my tongue, to recount the many instances of unmerited kindness, which I daily receive · from you, I Shall not attemptit; though' they are such as I can never hope to return , but by petitioning that omnipotent Being, who can alone reward D such"
0259600103_000015,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; ...",Henry Fielding,76,1,0,1,0,0,2,0,0,0,0,6,6,2,0,5,1,2,0,0,0,0,1,0,1,0,0,1,8,1,1,0,0,1,5,1,0,0,5,1,1,2,0,4,1,0,1,1,1,1,0,1,1,1,1,0,4,1,0,3,1774,3,3,"Dresden : printed for G.C. Walther, MDCCLXXIV. [1774].",Dresden,360,male,1707,1754,TRUE,"a moil delicate hand at the harpsichord'  did not know any of these matters,  answered the old gentleman , for I nevete, saw the lady ; but I do not like'her the worse for what you tell me; and I am the better pleased with  her father"
0073200106_000011,"The history of Sir Charles Grandison; in a series of letters. By Mr. Samuel Richardson, author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,75,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,3,1,1,0,0,0,2,4,0,1,0,3,1,1,1,6,9,3,0,0,8,1,1,0,3,2,1,0,0,0,0,3,1,3,1,1,2,0,0,1781,6,7,"London : printed for W. Strahan, J. Rivington and Sons, T. Caslon, S. Crowder, T. Longman, B. Law, T. Cadell, G. Robinson, T. Lowndes, W. Domville, J. Bew, W. Goldsmith, S. Bladon, T. Evans, W. Fox, J. Johnson, and M. Davenhill, 1781.",London,376,male,1689,1761,TRUE,"to accept of an honourable offer? As if, in other words , The was to be the felf denying receiver rather than conferer of an obligation Lord, how we ram ble headed creatures break in upon ourselves!] with a good grace he told us of his intention to marry ;"
0913800600_000105,"The pleasing instructor or entertaining moralist consisting of select essays, relations, visions, and allegories collected from the most eminent English authors to which are prefixed new thoughts on education.",,67,0,1,0,1,0,1,0,0,1,3,2,1,1,0,2,0,2,0,0,2,1,2,1,1,0,0,2,3,1,1,5,1,0,2,1,1,0,2,0,4,0,1,0,0,2,0,0,2,0,0,2,0,2,2,0,5,0,1,5,1777,1,1,"London : published Octr. 1. 1777. as the Act directs by G. Robinson Paternoster Row, and T. Slack in Newcastle, [1777].",London,388,unknown,,,FALSE,"the young Woman . He left the Ship and some Wages that were due to him, and camne Home with a Design to marry her: Going into a public houfe at limn' houj', which he had formerly frcquented, and inquiring after the young Wo Woman , the Landlord said fle"
0341901102_000076,"Plays, written by Sir John Vanbrugh. In two volumes. ... . Containing, The Relapse; Or, Virtue in Danger. The Provok'd Wife, with a new Scene. Aesop, in two Parts. The False Friend.",John Vanbrugh,66,0,0,0,3,0,4,0,0,2,4,0,1,1,0,1,2,0,3,0,0,0,1,0,1,0,1,5,2,0,0,2,1,1,1,1,0,1,3,0,1,0,0,1,0,1,1,1,0,1,0,2,9,1,1,2,2,0,0,2,1776,2,2,"London : printed for J. Rivington, T. Longman, T. Lowndes, S. Caslon, C. Corbett, S. Bladon, W. Nicoll, T. Evans, and M. Waller. MDCCLXXVI. [1776].",London,343,male,1664,1726,TRUE,"One had need of a great deal, I am sure . to hear you talk at this rate! Is this your way of making my poor Iiyrtilla easy? Count Bas, Death! I hall do it fill, if the woman , will but let me speak Moth. Had not you a"
0016500501_000009,"The unhappy wife, a series of letters, by a lady. In two volumes. ...",Lady,69,2,1,0,1,0,4,0,0,0,2,2,2,0,1,1,1,3,0,1,0,0,1,1,0,0,0,0,8,1,1,2,1,1,2,0,5,0,1,0,0,6,0,1,0,1,1,0,0,1,0,0,3,1,0,3,2,1,1,3,1770,1,2,"London : printed for F. Newberry, the corner of Ludgatestreet, St. Paul's Church yard, and J. Smith, No. 15. Paternoster-Row, M.DCC.LXX. [1770].",London,174,female,,,FALSE,I hall always be guided by your better judgement. You You brought Miss Morley from France; I think he is very amiable: Pray give me an account of her mif fortunes . i was greatly chagrined that I could not have the happiness of attending you at Ranelagh; but company
0199200203_000015,"The adventurer. ... . On vent'rous wing in quest of praise I go, And leave the gazing multitude below.",John Hawkesworth,64,0,0,0,0,0,0,0,0,1,1,3,3,3,1,1,1,1,0,1,1,1,0,1,2,0,0,1,1,1,2,2,0,3,2,1,1,0,3,0,0,0,0,0,1,1,2,0,0,2,2,2,3,3,1,2,4,0,0,3,1788,3,4,"London : printed by H. Goldney, for J. Rivington and Sons, L. Davis, J. Dodsley, T. Longman, B. Law, J. Robson and Co. G. G. J. and J. Robinson, T. Cadell, J. Murray, R. Baldwin, W. Flexney, S. Hayes, W. Goldsmith, W. Nicoll, W. Fox, W. Lowndes, E. Newbery, and G. and T. Wilkie, MDCCLXXXVIII. [1788].",London,309,male,1715,1773,FALSE,"and rebellion; and then giving me a note of fifty pounds, which he said would keep me from immediate indigence, he bade me leave his house , and see his face no more. I bowed in sign of obedience; and colleting all my dignity and reollution, 1 arose, thanked him"
1023700300_000057,"Letters and conversations between several young ladies, on interesting and improving subjects. Translated from the Dutch of Madame de Cambon, with alterations and improvements.","Cambon, Madame de (Maria Geertruida van de Werken)",72,1,1,0,4,0,0,0,0,0,2,0,1,7,0,0,0,2,0,0,1,0,1,3,2,0,0,2,1,1,2,2,3,2,3,0,2,1,0,0,1,1,1,0,1,1,0,3,1,0,2,1,3,4,3,0,2,0,2,2,1793,1,1,"Dublin : printed for W. Jones. NO. 86, Dame-Street, 1793.",Dublin,357,female,,,FALSE,"felicity of Heaven. We should be almost inconsolable at the death of a parent or friend , if we were without hope of a reunion in the eternal world . My Mama, I can already perceive, is much rejoiced at the acquisition of Jo good a neighbour, which is particularly"
0475400301_000054,"The illustrious French lovers; being the true histories of the amours of several French persons of quality. In which are contained a great number of excellent examples, and rare and uncommon accidents; shewing the polite breeding and gallantry of the gentlemen and ladies of the French Nation. Written originally in French, and translated into English by Mrs. P. Aubin. In two volumes.",Robert Challe,70,1,1,0,2,0,2,0,0,2,3,1,1,2,3,0,0,0,0,0,0,1,1,0,2,0,0,3,4,0,2,1,1,1,1,1,2,13,1,1,0,0,1,0,1,1,0,0,1,1,3,0,1,0,2,4,1,1,0,0,1739,1,2,"London : printed for D. Midwinter, A. Bettesworth and C. Hitch, J. and J. Pemberton, R. Ware, C. Rivington, A. Ward, T Longman, R. Hett, S. Austen, and J. Wood., MDCCXXXIX. [1739].",London,287,male,1659,1721,FALSE,"of Age to dispose of myself and Fortune , I am retired to live Mistress of myself; I have taken a House and Servants , and am come to beg a Favour of you, my Aunt, and Cousins, which is, that you would honour me with your Companies tonight to"
0757400300_000024,"The conscious lovers. A comedy. As it is acted at the Theatre Royal in Drury-Lane, by His Majesty's servants. Written by Sir Richard Steele.",Richard Steele,78,0,1,1,0,0,3,0,1,1,2,0,1,0,1,2,1,1,0,2,1,0,2,2,0,0,0,2,6,0,2,1,0,2,1,2,0,13,3,1,0,0,1,4,0,0,4,0,1,1,0,2,1,0,0,0,1,0,1,7,1760,1,1,"Dublin : printed for P. Wilson, J. Exshaw, and H. Bradley, Booksellers in Dame-Street, 1760.",Dublin,79,male,1672,1729,TRUE,"weak. Phil. Beside, I am sure the Uncle has something worth your Notice. I'll take care to get off the young one, and leave you to observe what may be wrought out of the old one for your Good. [Exit. Camb. Madam , this old Gentleman , your great Uncle,"
0277600202_000053,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,82,0,1,1,0,1,4,0,0,0,0,10,2,2,2,1,2,1,0,0,3,1,0,4,1,0,0,5,2,0,2,0,0,1,0,1,6,2,0,1,2,3,0,0,0,2,2,1,0,0,0,0,7,0,1,1,1,0,2,4,1762,2,7,"London : printed (by assignment from Mr. Richardson's executors) for J. Rivington, in St. Paul's Church-Yard; C. Hitch and L. Hawes, R. Baldwin, J. Richardson, S. Crowder and Co. and J. Coote, in Pater-Noster-Row, MDCCLXII. [1762].",London,360,male,1689,1761,TRUE,"talk, my Lord, like young man. You ought not to think (You once said it yourself) of involving ayoumg woman you love , as well as yourself, in difficulties. I know the world , and what is best to be done, jif you will think no more of my Daughter"
0101303800_000002,"The miscellaneous works of Richard Linnecar, of Wakefield.",Richard Linnecar,68,2,1,2,0,0,1,0,1,0,2,1,2,2,0,2,1,1,3,1,1,0,1,2,0,0,0,2,9,0,0,3,1,0,1,3,3,1,2,0,1,0,1,0,1,1,0,1,2,0,1,1,1,2,0,1,0,0,0,4,1789,1,1,"Leeds : printed by Thomas Wright, 1789.",Leeds,305,male,1722,1800,FALSE,"humble servant . BRISK;. So, I find you will be judge, jury, and all; and poor Difnmal must not be allowed a hearing ! Or rather tis my present appearance , which is the grand obstacle to your Ladyship's attention! If that's the cafe, Madam , I am your humble"
0128900102_000071,"The dramatic works of David Garrick, Esq; now first collected. In two volumes. ... . Carefully corrected.",David Garrick,71,0,0,2,2,0,1,0,0,1,2,4,1,2,0,2,1,0,2,2,1,0,0,2,0,3,0,1,2,0,1,1,0,3,2,1,4,0,4,1,1,0,0,2,0,2,2,0,0,1,0,0,3,4,0,0,1,1,2,4,1774,2,2,"London : printed for R. Bald, T. Blaw, and J. Kert, MDCCLXXIV. [1774].",London,373,male,1717,1779,TRUE,"I naturally hate your decayed gentry; they expet as much waiting upon as when they had money in their pockets, and were able to confider us for the trouble. Nurse. Why, that is a grievance indeed in great families , where the gifts, at good times, are better than the"
0022900202_000122,"Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents. Now first Published In order to cultivate the Principles of Virtue and Religion in the Minds of the Youth of Both Sexes. A Narrative which has its Foundation in Truth and Nature; and at the same time that it agreeably entertains, by a Variety of curious and affecting Incidents, is intitely divested of all those Images, which, in too many Pieces calculated for Amusement only, tend to inflame the Minds they should instruct. In two volumes. The second edition. To which are prefixed, extracts from several curious letters written to the editor on the subject. ...",Samuel Richardson,81,0,0,2,2,0,2,0,0,0,4,1,2,4,0,1,0,2,0,2,0,2,1,0,1,0,0,4,9,0,3,0,1,1,6,7,1,0,1,2,1,2,0,0,0,8,0,1,2,0,0,1,1,0,1,0,0,1,1,1,1741,2,2,"London : printed for C. Rivington, in St. Paul's Church-Yard; and J. Osborn, in Pater-Noster Row, MDCCXLI. [1741].",London,397,male,1689,1761,TRUE,"be fit to be put to the boarding fchool, where i: now is; and that he had fettled upon the dear little miifs such a Sum of Money, as the Interest of it would handlbmely provide for her; and the Principal would be a tolerable Fortune , fit for a"
0077002702_000059,"The portrait of life, or the various effects of virtue and vice delineated; As they daily appear on the great Theatre of the World. In a collection of interesting novels. In two volumes. ...",,74,0,1,0,0,0,3,0,0,0,1,13,3,1,0,2,0,1,1,1,0,1,1,2,3,0,0,0,4,0,1,1,0,1,2,0,2,0,1,2,2,3,1,4,2,0,0,2,1,1,3,0,2,1,0,1,0,0,0,3,1770,2,2,"London : printed for John Bell, at his Circulating Library near Exeter-Exchange in the Strand and C. Etherington at York, M.DCC.LXX. [1770].",London,238,unknown,,,FALSE,"himself by a union which mull complete his felicity; in return , he only begged he would satisfy him if his addresses would be acceptable to her, which if anfwvered to his satisfaction, he should immediately wait on her father , and concluded, he hoped his fortune and character, would,"
0659400301_000051,"The fortunate country maid. Being the entertaining memoirs of the present celebrated Marchioness of L--- V----: who, from a cottage, Through a great Variety of Diverting Adventures, became a lady of the first quality in the court of France, By her steady Adherence to the Principles of Virtue and Honour. Wherein are displayed The various and vile Artifices employed by Men of Intrigue for seducing Young Women. With Suitable Reflections. From the French of the Chevalier de Mouhy. In two volumes. ...",Charles de Fieux,63,1,1,1,4,2,5,0,0,2,1,5,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,4,0,0,0,1,0,1,0,0,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,4,1,0,1,2,3,2,1,1767,1,2,"London : printed for J. Rivington, in St. Paul's Church-Yard; Hawes, Clarke, and Collins, and R. Baldwin, in Pater-Noster-Row; E. Johnson and B. Law, Ave-Mary Lane, R. Ware, on Ludgate-Hill; T. Lowndes and C. Corbett, in Fleet-Street, M.DCC.LXVII. [1767].",London,319,male,1701,1784,FALSE,"near my House ? My, Reputation won't susser by that; the concealing my Pregnancy and this Child , the World will know , was to favour your suppose Absence; but since your Affair, thank God, is made up, I see no Reason why we hold not own this Child ."
0112400110_000030,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Volume the First.",Henry Fielding,60,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,0,0,0,2,2,2,1,1,0,3,3,0,0,0,1,0,1,0,1,5,1,1,1,4,2,2,0,1,1,3,0,1,0,1,2,2,1,0,4,0,0,4,1775,10,12,"London : printed for John Bell, No 132. Strand, M.DCC.LXXV. [1775].",London,347,male,1707,1754,TRUE,"us as well as Ihe could,. and placed our'  clothes before the fire, began to grow inqui --  fitive; and, after some ejaculations, (he cried' O "" my dear young Madam , my mind misgives me. hugeouly; and pray , who is this fire young ; H 2"
0625100201_000039,"The virtuous orphan; or the life, misfortunes, and adventures, of Indiana. Written by herself. In two volumes.",Pierre de Marivaux,76,1,1,0,2,1,1,0,0,3,0,0,1,4,1,0,2,2,1,1,3,0,0,2,0,0,0,1,7,0,0,1,4,2,1,1,5,7,0,0,1,3,1,0,0,0,3,2,1,0,0,0,2,3,1,0,0,2,1,1,1765,1,2,"London : printed for L. Hawes, W. Clarke, and R. Collins, at the Red-Lion in Pater-Noster-Row, M.DCC.LXV. [1765].",London,297,male,1688,1763,TRUE,"These are Talents, said my amiable Lady , that will always be of Service to you. If you take the veil, they will give you an Air of Diffinaion, and make you be' taken Notice of: tif you enter into the World , t.: ey will be looked upon as"
0681400102_000044,The Sicilian. A novel. In four volumes. By the author of The mysterious wife. ...,Elizabeth Meeke,70,1,0,0,0,0,2,2,2,0,1,1,0,0,1,1,0,2,1,0,0,0,2,4,1,0,0,3,1,0,2,1,0,0,1,1,0,11,1,1,0,1,0,2,0,1,1,1,3,2,0,2,1,2,2,0,0,1,1,7,1798,2,4,"London : printed at the Minerva Press, for William Lane, 1798.",London,349,female,1750,1816,FALSE,"the Melton family breakfasted at her usual hour of nine; and their repast was scarcely concluded, before Mr. Chambers was announced to Mrs. Smudeville. The draper was, ordered to be lheen into another room by the Earl's desire, who was aftonified the old fellow had VOL. 11 M not not,"
0291800105_000086,"The beggar girl and her benefactors. In five volumes. By Mrs. Bennett, ...",Anna Maria Bennett,75,0,0,1,4,0,3,0,1,3,1,0,0,2,3,0,1,2,1,1,3,1,0,0,1,0,0,7,10,0,1,2,1,0,2,0,6,1,0,0,0,4,0,2,0,1,1,1,2,2,0,1,0,1,1,1,0,0,0,0,1799,5,5,"London : printed at the Minerva-Press, for William Lane, 1799.",London,386,female,1760,1808,FALSE,"chastened by. Sentiment and delicacy. ""'Horace,"" cried Rosa, "" I have two mothers; your's is one, and you know how dear ihe has ever beento me; Lady Denningcourt, I can nevertell you what The is; shall I introduce you to my other mother ?"" Horace reached her parasol; The put"
0775100201_000037,"The history of Charlotte Summers, the fortunate parish girl. Who from that low station rose to be a great lady. ...",,65,0,3,1,4,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3,3,1,1,0,0,0,1,6,0,1,0,0,1,4,1,1,2,0,0,2,3,1,2,0,2,1,3,1,1,1,1,2,1,0,0,2,2,1,0,1758,1,2,"London : printed for J. Wilkie, in St. Paul's Church Yard, [1758?].",London,299,unknown,,,FALSE,"after this Affair, playing at Quadrille, and by some Accident the Quadrille Box breaking, Mrs. Eggelfcn desired Mrs. Margery, to siep up with the Keys of her Drawers, and life would find in that one next the Window a Quadrille Box. Mrs. Margery went, and.was not above two.minutes gone, when"
