PassageID,Title,Author,Total termFreq,termFreq(barbauld),termFreq(beauti),termFreq(breast),termFreq(burn),termFreq(charm),termFreq(coleridg),termFreq(collin),termFreq(crabb),termFreq(creat),termFreq(deep),termFreq(eastern),termFreq(emot),termFreq(even),termFreq(fair),termFreq(fanci),termFreq(feel),termFreq(fire),termFreq(friend),termFreq(gaze),termFreq(geniu),termFreq(gloom),termFreq(glow),termFreq(heart),termFreq(heaven),termFreq(imagin),termFreq(joi),termFreq(jone),termFreq(love),termFreq(man),termFreq(melancholi),termFreq(mind),termFreq(mountain),termFreq(muse),termFreq(music),termFreq(natur),termFreq(night),termFreq(orient),termFreq(pain),termFreq(power),termFreq(repos),termFreq(schiller),termFreq(smith),termFreq(soft),termFreq(solemn),termFreq(song),termFreq(soul),termFreq(sound),termFreq(still),termFreq(sublim),termFreq(sweet),termFreq(thee),termFreq(thou),termFreq(thy),termFreq(view),termFreq(wild),termFreq(written),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1056700500_000055,"Horæ lyricæ. Poems, chiefly of the lyric kind, in three books. Sacred I. To Devotion and Piety. II. To Virtue, Honour and Friendship. III. To the Memory of the Dead. By I. Watts, D.D.",Isaac Watts,61,0,2,1,0,1,0,0,0,0,2,1,0,0,3,2,0,0,0,2,0,1,0,1,2,0,3,0,6,0,2,5,0,2,1,1,1,0,2,2,0,0,0,0,0,2,5,0,1,0,2,0,0,3,2,0,0,3,1758,1,1,"London : printed for M. and T. Longman at the Ship, J. Buckland at the Buck, and W. Fenner at the Angel and Bible, in Pater-Noster-Row; J. Waugh at the Turk's-Head in Lombard-Street; J. Ward at the King's-Arms in Cornhill; and E. Dilly at the Rose and Crown in the Poultry, M.DCC.LVIII. [1758].",London,349,male,1674,1748,TRUE,"and tumultuous Joys , And Fears and Pangs, fierce Pangs that wrought her Death. Tell me on what fublimertheme he dwells In Contemplation, with unerring Clue Infinite Truth pursuing. (When, my Soul , O when shall thy Release from cumbrous Flesh Pass the Great Seal of Heaven ? What happy"
0685700200_000012,Poems on several occasions. The fourth edition. By Mrs. Elizabeth Carter.,Elizabeth Carter,81,0,2,1,0,3,0,0,0,0,1,0,0,1,3,0,2,0,1,0,0,2,0,3,2,0,4,0,3,0,0,3,0,0,1,3,1,0,2,3,2,0,0,3,0,1,3,1,0,0,1,5,0,16,3,3,0,2,1777,1,1,"Dublin : William Watson, M,DCC,LXXVII. [1777].",Dublin,127,female,1717,1806,TRUE,"and surprise I To thy unspotted ihrine I bow, Assist thy modest suppliant's vow,. That breathes no wild desires: But taught by thy unerring rules, To Ihun the fruitless with of fools, y To nobler views aspires. [ 8s ] Not FORTUNE's gem, .ambition's plurm, Nor CYTHEREA's fading bloom, Be"
0146201000_000009,Poems.,Anna Laetitia Barbauld,81,0,7,4,1,4,0,0,0,0,0,1,0,1,4,0,3,1,1,2,0,0,2,5,0,0,0,0,12,2,0,1,0,1,0,1,1,0,2,0,0,0,0,3,0,2,1,2,3,0,3,2,1,6,0,1,0,1,1774,1,1,"London : printed for Joseph Johnson, St. Paul's Church-Yard, MDCCLXXIV. [1774].",London,142,female,1743,1825,TRUE,"I will fill pursue; Twenty thousand times deny me, I will kneel and weep anew. SYLVIA. CUPID never shall make me languish, I was born averse to love ; Lovers' sighs, and tears, and anguish, Mirth and pallime to me prove. corix. Still I vow with patient duty Thus to"
0290900200_000033,"The cabinet of genius containing frontispieces and characters adapted to the most popular poems, &c. with the poems &c at large.",,63,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,1,3,1,0,0,1,0,3,0,3,0,7,1,0,1,0,1,1,1,0,0,2,1,1,0,0,2,1,1,4,6,2,1,5,2,0,1,0,0,0,1,1792,1,1,"London : printed for C Taylor, 1792.",London,337,unknown,,,FALSE,"his soul sincere, Heaven did a recompense as largely send; He gave to misery all he had, a tear, He gained from Heaven ('twas all he wilh'd) a friend , Nor farther seek his merits to disclose, Or draw his frailties from their dread abode, (There they alike in trembling"
1752700501_000004,"Meditations and contemplations. In two volumes. ... By James Hervey, ... A new edition. ...",James Hervey,67,0,0,1,0,2,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,1,3,2,0,1,2,0,2,2,1,1,0,2,0,4,2,0,0,1,0,0,0,0,2,2,5,0,1,0,1,3,1,14,2,0,0,1,1786,1,2,"London : printed for J. Wren and W. Hodges, 1786.",London,204,male,1714,1758,FALSE,wilt thou accept ofpraife? Or smile with candour on a stripling's lays; My little laurel (but a shoot at most) Has hardly more than one small wreath to boast. Such as it is Ahl! might it worthier be! Its scanty foliage all is due to thee . Oh! if amongst
0479500401_000028,"The seasons. By James Thomson. With his last corrections and improvements. In two volumes. With the life of the author, and elegant copperplates. ...",James Thomson,65,0,4,2,1,3,0,0,0,0,0,0,1,1,2,2,0,1,1,1,0,0,2,3,1,0,1,0,8,0,0,1,0,2,0,3,0,0,0,0,0,0,0,2,0,1,5,0,1,0,1,1,2,4,2,3,0,3,1790,1,2,"Perth : printed by R. Morison Junior, for R. Morison and son; and G. Mudie, Edinburgh, 1790.",Perth,139,male,1700,1748,TRUE,"eye around 1300 The banks surveying, stripped her beauteous limbs, To taste the lucid coolness of the flood. Ah, then! not Paris on the piny top Of Ida panted itronger, when aside The rival goddeffes the veil divine 130; Cast unconfined, and gave him all their charms , Than, Damon,"
0475700900_000044,Poems by the late Reverend Dr. Thomas Blacklock; together with an essay on the education of the blind. To which is prefixed a new account of the life and writings of the author.,Thomas Blacklock,79,0,0,1,0,2,0,0,0,0,3,0,0,3,0,1,1,5,7,0,3,2,1,5,4,0,1,0,3,1,0,2,1,2,0,2,0,0,0,2,1,0,0,0,0,0,2,0,2,1,1,0,5,10,2,0,1,2,1793,1,1,"Edinburgh : printed by Alexander Chapman and Company; sold by W. Creech, Edinburgh, and T. Cadell, London, 1793.",Edinburgh,300,male,1721,1791,FALSE,"with air and die away;. Still shall my life beyond the grave extend, 1e And, ages know me for m'laurin's friend .. - The late celebrated Mr. Colin M'laurina. EXTEM EXTEMPORE VERSES, Spoken at the Desire of a GENTLEMAN. THOU , genius of connubial love , attend; Let silent wonder"
0934100102_000077,"The miscellaneous works, in prose and verse, of Mrs. Elizabeth Rowe: Published by her Order, By Mr. Theophilus Rowe. To which are added, Poems on Several Occasions, By Mr. Thomas Rowe. And to the Whole is prefixed, An Account of the Lives and Writings of the Authors. In two volumes.",Elizabeth Rowe,92,0,2,4,1,5,0,0,0,0,0,0,0,1,4,0,2,5,0,0,0,0,0,7,1,0,4,0,15,0,1,2,0,0,0,1,2,0,5,3,1,0,0,3,0,1,2,2,1,0,1,2,4,5,2,1,0,2,1749,2,2,"London : printed for Henry Lintot, MDCCXLIX. [1749].",London,346,female,1674,1737,TRUE,"Medor found; Severe the dame, and grave, and sternly coy, Amorous, and soft , and tender was the boy: You know the rest. then haste from your abodes, .eave the weak thelter of the fields and woods: 0 come, and in a thousand breasts inspire Succefslefs rage, and unavailing fire"
0632800400_000006,"Poems on various subjects. By John Hoy, junior.","Hoy, John",61,0,4,3,1,0,0,0,0,0,1,1,0,0,3,0,1,2,0,0,0,1,3,0,6,0,1,0,3,1,0,1,3,2,1,6,4,1,0,1,0,0,0,1,0,1,1,1,0,0,2,0,2,1,0,2,0,0,1781,1,1,"Edinburgh : printed by Macfarquhar and Elliot, MDCCLXXXI. [1781].",Edinburgh,148,male,1755,1781,FALSE,"at lafl revolving ages bring, Dawning from highefi heaven , th' eternal Spring, Loud Loud storms no more shall rend the troubled sky, And Death, fell homicide! himself shall die: At Heaven's prolific call, the buriting tomb Unfolds, and forth reviving myriads come: Death's fetters broke, they leave his cold"
0949301101_000004,"Meditations and contemplations. In two volumes. Containing, Vol. I. Meditations among the Tombs; Reflections on a Flower-Garden; And, A Descant on Creation. Vol. II. Contemplations on the Night; Contemplations on the Starry Heavens; and, A Winter-Piece. By the late Reverend James Hervey, A. M. Rector of Weston-Favel in Northamptonshire. ...",James Hervey,74,0,0,1,0,2,0,0,0,0,1,0,0,0,2,1,1,1,1,0,1,1,3,2,2,1,2,0,2,3,1,1,1,2,0,2,3,0,0,2,0,0,0,0,2,1,6,0,2,0,1,3,1,17,2,0,0,0,1797,1,2,"Edinburgh : printed for William Anderson, Bookseller, Stirling, 1797.",Edinburgh,224,male,1714,1758,TRUE,"blooming bowers; nlo'.w E XV 3 Now hails the black brow'd night , that brings jethereal dews upon her wings; 1',, marks the planets, as they roll On lu, i ing axles round the pole: Wjhile b., andjt1i.7s, anj s, andjljjs n a Unveil their sacred characters Of jullice, wisdom,"
0903100101_000037,"The lady's poetical magazine; or, Beauties of British poetry.",Harrison and Co.,78,0,4,0,0,5,0,0,0,1,2,0,0,0,2,1,1,2,0,0,3,0,0,2,1,0,1,0,5,1,0,1,1,6,0,3,0,0,0,2,0,0,0,5,0,2,1,0,1,2,2,2,1,13,2,2,0,1,1781,1,4,"London [England] : printed for Harrison and Co. no. 18, Paternoster-Row, 1781-1782.",London,493,unknown,,,FALSE,"date, And all their fading honours yield to fate: Thy wide renown, and ever blooming same, Stand on the basis of a nobler claim; In thee his harp immortal Virgil firung, Of fliepherds, flocks, and mighty heroes sung. See Horace, shaded by the lyric wreathe, Where every grace and all"
1112000701_000030,"The miscellaneous works, in prose and verse, of Mrs. Elizabeth Rowe: Published by her Order, By Mr. Theophilus Rowe. To which are added, Poems on several occasions, by Mr. Thomas Rowe. And to the Whole is prefixed, An Account of the Lives and Writings of the Authors. In two volumes. ... . The fourth edition, corrected. To which is added, The history of Joseph, a Poem in Ten Books.",Elizabeth Rowe,102,0,3,2,1,6,0,0,0,0,0,0,0,0,1,0,1,2,2,2,1,0,3,2,8,0,5,0,5,0,0,2,0,4,0,2,0,0,2,0,0,0,0,1,0,1,2,0,0,0,2,4,3,32,2,0,0,1,1756,1,2,"London : printed for Henry Lintot, MDCCLVI. [1756].",London,382,female,1674,1737,TRUE,"heart ! Yet was thy sex's pride, to lure the gaze With radiant beauty , but thy fmalletl praise; Exalted goodness, and a soul divine, (Immortal charms by seraphs loved ) were thine. So midst the blooming race the spring supplies, Smiles tome fair flower decked with diflinguifh'd dyes. Nor"
0094101200_000040,"The poetical works of Thomas Gray, LL. B. Late Professor of Modern Languages and History in the University of Cambridge: with some account of his life and writings. The whole carefully revised; and illustrated by notes. To which are annexed, Poems addressed to, and in memory of, Mr. Gray; Several Of Which Were Never Before Collected.",Thomas Gray,69,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,1,2,0,0,1,1,0,3,0,3,0,0,2,1,3,1,2,1,0,1,3,0,0,0,2,1,4,4,2,3,0,1,0,6,7,2,0,0,2,1800,1,1,"London : printed by C. Whittingham, Dean Street, Fetter Lane; for T. N. Longman and O. Rees; F. and C., Rivington; W. J. and J. Richardson; W. Otridge and Son; J. Scatcherd; Vernor And Hood; H. D. Symonds; T. Hurst; J. Mawman; J. Nunn; E. Lloyd; Jordan Hookham; And R. Lea, 1800.",London,285,male,1716,1771,TRUE,"common breath to mingle with the air: Yet still those Goddesses peculiar care, That breathe harmonious lay. Retired to yonder grassy mound In leaves of dusky hue encompassed round, They bid their plaintive accents fill The covert hollows of the bosomed hill: With liquid voice and magic hand Calliope informs"
0579700202_000020,"The beauties of poetry display'd. Containing observations on the different species of poetry, and the rules of English versification. ... In two volumes. ...",,65,0,1,2,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,1,0,0,1,0,1,0,4,0,6,0,1,1,0,1,3,0,0,0,2,1,0,0,0,4,1,1,4,10,2,1,4,2,0,1,0,1,0,1,1757,2,2,"London : printed for J. Hinton, 1757.",London,325,unknown,,,FALSE,"Sat like a blooming Eastern Bride, In Flower of Youth and Beauty's Pride. Happy, happy, happy Pair  None but the Brave, none but the Brave, None but the Brave deserves the Fair . Timotheus, placed on high Amid the tuneful Choir, With flying Fingers touched the Lyre; The trembling"
0373600300_000063,"The poetical miscellany; consisting of select pieces from the works of the following poets, viz. Milton, Dryden, Pope, Addison, Gay, Parnel, Young, Thomson, Akenside, Philips, Gray, Wharton, Shakespeare, Goldsmith, Wilkie, &c. &c. For the use of schools.",,59,0,0,1,0,1,0,0,0,0,1,0,0,3,1,3,2,1,0,1,0,0,1,2,0,0,1,0,3,0,1,1,1,2,1,1,3,0,0,1,0,0,0,1,0,3,3,1,1,0,2,1,1,8,2,3,0,1,1778,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand, 1778.",London,348,unknown,,,FALSE,"dark air shriek, While Hecat, with her black brow'd sisters nine, Rides over the earth, and scatters woes and death. Then too, they say, in drear Egyptian wilds The lion and the tiger prowl for prey With roarings loud! the listening traveller Starts fear ftruck, while the hollow echoing vaults"
0391200700_000007,"Poems and essays, by the late Miss Bowdler.",Jane Bowdler,77,0,0,2,0,5,0,0,0,0,1,0,0,4,0,8,2,2,0,1,0,1,1,4,2,1,6,0,5,0,0,1,0,2,2,2,0,0,2,4,0,0,0,2,0,0,3,0,2,0,5,4,0,2,0,1,0,0,1798,1,1,"Bath : printed by R. Cruttwell; and sold by C. Dilly, Poultry, J. Robson and T. Hookham, New Bond-Street, London; and N. R. Cheyne, Edinburgh, MDCCXCVIII. [1798].",Bath,241,female,1743,1784,FALSE,"falling tears, And clasped their matchless child. Her HENRY, sixed in silent gaze , Beheld his lovely bride: "" Heaven ! accept my humble praise,"" At length entranced he cried. ""To all my storms and dangers past, ""If joys like these succeed, "" My utmost wish is crowned at last,"
0772000104_000022,"A select collection of poems: with notes, biographical and historical. ...",,84,0,1,2,2,2,0,0,0,0,0,0,0,3,6,1,2,4,0,0,0,0,0,2,0,0,6,0,7,1,0,2,0,2,1,0,6,0,1,1,0,0,0,3,0,3,2,1,3,1,0,5,8,2,1,0,0,3,1780,4,8,"London : printed by and for J. Nichols, Red Lion Passage, Fleet-Street, MDCCLXXX. [1780]-82.",London,373,unknown,,,FALSE,"invites To sweeten Cypria's joys with Hymen's rites."" Soon as the trembling nymph heard Hymen named, Her warmth redoubled, and her wishes flamed; Her raviih'd heart Icap'd up; she joyed to find She might be ftrit6ly good, and fondly kind. FROM SANNAZARIUS%. ANONYMOUS: FROM STEELE's COLLECTION. A S Venus once"
0594500200_000020,"Miscellanies in prose and verse, Most of them formerly published, And now Collected into one Volume: By the late Reverend and Ingenious Mr. Henry Grove.",Henry Grove,85,0,0,1,1,2,0,0,0,0,1,0,0,3,1,1,1,3,1,0,0,1,1,0,4,0,4,0,3,1,0,2,0,1,0,2,1,0,0,3,0,0,0,1,0,1,3,2,2,1,1,6,5,22,1,0,0,2,1739,1,1,"London : sold by John Gray, at the Cross-Keys in the Poultry, MDCCXXXIX. [1739].",London,123,male,1684,1738,TRUE,"had I but thy Voice, and Skill, and Lyre! Soon would I set the listening Swains on Fire . Virtue's majestic Form before their Eyes, Her lovely Train, her Palace in the Skies, And high refulgent Throne, should stand conset, And with aspiring Wishes swell each Breast . The Tenants"
0373800900_000012,"Poems. By Thomas Townshend, Esq. of Gray's Inn.","Townshend, Thomas, of Gray's Inn",95,0,1,4,0,7,0,4,0,0,1,0,0,2,1,1,2,0,3,0,1,0,2,3,0,0,3,0,7,0,0,3,0,0,1,0,3,0,0,0,0,0,0,10,0,3,1,0,1,0,4,2,3,20,0,0,0,2,1796,1,1,"London : printed by T. Bensley, for E. and S. Harding, Pall Mall, 1796.",London,105,unknown,,,FALSE,"Swell the viol's merry note, Let gay measures round me float, Breathing rapture Music charms , Pure as angel virtue's smiles; She the rudest soul disarms, And the melting heart beguiles. Hither buxom virgin rove, Bring the clustered joys of love , Downy cheeks of roseate dyes, Softly melting witching"
0237600400_000012,The pleasures of hope; with other poems. By Thomas Campbell.,Thomas Campbell,77,0,2,1,0,3,0,0,0,0,3,0,0,0,2,0,1,1,0,1,0,0,2,6,2,0,2,0,3,0,0,1,0,0,2,3,0,0,2,1,0,0,0,2,1,2,2,0,3,2,3,4,5,13,0,0,0,2,1799,1,1,"Edinburgh : printed for Mundell & Son; and for Longman & Rees, and J. Wright, London, 1799.",Edinburgh,133,male,1777,1844,FALSE,"Now she is mine! She's mine Or that hereafter is but the. dream of fools !-1 have soiled my destiny In spite of fate, I have brought home my bride: And with this sword have feal. CD our wedding vows. thoufands of years shall pass, and seasons rril, ever the"
0255300302_000070,"The miscellaneous works in prose and verse of Mrs. Elizabeth Rowe. The Greater Part now first published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on several occasions, by Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In two volumes. ...","Rowe, Thomas",94,0,2,5,1,5,0,0,0,0,0,0,0,3,5,0,2,4,0,0,0,0,0,7,1,0,4,0,16,0,1,2,0,0,0,1,1,0,4,3,1,0,0,3,0,1,1,1,2,0,1,1,4,5,2,3,0,2,1739,2,2,"London : printed for R. Hett, at the Bible and Crown in the Poultry; and R. Dodsley, at Tully's-Head in Pall-Mall, MDCCXXXIX. [1739].",London,323,male,1687,1715,FALSE,"do important reasons force your will, And to the gloomy scene confine you still ? I guess the mighty cause: You fear to prove, In this vile town, the dreadful thing called love . The little tyrant reigns amidst the sport, The finiles and pleasures of the town and court:"
0829100500_000021,"The seasons by James Thomson. To which is prefixed The life of the author, by Patrick Murdoch, D.D. F.R.S. and an Essay on the plan and character of the poem by J. Aikin.",James Thomson,75,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,3,0,1,1,1,0,0,6,3,0,3,0,7,2,0,3,1,1,1,4,0,0,0,2,0,0,0,2,1,2,4,0,4,1,2,0,1,8,1,1,0,2,1794,1,1,"Leipzig : printed for John Sommer, MDCCXCIV. [1794].",Leipzig,232,male,1700,1748,TRUE,"my song a nobler note affime, And sing th' infufive force of Spring on Man ; 865 When heaven and earth, as if contending, vie To raise his being, and serene his soul . Can he forbear to join the general smile Of Nature ? Can fierce parllons vex his"
0458200500_000014,"The seasons by James Thomson; with new and original notes embellished with sixteen elegant engravings designed by C. Ansell and engraved by A. Birrell, to which is prefixed the life of the author.",James Thomson,62,0,1,1,0,2,0,0,0,0,0,0,0,2,2,2,0,0,1,1,1,0,2,3,3,0,3,0,4,2,0,5,1,1,1,4,4,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,1,3,1,1,0,2,1792,1,1,"London : printed by A. Paris, published by J. Strachan, No. 67, Strand, W. Stewart, opposite York House Piccadilly, and P. Hill, Edinburgh, MDCCXCII. [1792].",London,281,male,1700,1748,TRUE,"faith, And equal transport, free as Nature live, Disdaining fear. What is the world to them, Its pomp, its pleasure, and its nonsense all! 113 Who in each other clasp whatever fair High fancy forms, and lavish hearts can wish; Something than beauty dearer, should they look Or on the"
0465100702_000053,"A select collection of poems, from the most approved authors. In two volumes. ...",,83,0,2,1,0,3,0,0,0,0,1,0,0,0,0,4,1,2,6,1,2,1,2,11,0,0,2,0,12,1,2,3,1,0,0,1,1,0,3,1,0,0,0,2,0,2,1,0,0,0,0,3,3,6,2,0,0,0,1768,2,2,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVIII. [1768].",Edinburgh,278,unknown,,,FALSE,"sense the deep attention draws. X 3 Let Let STANHOPE speak his listening country's wrong, My humble voice shall please one partial maid; For her alone I pen my tender song , Securely sitting in his friendly llade. stnhopoe lihall come, and grace his rural friend ; DELI. Ihhall wonder"
0276800200_000029,"Miscellaneous poems, by Anne Francis.",Anne Francis,65,0,4,2,0,3,0,0,0,0,2,1,0,0,3,3,1,1,2,0,0,1,0,1,0,0,2,0,6,0,0,2,2,1,0,0,0,0,0,1,0,0,0,2,1,3,1,1,0,0,3,1,1,12,0,1,0,1,1790,1,1,"Norwich : printed for the author: sold by T. Becket and R. Baldwin, London ; Yarington and Bacon, Norwich, and W. Page, Holt, MDCCXC. [1790].",Norwich,286,male,1738,1800,FALSE,"with woe But woe that was fweeten'd with love . If fancy impose on my mind Tis a cheat I shall ever hold dear, I muse on their passion refined, And I think on their fate with a tear: O! Werter I pity thy youth ! Thy love and thy"
0188300801_000010,"The laurel-Wreath; being a collection of original miscellaneous poems, on subjects moral, comic, and divine. By W. P. In two volumes. ...",William Perfect,74,0,3,1,0,1,0,0,0,0,1,0,0,0,4,2,1,0,3,0,1,1,1,0,1,2,2,0,8,2,1,4,0,0,0,5,1,0,0,2,0,0,0,1,0,2,1,0,0,1,4,4,2,8,2,0,1,1,1766,1,2,"London : printed for the author: and sold by Mess. Fletcher and Anderson, in St. Paul's-Church-Yard; Mr. Williams, in Fleet-Steet; Mr. Fisher, at Rochester; Mr. Mercer, at Maidstone; and Mr. Baker, at Tunbridge, MDCCLXVI. [1766].",London,204,male,1737,1809,FALSE,"the peaceful plain repair, And make my joys complete. CAUTIOUS PHYLLIS, A SONG . AS PHYLLIS sought a vagrant ewe, Attended by her swain, The God of Love attended too These wanderers of the plain; The hours unheeded passed away, The minutes foftiy flew, With him fie passed a summer's"
1144000101_000369,"Elegant extracts: or useful and entertaining pieces of poetry, selected for the improvement of youth, in Speaking, Reading, Thinking, Composing; and in the Conduct of Life; being similar in design to Elegant extracts in prose.",,54,0,0,2,0,1,0,0,0,0,0,0,0,1,2,0,0,3,1,2,0,0,1,2,1,0,3,0,2,2,1,0,1,2,2,0,0,0,2,6,1,0,0,1,1,1,1,1,2,0,1,0,2,3,1,0,0,2,1791,1,2,"London : printed for Charles Dilly . Poultry, 1791.",London,497,unknown,,,FALSE,"ever, and forlfvcar the bowl; For one ralhi moment sends you to the Iliades, Or Ihatters every hopeful scheme of life, And gives to horror all your days to come. Fare. armed with thunder, fire , and cv'rv plague That ruins, tortures, or diftra&ts mankind, And makes the happy wretched,"
0146304400_000005,Love elegies. Written in the Year 1732.,"Hammond, James",81,0,2,2,0,1,0,0,0,0,1,0,0,0,0,4,1,2,3,2,2,0,2,10,0,0,4,0,11,2,2,4,1,0,0,0,1,0,2,1,0,0,0,1,0,2,1,0,3,0,1,3,3,6,1,0,0,0,1752,1,1,"London : printed for G. Hawkins, at Milton's Head between the two Temple-Gates, Fleetstreet. And sold by M. Cooper, at the Globe in Pater-Noster Row, MDCCLII. [1752].",London,30,male,1710,1742,FALSE,"the Wanderer home, And not a little chide it's thoughtless Dam. What Joy to hear the Tempest howl in vain, And clasp a fearful Mistress to my Breast ? Or lulled to Slumber by the beating Rain, Secure and happy fink at las to Ret? Or if the Sun in"
0479401600_000011,"Poems, by Charles James, Author Of Hints To Lord Rawdon ON Some Military Abuses; Tarare, From Beaumarchais, &c.","James, Charles",77,0,2,3,0,3,0,0,0,0,0,0,0,0,1,1,2,1,1,2,0,1,0,3,6,0,2,0,5,2,1,2,0,2,0,1,0,0,1,0,1,0,0,4,0,0,3,3,2,0,0,6,4,10,1,1,0,0,1792,1,1,"London : printed by J. Davis, Chancery-Lane; and sold, for the author, by J. Debrett, Opposite Burlington-House, Piccadilly, 1792.",London,409,male,,,FALSE,"which, with manya sigh, Distress has mused , and sixed her streaming eye; When some lost wretch, by keen remembrance torn, To death's cold mansions sees her lover born, Indulgent pity, with officious art, Waits on her grief, and sooths her bleeding heart . And shall my LAURA, gentlest of"
0866300300_000014,"The pleasures of imagination. By Mark Akenside, M.D. To which is prefixed a critical essay on the poem, by Mrs. Barbauld.",Mark Akenside,59,0,3,0,0,1,0,0,0,0,3,0,0,1,3,2,2,1,0,0,0,1,1,2,2,0,3,0,2,4,1,2,0,2,1,4,1,1,2,2,0,0,0,0,0,1,2,2,1,0,2,0,0,1,1,0,0,2,1794,1,1,"London : printed for T. Cadell, junior, and W. Davies, in the Strand, by R. Noble, in the Old Bailey, [1794?].",London,201,male,1721,1770,TRUE,"have we dared To pierce divine Philosophy's retreats, And teach the Muse her lore; already ftrovc Their long divided honours to unite, While tempering this deep argument we lngll Of Truth and Beauty . Now the same glad tat Impends; now urging our ambitious toil, We hasten to recount the"
0687401000_000006,Poems on several occasions.,Elizabeth Carter,78,0,0,2,0,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,3,1,3,0,0,4,0,3,0,0,2,0,0,0,2,2,1,0,5,2,0,0,4,1,0,7,2,2,0,0,1,3,17,1,1,2,0,1789,1,1,"London : printed for J. F. and C. Rivington, The Bible and Crown, No 62, St. Paul's Church-Yard, MDCCLXXXIX. [1789].",London,124,female,1717,1806,TRUE,"not the Gaze of Fools.. whrlg [ 32 H I L X Night in solemn Shade inverts the Pole, And calm Reflection soothes the pensive Soul ; While Reason undisturbed asserts her Sway, And Life's deceitful Colours fade away: To Thee ! all confcious Presence! I devote 5 This peaceful"
0184200201_000010,"Poems, chiefly by gentlemen of Devonshire and Cornwall. In two volumes. ...",,74,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,4,0,1,2,1,0,2,0,0,0,0,0,4,0,0,1,1,1,0,1,0,2,0,3,0,0,0,4,0,2,2,1,2,0,2,1,7,15,3,4,1,1,1792,1,2,"Bath : printed by R. Cruttwell; and sold by T. Cadell, C. Dilly, and G. G. J. and J. Robinson, London; Fletcher, Oxford; and Merrill, Cambridge, MDCCXCII. [1792].",Bath,212,unknown,,,FALSE,"mellower summer yields to age. For whether hill, or flowery mead, The fields with cheerful toil arrayed, As rolling up the ethereal bound His car darts life and vigour round; Or the orient regions of the morn With gold and purple he adorn; I all observe with curious sight, And"
0351700200_000009,Poems.,Anna Laetitia Barbauld,77,0,6,3,1,4,0,0,0,0,0,1,0,1,4,0,3,1,1,2,0,0,2,5,0,0,0,0,10,2,0,1,0,1,0,1,1,0,2,0,0,0,0,3,0,3,1,2,2,0,3,2,1,6,0,1,0,1,1773,1,1,"London : printed for Joseph Johnson, in St. Paul's Church-Yard, MDCCLXXIII. [1773].",London,142,female,1743,1825,TRUE,"did sickle prove; Of her scorn the maid repented, And the ihepherd of his love . SONG S ONG IV W HEN gentle CELIA sirs I knew, A breafr so good, so kind, so true, Reason and tare approved; Pleased to indulge so pure a flame, I called it by"
0496100200_000004,"Hymen, a poem.",William Allen,67,0,2,1,0,2,0,0,0,0,1,0,0,1,3,1,3,2,1,0,2,2,0,4,1,0,1,0,0,3,1,4,0,0,0,3,0,0,1,0,0,0,0,0,1,1,4,4,2,2,5,0,1,5,1,1,0,1,1794,1,1,"London : sold by T. Wills, No. 2, Stationers-Court; and T. Knott, No. 47, Lombard-Street, M,DCC,XCIV. [1794].",London,42,unknown,1532,1594,FALSE,"Sworn foe to all that's truly good and fair . Tis thine to fix the sling with hellish art, And pain with deep remorse the bleeding heart -- - To stain the mind , and drive fair virtue thence, And make' us subject to the reign of sense. O! would"
1116300115_000270,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,76,0,3,0,0,1,0,0,0,0,1,0,0,2,3,2,2,1,0,0,0,0,1,1,0,0,3,0,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,1,1,0,3,6,2,18,2,1,1,2,1798,15,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,801,unknown,,,FALSE,"Heave thou no sigh, nor shed. a tear; Leftl yet my half closed eye may view On earth an objec worth its care. From jealousy's tormenting strife For ever be thy bosom freed; That nothing may disturb thy life, Content I hasten to the dead. Yet when some better fated"
