PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(appoint),termFreq(armi),termFreq(articl),termFreq(author),termFreq(borough),termFreq(cafe),termFreq(citi),termFreq(committe),termFreq(common),termFreq(concern),termFreq(continu),termFreq(council),termFreq(counti),termFreq(court),termFreq(crown),termFreq(declar),termFreq(earl),termFreq(england),termFreq(forc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(ireland),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(majesti),termFreq(matter),termFreq(meet),termFreq(member),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peer),termFreq(peopl),termFreq(person),termFreq(petit),termFreq(power),termFreq(present),termFreq(privileg),termFreq(proce),termFreq(reason),termFreq(return),termFreq(scotland),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(vote),termFreq(war),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1237400200_000257,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",108,0,0,9,0,0,0,0,10,3,6,0,0,1,0,0,0,1,0,3,1,5,2,0,0,5,2,0,1,6,2,2,7,0,1,0,0,1,2,1,1,13,1,2,0,2,1,5,2,3,0,1,0,1,1,2,0,2,0,0,0,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"as servants, "" attendants, officers ; yea, and their servants. "" If all this Should be exempted from course s' of law , how many citizens of London, and i"" other subjects of this kingdom , may be un C done ?"" The lords returned them thanks for this testimony"
1108200103_000168,"An exact abridgment of all the statutes in force and use, from Magna Charta, 9 H. 3. to the beginning of the reign of King George. In four volumes.",Great Britain,133,0,2,0,0,0,0,3,0,0,4,3,4,4,0,12,2,2,0,6,0,0,1,0,3,2,0,0,0,2,2,4,0,0,4,0,2,5,0,2,2,19,0,0,13,0,1,0,3,3,2,0,0,3,17,0,0,0,1,0,0,1725,3,4,"London : printed by His Majesty's printers. And by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Middle-Temple-Gate in Fleet-Street, MDCCXXV. [1725].",London,506,unknown,,,FALSE,"Standards kept in the Exchequer at Wefiminflet Art. 18 The Regulation of Trade, Customs, and such Excise at Scotland is to be liable to, to be the same with England : Other Laws in Scotland , notwithstanding the Union, to remain as before; (except those inconsistent with this Treaty) but"
1761700104_001098,"The history of England, by Mr. Rapin de Thoyras. Continued from the revolution to the accession of King George II. By N. Tindal, ... Illustrated ...","Rapin de Thoyras, M. (Paul)",105,0,1,3,0,0,0,0,0,1,11,6,1,0,1,0,0,2,4,2,1,2,1,0,0,3,4,1,16,2,0,0,0,0,2,1,1,1,0,0,5,8,0,2,0,0,0,1,0,3,1,0,0,5,5,1,0,1,6,0,0,1744,4,4,"London : printed for John and Paul Knapton, 1744-47.",London,1188,male,1661,1725,FALSE,"19 Parliaments .  Some members of the Houle of Commons are expelled, on account of their having been concerned in monopolies. Several Miniffers, particularly Peter Smart, present pe zp titions against irregularities in the government of the Church. A dispute happens between the King and the floute of Commons"
0890700106_000105,"A collection of voyages and travels, some now first printed from original manuscripts, others now first published in English. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning. Illustrated with a great numbe of useful maps and cuts, curiously engraven. ...",,93,1,4,0,0,1,1,1,1,1,6,1,0,0,1,0,1,2,1,1,0,0,4,0,0,15,0,1,8,1,0,3,5,4,0,0,2,1,0,1,2,4,0,0,2,1,5,0,2,1,0,1,1,1,0,1,0,0,2,0,2,1732,6,6,"London : printed by assignment from Messrs. Churchill. For John Walthoe, over-against the Royal-Exchange, in Cornhill; Tho. Wotton, at the Queen's-Head and Three Daggers over-against St. Dunstan's Church, in Fleet-Street; Samuel Birt, in Ave-Mary-Lane, Ludgate-Street; Daniel Browne, at the Black-Swan, without Temple-Bar; Thomas Osborn, in Gray's-Inn; John Shuckburgh, at the Sun, next the Inner-Temple-Gate, in Fleetstreet; and Henry Lintot, at the Cross-Keys, against St. Dunstan's Church, in Fleetstreet, MDCCXXXII. [1732].",London,771,unknown,,,FALSE,"T'rk, as I have said, takes more upon him than belongs to a lawful monarch, and is properly a tyrant according to our laws and customs, but perhaps theafiaticks, having been long used to the absolute power of a single person , may think that heavy yoke pleasant and agreeable;"
1394300107_000003,"A new and impartial history of England, From the invasion of Julius Cæsar, to the signing of the preliminaries of peace, in the year 1762. By John Barrow, Esq.;",John Barrow,89,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,6,3,1,3,5,0,0,2,1,1,9,2,1,1,1,0,5,0,0,1,0,2,3,7,1,1,0,2,4,3,2,1,0,0,0,1,5,1,0,1,3,2,1,1763,7,10,"London : Printed for J. Coote, at the King's Arms, in Pater-noster Row, MDCCLXIII. [1763]",London,364,male,,,FALSE,"religious conventions, ordering that the oath of all glance and supremacy thould by exalked from all persons fulpeated of d~idfafc'tion to the king and his governmenat. His majelly now converted his attention to the affairss of Scotland , ordering the troops in that kingdom to be dircharged, the forts to"
0982000400_000014,"The lord Clarendon's History of the grand rebellion compleated. Containing, I. The heads of the great men on both sides, whose Characters he gives, (being 85 in Number) Drawn from Original Paintings of Vandike, A. More, Dobson, Corn. Johnson, and other Eminent Painters. And Engraven by Mr. Vertue, Mr. Vandegutcht, Mr. Sturt, &c. II. The tracts, speeches, letters, memorials, &c. mention'd in the said History, are here at large, and referr'd to the Page therein. With his Lordship's Life. III. Three maps, viz. 1. South Britain (with the Tract of King Charles the Second's miraculous Escape from Worcester.) 2. North Britain. 3. Ireland. IV. Two tables, one of the Heads, and who Painted and Engrav'd them. The other, of all the Battles that was fought; both referring to the Pages in the aforesaid History.",Ned Ward,89,1,4,0,0,1,0,0,1,0,4,0,0,1,1,1,0,0,7,5,0,2,3,0,2,3,4,1,7,5,1,3,0,1,3,1,2,1,0,0,1,8,1,0,2,1,0,1,1,2,0,2,1,0,1,1,0,0,0,2,0,1717,1,1,"London : printed for John Nicholson at the King's-Arms in Little-Britain, MDCCXVII. [1717].",London,356,male,1667,1731,FALSE,"to the Sheriffs of all thecounties, City , and Borougpls of England c. for eleting of the Kniglts, c. to ap. pear and serve in the faid.parliament. And every .oris Chancellor, Keeper, or Conlm iflioners of the (reat Seal, shall at the entering upon their Olice, take the tollowing ()atli;"
0527701000_000100,"A collection of the statutes now in force relative to elections down to the present time, with a copious index: also, an appendix, Containing the Orders of the House of Commons concerning Elections, the Acts regulating the Elections of Peers and Members for Scotland from the Time of the Union, and an Extract of all Controverted Elections determined by Select Committees under the late Mr. Grenville's Acts; with References to the Journals of the House for the Proceedings thereon, and to the printed Reports where the Cases have been reported. By Richard Troward, of norfolk street.","Troward, Richard",99,0,2,0,3,0,2,3,1,0,4,0,0,6,0,1,0,4,0,3,0,0,0,0,1,4,0,0,1,4,1,2,0,0,5,0,7,4,0,0,2,11,0,0,7,0,4,0,0,1,0,0,0,5,5,2,2,0,2,0,0,1790,1,1,"London : printed for the author, at Peterborough-House Press, by D. and D. Stuart; and sold by T. Whieldon, fleet-street; E. Brooke, bell-yard; and J. Debrett, piccadilly, MDCCXC. [1790].",London,445,unknown,,,FALSE,"in the order as the said burghs, are now called in rolls of the parliament of Scotland ; and in cafe that any of the said fifteen commis inca fof drth, fioners from the burghs, shall decease, or or incaepcltv, a - notlr t' be become legally incapable to sit"
1138900123_000046,"A new history of England, from the descent of the Romans, to the demise of his late Majesty, George II Inscribed To his present Majesty, George III. By William Rider, A. B. Late of Jesus College, Oxford. ...",William Rider,96,1,0,2,0,3,0,0,1,0,1,2,2,4,0,0,3,3,1,0,2,2,2,1,0,4,1,1,11,1,1,3,0,0,0,1,0,3,2,1,2,13,1,1,5,2,0,0,1,1,0,0,1,1,0,0,0,0,3,6,0,1761,23,50,"London : printed for S. Crowder and Co. in Pater-Noster Row; and J. Wilkie, in St. Paul's Church-Yard, [1761-64].",London,238,male,1723,1785,FALSE,"to make war against them, who, in all their actions and deliberations, had propored ""no other end, but the care of his king  ·' and the safety and preservation of "" his perlon; that this attempt, was a  breach of the trust rpofed in him by ""his people"
0600300600_000004,"Case of the Royal Boroughs of Scotland; containing objections to the bill submitted to the consideration of Parliament, for altering the constitution of the said boroughs.",General Convention of the Royal Burghs of Scotland,79,0,0,0,1,1,4,0,2,0,5,0,1,3,0,2,0,1,0,5,0,3,1,1,0,1,1,0,2,2,0,0,3,1,0,0,1,4,2,3,0,7,0,1,0,1,1,1,1,0,3,0,1,0,8,3,0,1,0,0,1,1788,1,1,"London : [s.n.], Printed In The Year 1788.",London,89,unknown,,,FALSE,"wife: That is to say, the old "" Councel of the Town; and the new Councel and the "" old, in the zeir aforesaid, fall choose all Officers per"" "" -9 "" teining to the town, as Aldermen, Baillies, Dean of "" Gild, and other Officiares; and that ik craft"
0792200100_000327,"The history of the union between England and Scotland, with a collection of original papers relating thereto. By Daniel De Foe. With an introduction, in which the consequences and probability of a like union between this country and Ireland are considered. To which is prefixed, a life of Daniel De Foe, by George Chalmers, F.R.S. S.A.",George Chalmers,96,0,2,0,4,0,0,1,1,1,3,0,0,6,0,1,0,4,0,2,0,0,0,0,2,3,0,0,1,4,0,3,0,0,5,0,6,3,0,0,1,11,0,0,6,0,4,0,0,1,1,0,0,4,6,2,2,0,6,0,0,1786,1,1,"London : printed for John Stockdale, Piccadilly, 1786.",London,816,male,1742,1825,FALSE,"in his or their place; it is always hereby expressly provided and declared , that none stall be capable to elet, or be elected, for any of the said estates but such as are twenty-one years of age complete, and Protestant, excluding all Papists, or such who, being fufpea of"
0481300120_000094,"The Parliamentary or constitutional history of England; from the earliest times, to the restoration of King Charles II. ... By several hands.",Great Britain. Parliament,92,0,0,5,0,0,0,0,4,0,0,0,3,4,1,6,1,2,0,5,2,2,6,2,2,0,2,2,0,0,1,4,0,1,0,1,1,1,2,7,1,3,0,1,0,1,3,0,2,2,0,0,0,3,2,3,1,2,0,0,1,1761,20,24,"London : printed for J. and R. Tonson, and A. Millar; and W. Sandby, 1761-63.",London,481,unknown,,,FALSE,"and advised, as well by several Persons of Interefr and Fidelity in this Commonwealth, as the Officers  of the Army , to take upon me the Protecion and Government of there Nations in the Manner ex pressed in the said Form of Government , I have accepted thereof, and"
1729500108_000330,"Historical collections of private passages of state. Weighty matters in law. Remarkable proceedings in five Parliaments. Beginning the sixteenth year of King James, Anno 1618. And ending the fifth year of King Charls, Anno 1629. Digested in order of time, and now published, By John Rushworth of Lincolns-Inn, Esq;",John Rushworth,119,0,3,6,1,0,0,1,1,5,6,1,0,0,0,1,0,4,20,4,3,3,0,0,1,3,9,0,7,0,0,2,5,0,0,0,0,11,0,2,1,5,0,0,1,2,0,4,0,0,0,0,0,0,1,1,0,2,1,2,0,1721,8,8,"London : Printed by Tho. Newcomb for George Thomason, at the Sign of the Rose and Crown in St. Paul's Church-Yard, M.DCC.XXI. [1721].",London,625,male,1612,1690,FALSE,"to corroborate the latter part of the 23 Article , 45 Evidencefor the Earl to be recolleaed by him tomorrow, which done, the managers are to fate their Evidence, 47 Examinations taken before the Lords, to be delivered to the Commons appointed to draw up the Charge againli the Earl"
0429000200_000271,The history of the union of Great Britain.,Daniel Defoe,124,0,2,0,2,1,0,3,0,0,5,1,2,3,0,16,0,2,0,8,0,0,0,0,2,3,0,1,0,2,0,1,0,0,4,0,2,4,0,1,1,21,0,1,5,0,1,0,2,4,1,0,0,2,17,0,0,0,1,0,3,1709,1,1,"Edinburgh : printed by the heirs and successors of Andrew Anderson, Printer to the Queen's most Excellent Majesty, Anno Dom, 1709.",Edinburgh,743,male,1660,1731,TRUE,"all Reviews, Redutions or Suspensions of the Sentences in Maritime Cafes competent to the Jurifdlidion of that Court , remain in the same manner after the Union as now in Scotland , until the Parliament of Great britain shall make such Regulations and Alterations, as Shall be judged expedient for"
0233100103_000111,"The present practice of a justice of the peace; and a complete library of parish law. Containing the substance of all the statutes and adjudged cases, down to the year 1790, which point out the Duty and Present Practice of Justices of the Peace, Sheriffs, Under-Sheriffs, Clergymen, Church-Wardens, Overseers, High Constables, Surveyors of the Highway, Constables, Headboroughs, And other County, Ward, and Parish-Officers. By the Rev. Edward Barry, LL.D.","Barry, Edward",102,1,2,0,0,0,0,2,0,3,4,1,0,0,0,7,0,2,7,0,0,0,0,1,2,7,0,1,1,0,0,2,1,0,0,1,1,5,0,1,3,8,3,4,3,0,4,3,0,0,10,4,2,3,0,1,0,1,0,0,1,1790,3,4,"London : printed for the proprietors, and sold by Mess. Simmonds , Pater-Noster Row ; Butters , No. 79, Fleet-Street ; Fletcher, Oxford; and Hodson, Cambridge, MDCCXC. [1790].",London,562,male,1759,1822,FALSE,"attend the the house at the time appointed , by themselves, their. counsel, or agents; and a felet committee Iball be appointed , as direted by the lo & II G. 3, who shall proceed therein as by the said acts are directed: and all rules and regulations in either"
0481100109_000152,"The Parliamentary or constitutional history of England; from the earliest times, to the restoration of King Charles II. ... By several hands.",Great Britain. Parliament,107,1,4,4,3,0,0,1,0,2,6,3,0,0,2,0,0,3,4,1,1,1,0,0,2,12,0,0,9,6,1,1,1,0,6,0,0,1,0,1,2,8,0,2,0,0,1,1,0,5,0,1,0,1,8,1,0,0,0,0,1,1761,9,24,"London : printed for J. and R. Tonson, and A. Millar; and W. Sandby, 1761-63.",London,549,unknown,,,FALSE,"the present Purpose, and die with it: But the Commons thought it better to desire the General to execute Martial Law on such Persons ; who answered, That he would go down immediately, and take all the Precautions possible; and though' the Disbanding of Armies might be irksome to some"
0011300106_000142,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ... . A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,87,0,2,0,1,3,0,0,0,0,1,0,2,2,0,0,1,0,4,4,0,1,1,0,0,2,3,3,6,3,2,6,0,0,0,1,0,1,2,1,3,8,2,2,2,3,0,0,2,1,0,0,0,3,5,1,0,0,2,1,0,1782,6,8,"London : printed for T. Cadell, 1782.",London,607,male,1711,1776,TRUE,"by the example of Scotland , and the too narrow prerogative of Scotland be enlarged from the imitation of England . The Englifi were, at that time, a civilised people , and obedient to the laws : But among the Scots, it was of little consequence how the laws were"
0956500300_000560,"The history of Scotland. Containing all the historical transactions of that nation, from the year of the world 3619. to the year of Christ 1726. Impartially collected and digested into a regular method. By David Scott.","Scott, David",86,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,9,7,1,1,3,1,0,3,1,0,0,2,0,1,2,2,5,1,2,0,6,0,1,9,1,1,1,0,2,0,1,2,1,2,1,0,7,2,0,0,0,0,2,1727,1,1,"Westminster : printed by J. Cluer and A. Campbell, in King's-Street, near the Abbey, M.DCC.XXVII. [1727].",London_fWestminster,801,male,1675,1742,FALSE,"them, to consult such Measures as might contribute to the Peace and Prosperity of the Nation , and bring Matters to a happy Conclusion. After reading the Queen's Letter the Commissioner The Co ade a Speech; wherein he represented the Queen's earnest Desire in fettling missioner's the Succession in the"
1429400101_000434,"The journals of the House of Commons of the kingdom of Ireland, From the eighteenth day of May, 1613, inclusive, in the eleventh year of King James the First, to the seventh day of August, 1666, inclusive, being the end of King Charles the Second's Parliament. Re-printed by order of the Honourable House of Commons. Vol. I.",Ireland. Parliament. House of Commons,114,0,5,1,0,2,0,1,10,15,0,2,1,0,3,4,2,0,0,0,0,1,0,0,0,9,0,0,2,1,5,2,0,0,1,1,2,1,0,4,10,3,2,0,0,1,3,1,1,3,1,0,0,5,0,3,0,3,2,0,1,1796,6,19,"Dublin : Printed by George Grierson, printer to the King's Most Excellent Majesty, M,DCC,XCVI. [1796].",Dublin,1042,unknown,,,FALSE,"wax, iffling for Lands , which by the late usurped Powers were set Rents in Arrear, to Adventurers, Soldiers, and others, who duly paid their refpec&ive Rents in their Leases reserved; and afterwards having the same Lands set out unto them, for Satisfaction of their Adventures or Arrears, wecre not"
0162200200_000166,"The history of Great Britain. Vol.II. Containing the Commonwealth, and the reigns of Charles II. and James II. By David Hume, Esq;",David Hume,98,2,0,0,0,1,0,0,5,0,4,0,1,1,0,0,2,1,1,1,1,1,1,1,0,6,0,1,12,4,0,3,0,1,4,0,1,1,2,1,2,9,5,1,2,1,1,1,1,6,0,0,0,0,0,0,0,0,8,2,0,1757,1,1,"London : printed for A. Millar, opposite Catharine-Street, in the Strand, M.DCC.LVII. [1757].",London,465,male,1711,1776,TRUE,"an association: And the King , who was particularly conversant in Davila, could not fail of recollecting a memorable foreign instance to fortify this domestic experience. THE Commons also passed many votes , which, though' they had not the authority of laws , served however to discover the temper and"
0162600100_000274,"A new and universal history, description and survey of the cities of London and Westminster, the borough of Southwark, And their Adjacent Parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, Comprizing a Circle of Near One Hundred and Fifty Miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity- A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the spacé of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",110,0,5,5,0,2,0,0,6,1,13,0,0,2,1,1,0,3,1,2,1,0,0,0,2,8,0,0,14,0,1,2,0,0,0,0,0,1,2,1,4,6,1,0,5,2,3,2,4,1,0,1,0,1,0,0,0,0,4,2,0,1775,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXV. [1775].",London,822,unknown,,,FALSE,"hald, at the beginning of the war , supported the parliament by their extensive credit and authority . The next confiderat; on of the parliament was to concert measures for putting a period to the life of the unhappy king . In this business oli&er Ciomwell was a principal acor"
1688200103_000022,"The history of Ireland from the invasion of Henry II. With a preliminary discourse on the antient state of that kingdom. By Thomas Leland, D.D. Senior Fellow of Trinity College, and Prebendary of St. Patrick's, Dublin.",Thomas Leland,76,0,0,0,2,3,0,0,0,6,3,1,0,1,0,0,0,4,5,3,1,2,0,2,0,6,2,1,3,2,1,3,1,0,1,2,0,0,3,1,1,2,2,0,3,0,1,2,4,0,1,0,0,0,0,0,0,0,1,0,0,1773,3,3,"Dublin : printed by R. Marchbank, for R. Moncrieffe in Capel-Street, M DCC LXXIII. [1773].",Dublin,671,male,1722,1785,TRUE,"which attended their proceedings, the embarrassment of the king's alfairs, the weakness and d~eaeian of Wei party , the atten svml.. III F tipn tion thewn to the Irish committee , and the furprif mog success of their applications to the throne, were. all powerful incentives to the Irish hqtiles,"
1710500400_000002,"Votes of the House of Commons, of Ireland, Summon'd to meet at Dublin, on Saturday the 12th day of November, in the second year of the reign of His Most Gracious Majesty King George, Annoq; Dom. 1715.",Ireland. Parliament. House of Commons,132,0,6,0,0,0,5,0,0,8,0,0,1,1,8,1,2,0,0,0,0,0,1,1,3,14,1,0,0,2,0,0,0,0,7,3,5,10,0,0,14,7,0,0,0,0,2,0,1,3,3,1,1,18,0,2,0,0,1,0,0,1715,1,1,"Dublin : Printed by Samuel Fairbrother, and are to be sold at his Shop in Skinner-Row, over-against the Tholsel, 1715.",Dublin,362,unknown,,,FALSE,"Kingdom , for which end we shall willingly receive your Advice. We must recommend to you, in the present Conjundure, all reasonable Dispatch in your Proceedings; and fiuch Unanimity in your Resolutions, as may once more put an end to all other diftind6ions in Ireland , but that ofproteflant and"
0144900111_000071,"The history of England, as well ecclesiastical as civil. By Mr De Rapin Thoyras. Vol. XI. Containing Part of the Reign of King Charles I. Done into English from the French, with large and useful notes mark'd with an *, by N. Tindal, A. M. Vicar of Great-Waltham in Essex.",Paul de Rapin,105,0,4,0,0,0,0,0,1,6,3,1,1,2,1,0,1,1,1,6,2,0,1,0,0,12,20,0,5,5,2,0,2,0,1,1,1,2,0,1,0,5,0,0,0,0,1,0,1,6,0,0,0,0,5,1,0,2,1,0,0,1730,11,15,"London : printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, MDCCXXX. [1730].",London,593,male,1661,1725,TRUE,"Stores, was 1641 discovered the Night before and prevented by the Diligence of the Lords Justices of Ireland , who governed in the Absence of the Earl of Leicester, who had been appointed Lord lieutenant some Months before, and was yet in England . This News being communicated to the"
1183600102_000027,"Historical collections the fourth and last part. In two volumes. ... Containing the principal matters which happened from the Beginning of the Year 1645, to the Death of King Charles the First 1648. Wherein is a Particular Account of the Progress of the Civil War to that Period, impartially related. Setting forth only Matter of Fact in Order of Time, without Observation or Reflection. By John Rushworth, late of Lincolns-Inn, Esq; Fitted for the Press in his Life-Time.",John Rushworth,98,0,0,5,0,0,2,0,3,2,4,0,1,0,1,0,0,2,0,1,6,1,0,1,0,10,2,0,3,9,0,1,1,0,1,0,0,5,0,0,3,13,0,5,1,2,2,3,0,0,0,0,0,1,1,0,0,3,2,1,0,1701,2,2,"London : printed for Richard Chiswell and Thomas Cockerill, at the Rose and Crown in St. Paul's Church-Yard, and at the Three Legs and Bible against Grocer's Hall in the Poultry, 1701.",London,680,male,1612,1690,FALSE,"they have often bragged of) do protec their own independent Members ( who are guilty guilty of Capital Crimes) from a due and legal Trial, they drein the Ci Caroli I. ty of London, which now lies at their Mercy, of val: Sums of Moneys, s burden their Suburbs by"
0125800401_000143,"A new geographical, historical, and commercial grammar; and present state of the several Kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. XIII. A General Index. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a New and Correct Set of Large Maps, Engraved by Mr. Kitchin, Geographer. The second edition. In two volumes. ...","Paraire, John",91,1,0,0,0,2,1,1,1,0,4,1,0,0,1,0,4,0,0,0,0,1,2,0,0,3,0,0,4,4,2,7,0,1,1,3,1,2,1,0,1,7,0,0,5,6,4,0,10,2,2,1,0,1,1,1,1,0,1,0,0,1771,1,2,"London : printed for J. Knox, at No. 148, near Somerset-House, in the Strand, MDCCLXXI. [1771].",London,489,unknown,,,FALSE,"laid to be aput, principium, etfinis. For upon their coming together the king meets them, either in person , or by r presentation ; without which there can be no beginning of a par liarrcnt; and he also has alone the power of diflolving them. It is highly necessary for"
