PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(author),termFreq(believ),termFreq(bitter),termFreq(bodi),termFreq(charact),termFreq(common),termFreq(curl),termFreq(envi),termFreq(fame),termFreq(gener),termFreq(hand),termFreq(hate),termFreq(heart),termFreq(idea),termFreq(judgement),termFreq(ladi),termFreq(libel),termFreq(liberti),termFreq(low),termFreq(malic),termFreq(manner),termFreq(merit),termFreq(opinion),termFreq(piqu),termFreq(poem),termFreq(point),termFreq(power),termFreq(print),termFreq(privat),termFreq(public),termFreq(publish),termFreq(read),termFreq(satir),termFreq(satyr),termFreq(scandal),termFreq(scribbler),termFreq(spirit),termFreq(vain),termFreq(vers),termFreq(vice),termFreq(wit),termFreq(work),termFreq(write),termFreq(wrong),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0089100300_000003,The works of Mr. Alexander Pope.,Alexander Pope,37,4,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,3,0,1,0,1,0,1,0,1,5,0,3,2,3,0,1717,1,1,"London : printed by W. Bowyer, for Jacob Tonson at Shakespear's Head in the Strand, and Bernard Lintot between the Temple-Gates in Fleetstreet, 1717.",London,416,male,1688,1744,TRUE,"the undeserving, or the insult of the unfortunate. If I have written well, let it be considered that tis what no man can do without good sense, a quality that not only renders one capable of being a good writer, but a good man. And if I have made any"
0869900102_000160,"The works of Alexander Pope, Esq. complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. A new edition, in five volumes. To which is annexed the life of the author, compiled from Original Manuscripts, with a Critical Essay on his Writings and Genius. By Owen Ruffhead, Esq.",Alexander Pope,36,1,2,0,0,1,0,1,6,0,3,1,1,0,0,0,0,3,1,0,0,1,4,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,1769,2,5,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, B. White, T. Caslon, T. Longman, B. Law, Johnson and Payne, S. Bladon, T. Cadell, and the Executors of A. Millar, MDCCLXIX. [1769].",London,616,male,1688,1744,TRUE,"from the blanket, high in air he flies, And oh! (he cried) what street, what lane but knows Our purgings, pumpings, blanketings, and blows? i55 In every loom our labours hall be seen, And the fresh vomit run for ever green! See in the circle next, Eliza placed, Two babes"
0101000300_000004,"The art of scribling, address'd to all the scriblers of the age. By Scriblerus Maximus.",Scriblerus Maximus,25,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,2,1,3,0,0,0,0,4,1,1,0,1733,1,1,"London : printed for A. Dodd, without Temple-Bar, MDCCXXXIII. [1733].",London,22,unknown,,,FALSE,"you Cibber, for his Muse, engage, Omit that he's unequalled on the Stage. What could disperse the Flights of Sappho's. Muse, Did notjhe Pope in Billingsgate accuse? : To Wit , I'm sure, we can't apply their Sale; That they had none -- unless tis Wit to rail: (How nobler"
1574704205_000002,The works of Alexander Pope Esq. volume V. Containing the dunciad in four books.,Alexander Pope,35,0,8,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,1,0,0,2,0,0,2,0,4,0,0,3,1,0,0,0,1,0,1,0,1,2,0,1756,5,8,"Dublin : Printed for George Faulkner, in Essex-street, MDCCLVI. [1756].",Dublin,336,male,1688,1744,TRUE,"him. Now, if what these people say were believed , I must appear to all my friends either a fool, or a knave; either imposed on myself, or imposing on them; so that I am as much interett ed in the confutation of there calumnies, as he is himself.. I"
0862900147_000010,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,32,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,3,0,0,3,0,1,1,0,2,0,0,1,0,1,2,0,0,4,4,0,1790,47,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,306,male,1709,1784,TRUE,"Printed by J. Roberts, 1742z, p. r. w Battle of the Poets, folio, p. 15 the maker of certain verses to Duncan Campbellx, in that poem , which is wholly a satire upon Mr. Pope, confeffeth, ·- T is true, if finest notes alone could show"" "" high, or regularly"
0182100702_000023,"The beauties of biography: containing the lives of the most illustrious persons who have flourished in Great Britain, France, Italy, and other parts of Europe, Either as Poets, Historians, Divines, Philosophers, Soldiers, or Politicians. In which all superfluous Matter is avoided, and every thing Interesting, Entertaining, or Curious, carefully preserved. Extracted from the Biographia Britannica, Baile's Dictionary, and other valuable works, For the Instruction of Youth of Both Sexes, And calculated to inspire them with a Love of Virtue, and create a Spirit of Emulation absolutely necessary to those who would wish to arrive at any Degree of Superiority in their different Professions, or Amusements. ...",,43,1,3,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,0,0,2,0,2,4,1,3,0,0,0,0,0,2,0,0,6,6,0,1777,2,2,"London : printed for G. Kearsley, at No. 46, near Serjeant's Inn, in Fleet-Street, MDCCLXXVII. [1777].",London,237,unknown,,,FALSE,"Ireland; nor, indeed, was the triumph completed without the a.firtance of our author's second, Dean Swift. It made a new appearance, printed at Loindon, in 17: 8 t' is edition wats prcf: ntc d to the King and Quien by Sir Robert Walpole. In 1729, hythe advice of Lord Boiinghroke,"
0503200200_000547,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. By Giles Jacob, gent.",Giles Jacob,96,0,3,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,34,0,0,0,2,0,2,0,0,1,0,3,2,7,5,5,0,0,4,0,0,0,0,0,0,0,23,0,1729,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for J. and J. Knapton, J. Darby, A. Bettesworth, F. Fayram, W. Mears, J. Pemberton, J. Osborn and T. Longman, C. Rivington, F. Clay, J. Batley, and A. Ward, MDCCXXIX. [1729].",London,771,male,1686,1744,FALSE,"do with it, may be'punifh'd as the Publisher of a Libel . i Hawk. 1t96. And by the better Opinion , a Person can riot justify the Printing any Papers which import a Grime in another, to inftrut Counsel, chut it will be a Libel . id. 414 Sending an"
0094201202_000083,"The works of Alexander Pope, Esq. In four volumes complete. With his last corrections, additions, and improvements. Carefully collated and compared with former editions: together with notes from the various critics and commentators. ...",Alexander Pope,36,2,8,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,2,0,0,1,2,1,0,0,0,2,0,0,0,1,2,3,0,1778,2,4,"London : printed for the Editor, and sold by J. Wenman, No. 144, Fleet-Street, and all other Booksellers in Great Britain and Ireland, MDCCLXXVIII. [1778].",London,364,male,1688,1744,TRUE,"Undertaker for Funerals ihi Fleetfreet, and writ fame of the papers called Pasquin, where by maliciouis lumendoes he endeavoured to represent our Author guilty of malevolent pr3alice with a great man then sunder prosecution of Parliament. Of this man was madj the following Epigram: 4* aa Lo sneering Good *,"
0555300103_000919,"The new encyclopædia; or, modern universal dictionary of arts and sciences, on a new and improved plan. ... In three volumes. By William Henry Hall, Esquire. The third edition. Revised, corrected, and enlarged, with considerable additions, improvements and modern discoveries, by Thomas Augustus Lloyd, ... Illustrated with upwards of one hundred and fifty large superb copper-plates, ...","Hall, William Henry",36,2,2,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,3,0,1,0,6,1,1,0,0,0,0,1,6,2,0,0,1,0,2,0,0,0,1,0,1797,3,3,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1797?].",London,715,male,,,FALSE,"example cannot bemcntiond than a poem entitled, Lonsdo, written in imitation of the third ftire by Juvenal, by the late Dr. Samuel Johnron, who has kept up to the spirit and force of the original. Nor must we omit to mcnion Dr. Young's Love of Fame the Universal Pafian, in"
0088800402_000004,"The works of Alexander Pope, Esq; ... . Containing his Juvenile poems, translations, and imitations; with notes and illustrations.",Alexander Pope,30,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,1,1,3,1,0,2,0,1,0,4,0,0,0,4,0,1789,2,6,"Edinburgh : printed by James Donaldson, M,DCC,LXXXIX. [1789].",Edinburgh,348,male,1688,1744,TRUE,"of the mind. * Curll set up his head for a sign. t His father was crooked, i His mother was much afliicted with! head achll, .e * Say Say for my comfort, languillfhing in bed, "" Just so immortal Mare held his head : "" And when I die,"
0416500106_000061,"The works of Alexander Pope, Esq. In Six Volumes Complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: Printed verbatim from the Octavo Edition of Mr. Warburton.",Alexander Pope,27,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,5,1,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,2,0,2,1,1764,6,6,"London : printed for A. Millar, J. and R. Tonson, C. Bathurst, H. Woodfall, R. Baldwin, W. Johnston, T. Caslon, T. Longman, B. Law, T. Field, R. Withy, and M. Richardson, MDCCLXIV. [1764].",London,376,male,1688,1744,TRUE,"week I repented that with, having been alarmed with a report. of your. lying ill on the road from Ireland; from which I am just relieved by an assurance that you are still at Sir a planting and building; two things that I envy you for, besides a third, which"
0430000102_000104,"The works of Alexander Pope, Esq; complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. Printed verbatim from the last Quarto Edition.",Alexander Pope,29,1,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,1,1,2,0,1,1,0,1,0,3,0,0,0,4,1,1770,2,6,"Dublin : printed for J. Potts, at Swift's head, in Dame-Street, and J. Williams, at No. 5. in Skinner-Row, MDCCLXX. [1770].",Dublin,561,male,1688,1744,TRUE,"odious to him when there was rome ground for commendation, as when there was none. Why did I write ? what sin to me unknown Dipped me in ink, my parents, or my own? 126 As yet a child, nor yet a fool to fame , I lisped in numbers,"
0713600102_000033,The works of Mr. Alexander Pope. ...,Alexander Pope,48,0,10,1,0,2,0,0,1,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,4,1,4,1,2,0,0,1,0,0,0,4,0,5,3,0,0,1735,2,2,"London : printed by J. Wright, for Lawton Gilliver at Homer's Head in Fleetstreet, MDCCXXXV. [1735] [1739?].",London,351,male,1688,1744,TRUE,"reader, be pleased but to cast thine eye on the Proposal below quoted, and on what follows (some months after the former assertion) in the same Journalist of June 8 "" The book"" "" proposed the book by subscription, and raised some thou"" "" of pounds for the fame :"
1028100103_000086,"The works of Alexander Pope, Esq. ... . Containing His Juvenile Poems; Translations and Imitations.",Alexander Pope,34,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,9,0,2,3,0,1,0,1,0,0,0,4,0,0,0,2,0,1764,3,6,"Edinburgh : printed for J. Balfour, MDCCLXIV. [1764].",Edinburgh,328,male,1688,1744,TRUE,"Oldmixon] o&a vo, printed 1728 Gulliveriana and Alexandriana; with an ample preface and Critique on Swift and Pope's Miscellanies. By Jonathan Smedley, printed by J. Roberts, ot. 1728 Charaaers of the Times; or an account of the writings , characters , c. of several gentlemen libelled by S -- and"
0108200600_000054,"The dunciad. An heroic poem. To Dr. Jonathan Swift. With the prolegomena of Scriblerus, and notes variorum.",Alexander Pope,32,0,8,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,6,0,0,4,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1735,1,1,"London : printed for Lawton Gilliver, in Fleetstreet, 1736 [1735].",London,264,male,1688,1744,TRUE,"labour of full g. six years of his life, and that he wholly - f here is certainly nothing in his Style, c.] This irony had small effec in concealing the author . The Daimiad, imperfec as it was, had not been published two days, but the whole town gaive"
1574704205_000007,The works of Alexander Pope Esq. volume V. Containing the dunciad in four books.,Alexander Pope,45,0,11,1,0,1,0,0,1,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,4,1,4,2,1,0,0,1,0,0,0,4,0,3,3,0,0,1756,5,8,"Dublin : Printed for George Faulkner, in Essex-street, MDCCLVI. [1756].",Dublin,336,male,1688,1744,TRUE,"other perlon was equal to it. Next comes his Shakespeare on the stage: "" Let him (quoth one, whom I take to be Mr. THEOBALD, Mill's Journal, June 8, 72zS.) "", publish such an author as he has least studied, and for' *' to discharge even the dull duty of"
0094101304_000030,"The works of Alexander Pope, Esq; Vol. IV. Containing the Dunciad, with the prolegomena of Scriblerus, and notes variorum.",Alexander Pope,37,0,6,0,0,0,1,0,6,1,1,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,3,2,1,2,0,0,0,0,0,0,0,1,0,1,1,2,1,1736,4,4,"London : printed for L. Gilliver, and J. Clarke, at Homer's Head against St. Dunstan's Church in Fleetstreet, MDCCXXXVI. [1736].",London,268,male,1688,1744,TRUE,"R K S. V .46. The phantom, more.]ttappears from hence that this is not the name of a real person, but fiiitious; More from pa -; fult tue, feet; iltia, to represent the folly of a plagiary. Thus Erafmtis: Adm. - nuit me Mori cognomen tibi, quod tam ad Morix"
1004400200_000001,The refutation; a poem. Addressed to the author of The justification.,,36,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,1,0,1,0,2,0,1,1,0,0,0,0,8,0,1,0,0,0,3,5,1,1,0,1,1778,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXVIII. [1778].",London,21,unknown,,,FALSE,TH E RE F U T AT 0 N; A P O E M. Addressed to the AU T H OR of JUSTI Si 1 I C A TIO N - ONE SHILLING and SIXPENCE.] T H E R E TIF AT I O A P 0 E m1 Addressed
0346501800_000097,The pursuits of literature. A satirical poem in four dialogues. With notes.,Thomas James Mathias,34,1,1,2,0,0,3,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,4,2,0,1,0,2,0,3,0,1,2,1,0,1798,1,1,"London : printed for T. Becket, Pall Mall, 1798.",London,416,male,1754,1835,FALSE,"word for mrjderinsg ( 334) (Alike to me, encased in Grecian bronze, Koran. against rrh an edition of such a poet. Does any h sband, orfather, think ofcautioning his wife, his daughter, or his son, againstoary part whatsoever of Pope's works ? If this edition becomes general , it will"
0089100402_000058,The works of Mr. Alexander Pope. Volume II.,Alexander Pope,48,0,10,1,0,2,0,0,1,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,4,1,4,1,2,0,0,1,0,0,0,4,0,5,3,0,0,1735,2,2,"London : printed by J. Wright, for Lawton Gilliver at Homer's Head in Fleetstreet, MDCCXXXV. [1735].",London,473,male,1688,1744,TRUE,"cast thine eye on the: Proposal below quoted, and on what follows (some months after the former assertion) in the same Journalist of June 8 ""The bookseller props'd the book by subscription, and raised some thousands of pounds for the fame : I believe the gentleman did not "" share"
1773100100_000053,"The Dunciad. With notes variorum, and the prolegomena of Scriblerus. Written in the year, 1727.",Alexander Pope,43,0,4,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,12,0,3,1,0,2,0,0,0,0,0,5,0,0,0,2,0,1735,1,1,"[London, 1735].",London,217,male,1688,1744,TRUE,"and the Temple of Fame , By Mr. Dennis. Printed for E. Curl , 1717, price I s. 6 d. Satires on the Translators of Homer, Mr. P. and Mr. T. Anon. Bez. Morris, 1717, price 6 d. The Triumvirate, or a Letter from Palhemon to Celia at Bath. Anon."
0842700103_000227,"The works of the late Right Honorable Joseph Addison, Esq; ... . With a Complete Index.",Joseph Addison,34,1,5,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,1,2,0,0,1,0,5,1,0,0,0,1,0,3,2,0,1761,3,4,"Birmingham : printed by John Baskerville, for J. and R. Tonson, At Shakespear's Head in the Strand, London, MDCCLXI. [1761].",Birmingham,593,male,1672,1719,TRUE,"aversion to everything that is good, jult or laudable, are naturally seasoned and prepared for pain and misery. Their torments have already taken root in them, they cannot be happy when divefled of the body , unless we may suppose, that providence will, in a manner , create them anew,"
0861600104_000001,"The works of Alexander Pope, Esq. In nine volumes, complete. With notes and illustrations by Joseph Warton, D.D. and others. ...",Alexander Pope,40,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,7,11,0,1,0,1,0,2,1,1,0,1,0,1797,4,9,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, J. Nichols [and 13 others in London], 1797.",London,451,male,1688,1744,TRUE,"THE W R K S OF Alexander Pope, Esq. IN NINE VOLUMES, COMPLETE. WITH NOTES AND ILLUSTRATIONS By JOSEPH WARTON, D.D.. AND OTHERS. VOLUME THE FOURTH. LONDON: Printed for B. LAW, J. JOHNSON, C DILLY, G. C and J. ROBINSON, J. NICHOLS, R. BALDWIN, H. L GARDENER, F. and C"
0587800103_000172,"The critical and miscellaneous prose works of John Dryden, now first collected: with notes and illustrations; an account of the Life and writings of the author, grounded on original and authentick documents; and a collection of his letters, the greater part of which has never before been published. By Edmond Malone, Esq. ... . Part I.",Edmond Malone,42,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,8,1,1,1,0,1,1,0,3,0,0,0,0,0,1,1,9,2,3,0,1800,4,4,"London : printed by H. Baldwin and Son, New Bridge-Street, for T. Cadell, Jun. and W. Davies, in the Strand, M,DCCC. [1800].",London,657,male,1741,1812,FALSE,"took his hint; for he began immediately upon the story, though he had the baseness not to acknowledge his benefactor, but, instead of it, to traduce me in a libel .' 9 Blackmore's PRINCE ARTHUR, an heroic poem in ten books, (strange to tell) passed through two editions in folio,"
0447600202_000098,"The works of Monsieur Boileau. Made English from the last Paris edition, by several hands. To which is prefix'd his life, written to Joseph Addision, Esq; by Mr. Des Maizeaux. And some account of this translation by N. Rowe, Esq; Adorn'd with cuts.",Nicolas Boileau-Despréaux,32,0,4,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,2,0,1,0,4,1,0,1,0,3,2,1,0,0,1,1711,2,2,"London : printed for E. Sanger at the Post-House, and E. Curll at the Dial and Bible, both in Fleet-Street, MDCCXII. [1712].",London,475,male,1636,1711,FALSE,"two says he Jfiall be one flesh;; he that is joined to the Lord is one Spirit . Flee Fornication. Who doubts but these Words present Things to the Mind that would make one blush if they were expressed in Phrases, which Decency would not admit admit of. But betides"
0259300105_000021,"The works of Alexander Pope, Esq. In nine volumes complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: printed from the octavo edition of Mr. Warburton.",Alexander Pope,22,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,1,0,2,1,0,1,1,0,1,0,1,0,1756,5,9,"London : printed for H. Lintot, A. Millar, J. and R. Tonson and S. Draper, and C. Bathurst, M.DCC.LVI. [1756].",London,372,male,1688,1744,TRUE,"dinner. fefi -- frugefque receptas et torrere parant flammis: What hasfcoplu lis pendentibus here to do? Indeed the aquae dukes andfedilia are Comething; sweet wvaters to drink, and seats to rest on: the other is firely an error of the Copyists. Restore it, without the lead scruple, Populis prandentibus. But"
0898500401_000002,"Poems. By Charles Churchill. In two volumes. To which is added, the life of the author. ...",Charles Churchill,53,1,6,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,8,4,0,5,2,0,0,2,7,0,2,1,0,0,0,0,0,1,0,1,4,2,0,1769,1,2,"Hague : printed for J. Changuion, at Amsterdam, M.DCC.LXIX. [1769].",The Hague,301,male,1731,1764,TRUE,"seems new amongst us. While in other schools our young misses are taught the arts of personal allurements only, this sensible governess pays the ftrieteft attention to the minds of her young pupils, and endeavours to fit them for the domestic duties of life, with as much assiduity as they"
1773800400_000003,"The Dunciad, variorum. With the prolegomena of Scriblerus.",Alexander Pope,39,3,5,1,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,1,0,0,2,1,0,3,1,0,1,0,3,0,0,2,0,0,0,0,1,3,0,1,2,2,0,1729,1,1,"London : printed for A. Dob, 1729.",London,157,male,1688,1744,TRUE,"all the good ones in the World; and not one of a Hundred had ever been called by his right Name. They mistake the whole Matter; It is not Charity to encourage them in the Way they follow, but to get them out of it: For Men are not Bunglers"
0838400100_000669,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the history and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The sixth edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, Gent.",Giles Jacob,92,0,3,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,33,0,0,0,2,0,2,0,0,1,0,4,2,7,2,1,0,0,5,0,0,0,0,0,0,0,24,0,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch and L. Hawes, S. Austin, J. Hodges, A. Millar, C. Corbett, J. and J. Rivington, J. Ward, and W. Johnston, MDCCL. [1750].",London,833,male,1686,1744,FALSE,"3 Mod. zlz. The Printing of a Petition to a Committee of Parliament, (which would be a Libel against the Party complained of, were it made for any other Purpose) and delivering Copies thereof to the Members of the Committee, is not the Publication of a Libel , being julified"
0076801000_000099,"A collection of all the dialogues written by Mr. Thomas Brown: one of them entituled, Democratici vapulantes, being a dialogue between Julian, and others, was never before printed. To which are added, his translations and imitations of several odes of Horace, of Martial' Epigrams, &c.",Tom Brown,25,0,2,0,0,0,1,2,0,0,0,0,3,0,1,0,0,1,1,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,1,0,1704,1,1,"London : printed and sold by John Nutt near Stationers-Hall, 1704.",London,388,male,1662,1704,FALSE,"more to be sari concerning the * following Dialogue, than that it was writtoe about a Month ago, as several Gentlemen in Town know very well; and that it had been then publishej, but for a particular Reason, that s, not perhaps so very convenient to be told. The Author"
0612100700_000003,"The satyrs of Decimus Junius Juvenalis: and of Aulus Persius Flaccus. Translated into English verse by Mr. Dryden, and several other eminent hands. To which is prefix'd a discourse concerning the original and progress of satyr.",Persius,39,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,2,0,1,4,0,0,0,4,0,2,0,0,1,0,4,1,6,0,1732,1,1,"Dublin : printed by and for Sam. Fuller, at the Globe in Meath-Street, 1732 [1733].",Dublin,461,male,34,62,FALSE,"have that Neceility of your Writing , that we cannot subsist entirely without it; any more( I may almofi say) than the World without the dailycourfe of ordinary Providence; methinks this Argument might prevail with you, my Lord, to forego a little of your Repose for the public Benefit. Tis"
0012700401_000035,"Ellinor; or, the world as it is. A novel. In four volumes. By Mary Ann Hanway. ...",Mary Ann Hanway,29,0,2,1,0,0,0,1,0,2,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,0,0,1,2,1,4,0,1798,1,4,"London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, M.DCC.XCVIII. [1798].",London,332,female,,,FALSE,"of Campley, and the comments on the trarontanes that composed his party, gave them sufficient subject of conversation for the remainder of the evening; all rejoiced at, none commiserated, his distress. The Ranelagh story became the general topic of the haut tonne campley, whose ironical wit would not have spared"
0112700110_000029,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements; together with all his notes, as they were delivered to the editor a little before his death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,29,1,1,2,0,0,0,1,0,2,0,1,0,0,0,0,0,4,1,2,0,0,0,2,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,2,0,1,1,1757,10,10,"London : printed for A. Millar; J. and R. Tonson; H. Lintot; and C. Bathurst, MDCCLVII. [1757].",London,334,male,1688,1744,TRUE,"to come out anonymously, as pub lilied by the Commentator, with all his pomp of prefaces, c. and among many complaints of spurious editions? I am thinking whether the Editor thould not follow the old style of, This excellen I T author , c. and refine in many places when"
0552500102_000064,"The works of J. S, D.D, D.S.P.D. in four volumes. Containing, I. The author's miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. His papers relating to Ireland, consisting of several Treatises; among which are, The Drapier's Letters to the People of Ireland against receiving Wood's Half-Pence: Also, two Original Drapier's Letters, never before published. In this edition are great alterations and additions; and likewise many pieces in each volume, never before published.",Jonathan Swift,31,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,1,1,0,1,0,0,5,0,1,3,1,1,0,1,1,0,0,0,0,0,1,1,3,0,1,1,1735,2,4,"Dublin : printed by and for George Faulkner, Printer and Bookseller, in Essex-Street, opposite to the Bridge, MDCCXXXV. [1735].",Dublin,490,male,1667,1745,TRUE,"Impulse, urge your Mind, Impartial Judge within your Breast What Subject you can manage best; Whether your Genius most inclines To Satire , Praise, or humorous Lines To Elegies in mournful Tone, Or Prologue sent from Hand unknown, Then rising with Autrora's Light, The Muse invoked, sit down to write"
0429200300_000011,A memoir of the life of the late Robert Burns; written by R. Heron.,Robert Heron,42,0,0,1,0,0,2,2,0,0,0,4,2,0,1,0,1,0,0,0,0,0,3,2,1,0,3,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,3,2,7,2,1797,1,1,"Edinburgh : printed for T. Brown, North Bridge Street, 1797.",Edinburgh,57,male,1764,1807,FALSE,"diale&, and in similar rhymes, many of the same topics which are celebrated by BURNS. But, what with BURNS awes or fascinates; in the hands of others, only disgusts by its deformity, or excites contempt by its meanness and uninteresting simplicity. A THIRD quality which the life and the writings"
0118703600_000030,"The Dunciad, variorum. With the prolegomena of Scriblerus.",Alexander Pope,35,1,1,0,0,0,0,0,4,0,2,1,1,0,0,1,0,3,1,0,0,1,2,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,0,0,8,0,0,2,0,0,1729,1,1,"[Dublin] : London: printed and reprinted, for the booksellers in Dublin, 1729.",Dublin,209,male,1688,1744,TRUE,"His be yon Juno of majestic size, "" With cow like udders, and with ox like eyes. R EM A .R K S. V E RS E 49 See in the circle next, Eliza plae'd3 In this game Is ex posed in the mors contemptuous manner , the profligate licentioufne~"
