PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(action),termFreq(administr),termFreq(agre),termFreq(assign),termFreq(bond),termFreq(brought),termFreq(cafe),termFreq(cau),termFreq(charg),termFreq(cite),termFreq(condit),termFreq(court),termFreq(coven),termFreq(creditor),termFreq(death),termFreq(debt),termFreq(deceas),termFreq(decre),termFreq(defend),termFreq(devis),termFreq(dure),termFreq(estat),termFreq(evid),termFreq(execut),termFreq(executor),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(indentur),termFreq(judgment),termFreq(laid),termFreq(land),termFreq(law),termFreq(legaci),termFreq(life),termFreq(mention),termFreq(monei),termFreq(paid),termFreq(parti),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(present),termFreq(prove),termFreq(receiv),termFreq(recit),termFreq(releas),termFreq(rent),termFreq(sever),termFreq(statut),termFreq(suit),termFreq(term),termFreq(wife),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
0638200102_000826,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",109,1,1,2,4,4,2,0,3,0,2,0,0,1,2,6,2,9,4,0,0,0,3,0,0,1,7,1,2,1,1,0,0,0,1,0,2,0,0,1,0,2,6,13,0,0,0,0,7,0,0,1,2,0,8,0,3,4,0,1749,2,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,968,male,,,FALSE,"or before the 2 ft Day of uly next, pay or cause to be C its hall paid unto each and every of us the said Creditors , Parties hereunto, the Sum of ss. in the be in fu. Pound, Part of the said 14s. for every Pound or 20s."
1184400600_000389,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To which is added, a state of the present general traffick of the whole world ; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted from the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The third edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,80,0,0,0,0,1,0,3,3,0,1,1,0,3,1,2,0,3,0,7,1,3,1,6,0,0,0,0,0,1,0,4,0,0,0,4,0,1,4,1,5,2,2,2,1,7,0,0,0,0,1,1,1,0,0,1,1,1,4,1771,1,1,"London : printed for J. Rivington, T. Longman, B. Law, S. Crowder, T. Becket, T. Cadell, Robinson and Roberts, and R. Baldwin, M.DCC.LXXI: [1771].",London,928,male,,,FALSE,"had oined in cutting off Remainders created by a voluntary Settlement; the Court on a Bill brought by a remote Relation, had refused to punish them, as distinguishing betwixt a voluntary Settlement, and one made on a valuable Consideration; vet he had not known a Precedent where the Court ever"
0677300400_000134,"Reports of cases argued and determined in the High Court of Chancery. During the time of the late Lord Chancellor King. Collected by William Mosely, Esq. Late Barrister at Law. Published with Notes, and many thousand References, and two Tables; one of the Names of the Cases; the other of the Principal Matters.",Great Britain. Court of Chancery,106,0,0,0,2,2,0,0,5,0,0,0,0,2,1,0,0,3,0,0,4,4,1,14,0,2,8,1,0,0,0,9,1,0,1,11,1,1,0,0,7,6,0,2,7,3,0,0,0,1,0,1,1,1,0,1,0,2,1,1793,1,1,"Dublin : printed for William Jones, No. 86, Dame-Street, and Henry Watts, No. 3, Christ Church-Lane, 1793.",Dublin,512,unknown,,,FALSE,"release of errors, and consent not to bring error; ran ai to 2 Y, ni, the other ejectment, the injuncion must be diblhoed. 270 c.re 52 Saturday, january the 31ft. At the ro's. ALLEYN versus ALLEYN. Mr. Attorney General for the plaintif. SAMUEL silepkezfon, on the 29th of Odcr7, 1727,"
0595400500_000115,"Cases argued and decreed in the High Court of Chancery, From 1676 to 1706. By the Honourable Richard Freeman, Esq; Late Lord Chancellor of Ireland. Revised and Published By Thomas Dixon of Gray's Inn, Esq;",Great Britain. Court of Chancery,92,3,0,0,0,1,0,4,1,0,0,0,0,1,3,0,1,4,0,10,4,2,0,4,0,0,3,0,3,0,0,4,0,1,1,3,4,10,0,1,6,2,0,3,3,1,0,0,1,1,0,0,1,3,0,1,1,1,0,1742,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;), MDCCXLII. [1742].",London,325,unknown,,,FALSE,"some Purchase Moneys of an Estate sold by the Intcftate, and remaining unpaid? Decreed for the Heir , 1 26 An Heir's undertaking to pay Debts , to prevent making a Will, out of Land , shall bind him, 137 Held where Lands are to be sold for Childrens Portions,"
0503200200_000486,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. By Giles Jacob, gent.",Giles Jacob,98,2,2,1,1,1,2,3,2,0,2,0,0,0,0,1,2,1,0,1,5,0,3,2,0,0,13,0,0,0,0,0,0,0,1,1,4,0,0,0,3,1,1,1,9,2,3,4,0,0,2,0,2,0,9,2,1,2,6,1729,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for J. and J. Knapton, J. Darby, A. Bettesworth, F. Fayram, W. Mears, J. Pemberton, J. Osborn and T. Longman, C. Rivington, F. Clay, J. Batley, and A. Ward, MDCCXXIX. [1729].",London,771,male,1686,1744,FALSE,"where several Damages were found, the Plaintiff was allowed to release those for the Battery, and had Judgement for the Ejeament. i Danv. 3 A Person cannot as Adminiftraror, c. join an a&lion for the Right of another, with any aion in his own Right; because the Coils will be"
0571000500_000015,"A succinct view of the law of mortgages. With an appendix, containing a variety of scientific precedents of mortgages. By Edward Coke Wilmot, of Gray's Inn.","Wilmot, Edward Coke",95,1,0,1,2,2,2,1,1,0,8,0,0,1,2,1,4,6,0,1,0,3,0,17,0,0,1,0,0,0,0,4,1,0,0,3,0,4,2,1,4,2,0,4,8,1,0,0,0,0,0,1,0,0,2,0,2,2,0,1798,1,1,"London : printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn, 1798.",London,237,unknown,,,FALSE,"W. ojbaldfjlon, in his life time, mortgaged part of his ellate for securing, Sool. and interest, which remained a charge at his death . Jane Bapytun paid off 5ool., part of this 1, 500o. and afterwards borrowed a further sum of 2, 5001 on mortgage of the estates , which"
0640200702_000089,"The scrivener's guide. ... Being choice and approved forms of precedents of all sorts of business now in use and practice, in a much better Method than any yet Extant; and useful for all gentlemen, especially those that practice the law, viz. Articles of Agreement, Assignments, Acquittances, Bankrupts, Bargains and Sales, Bills, Bonds, Certificates, Conditions, Copartnerships, Copyhold Precedents, Covenants, Defeazances, Deputations, Grants, Jointures, Indentures, Leases, Letters of Attorney, Licences, Memorials, Mortgages, Obligations, Partitions, Petitions, Provisos, Releases, Revocations, Settlements of Estates, Warrants, &c. Wills, By Nicholas Covert, one of the Attornies of the Court of Common Pleas. Revised, corrected, and very much improved, by William Bohun of the Middle Temple, Esq; To this fourth edition is also added very large additions by an eminent hand.","Covert, Nicholas",97,0,0,4,1,5,2,2,0,0,2,0,3,0,2,0,0,1,0,0,0,2,2,0,0,1,9,0,5,1,0,4,1,0,4,2,4,0,1,1,6,1,6,4,4,0,0,0,1,0,1,0,1,6,2,0,2,4,0,1724,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer; Esq;) for A. Beltesworth in Pater-Noster Row, W. Mears and F. Clay without Temple Bar, T. Woodward and J. Hooke in Fleetstreet, MDCCXXIV. [1724].",London,536,unknown,,,FALSE,"take the Rents and Profits .thereof, to his and their own proper ilfes, until .the firt Default of Payment shall. be. made of the Sums of Money , in the Proviso and Condition aforesaid expressed, without any Let, Hindrance or Denial of or.y the · B. his Executors , Adminifrators"
0836900300_000297,"A new abridgment of cases in equity, and of such cases at law, as relate to equitable subjects; from 1735, to the present time. By Josiah Brown, Esq. Barrister At Law, And Editor Of The Cases In Parliament. Vol.I.",Josiah Brown,90,7,1,3,0,0,4,1,5,0,5,0,1,3,1,0,0,1,0,3,5,0,1,2,1,0,5,2,0,0,7,2,0,1,0,0,2,1,1,0,5,2,0,3,3,5,1,1,1,2,0,0,0,0,0,0,2,0,0,1793,1,1,"London : printed (for the author) by A. Strahan and W. Woodfall, Law-Printers To The King's Most Excellent Majesty; and sold by R. Pheney, Bookseller, Inner-Temple-Lane, Fleet-Street, 1793.",London,557,unknown,,,FALSE,"a receipt of assets, and an express declaration by him, that the money was put out, because not payable immediately, and that it would be ready at twenty-one, it would be too much after this to direct an account . It is true, that on circumstances, the Court will not"
0860401100_000299,"A general abridgment of law and equity alphabetically digested under proper titles with notes and references to the whole. By Charles Viner, Esq;",Charles Viner,110,2,0,2,1,0,0,1,1,0,2,0,0,0,0,1,1,14,1,2,1,2,0,5,0,3,29,0,3,3,0,1,0,0,0,4,4,5,0,0,1,2,0,2,4,3,0,1,0,2,0,0,0,5,0,1,1,0,0,1757,1,1,"Aldershot in Hampshire near Farnham in Surry : printed for the author, by agreement with the law-patentees, [1757?].",Aldershot,485,male,1678,1756,FALSE,"Ann x5. The Executor of an Executor is Executor to the ift Testator, and may have an aetion of Debt Jfr the Arrearages of an Annuity due unto him. Finch's Law , 173 x6. If A. recovers a Debt as Executor of J. S. and makes B. his Executor and"
0845800100_000063,"A system of English conveyancing, adapted to Scotland. By James Mcnayr, writer.","M'Nayr, James",108,0,0,9,1,16,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,1,0,2,0,2,9,0,2,1,1,9,9,0,1,3,4,0,0,4,1,2,1,4,4,0,0,0,1,0,0,4,5,0,2,0,0,3,0,1797,1,1,"Glasgow : printed by David Niven, M,DCC,LXXXIX. [1797].",Glasgow,310,male,1757,1808,FALSE,"bond , hall cease, determine, and become absolutely co,, t a for void and of no effet. AND the said A, for himself, his heirs , payment of the executors , administrators , and assigns ,  Doth hereby covenant , promise, and agree , to and with the said"
0172200301_000054,"The modern conveyancer: or conveyancing improved. Being a choice collection of precedents on most occasions: drawn after the manner of conveyancing now in use. BY The Greatest Hands of the Present Age; Of which some are still living. Consisting of Settlements of Estates upon Marriages, Bargains and Sales, Ecclesiastical Instruments, Mortgages, Leases, &c. With an Introduction concerning Conveyancing in General. Vol. I.",,103,1,0,6,1,10,0,0,0,0,1,0,1,2,2,0,0,0,1,1,0,0,2,1,0,0,11,0,6,3,0,1,7,0,1,1,2,0,0,2,3,2,0,4,2,0,0,0,3,0,3,4,1,7,6,0,1,4,0,1717,1,1,"[London] : In the Savoy: printed by Eliz. Nutt (executrix of J. Nutt, assignee of Edward Sayer Esq;) for J. Walthoe in the Middle-Temple-Cloisters, and J. Walthoe, Jun., against the Royal Exchange in Cornhill, 1717.",London,550,unknown,,,FALSE,"aforesaid, and all and fingu t the Premises with the Appurtenances herein eforementioned to be hereby granted , bar ned, sold, assigned and fet over, and every art and parcel thereof, and to receive and take crents, lffues and Profits of the same, to his dtheir own properufe and Uses,"
0836700201_000533,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,93,0,2,1,2,0,9,1,3,0,1,0,4,1,0,1,2,9,0,0,13,0,0,1,0,5,2,1,1,0,0,2,0,1,1,0,1,0,0,2,1,1,0,1,1,6,2,6,1,1,0,0,0,0,1,4,0,1,1,1771,1,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,896,male,,1789,FALSE,"and recovered pending the commis on, and before any certificate obtained, and the judgement was afterwards affirmed on error, and costs given n such affirmance. And the court discharged him as to all; for not having is certificate he could not plead to the action , and these ofts were"
1262400500_000032,"The clerk's magazine, or law-repository. or Law-Repository. Containing: a variety of the most useful precedents, of Articles of Agreement, Bonds, Bills, Releases, Letters and Warrants of Attorney, Awards, Bills of Sale, Gifts, Grants, Leases, Assignments, Mortgages, Judgments, Surrenders, Jointures, Covenants, Co-Partnerships, Charter-Parties, Letters of Licence, Compositions, Conveyances, Partitions, Wills, and all other Instruments that relate to the publick Business. With Necessary Directions for making Distresses for Rent, &c. as the Law between Landlord and Tenant now stands. To which is added, The Doctrine of Fines and Recoveries, in their Forms. Together with Those of Common Writs, Assidavits, Memorials for registering Deeds, and Assignments of Judgments, pursuant to the several Acts of Parliament made in Ireland. As also a choice Collection of declaration[s] in the King's-Bench, Common-Pleas and Exchequer, To this edition are added. Several useful precedents, and an appendix relating to Business in Chancery; the whole calculated, and now much enlarged, for the Use of young Gentlemen of the Law and others in this Kingdom.",Practitioner in the law,100,0,0,9,2,6,5,0,0,0,3,0,4,1,2,0,0,1,0,0,1,0,1,5,0,1,10,0,5,0,1,4,1,1,2,2,5,0,2,1,2,3,2,3,2,0,0,0,5,0,0,5,0,0,0,0,1,2,0,1753,1,1,"Dublin : printed by and for Oli. Nelson, at Milton's Head, and for S. Cotter under Dick's Coffee-House, in Skinner-Row, MDCC,LIII. [1753].",Dublin,232,unknown,,,FALSE,"hereby likewise acknowledge, he the said A. B. by and with the Direction and Consent of the said C D. teltified as aforesaid, hath granted , bargained, sold, assigned , transferred and let over, and by these Presents , doth grant , bargain, fell, affgn, transfer and set over, unto"
0528500100_000165,Precedents in Chancery: being a collection of cases argued and adjudged in the High Court of Chancery; from the year 1689 to 1722.,Great Britain. Court of Chancery,109,0,1,0,2,0,12,4,8,0,2,1,1,3,0,3,1,5,0,1,1,3,0,0,0,1,2,0,1,0,6,11,0,0,0,10,7,1,0,0,2,1,0,1,3,4,0,1,0,0,0,0,0,0,0,3,0,4,3,1747,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer,), 1747.",London,635,unknown,,,FALSE,"before he redeemed, as without Question he might have Alineeofthe r t rr'll I. - Ts·. their of the done upon such a Bill brought by the Heir at Law of Mortgagor the Mortgagor before any Sale made. to pay ob the Mortgage Money and the Bond Debt . And"
0503400300_000166,"The office and duty of executors; or, a treatise directing testators to form, and executors to perform their wills and testaments according to law. What a Man may give or dispose of by his Will; of Revocations and new Publications of Wills. Of the State of Things upon the Testators Death; what may be done by an Executor, &c. Of proving Wills, and of the Fees payable for the Probates. What Things shall come to Executors by or after the Testators Death. Cases between Heir and Executor; and of Suits by or against them; and of the Method of Payment of the Testator's Debts. Of Devastavit or Wasting; and of an executor in his own wrong. Of married Women and Infant Executors; of Legacies; of Executors of Executors; of Administrators. Originally compiled by that Approved and Judicious Author Thomas Wentworth of Lincoln's Inn, Esq; To which is added, the supplement of H. Curson, Gent. many Hundred References, by a Barrister of Grey's Inn; and since revised and brought down to the present Time, by Geo. Wilson, Serjeant at Law.","Doddridge, John, Sir",113,1,5,12,0,0,0,1,1,0,2,1,0,7,0,0,1,5,1,0,1,2,0,2,1,2,17,0,5,0,1,1,0,0,0,4,3,1,1,0,0,0,2,2,5,1,2,5,1,11,0,0,4,1,0,0,0,1,0,1774,1,1,"London : printed by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty. For, T. Waller, W. Strahan, P. Uriel, B. Tovey, and W. Flexney, MDCCLXXIV. [1774].",London,559,male,1555,1628,FALSE,"by sale of lands is assets 193 N. Nuncupative testament, what 7 Nuncupative testament to be proved , and put in writing ibid. Nuncupative will not pleadable in any court before probate 26 0 Ordinary not charged for putting his feal, not knowing the willto be forged is Obligee executor"
1559600401_000028,"The new pocket conveyancer; or, Gentleman, tradesman, lawyer and attorney's magazine of law. Being a collection of choice approved precedents, useful for all lawyers, attornies, notaries, clerks, stewards, agents, merchants, tradesmen, and especially farmers and country gentlemen, consisting of agreements. Appointments. Assignments. Awards. Bargains and sales. Bills of sale. Bonds. Covenants. Declarations of trust. Defeazances. Disclaimer. Exchanges. Deeds of gift. Grants. Leases. Letters of Attorney. Letters of licence and composition. Memorials. Mortgages. Partitions. Partnership. Releases. Revocation. Separation. Settlements. Uses. Wills, &c. &c. Compiled from the best authors who have written on these subjects, with the addition of many excellent original precedents. By a gentleman of Lincoln's Inn.",Philip Carteret Webb,118,0,0,8,1,10,0,1,0,0,3,0,4,0,4,0,0,0,0,0,1,0,3,2,0,1,14,0,8,1,0,4,8,1,4,0,4,0,0,1,2,3,0,2,6,0,0,0,3,0,1,6,0,6,1,0,2,3,0,1761,1,2,"Dublin : printed for Richard Watts, in Skinner-row, M,DCC,LXI. [1761].",Dublin,197,male,1702,1770,FALSE,"without any deduaion. or abatement for or in refpea of any taxes, rates, charges , affeffinents, impositions or duties wharfoever, taxed, laid , assessed or rated, or to be taxed, laid , assessed or rated, by authority of parliament or otherwise howfobever; that then and from thenceforth, this present indenture"
1064500102_000871,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",128,0,0,1,0,10,38,0,2,0,0,0,0,3,3,7,0,6,3,1,0,0,0,2,0,0,1,0,0,1,1,1,1,2,0,1,0,0,0,1,19,7,0,7,1,0,2,0,0,0,0,2,1,0,1,0,1,0,2,1762,2,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,901,male,,,FALSE,"indemnify the Assignor (or As signor of an Assignor, as the Cafe is) of a Bond , in an Assignment by Indentures . 404 An absolute Assignment of a Bond , wherein there is a Covenant , that if the Money shall not be duly paid by the Obligor at"
0836900300_000196,"A new abridgment of cases in equity, and of such cases at law, as relate to equitable subjects; from 1735, to the present time. By Josiah Brown, Esq. Barrister At Law, And Editor Of The Cases In Parliament. Vol.I.",Josiah Brown,109,0,3,0,2,0,6,2,0,0,0,0,1,3,1,1,1,5,0,0,17,0,0,3,0,1,0,4,1,0,0,4,3,0,0,5,2,0,0,1,0,1,0,2,1,10,13,4,1,0,1,0,3,3,3,1,0,0,0,1793,1,1,"London : printed (for the author) by A. Strahan and W. Woodfall, Law-Printers To The King's Most Excellent Majesty; and sold by R. Pheney, Bookseller, Inner-Temple-Lane, Fleet-Street, 1793.",London,557,unknown,,,FALSE,"heir of Matthew Nightingale, upon a bond executed by Matthew to Joan, for the payment of 2ool. To To this acion the defendant by his plea , admitted himself to be the son and heir of miatthew the obligor, but said, that his father in his lifetime was foiled of"
1066200105_000221,"The reports of Sir Edward Coke, Knt. in English, in thirteen parts complete; with references to all the ancient and modern books of the law. Exactly translated, and compared with the First and Last Edition in French, and printed Page for Page with the same. To which are now added, the respective pleadings, in English. The whole newly revised, and carefully corrected and translated, with many additional notes and references, By George Wilson, Serjeant at Law.",Edward Coke,85,0,2,1,1,1,2,0,7,0,1,1,0,1,12,0,2,2,0,0,2,7,1,2,0,1,2,0,2,1,0,0,4,0,0,0,5,2,1,0,0,0,0,0,0,3,0,1,0,1,0,0,11,0,0,0,2,3,1,1777,5,7,"London : printed for J. Rivington and Sons, St. Paul's Church-Yard; W. Owen, Fleet-Street; T. Longman and G. Robinson, Pater-Noster Row; G. Kearsly, Fleet-Street; W. Flexney and W. Cater, Holborn; E. Brooke, Bell-Yard, Temple-Bar; and T. Whieldon and Co. Fleet-Street, 1777.",London,676,male,1552,1634,FALSE,"and dievife; and although afterwards he at Co. Lit. 29z. b. tains to the age of 24 he shall be barred thereof, and yet by a Cr. Jac. 17o. release of all suits and demands it is not released . As if a $ Co. 153 b. Lit. sea 5'"
0503900102_000192,"A general abridgment of cases in equity, argued and adjudged in the High Court of Chancery, &c. With several cases never before published, alphabetically digested under proper titles; with notes and references ... And three tables, ... By a gentleman of the Middle Temple.",Great Britain. Court of Chancery,119,4,0,1,0,0,2,1,2,0,1,0,0,3,0,20,2,7,1,4,4,2,0,7,0,4,1,0,0,0,0,3,0,3,0,11,4,0,7,0,4,1,0,5,3,2,0,0,0,0,0,0,0,3,2,1,0,0,4,1756,2,2,"[London] : In the Savoy: printed by and for Henry Lintot, 1756.",London,802,unknown,,,FALSE,"(A) Ca. 20 5 A Bill was brought for a Sale of Defendant f.'s Estate for Satis M,. yr, faction of Creditors by Mortgages and Judgments . C a Papist professed, says, another had a Mortgage for 2400 1 upon the Estate prior to Plaintiff's Mort roint was gauge, and"
0120800301_000073,"A general system of the laws concerning bankrupts; in containing every case that may happen either to a Bankrupt, Creditor, or Assignee; with full Instructions from the taking out a Commission to the making a final Dividend; together with approved Precedents of Affidavits of Debt, Bond, Petition, Commission, Memorandums, Depositions, Claims, Assignments, Bargain and Sale, Petitions, Orders of Dividend, Certificate, and whatever else is necessary to be reduced into Writing under a Commission. Also the names and places of abode of all the Commissioners of Bankrupts. By a Commissioner of Bankrupts. In two volumes. ...",Commissioner of Bankrupts,102,0,2,1,0,1,12,1,6,0,1,0,5,1,0,4,1,10,0,0,11,0,2,2,1,0,4,1,0,0,0,2,0,0,1,0,1,0,2,0,2,1,1,0,0,6,2,2,0,6,0,1,0,0,1,5,0,0,3,1761,1,2,"London : printed by S. Richardson and C. Lintot, Law-Printer to the King's most excellent Majesty for J. Coote at the King's Arms in Pater-Noster Row., M.DCC.LXI. [1761].",London,315,unknown,,,FALSE,"28 dorfor of a Note upon his separate Credit; and on the Evidence at the Trial he produced his Certificate under a joint Commission of Bankruptcy; and though, on its being made a Cafe and argued here, the Court did not determine ir, yet they seered itrongly inclined to think,"
0637300300_000058,"The third part of reports of cases, taken and adjudged in the court of Chancery, in the reigns of King Charles II. King William, and Queen Anne. Being Special Cases, and none of them ever before Printed. Vol. III.",Great Britain. Court of Chancery,103,4,0,2,0,1,2,0,1,0,0,0,0,2,0,0,1,4,0,18,1,8,0,2,5,3,10,0,0,2,0,4,0,0,0,1,2,6,2,0,3,3,3,0,1,0,2,1,0,2,0,0,4,1,1,0,0,0,1,1716,1,1,"[London] : In the Savoy: printed by J. Nutt, Assignee of Edward Sayer Esq; for J. Walthoe in the Middle-Temple Cloisters, and J. Walthoe Jun. against the Royal Exchange in Cornhill, 1716.",London,270,unknown,,,FALSE,"Parties , 14 A Decree ordered to be new enrolled, 20 A Decree ordered to be enrolled, if the Party died before Easter, 27 A Decree , an Assignment thereof without Consideration, is void, 9 Decrees signed and enrolled after the Parties had been dead 30 Years, 48, 49 Vide"
0286900109_000213,"Modern reports; or, select cases adjudged in the courts of King's Bench, Chancery, Common Pleas, and Exchequer. ... The fifth edition, corrected: ... by Thomas Leach, ...",Thomas Leach,83,3,0,1,0,0,0,0,3,0,4,0,0,3,4,0,2,2,1,6,5,1,0,7,0,0,1,0,0,0,0,4,1,0,1,1,0,1,3,1,1,0,1,3,1,7,0,3,0,0,0,2,0,6,0,0,0,2,2,1795,9,12,"London : printed for G. G. J. and J. Robinson; E. and R. Brooke; J. Butterworth; Ogilvy and Speare; and L. White, Dublin, 1793-96.",London,529,male,1746,1818,FALSE,"of money , he, in consideration thereof, covenanted to levy a fine of the estates corn prifedin the indentures of the twenty-eighth and twenty-ninth of Jansary 1718 to the use of himfelffor life ; and after his decease , to secure secure the raid yane the said rent.charge of five"
0409200101_000287,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",89,0,0,1,0,3,0,0,0,0,1,0,0,2,1,0,0,4,5,2,0,0,1,3,0,0,4,1,2,0,0,4,6,0,2,5,0,3,2,4,2,2,0,1,0,0,0,0,1,2,0,1,2,2,1,0,0,12,7,1768,1,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,578,male,,,FALSE,"the said proved , recited Will, Schedule and Codicil afterwards duly proved in the Prerogative Court of Canterbury, Relation being thereunto respectively had, may more fully appear. and Part of And whereas some Years after the Decease of the said Sir Ccejhr Colt, diverse Ma sold under the nors, Messuages,"
0996800400_000097,"A system of English conveyancing, adapted to Scotland. A new edition, considerably enlarged and improved. By James M'nayr, LL.D. writer in glasgow.","M'Nayr, James",96,0,0,2,1,4,1,0,0,0,1,0,0,0,3,0,0,1,0,0,1,1,1,0,0,2,5,0,7,1,2,7,3,0,2,6,7,0,0,1,3,3,4,4,2,0,0,0,6,0,1,0,8,2,2,0,1,1,0,1800,1,1,"Glasgow : printed in the Courier Office, by William Reid & Co., 1800.",Glasgow,283,male,1757,1808,FALSE,"of, in, to, or out of, the laid two several plantations or fugar works, lands , tenements, slaves, hereditaments, mules, Reers, cattle, Rock, utensils and premises, hereby granted and released , or intended so to be, or any of them, or any part thereof, by, from, or under, or in"
