PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(answer),termFreq(articl),termFreq(better),termFreq(book),termFreq(clock),termFreq(commit),termFreq(copi),termFreq(deliv),termFreq(follow),termFreq(form),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(know),termFreq(land),termFreq(late),termFreq(learn),termFreq(leav),termFreq(letter),termFreq(line),termFreq(littl),termFreq(love),termFreq(mean),termFreq(morn),termFreq(morrow),termFreq(note),termFreq(oath),termFreq(observ),termFreq(page),termFreq(peopl),termFreq(person),termFreq(read),termFreq(refer),termFreq(scriptur),termFreq(sens),termFreq(servic),termFreq(text),termFreq(think),termFreq(true),termFreq(vers),termFreq(word),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0295600113_000065,"The works of Jonathan Swift, D.D: D.S.P.D. with notes historical and critical, by J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,44,0,2,0,1,2,1,0,0,0,0,0,1,1,0,4,0,0,0,0,3,2,3,1,0,6,2,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,8,1778,13,18,"Edinburgh : printed by Mrs Mundell, Old Excise-Office; by David Willison, Craig's Close; and by Churnside and Wilson, Royal Bank Close; the publishers, 1778.",Edinburgh,444,male,1667,1745,TRUE,"told you, and desired you would tell him, fifty times. Yes, madam Stella, I'think I can read your long concluding word , but you can't read mine after; bidding you good night. And yet, methinks, I mend extremely in my writing ; but when Stella's eyes are well, I hope"
0270700600_000001,"A treatise on justification: extracted from Mr. John Goodwin, by John Wesley. With a preface, wherein all that is material, in letters just published, under the name of the Rev. Mr. Hervey, is answered.","Goodwin, John",39,0,4,0,1,2,0,0,1,0,3,0,2,0,1,1,1,0,0,0,2,0,1,0,1,0,0,2,0,2,2,1,2,3,0,4,0,0,0,0,1,1,0,1,1765,1,1,"Bristol : printed by William Pine, in Wine-Street, 1765.",Bristol,262,male,1594,1665,FALSE,"ca -32 A V ·-; -... TREATISE ./ o N 7 5', JUSTIFICATION: Extrated from Mr. John Goodwin, ; ~- - - : By JOHN WESLEY. With a PREFACE, wherein all that is Material, in IETTERS jur publifled, under the name of the Rev. Mr. HERVEY, is answered . B"
0694000402_000005,"A second volume of notes and discourses: Containing I. A New List of Errors noted in the present Hebrew Copies of the Old Testament. II. Notes on several Texts of Scripture. III. Discourses on the Reality, Kinds, and Number of our Saviour's Miracles; occasion'd by Mr. Woolston's Six Discourses. The Meaning of the Word, God; and the Doctrine of Providence. The Nature of Sacrifices; particularly of the Sacrifice of Christ. The Original of Evil. The Nature of Ordination. A Review of the former Volume, particularly relating to the Passage in Bishop Pearson on the Creed, concerning the Meaning of the Word, Almighty, in the Sixth Article; and to the Nature of Anger. By Joseph Hallett jun.","Hallet, Joseph",58,0,1,0,1,0,0,1,2,1,1,0,0,5,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,13,1,0,2,0,3,2,0,9,9,0,1732,2,2,"London : printed for J. Noon, at the White Hart in Cheap-Side, near Mercers-Chapel, M.DCC.XXXII. [1732].",London,375,male,1692,1744,FALSE,"must be the accusative cafe. I would therefore turn sr into, r1, as tis in Chron. and then it must be rendered, as there, Lahmi the brother of Goliah. i Chran. XXIV 6 Instead of the last words of the verse , one taken far Itha mar, the prefent Hebrew"
0540100101_000011,"The works of Nathaniel Lardner, D.D. In eleven volumes: ... with general chronological tables, and copious indexes. To the first volume is prefixed The life of the author, by Andrew Kippis, ...",Nathaniel Lardner,32,1,2,1,2,1,0,0,0,0,2,0,0,0,0,1,0,2,1,0,4,0,1,0,0,0,0,1,0,0,1,1,1,0,4,0,0,1,1,0,0,1,1,2,1788,1,11,"London : printed for J. Johnson, 1788.",London,686,male,1684,1768,FALSE,"which you*bave now obliged the "" world, will, I am persuaded, do good service to "" the cause of Christianity. You cannot be ignorant of my opinion of it, from the conversation  I had the honour to have with you about it in "" your ftudy. your method, upon"
0454700110_000086,"The plays and poems of William Shakspeare, in ten volumes; collated verbatim with the most authentick copies, and revised: with the corrections and illustrations of various commentators; to which are added, an essay on the chronological order of his plays; an essay relative to Shakspeare and Jonson; a dissertation ON The Three Parts Of King Henry VI.; an historical account Of The English Stage; And Notes; by Edmond Malone.",William Shakespeare,43,0,0,0,0,5,0,2,2,1,0,0,0,0,0,2,0,0,5,3,0,2,0,3,0,0,0,2,0,0,0,1,1,3,0,0,0,1,1,0,0,3,4,2,1790,11,11,"London : printed by H. Baldwin, for J. Rivington and Sons, L. Davis, B. White and Son, T. Longman, B. Law, H. S. Woodfall, C. Dilly, J. Robson, J. Johnson, T. Vernor, G. G. J. and J. Robinson, T. Cadell, J. Murray, R. Baldwin, H. L. Gardner, J. Sewell, J. Nichols, J. Bew, T. Payne, jun. S. Hayes, R. Faulder, W. Lowndes, G. and T. Wilkie, Scatcherd and Whitaker, T. and J. Egerton, C. Stalker, J. Barker, J. Edwards, Ogilvie and Speare, J. Cuthell, J. Lackington, and E. Newbery, MDCCXC. [1790].",London,727,male,1564,1616,TRUE,"that the world may see my pleasure: Sometime, all full with fealling on your light, And by and by clean fiarved for a look; Possessing or pursuing no delight, Save what is had or mull from you he took. s The carbth car have hut earth, -] Shakespeare seems here"
0276602200_000024,"A critique on the poetical essays of the Rev. William Atkinson, M. A. Fellow of Jesus College, Cambridge. To which is added, an appendix, containing Trim's letters to Mr. Atkinson, accompanied with a narrative, and illustrated with notes and observations.",Edward Baldwyn,42,1,0,0,0,0,0,1,0,1,0,0,1,4,1,0,0,0,3,2,0,0,1,1,3,0,0,2,0,6,0,2,1,1,1,1,1,1,0,1,0,0,5,1,1787,1,1,"London : printed for John Debrett; and sold by J. Fletcher, Oxford, and J. and J. Merril, Cambridge, 1787.",London,143,male,1746,1817,FALSE,"his friend Demas, if the church of Bradford bears no resemblance to those honourable seminaries of fanaticism and nonsense., I shall make no apology for these ftritures, which, however revere, I am convinced are well founded. Mr. William Atkinson has thought proper, in a public paper, to hint at Trim's"
0557101000_000005,"Several sermons upon the most important subjects of practical religion. By the Late Reverend, and Learned Mr. Hugh Binning, Minister of the Gospel at Govan. Carefully copied and revised from his own manuscript, never before printed. To which is subjoined, An essay upon Christian love: Wherein the Nature, Properties, Excellency, and blessed Fruits of this Christian Grace, are distinctly explained, and the constant Exercise of it enforced, from the most powerful Motives. With a Paraphrase upon the Thirteenth Chapter of the First Epistle to the Corinthians. To which is prefixed, some account of the life and writings of the author.",Hugh Binning,39,1,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,5,2,0,0,1,0,1,1,0,0,0,1,2,5,3,1760,1,1,"Glasgow : printed by William Duncan sen. M.DCC.LX. (course Paper, [1760].",Glasgow,353,male,1627,1653,FALSE,"lthe writers of his life observe , lo lar as it goes,, iz. to Ithe twenty firtl q.eflion, 11wo is the iedeemer of god tlt'? Is one of the best Expolftions we have of that part of the f4jlzminifier excellent Catechijfir; and if he had hived to finish this work,"
0106800101_000042,"The works of Laurence Sterne. In ten volumes complete. containing I. The Life and Opinions of Tristram Shandy, Gent. II. A Sentimental Journey Through France and Italy. III. Sermons. - IV. Letters. With a life of the author, written by himself. Volume the First.",Laurence Sterne,39,0,1,0,1,4,0,0,0,0,0,0,6,1,0,2,1,1,1,3,0,0,2,1,0,1,0,0,0,0,2,0,0,4,0,1,0,1,1,2,1,1,1,0,1798,1,10,"London : printed for J. Johnson, G.G and J. Robinson, T. Becket, R. Baldwin, Hookham & Co. A. Strahan, W. Lowndes, G. Wilkie, Ogilvy & son, J. Walker, J. Stockdale; Lackington, Allen, and Co. T. N. Longman, Cadell and Davies, J. Nunn, R. Lea, Murray & Highley, and J. Anderson, 1798.",London,323,male,1713,1768,TRUE,""" they eat nothing,"" -- the scheme is bad; it is the consumption of our products, as well as the manufactures of them, which gives bread to the hungry, circulates trade, brings in money, and supports the value of our lands ; -- and though', I own, if I was"
0051300300_000355,"A history of the Holy Bible, To The Incarnation Of Our Blessed Lord and Saviour, Jesus Christ; Containing A clear and concise Account of every memorable Event, during a Period of above Four Thousand Years; Particularly, The Creation of the World, The Formation and Fall of Man, The Universal Deluge, The Building of Babel, The Call of Abraham, The Travels of the Israelites, The Nature of the Mosaic Institution, and The Predictions of the Prophets, concerning the Coming, and Offices of the Messiah. Together, With an Authentic Narrative of the Lives and Transactions of The most eminent Patriarchs, Prophets, and other Servants of God. Who were distinguished by Divine Grace, and made Instrumental in the Display of Divine Wisdom; such as Noah, Abraham, Isaac, Jacob, Joseph, Moses, Joshua, Samuel, David, Solomon, Job, Isaiah, Jeremiah, Ezekiel, Daniel, Jonah, &c. &c. Illustrated With Notes. By the Rev. John Fleetwood, D. D. Author of the Life of our Blessed Lord and Saviour Jesus Christ, Christian's Prayer Book, &c. &c.","Fleetwood, John",47,0,1,0,1,4,0,0,1,2,0,0,3,0,0,0,0,0,3,0,2,0,0,0,4,0,0,0,0,0,0,1,3,1,1,7,6,0,1,1,1,0,3,1,1799,1,1,"Manchester : printed by G. Bancks, Exchange-Street, 1799.",Manchester,776,male,,,FALSE,"very long course of 683 book XII of time; the Old Testament, before the coming of our Lord, and the Old and New after his coming, to this very day. So that it is, in the nature of things, impossible that the holy scriptures should be adulterated nor couldany man,"
1556701700_000041,"The Youth's instructor in the English tongue: or, The art of spelling improved. Being a more plain, easy and regular method of teaching young children, with a greater variety of very useful collections than any other book of this kind and bigness extant. In three parts. The first, containing monosyllables, expressing the most natural and easy things to the apprehensions of the children; with common words, and Scripture names. The second, being an introduction more particularly for children of an higher class. The third, rules in arithmatick [sic], with forms of bills, bonds, releases, &c. very useful for all persons. The whole being intermix'd with variety of exercises in prose and verse, adapted to the capacities of children. For the use of schools. Collected from Dixon, Bailey, Owen, Strong, and Watts.","Leverett, Thomas",49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,2,0,1,0,0,1,1,1,0,1,1,3,1,1,2,0,1,1,0,8,12,2,1760,1,1,"Boston : Printed by Daniel and John Kneeland, opposite to the prison in Queen-Street, for Thomas Leverett, in Cornhill, M.D.CC.LX. [1760].",Boston,152,male,1730,1778,FALSE,"to complent the Sense , of to explain it : and therefore proper Names are not diitinguith'd by a different Print, but by a great Letter at the Beginning. 5 In the Old tefiament, where [LORD] is ptrinted all in Capitarl, the Word in the Hebrepw is febosab : Where"
1756100103_000333,"The works of Francis Bacon, Baron of Verulam, ... In five volumes. ...",Francis Bacon,33,0,0,1,1,2,0,0,1,1,2,0,0,2,0,2,2,1,1,2,0,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,3,2,1,0,1,1778,3,5,"London : printed for J. Rivington and Sons; L. Davis; T. Payne; B. White; T. Davies; [and 6 others in London], 1778.",London,759,male,1561,1626,TRUE,"lady and daughter, in the Star-chamber, in January 1619-20, and before the resolution of calling the parliament, which met January 30, s6zo j, ment of the exportation and importation thereof; and direaing of public granaries, if cause be. Commission for introducing and nouriihing manufactures within the realm, for the setting"
1777900300_000108,"Cymbeline, a tragedy. By William Shakspeare. With the notes and illustrations of various commentators. To which are added, remarks by the editor.",William Shakespeare,48,0,0,0,0,1,0,0,2,0,1,3,2,0,1,1,0,0,0,0,2,1,0,1,5,0,0,6,0,0,7,0,0,2,1,0,3,0,1,1,0,0,7,0,1793,1,1,"London : printed for C. Dilly, 1793.",London,445,male,1564,1616,FALSE,"according to others, he refused to pay it, and warred with the Romans. Shaklpeare supposes the latter to be the truth. Holinfhtd, who furnished our poet with these facts, furniflhed him also with the name of Sicilius, who was admitted king of Britain, A. M. 3659 The name of Leonatus"
0749400100_000016,"Notes critical and explanatory on the Books of Psalms and Proverbs; intended to correct the grammatical errors of the text from the collations of the Mss. by Dr. Kennicott on the Psalms, and by him and de Rossi on the Proverbs; and to restore and elucidate some corrupt and obscure passages, by comparing the mss. with the antient versions, the parallel places of scripture, the proposed emendations of many able critics, and submitting some Further Conjectural Readings to the Judgment of the Learned. By the Rev. H. Dimock, M. A. rector of St. Edmund the King, and St. Nicholas Acons, London; and late of Pembroke College, Oxford.","Dimock, Henry",73,0,1,0,4,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,19,3,0,6,0,6,2,2,6,12,0,1791,1,1,"Glocester : printed by R. Raikes. And sold by J. F. and C. Rivington, St. Paul's Church Yard, London; J. and J. Fletcher, Oxford; and J. Hough, Glocester, MDCCXCI. [1791].",Gloucester,519,unknown,,1810,FALSE,"Syr. with 22 MSS. read l, "" And he, as a bridegroom going forth put of his chamber, rejoiceth, c. 7 This verse may refer both to the annual and diurnal motion of the fun, or rather the earth, by which every part of the globe is warmed and enlightened."
0426700401_000019,"Liberal education: or, a practical treatise on the methods of acquiring useful and polite learning. By Vicesimus Knox, D. D. Late fellow of St. John's College, Oxford. In two volumes. ...",Vicesimus Knox,49,1,0,0,0,8,0,0,0,0,2,1,0,0,0,1,0,0,2,1,0,0,4,0,2,1,0,4,0,2,1,0,0,7,3,0,0,0,2,3,1,0,1,2,1795,1,2,"London : printed for Charles Dilly, MDCCXCV. [1795].",London,299,male,1752,1821,TRUE,"in the sixth, let Greek be commenced, and let the books consist of the Greek Teftarent, Virgil, and Cicero's Lettersi in the seventh, of the Greek Testament, Luciai, Virgil, Cicero de Officiis; in the eighth, of Homer, Demosthenes, Xenophon, Anabasis, Virgil, Horace, Juvenal, Cicero's Orations, and his golden reatifes De"
0278000401_000028,"Twenty-four sermons preach'd at the parish church of St. Mary le Bow, London, in the years 1739, 1740, 1741, at the lecture founded by the Honourable Robert Boyle, Esq; and eight sermons preach'd at the cathedral church of St. Paul, in the years 1738 ad 1739, at the lectur founded by the Honoured Lady Moyer. ... In two volumes. By Leonard Twells, ...",Leonard Twells,55,3,0,1,2,0,0,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,12,8,0,4,1,1,2,7,1,1743,1,2,"London : printed in the year, 1743.",London,391,male,1683,1742,FALSE,"Stress on one of them, than on the other. Miracle was an Argument that carried its own Strength with it, and needed no urging; the Illiterate were as sensible of its Force, as the Learned : Whereas the clearing up and adapting of Prophecy, required Patience and Attention in the"
0897800800_000110,"A dissertation on the Hebrew vowel-points. Shewing that they are an original and essential part of the language. In eleven sections, with an introduction. By P. Whitfield.","Whitfield, Peter",41,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,4,0,1,0,3,2,3,1,4,0,0,2,0,1,1,3,1,1748,1,1,"Liverpoole : printed, by and for the Author, MDCCXLVIII. [1748].",Liverpool,312,unknown,,,FALSE,"Pas stage of the amjna' it fell, in tle part wleg; llh, wvlicli was writ by R.: Judih Ia; ikktadofa', (the last of tihe: G ret Syirtgou'e, a loing t ime before' the compilating of the 1'alliudi wlich is but an Explication of tie fame.)' as cited by bz/'/rf/ thus"
0627701500_000014,"A summary view or genuine evidences of the truth of the Christian religion: being the substance of two discourses, delivered at the Sunday evening lectures, at Horsham, Sussex. By William Evershed.","Evershed, William",50,2,1,0,0,6,0,0,4,2,0,3,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,1,0,2,4,2,0,1,0,1780,1,1,"London : printed for the author, by J. Brown, Fair Street Horsly-Down, and sold by Mr. Buckland, in Pater-Noster-Row, MDCCLXXX. [1780].",London,59,male,1717,1799,FALSE,"to think they had forgot that they had any Scripture at all, than that they would think of the making any sort of alteration in them. In the twelfth Century appeared the ancient Waldenfes and Albigefies, the descendants of whom, seem to be the present Churches of Piedmont. These separated"
0597300101_000219,"Minutes of the evidence taken at the trial of Warren Hastings Esquire, late Governor General of Bengal, at the bar of the House of Lords, in Westminster Hall, upon An Impeachment against him for High Crimes and Misdemeanors, by the Knights, Citizens, and Burgesses, in Parliament assembled, in the Name of themselves, and of all the Commons of Great Britain.",Warren Hastings,47,0,0,0,0,3,0,1,2,1,4,0,0,0,0,1,0,2,0,1,12,0,0,0,0,0,0,1,0,2,3,1,0,6,1,0,1,3,0,1,0,0,1,0,1788,1,11,"[London] : [s.n.], MDCCLXXXVIII. [1788].",London,475,male,1732,1818,TRUE,"the Board, upon the Receipt of which he was put upon his Defence; and this was the Letter . 1i he Commons further stated, That they produced this extraet to show, by the best Evidence they thought the Nature of the Thing would admit, that the Disgrace of the Rajah"
1737800104_000017,"A general history of the science and practice of music, by Sir John Hawkins. In five volumes.",John Hawkins,36,0,0,0,0,7,0,0,1,0,1,1,2,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,2,1,1,4,1,0,0,3,1,0,1,0,2,1,1776,4,5,"London : printed for T. Payne and Son, at the Mews-Gate, MDCCLXXVI. [1776].",London,550,male,1719,1789,FALSE,"the opinion that has ever been entertained. It was probably this book that set Dr. Aldrich upon an inquiry after the, which terminated in a full conviation, founded upon evidence, that it is a composition of Henry VII The book is dedicated to king Charles I. considering which, and the"
0043000900_000002,"A letter to the Rev. Mr. Ralph Churton, M. A. Rector of Middleton-Cheney in Northamptonshire; on his Address to his parishioners. From Francis Eyre of Warkworth, Esq.","Eyre, Francis",32,1,1,2,0,2,0,0,0,2,1,0,2,1,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2,0,2,0,3,1,0,1,0,1,0,2,1,1795,1,1,"London : printed by J. P. Coghlan, No. 37, Duke-Street, Grosvenor-Square; and sold by Messrs, Booker, Bond-Street; Keating, Warwick-Street; Lewis, Russel-Street; Debrett, Piccadilly; and Robinsons, Pater-Noster Row, MDCCXCV. [1795].",London,108,unknown,,,FALSE,"repeatedly, and (in Mnv opinion) solidly confuted. Does it not strike you, Sir, that it is a ftrangewayof attaining at the truth to apply to the enemies of a party, to be informed of the principles of that party? Had you been pleated to buy one of our catechisms, which"
0305600104_000133,"The works of M. de Voltaire. Translated from the French; with notes, critical and explanatory. By William Campbell, LL.D. J. Johnson, M.A. and others. Under the direction of W. Kenrick, LL.D. ...",Voltaire,38,2,0,3,1,0,0,0,1,1,4,0,1,1,1,2,0,0,4,0,4,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,1,1,0,2,2,1779,4,5,"London : printed for Fielding and Walker, Pater-Noster Row, MDCCLXXIX. [1779]-80.",London,396,male,1694,1778,TRUE,"at Cologne by Gofvinus Colinius, and lasty, at Paris in i520, by tonitaint Denys, in.st> james street. He will find the following clause in the first article , de catfiis nmatrimonialibus. "" In caufis rmatrimdnialibus, ""pro contratu quarti gradus, taxa eft turonenfes septem, ducatus unus. carlini sex: "" Must we"
0694000300_000025,"A free and impartial study of the Holy Scriptures recommended: being notes on some peculiar texts; with discourses and observations ON The following Subjects; viz. I. Of the Quotations from the Old Testament in the Apocrypha. II. Of the Septuagint Version of the Bible; and the Difference between the Citations, as they lie in the New Testament, and the Original Passages in the Old. III. Christians not bound by any Authority of the Law of Moses in the Ten Commandments. IV. Of the Doxology at the End of the Lord's-Prayer. Of blessing the Eucharistical Elements, and of Grace before and after Meat. V. The Son of God knows the Hearts of Men; and, of Anger, Catechising, &c. VI. A Passage in Bishop Pearson on the Creed, and another in Bishop Patrick's Commentaries examin'd. Vii. Of the Soul; its Immortality, Immateriality, &c. with the Impossibility of proving a Future State by the Light of Nature; and of the Place where Good Men shall dwell after the Resurrection. By Joseph Hallet, junr.","Hallet, Joseph",38,1,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,0,5,0,0,0,4,2,1,0,0,3,0,1,1,5,2,1729,1,1,"London : printed for J. Noon, at the White-Hart in Cheapside, near Mercers-Chapel, M.DCC.XXIX. [1729].",London,398,male,1692,1744,FALSE,"the Con. text , particularly the former part of the verse . For the consequence of God's ha. ving showed his Being and Attributes to the Gentiles, by means of the things, which he has made, is, that the Gentiles are ini sacs left without excuse. But whoever looks] into"
1272501100_000017,"The journals of the House of Commons, of the Kingdom of Ireland, from the ninth day of November, 1641, in the Seventeenth Year of the Reign of King Charles the First, to the twenty-sixth day of March, 1647, exclusive. Published by order of the Honourable House of Commons, bearing date the tenth day of May, 1764.",Ireland. Parliament. House of Commons,33,0,3,0,0,0,5,1,1,0,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,4,0,0,2,0,0,0,2,2,2,0,0,1,0,0,1,0,0,3,1765,1,1,"Dublin : printed by Abraham Bradley, stationer to the King's Most Excellent Majesty, and printer to the Honourable House of Commons, at the King's-Arms and Two Bibles in Dame-Street, MDCCLXV. [1765].",Dublin,252,unknown,,,FALSE,"The House desiring to be hftisfied therein, It is therefore thought fit and so ordered, that the Executors or Administrators of the said Captain Rickefis, or either of them are required to bring into this House, by eight of the clock tomorrow morning , a TRUE account of what moiies"
0278200401_000075,"The state of the printed Hebrew text of the Old Testament considered. A dissertation in two parts. Part the first compares I Chron. XI with 2 Sam. V and XXIII; and Part the second contains observations on seventy Hebrew Mss, With an Extract of Mistakes and Various Readings. By Benjamin Kennicott, M. A. Fellow of Exeter College.",Benjamin Kennicott,46,1,0,0,1,2,0,0,4,0,1,0,0,0,0,2,0,2,0,0,4,0,1,0,0,0,0,1,0,4,0,0,1,10,0,0,1,0,2,0,2,3,3,1,1753,1,2,"Oxford : printed at the Theatre: and sold by Mr. Clements and Mr. Fletcher, in Oxford; Mr. Birt, Mess. Rivington and Mr. Dodsley, in London; Mr. Thurlbourn and Mr. Merril, in Cambridge; Mr. Leake, in Bath; and Mr. Score, in Exeter, MDCCLIII [1753].",Oxford,578,male,1718,1783,FALSE,"volume. The Order of the Books is also uncommon in this MS; the 3d volume begins with Chron. then the Psalms, Job, c. and ends with Nehemiah. The Fourth MS contains only the Psalms. It is writ on Vell. in Fol. with 3 Lat. Versions; and is marked R 8,"
1237300300_000007,"Tracts, historical and critical. By the late Thomas Llewelyn, LL.D.","Llewellyn, Thomas",31,2,0,0,1,4,0,0,2,0,1,0,0,0,2,0,0,1,2,0,1,0,1,0,0,2,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,2,3,0,1793,1,1,"Shrewsbury : printed and sold by J. and W. Eddowes. Sold also by Rivington and Longman, London; Fletcher, Oxford; Merrill, Cambridge; Marsh, Wrexham; Poole and Broster, Chester; and Roden, Denbigh, 1793.",Shrewsbury,259,male,1720,1783,FALSE,"and Apocrypha run E e e e 3; and the sheets of the New Testament run Y 2; it has prefixed to it a calendar and a Latin dedication jacro fanias et individuae Trinifati, c. and to King lames; in which the Editor gives us some account of the edition,"
0931500900_000492,"The works of the Most Reverend Dr. John Tillotson, late Lord Archbishop of Canterbury: containing fifty four sermons and discourses, on several occasions. Together with The rule of faith. Being all that were published by his Grace himself, and now collected into one volume. To which is added, An alphabetical table of the principal matters.",John Tillotson,53,2,0,0,1,3,0,2,1,3,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,1,0,2,0,2,0,4,11,1714,1,1,"London : printed for T. Goodwin, B. Tooke, and J. Pemberton, in Fleetstreet; J. Nicholson, in Little-Britain; and J. Tonson, in the Strand, MDCCXIV. [1714].",London,796,male,1630,1694,TRUE,"may, if he please, consult for his farther Conviaion. §. 2 I begin with the Historical Account which Eusebius gives of committing the goj/el to Writing .; which is to this purpose, viz. * That * Hilor. Ec the Romans were not content with the doelrine Preached, unless it were"
0694000402_000023,"A second volume of notes and discourses: Containing I. A New List of Errors noted in the present Hebrew Copies of the Old Testament. II. Notes on several Texts of Scripture. III. Discourses on the Reality, Kinds, and Number of our Saviour's Miracles; occasion'd by Mr. Woolston's Six Discourses. The Meaning of the Word, God; and the Doctrine of Providence. The Nature of Sacrifices; particularly of the Sacrifice of Christ. The Original of Evil. The Nature of Ordination. A Review of the former Volume, particularly relating to the Passage in Bishop Pearson on the Creed, concerning the Meaning of the Word, Almighty, in the Sixth Article; and to the Nature of Anger. By Joseph Hallett jun.","Hallet, Joseph",49,0,0,10,1,1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,4,1,1,3,7,3,1732,2,2,"London : printed for J. Noon, at the White Hart in Cheap-Side, near Mercers-Chapel, M.DCC.XXXII. [1732].",London,375,male,1692,1744,FALSE,"rally passes by the name of the apocryphal e/l'ras, which stands first among the apo. chryphal books . The 2d chapter of this Esdras begins where Ezra does. The first fifteen verses of it are the same (excepting various readings ) with the first chapter of Ezra. In this e/dras"
0437700100_000141,"Isaiah. A new translation; with a preliminary dissertation, and notes critical, philological, and explanatory. By Robert Lowth, D. D. F. R. SS. Lond. And Goetting. Lord Bishop of London.",Robert Lowth,45,3,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,2,10,0,0,2,1,2,0,0,6,3,1,1778,1,1,"London : printed by J. Nichols; for J. Dodsley in Pall-Mall, and T. Cadell in the Strand, MDCCLXXVIII. [1778].",London,555,male,1710,1787,TRUE,"have observed , that the 7th and tth verses of z Kings XX were wanted to complete the narration: he therefore added them at the end of the chapter, after he had inserted the song of Hezekiah, probably with marks for their insertion in their proper places: which marks were"
0335500105_000018,"The dramatic writings of Will. Shakspere, with the notes of all the various commentators; printed complete from the best editions of Sam. Johnson and Geo. Steevens Uolume the Eleventh. Containing king richard the second. King Henry IV. Part 1.",William Shakespeare,29,1,1,1,1,0,1,0,0,4,0,0,0,4,1,1,0,1,0,1,1,1,0,1,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1788,5,20,"London : printed for, and under the direction of, John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXVIII. 1785-[88].",London,358,male,1564,1616,TRUE,"spirits of the night Invellop you, good provost I Who called here of late ? Prov. None, since the curfew rung. 16a Dule. Not Isabel? Prov. No. duae. They will then, ere't be long. Prov. What comfort is for Claudio? Duke. There's some in hope. Prov. It is a bitter"
0386200500_000001,"The assembly's catechism with notes: or, the shorter catechism composed by the Assembly of Divines at Westminster : with a brief explication of the more difficult Words and Phrases contained in it, for the Instruction of Youth. Taken out of the larger book of Prayers and catechisms for childhood and youth. By I. Watts, D.D.",Isaac Watts,53,1,6,0,3,3,0,1,1,0,0,1,0,0,0,1,0,0,4,0,2,0,0,1,5,0,0,2,0,1,0,0,1,1,0,3,1,0,0,3,1,0,11,0,1731,1,1,"London : printed for E. Matthews, at the Bible in Pater-Noster-Row; R. Ford, at the Angel; and R. Hett, at the Bible and Crown in the Poultry, [1731].",London,47,male,1674,1748,TRUE,"Assembly's Catechism W I T H NOT E S: 0 R, T HE' . Catechism Composed by the ASSEMBLY of DIVINES AT WESTMINSTER WITH A brief Explication of the more difficult Words and Phrases contained in it, for the Instruction of Youth. Taken out of the larger Book of Prayers"
0619800106_000031,"The works of James Hervey, M. A. Late Rector of Weston Favell, in Northamptonshire. ... . His Life-Mediations and Contemplations.",James Hervey,50,1,2,0,2,12,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,0,2,3,0,0,0,0,0,3,5,0,0,1,1,2,0,3,2,1,0,0,2,0,1797,6,7,"London : printed for F. and C. Rivington, No 62, St. Paul's Church Yard, MDCCXCVII. [1797].",London,472,male,1714,1758,TRUE,"recommend this short but clear and satis fiftory Tract, which I sincerely within the Hands of every Communicant, especially of Patients in Infirmaries. and I prefer this, as it is plain and easily underfrood; as there are several concise and affecing Meditations on some pertinent Texts of Scripture ; as"
