PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0445400102_000162,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL. D. In two volumes. ...",Johann Jakob Brucker,47,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,6,1,0,0,1,0,0,0,0,1,0,1,4,2,1,2,2,1,0,0,0,0,1,0,0,0,3,0,0,0,3,1,0,1,1,0,1,0,0,0,0,2,2,0,1791,2,2,"London : printed for J. Johnson, St. Paul's Church Yard, M,DCC,XCI. [1791].",London,629,male,1696,1770,FALSE,"Bof. p. 470 VOL. II 3 N fophers. fophers. He published, in one thousand six hundred and thirty two, under a fictitious name, a work entitled Dubitationes in Dialogos Galilcide Terre Immobilitate, "" Doubts on the Dialogues of Galileo in Defence of the Immobility of the Earth; "" but his"
1244301202_000045,"Essays, philosophical, historical, and literary. In two volumes. ...",William Belsham,48,5,0,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,1,0,0,0,3,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,4,1,0,2,1,1,0,1,0,0,0,1,1,1,1790,2,2,"Dublin : printed by J. Moore, No. 45, College-Green, M.DCC.XC. [1790].",Dublin,230,male,1752,1827,FALSE,"and of deterring, by wholesome severities, any attempts to in: : upon that system , an entire and implicit acquiescence in which is pronounced, by infallible authority , to be the sole means of .attaining to happiness in a future state. All virtue is founded on the basis of utility;"
0445400102_000033,"The history of philosophy, from the earliest times to the beginning of the present century; drawn up from Brucker's Historia critica philosophiæ. By William Enfield, LL. D. In two volumes. ...",Johann Jakob Brucker,53,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,6,0,5,0,2,1,1,0,0,0,0,2,0,0,0,1,1,0,6,2,0,2,2,0,0,1,0,0,0,0,3,0,1791,2,2,"London : printed for J. Johnson, St. Paul's Church Yard, M,DCC,XCI. [1791].",London,629,male,1696,1770,FALSE,"of the peculiar doctrines received among the Christians, and made no cfruple to deck themselves with borrowed ornaments, by imitating, on many occasions, the language of the Christian fathers. In hopes of counterading the credit which Christianity derived from the exalted merit of its Founder, and from the purity of"
0399700302_000023,"A full inquiry into the subject of suicide. To which are added (as Being Closely Connected with the Subject) two treatises on duelling and gaming. In two volumes. By Charles Moore, M. A. Rector of Cuxton and Vicar of Boughton-Blean, Kent; and Formerly Fellow of Trinity-College, Cambridge. ...","Moore, Charles",48,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,1,0,1,0,1,2,0,0,3,0,0,3,1,2,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,0,5,2,1,2,0,0,0,0,0,3,3,1790,2,2,"London : printed for J. F. and C. Rivington, No 62, St. Paul's Church-Yard; J. Robson and W. Clarke, New-Bond-Street; G. Nicol, Pall-Mall; and J. and T. Egerton, Charing-Cross; Fletcher, Prince and Cooke, Oxford; Merrills, Lunn, Cambridge; Simmons and Kirby, Canterbury; and Gillman, Rochester. M.DCC.XC. Entered at Stationers-Hall, [1790].",London,440,male,1743,1811,FALSE,"opinions are clothed, is admirably adapted to ensnare a careless and superficial reader [D]. Hume's philosophy is founded on fcepticifi and irreligion, with C See many excellent observations on the characer of Hume and his writings, and particularly on this essay on suicide, in "" A Letter to Adam Smith,"
0104000306_000020,The works of J. J. Rousseau. Translated from the French. In ten volumes. ...,Jean-Jacques Rousseau,48,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,3,2,1,0,0,0,0,0,4,0,0,1,0,1,1,0,3,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,2,0,0,0,2,4,0,1773,6,10,"Edinburgh : printed for J. Bell, J. Dickson, and C. Elliot, M.DCC.LXXIII. [-M.DCC.LXXIV. 1773-1774].",Edinburgh,328,male,1712,1778,TRUE,"sure to. honour your state, and in whatever situation of life you are placed by Providence, you will be always rcfpetcd.l The cllential point is to be what nature designed you; then there is no danger of your anfwcriig the expectations of man. An inquiry into abfrad and speculative truths"
1722301000_000051,"Sermons preached before the University of Oxford, in the year 1784, at the lecture founded by the Rev. John Bampton, M.A. late canon of Salisbury. The third edition. To which is now added, a sermon preached before the University of Oxford, July 4, 1784, on the duty of attempting the propagation of the gospel among our mahometan and gentoo subjects in India. By Joseph White, B.D. fellow of Wadham College, archbishop Laud's professor of Arabic, and one of His Majesty's preachers at Whitehall.",Joseph White,48,4,0,3,0,1,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,1,1,2,1,0,3,0,0,1,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,2,1,1,0,0,0,1,0,1785,1,1,"Dublin : Printed for John Exshaw and Luke White, MDCCLXXXV. [1785].",Dublin,344,male,1745,1814,FALSE,"S E R M ON VIII LUKE XIX 22 Out of thy own mouth will I judge thee. W HEN the Koran, by the revelation of its several chapters, during the long period of more than twenty years, was at last completed, the Arabian prophet may be conceived standing forth"
0991400104_000038,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, ...","Henry St John, 1st Viscount Bolingbroke",60,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,4,1,4,0,2,2,0,1,0,1,1,0,0,7,2,0,0,0,0,2,0,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,4,3,1,1754,4,5,"London : printed in the year, 1754.",London,634,male,1678,1751,TRUE,"The newtonian, if lie was wise, would reftfe to follow him, left the inquiry thould end after much labour of abftrat meditation as oddly as that of LE IBNI'I' did, when he could find the sufficient reason of extension in nothing better than non extended fubftancces, i those simple beings"
1033900100_000079,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Berdeen.",James Beattie,62,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,2,1,0,0,0,3,0,0,2,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,8,1,0,6,0,1,0,0,0,4,9,0,0,0,1777,1,1,"Edinburgh : printed for William Creech, Edinburgh; and for E. & C. Dilly, and T. Cadell, London, MDCCLXXVII. [1777].",Edinburgh,489,male,1735,1803,FALSE,"the embellishments of eloquence and refinement to recommend them. Robbers seldom go abroad without arms; they examine every corner and countenance with a penetrating eye, which habitual difftruft and circum fpedcion have rendered intensely Sagacious: the honest man walks carelessly about his business, intending no harm, and fufpecaing none. It"
0227700104_000019,"Emilius and Sophia: or, a new system of education. Translated from the French of Mr. J. J. Rousseau, Citizen of Geneva, By the translator of Eloisa. ...",Jean-Jacques Rousseau,52,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,2,3,0,0,0,5,1,2,1,1,0,0,1,0,4,0,0,2,1,1,2,0,4,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,1763,4,4,"London : printed for T. Becket and P. A. de Hondt, at Tully's Head, in the Strand, MDCCLXIII. [1763].",London,344,male,1712,1778,TRUE,"is not what is, but what is proper; that which is evil, ought not to be, and should not be avowed, especially when the confefiion gives it an effect which it would not otherwise have had. If I were tempted to turn robber, and by con setsing my propenfty, I"
1647500108_000098,The spectator. ... Carefully corrected.,,55,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,2,1,1,0,1,1,1,0,3,0,0,1,1,2,1,0,0,1,1,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,0,1,0,4,10,0,1754,8,8,"London : printed for the society of booksellers, 1754.",London,293,unknown,,,FALSE,"pattern, as well as the source, of all spiritual perfeaion. WHILE we remain in this life, we are fubjc& to innumerable temptations, which, if listened to, will make us deviate from reason and goodness, the only things wherein we can imitate the supreme Being. In the next life we meet"
0891400700_000141,"An account of Sir Isaac Newton's philosophical discoveries, in four books. By Colin Maclaurin, A. M. Late Fellow of the Royal Society, Professor of Mathematics in the University of Edinburgh, and Secretary to the Philosophical Society there. Published from the Author's Manuscript Papers, By Patrick Murdoch, M. A. and F.R.S.",Colin Maclaurin,51,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,4,1,1,0,0,1,0,0,5,2,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,5,0,0,2,0,0,1,1,1,0,1750,1,1,"London : printed for A. Millar, at Buchanan's-Head over against Catharine-Street in the Strand, M.DCC.L. [1750].",London,455,male,1698,1746,FALSE,"be commended, who, under the pretence of magnifying the essential power of the supreme cause, make truth and falsehood entirely to depend on his will; as we observed of Des Carts, Book I. Chap. 4 Such tenets have a direct tendency to introduce the absurd opinion , that in telleatual"
0772100304_000019,"Emilius and Sophia: or, a new system of education. Translated from the French of Mr. J. J. Rousseau. By the translator of Eloisa. In four volumes. ...",Jean-Jacques Rousseau,53,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,2,3,0,0,0,5,1,2,2,1,0,0,1,0,4,0,0,2,1,1,1,0,4,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,1767,4,4,"London : printed for T. Becket and P. A. de Hondt, 1767.",London,351,male,1712,1778,TRUE,"tempted to turn robber, and by confessing my propensity, I attempted to persuade another to be my accomplice, by declaring to him the temptation I am under, do not I in fact yield to it? Wherefore do you insist that modesty renders women deceitful? Are those who possess that virtue"
1622400502_000044,"The preceptor: Containing a general course of education. Wherein the first principles of polite learning are laid down in a way most suitable for trying the genius, and advancing the instruction of youth. In twelve parts. Illustrated with maps and useful cuts. Viz. I. On reading speaking, and writing letters. II. On arithmetic, geometry, and architecture. III. On geography and astronomy. IV. On chronology and history. V. On rhetoric and poetry. VI. On drawing. VII. On logic. VIII. On natural history. IX. On ethics, or morality. X. On trade and commerce. XI. On laws and government. XII. On human life and manners. The seventh edition, with corrections, and improvements. In two volumes.",,38,1,2,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,1,1783,2,2,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXXIII. [1783].",London,582,unknown,,,FALSE,"drawn from the Centre to the Circumference are called Radii. From thefi Definitions H z. ccmpareu, compared, Geometricians derive this felf evident Truth ; that the Radii of the fme Gic cle are all equal to one another. I call it felf evident, because nothing more is required, to lay"
0282500505_000077,Antient metaphysics. Volume fifth. Containing the history of Man. In the civilized state.,"James Burnett, Lord Monboddo",70,0,0,1,0,0,0,2,0,0,0,0,1,1,7,0,0,0,0,3,5,0,0,3,5,0,3,0,0,3,0,1,0,0,1,0,0,2,1,0,0,4,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2,6,0,1,0,0,0,0,2,1,0,1797,5,5,"Edinburgh : printed for Bell & Bradfute; & T. Cadell, jun. & W. Davies (successors to T. Cadell) in the Strand, London, M,DCC,XCVII. [1797].",Edinburgh,352,male,1714,1799,FALSE,"knowledge , there is not only more reality in our knowledge , but we perceive more clearly what is the foundation of the truth of all fyllogiling and reasoning , that the more general idea contains the individual or the less general ; so that we understand perfecly what Aritotle"
0770501100_000079,Philosophical arrangements by Iames Harris Esq.,"Harris, James",48,4,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,6,0,1,0,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1775,1,1,"London : printed for Iohn Novrse Bookseller to his Majesty, MDCCLXXV [1775].",London,541,male,1709,1780,FALSE,"NATURE , in contradiftindion to ALL OTHER Beings, endued with Powers of PERCEPTION. To Him there Cause of Motion, to seek that, which it possesses al. ready. Such Being therefore, from it's very nature , is IMMOVEABLE. But when a Being and it's Good are separate, here, as they necessarily"
0928400101_000127,"An ecclesiastical history, antient and modern, from the birth of Christ, to the beginning of the present century: in which The Rise, Progress, and Variations of Church Power are considered In their Connexion with the State of Learning and Philosophy, and the Political History of Europe during that Period. By the late learned John Lawrence Mosheim, D. D. And Chancellor of the University of Gottingen. Translated from the original Latin, And accompanied with Notes and Chronological Tables, by Archibald Maclaine, D.D. In five volumes. To the whole is added an accurate index. A new edition. ...",Johann Lorenz von Mosheim,45,0,0,2,1,0,0,3,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,1,0,2,1,1,3,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,3,0,5,1774,1,5,"London : printed for T. Cadell, in the Strand, MDCCLXXIV. [1774].",London,497,male,1693,1755,FALSE,"978 sulpitius SEVERUS, His. Sacr. lib. II cap. XXXVIII p. axe. [i] See Jos. SIM. ASSEMAN. Biblioth. Oriental. Clement. Vatic. tonne. i. p. z i. Iz5. From the extraets, which this learned conm. piler has given of the works of EPHRAIM, it appears, that he.was more distinguished by his piety"
1092700101_000017,"The philosophical works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes. Published by David Mallet, Esq; ...","Henry St John, 1st Viscount Bolingbroke",51,2,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,1,2,1,0,0,0,1,1,0,0,3,0,2,1,0,1,0,0,4,1,0,1,2,0,3,0,1,0,4,0,0,0,0,1,0,0,0,2,1,0,1,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1754,1,5,"London : [s.n.], Printed in the Year MDCCLIV. [1754].",London,359,male,1678,1751,TRUE,"might very reasonably object to his hypothesis; but divines had the less reason to do so, because, besides proving the existence of the felf exiftent Being by an argument which he thought good, and which has been urged as deciflve by M.AL VOL. 1 F BRANCHE BRANCHE and others, the"
0315900103_000319,"The works of John Locke, Esq; In three volumes. The sixth edition. To which is added, the life of the author; and a collection of several of his pieces published by Mr. Desmaizeaux. ...",John Locke,56,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,0,2,0,1,1,1,1,0,0,1,0,0,0,0,7,6,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,3,0,0,0,4,0,0,1,1,1,0,1759,3,3,"London : printed for D. Browne, C. Hitch and L. Hawes, J. Shuckburgh, A. Millar, J. Beecroft, John Rivington, James Rivington and J. Fletcher, J. Ward, R. Baldwin, J. Richardson, S. Crowder, P. Davey and B. Law, T. Longman, E. Dilly, R. Withy, T. Payne, and M. Cooper. M.DCC.LIX. [1759].",London,760,male,1632,1704,TRUE,"of, that they might profit by their reading . Those, who are strangers to it, will be apt to think it too great a clog, in the way of men's studies , and they will suspect they hall make but small progress, if, in the books they read , they"
0035700102_000293,"The philosophical works of Francis Bacon, Baron of Verulam, Viscount St. Albans, and Lord High-Chancellor of England; methodized, and made English, from the originals, with Occasional Notes, to Explain what is Obscure; And shew how far the several Plans of the Author, for the Advancement of all the Parts of Knowledge, have been executed to the present Time. In three volumes. By Peter Shaw, M. D.",Francis Bacon,67,2,4,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,3,0,0,3,0,0,0,0,0,3,0,1,1,0,2,0,0,5,2,0,0,1,1,13,0,0,0,3,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,4,2,0,1733,2,3,"London : printed for J. J. and P. Knapton, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, J. Pemberton, J. Osborn and T. Longman, C. Rivington, F. Clay, J. Batley, R. Hett, and T. Hatchett, M.DCC.XXXIII. [1733].",London,624,male,1561,1626,TRUE,"and Religion: -3 that scarce .:, -'; 5i any single Perlon ever applied himself entirely to the Study of Natu -.-. : -'.: -. ral Philosophy ; which having been always looked upon as a kind of ,  : : secondary Thing, was only consulted occasionally; and, in a"
0025801200_000001,"A new system of philosophy, founded on the universal operations of nature. By James Ussher.","Ussher, James",58,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,1,3,0,1,0,1,2,0,0,0,3,0,1,2,0,0,0,0,6,0,0,0,3,3,2,0,0,1,2,1,2,0,0,0,1,0,0,0,1,0,0,0,8,0,0,1,3,1,0,0,0,0,0,0,2,0,1764,1,1,"London : printed for T. Davies, in Russel-Street; J. Kearsly, in Ludgate-Street; and J. Walter, Charing-Cross, MDCCLXIV. [1764].",London,94,male,1720,1772,FALSE,"e - l'  -~~~~~~~~~~~~~ A NEW SYSTEM o F pih I LO S O P H Y, FOUNDED ON THE UNIVERSAL OPERATIONS o F N A T U R E. BY JAMES Igneus eft 61dis vigour, Seminibus! UJS HE R. et ccleftis origo VIRG, LONDON: Printed for T. DAVIES,"
0260200600_000022,"The plan of the French Encyclopædia, or Universal dictionary of arts, sciences, trades and manufactures. Being an account of the origin, design, conduct, and execution of that work. Translated from the preface of the French editors, Mess. Diderot and Alembert.",Denis Diderot,57,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0,3,1,1,1,0,0,2,0,0,4,2,1,1,0,1,5,0,3,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,4,3,1,0,1752,1,1,"London : printed for W. Innys, T. Longman, C. Hitch and L. Hawes, J. and P. Knapton, S. Birt, J. Ward, J. Hodges, R. Hett, J. and J. Rivington, T. Osborne, J. Shuckburgh, M. Senex, D. Browne, and A. Millar, MDCCLII. [1752].",London,181,male,1713,1784,TRUE,"of the ancient Philosophers and Schoolmen. But are these learned Gentlemen certain that the Words occult .tialities, which had no Meaning in the Mouths of the Schoolmen, and were used by them to denote an Exiflnce, of which they ima; gined they had foin Ide; a, were not intended by"
0042200301_000080,"Disquisitions relating to matter and spirit. To which is added the history of the philosophical doctrine concerning the origin of the soul, and the nature of matter; with its influence on Christianity, especially with respect to the doctrine of the pre-existence of Christ. By Joseph Priestley, LL.D. F.R.S. ...",Joseph Priestley,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,4,0,0,1,0,0,5,0,0,2,0,0,0,0,0,1,0,9,0,0,3,0,0,3,0,2,0,3,0,0,0,0,0,0,1,0,1,1,2,0,1,4,1,0,1,0,0,1,1,0,0,0,0,2,0,1782,1,2,"Birmingham : printed by Pearson and Rollason, for J. Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXXII. [1782].",Birmingham,446,male,1733,1804,TRUE,"revelation, is in nothing more conspicuous than in its appearing (now that we are somewhat better prepared to form a judgement concerning these subjects ) that the doctrines of revelation only prove to be truly rational, and all the ingenious speculations of men, how specious soever, are found to be"
1119000203_000097,"The method of teaching and studying the belles lettres, or, an introduction to languages, poetry, rhetoric, history, moral philosophy, physics, &c. With Reflections on Taste, and Instructions with regard to the Eloquence of the Pulpit, the Bar, and the Stage. The whole illustrated with Passages from the most famous Poets and Orators, ancient and modern, with critical Remarks on them. Designed more particularly for Students in the Universities. By Mr. Rollin, Late Principal of the University of Paris, Professor of Eloquence in the Royal College, and Member of the Royal Academy of Inscriptions and Belles Lettres. Translated from the French. ...",Charles Rollin,56,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,2,1,3,1,1,0,1,1,1,2,1,0,1,1,0,1,0,1,1,11,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1769,3,3,"London : printed for W. Strahan, J. and F. Rivington, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, W. Owen, T. Caslon, S. Crowder, B. Law, Z. Stuart, Robinson and Roberts, and Newbery and Carnan, M.DCC.LXIX. [1769].",London,470,male,1661,1741,TRUE,"the duties of religion and of civil life mc: e human establishments , politically invented to Iy): refrraint upon the multitude ; but that all these dutei. all these obligations, and all there laws , are include in the very nature of man, and a necessary confequerce of God's designs"
0343801000_000062,Of the importance of religious opinions. Translated from the French of Mr. Necker.,Jacques Necker,70,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,3,0,0,1,2,0,3,0,0,1,2,0,0,1,0,0,1,6,0,1,2,4,3,0,0,0,0,2,1,0,0,0,0,2,2,1,0,0,2,0,2,2,0,0,1,6,0,0,1,0,8,0,2,1,0,1788,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.LXXXVIII. [1788].",London,495,male,1732,1804,FALSE,"insensibly cease to perceive a con pexion between the existence of.a God, and the different miracles with which we are surrounded; but all would bes haged,, if God exhibited the numerous acs of hi power successively, inlead .of displaying hem all at .ore; our imagination, ai. mated by such a"
1236202000_000052,"Siris: a chain of philosophical reflexions and inquiries concerning the virtues of tar water, and divers other subjects connected together and arising one from another. By G. L. B. O. C.",George Berkeley,53,4,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,0,2,0,0,0,0,0,1,1,3,0,1,1,0,0,2,5,0,0,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,0,0,1,0,0,0,0,0,5,0,2,0,1744,1,1,"[London] : Dublin printed, London re-printed, for W. Innys, and C. Hitch, in Pater-Noster-Row; and C. Davis in Holbourn, MDCCXLIV. [1744].",London,175,male,1685,1753,TRUE,"egyptians, we are taught that the supreme being is not the cause of any created thing; but that he produced or made the word ; and that all created beings were made by the word , which is accordingly styled the cause of all causes: and that this was also"
0858100600_000001,"The importance of truth, and the duty of making an open profession of it: represented in a discourse, delivered on Wednesday the 28th of April, 1790, at the Meeting-House in the Old-Jewry, London; to the supporters of the New College at Hackney. By Thomas Belsham.",Thomas Belsham,52,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,1,0,1,1,1,2,0,0,3,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,4,0,0,1,1,0,0,1,14,0,0,1,1,0,1,0,0,3,0,1790,1,1,"London : printed by H. Goldney, for J. Johnson, T. Cadell, and C. Dilly, 1790.",London,55,male,1750,1829,FALSE,"T' , e, tmrortance of Truth , and the Duty of making an open Profefion of it: .REPRESENTED IN A DISCOURSE, DELIVERED ON WEDNESDAY the 28th of APRIL, 1790, AT THE MEETINGHOUSE IN THE OLD jewry, LONDON; TO THE SUPPORTERS OF THE NEW COLLEGE AT HACKNEY. y,, T H OMA$.B"
0909900104_000009,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, Esquire. ...","Henry St John, 1st Viscount Bolingbroke",55,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,2,1,0,4,1,0,1,0,1,4,1,0,3,0,1,1,1,4,0,0,3,3,1,1,0,0,1,4,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1793,4,5,"Dublin : printed by P. Byrne, Grafton-Street, M.DCC.XCIII. [1793].",Dublin,645,male,1678,1751,TRUE,"more genius than the common herd, and that were placed in i.tuations and circumstances, which gave them perhaps opportunities of receiving instruction, from others, or at least better means of observing nature themselves, and more klifure for the investigation of truth , and for the improvement of knowledge . These"
1729700101_000426,"A description of the empire of China and Chinese-Tartary, together with the kingdoms of Korea, and Tibet: containing the geography and history (natural as well as civil) of those countries. Enrich'd with general and particular maps, and adorned with a gread number of cuts. From the French of P.J.B. Du Halde, Jesuit: with Notes geographical, historical, and critical; and other improvements, particularly in the mpas, by the translator. In two volumes.","Du Halde, J.-B. (Jean-Baptiste)",60,3,0,13,0,3,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,1,0,0,1,4,1,4,0,3,0,3,1,1,0,0,1,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1738,1,2,"London : printed by T. Gardner in Bartholomew-Close, for Edward Cave, at St. John's Gate, MDCCXXXVIII. [1738].",London,738,male,1674,1743,FALSE,"Tribunal of the Mathematics, that they may raise its Price, never fail to insert the lucky and unlucky Days distinguished according to the Principles of their judicial Astrology, The State of Necessity having, introduced Medicine into China as into other Nations, they have a great Medicine a Number of Treatises"
0255800400_000020,"An inquiry into the causes of the infidelity and scepticism of the times: with occasional observations on the writings of Herbert, Shaftesbury, Bolingbroke, Hume, Gibbon, Toulmin, &c. &c. By John Ogilvie, D.D.","Ogilvie, John",48,5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,2,0,0,1,0,0,1,0,7,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,2,3,0,0,2,0,0,1,0,4,0,1783,1,1,"London : printed for Richardson and Urquhart, Front of the Exchange; and W. Gordon, W. Creech, and J. Dickson, Edinburgh, M,DCC,LXXXIII. [1783].",London,487,male,1732,1813,FALSE,"deceived the world , we mutt acknowledge that the course which $ Ads XVII 22 X pct. III 5 t John V 39 they they have taken is singular, and by no meanh consistent with political pratice. Thefepoints require to be more particularly discussod. : In all cafes whatever, men"
