PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(arm),termFreq(armi),termFreq(cafe),termFreq(carri),termFreq(caus),termFreq(common),termFreq(confid),termFreq(continu),termFreq(countri),termFreq(debt),termFreq(declar),termFreq(end),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fleet),termFreq(forc),termFreq(franc),termFreq(french),termFreq(gener),termFreq(god),termFreq(govern),termFreq(hand),termFreq(hous),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(late),termFreq(law),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nation),termFreq(natur),termFreq(noth),termFreq(number),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(public),termFreq(reason),termFreq(reign),termFreq(roman),termFreq(ship),termFreq(spain),termFreq(state),termFreq(taken),termFreq(tax),termFreq(think),termFreq(trade),termFreq(treati),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0897100200_000863,"The new, impartial and complete history of England; from the very earliest period of authentic information, And most Genuine Records of Historical Evidence, to the end of the present year. Containing A Copious, Full, Accurate, Clear, Candid, Comprehensive, Impartial, Universal and Circumstantial History of Every Memorable Transaction, Interesting Event, Remarkable Occurrence, recorded in the Whole Annals of Great-Britain. With A Copious Account and circumstantial Detail of the Origin, Constitution, and Present State of this Kingdom, and of our various Conquests, Acquisitions, and Revolutions, in various Parts, at Home and Abroad. Also a Complete View of the Constitution, and political Establishments of Britain, its Laws, Institutions, Parliaments, Charters, Commerce, Arts, Sciences, Inventions, Civil, Ecclesiastical, Military and Naval Transactions, &c. Together with an Accurate Faithful Chronological Account of all The Kings and Sovereign Queens who have swayed the British Scepter, and other Illustrious Personages, who have rendered themselves conspicuous either by their Valour, their Patriotism, their Virtue, their Vice, or their Learning. The Whole Including every particular Circumstance worthy of Notice in the Annals of the British Empire, which can be supposed to come under the following Heads: War on Peace, Battles, Sieges, Blockades, Bombardments, Invasions, Usurpations, Revolutions, Rebellions, Sea-Fights, Expedititions, Insurrections, Attacks, Repulses, Ravages, Inroads, Reprisals, Crusades, Settlements, Devastations, Conquests, Defeats, Alliances, Negociations, Treaties, Surrenders, Conspiracies, Associations, Conventions, Plots, Massacres, Assassinations, Executions, Storms, Tempests, Shipwrecks, Famines, Dearths, Plagues, Mortalities, Inundations, Fires, Hurricanes, Earthquakes, Institutions, Parliaments, Laws, Charters, Coronations, Discoveries, Colonies, Inventions, Arts, Sciences, Commerce, Literature, Civil, Ecclesiastical, and Military Government, &c. &c. Comprehending A Genuine Description of the Manners and Customs of the Times, And the State of the Nation during the Space of near Two Thousand Years. In which The Noble Structure of the British Constitution is traced from its original Foundation; and the Sources of all the great Events and Changes in these Kingdoms accounted for with the strictest Impartiality. Interspersed With valuable Reflections and Remarks, elucidating obscure Facts, rectifying former Difficulties, correcting the Errors of other Writers, and setting contested Circumstances in the clearest Light, by the most genuine historical Evidence. The Whole Tending to display the Patriotic Virtues of our Illustrious Ancestors, and to Inspire the Present Age with an Emulation of imitating their Glorious Examples. By Edward Barnard, Esq. Assisted by several gentlemen, who have made the History of this Country their Peculiar Study.","Barnard, Edward",65,0,1,1,1,0,0,1,0,1,0,1,0,1,2,5,2,2,2,3,1,0,4,0,0,1,5,4,2,1,2,0,0,0,0,0,1,0,0,1,1,2,1,1,1,1,1,0,1,0,0,0,2,1,0,1,1,1,0,1,4,1790,1,1,"London : printed for Alex. Hogg, at the King's Arms (no. 16,) Pater-Noster Row, and sold by all other booksellers, Newscarriers, or Postmen, in Every Part of England, Scotland, and Ireland, [1790?].",London,836,unknown,,,FALSE,"usual 17 ceremonies. On the nineteenth, the king went to the house of peers, and delivered a speech to both houses in which lie observed, that he had assured 8 B his G E G E 0 III 64 6so0 thz NEW AND COMPLETE HISTORY OF ENGLAND . -: -"
0097400203_000053,"The age of Louis XIV. To which is added, an abstract of the age of Louis XV. Translated from the last Geneva edition of M. de Voltaire, with notes, critical and explanatory, by R. Griffith, Esq. ...",Voltaire,71,0,3,2,3,1,0,0,0,1,1,2,0,0,0,2,2,3,0,0,3,2,3,0,1,1,0,6,0,1,0,1,0,1,0,3,1,0,0,1,2,1,0,2,2,0,0,7,1,1,1,2,1,1,3,1,0,1,0,1,0,1779,3,3,"London : printed for Fielding and Walker, Paternoster-Row, MDCCLXXIX. [1779].",London,318,male,1694,1778,TRUE,"Eight hundred were slain; the rest fled to the place the Prince had noticed, and there fourteen hundred were taken prisoners. Everything fell into the hands of the conqueror. He formed a body of cavalry with the horses of the enemy's dragoons. General Cope was obliged to fly himself. The"
0156301600_000184,"A general collection of treatys, declarations of war, manifestos, and other publick papers, relating to peace and war. In four volumes. Vol.I. Containing, The Treaty of Munster, 1648. The Pyrenean Treaty, with the French King's and the Infanta's Renunciation of the Spanish Dominions, 1659. The Sale of Dunkirk, 1662. The Peace between England and France, and England and Holland, in 1667. The Treaty of Aix-la-Chapelle. The Triple League, 1668. Treatys of Commerce between England, France, Spain, and Holland. Treaty of Nimeguen, 1678. Defensive Alliance betwixt England and Holland, 1678. Declarations of War by the Allies against France, 1688, 1689, and 1702. The first Grand Alliance, 1689. The separate Peace betwixt France and Savoy, 1696. Treaty of Reswick, 1697. Treatys of Partition, 1698, &c. The second Grand Alliance, 1701. Treaty for securing the Hannover Succession. Usurpations of France since the Treaty of Munster. The Right of the Crown of England to Hudson's-Bay. With many others, to be seen in the Contents.",,81,2,0,1,1,0,0,1,0,1,1,0,0,4,0,0,0,1,1,2,5,2,5,1,1,2,0,7,2,2,2,1,0,2,0,0,0,0,0,0,0,1,4,0,1,1,1,3,2,0,0,0,0,4,5,1,0,3,0,4,4,1732,1,1,"London : printed for J. J. and P. Knapton, J. Darby, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, J. Pemberton, J. Osborn and T. Longman, C. Rivington, F. Clay, J. Batley, R. Hett, and T. Hatchett, M.DCC.XXXII. [1732].",London,482,unknown,,,FALSE,"the Confederates shall agree amongl themselves about all the things that they shall think neceftary for maintaining the Navigation and Commerce of the Subjetts of his Majesty of Great Britain and the States General , in the Lands and Dominions they may acquire, and that were possessed by the late"
0974500107_000042,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,70,2,2,0,3,0,1,2,0,1,0,0,0,3,0,0,3,0,2,1,3,1,2,0,1,1,3,7,1,0,5,0,0,1,2,0,1,1,0,1,0,2,0,0,1,0,0,1,0,2,0,0,2,0,1,1,0,1,1,5,3,1758,7,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,599,male,1661,1725,TRUE,"silence of Mr. Walpole, first commissioner of the treasury. However, it was moved and resolved, that the house would in a committee confider , on the 8th of April, of Mr. Stanhope's motion for a supply. Mean time the king was ad drefied for a copy of the treaty made"
0070100102_000086,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,64,1,0,3,4,0,0,0,2,0,2,1,1,1,1,1,1,1,1,3,1,2,2,0,1,0,1,7,0,1,4,0,1,1,1,2,0,0,0,4,1,3,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2,1757,2,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,721,male,1721,1771,TRUE,"and employ his whole force in the reduction of Guienne, where t; i Englifn had lately retaken several places of importance. Charles was inclined -, s T HE HISTORY' Book IV army to check the progress of the English in that province. He undertook the siege of Chateauneuf, which was"
0007300203_000075,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",82,0,0,0,1,2,0,0,0,1,2,1,0,1,0,0,2,3,1,2,2,5,2,0,1,0,1,9,2,1,0,1,2,3,0,0,3,0,0,1,2,7,9,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3,1795,3,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,504,unknown,,,FALSE,"published soon after the action, and written by a person of consequence on board the English fleet , Martel was sent to the bastile for the aaive part he had taken in the engagement . Soon after this battle the English returned into the Thamnes; and the French squadron, about"
0576000103_000169,"A collection of state papers, relative to the war against France now carrying on by Great-Britain and the several other European powers, containing authentic copies of treaties, conventions, proclamations, manifestoes, declarations, memorials, ...",,77,0,0,0,0,0,1,1,1,1,3,4,0,1,0,2,2,0,2,2,3,0,4,0,4,1,1,1,1,0,3,0,0,1,1,0,2,0,0,0,1,1,6,2,1,3,4,2,2,1,0,0,0,2,3,1,0,0,0,1,5,1794,3,11,"London : printed for J. Debrett, 1794-1802.",London,447,unknown,,,FALSE,"present war , on the treaties lately concluded with the Duke of Tuscany, the King of Prussia, and the provisional government of Holland. On the negotiations that have been carried on by Spain , and on the firong declarations of desire to negotiate, recently made by his Majelly's intimate ally,"
0428500100_000063,"An abridgment of the history of England. From the invasion of Julius Cæsar, to the death of George II. The third edition. By Dr. Goldsmith.",Oliver Goldsmith,73,1,2,1,3,0,3,0,5,0,0,1,0,3,2,0,0,1,2,1,1,2,0,0,1,0,4,7,1,1,1,2,0,1,0,2,1,0,0,0,3,3,0,1,2,1,1,3,0,0,2,0,0,1,0,1,2,0,0,0,4,1783,1,1,"London : printed for C. Bathurst; J. F. and C. Rivington; L. Davis; B. Law; G. Robinson; T. Cadell; G. Kearsley; R. Baldwin; W. Goldsmith; and T. Evans, MDCCLXXXIII. [1783].",London,364,male,1728,1774,TRUE,"while on board, and the other half, weakened by sickness, appeared too small a body to march into the Palatinate and thus ended this ill concerted and fruitless expedition. ^ Whether this misfortune had any effec upon James's constitution is uncertain; but he was soon A D. after seized with"
0450200103_000166,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,81,0,2,0,1,2,0,0,0,1,0,1,0,3,2,2,0,2,0,5,1,6,3,0,0,1,0,5,2,3,2,1,1,0,1,0,2,1,0,3,4,2,1,3,1,1,3,0,0,1,0,0,2,0,5,1,0,0,1,2,1,1793,3,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCIII. [1793].",London,552,male,1721,1771,TRUE,"firom the enemy ; and promising that, in cafe a peace should be speedily concluded, the King would purchase the privateers at prime cost. They employed great. numbers of artificers and seamen in equipping a formidable squadron of ships at Breast; and assembling a strong body of land forces ,"
0104600105_000022,"The works of the Reverend Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. In twenty volumes. Containing, I. His Miscellanies in prose. II. His poetical writings. III. Gulliver's Travels. IV. Papers relating to Ireland, and the Drapier's Letters. V. The conduct of the allies and the examiners. VI. The publick spirit of the whigs, &c. and polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. IX. Letters; the history of the last session of Parliament, and the peace of Utrecht, &c. X. Sermons and other Pieces. XI. Letters, &c. the author's life and poems. XII. History of the four last years of Queen Anne's Reign; Letters; and Sermons, &c. Collected by Deane Swift, Esq. XIII. Letters to and from several very eminent persons; poems on various occasions. Collected by Deane Swift, Esq. XIV. XV. and XVI. Letters to and from Dr. Swift. With notes by the Rev. T. Birch, D.D.F.R.S. John Hawkesworth, L.L.D. and others. With many original pieces. XVII. XVIII. and XIX. Letters to & from Dr. Swift. Collected by D. Swift, Esq. with several originals. XX. Tale of a tub.",Jonathan Swift,70,0,0,0,1,0,2,0,2,0,1,3,0,0,1,2,0,3,1,0,3,2,3,0,1,0,1,4,1,1,2,0,1,1,0,3,2,0,1,0,0,0,4,2,0,1,1,1,0,1,1,0,0,3,1,3,0,0,2,1,7,1772,5,20,"Dublin : printed by George Faulkner, MDCCLXXII. [1772].",Dublin,496,male,1667,1745,TRUE,"by crying up the Power of England , the Courage of England , the inexhaultible Riches of England , I have heard a * Man very sanguine upon this Subjec, with a good Employment * Charles Montague was one of the Lords of the Treasury, and afterwards Chancellor and Under"
0605900300_000155,"The political history of Europe. Being a collection of the public treaties and state tracts, Digested into due Order, and historically introduced; commencing with the treaty of Munster, 1648. To which is prefixed, A short Historical and Chronological Account of the State of Affairs, from the Year 800 down to the said Treaty. Interspersed with A Variety of curious Anecdotes, relating to Literature, Philosophy, and Science.","Horsley, William",83,0,0,2,1,1,0,1,1,0,0,2,1,5,1,3,0,2,0,1,6,7,2,2,0,1,2,7,1,1,3,2,0,2,1,0,1,2,0,0,0,0,2,2,0,2,1,0,2,0,0,0,0,0,0,2,0,1,2,4,4,1746,1,1,"London : printed by J. Bettenham, for the author; and sold by R. Manby, and H. S. Cox, on Ludgate-Hill, MDCCXLVI. [1746].",London,520,male,1701,1776,FALSE,"of the repofeof Chrifiewdom and the reciprocal grandeur of their dominions: while the arms of Fravce on the other hand , inhumanly, and with unheard of cruelties and barbarities, lay waste all the territories of the empire, without any regard had to the laws of religion, of war , and"
0372600109_000027,"A collection of the parliamentary debates in England, from the year M,DC,LXVIII. to the present time. ...",Great Britain. Parliament,72,1,0,0,3,0,0,0,0,1,1,0,1,0,0,4,0,1,2,4,1,0,1,0,6,3,0,8,4,1,1,1,1,0,1,0,2,0,1,4,0,2,1,3,1,1,2,1,1,0,2,0,0,0,0,0,0,1,1,2,1,1739,9,21,"[London] : Dublin: printed. London: reprinted, and sold by John Torbuck, 1739-42.",London,566,unknown,,,FALSE,"either at home, or from abroad, without leaving the King's person , the royal family, the capital of the kingdom , and the fortified places exposed; and therefore the f aid augmentation was become absolutely necessary to prevent these dangers and inconveniences. That the number of the troops now on"
0683800103_000063,"An abridgement of The history of England. Being a summary of Mr. Rapin's History and Mr. Tindal's continuation, From the Landing of Julius Caesar, to the Death of King George I. With The Characters of the Kings at large, the State of the Public Revenues, Exchequer, and Coins, at and after the Conquest; and also lists of the Peers created in each Reign, Knights of the Garter and Bath, Baronets, Bishops, Chancellors, Chief-Justices, Judges, and Admirals, to the Present Times. Illustrated With the heads and monuments of the Kings, Queens, &c. On Seventy copper plates. ...","Tindal, Nicolas",82,2,0,0,0,0,0,0,5,0,4,1,1,0,1,0,0,3,0,3,5,4,1,0,2,0,4,2,0,1,1,1,0,0,0,1,1,0,0,0,1,4,7,0,0,0,6,2,3,0,0,0,0,1,2,0,2,0,1,9,1,1747,3,3,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLVII. [1747].",London,495,male,1687,1774,FALSE,"at Utrecht receive, 1713 by the posta printed protestation of the Pretender, addressed to all Kings , Princes , U'c. May 5 The peace is proclaimed at London, with the usual ceremonies. 6 Baron Kirchner, the Imperial Miniser, quits Utrecht. The treaties of peace and commerce are laid before the"
1766800201_000075,"The works of Sir William Temple, Bart. in two volumes. ... To which is prefix'd Some account of the life and writings of the author.","Sir William Temple, 1st Baronet",92,0,1,0,3,0,0,1,1,1,3,1,0,0,3,0,3,2,0,3,2,1,6,0,11,3,2,2,2,0,0,1,0,2,0,0,2,0,0,0,0,1,1,9,3,3,1,6,2,0,1,0,0,2,5,0,0,0,1,0,1,1720,1,2,"London : printed for A. Churchill, T. Goodwin, J. Knapton, R. Smith, B. Tooke, J. Round, J. Tonson, O. Lloyd, W. Meres, T. Woodward and F. Clay, 1720.",London,479,male,1628,1699,FALSE,"were content to change for any other that came in their way: Or lastly, by the difftra&ed fa&ions of a discontented Nation , who agreed in no one common Design or Defence; nor under any Authority grounded upon the general Love or Esteem of the People . Of Inflability and"
1524100700_000007,"The Crisis stated; or, Serious and seasonable hints upon war in general, and upon the consequences of a war with France.",,77,1,0,0,1,0,1,1,0,0,0,1,0,2,0,0,2,4,1,1,4,8,1,1,4,0,0,3,0,0,2,1,0,0,1,0,7,1,1,1,0,1,1,4,0,1,1,1,0,0,0,0,0,7,0,0,1,1,1,2,6,1793,1,1,"London : Sold by J. Debrett, Piccadilly, MDCCXCIII. [1793].",London,40,unknown,,,FALSE,"my opinion, be an outrageous infringement upon the laws of nations ; it will be a savage conspiracy against the written and the unwritten rights of mankind; and, therefore, in the sincerity of my soul, I pray the righteous Governor of the Universe, the Creator of men, and the King"
0990000305_000022,"Volume V. of the Author's works. Containing The Conduct of the Allies, and the examiners.",Jonathan Swift,73,0,0,0,2,0,2,0,1,0,1,4,1,0,3,2,0,3,1,0,3,2,3,1,1,0,0,3,1,1,2,0,1,1,0,2,3,0,0,0,0,0,4,2,0,1,1,1,0,1,0,0,0,3,1,4,0,0,2,1,8,1738,5,5,"Dublin : printed by and for George Faulkner, M,DCC,XXX,VIII. [1738].",Dublin,354,male,1667,1745,TRUE,"a good End to the War , and left the Nation in some hope of recovering itself. And this is what we charge them with as answerable to God , their Country , and Posterity, that the bleeding Condition of their Fellow subjeits, was a Feather in the Balance with"
1117500200_000008,"A vindication of the prerogative of the Crown. Humbly offered to the consideration of the Honourable House of Commons. To Obey is no less Natural, Profitable and Necessary, than to Command.",,80,0,1,0,2,1,2,0,1,0,0,0,0,0,0,2,0,2,7,6,5,7,0,1,2,0,0,3,1,2,1,0,2,0,1,2,4,1,1,0,0,0,2,1,2,2,0,1,0,1,0,0,2,1,1,1,0,1,1,0,7,1705,1,1,"London : printed in the year 1704/5, and sold by most booksellers in London and Westminster, [1705].",London,23,unknown,,,FALSE,"( so it had been faithfully managed) then 2o00oo Men in lieu or stead thereof, could have done him in Germany, Italy, or the Netherlands, and broke and confounded all his Meaflres; for it would abfolurely have over awed the Elector of Bzvnria, if not the Hungarians, and totally disabled"
0015300101_000113,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,94,1,1,0,4,0,0,0,6,2,0,0,1,0,3,0,0,2,1,1,1,4,2,0,3,0,4,21,2,0,0,0,0,1,1,1,1,0,0,0,0,7,2,0,1,4,1,2,0,0,1,0,0,4,1,0,0,1,0,4,3,1790,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,528,male,1721,1771,TRUE,of Madrid. § XV King William is thwarted by his new Parliament . § XVI He is obliged to send away his Dutch guards.. § XVII The Commons address the King against the Papists. § XVIII The Parliament . prorogued. § XIX The scottijh company make ajettlement on the Isthmus
0567402100_000004,"Political reveries, and utopian schemes for the welfare of Great Britain and Ireland. By an idle man. With a plan for new modelling the British Forces by Sea and Land. Immedicabile vulnus ense recidendum.",Idle man,63,0,0,0,1,1,1,2,0,0,3,1,0,0,1,1,2,1,0,1,3,0,0,0,2,2,3,0,0,0,0,0,1,1,2,2,1,0,0,3,0,2,1,6,1,1,1,2,0,3,0,1,1,1,2,0,1,0,1,2,2,1780,1,1,"London : printed by and for W. Richardson, Strand, MDCCLXXX. [1780].",London,85,unknown,,,FALSE,"to one department, however it may be against the grain and spirit of the people , yet they will certainly in the end make great and considerable steps towards equality with their rivals, as we have already experienced: for in no former war has their navy been so well managed"
0512900107_000646,"A collection of the state papers of John Thurloe, Esq; secretary, first, to the Council of State, and afterwards to the two Protectors, Oliver and Richard Cromwell. In seven volumes. containing Authentic Memorials of the English Affairs from the Year 1638, to the Restoration of King Charles II. Published from the Originals, formerly in the Library of John Lord Somers, Lord High Chancellor of England; and since in that of Sir Joseph Jekyll, Knt. late Master of the Rolls. Including also a considerable Number of Original Letters and Papers, communicated by His Grace the Archbishop of Canterbury from the Library at Lambeth, the Right Honourable the Earl of Shelburn, and other Hands. The Whole digested into an exact Order of Time. To which is prefixed, the life of Mr. Thurloe: With a Complete index to each Volume. By Thomas Birch, M. A. F. R. S. ... Containing Papers from the Year MDCXXXVIII to MDCLIII.",England and Wales,74,0,2,0,0,1,1,0,0,1,2,1,1,1,1,0,0,2,1,2,3,6,1,2,1,0,0,8,0,1,2,0,1,0,0,2,1,0,1,0,3,4,2,1,0,1,4,6,0,2,0,0,1,1,0,0,2,0,2,0,0,1742,7,7,"London : printed for the executor of the late Mr. Fletcher Gyles; Thomas Woodward, at the Half-Moon, between the Temple-Gates, in Fleet-Street; and Charles Davis in Pater-Noster-Row, MDCCXLII. [1742].",London,924,unknown,,,FALSE,"are debating of a new tax again upon all strangers hips trading in France : that the king hath absolutely resolved to be master of the cafile of Orange; and in cafe the governors refuie him, to force it by a siege: 4000 men are ordered to approach the city."
0586800103_000106,"Political papers, chiefly respecting the attempt of the county of York, and other considerable districts, Commenced In 1779, And Continued During Several Subsequent Years, to effect a reformation of the Parliament of Great-Britain: collected by the Rev. Christopher Wyvill, Chairman of the late Committee of Association of the County of York. ...",Christopher Wyvill,81,0,1,0,2,0,0,1,2,2,0,5,0,1,0,0,2,2,1,2,10,2,1,0,5,0,0,1,0,0,1,0,2,0,1,0,4,1,1,0,0,1,3,6,1,0,2,0,1,2,0,0,0,1,1,0,2,0,0,1,10,1794,3,6,"York : printed by W. Blanchard: sold by J. Johnson, ST. Paul's Church-Yard, London, and J. Todd, York, [1794-1802].",York,664,male,1740,1822,FALSE,"Peasants of Germany and Poland, of Spain and Italy. Nature meant them to be free; they are conscious it is their right, and every fibre of every heart beats high with the expetation of deliverance. That these expectations must be realised to a certain degree in all the great Monarchies"
1268001600_000009,"The duke of Anjou's succession further consider'd, As to the Danger that may arise from it to Europe in General; But more particularly to England, And the several Branches of our Trade. Part II. By the Author of the First.",,81,1,1,0,5,4,0,0,2,0,1,2,0,0,0,1,0,0,2,4,1,1,3,0,1,0,1,6,0,2,2,0,0,1,1,4,6,0,2,1,1,4,0,1,0,3,1,0,6,2,0,0,0,0,2,1,1,0,1,0,3,1701,1,1,"London : printed, and sold by A. Baldwin in Warwick-Lane, near the Oxford Arms, 1701.",London,62,unknown,,,FALSE,"War , to which if we add the Dutch Naval Force , as it is in our power to do by a ftri& Alliance, there's nothing humanely speaking, that we have reason to fear, provided those Fleets be well manned and vidual'd, and commanded by fuchas are known to be"
1364800300_000088,"An abridgment of The history of England. From the invasion of Julius Caesar, to the death of George the second. By Dr. Goldsmith. And continued by an eminent writer to the present time.","Campbell, Robert",68,0,0,1,5,0,1,1,0,0,1,2,0,1,0,2,1,2,0,0,2,0,2,0,3,0,1,2,3,2,2,0,1,0,1,0,1,0,0,1,0,3,0,2,0,4,0,2,1,1,1,0,2,6,0,0,0,0,2,2,4,1795,1,1,"Philadelphia : Printed for R. Campbell, bookseller, 1795.",Philadelphia,406,male,,,FALSE,"of the seamen, who took. a rcdoubt between the Mole and the town by storm. Then the governor capitulated, and the prince of Hesse entered the place, amazed at the ifccefs of the attempt, considering the firength of the forti fcations. When the news of this conquest was blought to"
0349800117_000133,"The parliamentary or constitutional history of England; being a faithful account of all the most remarkable transactions in Parliament, from the earliest times. Collected from the journals of both Houses, the records, ... By several hands. ...",Great Britain. Parliament,87,0,0,2,4,0,0,0,4,0,1,0,0,2,2,0,1,1,1,1,0,0,1,1,1,1,8,6,5,1,0,0,1,3,0,0,0,0,0,0,3,4,2,4,1,1,2,5,0,1,1,0,3,0,1,0,0,1,1,7,3,1755,17,24,"London : printed; and sold by Thomas Osborne; and William Sandby, 1751-61.",London,505,unknown,,,FALSE,"a Traitor, was to lay by both him and his Brother the Duke of York, who adheres to him, which would exceedingly confirm the People in their Fears.' Though this Motion for declaring the Prince of Wales himself a Rebel and a Traitor, for taking Arms against the Parliament ,"
1321000300_000101,"Memoirs of the life and negotiations of Sir W. Temple, bar. Containing the most important occurrences, and the most secret springs of affairs in Christendom, from the year 1665 to the year 1681. With an account of Sir W. Temple's writings.","Sir William Temple, 1st Baronet",86,0,0,0,2,2,4,0,1,0,0,5,0,1,2,1,1,2,1,1,6,6,1,0,1,1,1,9,0,0,2,0,0,0,3,1,2,0,0,1,1,2,7,0,0,1,0,8,1,0,0,0,0,1,1,0,0,0,0,3,4,1714,1,1,"London : Printed for W. Taylor at the Ship in Paternoster-Row, M.DCC.XIV. [1714].",London,432,male,1628,1699,FALSE,"the Duke, and proposed, that Mr. Thinn fitould be sent from the Office, with a Draught of the Treaty , to Mr. Hyde, who was then come from Nimcguen to the Hague, upon a Visit to the Princess. There There were Two RULING BURGOMASTERS at A M STRDAM at this"
1510200102_000222,"A new and universal history of England, from the earliest authentic accounts, to the present time. Containing a comprehensive and accurate description of all the battles, sieges, sea-fights, and other memorable events, in which the English have been concerned, from the remotest period of intelligence. With a circumstantial account of the origin of this kingdom, its government, and its laws; the many revolutions it has undergone, the amazing progress made by its inhabitants in every branch of science, and their various discoveries, conquests, and acquisitions in different parts of the world. Together with faithful delineations of the characters of all the princes who have swayed the British scepter, and other illustrious personages, who have rendered themselves conspicuous by their valour, their patriotism, their virtue, or their learning. The whole tending to display the patriotic virtues of our illustrious ancestors, and inspire the British youth with an emulation of imitating their glorious examples. By William Henry Mountague, Esq; embellished and illustrated with upwards of one hundred and twenty copper-plates, from original drawings made on purpose for this work, by the celebrated wale, and engraved by those eminent artists, Grignion and Walker.","Mountague, William Henry",78,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,4,0,0,5,4,1,0,1,0,0,10,2,0,1,1,2,1,2,2,3,1,2,0,3,4,4,1,0,2,0,1,0,1,0,0,0,1,1,1,1,2,2,3,2,1771,2,2,"London : Printed for J. Cooke, at Shakespear's-Head, No. 17, in Pater-noster-Row, MDCCLXXI. [1771].",London,610,unknown,,,FALSE,"eed as a mediator. His own fubjeaswere penetrated with the same sentiments ( and saw with regret, their ingrcit and their honour'facrificed to motives of avarice and fare policy. The parliament addressed the king , representing the danger to which the nation wds expofect by the exorbitant power of France"
1181400106_000013,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,73,0,0,1,3,0,3,1,0,0,1,2,0,0,0,3,2,1,1,0,6,4,2,0,0,1,0,5,1,1,0,3,2,0,0,1,1,0,0,1,0,0,5,0,0,1,0,1,0,0,0,0,1,3,1,1,1,0,1,4,8,1772,6,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,295,male,1694,1778,TRUE,"coast of Africa. 695- The privateers of St. Malo carried fire and sword into the eastern part of Newfoundland, of which they were in podftflion; and our squadrons insulted their island of Jamaica, took and burnt their shipping there, and ravaged the coast. Potntis, commander of a squadron of hips"
