PassageID,Title,Author,Total termFreq,termFreq(attent),termFreq(author),termFreq(book),termFreq(brandi),termFreq(chocol),termFreq(coffe),termFreq(coffeehous),termFreq(compani),termFreq(convers),termFreq(dai),termFreq(drink),termFreq(even),termFreq(frequent),termFreq(gentlemen),termFreq(grand),termFreq(half),termFreq(home),termFreq(hous),termFreq(humour),termFreq(knowledg),termFreq(laid),termFreq(laughter),termFreq(liberti),termFreq(london),termFreq(music),termFreq(new),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(place),termFreq(politician),termFreq(proprietor),termFreq(public),termFreq(publish),termFreq(punch),termFreq(read),termFreq(room),termFreq(sage),termFreq(societi),termFreq(tabl),termFreq(tatler),termFreq(tea),termFreq(thought),termFreq(town),termFreq(wit),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1328900102_000029,"The lucubrations of Isaac Bickerstaff, Esq;",Joseph Addison,28,1,0,0,0,0,1,1,2,1,1,0,1,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,3,0,3,2,1747,2,4,"Glasgow : printed and sold by Robert Foulis, M DCC XLVII. [1747].",Glasgow,329,male,1672,1719,TRUE,"saw the enemyfly befoke themtowards Conde and Maubeuge; after whlom proper detachments were made, who made a tertible slaughter in the pursuit. In this action it is said Prince Eugeine wais wounded, as also the Duke of Aremberg, and ibeutenant general Webbk The Count of Oxenftern, colonellae, and Sir Thomas"
0985400100_000091,"Hibernica: or, some antient pieces relating to Ireland. (Never hitherto made publick, No.6 excepted) Containing, 1. The history of Ireland by Maurice Regan, ... To which is added, 11. An essay on the defects in the histories of Ireland, ...","Harris, Walter",43,0,3,5,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,1,1,0,1,3,0,2,1,0,0,2,6,0,4,0,0,0,0,0,0,1,0,0,3,1757,1,1,"Dublin : printed for William Williamson, 1757.",Dublin,157,male,1686,1761,FALSE,"during the Reign of King Charles II except some small Pamphlets and Pieces concerning the A', i of Settlement, and other events of that Reign, too Numerous, and of too little Importance to be named, and except Mr. Cart before taken notice of. The subsequent Reign, as it was an"
0101303600_000019,"Luxury, pride and vanity, the bane of the British nation Shewing The Prodigality and Profuseness of all Ranks, and Conditions. The Transposition of the City to the Court, with the Tradesmen's expensive manner of Living. The Encrease of the Wine-Trade, the Decay of the Wealth, and Industry of the People. Town and Country over-run with false Splendor. Most of our modern Equipage compar'd to the Life of Man. Physicians, Surgeons, and even apothecaries under an absolute Necessity of keeping Equipages in support of their Characters and Families. An Account of a Lady, who unhappily lost her Life through the Avarice of her Man-Midwife's attending in a Hackney-Coach, instead of his own Chariot. A new piece of Frugality among Men of Quality, in keeping their Mistresses at their own Dwelling-Houses. More Wines and Provisions expended in the City of London and County of Middlesex, than in all the United Provinces of Holland. The Beggars of the several Parishes within the City and Suburbs of London, proved to eat more white Bread than the whole Kingdom of Scotland. The Pride, Insolence, and Extravagance of the Midling and Mechanick Part of Mankind: And of the Quality's marrying into Mercantile and City Families. The exorbitant Loans frequently demanded of rich Citizens by their Sons-in-Law on the Penalty of P-Xing their Daughters. The late horrible Instances of wilful and corrupt Perjury animadverted on; with some Account of Mr. Wreathock's Calves-Leather-Club: Together with a true Copy of the Highwayman's famous Bill formerly filed in the Court of Exchequer, by the said Wreathock. The usual Observation of the Lord's Day in the good Cities of London and Westminster, &c. &c.","Jones, Erasmus",35,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,1,4,1,0,0,0,0,0,0,0,1,0,7,0,3,1,0,0,0,3,1,0,0,0,2,0,1,0,4,0,0,1736,1,1,"[London] : Printed for J. Roberts near the Oxford-Arms in Warwick-Lane; and sold by Edward Withers, at the seven Stars over against Chancery-Lane, Fleetstreet; J. Joliffe in St. James's-Street; and the rest of the booksellers of London and Westminster, [1736?].",London,63,male,,,FALSE,"in pck thread 5;; -; .: in the Apartments of married Ccb. :, Pii; : y, Pi: y pojs. Mei and Poor har.ls'.s -': ve at naoon, Al! the Re'giz: s within the Bills of Mortality returrnng upon the Hands of the several Parishes they appertain to, by their respective"
1423900101_000073,The Spectator[.],,29,0,1,0,0,0,5,1,1,0,0,0,0,0,1,0,2,0,1,1,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,1753,1,8,"Dublin : printed for G Grierson and G: and A Ewing, MDCCLIII [1753].",Dublin,363,unknown,,,FALSE,"full of hints, that waidd look like a rhaptodty of nonsense to anybody but myself : There is nothicig in them but obscurity and conufulon, raving and inconsistency. In short, they are my speculations in the first pr~inclples, .that (like the world in its chaos) are void of all light,"
1088500106_000078,The spectator Volume the First.,,38,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,11,4,1,0,4,1,0,1,1,0,2,0,0,0,0,0,0,2,1,0,1,1755,6,8,"Dublin : printed for Peter Wilson, MDCCLV. [1755].",Dublin,326,unknown,,,FALSE,"may read the News of a whole Campaign, in less time than he now bellows upon the produeions of a tingle Poll. Sights, Conquests and Revolutions lie thick together. The Reader's Curiosity is raised and satisfied every Moment, and his Passions disappointed or gratified, without being detained in a State"
0497900300_000009,"The life of Richard Nash, of Bath, Esq; extracted principally from his original papers.",Oliver Goldsmith,37,0,0,0,0,0,0,1,3,2,2,2,5,2,1,0,2,0,2,0,0,0,0,0,0,1,0,1,4,1,0,0,0,4,0,0,2,0,0,0,0,0,1,0,1,0,0,1762,1,1,"London : printed for J. Newbery, in St. Paul's Church-Yard; and W. Frederick, at Bath, MDCCLXII. [1762].",London,246,male,1728,1774,TRUE,"its rising out of the ground over the springs, it is sometimes too hot to be endured by those who bathe therein. Adjoining to the King's Bath there is another, called the Queen's Bath; this is of more temperate warmth, as borrowing its water from the other. In In the"
0566100800_000008,"Graphic illustrations of Hogarth, from pictures, drawings, and scarce prints in the possession of Samuel Ireland, author of this work; of a picturesque tour through Holland, Brabant, &c. and of the picturesque beauties of the rivers Thames and Medway.","Ireland, Samuel",40,0,1,0,0,0,0,9,3,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,1794,1,1,"London : published by R. Faulder, New Bond Street; and J. Egerton, Whitehall, MDCCXCIV. [1794].",London,263,male,,,FALSE,"likewise in my possession, that was painted very soon after he quitted the service of his master. In this pieture there was great clearness of colouring, in the heads; with better drawing, and infinitely more taste in the disposition of the figures, than fell to the share of most of"
0244000601_000098,"The works of Henry Fielding, Esq; with the life of the author. Vol. I.",Henry Fielding,30,0,0,0,0,0,1,1,2,1,0,4,0,0,3,0,0,0,2,1,0,0,0,0,0,1,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,3,0,2,1784,1,10,"London : printed for W. Strahan, J. Rivington and Sons, T. Payne, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsly, G. Robinson, J. Johnson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicol, S. Bladon, J. Murray, W. Otridge, J. Sewell, W. Lane, J. Bowen, and W. Fox, MDCCLXXXIV. [1784].",London,520,male,1707,1754,TRUE,"B b pol. POL. Rather, the monstrous power which the emperor may be possessed of. DAB. The emperor ah! Bothihake their lads POL. Don Carlos truly. { at one another. DAB. I would fain ask one question, Mr. Politic. Pray, how large do you take Tuscany to be? -- POL."
0273100401_000003,The centinel. ...,,22,1,1,1,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,1758,1,2,"Dublin : printed by James Hoey, Junior, at the Mercury in Skinner-Row, MDCCLVIII. [1758].",Dublin,316,unknown,,,FALSE,"the rattling of the box; and by the emphasis of an oath, discover the quality of the iivearer, whether pronounced by a chairman or a colonel, a carman or a senator, a peer or a gamb!er,. dflfinc or united in the same person . Such a nice diftinguilher of sounds,"
0242000504_000086,The tatler. ...,Joseph Addison,28,1,2,1,0,0,0,1,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,4,1,0,0,0,0,0,2,2,0,0,1789,4,4,"London : printed by Rivington, Marshall, and Bye; for Messrs. Rivington, Davis, Buckland, Longman, Dodsley, White, C. Rivington, Law, H. Baldwin, Johnson, Nichols, Dilly, Robinson, Cadell, Sewell, Flexney, Richardson, R. Baldwin, Otridge, Hayes, Piguinet, Bent, Newbery, and Wilkie, 1789.",London,625,male,1672,1719,TRUE,"bushel of coals on? the credit of my answer to his Czarian Majesty; for I design it shall be printed for "" MORPHEW, and the weather grows sharp. I "" flhall take it kindly if you would order him ""( also to send me the Papers as they come out."
1146700801_000015,The spectator. Vol. I.,,36,0,0,1,0,0,0,1,0,2,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,5,0,1,1,0,0,0,1,0,1,0,0,2,1,0,3,2,0,2,3,1714,1,2,"London : printed for S. Buckley, in Amen-Corner; and J. Tonson, at Shakespear's Head, over-against Catharine-Street in the Strand, MDCCXIV. [1714].",London,334,unknown,,,FALSE,"Loen don landlwe4riliner, who, I hope, will take Care todiv tiinguifh tiemflves from the thoughtlefs.hard of their 4gnorant and unattentive Brethren. Since I have raised to myself so great, an.audicnce, I Shall spare no Pains to make their liiltruction. agreeable, and their Divcrflon uncfiil For which Reafous I shall endeavour"
1726200202_000027,"A view of England towards the close of the eighteenth century. By Fred. Aug. Wendeborn, LL. D. Translated from the original German, by the author himself. In two volumes.",Gebhard Friedrich August Wendeborn,33,1,0,0,0,0,0,1,1,5,2,1,3,1,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,1,3,0,0,1,0,0,1,2,0,0,1,0,0,0,3,0,0,1791,2,2,"Dublin : Printed by William Sleater, for P. Wogan, P. Byrne, J. Moore, J. Jones, A. Grueber, W. Jones, R. White, and J. Rice, M.DCC.XCI. [1791].",Dublin,353,male,1742,1811,FALSE,"a library, another was adi'ded for conversation , and for perusing the newest literary journals, it would gratify the utmost withes which men of letters could refionably entertain. A liberal f~ub~feription, Sand some patronage, might eafrly produce to noble and de fid an eliabliihment; whichl' at the same time that"
0740100201_000116,"The spectator. A new edition in eight volumes; with Illustrative Notes. To which are prefixed the lives of the authors, by Robert Bisset, A. M. ...",,27,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,6,1,0,2,1,0,2,1,0,2,2,0,0,1,0,0,1,0,0,1,1793,1,8,"London : printed for G. Robertson No 221, Piccadilly, J. Cuthell. No 24, Middle Row, Holborn, J. Lackington No 47 and 48 Chiswell Street Moorfields, and Messrs. Bell & Bradfute, Edinburgh, [1793-94].",London,503,unknown,,,FALSE,"do not.ire.meml ber that; I everspoke three sentences togetherj..ftfy whole life. -..  "" 1 Whilst I was. in this .learned body, I applied myself with so much. diligence to my studies, that. there are very y '-* . ~,,. _fevw * This part of the SP ICCATOR ts charaeter"
1254600800_000036,"The conduct of the late administration examined. With an appendix, containing original and authentic documents. [Seven lines in Latin from Cicero].",John Gill,36,0,1,1,0,0,0,1,0,0,1,1,3,0,1,1,0,0,10,0,0,0,0,0,0,0,1,3,2,2,0,0,0,3,0,2,0,1,0,0,0,0,0,0,2,0,0,1767,1,1,"[Boston] : London: Printed. 1767. Boston: Re-printed and sold by Edes and Gill, next to the prison in Queen-Street, 1767.",Boston,110,male,1732,1785,FALSE,"he, that It'.p P emmgonly~~~~~~~~~^ *( 3) iton had quitted the house with his best effecs, and that the house was his; that he had never injured them, and finally, .ivited them to go to the tavern and drink a barrel of punch : the offer was accepted, and o"
0852900106_000074,The Spectator. In eight volumes.,,37,0,3,0,0,0,1,1,0,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,6,3,0,2,0,1,0,3,0,0,8,0,0,0,0,0,1,0,2,0,0,1793,6,8,"London : printed for Harrison and Co. No 18, Paternoster Row, MDCCXCIII. [1793].",London,145,unknown,,,FALSE,"modern author . St. Gregory, upon excommunicating those writers who had diflo noured Caftorius, does not except thole who read their works"" Because,"" says he, "" if calumnies have always been the delight of their hearers, and a gratification of there persons who have no other advantage over hones men,"
1175200200_000001,"A catalogue of modern books on architecture, &c. Theoretical, practical, and ornamental; which, with the best Ancient Authors, are constantly on sale at I. and J. Taylor's Architectural Library, no. 56, High Holborn, London.","I. and J. Taylor's Architectural Library (London, England)",48,1,3,5,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,0,7,3,0,1,0,0,0,0,1,0,1,3,0,3,10,0,2,0,1,0,0,1788,1,1,"[London, s.n., 1788?].",London,2,unknown,,,FALSE,"C A T A L O G U E O F MODERN BOOKS ON ARCHITECTURE, c. THEORETICAL, PRACTICAL, and ORNAMENTAL, Which, with the best Ancient Authors , are constantly on Sale At I. and J. Taylor's Architeural Library, No. 56, Highi Holborn, London . a. ]R. Brook Tayrlr's Method of"
1098300301_000028,The rambler. In four volumes. ...,Samuel Johnson,30,1,2,3,0,0,0,1,2,2,4,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,1,0,2,1779,1,4,"London : printed for W. Strahan, J. Rivington and Sons, J. Hinton, B. Collins, T. Longman, T. Caslon, B. Law, T. Carnan, G. Robinson, T. Lowndes, T. Cadell, H. Baldwin, F. Newbery, J. Knox, J. Bew, J. Nichols, W. Goldsmith, and W. Fox, MDCCLXXIX. [1779].",London,326,male,1709,1784,TRUE,"pleasures were excluded, by the delightful employment of correding the sheets; and from the night sleep generally was banished, by anticipations of the happiness which every hour was bringing nearer. At last the time of publication approached, and my heart beat with the raptures of an author . I was"
0918500101_000059,"Letters; written by Jonathan Swift, D.D. Dean of St. Patrick's, Dublin, and several of his friends. From the year 1703 to 1740. Published from the originals; with notes explanatory and historical. By John Hawkesworth, LL.D.",Jonathan Swift,29,0,1,1,0,1,1,1,3,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,1,1768,1,3,"London : printed for T. Davies, in Russel-Street, Covent-Garden; R. Davis, in Piccadilly; L. Davis and C. Reymers, in Holborn; and J. Dodsley, in Pall-Mall, MDCCLXVIII. [1768].",London,329,male,1667,1745,TRUE,"letter; the other I must see, and tell her I can do nothing for her: she is wife of one Mr. Conner, an old college acquaintance, and comes on a foolish errand, for some old'pretenfions, that wist futceed, when I am lord treasurer. I am got up two pair of"
1088400102_000090,The spectator Volume the First.,,31,0,2,0,0,0,0,2,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,3,4,1,0,1,0,0,2,1,1,1,1755,2,8,"Dublin : printed for Peter Wilson, MDCCLV. [1755].",Dublin,350,unknown,,,FALSE,"I daeign for the Infiruilon of the Fair as well as their Beholders; and shall end this Rhapsody with mentioning what I thought was well enough said of an ancient Sage to a beautiful Youth, whom he saw admiring his own Figure in Brass. What, said the Philosopher, could that"
0242000502_000075,The tatler. ...,Joseph Addison,31,0,3,1,0,0,0,2,1,1,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,6,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,1,0,1789,2,4,"London : printed by Rivington, Marshall, and Bye; for Messrs. Rivington, Davis, Buckland, Longman, Dodsley, White, C. Rivington, Law, H. Baldwin, Johnson, Nichols, Dilly, Robinson, Cadell, Sewell, Flexney, Richardson, R. Baldwin, Otridge, Hayes, Piguinet, Bent, Newbery, and Wilkie, 1789.",London,611,male,1672,1719,TRUE,"come into a young woman's head on such an occasion are raised; but that in so chaste and elegant a manner, that the bride thanked him for his agreeable talk, and we sat down to dinner. Among the rest of the company , there was got in a fellow you"
0474800109_000006,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,59,0,0,0,0,0,0,1,1,1,9,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1,8,3,4,1,0,3,7,1,0,6,0,0,0,0,0,0,2,0,0,0,1797,9,12,"London : printed for J. Debrett, 1797-1802.",London,603,unknown,,,FALSE,"the blowing of ihorns a great annoyance this, undoubtedly. But here he would ask, whether the Police, had not the power in their hands of fuppre.fig this nuisance,;, But at any. rate this waa a practice wish which the proprietos of tte, .Sunday pars, had DEBATES. JUNEB 1.] s nothing"
0180600201_000012,"Travels in England, Scotland, and the Hebrides; undertaken for the purpose of examining the state of the arts, the sciences, natural history and manners, in Great Britain: ... In two volumes with plates. Translated from the French of B. Faujas Saint-Fond, ...","Faujas-de-St.-Fond, cit. (Barthélemy)",40,0,0,0,1,0,2,0,1,0,1,4,0,0,0,1,1,0,0,1,0,1,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,3,0,8,4,0,2,2,0,0,0,1799,1,2,"London : printed for James Ridgway, 1799.",London,373,male,1741,1819,FALSE,"But the learned Sheldon does not merit so severe a treatment. He is gentle and compassionate; and I certainly deceived myself, and was wrong in regarding this kind of courage on his part, as an at of cynicism: besides, well informed persons in London , who were acquainted with this"
0740200104_000116,"The spectator. A new edition in eight volumes; with Illustrative Notes. To which are prefixed the lives of the authors, by Robert Bisset, A. M. ...",,29,0,2,2,0,0,1,1,1,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,3,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,2,1793,4,8,"London : printed for G. Robertson No 221, Piccadilly, J. Cuthell. No 24, Middle Row, Holborn, J. Lackington No 47 and 48 Chiswell Street Moorfields, and Messrs. Bell & Bradfute, Edinburgh, [1793-94].",London,435,unknown,,,FALSE,"who fromn fi-om an Author turned Dealer may be allowed for the advancement of trade to turn Author again. I will not however set up like some of them, for selling cheaper than the most able honest' tradesman can; nor do I send this to be better known for choice"
1040200102_000291,"The London magazine: or, Gentleman's monthly intelligencer.",John Pine,22,1,0,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,3,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1732,1,1,"London [England] : printed by C[harles]. Ackers in St. John's Street, for J[ohn]. Wilford, behind the Chapter-House in St. Paul's Church-Yard; .T[homas]. Cox [sic] at the Lamb under the Royal-Exchange; J[ohn]. Clarke at the Golden-Ball in Duck-Lane; and T[homas]. Astley at the Rose over-against the North Door of St. Pauls, [1732-1735].",London,728,male,1690,1756,FALSE,"King to be a grcd set.svrv, and beiiev: WILLIAM. te ird at Mr. Ry: him tobeanhonrfl Man. Ihavealtl braces. This Sat was vsted by the a great Opinion of his Inlmartialit corp.cration cf Bifio!, and will hand and Neu: trality in thee Times in perpetual Memcry of that zealous Facion"
0028301601_000065,"The complete English tradesman: directing him in the several parts and progressions of trade. In two volumes. ... In Familiar Letters, Treating of the several Points necessary to be known by the Younger Tradesman, as well in his Apprenticeship, as on his first Entring upon Business; with regard to Diligence, Over-Trading, Expensive Living, Too-Early Marrying, Diversions, Credit, Partnerships, Compounding, Trading-Frauds, Punctuality, and many other material Subjects. With a Supplement; containing farther Useful Instructions to a Tradesman, and brief and plain Specimens of Book-Keeping, &c. ... In Two Parts: Containing, I. Needful Instructions to the More-Experienc'd Tradesman; with regard to Projects, Engrossing, Underselling, Combinations, Leaving off Business, Litigiousness, &c. II. Useful Generals in Trade, describing the Principles and Foundations of the Home-Trade of Great Britain, with large Tables of the British Manufactures, Product, Shipping, Land-Carriage, Importation, Home-Consumption, &c. The whole calculated for the use of all our inland tradesmen, as well in the city as in the country.",Daniel Defoe,38,0,3,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,2,2,2,4,2,0,0,2,3,0,0,0,0,0,3,0,2,0,0,0,2,1727,1,2,"London : printed for C. Rivington, at the Bible and Crown, in St. Paul's Church-Yard, M.DCC.XXXII. [1727]-32.",London,493,male,1660,1731,TRUE,"was about with a considerable fortune, was blasted and prevented, and that indeed was the malicious end of the people that did it: nor did it stop there; it brought his creditors upon him, it ruined him, it brought out out a commission of bankrupt against him, it broke his"
0587000502_000030,"The lucubrations of Isaac Bickerstaff, Esq; Revised and corrected by the author. ...",Joseph Addison,29,1,0,0,0,0,2,1,2,1,0,0,1,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,3,1,4,2,1728,2,4,"London : printed for E. and R. Nutt, J. Knapton, J. and B. Sprint, D. Midwinter, J. Tonson, R. Gosling, W. and J. Innys, J. Osborn and T. Longman, R. Robinson, and B. Motte, MDCCXXVIII. [1728].",London,390,male,1672,1719,TRUE,"Project of making Wit useful. THIS is what has been, or should have been, intended by the best Comedies. But no Body ( I think) before you thought of a Way to bring the Stage as it were into the Coffee   and there attack those Gentlemen who thought"
1471800100_000050,The Lounger.,Henry Mackenzie,27,1,0,0,0,0,0,2,1,0,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,1,2,0,0,2,0,0,0,1,1,1,1787,1,1,"Edinburgh : published by William Creech; by whom communications from correspondents are received, [1785-1787].",Edinburgh,406,male,1745,1831,TRUE,"a welcome guest at every table in towtn. h e filledl up' a place with a most becoming propriety; and while he never diminished the pleasure of any company , he moult commonly added to its enijoy ment. His mornings were spent in payinlg visits: andi though he might now"
0411600803_000075,The world. In four volumes. By Adam Fitz-Adam.,Edward Moore,29,0,1,2,0,0,0,1,0,1,2,0,0,0,1,1,0,1,0,0,2,1,0,0,1,0,2,1,2,0,2,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,1776,3,4,"Edinburg : at the Apollo Press, by the Martins, Anno 1776.",Edinburgh,263,male,1712,1757,FALSE,"own part, I made my escape as Coon as I possibly could, with my head full of that most extraordinary conversation which 1 had just heard, and Which, from 2 having taken no part in it, I had attended to the more, and retained the better. I went straight home"
0990200202_000042,"The tatlers. By Isaac Bickerstaff, Esq;",Joseph Addison,28,1,0,0,0,0,1,1,2,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,3,1,4,2,1710,2,2,"London : printed and sold by H. Hills, in Black-Fryars, near the Water-Side, 1710.",London,298,male,1672,1719,TRUE,"Duke of itrlboro; tgb, a Confumn inatet ( 377) riate Neroe; who has lived not only beyond the Time in which c.far aid, He was arrived at a Saciery of Life and Glory; but allb been so long the Subject es Panegyric, that it is as lard to say anything"
0102700101_000130,"The life of Samuel Johnson, LL.D. comprehending an account of his studies and numerous works, in Chronological order; a series of his Epistolary Correspondence and Conversations with many eminent persons; and various original pieces of his composition, never before published: the whole exhibiting a view of literature and literary men in Great-Britain, for near half a century, during which he flourished. By James Boswell, Esq.",James Boswell,32,0,0,1,0,0,0,2,1,2,5,1,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,0,0,1,1,0,1,2,0,0,0,0,2,2,0,0,1,1799,1,4,"London : printed by H. Baldwin and Son, for Charles Dilly, in the Poultry, MDCCXCIX. [1799].",London,489,male,1740,1795,TRUE,"manner: "" At your age, Sir, I had no headache."" It is not easy to make allowance for sensations in others, rvhich we ourselves have not at the time., We must all have 3 My friend Sir Michael Le Fleming. This gentleman with all his experience of sprightly and elegant"
1224100301_000034,The idler. By the author of The rambler. With additional essays. In two volumes. The sixth edition. ...,Samuel Johnson,35,0,1,1,0,0,0,1,3,1,0,3,1,0,0,0,1,1,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,1,1,7,0,0,1,0,1,0,0,0,0,1790,1,2,"London : printed for J. Hodges, W. Millar, R. Tonson, T. French, J. Ottridge, G. Wade, and J. Wren, M.DCC.XC. [1790].",London,228,male,1709,1784,TRUE,"the at. tempt of any future writer.] - .T.: n4z it, 7 Rmr, .ii P: C !', i'ltit7! i t.t'.'': (.7:; .: .r; L _'~ icisi.: .'t,; rr,, L,., :;; .a. II I. SR, .SO tj hp, ve ofien i' ici ie C .rrcs, ondence. L I lav ii nt"
1104300305_000017,The lucubrations of Isaac Bickerstaff Esq; vol. V.,Joseph Addison,28,0,0,0,1,1,0,0,1,2,2,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,1,0,0,2,1,2,1727,5,5,"London : printed for E. and R. Nutt, J. Darby, A. Bettesworth, F. Fayram, R. Gosling, J. Osborn and T. Longman, J. Pemberton, C. Rivington. J. Hooke, F. Clay, J. Batley, E. Symon, and B. Motte, MDCCXXVII. [1727].",London,319,male,1672,1719,TRUE,"when our Affairs would give u s Leave to be together.' But this Agreement, says I, if so far from being common in the World , that if the Institution at Dunmowe were in Favour of Friendship, as it is of Matrimony, I am confident there are few besides ourselves"
0111500102_000123,The guardian. ...,,26,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,1,0,0,3,0,0,3,2,0,0,1795,2,2,"London : printed for C. Bathurst, R. Cater and T. Davis, 1795.",London,386,unknown,,,FALSE,"he loosn in Spittlefitlds weould be laid down, and our ladies be again clothed in French iilks. The loss that would acrue to the nation by so great a miichief cannot be valued at less than Sco, cco 1 a year. To sum up all, If we pay to France"
0892500101_000003,The spectator. |...,,31,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,3,2,0,1,0,0,0,0,0,2,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,3,2,3,1737,1,8,"Dublin : printed for Phil. Crampton, Bookseller, at Addison's-Head, opposite to the Horse-Guard, in Dame-Street, MDCCXXXVII. [1737].",Dublin,333,unknown,,,FALSE,"not impolfible but I may make Discoveries of both, in the Progress of the Work I have undertaken. AFTER having been thus particular upon myself, I shall in tomorrow's Paper give an Account of those Gentlemen who are concerned with me in this Work. For, as I have before intimated,"
0892500102_000089,The spectator. |...,,30,0,2,0,0,0,0,2,2,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,2,3,0,0,0,1,0,0,3,4,1,0,0,0,0,1,1,1,0,1737,2,8,"Dublin : printed for Phil. Crampton, Bookseller, at Addison's-Head, opposite to the Horse-Guard, in Dame-Street, MDCCXXXVII. [1737].",Dublin,349,unknown,,,FALSE,"rapacious Wench, the prodigal Curtizan? She can,. when she pleases, adorn.thofe Eyes with Tears like an Infant that is chid! She can cast down that pretty Face in Confusion, while you rage with Jealousy, and storm at her Perfidiousness; The can wipe her Eyes, tremble and look frighted, till you"
0892500101_000016,The spectator. |...,,34,0,0,1,0,0,0,1,0,2,5,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,5,0,1,1,0,0,1,0,0,1,0,0,3,1,0,3,1,0,0,3,1737,1,8,"Dublin : printed for Phil. Crampton, Bookseller, at Addison's-Head, opposite to the Horse-Guard, in Dame-Street, MDCCXXXVII. [1737].",Dublin,333,unknown,,,FALSE,"have it said ofne that I have broughtphilofophy out of Cloiets and raries, Schools and Colleges, to dwell in Clubs and Aiemblies, at Tea tables and in Coffeehouses . AI would therefore in a very particular manner recommend these my Speculations to all well regulated Fami LI, that ser apart"
