PassageID,Title,Author,Total termFreq,termFreq(amurath),termFreq(arm),termFreq(armi),termFreq(asia),termFreq(bajazet),termFreq(centuri),termFreq(citi),termFreq(conquer),termFreq(constantinopl),termFreq(countri),termFreq(court),termFreq(dominion),termFreq(eastern),termFreq(emperor),termFreq(empir),termFreq(europ),termFreq(famili),termFreq(govern),termFreq(grand),termFreq(holi),termFreq(imperi),termFreq(long),termFreq(mahomet),termFreq(majesti),termFreq(militari),termFreq(ottoman),termFreq(peac),termFreq(persia),termFreq(power),termFreq(princ),termFreq(provinc),termFreq(reign),termFreq(religion),termFreq(saracen),termFreq(second),termFreq(son),termFreq(sultan),termFreq(taken),termFreq(tartar),termFreq(tartari),termFreq(throne),termFreq(treati),termFreq(turk),termFreq(turkish),termFreq(valour),termFreq(vizier),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0788801200_000040,"The signs of the times: or the overthrow of the papal tyranny in France, the prelude of destruction to popery and despotism, but of peace to mankind. By J. Bicheno.","Bicheno, James",48,0,0,0,1,0,3,1,0,1,1,0,1,1,0,3,0,2,0,0,0,0,1,0,0,0,6,0,3,1,0,1,5,0,0,1,4,1,2,0,0,0,0,5,3,1,0,0,1794,1,1,"[Edinburgh] : London: printed for the author, M.DCC.XCIV. Edinburgh: reprinted, and sold by T. Knott, London, 1794.",Edinburgh,124,male,,1831,FALSE,"of men."" It is almoll impossible not to believe that this woe refers to the Turks , who overthrew and entirely extinguished all that part of the Roman empire which they assaulted, by the taking and sacking of Constantinople , A. D. r453, and by the entire conquest and possession"
1764800105_000642,"A collection of voyages and travels, some now first printed from original manuscripts, others translated out of foreign languages, and now first published in English. To which are added some few that have formerly appear'd in English, but do ... deserve to be reprinted. In six volumes. With a general preface, giving an account of the progress of navigation, from its first beginning to the perfection it is now in, &c. The whole illustrated with a great number of useful maps, and cuts, all engraven on copper. ...",,51,0,0,1,1,0,0,1,0,2,0,5,0,0,5,0,0,0,0,1,1,0,0,0,2,0,7,1,6,4,0,1,1,2,0,0,2,1,1,1,0,1,1,1,2,0,0,0,1732,5,6,"London : printed, by assignment from Messrs Churchill, for John Walthoe; Tho. Wotton; Samuel Birt; Daniel Browne [and 3 others in London], 1732.",London,768,unknown,,,FALSE,"veneration to him. They have abundance of other absurdities in their religion , the relation of which would be too tedious. The As for what concerns the affairs of Port's Turkey with refpef to its neighbouring relation kingdoms and slates, your majesty is al and inte ready sufficiently apprised in"
0097400302_000009,"The works of the late M. de Voltaire. Translated from the French, with notes, critical and explanatory. By the Rev. David Williams. Hugh Downman, M. A. William Campbell, LL.D. Richard Griffith, Esq. Elizabeth Griffith, James Parry, M. A. And John Johnson, M. A. ...",Voltaire,54,0,0,0,4,0,3,3,0,4,5,0,2,1,4,8,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,2,1,0,0,1,1,0,5,0,0,0,2,0,0,0,0,1780,2,4,"London : printed for Fielding and Walker, Pater-Noster-Row, MDCCLXXX. [1780].",London,400,male,1694,1778,TRUE,"that Peter de Courtenay, returning from Rome, could not avoid falling into the hands of 1218the Greeks, and after his death his successors possessed only the city of Constantinople , and the territories adjacent. The French were in possession of Achaia, and the Venetians were mailers of the Morea. Constantinople"
0186100102_000078,"The history of the Turkish, or Ottoman Empire, from its foundation in 1300, to the Peace of Belgrade in 1740. To Which IS Prefixed AN Historical Discourse ON Mahomet And His Successors. Translated from the French of Mignot, by A. Hawkins, ...",Vincent Mignot,47,0,0,2,0,0,0,2,0,2,3,0,0,0,5,2,0,1,2,3,0,0,1,0,0,0,2,2,0,2,4,2,0,0,0,0,0,3,1,1,0,0,1,2,1,2,1,0,1787,2,4,"Exeter : printed and sold by R. Thorn. Sold also by J. Stockdale, Piccadilly, and Messrs. Scatcherd and Whitaker, Ave-Maria-Lane, London, MDCCLXXXVII. [1787].",Exeter,379,male,1730,1791,FALSE,"up his residence in one of his pleasure does not kill him. houses, in the vicinity of the city , called Darut. pia.ue at cont.ati Having been from thence to a mosque which he nople. The diae had built in the country , a dervis threw on him fers from"
0429200106_000039,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; ...","Cadell, T. (Thomas)",42,0,1,4,1,0,2,2,0,1,1,0,0,0,5,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,3,0,1,1,1,3,1,2,0,0,0,0,0,2,1,1,0,2,1788,6,12,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,713,male,1742,1802,FALSE,"the name of one of the greatest men and monarchs of the age. While they viewed with hatred and suspicion. the Latin pilgrims, the Greek emperors maintained a ftric, though secret, alliance with the Turks and Saracens . Isaac Angelus complained, that by his friendship for the great Saladin he"
0515400202_000048,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected. ...",William Russell,47,4,0,1,0,0,0,2,0,2,2,2,1,0,2,3,0,0,1,0,0,0,1,6,0,1,0,0,0,1,3,0,0,0,0,1,3,4,1,0,0,1,0,3,1,1,0,0,1789,2,5,"London : printed for G. G. J. and J. Robinson, Paternoster-Row; and A. Hamilton, jun. Falcon-Court, Fleet-Street, 1789.",London,591,male,1741,1793,FALSE,"perjury of the Chrifians, and beseeching him to avenge the insult offered to the laws of nations. Perjury for once received itsjuft reward. The Christians were defeated with great laughter, after an obstinate refinance. Ladislaus fell with his sword in his hand, all covered with wounds: cardinal Julian sunk by"
0082200600_000012,"Familiar letters from a gentleman at Damascus, to his sister in London. Containing, I. A curious and compendious Account of the ancient State of Asia. II. The Rise and Fall of the Assyrian and Median Monarchies. III. The ancient and present State of the Persian and Turkish (or Ottoman) Empires. IV. The History of Egypt, now a Province subject to the Turks. V. A Description of their chief Towns, with their ancient Names. VI. Their several and respective Manners, Customs, and Governments. VII. Their Religions, Genius, Tempers, Persons, Habits, Diversions, Exercises, and Curiosities Also an account of The Lives, Travels, Miracles, Sufferings and Deaths of our Blessed Saviour, and his Apostles. With Explanatory, Theological, Historical, Geographical and Miscellaneous notes: And proper References to the Holy Scriptures interspers'd throughout the Whole. By a gentleman of Oxford.",William Hawkins,58,0,1,2,0,0,0,1,1,0,0,1,2,0,0,2,0,1,4,0,0,0,0,1,0,0,1,0,12,0,2,3,3,0,6,0,3,1,0,3,1,0,0,3,0,0,0,4,1750,1,1,"London : printed and sold by E. Duncomb, in Butcherhall-Lane, Newgate-Street; W. Reeve, in Fleet-Street; A. Dodd, at the Peacock, opposite St. Clement's Church, in the Strand; and E. Cook and M. Kingman, at the Royal-Exchange, MDCC.L. [1750].",London,303,male,1722,1801,FALSE,"had greatly wea kcn'd the kingdom, and the Saracens , a people of Arabia, growing very formidable, by the conqueils they had made of almost all that belonged to the Roman empire in Lesser Aria, their caliph Ottoman , or Oilman, who lived at Babylon, attacked Hormliflas, beat him, and"
0560200900_000039,"Memoirs of the life of the late Right Honourable John Lindesay, Earl of Craufurd and Lindesay; Lord Lindesay of Glenesk; and Lord Lindesay of the Byers. One of the Sixteen Peers for Scotland; Lieutenant-General of His Majesty's Forces; And Colonel of the Royal North British Grey Dragoons. By Richard Rolt, Author of The History of the Late War.","John Lindsay, 20th Earl of Crawford",47,0,0,2,0,1,0,1,0,0,1,2,0,0,3,2,0,0,2,5,0,2,0,2,0,0,3,2,0,1,3,0,0,0,0,0,2,1,2,1,0,1,0,4,2,0,0,2,1753,1,1,"London : printed for Henry Köpp; and sold by Mr. Newbery, in St. Paul's Church-Yard; Mr. Owen, at Temple-Bar; and Mr. Paterson, in the Strand, M.DCC.LIII. [1753].",London,504,male,1702,1749,FALSE,"who took Oczakow after a continual storm of four days, wherein the garrison, consisting of 2o, ooo Janizaries, were all killed, or taken prisoners: while count Lafcy past another body over the gulf of Nigropoli, and ravaged the Crimea, where the Tartars had repaired the lines of Precop, T HE"
1181500110_000077,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,59,0,3,7,3,0,0,0,4,0,4,0,1,0,1,1,1,1,1,3,0,0,1,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,4,3,1,5,4,1772,10,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,322,male,1694,1778,TRUE,"vizier , Baltagi Mehemet, who did not lie under the same engagements, would not flatter a so reign prince so highly. He changed the order; and Adrianople was the place fixed for the rendezvous of this great army . Tis always in the vast and fertile plains of Adrianople that"
0911000700_000062,The history of Charles XII. King of Sweden. By Mr. de Voltaire. Translated from the French.,Voltaire,47,0,1,1,0,0,0,0,0,1,0,2,1,0,1,3,1,1,1,6,0,1,2,3,1,0,3,2,0,1,4,0,0,0,0,1,1,4,1,0,0,1,0,2,1,0,0,0,1732,1,1,"London : printed for C. Davis in Pater-Noster Row, and A. Lyon in Russel-Street, Covent-Garden, MDCCXXXII. [1732].",London,387,male,1694,1778,TRUE,"his fortune if that Prince lived. The French Gentleman had the good fortune to carry the money safe to the camp at Varnitfa, and it came juit as they were beginning to despair of it. In the mean time M. de Poniatosky wrote, and that from the camp of the"
0964900103_000124,"The works of Sir William Temple, Bart. complete in four volumes octavo. To which is prefixed, The life and character of the author.","Sir William Temple, 1st Baronet",53,0,0,1,1,0,0,0,2,0,3,0,2,1,1,5,0,0,5,0,0,0,1,2,0,0,1,0,0,1,3,2,3,1,2,1,2,8,0,0,0,0,0,3,0,0,0,2,1770,3,4,"London : printed for J. Brotherton and W. Sewell, J. Whiston, C. Bathurst, J. and F. Rivington, T. Payne, W. Johnston, S. Crowder, B. White, L. Hawes and Co. C. Rivington, G. Pearch, J. Knox, R. Baldwin, and the Executors of H. Lintot, and T. Wotton, MDCCLXX. [1770].",London,543,male,1628,1699,FALSE,"as far as the western ocean, and over all the considerable provinces of Spain. For it was in his time, and by his victorious ensigns, that the Gothic kingdom in Spain was conquered , and the race of those famous princes ended in Rodrigo. All that country was reduced under"
0981900101_000078,"The history of Hindostan; translated from the Persian. The second edition, revised, altered, corrected, and greatly enlarged, by Alexander Dow, Esq. In two volume. ...",Mohammed Qacim Ferichta,56,0,1,5,5,0,0,1,1,0,1,1,0,0,6,3,0,0,1,1,0,1,0,0,0,0,0,0,4,0,4,2,7,0,0,0,1,1,0,0,2,3,0,0,1,0,4,0,1770,1,2,"London : printed for T. Becket and P. A. de Hondt, in the Strand, MDCCLXX. [1770].",London,447,unknown,1560,1620,FALSE,"of this place, he marched his army towards Malaya, and reducing the sort of Belfay, took the city of Ugein, where he destroyed the magnificent and rich temple of Makal, formed upon the same plan with that of Sumnat, which had been building three hundred years, and was surrounded by"
0155501000_000012,"Elements of universal history, for youth: faithfully extracted from the best authors, carefully abridged agreeable to the most exact chronology, and calculated to convey to the tenderest Capacity, in a short Space of Time, an entertaining, useful, and general Knowledge of the History of all ancient and modern Nations, more particularly of that of Great-Britain: With the Boundaries, Capital Towns, Commerce, Population, Government, and Religion of the modern Nations. Also, A Chronological Table Of the learned and ingenious Men, remarkable Events, Inventions, Discoveries, &c. from the Creation of the World to the Year 1786. By J. A. L. Montriou.","Montriou, J. A. L.",72,0,0,2,0,0,5,0,2,1,0,0,2,3,9,16,0,1,1,0,0,1,1,1,0,0,0,1,1,1,4,1,6,1,1,2,4,0,0,0,0,3,0,1,0,0,0,1,1787,1,1,"London : printed for the Author by Fry and Couchman; and sold by R. Marsh, No. 49, Fleet-Street; and W. Darton, White-Lion-Alley, Birchin-Lane, Cornhill, [1787?].",London,196,unknown,,,FALSE,"was crucified, aged thirty-three. CALIGULA r: 5 3 CALIGULA H AVING been guilty of every crime, was murdered 41 A. C Claudius, a weak emperor , was succeeded by Nero, the scourge es humankind. He poisoned his brother Britannicus, put to death his mother and wife, set fire to Rome,"
0873500106_000135,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq. ...",Edward Gibbon,59,1,0,0,0,1,0,4,0,5,1,1,0,0,13,1,1,1,0,0,0,1,1,0,0,0,0,0,3,1,1,2,5,1,2,0,0,3,3,0,0,0,0,2,0,0,0,5,1788,6,6,"Dublin : [printed for] Luke White, 86, Dame-Street, M,CCC,LXXXVIII [1388, i.e. 1788].",Dublin,454,male,1737,1794,TRUE,"the Turks , his reign , X 297 Aypur, governor of Britain, is commissioned by the emperor Julian to rebuild the temple of Jerusalem, IV 94 Amala, king of the Goths, his high credit among them, i. 350 dmalafontha, queen of Italy, her his, tory and charatler, VII 195, Her"
0261400100_000942,"Cosmography in four books. Containing the chorography and history of the whole world: and all the principal kingdoms, provinces, seas, and the isles thereof. By Peter Heylyn, D. D. Improv'd with an Historical Continuation to the Present Times, By Edmund Bohun, Esq; With a large and more Accurate Index, than was in any of the former Editions, of all the Kingdoms, Provinces, Countries, Inhabitants, Peoples, Cities, Mountains, Rivers, Seas, Islands, Forts, Bays, Capes, Forests, &c. of any Remarque in the whole World: Revised and cleared from a multitude of Mistakes, which had crept into former Impressions. And Five New-Engrav'd Maps, according to the best and most exact Projection.",Peter Heylin,57,1,0,2,0,0,0,4,1,1,1,1,1,0,4,5,6,0,0,0,1,0,1,4,0,0,1,1,0,1,3,2,2,0,0,2,5,0,1,1,0,2,0,1,0,0,0,2,1703,1,1,"London : printed for Edw. Brewster, Ric. Chiswell, Benj. Tooke, Tho. Hodgkin, and Tho. Bennet, MDCCIII. [1703].",London,1024,male,1600,1662,FALSE,"pfrufi, and made it his Relidencc; and was the first that had footing in Europe , where he got Gallipolts, and other pieces. » 3 arirur.stl, won the -. ife, the T Cheroe the nrong City of drtlranop!/, with the Countries of Servia, and wl, .lrri.l; where he was slain"
0086600300_000056,"Travels and voyages, through Europe, Asia, and Africa, for nineteen years. Containing An Account of the Religion, Government, Policy, Laws, Customs, Trade, &c. of the several countries through which the Author travelled: and a Description of Jerusalem, and many other remarkable places mentioned in Sacred and Profane History: Also A Narrative of the tortures he suffered in the Spanish Inquifition, and of his miraculous deliverance from those cruelties. By William Lithgow.",William Lithgow,52,1,1,0,4,0,0,0,1,0,0,0,1,0,4,0,1,0,0,1,0,0,2,3,0,0,2,0,0,1,1,0,0,2,3,3,1,0,0,1,0,0,0,15,2,0,0,2,1770,1,1,"Edinburgh : printed by A. Murray and J. Cochran. For J. Meuros, bookseller, Kilmarnock, MDCCLXX. [1770].",Edinburgh,503,male,1582,1645,FALSE,"that the Turks took a monarchic name, under the name of Ottoman , even to Mahotect the second , the first Grecian emperor , beginning, I say, at Ottoman the son of Orthogule, the first emperor of the Turks , and the first that erected the glory of his nation."
0429100105_000265,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; ...","Cadell, T. (Thomas)",43,0,2,1,0,0,0,2,0,1,0,1,1,1,2,0,0,2,0,0,0,0,0,1,0,1,0,1,3,1,4,0,2,1,0,1,3,3,0,2,0,0,0,2,1,3,0,1,1788,5,12,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,696,male,1742,1802,FALSE,"sultan marched in person against the Turkmans, who attacked him on all fides with barbarous shouts and irregular onset. Maffoud,"" says the Persian historian , "" plunged singly to oppose "" the torrent of gleaming arms , exhibiting such acts of gigantic "" force and valour as never king had"
0497600102_000003,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern Kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son.",William Russell,38,2,0,0,1,3,0,2,0,2,1,1,1,0,2,4,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,0,0,3,1,1,1,0,0,1,2,1,0,0,3,1794,2,5,"London : printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,497,male,1741,1793,FALSE,"C, - - ibid. Hle It .'i t; , arges the French monarchy, and exalti the pi: : he cro n - 9 .4; i, r h:. .pproach of death 9t The irc: s uhich he eniplo ed to divert his melancholy and pr: tn; Ie - - 93 A"
0477500404_000078,"An essay on universal history, the manners, and spirit of nations, from the reign of Charlemaign to the age of Lewis XIV. Written in French by M. de Voltaire. Translated into English, with additional notes and chronological tables, by Mr. Nugent.",Voltaire,64,0,2,2,0,0,0,1,1,4,0,0,0,0,2,3,1,1,2,4,0,2,2,10,0,0,0,0,0,0,3,0,2,0,0,0,0,9,0,0,0,3,0,7,3,0,0,0,1759,4,4,"London : printed for J. Nourse at the Lamb opposite Katherine-Street in the Strand, MDCCLIX. [1759].",London,467,male,1694,1778,TRUE,"grand vizir preserved Vienna, which was just ready to fall. He gave time to John Sobieiki king of Poland to march to its relief, and to Charles V duke of Lorrain, together with the princes of the empire , to muster up an army . The janizaries murmured; despair succeeded"
0305500802_000004,"The works of M. de Voltaire. Translated from the French; with notes, critical and explanatory. By William Campbell, LL.D. J. Johnson, M.A. and others. Under the direction of W. Kenrick, LL.D. ...",Voltaire,53,0,2,1,2,0,2,2,1,1,2,0,2,0,3,2,5,1,2,1,3,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,4,1,3,0,0,3,2,0,0,0,2,1779,2,5,"London : printed for Fielding and Walker, Pater-Noster Row, MDCCLXXIX. [1779]-80.",London,402,male,1694,1778,TRUE,"and the sultan Meledin; and the treaty between the sultan and him being signed, he set out for Palestine, but it was rather with a retinue than an army . Scarce was he. arrived, when he made the treaty public, by which Jerusalem, Nazareth, and some villages, were yielded up"
1181400102_000099,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,46,0,0,0,1,0,0,1,1,1,1,1,0,0,2,4,1,3,5,2,0,0,0,1,0,0,3,0,0,3,2,0,1,0,0,0,0,7,0,0,0,1,0,1,1,0,3,0,1772,2,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,287,male,1694,1778,TRUE,"manners at once fierce, haughty, and effeminate; their ferocity they derive from their ancestors the Scythians, and their effeminaoy from Greece and Asia . Their pride is beyond all bounds. They are conquerors and they are ignorant; this makes them despise all other nations. The form of the Ottoman government"
0435800101_000499,"A new system of geography: or, a general description of the world. Containing A Particular and Circumstantial Account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America. Their Situation, Climate, Mountains, Seas, Rivers, Lakes, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants. With The Birds, Beasts, Reptiles, Insects, the various Vegetables, and Minerals, found in different Regions. Embellished with a new and accurate set of maps, by the best Geographers; and great variety of copper-plates, containing Perspective Views of the Principal Cities, Structures, Ruins, &c. By D. Fenning, (author of the Royal English Dictionary, the Use of the Globes, the Young Algebraist's Companion, &c.) J. Collyer, (author of the Letters from Felicia to Charlotte; and Translator of the Messiah, from the German of Mr. Klopstock.) and others.",Joseph Collyer,49,0,0,0,0,0,0,1,2,1,0,1,2,0,2,0,0,0,4,1,1,0,0,0,0,0,1,0,0,2,4,2,4,1,2,1,4,2,1,1,0,3,0,3,1,0,0,2,1765,1,2,"London : printed for S. Crowder, at the Looking-Glass, in Pater-Noster-Row; and sold by Mr. Jackson, at Oxford; Mr. Merril, at Cambridge; Mess. Smith, in Dublin; and all other Booksellers in Great Britain and Ireland, MDCCLXVI. [1765].",London,587,male,1748,1827,FALSE,"conceal, as the most effectual means of being rendered fruitful. All these circumstances are mentioned by authors of the greatest reputation. They have a large mosque at Cairo, with buildings adjoining to it, and great revenues for their support. As these are recommended by their want of reason, so are"
0261000101_000120,"The history of the reign of the Emperor Charles V. With a view of the progress of society in Europe, from the subversion of the Roman Empire, to the beginning of the sixteenth century. In three volumes. By William Robertson, D.D. Principal of the University of Edinburgh, and historiographer to His Majesty for Scotland. ...",William Robertson,58,1,1,2,0,0,1,0,0,1,1,0,0,0,1,6,1,0,6,0,0,0,1,0,0,7,2,0,0,7,4,1,1,2,0,0,0,1,0,0,0,0,0,2,7,1,0,1,1769,1,3,"London : printed by W. and W. Strahan, for W. Strahan; T. Cadell, in the Strand; and J. Balfour, at Edinburgh, MDCCLXIX. [1769].",London,419,male,1721,1793,TRUE,"German. cap. V 20 Pfeffel Abrege, p. 58i. NOTE XLI SECT. II p. 189 THE description which I have given of the Turkish government is conformable to the accounts of the most intelligent travellers who have visited that Empire . The count de Mar figli, in his treatise concerning the"
1254400102_000130,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer. ...",William Guthrie,48,0,1,1,1,0,0,0,0,0,1,0,0,0,2,5,2,0,1,3,0,0,0,0,0,3,1,1,1,1,2,1,1,0,0,0,3,0,1,2,4,2,0,2,3,0,0,3,1790,2,2,"London : printed for Charles Dilly , in the Poultry ; and G. G. J. and J. Robinson, in Pater-Noster Row, MDCCXC. [1790].",London,502,male,1708,1770,FALSE,"pent up, and in the night some fire fhips were successfully conveyed mong the Turkish fleet, by the intrepid behaviour of lieutenant Dugdale an Engliflmall in the Russian service, who, though abandoned by his clew, himself dire&ted the operations of the fire fhips. The fire took place so effeltally, that"
0116700400_000341,"The new universal geographical grammar: wherein the situation and extent of the several countries are laid down according to the most exact geographical observations, and the history of all the different kingdoms of the world, is interspersed in such a manner, as to render the study of geography both useful and entertaining. Under these three Heads: I. A Compendious System of Astronomy. II. The Geographical Definitions, Problems, and General Divisions of the Earth, necessary to be understood as an Introduction to this Grammar. III. A particular description of the Countries contained in each quarter of the World; their Cities, chief Towns, respective forms of Government, Forces, Revenues, Taxes, and History. Together with An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishoprics, Manners, Customs, Habits, and Coins, in use in the several Kingdoms and States treated of. And a Chronological Table of remarkable events from the creation to the present time. The second edition, with large additions. Illustrated with a New and Correct Set of Maps of the Countries Described. The whole being an improvement and continuation of Mr. Salmon's grammar. Brought down to the present time by J. Tytler.",Thomas Salmon,48,0,4,2,0,1,1,0,0,0,2,1,2,1,5,3,1,0,0,2,0,0,2,0,0,0,0,0,1,2,2,4,0,0,2,0,0,1,3,0,1,0,0,3,0,1,0,1,1782,1,1,"Edinburgh : printed for J. Spottiswood, Bookseller, M.DCC.LXXXII. [1782].",Edinburgh,799,male,1679,1767,FALSE,"as to depose the sultan . They are educated in the seraglio, and trained up to the exercise of arms from their infancy; and there are not less than loo, ooo foot soldiers, scattered over every province of the empire , who procure themselves to be re giilered in this"
0935700300_000060,The history of Charles XII. King of Sweden. From the French of Mons. de Voltaire.,Voltaire,48,0,1,0,0,0,0,0,0,0,1,0,2,0,2,3,0,0,0,4,0,0,2,1,1,0,1,1,0,3,3,0,0,0,0,0,1,4,1,0,2,0,1,4,2,0,5,3,1776,1,1,"Edinburgh : printed for Gil. Martin and Sons, 1776.",Edinburgh,312,male,1694,1778,TRUE,"favourite of his master. Poniatowki could never have succeeded, and the bare attempt would have cofl him his life, had not a power superior to all those that operated in his favour given a finifling stroke to the fortune of the Grand Vizier Chourlouli. The Sultan had a young favourite,"
0279800405_000014,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, ... animals and minerals. By Mr. Salmon. Vol.V. ... Illustrated with cuts and maps, ...",Thomas Salmon,63,0,0,0,0,0,0,0,1,1,0,0,3,0,5,3,0,1,4,3,1,0,0,0,0,0,3,0,1,5,4,6,1,0,4,0,3,8,1,1,0,1,0,0,0,0,0,3,1717,5,26,"London : printed for James Crokatt, 1717 [1727?].",London,491,male,1679,1767,FALSE,"and was ufualy governed by a Gentleman of Province . Rome it being thought too hazardous trufling so considerable a Command with a Senator. When it was made a Province of the Empire it was looked upon as the Emperor's Peculiar, and afterwards made an entire Diocese of itself, subordinate"
1138400202_000048,"The history of the late revolutions of Persia: taken from the memoirs of Father Krusinski, procurator of the Jesuits at Ispahan ; Who lived Twenty Years in that Country, was employed by the Bishop of Ispahan, in his Negotiations at the Persian Court, for the Emperor and King of France; and was familiarly conversant with the greatest Men of all Parties. Done into English, from the original, lately publish'd with the royal licence at Paris, by Father Du Cerceau, who has prefix'd a map of Persia, and a short history of the Sophies; with curious Remarks on the Accounts given by Tavernier, Sir John Chardin, and other Writers that have treated particularly of that Government and Country, &c. ... . The Second Edition. To which is added, an Appendix, Giving an Authentic Account of the Dethroning of Sophi Thamas, by his General Thamas Kouli Kan; the Advancement of that General to the Imperial Dignity, and his many Victories over the Turks and Moguls, down to the present Year 1740.","Krusinski, Judas Thaddaeus",64,0,1,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,4,4,0,4,1,0,1,0,1,2,6,3,2,0,2,4,6,0,0,0,4,1740,2,2,"London : printed for J. Osborne, at the Golden-Ball in Pater-Noster-Row, MDCCXL. [1740].",London,296,unknown,,,FALSE,"Prince Thamas. Twas reported then that he inclined to accede to the Treaty concluded between the late Czar and the Grand Signior for preserving their Conquefis in tperfia which he consented to abandon to them, [ 192 j them, on condition that they joined together to re efablifh him on"
0145400101_000195,"The history of France, from the accession of Henry the third, to the death of Louis the fourteenth. Preceded by a view of the civil, military, and political state of Europe, between the middle, and the close, of the sixteenth century. By Nathaniel William Wraxall. ...","Sir Nathaniel Wraxall, 1st Baronet",37,0,1,1,0,0,2,1,0,1,1,0,0,0,1,3,1,0,0,1,0,0,2,1,0,1,1,1,1,2,1,0,2,0,0,3,0,1,1,0,0,1,0,1,2,1,1,1,1795,1,3,"London : printed for A. Strahan and T. Cadell: and sold by T. Cadell Junior, and W. Davies, (successors to Mr. Cadell,) in the Strand, 1795.",London,601,male,1751,1831,FALSE,"ings, prejudices, and modes of thinking,. universally adopted in the sixteenth century , we shall find it difficult, or impofible, not to affix to it our condemnation. The antipathy, which then subsisted between the followers of Mahomet , and the Christians; the ferocity and inhumanity which marked the former, in"
0873500105_000132,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq. ...",Edward Gibbon,41,0,1,2,4,0,1,2,0,1,2,0,1,0,2,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,2,1,0,4,0,0,0,0,0,0,3,3,0,0,1,1788,5,6,"Dublin : [printed for] Luke White, 86, Dame-Street, M,CCC,LXXXVIII [1388, i.e. 1788].",Dublin,423,male,1737,1794,TRUE,"they were summoned to the field: their rude manners, and seditious temper, disposed Orchan to educate his young captives as his soldiers and those of the prophet; but the Turkish peasants were till allowed to mount on horseback, and follow his ltandard, with the appellation and the hopes of freebooters."
