PassageID,Title,Author,Total termFreq,termFreq(appli),termFreq(art),termFreq(children),termFreq(cloth),termFreq(consumpt),termFreq(contriv),termFreq(cotton),termFreq(engin),termFreq(fabric),termFreq(hand),termFreq(improv),termFreq(invent),termFreq(iron),termFreq(labour),termFreq(machin),termFreq(machineri),termFreq(manner),termFreq(manufactur),termFreq(mechan),termFreq(method),termFreq(mill),termFreq(number),termFreq(oper),termFreq(patent),termFreq(peopl),termFreq(power),termFreq(present),termFreq(price),termFreq(proport),termFreq(quantiti),termFreq(raw),termFreq(silk),termFreq(skill),termFreq(steam),termFreq(us),termFreq(valu),termFreq(water),termFreq(wheel),termFreq(women),termFreq(wool),termFreq(woollen),termFreq(work),termFreq(workmen),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0477100200_000036,"The tablet of memory, shewing every memorable event in history, from the earliest period to the year 1792. Classed under distinct heads, with their dates : Comprehending AN Epitome Of English History, With AN Exact Chronology Of Painters, Eminent Men, &c. To Which Are Annexed, Several Useful Lists. The eighth edition, considerably enlarged With Several Hundred Additional Articles. By Philip Luckombe.",Philip Luckombe,46,0,2,0,2,0,0,0,1,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,1,3,10,0,1,3,0,2,3,0,0,0,2,0,1792,1,1,"London : printed for G. G. J. and J. Robinson, in Pater-Noster-Row, M.DCC.XCII. [1792].",London,348,unknown,,1803,FALSE,"eggs to Constantinople, where raw silk was in time produced in abundance, and worked up into manufactures at Athens, Thebes, Corinth, cc. Charlemagne ent to Ofa, King of Mercia, .in 78ó, a present of a belt, a Hunnish sword, and two silken veils; in 1130 Greek manufatures of silk ,"
1123400100_000100,"Memoirs of agriculture, and other oeconomical arts. By Robert Dossie.","Society for the Encouragement of Arts, Manufactures, and Commerce (London, England)",31,0,4,0,0,0,0,2,1,0,0,2,2,0,0,3,0,2,1,1,4,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1769,1,1,"[Dublin] : London: printed for J. Nourse, Bookseller to His Majesty. Dublin: reprinted for Boulter Grierson, in Parliament-Street, and James Williams, at No. 5. in Skinner-Row, MDCCLXIX. [1769].",Dublin,356,unknown,,,FALSE,"the wainscot, the balls were thrown in; and had immediately their due effect. A part of the fpecators, the whole being very numerous, who xvere not near the building, and, consequently, did not perceive how much the fire had gained upon it, before the balls were thrown in, expressed some"
0892600202_000082,"The principles of moral and political philosophy. By William Paley, M. A. Archdeacon of Carlisle. ...",William Paley,49,0,1,0,0,0,2,0,0,1,3,4,2,0,5,0,0,1,1,3,0,1,3,2,0,4,0,1,3,3,2,1,0,1,0,2,0,0,0,0,0,0,3,0,1788,2,2,"London : printed by J. Davis, for R. Faulder, New-Bond-Street, MDCCLXXXVIII. [1788].",London,439,male,1743,1805,TRUE,"exported, but in vwhich the people can thrive by no other means; that is, of a newly fettled country with a fertile soil. lie exportation of a large proportion of the corn which a coin.ltrl produces, proves, it is true, that thle inhabitants have not yet attained to the number"
0959200100_000158,"The principles of moral and political philosophy. By William Paley, M. A. Archdeacon of Carlisle.",William Paley,40,0,0,0,0,1,1,0,0,1,3,4,3,0,2,0,0,0,1,2,1,1,4,0,0,3,0,0,3,2,2,1,0,1,0,2,0,0,0,0,0,0,2,0,1785,1,1,"London : printed for R. Faulder, New Bond Street, M.DCC.LXXXV. [1785].",London,699,male,1743,1805,TRUE,"leave the heaviest part of the burden upon the methods , whatever they be, of acquiring wealth without industry, or everl. of subsisting in idleness.. V EXPORTATION OF BREAD corn. Nothing feeims to: have a more pofitive tendency to reduce the: number of the people ; than the sending abroad"
0874000700_000008,"An essay on the causes of the decline of the foreign trade, consequently of the value of the lands of Britain, and on the means to restore both. Begun in the year 1739. By Sir Matthew Decker.","Sir Matthew Decker, 1st Baronet",48,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,6,0,1,2,0,3,1,2,0,0,4,1,0,0,0,7,9,1,1,1749,1,1,"Dublin : printed by George Faulkner in Essex-Street, MDCCXLIX. [1749].",Dublin,188,male,1679,1749,FALSE,"way to purchase them, but rather increase it. But besides encouraging, our Cufioms force the Confiumption here of most foreign Superfluities that are imported; for though the Duties be mostly drawn back on some Articles, yet the Intcrelt of the Money lying dead for Duties and Sees in and out,"
1010900107_000173,"Communications to the Board of Agriculture; on subjects relative to the husbandry, and internal improvement of the country. ... . Parts I. and II.",,55,0,0,0,1,1,0,0,0,2,0,0,0,5,1,0,0,0,9,0,0,0,0,1,0,0,0,1,6,1,1,5,0,1,0,5,0,0,0,0,14,1,0,0,1797,7,7,"London : printed by W. Bulmer and Co. for George Nicol, Bookseller to his Majesty, and to the Board of Agriculture; and sold by Messrs. Robinson, Paternoster-Row; J. Sewell, Cornhill; Cadell and Davies, Strand; W. Creech, Edinburgh; and J. Archer, Dublin, 1797.",London,493,unknown,,,FALSE,"introduction of prime Spanish fleeces, such as we used to import. It might, perhaps, furnish a pretence to the manufacturer to increase the price of the finest clothes ; but he could have no ground for corn plaint, as the sale of those prime fabrics , is almost wholly confined"
0084700107_000020,"A new collection of voyages, discoveries and travels: containing whatever is worthy of notice, in Europe, Asia, Africa and America: In Respect to The Situation and Extent of Empires, Kingdoms, and Provinces; their Climates, Soil, Produce, &c. with The Manners and Customs of the several Inhabitants; their Government, Religion, Arts, Sciences, Manufactures, and Commerce. The whole consisting of such English and foreign authors as are in most esteem; including the Discriptions and Remarks of some late celebrated Travellers, not to be found in any other Collection. Illustrated with a variety of accurate maps, plans, an elegant engravings. In seven volumes. ...",,46,0,0,0,4,0,0,1,1,0,3,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,5,3,6,0,0,3,1,0,0,0,2,3,0,0,1767,7,7,"London : printed for J. Knox, near Southampton-Street, in the Strand, MDCCLXVII. [1767].",London,474,unknown,,,FALSE,"For expor ation: our country produces many of the most fubtaantial and necessary commodities, as butter, cheese, corn, cattle, wool , iron , lead, tin, copper, leather, copperas, pit coal, alum, saffron, cour corn sometimes preserves other countries from starving. Our horses are the mroft serviceable in the world, and"
0091500109_000413,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,31,0,2,0,0,0,0,0,3,0,0,4,4,2,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,1,0,1799,9,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,651,male,1747,1822,FALSE,"the various branches of the mathematics connected with that science; nor did he desist till he was able to introduce some improvement in the steam engine , with the nature of which he had been before entirely unacquainted. He then made a tour to Scotland and in 1726, after a"
1596800601_000004,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL.D. and F.R.S. of London and Edinburgh: one of the commissioners of His Majesty's customs in Scotland; and formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes.",Adam Smith,47,0,1,0,0,0,0,0,0,0,1,5,1,0,9,1,0,0,3,0,0,0,2,5,0,1,1,1,1,2,2,1,3,0,0,1,0,0,0,0,0,1,5,0,1789,1,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, M DCC LXXXIX. [1789].",London,509,male,1723,1790,TRUE,"of the smith. The spinner is almost always a diftinit person from the weaver; but the ploughman, the harrower, the sower of the seed, and the reaper of the corn, are often the same. The occasions for those different sorts of labour returning with the different seasons of the year,"
1696900100_000437,"Lex mercatoria rediviva: or, The merchant's directory. Being a complete guide to all men in business, whether as traders, remitters, owners, freighters, captains, insurers, brokers, factors, supercargoes, agents. Containing an account of our trading companies and colonies, with their establishments, and an abstract of their charters; the duty of consuls, and the laws subsisting about aliens, naturalization and denization. To which is added, a state of the present general traffick of the whole world; describing the manufactures and products of each particular nation: and tables of the correspondence and agreement of the Europea coins, weights, and measures, with the addition of all others that are known. Extracted from the works of the best writers both home and abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long continuance in trade. The whole calculated for the use and service of the merchant, lawyer, senator, and gentleman. By Wyndham Beaws, merchant.",Wyndham Beawes,49,0,0,0,5,1,0,2,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,1,2,1,0,1,0,0,4,12,0,0,2,4,0,0,0,4,2,0,0,1751,1,1,"London : Printed for R. Baldwin, in Pater-noster-Row; and S. Crowder and Co. on London Bridge, [1751].",London,955,male,,,FALSE,"paid to the landed Interest. It will be obje~ted here, that the lo / abovementioned upon a Pack of Wool , is not paid to the landed Interest, since a Part of it is paid to the Shepherd's Wages, and a Part to the Labour of Picking and Sorting this"
0038501400_000003,"The advantages of the Revolution illustrated, by a view of the present state of Great Britain. In a letter to a Member of Parliament. By G- B-, Esq;","G. B., Esq",40,0,0,0,3,1,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,2,1,0,0,3,0,1,3,0,5,0,2,0,0,2,2,0,0,0,1,4,2,0,1753,1,1,"London : printed for W. Owen at Homer's Head, near Temple-Bar, [1753].",London,39,unknown,,,FALSE,"in Inhabitants and Substance, insomuch that they may fairly be estimated at Twenty Times the Value they were before the Revolution; one principal Cause of which was our first ferding Germans to the Plantations at the Nation's Charge, which. induced such Numbers to follow them at their own Expense, that"
1201300100_000080,"An appendix to the abridgment of the statutes of Ireland; containing an abridgment of the several acts passed in this kingdom, in the sixteenth, seventeenth and eighteenth years of His present Majesty, our most gracious Sovereign Lord King George the Third. With a table of the titles of the statutes, shewing under what Head, they are abridged. By Francis Vesey, Esq;.","Vesey, Francis",44,0,0,0,1,1,0,3,0,0,0,1,0,0,2,4,0,4,5,0,0,0,1,0,0,0,1,1,0,0,1,0,3,0,0,5,0,0,4,0,7,0,0,0,1778,1,1,"Dublin : printed by the executors of David Hay, assignee of the late Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXVIII. [1778].",Dublin,163,male,1721,1804,FALSE,"or more, with his or her the cords initials of number fixed after said letters; and if any piece or part of a piece of nme' with his num linen shall be found in the custody of any persons whatsoever, not cordeder, oneither end, before the same is finished and"
1164200100_000085,"Commercium philosophico-technicum; or, the philosophical commerce of arts: designed as an attempt to improve arts, trades, and manufactures. By W. Lewis, M. B. and F. R. S.",William Lewis,36,0,1,0,2,0,3,0,0,0,2,0,0,5,0,4,1,0,2,1,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,3,0,0,2,0,0,0,2,0,1763,1,1,"London : printed by H. Baldwin, for the author; and sold by R. Willock, at Sir Isaac Newton's Head in Cornhill, MDCCLXIII. [1763][-65].",London,718,male,1708,1781,FALSE,"piece, which I was credibly informed had been walled three or four times, with only the same precautions as are used for the finer printed linens, and on which the gold continued entire and of great beauty. T H E Venetians have carried on a large trade, to the Levant,"
0836300502_000084,Sketches of the history of Man. Considerably enlarged by the last additions and corrections of the author. ...,"Henry Home, Lord Kames",53,0,1,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,5,0,4,4,9,0,0,3,0,0,0,0,10,2,0,0,1796,2,4,"Basil : printed and sold by J. J. Tourneisen, MDCCXCVI. [1796].",Basel,347,male,1696,1782,TRUE,"that country, which enables us to cope with the Gcrmnans in the American markets. The ftaiiniitg or printing linen cloth has of late becomne a confide able article in the manufactures of Britain: and there is no sort of linen more proper for that manufaiduie than our own. I he"
1078800500_000001,"Syllabus of a course of lectures on natural and experimental philosophy, by A. Walker, Lecturer to his Royal Highness the Duke of Gloucester, to Eton and Winchester Colleges, and Members of the Dublin Society.",Adam Walker,48,1,2,0,1,0,1,0,5,0,1,4,1,0,0,4,0,1,0,2,1,1,0,0,2,0,2,1,0,0,1,0,0,0,0,3,0,6,1,0,0,0,7,0,1790,1,1,"[London?, s.n., 1790?].",London,9,male,1730,1821,FALSE,"t -- t4 II /1 r b' , /9^ -, J S Y L L .A B U S OP. -- A COURSE, o: I CT U R E S., NATURAL AND; i lilrx'm TAIL / PHIILOSOPHY, By .; tw iil. E R, Lecturer to his Royal Highness the Duke"
0474800109_000150,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,25,1,0,0,0,1,0,3,1,0,0,0,0,2,1,1,1,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,2,1,0,0,0,0,2,1,0,1797,9,12,"London : printed for J. Debrett, 1797-1802.",London,603,unknown,,,FALSE,"acquired through an Union, might work in its favour on the felfihi, tempers of those who overlook the many more weighty political reasons for its adoption. As to the advantages which have already been granted, though it may be TRUE that, in contributing to the prosperity of Ireland, they also"
0372500107_000105,"A collection of the parliamentary debates in England, from the year M,DC,LXVIII. to the present time. ...",Great Britain. Parliament,36,0,0,2,1,0,0,1,0,0,0,9,0,3,0,0,0,0,4,0,1,2,0,0,0,1,1,0,1,1,0,0,1,1,0,2,1,0,1,0,0,2,0,1,1739,7,21,"[London] : Dublin: printed. London: reprinted, and sold by John Torbuck, 1739-42.",London,518,unknown,,,FALSE,"and importing copper, brass, and iron , four millions. For a grand dispensary, three millions. VOL. VII Z For 337 For erecting mills for milling of lead, and purchasing of leads mines, c. two millions. For improving the'art of making soap. For a settlement on the island of Santa Cruz."
1530900106_000058,"Tracts on the subject of an union, between Great Britain & Ireland, volume the fifth, Containing I. Doctor Drennan's second letter to Mr. Pitt. II. Dean Tucker and Doctor Clark's arguements in favour of an incorporate union. III. The political, commercial and civil state of Ireland, by the Rev. Doctor Clarke. IV. Doctor Clarke's answer to the speaker's speech. V. Hints to the people by Stevens. VI. Considerations on the affairs of Ireland, 1799. VII. Constitutional objections to the government of Ireland by a separate legislature, by Theobald McKenna. VIII. Legal arguments occasioned by the project of a union. IX. Debates in the Irish House of Commons on the union, January 22, 23, 24, 25, 26, and 28, 1799. X. Debate in the Irish House of Commons, May the 15th, 1799. XI. A letter to the people of Ireland, which they all can understand and ought to read. XII. No flinching, or a persevering opposition to the measure of [the] union, strongly recommended. XIII. Strictures on a union, by Nicholas Gay, Esq; XIV. Observations, on the union, Orange Associations, &c. by George Moore, Esq; XV. Review of the speech of the Rt. Hon. John Foster, by William Smith, Esq; XVI. Observations on that part of the speaker's speech which relates to trade. XVII. Hear him, hear him, in answer to the speaker's speech.",,36,0,0,0,0,1,0,6,0,0,0,0,0,1,2,0,2,0,3,0,0,0,0,1,3,0,1,0,1,1,1,0,0,0,0,4,1,0,0,0,2,1,2,3,1800,6,8,"Dublin : Sold by J. Milliken, 32, Grafton-Street, 1800.",Dublin,820,unknown,,,FALSE,"the quantity would4jfe enlarged, as the great increase of agriculture and of the linen manufaature gave a better profit in land than sheep afforded, fo that Ireland could not even supply him with wool to work and if he were to ask the nrinifter is briti&h wool to follow him"
0799800108_000202,"The statistical account of Scotland. Drawn up from the communications of the ministers of the different parishes. By Sir John Sinclair, Bart. ...","Sir John Sinclair, 1st Baronet",45,0,0,2,0,0,2,0,6,0,1,0,2,1,0,1,0,1,0,0,1,0,1,1,0,1,0,2,4,1,1,0,0,1,1,1,0,4,4,1,0,0,5,0,1791,8,21,"Edinburgh : printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen, M,DCC,XCI. [1791].",Edinburgh,660,male,1754,1835,FALSE,"of it; nor is the price ns working coal reduced. It is well known to all coalmafters, that a collier cat never earn so much io any work , as in that in which he was brought up. lhe present law has unhappily encouraged vagrancy amongst the colliers; and, whenever"
1308000600_000004,"A comparison of the newly invented corn-mill, with those worked by wind and water, as likewise those worked by Newcomen & Cawley's leaver steam engine: with a short historical account of the invention of fire machinery: and a critical review, or an account of some parts of the leaver engine, which the Imperial Academy of Sciences, at Petersbourg, has crowned for the theory of engines which receive their motion from the force of steam: with the manner to find out an universal measure in solids, as in fluids, and an answer to an ironical conclusion on the English for pirating other peoples' inventions. By Mr. Blakey.","Blakey, William           1712",65,0,4,0,0,0,1,0,19,1,1,0,5,0,0,3,3,5,0,1,0,1,0,0,0,0,4,0,0,0,1,0,0,0,2,2,0,5,0,0,0,0,7,0,1789,1,1,"London : printed by H. Reynell, No. 21, Piccadilly. And sold by J. Debrett, opposite Burlington-House, Piccadilly, M DCC LXXXIX. [1789].",London,47,unknown,,,FALSE,"my garden. In this Engine , I found an INTEBMEDIATE between water and fleam, to hinder their being in contact one with the other, which made me add to this machine , a forcing pipe, to make the water rise by the EXPANSION of fleam. My two inventions colt me"
0744000800_000081,"The london tradesman. Being a compendious view of all the trades, professions, arts, both liberal and mechanic, now practised in the cities of London and Westminster. Calculated for the information of parents, and instruction of youth in their choice of business. Containing, I. Advice to Parents, how to study and improve the Natural Genius of their Children, before they bind them Apprentice. II. An Historical Account of the several Arts and Professions in this great Metropolis. III. The particular Genius and Qualifications necessary to make a Figure in the several Branches, viz. the Degree of Strength and Age, the Measure of Knowledge and Learning necessary to qualify them to enter as an Apprentice, and the Temper and Disposition of Mind that is likely to succeed in each particular Trade. IV. The Wages of a Journeyman, and the Profits of a Master in each Profession. V. The Company and Corporations, and General Laws of the several Societies into which Tradesmen are divided in the City of London. VI. Advice to the young apprentice how to behave during his Apprenticeship; Rules to be observed in acquiring the perfect Knowledge of his Business, and obtaining and preserving the Good-Will of his Master, and laying the Foundation of a comfortable Settlement when out of his Time. Lastly, Directions how to avoid the many Temptations to which Youth are liable in this great City. The whole Delivered in an Easy, Familiar Style, suitable to the meanest Capacity, and containing rules worthy the Knowledge and Observation of Persons of all Ranks, who are Entrusted with the Settlement of Youth. To which is added, An appendix, containing many Useful Particulars relative to the foregoing. By R. Campbell, esq;",R. Campbell,48,0,0,0,4,0,0,0,3,0,1,0,0,0,2,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,1,14,0,0,5,0,3,0,1,1,3,2,2,1747,1,1,"London : printed by T. Gardner, at Cowley's-Head in the Strand, MDCCXLVII. [1747].",London,359,unknown,,,FALSE,"other Articles rk in the Country, and send up their Goods the London Market, at a much cheaper Rate n they can'be afforded to be manufactured sto those in the Broad Way, the Silk'wea ssct. 2 is most employed in London; Stuffs, Broad Thebfeve hs and Woollen Goods are chiefly"
1239800700_000061,"An account of the constitution and present state of Great Britain, together with a view of its trade, policy, and interest, respecting other nations, & of the principal curiosities of Great Britain and Ireland ...",,42,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,11,0,1,0,1,0,0,2,0,0,1,1,1,2,3,0,0,2,6,0,0,0,2,3,0,0,1779,1,1,"London : printed for Thomas Carnan, [1779?].",London,299,unknown,,,FALSE,"Not but that balance of trade may be indireclv drawn from a nation who pays no gold and silver in return, but only fupp!ies the materials, and consequently the means of obtaining gold and silver from some other nation, as will be seen hereafter. 3 That trade is undoubtedly good,"
1478900601_000082,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,78,0,0,1,3,1,0,0,0,0,0,1,0,0,2,0,0,0,11,0,0,0,10,0,0,6,0,0,2,0,2,0,0,1,0,1,7,0,0,1,19,1,9,0,1770,1,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,390,male,1707,1767,FALSE,"wools to France. wvre Pnall next show the gain that would arise in. that kingdom, if their own wools were fully manu faatured by their own people . LET it be supposed, that the medium price of the wools of Ireland is twelve shillings the stone of sixteen pounds; then"
1279201200_000032,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",61,0,0,0,0,1,0,13,1,0,0,4,0,16,1,0,0,1,4,0,0,0,2,0,0,0,0,1,1,0,3,1,0,0,0,4,3,0,0,0,3,0,2,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,369,male,1735,1821,FALSE,"cotton imported into Ireland, on an average of three years, ending the 25th of March, i773: Cotton wool ,. cwt. qrs. lb.. 2550 3 21 Cotton yarn, lb. 2226 Muffins, yards 194987x Cravats, yards 122 Callicoe, stained, yards 3999 Fuflians, ends 9618 Manufatures and mixtures of cotton , value 182781"
1520703300_000031,"To the Right Honourable and Honourable, the trustees of the Linen Board. The report of John Arbuthnot, Esq. inspector-general for the provinces of Leinster, Munster and Connaught.","Arbuthnot, John",46,0,0,1,1,0,0,6,2,0,1,1,0,0,0,8,5,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,3,2,1,1,0,5,0,1783,1,1,"[Dublin? : s.n., 1783?].",Dublin,96,unknown,,,FALSE,"Machinery : One Corderoy Cutting Ffarame, One Cotton Beater, Thbree Corderoy Looms, Three Plain Ditto, Four Gigs, for Doubling, Teyn [ 63 I tfen ]Roving wheels , One Cotton Reel, In a small Shed in his Yard, one Boiler, and one Stove., Thzere are five Looms not yet fixed up,"
1209501100_000004,"Miscellaneous works, in two parts. Part I. 1. On the Invention and Progress of Fire-Machinery. II. Remarks on the Conclusions of the Academy of Sciences at Peteriburg on the Theory of Fire Engines. III. On the pretended Plagiarisms of the English. IV. On the Properties of Corn Mills in England. Part II. I. A Letter to Prince Galitzin on Ancient and Modern Arts. II. A Second Letter on the same Subject to Monsieur Mauduit. III. A Third to the same on similar Matters. IV. On Ancient Shipping. V. On Weights and Measures in Solids and in Fluids, from an Universal Measure, to be found on the Degrees of the Meridian, and in the specific Gravity of a Fluid.","Blakey, William           1712",70,0,2,0,0,0,0,0,20,0,1,1,2,0,0,0,2,2,0,1,1,5,1,0,0,1,2,0,0,1,0,0,0,0,2,2,0,9,2,0,0,0,12,1,1790,1,1,"London : printed for Messrs. Cadell, Strand; Kearsley, Fleet Street; Robinsons, Paternoster Row; and Richardson, at the Royal Exchange, M.DCC.XC. [1790].",London,191,unknown,,,FALSE,"was necessary for the purpose. At first sight it appeared that two Engines were necessary for what he wanted; but a day or two after I let him know that 1 could do his business with one Engine , which pleased him much. While this Engine was making, he came"
0421900600_000001,"An essay to prevent the exportation of wool, and retrieve the woollen manufacture of England. Most dutifully and humbly Offered to the Consideration of our Most Gracious Sovereign King George the Second; And The Right Honourable and Honourable The Two Houses of Parliament. By Cornelius Strongcastle.","Strongcastle, Cornelius",69,1,0,0,11,3,0,9,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,1,1,0,0,21,9,0,1,1741,1,1,"London : printed by J. Watson, for the author, [1741/2].",London,28,unknown,,,FALSE,0'^^~ AN /^2 £> ESSAY To Prevent the. Exportation of W 0 L And Retrieve the Woollen Manufature O F EN G LAND. Mos dutifully and humbly Offered to the Con. fideration of our Mult Gracicus Sovereign .King GEORGE the Second; A ND THE Right Honourable and Honourable THE Two
0613700602_000084,Sketches of the history of Man. Considerably enlarged by the last additions and corrections of the author. In four volumes. ...,"Henry Home, Lord Kames",53,0,1,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,5,0,3,4,11,0,0,3,0,0,0,0,9,2,0,0,1788,2,4,"Edinburgh : printed for A. Strahan and T. Cadell, London; and for William Creech, Edinburgh, 1788.",Edinburgh,472,male,1696,1782,TRUE,"on exportation; which, by underselling them in their own markets, would quash every attempt to rivalfhip. As the duty on foreign linen imported into Britain is drawn back when exported to America, our legislature gave a bounty on our coarse linen exported to that country, which enables us to cope"
1137400100_000351,"The annual register, or a view of the history, politics, and literature for the year 1798.",,38,1,2,0,0,0,0,1,5,0,0,2,2,3,1,4,1,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1800,1,1,"London : printed by T. Burton, No. 31, Little Queen-Street, for the proprietors of Dodsley's Annual Register, W. Otridge and Son; R. Faulder; J. Cuthell; Ogilvy and Son; R. Lea; J. Nunn; J. Walker; Lackington, Allen, and Co. E. Jeffery; and Vernor and Hood, 1800.",London,769,unknown,,,FALSE,"are coimmonly called fnoaky chilnnies. Dated Feb. - C C Andrew Andrew Cederbarg, of St.john's Joseph Haycraft, of( Lane, Clerkenwell, in the county dock, Rotherhithe, bloc of midd!efex, engine and mathema and gun carriage maker; tical inftrument maker; for a ma carriage, upon a new C chine or instrument for"
1308000600_000014,"A comparison of the newly invented corn-mill, with those worked by wind and water, as likewise those worked by Newcomen & Cawley's leaver steam engine: with a short historical account of the invention of fire machinery: and a critical review, or an account of some parts of the leaver engine, which the Imperial Academy of Sciences, at Petersbourg, has crowned for the theory of engines which receive their motion from the force of steam: with the manner to find out an universal measure in solids, as in fluids, and an answer to an ironical conclusion on the English for pirating other peoples' inventions. By Mr. Blakey.","Blakey, William           1712",45,0,3,1,2,0,1,0,3,0,1,0,9,0,0,2,0,5,0,1,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,1789,1,1,"London : printed by H. Reynell, No. 21, Piccadilly. And sold by J. Debrett, opposite Burlington-House, Piccadilly, M DCC LXXXIX. [1789].",London,47,unknown,,,FALSE,"same ilamp, they do him no great honour, and makes me lay again, that all what this Professor advances on Fire Engines and as to the invention of them is so far fetched, with stops of may be of application, that one may say his history ot Fire pumps (as"
0982100500_000032,"A voyage to Madagascar, and the East Indies. By the Abbe Rochon, Member of the Academies of Sciences of Paris and Petersburgh, Astronomer of the Marine, Keeper of the King's Philosophical Cabinet, Inspector of Machines, Money, &c. Translated from the French. Illustrated with an accurate map of the island of Madagascar. To which is added, a Memoir on the Chinese trade.","Rochon, Alexis",37,0,4,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,2,1,1,0,1,0,0,1,0,0,1,0,0,1,5,1,0,5,1,1,0,0,3,1,2,0,1792,1,1,"London : printed for G.G.J. and J. Robinson, Paternoster-Row, M.DCC.XCII. [1792].",London,547,male,1741,1817,FALSE,"a branch of commerce ought the less to be negleted, as the Malegaches, in the southern part of the island, are acquainted with the method of preparing and weaving it, in order to make vestments. In the neighbourhood of the Bay of An tongil, I discovered four kinds of cods,"
1212501100_000008,"A dissertation on the construction of locks. Containing, first - reasons and observations, demonstrating all Locks, which depend on Fixed Wards, to be erroneous in Principle, and defective in Point of Security. Secondly - a specification of a lock, constructed on a new and infallible Principle, which, possessing all the Properties essential to Security, will prevent the most ruinous Consequences of House Robberies, and be a certain Protection against Thieves of all Descriptions. By Joseph Bramah.",Joseph Bramah,35,0,2,0,0,0,0,0,1,2,0,1,3,1,1,3,0,0,0,0,1,1,3,1,4,0,1,0,1,0,0,0,0,0,1,4,1,2,0,0,0,0,1,0,1785,1,1,"London : printed for the author. Sold by R. Baldwin, Pater-Noster-Row, [1785?].",London,52,male,1748,1814,FALSE,"confifts.in two points of excellence, which no other Lock posseses; namely, The infinitude of their variations, - by [ 43 ] by which the production of corre/pondent keys is avoided, however great the number of Locks may be, that are manufatured on any given scale And, The property of mo."
