PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(baron),termFreq(bodi),termFreq(bond),termFreq(children),termFreq(common),termFreq(court),termFreq(daughter),termFreq(death),termFreq(debt),termFreq(declar),termFreq(deed),termFreq(defend),termFreq(dower),termFreq(estat),termFreq(executor),termFreq(father),termFreq(feme),termFreq(fine),termFreq(god),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(hous),termFreq(husband),termFreq(know),termFreq(land),termFreq(law),termFreq(leas),termFreq(life),termFreq(live),termFreq(love),termFreq(marri),termFreq(marriag),termFreq(monei),termFreq(parti),termFreq(person),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(rent),termFreq(tenant),termFreq(term),termFreq(widow),termFreq(wife),termFreq(wive),termFreq(woman),termFreq(women),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0174000100_000028,"The law against bankrupts: or, a treatise wherein the statutes against bankrupts are explained, by several cases, resolutions, judgments and decrees, both at common law, and in Chancery. Together With the Learning of Declarations and Pleadings relating thereunto. To which are likewise added Forms and Directions for Commissioners, and Presidents fit for the perusal of all Lawyers, Merchants and Tradesmen. The second edition. With several amendments and large additions. By Tho. Goodinge, Serjeant at Law.","Goodinge, Thomas",74,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,2,2,0,5,4,3,0,3,0,11,2,3,3,0,0,2,2,7,1,1,3,0,0,3,3,1,0,3,0,0,1,2,1701,1,1,"London : printed by the assigns of Richard and Edward Atkyns, Esquires; for John Hartley, over against Grays-Inn in Holborn, 1701.",London,414,male,,,FALSE,"Uncle, these could not not be sold by the Comnmiifoners, without this Claufi in the Statute. Though Reversions after Estates for Life or Years might have been sold by the other Clause of this Statute, or any Estate wherein the Bankrupt hath an Interest in futuro. Yet if a Bankrupt"
0598100102_000457,"A new abridgment of the law. By Matthew Bacon, of the Middle Temple, Esq; The fourth edition, corrected; with many additional notes and References of and to Modern Determinations. ...",Matthew Bacon,72,2,0,0,0,3,0,5,4,1,3,3,4,0,2,4,0,2,0,3,0,0,1,5,1,6,0,3,0,0,0,0,0,3,4,1,1,1,1,0,2,0,1,0,3,3,0,0,0,0,1778,2,5,"London : printed by W. Strahan and M. Woodfall, Law-Printers to his Majesty: for C. Bathurst W. Strahan, J. F. and C. Rivington, P. Uriel, W. Owen, B. Law, B. White, T. Caslon, T. Longman, W. Stuart, W. Flexney, T. Payne, T. Cadell, G. Robinson, W. Cater, W. Fox, J. White, J. Johnson, E. Brooke, and T. Whieldon and Co. MDCCLXXVIII. [1778].",London,768,male,,,FALSE,"Father not to make a wvill.. C ..: ., .- which hle intended to have made, and which was to contain Proviions, , tos ci: for his younger Children , pramifing to do for them him: elf; this is lure' a ben =crcd.  Frau; i, for which Equity will"
0174600102_000248,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In two volumes. ... . Published with Notes and References, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his Son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,103,1,0,3,0,2,1,1,5,1,5,1,0,0,0,13,10,1,0,0,0,1,1,11,0,4,0,1,0,1,5,3,0,1,5,1,3,4,0,0,0,0,1,7,0,5,0,0,0,5,1741,2,3,"Dublin : printed by and for Oli. Nelson, at Milton's Head in Skinner-Row, M,DCC,XLI. [1741].",Dublin,567,male,1664,1736,FALSE,"Wife for their Lives , Remainder to the first, c. Son of the Marriage , Remainder to the Heirs Male of the Body of the Husband by any Wise, Remainder to the Heirs of the Body of the Husband by the firit Wise, Remainder to tle Husband in Fee, with,"
0597800101_000179,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the fifth, revised and corrected, with the Addition of Original Precedents, Notes, References, &c. By John Joseph Powell, of the Middle Temple, Esq. Barrister at Law. In three volumes. ...","Wood, Edward, conveyancer",117,0,5,1,0,0,0,0,0,6,0,0,1,0,1,3,1,0,3,0,0,5,2,4,0,20,0,8,1,14,2,3,0,0,0,0,0,1,0,0,0,4,0,7,1,22,0,1,0,1,1790,1,3,"London : printed by A. Strahan and W. Woodfall, Law Printers to the King's Most Excellent Majesty; for J. Johnson, in St. Paul's Church-Yard; J.F. and C. Rivington, P. Uriel, B. Law, G. G. J. and J. Robinson, R. Baldwin, W. Otridge, W. Brown, E. and R. Brooke, S. Hayes, W. Stuart, T. Whieldon, Ogilvy and Co. W. Lowndes, W. Clarke, and J. Evans, MDCCXC. [1790]-93.",London,937,male,,,FALSE,"and their heirs of an estate of inheritance of lalnds i,, e during th coverture. and the husband makes a feoffment in fee, and dies, tie wife nmay nrer within the Itatute of 32 H. 8 C 28 although it was the inheritance of them both Co. Litt. 3.: 6"
0638300103_000583,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",68,0,0,0,3,1,1,0,0,0,3,0,4,0,2,6,6,2,1,0,0,1,0,2,0,1,0,1,0,9,1,1,0,0,2,8,2,4,0,0,2,1,0,1,0,3,0,0,0,0,1749,3,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,660,male,,,FALSE,southeast. i. For Consideration Money in a Conveyance or Security. 356 2 The like by several Vendors. 36 3 The like where there are two Originals and two Receipts for the same Sum. 357 4 The like where there are several for the same Sum on several Deeds . 357
1248401200_000012,"Proposals humbly offer'd to the Parliament, for remedying the great charge and delay of suits at law, and in equity. The third edition with additions. By an attorney.",Attorney,71,0,0,0,1,0,3,1,0,0,3,0,0,0,6,6,2,0,0,0,0,0,0,3,0,5,0,2,13,1,1,1,0,2,1,1,0,0,0,3,0,3,6,0,3,2,0,1,1,0,1724,1,1,"London : [s.n.], Printed in the Year M,DCC,XXIV. [1724].",London,54,unknown,,,FALSE,"a Trust, which if the Estate or her Qiality be never so great, he cannot now have either by Law or Equity, tho''he wants Bread. The Makers of the Stat. of a7 H. VIII of Uses, little thought that excellent Law could have been so evaded as it is, by"
1615700900_000014,"A law grammar, or rudiments of the law: Compiled from the grounds, principles, maxims, terms, words of art, rules, and moot-points of our law, in a new, easy and very concise method. For the particular instruction of all young gentlemen, either at schools, colleges, or the universities, or privately educated, attornies clerks, and other persons; whereby they will acquire a great deal more useful learning in the law, than by any of the books yet published. By Giles Jacob, gent. author of the new law-dictionary.",Giles Jacob,77,0,0,2,1,0,2,1,0,0,5,1,1,1,0,0,1,1,0,0,0,2,1,2,1,8,1,3,7,1,0,0,0,3,3,1,1,6,0,0,0,6,1,1,0,4,0,5,0,4,1763,1,1,"Dublin : Printed for T. and J. Whitehouse, Booksellers, at the State Lottery-Office in Nicholas-Street, M,DCC,LXIII. [1763].",Dublin,144,male,1686,1744,FALSE,"tall have it wlith the Land . For otherwvife the Grantor thould .have excepted iirch larren out of the Deed or Grant , Bacon. But words ; hall be takeni in the most favourable Sense athe Speaker s as in an a~tion againtit a Man for saying fthe Plaintiff that"
0598500103_000188,"Reports of cases argued and determined in the High Court of Chancery, and of two special cases adjudged in the courts of common law: collected by William Peere Williams, Late of Gray's Inn, Esq; Vol. III. Published with Notes and References, and Two tables; one of the Names of the Cases, the other of the Principal Matters: by his son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,104,1,1,0,0,0,2,18,0,1,22,0,2,0,1,13,4,0,1,0,0,5,2,3,0,1,0,5,3,1,0,3,0,1,1,0,3,3,0,1,0,0,2,0,0,4,0,0,0,0,1749,3,3,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for T. Osborne in Gray's Inn, MDCCXLIX. [1749].",London,646,male,1664,1736,FALSE,"King's becc, . One who had been a Priioner in Newgate for Debt , but lice removed to the Fleet, is excommunicated; the Court of Chancery will not dirct the Curfitor to make out a Writ of excommun)icato Capiendo to the Warden of the Fleet; but this Writ may be"
0638200102_000091,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",83,0,0,1,0,0,0,0,6,0,0,1,6,0,2,3,1,0,0,1,0,2,12,0,0,0,0,4,2,6,2,1,0,1,1,2,1,3,2,0,0,4,0,7,0,5,0,4,3,0,1749,2,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,968,male,,,FALSE,"and pay to such Daughter and Daughters the Interest of her or their Portion, at the Rate ot - percent. per Annum as aforesaid, for her or their Maintenance; and after the said Portions and Maintenances ( hall be raised and paid, or in cafe the laid R. H. hall"
0639900600_000065,"The laws respecting women, as they regard their natural rights, or their connections and conduct; in which their interests and duties as daughters, wards, heiresses, spinsters, sisters, wives, widows, mothers, legatees, executrixes, &c. are ascertained and enumerated: also, the obligations of parent and child, And the Condition of minors. The Whole laid down according to the Principles of the Common and Statute Law, explained by the Practice of the Courts of Law and Equity, and describing the Nature and Extent of the Ecclesiastical Jurisdiction. In which are inserted a great Variety of curious and important Decisions in the different Law Courts, and the Substance of the Trial of Elizabeth Duchess Dowager of Kingston, on an Indictment for Bigamy, before the House of Peers, April 1776. In four books.",,84,1,0,0,1,0,1,2,0,3,5,1,0,4,0,1,6,0,4,6,1,0,1,4,0,13,0,2,5,0,1,1,0,2,0,3,1,2,0,0,0,0,1,1,0,8,0,2,0,1,1777,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCLXXVII. [1777].",London,489,unknown,,,FALSE,"goods which are in her polfeflion, in autre droit, as executrix, or adminifiratrix, for such can never be the property of the husband . But this rule does not hold good where the wife appoints no executor , but bequeaths the goods whereof she is executrix by devise or legacy;"
0637300300_000056,"The third part of reports of cases, taken and adjudged in the court of Chancery, in the reigns of King Charles II. King William, and Queen Anne. Being Special Cases, and none of them ever before Printed. Vol. III.",Great Britain. Court of Chancery,91,2,1,1,1,0,0,2,0,0,2,0,0,2,0,1,7,0,0,3,0,0,0,11,1,12,0,2,3,3,2,0,0,4,3,4,0,1,0,0,0,5,0,8,0,9,0,1,0,0,1716,1,1,"[London] : In the Savoy: printed by J. Nutt, Assignee of Edward Sayer Esq; for J. Walthoe in the Middle-Temple Cloisters, and J. Walthoe Jun. against the Royal Exchange in Cornhill, 1716.",London,270,unknown,,,FALSE,"as afore said, and then the Bargainor dies: Bu if the Bargainor dies, part of the Mone having been paid him, and no Conve ance made to the Bargainee; as the Ba gainee hath a Remedy in Equity to con pel the Heir of the Bargainor to make th Conveyance"
1065300103_000254,"Reports of cases in the reigns of Hen. Viii. Edw. VI. Q. Mary, and Q. Eliz. taken and collected by Sir James Dyer, Knt. Some time Chief Justice of the Common Pleas. Now first translated, with additional references to the latest books of authority, marginal abstracts of the points determined in each case, and an entire new index to the whole, by John Vaillant, M. A. of The Inner Temple, Barrister at Law. To this edition a life of the author is prefixed; and From an Original Manuscript in the Library of the Inner Temple several new cases of his are introduced in the notes. In three parts. Part I.","Dyer, James, Sir",62,0,0,0,1,1,2,1,0,1,4,1,0,1,1,2,4,3,0,2,0,2,0,2,1,1,0,11,0,3,0,0,0,1,3,1,1,2,3,0,0,0,2,2,1,2,0,0,0,0,1794,3,3,"London : sold by J. Butterworth, Fleet-Street, MDCCXCIV. [1794].",London,463,male,1512,1582,FALSE,"by virtue of his lease , and must conclude w; ithfi{ damrnificatus, I 84 pl. 6i. Bfter judgement against the bishop and incumbent by default in quare impedit brought pending a suit to deprive the incumbent, being alaynian; indeceit by them for non fummnons, the sentence of deprivation now given"
0638100101_000165,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",161,0,0,2,0,0,2,0,0,4,0,0,1,0,0,2,3,0,0,2,0,5,0,5,0,32,0,18,3,13,3,3,0,2,1,1,2,0,0,0,0,7,1,8,0,38,0,2,0,1,1749,1,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,946,male,,,FALSE,"the Lease is good. Poph. 97 A Man who has Land in Right of his Wife makes a Lease for Years of it, itis not void by his Death till she enters. Cro. yac. 132 If Husband makes a Gift in Tail of his Wife's , Land , rendering Rent"
0231401200_000054,"The general laws of estates; or, freeholder's companion: containing the laws, statutes, and customs relating to freehold and other estates, whereby all Country Gentlemen and Freeholders may know their Rights thereto, and Qualifications to be Members of Parliament, Electors, Justices of Peace, and Jurymen; and to kill Game, erect Dovecotes, &c. In which is compriz'd the whole law of tenures of lands, and to whom they fall and descend, or otherwise belong, on any Alteration, from the Estate in Fee-Simple, down to Estates for Life, and Years, and also Copyholds; adapted to the Use of all Lords, Landlords and Tenants. With a full and compleat abstract of the new Act of Parliament concerning distresses for rent, Replevins and Ejectments, &c. and several other late popular Statutes. Likewise some very useful precedents of deeds and writings, applicable to this Work.",Giles Jacob,93,1,1,0,0,1,16,0,5,0,3,0,1,0,0,3,1,0,1,0,0,3,4,6,0,0,0,5,2,2,4,0,0,0,1,0,0,7,0,1,0,8,10,3,0,1,0,1,0,2,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Aaron Ward at the King's Arms in Little-Britain, MDCCXL. [1740].",London,439,male,1686,1744,FALSE,"Survivor. But a Devise of Lands to two equally, will make them Jouitenants; becau!e there is not any Inequality or Loss, although' the Survivor should have all, as the other can have it but during his Life : But if a Devise be of Land to two and their Heirs"
0996400101_000182,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",139,0,0,3,0,0,1,0,2,3,0,0,0,0,1,2,0,2,1,9,0,4,0,8,0,23,0,15,0,13,6,4,0,0,1,1,0,0,0,1,0,4,8,0,0,23,0,2,0,2,1770,1,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,860,male,,,FALSE,"whilst file is Sole, or after with another Husband makes any such Lease according to the Statute of the, 32 11 8 C 28 yet this Lease will not be good, for it is against another Statute, vai. t7.. .20. 3o. .CP. 5 I;! If a Woman Tenant in Tail"
0174600102_000258,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In two volumes. ... . Published with Notes and References, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his Son William Peere Williams, of the Inner Temple, Esq;",William Peere Williams,88,1,4,0,0,2,0,2,10,0,0,0,3,2,0,2,2,1,3,2,0,0,1,2,0,5,0,7,0,0,3,3,0,1,5,1,0,4,10,1,0,0,3,0,0,8,0,0,0,0,1741,2,3,"Dublin : printed by and for Oli. Nelson, at Milton's Head in Skinner-Row, M,DCC,XLI. [1741].",Dublin,567,male,1664,1736,FALSE,"a Southeast queltration to the Foreign Plantations, it ought to be to the King in Council. z6z So an Appeal from Decrees made in the Plantations lies only to the King in Council. ibid. 688 Blate. bytszi ih~+ d! it/'w!i p: %, see pefintan if toc,. On a Suggestion of"
1696900100_000364,"Lex mercatoria rediviva: or, The merchant's directory. Being a complete guide to all men in business, whether as traders, remitters, owners, freighters, captains, insurers, brokers, factors, supercargoes, agents. Containing an account of our trading companies and colonies, with their establishments, and an abstract of their charters; the duty of consuls, and the laws subsisting about aliens, naturalization and denization. To which is added, a state of the present general traffick of the whole world; describing the manufactures and products of each particular nation: and tables of the correspondence and agreement of the Europea coins, weights, and measures, with the addition of all others that are known. Extracted from the works of the best writers both home and abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long continuance in trade. The whole calculated for the use and service of the merchant, lawyer, senator, and gentleman. By Wyndham Beaws, merchant.",Wyndham Beawes,106,0,0,2,0,0,1,0,0,4,0,0,0,3,9,2,0,0,0,1,0,1,0,5,1,15,0,14,3,0,4,4,0,0,1,0,0,6,0,1,1,0,3,5,2,12,2,3,1,0,1751,1,1,"London : Printed for R. Baldwin, in Pater-noster-Row; and S. Crowder and Co. on London Bridge, [1751].",London,955,male,,,FALSE,"Bodmyn the Reversion after I run. 3s6. the Death of the Lord Wtarweick, of Lands of near r ooo 1 per Ann. and for Pro ""~~~ynm teaion of the Eitate, and to prevent the Plaintiffs Dower , the Defendant upon his Purchase took an Assignment of a Term for Years,"
0638100101_000189,"A compleat body of conveyancing, in theory and practice. In two parts. ... Collected by Edward Wood, gent. deceased. The whole digested in a method intirely new, ... by John Salthouse, ...","Wood, Edward, conveyancer",142,0,0,2,0,0,0,0,2,3,0,0,0,0,1,2,0,3,1,7,0,3,0,7,0,21,0,13,0,17,5,4,0,0,1,1,0,0,0,2,0,8,12,0,0,21,0,4,0,2,1749,1,3,"[London] : In the Savoy: printed by Henry Lintot, for J. Worrall, 1749.",London,946,male,,,FALSE,"for fifty-four Yea's, rendering Rent , has Issue, and dies before any Proclamations past, and after the Husband and Wife die; in this Cafe the Lease is good against the Ifiue in Tail by Reason of the Rent ; otherwise if the Rent had not been refereed. Plowd. 43 0,"
1281500103_000154,"Modern reports: or select cases, adjudged in the courts of King's Bench, Chancery, Common Pleas and Exchequer, ... In twelve volumes. ...",Thomas Leach,81,0,1,0,1,0,5,0,0,2,1,0,2,0,0,2,0,0,4,0,1,3,1,2,0,9,0,2,5,5,3,0,0,5,3,0,0,3,0,0,0,3,2,1,0,12,0,1,0,2,1794,3,12,"Dublin : printed for Eliz. Lynch, and Luke White, 1794.",Dublin,392,male,1746,1818,FALSE,"ibid. Btrtradoes. It was gotten by Conquell, and therefore to be governed by what Law the King willeth. 161 Bargain and Sale. What Words by conftru&ion of Law ffiall amount to a Bargain and Sale to make the Reversion pass with the Rent without Attornment. 273 ( Sizlnder, Baron and"
1717800101_000216,"A new abridgment of the law. By Matthew Bacon of the Middle Temple, Esq;",Matthew Bacon,114,0,2,0,0,0,1,2,0,4,0,0,2,0,2,3,0,0,6,6,0,1,0,0,0,22,0,8,5,10,0,0,0,0,7,2,0,0,7,2,0,5,1,2,0,14,0,0,0,0,1768,1,5,"London : Printed by His Majesty's Law-Printers, for J. Worrall and Co. A. Shuckburgh, T. Waller, P. Uriel, W. Owen, B. White, H. Woodfall, W. Strahan, J. Rivington, R. Baldwin, L. Hawes and Co. T. Longman, Z. Stuart, W. Johnston, B. Law, T. Caslon, T. Payne, and T. Cadell, MDCCLXVIII. [1768].",London,714,male,,,FALSE,"a Fine , the is bound thereby; and if the Jointure,,,. was made before Marriage , she is barred to claim Dower in any other Lands For thins ~tde of the Husband's ; but if the Jointure was made during Coverture, fle may Tit. 7ointrsr. claim Dower in the other"
1064500103_000849,"A compleat body of conveyancing, in theory and practice. In two parts. Part I. Contains the Theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Part II. (in Two Volumes) Contains the Practice: Or, Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Public Funds; and in General all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, gent. deceased. The second edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. In three volumes.","Wood, Edward, conveyancer",132,0,0,0,0,1,2,0,4,2,2,1,5,0,0,3,2,2,0,0,0,1,5,2,0,14,0,0,0,0,9,7,0,1,6,5,0,3,2,0,7,8,3,3,0,32,0,0,0,0,1762,3,3,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall, T. Osborne, C. Hitch and L. Hawes, J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, S. Crowder and Co. R. Withy, C. Ware and Co. W. Flexney, W. Bristow, T. Lownds, A. Shuckburgh, and P. Uriel, MDCCLXII. [1762].",London,895,male,,,FALSE,"45 To receive Rents and several Debts , with an As fignment of the Debts , and Declaration of Litllitfltioll, c. Limitation to feveralsons fc Trust thereof. 44 their Lives . 1 L )r! {, ]Lftifttfilt011 To the Ule of the Husband for Lilnitatifllt Trutees to pay or permit the"
0173500105_000007,"A complete body of conveyancing, in theory and practice, by Edward Wood. A new edition, being the sixth, revised and corrected; with the addition of original precedents, notes, references, &c. by John Joseph Powell, Of The Middle Temple, Esq. Barrister At Law. In six volumes. ...","Wood, Edward, conveyancer",125,0,0,0,0,3,5,0,6,2,0,0,5,0,0,4,2,2,0,0,0,1,1,1,0,12,0,0,0,2,6,5,0,1,1,9,0,2,2,0,6,10,5,4,0,28,0,0,0,0,1793,5,6,"Dublin : printed by William Porter, for E. Lynch, G. Burnet, P. Wogan, J. Exshaw, P. Byrne, A. Grueber, W. Sleater, W. M'Kenzie, J. Moore, J. Jones, W. Jones, J. Rice, H. Watts, And P. Moore, M.DCC.XCII. [1792-93].",Dublin,763,male,,,FALSE,"wife for life . - i; Use to the wife niother as to an annuity, with power of distress - Ufe'to the sirs', second, third, c. and all other sons in tail.male.. 503 To the daughters as tenants in common . - - 504 To the wife's last will and"
0754400201_000136,"Reports of cases argued and determined in the High Court of Chancery, in the time of Lord Chancellor Hardwicke; collected and methodized by John Tracy Atkyns, of Lincoln's Inn, Esq. Cursitor Baron of the Exchequer. With Notes and References, and Three Tables; one of the several Titles and Divisions, another of the Names of the Cases, and a third of the Principal Matters. ...",Great Britain. Court of Chancery,81,0,2,0,0,3,0,0,3,9,0,1,3,3,0,10,0,0,1,2,0,1,0,5,0,3,0,2,0,2,3,2,0,0,7,0,1,1,1,0,2,3,0,2,2,7,0,0,0,0,1781,1,3,"London : printed for J. Wenman, No. 144, Fleet-Street; and sold by all the Booksellers in Great-Britain and Ireland, MDCCLXXXI. [1781]-82.",London,801,unknown,,,FALSE,"and grandchild son, in ple own of Elizabeth Searles. right, of freehold, copyhold, and leasehold estates . by articles before her second marriage , to ahichr husband was a party , and by his content, conveys the whole.to tlufccs, Liha tiicv lfu': divide the fieehold, copyhold, and leafrhold. if no"
0678301002_000119,"The attorney's new pocket book, and conveyancer's assistant; containing a collection of the most common and approved precedents; with many practical remarks. ... By Frederick Coningesby Jones, ... The second edition, with many material corrections, alterations, and additions. In two volumes. ...","Jones, Frederic Coningesby",65,0,0,0,8,0,1,1,1,1,1,1,3,1,0,2,1,1,0,0,0,0,0,1,0,2,0,1,0,3,1,2,0,1,3,5,0,1,3,0,1,5,3,6,0,4,0,1,0,0,1798,2,2,"London : printed by A. Strahan; for E. and R. Brooke, J. Butterworth, and R. Pheney, 1798.",London,304,unknown,,,FALSE,"tenants in common in tail general, with cross remainders, with other re nmainders over - i. 8o Ey a father to raise portions for daughters and younger Cons in pursuance of a power in a iftilement -. 8, tppoilstlineltt anild Illcafc. See Mlortgages. irbitratioll. See .Aards, Bonds . nrttictcc. I;"
0173200300_000173,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; as also the law and practice, Under The Proper Heads and Titles: together with such learning as explains the history and antiquity of the law; our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Commentaries, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. Adapted to the Use of Barristers, Students and Practisers of the Law, Members of Parliament, Justices of Peace, Clergymen, and other Gentlemen, &c. The tenth edition. With great additions and improvements, from the latest Reports and Statutes to this Time. Also many New Titles, not in any other Work of the Kind. Originally compiled by Giles Jacob. Now corrected and greatly enlarged by Owen Ruffhead and J. Morgan, Esquires.",Giles Jacob,102,0,18,0,1,1,1,1,0,1,10,0,1,1,0,3,2,0,7,0,0,1,4,0,0,19,0,2,1,1,1,0,0,3,1,0,0,1,0,1,1,0,0,1,1,16,0,1,0,0,1773,1,1,"Dublin : printed for James Williams, at No. 5. in Skinner-Row, M,DCC,LXXIII. [1773].",Dublin,975,male,1686,1744,FALSE,"estate during coverture V also whatever accrues to her by her labour, or otherwise during the coverture, belongs to the husband ; so that int favour of creditors, and that no person's ac Should prejudice another, the law makes the husband liable to those debts with which he took her"
0528500300_000112,Cases in equity during the time of the late Lord Chancellor Talbot: with tables ...,"Forrester, Alexander",82,0,1,0,0,0,0,5,0,0,2,0,2,0,2,10,7,1,1,3,0,1,0,12,0,0,0,7,5,2,0,1,0,0,4,4,0,6,0,0,0,0,1,1,2,1,0,0,0,1,1753,1,1,"[London] : In the Savoy: printed by Henry Lintot; for T. Waller, 1753.",London,309,unknown,,,FALSE,"Escape. \ AN Action is given by Statute against a Gaoler who lets a Prisoner escape who is under an Attachment for not per - Where a Devise to a Wife making her sole Heiress and Executrix of all his Lands , Goods, c. shall be a Devise to her"
