PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0999300100_000110,"Essays. On the nature and immutability of truth, in opposition to Sophistry and Scepticism. On poetry and music, as they affect the Mind. On laughter, and ludicrous composition. On the utility of classical learning. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,70,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0,1,5,9,0,1,3,0,1,0,1,2,0,0,1,7,1,4,1,7,0,1,0,0,0,1,0,0,3,0,0,0,0,0,4,1,0,3,2,0,0,2,0,1,1,0,1776,1,1,"Edinburgh : printed for William Creech, MDCCLXXVI. [1776].",Edinburgh,783,male,1735,1803,FALSE,"the writers ad aptedi or apted themselves to the prevailing taste , and painted the manners as they saw them. In our own country, we have seen various modes of affecation, successively prevail within a few years. To say nothing of present times; everybody knows, how much pedantry, libertinifin, and"
0281600201_000116,Henry; in two volumes. By the author of Arundel. ...,Richard Cumberland,46,1,1,0,4,2,1,0,0,0,0,0,1,0,0,0,2,2,2,2,0,1,0,0,1,1,0,1,0,0,0,1,0,1,4,4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,1,3,2,1,1795,1,2,"Dublin : printed for P. Wogan, P. Byrne, W. Jones, H. Colbert, J. Millikin, [and 3 others in Dublin], 1795.",Dublin,457,male,1732,1811,TRUE,"is he, who, in times of war and tumult, can so write as to invite the world's attention to his peaceful tru dies, and divert it from its sanguinary politics; the incendiary author , on the contrary, is a fool and a felo de fe. If men, therefore, have so"
0604600501_000166,"The works of Sir William Temple, Bart. in two volumes. ... To which is prefix'd Some account of the life and writings of the author.","Sir William Temple, 1st Baronet",54,0,2,0,1,1,0,0,0,0,0,3,0,2,1,0,0,1,0,2,0,0,0,0,0,2,2,0,1,0,1,0,4,1,1,0,0,0,0,3,11,1,2,0,1,0,2,0,0,0,0,3,1,1,0,0,2,0,2,0,0,1731,1,2,"London : printed for J. Round, J. Tonson, J. Clarke, B. Motte, T. Wotton, S. Birt, and T. Osborne, MDCCXXXI. [1731].",London,480,male,1628,1699,FALSE,"Iheognis, and several other of the smaller Greek Poets, with what passes for Pythagoras, are Inftrufions in Morality ; the first Book of Hesiod and Virgil's Georgics, in Agriculture, and Lucretius in the deepest natural Philosophy. Story is the proper Subject of h eroick Poems, as Hcmer and i7rgil in"
1441300600_000069,Essays on rhetorick: abridged chiefly from Dr. Blair's lectures on that science.,Solomon Southwick,54,0,0,0,1,0,2,2,0,2,1,0,0,0,1,4,0,2,2,0,1,3,0,1,0,0,2,0,1,0,1,0,2,3,5,0,1,0,3,0,0,3,0,0,0,1,0,0,1,1,2,2,0,1,0,0,1,0,1,1,0,1798,1,1,"Albany [N.Y.] : Printed by Barber & Southwick, and sold at their book-store, two doors north of the city-hall, Court-Street, and at Faust's statue, State-Street, M,DCC,XCVIII. [1798].",Albany,308,male,1773,1839,FALSE,"Tragedy is a diret imitation of human manners and ations. It does not exhibit characters by description or narration: It sets the personages before us, and makes them at and speak with propriety. This species of writing . requires, ofconfequeoce, a deep knowledge of the human heart ; and when"
0168300600_000063,"Essays, by a society of gentlemen, at Exeter.",,52,0,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,3,0,3,0,2,0,2,0,0,1,0,2,4,2,1,0,0,1,0,0,0,1,2,1,0,2,1,4,0,0,1,0,0,0,2,2,2,1,2,1796,1,1,"Exeter : printed by and for Trewman and Son. London: sold by Cadell and Davies, Strand; Robinsons, Paternoster-Row; and Robson, New Bond-Street, [1796].",Exeter,584,unknown,,,FALSE,"fall easy victims to the tempter, even on his first insidious attack pre disposed for infection, they instantly imbibe the poison. After having drawn the lines of contrast between the open hearted Man and the Man of Principle, I remarked that our predilection for the former is greatly encouraged by"
1025200101_001258,"Cyclopædia: or, an universal dictionary of the arts and sciences; ... By E. Chambers, F.R.S. The fifth edition. In two volumes. ...",Ephraim Chambers,73,1,1,0,5,1,0,2,1,0,0,19,1,0,0,0,0,0,0,2,1,0,1,0,0,1,1,1,2,0,4,5,2,6,2,0,0,0,0,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,2,0,2,0,1741,1,2,"London : printed for D. Midwinter, W. Innys, C. Rivington, A. Ward, J. and P. Knapton, [and 12 others all in London], 1741-43.",London,1076,male,1680,1740,FALSE,"some interpretation annexed, to siew the moral sense, or design thereof. This interpretation, if it be placed after the Fable , is called eirvtova, or affabulatio; if before it, vpoy.v9aov, prafabulatio. 2dly, that the narration be clear, probable , short and pleasant. To preserve this probability , the manners muss"
1256700101_000024,Sermons to young women: in two volumes. ...,Samuel Johnson,50,0,1,0,1,3,3,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,1,0,2,0,4,0,2,2,1,0,2,2,0,0,0,1,0,0,0,1,4,0,1,1,1,2,0,0,1,1,1,0,3,0,1,0,2,1766,1,2,"London : printed for A. Millar and T. Cadell . in the Strand, J. Dodsley in Pall-Mall, and J. Payne in Pater-Noster Row, MDCCLXVI. [1766].",London,267,male,1709,1784,TRUE,"fiand ard of female excellence that was ever hleld up to their imitation. I would be understood to except that part of Clarifia's condiun, which the author meant to exhibit as cxceptionlable. Setting this aside, *vce find in her character a beauty, a sweet °iefs, an artlefilefs what shall I"
0243300300_000002,"The path to happiness, explored and illustrated. By M*** *****",M*** *****,50,1,0,0,2,0,2,1,0,0,2,0,0,0,0,3,0,0,1,1,1,2,0,0,0,0,3,0,1,0,0,3,0,3,1,3,0,0,0,1,0,0,0,0,0,0,2,1,2,4,0,0,2,2,1,0,2,1,0,2,0,1797,1,1,"London : printed by Jaques and Thomas, for T. Egerton, Whitehall; J. Woodhouse, Brook Street. Sold also at No.2, Chapel Street, Grosvenor Place, [1797].",London,105,unknown,,,FALSE,"of a rational creature; there is another description of persons perhaps still more dangerously misled; and who, if possible, are at a greater distance from the happiness they pursue. I mean those, who being fascinated in early life by the perusal of novels and romances , have deluded them. selves"
0032200300_000007,"The tablet, or picture of real life; justly representing, as in a looking-glass, the virtues and vices, fopperies and fooleries, masks and mummeries of the age. With the true Characters Of the Wise and Good. In a Select Set of Essays, Serious and Jocose, upon the most interesting Subjects. Address'd to those who dare to think for themselves, and attempt, in Earnest, to improve Mankind.","Shaw, Peter",65,0,0,0,2,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,3,0,1,0,2,8,0,0,2,0,2,1,1,0,1,0,2,0,7,0,0,1,0,0,2,2,0,0,6,4,5,0,2,1762,1,1,"London : printed for T. Longman in Pater-Noster-Row, MDCCLXII. [1762].",London,391,male,1694,1763,FALSE,"is inchs' greatest Esteem; and held as a masterpiece. But I must frankly profess, that I cannot discover all thole Excellencies which most People find in this Work . Its florid Style, though' excellent in Poetry , seems very unsuitable in Prose ; and the In ftru&ions, though' in themselves"
0074400200_000081,"Essays and treatises on several subjects. By David Hume, Esq;",David Hume,47,0,2,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,1,1,0,3,1,0,1,0,2,0,0,5,2,0,0,0,0,1,1,1,0,0,0,2,0,0,0,4,0,1,3,0,0,2,3,0,1,2,0,1758,1,1,"London : printed for A. Millar, in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh, M.DCC.LVIII. [1758].",London,554,male,1711,1776,TRUE,"entire satisfaction and: contentment, the virtue must either convert itself into a noble courageous despair, or the vice receive its proper punishment.. MOST painters appear in this light to have been very unhappy in their subjects. As they wrought for churches and convents, they have chiefly represented such horrible subjects"
1482900300_000333,"The Annual register, or A view of the history, politics, and literature, for the year 1778.",,61,1,4,0,6,0,3,0,2,1,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,3,0,0,1,0,5,0,0,0,3,0,2,0,0,1,7,2,0,1,1,0,3,1,0,1,1,0,3,0,0,0,0,2,0,0,0,1779,1,1,"London : Printed for J. Dodsley, in Pall-Mall, 1779.",London,679,unknown,,,FALSE,"reign of Henry the Second. It may easily be imagined hows much the Saxon language , which even in its second flage still retained a considerable degree of perspicuity, firength, and harmony, mull have suffered from the admixture of that confused jargon which the Normans brought.into England. Accordingly we find"
1282500100_000237,"Essays on the nature and immutability of truth in opposition to Sophistry and Scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the utility of classical learning. By James Beattie, L L. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,50,1,1,0,4,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,4,0,1,0,7,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,2,0,0,4,1,2,1,1,1777,1,1,"Edinburgh : printed for the author: and sold by Edward and Charles Dilly, in London; and William Creech, Edinburgh, M.DCC.LXXVII. [1777].",Edinburgh,776,male,1735,1803,FALSE,"to the Fair Sex, is warmly controverted by the gallant and good- natured Plutarch; who, in his treatise of the virtues of women, contends, ""ó that virtue always deserves honour where ever it *' is found, but especially when it is the work of a feeble agent, and that, lhere"
1243500800_000200,"The adventures of Telemachus, the son of Ulysses, King of Ithaca, &c. in Greece, and one of the princes who conducted the siege of Troy. Complete in twenty-four books. Originally written in French, not only for the Use and Instruction of the Dauphin of France, to guard him, in an allegorical Way, against forming his Conduct after the bad Example of his Grandfather Louis XIV. but also to promote the Happiness of Mankind in general; by Francis Salignac de la Motte Fenelon, Late Archbishop of Cambray, in the French Netherlands. Now newly translated fro the best Paris and other editions, by William Henry Melmoth, Esq. Author of the New Abridgment of the Roman History-of the Complete Abridgment of the Grecian History-And of the New Universal Story-Teller, or Modern Picture of Human Life; being an approved Collection of original and select Pieces in Prose and Verse. - Price 3s. each bound. To which are added, the life of the original author; the Heads and Arguments of each Book at Large; and a great Variety of Notes, Historical, Critical, Explanatory, Scholastic, Political, Moral, Philological, Satirical, and Illustrative: Comprehending the most salutary Reflections and Remarks, with Allusions to Ancient Mythology, Geography, and Universal History, particularly to the Histories of England and France:-A Work of the first Reputation, replete with Maxinis of Human Prudence, and including the most persect System of Morality ever presented to the World, displaying to all Descriptions of Persons the Horrors of Vice, and the Charms of Virtue, in the most forcible Manner. The Mysteries of the wisest and best Politics are here developed: the inordinate Passions are depicted as a Yoke equally disgraceful and fatal; while the Moral Duties appear with all the Attractions of Ease and Beauty. The reasoning is just, the precepts are important. It is a Work which Genius and Learning have dedicated to Virtue: it at once captivates the Imagination, informs the Understanding, and regulates the Will. This valuable Book teaches us to make Morality an Religion our Guide in good, as well as in adverse Fortune; never to forget the Love we owe our Paretnts and our Courntry. It forms our Minds for a king, a Citizen, a feather, a mother, a Master, a Gentleman, a Tradesman, a Servant, and even a Slave, if such should be our Lot; and, in short, teaches us to act properly in all the vaious Spheres of Life. Mentor (under which Character is meant Minerva) in his Counsels to Telemachus, must make us just, humane, patient, sincere, discret, and modest. He never speaks but he places, engages, moves and persuades. We cannot attend to him but with Admiration; and, in Proportion as we admire, we cannot help loving his Advice, which is entertaining as well as instructive. This Translation has been carefully revised with all the former Editions, and particular Attention has been paid to the various Readings of Hawkesworth, Smollett, Boyer, Litterbury, Oldes, Ozell, and others, entirely omitting their Inaccuracies and Blemithes, and preserving whatever we judged might elucidate the great Design the Author had in View when he composed this Work, viz, of promoting the Happiness of his noble Pupil and of the World in general. Embellished in a very superior Stile of Magnificence, with a set of unusually grand copper-plates, exquisitely designed by those ingenious Artists, Kauffman, Monnet, Eisen, and Morlau, and engraved, in a capital Manner, by Messrs. Walker, Collyer Grignion, Bartolozzi, and Grainger, who have exerted their unrivalled Talents in these splendid Performances; single Impression of which will be charged at as, each Print: so that these capital Engravings alone will be absolutely worth Four Times the Price of the whole Work; which is the most beautiful Edition of Telemachus ever published in this or any other Country, and Calculated To Gratify Every Class Of AtReaders.",François Fénelon,68,0,0,0,10,0,1,3,0,0,0,4,0,2,0,2,4,3,0,0,4,3,0,0,0,0,1,0,7,1,0,1,1,0,1,0,0,0,1,2,2,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,3,2,1,0,2,1785,1,1,"London : printed only for Alex. Hogg, at the King's Arms, No.16, Pater-Noster-Row; and sold by all booksellers in Great-Britain, Ireland, France, America, East and West Indies, &c. &c., [1785].",London,373,male,1651,1715,TRUE,"author of Telemachus, for the instruction of a young prince, be allowed to fetch together the heroes of antiquity, Telemachus, Sefoftris, Nestor, Idomeneus, Pygmalion, Adrastus, that he might show in one piture the different characters of the good and bad princes, whose virtues were to be imitated, and whose vices"
0024400201_000002,"The life and adventures of Joe Thompson, a narrative founded on fact. Written by himself ...",Edward Kimber,54,2,1,0,2,1,0,0,1,0,2,1,0,1,1,2,1,2,0,1,0,0,0,1,0,1,3,0,2,2,2,4,0,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,3,3,1,2,2,1775,1,2,"London : printed for John Hinton, at the King's-Arms, in Pater-Noster Row; and W. Frederick, Book-Seller, in Bath, MDCCLXXV. [1775].",London,340,male,1719,1769,FALSE,"so visible a good Tendency, that the Moral need not be pointed ed out; and the whole Work may be aid to exhibit the Triumphs of Virtue , all benign, serene, and amiable; and the Defeats of Vice baneful, obnoxious, and ruinous, to Mankind both in Soul and Body. I"
0229100101_000100,"The works of Samuel Johnson, LL.D. A new edition, in six volumes. With an essay on his life and genius, by Arthur Murphy, Esq.",Samuel Johnson,54,1,1,0,6,1,0,1,0,0,3,1,0,1,0,1,0,0,4,0,0,0,1,2,0,3,0,0,0,0,1,2,0,0,1,1,2,0,0,1,0,0,1,1,5,1,0,0,0,2,0,1,1,0,0,0,0,2,2,4,0,1793,1,6,"Dublin : printed for Luke White, 1793.",Dublin,580,male,1709,1784,TRUE,"ignorance. Every man's performances, to be rightly estimated, must be compared with the state of the age in which he lived, and with his own particular opportunities; and though to a reader a book be not worse or better for the circumrfances of the author , yet as there is"
1740200601_000115,"Essays moral and literary. By Vicesimus Knox, ...",Vicesimus Knox,70,0,4,0,1,4,0,0,0,2,0,0,0,9,0,3,0,0,1,0,4,0,0,0,0,0,0,1,2,0,2,3,0,3,3,0,1,0,0,2,1,0,0,0,7,0,2,2,0,0,1,0,0,4,1,0,0,2,1,1,3,1791,1,2,"London : printed for Charles Dilly, 1791.",London,370,male,1752,1821,FALSE,"themselves, and to the arts they love , in cementing, by the liberal communication of mutual alfiutance, so natural and desirable an union as that of music and poetry . No. LXXII O ON THE BEST METHOD OF XX CITING LITERARY GENIUS IN BOYS WHO POSSESS IT. T H AT"
1452300101_000006,The rambler. In four volumes.,Samuel Johnson,49,1,2,0,3,3,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,4,1,0,2,2,2,0,1,3,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,3,0,2,2,1,1771,1,4,"London : printed for W. Bowyer, W. Strahan, J. and F. Rivington, J. Hinton, Hawes, Clarke, and Collins, T. Caslon, S. Crowder, T. Longman, B. Law, W. and J. Richardson, G. Kearsley, W. Griffin, T. Cadell, W. Goldsmith, T. Carnan and F. Newbery, Robinson and Roberts, R. Baldwin, T. Davies, T. Becket, T. Evans, and B. Collins, MDCCLXXI. [1771].",London,292,male,1709,1784,TRUE,"nuptial rites, nor knights to bring her back from captivity 3 it can neither bewilder its personages in deserts, nor lodge them in imaginary castles. ir.emember a remark made by Scaliger upon Pontanus, that all his writings are filled with the: same images; and that if you take from him"
0045400101_000049,Bell's edition of Shakspere.,William Shakespeare,63,0,0,0,5,4,3,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,4,0,5,3,0,0,1,1,2,2,1,3,0,3,1,0,0,2,2,0,0,2,0,0,0,2,0,0,1,0,1,1,0,1,2,0,5,0,1788,1,20,"London : printed for, and under the direction of, John Bell, 1788.",London,375,male,1564,1616,TRUE,"imagined , that they have discovered deep learning in many imitations of old writers ; but the examples which I have known urged were drawn from books translated in his time; or were such easy coincidences of thought , as will happen to all who consider consider the same subjets;"
0326900902_000014,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone.",Hester Chapone,69,0,1,0,2,4,0,0,0,1,0,0,0,1,0,2,0,1,3,0,2,0,4,1,0,3,1,0,0,0,2,1,1,4,5,0,2,0,1,4,5,0,0,0,9,0,0,0,0,1,0,0,3,2,0,0,1,0,1,1,0,1775,2,2,"London : printed for J. Walter; and E. and C. Dilly, 1775.",London,234,female,1727,1801,TRUE,"is the most important of all your pursuits, there are not many books on that subject, which which I should recommend to you atprefent. Controversy is wholly improper at your age , and it is also too soon for you to inquire into the evidence of the truth of revelation,"
1129800200_000030,Prolegomena to the dramatick writings of Will. Shakspere.,,54,0,0,0,2,1,1,0,0,0,1,1,1,0,1,0,1,0,3,1,2,1,0,0,1,3,4,0,3,1,0,2,1,0,4,0,0,0,0,0,0,2,0,0,1,1,1,0,3,2,0,1,0,4,0,0,0,1,0,3,0,1788,1,1,"London : printed for, and under the direction of, John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXVIII. [1788].",London,300,unknown,,,FALSE,"succeed like the pedant in Hicrocles, who, wheln lie offered his house to sale, carried a brick in ]his pocket as a specimen. It will not easily be imagined how much Slihak spere excels in accommodating his sentiments to real life , but by comparing limn with other authors ."
0569300800_000139,"The works of George Lord Lyttelton; formerly printed separately, and now collected together: with some other pieces, never before printed. Published by George Edward Ayscough, Esq.","George Lyttelton, 1st Baron Lyttelton",57,0,3,0,1,0,0,0,0,0,1,0,0,2,1,3,1,4,1,0,4,1,2,1,0,0,1,0,0,1,1,2,2,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,3,2,0,0,3,5,3,0,1775,1,1,"Dublin : printed for J. Williams, No 21. Skinner-Row, MDCCLXXV. [1775].",Dublin,582,male,1709,1773,FALSE,"like schoolboys or mob admitted into a palace. There was also ati intemperance and a luxuriancy in his wit, which he did not enough restrain. He wrote little to the understanding, and less to the heart ; but he frequently delights the imagination , and sometimes strikes it with flashes"
0813900105_000430,"Biographia Britannica: or, the lives of the most eminent persons who have flourished in Great Britain and Ireland, from the earliest ages, To The Present Times: collected from the best authorities, Printed And Manuscript, and digested in the manner of Mr. Bayle's Historical and critical dictionary. The second edition, with corrections, enlargements, and the addition of new lives: by Andrew Kippis, D. D. and F. S. A. With the assistance of other gentlemen. ...",,49,0,0,0,2,2,3,2,0,0,0,4,1,3,0,0,0,0,3,0,0,0,2,0,0,0,2,1,0,0,0,2,1,0,2,0,2,1,2,1,1,1,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,2,1,0,1,1778,5,5,"London : printed by W. and A. Strahan; for C. Bathurst, W. Strahan, J. Rivington and Sons, L. Davis, G. Keith, T. Longman, B. Law, E. and C. Dilly, T. Cadell, G. Robinson, J. Robson, T. Evans, S. Fox, J. Nichols, Whieldon and Waller, H. Gardner, and W. Otridge, MDCCLXXVIII. [1778].",London,740,unknown,,,FALSE,"was accomplished by Mr. Dodfley. It is probable that the reception and sale of the poem did not encourage him to complete his design . Indeed, to write a truly excellent Georgic is one of the last efforts of the human mind . Perfecly to fuccced in this species of"
1128700101_000005,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,70,0,2,0,0,0,1,0,1,2,0,0,0,2,0,2,0,1,2,0,0,1,0,0,0,1,1,0,1,3,0,9,0,1,5,0,0,0,0,3,3,0,2,3,1,4,0,0,0,2,1,0,10,0,0,0,5,0,1,0,0,1783,1,3,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, Walker, Exshaw, White, Beatty, Burton, Byrne, Parker, and Cash, M,DCC,LXXXIII. [1783].",Dublin,435,male,1718,1800,TRUE,"and the labours of abflradt fudy; and they gradually raise it above the attachments of sense, and prepare it for the enjoyments of virtue . So consonant is this to experience, that in the education of youth, no object has in every age appeared more important to wise men, than"
0106900602_000010,"Essays on the nature and immutability of truth, in opposition to sophistry and scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; and, on the utility of classical learning. By James Beattie, ... In two volumes. ...",James Beattie,58,1,2,0,1,1,0,0,0,1,0,1,2,1,1,0,0,0,4,0,1,0,0,0,0,0,2,4,1,2,1,3,0,0,7,0,0,0,1,2,2,7,0,0,0,0,1,0,2,2,0,0,1,2,0,0,0,2,0,0,0,1778,2,2,"Dublin : printed for C. Jenkin, 1778.",Dublin,499,male,1735,1803,FALSE,"could make man believe * Summer, verf. 1171 i Autumn, verf. 177 t Winter, verf. z76. lieve the contrary of a felf evident axiom, or reconcile him to a life of perfect solitude; so I should imagine , that our love of nature and regularity might still remain with us"
0664500101_000007,The rambler. In three volumes. ...,Samuel Johnson,46,2,1,0,2,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,4,0,0,3,0,1,0,1,3,0,0,0,0,1,0,1,0,0,1,2,1,0,1,1,1,0,0,0,1,0,5,0,1,2,2,1794,1,3,"London : printed for T. Longman, B. Law and Son, H. Baldwin, C. Dilly, G. G. and J. Robinson, T. Cadell, J. Nichols, F. and C. Rivington, W. Goldsmith, H. Murray, W. Otridge, W. Lowndes, S. Hayes, R. Faulder, G. and T. Wilkie, P. Macqueen, B. Collins, Hookham and Carpenter, Darton and Harvey, Vernor and Hood, Cadell jun. and Davies, and R. Jameson, MDCCXCIV. [1794].",London,469,male,1709,1784,TRUE,"concern that an author of this sort ought to to have before him. These books are written chiefly to the young , the ignorant, and the idle, to whom they serve as lectures of condua, and introdudions into life . They are the entertainment of minds unfurniihed with ideas, and"
0464600101_000001,The adventures of Roderick Random. A new edition. In two volumes. ...,Tobias Smollett,41,1,2,0,3,0,1,0,0,1,1,1,1,2,0,1,1,0,1,0,0,1,1,0,0,0,3,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,5,0,2,1,0,0,1,0,0,0,3,0,0,0,0,1784,1,2,"London : printed for J. Wren, and W. Hodges, MDCCLXXXIV. [1784].",London,245,male,1721,1771,TRUE,"- , J- -- -'-~~~ ~ - _ ______ -- - ~~ -- ili C I n ~~ il · ~~ r: ~ _·1 F, X A ~~~~~~~~ifii _ _ _ _ 7 i KI K _ _ - ~ ~ - - _ _ THE A D ven T"
1349200202_000038,The innocent fugitive; or Memoirs of a lady of quality. By the author of the Platonic Guardian. In two Volumes.,Author of the Platonic Guardian,62,1,0,0,6,1,1,0,1,3,1,0,0,1,0,0,1,1,0,1,1,3,0,0,7,0,0,1,0,0,3,1,1,1,1,9,1,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,1,5,0,0,3,1789,2,2,"London : printed for T. Hookham, New Bond Street, M.DCC.LXXXIX. [1789].",London,242,unknown,,,FALSE,"are entikd~i~ to much commendation.. They Fpefent us with excellent lessons in virtue and moraity, Joined to the mort lively and ingenious remlarks. W~ce havel not room for further extraas, and muff therefore coznclude our account of this entertaining publication wvith oblervinrg, that,, as the fthbje~ts difr cussed in it"
0335401601_000041,"The dramatic writings of Will. Shakspere, with the notes of all the various commentators; printed complete from the best editions of Sam. Johnson and Geo. Steevens Uolume the Eleventh. Containing king richard the second. King Henry IV. Part 1.",William Shakespeare,55,0,0,0,2,1,1,0,0,0,1,1,1,0,1,0,1,0,6,0,2,1,0,0,1,3,5,0,3,0,0,1,1,0,5,0,0,1,0,0,0,2,0,0,1,1,1,0,2,1,0,1,0,4,0,0,0,1,0,3,0,1788,1,20,"London : printed for, and under the direction of, John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXVIII. 1785-[88].",London,379,male,1564,1616,TRUE,"domestic wisdom. It was said of Euripides, that every verse was aprecept; and it may be saidof Shakspere, that from his works may be colleced a system of civil and ceconomical prudence. Yet his real power is not shown in the splendour of particular passages , but by the progress"
0236800102_000031,"The history of modern Europe. With an account of the decline and fall of the Roman Empire; and a view of the progress of society, from the fifth to the eighteenth century. In a series of letters from a nobleman to his son. ...",William Russell,58,0,3,0,2,0,0,0,1,0,0,1,0,1,0,2,0,0,1,1,0,2,0,2,1,3,2,1,2,0,5,0,5,1,1,0,0,0,3,0,3,0,2,3,0,1,0,0,0,1,0,0,0,1,0,0,1,1,2,3,0,1779,2,2,"Dublin : printed for Messrs. S. Price, W. Whitestone, R. Cross, E. Lynch, T. Walker, C. Jenkin, E. Cross, P. Higly, R. Moncrieffe, W. Spotswood, W. Hallhead, J. Exshaw, J. Beatty, L. White, and P. Byrne, MDCCLXXIX. [1779].",Dublin,611,male,1741,1793,FALSE,"of Horace, and all the delicacy of Tibullus. In many of them, however, we discover a degree of that conceit, or affcalion of phrase, which seems inseparable parable from Italian poetry ; and the Platonic ideas LTTER with which all his writings abound, though admired _ by his countr.men as"
1283701002_000021,"Court intrigue, or the victim of constancy, an historical romance. In two volumes. By the author of Mental Improvement. ...","Green, Sarah",51,0,1,0,3,1,1,1,0,2,3,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,3,4,0,0,0,0,0,1,0,3,3,1,3,0,1,1,2,4,0,1,0,0,1,3,0,1,0,1799,2,2,"London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1799.",London,222,female,1763,1808,FALSE,"LACIK TOWER, By yohn7 Palmer, TWO VOLUMES, IMO. PRICE 6s. SEWED. It appears essential to romance , that the fccne it defcril'es should either be remote fi-om the times in which we live, or the people with whom we converse. The first of there roles has been obeyed by Mr."
0317200105_000091,The transactions of the Royal Irish Academy. M.DCC.LXXXVII.,Royal Irish Academy,69,0,1,0,10,2,5,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,3,1,3,2,0,0,0,1,4,1,0,0,0,1,0,0,3,1,1,0,0,1,2,0,0,1,1,2,0,0,2,1,1,0,5,6,3,0,1787,5,7,"Dublin : printed by George Bonham, Great George's-Street, for the Academy, [1787]-1800.",Dublin,507,unknown,,,FALSE,"being highly useful. Critics, xwho have confined their observations [ 46 ] observations on style to expression and language , have omitted the most dignified and important consideration of their subjec. They have begun at the wrong end, and applied themselves solely to examine the effec, in the hope of"
