PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(ag),termFreq(alexandria),termFreq(ancient),termFreq(build),termFreq(built),termFreq(charact),termFreq(column),termFreq(countri),termFreq(cut),termFreq(egypt),termFreq(egyptian),termFreq(empir),termFreq(emploi),termFreq(figur),termFreq(granit),termFreq(height),termFreq(hieroglyph),termFreq(inhabit),termFreq(king),termFreq(knowledg),termFreq(languag),termFreq(long),termFreq(marbl),termFreq(monument),termFreq(nile),termFreq(peopl),termFreq(pharoah),termFreq(poster),termFreq(pyramid),termFreq(red),termFreq(rock),termFreq(roof),termFreq(ruin),termFreq(sepulchr),termFreq(sphinx),termFreq(stone),termFreq(strabo),termFreq(templ),termFreq(time),termFreq(travel),termFreq(upper),termFreq(variou),termFreq(wall),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0784800113_000008,"Historical account of the most celebrated voyages, travels, and discoveries, from the time of Columbus to the present period. By William Mavor, LL.D. ...",William Fordyce Mavor,67,1,1,0,4,2,2,0,1,3,0,6,0,0,0,0,0,5,0,0,0,2,0,0,0,1,5,3,0,0,16,0,3,0,0,0,0,1,0,2,5,1,0,0,0,3,0,1796,13,20,"London : printed for E. Newbery, St. Paul's Church Yard, 1796-97.",London,308,male,1758,1837,FALSE,"knowledge of the first principles of hydrostatics. It is a common tradition in Egypt that, an, cicntly, there were giants in that country , who raised the pyramids , and the vafi palaces and temples , whose remains are scattered about. But this ridiculous opinion is confuted by observing, that,"
0565700101_000058,"Travels to discover the source of the Nile, in the years 1768, 1769, 1770, 1771, 1772, and 1773. In five volumes. By James Bruce of Kinnaird, Esq. F.R.S. ...",James Bruce,38,0,1,0,3,3,1,0,0,0,0,1,0,0,0,2,1,1,1,0,1,0,0,1,0,0,2,2,0,0,1,1,0,1,2,2,0,1,0,4,1,1,0,0,4,0,0,1790,1,5,"Edinburgh : printed by J. Ruthven, for G. G. J. and J. Robinson, London, 1790.",Edinburgh,646,male,1730,1794,FALSE,"* Diodorus Siculus may say, building with stone was too cxpcnfive for individuals; the houses probably were all of clay, thatched with palm branches, as they are at this day. This is one reason why so few ruins of the immense number of cities we hear of remain. q2 TIIEBES,"
1014700103_000072,"The wonders of nature and art; being an account of whatever is most curious and remarkable throughout the world; Whether relating to its Animals, Vegetables, Minerals, Volcano's, Cataracts, Hot and Cold Springs, And other Parts of Natural History; Or to the Buildings, Manufactures, Inventions, and Discoveries of its Inhabitants. The whole collected from the writings of the best historians, travellers, geographers, and philosophers, among which are some Original Manuscripts; interspersed with pious Observations and Reflections; illustrated with Notes, and adorn'd with Copper-Plates. ...",,44,0,1,0,1,2,1,0,3,0,3,2,1,0,1,0,1,0,0,0,3,0,0,0,2,2,4,2,0,0,0,0,3,0,2,0,0,1,0,0,1,2,1,0,2,2,1,1750,3,4,"Reading : printed, and sold by C. Corbett, at Addison's Head opposite St. Dunstan's Church in Fleetstreet, London; and C. Micklewright and Comp. in Reading; and by most booksellers and country printers in Great Britain, MDCCL. [1750].",Reading,482,unknown,,,FALSE,and about a hundred and thirty distant from each other. At the Top of these Walls there is a Walk built on Arches and at each tower is a Stair -. _ -- cafe leading to the Battlements. The inner Walls seem to be the Work of the middle Ages
0056000402_000015,"The winter evening's companion: or, compendious library. Being a collection of instructive and entertaining relations. Taken from the best and most authentic Histories, both Ancient and Modern, and from the most accurate and inquisitive Travellers to all Parts of the World. Treating Of the most remarkable Conquests, Insurrections, and Revolutions, that have happened in various Kingdoms, their Present State, Laws, Customs and Manners; with the natural and artificial Curiosities most worthy of Note in each. Illustrated with copper-plates. In three volumes. ...",,65,1,0,0,2,0,1,0,0,1,0,5,6,0,0,2,0,0,0,0,15,0,0,1,2,0,0,1,0,1,1,0,0,0,0,5,0,8,0,2,3,1,0,2,2,2,1,1753,2,3,"London : printed for C. Hitch and L. Hawes, in Pater-Noster-Row ; J. and J. Rivington, and W. Johnston, in St. Paul's Church-Yard, and W. Reeve, in Fleet-Street, M.DCC.LIII. [1753].",London,362,unknown,,,FALSE,"Workmanship; this Fabric continued till Diodorus Siculus's Time ; but the Silver, Gold, and other Ornaments of.ivory and precious Stones , were carried away by the Persians, at the Time when Cambyses burnt the Temples of Egypt . ""Here were ""(.fays Diodorus Siculus) the wonderful  Sepulchres of the ancient"
1101700301_000102,"Letters on Egypt, with a parallel between the manners of its ancient and modern inhabitants, the present State, the Commerce, the Agriculture, and Government of that Country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, Author of the Life of Mahomet, and Translator of the Coran. In two volumes. ...","Savary, M. (Claude Étienne)",41,0,0,0,0,0,1,0,0,3,0,1,1,1,1,0,1,0,0,3,0,1,0,1,3,0,2,2,0,0,2,4,5,0,0,0,0,3,0,0,0,1,0,1,1,2,1,1786,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,593,male,1750,1788,FALSE,"this dreadful solitude. After climbing up Mount Kaleil, we descend into the plain of Elaraba, or of wagons, which is not less sterile, nor less ardentih thanth former. Its surface is covered with arid sands; it': is. surrounded by blirnt rocks ; a few winter torrents traverse it: the'; fun':"
0913200200_000204,"The annual register, or a view of the history, politics, and literature, for the year 1767.",,59,2,0,0,4,2,3,1,7,0,0,0,1,0,1,2,0,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,3,1,13,2,2,0,0,3,2,1,1779,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1779.",London,579,unknown,,,FALSE,"it had remained for upwards of seven hundred years , as little known to the neighbouring inhabitants as to travellers ."" Our learned author, who has certainly been upon the spot, gives the following description of Po ellum, in its present slate. It is, says he, of an oblong figure"
1760800300_000121,"A voyage to the East Indies: containing an account of the manners, customs, &c. of the natives, ... Collected from observations made ... between 1776 and 1789, ... By Fra Paolino da San Bartolomeo, ... With notes and illustrations by John Reinhold Forster, ... Translated from the German by William Johnston.","Paulinus, a S. Bartholomaeo",44,1,0,0,1,2,1,0,1,3,2,0,4,0,0,1,0,0,0,1,1,0,0,2,1,1,0,0,0,0,2,0,1,0,0,0,0,2,0,9,0,1,0,1,1,2,3,1800,1,1,"London : printed by J. Davis: and sold by Vernor and Hood; and J. Cuthell, 1800.",London,489,male,1748,1806,FALSE,"also in India. Some pyramidal temples , such as that at Pondicherry, form at the summit a blunt or obtuse angle, yet re prdfent fire, or the Lingam of Shriva, the oldest of all the gods of the : ndians, the egyptians , the Phenicians, and the Persians. The greater"
0487000100_000235,"A new geographical and historical grammar: Wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. ... By Mr. Salmon. Illustrated with a set of twenty-three new maps ...",Thomas Salmon,40,0,0,0,3,0,1,0,0,1,0,6,2,0,0,0,0,2,0,1,0,0,2,1,4,0,3,1,0,0,3,0,3,0,0,0,2,0,0,0,0,1,3,0,0,0,1,1757,1,1,"London : printed for William Johnston, 1757.",London,684,male,1679,1767,FALSE,"Armour; they wait for their Prey in the Sedge, and other Cover, on the Sides of Rivers, and, pretty much resembling the old Trunk of a Tree, sometimes surprise the unwary Traveller , jumping upon him and swallowing him Whole, as it is said; but few of them are of"
1384100100_000615,"The new, complete, authentic, and universal system of geography: Being a complete modern history and description of the whole world. Containing a particular, full, accurate, circumstantial, and entertaining account, (including the antient and present state,) of all the various countries of Europe, Asia, Africa, and America. As divided into empires, kingdoms, states, republics, and colonies, and as subdivided into continents, islands, provinces, peninsulas, isthmuses, seas, oceans, gulphs, straits, rivers, harbours, deserts, lakes, promontories, capes, bays, districts, governments, principalities, &c. &c. &c. Together with the particulars of their situations, extent, boundaries, limits, climate, soil, natural and artificial curiosities and productions; laws, religions, revolutions, conquests and treaties, antiquities, revenues, naval and military force, &c. Likewise geographical descriptions of all the cities, capital towns, villages, their distance and bearing, universities, fortifications, castles, forts, seaports, mountains volcanos, metals, aqueducts, docks, arsenals, minerals, fossils, ruins, palaces, temples, churches, structures, edifices, public and private buildings, roads, &c. contained in each part of the universe. Also useful and entertaining historical and descriptive relations of all their customs, manners, genius, trade, commerce, agriculture, learning, policy, arts, sciences, manufactures, tempers, dispositions, amusements, habits, stature, shape, colours, virtues, vices, riches or poverty, entertainments, language, and singular ceremonies at births, marriages, and funerals, titles of distinction, &c. of the different inhabitants: and a genuine history of all sorts of birds, beasts, fishes, reptiles, insects, vegetable productions, flowers, herbs, fruits, plants, gums, &c. found in the various regions. Including all the valuable discoveries made in the most remarkable voyages and travels to different parts of the world from the earliest period to the present time. Particularly all the modern discoveries in the southern and northern hemispheres. Comprising every interesting circumstance, and entertaining narrative, contained in Captain Cook's voyages round the world. Together with all other modern discoveries of other circumnavigators, viz. Lord Mulgrave, Wallis, Carteret, Byron, Anson, Forrest, Clerke, Bougainville, Wilson, King, Gore, Solander, &c. Including those of the Pelew Islands. Also the last accounts of New Holland, and the English Colony of Botany Bay; and a particular description of Port Jackson, Norfolk Island, &c. where the convicts are now settled, &c. &c. &c. Likewise the substance (systematically arranged) of Bruce's travels into Abyssinia to discover the source of the river Nile in Egypt. The whole being brought down to the present time, and forming the most extensive and original production on the subject ever published, wherein a great variety of improvements are included, not to be found in any other work of the kind. To which will be added a new, complete, and easy introduction to geography and astronomy; giving an useful and entertaining explanation of the principles and terms of both sciences, the figure, motion, &c. of the earth, planets, &c. latitude, longitude, use of the globes, maps, the compass, the nature of winds, of earthquakes, comets, thunder, lightning, air, and other important and authentic particulars, &c. By George Henry Millar, Esq. author of a New system of natural history, now publishing with universal applause. Assisted by several gentlemen, celebrated for their knowledge in the science of geography, particularly William Langford, Esq. who accompanied Captain Cook in making the new discoveries. Calculated to convey useful and entertaining knowledge to all ranks and degrees of people, for as a celebrated author justly observes, ""There is not a son or a daughter of Adam but has some concern in geography."" The whole embellished with near two hundred capital engravings, being the most elegant set of copper-plates ever published in a work of this kind, and consisting of beautiful views, land and water prospects, dresses of the various inhabitants of different countries, their singular ceremonies, amusements, customs, &c. Also necessary maps, charts, draughts and plans, &c. finely engraved by the most eminent artists.","Millar, George Henry",38,0,0,0,0,1,1,0,0,0,2,1,1,0,0,2,2,4,0,0,1,0,0,2,2,0,0,0,0,0,6,0,3,1,1,0,0,4,0,2,1,0,1,0,0,0,0,1785,1,1,"London : Printed for Alex. Hogg, at the King's Arms, No. 16, Paternoster-Row. And sold by all other booksellers and newsmen in Great Britain, Ireland, &c., [1785?].",London,941,unknown,,,FALSE,"place from whence you set out; that there is not the least lign of its ever having been buit by oblering there holes you proceed commodiously opened; and it is coated on the Tour sides with gramite, so enough, though you mult sloop till you come to the end well"
0535800102_000035,"Travels through part of Europe, Asia Minor, the islands of the Archipelago; Syria, Palestine, Egypt, Mount Sinai, &c. ... By ... J. Ægidius van Egmont, ... and John Heyman, ... Translated from the Low Dutch. In two volumes. ...","Heyman, Johannes Wilhelmus",44,1,0,0,0,1,6,0,0,0,0,1,3,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,11,0,3,0,0,3,1,1,0,0,1,0,2,0,2,1,1,1759,2,2,"London : printed for L. Davis and C. Reymers, 1759.",London,385,male,1667,1737,FALSE,"had been dug away to give tb "" Sphinx and chambers I have mentioned their pro "" per views and elevation. IT may be farther oberved, that the pyramid cf epecially the grate, is not entirely a heap "" hewn stones , iafncb as that portion of it which lies"
0245200802_000020,"Letters on Egypt. With a parallel between the manners of its ancient and modern inhabitants, the present state, the commerce, the agriculture, and government of that country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, author of the life of mahomet, and translator of the coran. In two volumes. ...","Savary, M. (Claude Étienne)",46,1,0,0,4,1,2,0,2,3,0,2,4,0,1,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,0,1,1,3,0,0,1,0,6,3,1,0,0,2,1,0,1787,2,2,"Dublin : printed for Luke White, Dame-Street, and P. Byrne, Grafton-Street, MDCCLXXXVII. [1787].",Dublin,454,male,1657,1716,FALSE,"the Egyptian names, which have come down to ourim.e. E e Abulfeda Abulfeda .m , "" remarkable for its public baths "" a: d its commerce, : < built on the westward ot ""the Nile , between .at4funn and Cous, but nearer ""to this Ijtter. It acknowledges, adds the geo"
0792700101_000629,"A new and complete system of geography. Containing a full, accurate, authentic and interesting account and description of Europe, Asia, Africa, and America; ... By Charles Theodore Middleton, Esq. assisted by several gentlemen ...","Middleton, Charles Theodore",65,0,0,0,0,2,0,0,2,0,6,2,0,0,0,4,3,0,5,0,4,0,0,2,0,0,2,0,0,0,0,2,6,0,1,0,0,1,2,14,3,0,0,0,2,2,0,1777,1,2,"London : printed for J. Cooke, 1777.",London,640,unknown,,,FALSE,"the Nile wiater for the ufe'of the temple . All the entrances have the appearance of extraordinary magnificence; but the moult superb and princ: pal one is that to the weln, which may be called either a gateway or a front to the great court before the temple . It"
1188800100_000043,"A tour through Italy. Containing full directions for travelling in that interesting country; with ample catalogues of every thing that is curious in architecture, painting, sculpture, &c. some Observations on the Natural History, and Very Particular Descriptions of the Four Principal Cities, Rome, Florence, Naples, and Venice, with their Environs. With a coloured chart. By Thomas Martyn, B.D. F.R.S. Professor of Botany in the University of Cambridge.",Thomas Martyn,50,0,2,0,1,4,5,0,5,0,0,0,1,0,0,0,3,1,7,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,2,1,0,2,0,5,3,0,0,0,3,0,0,1791,1,1,"London : printed for C. and G. Kearsley, No. 46, Fleet-Street, MDCCXCI. [1791].",London,530,male,1735,1825,FALSE,"family, were without the wells, till Trajan extended them, to include his Forum within the circuit. The tomb of Bibulus has two singularities: it is of the Tuscan or cler, and its pilasters are narrower at the top than at the bottom. All along the Appian way, for many miles"
1268600101_000010,"Travels through Arabia and other countries in the east, performed by M. Niebuhr, now a captain of engineers in the service of the King of Denmark. Translated by Robert Heron. With notes by the translator; and illustrated with engravings. In two volumes. ...",Carsten Niebuhr,51,1,0,8,3,1,0,0,2,2,2,5,2,1,0,0,1,1,0,4,0,0,3,0,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,4,1,0,0,2,0,1,1799,1,2,"Perth : printed by and for R. Morison junior, M,DCC,XCIX. [1799].",Perth,377,male,1733,1815,FALSE,"ixty two feet, thie circumference of the base is feveri feet and a half. It is inscribed with some ancient characers, engraved an inch deep; but the modern Egyptians cannot read them. Another monument , the famois pillar ofpo7ti f; ey, owes also its preservation to its bulk. It was"
0651700701_000024,"The travels of Cyrus. In two volumes. To which is annex'd, A discourse upon the theology and mythology of the ancients. By the Chevalier Ramsay. ...",Andrew Michael Ramsay,39,0,1,0,2,0,1,1,0,4,1,7,3,0,0,0,0,1,0,0,3,0,0,0,1,1,2,2,0,0,3,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1727,1,2,"London : printed: and sold by T. Woodward: and J. Peele, 1727-28.",London,322,male,1686,1743,TRUE,"I  may contribute to the Happiness of my Country .' After this Cyrus and Arafpes continued their Way, and cross the Country of the Sabaans. Arafpes during their Journey, was sometimes and thoughtful, which Cyrus perceiving, asked him the Reason. Arafpes answered,  You are a  Prince, I"
1384100100_000620,"The new, complete, authentic, and universal system of geography: Being a complete modern history and description of the whole world. Containing a particular, full, accurate, circumstantial, and entertaining account, (including the antient and present state,) of all the various countries of Europe, Asia, Africa, and America. As divided into empires, kingdoms, states, republics, and colonies, and as subdivided into continents, islands, provinces, peninsulas, isthmuses, seas, oceans, gulphs, straits, rivers, harbours, deserts, lakes, promontories, capes, bays, districts, governments, principalities, &c. &c. &c. Together with the particulars of their situations, extent, boundaries, limits, climate, soil, natural and artificial curiosities and productions; laws, religions, revolutions, conquests and treaties, antiquities, revenues, naval and military force, &c. Likewise geographical descriptions of all the cities, capital towns, villages, their distance and bearing, universities, fortifications, castles, forts, seaports, mountains volcanos, metals, aqueducts, docks, arsenals, minerals, fossils, ruins, palaces, temples, churches, structures, edifices, public and private buildings, roads, &c. contained in each part of the universe. Also useful and entertaining historical and descriptive relations of all their customs, manners, genius, trade, commerce, agriculture, learning, policy, arts, sciences, manufactures, tempers, dispositions, amusements, habits, stature, shape, colours, virtues, vices, riches or poverty, entertainments, language, and singular ceremonies at births, marriages, and funerals, titles of distinction, &c. of the different inhabitants: and a genuine history of all sorts of birds, beasts, fishes, reptiles, insects, vegetable productions, flowers, herbs, fruits, plants, gums, &c. found in the various regions. Including all the valuable discoveries made in the most remarkable voyages and travels to different parts of the world from the earliest period to the present time. Particularly all the modern discoveries in the southern and northern hemispheres. Comprising every interesting circumstance, and entertaining narrative, contained in Captain Cook's voyages round the world. Together with all other modern discoveries of other circumnavigators, viz. Lord Mulgrave, Wallis, Carteret, Byron, Anson, Forrest, Clerke, Bougainville, Wilson, King, Gore, Solander, &c. Including those of the Pelew Islands. Also the last accounts of New Holland, and the English Colony of Botany Bay; and a particular description of Port Jackson, Norfolk Island, &c. where the convicts are now settled, &c. &c. &c. Likewise the substance (systematically arranged) of Bruce's travels into Abyssinia to discover the source of the river Nile in Egypt. The whole being brought down to the present time, and forming the most extensive and original production on the subject ever published, wherein a great variety of improvements are included, not to be found in any other work of the kind. To which will be added a new, complete, and easy introduction to geography and astronomy; giving an useful and entertaining explanation of the principles and terms of both sciences, the figure, motion, &c. of the earth, planets, &c. latitude, longitude, use of the globes, maps, the compass, the nature of winds, of earthquakes, comets, thunder, lightning, air, and other important and authentic particulars, &c. By George Henry Millar, Esq. author of a New system of natural history, now publishing with universal applause. Assisted by several gentlemen, celebrated for their knowledge in the science of geography, particularly William Langford, Esq. who accompanied Captain Cook in making the new discoveries. Calculated to convey useful and entertaining knowledge to all ranks and degrees of people, for as a celebrated author justly observes, ""There is not a son or a daughter of Adam but has some concern in geography."" The whole embellished with near two hundred capital engravings, being the most elegant set of copper-plates ever published in a work of this kind, and consisting of beautiful views, land and water prospects, dresses of the various inhabitants of different countries, their singular ceremonies, amusements, customs, &c. Also necessary maps, charts, draughts and plans, &c. finely engraved by the most eminent artists.","Millar, George Henry",44,0,0,0,2,2,0,0,0,1,2,6,1,0,1,0,1,0,0,2,1,0,0,1,0,2,3,0,0,0,1,0,1,0,4,0,0,2,0,4,3,1,0,0,1,1,1,1785,1,1,"London : Printed for Alex. Hogg, at the King's Arms, No. 16, Paternoster-Row. And sold by all other booksellers and newsmen in Great Britain, Ireland, &c., [1785?].",London,941,unknown,,,FALSE,"admirably Joined many years . There is great reason to think that the ter together. 9uite close to the line where the .labyrinth ritory about Heliopolis is the 12nd of Gothen, called also terminates, Is a pyramid of two hundred and forty feet, on Ramlnecs in Scripture; especially as the"
0378700101_000395,"A new history of the Holy Bible, from the beginning of the world, to the establishment of Christianity. With Answers to most of the Controverted Questions, Dissertations upon the most remarkable Passages, and a Connection of Profane History all along. To which are added Notes, explaining difficult Texts, rectifying Mis-Translations, and reconciling seeming Contradictions. The whole illustrated with proper maps and sculptures. By the Reverend Thomas Stackhouse, A. M. Vicar of Beenham in Berkshire.",Thomas Stackhouse,50,1,0,0,0,4,4,0,0,1,2,3,0,0,0,1,0,0,0,1,2,0,0,4,5,1,0,1,0,0,3,1,0,2,0,2,0,4,0,1,1,1,0,0,2,2,1,1742,1,2,"London : printed for Stephen Austen, at the Angel and Bible in St. Paul's Church-Yard, 1742-44.",London,855,male,1680,1752,FALSE,"tilei theylll) iu lit tbui e t, ei u (ini i 0cveati e wit ev i, iinure E sih', aild iwi 1IMII .i1 C e, ehet1' /, hei,, L iav ll, noi ainc d opeta a of' Cim ea(eno and II IL J t II tii It nyc, Ic teliii,"
1694900100_000302,"The new universal geographical grammar. Wherein the situation and extent of the several countries are laid down according to the most exact geographical observations, and the history of all the different kingdoms of the world is interspersed in such a manner, as to render the study of geography both useful and entertaining. Under these three heads: I. A compendious system of astronomy. II. The geographical definitions, problems, and general divisions of the earth, necessary to be understood as an introduction to this grammar. III. A particular description of the countries contained in each quarter of the world; their cities, chief towns, respective forms of government, forces, revenues, taxes, and history. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishoprics, manners, customs, habits, and coins, in use in the several kingdoms and states treated of. Illustrated with a new and correct set of maps of the countries described. The whole being an improvement and continuation of Mr Salmon's grammar. Brought down to the present time By J. Tytler.",Thomas Salmon,47,1,1,3,4,2,1,0,0,1,1,8,1,0,0,0,0,1,0,0,0,0,2,1,2,0,3,0,0,0,3,1,1,0,3,0,0,0,0,0,3,0,0,0,1,2,1,1777,1,1,"Edinburgh : Printed by W. Darling; sold by him, J. Dickson, and C. Elliot, M.DCC.LXXVII. [1777].",Edinburgh,746,male,1679,1767,FALSE,"of the Greek church, and enemies to that of Rome. In religious, and indeed manmy civil matters, they are under the julridiaiion of the pats iarch of alexandria who by the dint of money generally purchases a protection at the Ottoman court. lanrgu~ age ] The Coptic is the most"
0086600112_000041,"The world displayed; or, a curious collection of voyages and travels, selected from the writers of all nations. In which the conjectures and interpolations of several vain editors and translators are expunged, Every Relation is made concise and plain, and The Divisions of Countries and Kingdoms are clearly and distinctly noted. Illustrated and embellished with variety of maps and prints By the best Hands. ...",,48,1,0,0,1,3,2,0,0,0,0,5,1,0,0,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,2,0,12,2,0,0,0,4,0,0,1759,12,20,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLIX. [1759]-61.",London,221,unknown,,,FALSE,"village of Carnack, where I found the Sheik I had been with in the morning, who freely gave me leave to measure and write down what I pleased, on which I returned to the temple ; the Sheik himself staid with me there two or three hours, and the people"
1024700101_000783,"A dictionary of the world: or, a geographical description of the Earth; with an historical and biographical account of its principal inhabitants, From the Earliest Ages to the Present Time. Including whatever is most useful in Geography, and most interesting in Sacred and Profane History. Containing a Description of the Continents, Islands, Empires, Kingdoms, States, Provinces, Mountains, Cities, Principal Towns, Seas, Lakes, Rivers, &c. Together with an Account of the Lives of the Patriarchs, Primitive Fathers, Emperors, Kings, Popes, Legislators, Great Generals, Admirals, Painters, Statuaries, Historians, Divines, Orators, Poets, Philosophers, Lawyers, Physicians, Learned Women, &c. With their principal Works and best Editions. The goegraphical part by R. Brookes, M.D. and the historical and biographical part by Joseph Collyer.",Joseph Collyer,47,0,2,0,1,0,2,0,0,2,2,6,2,1,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,1,2,2,0,4,0,0,1,0,1,5,1,1,0,0,1,4,1772,1,2,"London : printed for T. Carnan and F. Newbery junior, at Number 65, in St. Paul's Church-Yard, MDCCLXXII. [1772].",London,586,male,1748,1827,FALSE,"has nrever been separated. It is three times as large. He fmeills very firong of peifumn. is twenty six feet high, and from the earth to tie chill is The male yields the belt civet. fifteen feet, and yet all tile featutres are in prto; ortion. It tihe manners of"
1352600102_000270,"The American universal geography, or, A view of the present state of all the empires, kingdoms, states, and republics in the known world, and of the United States of America in particular. In two parts. ... The whole comprehending a complete and improved system of modern geography. Calculated for Americans. Illustrated with maps of the countries described. By Jedidiah Morse, A.M. Published according to act of Congress. Part I[-II]. ...",Jedidiah Morse,40,1,0,2,3,0,1,0,2,0,1,7,3,0,0,0,0,3,0,0,1,0,0,1,1,0,1,2,0,0,4,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1793,2,2,"Printed at Boston : by Isaiah Thomas and Ebenezer T. Andrews. Sold at their bookstore, Faust's Statue, no. 45, Newbury Street; by said Thomas, in Worcester; by Berry, Rogers and Berry, in Newyork; by H. and P. Rice, in Philadelphia; and by W.P. Young, in Charleston, MDCCXCIII. [1793]",Boston|New York.|Worcester.,572,male,1761,1826,FALSE,"from the ancient Egyptians , yet fearcely a vestige of it remains among their descendants. This is owing to the bigotry and ignorance of their Mvahometan masters, Hiere it is. proper to make one observation whlich is of general use, The califs or Saracens who futbdued Egypt , were of"
1479400104_000099,The Present state of the republick of letters. For ...,"La Roche, Michel de",43,1,2,0,2,1,0,0,0,0,1,1,0,0,0,1,2,0,1,0,3,1,0,0,3,2,2,0,0,0,1,0,0,0,4,3,0,2,0,8,1,1,0,0,0,0,0,1728,4,18,"London [England] : printed for William and John Innys, at the west end of St. Paul's MDCCXXVIII.-MDCCXXXVI. [1728-1736].",London,480,male,1710,1731,FALSE,"very mnuch fulrprized him. ""6 I found, says"" "" fobur new greek inferiptions; one inferi'  to Elephabnrtine; it was engraved upon a L black marble , in the ruins of the temple of 10mizlphis 3 anotheur to Philo, engraved upon a 4; obelisk of granit marble , at the"
1124400101_000628,"A new and complete system of geography. Containing a full, accurate, authentic and interesting account and description of Europe, Asia, Africa, and America; ... The whole embellished ... with copper plates. By Charles Theodore Middleton, Esq. assisted by several gentleme ...","Middleton, Charles Theodore",48,1,1,0,3,2,1,0,2,0,5,2,1,0,0,8,2,2,4,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1778,1,2,"London : printed for J. Cooke, 1778-1779.",London,637,unknown,,,FALSE,"work . The galleries ars mostly about ten feet wide and high. Fouror five of these galleries, one within another, from 3o to 50 feet long , and from to to 15 high generally lead to a fpaciols room, in which is leen the tomb of the king , with"
0092500303_000100,"The travels of the late Charles Thompson, Esq; containing his observations on France, Italy, Turkey in Europe, the Holy Land, Arabia, Egypt, and many other parts of the world: ... publish'd from the author's original manuscript, interspers'd with the remarks of several other modern travellers, ...","Thompson, Charles",32,0,0,0,1,1,0,0,0,0,4,0,2,0,0,1,0,0,2,0,1,0,0,2,0,0,1,1,0,0,4,0,3,0,0,1,3,1,0,0,0,0,2,1,0,0,1,1744,3,3,"Reading : printed by J. Newbery and C. Micklewright, 1744.",Reading,438,male,,,FALSE,"the Head and Breasts of a Woman, the Wings of a Bird, the Claws of a Lion, and the Body like a Dog. This Figure , among the Egyptians , was a symbolical Representation of the rising of the Nile in the Months of 7uly and Augut, when the Sun"
0130301800_000468,"A compleat universal history, of the several empires, kingdoms, states &c. throughout the known world. Containing, an Account of the most Remarkable Transactions Of their Respective Reigning Monarchs, &c. With their Polities Ecclesiastical, Civil and Military: Also a Description of the Arts and Sciences, Trade and Manufactures of the Different Nations: Together with a Natural History of each Country, Wherein will be compris'd the Vegetable, Animal and Mineral Productions, that are Remarkably Curious, either Natural or Artificial. Adorn'd with figures and correct maps copy'd from the best geographers. By Mr. Le Stourgeon.","Le Stourgeon, B.",47,2,0,0,5,0,1,0,0,1,0,6,1,0,0,1,0,1,0,1,1,0,0,0,2,0,9,0,0,0,2,2,1,0,2,0,0,0,1,0,0,2,3,0,2,0,1,1732,1,1,"London : printed by Benjamin Baddam, in Popping's Court in Fleet Street, MDCCXXXII. [1732]-38.",London,967,unknown,,,FALSE,"firom the Shoulders upwards, ind yet isnear thirty Foot in Height , and seems to hale been hewn out of the fllid Rock . It is a Question whether there ever was any more of the Si gure than is to be fce: C ar preclnt, though Pliny, .nd some"
0288700200_000058,"The chronology of ancient Kingdoms amended. To which is prefix'd, A short chronicle from the first memory of things in Europe, to the conquest of Persia by Alexander the Great. By Sir Isaac Newton.",Isaac Newton,72,0,0,1,0,1,11,0,0,0,0,14,2,0,0,0,0,0,0,0,17,0,0,1,0,1,2,1,0,0,7,0,0,0,0,0,0,1,2,4,4,0,1,0,0,1,1,1728,1,1,"London : printed for J. Tonson, J. Osborn, and T. Longman; and sold by Messieurs Smith and Bruce, Booksellers on the Blind Key in Dublin, MDCCXXVIII. [1728].",London,394,male,1642,1727,TRUE,"Ni tocris and Moris Reigned after Rameses : Meris is set down immediately before Cheops, three times in the Dynastys of the Kings of Egypt composed by Eratojihenes, and once in the Dynasties of Manctho; and in the filem Dynaies Nitocris is set after the builders of the three great"
