PassageID,Title,Author,Total termFreq,termFreq(advantag),termFreq(africa),termFreq(america),termFreq(american),termFreq(britain),termFreq(british),termFreq(carri),termFreq(claim),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commod),termFreq(compani),termFreq(consider),termFreq(control),termFreq(countri),termFreq(cultiv),termFreq(cultur),termFreq(dutch),termFreq(east),termFreq(empir),termFreq(europ),termFreq(exclus),termFreq(foreign),termFreq(govern),termFreq(grant),termFreq(hold),termFreq(holland),termFreq(increas),termFreq(indi),termFreq(india),termFreq(inhabit),termFreq(island),termFreq(land),termFreq(law),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(navig),termFreq(negro),termFreq(parliament),termFreq(peopl),termFreq(place),termFreq(plantat),termFreq(planter),termFreq(price),termFreq(produc),termFreq(regul),termFreq(servant),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(sold),termFreq(subject),termFreq(territori),termFreq(time),termFreq(tobacco),termFreq(trade),termFreq(traffic),termFreq(west),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1408801300_000005,"Observations on slavery, and the consumption of the produce of the West India Islands: Together with an abstract of the evidence given before the committee of privy council and the select committee of the House of Commons, respecting the treatment of slaves in the West Indies.",,76,3,0,1,0,1,1,0,0,0,2,0,0,0,4,0,9,2,0,1,1,1,3,0,3,0,0,0,0,4,5,2,0,5,0,0,0,0,0,0,3,0,1,1,1,2,0,3,1,0,1,0,5,0,0,0,0,0,2,0,7,0,1,1792,1,1,"London : Printed for T. Boosey, No. 4, Old Broad-street, near the Royal-Exchange, [1792].",London,65,unknown,,,FALSE,"as he would have us believe, it surely would be unjufiifiable to support it, by the consumption of any article, obtained by its means. It equally becomes us, and, to be consistent, we must forego the use of coffee, cotton, cocoa, pepper, indigo, cc. To say that we abhor and"
0998300202_000077,"The politician's dictionary; or, a summary of political knowledge: containing remarks on the interests, connections, forces, revenues, wealth, credit, debts, taxes, commerce, and manufactures of the different states of Europe. Alphabetically digested For the Use of those who would wish to understand whatever occurs in the Science of Politics. ...",,75,2,0,0,0,2,0,1,0,2,1,2,2,7,2,0,3,0,0,3,5,0,1,1,0,0,0,1,0,0,1,7,1,6,4,0,0,3,1,0,1,0,1,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4,0,2,0,1,1775,2,2,"London : printed for Geo. Allen, No. 59, Paternoster-Row, MDCCLXXV. [1775].",London,399,unknown,,,FALSE,"the less to be suspected if we confider how well their reports agree with the situation of the country ; and that the trees on the land , and the fi(h on the coast , corresponding exactly with the trees of those countries , and the fish on the coasts"
0743100502_000100,"The history of the war in America, between Great Britain and her colonies, from its commencement to the end of the year 1778. ... To which is added, a collection of interesting and authentic papers tending to elucidate the History. In two volumes. ...",,68,1,1,3,1,8,2,0,1,0,7,4,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0,1,0,2,1,1,0,4,1,1,0,0,0,0,0,1,2,0,1,0,0,7,1,0,0,0,1,0,1,1,0,0,4,1,2,0,0,1779,2,2,"Dublin : printed for the Company of Booksellers, 1779.",Dublin,431,unknown,,,FALSE,"that the supply for reiniburfing the expense of quartering the troopsjjalllbe raised by the respective assemblies of the provinces or colonies which is by all the people of America , considered as (and is indeed) a tax imposed by parliament , has brought infat, into di'fzqiotn, that qnejiion of the"
0019400103_000133,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,79,2,0,2,0,0,0,2,0,0,3,4,0,5,0,0,9,1,0,1,0,2,1,2,2,5,1,0,0,3,2,3,0,0,0,1,0,0,1,0,0,1,3,0,0,0,2,1,1,0,2,0,0,0,1,2,1,1,10,0,1,1,0,1791,3,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXCI. [1791].",London,519,male,1723,1790,TRUE,"Decker, Sir Matthew, his observation on the accumulation of taxes, III 337 His proposal for transferring all taxes to the consumer, by annual payments, considered, 342 Demand, though the increase of, may at first raise the price of goods, it never fails to reduce it afterward, III 134 Denmark, account"
1222700800_000069,"The theory and practice of commerce and maritime affairs. Written originally in Spanish, by Don Geronymo de Uztariz, Kinght of the Order of St. Jago, Member of his Catholick Majesty's Privy Council, of the Royal Board of Trade and the Mint, and his Majesty's Secretary in the Council and Chamber of the Indies. Translated from the Original, by John Kippax, B. D. Fellow of Clare-Hall, and Master of the Academy in Little Tower-Street.",Gerónimo Uztáriz,78,2,2,1,1,0,0,2,0,1,2,8,1,8,2,0,1,0,0,3,1,0,2,0,0,1,0,0,3,0,3,1,1,2,0,0,1,0,1,4,0,0,0,0,0,0,0,1,2,0,0,4,0,0,2,0,1,0,12,1,1,0,0,1752,1,1,"Dublin : printed by George Faulkner, in Essex-Street, MDCCLII. [1752].",Dublin,618,male,1670,1732,FALSE,"companies are convenient, and even necejfary in trade . The French and Dutch carry on very considerable branches of commerce without them. HE general rule laid down in the two foregoing chapters has, I think, and may admit of exceptions. There are cafes, that render. an association, and joint tfock"
0116400302_000075,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,89,2,0,4,0,0,0,2,1,0,0,3,1,16,3,0,0,0,0,0,0,0,2,2,1,6,2,0,0,2,3,1,0,0,0,0,0,3,1,0,1,4,1,0,1,0,0,1,0,0,1,5,1,0,1,0,1,0,8,1,1,0,7,1768,2,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,492,male,1721,1771,TRUE,"trade to a sufficient extent, or answer the purposes of their first infti rution, listened to the petition of another body of merchants, who were incorporated under the name of the New Eaft india company , and vested with all the immunities enjoyed by the old company , which by"
0691303300_000007,"Particular consequences of Mr Orde's Irish resolutions to the landed, manufacturing, and trading interest of Scotland; and general consequences of them to the British Empire.",,87,2,0,2,1,1,2,1,1,3,0,0,1,9,0,0,2,0,0,2,6,1,2,0,1,0,0,1,2,0,1,5,2,3,1,0,0,5,1,0,0,2,2,1,0,0,0,0,0,2,4,5,0,0,0,0,1,0,6,0,2,0,4,1785,1,1,"[Edinburgh?, 1785?].",Edinburgh,30,unknown,,,FALSE,"China; or, by going a few degrees north to get the great west wind, which blows there ten months in the year , they can run in the tract of the Acapulca ships to the coast of Mexico, and from thence along all the coasts of the South Seas, taking"
0026401900_000196,"An introduction to merchandise. Containing a complete system of arithmetic. A system of algebra. Forms and Manner of Transacting Bills of Exchange. Book-Keeping in Various Forms. An Account of the Trade of Great Britain, and the Laws and Practices relating to Sale, Factorage, Insurance, Shipping, &c. The second edition, corrected and revised. By Robert Hamilton, LL. D. Professor of Philosophy in the Marischal College, Aberdeen.","Hamilton, Robert",77,0,1,2,1,4,0,1,0,4,1,3,0,1,0,0,8,3,0,0,0,0,4,1,2,0,0,0,0,0,4,2,2,3,0,0,1,2,0,2,0,0,0,1,0,0,0,2,0,0,3,0,0,0,1,2,0,4,6,0,3,0,3,1788,1,1,"Edinburgh : printed for Charles Elliot, Edinburgh; and for C. Elliot, T. Kay, and Co. opposite Somerset House, Strand, London, M,DCC,LXXXVIII. [1788].",Edinburgh,576,male,1743,1829,FALSE,"brililes, beeswax, iinen, linen yarn, sail cloth. The exports are, tin, lead, alum, wool!en clcths, calicoes, hoiery, cannons and shot, cutlery, tobacco , pepper, cochineal, indigo. The imports, which did not amount to L o, o: o fifty years ago, are now near L, oo, ooo, o and the exports"
0026302700_000058,Remarks on the present state of the husbandry and commerce of Bengal.,Henry Thomas Colebrooke,63,4,0,3,0,0,2,0,0,2,2,4,0,4,1,0,1,0,0,1,0,1,2,3,0,3,0,0,1,1,0,1,0,3,1,0,0,2,1,0,0,0,0,2,0,0,1,2,1,0,3,1,0,0,1,0,0,1,4,1,1,0,2,1795,1,1,"[Calcutta] : Printed at Calcutta, 1795.",Calcutta,292,male,1765,1837,FALSE,"commercial intercourse would be mutually and highly advantageous , and it is to be lamented that the narrow system and exclusive spirit of colonial eftabliihments fllould still continue to operate o strongly against the genes ral benefit of mankind. THE principal benefit.: to ariffe from such an intercourse would be"
0040100600_000022,A brief examination of Lord Sheffield's Observations on the commerce of the United States. In seven numbers. With two supplementary notes on American manufactures.,Tench Coxe,71,1,1,0,1,3,2,2,0,2,1,3,1,0,1,0,5,0,0,2,0,0,1,1,3,1,0,0,0,1,2,1,2,5,1,2,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,1,0,5,0,1,1,3,1791,1,1,"Philadelphia : From the press of M. Carey, MDCCXCI. [1791].",Philadelphia,139,male,1755,1824,FALSE,"hinted, that no more than 385 tonnes of shipping arrived from Africa in twelve months subsequent to August 1789, in all the fiates, belonging to us, and all other nations . Whether these had on board any saves, is not known. Great Britain cannot press a country , thus conduct"
1520300400_000043,"Observations on the commerce of the American States. By John Lord Sheffield. A new edition, much enlarged. With an appendix, containing tables of the imports and exports of Great Britain to and from all parts, from 1700 to 1782. Also, the exports of America, &c. With remarks on those tables, on British navigation, and on the late proclamations, &c.","John Baker Holroyd, 1st Earl of Sheffield",72,3,0,5,3,1,1,1,0,0,4,0,1,0,0,0,1,1,0,0,0,1,3,3,2,0,0,0,0,3,6,2,0,6,1,1,0,0,0,2,0,0,0,1,1,3,1,3,1,0,0,2,0,0,0,0,3,0,4,0,2,0,0,1784,1,1,"Dublin : Printed for P. Byrne, No. 35, College Green, M,DCC,LXXXIV. [1784].",Dublin,364,male,1735,1821,FALSE,"about the latter end of January, load back w ith lumber, Indian corn, c. for the W; eit Indies , and there load with sugars, c. and sail for Europe in June and July. Others might be sent out from Europe to arrive in the We Indies in. June, load"
1266000102_000381,"A political survey of Britain: being a series of reflections on the situation, lands, inhabitants, revenues, colonies, and commerce of this island. Intended to Shew That we have not as yet approached near the Summit of Improvement, but that it will afford Employment to many Generations before they push to their utmost Extent the natural Advantages of Great Britain. In two volumes. By John Campbell, L. . D. ...",John Campbell,74,3,0,0,0,0,0,1,0,1,0,3,3,7,0,0,4,1,0,3,3,0,2,0,1,0,0,0,0,1,2,3,3,3,0,0,1,4,1,0,0,0,1,2,1,0,1,2,0,1,4,2,1,0,1,0,3,0,1,0,2,0,2,1774,2,2,"London : printed for the author; and sold by Richardson and Urquhart, at the Royal Exchange; J. Wilkie, in St. Paul's Church-Yard; T. Cadell, P. Elmsley, and T. Becket, in the Strand; J. Walter, and T. Durham, at Charing-Cross; J. Dodsley, Pall-Mall; and L. Davis, Holborn, MDCCLXXIV. [1774].",London,791,male,1708,1775,FALSE,order to secure their Infant Establishment at Ben. coolen. This End it had answered and promised farther Advantages before it was constituted a Presidency. In this Light it is and ought to be onfi. dered as a Place of great Consequence. But assuredly there are many Commodities besides this in
1213502102_000013,"An account of the European settlements in America. In six parts. I. A short History of the Discovery of that Part of the World. II. The Manners and Customs of the original Inhabitants. III. Of the Spanish Settlements. IV. Of the Portuguese. V. Of the French, Dutch, and Danish. VI. Of the English. Each Part contains An accurate Description of the Settlements in it, their Extent, Climate, Productions, Trade, Genius and Disposition of their Inhabitants: the Interests of the several Powers of Europe with respect to those Settlements; and their Political and Commercial Views with regard to each other. In two volumes. ...",Edmund Burke,75,3,0,3,1,0,0,3,0,1,2,1,3,2,3,0,2,1,0,5,1,0,3,0,0,0,0,0,1,0,2,2,0,8,0,0,1,2,0,0,2,0,1,0,0,0,1,3,0,0,2,0,1,0,0,0,5,2,6,0,1,1,0,1760,2,2,"London : printed for R. and J. Dodsley in Pall-Mall, MDCCLX. [1760].",London,320,male,1729,1797,TRUE,"and abuse, by which, in all sorts of writings, we are apt to vilify and traduce the French nation . There is nothing, which hinders people from acting properly, more than indulging themselves in a vain and effeminate licence of tongue. A man who loves his country , and can"
0750300102_000054,"Britain's commercial interest explained and improved; in a series of dissertations on several important branches of her trade and police: Containing A Candid Enquiry into the secret Causes of the present Misfortunes of the Nation. With Proposals for their Remedy. Also The great Advantages which would accrue to this Kingdom from an Union with Ireland. By Malachy Postlethwayt, Esq; Author of the Universal Dictionary of Trade and Commerce, &c. ...",Malachy Postlethwayt,113,0,8,0,0,0,3,4,0,2,0,4,7,20,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,3,1,10,0,0,0,0,2,0,1,0,3,6,2,0,0,0,1,2,1,0,0,0,4,0,0,0,0,0,18,3,0,0,1,1757,2,2,"London : printed for D. Browne, without Temple-Bar; A. Millar, in the Strand; J. Whiston and B. White, and W. Sandby, in Fleet-Street, MDCCLVII. [1757].",London,563,male,1707,1767,FALSE,"of the trade to Africa , excepting that which is commonly called the flave trade , (hall be given to the East India company by ad of parliament , with an exclusive privilege for - years , with liberty, to ered such inland forts, and factories, t 223 ] ties,"
0410700500_000008,A letter to the Members of Parliament who have presented petitions to the Honourable House of Commons for the abolition of the slave trade. By a West-India Merchant.,"Innes, William",77,0,1,2,0,1,6,0,1,0,4,0,0,0,1,0,1,1,0,2,0,0,2,0,0,2,0,1,0,0,0,3,0,1,1,4,0,1,0,2,6,2,1,0,0,5,0,1,0,0,0,2,6,0,1,0,2,0,9,0,3,0,2,1792,1,1,"London : sold by J. Sewell, Cornhill; J. Murray, Fleet-Street; and J. Debrett, Piccadilly, [1792].",London,89,male,1720,1795,FALSE,"and revenge amongst the rest, are ( 41) are inflamedwith the hope of gratification nor are the Africans famed for uncommon moderation of temper. A general sympathy with the Negroes , an indignation at theirwrongs, avowed and reechoed from year to year , in the British Parliament , cannot but"
1501900500_000046,"An historical disquisition concerning the knowledge which the ancients had of India; and the progress of trade with that country prior to the discovery of the passage to it by the Cape of Good Hope. With an appendix, containing observations on the civil policy--the laws and judicial proceedings--the arts--the sciences--and religious institutions, of the Indians. By William Robertson, D.D. R.F.S. Edin. Principal of the University, and historiographer to His Majesty for Scotland.","Young, William",64,1,2,4,1,1,0,1,0,3,0,3,0,0,2,0,2,1,0,0,1,1,4,0,0,2,0,0,0,2,1,0,3,2,0,0,2,2,1,0,3,0,0,0,0,0,0,2,0,0,2,0,5,0,1,1,3,0,1,1,2,1,0,1792,1,1,"Philadelphia : Printed by William Young, bookseller, no. 52, Second-Street, the corner of Chesnut-Street, M,DCC,XCII. [1792].",Philadelphia,417,male,1755,1829,FALSE,"slender beginnings, has become so considerable , as to form the chief bond of commercial connexion with that continent. Soon after the Portuguese had extended their discoveries on the coast of Africa beyond the river Senegal, they endeavoured to derive some benefit from their new settlements there, by the sale"
1667500115_000207,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,68,1,1,0,0,2,0,0,0,1,3,2,4,0,1,0,2,0,1,2,0,0,1,1,0,0,1,0,1,0,0,1,1,6,0,0,0,0,0,1,2,0,2,0,1,2,0,1,0,1,0,1,5,0,0,0,5,1,5,0,0,1,8,1763,15,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,636,unknown,,,FALSE,"to them as possible. They arnot even wi: hout same property, having little indulgences granted them, and particular times allowed them, in which what they earn becomes their own. II rnda.the trade of Barbados is very extensive a they bring their lumber, that is, timber of Itstrae. all kinds, their"
1556100144_000028,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,61,2,0,1,0,1,0,0,0,1,1,0,0,1,1,0,7,1,0,0,0,0,2,0,1,5,1,0,0,0,0,1,0,0,3,1,0,1,2,1,1,1,2,1,2,5,0,1,1,1,0,0,1,0,0,0,3,3,0,1,1,0,3,1759,44,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,736,unknown,,,FALSE,"leaving o4. men in the new set tiement. The garrison soon finding themselves in want of provisions, and the natives refuiling to furnish them with any, though they offered to give the full value for them, the engli.j found themselves under the necessity of plundering the country ; upon which"
0699000500_000004,"Thoughts on trade in general, our West-Indian in particular, our Continental colonies, Canada, Guadaloupe, and the preliminary articles of peace. Addressed to the community.",Ignotus           1763,100,2,2,5,4,0,0,2,0,0,8,1,3,0,1,0,3,2,0,0,0,0,0,0,1,0,0,1,0,10,6,1,0,3,6,0,0,1,0,0,2,0,0,2,0,3,2,0,0,0,0,2,0,0,0,2,1,0,15,0,9,0,0,1763,1,1,"London : printed for John Wilkie, at the Bible in St. Paul's Church-Yard, MDCCLXIII. [1763].",London,85,unknown,,,FALSE,"with the mother country , are credited; and that the other part of it which remains standing, is not discharged by bullion, sent to the tet indies : but the colonist is obliged either to make purchase of itin stuck, land , or the like, or to come over and"
0117100400_000014,An introduction to geography to which is added a short explanation of the use of the artificial terrestrial globe and of the astronomical system. For the use of schools. With Permission of Superiors.,,89,0,3,10,1,1,4,0,0,6,0,0,1,2,1,0,4,0,0,1,7,2,1,0,0,4,0,0,0,0,0,1,1,15,2,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,3,1,1,0,4,0,0,0,0,0,6,0,1,1768,1,1,"Bruges : by Joseph van Praet, M.D.C.C.LXVIII. [1768].",Bruges,107,unknown,,,FALSE,"The Capital of Angola is Loando a handsome City on the Coast , where the Portuguese Governor generally resides. The Coast of Cafraria extends from Cape Negro on the West Side of Africa to the Mouth of the River Zambefe on the East . 15 It comprehends a great many"
0873700104_000164,"A political survey of Britain: being a series of reflections on the situation, lands, inhabitants, revenues, colonies, and commerce of this island. Intended to shew That we have not as yet approached near the Summit of Improvement, but that it will afford Employment to many Generations before they push to their utmost Extent the natural Advantages of Great Britain. In four volumes. By John Campbell, L. L. D. ...",John Campbell,64,3,2,1,0,1,1,3,0,8,2,2,1,1,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,3,0,1,1,1,0,0,1,0,0,1,4,0,0,1,0,1,1,8,0,0,1,0,1775,4,4,"Dublin : T. Ewing, Capel-Street; and C. Jenkin, Dame-Street, MDCCLXXV. [1775].",Dublin,387,male,1708,1775,FALSE,"present reign, done much, and have Ihown great readiness upon proper inlto mation to do rrore. A. D. 1771 there were rent to this coast twenty nille flipsl who carried away seven thousand five hundred twenty-five llaves. Bonny' Bonny, Old Callabar, and several others, and notwithstanding that in there we"
1359400600_000294,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the unhappy contest between Great Britain and her colonies. By William Russell, Esq.",William Russell,59,2,1,0,4,0,0,1,0,0,5,0,2,5,1,1,1,0,0,2,0,0,0,0,2,5,0,1,1,0,1,1,1,0,2,1,0,2,0,1,0,0,2,0,0,0,0,1,1,0,1,2,2,0,0,3,0,0,2,0,1,0,1,1800,1,1,"London : printed for Walker, Pater-noster-Row, 1800.",London,609,male,1741,1793,FALSE,"would order his pioniers to throw it: into the sea. The soil is good for nothing but fish; which, before the Dutch , were its only tenants. it has been said, with no less truth than energy, that the four elements were but in embryo there. The produce of the"
1692800167_000269,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),83,2,2,0,0,1,10,0,0,0,4,2,0,4,1,0,1,1,0,1,4,3,0,0,0,0,0,0,0,0,1,6,4,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,3,0,6,3,0,0,4,3,1,0,6,0,1,3,0,1782,67,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,599,unknown,,,FALSE,"certain br.tislt Westludia colonies , as will be seen by consulting the work in question, no individual, in this quarter, who has the ability and inclination to labour, is in any danger of starving; on the contrary, his own industry, aided by an hospitalle and kind neighbourhood, in cultivating certain"
1146201200_000010,"A detection of the false reasons and facts, contained in the five letters, (entitled, Reasons for keeping Guadaloupe at a peace, preferable to Canada; From a Gentleman in Guadaloupe to his Friend in London. ) In which the advantages of both conquests are fairly and impartially stated and compared. By a Member of Parliament.",Member of Parliament,69,2,0,10,2,5,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,4,2,1,0,4,1,0,0,6,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,0,1,3,1,0,5,0,4,0,0,1761,1,1,"London : printed for Thomas Hope, facing the North-Gate of the Royal-Exchange, in Thread-Needle Street, MDCCLXI. [1761].",London,59,male,,,FALSE,"of an exclusive Trade , which has already been found more desirable than the Mines of Peru and Mexico. As to that Part of the Argument, which urges, "" That an Increase of Sugar Islands , or ""the acquiring more Territory in the West In"" "" will not only increase"
0541001300_000027,"Letters concerning the trade and manufactures of Ireland, principally so far as the same relate to the making iron in this kingdom, and the manufacture and export of iron wares, in which certain facts and arguments set out by Lord Sheffield in his Observations on the trade and present state of Ireland are examined. By Sir Lucius O'Brien, Bart.","O'Brien, Lucius Henry, Sir           1795",112,1,0,0,0,16,5,1,0,0,7,0,1,1,0,0,4,0,0,0,0,0,0,3,4,0,1,0,0,0,1,0,0,0,1,11,2,0,0,3,0,8,2,1,5,0,0,4,6,0,4,7,0,0,3,0,3,0,5,0,1,0,1,1785,1,1,"[London] : Dublin, printed. London : re-printed for S. Bladon, Pater-Noster-Row, MDCCLXXXV. [1785].",London,150,unknown,,,FALSE,"same may have been imipoted into Great Britain or Ireland reefpedi; ely, as the cafe may be: Be : it therefore enaaed by the authority aforesaid, That it shall arid maybe lawful to import from ireland into Great Britain in hips navigated according to law , all goods not the"
0540501300_000050,"Abridgment of the minutes of the evidence, taken before a committee of the whole House, to whom it was referred to consider of the slave-trade, 1791.",Great Britain. Parliament. House of Commons,90,1,0,2,0,6,6,1,0,0,6,1,0,0,2,0,2,3,1,0,1,8,0,0,3,1,0,2,0,1,1,6,1,11,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,1,0,1,0,2,1,1,0,8,0,4,1791,1,1,"[London, 1791].",London,168,unknown,,,FALSE,"years as exhibiting the fairest slate of the produce of the sugar colonies ; for in the year 1776, our trade began to meet with many interruptions from the war which was then become general on the continent of America : and I am of opinion, that the islands did"
0985900800_000002,"Heads of inquiry relative to the present state and condition of His Majesty's colony of Connecticut, signified by His Majesty's Secretary of State, in his letter of the 5th of July, 1773; with the answers thereto.","Dartmouth, William Legge, Earl of",75,0,0,0,0,4,1,3,0,1,6,2,3,2,2,0,1,0,0,3,1,0,1,0,2,3,4,1,0,2,1,1,2,0,0,1,0,1,0,1,0,0,3,1,5,0,0,0,0,0,1,4,0,1,0,0,3,0,5,0,1,0,2,1775,1,1,"New-London [Conn.] : Printed by T. Green, printer to the governor and Company, M,DCC,LXXV. [1775].",New London,15,male,1731,1801,FALSE,"fi-om the Indian Proprietors, are ifill less known. The original Title to thelands on which the Colony was first fettled; was at the Time the English came hither, in the Pequot Nation of Indians, who were numerous and warlike; their Country extended from Narraganset to Idson's River, and over all"
1040800128_000246,"The London magazine. Or, Gentleman's monthly intelligencer.",James Boswell,78,6,1,1,0,1,0,3,0,0,3,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,2,1,3,0,5,10,0,0,5,0,1,4,0,3,0,1,2,2,2,0,0,2,0,0,1,0,1,2,0,8,0,1,0,1,1747,1,1,"London [England] : printed for R[ichard]. Baldwin, jun. at the Rose in Pater-Noster-Row, [1747-1783].",London,739,male,1740,1795,TRUE,"the same .the ni. ied to, I Shall offer no apology for my at H tional interell promoted in thewelin Tndies tempting to contribute towards it. also, it is necessary, during: the, pre'e1t We are now at War with France, for war, and at a fitcceeding peace, io proa large"
1215800105_000130,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the abbé Raynal. Newly translated from the French, by J. O. Justamond, F.R.S. With a new set of maps Adapted To The Work, an a copious index. In eight volumes. ...",Guillaume Thomas François Raynal,65,0,1,2,1,1,0,3,0,0,7,1,1,0,0,0,1,1,0,6,0,1,3,0,1,1,0,0,1,0,0,0,3,2,0,4,1,4,0,1,2,0,4,0,1,0,0,2,0,0,3,0,1,0,0,1,2,0,1,0,0,0,1,1788,5,8,"London : printed for A. Strahan; and T. Cadell, In The Strand, MDCCLXXXVIII. [1788].",London,521,male,1713,1796,TRUE,"hath at length been necessarily acknowledged, and since these remarkable treaties they have formed, several hamlets, where they cultivate in peace, upon the back settlements of the colony , the provisions they are absolutely in want of for their subsistence. OTHER Negroes have forsaken their manufactures. These fugitives fall unexpetedly,"
0114800600_000644,"The general gazetteer; or, compendious geographical dictionary. Containing a description of all the empires, kingdoms, states, provinces, cities, towns, forts, seas, harbours, rivers, lakes, mountains, and capes, in the known world; with The Government, Customs, Manners, and Religion of the Inhabitants; the Extent, Boundaries, and Natural Productions of each Country; the Trade, Manufactures, and Curiosities of the Cities and Towns; their Longitude, Latitude, Bearings and Distances in English Miles from remarkable Places; and the various Events by which they have been distinguished. Including An Account of the Counties, Cities, Boroughs, Market-Towns, and principal Villages, in Great Britain and Ireland. Illustrated with maps. Originally written by R. Brookes, M.D.",Richard Brookes,73,1,1,1,0,1,0,1,0,4,1,0,1,3,1,0,3,0,0,7,1,0,2,2,1,3,0,0,4,0,2,3,0,4,1,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,12,0,0,0,0,1795,1,1,"London : printed for B. Law, C. Dilly, J. Johnson, G. G. and J. Robinson, W. Richardson, Ogilvy and Speare, F. and C. Rivington, W. Goldsmith, R. Baldwin, S. Hayes, W. Lowndes, J. Scatcherd, W. Bent, O. and T. Wilkie, Vernor and Hood, B. Crosby, Cadell and Davies, and H. Murray. MDCCXCV. [1795].",London,778,male,1721,1763,FALSE,"i!ow, no less than 2o, ooo people . About ioo vessels are employed in the Greenland fiflery, and 140 in the cod fiflicry near the Dogger bank, and near the coast of Holland . The Dutch were formerly in poffeifion of the coasting trade and freight of alnioft all other"
0515700105_000192,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M. A. In Five Volumes. ...",Guillaume Thomas François Raynal,67,1,0,2,1,0,0,2,0,0,5,2,1,1,0,0,0,4,2,3,0,1,0,1,4,2,0,0,0,0,0,2,4,3,2,0,1,1,1,1,0,0,0,1,2,1,0,3,0,0,1,0,0,0,0,0,2,0,9,0,0,1,0,1777,5,5,"London : printed for T. Cadell, in the Strand, MDCCLXXVII. [1777].",London,693,male,1713,1796,TRUE,"enemy, 26, 4 Not incai, : .ble, as is supposed, of bringing their colonies to great perfection, and what are the beet rc ans to accnmfplhi thil en, 4, 45 spaniaar].r spariar.ks, account of their first eftablilhment of a colony in Florida in 156;, after having driven the French from"
0040501702_000006,"Tracts, on various subjects, chiefly relating to East-India affairs. Published at different periods, by John Prinsep. ...",John Prinsep,77,2,0,2,1,1,0,1,0,0,3,2,3,0,2,0,3,4,0,0,4,0,0,0,5,1,0,0,0,1,1,7,1,4,1,0,0,1,0,0,0,0,0,1,2,4,4,5,1,0,1,0,0,0,0,0,1,0,1,0,7,0,0,1800,2,2,"[London?, s.n., 1800?].",London,259,male,1746,1830,FALSE,"exorbitant prices of late exaated, and continue to be looked for by the planters of there islands , or remain still at the mercy of a junto of monopolizers at home ?tand this, while the means of relief are open before us relief that will ailift our other dependencies in"
