PassageID,Title,Author,Total termFreq,termFreq(afternoon),termFreq(air),termFreq(anchor),termFreq(bear),termFreq(blow),termFreq(breez),termFreq(calm),termFreq(caus),termFreq(clear),termFreq(clock),termFreq(cloud),termFreq(cloudi),termFreq(cold),termFreq(continu),termFreq(cours),termFreq(dark),termFreq(dry),termFreq(east),termFreq(fail),termFreq(fall),termFreq(fine),termFreq(fleet),termFreq(fun),termFreq(gale),termFreq(gener),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(land),termFreq(latitud),termFreq(leagu),termFreq(light),termFreq(littl),termFreq(mean),termFreq(moder),termFreq(month),termFreq(morn),termFreq(mountain),termFreq(night),termFreq(noon),termFreq(north),termFreq(observ),termFreq(rain),termFreq(reason),termFreq(rock),termFreq(run),termFreq(sail),termFreq(sea),termFreq(season),termFreq(set),termFreq(small),termFreq(snow),termFreq(south),termFreq(trade),termFreq(warm),termFreq(water),termFreq(weather),termFreq(weft),termFreq(wind),termFreq(winter),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1058301400_000040,"The american oracle. Comprehending an account of recent discoveries in the arts and sciences, with a variety of religious, political, physical, and philosophical subjects, Necessary to be known in all families, for the Promotion of their present felicity and future happiness. By the Honourable Samuel Stearns, LL.D. and doctor of physic; Astronomer to his majesty's provinces of Quebec, and new brunswic; also to the commonwealth of massachusetts, and the state of vermont, in America.","Stearns, Samuel",106,0,9,0,0,6,1,1,11,0,0,3,0,8,1,0,0,0,1,0,4,0,0,4,0,1,4,0,0,3,1,2,0,0,0,0,3,0,0,1,2,2,0,3,0,0,1,0,5,0,0,0,1,3,1,0,10,2,0,12,0,1791,1,1,"London : printed for, and sold by, J. Lackington, No. 46 and 47, Chiswell-Street, Moorfields ; and J. Parsons, No. 21, Pater-Noster-Row, London, 1791.",London,655,male,1741,1809,FALSE,"or fat exhalation; which being kindled in the air , reflects a kind of thin flame, without any sensible heat . They commonly appear in lowlands, in foggy nights ; and dance up and down according to the motion of the air . People that attempt to follow them, often"
0726400600_000056,"A new system of general geography, in which the principles of that science are explained; with a view of the solar system, and of the seasons of the year all over the globe; Together with The most essential parts of the Natural History of the Earth. Part I. By Ebenezer Macfait, M.D.","Macfait, Ebenezer           1786",90,0,2,0,0,1,2,1,2,1,0,1,0,0,1,0,0,2,2,0,0,1,0,4,0,5,2,0,0,3,0,2,0,2,1,0,0,0,10,0,1,6,0,3,0,1,2,1,7,0,0,1,0,2,2,0,0,2,0,14,3,1780,1,1,"Edinburgh : printed for the author, and sold by J. Balfour. W. Creech, and other booksellers, M,DCC,LXXX. [1780].",Edinburgh,369,unknown,,,FALSE,"obfiruded by the high ountains, but also to the many narrow allies and creeks which oon become filled .h their own evaporations, as well as those in the tea, and are not easily dilpelled by e wind or fun fiine, except in the heat of miner, when the fun has"
0088000100_000064,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. Dedicated, by permission, to Sir Joseph Banks, Bart. By Captain George Dixon.","Dixon, George",89,5,1,2,2,0,1,2,1,4,0,0,0,0,2,1,0,2,8,0,0,5,0,0,0,1,0,0,0,10,3,2,0,1,3,0,0,4,1,1,1,13,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,5,0,2,1,1789,1,1,"London : published by Geo. Goulding, Haydn's Head, No. 6, James Street, Covent Garden, 1789.",London,460,unknown,,,FALSE,"so, as there is a probability of meeting with plenty of fine salmon; so that I have little doubt of its being constantly frequented by the natives, farther on in the season . After dinner, Captain Dixon went to examine the passage to the Northward. The afternoon being very fine"
0086700112_000045,"Beauties of nature and art displayed, in a tour through the world; ... Illustrated and embellished with copper plates.",,87,0,0,0,3,2,0,2,0,1,0,0,0,1,1,3,2,0,1,3,0,1,0,1,0,0,0,0,0,15,4,4,0,0,1,1,1,5,6,3,1,0,1,0,1,1,1,1,0,0,1,3,1,4,0,0,2,2,0,7,0,1774,12,13,"London : printed for G. Robinson, in Pater-Noster-row,  1774-75.",London,219,unknown,,,FALSE,"the 25th, being at a small distance from shore, they could view it very diftintly, but could see no inhabitants; the surface is broken by many hills, which are green and woody, and is of a moderate height. The winds and calms were very variable, till the wind blew hard"
0841200200_000014,"Physico-Theology: or, a demonstration of the being and attributes of God, from His works of creation. Being the substance of sixteen sermons, Preached in St. Mary-le-Bow Church, London. At the Honourable Mr. Boyle's Lectures, in the Years 1711, and 1712. With large Notes, and many curious Observations. By W. Derham, D. D. late Canon of Windsor, Rector of Upminster in Essex, and F. R. S.","Derham, William",103,0,9,0,0,1,1,0,4,0,1,9,1,11,0,0,0,0,1,0,3,0,0,0,3,3,5,3,0,1,0,0,0,1,0,0,0,2,0,0,1,7,4,2,1,0,0,0,1,0,0,0,3,3,1,5,0,2,0,14,0,1742,1,1,"London : printed for W. Innys, at the West-End of St. Paul's, MDCCXLII. [1742].",London,494,male,1657,1735,FALSE,"and Pleasure, a flag nating, confined, pent up Air is. And if the whole Mass of Air and Vapours was always at Rest, and without Motion, instead of refreshing and animating, it would suffocate and poison all the World: But tempeftatem ftvijimnam exoneranda. Gaffend. Vit. Peiresk. 1 p. 417 But"
1365700100_001084,"A new, royal, authentic, complete, and universal system of geography; or, A modern history and description of the whole world. Containing new, full, accurate, authentic, and interesting accounts and descriptions of Europe, Asia, Africa, and America, as consisting of continents, islands, oceans, seas, rivers, lakes, promontories, capes, bays, peninsulas, isthmusses, gulphs, &c. And as divided into empires, kingdoms, states, and republics. Together with a description of their limits, boundaries, climate, soil, natural and artificial curiosities and productions, religions, laws, government, revenues, forces, antiquities, &c. Also the provinces, cities, towns, villages, forts, castles, harbours, sea-ports, aqueducts, mountains, mines, minerals, fossils, roads, public and private edifices, universities, &c. contained in each: and all that is interesting relative to the customs, manners, genius, tempers, habits, amusements, ceremonies, comemrce, arts, sciences, manufactures, and language of the inhabitants. Together with an accurate and lively description of all the various kinds of birds, beasts, reptiles, fishes, amphibious creatures, insects, &c. Including the substance and essence of the most remarkable voyages and travels, which have been performed by the navigators and travellers of different countries, particularly the late discoveries in the south seas, and towards the North pole; with every curiosity that has hitherto appeared respecting the different parts of the universe. Comprising every interesting discovery and circumstances in the narratives of Captain Cook's voyages round the world. Together with all the recent discoveries made in the Pelew Islands, New Holland, New South Wales, Botany Bay, Port Jackson, Norfolk Island, north and west coasts of America, the interior parts of America, Africa, China, Caffraria, India East and West, Arabia, Madagascar, Russia, &c. &c. Carefully written and compiled from the late journals of the voyages and travels of Captains Phillips, King, Ball, Hunter, White, Dixon, Portlock, Mears, Patterson, Bruce, Anbury, Rochon, Morse, Blyth, Ross, Imlay, Keate, Brissot, Hodges, &c. &c. Also compendious histories of every empire, kingdom, state, &c. with their various revolutions. To which will be added a new, complete, and easy guide to geogrphy, astronomy, the use of the globes, &c. With an account of the rise and progress of navigation, its improvements and utility to mankind. The whole embellished and and enriched with upwards of an hundred most elegant and superb copper-plates, engraved in such a manner as to do infinite honour to the respective artists by whom they are executed. These embellishments consist of views, maps, land and water perspectives; birds, beasts, fishes, &c. as also the various dresses of the inhabitants of different countries, with their strange ceremonies, customs, amusements, &c. &c. By George Augustus Baldwyn, Esq. Assisted by many gentlemen eminent for their knowledge in the science of geography; particularly by Charles Andrew Robertson, Esq.-Clement Walley Oulion, Esq.-and Henry Hogg, M.A. author of the New universal letter writer, and teacher of geography, astronomy, navigation, &c.","Baldwyn, George Augustus",69,0,1,0,0,1,0,2,1,2,0,2,0,2,3,1,0,0,0,0,2,1,0,2,0,1,0,0,0,3,6,0,0,2,0,0,2,1,2,1,0,4,0,1,0,3,2,1,1,1,0,1,2,4,0,1,0,5,0,2,3,1794,1,1,"London : Sold by Alex. Hogg, at (No. 16) Pater-Noster-Row, and by all the booksellers of Bristol, Bath, Birmingham, Cambridge, Coventry, Canterbury, Chester, Derby, Exeter, Gloucester, Hull, Hereford, Ipswich, Liverpool, Leeds, Leichester, Manchester, Norwich, Newcastle, Northampton, Nottingham, Oxford, Reading, Sherborn, Salisbury, Sheffeild, Shrewsbury, Winchester, Worcester, York; and by all other booksellers in England, Wales, Scotland, and Ireland, [1794?].",London,1036,unknown,,,FALSE,"at Great Poland situated on this fide of the Nottee; and alio, all the territories of Prullia and Pomerania on this, and on the other fide of the Villula, which the kings of Poland have hitherto pof felfed under the mune of Polid Prussia; excepting only Dantzick and Thorn. About"
0210600400_000014,"Physico-Theology: or, a demonstration of the being and attributes of God, from his works of creation. Being the substance of XVI sermons Preached in St. Mary le Bow-Church, London, at the Honble Mr. Boyle's Lectures, in the Years 1711 and 1712. With large Notes, and many curious Observations By W. Derham, Rector of Upminster in Essex, and F. R. S.","Derham, William",100,0,8,0,0,1,1,1,2,0,1,11,1,11,0,0,0,0,1,0,4,0,0,0,2,2,2,0,0,2,0,0,0,1,0,0,0,2,0,0,1,6,3,4,0,0,0,0,2,0,0,0,3,2,1,5,0,2,1,17,0,1714,1,1,"London : printed for W. Innys, at the Princes Arms, in St. Paul's Church-Yard, MDCCXIV. [1714].",London,496,male,1657,1735,FALSE,"two of its Meteors, the Winds , and the Clouds and Rain (5. CHAP. II Of the Winds . () O pass by other Considerations, whereby I might d monftrate the Winds to be the infinite Creator's Work, I shall infif only upon their great usefulness to the World. And"
0289000100_000462,"A new, authentic, and complete collection of voyages round the world, undertaken and performed by royal authority. Containing an authentic, ... history of Captain Cook's first, second, third and last voyages, ... To which will be added, genuine narratives of other voyage ... It is proper to observe, that some other editions of these works ... would cost a purchaser ... upwards of twenty guineas; ... but the present edition, by being published in only eighty six-penny numbers, ... enables every person, ... to become familiary [sic] acquainted with those ... voyages ... Now publishing under the immediate direction of George William Anderson, ...",,65,0,2,3,1,0,3,1,0,3,0,0,1,1,4,2,0,0,0,0,0,0,0,3,0,1,0,0,0,3,2,2,0,0,0,0,0,3,3,1,1,0,0,2,0,2,0,3,1,0,2,0,2,0,0,0,3,5,0,2,3,1784,1,1,"London : printed for the proprietors, and published by Alex. Hogg, and sold by all booksellers and news-carriers in Great Britain, Ireland, &c., 1784[-86].",London,793,unknown,,,FALSE,"The 4 M weather · ?12t weather being now piercing cold , the people had an additional quantity of polter and brandy delivered to them; two quarts of porter and a pint of brandy being now every man's daily allowance. Saturday July the ioth, the breeze fresh, and the weather"
1559800400_000479,"A New, authentic, and complete collection of voyages round the world, undertaken and performed by royal authority. Containing a new, authentic, entertaining, instructive, full, and complete historical account of Captain Cook's first, second, third and last voyages, undertaken by order of His Present Majesty, for making new discoveries in geography, navigation, astronomy, &c. in the southern and northern hemispheres, &c. &c. &c. And successively performed in the years 1768, 1769, 1770, 1771-1772, 1773, 1774, 1775-1776, 1777, 1778; 1779, 1780. His first voyage-being professedly undertaken in His Majesty's ship the endeavour, for observing the transit of Venus, and for making discoveries in the Southern Hemisphere, and round the world. His second-in the resolution and adventure, for making further discoveries towards the south pole, and round the world. His third and last-in the resolution and discovery, to the Pacific Ocean, for making discoveries in the Northern Hemisphere, and to determine the position and extent of the west side of North America; its distance from Asia; and the practicability of a northern passage to Europe. Comprehending, among the greatest variety of the most interesting transactions, a faithful account of all the particulars relative to the unfortunate death of Capt. Cook, with his life, &c. &c. Including likewise all the curious remarks communicated to this country by Capt. Cook's principal assistants in performing and conducting these celebrated voyages, viz. Sir Joseph Banks, Dr. Solander, Dr. King, Dr. Hawkesworth, Dr. Forster, Mr. Forster, Capt. Clerke, Capt. Gore, Mr. Ellis, &c. &c. Together with a narrative of Capt. Furneaux's proceedings in the adventure during the separation of the ships in the second voyage, during which period several of his people were destroyed by the natives of Queen Charlotte's sound. To which will be added, complete and genuine narratives of other voyages of discovery round the world, &c. undertaken, performed, and written by English circum-navigators, &c. under the sanction of government, viz. those of Lord Byron, Capt. Wallis, Capt. Carteret, Lord Mulgrave, Lord Anson, Mr. Parkinson, Capt. Lutwidge, Mess. Ives, Middleton, Smith, Moore, &c. &c. &c. Including a faithful relation of the substance of all the most remarkable and important travels and journeys, which have been undertaken at various times to the different quarters of the world; particularly those of Hanway, Hamilton, Herbert, Drummond, Pocock, Shaw, Stuart, Kalm, Carver, Dalrymple, Burnet, Addison, Barretti, Keysler, Thickness, Twiss, Brydone, Chandler, Johnson, Smollet, Moore, Wraxall, &c. The whole comprehending a full account, from the earliest period to the present time, of whatever is curious, entertaining, and useful, both by sea and land, in the various countries of the known world, faithfully extracted from the original journals of the respective voyagers, &c. &c. &c. Being the most accurate, elegant, and perfect edition, of the whole of Capt. Cook's voyages and discoveries; &c. Ever published, and written in a more pleasing and elegant stile than any other work of the kind. Illustrated with (besides the curious and interesting cuts for Capt. Cook's first and second voyages, &c. &c. &c.) all the elegant, splendid, and fine large folio copper-plates, belonging to his third and last voyage, being views of places, portraits of persons, and historical representations of remarkable incidents during this celebrated navigator's voyage to the Pacific Ocean; together with all the necessary maps, charts, plans, draughts, &c. Shewing the tracks of the ships, and relative to countries now first discovered, or hitherto but imperfectly known; the whole (amounting to upwards of one hundred and fifty copper-plates, containing about two hundred and twenty most elegant and superb engravings) sinely engraved and accurately copied from the originals by the most eminent masters. It is proper to observe, that some other editions of these works (unnecessarily extended to many large volumes, by loose printing, blank paper, and other artisices practised by mercenary persons) would cost a purchaser the enormous sum of upwards of twenty guineas; so that many thousands of persons who would with to peruse the valuable discoveries so partially communicated to the world, and view the astonishing fine copper-plates, have hitherto been excluded from gratifying their eager curiosity; but this edition, by being published in only eighty six-penny numbers, (making, when completed, either one or two very large handsome volumes in folio) enables every person, whatever may be his circumstances, to become familiarly acquainted with those extraordinary and important voyages and discoveries, in the performance and prosecution of which such vast sums of the public money have been expended. Therefore as the price of this work is rendered so moderate and easy, the whole of Capt. Cook's voyages, &c. will be more universally read, and the obvious intention of the King and government, that the improvements and discoveries in these celebrated voyages might be communicated to the whole world, will of course be more fully answered. The whole of these voyages of Capt. James Cook, &c. being newly written by the editors from the authentic journals of several principal officers and other gentlemen of the most distinguished naval and philosophical abilities, who sailed in the various ships; and now publishing under the immediate direction of George William Anderson, Esq. assisted, very materially, by a principal officer who sailed in the resolution sloop, and by many other gentlemen of the Royal Navy.",,67,3,0,5,0,0,3,0,0,2,0,0,3,0,2,2,1,0,2,4,0,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,5,0,0,2,4,0,1,1,0,0,3,2,0,1,2,0,1,1,0,5,3,0,1,0,1786,1,1,"London : Printed for Alex. Hogg, at the original King's-Arms, No. 16, Pater-Noster-Row, [1786?].",London,975,unknown,,,FALSE,"Road, with best bower in seven fathoms water ; sand and clay. Yarmouth church south fifteen west, distance two miles. Came on board a pilot to carry the ship to the Nore. September 20, fresh breezes and clear weather : sent down top gallant yards, and got everything clear for"
0185800100_000049,"An historical journal of the transactions at Port Jackson and Norfolk Island, with the discoveries which have been made in New South Wales ... since the publication of Phillip's voyage, ... including the journals of governor Phillip and King, and of Lieut. Ball: ... By John Hunter, ...",John Hunter,88,0,1,1,0,0,3,1,0,0,0,0,9,0,0,0,1,0,2,0,0,2,0,0,8,2,0,0,0,5,2,1,2,0,1,6,4,0,0,1,0,1,3,2,1,0,0,3,1,1,1,0,0,9,0,0,0,8,0,5,1,1794,1,1,"London : printed for John Stockdale, [1794?].",London,614,male,1738,1821,FALSE,"some degree assec its going. The winds now (rather unfortunately for us), after p hours calm , inclined again to the southward, and we kept plying to windward with all the sail we could carry. Right off Cape Three Points, at six leagues distance from the hore, we founded in"
0085301200_000007,"A voyage towards the north pole: undertaken by his Majesty's command, 1773. By Constantine John Phipps.","Constantine Phipps, 2nd Baron Mulgrave",104,5,2,0,0,0,0,2,1,1,0,0,0,3,2,1,0,0,0,0,1,1,1,2,1,2,0,0,1,1,8,0,0,4,2,1,0,10,0,1,5,0,17,2,1,0,2,0,2,0,1,1,2,1,0,0,5,2,0,10,0,1775,1,1,"Dublin : printed for Messrs. Sleater, Williams, Wilson, Husband, Walker, and Jenkin, MDCCLXXV. [1775].",Dublin,269,male,1744,1792,FALSE,"saw an English sloop, but had no opportunity of sending letters on board, the sea running high. At ten in the morning , longitude by the watch o 19' 45"" W: at noon , the latitude observed was 62° 59' 27"". The ship had out run the reckoning eleven miles."
0138300202_000164,"Terra Australis Cognita: or, voyages to the Terra Australis, or Southern Hemisphere, during the Sixteenth, Seventeenth, and Eighteenth Centuries. Containing An Account of the Manners of the People, and the Productions of the Countries, hitherto found in the Southern Latitudes; the Advantages that may result from further Discoveries on this great Continent, and the Methods of establishing Colonies there, to the advantage of Great Britain. With a Preface by the Editor, in which some geographical, nautical, and commercial Questions are discussed. ...","Callander, John",71,4,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,3,0,0,0,0,7,2,5,0,2,1,0,0,1,0,1,1,2,1,0,0,4,1,1,7,1,2,1,0,3,1,0,3,2,2,4,0,1766,2,3,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVI. [1766]-68.",Edinburgh,711,unknown,,,FALSE,"west fouth west; at ten o'clock tonight, I observed the water to ripple as if it were over a shoal, and had ground at 70 fathoms; Icaufed the head sails to be braced to the mast, and Ibunded; fine red sand, incliningto grey, at 70 fathoms.. February 2 Meridian distance"
0806600203_000004,"A voyage to the Pacific Ocean; undertaken by command of his Majesty, for making discoveries in the northern hemisphere: performed under the direction of Captains Cook, Clerke, and Gore, in the years 1776, 1777, 1778, 1779, and 1780. Being a copious, ... abridgement of th Voyage written by Captain James Cook, F.R.S. and Captain James King, ... Illustrated with cuts. In four volumes. ...","King, James",91,2,0,5,4,0,4,1,0,0,0,0,0,0,1,1,0,0,8,0,0,3,0,0,0,0,0,0,0,2,2,4,2,0,0,0,0,3,9,0,1,11,3,0,0,0,1,2,1,0,1,0,2,5,0,0,8,0,2,3,0,1784,3,4,"London : printed for John Stockdale, Scatcherd and Whitaker, John Fielding, and John Hardy, 1784.",London,417,male,1750,1784,FALSE,"fouth west to east by north , and was all lowland, with a ridge of mountains , covered with snow , behind it. It is not improbable, that this low coast extends to a considerable distance towards the southwest; and that those places which we sometimes filppofed to be inlets"
1559800400_000464,"A New, authentic, and complete collection of voyages round the world, undertaken and performed by royal authority. Containing a new, authentic, entertaining, instructive, full, and complete historical account of Captain Cook's first, second, third and last voyages, undertaken by order of His Present Majesty, for making new discoveries in geography, navigation, astronomy, &c. in the southern and northern hemispheres, &c. &c. &c. And successively performed in the years 1768, 1769, 1770, 1771-1772, 1773, 1774, 1775-1776, 1777, 1778; 1779, 1780. His first voyage-being professedly undertaken in His Majesty's ship the endeavour, for observing the transit of Venus, and for making discoveries in the Southern Hemisphere, and round the world. His second-in the resolution and adventure, for making further discoveries towards the south pole, and round the world. His third and last-in the resolution and discovery, to the Pacific Ocean, for making discoveries in the Northern Hemisphere, and to determine the position and extent of the west side of North America; its distance from Asia; and the practicability of a northern passage to Europe. Comprehending, among the greatest variety of the most interesting transactions, a faithful account of all the particulars relative to the unfortunate death of Capt. Cook, with his life, &c. &c. Including likewise all the curious remarks communicated to this country by Capt. Cook's principal assistants in performing and conducting these celebrated voyages, viz. Sir Joseph Banks, Dr. Solander, Dr. King, Dr. Hawkesworth, Dr. Forster, Mr. Forster, Capt. Clerke, Capt. Gore, Mr. Ellis, &c. &c. Together with a narrative of Capt. Furneaux's proceedings in the adventure during the separation of the ships in the second voyage, during which period several of his people were destroyed by the natives of Queen Charlotte's sound. To which will be added, complete and genuine narratives of other voyages of discovery round the world, &c. undertaken, performed, and written by English circum-navigators, &c. under the sanction of government, viz. those of Lord Byron, Capt. Wallis, Capt. Carteret, Lord Mulgrave, Lord Anson, Mr. Parkinson, Capt. Lutwidge, Mess. Ives, Middleton, Smith, Moore, &c. &c. &c. Including a faithful relation of the substance of all the most remarkable and important travels and journeys, which have been undertaken at various times to the different quarters of the world; particularly those of Hanway, Hamilton, Herbert, Drummond, Pocock, Shaw, Stuart, Kalm, Carver, Dalrymple, Burnet, Addison, Barretti, Keysler, Thickness, Twiss, Brydone, Chandler, Johnson, Smollet, Moore, Wraxall, &c. The whole comprehending a full account, from the earliest period to the present time, of whatever is curious, entertaining, and useful, both by sea and land, in the various countries of the known world, faithfully extracted from the original journals of the respective voyagers, &c. &c. &c. Being the most accurate, elegant, and perfect edition, of the whole of Capt. Cook's voyages and discoveries; &c. Ever published, and written in a more pleasing and elegant stile than any other work of the kind. Illustrated with (besides the curious and interesting cuts for Capt. Cook's first and second voyages, &c. &c. &c.) all the elegant, splendid, and fine large folio copper-plates, belonging to his third and last voyage, being views of places, portraits of persons, and historical representations of remarkable incidents during this celebrated navigator's voyage to the Pacific Ocean; together with all the necessary maps, charts, plans, draughts, &c. Shewing the tracks of the ships, and relative to countries now first discovered, or hitherto but imperfectly known; the whole (amounting to upwards of one hundred and fifty copper-plates, containing about two hundred and twenty most elegant and superb engravings) sinely engraved and accurately copied from the originals by the most eminent masters. It is proper to observe, that some other editions of these works (unnecessarily extended to many large volumes, by loose printing, blank paper, and other artisices practised by mercenary persons) would cost a purchaser the enormous sum of upwards of twenty guineas; so that many thousands of persons who would with to peruse the valuable discoveries so partially communicated to the world, and view the astonishing fine copper-plates, have hitherto been excluded from gratifying their eager curiosity; but this edition, by being published in only eighty six-penny numbers, (making, when completed, either one or two very large handsome volumes in folio) enables every person, whatever may be his circumstances, to become familiarly acquainted with those extraordinary and important voyages and discoveries, in the performance and prosecution of which such vast sums of the public money have been expended. Therefore as the price of this work is rendered so moderate and easy, the whole of Capt. Cook's voyages, &c. will be more universally read, and the obvious intention of the King and government, that the improvements and discoveries in these celebrated voyages might be communicated to the whole world, will of course be more fully answered. The whole of these voyages of Capt. James Cook, &c. being newly written by the editors from the authentic journals of several principal officers and other gentlemen of the most distinguished naval and philosophical abilities, who sailed in the various ships; and now publishing under the immediate direction of George William Anderson, Esq. assisted, very materially, by a principal officer who sailed in the resolution sloop, and by many other gentlemen of the Royal Navy.",,64,0,2,4,1,0,3,1,0,3,0,0,1,1,4,2,0,0,0,2,1,0,0,2,0,1,0,0,0,3,2,2,0,0,0,0,0,4,2,1,1,0,0,2,0,2,0,1,1,0,2,0,3,0,0,0,3,4,0,0,3,1786,1,1,"London : Printed for Alex. Hogg, at the original King's-Arms, No. 16, Pater-Noster-Row, [1786?].",London,975,unknown,,,FALSE,"fight oinh of the other; but about nine next morning they came in sight, and joined company. The., 4 M. weathae weather being now piercing cold , the people had ani additional quantity; of porter and. brandy, delivered to them; two quarts of porter and a.pinit of brandy be Sing"
0521300500_000030,"The principles of hydrostatics: designed for the use of students in the University. By the Rev. S. Vince, A.M. F.R.S. Plumian Professor of Astronomy and Experimental Philosophy. Vol. III. Part II.",Samuel Vince,104,0,10,0,0,6,2,0,1,1,0,2,0,3,2,1,0,0,0,0,1,0,0,5,1,1,4,0,0,7,2,0,2,0,1,0,0,0,2,1,0,2,4,0,1,0,0,0,7,0,3,1,1,1,1,4,5,0,0,17,2,1796,1,1,"Cambridge : printed by J. Burges, Printer to the University; and sold by J. Deighton, J. Nicholson, and W.H. Lunn, Cambridge; F. Wingrave, H. Gardner, and P. Emsley, in the Strand; B. & J. White, Fleetstreet; F. & C. Rivington, and G. & T. Wilkie, in St. Paul's Churchyard, London, MDCCXCVI. [1796].",Cambridge,149,male,1749,1821,FALSE,"unfufferable heats when the fun is to the north , passing nearly vertical, but yet are temperate enough when the fun is removed towards the other tropic; because of a ridge of mountains at ome distance within the land , laid to be frequently in winter covered with snow ,"
0779600101_000099,"A voyage towards the South Pole, and round the world. Performed in His Majesty's ships the Resolution and Adventure, in the years 1772, 1773, 1774, and 1775. Written by James Cook, commander of the Resolution. In which is included, Captain Furneaux's Narrative of his Proceedings in the Adventure during the Separation of the Ships. In two volumes. Illustrated with Maps and Charts, and a Variety of Portraits of Persons and Views of Places, drawn during the Voyage by Mr. Hodges, and engraved by the most eminent Masters. ...",James Cook,96,0,0,0,0,0,1,2,0,2,0,0,0,1,5,5,0,0,4,0,0,1,0,1,5,1,0,0,0,6,14,2,0,2,1,0,0,5,1,0,5,3,3,1,0,0,1,1,0,0,1,0,0,8,0,0,1,2,3,8,0,1779,1,2,"London : printed for W. Strahan; and T. Cadell in the Strand, MDCCLXXIX. [1779].",London,468,male,1728,1779,FALSE,"covered by any land between these two points. While we were in the high latitudes , many of our people were attacked with a slight fever, occasioned by colds . It happily yielded'to the simplest remedies; was generally removed 1774- moved in a few days; and, at this time, we"
1545500100_000030,"A voyage round the world; but more particularly to the north-west coast of America: performed in 1785, 1786, 1787, and 1788, in the King George and Queen Charlotte, Captains Portlock and Dixon. ... By Captain George Dixon.","Dixon, George",95,2,0,2,1,0,5,0,0,1,0,0,0,0,3,0,0,0,7,0,1,4,0,0,1,0,0,0,0,10,5,5,0,0,0,1,0,4,0,2,5,14,4,2,0,4,0,1,1,1,0,0,0,3,0,0,1,2,0,3,0,1789,1,1,"London : printed for John Stockdale, and Geo. Goulding, 1789.",London,475,unknown,,,FALSE,"the Westward, in expe&tation of ffading the Bay of Islands till five in the afternoon , but could not fall in with any such pla'e to the Westward of the Cape. That part of the coast which we examined forms a kind of ihallow bay, but affords not the least"
0497800100_000051,"A voyage to the South Seas, and to many other parts of the world, performed from the month of September in the year 1740, to June 1744, by Commodore Anson, In his Majesty's Ship the Centurion, Having under his Command The Gloucester, Pearl, Severn, Wager, Trial, and two Store-Ships. By an Officer of the Fleet.",Officer of the Fleet,85,0,2,2,2,0,2,1,0,1,0,1,3,0,0,0,0,0,2,1,0,1,0,0,6,0,0,0,0,2,0,5,2,2,0,6,0,0,0,0,4,3,0,2,0,0,0,2,2,0,2,1,0,2,0,0,4,17,0,5,0,1744,1,1,"London : printed and sold by J. Plume, opposite the White-Horse, Without Newgate, M,DCC,XLIV. [1744].",London,623,unknown,,,FALSE,"is a low bluff, at 8' legues distance much resembling .linnote. Saturday 20 Land and sea breezes with fair weather tp m came on board a Poitugliefe pl, )t, and half an hour afterwards we made a figndl and anchored . At 2 made the signal and mooed, and at"
1260700201_000282,"A new system of geography: or, a general description of the world. Containing A Circumstantial Account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America; Their Situation, Climate, Mountains, Seas, Lakes, Rivers, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants: with The Birds, Beasts, Fishes, Reptiles, Insects, the Various Vegetables, and Minerals found in Different Regions: also A Concise History of each Country from the earliest Times; And an Introductory Treatise on the Science of Geography. Embellished with a new and accurate set of maps by the Best Geographers; and a great variety of copper-plates, containing Perspective Views of the Principal Cities, Structures, Ruins, &c. By the late D. Fenning and J. Collyer, and others. Vol. I.",Joseph Collyer,96,0,2,0,0,2,0,1,0,1,0,1,0,1,3,0,0,5,6,0,6,0,0,3,0,0,2,1,0,2,2,0,0,0,0,1,2,0,3,3,0,13,0,5,1,0,2,0,5,4,0,0,0,9,1,0,0,4,0,4,1,1778,1,2,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, MDCCLXXVIII. [1778].",London,676,male,1748,1827,FALSE,"Countries jzti within the Tropics are hotter than those under the Line. A particular Account of the wet and dry seafo/s, and of the Tufooons, or periodical Hurricans. WA E are now entering the farther peninsula of India beyond the Ganges, which is situated between the nincty fecond and hundred"
