PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(appli),termFreq(attend),termFreq(begin),termFreq(bleed),termFreq(blood),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(cold),termFreq(continu),termFreq(cure),termFreq(danger),termFreq(degre),termFreq(differ),termFreq(diseas),termFreq(disord),termFreq(drink),termFreq(fever),termFreq(follow),termFreq(frequent),termFreq(gener),termFreq(happen),termFreq(head),termFreq(heat),termFreq(increas),termFreq(inflamm),termFreq(kind),termFreq(littl),termFreq(matter),termFreq(mean),termFreq(medicin),termFreq(method),termFreq(natur),termFreq(observ),termFreq(occas),termFreq(open),termFreq(oper),termFreq(pain),termFreq(patient),termFreq(person),termFreq(physician),termFreq(prevent),termFreq(produc),termFreq(proper),termFreq(purg),termFreq(quantiti),termFreq(remedi),termFreq(remov),termFreq(sever),termFreq(small),termFreq(sometim),termFreq(symptom),termFreq(taken),termFreq(ulcer),termFreq(urin),termFreq(violent),termFreq(warm),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0165100400_000089,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh. The twelfth edition, enlarged and improved. To which is added, a chapter on cold bathing, and drinking the mineral waters, with additions.",William Buchan,94,0,0,3,1,0,2,3,0,1,1,1,3,1,1,1,0,7,0,3,2,0,3,2,0,3,2,0,9,2,0,0,0,1,0,0,0,3,1,0,1,4,1,0,0,0,5,2,1,0,0,0,0,5,9,1,1,3,2,3,0,1792,1,1,"Dublin : printed for W. Sleater, J. Moore, R. White, and J. Rice, M.DCC.XCII. [1792].",Dublin,705,male,1729,1805,FALSE,"and mild purgatives fail to have this effet, str onget ones muss be given. Blistering plasters must likewise be applied to the neck, or behind the ears, and sharp cataplasms laid to the soles of the feet. When the inflammation cannot be discussed, and the part has a tendency to"
0219500202_000122,"Culpeper's English family physician; or, medical herbal enlarged, with several hundred additional plants, principally from Sir John Hill. Medicinally and astrologically arranged, after the manner of Culpeper. And, a new dispensatory, from the MS. of the late Dr. Saunders, Lecturer Of Guy's Hospital. By Joshua Hamilton, M. D. Late Of The University Of Leyden. ...",Nicholas Culpeper,96,0,0,0,1,0,2,0,5,2,2,2,1,1,1,1,0,5,1,1,2,2,6,5,0,0,6,0,9,0,0,0,0,1,0,1,0,0,0,2,6,4,0,1,0,0,1,3,1,1,0,0,1,3,3,0,0,4,3,2,4,1792,2,2,"London : printed for W. Locke, NO. 12, Red Lion Street, Holborn, 1792.",London,563,male,1616,1654,FALSE,"be proper to give an opiate occafionlly, which diminishes irritation, and often promotes the operation of the purgative . No. 43 Take simple peppermint water , and common water , of each six ounces, Epsom salt one ounce and a half: the dose is four spoonfuls every hour, until it"
0306500500_000112,"The practical physician; or, medical instructor. Pointing out remedies for the various diseases of mankind: With Directions for the Preservation of Health. Specifying the Causes, Symptoms, proper Regimen, and Method of Cure of the Different Disorders incident to the Human Body. Adapted to the use of private families; Though conveying equal Information to the Scientific. Together with observations on diet, air, and exercise. The Effects of the Passions, And their Influence on the Production and Prevention of Disease. Including, Medical Advice to Women, on Pregnancy, Child-Birth, &c. And Ample Instructions to Parents and Nurses, Respecting the Disorders of Children. By Lewis Mansey, M. D. Assisted by Communications from the most respectable Practitioners, and the Productions of the most celebrated Medical Writers, whose Names are cited.","Mansey, Lewis",111,2,0,2,1,0,11,5,2,2,0,8,4,1,5,1,0,5,1,1,0,1,4,2,2,1,1,2,1,0,0,0,1,2,1,2,1,3,1,2,2,11,1,0,2,2,1,0,4,0,3,0,0,0,2,1,0,0,0,0,4,1800,1,1,"London : printed by W. Stratford. Crown Court, Temple Bar. For J. Stratford, No. 112, Holborn-Hill, [1800].",London,641,unknown,,,FALSE,"quickly restored, but fresh blood is formed so "" sat, that a preternatural fullness, or plethora, is very "" oon produced , which is frequently succeeded by a ""return of the bleeding . This is again, in like manner, "" followed by a rapid restoration of blood , fullness, and"
0580300600_000206,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,106,5,0,2,1,2,2,0,0,4,3,0,2,1,3,0,0,3,2,2,3,1,1,5,5,1,0,1,0,1,2,1,1,1,0,1,0,2,2,1,0,11,4,1,3,0,3,2,3,1,1,0,2,1,0,2,0,0,2,3,6,1794,1,1,"London : printed for A. Strahan and T. Cadell, London; and J. Balfour, and W. Creech, Edinburgh. Sold also by T. Cadell Junr, and W. Davies, (successors to Mr. Cadell,) in the Strand, MDCCXCIV. [1794].",London,788,male,1729,1805,FALSE,"which is an excellent cordial, my be poured into his mouth. A compress of flannel dipped In hot wine or brandy must be applied to the pit of his stomach, and warm bricks, or bottles filled with hot water , laid to the feet. As soon as the patient is"
0745200402_000014,"Observations on the nature and cure of fevers. By William Grant, M.D. The third edition. In two volumes. ...","Grant, William",95,0,1,0,1,2,4,1,1,2,1,1,2,2,0,3,1,3,0,0,11,2,6,2,1,2,1,0,7,2,0,3,0,3,0,2,1,1,1,0,1,4,0,0,0,1,3,3,1,1,2,0,0,1,4,0,0,1,2,0,1,1779,2,2,"London : printed for T. Cadell, 1779.",London,265,male,,,FALSE,"the inflammatory diseases of that fear son, it renders the cure of them much more difficult and tedious than they commonly are when the weather is frosty and dry: hence Sydenham observes , that in open winters, the genuine inflammations were not frequent before the month of, Ylarch. The species"
0165100400_000056,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh. The twelfth edition, enlarged and improved. To which is added, a chapter on cold bathing, and drinking the mineral waters, with additions.",William Buchan,118,0,0,0,0,3,1,1,1,1,1,2,1,4,2,0,0,9,0,6,13,0,3,5,0,1,1,1,1,2,2,0,0,10,0,1,1,1,1,2,1,9,3,0,0,0,4,3,1,0,2,2,3,4,1,2,0,0,2,1,3,1792,1,1,"Dublin : printed for W. Sleater, J. Moore, R. White, and J. Rice, M.DCC.XCII. [1792].",Dublin,705,male,1729,1805,FALSE,"OR AGUES. INTERMITTING fevers afford the belr opportunity both of observing the nature of a fever , and also the effles of medicine . No person can be at a loss to distinguish an intermitting fever from any other, and the proper medicine for it is now almost universally known."
0425600300_000025,"A treatise on the puerperal fever: wherein the nature and cause of that disease, so fatal to lying-in women, are represented in a new point of view illustrated by dissections; and a rational method of cure proposed, Confirmed BY Experience. By Nathaniel Hulme, M. D. Physician (in Ordinary) to The City of London Lying-in Hospital, And to The General Dispensary for Relief of the Poor.",Nathaniel Hulme,88,0,0,1,1,0,3,0,1,1,6,0,2,2,0,2,2,3,2,1,5,2,3,4,0,1,1,2,9,3,0,1,0,1,2,0,2,3,0,0,2,2,0,1,0,0,1,1,1,0,3,0,0,2,2,0,0,1,1,3,2,1772,1,1,"London : printed for T. Cadell, in the Strand; G. Robinson, in Pater-Noster Row; and J. Almon, in Piccadilly, MDCCLXXII. [1772].",London,188,male,1732,1807,FALSE,"(for the cure ) with a cooling regimen, is, in general , absolutely necessary; and if the disorder proceed from a bandage round the abdomen being too tight, the cause must be removed ; but if the inflammation be caused by a stoppage of the lochia, emmenagogues and all kinds"
0350400600_000057,"A treatise on continual, intermitting, eruptive, and inflammatory, fevers. With observations extracted from the writings of the most eminent practitioners, both Ancient and Modern, and confirmed by the Author's own Experience in the Course of Twenty Years Practice. To which is added, an account of epidemic fevers, From Hippocrates, Sydenham, and Lancisi. By John Gibson, M.D.","Gibson, John",96,0,0,4,2,1,1,0,0,3,1,3,4,3,2,0,0,3,0,2,3,2,3,3,2,0,2,0,7,0,0,0,1,4,1,1,2,0,0,0,8,5,0,2,0,2,0,1,2,1,1,0,1,0,3,3,0,1,1,0,5,1769,1,1,"London : printed for J. Nourse, Bookseller to His Majesty, MDCCLXIX. [1769].",London,406,male,1768,1799,FALSE,"CH AP. C H A P. XV Of CURING the INFLAMMATION of the STOMACH. IN performing of this, let the physician , as quickly as possible, make use of every method of relief; as the patients , after revere sufferings, often fall vitims to this direful disease , which may"
0001600600_000004,"The medical directory. By Clement Francis, Surgeon. Member of the Society of Surgeons in London.","Francis, Clement",95,0,0,0,1,1,4,0,2,2,1,0,4,2,0,0,2,5,6,0,2,2,3,1,2,0,1,0,3,0,1,0,0,5,2,0,1,2,1,3,4,9,0,0,1,2,4,2,1,1,2,0,0,2,5,2,0,0,0,1,0,1771,1,1,"London : printed in the year of our Lord, M.DCC.LXXI. [1771].",London,70,unknown,,,FALSE,"1tomach, accompanied often with an acid, four, or bitter taste in the mouth: in some cafes the patient will be costive, in o; hers continually lax; for an obstruction in the liver will almost always produce costiveness, and a disease in the bile will often stimulate the bowels, so as"
1043000300_000080,"The compleat family physician; or, universal medical repository. Containing the Causes, Symptoms, Preventions, And Cures, Of all the various Maladies to which Human Nature is subject, from the Birth to the Grave. Including The Diseases peculiar to Seamen, as well as those of particular Climates; such as the East and West Indies, Coast of Guinea, Greenland, Newfoundland, &c. with the proper Methods of treating Lunaticks, and Persons who are subject to Fits of any Kind. - And the best and most approved Preservatives against Epidemick and Contagious Diseases; such as the Plague, Putrid Fevers, Gaol Distemper, and other Infections. Together with An Account of all the celebrated Spas-Not only of this Country, but such others also, as are of great Repute in other Parts of the World, and the Waters of which are usually imported into these Kingdoms; with some Observations on the Virtues and Efficacy of Sea Water and Bathing. Likewise, Strictures on Quackery in general; and a candid Examination of the respective Merits of James's Powder, Norton's Drops, Ormskirk Powder, Ward's Drops, And Other Popular Medicines. With a full Account of the various Kinds of Poisons, both Animal, Vegetable, and Mineral; and the best Methods of counteracting their respective Effects. - Also, the Means to be made use of for restoring Drowned or Strangled Persons, as published by the Humane Society; and the Plan of Dr. Hawes, Secretary to that benevolent Institution, for preventing Persons being buried Alive. To which is added, The family surgery. Containing Directions for treating Green and Old Wounds; proper Stypticks for immediately stopping the Blood in all Cases; and infallible Applications for the Cure of the Bite of Mad Animals, as well as the Bite or Sting of venomous Animals and Insects. With some approved Receipts for the Cure of Ringworms, Warts, Corns, Bruises, Carbuncles, &c. and Directions for managing the Eyes, Ears, Teeth, Nails, &c. so as to prevent Blindness, Deasness, and Lameness in the Feet. Also, The proper Methods of making and using Salves, Ointments, Pills, Cataplasms, Poultices, Fomentations, Embrocations, &c. &c. Together with The compleat British herbal. And A List of all such Drugs, Chymicals, &c. as are directed to be used in the different Preparations, with their Prices at Apothecaries Hall, London. The Whole Forming A Compleat Body Of AtDomestick Medicine, Calculated As well to assist Gentlemen of the Faculty, as for the Use of private Families; and in which the utmost Care is taken to recommend such Remedies as are most plain and simple, and of Course the least expensive, and readiest to be procured. By Hugh Smythson, M.D. Late Student at the University of Leyden. When, on the Bed of loath'd Disease, With streaming Eyes, Affection sees A Child, a Husband, Wife, or Friend, And fears the much-lov'd Victim's End; How sighs the sympathetick Heart, For Knowledge in the Healing Art! How fears, lest Want of Skill prevent The kind Assistance fondly meant! No more, by anxious Dread possess'd, Shall Terror fill the friendly Breast; Whilst in our Labours are combin'd The healing Arts of all Mankind.","Smythson, Hugh",102,4,1,0,1,0,1,1,3,4,2,3,2,2,2,1,0,9,4,0,3,1,4,5,0,0,0,0,1,3,0,1,1,4,1,5,1,4,2,1,0,3,1,0,0,2,3,0,1,0,3,2,1,2,1,3,1,1,1,0,0,1781,1,1,"London : printed for Harrison and Co. No 18, Paternoster-Row, MDCCLXXXI. [1781].",London,1056,unknown,,,FALSE,"prudent to inquire, whether he has ever had the same kind of dieafe before, what steps were then taken , and whether any certain drug or medicinal preparation has produced ill effects, or the contrary; by these means we may sometimes attain a method of cure , which our own"
0491600200_000040,"The ladies friend; or, complete physical library, for the benefit and particular use of the ladies of Great Britain and Ireland; treating of ... various symptoms of all their diseases, ... To which is annexed, The practical midwife, ... The fourth edition, with additions and alterations. By S. Freeman, ...","Freeman, Stephen, M.D.",97,1,2,0,0,1,1,1,1,4,3,0,3,4,2,0,1,10,1,2,0,1,1,1,0,1,1,0,0,0,2,2,1,1,0,0,1,4,0,0,3,5,1,0,2,0,4,2,3,1,0,0,2,4,2,3,6,2,1,2,1,1785,1,1,"London : printed for the author, and may be had at his house, No. 9, Salisbury-Square, Fleet-Street; Mr. Turpin; Mr. Gardner; and by all booksellers, and news-carriers, in Great Britain and Ireland, [1785?].",London,341,unknown,,,FALSE,"the time between the monthly periods: the matteris very often of a good confiitence, entirely white, and comes away without pain ; but upon long continuance its colour proves variable, being sometimes white mixed with yellow, and at others of a thin waterish confifs ence, greenish, and inclining to black;"
1487000500_000102,"Domestic medicine; or, The family physician: being an attempt to render the medical art more generally useful, by shewing people what is in their own power both with respect to the prevention and cure of diseases. Chiefly calculated to recommend a proper attention to regimen and simple medicines. By William Buchan, M.D. [Four lines in Latin from Cicero].","Aitken, Robert",108,1,0,2,1,0,5,14,2,7,0,3,1,0,4,1,0,3,0,4,1,0,1,4,1,0,1,2,1,0,0,0,2,2,0,0,1,6,1,0,1,6,2,0,0,0,1,1,2,0,1,0,3,3,2,3,2,0,5,0,5,1772,1,1,"Philadelphia : Printed [by John Dunlap] for and sold by R. Aitken, at his book-store, nearly opposite the London-Coffee-House, in Front-Street, [1772?].",Philadelphia,379,male,1735,1802,FALSE,"drinking , running, wrestling, singing, or speaking aloud. Such as have weak lungs ought to avoid all violent exertions of that organ, as they value life. They should, likewise guard against violent passions, and every thing that occasions a rapid circulation of the blood . THIS disease may likewise proceed"
0413000200_000101,"The entire works of Dr Thomas Sydenham, newly made English from the originals: Wherein The History of Acute and Chronic Diseases, and the Safest and most Effectual Methods of Treating them, Are Faithfully, Clearly, and Accurately delivered. To which are added, explanatory and practical notes, from the best medicinal writers; with others by the translator; Further illustrating the principal Matters, and teaching the Practice of Jnoculation, the Use of Chalybeats, and Mineral Waters, with the Remedies and Regimen proper for nephritic Patients. The fourth edition, with all the notes inserted in their proper places. By John Swan, M.D.",Thomas Sydenham,96,0,0,0,1,2,3,1,1,4,7,1,3,5,0,1,1,5,1,0,0,1,1,2,1,0,0,3,0,2,0,2,0,4,2,1,1,2,1,1,6,3,1,0,1,1,0,6,1,2,2,0,0,1,4,1,0,0,2,1,4,1763,1,1,"London : printed by R. Cave, at St John's Gate, M,DCC,LXIII. [1763].",London,725,male,1624,1689,FALSE,"Having now, byway of digression, communicated some remarks belonging to the history of the hyferic tolic, to prevent its being taken for the bil; ous colic; I will briefly treat of some other particulars relating to the cure of the symptom of pain attending it: for the radical cbre of"
0878500300_000009,"Every man his own farrier, or, the whole art of farriery laid open: containing cures for every disorder, a horse is incident to. Poll-Evil, Fistulas, Farcy, Quitter Bones, Greasy-Heels, to take of false Quarters & Sand-Cracks, Bone-Spavin, Scab and Mange, Scab in Sheep, &c. &c. To which is added, an appendix; including several excellent recipes, and preparation of many valuable Medicines. By Francis Clater.",Francis Clater,91,0,1,1,2,1,2,1,4,2,2,2,2,0,2,1,0,3,3,7,6,5,2,6,1,4,3,2,2,1,0,1,1,2,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,2,3,2,0,1,1,1,0,1798,1,1,"Newark : printed by and for A. Tomlinson; and sold by R. Baldwin, Pater-Noster-Row, London, M,DCC,XC,VIII. [1798].",Newark-on-Trent,189,male,1756,1823,FALSE,"the inaction of the muscles, that his looks are languid and dead. He snorts and sneezes often, panting continually with shortness of breath: this symptom increases till he expires, which generally happens in a few days, unless some sudden and very effectual turn can be given to the ditfemper."" This"
0905000200_000044,"The modern family physician, or the art of healing made easy; being a plain description of diseases to which Persons of every Age are most liable, with the methods of cure. Extracted from the Writings of Sydenham, Mead, Sloane, Boerhaave, Buchan, Tissot, and other eminent physical writers, and Adapted to the Use of private Families.",,115,0,1,0,3,2,4,6,3,1,2,2,3,0,3,0,0,1,7,7,0,3,3,0,0,3,0,0,0,0,4,0,0,3,1,3,0,2,1,3,1,8,3,1,1,2,3,1,2,2,0,1,0,4,2,4,0,0,2,2,5,1776,1,1,"Dublin : printed by W. Kidd, No. 29, Skinner-Row, MDCCLXXVI. [1776].",Dublin,261,unknown,,,FALSE,"upright in a chair, and his legs bathed in water not more thanmilk warm ; his head flould be suffered to recline a little , and his garters tied more tight than usual, but they mull be loosened gradually as the bleeding begins to flop; and a little dry lint"
0510801000_000098,"A treatise on the scurvy. In three parts. Containing An Inquiry into the Nature, Causes, and Cure, of that Disease. Together with A Critical and Chronological View of what has been published on the Subject. By James Lind, M. D. Fellow of the Royal College of Physicians in Edinburgh.",James Lind,108,1,2,0,0,3,1,10,2,1,5,1,1,4,0,0,3,8,2,0,1,1,5,2,0,1,0,0,0,3,0,0,2,3,3,0,3,0,0,1,4,6,0,0,0,1,2,2,1,1,3,1,0,3,7,0,2,2,4,0,0,1757,1,1,"London : printed for A. Millar in the Strand, MDCCLVII. [1757].",London,493,male,1716,1794,FALSE,"disease , a calamity common almost to all mankind. Its immediate cause is, a volatile salt in the blood , endued with great acrimony and malignity. The last of these properties he thinks demonstrable, from the sudden weakness and prostration of strength, anxiety, and difficult respiration, that occur even in"
1046300400_000098,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a Dispensatory for the Use of Private Practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,116,0,2,6,0,1,1,0,1,2,1,2,3,0,1,0,0,10,0,3,0,1,2,3,1,0,0,1,6,0,1,0,2,3,0,0,0,1,2,3,7,12,0,0,1,0,0,4,2,1,0,0,2,1,3,1,0,1,4,9,9,1779,1,1,"London : printed for W. Strahan; T. Cadell in the Strand; and J. Balfour, and W. Creech, at Edinburgh, MDCCLXXIX. [1779].",London,798,male,1729,1805,FALSE,"must neither be applied too warm , nor be suffered to continue till they become quite cold , as either of there extremes would aggravate the disease . THE feet and legs ought likewise to be frequently bathed in lukewarm water , and warm bricks or poultices may be applied"
0205801402_000012,"An essay concerning the nature of aliments, and the choice of them, according to the different constitutions of human bodies. In which the different Effects, Advantages, and Disadvantages of Animal and Vegetable Diet, are explain'd. The third edition. To which are added, Practical rules of diet In the various Constitutions and Diseases of Human Bodies. By John Arbuthnot, M. D. Fellow of the Colleges of Physicians of London and Edinburgh, and of the Royal Society.",John Arbuthnot,102,3,1,1,1,0,1,5,2,2,0,5,3,3,1,2,1,5,0,1,8,0,0,0,1,2,2,0,5,1,0,0,0,2,2,0,1,1,2,0,0,4,0,1,2,0,5,0,0,3,0,1,3,4,0,4,0,1,1,5,4,1735,2,2,"London : printed for J. Tonson in the Strand, MDCCXXXV. [1735].",London,195,male,1667,1735,TRUE,"(at leafl in this Country) very obtinate, often return in spite of all Remedies , and by long Continuance they degenerate into Hepa tical Fevers , and many chronical Distempers, as Jaundice, Dropsy, Schir rus's, and Scurvies; therefore in this Disease a right Method , both of Medicines and Diet,"
0269500400_000033,"Practice of physic: wherein is attempted a concise exposition of the characters, symptoms, causes of diseases, and method of cure; with formulæ, In Which Such New Articles Are Introduced AS Seem, From Trial, To BE Valuable Additions To The Materia Medica. With a copious index Diseases And Medicines. The whole intended for the assistance of the young practitioner. By Richard Temple, M. D. Licentiate Of The Royal College Of Physicians, London.","Temple, Richard",110,1,5,1,3,3,2,8,1,3,5,6,0,2,1,3,1,7,0,0,0,1,3,8,0,1,2,2,3,1,2,0,2,1,1,1,0,0,0,0,2,2,0,0,0,1,1,0,1,1,2,0,1,5,5,0,0,7,0,0,2,1798,1,1,"London : printed for J. Johnson, ST. Paul's Church Yard, 1798.",London,356,male,1759,1826,FALSE,"nature of the: disease . and its seat, whence the treatment will be underftod. Every thing.that may rritate the uripnrypaffalage or organs must be avoided, and. thb inte if smics ti d "" ""L -  *  -; - ""Ky  by laxative medicines and clysters, and the patient"
0815400200_000044,"Observations on the diseases of the army, by John Pringle, Physician in Ordinary to Her Majesty.","Pringle, John, Sir",95,0,2,1,1,2,5,2,1,8,1,4,3,4,0,2,0,3,1,0,3,0,2,2,0,0,0,0,1,4,3,1,0,3,2,1,2,1,0,0,7,2,1,2,0,1,0,3,1,2,1,1,0,2,0,2,2,0,0,1,2,1765,1,1,"London : printed for A. Millar, D. Wilson, in the Strand; T. Durham, at Charing Cross; and T. Payne, next the Mews-Gate, near St. Martin's Church, MDCCLXV. [1765].",London,501,male,1707,1782,FALSE,"remained. Between whiles, I purged him with a solution of gum guaiacum in a larger dose than in the formula above; and on the intermediate days I gave him twice or thrice in the day so or 6o drops of the spirit of hartshorn in a draught of water ."
1231800400_000021,"The family physician, containing some of the most approved receipts and opinions, of Sydenham, Tissot, Fothergill, Buchan, Harris, Mead, Sampson, Elliot, Cooke, &c. &c. Arranged alphabetically, and designed as an assistant for all labouring under diseases; but more especially for Those Whose Circumstances Will Not Afford Them The Benefit Of Applying To Gentlemen Of The Physical Faculty.",,101,1,0,2,0,0,2,9,5,7,4,2,0,2,2,2,1,2,0,3,1,1,2,1,1,2,0,0,3,1,3,0,2,5,0,1,0,4,2,1,2,3,0,0,1,0,3,1,2,0,1,0,0,4,1,2,1,0,0,2,4,1798,1,1,"London : printed for the booksellers, 1798.",London,206,unknown,,,FALSE,"discharge of blood from any part of the body , fly immediately to the use of styptic and astringent medicines , by which means an inflammation of the brain, or some there fatal disease is occasioned ; which, had the discharge been allowed to go on, might have been prevented"
0206000101_000044,"Van Swieten's Commentaries abridged. By Dr. Schomberg, of Bath, Fellow of the Society of Antiquaries.","Swieten, Gerard, Freiherr van",100,13,0,1,1,0,1,5,3,1,1,3,4,1,4,0,0,2,3,0,1,1,4,0,3,0,4,1,7,0,0,3,1,0,1,1,1,3,2,0,2,4,0,0,2,2,0,0,1,2,1,0,1,2,2,0,0,0,3,2,0,1762,1,4,"London : printed for W. Johnston, in Ludgate-Street, MDCCLXII. [1762].",London,453,male,1700,1772,FALSE,"best method of terminating an inflammation which cannot be dispersed, is that by suppuration; and therefore in this this cafe all the endeavours of art are to be used to promote the suppuration as fast as possible, that the patient may be speedily relieved from the extreme difficulties with which"
0283200700_000083,"A complete collection of the medical and philosophical works of John Fothergill, M. D. F. R. S. and S. A. Member Of The Royal Colleges Of Physicians At London And Edinburgh; Of The Royal Medical Society At Paris; And Of The American Philosophical Society: with an account of his life; and occasional notes; by John Elliot, M.D.",John Fothergill,94,0,3,1,0,1,1,2,0,3,3,2,1,2,0,2,0,1,3,0,2,0,3,1,2,0,4,0,2,3,1,0,2,4,2,2,0,1,0,0,5,6,2,1,6,1,1,3,4,1,0,2,1,4,0,0,1,0,2,0,0,1781,1,1,"London : printed for John Walker, No. 20, Pater-Noster-Row, M,DCC,LXXXI. [1781].",London,674,male,1712,1780,FALSE,"in practice, every convenient opportunity ought to be embraced, to expose and correct a popular error, than which perhaps there are few in the circle of medicine that are more mischievous. Repeated instances have occurred to me, of grievous inconveniences arising from these heating medicines ; the piles, strangury, immoderate"
0353100200_000020,"Elements of the practice of physic, for the use of those students who attend the lectures read on this subject at Guy's Hospital.",Guy's Hospital,111,0,0,2,1,0,3,0,7,5,3,2,1,5,0,0,1,6,0,0,4,1,7,5,0,1,2,1,7,0,2,0,0,2,0,1,0,2,0,1,8,2,1,0,0,2,0,1,0,2,0,1,0,5,2,1,0,10,2,2,0,1798,1,1,"[London] : Printed in the year, 1798.",London,198,unknown,,,FALSE,"of lheic fymptons, * § t;. - -. -.·"" - The causes of this disease are wounds, .contuiions, or calculi in the organ; violent exertions in attempting to carry great weights; concussions of the body , by violent exercise either on horseback, or in rough carriages; the suppression of haemorrhoids,"
0166900700_000010,A treatise on the diseases of infants and children.,,88,0,3,1,2,2,1,0,2,3,3,1,3,1,0,2,0,4,1,0,3,0,5,2,2,1,1,1,2,1,2,2,4,0,1,2,1,1,1,0,2,3,0,0,2,3,2,1,1,0,0,0,1,2,3,0,3,0,2,0,2,1772,1,1,"London : printed for W. Johnston, in Ludgate-Street, MDCCLXXII. [1772].",London,274,unknown,,,FALSE,"a -60 a soft fungous mass, it may be frequently , but cautiounly touched with Roman vitriol, or the lunar caustic. If it does not yield to these means , it. will generally continue fr life. When there are symptoms of inflammation , and no matter has yet begun to"
0195700400_000125,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a Dispensatory for the Use of Private Practitioners. By William Buchan, M.D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,103,0,0,0,1,1,2,1,6,1,4,1,3,9,0,0,1,9,0,3,1,0,4,2,0,1,2,1,2,0,0,0,1,6,0,0,0,4,2,0,2,4,1,0,1,1,2,2,4,0,0,0,1,1,3,2,0,1,2,2,6,1784,1,1,"London : printed for W. Strahan; T. Cadell in the Strand; and J. Balfour, and W. Creech, at Edinburgh, MDCCLXXXIV. [1784].",London,841,male,1729,1805,FALSE,"walking, running, and even jumping, are likewise proper , provided he can bear them without pain , and there be no symptoms of inflammation . Patients have been often cured of this disease by a long journey, after medicines had proved ineffecual. AMUSEMENTS are likewise of great use in the"
0257500300_000090,"Culpeper's English physician; and complete herbal. To which are now first added, upwards of one hundred additional herbs, with a display of their medicinal and occult properties, ... Forming a complete family dispensatory, ... Beautified and enriched with engravings ... Th medical part. By E. Sibly, ...",Nicholas Culpeper,94,1,1,1,2,0,1,5,1,3,2,1,0,3,0,0,0,5,1,1,0,0,1,2,0,5,1,2,0,1,1,0,1,4,1,0,1,6,3,1,1,8,1,0,2,0,4,2,0,1,1,0,0,3,2,5,0,2,1,1,2,1795,1,1,"London : printed for the author, and sold at the British Directory-Office; and by Champante and Whitrow, [1795?].",London,264,male,1616,1654,FALSE,"ammoniac, at bedtime. Large doses of aether have been found very efficacious in removing a fit of the asthma. For the convulsive or nervous asthma, antispasmodics and bracers are the most proper medicines . The patient may take a teaspoonful of the paregoric elixir twice a day. The Peruvian bark"
0166900301_000059,"An inquiry into the present state of medical surgery; including the analogy betwixt external and internal disorders; and the Inseparability of these Branches of the same Profession. ... . By Thomas Kirkland, M.D. Member of the Royal Medical Society at Edinburgh.",Thomas Kirkland,102,1,1,5,2,1,1,2,0,1,0,2,0,5,1,4,9,6,0,0,2,0,2,2,0,1,1,2,6,2,2,5,1,0,2,1,0,2,1,0,0,2,0,0,4,2,1,3,3,4,2,2,1,0,0,2,1,0,0,1,1,1783,1,2,"London : printed. Sold by J. Dodsley, Pall-Mall; and William Dawson, No. 7, Pater-Noster-Row, MDCCLXXXIII. [1783]-86.",London,508,male,1722,1798,FALSE,"wounds in the membranes where there is a free dlifcharge, I enlarged the wound, which I dressed with diget'ives, and applied a neutralised cerate to the whole head . Blood was taken from the arm, and Glauber's salt given inwardly; by which means an exudation arose under the application, the"
0734700100_000603,"A new medical dictionary; or, general repository of physic. Containing an explanation of the terms, and a description of the various particulars Relating To Anatomy, Physiology, Physic, Surgery, Materia Medica, Pharmacy, &c. &c. &c. Each Article, according to its Importance, being considered in every Relation to which its Usefulness extends in the Healing Art. By G. Motherby, M.D.","Motherby, G. (George)",108,1,8,2,1,5,1,0,1,3,0,1,3,1,4,0,1,0,3,1,9,1,2,0,4,1,5,1,0,4,1,2,1,3,0,2,1,1,0,1,2,7,0,0,1,0,3,1,0,0,1,0,0,5,9,0,0,2,0,1,1,1775,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCLXXV. [1775].",London,640,male,1732,1793,FALSE,"a hurry of the head when the patient endeavours to compose himself to rest, as aifo the frequent and weak pulse may be coifidered as pathognomonic signs of the miliary pultules being about to appear , and they continue until the pullules become prominent, after which they nioltly disappear. For"
