PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(believ),termFreq(better),termFreq(bring),termFreq(brother),termFreq(care),termFreq(death),termFreq(enter),termFreq(exit),termFreq(faith),termFreq(father),termFreq(fear),termFreq(fellow),termFreq(friend),termFreq(gentleman),termFreq(god),termFreq(hand),termFreq(head),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(natur),termFreq(night),termFreq(noth),termFreq(old),termFreq(plai),termFreq(pleas),termFreq(poor),termFreq(prai),termFreq(run),termFreq(self),termFreq(servant),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(true),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1084100107_000100,The english theatre. In eight volumes. Containing the most valuable plays which have been acted on the London stage. ...,,69,0,1,3,1,3,1,0,2,1,3,0,0,1,0,0,0,0,0,2,0,1,3,0,0,1,4,2,1,2,3,0,5,3,0,1,1,0,0,0,0,2,1,0,1,2,0,2,0,0,5,3,2,2,0,0,2,0,2,1763,7,8,"London : printed for T. Lownds in Fleet-Street. MDCCLXII. Where may be had, All Sorts of Plays, [1762] [1763].",London,413,unknown,,,FALSE,"AC T. ""ACT V ACT IV Enter Lady Outside, and Miranda, per.ufig a Letter . .M R. A t D A.  gg'ow excellent is the Style! such soft, such ht r easy Language! as if the Quill that wrote it tl h had been pluclc'd from Cupid's Wing. D"
0583700100_000013,"Tunbridge-Walks: or, the Yeoman of Kent. A comedy. By Mr. Baker.","Baker, Thomas",62,3,1,0,1,0,0,1,3,1,2,0,0,1,1,0,0,0,2,0,0,0,1,0,0,3,5,1,0,3,0,0,0,3,2,1,1,1,2,1,2,4,0,0,1,1,1,1,0,0,1,1,3,0,2,2,0,2,1,1751,1,1,"London : printed for Henry Lintot, M,DCC,LI. [1751].",London,71,male,1700,1709,FALSE,"if they resist me; then I grow outrageous, orm, stare, rave, and force all I meet. Luc. My Stars! The Man talks firangely terrible, if body was afraid on't; I believe , Sir, you, like other night errants o' the Age, boast a great deal more than ou perform. Rey."
0341400501_000062,"Plays, written by Sir John Vanbrugh. In two volumes. ... . Containing, The Relapse; Or, Virtue in Danger. The Provok'd Wife, with a new Scene. Aesop, in two Parts. The False Friend.",John Vanbrugh,66,1,4,1,0,1,2,1,2,0,4,0,2,1,2,0,0,1,2,3,0,0,2,0,0,3,3,0,0,1,2,0,3,3,2,3,0,0,0,1,1,0,1,0,0,2,1,0,0,0,2,2,2,1,2,2,0,0,0,1765,1,2,"Dublin : printed for J. Exshaw, in Dame-Street, and H. Saunders, in Castle street, Booksellers, MDCCLXV. [1765].",Dublin,326,male,1664,1726,TRUE,"fain come off, without jour bdp; but find that's imnpofible. In a fford, the wboke Birfmns miuf be thrown upcn a Matrimonial Intrigue, betrqeen your fri.n7 and mine. But if the Parties art not fond emouhb, to go quite through .with the matter ; ti ficfiecnt for our Turn, they"
0345700900_000007,The provok'd wife. A comedy. As it is acted at the Theatre-Royal in Drury-Lane. Written by Sir John Vanbrugh.,John Vanbrugh,82,0,2,1,2,0,1,0,2,2,0,0,0,3,1,2,0,1,0,11,2,0,4,2,0,5,3,0,0,0,1,0,0,0,6,1,0,3,0,1,0,1,0,1,0,2,1,0,2,0,1,6,1,1,6,3,0,1,0,1761,1,1,"London : printed by J. Brindley in New Bond-Street; T. Longman, C. Hitch and L. Hawes, S. Crowder and Co. in Pater-Noster-Row; G. Kearsly, in Ludgate-Street; C. Corbett, and T. Lounds, in Fleet-Street, MDCCLXI. [1761].",London,84,male,1664,1726,TRUE,"enough Yesterday; I hant been at home Tonight. Conl. What, were you out of Town? Sir 7 Out of Town! No, I was drinking. Const. You are a TRUE Englishman; don't know your own Happiness. ifi were married tofuch a Woman , I would not be from her a Night"
0834801500_000021,"The suspicious husband. A comedy. By Dr. Hoadly. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, By Permission of the Managers.","Hoadly, Benjamin",76,2,2,0,0,4,0,0,4,3,0,0,0,0,1,2,0,0,0,3,0,3,4,0,0,4,7,1,3,3,0,1,1,8,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,0,0,1,2,1,3,2,1791,1,1,"London : printed for the proprietors, under the direction of John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,91,male,1706,1757,FALSE,"Stric. But I know your Clarinda, your woman of honour , is your blind, your cover, your but why do I distract myself about a woman I have no longer any concern with? Here, madam , is your fate. A letter to your brother in the country. Mrs. Str. Sir"
0049400500_000037,"The comedies of Terence. Translated into English prose. To which is prefixed, some account of the author, and of the dramatic poetry of the antients. By Mr. Gordon.",Terence,68,0,3,1,2,2,1,0,0,0,1,1,1,0,0,3,0,2,0,3,1,1,1,1,0,6,3,0,0,0,4,1,1,1,0,2,2,1,1,0,1,0,2,1,0,3,1,0,0,1,1,3,0,0,1,1,1,1,5,1752,1,1,"London : printed for Thomas Longman; and Charles Hitch and Lacey Hawes, in Pater-Noster Row; and John and James Rivington, in St. Paul's Church-Yard, MDCCLII. [1752].",London,313,male,185,159,FALSE,"greatest intimacy commences. How do you know but providence has ordered it so? Th. I am sure , I am extremely willing and glad to take it in that light. Ch. One Ch. One thing I beg you would believe , that what I did proceeded from no intention of"
0112300103_000043,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Volume the First.",Henry Fielding,76,1,3,1,0,0,0,0,0,1,1,4,0,2,0,2,0,1,1,1,3,3,1,1,0,0,3,2,0,0,1,1,11,4,4,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,3,2,1,4,3,1,0,3,1775,3,12,"London : printed for John Bell, No 132. Strand, M.DCC.LXXV. [1775].",London,328,male,1707,1754,TRUE,"more your malter's interest to be this lady's fon in law than her husband: for in the firil place, she has but little fortune; and if (he was once married to his son, I dare swear the old gentleman would never forgive the. disappointment of his love . Rcaii. Ram."
0050501800_000010,"She wou'd and she wou'd not, or, the kind imposter. A comedy, by Colley Cibber, Esq. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, By Permission of the Managers.",Colley Cibber,67,1,1,0,3,0,2,0,4,5,0,3,0,2,1,3,0,1,0,0,1,1,0,2,0,6,0,1,0,0,0,1,2,2,2,1,0,0,0,0,0,3,0,2,1,1,3,0,3,0,2,2,1,0,1,0,1,1,1,1792,1,1,"London : printed for the proprietors, under the direction of John Bell, British-Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCII. [1792].",London,134,male,1671,1757,TRUE,"my jade's! -- Here hlas been rare doings! -- Well I it slant hold long; madam shall be noosed tomorrow morning -- Ha L Sir's in a great passion here, but it won't do those long strides, don, will niever bring you the sooner to your mistress. -- Rosara I"
0325000600_000019,"The chances. A comedy. As atlered [sic] from Beaumont and Fletcher. By His Grace the Duke of Buckingham. Adapted for theatrical representation as performed at the Theatres-Royal Drury-Lane and Covent-Garden. Regulated from the prompt-books, ...",Francis Beaumont,67,1,0,1,0,1,0,0,4,1,1,0,1,4,4,1,1,0,0,2,0,1,1,1,0,3,1,4,0,1,0,0,2,2,0,1,2,0,0,0,3,2,0,2,0,1,0,1,0,3,1,1,0,0,1,6,2,1,2,1791,1,1,"London : printed for the proprietors, under the direction of John Bell, 1791.",London,87,male,1584,1616,FALSE,"daughter Constantia has never had a child: a child! ha, ha, ha! 0 goodness save us, a child! 149 Fred. 0, then she is the mother, and it seems is not in. formed of the matter . Well, madam , I shall not dispute this with you any further; but"
1581101000_000068,The lying lovers; the funeral; and the tender husband: comedies. Written by Mr. Steele.,Richard Steele,57,0,1,1,1,1,1,1,5,3,0,1,0,0,0,3,0,1,1,0,1,1,0,1,0,2,2,1,0,0,1,0,3,4,3,1,0,1,0,1,0,1,1,0,0,1,0,1,3,0,1,3,2,1,0,0,0,0,1,1712,1,1,"London : Printed by J.T. for Bernard Lintott, at the Cross-Keys between the two Temple-Gates in Fleetstreet, 1712.",London,282,male,1672,1729,TRUE,"come in. Enter Clc: imont Senior, Mrs. Cler. Your very hum; !e Servant . Cler. Sen. I was going to take the Air this Mornii; i, in my Coach, and did mi ficif the Honour , before I went, to receive your Conmmand3, finding you saw Corn p.n y. Mrs."
1028300105_000147,"The new English theatre in eight volumes, containing the most valuable plays which have been acted on the London stage ...",,68,3,0,1,0,0,0,0,2,1,2,4,0,1,1,2,0,0,2,1,0,0,1,0,0,3,2,1,0,0,2,0,6,0,6,1,1,3,1,3,0,1,1,2,2,2,0,0,2,0,1,2,1,0,0,3,0,1,0,1776,5,12,"London : printed for J: Rivington & Sons, W: Strahan, W: Johnston, C: Bathurst, T: Davies [and 18 others in London], 1776-[77].",London,470,unknown,,,FALSE,"his underfianding, it is a very planfible occasion for me to quench my thirit at the spring (f your bounty. i thought I could not recommend myffelf better to you, sir, than by the delivery of a great beauty and fortune into your arms, whom I have heard you if.h"
0747701100_000013,"The jew: a comedy. Performed at the Theatre-Royal, Drury-Lane. By Richard Cumberland, Esq.",Richard Cumberland,71,0,1,1,0,0,2,0,1,2,0,2,0,0,7,2,0,0,0,5,2,1,0,3,0,3,3,0,0,1,2,0,1,2,1,0,1,1,0,0,3,2,0,0,6,0,0,1,0,2,2,3,1,0,1,1,1,1,3,1795,1,1,"London : printed for C. Dilly, in the Poultry, 1795.",London,80,male,1732,1811,TRUE,"good na turdeft soul alive the house will be a dungeon without Jabal. Sheva. Then tell him tis at your request I let E him him stay in his dungeon, Says that I was very. angry with him, but that you pacified my anger. Dvrcas. Lord love your heart !"
1143300600_000072,"The dramatic works of Sir Richard Steele, Knt. Containing, The funeral. The tender husband. The lying lover. The conscious lovers.",Richard Steele,69,1,0,2,0,0,1,0,0,1,0,1,0,0,1,1,0,2,0,1,0,0,1,1,0,10,4,1,3,1,3,0,2,2,1,1,1,1,1,0,2,2,3,0,2,1,1,0,2,2,0,1,2,0,0,1,2,4,0,1760,1,1,"London : printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, H. Woodgate, and S. Brookes, MDCCLX. [1760] [1768?].",London,303,male,1672,1729,TRUE,"To much as a tingle Mug of Beer for my Vote in all my Life . Humph. Sirrah, there is no enduring your Extravagance; 11 hear you prate no longer. I wanted to see you, to inquire how Things go with your Mvlafier, as far as you underfiand them; 1"
0033300106_000109,"A select collection of novels and histories. In six volumes. Written by the most celebrated authors in several languages. Many of which never appear'd in English before. All new translated from the Originals, By several Eminent Hands.",Samuel Croxall,79,0,3,3,0,0,1,0,0,0,1,0,0,0,2,7,0,1,0,2,1,6,1,3,0,4,0,0,2,2,2,1,5,3,0,1,1,0,1,0,0,0,0,3,1,2,0,0,1,2,1,1,2,3,5,1,2,2,0,1729,6,6,"London : printed for John Watts, at the Printing-Office in Wild-Court near Lincoln's-Inn-Fields, MDCCXXIX. [1729].",London,371,male,1693,1752,FALSE,"return, has had the Impudence and Bale ness to attempt the Honour of your Wife , on which depends that of your House , and your Children: Thole a long time endeavoured to insinuate his Evil Intentions, yet I would not understand him; my Heart was full of you, and"
0058903200_000002,"The amorous widow: or, the wanton wife. A comedy. As it is acted at the Theatre-Royal, in Drury-Lane, by His Majesty's servants. By Mr. Betterton.",Thomas Betterton,67,0,4,1,0,1,1,0,1,1,0,0,1,2,1,0,1,0,0,1,0,1,0,1,0,2,4,0,2,0,2,3,6,5,3,0,0,0,1,0,1,3,2,1,0,0,0,0,2,2,2,1,0,0,0,3,0,1,4,1729,1,1,"London : printed for A. Bettesworth, at the Red-Lion in Pater-Noster-Row ; T. Astley, at the Rose in St. Paul's-Church-Yard ; and W. Feales, at Rowe's-Head, in Clement's-Church-Yard, M.DCC.XXIX. [1729].",London,81,male,1635,1710,FALSE,"ier Heart , I warrant you. - eff. He can say nothing to her, but that damned Aunt of hers is hearkning ftill what pleasure can she Ssnd in Love at Fifty? r: ir. Fie, Jery,, you must say at Five and Twen --.. -  - X °. .:,,..,..,"
0050400109_000051,"Jones's British theatre. Vol. II. Containing, I. The fair Penitent. II. The Mourning Bride. III. Zara. IV. Venice Preserved.",,62,1,1,0,0,0,1,1,3,4,0,0,1,3,0,2,0,0,0,1,1,0,1,2,0,4,2,0,4,0,0,1,0,5,0,1,0,0,2,2,0,0,0,1,1,2,4,0,1,1,1,0,0,0,4,3,0,0,1,1795,9,10,"Dublin : printed by John Chambers, for William Jones, No. 86, Dame-Street, 1795.",Dublin,486,unknown,,,FALSE,"with my purse full of gold, that persuasive rhetoric, to win you to let me see and speak to this Clarinda once again. Lu. She is not here, sir. Fran. Direct me to her. Luc. No, I cann't do that neither. Enter Mr. STRICTLAND behind. Slri'. I heard a knocking"
1073700100_000018,"The fatal marriage; or, the innocent adultery. A tragedy. By Mr. T. Southern.",Thomas Southerne,81,0,1,2,2,0,1,0,3,2,0,1,1,0,3,1,0,0,0,0,0,1,3,1,0,6,7,1,1,0,1,0,3,0,3,0,1,2,2,1,1,2,0,11,0,2,0,0,3,3,2,0,0,0,1,1,3,2,0,1722,1,1,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, 1722.",Dublin,86,male,1660,1746,TRUE,"make me what you please : and that I'm fire will please you. _ul. Leave that.to me, husband. Fern. Fabian, you look melancholy; don't be sorry that I am alive again: you have some friends in the other world , that put me in mind of you: ['11 settle half"
0741100900_000006,The man of quality: a farce: taken from the comedy of The relapse by Mr. Lee. And acted at the Theatres-Royal in Covent-Garden and Drury-Lane.,"Lee, John           1781",69,0,0,1,0,0,4,0,2,2,0,3,2,0,0,0,0,0,2,1,0,1,2,1,0,2,1,1,0,0,2,0,5,2,6,0,1,1,1,0,0,3,0,2,2,1,1,0,1,2,1,3,2,0,2,3,1,0,2,1776,1,1,"London : printed for G. Kearsly, No. 46, near Serjeants-Inn, Fleet-Street, MDCCLXXVI. [1776].",London,48,unknown,,,FALSE,"house all day long, the can; tis very well. Nurse without, opening the door, with a key. 2\ur. Miss Hoyden, Miss, Miss, Miss Miss Hoyden I Enter Nurse. Mirs. [sulkily.] Well, what do you make such a noise and a miss ing about for, ha! What do you din a"
1105700500_000005,"The provok'd husband; or a journey to London. A comedy, as it is acted at the Theatre-Royal, by His Majesty's servants. Written by the late Sir John Vanbrugh, and Mr. Cibber.",John Vanbrugh,70,0,1,1,0,4,1,0,3,1,0,0,0,0,1,0,0,0,1,0,1,1,2,1,0,4,5,2,0,1,1,0,1,5,0,1,0,1,0,0,3,0,1,1,1,2,0,0,1,3,1,2,3,2,2,3,3,3,0,1728,1,1,"London : printed for J. Watts, at the Printing-Office in Wild-Court near Lincolns-Inn Fields, MDCCXXVIII. [1728].",London,116,male,1664,1726,TRUE,"they are, i'll feed even your Follies, to deserve it -- Perhaps, you may have Come other trifling Debts of Honour Abroad, that keep you out of Humour at Home at leaf it shall not be my fault, if I have not more of your Company There, there's a Bill"
0829500500_000104,"The works of the late ingenious Mr. George Farquhar: containing all his letters, poems, essays, and comedies publish'd in his life-time. The Comedies are Illustrated with cuts representing the principal Scenes in each Play.",George Farquhar,72,0,1,0,0,2,0,2,2,2,3,0,2,0,0,0,0,0,2,1,4,0,0,4,0,6,3,1,2,0,1,3,3,3,0,0,1,1,1,0,0,0,1,1,0,2,2,0,1,1,2,3,0,0,3,1,3,2,0,1711,1,1,"London : printed for Bernard Lintott, at the Cross-Keys between the two Temple-Gates in Fleet-Street, [1711].",London,587,male,1677,1707,TRUE,"People in the World , till she got, I don't know how, a Crotchet of Jealousy in her Head . This made her frumpilh; but we had never an angry word : She only fell a crying overnight, and I went for Italy next Morning. -- But pray no more"
0370500300_000015,"The city wives confederacy. A comedy, as written by Sir John Vanbrugh. Distinguishing also the Variations of the Theatre, as performed at the Theatre-Royal in Drury-Lane. Regulated from the prompt-book, By Permission of the Managers, by Mr. Hopkins, prompter.",John Vanbrugh,70,2,1,2,1,0,1,1,2,2,0,0,1,3,0,1,0,0,1,1,1,0,2,2,0,9,1,2,1,0,3,0,0,1,1,2,0,3,1,0,3,1,1,0,0,0,0,0,0,1,2,3,1,3,1,0,4,1,1,1777,1,1,"London : printed for John Bell, near Exeter-Exchange, in the Strand, MDCCLXXVII. [1777].",London,80,male,1664,1726,TRUE,"Fli; Frf. Yes, yes, tis the luckiest thought in the word ; Madam often plays , you know , and folks who do so, meet now and then with f(arpers. Now you (hall be a (harper. blon. A (harper! Sip. Ay, ay, a (harper: and having cheated her of two"
0058202800_000011,"Love's contrivance, or, Le Medecin malgre Lui. A comedy. As it is Acted at the Theatre Royal in Drury-Lane.",Susanna Centlivre,80,0,1,1,0,0,0,0,2,2,1,0,0,0,1,1,0,1,0,2,2,0,5,0,0,6,6,0,0,1,0,1,1,2,1,1,1,0,0,0,1,0,0,1,1,5,0,8,4,5,0,4,0,2,5,4,0,0,1,1703,1,1,"London : printed for Bernard Lintott at the Middle-Temple Gate in Fleetstreet, 1703.",London,79,female,1667,1723,TRUE,"for me for, Mr Sel: ips Oc. Only to say Grace, that the Lady and Si' Toby migbt~fail to. bru you have said so long, Mr. Pa. n, that the Lady's Stomach is gone. ..Sir ob.: You are very fatyrical upon .your rienlds Mr., Qavi, 3 but I hope kerstmiach"
1118101401_000092,"The works of Samuel Foote, Esq. In two volumes. ... . Containing Taste, The Englishman in Paris, The Knights, The Englishman Returned from Paris, The Author, The Mayor of Garrat, The Orators, The Minor, The Lyar, and The Patron.",Samuel Foote,74,1,0,1,1,0,1,0,3,2,0,4,0,2,2,1,9,2,0,0,0,2,0,0,0,3,2,0,1,0,2,1,3,2,1,1,2,1,0,1,0,5,0,0,1,2,0,0,3,1,3,4,1,1,0,0,1,0,1,1798,1,2,"Edinburgh : printed for Peter Hill, 1798.",Edinburgh,352,male,1720,1777,TRUE,"observation is just; that is exactly his cafe. Pap. I'm sure it is your's. 0 twild. Well; Sir, I suppose we shall see you this C cing. i': I'ild. The Marquis has an appointment with some *. llhis countrymen, which I have promised to attend; be ilc., Sir, as he"
0094300200_000024,"The dramatick works of Sir Richard Steele. Containing the following comedies, viz. The funeral; or, grief a-la-mode. The tender husband; or, the accomplish'd fools. The lying lover; or, the lady's friendship.",Richard Steele,69,3,2,0,0,0,1,1,4,1,0,1,1,0,0,1,0,0,3,1,0,0,1,0,0,1,10,0,0,1,2,1,3,6,1,1,0,2,1,0,3,0,1,1,0,1,2,2,1,1,0,0,1,0,3,2,1,1,0,1723,1,1,"London : printed for J. T. And sold by Bernard Lintot between the Temple-Gates in Fleet-Street, 1723 [1722].",London,270,male,1672,1729,TRUE,"who have lived in the Family, may, perhaps, give light into, and which I can't believe even ihe could be guilty of. L Ha. Nay, my Lord, that's generous toa Folly, for even for her Usage of you (without regardtomy self ) I am ready to believe fte would do"
0072801300_000062,"The dramatic works of Sir Richard Steele, Knt. Containing The funeral. The tender husband. The lying lover. The conscious lovers.",Richard Steele,71,0,0,1,1,0,1,0,3,1,1,0,1,3,1,1,0,4,0,2,2,2,2,1,0,2,5,1,3,1,0,3,4,7,1,2,3,0,1,3,0,0,0,0,1,1,0,1,3,0,0,1,0,1,0,0,0,0,0,1760,1,1,"London : printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, and S. Bladon, MDCCLX. [1760] [1771].",London,302,male,1672,1729,TRUE,"wn'd all over the plains of Arca -- Arca -- arcadia for his loyal and TRUE anfeion to his charming paramour, Parthenia --. Blessings on his heart for it there no such suitors now a days -- - ['leepin2g.] - But I hope they'll come together again at the end"
1230200800_000077,"The dramatic works of Sir Richard Steele, Knt. Containing, The funeral. The tender husband. The lying lover. The conscious lovers. To which is prefixed, an account of his life and writings.",Richard Steele,75,1,0,2,0,1,1,0,0,1,0,8,1,3,3,0,0,0,0,1,1,1,1,0,0,3,4,4,0,4,1,0,0,0,2,2,1,1,0,0,0,7,0,1,2,3,0,1,1,0,1,2,0,0,2,6,0,0,2,1761,1,1,"London : printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, H. Woodgate, and S. Brookes, MDCCLXI. [1761] [i.e. 1771?].",London,326,male,1672,1729,TRUE,"imeans -- The old Fellow will he so vain, if he sees .t V Bev j; un. Ay -- But the young Lady , Sir, will think me so indifferent Hrumph. Ay -- there you are right -- -- press your Readiness to go to the bride he won't let"
0341401200_000027,"The provok'd wife. A comedy. In which is inserted, an original scene, never before printed. Written by Sir John Vanbrugh.",John Vanbrugh,78,0,1,3,1,1,0,1,2,1,0,0,0,1,4,0,0,2,1,13,0,0,2,0,0,1,3,0,0,2,1,3,1,3,2,0,3,0,2,0,1,2,0,2,1,1,0,0,2,0,3,3,0,1,3,0,1,1,3,1761,1,1,"Dublin : printed for William Whitestone, Bookseller, in Skinner-Row, M,DCC,LXI. [1761].",Dublin,87,male,1664,1726,TRUE,"won't content you, I know but one way more, which if you think fit, you may take. Sir John. Lord, Sir, you are very hafry: If I had been found at Prayers in your Wife s Closet, I houd have allowed you twice as much Time to come to yourself"
0341401100_000005,"The provok'd husband; or, a journey to London. A comedy. By Sir John Vanbrugh & C. Cibber, Esq. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books. By Permission of the Managers.",John Vanbrugh,89,0,1,1,0,5,1,0,4,3,0,0,0,0,2,0,0,1,1,0,0,0,2,1,0,5,20,2,0,1,1,0,0,3,0,1,0,1,0,0,3,0,1,0,1,2,0,0,2,3,2,3,3,2,2,3,3,3,0,1794,1,1,"Dublin : printed by J. Chambers, for William Jones, No. 86, Dame-Street, MDCCXCIV. [1794].",Dublin,154,male,1664,1726,TRUE,"get money than to throw it away I have a strong pre poffefflion, that with this five hundred, I shall win five thousand. Lord T. Madam , if you were to win ten thousand, it would be no. fatisfation to me. Lady T. Oh, the churlj ten thousand! what! not"
1210700104_000083,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Vol. I.",Henry Fielding,71,0,1,0,2,0,1,0,4,0,0,1,0,1,1,5,0,0,1,0,0,2,0,1,0,3,3,0,0,1,1,0,1,3,2,2,1,1,0,0,1,2,0,1,1,1,4,0,1,0,1,2,0,1,9,3,1,3,2,1776,4,12,"London : printed for John Donaldson, corner of Arundel Street, No 195. Strand, M.DCC.LXXVI. [1776].",London,356,male,1707,1754,TRUE,"goles, if you will pay for it. Lord baa.'b. Pugh, pshaw, pay! never mind that: That word hath almost put me in the vapours. -- - Come, my dear girl -- [ekiges her. Wife . 0 fie, my Lord, you make me blufi. He kisses sweeter than my husband a"
1108600401_000034,"The works of Mrs. Davys: consisting of, plays, novels, poems, and familiar letters. Several of which never before publish'd. In two volumes. ...",Mary Davys,79,0,2,1,0,2,0,1,2,2,2,2,1,0,4,0,0,5,1,1,0,1,1,0,0,5,3,2,7,1,0,1,3,7,3,0,0,2,0,0,1,4,0,0,1,0,0,0,1,1,2,4,0,0,0,1,1,1,0,1725,1,2,"London : printed by H. Woodfall, for the author, 1725.",London,284,female,1674,1731,FALSE,"of the Hands of the Mob. Ifa. That land lady of your's, is a very Devil; I wonder how you are able to live with her. And what, I warrant, the has locked the poor Fool up. Lou. No, I left my Brother and Mr. Welby interceding for her Liberty"
0761301100_000014,"The capricious lady: a comedy, (altered from Beaumont and Fletcher) as it is now performing at the New Theatre-Royal, in Covent-Garden.","Cook, William",78,0,2,0,0,5,1,0,2,1,2,0,0,3,1,2,0,0,0,1,0,0,1,3,0,1,15,0,0,3,3,1,4,7,1,1,0,0,0,0,0,1,1,0,2,3,1,0,0,1,2,1,0,0,0,2,0,3,1,1783,1,1,"London : C. Dilly, in the Poultry, M.DCC.LXXXIII. [1783].",London,62,unknown,,1824,FALSE,"say more. E. Lov. Stop her mouth then, brother ; ( Young Loveless kijes her) and when you are next chid, let it be by your fair Mistress. I will inllruct her in it: ot take care you don't C eferve it. r. Lov. This goodness so overpowers me, that"
0153900207_000124,"The works of Mr. Francis Beaumont, and Mr. John Fletcher. In ten volumes. Collated with all the former editions, and corrected. With notes critical and explanatory. By The late Mr. Theobald, Mr. Seward of Eyam in Derbyshire, and Mr. Sympson of Gainsborough.",John William Fletcher,71,0,0,1,0,1,1,0,2,1,4,1,1,1,1,1,0,1,0,2,0,0,1,0,0,7,2,4,3,0,1,3,5,1,3,0,0,0,0,2,1,0,1,0,1,0,1,0,1,1,1,1,1,5,0,1,5,1,0,1750,7,10,"London : printed for J. and R. Tonson and S. Draper in the Strand, MDCCL. [1750].",London,473,male,1579,1625,FALSE,"That flattered roy a fire, had been their Adam; Lyers, as if their Mother had been made Only of all the fallhood of the Man, Dispose into that Rib; do I know this, And more; nay, all that can concern this Sex, With the TRUE end of my Creation? Can"
0562300600_000008,"The bank note, or, lessons for ladies, a comedy, in five acts. As performed at the Theatre-Royal, Covent-Garden. Partly an alteration, by William Macready.","Macready, William",83,0,2,1,0,0,2,1,1,3,0,0,0,2,1,2,0,3,0,0,3,1,0,2,1,9,11,3,0,1,2,1,4,4,1,1,1,1,0,0,0,0,0,0,0,4,4,1,0,0,4,4,0,0,0,1,0,1,0,1795,1,1,"London : printed for T.N. Longman, Paternoster-Row, [1795].",London,91,unknown,,,FALSE,"gets my fortune, then I'll damn, I wish I was a captain i believe , I'll go into the army. I'll be a great officer. How I'll command and frut, and don't you think so, my love . Myf R. Don't mistake, sir; a good soldier is polite, brave, humane"
1658000105_000146,"The new English theatre Vol. V. Way of the World, Committee, Every man in his humour, Beaux stratagem, Love for love.",,60,1,0,1,0,0,1,1,2,1,4,2,0,1,1,2,0,3,3,1,1,1,1,1,0,1,2,0,0,0,3,0,3,0,2,1,0,0,1,2,0,1,0,2,2,1,0,1,1,0,1,1,1,0,0,2,0,1,3,1776,5,5,"London : printed for J. Rivington & Sons, W. Strahan. W. Johnston. C. Bathurst, T. Davis, [and 18 others in London], 1776.",London,458,unknown,,,FALSE,"a parson. Odzooks, I'm a young man; Odzooks, Pma young man, and p'11 make it appe~ar Odd, you're devilish handfoine. Faith and troth, you're very handsome; and Pm very young , and very lusty- -- huffyr, you know how to chure! and to do I. odd, I think we are"
1105701200_000019,"The amorous widow; or, wanton wife. A comedy. As it is acted at the Theatre Royal in Smock-Alley. Taken from Molier and Dancourt. By Mr. Betterton.",Thomas Betterton,90,0,1,2,0,0,0,1,3,0,0,0,0,1,1,2,0,2,0,1,2,2,1,4,0,2,20,2,0,2,2,1,5,10,3,0,0,0,0,0,1,2,0,0,1,3,1,0,2,1,0,2,0,1,1,3,0,0,2,1751,1,1,"Dublin : printed by and for James Esdall, at the Corner of Copper-Alley, on Cork-Hill; and Matthew Williamson, at the Golden Ball, opposite Sycamore-Alley, in Dame-Street, 1751.",Dublin,79,male,1635,1710,FALSE,"Rascal told her It ever I find him, though' there be no more boutevillj of of the Family, I'll rip his Heart up: nay never fiare o i will do it, Madam . Lady . Nay, now my Lord you are too furious. Mer. Infamous Woman ! I never, think"
