PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bishop),termFreq(brother),termFreq(canon),termFreq(cardin),termFreq(caus),termFreq(church),termFreq(citi),termFreq(clergi),termFreq(council),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(emperor),termFreq(empir),termFreq(england),termFreq(faith),termFreq(father),termFreq(follow),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hand),termFreq(head),termFreq(held),termFreq(holi),termFreq(itali),termFreq(king),termFreq(kingdom),termFreq(latin),termFreq(law),termFreq(legat),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(oblig),termFreq(order),termFreq(peopl),termFreq(person),termFreq(pope),termFreq(power),termFreq(present),termFreq(princ),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(sever),termFreq(taken),termFreq(took),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0659000102_000079,"Chronological tables of universal history, sacred and profane, ecclesiastical and civil; from the creation of the world, to the year one thousand seven hundred and forty-three. With a preliminary discourse on the short method of studying history; And A Catalogue of Books necessary for that Purposes With some Remarks on them. By Abbé Lenglet Dufresnoy. In two parts. Translated from the last French edition, and continued down to the death of King George II. Part The First.",Nicolas Lenglet du Fresnoy,104,2,0,0,1,0,2,2,2,1,1,14,0,3,0,2,8,9,3,3,0,3,1,0,4,1,0,0,0,1,0,0,1,0,14,1,3,1,0,0,0,1,0,0,2,0,0,10,0,0,1,0,1,0,0,2,3,0,1,0,1762,2,2,"London : printed for A. Millar, J. Newbery, R. Baldwin, W. Johnston, D. Wilson, S. Crowder and Co. T. Jefferys, A. Hamilton, J. Coote, H. Payne and Co. T. Becket and Co. and J. Walter, MDCCLXII. [1762].",London,512,male,1674,1755,FALSE,"matters . 1.17 Benedit XIII was deposed in the month of July, and Martin V elected pope the X Ith of November. 1419 The council of Confance broke up the 22d of April. Gregory the xiith died. John XXIII escaped out of prison, and surrendered himself to Martin at Florence,"
0097400301_000122,"The works of the late M. de Voltaire. Translated from the French, with notes, critical and explanatory. By the Rev. David Williams. Hugh Downman, M. A. William Campbell, LL.D. Richard Griffith, Esq. Elizabeth Griffith, James Parry, M. A. And John Johnson, M. A. ...",Voltaire,81,1,1,1,0,0,0,0,1,1,0,1,0,2,3,1,0,5,3,1,0,0,0,0,1,2,0,0,1,0,3,0,1,3,7,6,1,0,1,0,2,0,0,1,1,0,0,14,0,1,1,0,2,1,5,3,1,1,0,1,1780,1,4,"London : printed for Fielding and Walker, Pater-Noster-Row, MDCCLXXX. [1780].",London,399,male,1694,1778,TRUE,"friars, now called Dominicans, and the friars minors, called the Cordeliers or Franciscans; for this new militia of the popes was now beginning to be established in Europe. The holy see did not confine itself however to these measures; for the pope carried on conspiracies against the life of an"
0561200800_000011,"A sketch of the history of Europe, from the reign of Charlemagne, to the beginning of that of George III. By Sir William O'Dogherty.","O'Dogherty, William, Sir",85,0,2,6,0,0,0,2,1,0,0,2,2,4,0,0,1,10,0,0,0,1,1,0,0,2,0,1,1,1,1,0,4,3,3,1,0,0,2,2,0,0,1,1,1,0,1,9,1,2,4,1,0,0,0,2,3,1,4,1,1787,1,1,"Dublin : printed by R. Marchbank, No. 11, Dame-Street, M,DCC,LXXXVI. [1787].",Dublin,274,unknown,,,FALSE,"of all nations, but the thurder of the holy see was more particularly direced against the emperor ; and as this dispute, and its confe querces, merit attention, we (hall be more circumstantial than usual. The predecessors of Henry IV had always enjoyed the right of nominating bishops and abbots;"
0818000202_000059,"The works of M. de Voltaire. Translated from the French. With notes, historical, critical, and explanatory. By T. Francklin, D.D. Chaplain to his majesty, and late Greek Professor in the University of Cambridge. T. Smollett, M.D. and others.",Voltaire,84,1,0,2,0,1,1,2,3,4,0,0,2,1,0,2,1,11,1,0,1,0,0,0,4,0,2,1,1,0,2,3,1,4,5,3,0,1,0,2,1,0,1,0,4,0,1,10,0,0,1,0,0,0,0,2,0,1,0,1,1778,2,35,"London : printed for S. Crowder, T. Longman, J. Wilkie, Carnan and Newbery, G. Robinson, R. Baldwin, J. Johnson, F. Newbery, W. Goldsmith, T. Evans, and W. Fox, MDCCLXXVIII. [1761-1781].",London,314,male,1694,1778,TRUE,"that city ; and ordered that all the cities and princes of Italy should pay him an annual tribute. In this order he comprised the kingdom of Naples, then separated from that of Sicily, and summoned its king to appear before him. The pope was lord paramount of the kingdom"
1555500125_000177,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,72,0,0,2,2,1,4,0,3,2,0,3,0,0,4,2,1,6,3,0,0,0,1,0,0,1,1,0,0,1,0,1,0,2,1,2,0,1,1,0,0,2,3,0,2,0,0,5,2,2,0,0,2,2,0,3,0,1,3,0,1759,25,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,535,unknown,,,FALSE,"law , with 3000 hotrfe, into Cams an~ia, who from Apu· uinckly reduced Cafio; and, having reffored rosber t to his hia. prmncipality of Caf ua, mad e himself maller of Beneventfo.  37· The emperor , in thke mean while, hald reduced Romaga, the march of Ancliona, and umbr~lia?,"
0097400301_000047,"The works of the late M. de Voltaire. Translated from the French, with notes, critical and explanatory. By the Rev. David Williams. Hugh Downman, M. A. William Campbell, LL.D. Richard Griffith, Esq. Elizabeth Griffith, James Parry, M. A. And John Johnson, M. A. ...",Voltaire,92,0,3,0,0,0,0,0,1,3,1,0,1,3,1,1,1,5,2,0,1,1,0,0,2,0,1,0,0,1,0,1,0,3,7,1,0,5,0,1,0,0,0,1,3,3,1,8,2,0,4,1,2,0,6,8,4,1,2,0,1780,1,4,"London : printed for Fielding and Walker, Pater-Noster-Row, MDCCLXXX. [1780].",London,399,male,1694,1778,TRUE,"the empire of Rome . Pope Adrian, a Roman by birth, and a man of art and * In his celebrated poem of Orlando Ftiriofo. The work ascribed to Turpin is entitled, Hylaria de Vita Caroli m.agni & Rolandi. T. I abilities, abilities, smoothed the road to it: he began"
0669500103_000062,"A new system of geography: in which is given, a general account of the situation and limits, the manners, history, ... of the several kingdoms and states ... By A. F. Busching, ... Carefully translated from the last edition of the German original. ... Illustrated with thirty-six maps, ... In six volumes. ...",Anton Friedrich Büsching,89,1,0,6,0,1,8,1,6,4,0,2,1,2,0,0,0,2,2,0,0,0,1,0,1,1,0,3,2,0,2,1,0,1,3,1,0,2,0,0,0,0,0,0,0,1,2,10,3,1,3,0,1,0,2,9,3,0,0,0,1762,3,6,"London : printed for A. Millar, 1762.",London,852,male,1724,1793,FALSE,"no longer a subject of surprise, if in all parts of Europe, nay, I may say, throughout the whole world, there is not a more wretched people than the Pope's temporal subjects. §. 3 According to the canon law , the Pope is the supreme, universal, and independent head of"
0072200301_000141,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,90,1,0,0,1,1,1,1,3,4,0,0,1,2,0,2,3,13,1,0,2,0,0,0,3,1,0,0,1,3,0,0,1,4,3,4,0,0,0,2,0,0,1,0,4,1,2,9,2,0,2,0,2,0,0,6,0,2,0,1,1761,1,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2692,male,1694,1778,TRUE,"transfer the holy see to France , where he might enjoy the sweets of those liberal contributions furnished at that time by all the faithful , than to dispute hi vain the poflbflion of a few towns and castles in the neighbourhood of Rome . Ac 312 cordingly this pope"
0243400402_000051,"An history of the Christian Church, from the earliest periods to the present time. In two volumes. ...",George Gregory,84,2,3,0,1,0,3,0,3,1,0,24,0,0,0,2,1,3,0,0,1,4,2,0,1,0,1,0,0,1,1,1,0,2,2,0,2,2,2,1,0,0,1,0,2,0,4,5,0,0,2,0,0,0,1,1,1,1,0,0,1790,2,2,"London : printed for George Kearsley, 1790.",London,425,male,1754,1808,FALSE,"of all the measures which had [Cent. Ij, * B yzinii Diarium llugitticumi p. j24. had been entered into by his predecessor in relation o the afilnibling of the council at Batil, which was accordingly opened the 23cl of July, 1431, under the fiiperintendance of Cardinal Julian c(.fhrini, who periormed"
0007200102_000063,"The history of Great Britain, from the first invasion of it by the Romans Under Julius Caesar. Written on a New Plan. By Robert Henry, D. D. One of the Ministers of Edinburgh. ...","Henry, Robert",79,0,0,5,1,2,0,0,7,1,5,4,1,0,2,0,0,0,0,7,1,0,1,0,1,0,1,0,0,2,0,1,1,1,4,2,0,1,1,3,1,0,0,1,0,0,2,2,2,1,2,0,2,1,0,5,4,0,1,0,1771,2,6,"London : printed for the author, and sold by T. Cadell in the Strand, MDCCLXXI. [1771]-93.",London,675,male,1718,1790,FALSE,"and others, this tedious affair was compromised in this manner: John of Beverly, bishop of Hexham, was. translated to York, which was then vacant; and the bishopric of Hexham, with the abbey of Rippon, were bestowed on Wilfred; with which he remained contented. This famous prelate survived that decision only"
1759500101_000084,The history of the life of Reginald Pole. ...,"Phillips, Thomas",71,4,2,1,0,2,0,2,1,1,0,1,3,3,0,0,0,1,1,1,1,0,2,0,0,1,2,0,0,0,0,0,1,3,1,1,0,0,9,4,1,0,0,1,2,0,1,2,1,1,6,0,2,3,1,1,0,1,0,0,1767,1,2,"London : printed for T. Payne, W. Johnston, S. Bladon, J. Fletcher and Co. and W. Nicoll, W. Flexney, and J. Almon, 1767.",London,527,male,1708,1774,FALSE,"was, That the whole World might be united in the Sheepfold of jesus CHRIST; and each one live soberly, juffly, and chastely, in TRUE faith , hope and charity; and thus receive the crown of righteousness : they amused the Public with Lampoons, Epiffles from Beelzebub, and such like buffooneries"
0021100304_000034,"The history of the Church, from the beginning of the world to the year of Christ 1718. In four volumes. Compendiously written in French by Lewis Ellis Du-Pin, Doctor in Divinity of the Faculty of Paris. And now translated into English according to the third Paris edition, Revis'd, Enlarg'd, and put into a new Method by the Author. with a compleat index to the Whole. ...",Louis Ellies Dupin,91,1,1,2,0,1,2,6,1,0,0,16,1,0,0,1,1,10,0,0,1,0,3,0,1,1,1,0,2,0,1,4,0,0,3,2,0,0,2,2,0,1,0,0,5,0,1,7,2,0,0,0,3,1,0,2,2,0,1,0,1724,4,4,"London : printed for Bernard Lintot at the Cross-Keys between the Temple Gates, 1724.",London,421,male,1657,1719,FALSE,"Order to the Cardinal del Monte to difmiifs tle Prelates that were at B.c. logne it not being his Intention that the Council nhould be continued there. C I A It 3, CHAP. XIX te P'dblication of the Interim, and the Decree of the Reformnation. H E Germans being uneasy"
0360700103_000105,"A compendious history of the Church, from the beginning of the world to this present time. Written in French by Lewis Ellis Dupin, Doctor of Sorbonne, and Regius-Professor of Divinity at Paris. ...",Louis Ellies Dupin,88,0,1,0,0,2,7,0,4,2,0,17,1,0,1,0,1,2,0,0,0,0,1,0,3,0,4,0,1,0,0,3,2,3,1,0,3,1,1,1,0,0,0,2,2,0,0,13,1,0,1,0,1,0,0,4,1,1,0,0,1715,3,4,"London : printed for Bernard Lintott, at the Cross-Keys, between the Two Temple-Gates, M.DCC.XVI. 1715- [1716.].",London,353,male,1657,1719,FALSE,"the Deputies of the Greeks had several Conferences with the Latin about Purgatory, and the Addition to the Symbol. The Pope trauisferr'd the Council of Ferrara toflorence, where the Disputes between the Greeks and Latins were continued. At lall the Greek Emperor obliged the Greeks to sign a Degree of"
1667200109_000583,"The Modern part of the universal history. Compiled from original writers. By the authors of the antient. Which will perfect the work, and render it a complete body of history, from the earliest account of time, to the present. Vol. XIV.",,85,3,1,7,2,0,1,0,4,3,2,4,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,5,2,0,0,4,3,2,0,3,0,2,1,3,13,1,1,0,0,2,1,0,4,1,0,0,0,1763,9,16,"London : Printed for T. Osborne, C. Hitch and L. Hawes, A. Millar, J. Rivington, S. Crowder, B. Law and Co. T. Longman, C. Ware, and S. Bladon, M.DCC.LXIII. [1763].",London,721,unknown,,,FALSE,"or fb6eobald, one of the king's chaplains, he received the inveltiture of the archbithopric, and at milan was consecrated by the same persons who had formerly confecratted godfr ey. cthree arch Thus at the same time there were three archbishops to the same see; fbrobald ref iding at b'/ybop ltof"
0333901301_000008,"The history of the Puritans, or, Protestant non-conformists, ... with an account of their principles; ... By Daniel Neal, M.A. In four volumes. ...",Daniel Neal,91,0,0,2,2,0,3,0,2,0,5,1,5,3,3,1,0,2,0,2,1,0,0,0,0,0,0,2,1,0,0,1,1,0,18,0,1,7,2,1,0,1,0,0,0,3,0,6,5,3,2,0,1,0,0,3,0,0,1,0,1755,1,4,"Dublin : printed for Brice Edmond, 1755.",Dublin,537,male,1678,1743,FALSE,"ju "" .dicially ended within three months. If they were con"" "" the Diocesan, or his Commissary, might impri "" son and fine them at discretion. Those that refuied to "". abjure their errors, or after abjuration relapsed, were to  be delivered over to the secular power , and"
0571800204_000039,"Commentaries on the laws of England. In four books. By William Blackstone, Esq. Solicitor General to Her Majesty.",William Blackstone,71,0,7,2,0,3,0,0,3,0,7,0,3,0,0,1,1,1,0,1,2,1,0,0,0,3,0,1,1,0,1,3,2,1,1,4,0,1,2,0,1,0,2,0,1,1,0,3,1,0,2,1,1,0,0,4,0,0,2,0,1773,4,4,"Oxford : at the Clarendon Press, MDCCLXXIII. Printed for William Strahan, Thomas Cadell, and Daniel Prince, [1773].",Oxford,507,male,1723,1780,FALSE,"kingdom by the popish clergy ; h,,; n:; V they alirived to efficctinl t; hir: : design; some lcav of the means thcv made life of sir eftah lilllig t: cir plan; n! how almroft all of them have been tics L ted or comlx lted to better pupofcs, by"
0097400301_000079,"The works of the late M. de Voltaire. Translated from the French, with notes, critical and explanatory. By the Rev. David Williams. Hugh Downman, M. A. William Campbell, LL.D. Richard Griffith, Esq. Elizabeth Griffith, James Parry, M. A. And John Johnson, M. A. ...",Voltaire,67,1,0,3,0,0,0,1,4,1,1,1,1,3,0,0,2,2,4,0,1,0,1,1,3,0,0,0,0,1,1,1,1,1,2,2,1,1,0,0,1,2,0,1,0,3,0,5,3,0,0,0,0,0,1,5,1,1,2,1,1780,1,4,"London : printed for Fielding and Walker, Pater-Noster-Row, MDCCLXXX. [1780].",London,399,male,1694,1778,TRUE,that the Greeks called Gregory the Great by no other name than that of Gregory the Dialogit; because indeed his dialogues show him to have been a man of too much simplicity. But time has produced a total change. The pope is now a great sovereign; Rome is become the
1555500125_000180,"The modern part of an universal history, from the earliest account of time. Complied from original writers. By the authors of the antient part.",,75,0,1,5,1,0,1,1,2,2,0,3,0,0,0,1,0,4,0,0,1,0,1,0,6,2,4,2,0,0,1,3,2,2,2,2,0,0,5,0,0,0,1,1,0,2,2,5,0,1,1,0,1,5,0,2,0,0,0,0,1759,25,44,"London : printed for S. Richardson, T. Osborne, C. Hitch, A. Millar, John Rivington, S. Crowder, P. Davey and B. Law, T. Longman, and C. Ware, M.DCC.LIX. [1759].",London,535,unknown,,,FALSE,"preaching the crufagde in Fr ance, went into Ger King of many for the same purpose; but one Rodolfburs a monk, r a having, without the pope's authority , assembled a body of atn axei croifes, and attacked the Jews in Germrany, he wrote to the aio in archbishop of"
0136400400_000027,"Vertot's miscellanies; consisting of I. ... IV. ... By M. the abbot Vertot, of the Royal Academy of Inscriptions and Belles Lettres. V. ... By the R.F. Mabillon. VI. ... By M. Vaillant. ... Done from the original French, in the Memoirs of Literature of that Academy, printe at Paris, by John Henley, M.A.",René-Aubert Vertot,73,1,1,4,0,2,0,1,2,0,2,5,0,4,0,1,2,2,1,1,2,1,1,0,2,2,1,0,0,3,2,3,0,0,6,1,0,1,0,0,0,0,0,2,1,1,3,1,2,0,5,0,0,0,0,0,0,1,2,1,1723,1,1,"London : printed for W. Mears, and T. Payne, 1723.",London,182,male,1655,1735,FALSE,"that as they succeeded the Nobles in their their Fiefs, they should likewise take their solemn Oaths of Fidelity. Oaths were never more frequent, than under the second Race, nor, by Consequence, worse observed. Our Kings ob. lied the same Person to repeat them on different Occasions: It was almost"
0131701600_000055,"A compendious history of the popes, from the foundation of the see of Rome to the present time. Translated and improved from the German original of C.W.F. Walch, D. D. Professor of Divinity and Philosophy at Gottingen.",Christian Wilhelm Franz Walch,90,0,0,0,0,0,1,0,0,4,0,2,0,7,0,2,1,7,2,1,1,0,0,1,1,0,0,0,3,3,0,2,0,1,9,2,1,0,0,1,1,1,0,1,2,0,1,16,0,0,1,1,1,3,1,5,2,0,1,1,1759,1,1,"London : printed for J. Rivington and J. Fletcher, G. Keith, P. Davey and B. Law, S. Crowder, T. Field, E. Dilly, J. Pridden, and T. Hope, MDCCLIX. [1759].",London,318,male,1726,1784,FALSE,"the exercise of his talents. His first masterpiece of policy was entirely fubje& ing to his dominion, the city of Rome , and the marquisate of Ancona, under the title of the Patrimony of St. Peter, which it seems had been wrested from him by rapacious tyrants; and he entered"
0788300103_000161,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,74,0,0,2,2,1,0,0,2,3,3,4,0,0,2,0,0,0,0,0,0,2,1,0,2,0,1,1,0,1,0,3,1,2,7,2,0,0,1,1,1,0,1,0,1,1,1,7,3,1,3,1,2,0,1,4,2,0,1,0,1749,3,7,"Dublin : printed by George Faulkner, in Essex-Street, MDCCXLIX. [1749]-68.",Dublin,524,male,1686,1766,FALSE,"the Pope reprieved them, and ordered them to be lodged in the Archives of his Church o. c.rloman The following Year arrived at Rome , with a great rives at Retinue, and many rich Presents for the Pope and yeor of St. Peter, Carlmnan, the eldest Son of Charles Mar."
0305500802_000042,"The works of M. de Voltaire. Translated from the French; with notes, critical and explanatory. By William Campbell, LL.D. J. Johnson, M.A. and others. Under the direction of W. Kenrick, LL.D. ...",Voltaire,101,1,1,1,0,0,0,3,2,2,0,9,0,2,0,0,10,9,1,2,0,1,1,0,5,0,1,0,0,3,3,0,0,2,4,3,0,1,0,0,0,3,2,1,1,0,1,10,3,1,3,0,0,2,0,3,0,2,1,1,1779,2,5,"London : printed for Fielding and Walker, Pater-Noster Row, MDCCLXXIX. [1779]-80.",London,402,male,1694,1778,TRUE,"council . They were not at all ashamed of this custom; it was authorised in every state, as it heretofore had the sanction of almost all antiquity. The church of France allowed to each archbishop, deputed to this assembly, ten livres a day (equivalent to about fifty livres of our"
0130400101_000060,The general history and state of Europe. ...,Voltaire,86,0,0,2,0,0,4,0,2,1,3,5,0,0,1,0,0,5,4,0,0,1,1,0,1,1,1,2,2,0,1,2,0,1,2,0,0,0,0,0,0,0,1,2,2,8,1,10,0,0,1,0,1,0,2,10,2,1,1,2,1758,1,3,"Edinburgh : printed by Sands, Donaldson, Murray, & Cochran. For A. Donaldson, at Pope's head, opposite to the exchange, MDCCLVIII. [1758].",Edinburgh,361,male,1694,1778,TRUE,"made the cardinals annul his oath; a new way of breaking his word . He suffered himself to be treated in full council as a coward and a prevaricator, in order to be obliged to resume what he had given away. The Emperor then marches a second time to Rome"
1509500101_000060,Elements of general history. Translated from the French of the Abbé Millot. Part second. Modern History. In three volumes.,Claude-François-Xavier Millot,66,1,2,4,2,1,0,1,2,2,1,4,1,0,1,1,1,4,0,0,0,0,0,0,2,1,1,0,0,0,1,2,1,5,2,1,0,1,0,1,1,0,1,0,0,1,0,5,2,0,2,1,0,2,0,3,1,0,1,0,1779,1,3,"Dublin : printed for Messrs. Price, Potts, R. Cross, Jenkin, Walker, Flinn, Exshaw, E. Cross, & White, MDCCLXXIX. [1779].",Dublin,465,male,1726,1785,FALSE,"as a saint. After the ex. pulsion of Benediat, Silveffer III had likewise purchased the pontificate, and assumed the title of pope . All the three were only desirous of getting money; and this Gregory, who has been so much extolled, addressed a circular letter to all Christians, requesting a"
1051100102_000403,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. Being The most complete and correct System of Geography and Modern History extant in any Language. By Mr. Salmon. Illustrated with cuts and maps accurately drawn according to the Geographical Part of this Work, by Herman Moll. ...",Thomas Salmon,104,1,8,7,0,0,0,0,3,0,8,4,1,0,1,1,0,0,1,0,3,0,0,1,3,0,2,0,0,0,1,1,0,0,2,1,0,0,3,0,0,0,1,3,2,4,1,18,2,0,4,3,4,0,2,4,1,0,3,0,1739,2,3,"London : printed for Messrs. Bettesworth and Hitch in Pater-Noster-Row ; J. Clarke under the Royal Exchange in Cornhill ; S. Birt in Ave Mary Lane ; Tho. Wotton over against St. Dunstan's Church, and J. Shuckburgh next the Inner Temple Gate, both in Fleetstreet ; and T. Osborne in Gray's-Inn, M.DCC.XXXIX. [1739].",London,999,male,1679,1767,FALSE,"all that lay in his power to establish the Pope's authority there. In the eighth century, when the clergy were become very debauched, WINIFRED, an English Friar, who afterwards went by the name of BONIFACE, took upon himself to reform the manners of the monks and clergy , and endeavoured"
0592500101_000020,"The history of the Reformation of the Church of England. In two parts. ... By Gilbert Burnet, ...",Gilbert Burnet,100,1,4,4,0,0,8,0,5,0,8,4,2,1,0,0,1,0,0,4,2,0,1,0,0,1,1,1,0,0,0,1,1,0,13,1,0,2,0,2,0,3,1,2,0,1,1,9,1,3,2,0,0,0,0,2,3,1,2,1,1715,1,3,"London : printed for J. Walthoe and B. Tooke; J. Nicholson; D. Midwinter and B. Cowse, 1715.",London,729,male,1690,1715,TRUE,"and tome other matters , and finding it exaetly according to the Registers that are preserved, I shall the more confidently build on what he published from those Records that are now lost. The King ob This was the only thing in the first i8 years of the King's Reign"
0788400107_000113,"The history of the popes, from the foundation of the See of Rome, to the present time. ... . By Archibald Bower, Heretofore Public Professor of Rhetoric, History, and Philosophy, in the Universities of Rome, Fermo, and Macerata, And, in the latter Place, Counsellor of the Inquisition.",Archibald Bower,77,0,1,0,2,1,5,0,3,2,0,5,0,1,1,2,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,4,0,0,1,0,0,1,4,1,0,2,4,2,3,1,11,1,2,1,1,1,0,2,3,0,0,2,0,1749,7,7,"Dublin : printed by George Faulkner, in Essex-Street, MDCCXLIX. [1749]-68.",Dublin,725,male,1686,1766,FALSE,"cafe he should be raised to the See, they elected, with One Consent, on the 3d of March, according to the most probable Opinion, Gabriel Condelmerius, Cardinal Presbyter of St. Clement; who, on the 12th of that Month, was crowned with the usual Solemnity in the Bafilic of St. Peter,"
0118200102_001145,"A new history of ecclesiastical writers: containing an account of the authors of the several books of the Old and New Testament; Of the Lives and Writings of the primitive fathers; An Abridgment and Catalogue of their Works: Their Various Editions, and Censures Determining the Genuine and Spurious. Together with a Judgment upon their Stile and Doctrine. also, a compendious history of the councils; with chronological tables of the whole. Written in French by Lewis Ellies du Pin, Doctor of the Sorbon, and Regins Professor of Divinity at Paris. ...; Containing the Authors that flourished in the Seventh, Eighth, Ninth, Tenth, Eleventh, Twelfth, Thirteenth, and Fourteenth Ages of the Church.",Louis Ellies Dupin,68,0,2,3,2,2,1,1,1,2,0,5,0,2,5,0,1,7,4,1,0,0,0,1,1,0,0,0,0,0,1,2,1,0,5,0,3,1,1,1,1,0,0,1,2,0,0,4,0,0,1,0,0,0,1,0,1,1,0,0,1724,2,3,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, MDCCXXIV. 1723-[24].",Dublin,818,male,1657,1719,FALSE,"first Wife. kerbac. Interest of 0- Andreas Silvius Abbot of the. maarchiennes. t' oz. V VIII V aoz. The Death of Tagenon Dean of Pavia. |wjilliamr, Abbot of Rolf \ .Anonymous, Author of .Ichildo. I, the hirory of Frederick's ili -- mat -- -- -- [ Expedition. William the Piligrim."
0801300102_000046,"A new geographical, commercial, and historical grammar; and present state of the several empires and Kingdoms of the world. Containing I. The distances, figures, and revolutions of the celestial bodies, as demonstrated by Sir Isaac Newton, and observed by the latest Astronomers. II. A description of the earth, considered as one of the revolving bodies in the general system; with several definitions and problems necessary for understanding the science of Geography. III. An account of the great divisions of the surface of the globe into continents, islands, oceans, seas, &c. IV. An accurate and particular description of all the empires, kingdoms, and states in the world, as situated with regard to one another. V. The climate and soil, with its productions, whether vegetable or mineral; the natural curiosities; a particular description of the sea-coasts, including all the bays, capes, promontories, and adjacent rocks; with an account of the most remarkable lakes and rivers. VI An account of the animals, whether birds, beasts, fishes, or insects, found in each country. Vii. Observations on the various parts of the globe in which history makes mention of any remarkable change having naturally taken place. Viii. An history of all nations from their origin; laws, government, religion, manners, and customs; distinctions of rank, revenues, taxes, strength by sea and land IX. The genius and external appearance of the people X. An account of their learning, arts, language, manufactures, and commerce. XI. The chief cities, artificial curiosities, antiquities, &c. To which is added, I. A geographical index, with the names of places, alphabetically arranged. II. A Table of the Coins of all the different Nations, with their value in Sterling money. III. A Chronological Table of remarkable Events, from the earliest accounts to the present time. The whole executed on a plan similar to that of W. Guthrie, Esq; by a society in Edinburgh. The Astronomical part collected from the works of James Ferguson, F. R. S. Enriched with the late discoveries of Dr. Herschel, and other eminent Astronomers. Embellished with An elegant set of Maps, engraved on purpose, more numerous, accurate, and exhibiting more fully the new Geographical Discoveries than those to be met with in any former publication.",,69,1,1,2,0,1,1,2,1,0,0,1,0,3,2,0,0,7,3,0,1,0,1,0,1,0,1,0,2,1,0,1,2,3,1,1,0,0,0,0,1,0,1,2,1,0,1,9,2,1,1,0,1,1,4,1,2,1,0,0,1790,2,2,"Edinburgh : printed for Alexander Kincaid, and sold by all the Booksellers in Town and Country, MDCCXC. [1790].",Edinburgh,636,unknown,,,FALSE,"year 1a6, the emperor , having got everything ready for; *xpedition, pared the Danube, and, overcoming' all refinance, reda jecibaphis o uich taraitra that he put an end to his own life , in order ; y ""*  - * .*., . rt C  R Mtr; i NT."
0021100303_000044,"The history of the Church, from the beginning of the world to the year of Christ 1718. In four volumes. Compendiously written in French by Lewis Ellis Du-Pin, Doctor in Divinity of the Faculty of Paris. And now translated into English according to the third Paris edition, Revis'd, Enlarg'd, and put into a new Method by the Author. with a compleat index to the Whole. ...",Louis Ellies Dupin,75,0,4,2,0,0,0,1,4,3,0,1,0,1,0,1,1,3,0,1,0,0,0,1,3,0,0,0,1,0,0,2,1,2,3,2,0,0,3,1,1,0,1,2,0,1,1,4,1,0,3,0,1,4,2,8,4,0,0,1,1724,3,4,"London : printed for Bernard Lintot at the Cross-Keys between the Temple Gates, 1724.",London,360,male,1657,1719,FALSE,"Archbiflop of Ravenna in his Place. From Writing, both Sides came to Aaion, and prepared for War. Henry defeated the Troops of Rodolphus, who was wounded in the Arm, and died soon after of his Wound. b After this Vitory, Hemy marched into Italy in o108. He went directly to"
0021100303_000099,"The history of the Church, from the beginning of the world to the year of Christ 1718. In four volumes. Compendiously written in French by Lewis Ellis Du-Pin, Doctor in Divinity of the Faculty of Paris. And now translated into English according to the third Paris edition, Revis'd, Enlarg'd, and put into a new Method by the Author. with a compleat index to the Whole. ...",Louis Ellies Dupin,89,2,0,0,2,2,1,0,6,1,0,1,0,1,2,1,0,8,12,0,0,6,0,0,1,0,1,0,2,2,0,0,3,0,4,0,5,1,0,1,0,0,2,2,2,0,1,4,1,0,1,0,0,0,1,2,2,1,5,0,1724,3,4,"London : printed for Bernard Lintot at the Cross-Keys between the Temple Gates, 1724.",London,360,male,1657,1719,FALSE,"ldleolthgs had no Effet. In order to. explain this, I must repretent the State of the Greek Church in this Century. The Greek Empire continued to be governed by the lpaeologi. andronicus, Son to Michael, having lost his Son, made his Grandson Andronicrms the Younger to be declared Emperorc; who"
