PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(amen),termFreq(angel),termFreq(apostl),termFreq(baptiz),termFreq(believ),termFreq(bless),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(command),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(ghost),termFreq(glori),termFreq(gospel),termFreq(grace),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(king),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(offer),termFreq(order),termFreq(peopl),termFreq(person),termFreq(power),termFreq(prayer),termFreq(reason),termFreq(receiv),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(spirit),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0983700600_000029,"The new weeks preparation for a worthy receciving [sic] of the Lord's supper, as recommended and appointed by the Church of England ; consisting of meditations and prayers for the Morning and Evening of every Day in the Week: With Forms of Examination and Confession of Sins and a companion at the altar.",,112,0,2,0,1,0,0,1,3,3,10,1,1,0,1,1,1,0,0,4,3,1,1,0,3,4,1,1,3,0,14,2,2,0,0,4,7,3,0,0,1,1,0,3,0,1,1,0,5,0,6,3,0,1,1,4,2,4,0,1,1800,1,1,"London : printed from the edition of the late Edwd. Wickstead, for T. Wilson and R. Spence, York, [1800?].",London,158,unknown,,,FALSE,"prayer at offering oir alms. Thy prayers and thy alms are come up for a memorial before God. ais X 4 T HY bounty, O Lord, is the fountain [ of all I possess; for it is from thee I have received all my worldly goods, and to thy holy"
1125400900_000014,"The form and order of the service that is to be performed, and of the ceremonies that are to be observed, in the coronation of Their Majesties, King George II. and Queen Caroline, in the Abby Church of S. Peter, Westminster, on Wednesday the 11th of October, 1727.",Church of England,122,1,5,0,0,0,0,2,4,4,10,0,1,0,2,0,4,2,0,2,8,2,6,1,2,2,0,1,1,4,6,8,5,0,0,5,1,0,0,1,3,0,0,2,0,0,0,2,8,1,3,1,0,5,2,0,0,0,0,5,1727,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty, 1727.",London,92,unknown,,,FALSE,"which is given for you, do this in ""1 the brad. remembrance of me. Likewise after fppcr (d) he took the cup,, a': C,; ipt' and when he had given thanks, id: : he he gave it to them, saying, Drink (e) And herd t ye all of this, for"
1340800300_000080,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England; Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of England,118,3,1,6,0,0,3,1,3,3,10,0,0,1,5,0,2,1,0,2,6,2,6,2,0,2,1,1,1,6,11,9,0,0,0,3,0,0,0,0,4,0,0,2,1,1,2,0,1,0,2,1,0,7,0,2,1,0,0,3,1750,1,1,"Cambridge : Printed and sold by Joseph Bentham, printer to the University; sold also by Charles Bathurst in Fleet-street, London, 1750.",Cambridge,504,unknown,,,FALSE,"begotten Son, to thle end that all that believe in him, thould not perith~, but have everlatting life . S. yohn 3 IG. Hear also what Saint Paul faith . This is a TRUE saying, and worthy of all men to be received , That Christ Jesus came into the"
1285301000_000092,"The book of common prayer, and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of The Church of England: together with the Psalter or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,101,3,2,0,0,1,4,3,0,0,10,0,2,2,1,0,2,2,1,4,6,2,1,2,1,0,4,3,0,4,6,3,1,0,0,5,0,0,0,0,2,0,0,0,1,1,0,0,2,0,5,0,0,4,3,1,0,3,1,3,1763,1,1,"Cambridge : printed by Joseph Bentham, Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, [1763].",Cambridge,465,unknown,,,FALSE,"youngchil. - 2y whom was this Child I dren to Christ , that he 1 baptised? should touch them; and his Who was present when this disiples rebuked those that Child was baptised? brought them. But whenjefus Because somethings essential saw it, he was much difpleaf to this Sacrament may"
1214700200_000013,"A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity. By Robert Nelson, Esq.",Robert Nelson,105,1,2,2,1,0,0,4,0,2,5,0,2,0,0,0,2,3,2,1,3,1,13,1,3,0,1,1,0,8,8,1,0,0,0,1,2,3,0,2,0,4,3,1,0,1,0,1,0,2,3,3,2,4,2,0,0,0,1,3,1800,1,1,"London : printed for F. and C. Rivington, G. G. and J. Robinson, R. Baldwin, J. Nichols, R. Faulder, H. Gardner, J. Walker, J. Nunn, W. Lowndes, G. Wilkie, J. Scatcherd, E. Newbery, Longman and Rees, and T. Hurst, By T. Rickaby, Peterborough-Court, Fleet-Street, MDCCC. [1800].",London,564,male,1656,1715,FALSE,"0 let our Love and Praise, Devotion and Zeal, proportionably exceed theirs also: and ihis I beg for Jefits cgri/7 his Sake, our Lord and Saviour . Amen . II A Gcrieral X ORTHY art thou, 0 Lord of Heaven giving. V and Earth , to receive Glory , and"
0219700800_000033,"A practical exposition on the offices of baptism and confirmation; and on the communion service of the Church of England, as prescribed by the Book of Common Prayer. Being the substance of eight sermons, preached at the Chapel at Highgate in Middlesex. To which are annexed Prayers and Devotions Suitable to those Subjects. By Edward Yardley, B. D. Archdeacon of Cardigan.",Edward Yardley,114,1,4,0,0,0,2,1,4,4,9,0,1,0,2,0,0,1,3,1,6,2,4,0,2,2,0,2,0,4,13,4,0,0,0,5,0,1,0,0,4,0,0,4,0,0,0,2,4,0,5,1,1,5,3,1,0,1,3,2,1763,1,1,"London : printed by J. and W. Oliver, for B. Dod, Bookseller to the Society for Promoting Christian Knowledge, at the Bible and Key in Ave-Mary Lane, near St Paul's, MDCCLXIII. [1763].",London,154,male,1698,1769,FALSE,"of CHRIST . colleaed from the Holy Scriptures , and the Liturgies of the Church ,. Preparatory Devotions before the Offertory begins. RT H O U that hearest the Prayer , M O M unto Thee shall all Fleih come. ^ My Misdeeds prevail against me: ho be Thou merciful"
0287901300_000025,"Reform'd devotions, in meditations, hymns, and petitions, for every day in the week, and every holiday in the year. By Theophilus Dorrington, Rector of Wittesham in Kent. Divided into two parts. The ninth edition. To which is added, An holy office, Before, At, and After Receiving the Holy Sacrament. by Dr. Edward Lake.",Theophilus Dorrington,100,0,1,1,0,0,4,5,1,0,3,1,1,1,6,2,4,3,1,1,4,0,2,1,4,1,0,0,1,4,3,3,0,0,1,4,2,5,0,6,2,1,0,1,0,1,0,0,0,0,3,4,0,2,1,2,0,1,1,5,1727,1,1,"London : printed for J. Hazard, at the Bible over-against Stationers-Hall; and J. Brotherton, at the Bible next the Fleece-Tavern in Cornhill, 1727.",London,460,male,1654,1715,FALSE,"Celebration of this Holy Supper to be continued in the Christian Church , to the End of the World : And that not only to keep alive a thankful Remembrance of his Death , but also to confirm' his gracious Promises to them that believe on him. To the happy"
0131903700_000031,Prayers and devout instructions for different times & duties of the day.,,152,2,2,2,1,0,0,0,0,0,6,0,0,1,2,3,2,2,2,1,8,2,5,0,1,2,0,3,3,2,6,47,2,0,0,4,2,5,0,0,10,1,0,0,0,0,0,2,1,0,1,1,0,4,3,1,2,0,1,7,1792,1,1,"Liege : printed by H. Dessain and sisters, M.DCC.XCII. [1792].",Liege,251,unknown,,,FALSE,"and thy years shall not fail. And the children of thy servants shall inhabit; and their offspring shall be directed for ever. Glory be to the Father , c. VI PSALM.: CXXIX see page 148 VII PSALM cxliij. Lord, hear my prayer ; give ear to my supplication, according to"
1242600400_000090,"The book of common prayer, And Administration of the sacraments, and other Rites and Ceremonies of the church, According to the Use of The Church of England: Together with the Psalter or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,124,2,3,5,1,0,3,0,0,0,11,0,0,1,2,1,1,1,0,4,6,3,5,1,0,1,3,0,2,4,11,11,0,0,0,6,0,2,0,0,5,1,0,1,0,2,2,0,0,0,2,1,0,9,0,4,1,3,0,3,1776,1,1,"Cambridge : printed by J. Archdeacon Printer to the University; and sold by J. Beecroft, J. Rivington, B. White, and E. Dilly in London; and T & J. Merrill in Cambridge, 1776.",Cambridge,1005,unknown,,,FALSE,"and earnestly repent you of your sins , and are in love and charity with your neighbours, and intend to lead a new life , following the commandments of God, and walking from henceforth in his holy ways; Draw near with faith , and take this holy  Sacrament to"
0278500600_000174,"An apology for the doctrine of the Trinity: being a chronological view of what is recorded concerning, the person of Christ, the Holy Spirit, and the blessed Trinity, Whether in the sacred Writings, or in Jewish, Heathen, and Christian Authors. By the Rev. David Simpson, M.A.","Simpson, David",91,1,4,0,1,0,1,3,2,1,5,7,2,0,3,8,1,0,0,1,3,1,2,1,2,0,0,0,0,1,3,2,2,0,1,0,1,0,2,1,0,0,6,0,1,1,4,1,0,0,0,3,1,2,3,2,2,1,0,2,1798,1,1,"Macclesfield : printed and sold by Edward Bayley; sold also by Dilly, in London; and Clarke, in Manchester, 1798.",Macclesfield,669,male,1745,1799,FALSE,"death of that Saviour : and shall we be unconcerned spectators? 436 should make us all extremely cautious, how, and in what manner we conduct ourselves towards the Lord Jesus Christ . iiere are FALSE teachers foretold, who, in an artful way, should labour to bring in among the disciples"
0583701300_000252,"Elegant extracts: or useful and entertaining passages in prose selected for the improvement of scholars at Classical & other Schools in the art of speaking, in reading, thinking, composing; and in the conduct of life.",,126,0,16,1,4,0,1,6,0,0,7,0,2,1,2,0,1,1,0,6,0,2,3,2,5,9,1,1,3,2,11,13,0,2,1,4,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3,2,3,1,1,2,1790,1,1,"London : printed for Charles Dilly, [1790?].",London,1046,unknown,,,FALSE,"sake, our blessed Lord and Saviour . Amen . 26 Stir up, we beseech thee, O Lord, the wills of thy faithful people , that they plenteously bringing forth the fruit of good works , may of thee be plenteously rewarded, through Jesus Christ our Lord Amen . COLLECTS for"
0493701200_000100,"A manual of prayers and other Christian devotions. Revised and corrected, with large additions, by R. C. D.D.",Richard Challoner,111,0,4,1,0,0,2,3,2,5,1,0,0,1,1,0,0,1,7,1,4,1,2,0,4,5,0,1,1,3,5,1,0,0,0,5,5,2,1,0,5,1,0,3,0,0,1,0,3,0,4,3,0,8,1,4,0,1,0,8,1768,1,1,"London : [s.n.], Printed in the Year 1768.",London,445,male,1691,1781,FALSE,"Desires of the Flefl, and live to thee alone during our whole Life , that.in the End'we may rejoice everlastingly in thy Kingdom; where, withlthy eternal Son, ant: the Holy Ghost , hou livest ahd reigneft one God, for ever and ever. Amen . so'ul of Chris, sanctify me; Body"
1194202100_000012,"The christian monitor; Containing an Earnest exhortation to an Holy Life: with some directions in order thereto. Written in a plain and easy stile, for all sorts of people.",John Rawlet,112,1,0,0,0,0,13,1,0,1,4,4,3,3,1,0,0,1,1,9,4,4,1,1,1,1,0,0,1,1,16,1,0,1,0,8,2,1,1,1,2,0,0,0,2,1,0,1,1,0,1,1,2,1,1,4,1,3,2,2,1774,1,1,"London : printed for John Beecroft, at the Bible and Crown in Pater-Noster-Row, MDCCLXXIV. [1774].",London,72,male,1642,1686,FALSE,"this World , or that to come. Amei. C H A P( () CHAP. II A lrief Defcriptisn of an holy Life , with fsme Jfjort dire~liomis in order thereto. F you now demand of me wherein consists this Holiness of Life , to which I have been thus long"
0059800100_000047,"The book of common prayer, and administration of the sacraments, And other Rites and Ceremonies of the Church, According to the Use of the Church of England: together with the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches.",Church of England,114,0,5,0,0,0,0,2,2,5,10,0,1,1,1,0,1,3,0,2,9,2,5,0,3,1,0,1,3,2,10,6,1,0,1,2,2,1,0,0,4,1,0,2,0,2,0,1,4,1,2,2,0,4,0,0,0,1,3,5,1721,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXI. [1721].",Oxford,124,unknown,,,FALSE,"Form before preferibed: begitnmig at [ Our Saviour Christ in the same, C ] for the blefiinr of thi Breadt; and at [ Likewise acter Supper, r] ] the bleffng of the Cup. lein all haie Co; minnicated, the Mlinifer shall re ttin to the Lords Table, and reverently place"
0445001700_000003,"The garden of the soul: or, a manual of spiritual exercises, and instructions, for Christians, who Living in the World Aspire to Devotion. By the Ven. and R.R. Dr. Richard Challoner, Bishop of Debra, and Vicar Apostolic.",Richard Challoner,101,0,2,1,0,0,7,1,0,1,6,5,3,0,3,2,2,1,3,2,8,2,1,0,2,0,0,0,1,3,9,5,0,1,0,3,0,0,0,0,2,0,0,2,0,0,2,4,3,0,0,3,0,5,2,2,1,0,0,1,1793,1,1,"London : printed by J. P. Coghlan, No. 37, Duke-Street, Grosvenor-Square, M,DCC,XCIII. [1793].",London,397,male,1691,1781,FALSE,"gils, ember days, and rogation days, when the office is of them. The Green is used on all Sundays and Ferias * from Trinity sunday to Advent exclusively, and from the Octave of the Epiphany to Septuagesima exclusively, whenever the office is of the Sunday; but in the Paschal time"
0742401900_000040,"The seraphical young shepherd. Being a very remarkable account of a shepherd in France, about eighteen years of age; who, without any other means than the scriptures, and the Teachings of God's Holy Spirit, attained to a very uncommon and evangelical knowledge of the true God, and Jesus Christ whom he hath sent. Now translated from the French, and enlarged with Notes by Cornelius Cayley, jun. Late Clerk in the Princess Dowager of Wales's Treasury. To which is added, by Him, A small Bunch of Violets. Being A Composition of Letters, Poems, and Meditations, &c. on many evangelical Subjects; chiefly from natural Figures and Similitudes spiritualized. In two parts.",,122,5,3,0,0,0,5,0,1,0,7,1,0,0,2,0,0,1,2,14,0,2,1,3,8,0,0,0,1,1,4,1,0,1,15,4,2,3,0,0,2,0,4,0,0,2,0,0,0,1,3,1,4,5,4,1,2,0,5,1,1779,1,1,"London : printed and sold by H. Trapp, successor and son in law to M. Lewis, No. 1. Paternoster-Row, M,DCCLXXIX. [1779].",London,221,unknown,,,FALSE,"in whom all' the promises are yea and amen ."" In consequence of this, the soul feeds upon the grace and love of God; and by the same is nourished up in happiness and blessedness. What Whatever declarations, God has given. irthis werd, reldatig to his being well pleased in"
1604800100_000070,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of England,115,1,1,4,2,0,2,0,7,10,13,0,1,0,4,0,1,1,0,2,6,2,4,2,1,3,0,0,1,4,8,9,1,0,0,2,1,0,0,0,3,0,0,3,0,0,2,1,0,1,2,2,0,3,0,2,1,0,0,2,1751,1,1,"Oxford : Printed by Thomas Baskett, printer to the University, 1751.",Oxford,567,unknown,,,FALSE,"us everlaftinlg life . Therefore with Angels , c. 4tota/ienfon cday and je ven days after. tihrough thy most dearly beloved Son sjefus Christ our Lord, who after his most glorious Refurreation manifestly ap. peared to all his Apostles , and in their sight ascended up into heaven to prepare"
1036900700_000070,"A scriptural exposition of the church catechism; containing the young Christian's account of the doctrines and duties of his religion, and of those divine Authorities, upon which he builds his Faith and Practice. With Sacramental and other Devotions, gathered out of Holy Writ. And the Offices of the Church The fourth edition improved. By Joseph Harrison, Minister of the Parish Church of Cirencester.","Harrison, Joseph",118,3,11,0,2,0,2,3,0,0,9,0,4,1,0,0,1,1,0,1,2,1,3,1,4,6,0,0,1,2,7,11,0,1,0,3,1,2,1,1,8,0,0,0,1,3,0,3,9,0,2,1,1,0,0,1,0,3,0,1,1738,1,1,"Dublin : printed by and for Sylvanus Pepyat, Bookseller in Skinner-Row, MDCCXXXVIII [1738].",Dublin,269,male,1669,1753,FALSE,"our Lord, Amen . E T thy merciful Ears, O Lord, be open to the prayers of thy humble servants; and that they may obtain their petitions, make them to ask such things as shall please thee, through' Jesus Christ our Lord; who having taught us what topray for as"
0056301100_000118,"Meditations, with prayers, on the life and loving-kindnesses of our Lord and Saviour, Jesus Christ. In four parts, viz. I. Of the Incarnation of Christ to his Passion. II. Of the Passion of Christ to his Resurrection. III. Of the Resurrection of Christ, and his several Appearances. IV. Of the Ascension, Pentecost, &c. &c. Written originally in Latin by Thomas a Kempis. And now translated into English for the Benefit of devout Christians, by Henry Lee, LL. B.",Thomas à Kempis,92,0,1,2,1,0,3,2,4,1,3,0,0,0,2,2,1,1,4,6,2,1,2,1,1,1,0,3,1,3,8,4,3,0,0,1,0,6,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,6,2,0,1,2,1,3,1760,1,1,"London : printed for E. Dilly, at the Rose and Crown, in the Poultry, MDCCLX. [1760].",London,471,male,1380,1471,FALSE,"CHRIST , thou king of glory , thou brightness of the Father , the honour of the virgin, the son of Mary, the flower of the field, the lily of the valleys, the comfort of them that are in tribulation, the health of the sick, the jubilee of the devout,"
1144700600_000011,"The devout Christian instructed how to pray and give thanks to God: or, a book of devotions for families, and for particular persons, in most of the concerns of human life. By Symon Patrick, D. D. Late Lord Bishop of Ely.",Simon Patrick,96,1,1,3,0,0,0,4,2,1,2,2,0,0,1,2,3,3,2,1,2,0,2,1,2,0,0,2,3,5,7,2,2,0,0,4,3,6,0,0,2,2,1,1,1,1,0,3,1,0,4,2,0,0,3,0,0,2,2,2,1782,1,1,"London : printed for J. Buckland, J. F. and C. Rivington, R. Horsfield, T. Caslon, G. Keith, T. Longman, B. Law, T. Field, J. Fuller, R. Ware, T. Cadell, S. A. Cumberlege, T. Beecroft, and E. Johnston, M.DCC.LXXXII. [1782].",London,383,male,1626,1707,FALSE,"ordered so many of thy Creatures to serve us; and chosen rather to make us anew, and create us again in chrijt 7efus unto good forks r, than let us be undone by our shameful Disobedience to thee: For tboit haftefnt thy only begotten Son inta the jyorld, (adored by"
1748100300_000091,"The book of common prayer, and administration of the sacraments, ... together with the Psalter ...",Church of England,99,2,2,3,1,0,2,1,6,5,9,0,0,1,3,0,2,0,0,1,4,1,3,2,0,1,2,4,1,5,6,5,0,0,0,1,0,0,0,0,5,0,0,1,2,3,2,0,3,0,3,2,0,2,0,1,1,0,0,1,1793,1,1,"Oxford : printed by W. Jackson and W. Dawson: and sold at the Oxford Bible Warehouse, London, 1793.",Oxford,397,unknown,,,FALSE,"heaven with a sudden great sound, as it had been a mighty wind, in the likeness. of fiery tongues, lighting upon the Apostles , to teach them, Nn and and to lead them to all truth ; giving them both the gift of diverse languages, and also boldness with fervent"
1156100300_000095,"The book of common prayer, and administration of the sacraments, and Other Rites and Ceremonies of the Church, According to the Use of the Church of England: together with the Psalter or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,114,0,5,0,0,0,5,4,1,0,8,0,1,3,1,0,1,2,1,4,4,3,1,4,2,5,4,4,0,3,9,6,1,0,0,4,2,1,0,0,3,0,0,0,0,0,0,1,0,0,4,1,0,3,3,0,0,3,3,4,1731,1,1,"London : printed by the assigns of His Majesty's Printer, and of Henry Hills deceas'd, [1731].",London,421,unknown,,,FALSE,"not receive the kingdom of God as a little child, he shall not enter therein. And he took them up in his arms, put his. hands upon them, and blessed them.. After the Gospel is read, the Minister Shall make this brief Exhortation upon the words of the Gospel :"
0879400300_000099,"The book of common prayer, And Administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of the Church of England: Together with the Psalter, or Psalms of David, Pointed as they are to be sung or said in Churches: and the Form or Manner of Making, Ordaining, and Consecrating of Bishops, Priests, and Deacons.",Church of England,101,2,3,2,0,0,2,1,4,6,9,0,1,1,4,0,1,0,0,2,5,1,1,1,1,2,0,3,1,4,9,7,0,0,0,2,1,0,1,0,2,0,0,3,2,3,2,1,2,1,1,2,0,3,0,1,0,0,0,1,1753,1,1,"London : printed by Thomas Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LIII. [1753].",London,394,unknown,,,FALSE,"may evermore dwell in error into the clear light and TRUE him, and he in us. Amen . knowledge of thee, and of thy Son ¶ When the Priest,, before the Jesus Christ . Therefore with An Table, hah so ordered the Bread and gels, c. jwine, that be nav"
0078200600_000039,"The book of common prayer and administration of the sacraments, And other Rites and Ceremonies of the Church, According to the Use of the Church of England; together with the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches.",Church of England,114,1,4,0,0,0,0,1,4,7,6,0,1,0,2,0,2,2,0,3,9,3,5,0,2,1,0,2,3,2,8,9,1,1,0,3,1,0,1,0,3,1,0,2,1,3,0,1,3,1,1,2,0,5,0,0,0,0,2,5,1703,1,1,"London : printed by Charles Bill, and the executrix of Thomas Newcomb, deceas'd; Printers to the Queens most Excellent Majesty, MDCCIII. [1703].",London,113,unknown,,,FALSE,"deliver the same to the bijl/ops, Priests, and Deacons ill like manner ( if an bel present) and after thatto the People alo in order into their hands , all meely neelin. Andd when he delivereth the Bread to any one hej alljav, He Body of our Lord Jesus Christ"
0760500300_000027,"The new week's preparation for a worthy receiving of the Lord's supper, improved, as recommended and Appointed by the Church of England; consisting of meditations and prayers for every morning and evening in the Week. With Forms of Examination and Confession of Sins, And Rules of Behaviour, with suitable Devotions, at, and after receiving the Holy Sacrament. Also meditations to enable us to live well: Proper for both the Week before and Week after. To which are added a Morning and Evening Prayer for the Closet or Family, proper Hymns and Prayers on several extraordinary Occasions. The whole being purified from those extatic and carnal Expressions, long complain'd of, in an old Treatise on this Subject, is now render'd a plain, orthodox, and rational Service to Almighty God.",,88,2,2,1,2,0,2,2,4,4,4,0,0,1,6,0,0,0,1,0,3,2,1,2,1,2,0,2,0,2,5,1,0,0,0,2,0,0,1,1,5,0,0,2,2,2,2,0,2,0,6,1,0,3,1,2,1,1,0,2,1747,1,1,"London : printed for Charles Aven, without Bishopgate, 1747.",London,207,unknown,,,FALSE,"ajter. p U T chiefly are we bound to praise thee for the glorious re furreation of thy son yejus Christ our Lord: For he is the very paschal lamb which was offered for us, and hath taken away the sin of the world , who by his Death hath"
0445101300_000012,"The liturgy of the New Church, signified by the New Jerusalem in the Revelation. Together with the forms for the administration of baptism and the Holy Supper; also a catechism for the use of the New Church.",New Jerusalem Church,124,1,3,2,0,0,10,2,0,3,3,0,6,0,2,10,6,0,0,0,1,0,3,0,0,1,0,0,1,7,8,5,0,0,0,5,1,2,0,0,5,1,3,1,2,3,3,1,3,0,0,2,0,0,4,2,3,5,2,2,1791,1,1,"London : printed and sold by R. Hindmarsh, Printer to His Royal Highness the Prince of Wales, No. 32, Clerkenwell-Close, [1791].",London,100,unknown,,,FALSE,"Jesus Christ be Glory and Dominion for ever and ever. People . For He is Jehovah of Hosts, and in Him Alone dwelleth all the Fullness of the Godhead Bodily. L Herefollows a pra)erfor the bi/hops, Priests, and minijlers of the Old Church , call kneeling. ALMIGHTY ALMIGHTY and everlasting"
1014001400_000003,A preparation for death. Translated from the French.,,120,0,3,0,0,0,1,2,2,1,4,0,2,1,10,0,0,4,2,2,3,4,0,0,3,7,3,1,2,3,10,10,0,1,0,4,3,2,0,0,2,1,0,1,0,0,0,0,7,0,3,2,0,4,1,0,1,0,0,8,1794,1,1,"London : printed by J. P. Coghlan, No. 37, Duke-Street, Grosvenor-Square, M,DCC,XCIV. [1794].",London,115,unknown,,,FALSE,"Jefls, by all the labour and all the afflitfions of thy life , Grant me a happy death . O good Jesus , by that sweat of blood thou waft drenched in, and by the sadness of thy sacred heart , in the garden of Gethfemani, Grant ie a happy"
1442702100_000093,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England; Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches: and the form or manner of making, ordaining, and consecrating of bishops, priests, and deacons.",Church of England,111,1,2,5,1,0,3,0,2,5,8,0,0,0,4,0,2,1,0,1,6,2,6,2,0,2,1,1,1,5,8,9,0,0,0,4,0,2,0,0,4,0,0,2,1,1,2,0,2,0,2,0,0,4,0,3,1,1,0,4,1734,1,1,"London : Printed by John Baskett, printer to the King's Most Excellent Majesty, 1734.",London,389,unknown,,,FALSE,"Lord God of So God loved the world , that he hosts, heaven and earth are full of gave his only begotten Son, to the thy glory . Glory be to thee, O end that all that believe in him, Lord most high. Amen . should not perish, but have"
0462500500_000100,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the Church, according to the use of the Church of England: together with the Psalter or Psalms Of David, Pointed as they are to be sung or said in Churches; And The Form or Manner of Making, Ordaining, and Consecrating Of Bishops, Priests, and Deacons.",Church of England,101,2,8,0,0,0,2,1,1,1,7,2,4,3,2,0,1,2,0,3,5,3,0,0,1,5,2,1,0,2,6,2,0,2,0,3,4,0,0,0,2,0,0,0,0,0,0,1,3,1,3,1,0,6,2,1,0,2,1,3,1760,1,1,"Cambridge : printed by Joseph Bentham Printer to the University, by whom they are sold in Cambridge, and by Benj. Dod Bookseller in Ave-Mary Lane, London, 1760.",Cambridge,409,unknown,,,FALSE,"-- Grant that all carnal assec tions may die in him, and that all things belonging to the Spirit may live and grow in him. Amen . Grant that he may have power and strength to have victory, and to triumph against the devil, the world , and the flesh."
1631600200_000005,"The Common-prayer-book the best companion in the house and closet, as well as in the temple: or, A collection of prayers out of the liturgy of the Church of England, most needful both for the whole family together, and for every single person apart by himself. With a particular office for the sacrament.",Church of England,119,1,6,0,1,0,0,0,0,1,11,2,5,2,2,1,1,1,0,3,4,2,3,0,5,8,0,0,2,2,8,9,2,0,0,3,2,6,0,0,2,0,2,1,0,0,0,2,3,1,2,0,0,2,4,2,2,0,0,3,1758,1,1,"London : Printed for J. Fuller, J. Richardson, P. Davey and B. Law, and J. Staples, MDCCLVIII. [1758].",London,98,unknown,,,FALSE,"before thee in Holinecfs and righteousness all our days, through Jesus Christ our Lord a to whom, with thee and the Holy Ghost , he all Honour and Glory , world without End . amen . almitght and everlaffing God, heavenly Father , we give thee humble Thanks, that thou"
0575201100_000018,"The clergyman's companion in visiting the sick. Being a collection of the following particulars for that purpose ; viz. I. The manner of visiting the sick ; extracted chiefly from Bishop Taylor. II. The Order for Visitation of the Sick out of the Common Prayer Book. III The Communion of the Sick. IV. Some other prayers and Forms, with a very great Variety of occasional Prayers for the Sick; collected for the most Part, from the Devotional Writings of some of the most eminent Divines of the Church of England. To which are annexed, the offices of publick and private baptism.","Wren, John",114,2,4,3,2,0,3,0,2,2,9,0,0,0,2,0,2,1,0,3,4,3,7,1,0,1,0,0,1,6,9,10,0,0,0,5,0,1,0,0,4,0,0,1,1,1,2,0,1,0,2,1,0,8,0,4,1,1,0,4,1783,1,1,"Dublin : printed by the executors of David Hay, assignee of the late Boulter Grierson, Printer to the King's Most Excellent Majesty, 1783.",Dublin,294,male,1674,1724,FALSE,"of life , to the honour ai glory of thy name, through' Jesus Chri our Lord. Amen , T[ thenjhall the trieji (or the B'aj being present) Jiand up, and turtni himjeif to the Sick Pe; fon pronowi, this abjblution. Lmighty God our heavenly Fa A tther, who of his"
0532401300_000006,"The order for the administration of the Lords Supper, or Holy Communion: and also the Psalter or Psalms of David, Pointed as they are to be Sung or Said in Churches.",Church of England,112,3,3,6,2,0,2,1,3,3,9,0,0,1,5,0,2,0,0,0,5,3,6,2,0,2,1,1,1,6,11,7,0,0,0,0,0,0,0,0,5,0,0,2,1,1,2,0,2,0,2,1,0,6,0,2,1,0,0,2,1718,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty, and by the assigns of Thomas Newcomb, and Henry Hills, deceas'd, MDCCXVIII. [1718].",London,504,unknown,,,FALSE,"with the Father , Jesus Christ the righteous, and he is the propitiation for our sins . X S. John. 2 I. f After which the Prefl Shall proceed, jaying, Lift up your hearts . Anfiwer. We lift them up unto the Lord. Priest. Let us give thanks unto our"
