PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(answer),termFreq(appear),termFreq(argument),termFreq(author),termFreq(believ),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(certain),termFreq(christ),termFreq(christian),termFreq(church),termFreq(concern),termFreq(confid),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evid),termFreq(faith),termFreq(gener),termFreq(god),termFreq(ground),termFreq(holi),termFreq(human),termFreq(idea),termFreq(judg),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(life),termFreq(light),termFreq(love),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(opinion),termFreq(person),termFreq(power),termFreq(principl),termFreq(proof),termFreq(prove),termFreq(reason),termFreq(receiv),termFreq(religion),termFreq(rule),termFreq(scriptur),termFreq(sens),termFreq(spirit),termFreq(suppos),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1478200100_000622,"Family lectures; Or, Domestic divinity, being a copious collection of sermons, selected from the polite writers and found divines, of the present century; for the use of schools, and for general instruction.",,95,0,0,4,0,0,0,0,2,0,0,0,0,0,1,2,0,3,0,3,2,3,2,0,0,5,1,5,0,0,2,0,0,1,0,2,0,1,4,8,1,1,0,4,3,7,1,8,2,4,2,1,3,0,2,0,0,3,0,2,1791,1,1,"London : Printed for C. Dilly, published as the act directs. Jan. 18, 1791.",London,899,unknown,,,FALSE,"distant tradition, then it is its business to inquire diligently into the number and credibility of the relators; or the authenticity and universality of the tradition, and, from thence, to form its judgement of them. Reafcn, therefore, in all cafes , .is evidently a proper judge of the external proofs"
0875301000_000013,"Preservatives against melancholy and over-much sorrow; or the cure of both. Written above thirty years ago, by the Reverend Mr. Richard Baxter, for the Benefit and Comfort of all such as are Afflicted in Mind, in Body, or both.",Richard Baxter,128,1,1,0,0,1,7,0,0,0,0,1,16,5,0,0,1,6,0,1,9,0,9,0,2,4,0,1,8,4,9,6,0,0,1,0,1,0,0,3,4,1,0,2,0,0,0,1,1,0,1,6,1,1,0,0,5,2,4,2,1716,1,1,"London : printed for Joseph Marshall, and Sold by him at the Bible in Newgate-Street, 1716.",London,96,male,1615,1691,FALSE,"God's Supernatural Revelation, hold to God's Word (the Sacred Bible, written by the special Inspiration of the Hol Ghofi, as the fisficient Records of it.) It is not Divine Faith , if it rest not on Divine Revelation ½ nor is it Divine Obedience, which is not given to Divine"
1103502900_000014,"Methodism set forth and defended, in a sermon, on Acts xxviii. 22. preached at the opening of Portland-Chapel, Bristol, August 26, 1792. By Samuel Bradburn.",Samuel Bradburn,84,0,0,0,0,1,5,0,1,2,2,3,4,1,3,1,0,3,0,0,1,1,3,1,1,0,0,0,0,0,1,1,1,0,2,2,1,0,10,2,4,0,1,1,1,1,2,1,2,7,0,4,0,0,0,0,2,1,2,2,1792,1,1,"Bristol : printed and sold by Lancaster and Edwards, Redcliff-Street; sold also at the Methodist-Chapels, [1792?].",Bristol,57,male,1751,1816,FALSE,"more contrary to the genius of the New Testament.; If men in disputing with each other susser improper : -"" - tempers ( 46) tempers to lead them ailray, or mix other things with religious fubjeets, tb as to injure their neighbours, they arc so far culpable, and religion is"
0540000102_000035,"The gospel recovered from its captive state, and restored to its original purity. By a gentile Christian. In six volumes. Wrote in Defence of Wounded and Despised Truth. ...","Goldie, John",74,1,1,1,0,2,0,1,0,2,0,1,5,0,1,0,0,2,0,2,0,2,6,0,0,1,1,1,0,1,1,1,3,0,2,1,1,3,2,5,2,0,0,3,1,0,1,3,0,3,1,1,1,0,2,0,1,1,0,4,1784,2,6,"London : printed for the author, MDCCLXXXIV. [1784].",London,359,male,1717,1809,FALSE,"rather than by the fubifantial duties of an innocent and beneficent life ; such errors are best correced by opening and enlarging the understandings of men, leading them to distinguish what is most excellent and important, from everything trifling and superficial. That there is an omnipresent, all powerful , rmoft"
1103601600_000013,"The spirit of the Gospel neither a spirit of superstition nor of enthusiasm: a sermon, preached before the Synod of Aberdeen, April 9. 1771, by George Campbell, D. D. Principal of the Marischal College. Printed at the desire of the Synod.","Campbell, George",79,1,1,2,0,2,0,2,0,3,2,2,2,2,0,1,0,0,2,2,2,3,5,0,1,1,0,0,0,0,0,1,0,4,0,1,8,2,1,1,2,0,0,1,0,3,2,1,1,5,0,1,2,1,0,0,2,2,2,0,1771,1,1,"Edinburgh : printed for A. Kincaid & W. Creech, MDCCLXXI. [1771].",Edinburgh,125,male,1719,1796,FALSE,"mean by the church , according to the acceptation of the word with * Rom. VIII 9 H, many, [ 6o ] many, a certain order of men only; and if you mean by their interest, their lucrative offices, dignity, and power , and the credit of thole dogmas on"
0368700100_000051,"Eighteen sermons on important subjects. By Matthew Horbery, D. D. Late Fellow of Magdalen College, Rector of Stanlake, Oxfordshire, And Canon Residentiary of Lichfield. Published from the Original Manuscripts by Jeoffry Snelson, M. A. Vicar of Hanbury, Staffordshire.",Matthew Horbery,107,1,0,0,1,2,1,0,3,0,0,0,0,0,1,1,7,6,0,2,0,1,9,0,6,2,2,0,3,5,2,0,1,0,0,3,1,4,2,10,3,0,1,0,0,0,0,2,0,0,1,2,1,8,0,1,2,1,6,3,1774,1,1,"Oxford : at the Clarendon Press, MDCCLXXIV. Sold by Daniel Prince; and by John and Francis Rivington, and Thomas Cadell, in London, [1774].",Oxford,461,male,1706,1773,FALSE,"their Sanction and Authority , and establishes them as a Law which stall not be broken; and and this was revealed to the Apostles by the Spirit . A Philosopher might difiuade Men from Uncleanness, (though some of them in sac did not,) by many Arguments , natural and moral"
1116400117_000172,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,68,1,1,0,1,1,1,0,2,1,0,1,5,0,2,2,3,3,0,3,2,0,1,3,1,4,2,1,0,2,2,0,2,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,2,1,1,3,2,0,1798,17,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,869,unknown,,,FALSE,"their birth. Concern the Christian religion : ai; d many really entertain these ing the affairs transacted during that period, we are sentiments either publicly or in private, to whom we much more liable to fall into mistakes than concerning should render great injustice, if we ranked them in the"
1048000800_000015,"Plain reasons for being a Christian. By Samuel Chandler, D.D. To which are added Rules and cautions to preserve sincere and unprejudiced Christians from the dangerous infection of infidelity. By Dr. Gibson, late Bishop of London.",Samuel Chandler,97,0,1,1,3,2,1,0,2,0,3,3,6,0,2,0,2,2,0,2,1,1,16,0,0,0,0,0,1,4,2,0,1,3,1,0,0,3,0,6,0,1,1,1,2,2,1,4,1,9,0,1,0,0,2,0,0,3,0,0,1800,1,1,"Dalry : printed by John Gemmill, 1800.",Dalry,64,male,1693,1766,FALSE,"the religion and law of nature be allowed to dispose and prepare men for happiness in the favour of God , and though' revelation cannot set aside the obligations of the one or the other, but is principally designed to recover men to the knowledge of and conformity to the"
0434201800_000002,"Mr. Chillingworth's judgment of the religion of Protestants, &c. Printed for the Information of the reverend Dr. Mosse, Dr. Sherlock, Dr. Canon, Mr. Spratt, Dr. Davies, Mr. Barrell, Dr. Friend, Dr. Bisse, Dr. Dawson. Gentlemen of the Committee, Appointed by the Lower House of Convocation to draw up a Report against the Right Reverend the Bishop of Bangor.",William Chillingworth,107,2,1,0,0,1,6,0,2,0,1,4,3,3,2,0,2,0,0,1,3,0,3,1,0,0,0,13,0,0,2,0,1,0,0,3,1,0,0,1,2,1,0,0,1,0,3,1,1,10,5,10,2,0,3,1,7,3,0,1,1717,1,1,"London : printed for J. Roberts, at the Oxford-Arms in Warwick-Lane, [1717].",London,24,male,1602,1644,FALSE,"a long Deliberation;; .id I am verily persuaded that I have chosen wisely, A 4 much -8 much more wisely than if I had guided my fell according to your Church's Authority ; for the Scripture being all TRUE , I am secured, by believing nothing else, that I shall"
1251602000_000025,"The miscellaneous works of Mr. Meade Swift, Senr. in prose and verse.","Swift, Mead",91,1,0,0,1,1,1,1,0,5,2,3,1,1,2,0,1,4,0,1,2,0,12,0,2,1,0,0,0,1,3,0,0,1,0,2,0,0,0,13,0,0,2,6,2,1,1,3,0,1,0,1,4,1,1,0,3,1,1,1,1772,1,1,"Dublin : printed by S. Powell, in Dame-Street, opposite to Fownes's-Street, M,DCC,LXXII. [1772].",Dublin,171,unknown,,,FALSE,"this Difficulty is to say, that God Almighty gave a Being to Things both animate and inanimate that did not exist before. Fourthly. C i55 ] Fourthly. The universal Consent of all Mankind speaks thc same thing, and those few that have denied the Being of a God , are"
0336500100_000026,An exposition of the thirty-nine articles of the Church of England. Written by Gilbert Bishop of Sarum.,Gilbert Burnet,102,0,0,1,3,3,3,3,0,0,0,1,1,0,4,0,3,1,0,2,1,1,24,1,0,0,3,0,1,0,0,0,0,1,2,0,0,2,3,2,2,1,0,0,1,1,8,2,0,2,0,7,0,0,1,1,3,0,4,3,1705,1,1,"London : printed for Ri. Chiswell, at the Rose and Crown in St. Paul's Church-Yard, MDCCV. [1705].",London,420,male,1690,1715,TRUE,"and Capacity, that we cannot diftindc ly apprehend that which is so far above us. Such a Being mufl have also neceftary Existence in its Notion; for whatsoever is infinitely perse, must necessarily exist; since we plainly perceive, that necessary Existence is a perfe6tion, and that contingent Existence is an"
0179100801_000062,"Several discourses preached at the Temple church. By Tho. Sherlock, D. D. Late Master of the Temple, Now Lord Bishop of London.",Thomas Sherlock,125,0,4,0,1,8,2,0,0,0,0,7,4,0,1,2,1,1,0,0,0,0,16,0,5,1,1,0,5,0,0,0,1,0,2,1,0,1,0,14,0,0,0,3,3,4,9,8,1,1,0,0,2,1,1,2,3,3,1,5,1754,1,2,"London : printed for J. Whiston and B. White at Boyle's Head, W. Owen at Homer's Head, both in Fleet-Street, and E. Baker at Tunbridge, MDCCLIV. [1754].",London,394,male,1678,1761,FALSE,"the same Thing. Any Matter may. be formed even by human Art into the Shape of a Man; but it is adding Life that makes the Man. If we believe we received our Senses , our Reason , our natural Strength and Vigour, from the TRUE God at first; look"
0941700200_000068,"An appeal to the common sense of all Christian people, more particularly the members of the Church of England, with regard to an important point of faith and practice, imposed upon their Consciences by Church Authority: Or, A Preservative against the main Principles, on which Popery and Infidelity are founded; with a distinct reply to A letter to the common people, &c. By the Rev. Mr. Jones. By a country clergyman.","Hopkins, William",94,2,0,0,1,2,1,1,0,1,0,5,10,6,0,1,0,3,0,1,4,3,10,0,1,0,0,0,2,0,0,1,2,0,0,2,0,0,1,0,1,1,1,0,2,0,1,4,1,4,0,1,3,2,1,1,4,1,2,4,1775,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1775.",London,310,male,1706,1786,FALSE,"to be given up in compliance with the corrupt prejudices of Jews and Muslims. But furelv, as the athanasian trinity has been dinonilfratively fhcwn ( 291) fence was once removed from the churches of Christ , we might then reasonably hope that shown to be FALSE and unscriptural, and justly"
0564300100_000038,"Reflections on the late Lord Bolingbroke's letters on the study and use of history; Especcially so far as they relate to Christianity, and the Holy Scriptures. To which are added, Observations on some Passages in those Letters concerning the Consequences of the late Revolution, and the State of Things under the Present Establishment. By John Leland, D. D. Author of An Answer to Dr. Tyndall's Christianity as Old as the Creation; The Divine Authority of the Old and New Testament asserted, &c. against the Moral Philosopher; and Remarks on a late Pamphlet, intituled, Christianity not founded on Argument.",John Leland,82,0,2,0,2,0,0,0,1,1,3,0,2,2,0,0,5,3,2,1,3,1,8,0,0,0,1,0,1,0,2,1,0,0,2,0,3,0,2,4,0,2,2,3,2,0,2,2,0,1,4,5,2,0,0,1,0,2,1,1,1753,1,1,"London : printed for Benj. Dod, at the Bible and Key in Ave-Mary Lane, near Stationers-Hall, M.DCC.LIII. [1753].",London,187,male,1691,1766,FALSE,"cation, and the civil and ecclfiajlical powier. It cannot b: denied, that foine writers of the rominj church , whil.f they have endeavoured to show, that the Scripture is infiffiicient to be a complete rule of faith and practice, have laid as much to expose the sacred text, as if"
0850500401_000117,"A view of the principal deistical writers that have appeared in England in the last and present century; with observations upon them, and some account of the answers that have been published against them. In several letters to a friend. ... . The fifth edition. By John Leland, D.D.",John Leland,105,0,0,3,0,4,0,0,1,0,0,3,11,2,1,0,2,9,0,1,2,6,6,0,2,2,0,0,1,0,5,0,0,1,0,2,0,1,1,2,0,0,2,1,0,4,5,4,1,3,0,4,0,2,0,0,1,5,2,3,1766,1,2,"London : printed by W. Richardson and S. Clark, for R. and J. Dodsley in Pall-Mall, and T. Longman in Pater-Noster-Row, MDCCLXVI. [1766].",London,443,male,1691,1766,FALSE,"God by themselves, to those only whose eyes the ""spirt of God is pleated to open to perceive the chara&ers of divine truth impressed on them. Others maintain, that they "" will manifestly appear to be the word of God by themselves, upon an honest investigation of mere natural reason"
0847400800_000050,"The moral philosopher. In a dialogue between Philalethes a Christian Deist, and Theophanes a Christian Jew. In which The Grounds and Reasons of Religion in general, and particularly of Christianity, as distinguish'd from the Religion of Nature; the different Methods of conveying and proposing Moral Truths to the Mind, and the necessary Marks or Criteria on which they must all equally depend; the Nature of positive Laws, Rites and Ceremonies, and how far they are capable of Proof as of standing perpetual Obligation; with many other Matters of the utmost Consequence in Religion, are fairly considered, and debated, and the Arguments on both Sides impartially represented.",Thomas Morgan,85,1,1,3,2,2,1,1,0,0,1,1,4,0,1,0,2,0,0,0,0,0,3,0,0,0,5,1,2,0,1,0,0,3,0,1,0,5,4,4,1,2,0,2,4,0,1,3,1,3,2,0,0,0,3,1,6,5,0,2,1738,1,1,"London : printed for the author, MDCCXXXVIII. [1738].",London,466,male,,1743,FALSE,"is Fallhood, and Falsehood Truth , that Light is Darkness, and Darkness Light , and that there is really no such Thing as Truth and Falfiood, no Difference between them, or no Power in the Mind of perceiving and diftinguifling them one from the other. But the Fallacy of this"
0241900904_000067,"The looker-on, a periodical paper, by the Rev. Simon Olive-Branch, A.M. ...","Roberts, William",77,0,2,3,1,3,4,0,3,0,0,1,5,2,0,0,1,0,0,4,0,1,0,0,0,1,0,1,1,1,0,0,2,0,0,1,1,0,0,3,1,2,3,2,2,5,1,0,2,5,1,2,1,0,2,0,3,1,1,2,1795,4,4,"London : printed for G G. and J. Robinson, Paternoster-Row, 1795.",London,410,male,1767,1849,FALSE,"miracles, as miracles, has been already removed. Considered then as P 4 hito historical fas, there arise two great questions C ncerning them. Do they seem necefaty to be resorted to, in accounting for those events, for the sake of which history tells us they were display CD and have"
0609500200_000002,"The solemn charge given to ministers, to commit the truths and doctrines of the Gospel, to faithful and able men; consider'd in a sermon preach'd at the ordination of the Reverend Mr. Cotton Brown, to the pastoral care of the Church of Christ in Brooklin [i.e., Brookline]. October 26. 1748. By Samuel Cooke, A.M. Pastor of the Second Church in Cambridge. [Seven lines from Timothy].","First Parish (Brookline, Mass.)",84,3,0,1,1,4,0,0,4,0,0,5,2,1,0,2,3,4,0,1,0,0,2,0,2,0,2,1,0,1,1,0,0,3,0,1,1,0,1,3,2,2,1,0,0,0,1,3,3,0,0,1,3,1,1,2,1,6,7,1,1748,1,1,"Boston, N.E. : Printed by Rogers and Fowle in Queen-Street, 1748.",Boston,30,unknown,,,FALSE,"commit to others, the same Things which he has committed to them, in his Gospel. And CHRIST will not only disown the Proceedings of those who aft a contrary Part, but, where Carelessness, or any low, selfish Views, or an undue Regard to the Sentiments of fallible Men, are at"
0871600201_000058,The sincere Christian instructed in the faith of Christ from the written word in two volumes. ...,"Hay, George",103,0,0,1,0,0,3,1,1,0,2,1,5,9,2,1,2,1,1,5,8,3,4,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,5,0,1,1,3,3,9,3,1,0,1,0,1,9,2,5,1783,1,2,"Dublin : MDCCLXXXIII. P. Wogan, [1783].",Dublin,389,male,1729,1811,FALSE,"revealed by Jesus Christ , throughout all ages? A. It is manifest from these scripture oracles, that the great principle or rule of tradition, was laid down and established by God himself at the beginning, and that it was delivered by the apostles to their disciples, along with the other"
0679901400_000001,"An answer to the Rev. Mr. Harris's ""scriptural researches on the licitness of the slave-trade"". By the Rev. W. Hughes, M.A.","Harris, R. (Raymund)",70,1,3,1,4,7,0,0,1,2,0,1,2,0,0,1,0,0,1,1,1,1,1,0,0,3,1,2,0,2,1,1,0,2,1,0,1,2,1,2,0,1,1,1,2,1,1,3,0,4,0,5,0,0,0,1,0,1,1,1,1788,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,36,unknown,,,FALSE,"AN A N S W E R TO THE REV. MR. H A R ris's "" SCRIPTURAL RESEARCHES ON THE LICITNESS OF THE SLAVE trade."" By the REV. W. H U G H ES, MA. THROUGH COVETOUSNESS SHALL THEY WITH FEIGNED WORDS MAKE MERCHANDISE OF YOU. 2 EP. PETER, CHAP."
0841000100_000016,Plain reasons for being a Christian.,Samuel Chandler,85,0,2,1,2,3,1,0,2,1,2,3,6,0,2,0,1,1,0,2,0,0,14,0,0,0,0,0,2,2,1,0,1,2,1,0,0,3,1,2,0,1,1,1,3,2,1,1,1,8,0,1,0,0,1,0,0,3,0,3,1733,1,1,"London : printed for J. Roberts, near the Oxford-Arms in Warwick-Lane, 1733.",London,63,male,1693,1766,FALSE,"of it more easy and praqcicable, however voluntary and positive in themselves, are consistent with all our notions of the divine perfeaions, and ought torbe so far from being objetions against the truth of any religion that contains them, that they are.rather arguments in favour of it, as they are"
0658400500_000034,"Dialogues on the nature, design and evidence of the theological writings of the Hon. Emanuel Swedenborg, with a brief account of some of his philosophical works.","Clowes, John",112,4,0,2,1,5,0,2,0,0,1,1,3,5,1,0,1,10,0,0,2,1,6,3,3,4,3,0,0,0,2,0,2,0,12,0,0,4,0,6,0,0,2,5,3,0,2,0,1,1,0,3,1,0,0,0,6,2,2,0,1794,1,1,"[Boston] : Printed at Boston by I. Thomas and E.T. Andrews, Faust's Statue, no. 45, Newbury Street, MDCCXCIV. [1794].",Boston,113,male,1743,1831,FALSE,"it appears that TRUE conjugal Love has its Ground in the Marria e Union of Love and Wisdom, or of Goodness and ruth, L consequently in the Love of the Lord and the Church , ac .uiring a Degree of Power , Blessedness, Purity, and Permanency in Man. proportioned to"
1071200100_000039,"The archdeacon's examination of candidates for holy orders, according to the history, canons, and articles of religion, of the Church of England and Ireland. By Arthur St. George, D.D.","St. George, Arthur           1772",102,2,1,0,0,2,3,0,0,1,1,9,4,5,1,1,0,3,0,0,1,1,16,1,4,1,0,0,2,0,6,0,5,2,1,1,1,2,1,5,0,0,1,2,0,0,0,0,2,2,2,4,1,3,0,2,0,0,0,0,1799,1,1,"London : printed for F. and C. Rivington, No. 62, St. Paul's Church-Yard: by Bye and Law, St. John's Square, Clerkenwell, 1799.",London,310,unknown,,,FALSE,"Grace. "" And to bring them by Christ to everlasting Salvation as Vessels made to Honour,"" not as carnal Minds living in Unclcannefs because predestinated, but by Grace preventing as well as allifting and working in them to Perseverance, however not dettrudivc of their own freewill, by special Providence making"
0025700100_000276,"Observations on man, his frame, his duty, and his expectations. In two parts. Part. I. Containing Observations on the Frame of the Human Body and Mind, and on their Mutual Connexions and Influences. Part. II. Containing Observations on the Duty and Expectations of Mankind. By David Hartley, M.A. Reprinted from the author's edition in 1749. To which are now added, notes and additions to the Second part; translated from the German of the Rev. Herman Andrew Pistorius, Rector of Poseritz in the Island of Rugen. Also a Sketch of the life and Character, and a Head of the author.",David Hartley,97,0,0,3,0,0,1,3,6,1,1,6,4,2,2,2,0,0,0,4,0,1,7,0,0,1,1,2,1,0,0,0,3,0,0,1,1,0,0,4,2,0,2,0,0,1,0,2,3,1,1,5,4,1,1,1,2,8,6,0,1791,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCXCI. [1791].",London,806,male,1705,1757,TRUE,"the whole earth. It is a great insult offered to the truths of religion , to suppose that they want the same kind of assistance as impostures, human projects, or worldly designs. Let every man be allowed to think , speak, and write, freely; and then the errors will combat"
0382400600_000023,"Sermons on various subjects, divine and moral: with a sacred hymn suited to each subject. Formerly printed in two volumes. Designed for the Use of Christian Families, as well as for the Hours of Devout Retirement. By I. Watts, D.D.",Isaac Watts,109,0,1,0,5,9,2,0,0,0,0,0,8,0,0,1,0,11,0,6,3,1,9,1,4,1,0,0,1,0,0,5,3,1,2,1,0,2,0,2,0,0,0,1,1,0,5,0,1,3,0,3,2,2,0,1,2,4,5,0,1782,1,1,"London : printed and sold by T. Wilkins, Late Oliver's, No. 12, Bartholomew-Close. West-Smithfield, [1782?].",London,526,male,1674,1748,TRUE,"of peace and piety begun in him: And here lies his evidence that christianity is divine , and that therf dotrines are from heaven, though a text or two may be FALSE written 1 wrong tranflatd, or though a whole book or two may he hard to hi proved authentic."
0620200500_000028,"An essay on the nature and immutability of truth; in opposition to sophistry and scepticism. By James Beattie, Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,97,1,0,1,5,2,4,0,3,0,2,0,0,0,2,0,1,1,1,2,0,2,0,2,0,3,0,2,4,2,3,1,0,1,0,1,0,2,1,3,1,0,0,1,5,1,2,7,0,0,0,0,11,0,1,0,2,8,4,2,1770,1,1,"Edinburgh : printed for A. Kincaid & J. Bell. Sold, at London, by E. & C. Dilly, in the Poultry, MDCCLXX. [1770].",Edinburgh,508,male,1735,1803,FALSE,"supported by argumrents drawn from our experience; and all arguments of this sort are refolvible into the principles of common sense . In general , it will be found TRUE of all our reasonings concerning testimony, that they are founded, either mediately or immediately, upon inftinfive conviction or inftintive assent;"
0315401300_000053,"An abridgment of the Ecclesiastical polity, of that learned and judicious divine, Mr. Richard Hooker, Some Time Master of the Temple. Adapted to the use of families, by the Rev. Matthew Hemmings, A. B. Curate of Finglass in the Diocess of Dublin.",Richard Hooker,109,0,1,1,2,2,4,0,1,1,0,3,1,4,2,0,0,0,1,1,2,0,15,0,0,1,0,3,3,1,0,2,0,1,0,0,1,2,0,5,0,3,1,2,1,1,2,17,1,0,0,8,0,3,0,1,3,4,2,0,1773,1,1,"Dublin : printed by J. A. Husband, for William Watson, in Capel-Street, MDCCLXXIII. [1773].",Dublin,648,male,1553,1600,FALSE,"whereof we are capable, even as so many sparkles resembling the bright fountain from which they rise. They who study therefore to use both their reason , and all other gifts, as well which nature as which grace has endued them with; let them never doubt but that the same"
0336400302_000149,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,113,0,0,1,2,3,1,1,0,0,0,0,0,0,1,2,0,1,1,8,4,0,1,1,0,0,0,2,1,2,0,1,0,1,10,2,1,3,0,1,1,5,0,0,3,3,1,9,6,8,2,0,1,0,0,3,4,15,0,1,1748,2,2,"London : printed for S. Birt, D. Browne, C. Hitch, J. Hodges, J. Oswald, J. Shuckburgh, A. Millar, J. Beecroft, J. Ward, M. Cooper, and the Executors of H. Pemberton, MDCCXLVIII. [1748].",London,386,male,1632,1704,TRUE,"as a Matter of Faith , wherein Reason hath nothing to do. Whatsoever is divine Revelation, ought to over rule all out Opinions , Prejudices, and Interests, and hath a right to be received with full Assent: Such a Submission as this of our Reason to Faith , takes not"
0208400700_000077,"The knowledge of divine things from revelation, not from reason or nature. Wherein The Origin and Obligation of Religious Truths are demonstrated: Arguments of Deists, Moralists, &c. proved to have no Foundation in Nature or Reason. The Inlets of Knowledge, The Law of Nature, The several Texts of Scripture relating to this Subject, The Works of Creation, The Eternal Fitness and Reason of Things, The Demonstrations of a Supreme Being, &c. are fully considered and explained. By a gentleman of Brazen-Nose College, Oxford; now of the diocese of Chester.","Ellis, John",99,0,0,0,3,2,2,0,0,2,1,0,0,0,0,1,0,5,1,3,0,1,9,1,0,2,1,0,1,3,1,2,0,2,2,0,1,4,0,9,0,1,0,1,2,0,1,10,4,4,0,3,1,1,0,1,1,6,1,3,1743,1,1,"London : printed by J. Watts: and sold by B. Dod at the Bible and Key in Ave-Mary-Lane near Stationers-Hall, J. Fletcher at Oxford, and T. Merrill at Cambridge, MDCCXLIII. [1743].",London,465,unknown,1688,,FALSE,"against the Cavils of those who would so exalt Nature as to render it altogether needless. And the Evidence of its coming from God , manifests the Obligation we are under to receive and obey it, against the Atheistical Objetions of those, who would represent it as a superstitious Contrivance"
1098800500_000024,The tour of Valentine.,"Pott, Joseph Holden",83,1,4,1,0,5,1,0,1,1,0,0,1,0,1,2,0,3,0,2,3,2,4,1,0,2,1,0,0,0,0,0,3,0,1,2,1,0,5,2,0,3,4,2,1,0,3,4,1,2,3,0,2,0,5,2,1,0,0,0,1791,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCXCI. [1791].",London,238,male,1758,1847,FALSE,"us after the moult power -- full motives for faith , and the strongest inducements for aaion, have had their L 4 duc » * weight? Is it confifent with reatob to persist in living uninfluenced, undetermined, by the mols urgent applications to our understanding and feeling i If we"
0265901500_000062,"Thoughts on nature and religion. Or, an apology for the right of private judgment, maintained. By Michael Servetus, M.D. In his answer to John Calvin.","Blair, Patrick",81,0,1,2,0,3,1,5,0,1,1,4,4,2,0,1,5,1,0,0,1,2,0,0,0,2,1,3,1,1,1,0,1,2,0,0,1,5,1,2,3,2,0,3,0,0,0,2,2,1,1,1,0,2,3,4,0,2,0,0,1774,1,1,"[Cork] : Printed by Phineas Bagnell and Company, 1774.",Cork,208,male,1712,1781,FALSE,"and his difeipics; thusthe heathen powers pllcitcut CD the primitive Christians ; and thus the lroinifil church persecute all those, whlo will not receive its doctrine; while the heads of it, secure and happy il the ignorance of the deluded multitude, divert themn. dlvcs with the thought s.lantumz nobis profiit"
1739701600_000071,"The Bishop of London's three pastoral letters to the people of his diocese; particularly to those of the two great cities of London and Westminster. In defence of the gospel-revelation, and by way of preservative against the late writings in favour of infidelity.",Edmund Gibson,86,2,0,1,0,1,1,0,2,0,0,3,8,3,2,3,0,4,0,1,5,2,8,1,3,0,0,0,1,0,2,2,4,0,0,0,1,0,2,2,0,0,2,1,1,2,1,1,3,0,4,2,0,1,0,1,1,0,0,2,1732,1,1,"London : printed by S. Buckley, 1732.",London,359,male,1669,1748,FALSE,"reads the Writings of the Apostles, and is persuaded that the do&rines they delivered were received from Christ , or written by the Direation and Assistance of his Holy Spirit , cannot but think himself obliged to believe and do whatever he finds delivered in these Writings, and to confider"
0784200104_000025,"Sermons on different subjects, by the late Reverend John Jortin, ...",John Jortin,104,0,0,1,2,1,1,0,2,1,0,1,8,1,3,0,1,1,1,5,5,0,5,2,4,3,0,0,1,0,0,0,0,1,2,0,2,4,0,1,0,0,4,0,0,4,0,6,3,9,0,4,2,4,0,0,0,6,3,0,1771,4,7,"London : printed for Benjamin White, 1771-72.",London,410,male,1698,1770,FALSE,"are his principal concern . No parts of Scripture can, ftritly speaking, be objects of our faith , so long as we cannot · find out their meaning . Thus much we ought to believe concerning them, That they con tain.truths which we cannot discover. This is ....... implicit Implicit"
