PassageID,Title,Author,Total termFreq,termFreq(bacon),termFreq(bake),termFreq(beat),termFreq(beef),termFreq(boil),termFreq(bone),termFreq(bread),termFreq(brown),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(egg),termFreq(fat),termFreq(fine),termFreq(flour),termFreq(fry),termFreq(gravi),termFreq(half),termFreq(herb),termFreq(hot),termFreq(hour),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(littl),termFreq(mace),termFreq(meat),termFreq(mix),termFreq(nutmeg),termFreq(onion),termFreq(pan),termFreq(pepper),termFreq(pickl),termFreq(piec),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quarter),termFreq(roll),termFreq(round),termFreq(salt),termFreq(sauc),termFreq(season),termFreq(serv),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(sweet),termFreq(togeth),termFreq(veal),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1378000100_000016,"The Frugal house-keeper, or, The compleat cook. Being the newest collection of the most genteel, and least expensive receipts in every branch of cookery, viz. going to market; for roasting, boiling, hashing, stewing, broiling, frying, fricasseying, baking, also for making puddings, custards, cakes, cheese cakes, pies, tarts, ragouts, soups, creams, jellies, syllabubs, wines, &c. &c. And several select papers by a lady of distinction, lately deceased, of new and infallible rules to be observed in pickling, preserving, brewing, &c. To which is added, the art of clear starching, ironing, &c. With many other articles equally necessary in the washing of linen, lace,. &c. Also a treasure of valuable and useful receipts from the toilet of Flora. Being a collection of the most simple and approved methods of preparing essences, pomatums, powders, perfumes, sweet scented waters, and opiates for preserving and whitening the teeth, &c. with receipts for cosmetics of every kind, that can smooth and brighten the skin, give force to beauty, and take off the appearance of old age and decay. For the use of the ladies, &c.",,228,3,3,6,1,1,1,2,4,11,1,1,1,1,3,8,5,9,1,5,6,3,3,4,4,0,2,6,0,3,19,3,5,1,4,5,10,4,1,7,4,0,1,4,4,1,6,4,3,1,5,4,7,0,4,5,1,4,5,3,5,1778,1,1,"London : [s.n.], Printed in the year, 1778.",London,206,unknown,,,FALSE,"the pan , lay in the fish, throw a little salt and flour over it, put a very little water in the diih, an onion and a bundle of fieet herbs ; slick some little bits of butter on the fish, and let be baked of a fine light brown"
0649101200_000060,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Instructions for trussing Poultry. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Baking, Broiling and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings. Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pasties. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments. Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, containing considerations on culinary poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with a Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraved on thirteen copper-plates. By John Farley, principal cook at the London Tavern.","Farley, John",189,2,1,4,3,8,4,3,3,14,2,2,2,4,2,3,4,7,3,4,2,2,4,3,4,6,3,10,0,1,6,1,1,2,4,2,5,5,2,3,1,0,2,3,3,2,5,2,4,3,5,1,1,0,4,2,3,2,1,1,3,1789,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law; No 13, Ave-Maria-Lane; and G. and T. Wilkie, St. Paul's Church-Yard, [1789].",London,512,unknown,,,FALSE,"fine , and turn a china basin upside down in the middle of a dish . Make a quarter of a pound of butter into the shape of a pineapple, and set it on the basin's bottom. Lay round your basin a ring of shred parsley, then a ring of"
1147700300_000046,"The london art of cookery, and housekeeper's complete assistant. On a New Plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Instructions for trussing Poultry. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Baking, Broiling, and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings. Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues and Racon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Consectionary. The preparation of Sugars. Tarts, Puffs, and Pastres. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Presurving Fruits, &c. Elegant Ornaments for Entertainments. Instructions for Carving Necessary Articles for Sea-Saring Persons. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with A Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraved on Thirteen Copper-Plates. By John Farley, Principal Cook at the London Tavern. The Seventh Edition. With the Addition of many new and elegant Receipts in the various Branches of Cookery.","Farley, John",204,4,1,2,7,6,1,2,1,4,0,4,4,1,2,11,4,6,5,6,2,2,3,4,2,2,2,4,2,6,13,0,1,4,4,2,4,5,4,2,3,1,5,1,6,2,6,1,2,2,2,1,2,1,4,3,8,4,2,3,6,1792,1,1,"London : printed for J. Scatcherd and J. Whitaker, B. Law No. 12, B. Law, No. 13, Ave-Maria-Lane; and G. and T. Wilkie, St. Paul's Church-Yard, [1792].",London,517,unknown,,,FALSE,"same manner as' the above, only lift up the outside skin, take the middle of the meat , and proceed as before directed. Put it into the same place, and with fine skewers put it down close . A Round of Beef forced. first rub it with some common fait,"
0239601000_000022,"The modern art of cookery improved; or, elegant, cheap, and easy methods, of preparing most of the dishes now in vogue; ... by, Mrs. Ann Shackleford, ... To which is added, an appendix; containing a dissertation on the different kinds of food, their nature, quality, and various uses. By a phycisian [sic]. And a marketing manual, ... By the editor.","Shackleford, Ann",197,2,2,2,5,5,3,3,4,5,7,3,1,6,1,5,8,1,3,2,3,1,4,3,6,1,3,2,3,7,8,5,1,0,2,5,8,5,1,5,2,2,2,2,4,2,3,7,2,1,2,1,1,0,4,3,10,2,3,2,1,1767,1,1,"London : printed for J. Newbery; and F. Newbery, 1767.",London,330,female,,,FALSE,"together , till your sauce is of a good thickness; squeeze in a little lemon ; pour your sauce over the turkey, and garnish your dish with lemon . In the same manner you may do a large fowl; and you may add morels, truffles, artichoak bottoms, C To few"
0292900400_000048,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant, in the Kingdom. Containing, proper directions for the choice of all kinds of provisions. Instructions for trussing Poultry. Roasting and boiling all Sorts of Butcher's Meat, Poultry, Game, and Fish. Baking, Broiling, and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings-Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pastics. Cakes, Custards, Jams, and Jellics. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments, Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made wines, cordial waters, and malt liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellisifed With A Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraven on Thirteen Copper-Plates. By John Farley, Principal Cook At The London Tavern.","Farley, John",199,5,0,2,1,7,2,2,2,7,2,1,0,1,2,5,4,5,2,3,6,2,4,8,3,1,3,8,2,9,15,2,2,4,3,2,1,7,2,5,4,1,3,1,3,3,5,3,3,0,3,7,2,0,3,1,5,3,1,1,5,1796,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law, No 13, Ave-Maria-Lane; and G. and T. Wilkie, Paternoster-Row, [1796].",London,499,unknown,,,FALSE,"in flour to thicken the gravy , and two yolks of eggs beat up in a gill of cream . Put it over the fire, and keep stirring it one way till it be thick and smooth. Put it under the sweetbreads, and send it up. Garnish with beet root"
0580400600_000037,"The lady's complete guide; or cookery and confectionary in all their branches. Containing the most approved receipts, ... To which is added, ... the complete brewer; ... also the family physician; ... By Mrs. Mary Cole, ...","Cole, Mary, cook",193,6,1,4,4,3,1,1,2,3,2,3,2,3,1,7,2,2,7,4,4,3,4,5,2,2,4,9,2,5,5,3,7,1,2,3,7,4,3,3,6,1,3,2,6,2,4,6,1,3,0,1,2,0,4,3,3,4,2,2,2,1789,1,1,"London : printed for G. Kearsley, 1789.",London,609,female,,,FALSE,"rolled in flour , according to the quantity of sauce you want, with cullis and broth, and lemon juice if you like it. Dalrjmple, 64 Another way. Take rmp feaks, pepper and salt them, lay them in a tew pan , pour in half a pint of water , a"
0094600500_000048,"The lady's complete guide; or cookery in all its branches. Containing The most approved Receipts, confirmed by Observation and Practice, in every reputable English Book of Cookery now extant, besides a great Variety of others which have never before been offered to the Public. Also several translated from the Productions of Cooks of Eminence who have published in France, particularly M. Commo's Histoire de Cuisine, M. Disang's Maitre D'hotel, M. Dupont and M. Valois, M. Troas, and M. Delatour, with their respective Names to each Receipt; which, with the Original Articles, will form the most complete System of Cookery ever yet exhibited, under the following Heads, viz. Roasting, Boiling, Made-Dishes, Frying, Broiling, Potting, Fricassees, Ragouts, Soups, Sauces, Gravies, Hashes, Stews, Puddings, Custards, Cakes, Tarts, Pies, Pasties, Cheesecakes, Jellies, Pickling, Preserving, Confectionary, &c. To which is added, In order to rander it as complete and perfect as possible, the complete brewer; Containing Familiar Instructions for brewing all Sorts of Beer and Ale; including the proper Management of the Vault or Cellar. Also the family physician; Consisting of a considerable Collection of approved Prescriptions by Mead, Sydenham, Tissot, Fothergil, Elliot, Buchan, and others, including a certain Remedy for that formidable Disorder, the Dropsy, recommended by Persons respectable in the highest Degree. By Mrs. Mary Cole, Cook to the Right Hon. the Earl of Drogheda.","Cole, Mary, cook",201,3,2,3,3,9,3,1,2,5,5,3,1,2,0,7,4,3,2,5,3,4,6,9,2,2,4,7,3,6,9,3,5,3,3,1,7,4,3,2,3,0,3,2,3,2,3,2,1,0,4,6,2,0,2,6,2,2,3,3,3,1788,1,1,"London : printed for G. Kearsley, No. 46, Fleet-Street, MDCCLXXXVIII. [1788].",London,595,female,,,FALSE,"send it to the oven; boil the other half white in a cloth, put them both into a dish ; boil the brains in a bit of cloth, with a very little parsey and a leaf or two of sage; when they are boiled , chop them small , and"
0185200300_000029,"The experienced English house-keeper, for the use and ease of ladies, house-keepers, cooks, &c. Wrote purely from practice, And dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as House-Keeper. Consisting of near 800 original receipts, most of which never appeared in print. Part First, Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part Second, All Kind of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish Ponds, Transparent Puddings, Trifles, Whips, &c. Part Third, Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season in every Month of the Year. By Elizabeth Raffald.",Elizabeth Raffald,212,6,0,1,2,7,3,1,5,6,3,3,0,2,5,7,4,3,3,1,6,1,7,11,2,5,4,7,5,6,10,2,4,4,2,1,4,5,2,2,5,1,2,2,0,1,5,7,1,5,3,2,3,0,3,2,4,6,3,2,3,1769,1,1,"Manchester : printed by J. Harrop, for the author, and sold by Messrs. Fletcher and Anderson, in St. Paul's Church-Yard, London; and by Eliz. Raffald, Confectioner, near the Exchange, Manchester, 1769.",Manchester,381,female,1733,1781,FALSE,"Nutmeg , Chyan, and Salt , mix a Spoonful of Flour with the Yolks of two Eggs , dip in your Palates, and fry them a light Brown , then put them in a Sieve to drain; have ready half a Pint of Veal Gravy , with a little Caper"
0268900600_000021,"The art of cookery, made plain and easy; which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty Little-Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and for setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of Made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index to this and all the octavo editions. Never before published. By lady.",Hannah Glasse,223,2,3,2,2,8,5,2,5,8,0,0,0,1,1,7,10,3,1,7,9,3,7,6,4,1,0,7,1,6,11,3,7,1,2,2,7,6,1,6,3,0,1,1,3,2,4,5,2,1,1,1,7,0,3,6,10,5,4,4,3,1758,1,1,"London : printed for the author: and sold by A. Millar, in the Strand; and T. Trye, near Gray's-Inn Gate, Holbourn, [1758].",London,438,female,1708,1770,TRUE,"acrors the Top of the Dith, and lay the Head on them; Skewer up the Meat in the Middle that it don't lye in the Dih, then grate bome Nutmeg all over it, a few sweet Herbs ihred finall, some Crumbs of Bread , a little lemon peel cut fine"
0292900400_000045,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant, in the Kingdom. Containing, proper directions for the choice of all kinds of provisions. Instructions for trussing Poultry. Roasting and boiling all Sorts of Butcher's Meat, Poultry, Game, and Fish. Baking, Broiling, and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings-Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pastics. Cakes, Custards, Jams, and Jellics. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments, Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made wines, cordial waters, and malt liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellisifed With A Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraven on Thirteen Copper-Plates. By John Farley, Principal Cook At The London Tavern.","Farley, John",209,4,1,2,5,7,1,2,1,4,0,3,4,1,2,14,5,6,6,5,2,2,3,4,2,2,3,6,2,6,10,0,0,4,4,1,2,5,4,2,3,2,5,1,7,2,5,1,2,3,5,2,2,1,3,3,10,4,2,3,6,1796,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law, No 13, Ave-Maria-Lane; and G. and T. Wilkie, Paternoster-Row, [1796].",London,499,unknown,,,FALSE,"make holes, which fill w: L  bread crumbs, marrow, or suet, parsley, grated lemon peel, sweet herbs , pepper , salt , nutmeg , yolk of egg , made into fluffing. Bake it with a little water , and some small beer, some whole pepper , tnd an oion."
1634100600_000026,"The London cook, or The whole art of cookery made easy and familiar. Containing a great number of approved and practical receipts in every branch of cookery. viz. Chap. I. Of soups, broths and gravy. II. Of pancakes, fritters, prossets, tanseys, &c. III. Of fish. IV. Of boiling. V. Of roasting. VI. Of made-dishes. VII. Of Poultry and game. VIII. Sauces for Poultry and game. IX. Sauces for butcher's meat, &c. X. Of puddings. XI. Of pies, custards, and tarts, &c. XII. Of sausages, hogs-puddings, &c. XIII. Of potting and collaring. XIV. Of pickles. XV. Of creams, jellies, &c. XVI. Of made wine. By William Gelleroy, late cook to Her Grace the Dutchess of Argyle. And now to the Right Hon. Sir Samuel Fludyer bart. lord mayor of the city of London. To which is prefixed, A large copper-plate, representing, His Majesty's table, with its proper removes, as it was served at Guild-Hall, on the 9th of November 1761, being the Lord Mayor's day, when His Majesty, and the royal family, did the city the honour to dine with them, and were highly pleased with their entertainment.","Gelleroy, William",210,3,1,2,8,6,2,2,2,7,0,1,1,2,1,11,5,3,7,3,3,2,10,5,2,1,2,8,2,4,2,2,10,3,4,2,6,7,2,3,6,1,3,1,6,2,6,5,2,1,3,4,2,0,2,7,5,1,1,3,2,1762,1,1,"Dublin : Printed by T. and J. Whitehouse Booksellers, at the State-Lottery-Office, in Nicholas-Street, M.DCC.LXII. [1762].",Dublin,267,unknown,,,FALSE,"pot close again, and when it is quite tender, take it up and lay , it in your dish , take off the fat from the gravy , ancd pour the gravy over the meat . Some cooks rub it with salt petre overnight to give it a fine red"
0268800700_000056,"The housekeeper's instructor; or, universal family cook. Being an ample and clear display of the art of cookery In All Its Various Branches. Containing Proper Directions for Dressing all Kinds of Butcher's Meat, Poultry, Game, Fish, &c. Also, The Method of preparing Soups, Hashes, and Made Dishes; With The Whole Art of Confectionary, Pickling, Preserving, &c. Likewise The making and keeping in Persection British Wines; And Proper Rules For Brewing Malt Liquor, As well for Family Consumption as the Regale of private Visitants. To Which IS Added, The Complete Art of Carving, Illustrated With Engravings, Explaining, by proper References, the Manner in which the Young Practitioner may acquit himself at Table with Elegance and Ease. Also, bills of fare for every month in the year; With Copper-Plates, displaying The Best Manner of decorating a Table; Whereby every Person will be enabled to add to the Art of Cookery the proper Disposition of each Article in its respective Season. Together with directions for marketing, and the management of the kitchen and fruit-garden. The Whole formed on so New a Plan, that the Inexperienced will be instructed, and the professed Cook receive that Information which has never been made known by any preceding Publication. By William Augustus Henderson, Who has made the Culinary Art his Study for upwards of Forty Years.","Henderson, William Augustus",218,4,1,3,5,7,1,2,4,7,2,4,0,4,1,7,3,6,4,4,4,2,9,7,5,1,4,8,1,5,8,6,1,2,2,2,8,8,0,5,5,0,5,2,2,2,5,3,5,1,4,4,1,0,1,1,10,3,2,1,4,1790,1,1,"London : printed and sold by W. and J. Stratford, Holborn-Hill, [1790?].",London,491,unknown,,,FALSE,"rest round , and flewed spinach between, with poached eggs on the spinach. Garnish with notched lemon and orange cut into quarters , and have melted butter in boats. Pigeons a la daub. PUT a layer of bacon in a large sauce pan , then a layer of veal ,"
0246300300_000029,"Five hundred new receipts in cookery, confectionary, pastry, preserving, conserving, pickling; and the several branches of these arts necessary to be known by all good housewives. By John Middleton, Cook to his Grace the late Duke of Bolton. Revised and recommended by Mr. Henry Howard.","Middleton, John, cook",207,3,3,1,3,8,3,3,3,6,0,1,5,3,2,5,0,3,1,6,2,1,2,7,2,5,3,4,1,6,2,7,7,2,6,3,3,8,8,5,2,2,5,3,1,1,7,3,5,5,1,0,0,2,6,1,5,3,6,4,2,1734,1,1,"London : printed for Tho. Astley, at the Rose against the North Door of St. Paul's, MDCCXXXIV. [1734].",London,263,unknown,,,FALSE,"ed Parsley, Salt and Pepper ; toss them up in clarified Butter , and when they are done of a fine brown Colour, lay them in a Diih pour over them a Ragoo of Mushrooms, or Sweetbreads, or both; garnish with fried Parsley, and serve it. To dress a Gigot,"
0378000800_000021,"The compleat family companion: or, the whole art of cookery made plain and easy; ... By a gentlewomen, ...",Gentlewoman,230,4,1,3,3,8,2,4,0,6,4,1,1,1,0,6,6,9,1,1,1,6,4,2,4,2,1,6,1,6,9,6,10,2,5,1,8,5,0,5,5,2,3,2,3,1,8,7,4,4,8,3,0,1,3,1,12,3,3,4,8,1753,1,1,"London : printed for the author, 1753.",London,128,female,,,FALSE,"a few Cloves, and.mace, then take a Pint of White Wine , and some Mushrooms i thicken it up with the Yolk of three Eggs , and a Piece as Butter . 7b make Savoury alls. We take the Flefl of fol, beef fewet and Marrow, of each the like"
0491200400_000015,"The new book of cookery; or, every woman a perfect cook: containing the greatest variety of approved receipts in all the branches of cookery and confectionary, ... By Mrs. Eliz. Price, ...","Price, Elizabeth, Mrs",202,1,1,0,5,3,1,1,3,7,1,3,1,3,3,11,5,10,2,3,5,4,6,6,4,1,1,5,1,5,6,6,2,3,4,5,6,5,3,6,5,1,1,2,3,3,5,6,0,2,2,2,3,0,3,3,1,2,3,4,3,1785,1,1,"London : printed for the authoress, and sold by Alex. Hogg,, [1785?].",London,105,female,,,FALSE,"and fry them in butter . Meanwhile take the volks of six eggs , a pint of strong broth, a little white wine , some c' upped parsley and grated nutmeg , a few cockscombs boiled ei.der, mushrooms, morels, and artichoke bottoms; put these into a stewpan with your rabbits,"
0649101200_000046,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Instructions for trussing Poultry. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Baking, Broiling and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings. Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pasties. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments. Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, containing considerations on culinary poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with a Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraved on thirteen copper-plates. By John Farley, principal cook at the London Tavern.","Farley, John",194,4,1,2,6,7,1,1,1,3,0,3,4,3,2,11,5,5,6,6,1,2,4,3,2,1,2,3,2,5,11,0,5,3,3,2,3,4,3,2,4,1,4,2,3,2,7,1,2,2,2,3,1,2,3,2,7,4,1,4,5,1789,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law; No 13, Ave-Maria-Lane; and G. and T. Wilkie, St. Paul's Church-Yard, [1789].",London,512,unknown,,,FALSE,"with a glass of red wine , and then put the meat into the place you took it from; cover it with the skin and sat, Ikewer it down with fine skewers, and cover it with paper. The paper must not be taken off till the meat be put on"
0989200400_000031,"The housewife. Being a most useful assistant in all domestic concerns, whether in a town or country situation. Containing, bills of fare for every month in the year, with Rules for Marketting. General Rules in Cookery. Directions for dressing all Kind of Fish, Flesh and Fowl, with their proper Sauces. Method of making Ragouts, Soups, Broths, Pottages, Cullisses; and dressing all Sorts of Kitchen-Garden Stuff Forms for making Jellies, Pies and Puddings. Pickling, Collaring, Potting and Preserving. Instructions for making Butter and Cheese. Rules for setting out Dinners, Suppers, &c. To make Beer, Ale, English Wines, Mead, Metheglin, Cyder, and Shrub. A curious Method of preserving Eggs fresh, either for Eating or Hatching a Twelvemonth; not to be found in any other Work of the Kind. Variety of receipts in physic, which comprize cures for most of the ailments, Accidents and Indispositions with which the human Body is chiefly amicted. Particularly, new and approved Recipes for the Recovery of Consumptive, Gouty, and Rheumatic Persons. By Lætitia Montague Sometime Companion to a Lady in one of the first Families in the Kingdom.","Montague, Laetitia",230,7,0,3,1,13,2,3,1,6,4,3,2,1,1,5,4,7,2,1,2,7,4,4,3,1,5,8,0,9,12,4,5,1,4,4,8,6,1,4,5,3,2,1,2,0,8,7,3,3,11,0,0,0,3,4,9,3,1,3,4,1785,1,1,"London : printed for J. Dixwell, No. 148, St. Martin's Lane, Charing Cross, [1785?].",London,198,female,,,FALSE,"lean veal or mutton scraped, some raspings of bread , a little thyme, parsley, and green onions , pepper , salt , and nutmeg , a little bit offweet basil, and a little cream . To make forced meat balls, GET veal and beef fewet, of each a pound ,"
0185200600_000052,"The universal cook, and city and country housekeeper. Containing all the various branches of cookery: the different methods of dressing Butchers Meat, Poultry, Game, and Fish; and of preparing gravies, cullices, soups, and broths; to dress roots and vegetables, and to prepare Little elegant Dishes for Suppers or light Repasts: to make all sorts of pies, puddings, pancakes, and fritters; cakes, puffs, and biscuits; cheesecakes, tarts, and custards; creams and jams; blanc mange, flummery, elegant ornaments, jellies, and syllabubs. The various Articles in candying, drying, preserving, and pickling. The preparation of hams, tongues, bacon, &c. Directions for trussing poultry, carving, and marketing. The making and management of Made Wines, Cordial Waters, and Malt Liquors. Together with Directions for Baking Bread, the Management of Poultry and the Dairy, and the Kitchen and Fruit Garden; with a Catalogue of the various Articles in Season in the different Months of the Year. Besides a Variety of useful and interesting tables. The Whole Embellished with The Heads of the Authors, Bills of Fare for every Month in the Year, and proper Subjects for the Improvement of the Art of Carving, elegantly engraved on fourteen Copper-Plates. By Francis Collingwood, and John Woollams, Principal cooks at the Crown and Anchor Tavern in the Strand. Late from the London Tavern.","Woollams, John",183,7,1,0,3,4,7,1,2,5,1,4,2,5,1,9,5,3,1,5,3,1,4,7,5,1,3,1,0,4,7,3,2,2,3,2,2,5,2,6,3,3,4,2,3,0,7,2,4,1,5,2,1,0,4,3,2,3,1,3,1,1792,1,1,"London : printed by R. Noble, for J. Scatcherd and J. Whitaker, No. 12, Ave-Maria-Lane, 1792.",London,491,unknown,,,FALSE,"horse radish, two blades of beaten mace , an anchovy, a spoonful of walnut catchup, one of browning , half a lemon , and chyan and salt to your talfe. Put on a close cover , set it over a gentle fire, and slew it for two hours . Then"
0542301600_000020,"The complete British cook: Being a collection of the most valuable and useful receipts, for rendering the whole art of cookery Plain and familiar to every Capacity: containing directions for Gravies, Sauces, Roasting, Boiling, Frying, Broiling, Stewing, Hashing, Soups, Fricasees, Ragouts, Pastries, Pies, Tarts, Cakes, Puddings, Fritters, Preserves, Pickles, Syllabubs, Creams, Flummeries, Jellies, Custards, &c. &c. By Mary Holland, Professed Cook.","Holland, Mary           1800",201,1,3,5,2,10,1,3,3,8,2,4,5,3,2,3,7,7,1,6,3,2,2,13,1,2,8,3,0,4,4,1,1,6,2,1,3,2,1,5,2,0,10,4,1,5,4,3,1,2,5,1,3,4,1,3,2,4,3,1,2,1800,1,1,"London : printed by J. D. Dewick, Westmoreland Buildings, Aldersgate Street; for West and Hughes, Paternoster-Row; and sold by all Booksellers, 1800.",London,107,female,,,FALSE,"minutes; butter a piece of paper, wrap.the turkey's liver in it, and broil it of a fine brown ; take off the paper, put it in the middle of a dish , the stewed livers round . it, pour the sauce over all, and garnish with lemon and beet root."
