PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(appear),termFreq(art),termFreq(band),termFreq(beauti),termFreq(bosom),termFreq(bright),termFreq(brocad),termFreq(buckl),termFreq(charm),termFreq(coat),termFreq(corset),termFreq(curl),termFreq(dress),termFreq(embroid),termFreq(face),termFreq(fashion),termFreq(femal),termFreq(fine),termFreq(flow),termFreq(form),termFreq(gentlemen),termFreq(glass),termFreq(glitter),termFreq(gold),termFreq(hair),termFreq(handsom),termFreq(hat),termFreq(head),termFreq(hoop),termFreq(human),termFreq(lace),termFreq(ladi),termFreq(linen),termFreq(lip),termFreq(long),termFreq(loos),termFreq(manner),termFreq(paint),termFreq(powder),termFreq(preciou),termFreq(ribbon),termFreq(ruffl),termFreq(show),termFreq(silk),termFreq(silver),termFreq(size),termFreq(sleev),termFreq(ti),termFreq(vain),termFreq(velvet),termFreq(waist),termFreq(wig),termFreq(wore),termFreq(wrought),termFreq(young),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0861300801_000049,The guardian. ...,,36,1,1,0,0,3,0,1,0,0,1,1,0,0,1,1,0,0,2,4,0,2,3,0,0,1,0,0,1,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1714,1,2,"London : printed for J. Tonson, at Shakespear's-Head over-against Catherine-Street in the Strand, MDCCXIV. [1714].",London,372,unknown,,,FALSE,"French Tranjlation, and Italian Song: Dare to have Sense your filves, assert the Stage, Be jujily varm'd with your own Native Rage. Such Plays alone should please a. British Ear, As Cato's self had not difdain'd to hear. EPILOGUE to CJ TO. By Dr. GARTH. Spoken by Mrs. Porter. W"
0299701202_000003,"The connoisseur. By Mr. Town, critic and censor-general. ...",Bonnell Thornton,47,1,1,0,0,2,0,0,0,0,1,0,0,1,3,0,2,1,1,3,0,0,1,0,0,0,2,0,7,5,0,0,1,8,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1793,2,4,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1793.",London,173,male,1724,1768,FALSE,"of drels is calculated to hide any defets in the body, it is very impolitic to susser ail that fymnetry and elegant turn of shape they are mistresses of, to be finothercd under it; since these habits can be of no more service to their persons, than paint (that other"
1139501101_000006,"The lounger. A periodical paper, published at Edinburgh in the years 1785 and 1786. In three volumes. ...",,29,1,1,0,0,0,0,0,0,2,0,1,0,0,2,1,1,1,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,2,0,1787,1,3,"London : printed for A. Strahan; and T. Cadell; and W. Creech, at Edinburgh, 1787.",London,320,unknown,,,FALSE,"imperfec acquirements on which men are apt very absurdly to plume themselves, begin after the habit of vanity is formed , which appropriates to itself every acquisition, however trifling, which its polfefor may happen to make. But whatever may be the cause of such weaknesses, no doubt will be entertained"
0591500700_000089,"The military guide for young officers, containing a system of the art of war; Parade, Camp, Field Duty; Manoeuvres, Standing and General Orders; Warrants, Regulations, Returns; Tables, Forms, Extracts from Military Acts; Battles, Sieges, Forts, Ports, Military Dictionary, &c. with Twenty-Five Maps and Copper Plates. By Thomas Simes, Esq. Author of the Military Medley.","Simes, Thomas",62,0,0,0,0,0,0,0,0,2,0,7,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,14,0,1,0,2,0,3,1,0,0,0,0,0,3,8,0,1,0,0,0,1,0,0,0,0,0,1781,1,1,"London : printed for J. Millan, near Whitehall, 1781;.",London,576,male,1757,1780,FALSE,"Irith, are permitted to continue their kettledrums, and to which they are to have banners of the same dimensions as those which are ordered for the regimer!ts of horse. Bells if Afrs. "" The bells of arms to be painted with the Colour of the facing of the regiment, upon"
0161600105_000038,"The habitable world described, or the present state of the people in all parts of the globe, from north to south; shewing the situation, extent, climate, ... including all the new discoveries: ... With a great variety of maps and copper-plates, ... By the Rev. Dr. John Trusler. ...",John Trusler,35,0,4,0,0,0,0,0,1,1,0,1,0,0,5,0,0,1,0,0,0,1,0,1,0,1,1,0,0,2,1,0,0,3,0,0,0,0,0,0,1,2,1,0,0,1,1,0,2,1,0,0,0,0,3,0,0,0,1788,5,20,"London : printed for the author, at the Literary-Press, no. 62, Wardour-Street, Soho; and sold by all booksellers, 1788-97.",London,368,male,1735,1820,TRUE,"ornamented with an ample plume of red, yellow, black, and white sea K 3 thers. 149 ti ; rs. \ithin the drawing rcon, at the doors of the palfige leadilng to her nmajefy's apartments, were two iuldicrs of the knights body ut'rd; C a corps more fu'nptuoufly accoutred than any"
0277701300_000014,"A tour through Sweden, Swedish-Lapland, Finland and Denmark. In a series of letters, illustrated with engravings. By Matthew Consett, Esq.","Consett, Matthew",32,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,1,1,0,2,0,1,0,2,1,0,0,1,0,0,0,3,0,0,2,1,0,0,0,0,1,0,1,1,1,1,0,2,0,0,1,0,0,1,1,0,1789,1,1,"Stockton : printed by R. Christopher, for the author, 1789. And sold by W. Goldsmith, Paternoster Row; and T. Lewis, Russell Street, Covent Garden, London, [1789].",Stockton-on-Tees,181,unknown,,,FALSE,"and witchcraft make a part of their belief; they till vwhifper to their reindeer when they undertake a Journey, and address their ancient Idols for the increase and falety of their flocks. You have heard no doubt of their conjuring Drums. I met with one in. the pof'effion of a"
1268600102_000054,"Travels through Arabia and other countries in the east, performed by M. Niebuhr, now a captain of engineers in the service of the King of Denmark. Translated by Robert Heron. With notes by the translator; and illustrated with engravings. In two volumes. ...",Carsten Niebuhr,50,0,2,0,0,2,0,0,0,0,0,1,0,0,5,3,5,0,0,2,1,0,0,0,0,2,3,1,0,4,0,0,0,0,6,0,3,1,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1799,2,2,"Perth : printed by and for R. Morison junior, M,DCC,XCIX. [1799].",Perth,387,male,1733,1815,FALSE,"of linen , but the, cll of thick cloth o cotton. Thlat which covers all the rest is usually richly embroidered with gold , and has always ome sentence of the Koran embroidered upon it. Over all tlhee caps they wrap a large piece of muffin, called a Sfch, ornamented"
0701800501_000036,"Letters of the Right Honourable Lady M----y W----y M----e: written during her travels in Europe, Asia, and Africa, to persons of distinction, men of letters, &c. in different parts of Europe. Which contain among other curious relations, accounts of the policy and manners o the Turks; Drawn from Sources that have been inaccessible to other Travellers. A new edition. To which are now first added, poems, by the same author. In two volumes. ...",Lady Mary Wortley Montagu,55,0,1,2,0,9,1,0,2,0,1,0,0,0,2,2,6,1,0,5,0,1,0,0,0,1,2,0,0,2,0,0,0,4,0,0,1,0,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,1784,1,2,"London : printed for T. Cadell, and T. Evans, in the Strand ; J. Murray, in Fleet-Street ; and R. Baldwin, in Pater-Noster-Row, MDCCLXXXIV. [1784].",London,235,female,1689,1762,TRUE,"their want of skill, saying fie took no care to accomplish them in that art . I returned her thanks, and soon after took rmy leave. I was conduccd back in the same manner ( 190) manner I entered, and would have gone firait to my own house, but the"
0289900300_000071,"A new Italian grammar, in English and Italian, On a Plan different from any hitherto published, pointing out, in a clear and concise Manner, the best Rules, and the easiest method for the attainment of that elegant and harmanious language, Equally Calculated for the Use of Schools, and Private Instruction. By Gaetano Ravizzotti, Late Teacher of Languages at Naples. Dedicated to the Honourable Henry Temple.","Ravizzotti, Gaetano",31,0,0,0,1,0,0,0,0,2,0,2,0,1,1,1,0,0,0,1,0,0,0,1,0,2,2,0,6,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1797,1,1,"London : printed for the author, by J.W. Myers, No. 2, Paternoster-Row; and May be had of All the Booksellers, 1797.",London,438,unknown,,,FALSE,"coach, a wagon, a cart, a carriage with two wheels, a wheelbarrow.. top of a coach,, the coach box, the coach door, the glasses , the cuflions, the pole, the wheels, the spokes, the stock of the wheel, the axle pin, or axletree, harness to draw, or pull, : the"
0550400101_000073,"The flowers of modern travels; being ... extracts, selected from the works of the most celebrated travellers; ... Intended chiefly for young people of both sexes. By the Rev. John Adams, ...",,47,0,2,0,0,5,0,0,0,0,0,0,0,0,3,3,1,1,0,4,1,0,0,0,0,2,3,2,0,6,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,1792,1,2,"London : printed for C. and G. Kearsley, 1792.",London,376,unknown,,,FALSE,"but upon the knee. Should a refleaion on'his conduc be dropped in a coffeehouse (for they have spies everywhere) the house would be razed to the ground, and perhaps, the whole company put to the torture. No hazzaing mobs, fenfel/fs pampbts, and tavern diputes about politics: ""A confcquential ill tat"
1311200101_000035,The Beauties of all the magazines selected. ... Including the several original comic pieces. To be continued the middle of every month.,,32,1,2,0,1,0,0,0,0,1,0,2,0,0,3,0,0,2,1,1,0,0,2,1,0,2,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1762,1,3,"London [England : T. Waller], 1762-1764.",London,531,unknown,,,FALSE,"application to liieroglyphicks, that the semicircular sweep at the ends of the laft mentioned full bottomed, signifies a Gold Chain; but as we are Englishmen, and will have nothing to do with chains, we shall hasten iaften.on to the Wigs andchisin the the law looks on every figure, as if"
1223700602_000014,"The connoisseur. By Mr. Town, critic and censor-general. ...",Bonnell Thornton,45,0,4,0,0,3,0,0,0,0,3,0,0,0,4,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11,1,0,0,4,0,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1756,2,2,"Dublin : printed for George Faulkner, in Essex-Street, MDCCLVI. [1756].",Dublin,320,male,1724,1768,FALSE,"naked, and are not a/hamed."" MY country readers, and all those who live at a distance fi-om the polite world, may perhaps look upon this scheme as merely fantastical and imaginary; but nothing is more true.. The milliners are at this time all very busy in making up artificial fig"
0845200202_000090,"A complete view of the dress and habits of the people of England, from the establishment of the Saxons in Britain to the present time, illustrated by engravings Taken from the Most Authentic Remains of Antiquity. To which is Prefixed an Introduction, Containing a General Description of the Ancient Habits in Use Among Mankind, from the Earliest Period of Time, to the Conclusion of the Seventh Century. By Joseph Strutt. ...",Joseph Strutt,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,0,0,1,0,0,2,1,0,3,1,0,0,6,1,0,0,1,0,0,0,0,0,2,0,0,5,1,0,2,1,0,5,0,0,0,3,0,0,1796,2,2,"London : printed by J. Nichols, for J. Edwards, Pall-Mall; R. Edwards, Bond-Street; B. and J. White, Fleet-Street; G. G. and J. Robinson, Pater-Noster-Row; and J. Thane, Spur-Street, Leicester-Square, MDCCXCVI. [1796]-99.",London,390,male,1749,1802,FALSE,"of late there is a new fashion of wearing their hats sprung up among them, which they father upon the Frenchmen, namely, to wear them without bands ; and another sort, as fantastical as the rest, are content with no kind of hat without a great plume of feathers of"
0845200202_000139,"A complete view of the dress and habits of the people of England, from the establishment of the Saxons in Britain to the present time, illustrated by engravings Taken from the Most Authentic Remains of Antiquity. To which is Prefixed an Introduction, Containing a General Description of the Ancient Habits in Use Among Mankind, from the Earliest Period of Time, to the Conclusion of the Seventh Century. By Joseph Strutt. ...",Joseph Strutt,34,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,6,0,0,0,1,0,0,3,4,0,0,2,1,0,0,0,1,0,0,0,1,2,0,1,2,0,0,0,0,0,2,0,0,1796,2,2,"London : printed by J. Nichols, for J. Edwards, Pall-Mall; R. Edwards, Bond-Street; B. and J. White, Fleet-Street; G. G. and J. Robinson, Pater-Noster-Row; and J. Thane, Spur-Street, Leicester-Square, MDCCXCVI. [1796]-99.",London,390,male,1749,1802,FALSE,"the sumptuary laws made in the fourth year of Edward the Fourth, no woman under the degree of a knight's wife or daughter might wear wrought corfers; and, by another elaufe in the same adt, corsets worked with gold were prohibited to all women under the rank of wise or"
1288000201_000050,"Poems on several subjects. In two volumes. By John Ogilvie, D.D. Vol. I.","Ogilvie, John",33,1,0,1,0,0,2,0,1,0,5,0,0,0,2,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,0,0,1,1769,1,2,"Dublin : printed for Samuel Watson, at Virgil's Head, in Dame-Street, M.DCC.LXIX. [1769].",Dublin,292,male,1732,1813,FALSE,"s' Though once these eyes, praaifed in every art , 66 Have charmed the prude, and trapped th' unwary heart; Though 121 ""Though smooth Persuasion graced my flowing tongue; Though the soul leapt with transport, when ffung: Yet, now, ah, now! my warm addresses prove "" The blast of pleasure,"
0013100101_000023,"All's right at last: or, the history of Miss West. ...",,32,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,1,1,2,1,0,1,0,0,0,0,2,1,0,0,2,0,1,2,1,0,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,1774,1,2,"London : printed for F. and J. Noble, at their respective Circulating Libraries, near Middle Row, Holborn, and Saint Martin's Court, near Leicester Square, MDCCLXXIV. [1774].",London,226,unknown,,,FALSE,"a little blue eyed girl with' them, indeed, Madam's companion, - (Silly woman, to keep such an'eclipfer in her family!) a Fanny Weft, who is, > positively, a very passable figure.. Franklin swears Ihe is an' angel. A new face , / you know,.. has its attractions: fie is in."
0150000400_000028,"Fugitive essays, in prose and verse, by Mr. M. Dawes, (author of several anonymous pieces.) To which are added, some cursory memoirs of Miss Y-g, Mrs. W-n, and Miss R-ns, of Drury-Lane Theatre.",Manasseh Dawes,32,0,2,0,0,1,0,0,0,1,0,1,0,1,3,0,1,2,0,1,0,1,0,1,0,1,2,1,2,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,1776,1,1,"London : printed for the author, and sold by G. Kearsley, No 46, near Serjeants Inn, Fleet-Street, M.DCC.LXXVI. [1776].",London,224,male,,1829,FALSE,"degree of pe: fccion, (pe!fcdi n.thin i,) cannot be deemed easy. It is TRUE every perfn is not formed for gracefulness, but it certainly is for an cafy display: the stage may in some measure evidence this, where from excellent performers in gentcz comedy, nothing is more conipicuous than an"
1379200103_000222,"Calmet's dictionary of the Holy Bible: Historical, critical, geographical, and etymological: wherein are explained all the proper names in the Old and New Testament, men, women, cities, countries, rivers, mountains, &c. Also most of the significant and remarkable appellatives: with accounts of the natural productions, animals, vegetables, minerals, stones, gems, &c. the antiquities, habits, buildings, and other curiosites of the Jews. With an ample chronological table of the history of the Bible, Jewish calendar, tables of the Hebrew coins, weights and measures, reduced to our own, &c. &c. Now revised, corrected, and augmented. With an entirely newest of plates, explanatory, illustrative, and ornamental; under the direction of C. Taylor.",Antoine Augustin Calmet,32,0,1,0,0,1,0,0,1,0,1,1,0,0,0,2,4,0,2,1,0,0,0,0,0,2,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1798,3,3,"London : Printed for Charles Taylor, No. 105, Hatton-Garden, Holborn, 1798.",London,903,male,1672,1757,FALSE,"the forehead, and they fallen it on with a firing of pearls wfhichl comes under the chin, and their hair fadlls down in fe\ eral tresses. KIERCHIEF. They Wear Rifo a ulidle ceil; embroidered w~itih okld, which falls over their thoulders;; necklaces of precious (tones and pearls, and golden Cant."
1108400401_000050,"Poems on several subjects. In two volumes. By John Ogilvie, D.D. Vol. I.","Ogilvie, John",36,0,0,2,0,1,1,1,1,0,2,0,0,2,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,2,0,0,1,1,0,0,4,2,0,0,2,0,0,1,0,0,1,4,0,0,0,0,0,1,0,1769,1,2,"London : printed for George Pearch, at No. 12. Cheapside, M.DCC.LXIX. [1769].",London,292,male,1732,1813,FALSE,"with judgement, and who write with ease. Ev'nrimine, a bashful muse untaught and young , That sports, not warbles in the tuneful throng, Waked by this theme can strike the trembling strings, And feebly flutters with unequal wings, I 3 So "" Such are thy gardens, cor seat, whichl belongs"
0085900501_000071,"The lady's travels into Spain; or, a genuine relation of the religion, laws, commerce, customs, and manners of that country. Written by the Countess of Danois, in a series of letters to a friend at Paris. ... . A new edition, improved. To which is added, a description of the present King of Spain, his Manner of living; the Characters of his Ministers, and other Officers of the Court of Spain, &c. With Instructions how to travel in Spain, and an accurate Account of the Roads of that Country.",Madame d'Aulnoy,37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0,0,2,1,0,3,1,0,0,1,0,0,2,7,0,0,4,0,0,1,0,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,1774,1,2,"London : printed for T. Davies, in Russel-Street, Covent-Garden, MDCCLXXIV. [1774].",London,373,female,1651,1705,FALSE,"Point de Spain. The sheets were laced about with an English lace of half an ell deep. Over against it were the chambers of Monteleon and Hijar's children, which were furnished with white damask. Next to these is the little chamber of the Duchess Aijar, furnished with crimfon coloured velvet"
1699500101_000045,"The Town and country magazine; or Universal repository of knowledge, instruction, and entertainment. For the year ...",Thomas Chatterton,36,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,2,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,0,2,3,0,2,1,0,0,0,0,3,0,0,0,1769,1,27,"London [England] : printed for A[rchibald]. Hamilton, junr. near St. John's-Gate, [1769- ].",London,754,male,1752,1770,TRUE,"and the men and women both painted their faces . Robert, eldest Tonne to the Conqueror, wore short hose, or stockings, and f«'om thence derived the name of Court hofe, he being the first who introduced them in this island, Henry I. abolished many parts of the fashions of his"
1584800145_000051,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,40,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,9,1,2,0,1,0,0,0,2,0,0,0,0,0,1,2,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,1,0,2,0,1783,45,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1048,unknown,,,FALSE,"end of Jamaica, Nc. N. E. Point Morant, N. N. W., ( W. off thore seven or eight miles. At eleven brought to a breaff of three Yallahs. A. M. At six wore , and made sail towards the land. At a quarter before twelve anchored in Port Royal har."
1584000119_000224,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,111,0,0,0,0,0,0,0,0,1,0,7,0,0,6,11,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,23,0,0,1,2,2,0,0,0,3,0,0,4,39,0,0,5,0,0,0,0,2,0,0,0,1783,19,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,634,unknown,,,FALSE,"Marchioness of Woarcefer. -- A white petticoat, ornamented with pink crape, richly embroidered with silver , and wreaths of green heath. Marchioners of Bath. -- A very rich embroidered dress of purple sail and silver . The Lady Levelons. -- A very rich embroidery of silver , with branches of"
1585400156_000119,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,74,0,0,0,0,3,0,0,0,0,0,0,0,0,20,4,1,0,0,2,0,0,0,0,0,8,0,1,0,8,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,0,0,1,0,0,0,1783,56,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1068,unknown,,,FALSE,"<kred wiith gold , trimmned with gold and poilnt lace ; rich drra pery to correspond, tastefully ornamented with gold bullion and taissels. Princess m ary an dress exactly the same. Princess Sophiar of Gloucester ann elegalnt whlite satin and lace dress , embroidered in whbite roses. he~cad drsse, feathelrs"
0259401000_000067,The ingenious and diverting letters of the lady's ---- [sic] travels into Spain. ... being the truest and best remarks extant on that court and country.,Madame d'Aulnoy,35,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,2,0,0,0,4,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,1,0,1,2,0,4,0,0,1,0,0,0,0,1,0,1706,1,1,"London : printed for and sold by Samuel Crouch, 1706.",London,307,female,1651,1705,FALSE,"to appear in the Queen's or the King's Presence: Commonly in the City they wear a certain sort of Vestment, which to speak properly, is a young or little Vertin gale. They are made of thick Copper Wyre in a round form , about the Girdle, there are Ribbons fafnned"
0889000101_000022,The spectator. ...,,34,0,2,0,0,2,0,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,1,1,0,0,1,1,0,0,2,6,0,0,1,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1723,1,8,"London : printed for J. Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, MDCCXXIII. [1723].",London,337,unknown,,,FALSE,"very irregularly over the Stage, and instead of perching on the Trees, and performing their Parts, there young Actors either get into the Galleries, or put out the Candles; whereas Mr. Powell has so well disciplined his Pig, that in the first Scene he and Punch dance a  Minuet"
0181500200_000105,"The life of Sir Walter Ralegh, from his birth to his death on the scaffold: Containing, I. An Account of his Family, its Antiquity, Dignity, Power, and Wealth. II. His gradual Rise, and the Steps he took in his Youth to that Fame and Reputation which he enjoyed in his riper Years. III. His gallant Actions in France in Behalf of the Hugonots, and in Ireland against the Rebels. IV. His several Naval Expeditions to America and other Parts; with his Discovery of Virginia. V. The Share he had in the glorious and ever memorable Victory which the English Fleet obtained over the Spanish Armada in the Year 1588. VI. A Relation of a most desperate Engagement between Sir Richard Greenvil in the Revenge against the whole Spanish Fleet. Vii. The Trial at large of Sir Walter Ralegh, his Condemnation, long Imprisonment in the Tower, and Execution. The whole compiled from the most approved authorities and curious manuscripts.",William Oldys,36,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,2,3,0,0,1,0,1,4,0,1,2,0,0,2,3,0,1,1,0,2,1,0,0,0,0,0,1740,1,1,"London : printed for the booksellers in town and country, MDCCXL. [1740].",London,586,male,1696,1761,FALSE,"Original. It agrees very well with the Foregoing, in the Form of the Face , and Colour of the Hair and Beard; at least as far as may be expected from the Hands of different Artists, some Alteration perhaps by Repairs, and some Difference of Years in the Objet; whereby"
0765401400_000006,Poems on several occasions. By Mr. John Gay.,John Gay,38,0,1,3,0,1,2,1,1,0,0,0,0,1,2,0,2,1,1,0,3,3,0,0,0,1,3,0,0,0,1,3,1,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1752,1,1,"Dublin : printed for George Risk, at Shakespear's Head, G. and A. Ewing, at the Angel and Bible, and W. Smith, at the Hercules, Booksellers, in Dame-Street, MDCCLII. [1752].",Dublin,293,male,1685,1732,TRUE,"From the loud anvil the quick blow rebounds, And their raised arms descend in tuneful sounds. Thus when Semiramnis, in ancient days, 13s Bad Babylon her mighty bulwarks rait/i A swarm of lab'rers different talks attend: Here pullies make the ponderous oak'afccnd, With echoing ifrokes the craggy quarry groans, While"
1126700202_000032,The spectator.,,37,0,5,0,0,1,0,0,0,0,0,2,0,1,3,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,4,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,2,3,1748,2,8,"Dublin : printed for Peter Wilson, Bookseller, in Dame-Street, MDCCXLVIII. [1748].",Dublin,341,unknown,,,FALSE,"more easily comprehended by an ordinary Capacity, than expressed with all his Eloquence. This Decency of Behaviour is generally transgressed among allorders of Men; nay, the very Women, though themselves created it as it were for Ornament, are often very much miitaken in this ornamental Part of Life. It would"
1585100151_000220,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,106,0,0,0,0,1,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,6,40,0,9,1,0,0,0,0,2,0,0,0,1783,51,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1048,unknown,,,FALSE,"rich silver border, in the court style, with rutfies. lady Emuily Latouchle. elue satin, richly embroidered with silver , and a brilliant display of diamon ds in the headdress, withl a prothrsion of white feathecrs. Lady Milton. -- A white satin dress , scolloped silver border andt stomacher, a jlace"
1188600201_000098,"A voyage to South America. Describing at large, the Spanish cities, towns, provinces, &c. on that extensive Continent. Undertaken by command of the King of Spain, by Don George Juan, and Don Antonio de Ulloa, Both Captains of the Spanish Navy; Fellows of the Royal Society of London; Members of the Royal Academy at Paris, &c. &c. Translated from the original Spanish.",Antonio de Ulloa,46,0,0,1,1,0,0,0,0,0,0,1,0,0,8,0,0,1,0,2,0,4,0,0,0,3,1,0,1,3,0,0,5,1,0,0,1,2,1,2,0,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,1772,1,2,"London : printed for Lockyer Davis, in Holborn; Printer to the Royal Society, MDCCLXXII. [1772].",London,525,male,1716,1795,FALSE,"brown, or of a copper colour. The Mestizos, whose pride is regulated by prudence, readily apply themselves to arts and trades, but choose those of the greatest repute, as painting , sculpture, and the like, leaving the meaner sort to the Indians. They are observed to excel in all, particularly"
1352000102_000053,"Travels through Arabia, and other countries in the East, performed by M. Niebuhr, now a Captain of engineers in the service of the King of Denmark. Translated into English by Robert Heron. With notes by the translator; and illustrated with engravings and maps. In two volumes.",Carsten Niebuhr,45,1,1,0,0,2,0,0,0,0,0,1,0,0,3,1,5,2,0,1,0,1,0,0,0,1,7,1,0,2,0,0,0,0,2,0,4,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1792,2,2,"Dublin : printed for Gilbert, Moore, Archer, and Jones, 1792.",Dublin,454,male,1733,1815,FALSE,"also. a sort of Sgreat coat , without sleeves , called Abba, which is limpler still. I was acquainted wtith a blind Staylot at Bahfra, who earned his bread by nmaking sabbas; so that they cannot be of a vrery nice f hape, or made of many pieces, In yem~nen"
0831100300_000042,"The world displayed; or, a curious collection of voyages and travels, selected from the writers of all nations. In Which The Conjectures and Interpolations of several vain Editors and Translators are expunged, Every Relation is made Concise and Plain, And The Divisions of Countries and Kingdoms are clearly and distinctly noted. Embellished with cuts.",,45,0,5,0,0,1,0,0,0,1,0,1,0,2,3,1,0,0,0,1,0,2,2,0,0,4,2,0,0,1,0,0,0,1,4,0,6,0,0,0,0,0,0,0,0,1,3,0,3,0,0,1,0,0,0,0,0,0,1777,1,1,"London : printed for T. Carnan, and F. Newbery, Jun. at Number 65, in St. Paul's Church-Yard, MDCCLXXVII. [1777].",London,212,unknown,,,FALSE,"purse a tooth pick, and other things. In sum they have the neck quite bare; but in winte they cover it with afattin collar fatlened toth veil, or with a tippet of fable or fox fkin, a bout three or four fingers broad, fastened be sore with a button. Over"
