PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(believ),termFreq(better),termFreq(brother),termFreq(captain),termFreq(colonel),termFreq(cry),termFreq(daughter),termFreq(differ),termFreq(end),termFreq(famili),termFreq(father),termFreq(form),termFreq(friend),termFreq(girl),termFreq(god),termFreq(govern),termFreq(hand),termFreq(happi),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(kind),termFreq(know),termFreq(ladi),termFreq(letter),termFreq(life),termFreq(light),termFreq(littl),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(morn),termFreq(mother),termFreq(near),termFreq(oblig),termFreq(old),termFreq(opinion),termFreq(person),termFreq(poor),termFreq(prai),termFreq(receiv),termFreq(return),termFreq(set),termFreq(suppos),termFreq(sure),termFreq(taken),termFreq(think),termFreq(thought),termFreq(turn),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0022000107_000070,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,68,1,2,0,1,0,0,1,0,0,1,1,0,0,4,10,0,0,0,0,1,2,0,0,1,0,2,2,2,2,0,1,3,0,2,1,2,5,2,0,0,0,0,0,0,1,0,0,1,1,0,1,2,1,1,1,0,2,1,1,6,1766,7,7,"London : printed (by assignment from Mr. Richardson's executors) for J. Rivington, in St. Paul's Church-Yard; R. Baldwin, S. Crowder, J. Coote, and M. Richardson, in Pater-Noster-Row, MDCCLXVI. [1766].",London,424,male,1689,1761,TRUE,"degree or fortune; or who may be greatly inferior to her in both. if Love be not a voluntary passion, why not upon a hostler, a goom, a coach. man, a footman a grenadier, a trooper, a foot fol dier She may be in Mrs. Eggleton's cafe: Her Lover may"
0207000104_000027,Euphemia. By Mrs. Charlotte Lennox. In four volumes. ...,Charlotte Lennox,58,1,0,0,1,0,0,0,3,0,0,1,0,1,1,1,0,0,2,4,0,4,1,1,2,1,1,2,1,1,0,2,0,5,1,4,1,0,1,0,4,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,0,1,2,1790,4,4,"London : printed for T. Cadell, in the Strand ; and J. Evans, Paternoster-Row, M,DCC,XC. [1790].",London,268,female,1729,1804,TRUE,"Madam ,  said he,  that I have the happiness and ho'  to be your fon in law; and crave your blessing, as the custom is.' MY fon in law!' repeated Mrs. Bellenden, greatly surprised, as indeed we all were, though a little doubtful whether he was in"
0796800111_000287,The novelist's magazine. ...,,70,1,0,1,1,0,0,0,0,0,0,3,0,0,3,1,1,0,0,4,2,1,1,1,5,0,4,8,2,1,0,1,3,0,0,0,1,2,1,1,1,1,2,0,1,1,1,0,3,0,1,1,1,0,1,4,0,1,0,0,2,1783,11,23,"London : printed for Harrison and Co., 1780-88.",London,518,unknown,,,FALSE,"at Lady 0 .'., carried the two noblemen through several of the great Rreets and squares of. this var town: to Weftminlfer Hall; the houses of parliament, ci went in my chair, mean time, to pay my sincerest compliments to Lady Clementina: I assured her, that ihe was, and should"
1600700402_000097,"An abridgment of Clarissa. Or, The history of a young Lady. Comprehending the most important concerns of private life. And particularly shewing the distresses that may attend the misconduct both of parents and children, in relation to marriage. In two volumes.",Samuel Richardson,71,1,0,0,0,0,0,1,2,1,1,3,0,0,5,0,0,0,2,1,1,2,1,3,2,1,3,7,6,1,0,0,5,2,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,3,0,2,2,1,1,1,1756,2,2,"Dublin : printed and sold by William Sleater, at Pope's-Head, on Cork-Hill, M DCC LVI. [1756].",Dublin,423,male,1689,1761,TRUE,"comfort through the last hours of rour CLARISSA HARLOWE, LETTER LXXIX Miss MONTAGUE, To Mif/ CLARISSA HARLOWL. [In Anwer to her of bhur/day, Aug. 3 See p. ] - Dear Madam , Monday, Aug. 7 W E were all of opinion , before your letter came, that Mr. Lovelace was"
0023200600_000029,"Memoirs of an Oxford Scholar. Containing, his amour with the beautiful Miss L-, of Essex; and interspers'd with several entertaining incidents. Written by himself.",Oxford Scholar,66,6,0,0,1,6,2,0,0,1,0,1,5,0,6,3,0,0,1,1,1,1,0,0,2,0,1,1,0,0,0,2,0,2,0,1,1,0,1,1,3,0,1,1,0,0,0,0,0,1,0,0,0,2,4,1,1,0,1,2,2,1756,1,1,"London : printed and sold by W. Reeve, in Fleet-Street; and by the booksellers in town and country, M.DCC.LVI. [1756].",London,262,unknown,,,FALSE,"Country, and forgot your Friends . 4i answered , I. never forgot them; but my Aunt, since my Father's Marriage, had confined' me very much, and I was now obliged to promise to return.almoft immediately, before I had her Consent to come. Very well, very vell, he replied; blut Corinna"
0112300108_000150,"The works of Henry Fielding, Esq; in twelve volumes. With the life of the author. Volume the First.",Henry Fielding,69,1,0,2,0,0,0,0,4,2,0,1,1,0,1,1,0,1,0,1,4,0,5,0,1,1,2,0,0,1,1,5,0,0,5,2,0,0,1,1,0,0,0,4,0,0,2,0,1,1,0,1,2,0,1,2,1,3,1,2,4,1775,8,12,"London : printed for John Bell, No 132. Strand, M.DCC.LXXV. [1775].",London,407,male,1707,1754,TRUE,"house . The old gentleman immediately walked up to Miss Nancy, saluted and wished her joy, as he did afterwards the nephew and the other fiter; and lasty, he paid the proper compliments to his nephe, with the same good-humour and courtesy, as if his nephew had married married his"
1045800602_000042,"Castle of Wolfenbach; a German story. In two volumes. By Mrs. Parsons, author of errors of education, Miss Meredith, woman as she should be, and intrigues of a morning. ...",Eliza Parsons,68,4,0,1,0,0,0,0,0,0,0,1,1,0,5,2,2,0,1,6,0,1,1,1,0,0,0,4,3,2,0,3,2,2,1,1,1,0,0,1,2,0,1,0,2,0,0,1,1,1,0,0,0,1,3,1,1,3,0,3,2,1793,2,2,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, and sold by E. Harlow, Pall-Mall, M.DCC.XCIII. [1793].",London,261,female,1738,1811,TRUE,"Countess, who was confused. Matilda began to respire. "" Tell me, ladies , (resumed the, Marquis, ingenuously) should so futile an objetion preclude her from making a worthy man happy , gratifying her own partiality in his favour, and giving a dear and valuable additional relation to her friends ?"
0398200110_000098,"The works of Henry Fielding, Esq; with the life of the author. In twelve volumes.",Henry Fielding,74,2,3,0,0,0,1,1,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,3,0,5,3,3,1,0,6,4,5,1,1,0,0,0,1,1,1,1,0,2,2,4,0,0,2,1,0,1,0,2,1,0,5,0,3,0,1783,10,12,"London : printed for W. Strahan, J. Rivington and Sons, S. Crowder, T. Longman, J. Robson, C. Dilly, G. Kearsley, G. Robinson, T. Cadell, T. Lowndes, R. Baldwin, W. Cater, G. Nicoll, S. Bladon, J. Murray, W. Flexney, T. Evans. W. Ofridge, J. Sewell, W. Lane, J. Bowen, & W. Fox, MDCCLXXXIII. [1783].",London,357,male,1707,1754,TRUE,"a fine lady generally enjoys in dressing herself out for a ball. C H A P. III In which the Hislory looks a little backwards E F O RE we proceed farther in our history, we (hall recount a short scene to our reader which passed between Amelia and Mrs."
0917000201_000033,The brothers. In two volumes. By the author of The stage-coach and Lucy Wellers. ...,"Smythies, Miss",64,1,0,2,1,0,0,0,3,2,0,1,2,1,1,1,0,0,1,0,0,0,2,3,0,0,1,6,3,1,0,1,0,2,1,0,0,1,4,1,2,0,0,2,1,1,0,0,2,0,0,1,1,2,4,0,0,1,0,0,5,1759,1,2,"London : printed for R. and J. Dodsley; and by [sic] W. Reymer, in Colchester, 1759.",London,295,female,1753,1759,FALSE,"a tete conference with my dear guardian, who asked my opinion of Mr. Haws and Miss Jay. i answered ,  You will pardon me, Madam , f if, upon so fligllt anl acquaintance, I · think nmyfe.lf unqulalificd to pronounce · upon, either.'r --  Well, but do you"
0100500902_000020,"Madeline; or, the castle of Montgomery, a novel. In three volumes. ...",Isabella Kelly,77,3,0,1,0,0,0,0,1,0,0,1,9,0,2,0,0,0,0,1,1,1,2,0,0,0,3,10,3,1,0,1,1,4,0,0,3,0,1,2,5,0,1,1,0,1,1,3,2,2,0,0,0,0,1,2,2,2,0,1,2,1794,2,3,"London : printed for William Lane, at the Minerva-Press, Leadenhall-Street, MDCCXCIV [1794].",London,288,female,1759,1857,FALSE,"ffill then halt thou cheer this gloomy chamber. Answer my Ellen's letter , convey my blessing, and leave to attend my fiter."" Ellen's Ellen's letter further desired Jarvis would recommend a proper person as Major Domo, as Mr. Fortescue's gentleman declined going abroad. A thought ftruck'the Major it would advantage"
0024200301_000061,"Memoirs of Miss Sidney Bidulph, extracted from her own journal, and now first published. In two volumes. ...",Frances Sheridan,64,0,2,0,1,1,0,0,1,0,1,1,0,0,1,1,3,0,3,2,1,0,0,3,1,0,2,6,2,1,0,0,3,2,0,0,1,0,4,0,3,1,0,1,1,0,2,0,1,0,0,0,1,1,3,1,1,3,0,2,0,1761,1,2,"Dublin : printed by and for G. Faulkner, MDCCLXI. [1761].",Dublin,403,female,1724,1766,TRUE,"my near mother's hand on the superscription, and kissed it before I opened it. See, my filter, how the tenderest of parents writes to her unhappy child, whom Ihe fondly believes to be the darling of her husband, and bleired with domestic felicity. My beloved Sidney, I find age and"
0073200106_000012,"The history of Sir Charles Grandison; in a series of letters. By Mr. Samuel Richardson, author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,98,0,3,0,6,0,0,1,0,1,0,0,0,0,1,2,2,0,0,3,3,3,0,0,0,1,5,27,3,0,0,0,6,0,3,0,1,1,2,0,5,2,1,0,1,0,2,1,0,0,0,1,5,0,4,0,0,0,1,1,0,1781,6,7,"London : printed for W. Strahan, J. Rivington and Sons, T. Caslon, S. Crowder, T. Longman, B. Law, T. Cadell, G. Robinson, T. Lowndes, W. Domville, J. Bew, W. Goldsmith, S. Bladon, T. Evans, W. Fox, J. Johnson, and M. Davenhill, 1781.",London,376,male,1689,1761,TRUE,"Again the good girl wept at her Mother's remembered remorse. - My guar my guardian's goodness, my Mother siid, had awakened her to a sense of her uwickeinefs. My poor Mother did not spare herself : And I was all sorrow; for what could I say to her on such"
0250400103_000027,The mourtray family. A novel. In four volumes. ...,"Hervey, Elizabeth",65,2,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,2,2,1,2,2,0,0,8,0,1,0,3,0,0,1,0,1,1,5,3,3,1,0,0,1,0,0,0,2,3,1,1,0,1,1,6,0,1,0,0,0,1800,3,4,"London : printed by Millar Ritchie, Middle Street, Cloth Fair, for R. Faulder, New Bond Street, 1800.",London,277,female,1748,1820,FALSE,"The herself felt miserable and uncomfortable beyond expression; yet, amid the gloom of her thoughts , felf approbation diffused one consoling ray: "" Just so,"" said ihe, mentally, "" would my father have counselled me to aet. However weak I feel, ffll I have not betrayed the tenderness of my"
1698600402_000003,"Memoirs of Miss Sidney Bidulph, extracted from her own journal, by Mrs. Sheridan, author of Nourjahad. The fourth edition. In two volumes.",Frances Sheridan,70,2,0,1,0,0,0,0,1,0,0,2,0,0,0,1,5,0,1,1,1,0,1,4,0,1,1,0,4,1,1,1,0,0,2,0,2,1,3,0,6,1,1,1,1,1,4,0,1,3,0,1,2,3,3,1,1,3,0,0,0,1782,2,2,"Dublin : printed by H. Chamberlaine, No. 5, College-Green, M DCC LXXXII. [1782].",Dublin,339,female,1724,1766,TRUE,"ie, old not read them. I own I was better satis. fled that she should receive her information thus, because his light manner of expressing himself in many places would have given her great offence. Sir George did not confider this when he submitted the letters to my mother's as"
0335900902_000031,Honoria Somerville: a novel. In four volumes. ...,"Purbeck, Jane",62,0,1,0,1,4,5,0,0,0,0,1,0,0,4,1,0,0,0,1,1,2,0,3,2,0,1,4,5,0,0,0,1,1,3,0,3,3,6,1,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1789,2,4,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, M,DCC,LXXXIX. [1789].",London,236,female,,,FALSE,"endeared them to each other. Sir Edward had been dead nine years, yet his Lady with unusual constancy still lamented him, and could not mention his name without unaffected tears. Thus situated, every one of this party enjoyed in a degree what they most VOL. II L willed wiihed for."
0249903102_000017,"Family pictures, a novel. Containing curious and interesting memoirs of several persons of fashion in W-----re. By a lady. In two volumes. ...",Susannah Gunning,75,0,1,0,5,0,0,0,0,0,0,0,2,0,2,3,0,0,2,3,6,0,6,1,0,0,2,0,2,1,1,1,2,3,1,0,2,2,2,1,2,0,2,1,2,1,0,0,1,1,0,0,0,0,5,0,2,1,0,0,6,1764,2,2,"Dublin : printed for P. Wilson, J. Exshaw, S. Price, and J. Potts, 1764.",Dublin,130,female,1740,1800,TRUE,"the impulses of his affection, which prompted him to take this method of  soliciting a correspondence with her, as innocent as that his filter enjoyed. Mr. Charles Baflon, from a conviction of the purity of his beloved Susan's heart , would not even wound her with professions of the"
1253800101_000008,"The Family magazine; or, a Repository of religious instruction, and rational amusement. ... By Mrs. Trimmer.",Sarah Trimmer,63,0,1,1,0,0,0,0,5,0,1,2,0,0,1,3,3,0,2,0,0,3,1,0,3,3,0,1,0,0,0,0,2,2,0,0,2,1,0,1,4,0,0,0,0,2,2,2,1,1,1,0,2,0,1,2,1,2,0,3,1,1788,1,18,"London [England] : printed by and for J[ohn]. Marshall and Co. Aldermary Church Yard, in Bow Lane, [1788-1789].",London,464,female,1741,1810,TRUE,"~II7M;. Tlhe diififulpatidhter and Grandatiihter. tories in it; yet ihe used to say, it was such a book as a person might read an hundred and an hundred times, and always learn something new from it: but fle was thankful that it had pleated the ALMIGHTY to spare her the"
0681500502_000011,The history of Alicia Montague. By the author of Clarinda Cathcart. ...,"Marshall, Jane",70,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,3,2,4,1,1,1,2,0,2,3,5,0,0,1,2,4,1,1,1,1,4,2,0,1,1,0,0,0,1,1,2,5,0,0,0,0,6,3,0,1,0,0,1,1767,2,2,"London : printed for the author: and sold by Robinson and Roberts: Richardson and Urquhart: and T. Cadell, (successor to Mr. Millar), 1767.",London,221,female,,,FALSE,"and easy, and do, in every re spec, what was most agreeable to herself . tomorrow I am to go out an airing with her. God grant, that I may find spirits to show my gratitude, titude, by appearing, what I ought to be, cheerful and happy . It is"
0485200501_000021,"Emmeline, the orphan of the castle. By Charlotte Smith. In three volumes. ...",Charlotte Turner Smith,62,0,3,0,0,0,2,0,0,0,1,3,1,2,2,0,0,0,1,2,3,2,3,0,0,1,3,4,2,0,0,1,2,3,3,0,1,0,3,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,2,1,1,0,0,1,1,1799,1,3,"Belfast : printed by Doherty and Simms, 1799.",Belfast,253,female,1749,1806,TRUE,"ontinuing to distress her by a pursuit so unwel e to you, and so injurious to her honour and rei have the honour to be, ""My Lord, ""Your Lordship's ""' Most obedient servant, C C STAFFORD."" his letter , being extremely approved of by Em. ie, was put into the"
0139900201_000061,"The works of the Reverend George Whitefield, M.A. Late of Pembroke-College, Oxford, and Chaplain to the Rt. Hon. the Countess of Huntingdon. Containing all his sermons and tracts which have been already published: with a select collection of letters, Written to his most intimate friends, and persons of distinction, in England, Scotland, Ireland, and America, from the year 1734, to 1770, including the whole period of his ministry. Also some other pieces on important subjects, never before printed; prepared by himself for the press. To which is prefixed, an account of his life, compiled from his original papers and letters. ...",George Whitefield,85,0,4,0,3,1,0,1,3,0,1,2,1,0,2,0,11,0,1,0,5,0,1,2,2,0,4,0,8,2,0,1,3,1,3,1,0,0,3,0,1,1,1,0,0,2,0,4,1,1,0,0,0,0,4,1,0,0,0,3,0,1771,1,7,"London : printed for Edward and Charles Dilly; and Messrs. Kincaid and Bell [and Creech], at Edinburgh, MDCCLXXI. [1771-1772].",London,486,male,1714,1770,TRUE,"is no more saying"" "" am of Paul,"" or "" I am of Apollos,"" but that you are only desirous of being one in CHRIST. I pray for, though distant from you. I believe I am preparing a place for many. Our work goes on bravely. I have near forty"
0020100302_000010,The history of Sir Henry Clarendon. ...,,75,1,1,0,3,0,0,0,0,2,0,0,0,0,3,3,0,0,2,4,5,2,0,4,0,2,2,1,3,2,0,3,2,4,0,0,0,2,8,2,0,0,1,0,1,0,3,0,0,0,1,0,1,0,3,1,0,1,1,0,1,1785,2,2,"London : printed for R. Baldwin, in Pater-Noster Row ; and W. Richardson, at the Royal-Exchange, 1785.",London,329,unknown,,,FALSE,"ggled with such sweetness, that it quite unmanned me; however, the forbore farther inquiry. Miss Weldon's servant coming into the room, she retired to the chamber of her friend . It was certainly prudent to prevent Miss Melville's knowing what Mr. Ryley had written. Sir Henry has answered his letter"
0028600102_000018,"Chit-Chat: or, natural characters; and the manners of real life, represented in a series of interesting adventures. In two volumes. ...",,66,3,1,0,1,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,5,1,0,0,1,2,2,1,0,0,0,2,3,2,0,1,0,13,1,0,1,1,0,2,0,0,0,1,2,0,1,1,0,4,2,0,1,1,0,3,1755,2,2,"London : printed for R. and J. Dodsley, at Tully's Head, in Pall-Mall, MDCCLV. [1755].",London,232,unknown,,,FALSE,"intimacy, he might one day muster up courage enough to ask him the reason of his former conduet. As the had changed her servants while he was, abroad, they were not likely to inform him that She was so near . She amused herself all the morning with writing to"
0291800105_000039,"The beggar girl and her benefactors. In five volumes. By Mrs. Bennett, ...",Anna Maria Bennett,69,0,2,0,0,0,1,0,2,0,0,0,1,0,2,1,1,0,1,0,3,1,1,5,2,1,4,8,0,0,1,1,0,0,1,0,1,0,8,2,4,0,0,0,1,1,1,1,0,0,0,0,3,0,1,3,1,1,1,0,1,1799,5,5,"London : printed at the Minerva-Press, for William Lane, 1799.",London,386,female,1760,1808,FALSE,"which it would puzzle a logician to define, that iikenefs is blended with a strong cast of him you call your first patron."" ""Of Colonel Buhanun! did you know him, Sir? I have indeed been told I refembied him."" "" Indeed! and by whom, pray ?"" "" One who knew"
0214100802_000003,The sylph; a novel. In two volumes. ...,"Georgiana Cavendish, Duchess of Devonshire",56,0,1,1,0,0,2,0,1,0,1,1,0,3,0,3,0,0,1,5,1,1,0,4,2,0,0,3,0,1,1,2,0,2,1,0,0,2,1,0,0,1,1,3,0,0,2,1,0,0,1,0,0,0,1,2,0,1,0,0,3,1779,2,2,"London : printed for T. Lowndes, No. 77, Fleet-Street, MDCCLXXIX. [1779].",London,215,female,1757,1806,FALSE,"future intentions, sent them a half guinea. At the name of  the Baron, the old folks lifted up their "" hands and blessed him; the girl ""blushed, and cast down her eyes; and, said James,  I thought , my lady , ihe "" seemed to pray for him"
0555804300_000009,"Amelia, or, the distress'd wife: a history founded on real circumstances. By a private gentlewoman.","Justice, Elizabeth           1752",59,3,0,2,1,0,0,0,2,1,1,0,3,0,2,2,0,0,0,1,0,2,0,0,2,1,1,4,1,0,0,1,0,0,1,0,1,2,0,1,1,0,4,2,1,0,1,0,0,2,2,0,2,1,3,1,0,2,0,0,2,1751,1,1,"London : printed for the authoress, and sold by Mr. Dodsley in Pall-Mall ; Mr. Osborne in Gray's-Inn ; Mr. Dodd in Ave-Mary-Lane ; Mr. Willock at the Royal-Exchange ; Mr. Leake at Bath; and by Mr. Thurlborne, at Cambridge, 1751.",London,258,female,,,FALSE,"or  seen. No Pen can describe her Looks when at the Assembly; Amelia was, by a Member of that City taken out to begin the Ball; then her Countenance changed, and when The was applauded for her dancing, she was ready to swoon. To say the truth she did"
0110000801_000004,"The mutability of human life; or, memoirs of Adelaide, Marchioness of Melville. By a lady. In three volumes. ...",Lady,70,2,1,0,1,0,0,0,2,1,0,2,1,0,5,0,0,0,1,1,0,0,1,1,1,0,1,8,0,1,0,1,1,3,3,0,2,0,7,1,0,1,2,0,0,2,0,0,1,4,0,1,0,1,2,2,1,3,0,1,1,1777,1,3,"London : printed for J. Bew, in Pater-Noster-Row, 1777.",London,259,female,,,FALSE,"powerful refle&ionf. soon returned , and made me reject that determination. Would a stranger believe me innocent when such strong proofs ap: : of my guilt.? Alas! I could scarce disapprove her want of faith, which might be the consequence; My history so uncommon a one, would ihe not imagine"
0290201100_000029,"Plays written by Mr. John Gay, viz. The captives, a Tragedy. The beggar's opera. Polly, or, the Second Part of the beggar's opera. Achilles, an Opera. The distress'd wife, a Comedy. The rehearsal at Goatham, a Farce. To which is added, An account of the life and writings of the author.",John Gay,62,0,1,2,6,1,0,0,1,0,1,0,1,1,2,2,0,1,0,1,1,0,4,0,1,0,5,1,0,0,1,1,1,0,4,1,1,0,3,1,0,0,0,0,1,0,1,1,1,0,1,0,2,1,3,0,1,3,2,0,0,1760,1,1,"London : printed for J. and R. Tonson, in the Strand, MDCCLX. [1760].",London,400,male,1685,1732,TRUE,"to a fi; ar came. Thus bwhen a good bufwife sees a rat, In her trap in the morning taken , With pleasure her heart goes pit a pat, In revengefor her loss of bacon. Then e throws him To the dog or cat, To er worried, crushed, and jhahen."
0021800702_000031,"Memoirs of a Magdalen: or, the history of Louisa Mildmay. Now first published from a series of original letters. In two volumes. ...",Hugh Kelly,64,1,1,0,6,0,0,1,2,0,0,2,0,1,1,1,3,0,4,1,4,1,1,1,0,0,1,6,3,0,0,3,0,3,0,0,1,2,3,0,1,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1767,2,2,"London : printed for W. Griffen, in Catharine-Street, in the Strand, MDCCLXVII. [1767].",London,241,male,1739,1777,TRUE,"disadvantages of what we considered a scandalous elopement. -- They at the same time ent me up Louiia's little history, where I law plainly enough, that notwithstanding the unaccountable part which my brother had ated, the dear deceived girl could not, by any means , erase him from her heart"
0587300800_000018,"The writing-Desk; or, youth in danger. A play, in four acts. Literally translated from the German of Augustus von Kotzebue.",August von Kotzebue,72,0,1,1,5,0,0,5,1,0,0,0,0,2,0,3,1,0,4,1,2,1,3,0,0,0,2,1,0,0,0,0,4,6,1,0,3,0,0,1,3,1,1,1,0,0,6,0,1,0,0,0,2,1,1,0,0,2,1,1,3,1799,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, by G. Woodfall, in Paternoster-Row, 1799.",London,116,male,1761,1819,TRUE,"Ensign Erlen. (Half to himself) One Les .ing? 0 Apollo! 0 Muses! Emily. My poor name sake wanted tomarry. Ensign Erlen. That you want likewise. Emily. Hem properly my mamma. Ensign Erlen. And, perhaps, against your inclinatio n Emily. Fie, Sir! I have no inclination. Ensign Erlen. Poor child! Emily."
0957300300_000047,"The new English letter-writer; or, whole art of general correspondence. Consisting of a series of the most important, instructive, and interesting entire new letters, On Every Occurrence in Life: By which any Person who can use the Pen, may write Letters on every Subject, with Propriety and Elegance of Stile. In these Models for inditing Epistles on the various Occasions of Human Life, particular Regard has been paid to the following Heads, viz. Trade, Affection, Love, Courtship, Marriage, Friendship, Instruction, History, Commerce, Industry, Prosperity, Prudence, Gratitude, Generosity, Misfortunes, Consolation, Prodigality, Virtue, Vice, Piety, Wit, Mirth, Folly, Pleasure, Humanity, Memory, Morality, Education, Happiness, Business, Sickness, Death, Integrity, Oeconomy, Affluence, Politeness, Fidelity, Riches, Duty and Concerns of Parents, Children, and other Relations, Masters, Mistresses, Illustrious Persons, Officers, Soldiers, Seamen, Schoolmasters, Scholars; and other useful and entertaining Particulars too numerous to mention in this little Page. To which is added, a Course of Cards, or Notes of Compliments, Which will be found exceedingly convenient on such Occasions as may not require a Letter. Together with The Universal Petitioner, Comprehending The greatest Variety of Petitions, adapted to every Situation, with Directions for presenting them in a proper Manner. Including also a New English Grammar; or, The English Language made perfectly easy to every Capacity. Likewise, General Instructions for carrying on Epistolary Correspondence; And necessary Rules for addressing Persons of all Stations, both in Discourse and Writing. To the Whole are also added, Precedents of Leases, Bonds, Letters of Attorney, Wills, Mortgages, Wills and Powers, Indentures, &c. &c. agreeable to the Forms in which they are now executed by the most eminent Attorneys. By the Rev. George Brown, M. A. Author of The New Young Man's Companion, price only 1s.","Brown, George, Rev",71,2,1,1,0,0,0,0,0,0,0,2,0,2,1,1,3,0,1,1,1,0,2,2,0,0,1,1,3,3,0,2,1,5,1,0,1,2,2,0,5,0,0,0,0,3,4,0,2,1,1,1,1,0,4,1,0,0,0,4,2,1780,1,1,"London : printed for Alex. Hogg, No 16, Pater-Noster-Row, [1780?].",London,241,unknown,,,FALSE,"can deviate from the fashion without acting with impropriety. Supposing me to be the accomplished person I am represented in your letter , yet I have great reason to fear, that none ofthefe accomplifhmcnts will make any great figure in the eyes of a censorious world ; nor does it"
0110300101_000014,The false friends. A Novel. In a series of letters. By the author of The ring. In two volumes. ...,Author of 'The ring',77,0,0,0,4,2,0,0,2,1,0,2,3,1,7,0,0,0,3,2,1,0,1,2,0,0,6,2,6,1,0,1,3,0,1,0,1,2,2,0,1,0,1,0,3,1,0,0,1,2,2,0,3,1,3,2,0,1,0,0,0,1785,1,2,"London : printed for J. Barker, 1785.",London,262,unknown,,,FALSE,"of her beauteous form ; Add to her person , a. mind adorned with every grace and elegance imaginable, unsullied by the least tincture of vice. Now is it possible; I can be worthy such a woman ? She loves me; yes; Rivers, I again repeat,. fle loves me; The"
0761700600_000122,"Poems by the late George-Monck Berkeley, Esq. LL. B. F. S.S. A. With a preface by the editor, consisting of some anecdotes of Mr. Monck Berkeley and several of his friends.",George Monck Berkeley,79,0,1,1,0,0,1,0,2,0,0,1,3,0,4,3,2,0,0,0,0,0,2,0,0,3,5,14,0,2,0,2,2,1,1,0,1,0,2,0,2,0,1,2,0,3,4,0,0,5,0,0,1,0,1,0,0,1,1,2,3,1797,1,1,"London : printed by J. Nichols; and sold by Messrs. Leigh and Sotheby, York Street, Covent Garden; Mr. Edwards, Pall Mall; Mr. Cooke, Oxford; Mr. Todd, York; Messrs. Simmons and Co.; Messrs. Flackton, Marrable, and Claris; and Mr. Bristow, Canterbury, 1797.",London,854,male,1763,1793,FALSE,"fuchflulmmer in your whole life ?"" Every one said, "" That was a very high flown compliment to her indeed."" The Editor said, rather briskly, "" By no means . I, who have the honour to know the"" "" Lady well, throw down my gauntlet, to prove that it is"
0865200101_000061,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In seven volumes. By Mr. Samuel Richardson, ...",Samuel Richardson,69,2,1,0,2,0,0,0,4,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,1,1,0,4,5,2,1,0,1,2,3,0,3,1,0,3,1,2,1,1,0,0,0,1,0,0,6,1,0,0,1,2,3,1780,1,2,"Dublin : printed for W. Colles, 1780.",Dublin,323,male,1689,1761,TRUE,"experience, if no little , dirty views give them also that pre poffellion in one man's favour, which they are so apt to censure their daughters for having in another's And if, as I may add in your cafe, they have no creeping, old , musty, uncle Antony's to strengthen"
0660200103_000018,The gipsy countess: a novel. By Miss Gunning. ...,Elizabeth Gunning,61,0,0,0,2,0,3,0,2,0,0,2,6,0,0,2,0,1,4,0,1,1,1,0,1,0,4,5,1,0,0,3,1,1,1,0,0,0,1,0,2,1,1,1,0,0,0,0,2,1,0,2,1,0,0,2,1,3,0,1,0,1799,3,4,"London : printed for T.N. Longman and O. Rees, 1799.",London,240,female,1769,1823,FALSE,"stubborn or too idle to be governed by my advice. I did not make a flow of the child in london that I would not do."" Some refleetions were now glanced by Lady Sedly not very favourable to my father , which it does not become me to repeat. """
