PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(belong),termFreq(bishop),termFreq(borough),termFreq(cafe),termFreq(church),termFreq(citi),termFreq(countri),termFreq(court),termFreq(crown),termFreq(declar),termFreq(dioces),termFreq(elect),termFreq(famili),termFreq(follow),termFreq(gener),termFreq(god),termFreq(ground),termFreq(half),termFreq(hall),termFreq(held),termFreq(hill),termFreq(hous),termFreq(inhabit),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(knight),termFreq(land),termFreq(larg),termFreq(law),termFreq(littl),termFreq(london),termFreq(manor),termFreq(mayor),termFreq(mean),termFreq(member),termFreq(near),termFreq(offic),termFreq(old),termFreq(order),termFreq(parliament),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(prison),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(river),termFreq(sever),termFreq(small),termFreq(town),termFreq(true),termFreq(villag),termFreq(vote),termFreq(war),termFreq(wind),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0162100501_000171,"A new display of the beauties of England; or, a description of the most elegant or magnificent public edifices, Royal Palaces, Noblemen's and Gentlemen's Seats, and other curiosities, natural or artificial, in different parts of the Kingdom. Adorned with a variety of copper-plate arts, Cuts, neatly engraved. ...",,76,0,2,1,1,0,5,0,1,1,0,0,0,0,2,0,1,0,2,0,0,2,3,3,2,0,1,1,1,0,5,0,0,11,0,0,0,0,7,0,1,0,0,1,0,0,1,0,0,1,0,4,1,2,11,0,2,0,0,0,0,1787,1,2,"London : printed for R. Goadby and Co. and sold by R. Baldwin, No. 47, in Pater-Noster-Row, M.DCC.LXXXVII. [1787].",London,571,unknown,,,FALSE,"house with his wife fifty-two years, and in all that time buried neither man, woman, nor child, though sometimes twenty in family ; and the widow, who lived to be ninety feven, aw before her death, which happened in December 611, of her children, grandchildren, and great grandchildren, to the"
0116500103_000046,"The present state of all nations. Containing a geographical, natural, commercial, and political history of all the countries in the known world. ... . By T. Smollett, M.D.",Tobias Smollett,64,0,1,0,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,3,1,1,1,4,0,0,2,5,0,1,2,1,4,0,0,3,0,1,0,1,0,0,1,1,0,0,3,0,5,1,0,11,0,3,0,0,0,0,1768,3,8,"London : printed for R. Baldwin, No. 47, Paternoster-Row; W. Johnston, No. 16, Ludgate-Street; S. Crowder, No. 12; and Robinson and Roberts, No. 25, Paternoster-Row, MDCCLXVIII. [1768]-69.",London,489,male,1721,1771,TRUE,"Mary, conlifts of a mayor , two bailiffs, nine aldermen, called principal burr geflfs, an high fteward, recorder, town clerk, and sixteen, or more, secondary burgesies, who, since the d; itolution of the abbey, are entitled to the profit of its market and fairs. The chief trade of the town"
0669400102_000264,"A new system of geography: in which is given, a general account of the situation and limits, the manners, history, ... of the several kingdoms and states ... By A. F. Busching, ... Carefully translated from the last edition of the German original. ... Illustrated with thirty-six maps, ... In six volumes. ...",Anton Friedrich Büsching,94,0,2,5,0,0,4,0,5,4,0,0,2,1,0,2,1,1,1,0,0,0,3,0,0,0,1,0,0,0,0,1,12,0,3,0,0,0,2,9,1,0,1,0,0,0,0,0,0,0,0,9,1,2,17,1,3,0,0,0,0,1762,2,6,"London : printed for A. Millar, 1762.",London,634,male,1724,1793,FALSE,"which it runs into the sea. The other rivers here are the Nevre, the Arron, the Alaine, the uenne, the Andarge, the jeure, the Crefonne, the Acolin, the Abron, the be/bre, the Acolafire, the Aubcis, the Narcy, the Guerchy, the Noaix, the Arrou, cat S. Parife and Bougues are some"
0613300400_000536,"An historical account of the rights of elections of the several counties, cities, and boroughs, of Great Britain: collected from public records, and the Journals of Parliament, to the year one thousand seven hundred and fifty-four. By a late Member of Parliament.","Carew, Thomas",87,0,0,0,14,0,0,1,0,4,0,0,0,6,0,1,0,0,0,0,0,3,0,1,0,0,2,0,1,0,0,1,0,0,1,18,3,2,0,1,0,2,4,0,2,1,2,0,0,0,1,0,4,0,4,0,0,8,0,0,0,1755,1,1,"London : printed for John Nourse, at the Lamb, opposite Katharine-Street, in the Strand, MDCCLV. [1755].",London,707,male,1702,1766,FALSE,"of nmembers to trvi.: in L .lull; inelt, toge 1, : .tr 41 thee with the mayor and burgesses of Pembroke; but the mayor of Pembroke would not permit the mayor and diverse burgesses of Wifton to vote for the petitioner, though they had frequently used that right without interruption;"
0536400101_000365,"Magna Britannia et Hibernia, antiqua & nova. Or, a new survey of Great Britain, ... Collected and composed by an impartial hand. ...","Cox, Thomas",65,0,2,0,5,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,2,0,2,9,0,3,1,3,0,0,3,0,0,0,1,0,0,3,1,0,1,2,11,0,1,0,0,0,0,1720,1,6,"[London] : In the Savoy: printed by Eliz. Nutt; and sold by M. Nutt, and J. Morphew, 1720-31.",London._                 [.lookup error 1],784,male,,,FALSE,"by Account endowed the Town with several Her late Majesty Queen me, Rag. I. by Privileges. The Town is fitutoe under. the Name of the Mayor , six Capital Burr. neath the Castle, upon a considerable Rise, gefes, and twelve Common council men, and contains about loo Houses . The"
0592800101_000113,"England illustrated, or, a compendium of the natural history, geography, topography, and antiquities ecclesiastical and civil, of England and Wales. With maps of the several counties, and engravings of many Remains of Antiquity, remarkable Buildings, and principal Towns. In two volumes. ...",,66,0,0,3,0,0,0,10,0,4,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,4,1,1,0,1,0,0,3,0,1,0,2,2,1,1,0,2,0,0,0,1,0,2,0,0,6,2,1,9,0,1,0,0,1,0,1764,1,2,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXIV. [1764].",London,471,unknown,,,FALSE,"Franciscans, or Friars Minors, founded by John, Chidiok, before the fourth year of king Edward the Second. The hospital of St. John Baptist, commonly called St. John's House , in this town , was founded before the seventeenth year of king Edward the Second, and granted the twenty-ninth of Henry"
1783800117_000393,"The journals of the House of Commons of the kingdom of Ireland, From the eighteenth day of May, 1613, inclusive, in the eleventh year of King James the First, to the seventh day of August, 1666, inclusive, being the end of King Charles the Second's Parliament. Re-printed by order of the Honourable House of Commons. Vol. I.",Ireland. Parliament. House of Commons,108,0,0,0,8,0,0,2,0,0,4,5,0,13,0,1,1,0,0,0,0,0,2,24,0,1,0,1,1,1,0,1,1,1,1,0,0,6,0,9,0,9,5,0,1,0,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1796,17,19,"Dublin : Printed by George Grierson, printer to the King's Most Excellent Majesty, M,DCC,XCVI. [1796].",Dublin,1538,unknown,,,FALSE,"Mountney Jephfon, Esq; being chosen a Burgess for the Borough of Charlemont in the County of Armagh, and having since his Election accepted the Office of Judge Advocate at Gibraltar, And the House being satisfied by the Declaration of Mr. Dawson, a Member of this House , that there was"
1699700105_000460,"The Town and country magazine; or Universal repository of knowledge, instruction, and entertainment. For the year ...",Thomas Chatterton,61,0,2,1,3,1,5,1,2,6,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,3,0,1,0,0,0,1,6,1,4,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,3,2,0,2,0,1,0,0,0,0,1769,5,27,"London [England] : printed for A[rchibald]. Hamilton, junr. near St. John's-Gate, [1769- ].",London,756,male,1752,1770,TRUE,"L St irry, Surry is bounded on the west by berk(hire and Hampflhire, on the south by Suffix, on the enla by Kent, on tlhe north by middlcfr x, from which it is parted by the Thames, whence it had the name of muth rey, from the Saxons, i. e."
0813300300_000113,"An historical view of the English government, from the settlement of the Saxons in Britain to the accession of the house of Stewart. By John Millar, Esq. Professor Of Law In The University Of Glasgow.",John Millar,70,0,1,0,10,2,0,1,0,0,1,1,0,2,0,0,2,0,0,0,0,1,0,5,1,0,0,1,1,4,1,0,0,1,0,0,0,4,0,0,1,3,8,3,2,2,0,0,0,4,3,0,0,1,3,0,0,1,0,0,0,1787,1,1,"London : printed for A. Strahan, and T. Cadell, In The Strand; and J. Murray, NO 32, Fleet-Street, M.DCC.LXXXVII. [1787].",London,594,male,1735,1801,FALSE,"extended to every branch of parliamentary business, in which they claimed the privilege of interfering. Thus, in all the feudal kingdoms which had made advances in commerce, the great council came to be composed of three estates: each of whom, in the determination of public measures, enjoyed a separate negative."
0380300100_000770,"The new and complete English traveller: or, a new historical survey and modern description of England and Wales. ... Written ... by a society of gentlemen; ... Revised, corrected, and improved, by William Hugh Dalton, ...",,57,0,1,0,1,2,5,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,2,0,3,0,0,0,0,0,4,0,1,1,2,4,0,2,1,1,0,1,0,2,0,0,0,0,2,2,0,2,2,1,8,0,2,0,0,0,0,1794,1,1,"London : printed for Alex. Hogg; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge [and 25 other towns] and by all other booksellers and newsmen in England, Wales, Scotland, and Ireland, [1794].",London,597,unknown,,,FALSE,"Courtneys; Earls of devon/hire. It is pleasantly situated on the mouth of the river Low, and carries on a considerable trade in the pilchard fishery. The manor having long since devolved to the crown , is now part of the duchy of Cornwall, the corporation holding it by lease at"
1086200200_000044,"An historical essay on different governments. By James Green, Lieutenant In His Majesty's Marine Forces. As all Government began, so all Government must end, by the People: Tyrannical Governments by their Virtue and Courage,-And Free Governments by their Vice and Baseness.","Green, James, Lieutenant, R.N.",72,0,0,0,3,0,0,2,0,1,2,0,0,6,0,0,0,0,0,0,0,1,0,2,3,0,3,1,1,8,1,3,0,0,0,0,0,2,0,0,4,0,2,1,1,4,0,0,0,7,1,0,2,1,3,1,0,6,0,0,0,1793,1,1,"Edinburgh : printed for the author, by Grant & Moir, 1793.",Edinburgh,314,unknown,,,FALSE,"rent, free from all charges, amounts to forty shillings. The Keprefentatives of the Boroughs were at first elected by the Aldermen andl common council. In length of time, the fi'eenen offome of the Boroughs were admitted to a hare in the election . In others the Saxon mode was refored;"
0617400100_000214,"A new description of England and Wales, with the adjacent islands. ... To which is added, a new and correct set of maps of each County ... By Herman Moll, geographer.",,49,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,3,1,0,0,2,0,3,0,0,3,0,2,3,0,0,0,2,0,1,0,2,0,0,2,0,3,1,2,3,1,0,0,1,0,2,1724,1,1,"London : printed for H. Moll, T. Bowles and C. Rivington., and J. Bowles, 1724.",London,421,unknown,,,FALSE,"being in this, and the other in jiarwick/hire. It takes its Name from the Tame, on whore fruitful Banks it stands, and the Saxon Word jieorth, which significs a Yard or Farm, and also a River Island, or any Place surrounded with Water. This Place, in the Time of the"
0536400101_000358,"Magna Britannia et Hibernia, antiqua & nova. Or, a new survey of Great Britain, ... Collected and composed by an impartial hand. ...","Cox, Thomas",61,0,1,0,4,0,5,0,0,2,1,0,0,0,2,0,0,0,0,1,2,1,0,0,0,1,6,0,1,1,2,0,0,0,1,5,0,3,0,0,0,0,4,0,0,1,1,0,0,2,2,1,2,1,7,1,0,0,0,0,0,1720,1,6,"[London] : In the Savoy: printed by Eliz. Nutt; and sold by M. Nutt, and J. Morphew, 1720-31.",London._                 [.lookup error 1],784,male,,,FALSE,"this Town recovered its anciens Privilege of sending Nembers to that Supreme Court , and hath continued so doing ever fincr. The Church here, which is dedicated to St. i7, is a large Struaure, but low and dark, and kept in poor Repair. The Cor ppration are Parrons to the"
0012200800_000002,"The British remembrancer: containing, a new history of England, ecclesiastical and civil, from the happy state of the primitive Britons to the present time; with the character of each monarch, from William the Conqueror to his present Majesty King George II. inclusive. By Mother Bunch. Illustrated with the Heads of all the Kings and Queens from the Conquest.","Bunch, Mother",54,0,0,1,1,1,2,2,3,5,0,0,1,1,0,1,2,0,0,0,1,1,1,4,1,0,4,1,1,0,0,2,0,1,0,0,0,1,0,1,0,1,4,1,0,2,2,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1756,1,1,"London : printed for the benefit of the Old Lady, and sold by C. Pugh, in Fleetstreet, and by all the booksellers, and news-carriers, M.DCC.LVI. [1756].",London,238,female,,,FALSE,"in Europe, which are not brought to great Perfedtio in England. Its conjfitution. England is a limited Monarchy; the Power of making and altering Laws , and raising Taxes, being lodged in the King , Lords, and Com, mlons. Its Adminjtlration of jujfice, This is the Busiess of the; Iours"
0610600100_000102,"A new topographical, historical, and commercial survey of the cities, towns, and villages of the county of Kent. Arranged in alphabetical order. This Work includes a minute and interesting Account of the antient and present State of Kent, Civil, Ecclesiastical, and Military, from the earliest Times to this Century, with all the Improvements of the Arts, of Civilization, and Luxury. It comprehends all the chief Harbours, Bays, Rivers, Docks, Forests, Hills, Valleys, Medicinal Springs, and other Curiosities both of Nature and Art; and not only takes Notice of all the Manors and Seats in the County, but also points out the old Military Ways, Camps, Castles, and other remarkable Ruins of Roman, Saxon, Danish, and Anglo Norman Antiquity. It shews particularly the Estates that were formerly Abbey Lands, and mentions the Manufacture and Trade, the Privileges and Customs, the principal Buildings and Charitable Foundations of the two Cities, Corporations, and the most noted Villages, with their Distances from London, in measured Miles. The ancient and obscure Terms of the Feudal Law, and the obsolete Tenures and Customs relative to it, are also explained. By Charles Seymour, Teacher of the Classics, &c. at Canterbury.","Seymour, Charles",49,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,4,2,0,1,1,0,1,0,0,1,2,4,4,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,1,2,7,0,1,0,0,0,0,1776,1,1,"[Canterbury] : Printed for the author and to be had of Mr. Flacton, Bookseller, at Canterbury; Silver, and Crow, Margate; Smith, Tunbridge-Wells; Stephen Doorne, Feversham; and at the apartments o[f] the author, at Mr. James Abbot's, Baker, Canterbury, MDCCLXXVI. [1776].",Canterbury,863,unknown,,,FALSE,"the season in catching mackerel for London , to which they are carried by the boats of London and Barking. About Michaelmas the Folk. stone barks, with others from Sussex, go to the Suffolk and Norfolk coaffs to catch herrings for the Merchants of Yarmouth and Leoftoff, There is a"
0079200400_000035,"Rural beauties; or, the natural history of the four following western counties, viz. Cornwall, Devonshire, Dorsetshire, and Somersetshire. With additional remarks. By Theophilus Botanista, M.D.","Botanista, Theophilus",64,0,1,0,3,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,2,4,0,0,11,0,0,1,0,0,1,2,6,3,2,1,1,0,0,1,2,0,0,0,1,0,0,5,0,4,2,1,4,0,0,0,0,0,0,1757,1,1,"London : printed for, and sold by William Fenner, at the Angel and Bible in Pater-Noster-Row; and C. Henderson, under the Royal Exchange, Cornhill, MDCCLVII. [1757].",London,363,unknown,,,FALSE,"under him as affifants. R E M. XLVII It is well supplied with frefl water, which was first brought hither from a place seven miles off, at the ole expense of Sir Francis Drake, who was born here. R E M. XLVIII Its markets are on Mondays, Thursdays, and Saturdays;"
1575200101_000395,"A Complete system of geography. Being a description of all the countries, islands, cities, chief towns, harbours, lakes, and rivers, mountains, mines, &c. of the known world. Shewing the situation, extent, and boundaries, of the several empires, kingdoms, ..., their climate, soil, and produce; their principal buildings, manufactures, and trade; their government, policy, religion, manners, and customs; and the ... including the most material revolutions and changes that have happen'd in every state, either by conquest or treaties; and comprehending ... To which is prefixed, An introduction to geography, as a science: An explanation of maps: The doctrine of the sphere: The system of the world: And a philosophical treaties of the earth, sea, air, and meteors. In two volumes. ... By Emanuel Bowen, geographer to His Majesty, being all new-drawn and ingraved according to the latest discoveries and surveys; ... for the use of all gentleman, merchants, mariners, and others, who delight in history and geography. This work, extracted from several hundred books of travels and history, is brought down to the present time; preserving all that is useful in the fourth and last edition of the complete geographer, publish'd under the name of Herman Moll, &c.",,51,0,2,3,1,0,3,2,2,1,1,0,0,0,1,0,1,0,1,1,1,1,2,2,2,0,5,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,0,4,0,1,0,0,0,1,1747,1,2,"London : Printed for William Innys, Richard Ware, Aaron Ward, J. and P. Knapton, John Clarke, T. Longman and T. Shewell, Thomas Osborne, Henry Whitridge, Richard Hett, Charles Hitch, Stephen Austen, Edmund Comyns, Andrew Millar, James Hodges, Charles Corbett, and Jo. and Ja. Rivington, M.DCC.XLVII. [1747].",London,1092,unknown,,,FALSE,"Kings of rjudah in a Row above it, ats big as the Life; and on thle Top, at each Corner of the pt ortico, is a stately Spire, besides a fine high Steeple on the middle of the Church . Dr. Plot scruples not to fany, that this Cathedral is"
1229800100_000025,"Journals of the House of Commons. From October the 31st, 1780, In the Twenty-First Year of the Reign of King George the Third, to October the 10th, 1782, In the Twenty-Second Year of the Reign of King George the Third.",Great Britain. Parliament. House of Commons,78,0,0,0,11,2,1,0,0,1,1,0,0,4,0,0,1,0,0,1,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,5,0,4,0,4,0,8,4,0,3,0,1,0,0,3,6,0,1,0,0,0,0,5,2,0,1,1783,1,1,"[London] : Printed [by Henry Hughs] by order of the House of Commons, [1783?].",London,1202,unknown,,,FALSE,"continuing the Term of an Aft, made in the Twenty seventh Year of the Reign of his late Majesty, for repairing and widening the Roads from the Borough of Stratford upon Avon, in the County of Warwick, through Aleefier in the said County, and Feckenham, to a Place called Bradley"
1544600100_000593,"The New universal gazetteer; or, Modern geographical index. Containing a concise description of the -empires, kingdoms,-cities, towns,-seas, rivers- &c. &c. &c. in the known world; the government, manners, and religion, of the inhabitants; with the extent, boundaries, produce, revenue, trade, manufactures, &c. of the different countries. Including a full account of the counties, cities, towns, villages, &c. of England and Scotland. Illustrated with six elegant maps.",,58,0,1,1,2,0,1,6,1,1,0,0,2,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,4,0,0,3,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,7,0,2,11,0,1,0,0,0,0,1796,1,1,"Edinburgh : Printed by David Ramsay, for Bell & Bradfute, J. Dickson, W. Creech, and P. Hill, MDCCXCVI. [1796]",Edinburgh,653,unknown,,,FALSE,"called Mainland. The river Ouse brings veifels of 70 toins It is x1 miles long and 8 broad, and has feto this city from the sea, though at 60 miles veral good harbours. distance. There was a great trade here for YENISEISK, a large and populous town merly; but it"
0084500200_000743,"The modern universal British traveller; or, a new, complete, and accurate tour through England, Wales, Scotland, and the neighbouring islands. Comprising all that is worthy of observation in Great Britain. ... The articles respecting England, by Charles Burlington, ... t Wales, by David Llewellyn Rees, ... of Scotland, by Alexander Murray, ...","Murray, Alexander, M.A.",68,0,2,0,0,0,6,0,1,2,0,0,0,0,1,0,3,0,1,0,1,3,0,3,1,0,5,0,0,1,0,0,1,1,0,1,0,1,3,0,1,2,1,1,2,1,0,0,3,4,0,2,4,2,3,0,4,0,1,0,0,1779,1,1,"London : printed for J. Cooke, 1779.",London,965,unknown,,,FALSE,"length, the fireets are broad and well paved, and the buildings in general exceeding handsome. It had formerly four parinl churches , but they are now reduced to two, namely, St. John's and St. Mary's, betides which there are several meeting houses for protestant dissenters. St. John's church (called the"
0810000200_000083,The history of the city and county of Norwich. From the earliest accounts to the present time.,,68,0,1,2,0,4,1,13,0,5,0,1,0,1,0,0,1,0,0,0,2,1,0,1,3,1,0,0,0,1,0,1,0,0,0,4,2,1,0,2,0,3,2,0,8,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1768,1,1,"Norwich : printed by John Crouse, and sold by M. Booth, Bookseller, In The Market-Place, M.DCC.LXVIII. [1768].",Norwich,672,unknown,,,FALSE,"cannot be found, within the jurifdiaion of the court , for the  aforesaid purposes, then the commifioners, or any  three or more of them, may order such party and parties to some prison , within the said city and f county of Norwich, there to remain without bail"
0418400100_000596,"The new, complete, and universal history, description, and survey of the cities of London and Westminster, the Borough of Southwark and the parts adjacent. ... By a society of gentlemen, the whole revised, corrected, and improved, by William Thornton, ...",,62,0,2,2,1,0,1,11,1,8,1,0,1,1,1,1,1,0,1,0,0,1,0,1,2,0,0,0,0,0,3,2,1,4,0,0,0,2,1,5,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1784,1,1,"London : printed for Alex. Hogg, 1784.",London,646,unknown,,,FALSE,"length by the interest of Sir Robert Cecil, vlio hl; d an clegant mansion at some distance from the ·^ivoy; and many of the houses of the nobility were euc.red in the Strand. In course of time Wefminnler became a place of sole congfider, .ion; but it received its moll"
0189401202_000023,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",75,0,0,0,9,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,1,0,0,1,7,0,10,2,0,0,0,0,0,2,2,3,0,4,0,1,0,1,1,0,1,0,3,0,3,2,0,1,1,0,11,0,0,2,0,0,0,1792,2,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,556,male,1755,1822,FALSE,"discover that this county had been possessed by any other nation; yet, notwithstanding this, there are till here several remains of antiquity. When heptarchy was reduced to one kingdom by king Egbert, who was the firt English monarch, he divided the whole nation into thirty-five counties, and called this Hertfordflhire,"
1115900110_000285,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,64,0,2,0,0,0,3,1,0,3,2,0,0,0,0,0,0,0,0,1,4,2,0,5,0,0,1,1,6,0,2,3,0,3,0,0,0,2,2,4,0,2,1,0,0,0,1,4,1,2,0,1,2,1,1,0,0,0,0,0,1,1798,10,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,407,unknown,,,FALSE,"Newgatt built in a much more convenient situation, and on a more enlarged plan than the former prison , called nvewgate; by which name it is fill' distinguished. Here the unfortunate debtor will. no longer be annoyed by the dreadful rattle of chains, or by the more horrid sounds iffiing"
0189500103_000039,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",71,0,0,2,1,0,0,14,1,0,0,0,1,8,0,3,1,0,0,0,0,0,0,2,1,0,2,0,1,0,0,1,0,0,0,0,1,5,0,1,1,2,5,0,1,1,2,0,0,0,5,0,1,1,1,0,0,5,0,1,0,1792,3,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,566,male,1755,1822,FALSE,"the Saxons Wirecefterfcyre, which is thought to have arisen from the forest of Wire, part of which is still in being about Bewdley, and formerly extended as far as Worcester, whence that city was called the fortress of Wire. A part of the inhabitants were called Wiccii; a name which"
0641100103_000049,"Britannica curiosa: or, a description of the most remarkable curiosities, natural and artificial, of the island of Great Britain in the several counties, cities, Towns, Villages, &c. the Principal seats of the Nobility and Gentry, Public Buildings, Places of Resort and Entertainment, &c. &c. In six volumes. The second edition. Illustrated with fifty-nine copper plates. ...",,60,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,3,0,3,1,0,2,0,0,1,1,2,3,1,2,1,1,0,2,4,2,0,0,2,0,0,1,1,1,0,0,10,0,1,0,1,1,1,1777,3,6,"London : printed for Fielding and Walker, No. 20, Paternoster-Row, MDCCLXXVII. [1777].",London,400,unknown,,,FALSE,"takes its name from the river Bert, and was formerly called Bertport. The harbour here was anciently a very good one, and the inhabitants car tied on a cornfiderable trade; but a general sickness happening, which swept off numbers of the people , the harbour became neglected, and choked up"
0116300201_000511,"A new geographical dictionary. Containing A Full and Accurate Account Of the several Parts of The Known World, As it is Divided into Continents, Islands, Oceans, Seas, Rivers, Lakes, &c. The Situation, Extent, and Boundaries, of all the Empires, Kingdoms, States, Provinces, &c. In Europe, Asia, Africa, and America. Their Constitutions, Revenues, Forces, Climate, Soil, Produce, Manufactures, Trade, Commerce, Cities, Chief Towns, Universities, Curious Structures, Ruins, Antiquities, Mountains, Mines, Animals, Vegetables, Minerals, together with The Religion, Learning, Policy, Manners, and Customs, of the Inhabitants.. To which is prefixed, an introductory Dissertation, Explaining The Figure and Motion of the Earth, the Use of the Globes, and Doctrine of the Sphere, in order to render the Science of Geography easy and intelligible to the meanest Capacity. Illustrated with A New and Accurate Set of Maps of all the Parts of the Known World, making a compleat Atlas; the Dresses of the Inhabitants; and a great Variety of Plans and Perspective Views of the principal Cities, Towns, Harbours, Structures, Ruins, and other Places of Antiquity.",John Barrow,55,0,2,3,1,0,1,3,2,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,3,1,1,1,0,0,1,0,0,0,0,6,1,2,8,0,1,0,0,1,2,1759,1,2,"London : printed for J. Coote, at the King's Arms in Pater-Noster-Row; and sold by all Booksellers, Stationers, and News-Carriers, in Great-Britain and Ireland, MDCCLIX. [1759]-60.",London,595,male,,,FALSE,"Lord Ward. It has an extenfivd prospect. In the hall was a table of one plank of oak twenty-five yards long, and one yard in breadth. CASTLEFORD, formerly a considerable place, and by some called a city , but now only a village , within two miles of Pontefraa, in"
0162100501_000024,"A new display of the beauties of England; or, a description of the most elegant or magnificent public edifices, Royal Palaces, Noblemen's and Gentlemen's Seats, and other curiosities, natural or artificial, in different parts of the Kingdom. Adorned with a variety of copper-plate arts, Cuts, neatly engraved. ...",,59,0,0,4,0,0,1,6,1,0,0,0,2,0,0,0,3,0,1,1,3,0,1,3,1,1,0,1,1,1,2,0,1,3,0,1,0,1,1,2,0,1,0,0,1,1,1,0,0,0,0,2,1,0,9,0,0,0,0,1,0,1787,1,2,"London : printed for R. Goadby and Co. and sold by R. Baldwin, No. 47, in Pater-Noster-Row, M.DCC.LXXXVII. [1787].",London,571,unknown,,,FALSE,"fire: this is generally called the Eager, from the impetuosity of its course. The little river Cam runs through the county, from south to north, and falls into the Ouse at strea[tam mere, near Thetferd, by Ely. The princi; al commodities of Cambridgeshire arecorn, malt, cattle, burter, saffron, colefeed, hemp,"
0407000500_000014,"A digest of so much of the law respecting borough elections, as concerns cities and boroughs in general, their representation, and returning officers; the carriage and delivery of the writ; The History, Form, Conveyance, and Delivery of the Precept; The Duty of the Returning Officer, previous to the Election; The Form and Effect of Decisions and Last Determinations; The Right of Electors for Boroughs in general, And of Burgage Tenants, Freeholders, Leaseholders, and Copyholders in particular. By Samuel Heywood, Serjeant at Law.",Samuel Heywood,93,0,0,0,17,2,0,6,0,2,3,0,0,2,0,2,1,1,0,0,0,1,0,8,0,0,2,1,1,0,0,0,0,1,0,0,0,7,0,3,0,1,3,1,0,2,3,0,0,10,7,0,1,0,3,0,0,2,0,0,0,1797,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard; and J. Butterworth, in Fleet-Street, 1797.",London,455,male,1753,1828,FALSE,"than eight new boroughs were created, and three restored. That this pracice was well calculated to increase the influence of the crown , and the power of its favourites, is apparent from the following memoir, preserved among the pa 6 pers pers of the borough  of Newport, in the"
0140901403_000068,"A description of England and Wales. Containing a particular account of each county ... Embellished with two hundred and forty copper plates, of palaces, castles, cathedrals; ...",,54,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,2,1,0,4,0,0,1,2,0,1,0,0,3,1,1,3,0,0,1,2,1,0,0,2,2,0,1,2,1,0,0,9,0,1,0,1,0,0,1769,3,10,"London : printed for Newbery and Carnan, 1769-70.",London,322,unknown,,,FALSE,"ici n, it was one of the three fortrefies, wvhich he required to be delivered up to him; and it was afterwards chosen by Mortimer, for the prison of king Edward the Second. It was repaired by king Henry the Seventh, and was in the poflllion of the lord chief"
