PassageID,Title,Author,Total termFreq,termFreq(acid),termFreq(air),termFreq(alkali),termFreq(appear),termFreq(arsen),termFreq(becom),termFreq(bodi),termFreq(calx),termFreq(colour),termFreq(combin),termFreq(contain),termFreq(copper),termFreq(crystal),termFreq(differ),termFreq(dissolv),termFreq(distil),termFreq(earth),termFreq(experi),termFreq(form),termFreq(grain),termFreq(heat),termFreq(iron),termFreq(lead),termFreq(lime),termFreq(liquor),termFreq(marin),termFreq(mercuri),termFreq(metal),termFreq(miner),termFreq(mix),termFreq(mixtur),termFreq(muriat),termFreq(nitr),termFreq(nitrou),termFreq(obtain),termFreq(oil),termFreq(oxygen),termFreq(precipit),termFreq(principl),termFreq(process),termFreq(produc),termFreq(properti),termFreq(proport),termFreq(pure),termFreq(quantiti),termFreq(red),termFreq(salt),termFreq(separ),termFreq(silver),termFreq(solut),termFreq(spirit),termFreq(substanc),termFreq(sulphur),termFreq(tartar),termFreq(tin),termFreq(unit),termFreq(veget),termFreq(vitriol),termFreq(volatil),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1179000178_000106,"Philosophical transactions: giving some accompt of the present undertakings, studies and labours of the ingenious in many considerable parts of the world.",Henry Oldenburg,200,36,3,7,4,0,0,0,2,11,0,4,5,1,0,3,2,0,6,2,5,0,0,0,0,10,5,0,1,0,1,4,0,10,10,1,1,0,7,0,0,5,1,2,0,7,0,2,1,9,17,0,0,0,0,0,0,1,9,1,4,1788,78,91,"London [England] : printed by T.N. for John Martyn at the Bell, a little without Temple-Bar, printer to the Royal Society, <1667>-",London|Oxford.,486,male,1615,1677,TRUE,"of vitriol . And as the whole quantity of green liquor was 442 grains , its precipitation would require as much alkali as would, be capable of saturating i2, 54 grains of the concentrated vitriolic acid . This quantity of vitriolic acid is capable of saturating as much vegetable fixed"
0328401000_000017,"An analysis of The New London pharmacopoia; explaining the nature, principles, Qualities, Uses, And Doses, of the various preparations and Compositions contained therein: particularly calculated for the use of junior students. To which is annexed, A summary of the new theory and its Nomenclature. Second edition. By Robert White, M.D.",Robert White,156,12,4,20,0,0,0,0,1,1,1,5,0,3,2,2,2,2,0,5,0,1,0,0,2,1,3,0,2,0,5,0,1,4,3,2,2,0,0,1,2,3,0,1,5,2,0,17,0,0,2,0,3,1,6,0,1,9,6,0,11,1796,1,1,"Bury St. Edmund's : printed by P. Gedge; for Cadell and Davies [London], Strand, London, 1796.",,240,male,1786,1792,FALSE,"of alkali ; as also does calcined tartar ; each being deprived of its refpc&ive acid , and leaving the alkaline basis. Purified vegetable alkali , from whatever substance procured, is nearly the same. This salt has an acrid fiery taste, deliquesces in air , and unites with water in"
1260000202_000078,"Principles of modern chemistry, systematically arranged, by Dr. Frederic Charles Gren, ... Translated from the German; with notes and additions, concerning later discoveries, by the translator, and some necessary tables. Illustrated by plates. ...",Friedrich Albrecht Carl Gren,167,13,4,1,1,1,2,0,0,1,2,1,0,1,1,4,2,0,0,1,0,7,1,0,0,1,0,2,7,0,1,1,24,1,2,1,0,14,4,0,1,1,0,1,1,4,0,0,1,1,10,0,0,2,0,41,1,0,0,1,1,1800,2,2,"London : printed for T. Cadell, Jun. & W. Davies; by G. Woodfall, 1800.",London,504,male,1760,1798,FALSE,"iame time, common muriatic acid , which being now prelfnt in larger quantity , prevents the perfect oxyd of tin from falling down, and conicqucntly holds it dissolved . The solution of oxygenated muriat of tin may, indeed, be crystallised by evaporation; yet, not witliftanding this, the ialt thus produced"
0412600200_000033,"An essay on chemical nomenclature, by Stephen Dickson, M. D. State Physician in Ireland; Professor of the Practice of Medicine in Trinity College, Dublin; Vice President of the College of Physicians; Secretary to the Committee of Science of the R. I. A; F. R. S. S. A. and of different Medical Societies in London, Edinburgh, Dublin, &c. in which are comprised observations on the same subject, by Richard Kirwan, LL. D. F. R. S. M. R. I. A and of the Academies of Stockholm, Upsal, Berlin, Manchester, Philadelphia, &c.","Dickson, Stephen",191,43,19,2,6,0,2,0,1,3,5,0,1,0,2,1,0,1,1,5,0,2,1,0,0,1,0,1,6,0,1,0,3,2,3,0,1,7,1,2,0,2,4,0,3,0,0,3,0,1,3,0,10,5,0,0,0,0,29,3,5,1796,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard; and W. Gilbert, Dublin, M.DCC.XCVI. [1796].",London,318,male,,,FALSE,"Mar graafhas by fire tarnished the surface and increased the weight of platina. The experiments of the academicians of Paris with the burning lens, of Elirman with oxygen air , of Bergman with the blowpipe, and of Van Marum and Guyton with ele&tricity, abundantly prove that the three perfet metals"
0461400102_000097,"Elements of chemistry and natural history. To which is prefixed, the philosophy of chemistry. By A. F. Fourcroy.","Antoine François, comte de Fourcroy",129,13,2,3,1,1,3,0,0,3,5,1,0,2,1,2,1,1,1,4,2,1,0,1,2,0,0,0,15,2,0,2,6,1,1,3,0,2,8,0,0,0,3,0,0,5,1,4,2,0,5,0,1,4,0,1,3,0,0,0,10,1800,2,3,"Edinburgh : printed by Mundell & Son; for Longman & Rees, and J. Johnson, London; and for Mundell & Son, Edinburgh, 1800.",Edinburgh,545,male,1755,1809,FALSE,"formed on its surface. It is not attacked by water , neither does it combine with earths ; but its oxyd unites with all earthy matters, and facilitates their fusion: it gives a greenish yellow tinge to glasses into which it enters. The ation of the falino terreftrial substances and"
0307601200_000053,"Elements of chemistry. By Joseph Francis Jacquin, Professor of Chemistry and Botany at Vienna; Fellow of the Linnean Society of London; and Member of Several Academies of Science, Agriculture, &c. Translated from the German.","Jacquin, Joseph Franz, Freiherr von",124,9,4,6,0,0,3,1,0,0,3,1,3,3,1,3,2,4,0,4,0,6,3,2,0,0,0,0,9,0,2,0,3,0,1,4,0,0,6,0,0,1,1,2,2,1,2,3,4,1,5,0,0,4,6,1,0,1,2,1,4,1799,1,1,"London : printed by J. W. Myers, for W. West , No. 27, Paternoster-Row ; Murray and Highley , Fleet-Street ; and W. Mudie, Edinburgh, 1799.",London,427,male,1766,1839,FALSE,"metal . The scoria: are composed of hepar of sulphur , fal polychreft, and a finall portion of antimony. § DCXXXIX. Regulus of antimony is also separated from crude antimony by different metals , such as iron , silver , tin , c. These reguli of antimony, according to the"
0538600200_000015,"The new dispensatory: containing, I. the elements of pharmacy. II. the materia medica, or an account of the substances employed in medicine; with the Virtues and Uses of each Article, so far as they are warranted by Experience and Observation. III. The preparations and compositions of the new London and Edinburgh pharmacopoeias; with such of the old ones as are kept in the Shops; the most celebrated foreign Medicines; the most useful of those directed in the Hospitals; sundry elegant extemporaneous Forms, &c. digested in such a Method as to compose a regular System of Pharmacy; with Remarks on their Preparation and Uses; the Means of distinguishing Adulterations; of performing the more difficult and dangerous Processes with Ease and Safety, &c. The whole interspersed with practical cautions and observations.",William Lewis,202,38,0,10,0,0,0,12,0,0,2,1,6,0,2,1,0,5,1,3,0,3,6,4,0,0,11,2,5,0,1,0,0,0,12,0,3,0,2,3,2,0,1,0,1,1,1,8,1,5,0,7,3,2,1,1,6,1,13,7,8,1770,1,1,"London : printed for J. Nourse, Bookseller in Ordinary to his Majesty, MDCCLXX. [1770].",London,708,male,1708,1781,FALSE,"deflagrating with inflammable substances , and that of the vitriolic of forming sulphur with them, serve not only as criteria of the refpeive acids in their various forms and disguises, but likewise for discovering inflammable matter in bodies , when its quantity is too small to be sensible on other"
0090302001_000073,"A dictionary of chemistry, Exhibiting the present State of the Theory and Practice of that Science, its Application to Natural Philosophy, the Processes of Manufactures, Metallurgy, and numerous other Arts dependant on the Properties and Habitudes of Bodies, in the Mineral, Vegetable, and Animal Kingdoms. With a considerable number of tables, Expressing the Elective Attractions, Specific Gravities, Comparative Heats, Component Parts, Combinations, and other Affections of the Objects of Chemical Research. Illustrated with engravings. By William Nicholson. In two volumes. ...",William Nicholson,153,7,12,26,0,0,0,1,0,0,4,0,0,1,0,4,1,2,1,6,0,2,1,0,0,2,1,0,1,1,0,0,0,7,1,5,2,0,1,1,2,2,1,1,3,7,1,8,1,0,2,1,3,2,6,0,2,10,3,1,7,1795,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCV. [1795].",London,583,male,1753,1815,FALSE,"purity, the alkali of nitre by pre fereace, or any other vegetable alkali , must be boiled for a Short time with about twelve times its weight of water , and half its weight of quicklime, in a clean iron vessel This lixivium must be filtered through paper supported by"
1389000100_000308,"A System of chemistry: comprehending the history, theory, and practice of the science, according to the latest discoveries and improvements. Illustrated with copper plates.",Thomas Dobson,101,13,2,1,0,1,0,0,0,2,4,3,2,1,1,3,2,0,5,2,0,1,3,2,0,0,1,1,4,3,0,0,0,3,5,1,1,0,3,0,0,1,1,0,0,3,0,5,0,1,1,0,0,2,2,0,2,0,5,3,5,1791,1,1,"[Philadelphia] : Extracted from the American edition of the Encyclopedia now publishing, by T. Dobson, at the stone-house, in Second-Street, Philadelphia, MDCCXCI. [1791].",Philadelphia,274,male,1751,1823,FALSE,"On solution of platina, r33o Why the volatile sulphureous acid dif solves manganese, 1379 Volatile alkali destroyed by muanganefe at trading its phlogifloe, i394* Volcanic countries only afford oies containing alum ready made, 635* Unguentum citrinum, how prepared, * 772 u~rinec, how the microcolmic salt is procured from it, 905"
0045300501_000030,"Elements of the theory and practice of chymistry. Translated from the French of M. Macquer, Member of the Royal Academy of Sciences, and Professor of Medicine in the University of Paris. In two volumes. ...",Pierre Macquer,114,14,0,2,1,0,3,0,4,1,3,0,1,0,1,4,6,0,0,2,0,2,1,1,0,2,2,4,8,2,5,0,0,8,2,1,0,0,2,0,1,3,2,1,0,1,1,0,3,1,1,2,3,1,0,1,3,0,1,2,5,1764,1,2,"London : printed for A. Millar, and J. Nourse, in the Strand, MDCCLXIV. [1764].",London,434,male,1718,1784,FALSE,"the metals ; but its affinities with them are various, and differ according to the following order. It affects Iron the noft powerfully, next Copper , then Tin , Lead , and Silver . It promotes the fusion of metals , but makes them all brittle and unmalleable. It will"
0254200300_000083,"Elements of chemistry: comprehending all the most important facts and principles in the works of Fourcroy and Chaptal: With The Addition Of The More Recent Chemical Discoveries Which Have Been Made Known In Britain And ON The Continent; And With a variety of Facts and Views, Which Have Never Before Been Communicated To The World. Intended for the Use, not only of those who study Chemistry, with those professional Purposes to which this Study is commonly referred,-but also, for Farmers, Manufacturers, Dyers, And The Other Artisans Of The Chemical Arts, in general, &c. By Robert Heron.",Robert Heron,147,28,4,4,3,12,0,0,0,1,4,2,1,2,4,3,4,1,0,7,1,5,3,1,2,0,0,0,11,0,2,1,1,0,1,2,0,6,0,0,0,0,0,1,7,2,1,2,0,1,1,0,2,7,0,0,0,1,0,2,4,1800,1,1,"London : printed for T. N. Longman and O. Rees, Paternoster-Row, by J. Rider, NO. 36, Little-Britain, 1800.",London,701,male,1764,1807,FALSE,"contributes the mors efftctually to the formation of the ARSENIAC ACID , because nitric acid rcfigns its oxygen with extraordinary readiness. OXYDE OF ARSENIC is also converted into ARSENIAC ACID by distillation with the oxygenated muriatli acid , which is well known to be little tena. cius of a part"
0442800103_000050,"Elements of chemistry, and natural history. To which is prefixed the philosophy of chemistry. By A. F. Fourcroy. Translated from the fourth and last edition of the original French work, by R. Heron. In four volumes. ...","Antoine François, comte de Fourcroy",144,9,1,0,0,2,0,0,0,2,5,4,3,0,0,3,2,0,0,2,1,3,4,2,0,0,0,0,13,1,2,4,3,1,0,0,0,0,11,0,2,2,1,1,1,4,4,1,7,5,14,0,2,8,0,5,4,0,0,1,4,1796,3,4,"London : printed for J. Murray and S. Highley; J. Cuthell; and G. Mudie and Son, Edinburgh, 1796.",London,504,male,1755,1809,FALSE,"i. wry, on account of the variety and the inconftanq of the phenomena which attend it. Sometimes it as fords a beautiful red precipitate ; sometimes its colou is only a deep violet: and what is most surprising, i happens pretty often, that the mixture of these two o solution"
0342702400_000150,The first principles of chemistry. By William Nicholson.,William Nicholson,143,26,4,9,2,0,1,0,0,1,1,5,1,2,1,1,3,1,0,1,0,7,1,1,3,1,0,1,1,3,0,1,0,0,1,1,4,0,2,0,0,3,3,0,1,4,0,8,6,1,3,4,3,0,2,1,0,3,1,3,11,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCVI. [1796].",London,602,male,1753,1815,FALSE,"not altogether the same in various species of animals; but the differences hart not yet been well ascertained. For this reason, in treating of milk, our attention will be confined to that of the cow, because the most abundantly met with. This fluid is of a beautiful opaque white colour"
0580400700_000105,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. Abridged and methodized. With large additions, containing the later discoveries and improvements made in chemistry and the Arts depending thereon, by William Lewis, M. B. and Fellow of the Royal Society.",Caspar Neumann,138,11,0,0,2,7,2,1,0,1,0,0,0,1,1,5,4,1,0,1,0,0,0,0,0,6,2,7,3,1,5,2,0,3,4,3,15,0,1,0,1,0,0,1,0,3,3,5,0,4,3,7,1,5,0,0,2,2,5,2,5,1759,1,1,"London : printed for W. Johnston in Ludgate-Street, G. Keith in Grace-Church-Street, A. Linde in Catherine-Street, P. Davey and B. Law in Ave-Maria-Lane, T. Field in Cheapside, T. Caslon near Stationers-Hall, and E. Dilly in the Poultry, MDCCLIX. [1759].",London,639,male,1683,1737,FALSE,"as water , called butter of Arfenicor of Orpiment: This is followed by an oily liquor , which like vegetable oils , swims upon the spirit , and if an hundred times forced under it, still rites to the surface again: On further increasing the fire, a considerable proportion of"
1571300200_000039,"First lines of the theory and practice of philosophical chemistry. By John Berkenhout, M.D.","Berkenhout, John",161,15,1,6,0,0,3,2,2,0,1,0,2,1,4,7,4,4,0,3,0,3,2,0,0,0,2,0,8,0,1,0,0,1,5,0,0,0,14,0,3,1,0,2,0,3,0,8,4,3,7,4,0,0,1,1,2,0,4,7,20,1788,1,1,"London : Printed for T. Cadell, in the Strand, M.DCC.LXXXVIII. [1788].",London,467,male,1730,1791,FALSE,"their superior specific gravity is countera~ted by friation: consequently they remain fulpended. V PRECIPITATION Is that chemical prcefs by which bodies dissolved , mixed , or fulp~ended in a fluid, are fepa9 rated from that fluid, and made to gravitate to the bottom of the vessel. In simple fboltion, as"
0342702400_000070,The first principles of chemistry. By William Nicholson.,William Nicholson,191,47,1,16,1,0,1,0,8,7,5,5,0,0,1,4,2,5,0,6,0,3,3,0,3,0,4,0,6,6,0,0,0,0,10,2,0,0,4,0,0,4,2,0,1,0,1,2,0,0,2,0,1,3,0,1,3,3,3,9,6,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCVI. [1796].",London,602,male,1753,1815,FALSE,"carried on to dryness, it is found that volatile vitriolic acid and nitrous air are extricated, and the colour of the residue becomes lighter. More acid mu then be added, and the distillation again repeated till the fourth or fifth time. A strong heat is required to drive off the"
0165400700_000072,The chemical essays of Charles-William Scheele. Translated from the transactions of the Academy of Sciences at Stockholm. With additions.,Carl Wilhelm Scheele,191,20,24,3,2,3,1,2,0,0,6,3,0,0,0,3,3,9,12,1,0,1,1,0,14,0,1,0,1,0,1,0,2,0,3,6,6,0,10,1,0,0,2,0,4,3,0,3,6,0,3,12,1,2,0,0,2,0,8,5,1,1786,1,1,"London : printed for J. Murray, No 32. Fleet-Street; W. Gordon and C. Elliot, Edinburgh, M,DCC,LXXXVI. [1786].",London,413,male,1742,1786,FALSE,"an acid ; in either cafe a few drops of nitrous acid must precipitate the solution , (he must grant this, as, according to his first experiment , nitrous acid is capable of attracting it from lime in the fire); but no such thing happens. I have scarce any inclination"
0580400700_000036,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. Abridged and methodized. With large additions, containing the later discoveries and improvements made in chemistry and the Arts depending thereon, by William Lewis, M. B. and Fellow of the Royal Society.",Caspar Neumann,160,13,0,0,0,2,0,2,2,2,1,2,5,0,0,6,1,2,0,4,1,2,0,1,1,3,5,4,6,0,2,1,0,1,0,1,1,0,6,0,2,1,0,1,6,3,3,9,2,29,5,7,1,0,0,0,0,0,1,7,6,1759,1,1,"London : printed for W. Johnston in Ludgate-Street, G. Keith in Grace-Church-Street, A. Linde in Catherine-Street, P. Davey and B. Law in Ave-Maria-Lane, T. Field in Cheapside, T. Caslon near Stationers-Hall, and E. Dilly in the Poultry, MDCCLIX. [1759].",London,639,male,1683,1737,FALSE,"may be precipitated by common Salt : The Copper , which the Silver retains, may be in part fcorified and separated by fusion with Nitre . It is observable, that though the Acid in this process , saturates itfelfwith the Copper in proportion as it lets go the Silver ;"
0342800700_000077,The first principles of chemistry. By William Nicholson.,William Nicholson,140,5,2,1,0,5,1,0,0,1,5,4,4,0,1,1,0,0,3,10,2,3,2,5,0,0,2,5,4,1,1,3,0,1,3,0,0,0,3,0,0,1,0,2,2,2,3,2,3,28,1,0,0,8,0,2,4,0,1,1,2,1792,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XCII. [1792].",London,580,male,1753,1815,FALSE,"part with the silver ; and, in the next place, the mercury is combined wiith silver or gold in the form of an amalgam. These may perhaps facilitate the precipitation of the silver , by presenting a base for it to combine with; which may be more perfetly at repose,"
0384400600_000068,"Elements of chemistry, in a new systematic order, containing all the modern discoveries. Illustrated by thirteen copperplates. By Mr. Lavoisier, Member of the Academies and Societies of Paris, London, Orleans, Bologna, Basil, Philadelphia, Haerlem, Manchester, &c. &c. Translated from the French by Robert Kerr, F. R. & A. SS. Edin. Member of the Royal College of Surgeons, and of the Royal Physical Society of Edinburgh.",Antoine Laurent Lavoisier,132,26,2,1,1,2,1,0,0,0,6,3,2,2,2,1,4,3,0,5,0,2,2,3,2,4,0,3,0,2,1,0,0,0,1,2,0,10,0,0,2,1,1,3,2,2,0,10,2,2,0,0,1,0,5,1,2,1,0,1,3,1799,1,1,"Edinburgh : printed for William Creech; and sold in London by G. G. & J. Robinson, and T. Kay, M,DCC,XCIX. [1799].",Edinburgh,604,male,1743,1794,FALSE,"sugar pour six or eight parts of nitric acid , and apply a gentle heat ; a considerable effervescence takes place, and a great quantity of nitrous gas is disengaged; the nitric acid is decomposed, and its oxygen unites to the sugar: by allowing the liquor to stand at ret,"
0165400700_000084,The chemical essays of Charles-William Scheele. Translated from the transactions of the Academy of Sciences at Stockholm. With additions.,Carl Wilhelm Scheele,152,9,0,16,1,0,1,0,2,8,3,3,1,1,0,4,6,0,4,1,0,2,3,0,0,2,0,2,1,0,5,9,1,0,0,7,8,0,4,1,0,1,1,0,0,8,5,0,2,3,0,1,2,0,3,0,2,0,5,9,5,1786,1,1,"London : printed for J. Murray, No 32. Fleet-Street; W. Gordon and C. Elliot, Edinburgh, M,DCC,LXXXVI. [1786].",London,413,male,1742,1786,FALSE,but a very small quantity of colouring matter; but. much more aerial acid and volatile alkali than the precipitates before mentioned. There was likewise a sublimate in the neck of the retort; but in too small a quantity for making experiments . The residuum in the retort was reduced copper
0384400600_000061,"Elements of chemistry, in a new systematic order, containing all the modern discoveries. Illustrated by thirteen copperplates. By Mr. Lavoisier, Member of the Academies and Societies of Paris, London, Orleans, Bologna, Basil, Philadelphia, Haerlem, Manchester, &c. &c. Translated from the French by Robert Kerr, F. R. & A. SS. Edin. Member of the Royal College of Surgeons, and of the Royal Physical Society of Edinburgh.",Antoine Laurent Lavoisier,162,29,4,3,0,6,1,1,0,0,7,0,6,1,1,2,1,5,0,9,0,1,8,8,7,1,0,8,6,1,0,0,1,0,1,4,0,11,0,0,0,1,0,2,0,0,1,3,0,5,2,0,1,1,0,6,2,2,0,1,2,1799,1,1,"Edinburgh : printed for William Creech; and sold in London by G. G. & J. Robinson, and T. Kay, M,DCC,XCIX. [1799].",Edinburgh,604,male,1743,1794,FALSE,"whether this diftinaion is applicable to any of the metallic fulphats, except those of iron or mercury . T TB T 4 - TABLE TABLE of the Combinations of t Phofplorois and Phofpboric Acids with the Salfiable Bases, in the Order of Affinity. Sames of the Names of te Neutral"
1578400102_000006,"A system of mineralogy, formed chiefly on the plan of Cronstedt. ... By J.G. Schmeisser, F.R.S. &c.",Johann Gottfried Schmeisser,197,11,3,0,3,7,0,0,4,3,3,2,7,1,10,0,0,0,1,0,0,9,9,7,0,0,1,4,40,0,0,2,1,0,0,2,0,3,0,0,2,1,1,2,3,3,0,2,6,7,0,0,9,10,0,2,12,0,2,0,2,1794,2,2,"London : printed for C. Dilly in the Poultry, 1794.",London,405,male,1767,1837,FALSE,"uniting the gold or silver with a certain proportion of lead , and exposing it in small quantities upon small cupels, or tests chiefly made of bone ashes, to such a degree of heat in an assaying furnace, (in which the heat is applied from the upper part) so as"
1252900600_000020,"The chemical pocket-book, or memoranda chemica; arranged in a compendium of chemistry, according to the latest discoveries, with Bergman's table of single elective attractions, as improved by Dr. G. Pearson. ... By James Parkinson.",James Parkinson,113,10,1,4,0,0,0,0,0,1,0,1,4,2,0,5,2,1,0,3,1,2,5,2,0,2,0,3,7,0,2,2,3,0,1,3,0,2,6,0,1,0,0,0,1,3,1,0,5,6,7,0,3,2,0,4,2,0,1,0,2,1800,1,1,"London : printed by H. Fry, and published by D. H. Symonds, Murray and Highley, Callow, Coxe, Arch, and Cuthell, 1800.",London,265,male,1755,1824,FALSE,"visibly or invisibly mixed with various other substances . The substances in which it is found, are cither stony, sandy, earthy, or inflammable, or martial Pyrites, or Ores of other metallic substances . It is also found interspersed in Sand. It is more extensively diffuised, though in exceed. ing small"
1741400104_000646,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,150,19,1,7,2,13,0,0,0,5,1,0,3,0,1,3,3,0,0,10,1,4,4,0,0,2,4,0,5,3,1,0,0,2,1,0,1,0,9,1,0,3,0,0,0,4,4,1,1,2,6,1,0,2,1,0,9,0,1,3,6,1797,4,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,792,unknown,,,FALSE,"frommapt From the marine acid , however, it is precipitated by its tine asid, means of a white colour.j but urdlef the fblution be very precipitate of tie same colour . -- V -- w Deplilogifticated marine acid deprives arlenic of its 27.4 iflainniable principle ; so that in the"
0442400103_000054,"Elements of natural history and chemistry. By M. Fourcroy; ... Translated from the last Paris edition, 1789, being the third, ... With an alphabetical comparative view of the ancient and modern names of chemical substances, ... To which is prefixed by the translator, a preface, ... In three volumes. ...","Antoine François, comte de Fourcroy",133,25,1,1,4,0,3,0,0,2,4,2,1,0,0,3,1,0,0,5,4,1,2,3,2,1,0,5,4,1,1,1,3,0,0,3,2,0,4,0,1,0,3,2,1,2,1,2,4,2,1,0,2,9,2,0,3,1,0,0,8,1790,3,3,"London : printed for C. Elliot and T. Kay; and C. Elliot, Edinburgh, 1790.",London,584,male,1755,1809,FALSE,"ounces, five drachm, ar d forty grains of fluid oi, thrce ounces, three drachms, and LITS and thirty grain of febic acid , and three ounces, one drachm, and forty grains of bright coal, nearly in the same frate with plumbago or carbure of iron , as wa remarked by"
0168100402_000084,"Elements of mineralogy. By Richard Kirwan, Esq. F.R.S.L. & E.M.R.I.A. of the Academies of Stockholm, Upsal, Berlin, Manchester, Philadelphia, &c. Second edition, with considerable improvements and additions. Vol.II. Salts, Inflammables, and Metallic Substances.",Richard Kirwan,132,19,1,3,1,0,0,0,5,1,0,2,9,0,0,3,2,1,0,1,1,2,13,2,0,0,4,0,2,0,1,1,1,3,5,1,0,4,9,0,1,0,0,3,0,2,2,3,6,0,7,1,0,0,1,0,1,0,6,0,2,1796,2,2,"Dublin : printed by R. E. Mercier and Co. for P. Elmsly, in the Strand, London, M,DCCXCVI. [1796].",Dublin,559,male,1733,1812,FALSE,"richer it in Copper in. 2 The existence of Copper being tli ascertained, let the remaining half be minc with its weight of black flux, tsic: t weight of Minium. , of its weight C Charco: Charcoal, and i, 5 its weight of decrepitated common Salt , each pulverised apart;"
0342702400_000123,The first principles of chemistry. By William Nicholson.,William Nicholson,130,13,3,9,2,1,1,2,5,7,2,0,0,2,0,2,1,2,0,3,1,5,1,3,0,0,1,0,7,12,1,0,0,0,5,0,4,0,8,0,0,1,0,1,2,1,2,1,1,0,1,1,4,4,0,0,1,0,3,3,1,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, M.DCC.XCVI. [1796].",London,602,male,1753,1815,FALSE,"is heated with molybdena, it converts part of the sulphur into volatile vitriolic acid ; which comes over, and combines with another portion, with which it : ifes in the form of orpiment. No other acids bu: : : nitrous and arsenical have any action on C .: o lybdena."
0580400700_000377,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. Abridged and methodized. With large additions, containing the later discoveries and improvements made in chemistry and the Arts depending thereon, by William Lewis, M. B. and Fellow of the Royal Society.",Caspar Neumann,148,10,2,0,0,2,0,1,0,7,0,1,1,0,6,0,1,3,1,5,0,2,3,1,1,0,2,4,10,7,1,1,0,5,3,2,5,0,1,0,0,1,0,0,2,2,2,9,1,2,1,3,5,5,3,0,0,7,4,7,6,1759,1,1,"London : printed for W. Johnston in Ludgate-Street, G. Keith in Grace-Church-Street, A. Linde in Catherine-Street, P. Davey and B. Law in Ave-Maria-Lane, T. Field in Cheapside, T. Caslon near Stationers-Hall, and E. Dilly in the Poultry, MDCCLIX. [1759].",London,639,male,1683,1737,FALSE,"the ingredients: new colour from their mixture , 120, 121 ftfihility greater than of either ingredient, I 1 specific gravity greater, 66 diminution of specific gravity, 41, n. increase of calcinability, 57 increase of sonorousness, c. 66, c. Those which are brittle when heated , communicate the same quality to"
0317900302_000100,"Elements of chemistry. By M. I. A. Chaptal, Chevalier of the order of the King, Professor of Chemistry at Montpellier, Honorary Inspector of the Mines of France, and member of several Academies of Sciences, Medicine, Agriculture, Inscriptions and Belles Lettres. Translated from the French. ...","Chaptal, Jean Antoine Claude, Count de Chanteloup",139,33,2,6,0,2,2,0,0,7,2,1,1,1,1,3,6,1,0,1,1,3,2,2,0,0,0,1,7,5,1,0,6,0,1,1,0,0,4,0,1,1,0,1,2,6,0,1,0,2,7,0,0,7,0,0,1,0,0,1,6,1800,2,3,"London : printed for G. G. and J. Robinson, Paternoster-Row, by R. Noble, in the Old Bailey, 1800.",London,503,male,1756,1832,FALSE,"it in the dry way, and the residue is the oxide of manga. nefe and alkali . 5 It alloys with the.metals in . diffrent different manners. its.alloys with iron , . copper , and silver , are very friable. 6 When treated with. sulphur it regenerates the: mineral molybdena."
0216400102_000135,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. abridged and methodized; with large additions, containing the later discoveries and improvements made in chemistry, And the Arts depending thereon. By William Lewis, M. B. F. R. S.",Caspar Neumann,121,16,4,0,3,0,0,0,3,1,0,0,2,5,1,3,5,0,2,2,0,1,2,4,2,5,1,1,1,0,0,0,0,0,1,2,8,0,2,1,1,1,2,0,1,4,1,6,0,3,2,6,0,1,1,1,2,2,2,3,4,1773,2,2,"London : printed for J. and F. Rivington; T. Davies; W. Johnston; G. Keith; S. Crowder; T. Caslon; T. Longman; T. Becket; B. Law; E. and C. Dilly; G. Robinson; T. Cadell; and W. Goldsmith, MDCCLXXIII. [1773].",London,538,male,1683,1737,FALSE,"exift in the infeet. When Spirit of Wine is diafiiled with the vitriolic acid , an Oil is extricated from the flirit: it was possible that the acid of Ants might have here produced a similar effc;. I therefore diftiiled another parcel of well cleansed Ants, with pure water instead"
