PassageID,Title,Author,Total termFreq,termFreq(church),termFreq(civil),termFreq(conscienc),termFreq(equiti),termFreq(exercis),termFreq(fear),termFreq(god),termFreq(govern),termFreq(law),termFreq(mind),termFreq(opinion),termFreq(ought),termFreq(passion),termFreq(peac),termFreq(persecut),termFreq(pretenc),termFreq(pretend),termFreq(privat),termFreq(public),termFreq(reason),termFreq(religion),termFreq(soul),termFreq(state),termFreq(toler),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0701400900_000003,"A letter to a gentleman in the country, Containing the representation of the Commission of the G. Assembly, To their Excellencies the Lords Justices. With some Remarks upon it, concerning the shutting up the Episcopal Meeting-Houses.","Smith, J.           1724           fl. 1724",41,5,3,4,0,0,0,0,8,4,2,0,0,0,1,4,0,1,2,0,0,4,0,0,3,1724,1,1,"Edinburgh : [s.n.], printed in the year 1724.",Edinburgh,20,unknown,,,FALSE,"Commission has been call' by Enemies, perjfcutior, and by some Friend; needless and unnecel[ary, and by a third Sort it may perhaps be said to be uncharitable. PERSECUTION , as I take it, is the putting of a Man under external Hardfbips purely upon account of his religious Principles or"
0248100302_000013,"[Christian morals and Christian prudence. In two parts. Wherein is shewn the peculiar wisdom and beauty of the Christian religion, ... By John Lavrence ... ].","Lawrence, John",45,2,0,6,0,1,3,1,5,5,2,0,1,0,4,0,3,0,1,3,0,6,0,2,0,1717,2,2,"[London : printed for James Knapton, 1717-20].",London,235,male,1668,1732,FALSE,"of things they understand not, or do not like. But as it will not smit r a Man to take wife and sober Counsel, so it renders him rash and conceited to take undue Measures of himself, to overvalue his own Desert; and then to be sure it will under"
1266300500_000062,"The School of wisdom: or, American monitor. Containing a copious collection of sublime and elegant extracts, from the most eminent writers, on morals, religion & government. [Seven lines from the Rambler].",Mathew Carey,46,0,4,1,0,0,1,1,7,2,2,5,0,0,1,3,0,1,1,1,5,10,0,1,0,1800,1,1,"Philadelphia : Printed for Mathew Carey, no. 118, Market-Street, 1800. (Copy-right secured).",Philadelphia,338,male,1760,1839,FALSE,"S.. The civil rights, privileges or capacities of any citizen hall in no ways be diminished or enlarged on account of his religion . Ibid. Civil governors go miserably out of their proper province whenever they take upn them the care of truth, or the flpport of any dotrinal points."
0620200805_000082,"Eight discourses on several subjects; with four sermons on the imitation of Christ. By the Most Reverend Father in God, Dr. John Sharp, late Lord Archbishop of York. Never before Printed, and now Publish'd from his own Papers. With a Preface, giving an Account of the said Discourses. Vol. V.","Sharp, John",33,2,3,0,0,1,0,5,2,3,0,1,2,0,1,1,1,1,1,3,1,4,0,1,0,1734,5,7,"London : printed for W. Parker, at the King's Head in St. Paul's Church-Yard, M.DCC.XXXIV. [1734].",London,413,male,1645,1714,FALSE,"their Design was good, and the Work they went about was good, the whole Action was very bad. Whoever makes a Riot, or disturbs the public Peace , or Worihip, or affronts Authority upon Account or Pretence of redressing Abuses in, or reforming of Religion , unless he can give"
0061601701_000024,"A genuine and complete collection of all the protests made in the House of Lords, against things suppos'd injurious to the publick: By the most Illustrious and Independent Noblemen of that House, In many important Matters of the utmost Consequence to the Constitution, Liberties, Honour, Trade and Interest of Britain. From their Original in the Year 1641, to the present time. ...",Great Britain. Parliament. House of Lords,44,10,1,2,1,0,2,1,0,5,0,1,3,0,2,0,1,1,0,1,6,4,0,3,0,1748,1,2,"Edinburgh : printed for the Company, 1748.",Edinburgh,270,unknown,,,FALSE,"Religion and divine Wor slip are of divine Original, and of a Nature o wholly diitant from the secular Affairs of public Society, that they cannot be applied to those Ends; and therefore the Church , by the Law of the Gospel, as well as common Prudence, ought to take"
0315400600_000003,The nature and consequences of the Sacramental test considered. With reasons humbly offered for the repeal of it.,John Abernethy,33,3,2,0,0,0,0,0,0,2,0,3,2,0,2,2,1,2,0,5,3,2,0,3,1,1731,1,1,"Dublin : [s.n.], Printed in the Year MDCCXXXI. [1731].",Dublin,62,male,1680,1740,FALSE,"Persecution they were till then ex posed to, which was the Reproach of a protesta; t Nation and Church . This is a Point now so clear and ib well sixed, that scarcely is there any ( XI); any Party among us who profess a diffatisfadion with it. The Toleration"
1224601800_000042,"Discourses on various subjects. By Thomas Balguy, D. D. Archdeacon and Prebendary of Winchester, and formerly Fellow of St. John's College, in Cambridge.",Thomas Balguy,29,0,1,0,0,2,1,1,2,0,1,1,2,1,0,4,0,0,0,2,4,3,0,2,2,1785,1,1,"Winchester : printed for Lockyer Davis, in London, Printer to the Royal Society, MDCCLXXXV. [1785].",Winchester,356,male,1716,1795,FALSE,"to the direction of their leaders. These very perions, if I am not greatly mistaken, would have been the foremost to blame the French monarch for revoking the edit of lvantes. Yet had not he the fime right to persecute Hruguenots, as we have to perfccute Papfs? Was it not"
0530201602_000057,"The principles of natural and politic law, in two volumes, by J.J. Burlamaqui, Counsellor of State, and late Professor of Natural and Civil Law at Geneva. Translated into English by Mr. Nugent. ...",Jean-Jacques Burlamaqui,31,0,1,1,0,3,0,1,5,2,0,0,4,1,2,1,0,0,0,1,2,1,0,4,2,1763,2,2,"London : printed for J. Nourse, Bookseller in Ordinary to his Majesty, MDCCLXIII. [1763].",London,379,unknown,1694,1748,FALSE,"speaking, the most powerful means of maintaining peace . XII Hence it is certain that the sovereign, in whose hands the interest of the whole society is lodged, has a right to make war: but if it be so, we must of course allow him the right of employing the"
0871500500_000033,"An essay on crimes and punishments, translated from the Italian; with a commentary, attributed to Mons. de Voltaire, translated from the French.",Cesare Beccaria,37,1,1,1,0,1,0,6,1,6,0,4,0,1,1,4,0,0,0,0,1,1,0,3,5,1770,1,1,"London : printed for F. Newbery, at the Corner of St. Paul's Church-Yard, MDCCLXX. [1770].",London,271,male,1738,1794,FALSE,"Christians of Alexandria were, in many points, of a different opinion from those of Antioch. The Achai ans differed from the Asiatics. This diversity of opinion existed from the beginning, and probably will continue for ever. Jesus Christ, who could have united all the faithful in the same sentiments, did"
0329100400_000024,"An apology for the Catholics of Great Britain and Ireland: humbly offered to the consideration of the King's most Excellent Majesty, and both Houses of Parliament.",,41,3,1,1,0,2,1,1,5,2,0,0,0,0,0,1,0,0,1,1,1,11,0,3,7,1768,1,1,"London : printed for the author, and sold by T. Peat, Bookseller, at the Temple-Exchange, Fleet-Street, MDCCLXVIII. [1768].",London,202,unknown,,,FALSE,"and with a safe conscience , in. msanner following: I A. B. an unworthy member of the One, I ij 4', Catdolic, and Apojlolic, Roman ci.hurch; in' ike presence of the mofi Holy and Und: li.vidr T'.I NITY, bleffedfor evermore;. dajcwear, that I hlo!d His mois Sacred majejly, GEORGE III"
1096500300_000003,"A short history of the persecution of Christians, by Jews, heathens, & Christians. To which are added, an account of the present state of religion, in the United States of America, and some observations on civil establishments of religion. By A. Robinson.","Robinson, Anthony",45,1,4,0,0,1,0,4,5,2,2,4,0,0,0,5,1,0,0,0,2,12,1,0,1,1793,1,1,"Carlisle : printed for the author, by F. Jollie, and sold by J. Johnson, St. Paul's Church Yard, London, [1793].",,160,male,1762,1827,FALSE,"to commend in others, A SHORT \~~~~~~~~~'~ r A SHORT HISTORY OF THE PERSECUTION OF CHRISTIANS, c. PART I. IN every age and in every nation it has been thought necessary for the governing of mankind, to proscribe a freedom of inquiry into the foundation of established opinions . And"
1233601100_000023,"An essay on the first principles of government, and on the nature of political, civil, and religious liberty, including remarks on Dr. Brown's Code of education, and on Dr. Balguy's sermon on church authority. The second edition, corrected and enlarged, by Joseph Priestley, LL. D. F. R. S.",Joseph Priestley,33,0,8,2,0,0,0,1,0,1,0,6,0,0,3,1,1,1,1,1,2,3,0,1,1,1771,1,1,"London : printed for J. Dodsley , in Pall-Mall ; T. Cadell, (successor to Mr. Millar) in the Strand ; and J. Johnson, No. 72, in St. Paul's Church-Yard, MDCCLXXI. [1771].",London,317,male,1733,1804,TRUE,"chimerical to apprehend any such extravagances at present, and that they can never subsist long; such outrages as these, against the peace of society, may be refrained by the civil magistrate, without his troubling himself about religious opinions . If a man commit murder, let him be punished as a"
0266800100_000031,"A vindication of the rights and privileges of the Christian church. In which are Defended The Divine Charter of its Incorporation. The Divine Institution of its Ministry. Its Authority in Ordination, Discipline and Censures. And the Consistency of all these with the Supremacy of the Civil Magistrate. In answer to a late book intitul'd The rights of the Christian Church asserted, &c. By John Turner, D. D. Vicar of Greenwich, and Chaplain to the Right Honourable the Earl of Scarbrough.","Turner, John",47,16,5,1,0,2,0,2,2,0,0,0,1,0,0,1,1,4,2,0,2,3,0,5,0,1707,1,1,"London : printed for John Wyat, at the Rose in St. Paul's Church-Yard, 1707.",London,317,male,1660,1720,FALSE,"uind; r the; .'es of Difiiples and Bre. ,, rfi. lthe a3 I, :; i, hemfelves are some tinmes so dilil i.: ind. Reading then the Lriptures v iti juil allowances according to tlletl two Observations: I am verily per iwaded, that it is not Polfible for Mankind O prove"
1464200500_000002,"Honesty the best policy: An essay concerning the true way of rendering a nation happy, and its government firm and lasting.",Edward Synge,42,0,2,3,0,0,3,3,5,2,3,0,4,0,0,0,0,1,1,2,1,8,0,2,2,1738,1,1,"Dublin : Printed by R. Reilly, for William Smith, at the Hercules in Dame's-street, bookseller, MDCCXXXVIII. [1738].",Dublin,24,male,1659,1741,FALSE,"mneets. That Government therefore, which would long fablift, mult above all Things take Care, that the Knowledge, love and Fear of GOD be universally propagated, imprinted, and mnculcated in and upon the Minds of all the People of the whole Nation, High and Low, Rich and Poor. Different seas and"
0554304000_000012,"Peace at home: or, a vindication of the proceedings of the Honourable the House of Commons, on the Bill for preventing danger from occasional conformity. Shewing The Reasonableness and even Necessity of such a Bill, For the better Security of The Established Government, For Preserving the Publick Peace both in Church and State, And for Quieting the Minds of Her Majesty's Subjects. By Sir Humphrey Mackworth, A Member of the Honourable House of Commons.",Humphrey Mackworth,48,18,0,3,0,0,0,0,2,5,0,0,1,0,1,1,1,0,1,4,1,4,0,4,2,1703,1,1,"London : printed by Freeman Collins in the Old-Baily, and are to be sold by him, 1703.",London,23,male,1657,1727,FALSE,"to apply Remedies and that in time of War, Alterations are not only unnecessary, but dangerou: So that in time of War, the end whereof is uncertain, we must not Cit seems) make any new Laws , though' ever so necessary for the Public Safety, because all new Laws do"
1092700102_000071,"The philosophical works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes. Published by David Mallet, Esq; ...","Henry St John, 1st Viscount Bolingbroke",48,0,1,8,0,3,0,1,4,1,0,0,0,0,1,1,1,0,7,3,1,13,0,3,0,1754,2,5,"London : [s.n.], Printed in the Year MDCCLIV. [1754].",London,411,male,1678,1751,TRUE,"the nmoft entire submission, and the most unfeigned thanksgiving. Reason has exercised her whole prerogative then, and delivers us over to faith. To believe before all these trials, or to doubt after them, is alike unreasonable: for nothing can be more absurd and contemptible, than what St. AUSTIN somewhere or"
0640801500_000038,"A free examination of the common methods employed to prevent the growth of popery. In which are pointed out their Defects and Errors, and the Advantages they give Papists. To which are added, seasonable reflections, Humbly offered to the Consideration of the Legislature, written before the indulgence granted to Roman Catholics to take long leases. Concluding with the Oath of Allegiance prescribed for Irish Roman Catholics. By James Ussher, Author of Clio, &c.","Ussher, James",44,5,2,0,0,0,0,0,2,4,0,1,1,0,0,11,2,1,0,0,2,6,0,1,6,1781,1,1,"Cork : printed by William Flyn, at the Shakespeare, South-Side of the Exchange, M.DCC.LXXXI. [1781].",Cork,267,male,1720,1772,FALSE,"no enemies to the present Government , and deny persecution to be a principle of their Church . Who noware to be judges of their veracity? Undloubtetlly, thore who are always. and in all places, judges in that care, the legal governors, who a: re the guardians of the state"
0044803000_000004,A general view of our present discontents.,,46,9,0,1,0,0,0,5,1,1,2,1,0,0,1,10,1,1,0,0,1,8,1,0,3,1710,1,1,"London : printed, and are to be sold by A. Baldwin, near the Oxford-Arms in Warwick-Lane, [1710].",London,28,unknown,,,FALSE,"Years together, every one of them being designed against the present Government . The next Article of ditcontent, is a Spirit of Persecution : Very many are angry at the Toleration . They have a Mind very much in famed against all Disjenters, I mean tfie Protestant: For towards the"
1494500103_000045,"A cordial for low-spirits: being a collection of valuable tracts. By the Late Thomas Gordon, Esq;",Thomas Gordon,41,7,2,4,0,3,0,1,0,6,0,1,1,0,1,1,0,1,0,0,1,6,0,0,6,1751,3,3,"London : Printed for, and sold by R. Griffiths, at the Dunciad, in St. Paul's Church-Yard, M.DCC.LI. [1751].",London,372,male,1691,1750,FALSE,"buet I can? a~ffr~e him, thiat I am willing to take ( r95) take his Appeal, and to abide by the same Judge mnent: And this, I thinkt, he must own to be putting the Matter' in Debate, upon a fair Iffee. CC He is studious to promote an unlimited"
1165800105_000067,"The works of the Right Reverend William Warburton, Lord Bishop of Gloucester. In seven volumes. ...",William Warburton,34,5,3,3,1,0,0,1,1,0,1,0,1,0,7,2,0,0,0,0,3,3,0,1,2,1788,5,7,"London : printed by John Nichols: and sold by T. Cadell, 1788.",London,608,male,1698,1779,TRUE,"should not be indulged in. For wherein consists their fault or folly but in treating indifferent points as Duties by an obstinate demand of them? And wherein consists our wisdom, but in treating indifferent points as Sins by as obstinate a refusal? Nox when when this mutual mircarriage hath defeated,"
0505000700_000028,"The right of protestant dissenters to a compleat toleration asserted; containing an historical account of the Test laws, And shewing the Injustice, Inexpediency, and Folly of the Sacramental Test, as now imposed, with respect to Protestant Dissenters; with an answer to the objection from the Act of Union with Scotland. By a layman.",Samuel Heywood,35,1,3,1,0,2,0,0,2,5,0,5,0,0,1,3,0,0,0,3,4,2,0,1,2,1789,1,1,"London : printed for J.Johnson, No 72, St. Paul's Church-Yard, and J.Debrett, Piccadilly, M.DCC.LXXXIX. [1789].",London,106,male,1753,1828,FALSE,"neither the power nor the inclination to do mischief, and therefore, upon the Bishop's own principles, there muff look upon the exclusion as a punifihment, because no restraint can be necessary where there is no evil to repel. On the other hand, some may hold that to repel the evil,"
0400202700_000044,"The scripture-Doctrine of grace. In answer to a treatise on the doctrine of grace, by William Lord Bishop of Gloucester: so far only as that important doctrine is concerned. By John Andrews, L L. B. Of St Mary-Hall, Oxford; and Minister of Stinchcombe in Gloucestershire.","Andrews, John",42,3,2,1,0,0,3,11,4,2,1,1,0,0,0,1,0,0,0,0,3,4,1,2,3,1763,1,1,"London : printed for E. Dilly, at the Rose and Crown in the Poultry; and M. Withers, at the Seven Stars in Fleet-Street, M.DCC.LXIII. [1763].",London,234,male,1729,1813,FALSE,"point? "" Indeed (faith burr "" Church ) the chief and special temples of "" GOD , wherein he hath greatest pleasure; "" and most delighteth io dwell and continud s' in, are the bodies and minds of TRUE Chris'' ' and the chosen people of COD, ac'  to"
0382200800_000004,"The doctrine of the two sacraments. The way of salvation: the pleasantness of that way, and beauty of holiness; ... To which is subjoin'd, A sermon against rebellion. With an appendix, containing some passages omitted in that part of the author's works published in folio. B ... Ezekiel Hopkins, ... All now first publish'd from his original manuscripts.",Ezekiel Hopkins,30,2,1,2,2,0,0,4,1,0,0,0,2,1,5,0,2,1,1,1,2,3,0,0,0,1712,1,1,"[London] : In the Savoy: printed by John Nutt, for Richard Smith, 1712.",London,473,male,1634,1690,FALSE,"9 0 Objeaion answered: ibid. Christ eat his Supper with Judas. ibid. Though disorderly Walkers had no Right to the Sacrament; yet we fiould not abjiain ourselves, but endeavour to remove them. 331 Though' we might not eat with them at their Table, yet we may at the Lord's. 332"
1083202000_000003,"Brief remarks upon The dispute adjusted, about the proper time of applying for a repeal of the Corporation and Test Acts, by shewing that no time is proper. In a letter to a friend.",William Harris,53,10,11,0,2,1,0,2,8,4,0,2,2,0,3,1,0,0,0,0,2,2,0,3,0,1733,1,1,"London : printed for J. Roberts, near the Oxford Arms in Warwick Lane, [1733].",London,25,male,1675,1740,FALSE,"Exercise of them, not of a Capacity of them; for that hlas; i Tendency to fubvcrt the Foundation of Government , and introduce a general 1)iflahtisifa tion, as contrary to natural E quiry and Reason . Though every Ma can; not be actually employed in Places in thc Governmlen, L"
0445102400_000007,"The rights of the Church of England asserted and prov'd: in an answer to a late pamphlet, intitl'd, The rights of the Protestant dissenters, in a review of their case.",Henry Sacheverell,55,16,0,2,0,2,0,5,1,11,1,3,1,0,0,1,0,2,0,0,1,6,0,1,2,1705,1,1,"[London] : [s.n.], Printed in the Year, MDCCV. [1705].",London,147,male,1674,1724,FALSE,"the Benefit of a Toleration , but they muit Lessen and Degrade the esta bli//'d Church , of which Her Majesty is the Head, with the little, narrow Denomination, of a Party. As if the Queen, because the is engaged in the Confederacy, is as much Obliged by the concern/he"
0686200102_000063,"Discourses on all the principal branches of natural religion and social virtue. By James Foster, D. D. ...",James Foster,60,0,5,6,1,0,1,10,7,12,0,0,2,0,1,0,1,1,0,2,2,9,0,0,0,1749,2,2,"London : printed for the author: and sold by Mr. Noon in Cheapside ; Messieurs J. and P. Knapton in Ludgate-Street ; Mr. Millar in the Strand ; Mr. Whitridge near the Royal Exchange ; and Mr. Dodsley in Pall-Mall : and by Mr. Kincaid and Messieurs Hamilton and Balfour in Edinburgh; Mr. Barry and Messieurs Fowlis in Glasgow; Mr. Smith in Dublin; and other booksellers in Great Britain and Ireland, 1749-52.",London,441,male,1697,1753,FALSE,"and what are the boundaries, of the magistrates power, with respect to re igion, and the rights of conscience  And here, I believe, it will appear, that he neither has, nor can have, from god , from nature, from the people, or from the peculiar reason and design of"
0004600103_000167,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,46,17,1,3,0,0,1,0,2,6,1,0,1,0,1,2,0,2,0,0,0,4,0,2,3,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"eftablilhed religion and a national church are absolutely necessary, when so many ill men pretend to inspiration, and when there are so many weak men to follow them: that if a national church be neceltary, the only effectual way to preserve it is by keeping the civil power in the"
0585200700_000003,"The new preface and additional chapter, to the Third Edition of the Pastoral Care. By the Right Reverend Father in God, Gilbert Lord Bishop of Sarum. Publish'd Singly, for the Use of Those who have the Former Editions.",Gilbert Burnet,43,7,0,2,0,0,1,2,1,8,0,1,4,0,1,1,0,5,2,0,2,4,1,1,0,1713,1,1,"London : printed for D. Midwinter at the Three Crowns, and B. Cowse at the Rose and Crown, in St. Paul's Church-Yard. And sold by A. Baldwin in Warwick-Lane, 1713.",London,39,male,1690,1715,TRUE,"Liberty and Peace of Mankind, on design to Engross the Wealth of the World into their own Hands; and to destroy all that stand in their Way, ticking at no Practice, how * fife, false, base, or cruel soever, that can advance this.thisis the TRUE Ground of their Zeal against"
0564200101_000310,"Theologia speculativa: or, the first part of a body of divinity under that title. Wherein are explain'd the principles of natural and reveal'd religion. By Richard Fiddes, ...",Richard Fiddes,41,0,4,3,0,0,0,0,4,2,0,0,3,0,4,0,3,0,1,3,3,3,0,7,1,1718,1,2,"London : printed by W. Bowyer, for Bernard Lintot, 1718-1720.",London,712,male,1671,1725,FALSE,"how far men, upon a pretence of conscience , "" may be tolerated in a FALSE doatrine or worship, is not so much a coifideration of charity, or, to speak the common dialet, C of mnoeration, as of wisdom and prudence. The magistrate is < to ___ .__. _____. ____"
0230800900_000006,"The case of toleration consider'd with respect both to religion and civil government, in a sermon preach'd in St. Andrew's, Dublin, before the Honourable House of Commons; on Saturday, the 23d of October, 1725. Being the anniversary of the Irish rebellion. By Edward Synge, M. A. Prebendary of St. Patrick's, Dublin; and Chaplain to his Excellency, the Lord Lieutenant. Published by Order of the House of Commons.","Synge, Edward",37,7,2,3,0,0,0,4,1,2,1,1,2,0,1,0,0,0,2,3,1,4,0,2,1,1725,1,1,"Dublin : printed by A. Rhames in Capel-Street, for Robert Owen, Bookseller in Skinner-Row, MDCCXXV. [1725].",Dublin,53,male,,,FALSE,"without it: This hipothifis therefore, falls in directly with the ronaizj, only with this difference, that They maintaining an infallible Spirit in the Church , are really the less absurd of the two; For to punifl a Man for not following and obeying a Guide, who, they say, cai; ot"
0829001200_000008,"Considerations on the case of the confined debtors in this kingdom. By C. W. Johnson, Of The Honorable Society Of Lincoln's Inn.","Johnson, Christopher William",26,0,0,0,2,1,1,0,1,3,0,1,1,1,2,1,0,0,1,1,5,2,0,1,2,1793,1,1,"London : printed for W. Stewart, Opposite York-House, Piccadilly, M.DCC.XCIII. [1793].",London,42,unknown,,,FALSE,"is a sure proof of their necessity. Should a more ample testimony be required; it will be found in the characters of those generous men who have condescended to receive relief for the aid of misery. It is to be hoped that the opinion of our fellow citizens thus evinced,"
0052301700_000011,"Lessons to a young prince, by an old statesman, on the present disposition in Europe to a general revolution. The third edition. With the addition of a lesson on the mode of studying and profiting by Reflections on the French revolution, by the Right Honourable Edmund Burke.",David Williams,35,1,1,0,0,0,1,4,3,0,3,0,1,2,0,1,2,0,1,7,4,1,0,2,1,1790,1,1,"London : printed for H. D. Simmons, Pater-Noster Row, M.DCC.XC. [1790].",London,171,male,1738,1816,FALSE,"Rousseau by the periodical councils of Geneva, which had a power to oblige the magiitrates and all the orders of the State to confine themselves within the bounds prescribed by arrangements denominated the Constitution. He observes, "" The general Will flould slow "" from All to be applicable to all"
1160801200_000013,"The objections against the repeal of the corporation and test acts considered: being an answer to a pamphlet intituled, The dispute adjusted.",,65,12,12,0,0,0,2,0,1,5,0,0,3,0,6,1,0,0,0,1,2,5,0,8,7,1739,1,1,"London : printed for John Noon, at the White Hart, near Mercers Chapel in Cheapside, [1739].",London,64,unknown,,,FALSE,"to preserve the Peace of the State , it is lawful and wife to abridge Men of their natural Rights and Capacities fbr Civil Offices, for the Sake merely of a Religious Dissent; which may possibly many Ages hence, by their being made only capable of Places, hurt or destroy"
0210800201_000063,"The works of the Right Reverend Thomas Newton, ... with some account of his life, and anecdotes of several of his friends. Written by himself. In six volumes. ...",Thomas Newton,35,3,3,0,0,0,1,2,4,2,2,0,0,0,0,1,1,1,0,2,0,4,0,3,6,1787,1,6,"London : printed for John, Francis, and Charles Rivington, 1787.",London,427,male,1704,1782,FALSE,"besides the grave, that are always crying, Give, give, and are never satisfied. It is a matter, my Lords, that concerns the State full as much as it does the Church . There are some fetaries, who hold principles inconsistent with all civil government , and indeed with all civil"
0701301500_000001,"A short dialogue between a minister of the Church of England, and his neighbour; about repealing the Occasional Act, &c.",,34,6,1,3,0,1,0,4,1,3,2,2,2,0,0,1,1,0,1,0,0,5,0,0,1,1718,1,1,"London : printed for R. Burleigh in Amen-Corner, M.DCC.XVIII. [1718].",London,21,unknown,,,FALSE,"J ,, }~~~ 4'VQ iti A SHORT DIAL 0 GU E BETWEEN A MINISTER of the Church of England, and his Neighbour; About REPEALING the Occasional Adt, c. .Afpice vulttf Ecce meos; utinanque oculos in pefiorepoffes Inferere, e patrias intut deprendere Curas. LONDO VN Printed for R. BURLEIGH in Amen"
1168200300_000032,"An essay on crimes and punisments [sic]. By the Marquis Beccaria of Milan. With a commentary, by M. de Voltaire.",Cesare Beccaria,39,3,1,1,0,1,0,6,1,4,0,7,0,1,1,4,0,0,0,0,0,1,0,3,5,1770,1,1,"Glasgow : printed for Robert Urie, 1770.",Glasgow,215,male,1738,1794,FALSE,"example made the entire church tremble; but it was soon after imitated and furpafted. Prifcilianilts had been put to death by the sword, the halter, and by lapidation. A young lady of quality, fulpeted to have fasted on a sunday, was, at Bordeaux, only I oned to death. There 0"
0118400300_000196,"The spirit of the martyrs revived, in a brief compendious collection of the most remarkable passages and living testimonies of the true Church, seed of God, and faithful martyrs in all ages: Contained in several Ecclesiastical Histories, and Chronological Accounts, of the Succession of the True Church, from the Creation, the Times of the Fathers, Patriarchs, Prophets, Christ and the Apostles.","Hookes, Ellis           1681",34,3,0,1,0,0,0,3,1,0,0,8,1,0,2,2,1,1,0,2,1,4,1,0,3,1719,1,1,"London : printed and sold by the assigns of J. Sowle, at the Bible in George-Yard, Lombard-Street, 1719.",London,667,unknown,,,FALSE,"have not been brought up like mine, have not had the same Masters, they have not met with the same books have not rhe same Opinions that I have, and do not determin their School que stions to the same Sense of my seet or Interest And whatsoever is against"
0333901303_000111,"The history of the Puritans, or, Protestant non-conformists, ... with an account of their principles; ... By Daniel Neal, M.A. In four volumes. ...",Daniel Neal,32,1,1,3,0,0,0,1,6,0,1,2,1,0,1,5,0,1,0,0,2,1,0,2,4,1755,3,4,"Dublin : printed for Brice Edmond, 1755.",Dublin,534,male,1678,1743,FALSE,"received a""""tol ., Reason . a quick reply from a Writer of more gcneous principles,,, f il,,, whocomplains, "" That the Presbyterians not content with dln clkrgy. their own Freedom and Liberty, nor with having their vfn't j.,,? "" Form of Government made the National Eftablifimecnt, o 50"" "" were"
0550900203_000064,"The works of the Right Honourable Edmund Burke, collected in three volumes. ...",Edmund Burke,23,1,1,1,1,1,0,0,2,0,2,1,2,1,0,1,0,0,1,4,2,1,0,0,1,1792,3,3,"Dublin : printed [by William Porter] for Messrs. R. Cross, W. Wilson, P. Wogan, L. White, P. Byrne [and 7 others in Dublin], 1792-93.",Dublin,598,male,1729,1797,TRUE,"perverted every other part of learning. But those who will stand upon that elevation of reason , which places centuries under our eye, and brings things to the TRUE point of comparison, which obscures little names, and effaces the colours of little parties, and to which nothing can acfend but"
0262500103_000002,"A history of the people called Quakers. From their first Rise to the present Time. Compiled from authentic records, and from the writings of that people. By John Gough. ...","Gough, John",30,1,1,5,0,1,2,4,1,4,1,0,0,1,2,2,1,0,1,1,0,2,0,0,0,1789,3,4,"Dublin : printed for Robert Jackson, Meath-Street, M.DCC.LXXXIX. [1789].",Dublin,534,male,1721,1791,FALSE,"by ""force to defend, much less avenge ourselves ""for injuries done us, but to commit our "" cause to him that judgeth righteously, as "" peaceable followers of our Saviour and Re"" "" ""deemer, in his patient example and sufferings, C H A P. ""who is the prince of peace"
0691101400_000002,An address to the opposers of the repeal of the Corporation and Test Acts.,Anna Laetitia Barbauld,37,2,0,2,0,3,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,4,16,1790,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, MDCCXC. [1790].",London,44,female,1743,1825,TRUE,"mixture of priestly jurifdiaion. Let her till gather into barns, though the neither sows nor reaps. We desire not to share in her good things. We know it is the children's bread, which mufl not be given to -9 to dogs. But having there good things, we could with to:"
0295500102_000027,"The works of Jonathan Swift, D.D: D.S.P.D. with notes historical and critical, by J. Hawkesworth, L.L.D. and others. Vol. I.",Jonathan Swift,29,3,1,2,0,0,0,1,2,2,0,0,1,0,2,0,1,2,1,1,2,4,0,2,2,1778,2,18,"Edinburgh : printed by Mrs Mundell, Old Excise-Office; by David Willison, Craig's Close; and by Churnside and Wilson, Royal Bank Close; the publishers, 1778.",Edinburgh,479,male,1667,1745,TRUE,"Almighty is delighted with the variety of faith and worship, as he is with the varieties of nature. To such absurdities are men carried by the affecation of fr7ee thinking, and removing the prejudices of edulca tion; under which head, they have, for some time, begun to lift morality and"
0459500100_000360,"A journal or historical account of the life, Travels, Sufferings, Christian Experiences, and Labour of Love, in the work of the ministry, of that Ancient, Eminent, and Faithful Servant of Jesus Christ, George Fox.",George Fox,32,1,0,3,0,1,0,4,0,1,1,1,1,0,1,3,0,0,1,1,2,6,1,0,4,1765,1,1,"London : printed by W. Richardson and S. Clark. Sold by Luke Hinde, in George-Yard, Lombard-Street, and the booksellers in London and Westminster, M.DCC.LXV. [1765].",London,770,male,1624,1691,FALSE,"am king, as a ihepherd,  and will not shed the blood of my sheep; but will gather them  through the mildness and goodness of a king, and not through  the power of tyranny: and I will give them that are of the re"" "" religion , right"
