PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(acr),termFreq(appear),termFreq(belong),termFreq(brought),termFreq(cafe),termFreq(charg),termFreq(church),termFreq(common),termFreq(counti),termFreq(court),termFreq(daughter),termFreq(debt),termFreq(deed),termFreq(devis),termFreq(enter),termFreq(estat),termFreq(execut),termFreq(executor),termFreq(father),termFreq(field),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(ground),termFreq(hall),termFreq(hand),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(law),termFreq(life),termFreq(manor),termFreq(monei),termFreq(paid),termFreq(pass),termFreq(peopl),termFreq(person),termFreq(purchas),termFreq(rent),termFreq(sea),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(tax),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(town),termFreq(valu),termFreq(water),termFreq(wife),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0573600103_000812,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage-Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent. deceased. The fourth edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",98,0,0,0,3,0,0,2,0,4,0,0,0,1,0,6,1,6,0,7,0,0,0,0,0,0,0,7,0,4,0,1,0,0,1,6,0,4,4,1,1,0,0,8,0,2,0,8,0,0,0,3,5,5,0,0,0,8,0,1777,3,3,"London : printed by his Majesty's law-printers; for J. Beecroft, W. Strahan, J. Rivington, and sons, P. Uriel, W. Owen, B. Law, T. Caslon, S. Crowder, T. Longman, W. Flexney, G. Robinson, T. Lowndes, R. Baldwin, E. Johnston, W. Stuart, W. Brown, R. Critchett, M. Hingeston, W. Fox, E. Brooks, J. Johnson, and J. Knox. M.DCC.LXXVII. [1777].",London,887,male,,,FALSE,"then my said Executors shall be discharged from the said Legacy of 1ooo I. herein before given and bequeathed, and the same [ hall cease and be void. A Devise from a Hijband to his Wife of an fejatefor Life in Bar of Dower, Re mnainder to his Children as"
1132300102_000356,"Reports of cases argued and determined in the High Court of Chancery. Volume the Second, Beginning in Michaelmas Term 33 Geo. III. A. D. 1792, And ending in the Sittings after Trinity Term 35 Geo. III. A. D. 1795. By Francis Vesey, jun. Esq. of Lincoln's Inn, Barrister at Law.",Great Britain. Court of Chancery,88,0,0,0,2,0,5,1,0,0,0,1,0,2,0,7,0,5,0,0,0,0,7,0,0,0,0,1,0,4,4,2,1,1,1,4,1,4,1,1,6,1,0,7,0,4,0,1,0,0,0,2,2,8,0,0,0,2,0,1795,2,19,"London : printed by A. Strahan, Law-Printer to the King's Most Excellent Majesty; for E. and R. Brooke, Bell-Yard, Temple Bar, M.DCC.XCV. [1795]-1822.",London,771,unknown,,,FALSE,"436 22 Devise , subjea to a term of looo years, to A. in firia settlement; remainder to B. in strict settlement; and after other limitations in tail, remainder upon trust to be fold: the trust of the term was to raise 4000/. to be applied first to debts ,"
0502700100_000129,"A digest of the laws of England. Being a continuation of Lord Chief Baron Comyns's Digest, brought down to the present time, by a gentleman of the Inner-Temple.","Comyns, John, Sir",97,1,0,0,0,1,0,2,0,0,0,0,3,2,1,2,0,12,1,4,0,0,0,0,0,0,0,2,0,13,1,0,1,0,1,12,7,7,2,4,1,1,0,5,4,2,0,2,1,0,0,0,0,0,0,0,0,2,0,1776,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty. For Thomas Longman, and Robert Horsfield, MDCCLXXVI. [1776].",London,629,male,,,FALSE,"Hancock, M. 1742 T. 1743 T. 1744 2 Atkyns 424 427 430 If money is fettled to be laid out in land , and afterwards all the parties interested agree, that if A. dies before it is so invested, then it shall go to them, and their executors and administrators,"
0120200201_000029,"Cases with opinions of eminent counsel, in matters of law, equity, and conveyancing: Alphabetically Arranged And Digested Under Distinct Heads: And Containing A Variety Of Special Cases ON The Subjects Of Advowsons, Bequests, Contingent Remainders, Contracts, Copyholds, Devises, Executors, Fines, Leases, Mortgages, Powers, Recoveries, Tithes, Trusts, Uses, Wills, and other important branches of law. Volume the first.",,89,1,0,1,0,0,0,0,0,3,0,3,0,0,3,0,1,14,0,0,0,0,0,0,0,4,0,0,0,1,2,2,0,0,0,9,1,5,5,0,1,1,0,3,5,2,1,1,1,0,0,6,5,0,0,1,0,6,1,1791,1,2,"Dublin : printed for H. Watts, Law Bookseller, No. 3, Christ-Church-Lane, adjoining the Four Courts, MDCCXCI. [1791].",Dublin,446,unknown,,,FALSE,"and the said 7 E. is a bankrupt. qu+rc. EWHETHER the bankrupt's wife or her issue by him, will not be entitled to the estate in special tail; with the remainder in fee according to the faidfettlement, notwithitand ing there having been no estate limited to the trustees to support"
0837700200_000127,"A review of the statutes, both ancient and modern; Especially concerning the Practick Part of the Law, alphabetically digested; with proper Cases and Resolutions upon the said Statutes: Referring to most of the Reports extant. With an exact table to the whole. And also a Compleat Table; shewing in what Statutes Justices of the Peace are concerned: Whether One or more; with Those also relating to the Quarter-Sessions, &c. which may readily be found out by the Alphabetical Tables to the Abridgments of the Statutes. The second edition. To which is added, an appendix, continuing the review of the statutes, from the first Publishing of this Book compleat down to the death of Queen Anne: With an Abstract of the late Act of Parliament for the more effectual Punishing of Vagrants, &c. which reduces all the Acts on that Head into one: And Marginal Heads for the more ready turning to any Part wanted. With Abstracts of the Acts relating to Elections. By Giles Jacob, Gent.",Giles Jacob,94,1,0,1,0,0,0,2,0,0,0,1,0,3,0,0,1,3,1,7,0,0,0,0,0,0,0,2,0,5,0,1,0,1,0,5,0,5,4,1,2,0,0,4,0,9,0,0,3,0,0,19,2,6,0,1,0,4,0,1715,1,1,"[London] : In the Savoy: printed by J. Nutt, assignee of Edward Sayer Esq; for D. Browne at his Ware-House in Exeter-Exchange; W. Mears at the Lamb, and J. Browne at the Black-Swan, both without Temple-Bar, 1715.",London,620,male,1686,1744,FALSE,"the Termor, his Executors , aior or Assigns, by Avowry or Adcion of Debt , for Rents and Servkies reserved upon such Lease, and due after such Recovery, and also like Attion for Waste done after such Recovery, as the Lessor might have had if such Recovery had never been."
0406200200_000023,"Tenants law: or, the laws concerning landlords, tenants, and farmers. (viz.) 1. Of the several Kinds of Tenures, as well Freehold as Copyhold. 2. Of Leases, Covenants, Surrenders, Assignments, &c. 3. Of Rent: Acceptance and Extinguishment thereof. 4. Of Crops growing, and Trees blown down, &c. who are entitled to them. 5. Of Distresses, Replevins, and Rescous. 6. Of Waste in Buildings, Lands, Woods, &c. whether voluntary or permissive. 7. Of Common for Cattle. 8. Of Frauds in buying and selling Lands or Goods. 9. Of Trespasses and Nusances. 10. Of the late Act to prevent Fires; and Rules to be observed in erecting of new Buildings about London. Useful for all Landlords, Tenants, Farmers, Stewards, Agents, Solicitors, and others, concerned in the buying, selling or letting of estates. The seventh edition. In which are added all such Acts of Parliament and Resolutions as relate to these Subjects, down to the present year 1718.",,131,2,0,0,0,0,7,0,0,1,0,0,0,1,1,2,2,10,0,8,0,0,1,0,0,14,1,0,1,8,0,1,0,0,0,10,3,17,0,0,0,0,0,0,0,6,0,0,3,1,0,6,1,17,0,0,0,5,2,1718,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling (assigns of Edw. Sayer Esq;) and sold by J. Walthoe, in the Temple Cloisters; and J. Walthoe Junr, against the Royal-Exchange in Cornhill, 1718.",London,382,unknown,,,FALSE,"Dr. & St. lib. 3 cap. 20 fol 93 sinr. In many Cafes the Intent of the Party is void: to all Intents, if it be lot grounded according to the Law . Ass As, if a Man make a Lease to ano re6min there for Term of Life ,"
0836700201_000322,"A new and complete law-dictionary, or general abridgment of the law, on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq; The second edition, corrected. In two volumes. ...",Timothy Cunningham,95,0,0,0,0,9,6,3,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,1,1,4,1,0,3,0,0,7,1,2,5,0,1,1,1,0,0,18,1,1,0,1,0,8,3,1,0,0,0,4,1,1771,1,2,"London : printed by his Majesty's law printers, for W. Flexney; G. Kearsly; J. and F. Rivington; T. Longman and Robinson and Roberts, 1771.",London,896,male,,1789,FALSE,"was de libero tenemente , and the count was de portione decimarum in R. without mentioning the certainty of the tithes; and this was adjudged good, because the taking of part shall be a dilfei sin of the whole. Dyer 83 Where an assise is brought for a mill, it"
0997100102_000096,"The accomplish'd conveyancer. Containing the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law relating to all sorts of conveyances of estates, with every Thing belonging to them; proved by many Law Cases and Resolutions thereupon. And also All Manner of Precedents made Use of in Conveyancing, under the Heads of Bargain and Sale, Gifts, Grants, Articles, Special Conditions, Covenants, Exchanges, Deeds of Partition, Partnerships, Special Releases, Letters of Attorney, Licences, Bills of Sale, Charter-Parties of Affreightment, Leases, Settlements of Leases; and also of personal Estates, Annuities, Money in Funds, &c. instead of Jointures of Lands, &c. The second edition, corrected; with additions. By Giles Jacob, Gent. In three volumes.",Giles Jacob,89,2,0,0,0,0,0,2,0,1,0,0,0,1,2,1,1,3,1,13,0,0,0,0,0,11,0,0,0,7,1,1,0,0,1,5,3,0,4,0,2,0,0,6,0,6,0,3,1,0,0,0,4,4,0,0,0,3,0,1750,2,3,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty, for Dan. Browne, at the Black Swan without Temple-Bar; and John Shuckburgh at the Sun, next the Inner-Temple-Gate, Fleet-Street, 1750.",London,635,male,1686,1744,FALSE,"Executors and Administrators, by. these Presents, That he the said Sir 7 IV his Heirs , Executors or Administrators, shall and will well and truly pay, or cause to be paid , unto the said I. C his Executors , Administrators or Assigns, the said Sum of, Ec. at the"
0172000103_000065,"Original precedents in conveyancing, settled and approved by the most eminent conveyancers; interspersed with the observations and opinions of counsel upon various intricate cases. The whole selected from the draughts of actual practice, and now first published under the direction and immediate Inspection of Thomas Walter Williams, Of the Inner Temple, Barrister at Law. In four volumes. ...",,81,0,7,0,1,0,0,2,0,1,0,2,0,0,3,0,0,2,1,1,0,0,0,0,0,1,2,9,2,7,1,1,0,0,1,7,4,0,1,2,2,0,0,1,0,2,0,2,0,1,0,0,4,0,0,1,1,9,0,1792,3,4,"London : printed by his Majesty's Law Printers, for C. and G. Kearsley, No. 46, Fleet Street, 1792.",London,517,unknown,,,FALSE,"containing by estimation, three acres be the same more or less, ad. joining to the said close called Lower Mead Acre , and supposed to be formerly part thereof. And also all that close of arable land or pasture ground called Upper Mead Atre, now likewise divided into two parts,"
0503400300_000147,"The office and duty of executors; or, a treatise directing testators to form, and executors to perform their wills and testaments according to law. What a Man may give or dispose of by his Will; of Revocations and new Publications of Wills. Of the State of Things upon the Testators Death; what may be done by an Executor, &c. Of proving Wills, and of the Fees payable for the Probates. What Things shall come to Executors by or after the Testators Death. Cases between Heir and Executor; and of Suits by or against them; and of the Method of Payment of the Testator's Debts. Of Devastavit or Wasting; and of an executor in his own wrong. Of married Women and Infant Executors; of Legacies; of Executors of Executors; of Administrators. Originally compiled by that Approved and Judicious Author Thomas Wentworth of Lincoln's Inn, Esq; To which is added, the supplement of H. Curson, Gent. many Hundred References, by a Barrister of Grey's Inn; and since revised and brought down to the present Time, by Geo. Wilson, Serjeant at Law.","Doddridge, John, Sir",93,1,0,0,0,0,5,0,2,0,0,1,0,1,1,17,2,6,2,2,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,9,2,4,0,2,0,3,0,1,0,4,0,0,0,1,0,2,2,9,3,0,0,3,2,1774,1,1,"London : printed by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty. For, T. Waller, W. Strahan, P. Uriel, B. Tovey, and W. Flexney, MDCCLXXIV. [1774].",London,559,male,1555,1628,FALSE,"of any money fle hath railed out of her husband's estate by frugality. But otherwilf it is of moneys raited out of a fe. parate maintenance. Cafes in chance7y i 7, 118 Dasi Marg. Pridgeon against the executir of her laiand. Lands devised for the payment of debts and legacies,"
0471600101_000348,"Precedents in conveyancing, settled and approved by Gilbert Horsman, ... and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",71,0,1,0,2,0,0,1,0,1,3,0,0,0,2,1,1,0,2,5,0,1,0,1,0,1,2,3,0,10,1,1,1,1,3,4,4,0,0,1,1,0,0,2,0,4,0,2,0,0,0,0,4,4,0,0,0,0,1,1757,1,2,"[London] : In the Savoy: printed by Henry Lintot; for D. Browne, T. Osborne and J. Shipton, J. Worrall, J. Shuckburgh, C. Hitch and L. Hawes, [and 12 others], 1757.",London,603,male,,,FALSE,"or any of them, or any other of the Ancestors of the said Adam 4ury (except the said Zacheus Zouch, his Heirs , Executors , Administrators and Assigns, for and in respect only of his said recited Mortgage and Security) ( hall and will from Time to Time, and at"
0284101000_000017,"The land-purchaser's companion: and the laws relating to tenants and tenures. ... To which are added, the laws and statutes relating to tithes, ...",,91,1,4,0,0,0,1,0,0,1,0,0,0,0,3,1,1,3,2,9,0,0,0,1,0,12,0,2,0,5,2,2,0,0,0,13,1,5,0,0,0,0,0,2,0,1,1,0,0,2,0,2,6,5,0,2,0,0,1,1720,1,1,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edward Sayer, Esq;) for W. Mears, T. Woodward, and T. Jauncy, 1720.",London,312,unknown,,,FALSE,"Heirs and Assigns, to the only proper Use and Behoof of the said J. k..and L M. their Heirs and Assigns, for ever, according to the TRUE Intent and Meaning of there Presents, as by the said Y. K .and L M. their 4 Heirs Heirs or Assigns, or their,"
0068900202_000236,"Precedents in conveyancing, settled and approved by Gilbert Horsman, ... and other eminent counsel. In three volumes, with proper tables. ...","Horseman, Gilbert",74,0,0,1,1,0,2,7,0,0,5,0,1,0,5,0,0,0,1,1,0,0,0,0,1,1,0,3,0,1,0,0,0,2,4,4,1,2,1,5,1,0,0,2,6,6,1,0,0,0,1,0,3,2,0,0,0,3,0,1744,2,3,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for John and Paul Knapton, 1744.",London,602,male,,,FALSE,"think fit, with such Approbation as aforesaid, and subject to the Trusts before mentioned. And it is hereby Till Purchase farther declared and agreed by and between all the said Parties to made, the tlefe Presents, that in the mean Time and until the said Annuities as tie Rents or"
1248108800_000006,"An act for vesting the estate, late of Peter Wyche, Esq; at Goadby, alias Godeby Marwood, in the county of Leicester, in trust to be conveyed to the Most Noble John Marquis of Granby, ...",Great Britain. Parliament,71,0,0,0,1,0,1,3,0,1,2,3,0,2,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,10,0,1,0,0,1,6,2,0,6,2,1,0,0,8,2,2,0,0,0,2,0,0,4,1,2,0,1,0,0,1765,1,1,"[London, 1765].",London,15,unknown,,,FALSE,"Gardens, Pastures, Feedings, Woods, Under woodi, Trees, Commons , Commoln of Paflure, Waits, Heaths, Furzes, Moors, Marshes, Waters , watercourses, Ponds, Pools, Fithings, Courts , Courts Lect;, View of Frank Pledge, Pcrquifites and Profits of Courts , Rights, Royalties, Juris dislions, Liberties, Privileges, Profits, Commlodities, Emoluments, Hcredita mlents and Appurtenances"
0172800300_000075,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of publick Offences, treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,85,0,0,0,0,2,2,3,0,1,0,3,0,0,3,0,1,2,1,11,0,0,0,1,0,3,0,1,0,6,0,2,0,1,3,11,3,2,0,9,2,0,0,2,1,1,0,0,0,0,2,1,2,3,0,0,0,0,0,1765,1,1,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for W. Strahan, J. Rivington, L. Hawes and Co. R. Horsfield, W. Johnston, T. Caslon, T. Longman, T. Denham, J. Fuller, sen. and C. Ware, M.DCC.LXV. [1765].",London,511,male,1686,1744,FALSE,"and there found, to give or leave notice · or warning in writing, at and upon the said · demised premises, to and for the laid C D,  for the repairingand amending thereof, within  the space of three months then next follow'  in which said space or"
0997100500_000016,"Law quibbles: or, a treatise of the evasions, tricks, turns and quibbles, commonly used in the profession of the law, to the prejudice of clients, and others; Necessary to be perus'd by all Attornies, and those who are or may be concern'd in Law-Suits, Trials, &c. to avoid the many Abuses, Delays, and Expences, introduc'd into Practice. With An essay on the amendment and reduction of the laws of England. The third edition, corrected. To which is added, A new propos'd act of Parliament, for a thorough regulation of the practice of the law. And also, the contents of divers late statutes, relating to Vexations Arrests, Attornies and Solicitors, Bribery, Forgery and Perjury, &c.",,86,0,2,0,1,0,2,3,0,1,0,1,0,9,2,1,0,1,0,6,0,0,0,0,0,3,0,2,0,1,0,0,1,0,0,13,8,2,0,3,5,0,0,3,1,8,0,1,1,2,0,0,1,1,0,1,0,0,0,1729,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for T. Corbett, at Addison's Head without Temple-Bar, 1729.",London,231,unknown,,,FALSE,"and severed , Trees cut, Cat. tie, Money , Plate, houfhold ftuff, c. Debts ,  Judgments, Statutes , Obligations, chut notl Lands , Freehold, Grass and Trees growing, Incidents of a House , as Doors, Wainscot, c. Pales, Walls, fishponds, Deer, Conies, c. for these belong to the Heir"
0501300102_000530,"A digest of the Statute Law, being an abridgment of all the public acts of Parliament now in force, and of general use, from Magna Charta, in the ninth year of King Henry III to the thirtieth year of his present Majesty King George III. inclusive. By Thomas Walter Williams, of the Inner Temple, Barrister at Law. In two volumes. ...",Thomas Walter Williams,125,0,0,0,1,0,3,2,0,0,0,0,0,5,0,0,2,2,4,7,0,0,0,0,0,0,0,12,0,0,0,2,0,0,2,3,4,9,1,4,5,0,0,10,1,22,0,0,0,1,0,11,3,4,0,0,0,5,0,1791,2,2,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. G. J. & J. Robinsons, Pater-Noster-Row; and C. & G. Kearsley, Fleet-Street, 1791.",London,763,male,1763,1833,FALSE,"enters upon the said office of one of such registers, take the oath prefcibed by the said aat, ani enter into such recognisance as therein mentioned, and be liable to such penalties for misbehaviour as any of the other registers are subject to. f. z. teint. By 3.. 3 37"
0409200101_000349,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",85,0,0,0,0,0,2,0,0,1,2,0,1,0,1,0,0,2,2,3,0,0,0,0,1,2,0,1,0,3,0,2,0,1,3,14,5,5,3,0,0,0,0,2,0,3,0,3,0,0,0,2,10,4,1,3,0,3,0,1768,1,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,578,male,,,FALSE,"the acual Possession of the said Manors , Meffua Piwemeinto ges, Lands , Tenements , Hereditaments and Premises, by Virtue of or under the and that a laid recited Indentures: And whereas a Marriage is intended by the Grace of God Marriae is to be shortly had and solemnised between"
1246800102_000379,"Reports of cases argued and determined in the High Court of Chancery, in the time of Lord Chancellor Hardwicke: collected and methodised by John Tracy Atkyns, ...",Great Britain. Court of Chancery,88,1,0,0,2,0,2,7,0,0,0,0,2,5,0,9,0,7,0,0,0,1,0,1,0,0,0,0,0,2,4,1,5,0,0,8,3,4,0,4,1,1,0,2,1,0,0,0,2,1,0,3,1,0,0,0,0,4,4,1781,2,3,"London : printed by the King's law-printers; and sold by Messrs. Payne, J. Rivington and Sons, T. Longman, W. Strahan, P. Uriel, [and 9 others in London], 1781-82.",London,769,unknown,,,FALSE,"revoked by the second? 269 Lord hardwicke decreed onl the l1erfurjmt to be raised out of the real estate of the tejtator. 274 The smaller sums given here under the second will, are but a lessening of the quantum of the money given by the former, and are only new"
0503900200_000516,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The fourth edition corrected, with farther large Additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,130,1,0,0,1,2,2,2,0,1,0,1,3,6,2,1,0,0,1,6,7,0,0,0,0,1,0,3,1,46,0,0,0,0,0,11,7,1,0,0,0,1,0,7,1,1,0,0,2,0,0,1,0,1,0,2,0,1,7,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for D. Midwinter, R. Ware, C. Rivington, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, S. Austen, J. Wood and C. Woodward, and J. Pemberton, MDCCXXXIX. [1739].",London,804,male,1686,1744,FALSE,"Heir , c. And if there he Grandfather, Father and Son, and the Father dic before the Grandfather, and after the Grandfather dies seifed; the Land shall go to the Son or Daughter of the Father , and not to any other Children of the Grandfather. Bro. 303 And this"
1550101400_000001,"An act to enable James Clavering, Jun. Esquire, to make sale of his estate at Tanfield, in the county of Durham, freed from the uses and trusts in the said James Clavering's marriage settlement; and to settle his estate at Hall-Hill in the said county, to the same uses.",Great Britain. Parliament,69,0,2,0,2,0,1,2,0,3,6,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,4,0,2,0,0,0,4,2,4,1,1,1,0,0,0,0,6,0,1,0,0,2,0,6,5,0,2,2,2,0,1721,1,1,"[London : s.n., 1721].",London,4,unknown,,,FALSE,"tan A CT so enable James Clavering, Jacn. Efquirc, mnake Sale of his Efate at Tanifield, in .the Cournty of Durham - freed from, the les and Truss in the Jaid James Clavering's marriage Settlement; ansd to Ifettle his; Egate at Hall hill is the said couznty, to the same"
0471600101_000506,"Precedents in conveyancing, settled and approved by Gilbert Horsman, ... and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",77,0,0,0,1,0,1,1,1,0,4,1,0,0,1,0,0,2,0,0,0,0,0,2,0,3,2,0,1,2,0,1,0,0,4,10,3,1,8,1,3,0,0,2,1,6,0,1,1,1,0,1,8,1,0,0,0,1,1,1757,1,2,"[London] : In the Savoy: printed by Henry Lintot; for D. Browne, T. Osborne and J. Shipton, J. Worrall, J. Shuckburgh, C. Hitch and L. Hawes, [and 12 others], 1757.",London,603,male,,,FALSE,"whatsoever, which at any Time or Times heretofore have or hath been provided or agreed to be made, raised or paid , for or for the Benefit of the said Celia Row, by any Deed or Settlement made by the said Zacharias Row in his lifetime, or given to her"
1535502500_000006,"Every landlord or tenant his own lawyer; Or, The whole law respecting landlords, tenants, and lodgers; laid down in a simple, easy, and comprehensive manner, free from the technical terms of the law. Containing the most approved forms of notices to quit premises: directions for making and compleating a distress, and for replevying goods when illegally taken, also memorandums for letting houses, lands, or apartments by agreement, or on lease; and various precedents of leases, and other useful deeds, as settled by the most eminent council. Together with an abstract of an act of the 15th George III. for regulating buildings and party-walls in London, and its environs. The second edition. With considerable additions and improvements, particularly as to registering of deeds, and the law and practice of replevin and ejectment. By John Paul, barrister at law. author of The constable, churchwarden, overseer, and suveyor of the highways guide, and other law tracts.","Paul, John",89,1,2,0,1,0,3,0,0,1,0,1,0,2,2,0,1,0,0,3,0,0,0,1,0,3,0,1,0,4,2,6,5,0,0,12,3,1,0,0,1,2,0,2,0,7,0,0,0,2,0,3,1,13,0,0,1,0,2,1775,1,1,"London : Printed by W. Strahan and M. Woodfall, law printers to His Majesty; for Richardson and Urquhart, under the Royal Exchange, 1775.",London,193,male,1707,1787,FALSE,"becomes a good lease by such acceptance. A lessor of a lease of lands , tenements , c. for a' term of years may maintain an a6cion of debt for rent against the executor or administrator of his lessee, after assignment made by him of such lease, the assignment not"
0525300300_000046,"A treatise of testaments and last wills, ... By Henry Swinburne, ...","Swinburne, Henry",85,1,0,0,0,1,6,0,0,1,0,1,0,1,2,10,3,2,0,4,0,0,1,0,0,0,1,0,2,0,1,0,2,0,0,16,4,0,2,0,1,0,0,3,1,4,1,1,8,1,0,1,0,0,0,0,0,3,0,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) and sold by S. Birt; D. Browne; and J. Shuckburgh, 1743.",London,598,male,1560,1623,FALSE,"was entrusted. This Method was very inconvenient, for the Fcofces having the legal Estate in the Lands , and the Parties themselves the Use of it; if any other Person claimed a Title, he could not tell whom to flie, because he could not know the right Owner; tis true,"
1412301400_000064,"A collection of cases on the Annuity Act, with an epitome of the practice relative to the enrolment of memorials. By William Hunt, Esq. of Lincoln's-Inn. barrister at law.","Hunt, William",83,1,0,1,0,1,4,3,0,1,1,4,0,5,7,0,1,9,3,0,0,0,0,1,0,3,0,0,0,1,3,0,0,0,0,3,2,3,0,2,1,0,0,6,0,2,0,0,3,1,0,3,0,1,0,3,0,1,3,1796,1,1,"London : Printed for W. Clarke and Son, Portugal Street, Lincoln's-Inn, 1796.",London,407,male,1765,1852,FALSE,"fee tail, was, as to the necessity of an annuity secured upon it being registered, the same, as if it was a legal estate , and therefore that the claim ought to have been admitted. And if the lands are of greater annual value than the annuity, they are within"
