PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(bed),termFreq(begin),termFreq(border),termFreq(branch),termFreq(care),termFreq(common),termFreq(cover),termFreq(crop),termFreq(cut),termFreq(dry),termFreq(dung),termFreq(earth),termFreq(end),termFreq(feed),termFreq(feet),termFreq(flower),termFreq(fruit),termFreq(garden),termFreq(green),termFreq(ground),termFreq(grow),termFreq(growth),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(kind),termFreq(larg),termFreq(leav),termFreq(light),termFreq(littl),termFreq(month),termFreq(observ),termFreq(open),termFreq(plant),termFreq(pot),termFreq(produc),termFreq(propag),termFreq(proper),termFreq(rais),termFreq(remain),termFreq(requir),termFreq(root),termFreq(row),termFreq(season),termFreq(seed),termFreq(set),termFreq(sow),termFreq(sown),termFreq(speci),termFreq(spring),termFreq(stalk),termFreq(taken),termFreq(tree),termFreq(water),termFreq(weather),termFreq(weed),termFreq(winter),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
0608400600_000109,"The instructor: or, young, man's best companion. Containing, spelling, reading, writing, and arithmetick; in an easier Way than any yet published; and how to qualify and Verson for Business, without the Help of a Master. Instructions to write Variety of Hands, with Copies both in Prose and Verse. How to write Letters on Business or Friendship. Forms of Indentures, Bonds, Bills of Sale, Receipts, Wills, Leases, Releases, &c. Also Merchants Accompts, and a short and easy Method of Shop and Book-Keeping; with a Description of the Product, Counties and Market-Towns in England and Wales; with a List of Fairs according to the New Stile. Together with the Method of measuring Carpenters, Joiners, Sawyers, Bricklayers, Plasterers, Plumbers, Masons, Glasiers, and Painters Work. How to undertake each Work, and at what Price; the Rates of each Commodity, and the common Wages of Journeymen; with the Description of Gunter's Line, and Coggeshall's Sliding-Rule. Likewise the Practical Gauger made Easy; the Art of Dialling, and how to erect and fix Dials; with Instruments for Dying, Colouring, and making Colours; and some General Observations for Gardening every Month in the Year. To which is added, the family's best companion: With Instructions for Marking on Linen; how to Pickle and Preserve; to make divers Sorts of Wine; and many excellent Plastors, and Medicines, necessary in all Families: and a compendium of the sciences of geography and astronomy; Containing A brief Description of the different Parts of the Earth, and a Survey of the Celestial Bodies. Also some useful interest-tables. By George Fisher, Accomptant.","Fisher, George",154,0,0,1,0,7,1,2,0,0,4,4,4,0,2,0,1,0,7,10,7,0,5,0,1,0,0,3,4,1,3,0,0,1,0,0,15,0,0,2,2,0,0,0,7,2,2,5,1,8,4,0,0,3,4,8,12,2,4,5,0,1763,1,1,"London : printed for C. Hitch and L. Hawe H. Woodfall, J. Fuller, R. Baldwin, W. Johnston, S. Crowder and Co. B. Law and Co. and C. Ware, M.DCC.LXIII. [1763].",London,396,male,,,FALSE,"the Roots must be taken up and laid by for planti? aga again at a proper Season . snowdrops, winter aconite and the like, are to be thus managed. The Hyacinth Roots , laid flat in the Ground , muff now be taken up, the dead Leaves nipped off, and"
0317800100_000358,"The universal gardener and botanist: or, a general dictionary of gardening and botany. Exhibiting in Botanical Arrangement, according to the Linnaean System, The various Genera and Species of Plants, Trees, Shrubs, Flowers, and Fruits, that merit Culture for Use, Ornament and Variety, in the different Departments of Gardening, Plantations, Shrubberies, Nursery, Green-House, Hot-House or Stove, Forcing-House, Hot-Walls, and Hot-Beds: describing the Botanic Classes, Orders, and Characters of the Genera, with General and Specific Descriptions of the Species of each Genus; their respective and general Uses, different Methods of Propagation, and General Culture, in their several Departments. Comprising accurate Directions, according to real Practice, for the Management of the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Nursery, Plantations, Green-House, Hot-House, or Stove, Hot-Beds, Forcing-Frames, Hot-Walls, and Forcing in general. Describing the General Plans and Formation of the several Gardening Districts and Departments, as above; with distinct Arrangements, and general Descriptions of the various tribes of Plants, Trees, Flowers, and Fruits, adapted to each different Department; and Explanations of the proper Situations, Exposures, Soils, Manures, Composts, various Garden Materials, and principal Utensils; together with full Directions for performing all the Practical Operations of Gardening in general, both in the various Methods of Propagation and Culture of the numerous Plants, and in the Management of every Garden District, and the various relative Plantations. By Thomas Mawe and John Abercrombie.","Mawe, Thomas",122,1,0,2,0,6,1,0,2,1,0,4,2,0,3,1,0,2,4,0,2,0,3,0,3,0,0,5,1,2,4,2,1,0,2,0,12,7,0,4,2,3,2,0,6,0,1,7,0,3,3,2,6,3,0,1,2,2,0,2,0,1797,1,1,"London : printed for G. G. and J. Robinson, Pater-Noster Row; and T. Cadell Jun. and W. Davies, Strand, 1797.",London,1308,male,,,FALSE,"imparting a sweet fcenr both in its foliage and flowers , merits a place ill all colletions of hardy annuals; so that the whole may be difiofed to good advantage in forming variety in the decoration of principal floxwer borders , and other similar compartments in plcaiure grounds ; as"
1664300400_000016,"The young gardener's best companion, for the practical management of the kitchen and fruit garden; Raising early crops in hot beds, and forcing early fruits. By S. Fulmer, and other gardeners. Corrected and improved with additions, by Alex. Hamilton, of His Majesty's gardens, Hampton-Court. To which is added, a complete monthly kalendar of all the works necessary to be done in the kitchen and fruit garden throughout the year. Comprising the improved modern practice of raising all sorts of kitchen garden vegetables, and valuable fruits in the highest state of maturity and abundance, both in their natural state in the open ground, for the general supply, and by artificial heat, to obtain the more desirable sorts in early perfection; accurately arranged in alphabetical order, under the general English names, exhibiting also that of the genus to which each belongs in the botanic system.","Fullmer, Samuel",136,1,0,4,3,1,0,1,0,1,12,0,0,1,3,2,1,3,2,0,3,1,3,0,1,1,1,3,0,2,2,5,0,0,3,3,16,0,2,1,2,4,0,2,1,1,2,4,0,13,0,0,8,3,0,0,0,3,0,9,2,1795,1,1,"Dublin : Printed by W. Sleater, No. 28, Dame-Street, MDCCXCV. [1795].",Dublin,288,unknown,,,FALSE,"made the beginning of February, for one or ore three light garden frames, or to be arched over with oops or rods for occasional Ihelter of mats. J V Make the hotbeds for this purpose of fresh, hot horse lung not less than four feet and a half wide .by"
1209100700_000071,"The universal pocket companion: being a more useful, instructive, comprehensive, and complete book, than any of the like kind, ever yet published. Containing, among many other necessary and entertaining particulars, I. A geographical description of the world; with an Account of the different Parts thereof, and a Map of the whole. II. A Description and Map of England; shewing the Number of Counties, Cities, Bishopricks, Boroughs, Market-Towns, Parishes, &c. III. London describ'd; with an Account of the several Wards, Parishes, Hills, Colleges, Churches, and whatever is remarkable, and a Plan of the same. IV. An Account of the several incorporated Companies in London; with the Prices of Carpenters, Bricklayers, Plaisterers and Painters Work, &c. V. An Account of the General and Penny Post. VI. An Account of all the Stage-Coaches and Carriers in England; with the Inns they put up at, and the Days they go out on. Vii. A List of places at Court, the several Salaries thereof, and in whose gift and disposal they are. Viii. The four Rules of Arithmetick explained in the most easy and practical manner; a short Account of Arts and Sciences; a brief Chronology of remarkable Things from the Beginning of the World to the Death of Julius Caesar, and an Abridgment of the History of England, with an Account of the Monarchs thereof. IX. The Gardener's Kalendar, for every Month in the Year; with a perpetual Almanack. X. A Table, shewing at one View, the Value of any Goods, Wards, or Merchand sc, by the Pound, Yard, Gallon, &c. at any Price, from a Farthing to twenty Shillings. XI. A Table, and twenty-five Geometrical Problems, with their assigned Figures, applied to Mensuration, Gauging Surveying, &c. XII. A Table, shewing the Discounts on Goods imported, from a Farthing and upwards. XIII. A Table of Salaries and Wages, shewing what any yearly sum amounts to, by the Month, Week or Day. XIV. A Table of Interest for any Number of Days, at any Rate. XV. The rates and fares of coachmen, Carmen, and Watermen; with their Rules and Restrictions. The whole designed for the use, convenience, and benefit of all Persons whatever.",,153,1,0,7,2,2,1,0,0,4,0,4,1,7,10,1,0,1,4,6,5,5,8,2,0,0,5,1,3,0,3,0,0,6,0,2,16,2,0,0,0,2,0,0,5,1,2,0,4,2,1,0,3,3,0,10,4,2,0,5,0,1745,1,1,"London : printed for J. and J. Fox, R. Ware, C. Hitch, T. Astley, J. Hodges, C. Ward, E. Withers, J. Osborne, B. Dod, and T. Harris , [1745].",London,353,unknown,,,FALSE,"in some warm Place, to draw early in the Spring , and Crfffir, Lettice, mutjard, Spinach, and other (mall Salads, on a decayed hot Be i and put Roots of Shirt in a gentle hot Bed for Winter Salads. Make Plantations of cabbaged Lettie for Winter Use; transplant Cat bage"
1081300300_000116,"Every man his own gardener. Being a new, and much more complete gardener's kalendar, and general director, than any one hitherto published. Containing, Not only an Account of what Work is necessary to be done in the Kitchen and Fruit Garden, Pleasure Ground, Flower Garden and Shrubbery; Nursery, Green-House, and Hot-House for every Month in the Year, but also ample practical Directions for performing the said Work, according to the newest and most approved Methods now in Practice among the best Gardeners. With complete practical Directions for Forcing all Kinds of choice Plants, Flowers and Fruits, to early Perfection, in Hot-Beds, Hot-Houses, Hot-Walls, Forcing-Frames, Forcing-Houses, Vineries, &c. Also particular Directions relative to Soil and Situation, adapted to the different Sorts of Plants and Trees, &c. And to the Whole are added, complete and useful Lists of Kitchen Garden Plants, Fruit Trees, Forest Trees, Flowering Shrubs, Evergreens, Annual, Biennial, and Perennial Fibrous-Rooted Flowers, Bulbous and Tuberous - Rooted Flowers, Green-House, and Hot-House Plants, Proper for Cultivation in the English Gardens and Plantations, &c. &c. And, to which, in this edition, are added, additional Systematic General Catalogues of Hardy Herbaceous Perennials and Biennials, and of Hot-House Plants (not in any former edition) with general explanations of their nature and culture. By Thomas Mawe, (gardener To His Grace The Duke Of Leeds) John Abercrombie, Gardener, Newington, Surry; (formerly of Tottenham-Court, Middlesex,) and other gardeners.","Mawe, Thomas",155,0,2,3,2,1,0,2,0,0,5,0,4,0,2,3,1,0,2,0,0,1,2,2,2,0,2,2,1,4,2,0,3,10,1,4,30,1,2,0,2,1,2,1,3,1,1,10,1,11,8,0,0,0,1,0,8,5,0,2,2,1787,1,1,"London : printed for J. F. and C. Rivington, T. Longman, B. Law, J. Johnson, G. G. J. and J. Robinson, T. Cadell, W. Goldsmith, R. Baldwin, J. Murray, E. Newbery, and W. Lowndes, 1787.",London,639,male,,,FALSE,"chosen for these plants ; let it be neatly dug, one spade deep, and rake the iurface smooth. Then put in the plants by line, about a foot afander every way, and let them have tome water as Coon as they are planted . But there should not be many"
0647200200_000207,"A new gardener's dictionary; or the whole art of gardening, fully and accurately displayed; containing the most approved methods of cultivating all kinds of trees, plants, and flowers. With ample directions for performing all the operations in gardening; whether they relate to I. The Hot-House, II. The Green-House, III. The Shrubbery, IV. The Kitchen-Garden, V. The Flower-Garden, or VI. The Fruit-Garden. According to the Practice of the Best Gardeners. By John Dicks, Gardener to his Grace the Duke of Kingston; Assisted by many Eminent in the Profession.","Dicks, John",132,1,2,1,0,1,6,2,0,2,0,1,1,0,0,2,0,2,8,0,3,1,6,7,0,0,0,5,0,2,10,2,1,0,0,0,13,5,1,4,0,1,3,1,7,0,1,6,0,0,2,6,2,5,2,1,1,1,1,1,2,1769,1,1,"London : printed for Francis Blyth, No. 87, Cornhill; T. Evans, No. 54, and J. Coote, at No. 16, in Pater-Noster-Row, 1769.",London,350,male,1769,1771,FALSE,"in which the nuts grow are very large , so as fpear fhaped leaves , which fpre d on the ground , and nearly to cover the nut, and is deeply cut at the brim. are deeply jagged on their fides; between these rise the cglture of the HAZEL, or"
0887900500_000010,"The compleat English gardener: or, gardening made perfectly easy: containing, full and plain directions for the proper management of the flower, fruit, and kitchen gardens, for every Month in the Year. The whole laid down in so plain aad easy a Manner, that all who are ... of managing a Garden, may do it effectually, without any other Instructions whatever. To which is added, the compleat bee-master ; or, Best Method of managing Bees, both for Profit and Pleasure. Together with the whole Art of breeding and rearing Fowls, Ducks, Gbese, Turkies, Pigeons, and Rabbets. Likewise plain instructions for destroying vermin, particularly such as infest House, Gardens, Dairies, Barns, Bees Poultry, Rules to judge of the Weather, and several other Articles equally useful, &c. &c. By Samuel Cooke, Gardener, At Orrton in Wiltshire; Who has practised Gardening, thro' all its branches, in many counties, upwards of Forty Years.","Cooke, Samuel",145,0,0,2,0,1,2,0,0,1,2,2,1,2,6,5,0,0,5,5,5,2,5,0,0,1,0,1,2,2,2,2,0,16,0,1,18,0,2,0,0,2,3,0,5,1,1,3,0,6,4,0,1,0,2,9,6,1,2,1,5,1780,1,1,"London : printed for John Cooke, at Shakespeare's - Head, in Pater-Noster Row, [1780?].",London,168,unknown,,,FALSE,"this month ; and if you plant the cuttings in May or June in fine earth , they will take root : it must be fixed in a place that is moist and cool, and be often watered . It will bear fruit (haped like lemons, and of the same"
0318000900_000044,"The gardeners pocket journal and annual register; in a concise monthly display of all the practical works of general gardening throughout the year Forming A Complete Practical Remembrancer and Compendious Journal of the proper seasons and different methods of sowing, planting, propagating, and raising the various productions of the Kitchen and Fruit-Garden, Flower-Garden and Pleasure-Ground, Green-House and Hot-House; with the essential Culture of the respective Plants, Trees, Shrubs, Flowers; and a General Register and full Display of all the necessary Works requisite in the Practical Management of the several Garden Districts in the different months of the year, from the beginning of January to the end of December. By John Abercrombie, Author The Gardeners Daily Assistant; and, every man his own Gardener, &c.","Abercrombie, John",159,0,1,5,2,2,0,0,0,0,15,2,6,0,2,0,1,0,0,3,1,1,2,1,3,0,1,2,1,5,1,0,0,3,0,0,27,6,3,0,1,1,1,2,9,3,1,3,2,8,0,0,5,0,1,2,0,3,7,6,8,1789,1,1,"London : printed for C. Stalker, No. 4, Stationer's Court, Ludgate-Hill, [1789].",London,255,male,1726,1806,FALSE,"large cucumbers for magoes. -- Defend ome holes of belt young cucumbers with a fiame and glhltes (b. m.) to continue them longer in produc ; icn. -- Or plant or sow cucumbers in a hot bed (b.) to produce late in autumn, c. coriander ow in a warm border"
0283400100_000726,"The universal gardener and botanist; or, a general dictionary of gardening and botany. Exhibiting in botanical arrangement, according to the Linnæan system, every tree, shrub, and herbaceous plant, that merit Culture, either for Use, Ornament, or Curiosity, in every Department of Gardening. Comprising accurate Directions, according to real Practice, for the Management of the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Nursery, Plantations, Green-House, Hot-House, or Stove, Hot-Beds, Forcing-Frames, Hot-Walls, and Forcing in general. Describing the proper Situations, Exposures, Soils, Manures, and every Material and Utensil requisite in the different Garden Departments; Together with Practical Directions For Performing the various Mechanical Operations of Gardening in general. By Thomas Mawe, Gardener to his Grace the Duke of Leeds. And John Abercrombie, Authors of Every Man his Own Gardener, &c.","Mawe, Thomas",121,0,2,6,1,0,0,1,2,1,0,3,1,3,5,0,0,3,5,0,2,1,3,1,1,3,0,2,1,1,0,0,2,1,1,3,16,4,0,7,4,2,3,0,5,3,0,3,2,2,0,1,5,0,0,1,1,2,1,3,1,1778,1,1,"London : printed for G. Robinson, in Pater-Noster Row; and T. Cadell, in the Strand, MDCCLXXVIII. [1778].",London,1112,male,,,FALSE,"run down with a long tap root , should gene. rally be planted where they are finally remain while young , as they do not fuccct well, if removed when large and old. They are raised in abundance in all th public nurseries for sale. Method of Propagation , c."
0395300102_000090,"The gardeners dictionary: containing the best and newest methods of cultivating and improving the kitchen, fruit, flower garden, and nursery; As also for Performing the Practical Parts of agriculture: including The Management of vineyards, with the Methods of making and preserving wine, According to the present Practice of The most skilful Vignerons in the several Wine Countries in Europe. Together with directions for propagating and improving, From real Practice and Experience, all sorts of timber trees. The eighth edition, revised and altered according to the latest system of botany; and Embellished with several Copper-Plates, which were not in some former Editions. By Philip Miller, F.R.S. Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden in Chelsea, and Member of the Botanic Academy at Florence.",Philip Miller,105,0,1,0,3,1,1,1,0,2,1,3,5,0,1,3,0,2,1,0,3,2,3,4,1,0,1,1,0,3,5,0,1,1,2,0,9,1,3,1,0,1,3,3,5,0,2,6,0,1,2,0,3,3,0,0,2,1,5,1,1,1768,2,2,"London : printed for the author; and sold by John and Francis Rivington, at No. 62, St. Paul's Church-Yard; A Millar, J. Whiston, W. Strahan, J. Hinton, R. Baldwin, B. White, L. Hawes and W. Clarke and R. Collins, W. Johnston, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, J. Dodsley, W. Griffin, T. Cadell, T. Lowndes, S. Bladon, G. Robinson and J. Roberts, and T. Payne, M.DCC.LXVIII. [1768].",London,586,male,1691,1771,FALSE,"excellency being the length they are to remain . and bigness of the roots . These may be sown alone, Some of these sorts may also be propagated by cut or with Carrots, as is pracifed by the kitchen garden tings; these should be planted into pots about the ers"
0063002500_000272,"Every man his own gardener: being a new and much more complete gardener's calendar ... than any one hitherto published. ... By Thomas Mawe, ... and John Abercrombie, ...","Mawe, Thomas",163,0,0,7,2,3,0,0,1,0,0,7,0,0,2,1,1,1,25,0,3,0,2,1,4,0,0,3,3,1,1,0,0,3,2,1,12,3,0,6,2,4,3,3,12,1,3,9,7,1,4,1,9,1,0,0,1,0,0,4,3,1800,1,1,"London : printed for J. Johnson, G. G. & J. Robinson, R. Baldwin, W. J. & J. Richardson, F. & C. Rivington,W.lowndes,, J.Walker, G. Wilkie, J.Scatchere,T.N.Longman and O. Bees, T.Cadell, Jun. & W.Davies, T.Kay,Lackington, Allen, & CO. T.Hurst, and E.Newbery.1800. S. Hamilton, printer, 1800.",London,867,male,,,FALSE,"GENERAL OPSERVATIONS on the foregoing Arrangements of PERENSXALS and bien: IALS. THE foregoing arrangements, confising of perennials and biennials of the fibrous and flelhv rooted tribes, the perennials confiderablv the most abundant, fifty to one, or more, furnish together numerous ornamental flowering plants , and for variety; to adorn and"
1209100700_000062,"The universal pocket companion: being a more useful, instructive, comprehensive, and complete book, than any of the like kind, ever yet published. Containing, among many other necessary and entertaining particulars, I. A geographical description of the world; with an Account of the different Parts thereof, and a Map of the whole. II. A Description and Map of England; shewing the Number of Counties, Cities, Bishopricks, Boroughs, Market-Towns, Parishes, &c. III. London describ'd; with an Account of the several Wards, Parishes, Hills, Colleges, Churches, and whatever is remarkable, and a Plan of the same. IV. An Account of the several incorporated Companies in London; with the Prices of Carpenters, Bricklayers, Plaisterers and Painters Work, &c. V. An Account of the General and Penny Post. VI. An Account of all the Stage-Coaches and Carriers in England; with the Inns they put up at, and the Days they go out on. Vii. A List of places at Court, the several Salaries thereof, and in whose gift and disposal they are. Viii. The four Rules of Arithmetick explained in the most easy and practical manner; a short Account of Arts and Sciences; a brief Chronology of remarkable Things from the Beginning of the World to the Death of Julius Caesar, and an Abridgment of the History of England, with an Account of the Monarchs thereof. IX. The Gardener's Kalendar, for every Month in the Year; with a perpetual Almanack. X. A Table, shewing at one View, the Value of any Goods, Wards, or Merchand sc, by the Pound, Yard, Gallon, &c. at any Price, from a Farthing to twenty Shillings. XI. A Table, and twenty-five Geometrical Problems, with their assigned Figures, applied to Mensuration, Gauging Surveying, &c. XII. A Table, shewing the Discounts on Goods imported, from a Farthing and upwards. XIII. A Table of Salaries and Wages, shewing what any yearly sum amounts to, by the Month, Week or Day. XIV. A Table of Interest for any Number of Days, at any Rate. XV. The rates and fares of coachmen, Carmen, and Watermen; with their Rules and Restrictions. The whole designed for the use, convenience, and benefit of all Persons whatever.",,171,4,0,11,1,1,0,2,0,4,2,1,1,5,7,2,0,0,5,5,3,0,9,2,0,4,9,1,0,4,3,2,2,8,0,1,15,2,2,0,1,0,0,0,7,1,3,6,1,5,0,0,2,0,1,12,3,10,0,0,1,1745,1,1,"London : printed for J. and J. Fox, R. Ware, C. Hitch, T. Astley, J. Hodges, C. Ward, E. Withers, J. Osborne, B. Dod, and T. Harris , [1745].",London,353,unknown,,,FALSE,"Make hot de for Asparagus; low frall Saliads of Reddfi/, Crtrs, Mu. fard, Rape, Turnip, Spineab, Letice, c. also plant Mint for such Sal. lads all these on hot Beds made declining, and allowing them Air when seasonable . Plant Strawberries on a moderate hot Bed , for early Fruit"
1476900102_000048,"The whole art of husbandry: or, The way of managing and improving of land. Being a full collection of what hath been writ, either by ancient or modern authors: with many additions of new experiments and improvements not treated of by others. As also an account of the particular sorts of husbandry used in several counties; with proposals for its farther improvement. To which is added, The country-man's kalendar, what he is to do every month in the year. ... By J. Mortimer, Esq; F.R.S.","Mortimer, John",120,1,0,5,0,1,0,0,0,4,0,1,3,1,2,1,0,0,10,3,4,2,2,4,1,1,0,4,0,2,4,1,3,0,0,0,11,1,0,1,0,3,0,1,4,1,1,8,2,3,5,0,2,1,0,0,7,5,1,3,0,1721,2,2,"London : printed by J.B. for R. Robinson at the Golden Lion, and G. Mortlock at the Phonix, in St. Paul's Church-yard, M. DCC. XXI. [1721].",London,409,male,1656,1736,FALSE,"grow five or six Foot long, fonme Sho jvelfuls of Earth are thrown upon them to prevent their being broken with the Wind, and to make them take Root at the plate so covered , whereby the Fruit that grows beyond thakpart will be better nourished, aud to grow bigger:"
1314900300_000059,"The modern gardener: or, Universal kalendar. Containing monthly directions for all the operations of gardening, to be done either in the kitchen, fruit, flower, and pleasure gardens, as likewife in the greenhouse and stove, with the method of performing the different works, according to the best practice of the most eminent gardeners. Also an appendix, giving full and ample instructions for forcing grape vines, peach, nectarine trees, &c. in a new manner, never before published. Illustrated with thirteen plates, neatly engraved, of entire new plans for stoves, greenhouses, forcing frames, and designs for laying out kitchen, flower, and pleasure gardens, agreeable to the modern taste. To the whole is added, a catalogue of kitchen garden plants and herbs, with the parts made use of in cookery; fruit trees of the best sorts, bulbous-rooted flowers, annual, biennial, and perennial herbacenus flower plants, herbs for distilling and medicine, forest trees, flowering shrubs and evergreens, with great variety of curious greenhouse and stove plants, being a much more complete list than any hitherto published in works of this kind. Selected from the diary manuscripts of the late Mr. Hitt, formerly gardener to Lord Robert Manners, at Bloxholm, in Lincolnshire, and to Lord Robert Bertie, at Chislehurst in Kent. Revised, corrected, and very much improved, with many new additions, By James Meader, late gardener to the Earl of Chesterfield.","Hitt, Thomas",157,0,0,4,1,4,0,0,1,2,0,0,5,0,7,1,0,0,17,0,0,1,2,2,1,1,1,1,3,2,2,3,1,6,0,1,20,6,2,0,3,3,1,3,3,1,1,14,0,3,8,0,0,1,3,1,6,4,5,0,0,1772,1,1,"Dublin : Printed for James Williams, at No. 5, in Skinner-Row, MDCCLXXII. [1772].",Dublin,565,unknown,,,FALSE,"into a more thady quarter; the place should be open to the morns ing fun till about nine or ten o'clock, but thaded the rest of the day, for if exposed to its full heat it is a great chance if the plants are not deffroyed; they thould also be"
0328500900_000050,"The gardeners kalendar; directing what works are necessary to be performed every month in the kitchen, fruit, and pleasure-gardens, as also in the conservatory and nursery. With accounts I. Of the particular seasons for the Propagation of all Sorts of Esculent Plants dna Fruits, with the Times in which each Sort is proper for the Table. II. The proper seasons for transplanting all Sorts of Trees, Shrubs, and Plants, with the time of their Flowering. By Philip Miller, F. R. S. Member of the Botanick Academy at Florence, and Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden in Chelsea. With a list of the Medicinal Plants, which may be gathered for Use in each Month.",Philip Miller,153,0,0,1,2,4,1,0,3,3,2,3,6,1,2,3,0,1,4,5,0,0,2,5,0,0,0,0,0,4,2,0,0,6,3,0,20,0,1,0,0,0,5,0,5,2,7,4,0,6,4,0,9,1,3,0,4,5,7,7,0,1766,1,1,"Dublin : printed for W. and W. Smith, J. Exshaw, H. Bradley, and T. Ewing, M,DCC,LXVI. [1766].",Dublin,281,male,1691,1771,FALSE,"spring ; three or four. days in sowing of these seeds , makes great difference in these plants ; therefore, if you have not a second supply, you will be at a great loss; besides, these will come to flower after the first sowing is gone, : so that your"
0281200100_000932,"The complete farmer: or, a general dictionary of husbandry, in all its branches; containing the various methods of cultivating and improving every species of land, according to the precepts of both the old and new husbandry. Comprising every Thing valuable in the best Writers on this Subject, viz. Linnaeus, Chateauvieux, the Marquis of Turbilly, Platt, Evelyn, Worlidge, Mortimer, Tull, Ellis, Miller, Hale, Lisl?, Roque, Mills, &c. Together with A Great Variety of New Discoveries and Improvements. Also The Whole Business of Breeding, Managing, and Fattening Cattle of all Kinds; and the most approved Methods of curing the various Diseases to which they are subject. Together with the Method of raising Bees, and of acquiring large Quantities of Wax and Honey, without destroying those laborious Infects. To which is now first added, the gardener' kalendar, Calculated for the Use of Farmers and Country Gentlemen. Illustrated with a great variety of folio copper-plates, finely engraved; exhibiting all the Instruments used in Husbandry; particularly those lately invented, and presented to the Society for the Encouragement of Arts, &c. in London; many of which have never yet appeared in a Work of this Nature. The second edition, corrected and improved. By a society of gentlemen, Members of the Society for the Encouragement of Arts, Manufactures, and Commerce.",Society of Gentlemen,135,0,2,3,4,3,1,2,0,0,4,4,3,0,0,2,1,1,4,5,1,2,3,2,0,0,0,3,2,2,4,0,1,7,1,2,18,0,3,0,3,3,0,2,2,0,2,8,1,7,5,0,0,0,0,0,1,2,5,3,1,1769,1,1,"London : printed for R. Baldwin, Hawes, Clarke and Collins, S. Crowder, T. Longman, B. Law, T. Lowndes, and Robinson and Roberts. And sold by James Williams, in Skinner-Row, Dublin, MDCCLXIX. [1769].",London,829,unknown,,,FALSE,"themselves in a nur.fery bed , for a year or two, to gather strength, and then be planted among other bulbous roots in beds or idrdets. Trim. Flowering Shrubs and ever greens . Let all the rude fragglirig branches on your flowering flrubs and ever greens , be now cut"
0671600602_000025,"The second volume of The gardeners dictionary: which Completes the work. By Philip Miller, F. R. S. Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden at Chelsea.",Philip Miller,156,6,2,0,1,3,0,0,0,1,0,1,1,0,5,1,0,1,9,0,0,0,1,0,1,1,2,2,0,2,2,2,0,1,4,1,27,11,7,4,0,1,3,2,6,1,2,12,0,2,1,2,4,0,3,0,6,6,1,4,1,1739,2,2,"London : printed for the author; and sold by Charles Rivington, at the Bible and Crown in St. Paul's Church-Yard, MDCCXXXIX. [1739].",London,445,male,1691,1771,FALSE,"until the Middle of Olober, when they mutl be placed under a hot bedframe, to shelter them in revere Frost, but in mild Weather they should have as much free Air as poiflble. The Spring following there Plants should be taken out of the Pots , and planted in warm"
0366800501_000258,"The gardeners dictionary. Containing the methods of cultivating and improving all sorts of trees, plants, and flowers, for the kitchen, fruit, and pleasure gardens; as also those which are used in medicine. With Directions for the Culture of Vineyards, and Making of Wine in England. In which likewise are included The Practical Parts of Husbandry. Abridged from the last folio edition, by the author, Philip Miller, F. R. S. Member of the Botanic Academy at Florence, and Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden, at Chelsea. In three volumes. ...",Philip Miller,137,2,1,6,3,2,0,0,3,0,0,1,1,0,6,0,0,1,12,2,2,0,0,4,2,1,2,1,0,3,1,3,1,0,0,2,19,6,2,2,0,1,1,1,4,0,1,10,0,0,2,2,5,0,3,3,3,3,3,4,0,1754,1,3,"London : printed for the author; and sold by John and James Rivington, at the Bible and Crown, in St. Paul's Church-Yard, M.DCC.LIV. [1754].",London,521,male,1691,1771,FALSE,"flrongwinds; for they grow very freely, and are fubje to be split down by thewind, if they are too much exposed.. These Trees commonly grow to eighteen or twenty Feet high; and when they are intermixed with other Trees of the same Growth , make a pretty Diversity; for their"
