PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(apostl),termFreq(appear),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(christian),termFreq(church),termFreq(confid),termFreq(coven),termFreq(dead),termFreq(death),termFreq(divin),termFreq(earth),termFreq(end),termFreq(etern),termFreq(faith),termFreq(father),termFreq(foul),termFreq(glori),termFreq(god),termFreq(gospel),termFreq(grace),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(jesu),termFreq(know),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mean),termFreq(natur),termFreq(noth),termFreq(peopl),termFreq(person),termFreq(power),termFreq(preach),termFreq(promis),termFreq(receiv),termFreq(righteou),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sin),termFreq(soul),termFreq(speak),termFreq(spirit),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0679501602_000059,"Sermons preached upon several occasions. By W. Sherlock, D. D. Late Dean of St. Paul's, Master of the Temple, and Chaplain in Ordinary to His Majesty. In two volumes. ...",William Sherlock,139,1,2,3,1,0,1,13,2,2,0,3,0,0,1,0,0,2,1,1,0,1,10,2,1,0,0,0,0,2,1,0,13,28,1,1,0,2,1,0,1,2,2,5,0,0,1,0,5,2,2,0,2,0,0,5,0,1,0,15,1755,2,2,"London : printed for R. Ware, J. Walthoe, J. and P. Knapton, S. Birt, D. Brown, T. and T. Longman, C. Hitch and L. Hawes, J. Clarke, J. Hodges, J. and J. Rivington, R. Baldwin, J. Ward, and W. Johnston, MDCCLV. [1755].",London,394,male,1641,1707,FALSE,"with him, to have no Promise of the Blessings of this Life or of the next, is a much worse State. For such Men have a God , whom they have Reason to fear, but no Covenant or Promise for a Foundation of their Faith and Hope. Thus I have"
0131601600_000007,"The best improvement of the much lamented death of that eminent and faithful Minister of the Gospel, the Revd. Mr. George Whitefield, Chaplaln [sic] to the Countess of Huntingdon, ... Addressed to the people of the Tabernacle and the Chapel, in Tottenham-Court-Road. By W M.",William Mason,125,0,0,0,3,4,0,3,3,1,0,1,2,0,0,2,0,3,2,2,0,4,16,0,11,0,1,0,4,7,1,1,2,0,2,8,0,2,0,1,1,4,1,1,1,0,2,0,0,1,12,3,3,2,0,1,4,0,3,0,1770,1,1,"London : printed and sold by A. Bell, E. and C. Dilly, and I. Matthews, 1770.",London,26,male,1719,1791,TRUE,"thus speaks to you against this delusion. "" Our fandification at best, in this life , is not complete. Though we are delivered from the power of sin , we are not freed from the Inbeing of sin . page 124 again 129 ""' already you arejuftified: already you are"
0131800301_000012,"Twenty discourses on the following important subjects, viz. I. The cries of the Son of God. II. The Gift and Office of the Holy Ghost. III. The New-Birth. IV. The Danger of Infidelity; or, the Necessity of a living Faith in Christ. V. Naaman cleansed. VI. The bloody Issue healed. Vii. St. Paul's Conversion. Viii. The good Shepherd. IX. The best Foundation. X. The good Samaritan. XI. Simon and Mary. XII. The Marriage of Isaac. XIII. The two Covenants. XIV. The Benefits of the New-Testament. XV. The Divinity of Christ. XVI. The Sower. XVII. The lost Sheep, Piece of Silver, and prodigal Son. XVIII. The Syrophenician. XIX. The Shadows of Christ. xx. The fall and redemption. By John Cennick. Vol.1.",John Cennick,99,0,0,1,6,2,1,3,0,0,1,0,0,1,1,0,1,1,6,3,0,1,7,1,0,1,4,1,3,3,3,0,4,0,1,1,1,0,2,0,0,1,0,1,2,2,3,2,5,0,6,4,2,4,0,1,0,2,2,2,1777,1,1,"London : printed and sold by H. Trapp, successor and son-in-law to M. Lewis, (no. 1.) Paternoster-Row, Cheapside, 1777.",London,392,male,1718,1755,TRUE,"farther; the Holy Ghost only lays the Axe to the Root of the Tree, and convince us, that the Reason of all Sins and Offences is a Heart impure and corrupt, an unbelieving and faithless Heart , which does not believe to Salvation . Our Saviour has concluded all in"
0767000700_000049,"Hymns and spiritual songs, in three books. I. Collected from the Scriptures. II. Composed on Divine Subjects. III. Prepared for the Lord's Supper. By I. Watts, D.D.",Isaac Watts,95,0,0,2,0,0,0,2,0,0,0,0,2,2,3,1,0,2,1,3,1,4,9,3,4,1,3,2,2,1,2,2,2,1,3,2,0,1,0,0,0,4,1,5,1,0,1,2,2,0,2,3,1,2,0,0,2,6,1,1,1783,1,1,"London : printed for J. Buckland, and T. Longman, in Pater-Noster-Row, M.DCC.LXXXIII. [1783].",London,322,male,1674,1748,TRUE,"Hosanna to his glorious name, Who saves by different ways; His mercies lay a fov'reign claim To our immortal praise. CXXXIII The opera/ions of the Holy Spiri:. TERNAL Spirit ! we confess, And sing the wonders of thy grace Thy power conveys our blessings down From GOD the Father and"
0935400600_000005,"The gift and office of the Holy Ghost. Being the substance of a discourse delivered in Little Sommerford, in Wiltshire, in the year 1740. By John Cennick.",John Cennick,101,0,0,1,4,2,1,2,0,0,1,0,0,3,2,1,1,1,4,2,0,1,11,0,0,4,2,1,3,5,2,0,2,0,1,2,0,0,0,0,0,0,0,1,3,2,2,3,4,1,2,3,1,10,0,1,2,1,3,3,1783,1,1,"London : printed and sold by H. Trapp, 1783.",London,19,male,1718,1755,TRUE,"saith he, I go to the Father and ye see me nd more. As no man can duly convince his brother of the sin of unbelief, so neither can one assure another that he is righteous : This also is the work of God . Whoever can be persuaded that"
0266200400_000020,"The door of knowledge opened: in a spiritual campaign; or, the operation of war divinely improv'd.",,156,0,2,0,5,5,2,8,0,1,0,0,1,5,5,0,1,4,0,1,0,6,9,0,12,0,2,11,1,3,4,2,10,1,2,9,0,11,2,0,0,0,0,2,0,0,3,0,1,0,3,16,1,0,1,1,0,1,1,1,1760,1,1,"Birmingham : printed for the author, by James Sketchley, and sold by George Keith Bookseller in London, MDCCLX. [1760].",Birmingham,75,unknown,,,FALSE,"mes delighted, to think that there is an Ordinance, Iuftituted, to Commemorate the unknown, Inconceivable, Unutterable Love of Christ to his soul , in his Incarnation, Life , Death , Sufferings and resurrection; desires to know nothing else but Jefiis Christ , and him crucifyed, whom to know is Life"
0414500302_000045,Strictures on the modern system of female education. With a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,101,1,3,0,1,0,0,1,3,2,1,0,1,1,2,0,0,0,0,0,0,0,12,3,1,0,3,1,1,2,2,2,3,2,2,1,2,6,0,3,0,0,1,0,1,2,0,5,1,5,1,0,3,7,0,0,3,0,1,9,1799,2,2,"London : printed for T. Cadell Jun. and W. Davies in the Strand, 1799.",London,334,female,1745,1833,TRUE,"had taken place, "" the world ."" "" If ye were of the world , the world ""would love its own; but I have chosen ""you out of the world , therefore the I world hateth you."" St. John, writing to his Christian church , states the same truth :"
0841000300_000077,"Some of the glories of our Lord and Saviour Jesus Christ, exhibited in twenty sacramental discourses, preached at Boston in New England: by Benjamin Coleman, M. A. Pastor of a Church in Boston.","Coleman, Benjamin",130,0,2,0,3,0,0,17,2,3,1,0,0,2,1,0,1,1,0,2,0,10,11,4,3,2,6,1,5,2,0,1,2,1,9,0,1,0,0,1,0,6,6,0,2,0,0,1,3,0,1,4,0,1,0,2,1,3,1,5,1728,1,1,"London : printed by S. Palmer, for Thomas Hancock, at the Bible and Three Crowns at Boston in New-England, and sold in London by J. Osborn and T. Longman in Pater noster-row, R. Ford in the Poultry, and T. Cox under the Royal-Exchange, 1728.",London,320,male,1673,1747,FALSE,"us from darkness to light , and from the power of sin and Satan unto God . The last and highest demonstration of thefpirit, is in his eternal fandifying influences on the hearts of men. This is more than miracles in the church of Christ . two thlings the a2ofiles"
1085500100_000203,"The new whole duty of man: containing the faith as well as practice of a Christian; made easy for the practice of the present age, As the Old Whole Duty of Man was designed for those unhappy Times in which it was written; and Supplying the Articles of The Christian Faith, Which are wanting in that Book, Tho' Essentially necessary to Salvation. Necessary for All Families, and Authorised by the King's most Excellent Majesty. With Devotions proper for several Occasions: and A Help to the Reading of the Holy Scriptures.",,84,3,0,0,0,0,1,1,2,2,1,0,0,0,1,1,2,2,3,1,1,3,3,2,2,0,5,1,8,2,0,1,2,0,3,4,1,0,0,2,1,1,2,0,2,1,3,0,1,0,0,2,0,1,1,2,1,4,2,0,1777,1,1,"London : by assignment for the executors of the late Mr. Wicksteed, printed only for John Hinton, in Pater-Noster-Row, MDCCLXXVII. [1777].",London,413,unknown,,,FALSE,"all vice and ungeodl linels, and defend and encourage whatever is holy , just, and righteous . Endue them with wisdom to understand, and hearts to confider , and with abilities to repair the breaches, and to redress the grievances of all such as come before them. And grant that"
0553201500_000007,"The assembly's catechism with notes: or, the shorter catechism composed by the Assembly of Divines at Westminster; with a brief explication of the more difficult words and phrases contained in it, For the Instruction of Youth. Taken out of the larger Book of Prayers and Catechisms for Childhood and Youth. By I. Watts, D.D.",Isaac Watts,139,1,0,0,2,1,2,15,1,5,0,4,0,2,0,0,1,1,9,1,0,0,7,4,9,0,5,0,5,2,3,0,5,0,2,2,5,0,0,0,1,3,1,1,10,0,8,4,0,0,4,2,0,2,0,3,0,5,1,0,1785,1,1,"London : printed for J. Buckland, T. Longman, T. Field, and C. Dilly, M.DCC.LXXXV. [1785].",London,47,male,1674,1748,TRUE,"unto Life . Such Sorrow for Sin , such Hatred of it, and forsaking it, as is necessary to eternal Life . See Anflver 87 Comnmunicate. Give or betlow. Benefits of Redemptrion. Blessings of the Gospel procured by Christ . See anjswer 3z. 86 Q What is Faith in Jesus"
0297903500_000008,The christian prophet and his work. A discourse on 1 Corinthians XIV. 3. By Adam Clarke.,Adam Clarke,97,0,0,1,2,0,0,2,1,0,0,0,0,2,2,0,0,3,2,0,1,2,12,6,1,0,1,1,4,3,1,3,1,0,0,5,0,2,2,1,2,1,4,4,4,0,1,3,0,1,5,0,5,1,0,0,2,2,1,0,1800,1,1,"London : printed by G. Story, North-Green, Worship-Street: sold by G. Whitfield, New-Chapel, City-Road; and J. Butterworth, Fleet-Street, 1800.",London,28,male,1760,1832,FALSE,"eternal approach to the infinite perfecions of the Godhead! The finner is invited to draw near: the believer is invited to draw nuarer. -- The finner who receives not this ex hornation, cannot be saved : the saint who does not continue to receive it, cannot stand: : -- sinners"
0679100800_000014,"Forms of devotion in scripture language. In three parts. Part I. Containing General Prayers, consisting of Adoration, Confesion, Petition, and Thanksgiving, -in Number Thirty-Three. Part II. Containing Prayers for obtaining the most eminent Virtues of the Christian Life,-in Number Twenty-Five. Part III. Containing Occasional and Intercessory Prayers,-in Number Forty-Three. Composed from the scriptures.",,97,1,0,1,0,1,1,4,0,0,0,0,1,1,0,4,2,2,4,0,1,4,6,1,0,2,2,2,4,5,2,0,2,1,2,6,0,0,2,0,0,2,0,1,1,2,2,0,2,0,3,2,2,3,0,0,2,2,7,2,1780,1,1,"Dublin : printed for G. Burnett, Abbey-Street, MDCCLXXX. [1780].",Dublin,206,unknown,,,FALSE,"eternal life , which thou hast promised before the word began, and hast in due time manifested D by by the appearing of our Saviour Jesus Christ , who hath abolished death , and brought life and immortality to light by the gospel . Grant that we may escape the"
1088700200_000010,"The companion to the altar: shewing the nature of the preparation required, In Order to a Worthy and Comfortable Receiving of that Holy Sacrament. Wherein those Fears and Scruples about Eating and Drinking unworthily, and of Incurring their own Damnation thereby, Are proved groundless and unwarrantable. Unto which are added. Prayers and Meditations preparative to a Sacramental Preparation, according to what the Church of England requires from her Communicants.",,113,3,2,1,13,0,2,7,0,2,0,0,2,4,1,0,2,3,4,2,0,2,9,4,0,1,0,1,5,5,2,0,3,0,3,0,0,3,0,0,1,1,1,0,1,1,1,8,1,0,6,2,0,1,0,0,2,0,0,1,1765,1,1,"Birmingham : printed by T. Warren, junior, [1765?].",Birmingham,64,unknown,,,FALSE,"Sacra ij, lin ment and saved as: :, : ter it. And hence "": ""' the Church requires Faith in all her Memnbers. Draiz near with Fit (aithaith the Priest) and take this hjiy' Sacramez; t to your Com,, There should he in evdry Communicant an explicit Belief of all"
0354400300_000005,"A sermon occasion'd by the death of the Reverend Mr. John Sladen, who departed this life Octob. 19, 1733. The Substance whereof was preached to the Church of which he was Pastor, October 28. And published at their Request. By Thomas Ridgley, D.D.",Thomas Ridgley,81,0,0,2,0,0,0,3,1,2,1,1,1,3,1,1,2,1,5,1,0,2,8,1,1,0,1,1,0,2,0,2,2,1,1,0,0,0,1,2,2,1,0,4,1,1,3,2,1,1,2,1,0,2,0,0,2,0,3,5,1733,1,1,"London : printed for Aaron Ward at the King's Arms in Little Britain; John Oswald at the Rose and Crown, and Richard Hett at the Bible and Crown, both in the Poultry, M.DCC.XXXIII. [1733].",London,48,male,1667,1734,FALSE,"he humbled himself, and became obedient unto death , even the death of the cross o; so that as our surety, he performed all that the law and justice of God demanded of us, which was necessary in order to his making satisfaction for sin , redeeming us from the"
0945200301_000085,"Sermons on practical Christianity. By Henry Stebbing, D. D. Archdeacon of Wilts, Chancellor of the Diocese of Sarum, and late Preacher to the Honourable Society of Gray's-Inn.",Henry Stebbing,103,1,5,0,1,1,0,11,1,2,0,1,1,1,0,3,4,1,1,4,0,0,4,4,1,0,1,0,7,0,0,0,3,0,0,0,0,1,0,0,1,4,2,6,2,0,1,4,1,0,2,1,2,4,1,0,1,2,4,6,1760,1,2,"London : printed for L. Davis and C. Reymers, in Holborn; and J. Townsend, in Fleet-Street, MDCCLX. [1760].",London,427,male,1687,1763,FALSE,"these Words : Goye into all the aorld, and preach the Gospel to evely Creature, Mark XVI I 5 The Apostles were Preachers of the Gospel among their own Countrymen, in Partner slip with Christ himself; but now that Christ was no longer to abide upon Earth , they were"
0473300500_000014,"The concurrence and unanimity; of the people called Quakers; in owning and asserting the principal doctrines of the Christian religion; demonstrated in the sermons or declarations of several of their publick preachers; Namely, Mr. Robert Barclay, Mr. George Whitehead, Mr. John Bowater, Mr. Charles Marshall, Mr. William Bingley, Mr. John Butcher, Mr. James Park, Mr. William Dewsberry, Mr. Francis Camfield, Mr. William Penn, Mr. Richard Ashby, Mr. Samuel Waldenfield, Mr. John Vaughton, and Mr. Francis Stamper, Exactly taken in Short-Hand, as they were Delivered by them at their Meeting-Houses, in Grace-Church-Street, Devonshire-House, St. Martins le Grand, St. John's-Street, Wheeler-Street, and Ratcliff, in and about London. And now Faithfully Transcribed, and Published; With the Prayer at the End of each Sermon.",,114,1,3,0,2,0,0,7,3,0,0,0,3,0,1,0,0,1,4,0,0,0,12,2,0,0,0,1,5,8,8,0,3,1,2,1,0,0,0,3,0,6,1,1,4,0,2,1,5,1,3,4,1,2,1,1,1,3,6,0,1711,1,1,"London : reprinted, and sold by J. Sowle, in White-Hart-Court in Gracious-Street, 1711.",London,207,unknown,,,FALSE,"Great b the My/zery of Godlinefi; You that arn engaged in the Christian Warfare, and that live the Chriftan Life , and are making War in Righteousness against the de.vij the enemy of your Souls , you know that Great istbhi Mystery of Godlinefj, thii Mystery is opened among the"
0683200104_000148,"The works of the long-mournful and sorely-distressed Isaac Penington, Whom The Lord, in his tender Mercy, at length visited and relieved by the Ministry of that despised People called Quakers; and in the Springings of that Light, Life, and Holy Power in him, which they had truly and faithfully testified of, and directed his Mind to, were these Things written; and Are now published as a thankful Testimony of the Goodness of the Lord unto him, and for the Benefit of others. ...",Isaac Penington,160,0,1,0,1,0,0,14,0,0,0,3,0,0,3,0,0,0,12,3,2,0,27,0,3,0,6,0,6,2,3,0,8,4,5,10,0,12,2,0,0,1,0,4,0,4,1,1,1,0,0,4,2,6,0,3,2,3,0,1,1784,4,4,"London : printed and sold by James Phillips, George-Yard, Lombard-Street, M.DCC.LXXXIV. [1784].",London,538,male,1616,1679,FALSE,"speaks of the great and precious promises , whereby the saints are made partakers of the divine nature . All the promises are to the seed of promise , to Christ the Son of God , to the seed of God , to the heirs of life and salvation in"
0337101000_000057,"A practical discourse concerning death. By William Sherlock, D. D. Late Dean of St. Paul's.",William Sherlock,124,0,1,2,0,3,3,7,1,4,0,0,3,2,0,6,1,1,6,0,0,2,7,5,10,0,2,2,3,0,1,0,8,0,5,0,1,0,1,0,0,0,1,1,0,0,3,4,2,0,8,0,0,3,0,4,0,0,1,10,1735,1,1,"London : printed by J.R. for J. Walthoe, J.J. and P. Knapton, A. Bettesworth and C. Hitch, R. Robinson, J. Pemberton, B. Motte, J. Walthoe, jun. J. Clarke, and D. Browne, MDCCXXXV. [1735].",London,301,male,1641,1707,FALSE,"Ruin, who is rejected by the good Spirit of God , and cast out of the Care of his Providence. Into this miserable State Men may bring themselves by Sin , which though it does not P 4 make make them uncapable of Mercy, if they do repent, yet it"
0042100203_000023,"Works of the late Reverend William Romaine, A.M. Rector of Saint Andrew by the Wardrobe, and Saint Ann, Blackfriars, and Lecturer of Saint Dunstan, in the West, London. In eight Volumes. ...",William Romaine,107,2,1,0,6,1,0,5,3,1,2,2,0,1,0,1,0,0,8,3,0,1,7,6,5,0,0,1,6,4,1,7,2,0,0,0,3,0,0,3,1,0,8,2,0,0,0,0,2,3,3,0,2,1,0,0,0,2,0,1,1796,3,8,"London : printed for T. Chapman, Fleet-Street, MDCCXCVI. [1796].",London,415,male,1714,1795,FALSE,"instituted it. He appointed it to be one of the means of grace ; for he taught believers by this ccremony, that he could make them and their services acceptable to the offended Deity; and, by his Spirit , he gave them the comfortable knowledge of their acceptance. When therefore"
0379202200_000056,"Salvation through the grace of our Saviour displayed, ---- the doctrine of grace illustrated, -and Righteousness in all Manner of Conversation Recommended, in several sermons, preached to the associate congregation of Jedburgh. By Alexander Shanks.","Shanks, Alexander",111,1,2,1,3,2,0,3,1,3,1,0,0,0,0,0,0,0,8,2,0,1,13,3,3,0,2,0,6,4,2,1,6,2,1,6,0,0,0,0,1,2,2,0,2,1,1,1,1,0,7,1,0,1,0,1,5,6,0,2,1787,1,1,"Edinburgh : printed for William Laing, Bookseller, Head of Canongate, MDCCLXXXVII. [1787].",Edinburgh,182,male,1732,1799,FALSE,"of the grace of God all the days or your life . Whatever imper fetions and inaccuracies be in the manner of our preaching , we know , and do testify, that the text from which we have preached is the TRUE grace of God wherein ye ought to stand."
0368600500_000117,"A discourse concerning the happiness of good men, and the punishment of the wicked, in the next world. Part I. Containing the Proofs of the Immortality of the Soul, and Immortal Life. By William Sherlock, D. D. Dean of St. Paul's, Master of the Temple, and Chaplain in Ordinary to Her Majesty.",William Sherlock,135,1,0,1,1,1,1,8,0,2,0,4,5,4,0,2,0,3,1,1,0,4,6,1,0,2,0,8,1,0,2,1,8,0,1,0,1,10,0,0,4,3,0,3,1,0,2,1,9,0,1,14,1,1,0,1,0,2,1,11,1705,1,1,"London : printed for W. Rogers, at the Sun against St. Dunstan's Church in Fleet-Street, MDCCV. [1705].",London,496,male,1641,1707,FALSE,"in heaven and earth is committed to him; for God hath raised him from the dead , and set him at his own right hand in the heavenly places, far above all principality, and power , and might, and dominion, and every name that is nam'l, not only in this"
0521800900_000007,"The gospel revelation of the future state and happiness of man considered. A sermon, preached before the Society in Scotland for propagating Christian knowledge; at their anniversary meeting in the high church of Edinburgh, on Thursday May 31. 1792. By William Gloag, D. D. One Of The Ministers Of Edinburgh. To which is added an appendix, containing an abstract of the proceedings of the Society from December 1, 1791. With a List of the Schools, &c. ON The Society's Establishment.","Gloag, William           1802",101,0,0,2,1,1,0,5,2,1,2,1,1,0,4,1,0,0,3,2,0,3,10,1,5,0,2,3,4,3,0,1,4,2,5,2,0,0,0,2,1,3,0,5,0,0,2,0,2,1,0,0,0,5,0,1,2,1,1,4,1792,1,1,"Edinburgh : printed by Mundell and Son, Foot Of Royal Bank Close, Anno 1792.",Edinburgh,62,unknown,,,FALSE,"for them I."" What fulpicion or doubt can now remain in your hearts , as to the ac compliflsment of the great promise contained in the text? Chriffians, your Redeemer liveth; and "" because he liveth, ye shall live also."" Amidst all the glory of his exalted state in heaven"
1004800300_000065,"Sixteen sermons, upon Useful and Important subjects. By the Revd. Thomas Hopkins, Curate of Skryne in the Diocese of Meath.","Hopkins, Thomas           1715 or 16",102,0,0,1,1,1,0,3,2,1,2,1,1,2,0,1,2,5,1,2,0,3,7,1,1,0,3,2,6,4,0,0,7,0,4,2,0,2,0,0,1,1,0,0,1,0,4,2,2,0,1,3,0,5,0,2,0,4,1,7,1764,1,1,"Dublin : printed for William Watson, at the Poets Heads in Caple-Street, MDCCLXIV. [1764].",Dublin,394,unknown,,,FALSE,"of GOD , and a hearty sincere Compliance with his Terms : and Offers, in the Gospel , be the only Way to it; can we do lets in Point of Duty, and less in Point of Interest, than seek the Kingdom of GOD in the firj Place, mind Religion"
0697200800_000278,"A practical exposition of the Church-Catechism: in several discourses on all the parts of it. By Matthew Hole, B. D. Sometime Fellow of Exeter College in Oxford, now Vicar of Stokegursy in Somersetshire.",Matthew Hole,108,1,2,0,5,0,0,2,1,2,0,3,1,0,0,0,3,1,17,1,0,2,13,1,1,0,1,0,3,0,0,0,1,0,3,2,1,1,0,0,1,1,0,9,1,0,2,3,1,1,4,2,0,1,0,2,5,3,2,2,1708,1,1,"London : printed for J. Morphew near Stationers Hall, M.DCC.VIII. [1708].",London,707,male,1639,1730,FALSE,"of Faith , what it is; and, Seconlly, Show it to be a neceftary Requisite and Condition of Bapilfm. For the Nature of Faith , In gene al, it is a firm Belief or Persuasion of the Truth of God's Word ; that all the Doctrine delivered by him, or"
0888700201_000085,"The Christian's magazine, or Gospel repository. ... Revd. T. Priestly, editor. ...","Priestley, T. (Timothy)",128,0,0,1,1,2,0,12,1,2,0,4,1,2,0,0,2,2,3,3,0,1,13,1,5,2,4,0,4,9,1,1,2,0,1,10,0,3,0,8,1,3,0,2,2,0,2,1,0,0,5,3,0,2,0,1,0,0,1,4,1790,1,3,"London [England] : printed and sold by T. Chapman. Sold also by J.S. Jordan, [1790-1792].",London,534,male,1734,1814,FALSE,"like considerations, may the Lord alarm your fears, challenge your love , and draw forth all the powers of your souls and from these considerations, and many others which their minds suggest, may the Saints be learning to live more like themselves, and less like the woold; for since such"
0303702200_000056,"The scripture proofs of our Saviour's divinity explained and vindicated: with an examination of a late discourse, concerning the descent of the man Christ Jesus from Heaven, together with his Ascension to Heaven again. By W. Sherlock, D. D. Dean of St. Paul's, and Chaplain in Ordinary to Her Majesty.",William Sherlock,150,0,0,2,0,2,4,2,2,3,1,2,2,2,2,2,0,12,1,2,0,0,18,0,1,2,0,6,0,9,0,1,2,0,0,0,0,9,2,0,13,1,0,0,0,0,3,0,9,3,1,6,1,0,1,2,1,15,1,2,1706,1,1,"London : printed for W. Rogers, at the Sun, against St. Dunstan's Church in Fleetstreet, 1706.",London,290,male,1641,1707,FALSE,"that he may be the fitter Example to us of all Divine Graces and Virtues which he will not allow the Word though' Incarnate to be; nor the Man Jesus neither, if his Assistances exceed too much the measure of a Man. I am very weary of this work ,"
0414100301_000009,"A treatise upon the walk of faith. By W. Romaine, M. A. Rector of St. Andrew Wardrobe and St. Ann Black-Friars, and Lecturer of St. Dunstan's in the West.",William Romaine,118,0,0,0,7,7,1,6,0,0,2,3,1,1,4,0,0,2,6,4,0,0,17,0,2,1,2,2,2,7,1,0,3,1,1,1,0,0,0,1,1,1,0,4,2,0,1,2,0,2,5,2,0,3,0,0,3,3,3,1,1771,1,2,"London : printed for J. Worrall and B. Tovey, at the Dove in Bell-Yard ; and M. Folingsby, at the Seven-Stars, near Temple-Bar, MDCCLXXI. [1771].",London,370,male,1714,1795,FALSE,"gave the Son to be the surety for his people , and to live and to die for them, and in their stead. The Son has finished the work , which the Father gave him to do, and is become the author of their eternal salvation . The record of"
1428500102_000004,"Sermons on the chief doctrines and duties of the Christian religion, in their natural order. By William Dalgliesh, D.D. Minister of Peebles.",William Dalgliesh,116,0,2,0,3,1,0,13,5,1,0,10,0,1,1,0,1,2,4,1,0,0,13,7,2,0,0,0,3,1,3,0,3,1,2,0,0,5,0,3,0,1,3,4,1,0,7,0,1,0,1,1,0,1,0,2,3,2,0,1,1799,2,4,"Edinburgh : printed for the author, by J. Ruthven and Sons. Sold by W. Creech, J. Dickson, and other booksellers, Edinburgh; Brash and Reid, Glasgow; and C. Dilly, London, M.DCC.XCIX. [1799].",Edinburgh,449,male,1733,1807,FALSE,"reap your carnal things? Do ye "" not know , that they which minister about "" holy things, live of the things of the tern"" "" and they which wait at the altar, are ""partakers with the altar? Even so hath "" the Lord ordained, that they which preach """
0410701100_000040,"The triumph of faith. By W. Romaine, M. A. Rector of St. Andrew Wardrobe, and St. Ann, Black Friars; and Lecturer of St. Dunstan's in the West, London.",William Romaine,98,0,2,1,5,0,1,7,0,1,0,1,1,0,3,1,3,1,10,0,0,3,7,1,5,2,3,0,2,8,0,0,3,0,4,2,0,1,0,1,0,3,0,2,0,0,1,0,2,1,2,1,1,2,0,0,1,2,1,0,1795,1,1,"London : printed for the author by T. Bensley; and sold by Priestley, No. 1, Paternoster-Row; Chapman, and Pridden, Fleet-Street; and Mathews, Strand, 1795.",London,285,male,1714,1795,FALSE,"for me, I will behold thy face in righteousness, [ 281 ] righteousness, I shall be satisfied when I awake after thy likeness; for thou wilt mhew me the path of life ; in thy presence is the fullness of joy, and at thy right hand there are pleasures for"
0959800300_000082,"Pious breathings. Being the meditations of St. Augustine, his Treatise of the Love of God, Soliloquies, and Manual. To which are added, select contemplations from St. Anselm and St. Bernard. Made English by George Stanhope, D. D. Late Dean of Canterbury.",Augustine of Hippo,135,4,1,1,2,0,6,4,0,1,0,0,2,2,2,7,2,2,1,8,0,0,24,0,2,5,1,7,4,4,3,0,3,9,0,2,0,2,0,0,1,1,0,0,1,0,1,1,2,1,1,3,0,3,0,3,3,0,2,1,1745,1,1,"London : printed for W. Innys, A. Ward, J. and P. Knapton, S. Birt, T. Longman and T. Shewell, D. Browne, J. Clarke, Exchange; J. Hodges, J. Oswald, H. Whitridge, T. Sanders, T. Trye, J. and R. Tonson and S. Draper, J. Rivington, and B. Barker, MDCCXLV. [1745].",London,436,male,354,430,FALSE,"Creator, Saviour , and Redeemer of me, Jouln i. 4, and of all Mankind. Begotten of the Father before 5 all Wurlds, God of God , Light of Light , very God of very God , being of one Substance with the Father and leb. X. Holy Spirit , by"
0392100101_000145,"The works of that eminent servant of Christ Mr. John Bunyan, Minister of the Gospel, and formerly Pastor of a Congregation at Bedford. With copper-plates, adapted to the Pilgrim's Progress, the Holy War, &c. In two volumes. ... . The third edition: to which are now added, the Divine emblems, and several other Pieces, which were never printed in any former Collection. With a Recommendatory Preface, By the Reverend George Whitefield, M. A. Chaplain to the Right Honourable the Countess of Huntingdon.",John Bunyan,111,0,1,1,0,0,0,4,0,1,0,8,0,0,0,0,1,1,4,1,0,0,6,12,11,1,1,0,2,1,0,11,1,0,0,0,2,1,0,1,0,0,1,1,1,1,2,2,7,1,4,4,2,1,4,0,1,0,6,1,1767,1,2,"London : printed for W. Johnston, in Ludgate Street; and E. and C. Dilly, in the Poultry, near the Mansion-House, M.DCC.LXVII. [1767]-68.",London,887,male,1628,1688,TRUE,"that also. ns. This is sooner said than done: Alas, alas! poor souls think because they can say, Grace , grace , it is freely by grace ; therefore they are under the covenant of grace . A very wide mistake;; must underfiand thus much, that though you be such"
