PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(appear),termFreq(armi),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(citi),termFreq(command),termFreq(common),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(earl),termFreq(england),termFreq(father),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(head),termFreq(honour),termFreq(hous),termFreq(israel),termFreq(king),termFreq(kingdom),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(servant),termFreq(set),termFreq(taken),termFreq(thought),termFreq(took),termFreq(war),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0161400102_000221,"The history of England faithfully extracted from authentick records, approved manuscripts, and the most celebrated histories of this kingdom, in all languages, whether Ecclesiastical or Civil. With the effigies of all the kings and queens of England, from the Norman Race, to the present Time; Curiously Engraved on Copper-Plates from Original Medals and Pictures. In two volumes. ...",,73,0,0,1,0,0,0,1,2,0,2,1,1,3,1,1,2,4,1,0,3,1,4,0,0,1,1,0,1,1,0,8,1,0,0,1,0,0,0,4,0,1,1,0,7,1,1,0,1,6,1,0,1,2,0,1,1,0,0,3,0,1702,2,2,"London : printed for Isaac Cleave, in Chancery-Lane, Abel Roper, A. Bosvile, and Richard Basset, in Fleetstreet, 1702.",London,572,unknown,,,FALSE,"in the Funds, and other difficulties we laboured under,  that things had passed without any disadvantage a'  That this was a convincing proof of the  good disposition of his Army and iteady affections  of his People , that his Enemies hopes had been  hitherto fruitrared"
0034900105_000086,"Bishop Burnet's History of his own time. ... Containing, I. A Summary Recapitulation of affairs in Church & State, from K. James I. to the Restoration in 1660. II. The History of the Reign of K. Charles II. from 1666. to 1670.",Gilbert Burnet,81,2,3,0,3,1,0,0,1,0,6,0,0,2,1,0,0,1,0,1,2,1,2,1,2,0,1,1,0,12,0,1,0,1,1,0,5,0,0,3,0,0,5,1,1,1,1,1,1,0,5,1,2,2,0,1,2,2,1,0,0,1725,5,6,"London [i.e. The Hague] : printed for the Company of Booksellers [or rather, T. Johnson], M.DCC.XXV. [1725]-34.",The Hague,543,male,1690,1715,TRUE,"such consequence, that she must confider well of it: This was thought so cold, that they returned her no thanks for it; though' a well compofed House of Commons would certainly have thanked her, for that tender regard to Law and Justice. The Commons carried their anger farther; they ordered"
1510200101_000575,"A new and universal history of England, from the earliest authentic accounts, to the present time. Containing a comprehensive and accurate description of all the battles, sieges, sea-fights, and other memorable events, in which the English have been concerned, from the remotest period of intelligence. With a circumstantial account of the origin of this kingdom, its government, and its laws; the many revolutions it has undergone, the amazing progress made by its inhabitants in every branch of science, and their various discoveries, conquests, and acquisitions in different parts of the world. Together with faithful delineations of the characters of all the princes who have swayed the British scepter, and other illustrious personages, who have rendered themselves conspicuous by their valour, their patriotism, their virtue, or their learning. The whole tending to display the patriotic virtues of our illustrious ancestors, and inspire the British youth with an emulation of imitating their glorious examples. By William Henry Mountague, Esq; embellished and illustrated with upwards of one hundred and twenty copper-plates, from original drawings made on purpose for this work, by the celebrated wale, and engraved by those eminent artists, Grignion and Walker.","Mountague, William Henry",77,1,1,1,0,0,1,0,0,1,0,5,1,2,5,7,0,3,1,0,3,3,0,0,0,0,2,0,0,2,0,5,2,1,1,0,2,1,0,1,1,1,4,0,1,0,2,3,0,3,0,3,0,0,1,0,1,2,2,1,0,1771,1,2,"London : Printed for J. Cooke, at Shakespear's-Head, No. 17, in Pater-noster-Row, MDCCLXXI. [1771].",London,734,unknown,,,FALSE,"to ain a public charater, but to continue near his court as a private gentleman employed about his own affairs. At the tame time the duke intimated to the court of France , that he. had received Marveille's letters , and acknowledged him as a minister from that crown ."
0324500300_000062,"A new history of England, by question and answer. Extracted from the most celebrated English historians, particularly M. de Rapin Thoyras.",John Lockman,93,0,0,3,0,1,2,3,1,1,0,2,0,0,5,0,6,7,0,3,2,1,1,0,0,0,0,2,0,0,0,15,4,0,1,1,0,1,0,0,0,1,4,1,0,1,1,3,0,9,1,2,0,1,0,4,0,0,1,1,1,1736,1,1,"London : printed for Tho. Astley, at the Rose in St. Paul's Church-Yard, MDCCXXXVI. [1736].",London,241,male,1698,1771,FALSE,"received by the council there; and accordingly it was published in all parts of that kingdom . . What reception did it meet with in England ? A. The privy-council approved of this declaration , which wasalmoft the same with that published in Scotland, except that the King spoke therein"
0015300102_000067,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,72,0,0,1,0,0,0,3,0,3,1,1,1,0,2,6,4,3,0,2,0,1,2,0,1,0,1,1,1,6,0,1,0,0,0,1,1,0,0,0,0,2,0,5,1,3,1,1,1,1,6,1,0,3,0,0,2,0,0,1,1,1790,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,588,male,1721,1771,TRUE,"Walpole. The command of the forces in Portugal was bestowed upon the Earl of Portmore: the Duke of Hamil VOL. II O tonne B o o K tonne was appointed Lord lieutenant of the county I. palatine of Lancaster. In a word , there was not one Whig left in"
0418900302_000004,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,72,0,1,1,0,3,2,1,0,2,0,2,3,0,1,0,1,2,1,3,0,2,2,0,1,0,0,1,1,0,0,10,4,0,0,1,1,0,0,0,1,0,3,1,1,3,0,2,1,0,1,1,0,1,1,1,1,3,1,4,0,1776,2,2,"London : printed for T. Carnan and F. Newbery, Jun. at Number 65, in St. Paul's Church Yard, MDCCLXXVI. [1776].",London,287,male,1728,1774,TRUE,"therefore began, as his parliament was now no more, to collect a tax upon the subjet called ship-money. This is that famous tax which first roused a whole nation., after an unsettled constitution of more than a thousand years, at length to six and determine the bounds of their own"
0640301500_000024,"The judgment of whole kingdoms and nations, concerning the rights, power, and prerogative of kings, and the rights, priviledges, and properties of the people: ... Written by a true lover of the Queen and country, ...",True Lover of the Queen and Country,92,2,0,0,1,0,1,0,0,1,6,1,3,3,3,3,4,2,2,0,0,0,0,5,0,0,1,2,2,0,1,20,0,1,1,2,1,0,0,0,0,1,1,3,0,5,1,0,1,0,0,0,1,0,0,6,1,2,1,1,0,1710,1,1,"London : printed for, and sold by T. Harrison, 1710.",London,143,unknown,,,FALSE,"York, if he then lived, or else to the next Heir of his Line, or Lineage; and that the Duke , from thenceforth should be Protetor and Regent of the Land , provided always, That if the King did closely, or appartly ludy, or go about to break, or alter"
0364700102_000284,The history of the reformation of the Church of England. The First Part. Of The Progress made in it during the Reign Of King Henry the Viii. By Gilbert Burnet.,Gilbert Burnet,83,1,0,1,6,0,0,1,1,0,0,0,2,5,1,5,4,3,3,0,1,1,1,0,0,3,1,1,0,0,0,16,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,6,1,0,1,2,1,1,1,3,3,0,0,1731,2,3,"Dublin : printed by A. Rhames for R. Gunne in Caple-Street, and J. Smith and W. Bruce on the Blind-Key, MDCCXXX. [1730].",Dublin,671,male,1690,1715,TRUE,"Walsingham's Letter concerning the r2_eeu's proceeding with tpapifis, and Puritans. ibid. The conclutr/ij.. 3 14 SIN IS. M m mm 321 ` I I · ___ __.. -- ·· LA COL LECTION O F RECORDS A N D AND Original Papers; WITH OTHER INSTRUMENTS Referred to in the SECOND PART"
0014700102_000120,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,77,1,0,0,1,0,0,0,0,1,2,1,2,2,1,3,3,0,0,0,1,0,1,0,1,0,0,1,2,6,0,6,1,0,0,5,1,3,0,0,1,1,1,4,2,1,2,0,1,5,5,4,0,3,0,0,2,0,0,0,0,1794,2,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,400,male,1721,1771,TRUE,"in whom they could confide to their refpecive poits: They reinforced the garrison of Portsmouth: They appointed Mr. Addison their Secretary: While Bolingbroke was obliged to stand at the door of the council chamber with his bag and papers, and underwent every species of mortification. On the whole, king George"
0674100202_000094,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith.",Oliver Goldsmith,68,1,1,1,0,0,4,1,0,0,0,0,1,2,3,2,0,1,2,1,3,0,1,0,2,0,0,3,0,1,0,1,3,0,0,2,1,1,1,0,0,1,2,3,1,2,2,3,0,1,6,3,0,1,1,0,2,0,0,1,0,1784,2,4,"London : printed for J. F. and C. Rivington, B. Law, Richardson and Urquhart, G. Robinson, T. Cadell, J. Murray, T. Evans, J. Sewell, R. Baldwin, S. Hayes, and E. Newbery, MDCCLXXXIV. [1784].",London,452,male,1728,1774,TRUE,"rebel, and refuse to pay the tax, ib. quells the rebellion, and takes their leader prisoner, 289- lands at Calais with a considerable force , ib. makes anadvantageous peace with France , 290-the quiet of his kingdom again disturbed by an impostor, who personated the duke of York, 29 i"
0530100700_000004,"Superiorities display'd: or, Scotland's Grievance, By reason of the slavish Dependence of the People upon their great men; upon account of holdings or tenures Of their Lands, And of the Many and the Hereditary Jurisdictions over them. Wherein is shewn, That these have been the Handles of rebellion in preceeding Ages, especially in the Year 1715: And that, upon their Removal; and putting the People of Scotland on the Footing of those in England, the Seeds of Rebellion will be plucked up for ever. Salus populi est suprema lex.",,79,1,1,4,1,0,0,0,0,1,1,1,2,1,0,0,1,3,0,0,1,0,2,0,5,0,1,3,1,0,0,11,2,0,0,1,5,0,2,0,2,8,0,4,1,2,0,1,0,1,1,0,5,0,0,0,1,0,1,1,0,1746,1,1,"Edinburgh : printed by R. Fleming; and sold by the booksellers, M.DCC.XLVI. [1746].",Edinburgh,24,unknown,,,FALSE,"Call and Command of their said Superiors and Over lords, even against the King and Government; is not a mere Supposition, but a certain Truth founded upon Experience, will appear from the following Iuftances. These who will look into the scoltiok History, will find, that there People have often rebelled"
1149400400_000084,"The history of the kingdom of Scotland, from Fergus the first king, to the commencement of the union of the Two Kingdoms Of Scotland and England; In the Sixth Year of the Reign of our late Sovereign Queen Anne, Anno 1707. Wherein Several Mistakes of Buchannan and other of the common Writers of the History of Scotland are refuted; with an Account of several remarkable Occurences of that Ancient Kingdom, never before published: Particularly, of the horrid Murther of the Glenco Men, in the Year 1692. To which is added, an account of the rebellion in Scotland in the Year, 1715. And of the Tryal of the Lord Bolingbroke by the Pretender and his Lords at Avignon. As also, A Description of the Kingdom of Scotland, and the Isles thereunto belonging; with the Names, Sir-Names and Titles of the Peers, with the Dates of their Creation; the Names of the Clans and Families of Distinction, and their Chiefs, and the Laws and Government in Church and State. By an impartial hand.","Wallace, James, M.D.",88,0,2,2,1,1,0,2,2,2,1,1,2,3,7,4,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,17,2,0,0,2,4,3,1,0,2,0,0,8,1,1,2,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1723,1,1,"Dublin : printed for the author, and are to be sold by T. Sanders, at the Bell in Little-Britain, London, MDCCXXIII. [1723].",Dublin,247,unknown,,,FALSE,"of .lipril following, and an Address of Congratulation was sent to the King , f'!om the Magilrates and Council of E: inibulrg, as also at the same ihc c\eral Corporations of that City , and the other Cities and Towns .: : the Kingdlon, did in like manner send their"
0145700102_000038,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,64,1,1,1,0,1,0,2,0,1,1,0,0,1,3,2,2,4,0,0,2,0,0,0,1,0,1,0,0,5,0,5,1,0,0,1,2,4,0,0,1,1,1,4,1,1,1,0,0,0,5,0,0,1,0,1,1,1,0,2,1,1791,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,581,male,1721,1771,TRUE,"address, declaring , the had always great compassion for the unhappy circunmfances of the Proteitants in France : that she would communicate her thoughts on this fubjeet to her Allies; and ihe expressed her hope that such measures might be taken as hold effectually answer the intent of their petition."
0004600103_000168,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,71,0,0,0,1,1,0,2,0,0,3,2,1,0,0,3,2,2,0,1,2,2,4,0,3,0,1,0,1,8,0,0,0,0,2,1,2,0,2,0,1,3,2,0,0,0,2,0,0,3,3,1,1,2,0,1,2,1,0,2,1,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"high admiral, and. yet kept his chapel in the Lutheran way; but when it came to the.final vote, the bishops made in the last reign , to the surprise of every one, fell with their whole weight into the scale of the Whigs, and the bill was lost by one"
0818000205_000075,"The works of M. de Voltaire. Translated from the French. With notes, historical, critical, and explanatory. By T. Francklin, D.D. Chaplain to his majesty, and late Greek Professor in the University of Cambridge. T. Smollett, M.D. and others.",Voltaire,83,0,2,4,1,0,3,0,1,1,2,2,0,0,3,1,1,2,1,1,1,1,2,0,0,0,0,1,0,2,0,13,4,0,0,0,4,0,0,1,1,3,0,6,0,2,2,2,0,3,5,1,0,1,0,1,0,0,0,1,1,1779,5,35,"London : printed for S. Crowder, T. Longman, J. Wilkie, Carnan and Newbery, G. Robinson, R. Baldwin, J. Johnson, F. Newbery, W. Goldsmith, T. Evans, and W. Fox, MDCCLXXVIII. [1761-1781].",London,293,male,1694,1778,TRUE,"the general sentiments of the nation, and flood up for the authority of a parliament , of which they were originally the principal part. During this confusion, the rebellion in Ireland triumphed over the weak oppofirion which had been made to it; and the infurgcnts, reeking with the blood of"
1517300111_000006,"The history of Great Britain, From the first invasion of it by the Romans under Julius Cæsar. Written on a new plan. by Robert Henry, D.D. one of the ministers of Edinburgh, member of the Society of Antiquarians of Scotland, and of the Royal Society of Edinburgh. The second edition.","Henry, Robert",76,0,0,1,0,1,4,1,1,3,0,1,1,1,1,2,3,2,0,0,3,0,0,0,3,2,0,1,0,1,0,9,0,0,0,0,0,0,0,2,1,0,1,7,4,2,0,0,2,1,3,2,0,0,1,0,0,0,1,8,0,1788,11,12,"London : Printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,535,male,1718,1790,FALSE,"occallon, discovered to the world that avarice was his ruling pairion. Having reduced the country to order , he re speech turned to the capital s finding it necessary to pay o .er attention to the Rtate of affairs on the continent: and that he might be enabled tp do"
1726700300_000705,"A new, universal and impartial history of England, from the earliest authentic records, and most genuine historical evidence, to the year 1788. Containing a clear, authentic, candid, accurate, faithful, and circumstantial account of every memorable transaction, interesting event, and remarkable occurrence, recorded in the annals of Great Britain. With a comprehensive account of its origin and progressive state, the various revolutions it has undergone, and the conquests and acquisitions it has obtained in different parts of the world. Also a concise view of the constitution and political establishments of Britain, its laws, institutions, parliaments, charters, commerce, arts, sciences, inventions, civil, ecclesiastical, military and naval transactions, &c. Likewise an accurate and chronological account of all the sovereigns who have swayed the British scepter; with an impartial display of their characters, whether distinguished for their wisdom in the cabinet, their military atchievements in the field, their private virtues, or their public vices. Including anecdotes of other illustrious and extraordinary personages, such as historians, poets, orators, admirals, generals, statesmen, patriots, heroes, heroines, divines, physicians, philosophers, &c. &c. whose private virtues, and public actions, have combined in promoting the honour, and supporting the dignity, of the British nation. Interspersed with occasional remarks, observations and reflections, wherein the errors of former writers are corrected, glaring absurdities pointed out, fabulous narrations and legendary tales expunged, party prejudices removed, and what has hitherto appeared obscure and doubtful placed in the clearest light, and authenticated from the most undeniable historical evidence. The whole comprizing, in the most accurate, clear and impartial manner, every thing worthy of being recorded in the annals of the British empire. Embellished and illustrated with upwards of one hundred and twenty beautiful copper plate engravings, taken from the original drawings of Messrs. Metz, Stothard; and Samuel Wale, Esq. by those celebrated artists Messrs. Heath, Grignion, Walker, Taylor, Roberts, Chesham, &c. representing the most remarkable transactions that occur in the course of the history; with whole length figures of all the British sovereigns, from Egbert the great, first sole monarch of England, to their present majesties. By George Frederick Raymond, Esq. Assisted by Alexander Gordon and Hugh Owen, Esqrs. and others, who, for many years past, have made the history of this country their peculiar study.","Owen, Hugh",81,0,0,3,0,1,0,1,0,0,0,1,2,5,2,2,1,5,0,6,3,0,4,0,1,0,2,1,0,1,0,5,4,0,0,3,1,0,0,0,0,1,2,3,5,0,1,0,1,1,3,0,0,5,0,1,2,0,0,2,0,1788,1,1,"London : Printed for J. Cooke, at Shakespear's Head, No. 17, Pater-noster-Row, [1788?]",London,684,male,1761,1827,FALSE,"224 Burials permitted in towns,, which used to be in the highways, 66 Byng, admiral, engages the French fleet under M. Galiflia nicre, 494 Is superceded in his commifion, 495 Is tried by a cour martial for mifcondua, ib. Sentenced to death , and executed, ib. Byron, lord, tried for"
0859900400_000004,"The history of England, as well ecclesiastical as civil. By Mr. De Rapin Thoyras. Vol. IV. Containing I. The History of the Reigns of Edward I. Edwardii, Edward III, and Richard II. II. A Dissertation on the Salick-Law, and a true State of the Controversy between Edward III, and Philip de Valois King of France. III. The State of the Church from the Year 1272 to 1399. Done into English from the French, with large and useful notes mark'd with an *, by N. Tindal, A. M. Vicar of Great-Waltham in Essex. Illustrated with Maps, Genealogical Tables, and the Heads of the Kings, and of Edward the Black Prince, curiously engrav'd on Copper-Plates, by Mr. Vertue.",Paul de Rapin,69,0,0,1,0,2,3,3,0,0,0,0,1,2,0,0,2,3,1,1,2,1,1,0,2,0,3,2,2,0,0,8,3,0,0,3,1,0,0,0,1,0,0,2,1,1,1,1,0,1,2,2,2,0,0,1,1,1,0,4,1,1728,1,1,"London : printed for James and John Knapton, at the Crown in St. Paul's Church-Yard, 1728.",London,519,male,1661,1725,TRUE,he would bind himself to make Satisfaction for all the Damages he had done to the Borders of England during the late Wars ; a Condition which he would not agree to. The War therefore was begun; but was not carried on very warmly the irft Campaign. In the Beginning
0145700102_000102,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,68,1,3,0,0,0,0,1,0,0,6,0,2,0,4,1,2,0,1,0,1,1,3,0,2,0,0,1,1,6,0,1,3,0,1,0,0,1,1,1,1,2,2,2,3,3,1,0,1,1,1,1,0,2,0,0,1,1,2,0,0,1791,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,581,male,1721,1771,TRUE,"the elecions; into a renunciation of the Tories; and as the first flash of that vengeance which afterwards was seen to burst upon the heads of the late ministry. When the earl of Strafford returned from Holland, all his papers were seized by an order from' the secretary's office ."
1474800107_000079,"The history of England, from the earliest dawn of record to the peace of MDCCLXXXIII.   By Charles Coote, LL.D. of Pembroke College, Oxford; author of Elements of the grammar of the English language.","Coote, Charles",64,1,0,3,0,0,1,0,0,2,1,2,1,1,3,5,7,3,0,1,3,0,0,0,1,0,1,1,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,2,1,1,2,1,1,1,5,1,1,0,0,0,1,0,1,2,0,1796,7,9,"London : printed for T.N. Longman, Paternoster-Row, 1796.",London,487,male,1761,1835,FALSE,"2, 338, 628 pounds), and for the relief of protellant purchasers of the forfeited estates in Ireland. With regard to the af~xirs of Scotland, the queen and her counsellors hlad frequent deliberationls. The government of that realm wtas in the hands of the friends of the Revolution, whlom Anne did"
0418500600_000007,"Memoirs, containing a genealogical and historical account of the antient and honourable house of Stanley, from the conquest, to the death of James, late Earl of Derby, in the year 1735; as also a full description of the Isle of Man, &c.",John Seacome,86,1,0,3,0,0,0,1,1,1,0,0,2,0,1,8,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,20,4,1,1,4,0,1,1,0,1,0,0,4,3,0,1,3,3,1,1,2,1,2,0,0,0,3,1,0,2,1783,1,1,"Manchester : printed by Joseph Harrop, opposite the Exchange, 1783.",Manchester,237,male,,1842,FALSE,"at last prevailed upon King Richard to return to England , and he landed at Barklowly in Wales; where being informed that all the Castles, from the Borders of Scotland, to Bristol, were delivered to the Duke of Lancaster, and that the Army provided for his Assistance, by the Lari"
0443100202_000035,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,85,0,0,2,0,2,0,0,0,4,0,3,3,2,0,7,3,3,0,3,5,0,4,0,1,0,1,0,0,2,0,3,1,0,0,0,1,0,0,0,1,2,3,0,4,1,1,6,3,3,2,1,0,0,0,0,1,1,0,6,0,1764,2,2,"London : printed for J. Newbery, at the Bible and Sun, in St. Paul's Church-Yard, MDCCLXIV. [1764].",London,289,male,1728,1774,TRUE,"of becoming habitual to the coniriution. I am, c. LE I' T ER LET TE R XIII HE conferences for peace were first opened at London; and some time after the Queen sent the Earl of Strafford as ambassador into Holland, to communicate the proposals which the French King had"
0011500200_000097,"A new and impartial history of England, from the most early period of genuine historical evidence to the present important and alarming crisis; A Period Pregnant with the Fate of Empires, Kingdoms, and States. Containing Authentic, Candid, and Circumstantial Accounts of all the Memorable Transactions, Interesting Events, and Remarkable Occurrences, recorded in the Annals of Great Britain, With A Comprehensive Account of it's Origin and Progressive State, the many Revolutions it has undergone, it's Discoveries, Conquests, Acquisitions, Battles, Sieges, Sea Fights, and other Memorable Events. Also A Concise View of the Antient and Modern Constitution and Political Establishments of Britain, it's Laws, Institutions, Parliaments, Charters, Grants, Commerce, Arts, Sciences, &c. Likewise A Chronological Account of all the Kings and Queens of England: With an Impartial Display of their respective Characters, whether distinguished for their Wisdom in the Cabinet, their Military Atchievements in the Field, their Private Crimes, or their Public Vices. Including An History of the American War and Revolution. To which are Added, Histories of the French Revolution, and the Revolution in Holland, &c. Together with every Memorable Transaction respecting Ireland and other Countries. Interspersed with Remarks, Observations, and Reflections: By which former Errors are corrected, Absurdities pointed out, fabulous Narrations expunged, Party Prejudices removed, and what has hitherto appeared obscure and doubtful authenticated from the most respectable Evidence. By John Baxter, Member of the London Corresponding Society, and One of the Twelve Indicted and Acquitted of High Treason at the Old Bailey. assisted by several gentlemen, distinguished friends to liberty and a Parliamentary reform.","Baxter, John, Member of the Society of Friends of Liberty",81,0,0,1,1,0,2,2,0,1,0,1,3,1,2,0,6,2,1,3,1,2,2,0,4,0,1,0,1,0,0,13,2,0,1,0,0,0,2,0,0,0,5,2,2,2,0,3,1,2,0,2,0,2,0,0,0,0,2,3,0,1796,1,1,"London : printed for the proprietors; and sold by H. D. Symonds, in Paternoster-Row: And may be had of all the Booksellers and Newsmen in Town and Country, [1796].",London,878,unknown,,,FALSE,"When the justiciary, being in disgrace, fled to the church of Merton, the Londoners were direced to drive him from his sanctuary, living or dead. Recollecting the fate of Constantine, their favourite, they cheerfully embraced this opportunity of gratifying their revenge; but his life was saved by a counter order"
0953900700_000445,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",98,2,0,11,2,1,0,0,0,2,2,11,0,0,0,0,4,1,0,2,0,1,6,0,0,2,0,1,0,4,0,0,2,1,0,1,1,4,0,1,0,5,9,3,0,1,0,1,6,2,0,2,0,1,0,0,3,0,0,2,1,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"in the great Park of witndfor. z8. The Monthly Fast. Order for a Day ofpublickhumiliation throughout the Kingdom . A Committee appointed to bring in an A to take away the Monthly Faits, and to havefaft days ordered as there hall be particular Occasion. A Committee to draw up a"
1229600108_000152,"The history of England, from the invasion of Julius Caesar to the revolution in 1688. In eight volumes. By David Hume, Esq;",David Hume,91,0,2,4,1,0,2,0,1,1,0,1,2,3,2,2,2,2,1,1,15,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,5,7,2,2,1,2,2,2,4,2,1,1,0,0,0,0,1,5,0,1767,8,8,"London : printed for A. Millar; and sold by T. Cadell, overagainst Catherine Street, in the Strand, MDCCLXVII. [1767].",London,515,male,1711,1776,TRUE,"ib. the then situation of foreign affairs, ib.-444. makes war with France , 444' is deceived by his father -in- law , 445, 446 sends Dorset with forces to his afifltance, 446 who returns , 448 his fleet beats the French navy, ib. enabled by a poll tax, imposed in"
0886400300_000086,"A compendium of useful knowledge, containing a concise explanation of every thing a young man ought to know, to enable him to converse on all general topics. Calculated for Youth of Both Sexes, from Fourteen Years of Age to Twenty. Giving a General Idea of The World, The Nature and End of Man. Arts and Sciences. Trade and Commerce. The Appearances in the Heavens. Natural History. The Government of this Country. Different Classes of Men, viz. Nobility, Clergy, Judges, &c. The Army and Navy. The Courts of Law, &c. &c. See the Index. Together with an outline of Sacred and English History. By the Rev. Dr. Trusler, Author of Principles of Politeness, &c. &c. A Practical Book for the Use of Schools.",John Trusler,83,0,0,4,1,0,0,1,2,2,0,0,2,5,3,4,0,5,2,3,2,0,1,0,0,0,0,2,0,0,0,10,3,0,0,2,1,0,2,1,1,0,0,3,0,3,1,1,0,3,1,4,1,0,0,0,3,0,2,2,0,1794,1,1,"London : printed for the author, and sold by J. Parsons, Paternoster Row, and all the booksellers in town and country, MDCCXCIV. [1794].",London,215,male,1735,1820,TRUE,"army at that time) and the king raised an army likewise. This w.s the beginning of the civil wars , that continued eight years, and ended with the execution of the king , in 1649 EUCEN. How was that brought about? ERAST. The parliament forces were commanded by Oliver Cromwell,"
0726100500_000039,An answer to the latter part of Lord Bolingbroke's Letters on the study of history. By the late Lord Walpole of Woolterton. In a series of letters to a noble lord. Part I. and II.,"Horatio Walpole, 1st Baron Walpole",62,2,1,1,0,0,0,2,0,1,2,2,1,0,0,8,2,2,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2,3,0,1,0,2,0,2,2,1,1,2,1,0,5,2,0,1,0,0,0,2,0,3,0,1762,1,1,"London : printed by W. Richardson and S. Clark, 1762.",London,204,male,1678,1757,FALSE,"in confidence with him was irreconcilable to common prudence; and to renew a good understanding between them, considering how wide the breach was, and the circumstances of it, exceeded all reasonable expectation. THE contest for power became serious and public: HARLEY, thinking it neither seasonable nor safe to stand it"
0113100801_000053,"English miscellanies consisting of various pieces of divinity, morals, politicks, philosophy and history; as likewise of some choice poems; All collected Out of the most approved Authors in the English Tongue, Viz. Tillotson Nichols Lock Milton Cowley Waller Denham Dryden Buckingham Prior Addison Pope &c. And chiefly intended for the advantage of such, as are willing to apply themselves to the learning of this usefull language by John Tompson. ...",,102,1,2,3,0,0,1,1,2,0,0,0,4,2,1,3,5,4,2,2,13,1,1,0,0,0,0,1,0,0,0,23,2,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,2,1,2,0,1,2,0,6,3,1,1746,1,2,"Gottingen : by Abram. Vandenhoeck Printer and Bookseller to the University, 1746.",Göttingen,535,unknown,,,FALSE,"is a fabulous Relation concerning this Archbishop Thamas, that, he riding a Horie back, one Time, through a Village, the Country Fellows cut off the Tail of his Horse, and that their Children, afterwards, were born with such Tails. & 8 Richard I. who succeeded his Father Henry in the"
