PassageID,Title,Author,Total termFreq,termFreq(albion),termFreq(beauti),termFreq(beneath),termFreq(black),termFreq(bodi),termFreq(bright),termFreq(cloud),termFreq(couch),termFreq(dai),termFreq(dark),termFreq(death),termFreq(deep),termFreq(delight),termFreq(divin),termFreq(earth),termFreq(etern),termFreq(father),termFreq(fear),termFreq(femal),termFreq(form),termFreq(forth),termFreq(god),termFreq(gold),termFreq(green),termFreq(hand),termFreq(happi),termFreq(harrow),termFreq(head),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(human),termFreq(immort),termFreq(jerusalem),termFreq(joi),termFreq(know),termFreq(lamb),termFreq(life),termFreq(light),termFreq(littl),termFreq(loud),termFreq(love),termFreq(mild),termFreq(morn),termFreq(mother),termFreq(nation),termFreq(night),termFreq(piti),termFreq(power),termFreq(round),termFreq(satan),termFreq(sea),termFreq(self),termFreq(seven),termFreq(shadow),termFreq(silent),termFreq(sleep),termFreq(soft),termFreq(son),termFreq(song),termFreq(space),termFreq(spectr),termFreq(starri),termFreq(stood),termFreq(sun),termFreq(sweet),termFreq(tear),termFreq(terribl),termFreq(thro),termFreq(time),termFreq(trembl),termFreq(voic),termFreq(war),termFreq(weep),termFreq(wept),termFreq(world),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1210300200_000010,The seasons. By James Thomson.,James Thomson,72,0,0,2,0,0,2,5,0,3,1,1,2,1,0,4,1,0,1,0,3,0,0,0,2,1,1,0,0,2,4,0,0,0,0,0,4,0,0,4,4,0,0,2,0,1,0,0,1,0,3,3,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,1,1780,1,1,"Edinburgh : printed by Gavin Alston. Sold by the Booksellers in town and country, M.DCCLXXX. [1780].",Edinburgh,249,male,1700,1748,TRUE,"freih'ned world ,. The stealing fhow'r is scarce to patter heard , By such as wander through' the foreft walks, Beneath th' umbrageous multitude of leaves.. But who can hold the shade, while heav.'n descends In universal bounty, shedding herbs, 180 And fruits, and flowers, on Nature's ample lap Swift"
0157500300_000017,"Epistles, odes, &c. written on several subjects. With a translation of Longinus's treatise on the sublime. By Mr. Welsted. To which is prefix'd, a dissertation concerning the perfection of the English language, the State of Poetry, &c.",Leonard Welsted,67,0,3,0,1,0,1,3,0,3,1,1,0,2,1,0,0,0,2,0,1,1,0,0,0,1,2,0,3,0,1,1,0,0,1,0,3,0,0,1,1,1,0,9,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,3,0,0,1,0,3,2,1,0,0,1,0,0,1,1,1,0,1,1724,1,1,"London : printed for J. Walthoe, over-against the Royal Exchange in Cornhill ; and J. Peele, at Locke's Head in Pater-Noster Row, MDCCXXIV. [1724].",London,316,male,1688,1747,FALSE,"and tender Sorrows feel; Nor Flintthy.heart, nor is thybreaft of Steel. The Youth, the Virgins all shall grace my Urn, With moistened Eyes, and weeping Home return: Disturb not thou my Shade O elia, spare Thy lovely Cheeks, and thy dilhevel'd Hair. While Fate permits, let us our Loves enjoy;"
0616600600_000004,"Sir Hubert, an heroic ballad. By John Westbrooke Chandler.","Chandler, John Westbrooke",73,0,0,1,0,0,1,0,0,0,1,2,2,0,1,2,2,2,1,0,4,0,1,2,1,1,0,0,0,2,2,2,0,1,0,0,0,3,0,8,1,1,0,3,0,0,1,0,1,3,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,1,3,0,0,1,3,2,2,0,0,0,0,1800,1,1,"London : printed by J. Bonsor, Salisbury Square ; and sold by Messrs. J. and E. Kerby, Bond Street, Vernor and Hood, Poultry ; and Lackington, Allen, and Co. Finsbury Square, 1800.",London,225,male,1769,1805,FALSE,"the human form And spreads a lustre round , 24 That beam of an eternal lamp Which from the bright abodes Of heaven depends, which seraphs breathe Which emanates from gods Was fled! Twas fled sweet charity (Within whose glowing sphere, The ice drop at the wretch's heart Dissolves into"
0419600400_000015,"The seasons, by James Thomson. A new edition. Adorned with a set of engravings, from original designs. To which is prefixed, An essay on the plan and character of the poem, by J. Aikin, M.D.",James Thomson,83,0,2,2,1,0,1,1,0,3,1,0,1,3,0,0,1,1,3,0,2,1,0,0,0,3,1,0,1,1,6,2,1,2,0,0,1,1,0,1,1,0,0,17,0,1,1,1,4,0,2,2,0,0,0,0,1,0,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1794,1,1,"London : printed for J. Murray, No. 32, Fleet Street, 1794.",London,304,male,1700,1748,TRUE,"All Nature fades extint; and she alone Heard , felt, and seen, possesses every thought, Fills every sense, and pants in every vein. Books are but formal dullness, tedious friends; And amid the social band he sits, Lonely, and unattentive. From his tongue Th' unfinished period falls: while born away"
1035300800_000006,The shipwreck. By William Falconer.,William Falconer,68,0,1,1,0,0,1,1,1,1,1,0,3,0,1,1,1,3,2,0,1,0,0,1,2,0,0,0,0,0,5,1,0,0,0,0,5,1,0,1,0,0,0,10,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,4,1,0,0,0,0,0,0,5,1,0,0,0,2,0,0,2,1,0,0,1794,1,1,"London : printed for T. Cadell, in the Strand, MDCCXCIV. [1794] [1795].",London,152,male,1732,1769,FALSE,"hopeless love , she cries ro While sorrow burst with interrupting sighs, For ever deftin'd to lament in vain, Such flattering, fond ideas entertain? My heart through' scenes of fair illusion ftray'd, To joys decreed for some superior maid. 6] 5 Tis mine to feel the flarpeft stings of grief,"
0540601201_000024,"The preceptor: containing a general course of education. Wherein the first principles of polite learning are laid down in a way most suitable for ... the instruction of youth. In twelve parts. Illustrated with maps and useful cuts. ... The third edition, with additions, and improvements. In two volumes. ...",,66,0,1,1,0,0,1,1,0,3,2,1,2,0,1,3,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,4,0,0,0,0,1,1,0,4,4,1,1,0,0,3,0,0,4,0,1,0,0,1,0,0,0,1,1,2,2,4,0,0,0,0,3,1,0,0,0,1,1,1,0,0,0,2,0,1758,1,2,"London : printed for R. and J. Dodsley, 1758.",London,546,unknown,,,FALSE,"mnajeftic, foiemn Organs blow. : -- - .: n nbers soft and clear, gc.itiy [zeal upon the Ear; Now louder, ard yet louder rise, And nil with spreading Sounds the Skies; Exulting in Triumph now swell the bold Notes, In broken Air, trembling , the wild Music floats; Till by"
0740500400_000038,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,70,0,2,0,0,0,1,1,0,3,2,1,1,1,1,4,2,0,2,0,0,2,6,0,0,3,1,0,3,0,3,1,2,2,0,0,2,0,0,2,1,0,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,3,0,0,0,1799,1,1,"London : printed by T. Jones for J. Collyer, Constiation Row, Gray's Inn Lane, and sold by F. and C. Rivington, St. Paul's Church Yard, C. Law, Ave Mary Lane, G. G. and J. Robinson, T. Longman, R. Baldwin, & G. Wilkie, Paternoster Row, MDCCXCIX. [1799].",London,299,male,1730,1788,FALSE,"purity.; for -- O promise ineffable; the seed of the woman shall bruise the serpent's head . Leap for joy , O earth I chant forth the praises of the MOST hiah, all Nature! We will glorify His name in the midst of calamity. Man is fallen: he is degraded"
0064001501_000015,"The economy of beauty; in a series of fables: addressed to the ladies. By Dr. Cosens, Minister of Teddington, Middlesex; and Chaplain to the Right Honourable the Earl of Denbigh.","Cosens, Dr. (John)",69,0,1,3,0,0,1,1,0,6,0,1,1,4,0,1,1,0,4,0,2,2,1,3,0,0,1,0,0,1,3,3,1,1,0,0,2,0,0,0,2,0,0,1,0,1,1,0,2,0,0,3,0,2,0,0,0,2,1,0,1,1,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,0,1777,1,2,"London : printed for J. Walter, At Homer's Head, Charing-Cross, MDCCLXXVII. [1777].",London,130,unknown,,,FALSE,"votive Verse- -- sirs I saw 45 (And faithful to its Trust, my Mind retains, With all its vivid Tints, the sacred Sight) Arise the Bridegroom Sun : -- Even now I see, As conscious of the Day , the blushing East. Faded the fickly gleaming Stars, and Night ,"
1183500102_000017,"The histories of Lady Frances S-, and Lady Caroline S-. Written by the Miss Minifies, Of Fairwater, in Somersetshire. ...",Susannah Gunning,65,0,2,3,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,2,1,1,0,2,3,2,0,2,2,0,0,0,0,0,0,1,1,0,0,2,0,1,3,1,1,0,1,4,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,1,2,0,3,2,0,0,2,0,2,2,0,0,0,2,1763,2,4,"London : printed for R. and J. Dodsley, in Pall-Mall, M.DCC.LXIII. [1763].",London,243,female,1740,1800,TRUE,"my dear Harriet. Why thould I not enjoy the happiness of feeing her with you? but no more -- the obstacle you have mentioned, must be insurmountable. Don't think I will be content with the time fixed, when I am to embrace my Juliet. No, my dear; it is my"
0454100100_000058,"Paradise lost. A poem, in twelve books. The author John Milton. From the text of Thomas Newton D.D.",John Milton,81,0,2,1,0,1,0,1,1,4,2,0,1,3,0,5,0,0,0,0,0,0,6,1,1,3,0,0,1,1,0,3,0,0,0,0,0,2,0,1,5,0,0,1,2,3,0,1,10,0,0,2,0,0,0,0,0,2,3,3,0,1,0,0,2,0,0,4,0,0,0,1,0,1,0,0,0,0,0,1758,1,1,"Birmingham : printed by John Baskerville for J. and R. Tonson in London, MDCCLVIII. [1758].",Birmingham,506,male,1608,1674,TRUE,"of these walks, In whatsoever shape he lurk, of whom Thou tell'ft, by morrow dawning I shall know . So promised he; and Uriel to his charge Returned on thatbright beam, whose point now raised Bore him slope downward to the fun now fallen 591 Beneath th'azores; whether the prime"
0158700300_000108,"A new collection in prose and verse, for the use of schools.",,68,0,1,1,1,0,1,3,0,3,1,0,2,0,2,3,1,2,0,0,1,2,1,1,0,2,0,0,0,1,3,2,0,0,0,0,1,0,0,1,3,0,1,1,0,1,1,0,1,0,1,3,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,5,2,1799,1,1,"Glasgow : printed by Alex. Adam. For James Duncan, junior, Bookseller, Saltmarket, 1799.",Glasgow,350,unknown,,,FALSE,"Father , and mother , and t' his wife adlhere; And they Iliall be one tlefil, one heart , one soul. ADAM and EVE s minsinng Hymn. THIIESE are thy glorious works, parent of good,. Almighty, thine this unilverfal frame, Thus wondrous fair; thvfcif how woinl'rous thein ijnfpeakable, whlo lirt'it"
0605500202_000001,Sacred poetry: comprising an entire system of divine truth. ...,M. D.,67,0,0,0,1,1,2,0,0,0,2,6,1,0,1,0,1,3,1,0,0,0,8,0,0,0,0,0,0,0,0,6,1,3,0,0,2,0,0,1,2,0,1,3,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,2,0,0,0,1,3,1,1,0,1,0,1790,2,2,"London : printed by T. Rickaby. Sold by Mess. Edwards, Pall-Mall; Scatcherd and Whitaker, Ave-Maria-Lane; and Mathews, Strand, MDCCXC. [1790].",London,179,unknown,,,FALSE,"SACRED POETRY: COMPRISING AN ENTIRE SYSTEM o F DIVINE TRUTH. VOL. II toncon: PRINTED BY T. rickrdy. SOLD BY MESS. EDWARDS, PALL small; SCATCHERD AND WHITAKER, AVE miaria lal.e; AND MATTHEWS, STRAND. , DCC sc. CONTENTS. PAGE To our Lord and Saviour Jesus Chri ..................... he Nativity ...................................... 5 On"
1101600400_000054,"Hor? lyric?. Poems, chiefly of the lyric kind. In three books. Sacred I. To Devotion And Piety. II. To Virtue, Honour, And Friendship. III. To The Memory Of The Dead. By I. Watts, D.D.",Isaac Watts,70,0,2,2,0,0,2,1,0,3,1,3,2,1,3,1,2,1,1,0,4,0,1,0,1,0,2,0,1,0,0,5,0,1,1,0,1,0,0,1,4,0,0,5,1,1,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,3,1,1789,1,1,"London : printed for J. Buckland and T. Longman , In Paternoster-Row ; T. Field , NO. 11, Cornhill ; and C. Dilly, In The Poultry, 1789.",London,359,male,1674,1748,TRUE,"L W.. AN ELEGIAC THOUGHT ON MRS. ANNE WA., R ER, WHO DIED OF THE SMALLPOX, DEC. i8, 1707, AT ONE O'CLOCK ""IN THE MORNING ; A FEW DAYS AFTER THE .BIRTH AND DEATH OF HER FIRST CHILD. A WAKE, my muse, range the wide world of ouls, And seek"
0274300800_000028,Milton's Paradise lost.,John Milton,74,0,0,0,1,0,3,2,0,1,3,0,0,0,2,3,1,6,0,0,0,0,2,0,0,0,2,0,0,0,0,11,0,0,1,0,1,0,1,1,3,0,2,2,0,0,0,0,1,2,2,3,1,3,0,1,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,2,0,1795,1,1,"London : published as the Act directs, Augt. 1. 1795, by T. Longman, B. Law, J. Dodsley, J. Johnson, C. Dilly, [and 16 others in London], [1795].",London,431,male,1608,1674,TRUE,"the river of bliss through midst of Heaven Rolls over Elysian flowers her amber fiream: With these that never fade the Spirits elet Bind their resplendent locks entreated with beams; Now in loose garlands thick thrown off, the bright Pavement, that like a sea ofjafper ihone, Empurpled with celestial roses"
1148801600_000004,"Thoughts on the glorious Epiphany, of the Lord Jesus Christ. A poetical essay, written at Southampton in the year MDCCLVII. Sacred to friendship. By William Dodd, A. M. Lecturer of West Ham, Essex, and St. Olave's, Hart-Street, London.",William Dodd,82,0,0,0,1,1,4,1,0,0,1,4,0,0,2,4,5,1,1,0,0,3,3,1,0,2,1,0,2,1,5,6,0,0,3,0,3,1,0,2,2,0,1,5,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,2,1,2,0,0,0,1,0,1777,1,1,"London : printed for G. Kearsly, No. 46, near Serjeants Inn, Fleet-Street, M,DCC,LXXVII. [1777].",London,63,male,1729,1777,FALSE,"faithfully resign! 165 AN awful pause ensuing, every heart Throbbing with great expetance: the loud clang' Of countless trumpets shall be heard , by the breath Of mighty angels blown, while they precede In solemn pomp the crimfon'd sign, the CROSS Triumphant, veiled in ruddy light , and born 170"
0577200801_000025,"The bouquet, a selection of poems from the most celebrated authors, with some originals. ...",,84,0,4,1,0,0,3,1,0,2,1,1,1,4,1,1,3,1,0,0,2,0,2,0,0,1,4,0,1,0,4,3,0,0,2,0,5,2,0,2,1,0,0,9,2,0,1,0,0,1,4,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,2,1,1792,1,2,"London : printed by E. Hodson, Bell-Yard, Temple-Bar; for J. Deighton, Holborn; Debrett, Piccadilly; Richardson, Royal Exchange, M.DCC.XCII. [1792].",London,201,unknown,,,FALSE,"along, shows some new charm, The father's lustre, and the mother's bloom. Then infant reason grows apace, and calls For the kind hand of an assiduous care. Delightful talk! to rear the tender thought, To teach the young idea how to shoot, To pour the fresh infirutilon over the mind,"
0986002000_000022,"Greenfield Hill: a poem, in seven parts. I. The prospect. II. The flourishing village. III. The burning of Fairfield. IV. The destruction of the Pequods. V. The clergyman's advice to the villagers. VI. The farmer's advice to the villagers. VII. The vision, or prospect of the future happiness of America. By Timothy Dwight. D.D.",Timothy Dwight IV,71,1,1,3,0,0,4,0,0,4,0,1,1,0,0,2,1,2,2,0,0,0,1,1,1,1,2,0,1,1,3,1,0,0,1,0,1,1,1,5,1,3,0,4,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,2,2,0,0,2,1,2,0,0,0,0,1,1794,1,1,"New York : --Printed by Childs and Swaine, 1794.",New York,170,male,1752,1817,FALSE,"wayward pilgrim home? No, let the moral song prevail; Lif, list, to truth's perfiafive tale. While Hoaiven, by hoary Wifdlom sung, lilipires my heart , and tunes my tongue, ( II) Oh hear, and from perdition rise, And point your pathway to the skies! 2 Where western Albion's happy climb"
0954900400_000008,"A poem on the last day. By Edward Young Fellow of All-Souls College, Oxon.",Edward Young,58,1,2,1,1,0,2,0,0,1,0,1,3,0,1,0,2,1,2,1,1,1,1,0,0,2,0,0,0,0,2,1,1,1,1,1,1,2,0,1,1,0,0,3,0,0,0,2,0,0,1,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,1,1713,1,1,"Oxford : printed at the Theatre for Edward Whistler, MDCCXIII. [1713].",Oxford,82,male,1683,1765,TRUE,"to her distant. Sight; Heaven opening all it's sacred Pomp displays, And overwhelms her with the rushing Blaze; The Triumph rings! Archangels Ihout around! And echoing Nature lengthens out the Sound. Ten thousand Trumpets Now at once advance; Now deepest Silence lulls the vast Expanse; So deep the Silence, and"
0198800601_000046,"The poetical works of John Milton. From the text of Dr. Newton. In four volumes. With the life of the author, and a Critique on Paradise lost, by Joseph Addison, Esq. ...",John Milton,83,0,1,1,0,1,2,1,1,3,2,0,3,2,0,5,0,0,1,0,0,0,7,1,1,3,0,0,0,1,0,4,0,0,0,0,0,3,0,1,5,0,0,0,2,3,0,1,11,0,0,2,0,0,0,0,0,2,1,3,0,0,0,0,1,0,1,4,0,0,0,2,0,1,0,0,0,0,0,1776,1,4,"Edinburg : at the Apollo Press, by the Martins. Anno, 1776 [1777].",Edinburgh,251,male,1608,1674,TRUE,"sphere A spirit, zealous, as he seemed, to know 565 More of th' Almighty's works, and chiefly Man, God's latest image: I describe his way Bent all on speed, and marked his aery gate; But in the mount that lies from Eden north, Where he first lighted , soon difcern'd"
1199300101_000034,Roach's beauties of the modern poets of Great Britain carefully selected and arranged in six volumes ...,,67,0,0,2,0,0,1,2,0,2,2,3,0,1,0,0,1,0,2,0,0,1,0,0,1,1,0,0,1,1,2,1,0,2,2,0,2,2,0,3,0,0,1,8,0,1,6,0,0,1,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,0,1,1793,1,6,"London : printed by and for J Roach, 1793.",London,259,unknown,,,FALSE,"learn of me to die. Ah then, thy once loved Eloifa see! It will be then no crime to gaze on me. See from my cheek the transient roses fly! See the lait fparklelanguilh in my eye! Till every motion, pulse, and breath be over And even my Abelard be"
0302400502_000076,"The works of Nicholas Rowe Esq; in three volumes. ... . Containing his poems, and translations; with some account of his life prefix'd. ... . The Ambitious Stepmother. Tamerlane. The Fair Penitent. Ulysses. ... . The Royal Convert. The Biter. Jane Shore. Jane Gray.",Nicholas Rowe,77,0,1,0,0,0,0,1,0,1,2,2,2,0,0,2,1,2,2,1,0,0,3,0,0,2,2,0,1,2,2,2,0,0,1,0,1,3,0,3,0,1,0,7,0,1,4,0,2,2,2,0,0,2,0,0,0,0,0,0,7,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,2,0,1,1728,2,3,"London : printed for J. Darby, A. Bettesworth, F. Fayram, J. Tonson, B. Lintot, J. Osborn and T. Longman, J. Pemberton, C. Rivington, J. Hooke, F. Clay, J. Batley, E. Symon; Richard, James, and Bethel Wellington, M.DCC.XXVIII. [1728].",London,352,male,1674,1718,TRUE,"which this Morn I gave him; Bid him perform; haste thou, and see it done., 0 Stay I conjure thee, thon Cruel King! Speak, answer me, unfold this dreadful Secret: Where points this fidden, dark , mysterious Mischief? Say, at the Head of what devoted Wretch This winged Thunder aims"
0255300301_000065,"The miscellaneous works in prose and verse of Mrs. Elizabeth Rowe. The Greater Part now first published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on several occasions, by Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In two volumes. ...","Rowe, Thomas",71,0,1,0,0,0,1,1,0,2,1,0,0,0,2,3,3,1,1,0,1,0,4,0,0,0,1,0,1,2,1,1,0,1,3,0,3,0,1,3,2,0,1,8,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,4,2,2,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1739,1,2,"London : printed for R. Hett, at the Bible and Crown in the Poultry; and R. Dodsley, at Tully's-Head in Pall-Mall, MDCCXXXIX. [1739].",London,400,male,1687,1715,FALSE,"unfold the sparkling scenes of joy , The raptures which your happy hours employ; While crowned with mirth, with love and sacred song , Eternal years unclouded dance along. Describe Describe the glittering natives of the fides, Their rosy bloom, soft smiles, and radiant eyes X With all your skill"
1174300101_000014,"The works of Edward Young, LL.D. Fellow of All-Souls College, Oxon. ... . Containing The Last-Day, a Poem. The Force of Religion, or Vanquish'd Love. A Paraphrase on Job. The Instalment. To Sir Robert Walpole. Two Epistles to Mr. Pope. The Merchant, a Naval Lyrick. The Ocean, an Ode.",Edward Young,71,0,0,0,2,0,0,1,0,2,1,6,1,1,0,1,1,4,4,0,2,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2,0,0,3,4,2,0,2,0,1,1,0,4,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,2,3,0,0,1,2,1,0,3,0,0,0,1730,1,2,"Dublin : printed by S. Powell, for George Risk, at the Shakespear's Head. George Ewing, at the Angel and Bible, and William Smith, at the Hercules, Booksellers in Dame's-Street, MDCCXXX. [1730].",Dublin,271,male,1683,1765,TRUE,"imagined to complain. The Tapers cast an inauspicious Light ; Stars there were none, and doubly dark the Night . Sweet Innocence in Chains can take her Rest, Soft Slumber gently creeping through' her Breast, She finks; and in her Sleep is re enthroned, Mocked by a gaudy Dream, and"
0111502200_000037,"Paradise regain'd. A poem, in four books. To which is added Samson Agonistes: and poems upon several occasions. The author John Milton. From the text of Thomas Newton D.D.",John Milton,63,0,0,1,1,0,2,2,0,1,3,2,0,0,1,2,1,0,0,0,0,0,2,0,1,2,2,0,1,1,0,4,2,1,0,0,3,1,0,0,1,2,3,2,1,0,1,0,3,0,1,0,0,0,1,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,1760,1,1,"Birmingham : printed by John Baskerville for J. and R. Tonson in London, MDCCLX. [1760].",Birmingham,386,male,1608,1674,TRUE,"And And mooned Afhtaroth, 200 Heaven's queen and mother both, Now sits not girt with tapers holy shine; The Lybic Hammon shrinks his horn, (mourn. In vain the Tyrian maids their wounded Thammuz XXIII And sullen Moloch fled, 205 Hath left in shadows dread His burning idol all of blackest"
1379600900_000002,"The conflagration: a poem on the last day, in four parts. By the Reverend Benjamin Francis. [One line of Scripture text].","Aitken, Robert",72,0,1,3,0,0,5,2,0,3,0,4,1,0,4,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,8,0,0,1,1,0,2,5,0,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,0,0,0,3,0,0,1,1,0,1,1787,1,1,"Philadelphia : Printed by R. Aitken & Son, at Pope's Head, in Market Street, M,DCC,LXXXVII. [1787].",Philadelphia,38,male,1767,1823,FALSE,"dead."" WHILE gloomy horror whelms the guilty race, That long had fpurn'd high Heaven's abounding grace, The righteous nation , mercy's favoured few, Their glorious King with joy triumphant view. (So Gothen sang beneath a gladsome light , While Egypt howled involved in tenfold night .) The ( 7) The"
1042700802_000040,"A collection of poems, mostly original, by several hands.","Edkins, Joshua",68,0,1,1,0,0,2,1,0,2,0,4,0,0,1,2,1,0,1,1,2,0,1,1,1,1,3,0,0,0,4,5,1,3,0,0,2,0,0,4,1,2,0,3,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,4,0,0,0,1,1,0,0,0,1,1,1789,2,2,"Dublin : printed for the editor, by M. Graisberry, MDCCLXXXIX. [1789].",Dublin,378,unknown,,,FALSE,"angry winds deformed the peaceful main; Her temper cheerful as the solar ray, That gaily dances on the liquid plain, In her meridian, in the noon of life , In fortune's fplendof, and in beauty's pride, Bound by the powerful ties of mother , wise, Refign'd ihe met her fate,"
1102800101_000002,The works of the Reverend Dr Edward Young. In four volumes. ...,Edward Young,75,1,2,1,0,0,1,3,0,1,3,3,1,1,0,8,3,0,1,0,0,1,3,1,0,1,1,0,0,0,1,2,0,2,4,0,4,1,0,1,1,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,7,3,1770,1,4,"Edinburgh : printed by and for Martin & Wotherspoon, 1770.",Edinburgh,287,male,1683,1765,TRUE,"and all the pomp of state; With Britain's hero * let their souls on fire, And grow immortal as his deeds inspire; I draw a deeper scene: a scene that yields A louder trumpet, and more dreadful fields; The world alarmed, both earth and heaven overthrown, And gasping Nature's lait"
0388201701_000018,The Messiah. Attempted from the German of Mr. Klopstock. To which is prefix'd his introduction on divine poetry. ...,Friedrich Gottlieb Klopstock,62,0,0,1,0,1,1,2,0,1,1,4,0,1,0,5,2,0,1,0,1,0,7,0,0,1,0,0,0,1,1,3,0,2,2,0,1,0,1,2,0,0,0,0,0,1,2,0,2,0,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,3,1,1766,1,2,"London : printed for J. Dodsley, F. Newbery, and J. Collyer, 1766.",London,287,male,1724,1803,FALSE,"wrath, will he grow up towards Heaven . In his exaltation he, with one foot covers the sea , and with the other the earth . In his dreadful right hand he poises the fun and moon, and in his left the stars of the morning . He comes accompanied"
0835800600_000003,"The poems of William Drummond, of Hawthornden.",William Drummond of Hawthornden,76,0,3,0,2,0,4,0,0,3,0,2,1,4,2,2,1,1,0,0,0,1,1,2,2,0,0,0,1,1,2,6,0,0,0,0,0,0,0,1,4,1,0,4,0,1,0,0,4,2,1,0,0,2,0,0,0,1,2,1,2,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,0,2,0,1791,1,1,"London : printed for E. Jeffery, Pall-Mall, M.DCC.XCI. [1791].",London,328,male,1585,1649,FALSE,"I find, But most in her rare beauty , my rare mind. SONNET. SONNET. VAUNT not, fair heavens , of your two glorious lights , Which though most bright , yet see not when they {hine, And shining, cannot show their beams divine Both in one place, but part by"
0544700201_000060,"The miscellaneous works, in prose and verse, of Mrs. Elizabeth Rowe: Published by her Order, By Mr. Theophilus Rowe. To which are added, poems on several occasions, by Mr. Thomas Rowe. And to the Whole is prefixed, An Account of the Lives and Writings of the Authors. ... . The fifth edition, corrected. To which is added, The history of Joseph, a Poem in Ten Books.",Elizabeth Rowe,79,0,0,0,0,0,1,1,0,2,1,0,0,4,3,3,2,1,1,0,1,0,3,0,0,0,0,0,1,2,0,7,1,1,4,0,2,0,1,4,2,0,1,7,0,1,0,0,2,0,4,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,3,0,0,0,1,0,3,0,0,0,1,0,1772,1,2,"London : printed for J. Buckland, G. Keith, W. Nicholl, G. Pearch, and H. Gardner, M.DCC.LXXII. [1772].",London,380,female,1674,1737,TRUE,"grace, Effeitial glories, ever blooming life , profpets of pleasure, regions of delight , the heaven of heavens , visions ineffable, t once shall all their dazzling pomp unfold, nd open in thy fair unclouded face. MY^^A^ M by Oi the name of JESUS. F love , if joy ,"
0363800201_000027,The works of David Mallet Esq; in three volumes.,David Mallet,61,0,0,1,1,0,1,0,0,1,2,5,1,0,0,2,1,1,1,1,1,1,1,1,0,2,0,1,1,0,1,4,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,3,2,0,0,0,0,0,1,0,3,1,0,2,1,2,0,1,1,0,1,1759,1,3,"London : printed for A. Millar, and P. Vaillant, in the Strand, MDCCLIX. [1759].",London,207,male,1705,1765,FALSE,"friendflip, thy TRUE portion born Of pains for me, too sadly have deserve) On *k)n\vith thy tale. Tis mine, when heaven afflicts, 195 To hearken.and adore. The patient man Thus spoke.: AMY ntoq thus his story closed. As dumb with anguish round the bed of death ? weeping we knelt,"
