PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(appear),termFreq(author),termFreq(cafe),termFreq(concern),termFreq(copi),termFreq(countri),termFreq(court),termFreq(date),termFreq(desir),termFreq(duke),termFreq(end),termFreq(england),termFreq(fend),termFreq(follow),termFreq(form),termFreq(friend),termFreq(gener),termFreq(god),termFreq(hand),termFreq(hope),termFreq(hous),termFreq(inform),termFreq(know),termFreq(ladi),termFreq(late),termFreq(law),termFreq(letter),termFreq(life),termFreq(littl),termFreq(london),termFreq(love),termFreq(manner),termFreq(mean),termFreq(mention),termFreq(noth),termFreq(number),termFreq(offic),termFreq(order),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(servant),termFreq(sever),termFreq(taken),termFreq(think),termFreq(thought),termFreq(word),termFreq(write),termFreq(written),termFreq(wrote),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0332000108_000051,"The works of Dr. Jonathan Swift, Dean of St. Patrick's Dublin. Accurately corrected by the best editions. With the author's life and character; notes historical, critical, and explanatory; tables of contents, and indexes. More complete than any preceding edition. In nine volumes. ...",Jonathan Swift,56,1,0,0,0,1,1,0,1,1,1,1,0,2,1,0,0,0,4,0,1,1,3,1,1,2,3,1,0,2,5,0,2,0,2,2,0,2,0,0,0,1,2,0,0,3,0,0,2,0,1,0,1,0,2,0,1,1,0,1758,8,9,"Dublin : printed for G. and A. Ewing, 1758.",Dublin,363,male,1667,1745,TRUE,"twice thatfum left in this kingdom. You want no settlement (I call the family where you live, and the foot you are upon, a, settlement) till you increase your fortune to what will, support you with ease and plenty, a good house and a garden. The want of this I"
1335700201_000097,"Miscellaneous works of His late Excellency Matthew Prior Esq; in two volumes. Volume the first containing the history of his own time. Compiled from his original manuscripts. Revised and signed by himself, and copied fair for the press by Mr. Adrian Drift, his executor. (This work, pursuant to Mr. Prior's last will and testament, contains a full account of his political life, viz. His negotiations, commissions, warrants, and letters, from his first entrance into public business to his death; and contains the letters which passed between him and the Lords Manchester, Jersey, Dursley, Duke of Shrewsbury, Earl of Hallifax, &c. Mr. Prior's journal of his transactions in France from 1713 to 1715, and the letters which passed between him, the Lord Dartmouth, Lord Bolingbroke, &c. the proceedings against Mr. Prior at his return home, with what passed at his examination before a committee of the privy council; drawn up by himself; and his answer to the report of the Committee of Secrecy. Volume the second containing a new collection of poems: consisting of epistles, tales, satires, epigrams, &c. with some select Latin performances written by Mr. Prior while at St. John's College, Cambridge. Now first published from his original manuscripts. Revised by himself and copied fair for the press by Mr. Adrian Drift, his executor.",Matthew Prior,67,1,1,0,1,1,1,2,0,1,0,0,3,1,2,0,0,0,2,0,1,0,1,1,0,4,0,0,1,15,0,0,0,0,0,1,0,0,2,0,4,1,0,2,1,0,0,0,3,1,0,1,1,0,4,1,2,3,1,1740,1,2,"London : printed for the editor. MDCCXL. And sold by C. Corbett, bookseller and publisher, at Addison's Head, against St. Dunstan's Church, Fleet-Street, [1740].",London,489,male,1664,1721,TRUE,"them, than I did Letters received fromn other Noblemen, the Duke of Buckinghamt, the Lord Hatlfax, Lord Harcourt, then Lord Chancellor, Sc. They related no otherwise to the Negotiation, than in commending me, assuring me that he represented my Services to the queen in a right Light, and withing a"
0372202100_000022,"The importance and extent of free inquiry in matters of religion: A sermon, preached before the Congregations of the Old and New Meeting of Protestant Dissenters at Birmingham. November 5, 1785. To which are added, Reflections on the Present State of Free Inquiry in this Country; and animadversions on Some Passages in Mr. White's Sermons at the Bampton Lectures; Mr. Howes's Discourse on the Abuse of the Talent of Disputation in Religion; and, A Pamphlet, intitled, ``primitive Candour.'' By Joseph Priestley, LL. D. F. R. S.",Joseph Priestley,55,3,0,0,2,0,0,1,1,0,2,1,0,1,2,0,0,0,2,1,0,2,1,3,5,1,0,0,0,5,0,0,2,0,0,0,2,2,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,2,0,1,2,2,2,1785,1,1,"Birmingham : printed by M. Swinney; for J. Johnson, no. 72. St. Paul's Churchyard, London, M.DCC.LXXXV. [1785].",Birmingham,116,male,1733,1804,TRUE,"that Mr. John Carr, Architeat (and, I believe, then Mayor) of York, declared in a private company, confiing of very refpetable persons of the county of York (and alleged it as an evidence of the dissenters being, notwithstanding their professions, the secret and determined enemies of christianity) that he had"
0663800900_000078,"The second report from the committee of secrecy of the House of Commons, To whom the several Papers referred to in His Majesty's Message of the 12th Day of May 1794, and which were presented (sealed up) to the House, by Mr. Secretary Dundas, upon the 12th and 13th Days of the said Month, by his Majesty's command, were referred: To which is added the first and second reports of the secret committee of the House of Lords; with an appendix.",Great Britain. Parliament. House of Commons,62,0,0,1,0,0,0,0,2,0,3,1,0,1,3,0,0,0,4,4,1,1,1,0,4,0,0,1,0,3,0,0,6,0,1,0,1,0,3,0,2,0,2,0,1,1,4,1,1,2,1,1,1,0,2,1,1,0,0,1794,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly, 1794.",London,238,unknown,,,FALSE,"have elected - - (by Ballot) Chaii man man of the Committee for the Remainder of the quarter we have alto appointed a Committee of Constitution, separate from the Committee of Delegates one Member is chore from each Divifioi, to meet on this Night for the Firif Time. and to"
0534100129_000250,"The annual register, or a view of the history, politics, and literature, for the year 1787.",,62,3,0,1,1,0,1,0,0,1,0,1,18,0,0,1,3,0,2,1,4,0,2,1,1,1,0,1,0,4,1,1,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,2,0,1789,1,1,"London : printed for J. Dodsley, 1789.",London,581,unknown,,,FALSE,"more, c. This Account exaely agrees with that in the taft Letter , as to the murder, C of the Duke of Suffolk. t Here follows some advice relative to some private Bills of J. Pafon, to be [""nted to the Parliament. Thomas Courtney, Earl of Devonthire, was taken at"
0904000101_000079,"The works of the Rev. Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Arranged, revised, and corrected, with notes, by Thomas Sheridan, A.M.",Jonathan Swift,56,2,1,3,1,0,1,0,2,0,1,5,0,0,2,0,0,0,2,1,0,0,1,1,1,0,1,3,0,6,0,3,1,1,1,2,0,2,0,0,0,1,0,0,1,1,1,0,3,0,0,0,0,2,1,0,1,1,0,1784,1,17,"London : printed for W. Strahan, B. Collins, J. F. & C. Rivington, L. Davis [and 8 others in London], 1784.",London,591,male,1667,1745,TRUE,"1726'. ""YOUR Lordship having, at my request, obtained for me an hour from Sir Robert Walpole; I accordingly attended him yesterday at eight o'clock in the morning, and had somewhat more than an hour's conversation with him. Your Lordship was this day pleated to inquire what passed between that great"
0446000600_000038,"Letters between the Duke of Grafton, the Earls of Halifax, Egremont, Chatham, Temple, and Talbot, Baron Bottetourt, Right Hon. Henry Bilson Legge, Right Hon. Sir John Cust, Bart. Mr. Charles Churchill, Monsieur Voltaire, the Abbé Winckelman, &c. &c. and John Wilkes, Esq. With explanatory notes. Vol.I.","Augustus FitzRoy, 3rd Duke of Grafton",50,1,1,1,1,0,1,0,1,3,1,0,0,0,1,0,2,2,2,1,0,0,0,2,0,1,0,2,2,4,1,0,0,0,1,1,0,0,0,1,1,3,1,2,0,0,0,1,1,2,1,1,1,0,0,1,1,0,1,1769,1,1,"[London], 1769.",London,335,male,1735,1811,FALSE,"occasion give bail, by which I never involved any friend , and remained the perse master of my own condut. I shall now, myylord, proceed to do my felfjuftice against a calumny of Sir John Cult, a person of the meanest natural parts, and infinitely beneath all regard, except from"
0950500102_000167,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are Prefixed Extracts from the Life of James II. As Written by Himself. The whole arranged and published by James Macpherson, Esq; in Two Volumes. ...",James Macpherson,64,0,1,0,0,2,2,0,0,0,1,2,1,0,4,0,1,0,3,1,1,0,3,3,1,3,0,2,0,6,0,1,0,0,0,2,0,1,0,0,3,2,0,2,1,4,2,4,1,0,0,0,0,0,0,0,2,0,2,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,716,male,1736,1796,TRUE,"liam Else are not hated, but lord Melfort is. Mr. Netterville tells Mr. Harley they are men of moderation, which is.well looked on among them in England . That it's desired , the King of France, or any of his, may not know , that Mr. Rogers writes to Sir"
0242101800_000044,"The papers and correspondence from July 16, 1783, after the return of Major General Stuart to the Presidency.",James Stuart,66,4,2,1,0,0,0,1,4,3,2,3,0,0,1,0,3,0,0,3,1,0,0,0,2,0,0,1,0,8,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,0,2,0,8,0,0,0,3,1,1,1,2,0,2,1785,1,1,"[London?, 1785].",London,132,unknown,,1793,FALSE,"3 Ift, which, besides other information  deserving notice, gives the accounts of Seyd Sahib's depredations in that valuable district, during the prefentfippofed cessation of hotilities; this Letter moreover affords additional certainty * to the intelligence this day sent in circulation, from the Honourable Mr. Cochrane, dated August 27th. (Signed)"
0634100800_000013,The rev. Mr. Talbot's narrative of the whole of his proceedings relative to Jonathan Britain.,"Talbot, William",72,2,1,3,0,0,0,4,0,0,1,1,0,0,2,0,3,0,0,0,0,0,1,3,1,0,0,1,0,11,0,2,2,0,0,1,0,1,0,0,5,6,0,1,0,3,3,1,7,0,0,3,0,0,0,0,0,2,1,1772,1,1,"Bristol : printed and sold by S. Farley, in Castle-Green: sold also by J. Dodsley, in Pall-Mall; and J. Rivington, in St. Paul's Church-Yard, London; T. Carnan, in Reading; J. Fletcher, in Oxford; Mr. Sharpe, in Warwick; Mr. Keating, in Stratford; R. Raikes, Gloucester; and Mr. Frederick, in Bath, [1772].",Bristol,94,male,1718,1774,FALSE,"added to the reasonable , and only request he had made, of being brought to a trial; together with his willingness to susser death, if he Should, upon that trial, ( 55) trial, be found an impostor: all these things together, did, for a little season, and till I had"
0978900200_000391,"The proceedings in cases of high treason, under a special commission of oyer and terminer, which was first opened at Hicks's Hall, Oct. 2, 1794, and afterwards continued at the Sessions House, in the Old Bailey. Taken in short hand, by William Ramsey.","Hardy, Thomas",63,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,1,0,3,2,1,3,0,0,3,4,0,1,2,3,0,0,4,1,0,0,0,1,2,0,0,1,3,2,2,2,3,0,1,1,0,0,0,7,0,0,3,1,0,1794,1,1,"London : printed for James Ridgway, York-Street, St. James's Square; and H. D. Symonds, Paternoster-Row, 1794.",London,820,male,1752,1832,FALSE,"I have forgot you, from my not having written to you, but you know my sentiments so well, that it was unnecessary for me, and would probably have'been improper, to say much on the fuhjeet of your million. With regard to Lord Edward, I have not been able to get"
0950500102_000230,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are Prefixed Extracts from the Life of James II. As Written by Himself. The whole arranged and published by James Macpherson, Esq; in Two Volumes. ...",James Macpherson,53,2,2,2,0,0,1,0,1,1,0,2,2,1,2,0,1,1,3,1,0,0,1,0,1,2,0,0,0,2,0,1,2,0,0,0,2,1,0,3,3,1,0,0,0,2,0,1,2,2,0,1,1,0,2,0,1,0,0,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,716,male,1736,1796,TRUE,"be frxed, as happened to others.'"" .ce 1714 Tbehe fe to the same. Jaltllary. This is Schutz's original letter , decyphered by Robethon. Original. Hani over i ape; S, Translation. vol. marked London , January th, 1714 Schutz sis. 8 I I Waited upon lord Oxford, the day before yesterday,"
0531400303_000056,"The works, in verse and prose, of William Shenstone, Esq; vol. III. containing letters to particular friends, from the year 1739 to 1763.",William Shenstone,60,3,1,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,1,0,3,1,3,3,0,1,2,3,0,0,0,2,1,0,0,0,2,2,4,5,3,1,1,0,1,1,1,1,0,1,1769,3,3,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXIX. [1769].",London,414,male,1714,1763,TRUE,"preserve of his brother's. Why lic fhiculd allow either we or thc: : so very little weighit as not to confl/'l me with regard to them, I ca: n by no means conceivc. 1 suppose it is not lc: ci'jonmary to return thein to tie furvivini 7 i inl2. friend"
0104300108_000150,"The works of John Locke, in nine volumes.",John Locke,60,0,1,2,1,0,5,1,0,0,0,2,0,1,2,0,0,0,1,0,1,2,3,0,0,1,2,3,0,2,1,2,2,0,0,0,0,3,0,0,1,2,0,1,1,0,1,1,3,1,2,1,0,5,0,2,1,0,0,1794,8,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,479,male,1632,1704,TRUE,"hereupon I applied myself to a friend of mine, who has an interest in him, and one to whom your worth and friendflip to me are not unknown, who readily undertook all I desired on your behalf. And I promise myself, from thence, that you will find Mr. Methwinwill be"
1261700900_000021,"Supplement to the second report from the Committee of Secrecy, To whom the several papers referred to in his majesty's message of the 12th day of may 1794, and which were presented (sealed up) to the House of Commons, by Mr. Secretary Dundas, upon the 12th and 13th days of the said month, by his majesty's command, were referred; and who were directed to examine the matters thereof, and report the same, as they should appear to them, to the House; with an appendix. Ordered to be printed the 16th of June, 1794.",Great Britain. Parliament. House of Commons,73,0,2,6,0,0,0,2,1,1,3,1,0,1,3,0,4,1,5,1,0,0,0,1,1,0,0,3,0,8,0,0,6,0,0,0,0,0,4,0,0,1,8,3,1,1,0,0,0,1,0,2,1,0,0,0,0,0,1,1794,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M,DCC,XCIV. [1794].",London,264,unknown,,,FALSE,"to recur to he proceedings of two other meetings which hd tk; n pl; : CC t Edinburgh at an earlier periods A number of persons , iiing themselves a General Convention of elete of elegatehe Friens sos Appendix. Bit.!.; i.!: m, 6th Nov. i793. I Appendix E. (o: Lrtry,;"
1117300106_000344,"Biographia Britannica: or, the lives of the most eminent persons who have flourished in Great Britain and Ireland, from the earliest ages, down to the present Times: Collected from the best Authorites, both Printed and Manuscript, and digested in the manner of Mr Bayle's Historical and critical dictionary. ...",,52,1,0,3,1,1,1,0,2,2,2,0,1,1,2,0,1,1,1,1,0,1,0,3,1,0,0,0,0,1,3,0,0,0,0,0,1,1,3,0,2,3,0,1,0,2,0,1,0,1,0,3,0,0,0,1,2,1,0,1747,6,7,"London : printed for W. Innys, W. Meadows, J. Walthoe, T. Cox, A. Ward, J. and P. Knapton, T. Osborne, S. Birt, D. Browne, T. Longman and T. Shewell, H. Whitridge, R. Hett, C. Hitch, T. Astley, S. Austen, C. Davis, R. Manby and H. S. Cox, C. Bathurst, J. and R. Tonson and S. Draper, J. Robinson, J. Hinton, J. and J. Rivington, and M. Cooper, MDCCXLVII. [1747].",London,1132,unknown,,,FALSE,"Apology he declares, No man could help plainly feeing, as/ jo: iqy rcl' cntd for his exemplary icty and devotioanr that, in these writings he had gone as far as he could mol., no! be accrr  to the accinumulating the number of his with any safety to his liberty"
0590200208_000080,The spectator. ...,,67,1,3,1,3,2,0,3,0,0,2,10,0,1,0,0,0,0,1,0,0,2,0,0,1,0,2,2,0,8,1,0,0,3,2,0,1,0,0,0,0,2,0,0,0,2,0,2,0,1,0,2,0,0,2,1,5,1,0,1767,8,8,"London : printed for J. and R. Tonson, MDCCLXVII. [1767].",London,312,unknown,,,FALSE,"and criticism, as well as panegyric, judiciously thrown in (and as it were by the by) give a wonderful life and ornament to compositions of this kind. But let our poet, while he writes epistles, though never so familiar, still remember that he writes in verse, and muff for that"
0347800400_000054,"Letters to the Honourable Mr. Justice Blackstone, concerning his exposition of the Act of Toleration, and some positions relative to religious liberty, in his celebrated commentaries on the laws of England. By Philip Furneaux, D. D. with Additions, and An Appendix, containing Authentic Copies of the Argument of the late Honourable Mr. Justice Foster in the Court of Judges Delegates, and of the Speech of the Right Honourable Lord Mansfield in the House of Lords, in the Cause between the City of London and the Dissenters.",Philip Furneaux,55,1,0,1,2,4,1,2,0,3,0,0,0,0,1,1,2,0,1,0,0,0,0,3,0,0,0,2,3,5,0,1,1,0,1,2,2,0,0,1,0,0,2,1,0,1,0,5,0,1,1,2,0,1,0,1,0,0,0,1771,1,1,"Dublin : printed for J. Williams, in Skinner-Row, MDCCLXXI. [1771].",Dublin,173,male,1726,1783,FALSE,""" Mr. Evans, that he could not take the sacrament according to the rites of the church of Englard, could not ""avail ""avail him: that it could lonly be known to the Searcher ""of all hearts, and the contrary could not be proved; "" Lord Chief Baron Parker replies, that"
1265900500_000001,"Letters to the Honourable the Court of Directors of the English East-India Company, on the appointment of a successor to Lord Macartney. With an appendix. By Edward Cotsford, Esq.",Edward Cotsford,73,0,0,0,2,0,1,2,0,15,4,0,0,0,2,0,1,0,0,1,0,1,2,5,2,1,0,1,0,14,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,1,0,1,0,1,4,1,1784,1,1,"[London?], [s.n.], 1784.",London,54,male,1740,1810,FALSE,"LETTERS TO THE HONOURABLE THE COURT OF DIRECTORS OF THE ENGLISH EAST-INDIA COMPANY,  ON THI APPOINTMENT OF A SUCCESSOR T 0 LORD MACARTNEY. WITH AN A P : P E N D I X B Y EDWARD COTSFORD, osq i784. L E T T E R TO THE HONOURABLE"
0736300400_000004,"Historical and political memoirs, containing letters written BY Sovereign Princes, State Ministers, Admirals, and General Officers, &c. from almost all the courts in Europe, Beginning with 1697 to the End of 1708, Illustrated With Treaties, Memorials, Decrees, Resolutions, Representations, Speeches, Answers, Instructions for Ambassadors, and the most important Transactions of each Nation in that Time. Collected by Christian Cole, Esq; Some time Resident at Venice.",,51,2,0,1,1,0,2,1,0,1,0,0,3,0,2,0,0,2,1,0,0,2,1,1,0,1,0,2,1,4,1,1,0,0,1,0,0,1,0,1,2,4,1,2,2,0,1,0,0,0,0,2,0,0,1,0,0,2,1,1735,1,1,"London : printed for J. Millan, next to Will's Coffee-House, Scotland-Yard-Gate, near Whitehall, M.DCC.XXXV. [1735].",London,575,unknown,,,FALSE,"out of news l'.pr.s,. Mercuries, and liich like doubtful Relations, and afierwallds the one flom lit other: tor which rcalon we can have but little d)ependalnc on w\\l.t licy have written . We .ca have no TRUE Satisfttlion in rcadil; Ilich \orkl nor,, any TRUE Judgeellnt nor Inferecnces, whicl can"
0105000403_000055,"The works, in verse and prose, of William Shenstone, Esq; Vol. III. containing letters to particular friends, from the year 1739 to 1763.",William Shenstone,60,3,1,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,1,0,3,1,3,3,0,1,2,3,0,0,0,2,1,0,0,0,2,2,4,5,3,1,1,0,1,1,1,1,0,1,1773,3,3,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXIII. [1773].",London,367,male,1714,1763,TRUE,"and I would gladly have preserved them, if it were only to explain those which I shall preserve of his brother's. Why he mhould allow either zne or them so very little weight as not to confilt me with regard to them, I can by no means conceive. I suppose"
1248701500_000013,"The proceedings of a general court martial, Held at the Horse-Guards, On Tuesday the 9th of November, 1784, And continued by Adjournments to Friday the 12th of the same Month, on Hugh Debbieg, Esq. One of the Colonels of the Corps of Engineers; On two Charges Exhibited by His Grace Charles Duke of Richmond, &c.",Hugh Debbieg,71,0,1,1,1,0,1,1,0,3,2,1,13,0,0,0,1,0,0,11,0,1,0,1,1,1,0,0,0,9,0,0,0,0,0,0,4,1,0,3,2,2,0,0,0,0,1,0,2,0,2,0,0,1,1,0,1,0,2,1784,1,1,"London : printed by J. Almon, at No. 183, Fleet-Street, MDCCLXXXIV. [1784].",London,62,male,1732,1810,FALSE,"wrote my sentiments and resolutions to the Duke of Richmond, so that 1 have nothing disagreeable to trouble you with. I am, with perfet regard and esteem, Sir, Your most obedient, and most humble servant , Major- general Bramham. I' U G H D E B B I E G."
1123600201_000062,The Protestant magazine; or Christian treasury. Designed to encourage a perfect knowledge of the Protestant religion.,"Protestant Association (London, England)",55,0,4,1,2,0,0,1,2,0,0,2,0,0,2,0,2,0,1,0,0,1,0,2,1,2,0,2,3,3,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,3,0,1,3,2,1,0,1,1,0,1,2,3,0,1781,1,3,"London [England] : printed and published by R. Denham, no. 20, Salisbury Square, M.DCC.LXXXI.-M DCC LXXXIII.[1781-1783].",London,266,unknown,,,FALSE,"the Resolutions of this. Albciation ""1 be printed in the: public papers ....  *. ""Resolved, That the thanks of this. Afflciatiort; be fc returned to the Right Honourable the President. ""Resolved, That this Afrociation do adjourn to "" Thursday the 6th of January, to receive Lord. North's %' That,"
1049500300_000023,Memoirs of the Chevalier de **** a novel. Translated from the French.,"Jean-Baptiste de Boyer, Marquis d'Argens",68,1,5,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,4,0,0,9,1,0,0,1,1,0,1,1,1,0,0,0,3,1,0,0,5,0,5,3,0,2,1,1,3,0,2,3,1,1760,1,1,"London : printed for J. Cooke, at Shakespear's Head, behind the Chapter-House, in St. Paul's Church-Yard, MDCCLX. [1760].",London,224,male,1704,1771,FALSE,"into defpir, with his tomorrow. Such is the effcts of what we eagerly wish for, my dear chevalier; too flattering hopes ( i09) hopes and despair, arise from one and the same principle. as loon as I was up and dressed, I went to visit my siser. I related to"
0288000303_000071,"Memoirs of Maximilian de Bethune, Duke of Sully, Prime Minister to Henry the Great. Containing the history of the life and reign of that monarch, ... Translated from the French, ... To which is added, the tryal of Ravaillac for the murder of Henry the Great. In five volumes. ...","Maximilien de Béthune, Duke of Sully",55,2,1,0,0,0,1,0,0,0,1,2,1,0,3,0,0,0,1,0,0,1,0,2,2,2,0,1,1,7,0,0,4,0,0,1,2,1,1,1,2,0,0,0,0,0,0,1,3,2,0,2,0,1,1,0,2,0,3,1757,3,5,"London : printed for A. Millar; R. and J. Dodsley; and W. Shropshire, 1757.",London,426,male,1559,1641,FALSE,"them. This, however, was not the only cause of my silence; for the regularity which Henry observed in writing to me, both to inform me of all material tranfations in the council of France, and to send me new orders and new instructions, conformable to the several changes that happened"
0104700110_000088,"The works of the Reverend Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. In twenty volumes. Containing, I. His Miscellanies in prose. II. His poetical writings. III. Gulliver's Travels. IV. Papers relating to Ireland, and the Drapier's Letters. V. The conduct of the allies and the examiners. VI. The publick spirit of the whigs, &c. and polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. IX. Letters; the history of the last session of Parliament, and the peace of Utrecht, &c. X. Sermons and other Pieces. XI. Letters, &c. the author's life and poems. XII. History of the four last years of Queen Anne's Reign; Letters; and Sermons, &c. Collected by Deane Swift, Esq. XIII. Letters to and from several very eminent persons; poems on various occasions. Collected by Deane Swift, Esq. XIV. XV. and XVI. Letters to and from Dr. Swift. With notes by the Rev. T. Birch, D.D.F.R.S. John Hawkesworth, L.L.D. and others. With many original pieces. XVII. XVIII. and XIX. Letters to & from Dr. Swift. Collected by D. Swift, Esq. with several originals. XX. Tale of a tub.",Jonathan Swift,74,4,2,1,5,0,0,1,1,0,2,0,0,1,1,0,4,0,1,1,1,1,0,0,0,2,1,1,0,12,1,1,0,0,0,0,0,1,0,0,2,4,0,6,0,2,0,0,0,0,0,6,1,2,1,0,3,2,0,1772,10,20,"Dublin : printed by George Faulkner, MDCCLXXII. [1772].",Dublin,433,male,1667,1745,TRUE,"Scotland, France, and Ireland, c. These Letters of Sir William Temple's, having been left to my Care, they are most humbly presented to Your Majesty by Your Majesty's most Dutiful and Obedient Subjet, JOHNATHAN SWIFT. PR E[ [ ] PREFACE to Sir WILLIAM TEMPLE's Letters . T HE Collection of"
0117200300_000014,"A genealogical account of the Barclays of Urie, formerly of Mathers; extracted from ancient registers, and authentick Documents. Together with memoirs of the life of Colonel David Barclay of Urie, And of his eldest Son, the late Robert Barclay of Urie. Collected for the Information and Use of their Posterity.","Barclay, Robert",61,3,2,1,0,0,3,1,0,1,0,1,5,0,3,0,1,0,6,0,1,2,2,0,0,2,1,0,1,6,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,0,0,0,2,0,4,1740,1,1,"Aberdeen : printed by James Chalmers, Printer to the Town and University, 1740.",Aberdeen,60,male,1672,1747,FALSE,"There are many more of the said princess's letters , with copies of his answers , preserved in the family, to which I refer the curious, and shall proceed with observing, that so keen were they for persecution, that upon the 9th of November, 1679, he with several of his"
0551100300_000026,"A report of the proceedings and opinion of the Board of General officers, on their examination into the conduct, ... of Lieutenant-General Sir John Cope, ... Colonel Peregrine Lascelles, and ... Thomas Fowke. ...",Great Britain. Army,66,6,1,0,0,0,1,0,3,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,2,1,0,1,0,6,0,0,1,0,0,0,1,0,2,5,5,1,0,1,0,3,4,1,3,1,0,3,2,1,0,1,0,0,3,1749,1,1,"Dublin : printed by George Faulkner, 1749.",Dublin,192,unknown,,,FALSE,"keep them back. I consulted with the principal Officers , and it was agreed upon by all of them, that the bell Way left us, was to march to berwi.zk, by the Channel kirk Road. In Confequencce of which we turned South, and halted at Lawder to refresh the Men;"
1293000102_000396,"The spectator, complete in two volumes; with notes critical and explanatory. ...",,60,0,3,2,2,1,1,1,0,0,2,2,0,1,0,0,0,1,3,0,0,0,0,0,0,2,3,1,0,7,0,4,1,1,1,3,1,0,0,0,0,1,1,0,0,4,0,0,2,1,0,1,0,3,1,1,1,0,1,1800,2,2,"London : printed for Andrew Miller, Strand, 1800.",London,644,unknown,,,FALSE,"those several hints which we find of it in the tertainments of it. And if the soul of man Holy Scriptures; as whether there may Obt : - : .....  b: kdiferent mansions and apartments of glory, beings of different natures; whether, as |leyexcel one another in perfecion, they,,"
0947900601_000034,Grasville Abbey: a romance. In two volumes. ...,"Moore, George, barrister at law",64,0,3,0,0,0,1,0,1,1,0,2,0,0,1,0,2,0,1,0,0,0,2,1,5,0,3,2,1,2,4,2,5,1,0,3,1,1,0,2,1,0,0,0,0,1,0,0,2,2,0,0,2,1,4,3,0,0,1,1798,1,2,"Dublin : printed for P. Wogan, P. Byrne, G. Burnet, H. Colbert, and J. Rice, 1798.",Dublin,198,male,,,FALSE,"vanished: have you no, desire to see Grafville Abbey ?' The name truck him to the heart."" Who can tell but it is ordained for you to unravel that mystery which lasso long hung over our family, and been the ruin of our houfe? but heaven forbid, Alfred, that I"
0918300112_000041,"The works of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Accurately revised, in twelve volumes. Adorned with copper-plates; with some account of the author's life, and notes historical and explanatory. By John Hawkesworth.",Jonathan Swift,52,1,1,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,4,2,0,2,0,2,0,1,1,0,0,4,1,1,3,2,0,0,1,1,0,1,1,3,1,0,1,0,1,0,1,2,1,0,0,1,1,0,2,1,1,1766,12,12,"London : printed for C. Bathurst, J. Rivington, W. Strahan, B. Collins, J. Hinton, J. Dodsley, L. Davis and C. Reymers, R. Baldwin, and W. Bowyer, M.DCC.LXVI. [1766].",London,292,male,1667,1745,TRUE,"most, because it is a syllable shorter than doeor. However, I will give it you at length in the superscription, and people will so wonder how [I] Sir Robert Wfalpole, afterwards earl of Orford. the the news could come and return so quick to and from England , especially if"
