PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(appear),termFreq(author),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(christ),termFreq(common),termFreq(court),termFreq(death),termFreq(debt),termFreq(declar),termFreq(defend),termFreq(error),termFreq(evid),termFreq(execut),termFreq(faith),termFreq(form),termFreq(gener),termFreq(god),termFreq(grant),termFreq(guilti),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(judg),termFreq(judgment),termFreq(juri),termFreq(justic),termFreq(king),termFreq(know),termFreq(land),termFreq(law),termFreq(life),termFreq(manner),termFreq(matter),termFreq(natur),termFreq(offic),termFreq(opinion),termFreq(order),termFreq(parti),termFreq(peopl),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(power),termFreq(reason),termFreq(record),termFreq(return),termFreq(rule),termFreq(set),termFreq(sever),termFreq(term),termFreq(think),termFreq(trial),termFreq(word),termFreq(world),termFreq(writ),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0838500100_000062,"Acts of the legislature of the island of Tobago; from 1768, to 1775, inclusive.",Tobago. Assembly,82,1,0,3,2,2,1,1,0,1,9,0,0,3,7,0,0,2,0,0,1,0,0,1,1,1,0,4,0,4,2,0,0,10,2,0,1,0,0,1,0,1,1,0,4,2,1,3,0,0,3,0,0,1,1,0,1,3,0,0,1,1776,1,1,"London : printed by Charles Eyre and William Strahan, Printers to the King's most Excellent Majesty, 1776.",London,128,unknown,,,FALSE,"or Damage. No Aion to be abated XCIII AND be it enaced by the Authority aforesaid. That no by - -, .e, of the Judgs ."" o Action, Suit, or Process, shall be abated, or discontinued, or put without Day, by the non venue of the Justices , or some"
0119800401_000195,"Reports of cases adjudged in the Superior Court and Supreme Court of Errors, from July A.D. 1789 to June A.D. 1793; with a variety of cases anterior to that period. Prefaced with observations upon the government and laws of Connecticut. To which is subjoined, sundry law points adjudged, and rules of practice adopted in the Superior Court. By Jesse Root, a judge of the Superior Court. Vol. I[-II].",Connecticut. Supreme Court of Errors,112,2,2,0,0,4,5,0,0,0,17,0,0,1,2,1,10,0,0,0,0,0,3,0,0,3,0,3,1,8,0,0,1,0,3,0,1,0,0,2,1,2,8,0,0,3,3,0,3,2,6,1,0,3,0,3,0,8,0,0,0,1798,1,2,"Hartford : Printed by Hudson and Goodwin, 1798 [-1802].",Hartford,638,unknown,,,FALSE,"diniffied, immediately after, A plaintiff may not withdraw his afion, or be non When an ace suited, after the jury have delivered their verdict into tion may be the hands of the clerk, if the court accepts the ver (lie; but he may withdraw, while the verdict is in the"
0362401600_000014,"Irish term reports: or, reports of cases determined in the King's courts, Dublin, from Easter Term, 34 Geo.III. to Hilary Term, 35 Geo.III. inclusive. By William Ridgeway, William Lapp, and John Schoales, Esqrs. Barristers at Law. Vol. I.","Schoales, John",95,0,0,2,2,9,1,0,0,2,15,0,0,0,2,0,7,0,0,0,2,0,0,1,2,0,0,4,1,2,0,1,0,1,2,0,2,7,0,1,2,0,6,0,1,5,3,1,0,1,5,0,1,0,1,0,0,1,1,1,0,1796,1,1,"Dublin : printed by J. Exshaw, No. 98, Grafton-Street, 1796.",Dublin,646,unknown,,,FALSE,"migh: have been a party , having had notice, he is concluded by that judgement, upon an action of trespass brought agaiift him afterwards, either bv the plaintiff or his lessor, for rnefne profits. it may be said tl: e ejeetlei t is a fiction, calculated to try the merits"
0678000105_000097,"An abridgment of cases argued and determined in the courts of law, during the reign of his present majesty, King George the Third. With tables of the names of cases and principal matters. By Thomas Walter Williams, Esq. of the Inner Temple, London, Barrister at Law. Author of the Whole Law Relative to the Duty and Office of a Justice of the Peace. ...",Thomas Walter Williams,120,1,0,0,1,5,6,9,0,1,6,0,1,1,14,1,0,11,0,0,2,0,0,0,3,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8,3,3,0,0,3,2,12,1,0,15,0,1,1,0,2,1803,5,5,"London : printed for G. G. and J. Robinson, Paternoster-Row; and G. Kearsley, Fleet-Street, 1798-1803.",London,1015,male,1763,1833,FALSE,"being then bankrupts, could not legally charge him in execution , neither could the afiignees under the C i mission of bankrupt charge him, without firtf Cuing out afii.fi. to Chew cause why they Should not have execution upon th: judgement against the defendant , which they accordingly, with due"
0174700201_000179,"Reports of adjudged cases in the Courts of Chancery, King's Bench, Common Pleas, and Exchequer, from Trinity term in the second year of King George I. to Trinity term in the twenty-first year of King George II. Taken and collected by the Right Honourable Sir John Strange, Knt. Late Master of the Rolls. Published by his Son, John Strange, of the Middle Temple, Esq; Revised and Corrected, with References to all the contemporary Reporters; and other Improvements. ...","Strange, John, Sir",91,0,1,0,2,6,4,0,0,0,15,0,0,1,3,1,1,2,0,0,1,0,2,0,0,0,0,10,1,0,1,0,0,0,0,0,0,1,1,1,2,4,2,0,1,4,1,1,2,2,0,1,2,6,1,2,0,4,0,0,2,1782,1,2,"London : printed by the King's Law-Printers; for Messrs. Payne, J. Rivington and Sons, T. Longman, W. Strahan, P. Uriel, B. Tovey, G. Robinson, W. Otridge, T, Cadell. E. Brooke, Messrs. Richardson and Urquhart, J. Bew, T. Whieldon, and S. Hayes, MDCCLXXXII. [1782].",London,719,male,1696,1754,FALSE,"it; but where he chures to stand out upon pleadings to the fcirefacias, execution shall go if it be adjudged against him. The cafe of Mayo and Parsons. TBY the statute 12 An. ft. I. C 2 it is provided, That if Whtt aits of any malt happens to be"
0528200200_000114,"A digest of adjudged cases in the Court of King's Bench, from the Revolution to the present period, alphabetically arranged under the different heads of practice. Comprehending All the approved Determinations during the Time that the Lord Chief Justices Holt, Parker, Pratt, Raymond, Hardwicke, Lee, and Ryder, Presided on that Bench; and also those of the present Lord Chief Justice. By a gentleman of Lincoln's Inn.",Great Britain. Court of King's Bench,108,3,10,0,5,5,0,1,0,1,3,0,0,0,6,1,1,0,0,1,0,0,1,0,2,0,0,3,2,2,0,2,0,0,2,0,0,1,2,0,0,1,5,0,2,0,4,8,0,2,5,9,0,1,4,0,0,0,1,0,12,1775,1,1,"London : printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. Kearsly, at No. 46, in Fleet-Street; and G. Robinson, in Pater-Noster Row, M.DCC.LXXV. [1775].",London,877,unknown,,,FALSE,"if non eft inventus, i. e. he is not to befound, had been returned , and the defendant sied to an outlawry, it had been erroneous; yet since he appeared to it, and pleaded in chis. he has lost that advantage; for the reason why there ought to be fifteen"
0119103400_000298,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The third edition, with very large additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,102,0,1,0,0,4,2,0,0,0,10,0,2,3,13,1,4,0,0,0,2,0,2,0,2,0,0,4,0,4,0,2,0,0,5,0,0,6,0,0,0,0,1,0,0,11,4,5,0,0,4,0,1,2,0,1,0,2,1,0,3,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. J. and P. Knapton, D. Midwinter, A. Bettesworth and C. Hitch, J. and J. Pemberton, R. Ware, C. Rivington, F. Clay, J. Batley and J. Wood, A. Ward, T. Longman, and R. Hett, MDCCXXXVI. [1736].",London,775,male,1686,1744,FALSE,"r. And by 4  5 A.. 6 the Causes cf De inerrare to be ffecially set down, or the ludges shall give Judgement without regarding any I imperfcr ions in Writs , Declarations , Pleading ,, ca Difcndnnt is to demur where he may do it; for if the"
0528200200_000545,"A digest of adjudged cases in the Court of King's Bench, from the Revolution to the present period, alphabetically arranged under the different heads of practice. Comprehending All the approved Determinations during the Time that the Lord Chief Justices Holt, Parker, Pratt, Raymond, Hardwicke, Lee, and Ryder, Presided on that Bench; and also those of the present Lord Chief Justice. By a gentleman of Lincoln's Inn.",Great Britain. Court of King's Bench,97,0,3,0,2,6,1,0,0,4,8,0,2,4,4,5,1,3,0,0,0,0,1,0,2,0,1,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,13,1,1,1,1,1,0,2,1,1,9,0,4,1,0,5,1775,1,1,"London : printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. Kearsly, at No. 46, in Fleet-Street; and G. Robinson, in Pater-Noster Row, M.DCC.LXXV. [1775].",London,877,unknown,,,FALSE,"right. Fide Salk. vol. ip. 256 1 11' 3 3 Stcker V Berny. At the Summer .izes at Lincoln. Halt, Chief Justice . If H. has poefllion of land for : C; ts cyears uninterrupted, and then B. gains poffcf iin, on which H. brings an ejeament; though H. is"
0513100900_000025,"A report of cases in Chancery, the King's Bench, &c. in the fourth, fifth, sixth, seventh, and eighth years of his late Majesty King George the Second; during which Time Lord King was Lord High Chancellor of Great Britain, and the Lord Raymond and Lord Hardwicke were Lord Chief Justices of England. To which are now added about seventy additional cases. By William Kelynge, of the Inner Temple, Esq;","Kelynge, William           1774",104,1,1,0,1,3,4,0,0,1,4,0,3,0,13,2,2,9,0,0,0,0,3,0,1,1,0,1,0,0,2,1,0,0,1,0,0,3,3,1,0,0,0,0,0,6,3,5,0,0,0,2,10,1,0,2,0,2,2,0,10,1764,1,1,"London : printed by His Majesty's Law-Printer; for John Worrall, at the Dove, in Bell-Yard, near Lincoln's Inn, MDCCLXIV. [1764].",London,318,unknown,,,FALSE,"Matter , viz. Tou are a Scoundrel, c. Cur': The Words do not import a Challenge; but to call a Man a Scoundrel, and to reflcet upon him in the Execution of his Office , is Matter of a libellous Nature , and deserves to be punished by Inforniation. In"
1116300116_000177,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,75,2,1,1,3,4,2,0,0,1,3,3,0,0,1,7,0,1,0,1,2,0,2,1,2,0,1,1,2,0,2,4,0,4,4,1,0,0,0,1,0,0,3,0,1,0,1,2,0,0,1,2,0,1,0,0,0,2,0,0,5,1798,16,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,409,unknown,,,FALSE,"twelve proceed without the interposition or presence of either A or B : in this cafe all proceedings, trials , convictions, and judgments , are void for want of a proper authority in the conmiffioners, and may be falsified upon bare infpecfion, without the trouble of a writ of error"
1201001300_000034,"A supplement to The rules and practice of the High Court of Chancery in Ireland, lately published.",Gorges Edmond Howard,91,0,1,0,1,4,2,0,0,2,13,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,3,6,0,1,0,1,4,6,0,0,0,0,2,0,1,4,0,5,4,5,5,1,1,1,0,4,1,1,3,0,1,0,0,2,1774,1,1,"Dublin : printed for Elizabeth Lynch, at No. 6. in Skinner-Row, M,DCC,LXXIV. [1774].",Dublin,194,male,1715,1786,FALSE,"judgement to tages, if all rules for Non profs and for judge be erved. ment were to be served on the opposite attorney, where the opposite party hath an attorney in Court , as thereby no proceedings could.in such cafes be had without notice, or by surprise. ules toplead Also,"
0234400102_000049,"A treatise on the rules and practice of the equity side of the Exchequer in Ireland; with the several statutes relative thereto. as also Several Adjudged Cases on the Practice in Courts of Equity, both in England and Ireland, with the Reasons and Origin thereof in many Instances as they arose from the Civil Law of the Romans, or the Canon and Feudal Laws; and a Compleat Index to the whole. The second edition. By Gorges Edmond Howard, Esq. ...",Gorges Edmond Howard,119,0,4,0,2,4,8,0,0,1,9,1,0,2,6,0,1,0,0,1,2,0,1,0,1,0,0,3,0,4,0,0,0,0,3,0,1,1,0,5,0,20,7,0,1,3,4,3,0,1,1,3,5,1,0,0,0,10,0,0,0,1792,2,2,"Dublin : printed by Elizabeth Lynch, Law Bookseller to his Majesty's Courts of Law in Ireland, at her Shops, No. 6, Skinner-Row, and in the Four-Courts, 1792-93.",Dublin,292,male,1715,1786,FALSE,"the officer who fendants only. eners the rules , only makes those defendants in the rule , * 662 against whom the process issues, and that the process can only ilfue againf those, and that the parties to the cause are.not let forth in the attachment, and that this was"
0231700700_000062,"The history of the common law of England. Divided into twelve chapters. By Sir Matthew Hale, Kt. late Lord Chief Justice of the Court of King's Bench.",Matthew Hale,102,2,8,0,2,3,3,3,0,4,4,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,3,2,7,4,1,0,0,8,0,2,0,0,3,0,2,6,0,3,0,0,1,0,0,0,6,1,1,2,1,0,9,0,1,3,1716,1,1,"London : printed for John Walthoe in the Middle - Temple - Cloysters, and John Walthoe Junr. against the Royal Exchange in Cornhill, 1716.",London,278,male,1609,1676,FALSE,"CHAP. XII Touching Trials bj Jury . H Aving in the former Chapter fomen what largely treated of thecourfe of Delcents, I shall now with more Brevity confider that other Title of our Law which I before propounded (in order to evidence the Excellency of the Laws of England above"
1398400200_000059,"A treatise on the practice of the Supreme Court of Judicature of the State of New-York in civil actions. By William Wyche, of the Honorable Law Society of Grey's Inn, London; and citizen of the United States of America. [One line of quotation in Latin].","Swords, James",109,2,3,0,1,7,2,0,0,0,12,0,1,1,4,1,1,1,0,0,3,0,0,0,0,1,0,3,0,9,0,0,0,0,2,0,0,2,1,0,2,1,12,1,0,7,1,3,0,0,12,0,1,0,0,0,0,10,0,0,2,1794,1,1,"New-York : Printed by T. and J. Swords, no. 167, William-Street, --1794--",New York,376,male,1765,1846,FALSE,"for the defendant ., The minutes fora special verdia~ ought to be prepared, and signed by one of the counsel for each party ; and so be delivered to the jury , before they confider of a: verdia. But the party , at whlole instance a special verdia2 is found,"
0285300200_000174,"Reports of cases argued and adjudged in the Court of King's Bench, in the eleventh and twelfth years of the reign of King George the Second. By George Andrews, Esq. of the Middle Temple.",Great Britain. Court of King's Bench,79,0,2,0,2,6,0,1,0,1,5,0,3,0,5,2,0,3,0,0,5,0,5,1,0,0,0,0,1,4,3,3,0,0,3,0,1,0,0,0,0,0,3,0,3,3,1,0,0,0,1,3,2,2,0,2,0,0,1,0,2,1792,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster Row, Whieldon and Butterworth, Fleet Street, W. Clarke and Son, Portugal Street, Lincoln's-Inn-Fields, 1792.",London,571,unknown,,,FALSE,"parson, sufficient, without ihewing him to be instituted and induted. Page 291 So though the information be in the disjuntive, "" parson or vicar.' 291 An information for non refi dence cannot be brought at the aftils. 28, 291 Ijfpeaion. In ejcctment by the trustee of a dean and chapter"
0976600800_000124,"Officium clerici pacis: a book of indictments, informations, inquisitions and appeals. Also the Manner of Holding the Sessions of Peace; With divers other Matters relating thereunto, and necessary to be known by Justices and Clerks of the Peace, Coroners, Attornies and Others. The third edition. With large additions of modern indictments, Appeals, &c. As also Variety of New Cases relating to the Clerk of the Peace, Clerk of Assise, Coroners, &c.",J. W.,92,0,5,0,0,2,1,1,0,1,3,0,0,0,5,0,0,1,0,5,4,0,0,1,1,1,0,1,0,7,2,1,0,0,1,0,1,0,1,1,0,2,5,0,3,2,0,4,0,0,5,10,1,0,2,4,0,6,0,0,2,1726,1,1,"[London] : Printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for D. Browne without Temple-Bar, and J. Walthoe in the Middle Temple Cloysters, 1726.",London,471,unknown,,,FALSE,"thither. Trials . atrial by Consent may be had in a Sola reign County, where such Consent is entered of Record otherwise not. Ray. 372 At a Trial at the Nisi prius the Plaintiff changed the Venire sac', and had a Jury New Trial , which the Defendant knew not"
0408400200_000054,"A law grammar; or rudiments of the law: compiled from the grounds, principles, Maxims, Terms, Words of Art, Rules, and Moot-Points of our law, in a new, easy and very concise method. For the particular Instruction Of all young Gentlemen, either at School, Colleges, or the Universities, or privately educated, Attorneys Clerks, and other Persons; whereby they will acquire a great deal more useful Learning in the Law, than by any of the Books yet published. By Giles Jacob, Gent. Author of the Law Dictionary.",Giles Jacob,107,0,3,0,6,6,5,0,0,0,3,0,2,1,6,1,0,6,0,1,1,0,0,0,1,0,0,0,0,5,0,0,1,3,5,0,0,3,0,0,0,1,0,0,5,7,8,6,0,1,2,2,0,0,0,2,0,1,2,0,11,1775,1,1,"London : printed by His Majesty's Law Printers, for W. Strahan; P. Uriel in Inner-Temple Lane; W. Owen between the Temple Gates Fleet street; and T. Caslon near Stationers Hall, [1775?].",London,213,male,1686,1744,FALSE,"plead without it. 28 p: .tct.lnt, in the Law is a certain Form of Pleadini, where a Dfciidant will not directly affirm, nor deny any Tnin: : hat is allejged by the Plaintiff , or vwlich he hini'lf allees and it is likewise when a Person is to answer to"
0997500100_000098,"Instructor clericalis: Compleat in Five parts. The first part. Directing clerks both in the court of Queen's-Bench and Common-Pleas: in the Abbreviation and Contraction of words (and thereby the speedy Reading of Precedents) in the Filling up and Suing out Writs of first Process, in Drawing Declarations, Making up Issues, Ingrossing Records, Entring Judgments, and Suing out Executions: Also Pleas and Demurrers, &c. With an addition of special notes and observations in the Court of Common-Pleas, Alphabetically Digested.","Gardiner, Robert",88,1,5,0,1,1,2,3,0,1,7,0,0,0,5,3,0,2,0,0,0,0,0,0,2,1,0,3,1,2,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,9,2,3,0,0,13,5,2,1,3,1,1,0,0,0,1,1715,1,1,"London : printed, and sold by John Walthoe, in the Middle-Temple [Cloysiers] and at his shop in Stafford, 1715.",London,482,male,1705,1728,FALSE,"he lialli not be di charged in this Court till he is prayed in Execution . N. B. The plaintiff.may have an )ajeac rfi.lpuo to the Kings Bench, to bring hini to the Bar of this Court , and there hemay be prayed in Execution . .Moved to Charge prisoners"
0621300800_000068,"Cases in Parliament resolved and adjudged, upon petitions, and writs of error. By Sir Bartholomew Shower, Kt.","Shower, Bartholomew, Sir",91,0,2,0,1,2,2,0,0,3,4,0,0,1,2,2,4,0,0,0,0,0,2,0,1,0,3,10,0,2,1,3,0,0,11,0,2,7,0,4,2,0,3,0,2,1,0,1,3,0,1,0,3,2,0,0,0,2,0,0,2,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Henry Lintot, 1740.",London,246,male,1658,1701,FALSE,"is overruled by the Court . If such Bill be tendred, and the Exceptions in it are truly stated, then the Judges ought to set their Seal in Testimony that such Exceptions were taken at the Trial But if the Bill contain Matters FALSE or untruly stated, or Matters wherein"
1200600100_000009,"Reports of cases argued and adjudged in the Court of King's Bench, in the eleventh and twelfth years of the reign of ... King George the Second. By George Andrews, ...",Great Britain. Court of King's Bench,104,1,2,0,7,3,1,1,0,2,6,0,6,2,9,4,2,2,0,0,1,0,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,3,1,0,6,7,0,1,0,1,0,0,7,4,0,2,0,1,1,0,9,1754,1,1,"[London] : In the Savoy: printed by Henry Lintot; for John Worrall, 1754.",London,449,unknown,,,FALSE,"z. Where debt Clever and was brought on a judgement, in order to prevent the de Jordan fendant's taking advantage of the lords aa, which he might have done upon an execution ; and the original debt , with the coifs, (but not without) amounting to more than i o."
0528200200_000805,"A digest of adjudged cases in the Court of King's Bench, from the Revolution to the present period, alphabetically arranged under the different heads of practice. Comprehending All the approved Determinations during the Time that the Lord Chief Justices Holt, Parker, Pratt, Raymond, Hardwicke, Lee, and Ryder, Presided on that Bench; and also those of the present Lord Chief Justice. By a gentleman of Lincoln's Inn.",Great Britain. Court of King's Bench,96,1,1,0,2,5,2,0,0,0,2,0,0,1,17,6,0,1,0,1,2,0,0,6,0,0,0,1,0,2,1,0,0,0,0,0,4,1,0,0,0,1,3,0,1,8,6,5,0,1,1,2,3,0,2,0,0,0,2,0,5,1775,1,1,"London : printed by W. Strahan, and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. Kearsly, at No. 46, in Fleet-Street; and G. Robinson, in Pater-Noster Row, M.DCC.LXXV. [1775].",London,877,unknown,,,FALSE,"See this cafe fully flared in page 68 of this work, under the head Amendment. Michaelmas, 13 Geo. Crockat V Jones. See this care fully stated in page 69 of this work, under the head Ametndnent. Michaelmas, to Geo. 2 Street V hopkinjon. Error . See this cafe fully fiated"
0995901200_000103,"The compleat sheriff: wherein is set forth, his office and authority; with directions, how and in what manner to execute the same, ... Likewise of under-sheriffs and their deputies; ... Together with the learning of bail-bonds; ... To which is added, the office and duty of coroners, ...",,89,0,0,2,4,6,5,0,0,1,5,0,7,1,7,3,0,4,0,0,1,0,3,5,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,5,5,0,0,0,7,1,0,0,0,0,2,1,0,1,1727,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer Esq;) for John Walthoe, 1727.",London,549,unknown,,,FALSE,"L inl Corn' Coriilb' and after the Defendant atfameday, wtjrniijlfer, the prad' I die Ofob. rescued him c. out of the Cuftody'of the Sheriff; and on non tlip' Verdia and Judgement vefj Q iter. he brought Error and afigned this for Error , for that it was impossible he oliold"
0572900500_000035,"The laws of Jamaica, passed in the thirty-eighth and thirty-ninth years of the reign of King George the Third. Published under the Direction of Commissioners appointed for that purpose by 30 Geo. III. cap. xx, and 32 Geo. III. cap. xxix.",Jamaica,124,1,0,0,1,3,7,0,0,2,20,0,1,0,2,0,0,3,0,3,2,0,2,0,3,1,0,2,0,19,4,0,0,1,4,0,3,0,0,3,0,3,3,1,12,2,1,0,1,0,1,4,0,1,2,0,0,5,0,0,1,1799,1,1,"St. Jago de la Vega, Jamaica : printed by Alexander Aikman, Printer To The King's Most Excellent Majesty, M.DCC.XCIX. [1799].",,142,unknown,,,FALSE,"lists, or duplicates, the provoft mari al fal form panels from general is hereby directed and required, to form his panels of jurors, to them in the most eouita be returned at every supreme court of judicature, or court of assize, on the ble manner , general writs of ve,"
0284700100_000091,"Cases of practice in the Court of King's Bench at Westminster, from the reign of Queen Eliz. to the 14th of K. George III. A Period of near 220 Years. Selected from, and Examined by The Books of Reports; and methodically Arranged under proper Titles. Shewing the whole practice of that court, Antient and Modern; and being a complete guide to all barristers as well as attornies. With a Table, containing the Names of the Cases, and an Index of the Principal Matters. By a gentleman of the Middle Temple.",Great Britain. Court of King's Bench,104,0,5,0,0,1,3,0,0,3,9,2,1,4,12,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,2,1,2,0,2,9,2,5,0,0,3,6,2,5,2,8,0,2,1,0,4,1778,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty; for William Owen, in Fleet-Street, MDCCLXXVIII. [1778].",London,294,unknown,,,FALSE,"Costs amounted to above iol. for which he held Defendant to, Bail, but common Bail was ordered , the Court being of Opinion , that when the original Debt is under 4 : ol  o. the Addition of colts is' not' sufficient to hold Defendant to Bail,... Page 8"
0234100300_000102,"The present practice of the Court of King's Bench; containing ample and complete instructions for Commencing And Defending The various Kinds of suits and actions, entering up Judgment, suing out Execution, proceeding in Error from the King's Bench, Common Pleas, Exchequer Chamber, and Parliament, &c. And Calculated Not Only To Guide The Attorney, In The Course Of His Practice, In Cases already settled; but also, by pointing out the Rise and Ground of the various Proceedings, and the several Cases in each already adjudged, to enable him by Analogy to conduct any new Matters that may occur. Containing rules of Court down to Michaelmas term, 1784, And enriched with a Number of very curious and special Precedents of the various Writs, Pleadings, Entries, &c. in Use in the Court of King's Bench; and particularly of Declarations, a great Number of which are very special, and settled by the most eminent Pleaders. To which is added a complete index. By John Sheridan, Esq. Of the Middle-Temple, Barrister; With the Assistance of other Gentlemen of the Law.","Sheridan, John, Barrister",122,1,3,0,0,6,1,1,0,0,7,0,2,1,10,1,0,7,0,0,0,0,0,2,0,0,0,3,0,6,0,0,0,0,2,0,0,0,0,0,0,6,1,0,0,14,6,11,0,0,0,1,3,6,2,2,0,2,0,0,15,1784,1,1,"London : printed for W. Flexney , opposite Gray's Inn Gate, Holborn ; and J. Walker, Pater-Noster-Row, MDCCLXXXIV. [1784].",London,616,unknown,,,FALSE,"fourpence per sheet, and eight pence filing the warrants of attorney; if the action be in debt , the judgement is to be entered on a double half crown stamp, the entry on the roll is as before, and in this cafe the costs may be taxed with the the"
0119103400_000353,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The third edition, with very large additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,114,0,2,0,3,2,1,0,0,0,9,2,3,1,6,17,0,6,0,0,2,0,2,0,0,0,0,1,1,0,0,2,0,0,2,0,0,3,0,0,0,1,2,0,1,8,1,2,0,0,10,1,2,0,2,1,0,0,0,0,18,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. J. and P. Knapton, D. Midwinter, A. Bettesworth and C. Hitch, J. and J. Pemberton, R. Ware, C. Rivington, F. Clay, J. Batley and J. Wood, A. Ward, T. Longman, and R. Hett, MDCCXXXVI. [1736].",London,775,male,1686,1744,FALSE,"a Sperfidtea i i itself to hinder Execution : Though a Sufrrfers is to be made out, allowed with the Sheriff of the County: And the Plaintiff's Attorney is not obliged to feareh the Record , whether Writ of Error be brought or not; but, may make out Execution upon"
1066300400_000218,"The common law common-plac'd: containing, the substance and effect of all the common law cases, ... collected as well from abridgments as reports, in a perfect new method. ... The second edition, with very large additions. By Giles Jacob, Gent.",Giles Jacob,115,1,0,0,1,5,9,0,0,3,5,1,1,1,8,1,1,2,0,0,2,0,6,0,0,0,0,3,0,2,0,0,0,3,3,0,0,1,0,0,0,2,3,0,3,5,0,2,0,1,1,1,4,1,1,6,0,26,0,0,0,1733,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for F. Clay; and H. Lintot, 1733.",London,413,male,1686,1744,FALSE,"at Sea, or on Land , by a Court of Admiralty. Indict ments for Murder, may be found by Jury of the County, where the Death or Stroke, o c. happens, and there the Offence Tried, when any Person is Stricken out of Enflnd., and dies here, or is Struck"
0527600103_000370,"An abridgment of the common law: being a collection of the principal cases argued and adjudged in the several courts of Westminster-Hall. ... Whereby the opinion and judgment of the courts may be seen in an exact series of time, ... brought down to the year 1725. By William Nelson, ...",William Nelson,111,1,2,0,1,9,7,0,0,0,7,0,1,0,14,4,1,2,0,0,0,0,5,0,1,0,0,1,0,4,0,2,0,0,0,0,0,0,1,1,1,2,2,0,0,10,0,1,0,0,1,1,2,1,0,4,1,17,2,0,2,1725,3,3,"[London] : In the Savoy: printed by E. and R. Nutt and R. Gosling (Assigns of Edw. Sayer, Esq;) for R. Gosling, W. Mears, T. Ward, and J. Hooke, 1725-26.",London,701,male,1652,,FALSE,"Cafe . 2 There was a Judgement in Dower, and Error in Fact assigned, (viz.) that the Tenant was an Idiot, and appeared per Attornatum; Issue being taken in the Ideocy, the Plaintiff in Error gave Notice of Trial at the next Assises, and afterwards countermanded it; but the Defendant"
