PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alik),termFreq(ancient),termFreq(arm),termFreq(art),termFreq(bold),termFreq(bright),termFreq(care),termFreq(critic),termFreq(dai),termFreq(die),termFreq(dull),termFreq(ear),termFreq(earth),termFreq(eas),termFreq(end),termFreq(ey),termFreq(face),termFreq(fair),termFreq(fall),termFreq(fame),termFreq(fate),termFreq(flow),termFreq(fool),termFreq(forc),termFreq(form),termFreq(friend),termFreq(give),termFreq(god),termFreq(grace),termFreq(hair),termFreq(half),termFreq(hand),termFreq(head),termFreq(heart),termFreq(honour),termFreq(human),termFreq(judg),termFreq(judgment),termFreq(know),termFreq(law),termFreq(learn),termFreq(lie),termFreq(life),termFreq(light),termFreq(littl),termFreq(lock),termFreq(long),termFreq(lord),termFreq(love),termFreq(merit),termFreq(mind),termFreq(muse),termFreq(nai),termFreq(natur),termFreq(nymph),termFreq(oft),termFreq(old),termFreq(order),termFreq(past),termFreq(place),termFreq(plea),termFreq(poet),termFreq(prais),termFreq(pride),termFreq(proud),termFreq(rage),termFreq(reason),termFreq(ring),termFreq(rise),termFreq(round),termFreq(rule),termFreq(sens),termFreq(soft),termFreq(soul),termFreq(state),termFreq(sun),termFreq(tast),termFreq(think),termFreq(thought),termFreq(thousand),termFreq(thro),termFreq(true),termFreq(vain),termFreq(wit),termFreq(work),termFreq(world),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0903100103_000051,"The lady's poetical magazine; or, Beauties of British poetry.",Harrison and Co.,88,2,0,0,3,0,1,0,1,0,3,2,0,1,1,0,0,5,1,1,0,0,3,1,0,0,0,0,2,2,2,5,3,5,3,0,3,1,0,0,0,0,2,0,0,0,0,5,1,2,2,1,1,0,3,0,2,0,1,0,1,0,0,0,1,0,1,2,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,1781,3,4,"London [England] : printed for Harrison and Co. no. 18, Paternoster-Row, 1781-1782.",London,491,unknown,,,FALSE,"round unthinking face , He first the snuffbox opened, then the cafe, And thus broke out.  My lord ; why, what the devil!  Zounds! damn the Lock ! fore Gad you mull be civil! · Plague on't! tis past a jeft nay , prithee, pox! · Give her"
0088700402_000021,"The poetical works of Robert Lloyd, A.M. To which is prefixed an account of the life and writings of the author. By W. Kenrick, LL.D. In two volumes. ...","Lloyd, Robert",82,2,0,0,0,0,0,2,1,2,1,1,1,0,1,0,1,1,2,0,0,4,1,0,6,1,0,3,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,1,1,0,0,1,0,1,4,0,3,2,3,1,0,2,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,6,1,4,0,1774,2,2,"London : printed for T. Evans in the Strand, MDCCLXXIV. [1774].",London,250,male,1733,1764,FALSE,"deal of time, Both fool in prose, and fool in rhyme. And when the angry bard exclaims, And calls a thousand paltry names, He doth his critic mighty wrong, And hurts the dignity of song. The prefatory matter past The tale, or flory comes at last, A candle stuck in"
0651901500_000009,The players: a satire.,,85,1,0,0,0,5,0,2,1,0,1,0,4,1,0,3,0,2,2,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,2,2,1,3,0,4,1,3,0,0,2,0,0,0,0,2,0,1,2,0,4,0,0,0,0,0,2,0,2,1,0,0,3,0,0,2,0,0,7,0,2,0,1,2,0,0,1,0,2,0,1,0,0,0,1733,1,1,"London : printed for W. Mears, at the Lamb on Ludgate-Hill, 1733.",London,44,unknown,,,FALSE,"If Nature point an a&ors dawning Rays, Justly we hope a bright meridian Blaze. a6tors Ators of Genius, like a rising Sun , Grow vigorous, and kindle as they run. Dof thou to Tragic Energy incline? Thoroughly preponderate the great Design! The Tragic Muse in Virtue takes Delight, And loves"
0086800101_000022,The works of Dr. Edward Young. In six volumes. Revised and corrected by himself. ...,Edward Young,81,0,1,0,0,3,1,2,2,4,4,0,0,0,0,1,0,2,0,0,1,7,1,0,8,1,0,2,2,1,0,0,0,0,0,2,1,0,1,0,2,0,2,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,2,0,1,1,0,2,2,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,3,1,1,1,0,1778,1,6,"London [i.e. Edinburgh?] : sold by A. Mallard, J. Durfey, E. Nelson, W. Newton, R. Stanton, [and 7 others in London], 1778-79.",Edinburgh,215,male,1683,1765,TRUE,"his coat was plain. Next day his breast regained its wonted peace; His health was mended with aftlver lace. A curious artist, long inured to toils Of gentler sort, with combs, and fragrant oils, Whether by chance, or by some god inspired, So touched his curls, his mighty soul was"
1773800600_000003,An essay on criticism. Written by Mr. Pope.,Alexander Pope,80,0,2,1,0,3,1,1,1,2,0,0,2,2,0,0,1,2,1,0,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,2,0,2,1,1,0,0,1,0,0,0,0,2,0,1,0,0,5,0,4,3,0,0,1,0,2,0,0,0,1,0,0,0,0,4,3,0,0,0,1,1,1,3,1,0,3,0,7,3,1,0,1713,1,1,"London : printed for W. Lewis, 1713.",London,33,male,1688,1744,TRUE,"~fhere Nature moves, and Rapture warms the Mindi Nor Jose, for that malignant dull Delight, The generous Pleasure to be charmed with Wit . But in such Lays as neither ebb, nor slow, Correctly cold, and regularly low, That thunning Faults, one quiet Tenor keep; We cannot blame indeed --"
0237700201_000031,"The works of Alexander Pope, Esq. In six volumes, complete. With his last corrections, additions, and improvements; As they were delivered to the Editor, a little before his Death. Together with the notes of Mr. Warburton.",Alexander Pope,85,0,0,0,0,1,3,0,0,6,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,1,0,1,0,1,0,2,1,3,0,0,2,0,0,4,0,1,2,0,0,2,2,0,0,3,0,0,2,0,5,4,1,2,2,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,2,2,5,2,1,4,1764,1,6,"London : printed for A. Millar, J. and R. Tonson, H. Lintot, and C. Bathurst, MDCCLXIV. [1764].",London,357,male,1688,1744,TRUE,"counsel still be TRUE : Blunt truths more mischief than nice falihoods do; Men must be taught as if you taught them not, 57; And things unknown proposed as things forgot. Without Good breeding, truth is disapprove; That only makes superior sense beloved. Be niggards of advice on no pretence;"
0377001201_000014,Bell's classical arrangement of fugitive poetry. Vol. I.,,93,0,0,0,0,1,0,0,2,0,2,0,0,2,2,1,1,3,0,3,1,5,3,2,1,0,2,4,2,0,1,0,0,2,1,1,6,1,0,0,1,1,1,1,3,0,0,0,0,3,1,2,2,3,0,1,0,0,0,0,1,0,0,0,3,0,1,0,1,1,3,0,1,0,1,2,2,0,1,0,1,0,0,0,3,0,1,3,0,1789,1,1,"London : printed by John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXIX. [1789].",London,178,unknown,,,FALSE,"all other fear rejects. Hence Just Ambition boundless splendours crown, And hence she calls eternity her own. Thus your loved Scipio past his glorious days , Blessed with his kindred's, friend's , and country's praise . Nor ended there the human hero's thought , Nor in the Roman was the"
0229500901_000027,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements; together with All his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,91,0,3,0,0,5,0,0,0,6,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,1,1,0,1,0,0,0,2,0,0,0,0,2,2,1,3,1,4,0,1,2,0,0,0,0,0,1,2,1,0,7,0,1,2,0,0,0,0,2,0,0,1,0,1,0,0,0,2,4,1,2,0,0,1,0,0,0,0,4,2,10,1,0,3,1754,1,10,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson and S. Draper, and C. Bathurst, MDCCLIV. [1754].",London,230,male,1688,1744,TRUE,"of hie age. A fool might once himself alone expose, Now one in very makes many more in prose. Tis with our judgments as our watches, none Go jutl alike , yet each believes his own. 10 In Poets as TRUE . genius is but rare, TRUE Taste as seldom"
0478800100_000004,"Occasional poems, translations, fables, tales, &c. By William Somervile, Esq;",William Somervile,83,0,0,3,2,2,2,1,0,0,1,1,0,0,2,0,0,3,0,3,0,2,1,1,0,0,0,2,0,2,2,0,0,2,1,2,3,0,0,0,1,2,1,0,1,0,0,0,0,0,2,1,2,6,0,1,2,0,0,0,0,0,0,4,4,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,5,1,0,2,1,1727,1,1,"London : printed for Bernard Lintot, at the Cross-Keys between the Temple-Gates, Fleet-Street, M.DCC.XXVII. [1727] [1726].",London,399,male,1675,1742,FALSE,"every Thought , which every Word reveals. * The Letters which marked the spe.¶ators writ by Mr. 4ddijfz. C 4 With * With like Sutccefs, bright Beauty's Goddess tries To veil immortal Charms from mortal Eyes ; Her graceful Port, and her celestial Mien, To her brave Son betray the"
0119000500_000007,Poems by the Right Honourable the late Lord Lyttleton.,"George Lyttelton, 1st Baron Lyttelton",90,0,0,1,2,1,0,1,4,0,0,0,1,1,1,1,1,1,1,2,1,0,3,1,0,0,2,5,0,0,1,0,0,3,1,2,2,0,0,0,1,1,2,0,3,1,0,0,1,0,8,1,4,3,0,1,0,1,0,0,0,1,0,0,3,1,0,0,1,0,1,1,0,0,1,3,0,0,1,1,1,0,0,0,1,2,1,4,1,1777,1,1,"Glasgow : printed by Andrew Foulis, M.DCC.LXXVII. [1777].",Glasgow,86,male,1709,1773,FALSE,"whose friendship is my joy and pride , Whose virtues warm me, and whose preceptsguide; Thou, to whom greatness, rightly understood, Is but a larger power of being good; · Say, Poyntz, amidst the toils of anxious fate , oes not thy secret soul desire retreat? oft thou not with"
0112700501_000013,"Miscellaneous poems and translations, by several hands. Particularly, I. Windsor-Forest, with the Messiah. II. Essay on Criticism. III. Rape of the Lock. IV. Ode on St. Cecilia's Day. V. Verses to the Memory of a Lady. VI. To Mr. Jervas, with Fresnoy's Art of Painting. VII. To a young Lady, with the Works of Voiture. VIII. Eloisa to Abelard. By Mr. Pope.",Alexander Pope,87,4,1,0,1,0,0,2,2,0,0,1,0,1,0,1,1,8,2,3,3,0,1,1,0,2,1,0,0,0,4,2,3,1,3,3,0,0,0,0,1,0,0,0,0,2,1,3,2,0,4,0,1,0,0,0,3,2,1,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,1,0,1,0,0,2,0,0,1,0,0,0,3,0,1722,1,2,"London : printed for Bernard Lintot between the Temple-Gates in Fleetstreet, 1722.",London,278,male,1688,1744,TRUE,"grace salutes their'ear. Tis there that early taint the female soul , Inftrua the eyes of young coquettes to roll, Teach infants cheeks a bidden blush to know ,.. And little hearts to flutter at a beau. Oft when the world imagine women stray, The sylphs through' mystic mazes guide"
1779300100_000008,"The Dunciad, with the prolegomena of Scriblerus in three books, from the new quarto edition, done at London.",Alexander Pope,70,1,0,0,0,2,1,1,0,1,0,0,3,0,1,0,0,2,3,0,2,1,2,2,2,0,0,1,1,3,0,1,2,0,2,0,0,0,0,0,0,2,2,0,0,0,1,0,3,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2,2,0,4,1,1,1,0,1,0,1,0,0,0,1,0,1,0,2,0,1,1,1729,1,1,"[Dublin] : London: printed, and Dublin re-printed by and for James Hoey, and George Faulkner, 1729.",Dublin,50,male,1688,1744,TRUE,"first recalled, run forward to thy mind ; Then firetch thy sight over all her rising reign, And let the past andfuture fire thy brain. Ascend this hill, whose cloudy point commands Qo Her boundleirs Empire over seas and lads. See rotind the Poles where keener fpangiles Thine, Where Spices"
0094101501_000034,"The poems of Alexander Pope, Esq. In three volumes. ...",Alexander Pope,87,4,1,0,1,0,0,2,5,0,2,1,0,2,1,1,2,5,2,5,2,0,1,1,0,3,1,0,1,0,3,4,3,0,2,1,0,1,0,0,1,1,0,0,0,4,0,2,1,0,4,0,1,0,2,0,2,2,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1779,1,3,"London : [s.n.], Printed in the year MDCCLXXIX. [1779].",London,385,male,1688,1744,TRUE,"glowing gems unlocks, And all Arabia breathes from yonder box. The Tortoise here and Elephant unite, 1; Transformed to combs, the speckled and the white. Here files of pins extend their ihining rows, Puffs, Powders, Patches, Bibles, billet-doux. Now awful beauty puts on all its alms j The fair each"
0419900201_000034,"Poems by C. Churchill. In two volumes. ... . Containing the Rosciad, the Apology, Night, the Prophecy of Famine, an Epistle to William Hogarth, and the Ghost, in Four Books.",Charles Churchill,77,4,0,0,0,0,2,0,0,2,2,1,3,1,0,0,2,1,2,0,0,1,0,0,2,1,0,2,1,0,3,0,1,0,1,1,0,0,1,0,2,3,0,0,0,0,0,0,0,2,0,1,1,2,0,1,0,0,1,0,0,5,0,3,0,1,0,1,1,0,2,1,2,1,0,2,1,0,1,0,1,0,0,0,1,5,1,0,1,1769,1,2,"London : printed for John Churchill, (executor to the late C. Churchill) and W. Flexney, opposite Gray's Inn Gate, Holborn, MDCCLXIX: [1769].",London,367,male,1731,1764,TRUE,"POETS themselves, without a crime, Cannot atzer; pt it c'en in Rhime, But But always, on such grand occasion, Prepare a iolemn Invocation, A Posy for grim PLUTO weave, And in smooth numbers ask his leave, But why this Caution? why prepare Rites, needless now? for thrice in air The"
0568901300_000019,"Miscellanies in prose and verse, original and translated. By the Rev. William Rayner, B. A. Of Caius College, Cambridge, And Curate of Worlingworth in Suffolk.","Rayner, William",101,1,0,1,0,4,0,3,1,0,0,0,0,0,0,1,1,3,2,7,0,1,1,0,0,1,6,0,0,0,3,0,0,0,0,4,0,1,0,0,2,0,0,1,1,2,0,0,0,1,8,2,2,4,0,5,2,1,0,0,0,1,0,2,1,4,0,0,0,0,2,1,0,3,0,3,1,0,0,0,1,2,0,1,2,2,2,1,0,1767,1,1,"Ipswich : printed for the author, by E. Craighton and W. Jackson, MDCCLXVII. [1767].",Ipswich,162,male,1741,1800,FALSE,"reach of Art . Then, while the fond expeting lover pressed The ivory Beauty to his throbbing breast, Inftine with life , file met his warm embrace, And hailed him, parent of a future race. So jui a pattern while my soul surveys, She laughs at censure, nor can brook"
0118900300_000058,The muse's banquet: consisting of a select collection of pieces in the different species of poetical composition. By the most celebrated authors.,,79,0,1,3,0,2,1,1,1,2,0,0,0,0,0,0,0,3,0,0,0,3,1,2,0,1,1,2,1,3,0,1,0,3,2,2,1,0,1,0,1,2,4,0,2,2,0,0,1,0,2,1,1,6,0,1,1,0,1,0,0,1,0,1,3,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1779,1,1,"Dublin : printed by Robert Burton, No. 2, Capel-Street, M,DCC,LXXIX. [1779].",Dublin,349,unknown,,,FALSE,"the duff, and rears his reverend head . Then sculpture, and her filter arts revive; Stones .leapt to form , and racks began to live; With sweeter notes. each rising temple rung; A Raphael painted,. and a Vidz sung. Immortal Vida; on whose honoured brow. The poet's bays and critic's"
1217700500_000033,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. To which is prefixed, An essay on elocution. By William Enfield, Lld. Lecturer on the Belles Lettres in the Academy at Warrington.",William Enfield,96,0,0,0,0,1,0,2,0,0,0,0,2,2,3,1,3,1,0,0,2,0,0,1,1,0,0,1,3,5,0,0,0,0,0,1,0,4,1,0,6,1,3,1,1,0,1,0,0,0,6,1,4,1,0,6,0,2,0,0,0,3,0,1,1,0,0,0,2,1,4,1,0,2,1,2,0,0,2,1,1,1,0,1,3,0,0,1,1,1789,1,1,"London : printed for Robert Dodsley, MDCCLXXXIX. [1789].",London,455,male,1741,1797,FALSE,"was meant, God in externals could not place content. Fortune her gifts may variously dispose, And these be happy called, unhappy those; But Heaven's just balance equal will appear, While those are placed in hope, and tlihef in fear; Not present good or ill, the joy or curse, But future"
0302101300_000009,"Miscellaneous poems, by W. Gillum. To which is added a farce, called What will the world say? By the same author.","Gillum, W. (William)           1797",89,0,0,0,1,0,1,0,1,2,0,1,2,2,0,0,0,2,0,1,0,2,1,3,0,1,1,0,2,0,1,0,0,2,0,5,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1,2,3,8,0,12,0,4,0,0,0,0,0,1,3,3,1,1,0,0,0,0,1,0,1,1,0,0,1,1,2,0,0,2,1,3,0,1,0,1787,1,1,"London : printed for W. Lane, Leadenhall-Street, MDCCLXXXVII. [1787].",London,172,unknown,,,FALSE,"that charater expressed! How ?but your gentle hearts can know it befit * In the Beaux Stratagem. D · To NAT U R E. NATURE , thou Guardian of the Infant Muse 0 may thy beauties every thought infuse! From thy great source poetic numbers flow : On thy rich"
0296400101_000012,"The poetical works of Alexander Pope, Esq. In three volumes. ...",Alexander Pope,93,0,0,2,0,6,1,0,1,1,2,1,1,1,2,3,0,0,0,4,0,4,0,0,1,0,0,4,1,1,2,1,2,3,4,3,0,1,0,0,1,0,3,0,2,1,0,0,4,0,1,0,0,2,0,1,0,0,2,0,0,2,0,1,4,0,0,0,0,0,1,2,0,1,1,2,0,0,0,2,2,0,0,0,0,2,1,3,0,1785,1,3,"Glasgow : printed by Andrew Foulis, Printer to the University, M.DCC.LXXXV. [1785].",Glasgow,331,male,1688,1744,TRUE,"my arts shall triumph in the West, ""And the white isle with female power is blessed, ""Same, I foresee, will make reprisals there, "" And the Translator's palm to me transfer. With lets regret my claim I now decline, "" The world will think his English Iliad mine.' E. FENTON."
0890400600_000024,Love and folly. A poem. In four canto's.,"Selden, Ambrose",80,0,0,0,0,5,0,5,1,1,1,0,3,0,0,0,0,0,0,1,1,2,0,0,2,1,2,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,2,1,2,2,1,0,1,1,1,0,0,0,0,5,0,0,0,4,1,0,1,0,0,1,0,2,0,2,0,0,2,0,0,1,2,4,3,2,4,1749,1,1,"London : printed for W. Johnston, at the Golden Ball in St. Paul's Church-Yard, M.DCC.XLIX. [1749].",London,314,unknown,,,FALSE,"Heads o'erload, Yet Are but an ill digetfed Heap Of Fancies lulling Men to Sleep s Who, when at last they waken find, Truth veers with every Breath and Winds Their Works , by Time's severer tefl, Show Human Knowledge is a Jest; For, after all their Labours pafi, Their"
0089800701_000037,"The works of Alexander Pope, Esq. In six volumes, complete. With his last corrections, additions, and improvements; together with all his notes.",Alexander Pope,76,4,1,1,2,0,0,1,1,0,1,0,0,0,1,2,0,4,3,1,1,1,0,1,0,1,2,1,4,1,1,3,1,5,5,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,1,1,1,0,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,0,1767,1,6,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVII. [1767].",Edinburgh,295,male,1688,1744,TRUE,"Ruid faciant crires, rynumfrro tslia cedant - Cattull. de com. Bcrenices; Yer, I. A regi agravi, & c. Virg. ien, 4 L 3 No -> No cheerful breeze this sullen region knows , The dreaded East is all the wind that blows. 20 Here in a grotto, fhelter'd close from"
0081500125_000027,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,91,1,0,0,2,2,0,3,2,1,1,1,1,0,0,0,0,1,0,4,0,3,1,0,1,0,1,0,3,10,2,0,0,1,0,1,0,0,0,0,0,0,1,1,3,1,0,0,3,1,9,0,3,3,0,0,1,0,2,0,0,2,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,3,0,1,1,0,0,1,3,0,2,0,1779,25,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,319,male,1709,1784,TRUE,"name, L y wit , or valour, led to equal fame , They mingle with the gods , that breathed the noble flame: J, Homer shall last like Alexander long , As much recorded, and as often sung. A tree of life is sacred poetry; Srcet is thy fruit, and"
0230000401_000017,"The genuine works in verse and prose, of the Right Honourable George Granville, Lord Lansdowne. ...",George Granville,77,1,1,1,0,3,3,0,1,1,1,2,0,0,0,0,0,1,3,2,1,1,0,0,1,3,1,0,1,3,2,0,0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2,2,0,6,1,1,0,0,0,1,0,2,2,0,1,3,2,0,0,0,1,2,0,0,0,0,0,0,2,0,0,3,2,1,0,1,0,1736,1,3,"London : printed for J. and R. Tonson, at Shakespear's Head in the Strand, and L. Gilliver, J. Clarke, at Homer's Head in Fleetstreet, MDCCXXXVI. [1736].",London,247,male,1667,1735,FALSE,"He Muss sicken too, and die as well as We. IV Those boasted Names of Conquerors and Kings' Are fwallow'd, and become forgotten things: One deftin'd Period Men in common have, The Great, the Base, the Coward, and the Brave, All Food alike forworms, Companions in the Grave, The Prince"
0384000506_000040,"The works of Alexander Pope, Esq. In ten volumes complete. With his last corrections, additions, and improvements. Together with all his notes, as they were delivered to the Editor a little before his Death: printed verbatim from the octavo edition of Mr. Warburton.",Alexander Pope,92,2,0,0,0,5,0,0,0,1,1,0,1,0,0,2,0,4,2,4,0,0,2,1,2,0,2,3,0,1,5,0,0,0,0,3,1,0,0,0,0,0,0,0,5,1,1,0,2,1,4,0,0,1,0,3,0,3,0,0,0,3,0,0,2,1,0,1,0,1,1,1,1,0,2,1,0,0,0,0,2,1,0,1,2,4,4,0,1,1764,6,10,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street; and J. Williams, in Skinner-Row, MDCCLXIV. [1764].",Dublin,229,male,1688,1744,TRUE,"thine through' long succeeding age, So just thy skill, so regular my rage . * Epifj. to Mr. Jervas.] This Epistle, and the two following, were written some years before the rest, and originally print. ed in 1717 Sinit it it the love of Sifer arts we came, And met"
0212000600_000052,"A collection of essays, Epistles and Odes. Essay on Man. Epistles to several Persons. Eloisa to Abelard. The rape of the lock. Messiah. A sacred eclogue. The temple of fame. Ode for music on St. Cecilia's Day. Ode on solitude. Essay on Criticism. The Universal Prayer. By Alexander Pope, Esq;",Alexander Pope,96,0,0,0,0,2,1,2,2,1,1,0,1,0,0,1,1,1,0,3,0,2,1,0,4,0,0,1,2,0,1,0,0,1,2,0,1,0,0,0,0,0,2,0,1,1,0,0,1,3,3,4,4,1,2,3,0,2,1,0,0,0,0,0,6,1,0,1,0,0,0,0,2,3,0,0,0,0,0,5,1,1,0,2,0,14,0,1,0,1758,1,1,"London : printed for T. Daniel, W. Thompson, and J. Steele, in Paternoster-Row, and A. Todd in Fleet-Street, 1758.",London,213,male,1688,1744,TRUE,"fetch and carry nonsense for my Lord . What woeful fluff this madrigal would be, In some ftir'd ackney fonieteer, or iea  ! But let a Lord once own the happy lines, 420 How the wit brightens! how the tfile refines 1 Before his sacred name flies every fault,"
1133700101_000037,"The lady's poetical magazine; or, beauties of British poetry. ...",,78,1,0,0,0,2,0,3,1,1,1,0,0,1,1,2,0,3,1,1,0,1,1,3,0,0,2,0,2,1,3,0,0,1,1,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,5,0,1,4,0,4,2,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,1,2,4,2,0,1,0,0,0,2,0,0,1,2,0,1,0,1791,1,2,"London : printed for Harrison and Co. No. 18, Paternoster-Row, 1791.",London,490,unknown,,,FALSE,"joyful plenty reigns, And Nature laughs amid thy bloomy plains; - Though' all thy liades poetic warith inspire, Tune the rapt soul , and fan the sacred fire; Those plains and fiades shall reach th' appointed date; And all their fading honours yield to fate : Thy wide renown, and"
0583801600_000043,"Miscellaneous poems and translations. By several hands. Particularly The first book of Statius his Thebais translated. The fable of Vertumnus and Pomona, from the fourteenth book of Ovid's Metamorphosis. To a young lady with the works of Voiture. On silence. To the author of a poem intitled Successio. The rape of the lock, an heroi-comical poem. An ode for musick on St. Cecilia's day. Windsor forest, to the Rt. Hon. George Lord Lansdown. An essay on criticism. By Mr. Pope.",Alexander Pope,94,3,1,0,1,0,0,2,1,0,2,1,0,1,1,1,2,7,1,4,3,0,2,0,0,1,0,0,1,2,4,5,3,1,2,1,1,0,1,0,0,0,0,1,0,2,1,4,4,0,4,0,2,0,0,0,6,3,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,1712,1,1,"London : printed for Bernard Lintott between the two Temple Gates in Fleet-street, and William Lewis in Russel-street Covent-Garden, 1714.",London,443,male,1688,1744,TRUE,"take; Thrice the wrought Slipper knocked againrf the [Ground, And firiking Watches the tenth Hour resound. Belinda rose, and midst attending Dames Launched on the Bosom of the silver Thames: A Train of well dreft Youths around her fllone, And every Eye was sixed on her alone; On her white"
1207000111_000054,The works of Jonathan Swift. D.D: D.S.P.D. With notes historical and critical by J. Hawkesworth. L.L.D. And others. Vol. I.,Jonathan Swift,82,2,0,1,0,3,0,3,2,0,1,1,1,0,1,2,0,2,3,0,0,1,0,3,1,0,0,0,2,0,3,1,0,0,0,3,0,0,0,0,2,0,3,0,3,1,1,0,1,0,3,2,3,0,0,0,5,2,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,1,1,5,2,0,0,1767,11,17,"[Dublin] : Printed for J. Williams Dublin, 1767-68.",Dublin,256,male,1667,1745,TRUE,"upon her iand Fioi [ 142 ] From out her breat ('twas there the treasure lay) She drew thy labours to the blaze of day . lthen gazed, and read the charms Ihe could inspire, And taught the li!l'ning audience to admire, H iow tlrong thy flight, how large thy"
0447600201_000059,"The works of Monsieur Boileau. Made English from the last Paris edition, by several hands. To which is prefix'd his life, written to Joseph Addision, Esq; by Mr. Des Maizeaux. And some account of this translation by N. Rowe, Esq; Adorn'd with cuts.",Nicolas Boileau-Despréaux,84,1,0,1,0,4,0,1,3,2,0,0,1,2,0,1,0,1,0,0,1,1,0,2,0,1,0,3,1,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,3,0,1,4,0,2,0,0,0,1,0,2,0,0,2,2,0,1,1,0,1,1,3,4,1,1,0,0,0,3,0,0,0,3,2,4,1,0,6,1712,1,2,"London : printed for E. Sanger at the Post-House, and E. Curll at the Dial and Bible, both in Fleet-Street, MDCCXII. [1712].",London,529,male,1636,1711,FALSE,"our Mock virgil was a while renowned : But * In the orignal, M. Boileau rnmnes i Boolfeller Barbin. + Cotton's Virgil Travelly. M. Boileau, in the Origisla!, rpfleas upon M. Daffoucy wko tranitfled Oirl's 7meramorphoill inmo Doggerel Verse. Bat this low ituff the Town at last despise, And fcorn'd"
1351000902_000009,"Plays and poems, by William Whitehead, Esq. poet laureat, and register and secretary to the Most Honourable Order of the Bath.",William Whitehead,81,1,0,1,0,3,0,0,2,1,0,2,0,3,1,0,0,1,0,3,1,3,0,0,2,0,0,3,0,0,0,0,2,3,1,3,1,2,0,0,1,0,2,1,0,1,0,0,1,1,5,0,1,3,1,2,1,2,1,0,0,0,0,3,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,2,2,1774,2,2,"London : Printed for J. Dodsley, in Pall-Mall, MDCCLXXIV. [1774].",London,331,male,1715,1785,TRUE,"of sentimental comedies may have had upion their audinenes, they have at least made the players men of honour . miss FLA; CK. ytou are a villain! mrvs. TWINKLE. He talks very finely though' for all that, miss frack -- and is a very pretty man too. -- I writhi"
