PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(arrear),termFreq(assign),termFreq(cafe),termFreq(cattl),termFreq(charg),termFreq(common),termFreq(condit),termFreq(court),termFreq(coven),termFreq(death),termFreq(debt),termFreq(deed),termFreq(defend),termFreq(demand),termFreq(demis),termFreq(dure),termFreq(enter),termFreq(entri),termFreq(estat),termFreq(executor),termFreq(farm),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(land),termFreq(landlord),termFreq(law),termFreq(leaf),termFreq(leas),termFreq(lesse),termFreq(lessor),termFreq(life),termFreq(live),termFreq(manor),termFreq(paid),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(pound),termFreq(profit),termFreq(rent),termFreq(reserv),termFreq(revers),termFreq(servic),termFreq(statut),termFreq(tail),termFreq(taken),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(void),termFreq(wife),termFreq(word),termFreq(yearli),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0526300500_000009,"The landlord's pocket lawyer; or, the complete landlord and tenant: containing the whole law concerning landlords, tenants, and lodgers, explained in a familiar manner: More Particularly, 1. The Acts of Parliament and adjudged Cases down to the Year 1781, relative to Distress; shewing in what Cases a Landlord may and may not distrain; and what Things are distrainable, and what are not; together with the Manner, &c. of making a Distress. 2. Also the whole Law concerning replevying of Distresses; wherein ample Instructions are given, which are equally essential to be known by both Landlord and Tenant. 3. Of Leases, Covenants, and Conditions, Provisoes and Reserved Rents, Surrenders, and Assignments of Leases. 4. Forms of Notices for quitting Houses, Lands, Premises, or Lodgings. 5. Memorandums, or Agreements for letting Houses, Lands, Premises ur Apartments. 6. Forms gf Leases, Bills of Sale, and other useful Precedents, which are occasionally wanted in the Transactions between Landlords and Tenants. 7. Of the several Kinds of Tenures or Estates. 8. The Law concerning Ejectments. 9. Of recovering Rents from Lodgers, and the most effectual Method of turning them out of Possession, &c. A Work of the utmost Utility to Landlords and Tenants, as it will enable each to be upon his Guard against any Impositions or Mistakes committed by the other; and it cannot fail of being extremely useful to Gentlemen of the Law, Farmers, Stewards, Agents, and to the Majority of Mankind; as there are very few Individuals who may not with Propriety be classed among Landlords, Tenants, or Lodgers. A new edition, being the third. By Walter Robinson, Esq. Barrister at Law.","Robinson, Walter",167,0,2,4,0,0,0,0,0,0,3,1,4,6,0,0,4,1,2,3,0,1,1,3,2,2,2,3,3,0,12,0,2,0,22,12,10,2,3,0,1,0,6,0,0,0,13,7,0,0,1,3,1,8,2,6,3,4,2,0,1781,1,1,"London : printed for S. Bladon, No. 13, in Pater-Noster-Row, MDCCLXXXI. [1781].",London,111,unknown,,,FALSE,"made by deed in writing of oneof them, a person may have an action of debt by way of contra, but he cannot distrain. If a lessee enters before his term commences, and continues in possession after, he is a disseisor the whole time. I Lev. 46 If a tenant"
1216100300_000004,"A complete guide to landlords, tenants, and lodgers; being a methodical arrangement of the whole law as it now stands, respecting the taking or letting of lands, houses, or apartments, giving Warning, or Notices to quit; ejecting, seizing for rent, repairs, &c. With forms of leases, agreements, assignments, surrenders, notices, receipts for rent, &c. In a great Variety of Situations, whether as lessor, lessee, or tenant at will, Communicated in an easy and familiar Manner. Including ample Instructions for Landlords to conduct themselves legally and securely towards their Tenants; and to enable Tenants to guard against encroaching Landlords. With clear and practical directions for making a distress for rent, &c. with all new adjudged cases and Acts of Parliament, down to 1799. By Robert Sutton, barrister at law.","Sutton, Robert",134,0,3,2,3,0,0,3,1,0,6,3,4,0,0,2,4,0,0,2,1,6,0,0,0,6,0,1,0,0,5,3,1,1,10,3,7,2,0,0,2,2,2,0,0,2,30,3,2,0,0,1,1,4,2,3,1,0,0,0,1800,1,1,"London : printed for W. and J. Stratford, Holborn-Hill, [1800?].",London,111,unknown,,,FALSE,"becomes, by such acceptance, a good ease. So also if a lessor once accept rent from theaffignee of the term , knowing of the assignment , he cannot afterwvards bring an a ion of debt against the lessee for rent due after the atfignment. The lefior, however, or his agent,"
1549400700_000009,"The landlord's pocket lawyer; or, The complete landlord and tenant: Containing the whole law concerning landlords, tenants, and lodgers, explained in a familiar manner: more particularly, 1. The acts of Parliament and adjudged cases down to the year 1779, relative to distress; shewing in what cases a landlord may and may not distrain; and what things are distrainable, and what are not; together with the manner, &c. of making a distress. 2. Also the whole law concerning replevying of distresses; wherein ample instructions are given, which are equally essential to be known by both landlord and tenant. 3. Of leases, covenants, and conditions, provisoes and reserved rents, surrenders, and assignments of leases. 4. Forms of notices for quitting houses, lands, premises, or lodgings. 5. Memorandums, or agreements for letting houses, lands, premises or apartments. 6. Forms of leases, bills of sale, and other useful precedents, which are occasionally wanted in the transactions between landlords and tenants. 7. Of the several kinds of tenures or estates. 8. The law concerning ejectments. 9. Of recovering rents from lodgers, and the mose essectual method of turning them out of possession, &c. A work of the utmost utility to landlords and tenants, as it will enable each to be upon his guard against any impositions or mistakes committed by the other; and it cannot fail of being extremely useful to gentlemen of the law, farmers, stewards, agents, and to the majority of mankind; as there are very few individuals who may not with propriety be classed among landlords, tenants, or lodgers. By Walter Robinson, Esq. barrister at law.","Robinson, Walter",165,0,2,1,2,0,0,0,0,0,1,1,3,4,0,1,7,2,1,4,0,3,1,1,0,6,2,3,2,0,12,0,3,0,20,14,10,1,2,0,1,0,5,0,0,0,10,5,0,0,0,4,1,7,2,9,3,6,3,0,1780,1,1,"London : Printed for S. Bladon, in Pater-noster Row, MDCCLXXX. [1780].",London,112,unknown,,,FALSE,"8 13 Eliz. and 18 Eliz. any person seized of lands , tenements , ein fee fimple, may demise the same for any time or number of years he thinks proper. A person of full age, being tenant in tail of lands , tene Tenant iq ments, Sc. may, by"
1535502500_000008,"Every landlord or tenant his own lawyer; Or, The whole law respecting landlords, tenants, and lodgers; laid down in a simple, easy, and comprehensive manner, free from the technical terms of the law. Containing the most approved forms of notices to quit premises: directions for making and compleating a distress, and for replevying goods when illegally taken, also memorandums for letting houses, lands, or apartments by agreement, or on lease; and various precedents of leases, and other useful deeds, as settled by the most eminent council. Together with an abstract of an act of the 15th George III. for regulating buildings and party-walls in London, and its environs. The second edition. With considerable additions and improvements, particularly as to registering of deeds, and the law and practice of replevin and ejectment. By John Paul, barrister at law. author of The constable, churchwarden, overseer, and suveyor of the highways guide, and other law tracts.","Paul, John",138,1,5,3,2,0,0,0,2,0,3,0,4,1,0,1,2,0,0,1,2,3,0,5,0,1,0,0,3,0,9,0,1,0,9,10,9,0,0,2,1,7,2,0,0,1,26,4,2,0,0,1,0,9,1,3,2,0,0,0,1775,1,1,"London : Printed by W. Strahan and M. Woodfall, law printers to His Majesty; for Richardson and Urquhart, under the Royal Exchange, 1775.",London,193,male,1707,1787,FALSE,"have them, unless it be to build withal, where houses are in decay; but if they are dotards or pollards without timber, which bear neither leaves nor fruit in summer, the tenant stall have such when they are blown down. Eflovers granted to be burnt in an house , go"
0838400100_000654,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the history and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The sixth edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, Gent.",Giles Jacob,128,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,5,2,2,1,3,2,1,1,3,1,18,1,2,2,4,7,6,2,1,0,3,1,4,0,0,0,17,3,1,0,3,2,0,12,2,4,2,1,1,1,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, J. and P. Knapton, S. Birt, T. Longman, H. Lintot, C. Hitch and L. Hawes, S. Austin, J. Hodges, A. Millar, C. Corbett, J. and J. Rivington, J. Ward, and W. Johnston, MDCCL. [1750].",London,833,male,1686,1744,FALSE,"such a Tenant is burnt down by Negligence, Afion lies not against the Tenant ; but Acion lies for voluntary Waite, in pulling down Houses , oi cutting Wood, C; Rrp. 13 By Stat. 6 & io Ane. 14 No Action shall be brought against any Person in whose House"
0977400200_000032,"The laws relating to landlords and tenants; or, Every landlord and tenant his own lawyer; containing The whole Law respecting Landlords, Tenants, and Lodgers, laid down in a Plain, Easy, and Comprehensive Manner; to which are added The most approved Forms of Notices to quit, Directions for making a Distress, and for Replevying Goods when illegally taken: also Memorandums for letting Houses, Lands, and Apartments by Agreement, or on Lease; and various Precedents of Leases, and other Useful Deeds, as settled by the most eminent Counsel. With considerable Additions and Improvements, from the Reports of Sayer, Burrow, Blackstone, Lofft, Douglas, and the Term Reports, both in the King's Bench and Common Pleas, to the Commencement of Michaelmas Term, in the Thirty Fifth Year of George the Third. By John Paul, Barrister at Law, Author of Constable, Churchwarden, Overseer, Surveyor, and Highway Guide, and other Law Tracts. Revised and corrected By George Wilson, Serjeant at Law.","Paul, John",178,0,2,3,2,0,1,1,1,0,1,3,2,0,0,1,8,1,0,0,2,4,0,4,0,9,0,1,0,0,7,3,5,1,10,6,6,2,0,0,3,4,3,0,0,1,41,11,2,0,0,1,0,11,0,13,0,2,0,0,1795,1,1,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's most excellent Majesty; for W. Richardson, at the Royal-Exchange; and G. G. and J. Robinson, Paternoster-Row, 1795.",London,218,male,1707,1787,FALSE,"him and his heirs generally, a .- it will on the death of the lessor , become payable, by intendment of law , to the heir in tail : So also, if a tenant (s) Ante p. 6 for life , who is empowered to make leases (b), demises the."
0171700200_000068,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,127,0,1,2,1,0,0,0,0,0,3,1,0,3,0,1,3,3,0,0,3,9,3,3,2,3,1,3,0,0,9,2,4,0,10,3,6,1,0,0,3,1,0,0,2,1,16,2,0,0,1,0,0,7,5,6,1,0,0,2,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for R. Ware, A. Ward, S. Birt, T. Longman, R. Hett, J. Hodges, C. Hitch, C. Corbett, and J. Hazard and J. Wright, 1740.",London,477,male,1686,1744,FALSE,"S. lhrt.46. 4 Rep. 62 I Rep. Si. The Lessor making a Lease may not refer Rent to any other but himself, his Heirs , ¢. and if he reserves a Rent to his Executors , the Rent shall be to the Heir , as incident to the Re. version"
0407300300_000006,"Every landlord or tenant his own lawyer; or, the whole law respecting landlords, tenants, and lodgers; laid down in a simple, easy, and comprehensive manner, free from the technical terms of the law. Containing The most approved Forms of Notices to quit Premises: Directions for making and compleating a Distress, and for Replevying Goods when illegally taken. Also Memorandums for letting Houses, Lands, or Apartments by Agreement, or on Lease; and various Precedents of Leases, and other Useful Deeds, as settled by the most eminent Counsel. With the real Method of proceeding to dispossess a bad Tenant, and of defending Possession when a Tenant is Oppressed, or Injured, by his Landlord. Together With an Abstract of an Act of the 15th George III. for regulating Buildings and Party-Walls in London, and its Environs. By John Paul, Barrister at Law. Author of the Constable, Churchwarden, Overseer, and Surveyor of the Highways Guide, and other Law Tracts.","Paul, John",169,0,3,4,2,0,0,0,0,0,1,1,3,4,0,0,8,2,1,3,0,3,0,3,1,5,2,3,3,0,13,0,3,0,21,10,7,2,2,0,1,0,4,0,0,0,12,6,0,0,0,3,1,7,2,9,5,6,3,0,1775,1,1,"London : printed by W. Strahan and M. Woodfall, Law Printers to his Majesty ; for Richardson and Urquhart, under the Royal Exchange, 1775.",London,146,male,1707,1787,FALSE,"same void . If a tenant for life in lands , L'c. leases the same for a certain number of years, and the lessee assigns such lands by parol without deed rendering rent , though' such assignment operates as a surrender, yet it is not an express surrender; and if"
0408400200_000040,"A law grammar; or rudiments of the law: compiled from the grounds, principles, Maxims, Terms, Words of Art, Rules, and Moot-Points of our law, in a new, easy and very concise method. For the particular Instruction Of all young Gentlemen, either at School, Colleges, or the Universities, or privately educated, Attorneys Clerks, and other Persons; whereby they will acquire a great deal more useful Learning in the Law, than by any of the Books yet published. By Giles Jacob, Gent. Author of the Law Dictionary.",Giles Jacob,151,0,1,1,3,1,0,1,1,0,2,0,0,0,0,0,1,1,2,0,0,5,0,10,3,6,1,2,1,1,15,4,3,0,18,4,8,2,1,0,3,1,4,0,0,1,20,3,2,0,0,0,2,6,1,5,2,1,1,1,1775,1,1,"London : printed by His Majesty's Law Printers, for W. Strahan; P. Uriel in Inner-Temple Lane; W. Owen between the Temple Gates Fleet street; and T. Caslon near Stationers Hall, [1775?].",London,213,male,1686,1744,FALSE,"ion able to grant , and a Grantee capable of the Thing Thing granted , fomethiag granted as is grantable; it is to be done in the Manner the Law requires, and there must be an Acceptance of the Grant by him to whom made. One attainted of Treason or"
0596000201_000041,"The practical conveyancer: in two parts. Part I. Containing rules and instructions for drawing all sorts of deeds for the conveying of estates and interests, whether Real or Personal, in Possession or Expectancy. Also Particular Rules for the Exposition of Deeds, Wills, &c. and of the most material Words used in Conveyances: Together With The Resolutions of the several Courts at Westminster, in Cases wherein Difficulties have arisen touching the Words and Clauses in Deeds, Devises, &c. The Whole extracted from the Reports at large of the said Cases, and from the New Abridgment of the Law, &c. and alphabetically digested under proper Heads. Part II. Being the first part reduced into practice, in a choice collection of the most useful precedents, viz. Marriage-Settlements, Bargains and Sales, Leases, Leases and Releases, Deeds of Copartnership, of Exchange, of Release and Confirmation; Mortgages, Surrenders, Wills, Letters of Attorney, Assignments of Stocks and Exchequer Annuities, Ecclesiastical Instruments, &c. which in this New Edition are properly Methodized and Referred. By John Lilly, Gent. The third edition corrected, and continued down to this present time, by a barrister of Lincoln's Inn. To which is now added a complete collection of the most useful cases in Chancery, under all the Titles of Conveyancing: Alphabetically digested and Common-Placed from the Reports of Vernon, Peere Williams, The Abridgment of Cases in Equity, &c.","Lilly, John",127,0,3,1,1,1,0,0,5,0,2,2,2,1,3,2,2,1,1,1,2,1,0,0,1,2,2,3,1,0,2,5,1,0,19,2,4,4,3,0,2,3,3,1,0,0,15,0,0,0,2,0,1,14,0,3,1,0,1,1,1742,1,2,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edward Sayer, Esq;) for Thomas Osborne in Gray's Inn, and Edward Wicksteed at the Black Swan in Newgate-Street near Warwick-Lane, MDCCXLII. [1742].",London,565,male,,,FALSE,"Diltreffes may be taken for Rent off the Premises, and after the Lease determined, by 8 Annae, 327 Action of Debt lies for Rent on a Lease for Life , ibid. Tenants for Life or Years, holding over Lands after the End of their Terms ,, to pay double the"
1535502500_000010,"Every landlord or tenant his own lawyer; Or, The whole law respecting landlords, tenants, and lodgers; laid down in a simple, easy, and comprehensive manner, free from the technical terms of the law. Containing the most approved forms of notices to quit premises: directions for making and compleating a distress, and for replevying goods when illegally taken, also memorandums for letting houses, lands, or apartments by agreement, or on lease; and various precedents of leases, and other useful deeds, as settled by the most eminent council. Together with an abstract of an act of the 15th George III. for regulating buildings and party-walls in London, and its environs. The second edition. With considerable additions and improvements, particularly as to registering of deeds, and the law and practice of replevin and ejectment. By John Paul, barrister at law. author of The constable, churchwarden, overseer, and suveyor of the highways guide, and other law tracts.","Paul, John",175,1,0,1,4,0,1,1,5,0,1,1,2,0,1,9,2,0,3,9,1,1,0,0,0,5,0,1,0,0,8,10,5,0,20,5,6,3,0,0,2,4,4,1,0,1,37,6,2,0,0,0,0,8,0,1,1,1,1,0,1775,1,1,"London : Printed by W. Strahan and M. Woodfall, law printers to His Majesty; for Richardson and Urquhart, under the Royal Exchange, 1775.",London,193,male,1707,1787,FALSE,"they lease the same. at a reserved rent , if the husband dies, and the wife ,, before the rent becomes due, marries again, and such second husband accepts the rent , and dies, this acceptance of the second husband confirms the lease . A person demising land for life"
0120300101_000054,"The accomplish'd conveyancer. Containing, the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law relating to all sorts of conveyances and deeds in general, ... By Giles Jacob, ...",Giles Jacob,155,0,0,3,2,0,0,0,6,0,4,4,1,7,5,4,5,3,1,1,2,2,0,5,6,3,0,0,2,0,6,0,0,2,24,3,3,8,1,0,3,1,2,4,0,0,12,2,2,2,0,0,0,3,0,6,5,0,0,0,1714,1,3,"[London] : In the Savoy: printed by J. Nutt, assignee of Edward Sayer Esq; for B. Lintott, 1714-15.",London,519,male,1686,1744,FALSE,"Cafe , so soon as the Thing doth happen, the Lease is void ipjofalo, without any re entry , chut if a Lease for Life be made orl such Condition , tonne, in this Cafe the Lessor must enter , c. before the Lease will be void .; Co. 6y."
0348200300_000067,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrests, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, the Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace Constables, &c. Vii. Of Publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In all Cases whatsoever.",Giles Jacob,153,0,0,1,2,1,0,1,0,0,1,2,0,1,0,0,2,0,2,2,5,3,1,5,0,3,0,1,1,0,13,2,2,0,33,7,10,13,2,0,0,1,3,0,0,1,9,2,2,0,2,3,0,6,2,4,1,0,0,1,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, S. Birt, T. Longman, R. Hett, C. Hitch, J. Hodges, W. and D. Baker, J. and J. Rivington, and J. Ward, 1750.",London,478,male,1686,1744,FALSE,"the Profits , c. which passeth an Interest, amounts to the same. 29 Car. 2 I Ing. 43 Cro. Eliz, 486 3 Salk. 223 Leases may be for Life or Years, of anything that lies in Livery or Grant ; but a Lease for Life , which requires Livery of"
0174000800_000008,"The modern practice of distress and replevin: wherein is laid down the theory and practice of that branch of the law, In A Plain and Explicit Manner; So as to afford Instruction to every Inquirer, whether of the Profession or not. By an old practitioner.",Old practitioner,132,0,0,2,1,0,0,0,3,0,3,2,2,2,2,5,3,0,5,7,3,2,1,1,2,1,0,1,2,0,11,3,2,0,16,6,1,1,0,0,1,1,2,1,0,1,12,1,0,0,0,0,1,8,0,5,2,4,2,1,1776,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street, MDCCLXXVI. [1776].",London,245,unknown,,,FALSE,"does not empower the lessee to bring an action of irefpafs, until he has taken actual pofeffeion thereof; but the words bargain and fll for a pe cuniaty consideration, though ever so finall, if inserted therein, give the party immediate possession as soon as the deed is executed, and enable"
0174000800_000004,"The modern practice of distress and replevin: wherein is laid down the theory and practice of that branch of the law, In A Plain and Explicit Manner; So as to afford Instruction to every Inquirer, whether of the Profession or not. By an old practitioner.",Old practitioner,181,0,3,2,0,0,0,10,0,0,1,0,6,5,0,0,3,1,0,3,3,2,0,3,0,3,1,6,1,0,13,0,0,0,17,6,5,5,1,0,1,0,5,0,0,1,21,9,0,0,2,6,0,17,3,6,4,6,0,0,1776,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's Most Excellent Majesty : for G. Kearsly, No. 46. near Serjeant's Inn, Fleet-Street, MDCCLXXVI. [1776].",London,245,unknown,,,FALSE,"session with others in chattels real or personal , as leftees, Fc. Where several joint tenants for life , and one grants a term out of his moiety for a certain annual rent , but dies before such term is expired, it holds against the survivor; but the rent ceases."
0122200400_000086,"The compleat attorney's practice in English, in the courts of King's Bench and Common Pleas At Westminster. Containing The best Rules and Methods of Practice therein, from the Commencement of the Action to the Execution; and also Forms of Original and Judicial Writs and Processes, and the greatest Variety of Precedents of Declarations, Pleadings, Demurrers, Issues, and Records for Trial, Judgments, Writs of Error, Habeas Corpus's, Prohibitions, Informations, &c. of any Book hitherto publish'd. Likewise the Law of Actions; whether Personal, as Debt, Case, Covenant, Trespass, Trover, Slander, &c. or Real, as Ejectments, Assises, Formedons, Dower, &c. with particular Directions how to prosecute them. All regulated and compleated, Agreeable to the late Statutes for altering and amending the Law. Volume II.",Giles Jacob,109,3,6,0,2,0,0,0,1,4,1,0,1,0,1,3,7,1,2,2,1,4,3,3,1,0,0,6,0,0,5,3,2,0,3,6,6,2,1,0,0,0,7,1,0,2,6,0,0,1,1,0,0,3,1,5,1,0,0,1,1737,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq; for F. Clay, at the Bible without Temple-Bar; and H. Lintot, at the Cross-Keys, over-against St. Dunstan's Church in Fleetstreet, MDCCXXXVII. [1737].",London,513,male,1686,1744,FALSE,"every Term , and at all other Times when required, flew to any Persons that shall demand the same, their Alphabetical Paper of Ejectments moved or delivered into Court . Ord. Ilill. 2 Geo. 2 By an Ac 6; z. C 8s. Persons possessed as Guardians or Trustees, or seifed"
0595400100_000082,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, ...",Giles Jacob,141,0,1,0,8,0,0,4,0,3,1,2,1,1,4,0,1,1,0,1,3,4,0,0,0,1,2,2,0,0,6,2,6,0,7,2,5,9,1,0,2,2,2,1,0,0,18,1,1,0,5,7,0,19,1,0,1,1,2,0,1788,1,1,"London : printed by A. Strahan, and W. Woodfall for J. F. and C. Rivington, T. Longman, W. Richardson, G. G. J. and J. Robinson [and 7 others in London], 1788.",London,530,male,1686,1744,FALSE,"reversion of the land : if a lessor dies before the day of payment of rent , the heir shall have it; but if it becomes due in the lessor's lifetime, and be not received, it shall go to his executors . The lessor may distrain in the tenements letten"
0406200200_000028,"Tenants law: or, the laws concerning landlords, tenants, and farmers. (viz.) 1. Of the several Kinds of Tenures, as well Freehold as Copyhold. 2. Of Leases, Covenants, Surrenders, Assignments, &c. 3. Of Rent: Acceptance and Extinguishment thereof. 4. Of Crops growing, and Trees blown down, &c. who are entitled to them. 5. Of Distresses, Replevins, and Rescous. 6. Of Waste in Buildings, Lands, Woods, &c. whether voluntary or permissive. 7. Of Common for Cattle. 8. Of Frauds in buying and selling Lands or Goods. 9. Of Trespasses and Nusances. 10. Of the late Act to prevent Fires; and Rules to be observed in erecting of new Buildings about London. Useful for all Landlords, Tenants, Farmers, Stewards, Agents, Solicitors, and others, concerned in the buying, selling or letting of estates. The seventh edition. In which are added all such Acts of Parliament and Resolutions as relate to these Subjects, down to the present year 1718.",,185,6,0,7,8,0,0,0,1,0,2,5,0,0,1,4,1,2,2,5,1,7,0,1,0,17,0,0,0,0,5,2,7,0,14,4,15,1,1,0,2,3,0,1,0,0,30,14,5,0,0,0,0,1,0,4,2,3,1,0,1718,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling (assigns of Edw. Sayer Esq;) and sold by J. Walthoe, in the Temple Cloisters; and J. Walthoe Junr, against the Royal-Exchange in Cornhill, 1718.",London,382,unknown,,,FALSE,"""h""w. himself and his Heirs ; for that it appears, if a Man seifed in Fee makes a Lease for Years, reserving Rent to himself and his Assigns , this Rent is extin& after the Lessor's Death , because it was not reserved : to the Lelffo and his Heirs"
1535502500_000009,"Every landlord or tenant his own lawyer; Or, The whole law respecting landlords, tenants, and lodgers; laid down in a simple, easy, and comprehensive manner, free from the technical terms of the law. Containing the most approved forms of notices to quit premises: directions for making and compleating a distress, and for replevying goods when illegally taken, also memorandums for letting houses, lands, or apartments by agreement, or on lease; and various precedents of leases, and other useful deeds, as settled by the most eminent council. Together with an abstract of an act of the 15th George III. for regulating buildings and party-walls in London, and its environs. The second edition. With considerable additions and improvements, particularly as to registering of deeds, and the law and practice of replevin and ejectment. By John Paul, barrister at law. author of The constable, churchwarden, overseer, and suveyor of the highways guide, and other law tracts.","Paul, John",178,0,1,5,3,0,2,2,1,0,3,0,3,2,0,1,3,1,0,0,0,2,0,5,2,1,0,4,0,0,7,5,1,0,14,9,7,0,0,0,3,11,3,0,0,0,39,9,3,0,0,0,0,12,0,9,1,3,0,1,1775,1,1,"London : Printed by W. Strahan and M. Woodfall, law printers to His Majesty; for Richardson and Urquhart, under the Royal Exchange, 1775.",London,193,male,1707,1787,FALSE,"his bond; or if the tenant be put out of the land by a itranger, who keeps possession thereof until a day of payment of rent be past, he must pay such rent on the day whereon it was agreed to be paid , or he incurs the forfeiture aforesaid,"
0525900500_000031,"The laws relating to landlords and tenants; or, every landlord and tenant his own lawyer; containing the whole law respecting landlords, tenants, and lodgers, laid down in a plain, easy, and comprehensive manner; to which are added The most approved Forms of Notices to quit, Directions for making a Distress, and for Replevying Goods when illegally taken: also Memorandums for letting Houses, Lands, and Apartments by Agreement, or on Lease; and various Precedents of Leases, and other Useful Deeds, as settled by the most eminent Counsel. By John Paul, Barrister at Law, Author of the Constable, Churchwarden, Overseer, Surveyor, and Highway Guide, and other Law Tracts. Revised and corrected by George Wilson, Serjeant at Law.","Paul, John",177,0,1,4,1,0,1,2,2,0,1,1,2,2,0,3,4,1,1,0,1,3,0,5,2,2,0,3,0,0,11,3,2,0,13,3,2,1,0,0,3,6,5,0,0,2,44,11,4,0,0,0,0,10,0,11,0,4,0,0,1791,1,1,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty ; for W. Richardson, at the Royal-Exchange ; and G.G.J. and J. Robinson, Paternoster-Row, 1791.",London,207,male,1707,1787,FALSE,"at a reserved rent , and die within the L Co. 12s. 5 Cow. Dig, term , the rent in arrear at the time of his death becomes 425 payable to the peiflnal repref'iiinative of the Icflor, and does not go to his heirs , because rent once due becomes"
