PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(appear),termFreq(appoint),termFreq(better),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(chariti),termFreq(children),termFreq(church),termFreq(citi),termFreq(counti),termFreq(court),termFreq(famili),termFreq(gave),termFreq(gener),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(inhabit),termFreq(justic),termFreq(king),termFreq(labour),termFreq(laid),termFreq(land),termFreq(law),termFreq(littl),termFreq(live),termFreq(mean),termFreq(monei),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parish),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(poor),termFreq(pound),termFreq(power),termFreq(present),termFreq(provid),termFreq(rate),termFreq(reason),termFreq(receiv),termFreq(relief),termFreq(remov),termFreq(rich),termFreq(school),termFreq(set),termFreq(settlement),termFreq(tax),termFreq(think),termFreq(town),termFreq(want),termFreq(wife),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0232104300_000064,"Parish law: or, a guide to justices of the peace, ministers, churchwardens, Overseers of the Poor, Constables, Surveyors of the Highways, Vestry-Clerks, and all others concern'd in parish business: compiled from the common, statute, and other authentick books; as also from some adjudged Cases never before published: together with correct forms of warrants, commitments, Indictments, Presentments, Convictions, &c. To which is added a choice collection of precedents for Justices of the Peace, communicated by an able Hand. With a New and Correct Table. By Joseph Shaw, Esq;","Shaw, Joseph",109,1,0,0,0,1,1,3,2,0,1,0,1,0,0,0,0,0,0,7,0,5,2,3,0,1,0,0,5,0,1,0,2,2,5,0,10,2,0,13,16,0,0,0,0,1,3,1,6,4,0,0,0,3,1,0,3,0,0,3,1748,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for R. Ware, at the Bible and Sun on Ludgate Hill; and J. Nourse, at the Lamb, opposite Katherine-Street in the Strand, MDCCXLVIII. [1748].",London,408,male,1671,1733,FALSE,"G.. C 7 order Relief to any poor Person , before Oath be made before No [lrice to such Jullice of reasonable Cause , and that the Person had ap ill after Appli plied to the Parishioners at some vestry or public Meeting, cation made ro or to two of"
0407500403_000019,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and one of his Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The fourteenth edition: to which is added an appendix, including the Statutes of the last Session of Parliament (20 G. 3.) and some adjudged Cases. In four volumes. ...",Richard Burn,92,2,2,0,0,0,0,0,5,6,1,0,1,7,0,0,0,2,0,10,0,4,1,0,2,0,0,8,0,0,2,0,0,4,0,0,3,0,0,8,3,2,1,0,1,4,0,2,2,0,0,2,0,0,4,0,2,1,0,0,1780,3,4,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, in the Strand, M.DCC.LXXX. [1780].",London,587,male,1709,1785,FALSE,"year or more. 6 Receivers of fee-farm rents, or other chief rents due fee ftri rrnts to the king , or to any person claiming by grant or purchase o the "". ""'a from him (by which are meant such fee-farm rents only, as are answerable to the king ,"
0241700300_000047,"The country lawyer: containing, not only large abstracts of the several Acts of Parliament, ON The Following Heads, but all the doctrine and adjudged cases, And every Thing relating to each Subject, with the Authorities. Landlord and Tenant. Trespass on Grounds. Right of Common. Woods. Game. Dogs. Estrays. Clergy. Tithes. Church. Church-Wardens. Poor. Constable. Nusance. Highways & Turnpikes. Servants, and Tax. Assault. Horses, and Tax. Carriages, and Tax. General Post. House-Tax. Shop-Tax. Window-Tax. Hat-Tax. Glove-Tax. Auction Tax. Receipts Tax. Bills of Exchange and Notes Tax. By Dr. John Trusler. Not only useful but necessary to every Person living in the Country, or elsewhere.",John Trusler,98,1,4,0,0,0,1,0,2,0,1,4,0,1,2,0,0,1,0,3,0,1,2,10,1,0,1,2,0,0,2,0,2,2,0,1,6,0,0,9,8,0,0,0,1,17,1,1,2,4,0,0,0,0,2,1,0,0,0,2,1786,1,1,"London : sold by J. Murray, No. 32, Fleet-Street. M,D,LXXXVI, MDLXXXVI [1786].",London,227,male,1735,1820,TRUE,"them being poor , as are riot able to work ; and also for the putting out poor children ap prehtices. 43 Ehz. C 2... 46 Where persons Shall come into or occupy any premifts, out of which any other person assessed stall be removed , or which, at the"
0314300301_000037,"The works of William Hay, Esq. ...","Hay, William",87,0,0,0,0,1,2,2,3,0,0,0,0,0,0,2,0,4,0,1,0,1,1,3,1,0,0,1,4,3,0,1,0,2,3,0,2,2,1,8,9,0,1,1,0,1,1,0,3,7,0,0,1,3,1,2,0,4,0,5,1794,1,2,"London : printed by J. Nichols; and sold by J. Dodsley, Pall-Mall; J. Robson, New Bond-Street; and B. and J. White, Fleet-Street, 1794.",London,331,male,1695,1755,FALSE,"or, which would be much better , every poor Person should be put on the Foot of a Certificate man, and not be removable till he is actually chargeable; and it might be added too, that after continuing so long in a Place without being chargeable, that then he should"
1247900600_000147,"The acts of Assembly, now in force, in the colony of Virginia. With an exact table to the whole. Published by order of the General Assembly.",Virginia. General Assembly,109,2,0,2,0,0,3,4,2,0,2,0,0,5,3,1,0,0,0,0,3,1,4,8,0,3,1,0,5,0,0,2,0,0,2,2,11,5,0,24,3,1,0,0,1,0,1,2,0,1,0,0,0,3,0,1,0,0,1,0,1769,1,1,"Williamsburg [Va.] : Printed by W. Rind, A. Purdie, and J. Dixon, MDCCLXIX. [1769].",Williamsburg,585,unknown,,,FALSE,"enabled, by the Authority of the tained wiitourt /ame, tihat it shall not be lawful to and for any Inhabitant of this Colony to en a Certificate tertain, hire, or employ, in his or her House , above the Space of forty eight Hours, any Person or Persons whatsoever, being"
0233100103_000197,"The present practice of a justice of the peace; and a complete library of parish law. Containing the substance of all the statutes and adjudged cases, down to the year 1790, which point out the Duty and Present Practice of Justices of the Peace, Sheriffs, Under-Sheriffs, Clergymen, Church-Wardens, Overseers, High Constables, Surveyors of the Highway, Constables, Headboroughs, And other County, Ward, and Parish-Officers. By the Rev. Edward Barry, LL.D.","Barry, Edward",91,2,2,6,1,0,4,6,2,0,0,1,0,7,0,0,0,1,0,5,2,2,1,4,0,0,1,0,1,0,0,0,2,1,0,5,5,2,0,2,6,0,0,2,3,6,3,0,3,0,0,0,1,0,0,0,0,2,0,0,1790,3,4,"London : printed for the proprietors, and sold by Mess. Simmonds , Pater-Noster Row ; Butters , No. 79, Fleet-Street ; Fletcher, Oxford; and Hodson, Cambridge, MDCCXC. [1790].",London,562,male,1759,1822,FALSE,"certified in the warrant), the goods maybe levied in filch other county or precincl, by virtue of such warrant and certificate'; and any person who ( hall be aggrieved by such distress, may appeal to the next sessions for the county Appeal. or precinct where the assessment was made. But"
0406301003_000018,"The justice of the peace, and parish officer. By Richard Burn, L.L.D. Chancellor of the Diocese of Carlisle, and one of his Majesty's Justices of the Peace for the County of Westmorland. The tenth edition. In four volumes. ...",Richard Burn,130,4,0,0,0,0,0,0,8,4,0,0,1,8,0,0,0,2,0,24,1,5,1,2,0,0,0,12,0,0,2,0,0,12,0,2,3,0,0,14,2,1,1,0,1,5,0,0,1,0,0,1,0,0,10,0,2,1,0,0,1766,3,4,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's most excellent Majesty ; for A. Millar, in the Strand, M.DCC.LXVI. [1766].",London,501,male,1709,1785,FALSE,"relief of the poor of the said hospitals and almshouses only. But this ( hall not discharge any tenants of any houses or lands belonging to the said colleges, halls , or hospitals, almshouses, or schools , who by their leases or other contracts are obliged to pay and discharge"
0233100101_000173,"The present practice of a justice of the peace; and a complete library of parish law. Containing the substance of all the statutes and adjudged cases, down to the year 1790, which point out the Duty and Present Practice of Justices of the Peace, Sheriffs, Under-Sheriffs, Clergymen, Church-Wardens, Overseers, High Constables, Surveyors of the Highway, Constables, Headboroughs, And other County, Ward, and Parish-Officers. By the Rev. Edward Barry, LL.D.","Barry, Edward",94,0,1,0,3,0,3,0,3,0,0,0,4,11,0,0,0,2,0,2,2,3,4,6,2,0,4,6,1,0,0,0,1,1,2,3,1,2,1,8,0,0,1,3,0,2,3,0,0,2,0,0,0,0,1,0,3,3,0,0,1790,1,4,"London : printed for the proprietors, and sold by Mess. Simmonds , Pater-Noster Row ; Butters , No. 79, Fleet-Street ; Fletcher, Oxford; and Hodson, Cambridge, MDCCXC. [1790].",London,583,male,1759,1822,FALSE,"anv ihire, city , or town corpolatc, though he has But a personal residence, yet he is laid in law to be an inhabitant , or a dwcllcr dweller there, as servants, or the like; but this statute extends not to them, but to such householders as may be distrained"
0638600100_000071,"An abridgment of penal statutes, which exhibits at one view, the offence; the punishment or penalty annexed to that offence; the mode of recovering and application of the penalty; the number of witnesses and justices necessary to convict the offender; with a reference to the chapter and section of the enacting statute. By William Addington, Esq.","Addington, William, Sir",88,4,3,0,1,0,1,1,1,0,0,1,0,2,2,0,0,1,0,4,3,2,2,7,0,1,0,1,0,0,1,0,3,1,2,0,2,0,0,9,11,1,0,0,1,8,1,3,4,2,0,0,0,1,0,1,0,0,0,0,1775,1,1,"London : printed by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty; for P. Uriel, in Inner Temple Lane; T. Cadell, in the Strand; E. and C. Dilly, in the Poultry; and J. Robson, New Bond Street, 1775.",London,603,unknown,,,FALSE,"other overseers shall be nominated and appointed to succeed them, deliver in to such succeeding overseers a just, true, and perfec account , in writing, fairly entered in a book to be kept for that purpose, and signed by ditto under their hands , of all the sums of money"
0286300500_000010,Remarks on the laws relating to the poor. With proposals for their better relief and employment. By a Member of Parliament.,"Hay, William",91,0,2,0,0,1,2,0,1,0,0,2,0,1,0,0,0,1,0,0,0,3,0,1,0,1,1,0,2,1,1,0,5,1,0,6,7,1,2,4,11,0,1,3,2,5,5,1,0,1,0,0,1,0,5,4,0,1,0,5,1735,1,1,"London : printed for J. Stagg in Westminster-Hall, [1735].",London,54,male,1695,1755,FALSE,"be peflu med deficient of Invention to set all the Poor to work ; when they may have such admirable Precedents from the Practice of Holland and our own Hospitals: And, he lays, the wvifft Man living solitarily cannot propose or imagine such excellent Methods, as will be invented by"
0676700302_000035,"The office and authority of a justice of peace: collected out of all the books, whether of common or statute law, hitherto written on that subject. ... Digested under alphabetical titles. To which are added English precedents, of indictments, warrants, &c. ... The twelft edition, corrected, amended and continued down to this present year; ... By W. Nelson, ... In two volumes. ...",William Nelson,79,2,1,0,0,1,1,1,2,0,4,2,2,5,1,3,0,0,0,1,1,1,0,4,1,0,0,2,0,0,0,0,0,1,4,0,8,1,1,3,8,0,0,0,1,0,0,3,0,5,0,0,2,2,1,1,0,1,1,1,1745,2,2,"[London] : In the Savoy: printed by H. Lintot, (assignee of Edward Sayer, Esq;) for T. Woodward, J. Walthoe, R. Ware, S. Birt [and 7 others in London], 1745.",London,590,male,1652,,FALSE,"A all E'; ; Places (where there are .more houfes.than. oe, : so that it may come usnder the Denomination of a Vill) may .be taxed in Aid of a Parish ; therefore tis reafonable.that a .arilh Should aid an Extraparothial. pace."" .""  the Statute of 13 3& 0.14"
1067500900_000083,"The complete parish-officer; containing, I. The authority and duty of high constables, Petty Constables, Headboroughs, and Tithingmen, in every Branch of their Duties, pursuant to Acts of Parliament: With the High Constables Precepts, Presentments, Warrants, &c. II. Of Churchwardens; how cho-chosen; their Business in repairing of Churches, &c. and assigning of Seats; the Manner of possing their Accounts, and the Laws concerning the Church in all Cases; and an Abstract of all the Acts for building Churches in London and Westminster. Also of Sidesmen, and their Duty; and Vostrymen, &c. III. Of Overseers of the Poor, and their Office; their Power in relieving, employing, and settling, &c. of poor Persons; the Laws relating to the Poor, and Settlements, and the Statutes concerning Masters and Servants. IV. Of Surveyors of the Highways, and Scavengers; how elected; their Business in amending the Ways, &c and the Duty of others, with the Methods of Taxation, and Laws of the Highways. V. Of watchmen, their Original and Power. Together with the new Statutes relating to Hackney Coaches and Chairs, Watermen, &c. The sixteenth edition, revised and corrected, with numerous additions; particularly the Abstracts of all the Acts of Parliament for building and repairing Churches; maintaining the Poor; providing a Watch; paving, cleansing, enlightening, and adorning the several Squares, Streets, and Places within the respective Parishes of England, to the 11th Year of K. George III. inclusive, not to be met with in any other Book of the Law hitherto published. To which is added, The office of constables, written by Sir Francis Bacon, Knt. in the Year 1610, declaring what Power they have, and how they ought to be cherished in their Office.",Giles Jacob,88,0,2,0,0,1,1,3,2,0,4,0,0,1,0,0,0,0,0,5,0,1,1,3,0,0,1,2,0,0,0,0,3,0,4,2,10,3,0,8,10,0,1,0,1,1,4,2,2,5,0,0,0,3,1,0,1,0,0,0,1772,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to the King's most Excellent Majesty; for J. and F. Rivington, E. Johnson, J. Fuller, J. Hinton, W. Johnston, R. Horse-Field, G. Keith, Hawes, Qlarke, and Collins, S. Crowder, T. Longman, T. Caslon, B. Law, J. Wilkii, G. Robinson, S. Bladon, and F. Newbery. 1772.",London,486,male,1686,1744,FALSE,"wise, child or children , flail be left on r;,, - t the charge of any pari(h, making application to, lqia.: e. and by warrant from two justices of the peace , r,), gcds, n, .y seize so much of the goods and chattels, ard &'. lit receive so much"
0571300700_000052,"The compleat parish-officer; containing I. The authority and proceedings of high constables, Petty Constables. Headboroughs, and Tithingmen, in every Branch of their Duties, pursuant to Acts of Parliament: With the High Constables Precepts. Presentments, Warrants, &c. II. Of Churchwardens, how chosen, their Business in Repairing of Churches, Bells, &c. and Assigning of Seats; the Manner of Passing their Accounts, and the Laws concerning the Church in all Cases; and an Abstract of the Act for building Fifty new Churches in London and Westminster. Also of Sidesmen, and their Duty; and Vestrymen, &c. III. Of Overseers of the Poor, and their Office; their Power in Relieving, Employing and Setting, &c. of poor Persons; the Laws relating to the Poor, and Settlements, and the Statutes concerning Masters and Servants. IV. of surveyors of the highways, and Scavengers, how elected, their Business in amending the Ways, &c. and the Duty of others, with the Methods of Taxation, and Laws of the Highways. Together with the statutes relating to hackney coaches and Chairs, Watermen, &c.",Giles Jacob,124,0,0,1,0,3,0,3,2,0,1,0,6,1,2,1,0,0,0,0,0,4,5,3,0,0,0,0,2,0,0,0,0,0,19,1,4,2,1,4,23,0,3,0,4,2,0,1,1,6,0,0,4,1,1,1,0,0,0,12,1738,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for S. Birt, at the Bible and Ball in Ave-Mary-Lane, and H. Lintot, at the Cross-Keys, against St. Dunstan's Church in Fleet-Street, MDCCXXXVIII. [1738].",London,255,male,1686,1744,FALSE,"are dieted ana cicathed, and taught to Read, Write and cearl Services and Employments. lgrann The President, gc. of this workhouse;; Beggars, empowered to apprehend Vagrants, sturdy c. Bcggars, óc. and set them to work . inbriflol, By the Stat. 7 8 W. a. a great Work . a Corpora"
0592401500_000062,"The modern parish officer; or the parish officer's complete duty. Brought down to the present period. Containing all the statute-laws now in force. Together With the adjudged Cases relating to every Kind of Parish Business, placed in Alphabetical Order. A Work essentially necessary for Constables, Churchwardens, Overseers of the Poor, Surveyors of the Highways, Justices of the Peace, Attornies, Headboroughs, Tithingmen, Sidesmen, Vestrymen, Scavengers, &c. who would wish to execute their respective Offices with safety and Satisfaction. It is also a necessary Companion for every Inhabitant of a Parish, who may not be a Parish Officer; as it will enable him to judge whether the Parish Duties are properly executed by others, and to defend himself against the Ignorance of those who are unacquainted with their Duty, as well as the arbitrary Measures of those, who too frequently want to exercise an Authority which they are not warranted to do by Law. By a gentleman of Lincoln's Inn.",Philip Carteret Webb,106,1,3,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,1,0,1,4,3,1,1,0,6,0,0,0,0,2,0,1,0,12,5,0,4,17,2,3,2,1,12,1,0,3,0,0,0,2,0,8,0,0,1,0,2,1774,1,1,"London : printed by W. Strahan, and M. Woodfall Law-Printers to the King's most Excellent Majesty.. And sold by G. Kearsly, No. 46, Fleet-Street, F. Newbery, the Corner of St. Paul's Church Yard, and W. Flexney, opposite Gray's Inn-Gate Holborn, M,DCC,LXXIV. [1774].",London,374,male,1702,1770,FALSE,"be sent to the houre of correction, and here set at work to maintain themselves by ar labour . Dalt. 157 c. In present exigencies, overseers are to pro Poor pro ide for poor , and to give them at their dif lided for in present ex retion money or"
0501300102_000290,"A digest of the Statute Law, being an abridgment of all the public acts of Parliament now in force, and of general use, from Magna Charta, in the ninth year of King Henry III to the thirtieth year of his present Majesty King George III. inclusive. By Thomas Walter Williams, of the Inner Temple, Barrister at Law. In two volumes. ...",Thomas Walter Williams,141,2,4,0,0,0,1,2,1,0,0,3,6,16,0,0,0,8,0,15,2,0,0,7,0,0,1,3,0,0,0,0,19,3,1,10,2,2,0,0,2,2,0,1,0,6,0,15,1,0,0,0,0,0,3,1,2,0,0,0,1791,2,2,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. G. J. & J. Robinsons, Pater-Noster-Row; and C. & G. Kearsley, Fleet-Street, 1791.",London,763,male,1763,1833,FALSE,"lists directed to be returned by this adt, il which care the 5/. p: r man ( hall be bolrne by Such county , and by such city , in iiich proportions as the numbers apportioned to be railed by such county and city bear to each other. : I"
1043500103_000288,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Late Chancellor of the Diocese of Carlisle, Continued to the Present Time By John Burn, Esq. his Son, One of his Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The nineteenth edition, corrected, and considerably enlarged. Including the late Adjudged Cases, and the Statutes of the last Session of Parliament (39 & 40 Geo. III.). In four volumes. ...",Richard Burn,93,1,0,0,0,0,5,0,7,0,1,0,0,5,3,2,1,0,0,0,0,5,3,2,0,0,0,4,0,0,2,1,3,5,4,2,3,0,0,6,2,0,0,2,0,7,1,1,0,0,0,0,1,4,7,0,3,0,0,0,1800,3,4,"London : printed by A. Strahan, Law-Printer to the King's Most Excellent Majesty ; for T. Cadell jun. and W. Davies, in the Strand ; and J. Butterworth, in Fleet-Street, 1800.",London,891,male,1709,1785,FALSE,"cd and left his family ) from St. John the Baptijl in Cardif to Bridgewater; which was confirmed at the sessions, subjea to the opinion of the court on the following cafe ; Bastard (the father) inhabited for some time in a house in St. John's, which he rented of"
1273000100_000043,"The annual register, or a view of the history, politics, and literature, of the year 1762.",,71,1,1,0,1,5,1,0,0,0,1,0,1,0,1,0,1,0,0,2,2,1,2,1,1,0,0,1,2,0,0,0,2,4,0,2,6,2,0,5,6,3,2,0,4,4,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1780,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1780.",London,543,unknown,,,FALSE,"house of peers, and gave a rate on the pari the royal afient to the following proportion to th; bills: their poor , and The bill to explain, amend, and any, to go in aid reduce into one a, the several laws By the said at, relating to the training"
0860601200_000044,"A help to magistrates, and Ministers of Justice: also a guide to parish and ward-officers. Containing, 1. Plain Directions for Justices of the Peace 2. To their Clerks. 3. Of Grand and Petty Juries, &c. 4. Penalties upon Forestallers of Markets Fairs, &c. 5. Some Directions to Coroners and their Inquests, &c. 6. Of Mayors of Towns, and the several Branches of their Office. 7. The Office and Duty of a High Constable, Petty-Constable, Headborough, Tything-Man, Bailiff, &c. 8. The Office and Duty of Church wardens and Sidesmen. 9. The Office and Duty of the Oversees of the Poor 10. The Office and Duty of Toll-Keepers and Fair-Keepers. 11. The Office and Duty of Surveyors of High ways, Scavengers, &c. 12. The Office and Duty of Officers in respect of the Preservation of the Game, with several Cases. 13. Observations about Games and Gaming-Houses, with the Penalties. 14. Of laying Wagers, &c. with Cases adjudg'd. The sixth edition. With considerable amendments, and additions, ag[r]eeable to the several Acts of Parliament in these Cases made and provided, not in any former Impression. By P. S. gent.",Philipp Schmid,80,0,4,1,2,1,1,0,1,1,5,1,0,1,0,0,0,0,0,0,2,2,0,3,0,3,0,0,1,0,2,1,0,2,3,1,4,4,1,2,10,0,0,0,1,0,2,1,1,0,0,0,2,0,0,1,3,2,1,7,1721,1,1,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edward Sayer, Esq;) for M. Boddington at the Golden Ball in Duck Lane, near West Smithfield, 1721.",London,214,male,,,FALSE,"on the Lord's day in the Church Monthly, after Even: : Prayer, to conrulr of such Matters relating To their Office , as may turn to their bedt Advan rage and upon Neglct, without such reasonable Excuf¢, are liable to forfeit ao P. for every Default. 43 elih. Wingteta's Stt;"
0894400300_000110,"Parish law: or, a guide to justices of the peace, ministers, churchwardens, ... and all others concern'd in parish business: compiled from the common, statute, and other authentick books; ... together with correct forms of warrants, commitments, ... To which is added a choice collection of precedents ... By Joseph Shaw, Esq;","Shaw, Joseph",103,1,1,1,0,1,6,0,1,1,6,0,0,1,0,1,0,0,0,3,1,1,0,2,1,0,0,2,11,0,1,4,0,0,6,0,5,2,0,4,12,0,0,0,3,0,0,0,4,4,0,0,0,8,0,1,1,0,2,5,1753,1,1,"[London] : In the Savoy: printed by Henry Lintot; for R. Ware; J. Hodges; and J. Nourse, 1753.",London,430,male,1671,1733,FALSE,"only that they may make a Testimonial, or Licence, in the two following Cafes , viz L To such as susser Shipwreck; and, 2 To Soldiers or Mari. ners coming from the Seas to pass from Place to Place, and ir there two Cafes the Law tolerateth them to aik,"
1706300700_000024,"The compleat Parish-officer; Containing I. The authority and proceedings of high-constables, petty-constables, headboroughs, and tithingmen, in every branch of their duties, pursuant to acts of Parliament; with the high constable's precepts, presentments, warrants, &c. II. Of churchwardens; how chosen, their particular business in repairing of churches, bells, &c. and assigning of seats: the manner of passing their accompts, and the laws and statutes concerning the churchin all cases and also an abstract of the act for building fifty new churches in London and Westminister, &c. III. Of overseers of the poor, and their office; their power in relieving, employing, and settling, &c of poor persons; the laws relating to the poor and settlements, and the statutes concerning masters and servants. IV. Of surveyors of the highways and scavengers how elected, their business in amending the ways, &c. and the duty of others; with the methods of taxation, laws of the highways, &c. To which are added, the statutes relating to hackney-coaches and chairs, &c.",Giles Jacob,99,1,0,0,0,1,1,0,1,0,6,0,1,2,0,0,0,1,0,3,1,0,4,4,0,0,0,1,2,0,1,2,1,1,3,1,2,4,0,7,17,0,1,0,3,6,1,1,9,0,0,0,2,0,5,0,0,0,2,1,1720,1,1,"In the Savoy [London] : Printed by Eliz. Nutt, and R. Gosling (assigns of Edward Sayer, Esq:) for Bernard Lintot at the Cross Keys in Fleet street, and W. Mears at the Lamb without Temple-Bar, 1720.",London,151,male,1686,1744,FALSE,"Bertes J. 5 fl Inhabitants of the Parish aforesaid, for and towards the Relief of the Poor there, the tear 1719, commencing, dc. A. B. Gent, O o o c1 D. Yeomlan, o E. F. Merchant, a GA. Linen Draper, a 76 9 K. Churchtwaaden, N., 0 5V~~LVY We whose"
0753100500_000209,"Parish law: or, a guide to justices of the peace, ministers, churchwardens, Overseers of the Poor, Constables, Surveyors of the Highways, Vestry-Clerks, and all others concern'd in parish business: together with correct forms of warrants, commitments, Indictments, Presentments, Convictions, &c. To which is added a choice collection of precedents for Justices of the Peace, communicated by an able Hand. With a New and Correct Table. By Joseph Shaw, Esq;","Shaw, Joseph",98,7,3,0,1,0,1,1,0,0,2,0,3,3,0,4,0,0,0,8,2,0,0,1,0,6,0,0,0,0,0,0,4,5,4,2,7,3,0,5,4,0,0,0,0,7,1,1,3,0,0,0,2,0,0,2,4,0,1,1,1763,1,1,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's most Excellent Majesty; for J. Nourse in the Strand; J. Hinton, Newgate-Street; T. Lowndes, Fleet-Street; T. Caslon, opposite Stationers-Hall; and C. and R. Ware, Ludgate-Hill, MDCCLXIII. [1763].",London,479,male,1671,1733,FALSE,"cor other division, as shall become necessary in nfequence of such new distribution, in like manner as is to done where the same ( hall become necessary in consequence [the accounts transmitted from the privy council, sei?. 75 38 No sergeant or private man serving in the militia, shall, Militia"
0026600201_000059,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,88,3,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,2,2,0,3,0,0,3,0,1,0,0,3,0,0,18,1,1,5,8,1,0,1,2,3,0,1,1,3,0,0,0,14,2,0,0,0,0,0,1793,1,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXCIII. [1793].",London,515,male,1723,1790,TRUE,"finds in obtaining a settlement , or even in eing allowed to exercise his industry in any parish but that to which he belongs. It is the labour of artificers and ma nufaaurers only of which the free circulation is obftrulted by corporation laws . The difficulty Iz1 P 2"
1094200500_000187,"The office and authority of a Justice of Peace: collected out of all the books, whether of common or statute-law, hitherto written on that subject. Shewing also the Duty of Constables, Commissioners of Sewers, Coroners, Overseers of the Poor, Surveyors of the Highways, Church-Wardens, and other Parish-Officers: Digested under alphabetical titles. To which are added, Precedents of Indictments and Warrants: Never before Printed. Very useful for Justices of the Peace, Coroners, Sheriffs, Clerks of the Assises, and of the Peace, and all others concern'd in such Matters. The fourth edition, corrected, amended, and continued. By W. Nelson, of the Middle-Temple, Esq;",William Nelson,99,0,1,0,0,0,1,0,3,0,0,1,0,2,1,1,3,0,0,0,0,2,5,1,0,0,0,9,5,1,1,0,1,2,2,0,13,0,0,7,9,0,0,0,0,4,2,1,2,4,0,0,1,2,8,0,0,0,0,4,1711,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edw. Sayer Esq; for Charles Harper, at the Flower-de-Luce, over-against St. Dunstan's Church in Fleetstreet, 1711.",London,632,male,1652,,FALSE,"Money for Relief of the Poor , but to raise by such Taxation a convenient Stock of Flax, Hemp, Wool, Thread, Iron, and other necessary Stuff, tset them to work . If they neglec thus to meet, they forfeit zo s. for every Neglea to the Use of the Poor"
0231300300_000108,"Parish law: or, a guide to justices of the peace, ministers, churchwardens, Overseers of the Poor, Constables, Surveyors of the Highways, Vestry-Clerks and all others concern'd in parish business: compiled from the common, statute, and other authentick books; as also from some adjudged Cases never before published: together with correct forms of warrants, commitments, Indictments, Presentments, Convictions, &c. To which is added a choice collection of precedents for Justices of the Peace, communicated by an able Hand. With a New and Correct Table. By Joseph Shaw, Esq;","Shaw, Joseph",113,1,2,1,4,1,0,1,1,0,0,0,0,8,0,0,0,4,0,2,1,19,1,5,0,2,0,4,0,0,2,0,5,1,4,5,0,1,1,10,3,0,1,1,4,1,0,0,0,4,0,0,4,0,1,1,0,0,0,7,1750,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, at the Bible and Sun on Ludgate-Hill; J. Hodges, at the Looking-Glass facing St. Magnus Church, London-Bridge; and J. Nourse, at the Lamb, opposite Katherine-Street in the Strand, MDCCL. [1750].",London,429,male,1671,1733,FALSE,"one or more House or Houses of coresaon in every County , at the Charge of the County ; and for the Mlaintenance and Government of the same, and for the Pu pithment of Ofienders committed thither. 39 Eliz. e. 4 This Statute at first was temporary, but was continued"
