PassageID,Title,Author,Total termFreq,termFreq(adversari),termFreq(answer),termFreq(ball),termFreq(begin),termFreq(cafe),termFreq(card),termFreq(chanc),termFreq(club),termFreq(consequ),termFreq(count),termFreq(deal),termFreq(diamond),termFreq(dice),termFreq(equal),termFreq(follow),termFreq(forc),termFreq(gain),termFreq(game),termFreq(hand),termFreq(happen),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(king),termFreq(knave),termFreq(lai),termFreq(lead),termFreq(leav),termFreq(left),termFreq(lose),termFreq(method),termFreq(number),termFreq(odd),termFreq(order),termFreq(parti),termFreq(partner),termFreq(perform),termFreq(person),termFreq(plai),termFreq(player),termFreq(probabl),termFreq(queen),termFreq(reason),termFreq(remain),termFreq(round),termFreq(run),termFreq(small),termFreq(spade),termFreq(stage),termFreq(suit),termFreq(suppos),termFreq(throw),termFreq(trick),termFreq(trump),termFreq(turn),termFreq(win),termFreq(won),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0711600800_000007,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon, complete. In which are contained, the method of playing and betting at those games, upon equal, or advantageous Terms. Including the laws of the several games.",Edmond Hoyle,188,9,0,0,2,4,11,0,0,1,0,0,0,0,0,0,1,1,3,9,1,0,0,0,12,3,0,10,0,0,1,0,0,1,1,0,14,0,0,19,1,1,9,0,4,6,0,3,0,0,23,4,2,3,27,0,2,0,1770,1,1,"London : printed by assignment from T. Osborne of Gray's-In for S. Crowder, R. Baldwin, and S. Bladon, in Pater-Noster-Row; T. Caslon, in Stationers-Court; J. Wilkie, St. Paul's Church-Yard; T. Lowndes, in Fleet-Street; T. Becket, in the Strand; G. Kearsley and J. Newbery, in Ludgate-Street; and J. Almon, Piccadilly, [1770?].",London,224,male,1672,1769,FALSE,"but two Trumps , and that our Adversaries have four each, by three Rounds of Trurmp, there remain only two Trumps agairs: f you. II Elder Hand . Suppose you have Ace, King , . Queen , and one ianll Trump , witha Sequence from the King of five in"
0929800300_000003,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the odds on any Point of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in Critical Parts of the Game. References to Cases, viz. at the End of the Rule you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 Certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent. to the Laws of the Game, and an Explanation of the Calculations which are necessary to be understood by those who would play it well, &c. &c.",Edmond Hoyle,167,2,0,0,0,6,31,0,4,0,0,19,0,0,0,0,0,1,4,2,6,0,0,2,1,0,3,2,0,0,1,0,1,1,0,10,11,0,11,17,4,0,0,0,1,0,0,0,1,0,4,0,1,5,3,10,3,0,1744,1,1,"London : printed for F. Cogan, at the Middle-Temple-Gate, MDCCXLIV. [1744].",London,83,male,1672,1769,FALSE,9 5 is about 2 1 With the Deal . 7 to 6 - is 4 to 3 6 - - 2 9 6 is about - 7 A With the Deal . 8 to 7 isabove - 3 to 9 to 7 is about - 12 to 8 to
0520300500_000018,"Hoyle's games improved. Being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, chess, back-gammon, draughts, cricket, Tennis, Quinze, Hazard, Lansquenet, and Billiards. In which are also contained, the method of betting at those games upon equal, or advantageous Terms. Including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate-Houses, the Star and Garter, &c. Revised and corrected by Charles Jones Esq.",Edmond Hoyle,196,11,0,0,0,15,10,0,0,2,0,0,0,0,1,0,1,3,1,14,0,0,2,0,8,7,0,5,0,3,3,1,5,1,0,0,7,0,0,20,1,0,14,2,2,1,1,0,0,0,30,2,2,2,16,3,0,0,1786,1,1,"London : printed for J. F. and C. Rivingto T. Payne and Son, S. Crowder, R. Baldwin, B. Law, W. and C. Domville, W. Lowndes, E. Newbery, S. Bladon, and G. and T. Wilkie, [1786].",London,316,male,1672,1769,FALSE,"an Ace suit ? Ains You do so when you have 3 in Number only in any Suit ( Trumps excepted). 8 When don't you play from an Ace suit ? Anf You ought not to lead from an Ace Suit , having 4 or more in Number in any"
1110100300_000029,"The compleat gamester: in three parts. Containing, I. The court gamester: Or, Full and Easy Instructions for playing the Games of Whist, Ombre, Quadrille, Quintille, Picquet, and the Royal Game of Chess. II. The city gamester: Or, True Manner of playing the most usual Games at Cards viz. All-Fours, Cribbidge, Put, Lue, Brag, Lottery, &c. With several diverting Tricks upon the Cards; also Rules for playing at All the Games both Within and Without the Tables; and at English and French Billiards: With the Laws of each Game annexed, to prevent Disputes. III. The gentleman's diversion: or, the arts of riding, racing, archery, Cocking, and Bowling. First Written for the Use of the Young Princesses, by Richard Seymour, Esq; and now carefully revised, very much enlarged and improved, agreeable to the present Method of playing the several Games, by Charles Johnson, Esq;","Seymour, Richard, Esq",119,1,1,0,2,1,7,3,8,0,0,1,8,0,1,1,0,0,11,3,1,1,1,0,13,5,7,1,0,0,4,1,0,0,2,0,0,2,6,7,0,0,5,0,0,1,0,0,2,0,3,0,1,0,0,1,5,2,1754,1,1,"London : printed for J. Hodges, at the Looking-Glass, facing St. Magnus-Church, London Bridge, 1754.",London,338,unknown,,,FALSE,"should happen to be guarded, you lose all Chance of winning the Cards ; but if you begin with your Heart Suit , it may turn out better. But if he hold be guarded in both Suits , you can have no Prospect of winning the Cards . XIII Another"
0583200100_000048,"The academy of play, containing, a full description of, and the laws of play, now observed in the several academies of Paris, Relative to The following Games, viz. Piquet, Quadrill, Ombre, Quintill, Piquemdrill, Imperial, The Reverse Papillon, L'Ambigu, Commerce, Tontine. Lottery, Ma Commere La Mariée, Triomphe, Tue Beast, La Mouche, Man D'Auvergne, The Farm. The Game of Hoc, L'Emprunt, Le Poque, Romestecq, Sizette, Guinguette, Le Sixte, Vingt-Quatre, La Belle, Gillet, Cul Bas, The Cuckoo, Brusquembille, The Comet. From the French of the Abbé Bellecour.","Bellecour, abbé",134,0,0,0,2,0,16,0,1,0,1,5,1,0,5,0,3,0,7,6,0,6,0,1,2,3,4,4,0,2,1,0,1,0,2,2,0,0,1,19,9,0,1,0,0,0,0,1,1,0,3,0,0,6,4,1,13,0,1770,1,1,"London : printed for F. Newbery, the Corner of St. Paul's Church-Yard, Ludgate-Street, [1770?].",London,293,unknown,,,FALSE,"in Trumps , XVIII The riperial of Trumps in Hand , goes for two; without counting what is marked for Honours . XIX When the Points are equal , the eldest Hand only, marks for it. XX ie that quits'the Party before it is finished, loses it, iualefs it be"
1110100300_000041,"The compleat gamester: in three parts. Containing, I. The court gamester: Or, Full and Easy Instructions for playing the Games of Whist, Ombre, Quadrille, Quintille, Picquet, and the Royal Game of Chess. II. The city gamester: Or, True Manner of playing the most usual Games at Cards viz. All-Fours, Cribbidge, Put, Lue, Brag, Lottery, &c. With several diverting Tricks upon the Cards; also Rules for playing at All the Games both Within and Without the Tables; and at English and French Billiards: With the Laws of each Game annexed, to prevent Disputes. III. The gentleman's diversion: or, the arts of riding, racing, archery, Cocking, and Bowling. First Written for the Use of the Young Princesses, by Richard Seymour, Esq; and now carefully revised, very much enlarged and improved, agreeable to the present Method of playing the several Games, by Charles Johnson, Esq;","Seymour, Richard, Esq",226,13,0,0,1,2,10,0,0,0,0,0,0,0,0,1,0,1,1,12,0,0,5,0,14,5,0,10,0,1,1,0,0,1,0,0,18,0,0,25,1,1,8,0,1,6,0,4,0,0,32,3,4,4,37,1,3,0,1754,1,1,"London : printed for J. Hodges, at the Looking-Glass, facing St. Magnus-Church, London Bridge, 1754.",London,338,unknown,,,FALSE,"and Queen of a third Suit , with three finall Trumps : In this Cafe , your bell Play is, to begin with Ace of your belt Suit , by which your Parrnir will know you have thl .I Command 169 Command of that Suit ; if this goes round"
0495100500_000016,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist ... tennis. ... By James Beaufort, ...",Edmond Hoyle,115,4,0,0,0,1,11,0,0,1,0,3,0,0,0,3,1,2,8,3,1,0,0,2,3,2,0,2,0,0,1,0,0,6,0,4,5,0,1,7,3,0,4,0,0,0,1,0,0,0,15,1,1,7,6,5,1,0,1775,1,1,"London : printed for S. Bladon, 1775.",London,220,male,1672,1769,FALSE,"9 to 6 6 6 About to 7 Above 7 About 3 1 2 I to 6 5 4 3 2 I to 5 4 I I 2 to 4 3 2 I' to 3 I 4 to 2 8 9 to 8, or rather 8 to 9; the cdds"
1136400202_000043,"The connoisseur. By Mr. Town, critic and censor-general. ...",Bonnell Thornton,69,1,0,0,0,3,5,1,3,2,0,1,1,0,1,1,2,0,2,2,1,2,0,2,2,2,2,4,0,1,0,1,0,2,1,0,3,0,0,5,0,0,1,0,0,1,1,0,3,0,3,0,0,2,3,1,1,0,1767,2,4,"Oxford : printed for R. Baldwin, in Pater-Noster Row, London; and sold by W. Jackson, in the High-Street, Oxford, M.DCC.LXVII. [1767].",Oxford,286,male,1724,1768,FALSE,"it is. no wonder that Mr. Kidder has no share in the education of our young ladies of quality: and I appeal to any woman of fashion, whether lhe would not as soon put her daughter apprentice to a washer woman, to learn to clear ftarch and get up fine"
1341400200_000018,"An epitome of Hoyle, with beaufort and Jones's Hoyle improved; Or, Practical treatises on the following games. Hazard, backgammon, tennis, biliards, cricket, chess, draughts, whist, quadrille, piquet, lansqunet, and quinze. With an account of the present fashionable game called e-o, played at most of the polite chocolate houses, never before attempted in print. Comprising the laws and rules of the several games, as settled at White's, Stapleton's, &c. &c. Also the most advantageots method of betting at those games, and the erroneous odds introduced in former productions of a similar kind, rectified. By a Member of the Jockey Club.",Edmond Hoyle,180,4,0,0,0,6,26,0,2,0,0,14,0,0,2,0,0,0,0,13,4,3,0,0,4,2,0,6,1,0,0,0,1,0,0,2,12,0,3,20,7,0,2,0,1,0,0,4,0,0,4,1,1,4,18,9,4,0,1783,1,1,"London : Printed for C. Etherington, at the Circulating Library, No. 137. Fleet-Street, [1783?].",London,95,male,1672,1769,FALSE,"the king of the same fiuit, and your right hand adversary itrumps it, with the queen , knave or ten, you thould not over trump him, but throw away the fimalleft card of your weakest fiuit, as this will ileave your partner the last player , and give him the"
1222300300_000037,"The polite gamester: containing, short treatises on the games of whist, with an artificial memory, quadrille, back-gammon, piquet and chess. Together with an essay towards making the doctrine of chances easy to those who understand Vulgar Arithmetic only. To which are added, some useful tables on Annuities for Lives, &c. &c. &c. By Edmund Hoyle, gent.",Edmond Hoyle,178,3,11,0,1,1,11,0,11,0,1,3,6,0,0,0,0,0,21,28,1,4,0,0,9,6,2,1,1,1,2,1,4,9,0,7,0,0,0,5,0,0,5,0,0,0,0,0,6,0,0,8,0,0,0,1,8,0,1772,1,1,"Dublin : printed by T. Ewing In Capel-Street, M.DCC.LXXII. [1772].",Dublin,218,male,1672,1769,FALSE,"so doing, except in desperate Cafes . C H A P. V CASES of curiosiry and INSTRUCTION. I. SUPPOSE you are younger Hand , and that you have the Queen , Knave , Seven, Eight, and Nine of Clubs ; also the Seven and Eight of Diamonds , the Seven"
0404100700_000006,"A short treatise on the game of piquet. Directing with moral certainty how to discard any hand to advantage, by shewing the Chances of taking in any one, two, three, four, or five certain Cards. Computations for those who Bet their Money at the Game. Also the laws of the game. To which are added, some rules and observations for playing well at chess. By Edmond Hoyle, Gent.",Edmond Hoyle,139,3,3,0,0,2,21,2,11,1,0,1,6,0,0,0,0,0,3,16,1,4,1,0,13,7,0,1,1,1,1,1,4,4,0,2,0,0,0,5,0,0,4,0,0,0,1,0,6,0,2,9,1,0,0,0,1,0,1745,1,1,"London : printed for T. Osborne, in Gray's Inn; J. Hildyard, at York; M. Bryson, at Newcastle; and J. Leake, at Bath, [1745].",London,82,male,1672,1769,FALSE,"are the Odds of your taking in both an Ace and a King in two,, in three, in four, or in five Cards ? ccinswerrpo panier. To take in an Ace and a King agaiur you. for you In 2 Cards is about 11 to L In 3 Cards 4"
1754900100_000022,"The polite gamester: containing, short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with An artificial memory, or, an easy method of assisting the memory of those that play ... whist. By Edmund Hoyle, ...",Edmond Hoyle,242,0,0,0,1,1,0,5,26,2,0,0,22,0,0,0,0,0,7,3,0,25,0,0,44,2,0,4,0,0,8,1,0,1,0,0,0,0,0,6,3,1,6,0,0,0,0,28,12,0,0,2,0,1,8,0,22,1,1752,1,1,"Dublin : printed for Peter Wilson, 1752.",Dublin,209,male,1672,1769,FALSE,"King and Six of Hearts , King and Six of Spades . Wins 215 to 162, or about 4 to 3 XI Three FALSE Matadores, Three and Four of Clubs , King and Six of Diamonds ,. King , King , Six, and Five of Hearts . Wins 291 to"
0674200200_000018,"Hoyle's games improved being practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Hazard Lansquenet Billiards Faro Rouge & Noir Cribbage Matrimony Cassino Goff or Golf and Connexions In which are contained the method of betting at those games upon equal or advantageous Terms. Revised and corrected by Charles Jones, Esq.",Edmond Hoyle,197,11,1,0,1,14,7,0,0,1,0,0,0,0,1,0,0,3,1,14,0,0,2,0,8,8,0,5,0,3,3,1,7,1,0,0,6,0,0,22,1,0,13,2,2,1,0,0,0,0,30,2,2,3,18,3,0,0,1796,1,1,"London : printed for R. Baldwi B. Law, C. Dilly, T. Payne, W. Lowndes, James Scatcherd, E. Newbery, S. Bladon, G. and T. Wilkie, W. Miller and W. Stewart, [1796].",London,312,male,1672,1769,FALSE,"they are not Trumps ? Anfuw. If you have 5 in Number , you are to begin with the lowest; if 3 or 4 in Number , always play the highest. 4 Why do you prefer playing of Sequences rather than other Suits . Anf. Because they are the safest"
1754900100_000005,"The polite gamester: containing, short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with An artificial memory, or, an easy method of assisting the memory of those that play ... whist. By Edmund Hoyle, ...",Edmond Hoyle,251,8,0,0,5,6,6,0,0,0,0,0,0,0,0,0,1,1,4,9,2,0,1,0,22,8,0,5,0,0,1,0,0,1,0,0,12,0,0,19,1,3,14,1,4,10,0,14,0,0,32,5,2,2,52,0,0,0,1752,1,1,"Dublin : printed for Peter Wilson, 1752.",Dublin,209,male,1672,1769,FALSE,"in your Partner's Diferetion, whether he will pass or not. XXXVII If you have Ten and three fmiall Trumps , begin with a small one. C H A P. II Snle PARTICULAR rules to be olferved. I. I Fyou have Ace, King , and four small Trumps , with a"
1137400202_000044,"The connoisseur. By Mr. Town, critic and censor-general. ...",Bonnell Thornton,70,1,0,0,0,3,7,1,3,2,0,1,1,0,1,1,2,0,4,2,1,2,0,1,2,2,2,4,0,0,0,1,0,2,1,0,3,0,0,4,0,0,1,1,0,1,1,0,3,0,2,0,0,2,3,1,1,0,1757,2,4,"London : printed for R. Baldwin, at the Rose in Pater-Noster Row, MDCCLVII. [1757]-60.",London,288,male,1724,1768,FALSE,"of his Cafes , which are many of them as intricate as the hardest Proposition in Euclid. A School for Whist would, therefore, be of excellent ufc; where young ladies of quality might be gradually instructed in the various branches of lurching, renouncing, finefling, winning the ten ace, and getting"
0506400200_000022,"Hoyle's games improved. Being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, chess, back-gammon, billiards, cricket, tennis, quinze, hazard and lansquenet. In which are also contained, the method of betting at those games upon equal, or advantageous Terms. Including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate-Houses. Revised and corrected by Charles Jones, Esq;",Edmond Hoyle,213,2,0,0,2,2,7,3,0,0,0,0,0,0,0,1,0,0,2,13,0,0,9,10,15,16,0,21,0,2,0,3,0,1,1,0,14,0,0,10,0,2,8,1,2,1,0,15,0,0,11,0,2,1,28,3,5,0,1775,1,1,"London : printed for J. Rivington and J. Wilki St. Paul's Church-Yard; S. Crowder and R. Baldwin, Pater-Noster-Row; T. Caslon and B. Law, Stationers-Court; T. Lowndes, Fleet-Street; F. Newbery, Ludgate-Street; W. Donville, Royal-Exchange; T. Becket, in the Strand; T. Davies, Covent-Garden; W. Davis, Piccadilly; and J. Ridley, St. James's-Street, [1775].",London,239,male,1672,1769,FALSE,"and one small Card only, and your Partner leads the Ace;. if the Trumps are out it is good Play to put on the King . For by putting on the King , there is no Ob Jlrut'ion to the Suit . - - FOURTH HAND . r. If a"
0261300900_000005,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist, quadrille, Hiquet, Chess, Back-gammon, Billiards, Cricket, Tennis, Quince, Hazard, and Lansquenet. In which are also contained, the method of betting at those Games upon equal or advantageous Terms. including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate Houses. Revised and corrected by Thomas Jones, Esq.",Edmond Hoyle,177,3,0,0,13,7,2,3,0,0,0,0,0,0,2,0,0,1,5,1,0,0,0,5,11,14,0,4,1,0,0,0,0,7,2,0,10,0,0,11,2,0,12,6,1,4,0,13,0,0,6,0,0,4,25,1,1,0,1782,1,1,"London : printed for W. Wood, in Fleet-Street; and sold by all booksellers, M,DCC,LXXXII. [1782].",London,217,male,1672,1769,FALSE,"Love, and you are to lead , your business in that cafe is torifk a Trick or t'vo, in hopes of putting your game upon an equality ; therefore admitting you have the Queen or inave;, and r other Triimp, arid no good. Cards iriother Suits , play qu.t your"
0859100900_000016,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the Odds on any Points of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in critical Parts of the Game. References to cases, viz. at the End of the Rule, you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,192,8,2,0,2,14,8,0,0,2,0,0,0,0,0,0,0,1,1,14,1,0,0,0,8,6,0,4,0,2,2,2,7,0,0,0,7,0,0,24,1,0,11,2,3,1,0,1,0,0,28,1,2,3,20,3,1,0,1755,1,1,"London : printed for T. Osborne, at Gray's-Inn; and sold by W. Reeve, in Fleet-Street, 1755.",London,224,male,1672,1769,FALSE,"Trumps , and having a small Card of your Partner's great Suit , you do not ob ilru.ct his Suit , and consequently win many Tricks by this Method of Play . CI i A P. 69 CHAP. XVII 4 dictionaryfor WHIST, which rejolves almoj? all the Critical Cafes that"
0673701100_000017,Hoyle's games improved consisting of practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Vingt-Un Hazard Lansquenet Billiards Faro or Pharo Rouge & Noir Cribbage Matrimony Cassino Goff on Golf Connexions Reversis Put All-Fours and Speculation With an essay on game cocks; wherein are comprised calculations for betting upon equal or advantageous Terms. Revised and corrected by Charles Jones Esq.,Edmond Hoyle,190,12,1,0,0,13,10,0,0,1,0,0,0,0,1,0,0,2,1,16,0,0,2,0,8,7,0,5,0,3,3,1,4,1,0,0,6,0,0,23,1,0,14,2,2,1,1,0,0,0,21,2,2,3,18,3,0,0,1800,1,1,"London : printed by M. Ritchi Middle Street, Cloth Fair, for R. Baldwin, T. Payne, W. Lowndes, G. Wilkie, J. Scatcherd, Longman and Rees, E. Newbery, W. Stewart, J. Lee, T. Hurst, and J. Mawman, [1800].",London,340,male,1672,1769,FALSE,ought you to make tricks early? Anf. When you are weak in trumps . 6 When cught you not to make tricks early? Anf. When you are Lrong in trumps . 7 When co you play from an ace fuit? As. You o so when you have 3 in number
1705600100_000022,"The accurate gamester's companion: Containing infallible rules for playing the game of whist to perfection in all its branches. Treated in an easy manner, and illustrated with variety of cases. Also the laws of the game, calculations relative to it, &c. The ninth edition improv'd. To which are added, The games of quadrille, piquet, chess and back-gammon, fully explain'd. Likewise a dictionary for whist, and an artificial memory. The whole founded on the experience of Edmond Hoyle, gent.",Edmond Hoyle,245,0,0,0,1,1,0,5,25,2,0,0,22,0,0,0,0,0,6,4,0,27,0,0,42,2,0,4,0,0,7,1,0,1,0,0,0,0,0,6,3,1,6,0,0,0,0,34,12,0,0,2,0,1,7,0,22,1,1748,1,1,"London : Printed for Tho. Osborne: and sold by W. Reeve, at Shakespear's-Head, near Serjeant's-Inn-Gate, in Fleet-Street, 1748.",London,233,male,1672,1769,FALSE,"King and Six of Hearts , King and Six of Spades ; Wins 215 to 162, or about 4t0 3 IX Three FALSE Matadores, Three and Four of of Clubs , King and Six of Diamonds , King , Six and Five of Hearts . Wins ag to 86, or"
0593500400_000004,"Maxims for playing the game of whist; with all necessary calculations, and laws of the game.","Payne, William, teacher of mathematics",190,10,0,0,0,1,10,1,0,0,0,0,0,0,0,0,4,1,5,6,0,0,8,3,7,3,1,16,0,1,0,0,1,5,3,0,16,0,0,12,2,1,1,0,2,0,0,7,0,0,9,0,0,9,37,7,1,0,1790,1,1,"London : printed for T. Payne and Son, next the Mews-Gate, St. Martin's, M.DCC.XC. [1790].",London,70,male,,,FALSE,"an HONOUR . i. If you turn up an Ace, and bold only one finall trump with it, if either adversary leads the King , put on the Ace. For it can do the adversaries no greater injury. 2 If yu turn up an Ace, and bold two or three"
0673701100_000028,Hoyle's games improved consisting of practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Vingt-Un Hazard Lansquenet Billiards Faro or Pharo Rouge & Noir Cribbage Matrimony Cassino Goff on Golf Connexions Reversis Put All-Fours and Speculation With an essay on game cocks; wherein are comprised calculations for betting upon equal or advantageous Terms. Revised and corrected by Charles Jones Esq.,Edmond Hoyle,152,1,0,0,2,0,6,0,1,0,0,3,3,0,0,1,6,0,14,3,2,2,0,0,8,1,0,1,5,0,3,0,2,0,1,4,0,0,4,32,8,0,0,0,0,0,0,1,0,0,4,0,0,11,11,1,7,4,1800,1,1,"London : printed by M. Ritchi Middle Street, Cloth Fair, for R. Baldwin, T. Payne, W. Lowndes, G. Wilkie, J. Scatcherd, Longman and Rees, E. Newbery, W. Stewart, J. Lee, T. Hurst, and J. Mawman, [1800].",London,340,male,1672,1769,FALSE,"is to be baited for a renounce, ua less the trick is turned and quitted; and if any person renounces, and it is discovered, if the player should happen to be baited by such renounce, all the parties are to take up their cards , and play them over again."
1075400300_000004,"The polite gamester; containing, short treatises on the games of whist, with an artificial memory, quadrille, back-gammon, chess, piquet, billiards and tennis. Together with an essay towards making the doctrine of chances, easy to those who understand Vulgar Arithmetic only. To which are added, some useful tables on annuities for lives, &c. &c. &c. By Edmond Hoyle, Gent.",Edmond Hoyle,236,11,0,0,4,6,6,0,0,1,0,0,0,0,0,0,1,1,3,7,2,0,0,0,21,9,0,7,0,0,1,0,0,1,0,0,13,0,0,18,1,3,14,1,3,9,0,6,0,0,33,5,2,2,45,0,0,0,1787,1,1,"Dublin : printed by Peter Hoey, at the Mercury, (no. 1) in Skinner-Row, M,DCC,LXXXVII. [1787].",Dublin,242,male,1672,1769,FALSE,"have your ftron Suit trumped . II If you have King , Queen , and four small Trumps , with a good Suit , trump out with the King , because wen you have the Lead again, you will have three Rounds of Trumps . III If you have King"
0550300700_000051,"The compleat gamester: in three parts. Containing, I. The court gamester: In Three Parts. Containing, I. The Court Gamester: Or, Full and Easy Instructions for playing the Games of Ombre, Quadrille, Quintille, Picquet, Basset, Faro, and the Royal Game of Chess. II. The city gamester: Or, True Manner of playing the most usual Games at Cards, viz. Whist, All-Fours, Cribbidge, Put, Lue, Brag, &c. With several diverting Tricks upon the Cards. Also Rules for playing at all the Games both Within and Without the Tables; and at English and French Billiards: With the Laws of each Game annexed, to prevent Disputes. III. The gentleman's diversion: or, the arts of riding, racing, archery, Cocking, and Bowling. Written for the Use of the Young Princesses, by Richard Seymour, Esq;","Seymour, Richard, Esq",128,2,0,0,1,0,25,0,1,0,1,7,5,0,0,0,0,0,10,5,1,0,0,0,6,4,1,0,0,0,2,0,1,0,1,0,0,0,1,16,2,0,2,1,0,1,0,0,1,0,0,0,1,4,8,9,6,3,1750,1,1,"London : printed for J. Hodges, at the Looking-Glass, facing St. Magnus Church, London-Bridge, [1750].",London,334,unknown,,,FALSE,"arithmetically grounded, to make up a certain Game of 3 1 To conclude, he who hath the Art of play i""g well at 31, that is, by naming such a .'umber, at first, and prosecuting it by such Addition of others, that his Adversary cannot not think of any Number"
0674200200_000017,"Hoyle's games improved being practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Hazard Lansquenet Billiards Faro Rouge & Noir Cribbage Matrimony Cassino Goff or Golf and Connexions In which are contained the method of betting at those games upon equal or advantageous Terms. Revised and corrected by Charles Jones, Esq.",Edmond Hoyle,174,6,3,0,1,5,29,0,3,0,0,11,0,0,0,1,0,0,3,1,3,0,0,3,0,1,2,5,0,0,2,0,0,0,0,11,15,0,12,24,2,0,0,0,1,0,0,1,0,0,8,0,1,5,5,7,3,0,1796,1,1,"London : printed for R. Baldwi B. Law, C. Dilly, T. Payne, W. Lowndes, James Scatcherd, E. Newbery, S. Bladon, G. and T. Wilkie, W. Miller and W. Stewart, [1796].",London,312,male,1672,1769,FALSE,"upon the rest of his Card , with the face downwards; he is to lose his Deal . Of playjig out of Turs. VIL If any Person plays out of his Turn , it is in teh Option of either of his Adversaries to call the D Card 49 Card"
1110901500_000004,"A short treatise on the game of piquet. Directing with moral certainty how to discard any hand to advantage, by shewing the Chances of taking in any one, two, three, four, or five certain Cards. Computations for those who Bet their Money at the Game. Also the laws of the game. To which are added some rules and observations for playing well at chess. The second edition. By Edmond Hoyle, Gent.",Edmond Hoyle,179,3,5,0,2,1,16,11,12,2,0,0,15,0,4,0,0,1,0,11,5,1,1,0,14,8,0,1,0,1,0,0,4,4,3,0,0,0,0,3,0,4,11,0,1,0,1,2,0,0,17,9,0,1,0,0,5,0,1746,1,1,"London : printed for T. Osborne, at Gray's Inn; J. Hildyard, at York, M. Bryson, at Newcastle; and J. Leake, at Bath, MDCCXLVI. [1746].",London,72,male,1672,1769,FALSE,"you should carry two Suits , viz. three Clubs , three Diamonds , and the Queen of Hearts , you run the Risk of putting out fourteen Points; and it is only five to four against your taking taking in a Queen or a Knave , and therefore you would"
1665600118_001134,"Encyclopaedia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature on a plan entirely new. ...",,183,1,0,0,17,3,1,2,0,1,0,0,0,0,0,1,1,0,2,4,0,0,3,6,13,15,0,2,2,1,0,0,0,4,5,1,10,0,0,11,4,0,10,2,0,5,0,18,0,0,5,0,0,1,26,2,4,0,1790,18,20,"Dublin : printed by James Moore, 1790-98.",Dublin,1015,unknown,,,FALSE,"is of greater con.; e to the adversary than one or two points are to him. rhen the player finds there is a' likelihood of either the game or his lurch, he flould risk the odd but if the game is five all, and he can make two n his"
0680500700_000013,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon, complete, in which are contained, the method of playing and betting at those games, upon equal, or advantageous Terms. Including the laws of the several games.",Edmond Hoyle,232,7,1,0,3,6,9,0,0,3,0,0,0,0,1,0,4,1,4,10,3,0,2,1,14,15,0,6,0,2,0,2,3,0,1,0,10,0,0,15,0,0,17,0,0,1,0,21,0,0,20,5,0,3,40,0,2,0,1770,1,1,"London : printed by assignment from T. Osborne; for J. Rivington and J. Wilki St. Paul's Church-Yard; S. Crowder and R. Baldwin, Pater-Noster-Row; T. Caslon, and B. Law, Stationers-Court; T. Lowndes, Fleet-Street; F. Newbery, Ludgate-Street; W. Domville, Royal-Exchange; T. Becket, in the Strand; T. Davies, Covent-Garden; W. Davis, Piccadilly; and J. Ridley, St. James's-Street, [1770?].",London,223,male,1672,1769,FALSE,"would force you, and consequently defiroy your Game . C H A P. XIV Some Purchasers of the TREATISE in Mani. firpt, dijped f fine rtme since, having d fired a farther Explanation concerning the plying of Sequences, they are explained in the fl. h.l'ing Manner. I. - TN Trumps"
