PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(bridg),termFreq(carriag),termFreq(cart),termFreq(cattl),termFreq(chair),termFreq(chais),termFreq(charg),termFreq(chariot),termFreq(coach),termFreq(collector),termFreq(counti),termFreq(cross),termFreq(duti),termFreq(forfeit),termFreq(gate),termFreq(good),termFreq(highwai),termFreq(hors),termFreq(hous),termFreq(market),termFreq(monei),termFreq(pai),termFreq(parish),termFreq(pass),termFreq(repair),termFreq(road),termFreq(surveyor),termFreq(ticket),termFreq(toll),termFreq(town),termFreq(truste),termFreq(turnpik),termFreq(wagon),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1324800900_000004,"An act for repairing the roads from a place called Red-house, near Doncaster, to Wakefield; and through the said town of Wakefield, by Dewsbury, Hightown, and Lightcliff, to the town of Halifax, in the West-Riding of the county of York.",Great Britain,60,0,0,2,3,2,4,2,1,3,2,0,0,0,4,2,3,3,0,3,1,0,0,5,0,0,1,3,3,0,7,0,0,4,2,1741,1,1,"London : [s.n.], Printed in the year MDCCXLI. [1741].",London,56,unknown,,,FALSE,"to any Turnpike Gate or Bar, which thall be erceccd in pursuance of this AQ, thall wittingly suffer anly Person or Persons to pairs through anay Gare, passage or way, with anly cac~h, Chaise , Chariot , Landau, Berlin, Calash, Chair , Hearse, Wraggon, Wain, Cart , Carriage ~ als,"
1203703400_000001,"An act for explaining, and making more effectual, an act passed in the twenty-fourth year of the reign of his present, Majesty, for repairing the road leading from the east end of Brumpton High-lane, in the county of York, to the town of Richmond, ...",Great Britain. Parliament,84,1,0,3,2,0,0,0,2,0,0,0,6,2,7,0,3,1,1,1,0,0,2,1,1,4,9,15,2,0,9,4,3,4,1,1756,1,1,"[London, 1756].",London,17,unknown,,,FALSE,"[ .t, P ""7 /.; ^, , 4 / MI i. W ?tg 1 .'?. I I. RE px{wat>s rqz /, k, n A C T for Explaining, and Making nore Efeklual, an AE passed in the twenty-fourth ear of the Reign of his prejent, Majesty, for Repairing the Road"
0836700102_000338,"A new and complete law-dictionary, or, general abridgment of the law: on a more extensive plan than any law-dictionary hitherto published. ... By T. Cunningham, ... In two volumes.",Timothy Cunningham,65,1,3,8,4,1,0,1,0,1,2,0,0,0,1,5,0,0,7,4,1,0,0,0,0,0,1,10,5,0,0,0,2,4,4,1783,2,2,"London : printed for J. F. and C. Rivington, T. Longman, S. Crowder, G. Robinson, W. Flexney, R. Baldwin, and W. Fox, 1783.",London,913,male,,1789,FALSE,"perform ftatute duty upon the same, ments of bridges , and do or may pull down, de/iroy, obliterale, the surveyor , with the approbation of the trustees of such or deface, any mile jtone or pofl, graduated or direcitn post road , shall, and is hereby required to contract for"
0978400200_000045,"The farmer's lawyer; or every country gentleman his own counsellor. Containing all the laws now in force, that particularly concern the farmer, the country gentleman, ... Together with all the acts of parliament ... relative to cattle, ... By a gentleman of Lincoln's Inn.",Philip Carteret Webb,75,0,4,14,7,2,0,1,0,1,2,0,0,0,2,7,0,0,2,12,2,0,0,0,0,1,0,2,4,0,1,1,1,1,8,1774,1,1,"London : printed by W. Strahan, and M. Woodfall. And sold by G. Kearsly, F. Newbury [sic], and W. Flexney, 1774.",London,337,male,1702,1770,FALSE,"and carrying materials, at a tr fr meeting, after public notice thereof work and given; and if he has any share in any materials contrat or bargain for work or materials, or Shall let out his team, or sell materials for the use of the roads , c. without a"
0067900107_000766,"The statutes at large; from Magna Charta, to the end of the last parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,75,9,0,3,6,0,1,2,0,1,1,0,0,0,5,0,4,3,1,4,0,0,1,2,0,2,3,4,0,0,11,0,2,6,4,1764,7,8,"London : printed by Mark Basket, Printer to the King's Most Excellent Majesty, and by the assigns of Robert Basket; and by Henry Woodfall and William Strahan, Law Printers to the King's Most Excellent Majesty, MDCCLXIII. [1763].",London,762,male,1723,1769,FALSE,"Highways and Turnpike rc d s s this Kiiigdci; and for the mre effeleal Execution of the Laws relating thereto. Gr: a.. CS.' THE REAS an Aa pflqd in the twentv fixth Year of the Reign of his present Majesty, entitled, VV An la7fir the. mendr.ent and prefervati.sn f the"
0977201000_000037,"An abstract of all the acts passed in the fourth session of the sixth parliament of Great Britain, and in the Twelfth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,58,0,1,0,1,1,0,0,3,1,1,1,7,2,0,1,1,1,2,4,0,0,2,1,2,0,4,6,1,0,6,0,6,2,1,1726,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1726.",London,80,unknown,,,FALSE,"such others as by reason of their long Services or otherwise, His Majesty Shall ijdge to be proper Objets of Charity; or to Widows or Children of sich Officers, according to such Warrants under the Sign Manual as shall be signed in that behalf. An A B S T R"
1298500700_000010,"Anno regni Georgii Regis Magn? Britanni?, Franci?, & Hiberni? duodecimo. At the Parliament begun and holden at Westminster, the ninth day of October, Anno Domini 1722, in the Ninth Year of the Reign of our Sovereign Lord George, by the Grace of God, of Great Britain, France, and Ireland, King, Defender of the Faith, &c. And from thence continued by several Prorogations to the twentieth day of January, 1725, being the fourth session of this present Parliament.",Great Britain,66,3,0,3,2,2,2,4,3,4,4,0,0,0,4,0,1,0,0,4,0,0,4,0,0,3,2,3,0,0,11,0,5,1,1,1765,1,1,"London : printed by Mark Baskett , Printer to the King's most Excellent Majesty ; and by the assigns of Robert Baskett, M.DCC.LXV. [1765].",London,138,unknown,,,FALSE,"all the Roads aforesaid, and for keeping the same in Repair , and also for discharging the Debts now due, or which hereafter shall be contracted for the Purposes in the said former and this present Ai ct mentioned, B.C. it fittbcr Mtnadt5 by the Authority aforesaid, That The former"
1295501400_000044,"Anno Regni Georgii III. Regis Magnae Britanniae, Franciae, & Hiberniae, septimo. At the Parliament begun and holden at Westminster, the Nineteenth Day of May, Anno Domini 1761, in the First Year of the Reign of our Sovereign Lord George the Third, by the Grace of God, of Great Britain, France, and Ireland, King, Defender of the Faith, &c. And from thence continued by several Prorogations to the Eleventh Day of November, 1766, being the Sixth Session of the Twelfth Parliament of Great Britain.",Great Britain,47,0,1,2,3,0,0,2,1,0,0,0,0,0,0,3,3,0,3,4,1,1,2,1,3,0,3,4,2,0,2,0,1,4,1,1767,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, M.DCC.LXVII. [1767].",London,197,unknown,,,FALSE,"e he. Oath of One credible Witne before a Justice, or upon View thejuftice. P. 30? 104, 1o5; C E R o1 R A RI. Is not ifuable reme the proceedings, orjudl iient of the Court of Ocneral 9q ter Sessions. p. 54p ""9. d.efe Or any Presentment for defeb"
1246900200_000011,"An act for repairing the road from Doncaster (through the parish of Peniston) in the county of York, ...",Great Britain. Parliament,53,3,0,1,1,1,1,1,3,1,1,0,0,0,1,0,0,4,1,1,0,0,7,0,4,2,1,6,2,0,2,0,4,4,1,1741,1,1,"[London, 1741].",London,63,unknown,,,FALSE,"empowered, and if the Person or Persons travel but a small Part of the said Roads , then, and in that Cafe, the said separate Trustees are hereby required, from time to time, as they shall see convenient, during the Continuance of this A, to compound or agree by the"
0349000105_000352,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,81,2,0,0,0,1,0,0,2,0,0,3,1,0,5,1,2,3,5,1,2,0,6,4,0,1,2,8,8,0,9,2,10,3,0,1786,5,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,668,unknown,,,FALSE,"horse , ass, mule, or any sort of cattle , to avoid the pay 731. ment of the toll hereby appointed to be paid, and be thereof Chap. .2. convited upon oath before the said trustees , or any five or more .of them, or before any one or more"
1410901400_000004,"A bill for repairing, amending, and widening, the road leading from the north-end of Brown's-Lane, on Great-Stoughton Common, in the parish of Great-Stoughton, in the county of Huntingdon, through the town of Kimbolton, in the said county; and through the several parishes of Kimbolton, Tilbrook, Lower-Dean, Shelton, Hargrave, Stanwick, and Chelston cum Caldecot, in the counties of Huntingdon, Bedford, and Northampton, to Higham-Ferrers; and through the parishes of Higham-Ferrers, Rushden, and Irchester, in the said county of Northampton, to the Waypost in Irchester Field, near to the south-end of Wellingborough Bridge, in the said county of Northampton; and the road leading from the Common Pound standing on a place called the Butts, in the parish of Kimbolton aforesaid, through the parishes of Kimbolton and Tilbrook aforesaid, and Great-Catworth, in the said county of Huntingdon, to the Way-Post in Great-Catworth Field, near Brington Bridge, in the said county of Huntingdon.",Great Britain. Parliament,60,6,2,6,2,5,0,1,2,0,2,0,0,0,1,0,2,0,0,5,0,0,0,2,1,1,4,5,0,2,5,0,1,3,2,1755,1,1,"[London : s.n., 1755].",London,24,unknown,,,FALSE,"discontinued, without an y p~retjud~ice or Inconve i nc to dreinhabitant in that Part of the Country; te i0 o~cf)cref2 hctateio, by the Authority aforefadid, That. it thall and mlay be lawful to and for the said Trollees, or any or more: of them,  to cause the said Lane"
0407200302_000089,"The justice of the peace, and parish officer. By Richard Burn, Clerk; One of His Majesty's Justices of the Peace for the County of Westmorland. ...",Richard Burn,111,0,0,16,9,0,1,2,1,1,1,0,0,0,0,0,4,0,0,11,0,0,1,1,0,3,0,9,2,0,19,0,4,14,12,1762,2,3,"London : printed by E. Richardson and C. Lintot, Law-Printer to the King's Most Excellent Majesty; for A. Millar, in the Strand, M.DCC.LXII. [1762].",London,527,male,1709,1785,FALSE,"or four oxen in pairs, and two horses . j: 9 And by the 30 G. 2 C 28 for the space of seven years from fl northeast 24 1758 it shall not be lawful for any wagon or wain having the fellies less than nine inches broad, to pass"
1542600100_000092,"An abridgement of the several acts passed in this kingdom, and such British acts, as relate to or bind Ireland, Which have passed in the fifth year of the reign of His Present Majesty, our Most Gracious Sovereign Lord King George the Third. With I. A table of the statutes, shewing under what heads they are abridged. II. Marginal contents, and, III. An index, referring to the abridgement. By ED. Bullingbrooke, J.U.D.","Bullingbrooke, Edward",84,0,0,2,1,0,1,1,3,1,1,0,0,2,8,0,7,0,2,2,0,0,6,4,0,0,5,12,0,2,18,1,0,4,1,1766,1,1,"Dublin : Printed by Boulter Grierson, printer to the King's Most Excellent Majesty, MDCCLXVI. [1766]",Dublin,211,unknown,,,FALSE,"repaired , the tolls to be collected at any gate to be erected between Athlone and said point of meeting, thall be divided into two equal parts, one moiety to be appied to the use of the road leading from Balhiforan, and the other molety to the use of the"
0349100109_000235,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,70,1,0,6,5,2,5,5,0,4,4,0,0,1,2,0,2,0,0,10,2,0,2,0,0,0,1,3,0,0,5,2,1,2,5,1786,9,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,653,unknown,,,FALSE,"with safety;; it enacted by the King's most excellent Majesty, by and with the advice and consent of the lords spiritual and temporal, and commons in this present Parliament affclllbcd, VOL. IX. S and A. D. and by, the authority of the same, That for the better surveying, 1765 ordering,"
1108200102_000129,"An exact abridgment of all the statutes in force and use, from Magna Charta, 9 H. 3. to the beginning of the reign of King George. In four volumes.",Great Britain,81,0,0,3,5,1,0,0,0,1,2,0,3,1,0,4,0,2,12,10,0,0,2,3,5,2,7,1,8,0,4,1,0,0,4,1725,2,4,"London : printed by His Majesty's printers. And by the assigns of Edward Sayer, Esq; and are to be sold by R. Gosling, at the Middle-Temple-Gate in Fleet-Street, MDCCXXV. [1725].",London,469,unknown,,,FALSE,"Years, the ruinous Places in the said Highways , shall be sus ficiently repaired , and so adjudged by the Justices of Peace of the said County at their q.arter seflions, then, after such Adjudication, and Repayment of the Money borrowed, the forcfaid Toll shall cease and determine. XCV tgat."
1298501200_000001,"An Act for repairing the highways from Speenhamland adjoyning to Newbury in the county of Berks, to Marlborough in the county of Wilts.",Great Britain,69,1,0,4,2,2,4,4,0,4,6,0,9,1,1,0,1,1,5,5,0,0,0,0,2,0,7,6,0,0,1,0,0,1,2,1731,1,1,"[London : printed by the assigns of His Majesty's printer, and of Henry Hills deceas'd, 1731].",London,41,unknown,,,FALSE,", : jl Anno Regan ej & r GEORGI I REG rt: i. Magnce britan7ie, f ancitc, 6hibernim; e DUODECIMO. - At the Parliament Begun and Held at Westminster, the Ninth Day of Otlober, Anno Dom. 1722 In the i Ninth Year of the Reign of our Sovereign Lord GEORGE,"
1411301200_000002,"A bill for enlarging the term and powers granted by an act passed in the ninth year of the reign of His Present Majesty, for repairing the roads leading from Henley Bridge in the county of Oxford, to Dorchester Bridge, and from thence to Culham Bridge, and to a place called Mile-Stone, in the road leading to Magdalen Bride in the said county: and also for widening the said roads: and also for repairing and widening the roads leading from the end of Culham Bridge, next to Culham in the county of Oxford, to the end of Burford Bridge, next to Abingdon, in the couny of Berks, and from the Mayor's Stone at the end of the Boar-Street, in the town of Abibgdon, aforesaid, to and through Shippon in the said county of Berks, to the West end of the town of Fyfield in the same county.",Great Britain. Parliament,66,3,4,0,1,2,1,1,1,1,1,0,2,1,1,0,5,4,0,3,0,0,4,2,0,1,3,6,0,0,12,2,2,2,1,1755,1,1,"[London : s.n., 1755].",London,24,unknown,,,FALSE,"Term of can be re hereby granted, all the said Roads by the said former and this prefentaat direaed to be pied ioner repaired , thall be sufficiently amended, widened and repaired , and to adjudged by the borrowedad bhep Juffices of the Peace for the said Counties of Oxfordt"
0349000106_000276,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,59,1,0,3,2,1,2,2,0,1,2,0,3,1,1,0,3,2,4,1,2,0,0,0,0,2,3,6,0,0,5,7,1,2,2,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"from the said Towns of Northeast nagh and Silver mines by Shally orchard through the Town of Tullo in thefaid County to the City of Limerick. 17 G 2 13 T H R E A S the highway or road from the town of To explained, c. mivarah in the"
0407600202_000218,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Chancellor of the Diocese of Carlisle, and one of his Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The fifteenth edition: to which is added an appendix, including the Statutes of the last Session of Parliament (24 G. 3.) In four volumes. ...",Richard Burn,74,0,3,1,0,0,0,0,0,0,0,1,1,2,0,1,10,0,4,2,2,3,1,2,0,1,1,8,2,0,10,4,7,8,0,1785,2,4,"London : printed by W. Strahan and W. Woodfall, Law-Printers to the King's most Excellent Majesty ; for T. Cadell, in the Strand, M.DCC.LXXXV. [1785].",London,625,male,1709,1785,FALSE,"pluck up, throw down, or ec5s' level, or'otherwife destroy, any turnpike gate , post, rail, wall, chain, bar, or other fence, setup to prevent passengers from passing without paying toll ; or any house erected for the use of such turnpike gate ; or any crane, machine, or engine, for"
1413001800_000020,"Acts and laws, passed by the General Court of Massachusetts: at the session begun and held at Boston, in the county of Suffolk, on Wednesday, the twenty-ninth day of May, anno Domini, 1799.","Minns, Thomas",83,1,0,7,4,2,2,2,0,2,2,0,4,0,0,0,4,0,1,17,2,0,0,1,0,2,1,12,0,0,6,2,0,7,2,1799,1,1,"Boston: Massachusetts : Printed by Young and Minns, printers to the Honorable General court, [1799]",Boston,45,male,1773,1836,FALSE,"county of Essex, and for supporting the same, passed March, one thousand seven hundred and iinety three : For each foot passenger, one Additionattoul. cent; for each horse and rider, one cent and fv milles; for each additional rider, one cent; for each cart or other carriage of burden drawn"
1616600200_000058,"An appendix to the abridgment of the statutes of Ireland; Containing an abridgment of the several acts passed in this Kingdom, in the twenty seventh year of His Present Majesty, Our Most Gracious Sovereign Lord, King George the Third. With a table of the titles of the statutes, shewing under what heads they are abridged. By Francis Vesey, Esq;","Vesey, Francis",73,0,3,3,1,2,2,2,2,1,1,0,1,0,1,1,4,4,0,4,3,0,2,7,0,1,5,5,0,0,11,0,3,4,0,1787,1,1,"Dublin : Printed by George Grierson, printer to the King's Most Excellent Majesty, MDCCLXXXVII. [1787].",Dublin,268,male,1721,1804,FALSE,"John Montgomery, Nathaniel montgomery Moore, Charles Powel Leslie, Richard Magennis, John Thomas Softer, James Stewart, John mlclintock, John Reilly, Thomas james Fortercu, Thomas Dawson, Thomas Pepper, e~layny Townly Balfour, Robert Sibthorpe, William Mead Ogle, John Leigh, reverend doctor Norris, Thomas Baker, Alan Bellingham, Richard Talbott, rev. William Softer, O'brien bellingham,"
0409300800_000267,"An abridgment of penal statutes, which exhibits at one view, in the following manner, the offences/punishments or penalties/mode of recovery/application of penalties, &c./number of witnesses/what justices/the enacting statutes by William Addington, Esq; One of the assisting Magistrates of the Police, at the Publick Office, Bow-Street.","Addington, William, Sir",56,0,0,5,3,3,0,0,0,0,2,1,0,0,0,2,2,1,1,1,0,0,0,2,2,1,3,8,1,0,6,2,2,5,3,1778,1,1,"London : printed by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty. For the author, (whose Name is signed by himself on the Title-Page of every Book) and sold by Mr. Payne, at the Mews Gate; Mr. Walter, Charing-Cross; Mr. Almon, Piccadilly; Mr. Robson, New Bond Street; Mr. Flexney, Holborn; Mr. Baldwin, Pater-Noster-Row; Mr. Whieldon, and Co. Fleet-Street; Mess. Richardson and Urquhart, Cornhill; Mr. Clarke, Portugal Street, Lincoln's Inn; and by Appointment at Mr. Hall's, Stationer, in Gerrard Street, [1778?].",London,725,unknown,,,FALSE,"of any such, c. who shall die, shall refuse to deliver up such c. within four days after such new appointment, (vid. abcve) any justice of, c. shall by warrant, order the constable or other peace officer with proper assistance to enter such, c in the daytime, and to remove"
1201300100_000059,"An appendix to the abridgment of the statutes of Ireland; containing an abridgment of the several acts passed in this kingdom, in the sixteenth, seventeenth and eighteenth years of His present Majesty, our most gracious Sovereign Lord King George the Third. With a table of the titles of the statutes, shewing under what Head, they are abridged. By Francis Vesey, Esq;.","Vesey, Francis",65,0,0,1,1,1,1,1,3,0,1,3,5,0,0,0,3,1,1,1,3,0,4,0,0,1,4,10,0,0,5,0,10,4,1,1778,1,1,"Dublin : printed by the executors of David Hay, assignee of the late Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXVIII. [1778].",Dublin,163,male,1721,1804,FALSE,"aid men, or agents, to pull down all such houses , buildings, and tenements, lay into the ioad, and to lay the ground whereon erected, and also such other grounds, lands, or hereditaments as aforesaid, or such part thereof, as they think fit, into said road ; and to do"
1781200100_000267,"Anno Regni Georgii II. Regis Magnæ Britanniæ, Franciæ, & Hiberniæ, tertio. At the Parliament begun and holden at Westminster, the twenty third day of January, ... 1727. ... And from thence continued by several prorogations to the thirteenth day of January, 1729. being the third session of this present Parliament.",Great Britain,111,0,0,0,0,1,0,0,3,0,3,2,3,2,0,1,16,0,0,5,0,0,5,3,0,1,5,17,3,0,23,0,9,7,2,1730,1,1,"London : printed by the assigns of His Majesty's printer, and of Henry Hills deceas'd, 1730.",London,686,unknown,,,FALSE,"therflone, Littleton of Studley, ESQUIRES; the Reverend Stockwell, Archer of Revington, Esquire, Benjamin Palmer senior, Benjamin Palmer ju a nior, Chrifopher, Esquires; Willfon Ailesbury, John Holliake, bhomas Baker, William Harrijon junior, b hcmas Jlames, Edmund Makepeace, ipilliam Bnton junior, Richard grimjhaw, Thomas Ftifer, Morton Sla nev, Mordaunt Hopper, Parsons, p."
0349000106_000084,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,84,5,0,4,4,1,0,0,2,0,0,0,1,0,6,0,1,0,2,5,2,0,1,0,3,2,4,5,0,0,6,1,20,4,5,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"or any of the roads in the parishes in which the same do lye, or in any of the neighbouring parishes ; nor hall any person or persons be chargeable with the said toll or duty , for any carts , cars, or wagons , loaded with corn in the"
0068000108_000441,"The statutes at large; from Magna Charta, to the end of the last parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,93,7,0,9,7,1,0,1,0,0,1,0,0,0,10,1,6,0,1,9,0,0,1,4,0,1,3,5,0,0,11,0,2,5,8,1764,8,8,"London : printed by Mark Basket, Printer to the King's Most Excellent Majesty, and by the assigns of Robert Basket; and by Henry Woodfall and William Strahan, Law Printers to the King's Most Excellent Majesty, MDCCLXIII. [1763].",London,734,male,1723,1769,FALSE,"any Person or'perfons empowered by them, or any five or more of them, to demand, receive, and tae, and they are hereby required to demand, receive, and take, at all the Gates and Bars that are or mall be ereced for receiving and collecing any Toll or Duty , before"
1043400102_000308,"The justice of the peace, and parish officer. By Richard Burn, LL. D. Late Chancellor of the Diocese of Carlisle, Continued to the Present Time By John Burn, Esq. his Son, One of his Majesty's Justices of the Peace for the Counties of Westmorland and Cumberland. The nineteenth edition, corrected, and considerably enlarged. Including the late Adjudged Cases, and the Statutes of the last Session of Parliament (39 & 40 Geo. III.). In four volumes. ...",Richard Burn,114,0,0,22,11,1,1,2,1,0,1,0,0,0,0,1,2,2,1,16,0,0,0,4,0,5,1,9,0,0,11,0,1,13,9,1800,2,4,"London : printed by A. Strahan, Law-Printer to the King's Most Excellent Majesty ; for T. Cadell jun. and W. Davies, in the Strand ; and J. Butterworth, in Fleet-Street, 1800.",London,897,male,1709,1785,FALSE,"is direeted by fucli ats to be taken for carts drawn by 3 horses . 13 G. 3 C 84 f 22 Increase of tolls The turnpike trustees , or persons authorised by them, in respect of shall take for every wagon , wain, cart , or carriage , hav"
1201201200_000035,"An appendix to the abridgment of the statutes of Ireland; containing an abridgment of the several acts passed in this kingdom, in the fifteenth and sixteenth years of His present Majesty, our Most Gracious Sovereign Lord King George the Third. With a table of the titles of the statutes, shewing under what Heads they are Abridged. By Francis Vesey, Esq;.","Vesey, Francis",69,0,2,2,7,1,2,1,1,1,2,0,2,0,2,0,1,0,0,10,2,0,1,1,0,0,3,11,0,0,7,0,3,2,5,1776,1,1,"Dublin : printed by the executors of David Hay, assignee of the late Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXVI. [1776].",Dublin,113,male,1721,1804,FALSE,"other the provisions and regulations herein contained, shall take pi;, C and have continuance from and after the ift of April, 1776 for and during the term and space of 4i years, and no longer. on adjud; cation of XXXV Jfe7. 32 If before expiration of said term of 41"
0241700300_000071,"The country lawyer: containing, not only large abstracts of the several Acts of Parliament, ON The Following Heads, but all the doctrine and adjudged cases, And every Thing relating to each Subject, with the Authorities. Landlord and Tenant. Trespass on Grounds. Right of Common. Woods. Game. Dogs. Estrays. Clergy. Tithes. Church. Church-Wardens. Poor. Constable. Nusance. Highways & Turnpikes. Servants, and Tax. Assault. Horses, and Tax. Carriages, and Tax. General Post. House-Tax. Shop-Tax. Window-Tax. Hat-Tax. Glove-Tax. Auction Tax. Receipts Tax. Bills of Exchange and Notes Tax. By Dr. John Trusler. Not only useful but necessary to every Person living in the Country, or elsewhere.",John Trusler,94,0,0,20,9,1,0,1,0,1,1,0,0,0,0,5,5,3,1,1,1,0,0,7,0,4,0,6,1,0,8,0,2,6,11,1786,1,1,"London : sold by J. Murray, No. 32, Fleet-Street. M,D,LXXXVI, MDLXXXVI [1786].",London,227,male,1735,1820,TRUE,"Ibid. 14 Two oxen or horned cattle to be considered as one horse . Ibid., 15 The owner of every wagon and cart shall paint the words ccnmnonfjage wagon or cart thereon, with the christian, firnane and place of abode of the owner, on. pain of forfeiting from 20 s;"
0233100102_000182,"The present practice of a justice of the peace; and a complete library of parish law. Containing the substance of all the statutes and adjudged cases, down to the year 1790, which point out the Duty and Present Practice of Justices of the Peace, Sheriffs, Under-Sheriffs, Clergymen, Church-Wardens, Overseers, High Constables, Surveyors of the Highway, Constables, Headboroughs, And other County, Ward, and Parish-Officers. By the Rev. Edward Barry, LL.D.","Barry, Edward",80,1,0,13,5,1,0,1,0,1,2,0,0,0,0,6,5,7,4,7,3,0,0,2,0,1,0,4,1,0,5,0,0,6,5,1790,2,4,"London : printed for the proprietors, and sold by Mess. Simmonds , Pater-Noster Row ; Butters , No. 79, Fleet-Street ; Fletcher, Oxford; and Hodson, Cambridge, MDCCXC. [1790].",London,590,male,1759,1822,FALSE,"drive with more vinlg wii more than the number of horses hereby allowed, the constable, lorki tihain the aet allows. surveyor , or any other person, may apprehend and take him before a justice, and on conviction, by confession, or oath of one witness, he mhall forfeit a unm not"
1247501500_000004,"A bill for the better repairing and amending the road leading from Ipswich to Cleydon, and the Road called the Pye-Road, in the County of Suffolk.",Great Britain. Parliament,63,4,0,2,3,3,0,0,0,3,3,0,3,1,2,0,2,1,2,4,2,0,2,2,0,3,2,5,6,0,6,0,0,0,2,1711,1,1,"[London : s.n., 1711].",London,8,unknown,,,FALSE,"and every Year after the Feast of if they think fit, to Appoint Persons of the laid County , to Survey and View.: the said Ruinous Roads and Ways, by this Ad Directed to be Amended, and to Frn choir of the Duties and Tolls Received, in Pursuance of this"
0596900106_000175,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,81,2,0,3,5,1,0,0,2,0,0,0,3,0,5,0,2,0,2,5,2,0,2,0,3,3,5,8,0,0,5,0,16,3,4,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"repairing the said road , or any other roads the roads , in the parishes , in which the same do lye, or in any of the neighbouring parishes ; nor shall any person or persons be charge corn in able with the said toll or duty for any carts"
1356900100_000113,"The statutes at large, passed in the parliaments held in Ireland: From the third year of Edward the Second, A.D. 1310, to the first year of George the Third, A.D. 1761, inclusive. With marginal notes, and a compleat index. Continued to the seventh year of George the Third, A.D. 1767, inclusive. Published by authority.",Ireland,90,1,0,4,6,3,8,3,1,5,8,0,1,0,5,0,0,1,0,8,0,0,0,1,0,5,7,8,0,0,6,3,2,0,4,1769,1,1,"Dublin : Printed by Boulter Grierson, printer to the King's Most Excellent Majesty, MDCCLXIX. [1769].",Dublin,722,unknown,,,FALSE,"Kil diare : and also one other aat paffetd in the said fifth year of his late 5 C 2 Is. Mvajefly's reign, entitled, An act for repairings the road leading from thec towngi of Kilculllen in thje county of Kildare to the city of ekilkemzly: : and a further"
1201900500_000003,"An act for repairing the road from Leeds to Sheffield, in the county of York.",Great Britain. Parliament,95,1,0,4,4,3,1,3,0,1,1,0,0,0,5,0,7,0,0,25,3,0,1,0,0,1,0,4,0,0,13,4,4,7,3,1758,1,1,"[London, 1758].",London,28,unknown,,,FALSE,"Horse , One Penny hialfpeny: For every Wagon , Wain, Cart , or Carriage , drawn by Five or more Horses , Oxen, or Beasts of Draught, not laden with, or carrying Lime, Coals, or Cinders, Nine Pence; and drawn by Four Horses or other Beasts of Draught, Sixpence; and"
0838600901_000300,"The justice of the peace, and parish officer. By Richard Burn, ... In two volumes. ...",Richard Burn,58,0,0,4,4,1,0,2,2,0,1,1,1,0,0,3,0,2,2,1,0,0,0,2,0,0,1,9,2,0,2,0,5,11,2,1755,1,2,"[London] : In the Savoy: printed by Henry Lintot; for A. Millar, 1755.",London,580,male,1709,1785,FALSE,"offence shall be committed, and the surveyor of the turnpike , or any person appointed by five trutees, may apprehend and take such driver before a justice; and on convidiion by confession, or oath of one witness, he shall forfeit 5 /. and if he have no g.ocds whereon immediate"
