PassageID,Title,Author,Total termFreq,termFreq(abandon),termFreq(advantag),termFreq(appetit),termFreq(bosom),termFreq(charact),termFreq(convinc),termFreq(debauch),termFreq(debaucheri),termFreq(design),termFreq(desir),termFreq(despic),termFreq(diabol),termFreq(dissolut),termFreq(evil),termFreq(fear),termFreq(folli),termFreq(gai),termFreq(gaieti),termFreq(glori),termFreq(gratif),termFreq(guilt),termFreq(honour),termFreq(impur),termFreq(infami),termFreq(innoc),termFreq(libertin),termFreq(libidin),termFreq(lost),termFreq(love),termFreq(mortif),termFreq(night),termFreq(passion),termFreq(pleasur),termFreq(plot),termFreq(power),termFreq(pretenc),termFreq(proflig),termFreq(rake),termFreq(rank),termFreq(rape),termFreq(regard),termFreq(render),termFreq(reput),termFreq(ruin),termFreq(sacrific),termFreq(scandal),termFreq(seduc),termFreq(sensual),termFreq(sensualist),termFreq(sex),termFreq(shame),termFreq(sin),termFreq(subterfug),termFreq(subtl),termFreq(vice),termFreq(viciou),termFreq(vile),termFreq(virtu),termFreq(wick),termFreq(wicked),termFreq(woman),termFreq(worst),termFreq(wretch),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0865200104_000092,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. In seven volumes. By Mr. Samuel Richardson, Author of Pamela, and Sir Charles Grandison. ...",Samuel Richardson,42,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,6,0,0,2,0,0,4,3,0,0,0,0,5,0,0,2,0,0,0,1,0,4,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1765,4,7,"Dublin : printed by J. Potts, at Swift's-Head, in Dame-Street, MDCCLXVI. [1765-66].",Dublin,361,male,1689,1761,TRUE,"own conscious worth, and our despicable worth lefnefs. 0 Lovelace! what then was the triumph, even in my eye, and what is it fill upon reflection, of TRUE modesty, of TRUE wit, and TRUE politeness, over frothy jet, laughing impertinence, and an obscenity so shameful , even to the guilty,"
1397200200_000082,"A practical treatise upon Christian perfection. By William Law, A.M.",William Law,34,1,0,0,0,0,1,1,4,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,2,0,1,2,0,2,0,1,0,1762,1,1,"London : Printed for J. Richardson in Pater-Noster-Row, MDCCLXII. [1762].",London,337,male,1686,1761,TRUE,"a delight to the devil to see heathens sporting with the bodily death of Christians? And muse it not be a greater delight to him to see Chlriftians [portmye themfellies in the death of their; souls? THE heathens could only kill the body, and repa. rate it from the soul;"
0278400400_000030,"Christianity unveiled; being, an examination of the principles and effects of the Christian religion. From the French of Boulanger, author of Researches into the origin of oriental despotism. By W.M. Johnson.","Gowan, Alexander",32,1,2,0,0,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,0,1,0,1,0,1795,1,1,"New-York : Printed at the Columbian Press, by Robertson and Gowan, for the editor, and sold by the principal booksellers in the United States, 1795.",New York|New York.,244,unknown,,,FALSE,"be offended should his creatures presume to touch them. Reason cannot approve virtues which are deftruaive to ourselves, nor admit a God who is delighted when mankind render themselves miserable, and. voluntarily submit to torments. Reason and experience, without, the aid of fuperfltition, are sufficient to prove, that passions and"
0719800302_000035,"Secretaria di Apollo: or, letters from Apollo, historical and political; directed to the most eminent princes, States-Men and Politicians in the World, as well Antient as Modern. With curious remarks on the classic authors, and other Greek and Latin Historians. By the famous Trajano Boccalini. Now first made English from the original Italian. In two volumes.",Trajano Boccalini,52,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,3,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,3,3,0,0,2,0,1,0,0,4,5,0,0,6,0,0,6,1,0,0,0,0,0,1704,2,2,"London : printed for R. Smith, at the Angel and Bible without Temple-Bar, 1704.",London,299,male,1556,1613,FALSE,"For which Reasons we tolerate your Way of living, and grant you free leave to introduce the Exercise of it in all Places: when Vice cannot be entirely banifded, tis the belt way to Conceal it, as it is a leter Evil to Sin in the dark, than in the"
0432600100_000015,"The tryal of the Lady Allurea Luxury, before the Lord Chief-Justice Upright, on an information for a conspiracy.",,26,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,1757,1,1,"London : printed for F. Noble, at his Circulating-Library in King-Street, Covent-Garden: and J. Noble, at his Circulating-Library, in St. Martin's, Court, near Leicester-Square, MDCCLVII. [1757].",London,98,unknown,,,FALSE,"they will confider nothing in comparison of their own Gratifications -- - All the Relations -- - all the Ties -- - and all the Connexions of Humanity, are banished from their Hearts -- - and there is no Baseness they will slick at, to continue to themselves the Fruition"
1325600700_000005,"Mentor's letters, addressed to youth.",Edmund Rack,39,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,1,1,1,1,0,0,1,0,0,1,0,0,2,1,9,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,3,1,0,0,0,0,1,1777,1,1,"Bath : Printed by R. Cruttwell, for the author; and sold by E. and C. Dilly, in the Poultry; and James Philips, George-Yard, Lombard-street, London, MDCCLXXVII. [1777].",Bath,91,male,1735,1787,FALSE,"more crimninal kind, are many and various. -- The want of proper education -- the force of habit -- the influence of bad example, all conspire to centre them in little and mean purs~uits. ~ They either never had, or through inattention have loss, that TRUE tasse for pleasure ,"
0691401100_000009,"Letter from Lady Wallace, to Capt. William Wallace, aid de camp to Colonel Maxwell, at Bangalore.",Eglantine Wallace,34,0,1,0,0,0,1,2,0,0,0,2,0,0,1,1,1,0,0,2,0,0,3,0,0,0,0,0,1,1,0,0,2,1,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,1792,1,1,"London : printed for J. Debrett, 1792.",London,223,female,,,FALSE,"it will take much time and great quickness of apprehension to become mailer of tactics. i e ethere ( 72) There is much more required to make a good officer than bravery, a man may be the first and boldest in every hardy enterprise, and yet know little of his"
1005000100_000029,"The practice of true devotion, in relation to the end, as well as the means of religion; with an office for the Holy Communion. By Robert Nelson, Esqr;",Robert Nelson,37,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,1769,1,1,"London : printed for John Rivington, Bookseller to The Society for promoting Christian Knowledge; at the Bible and Crown (no 62.) in St Paul's Church-Yard, M.DCC.LXIX. [1769].",London,348,male,1656,1715,FALSE,"as upon this Day of the Week, you may be prevailed upon to underlta' e the work of Mlor: ification. This Profpec of a crucified 7jfus has Motives sufficient to humble the mofl G. 3 sensual ; fenfial Sinner, and to put him upofn a&ts' of self-denial; especially when you"
0196300201_000075,"Discourses on several subjects; being the substance of some select homilies of the Church of England, ... In two volumes. ... By the Rev. Sir Adam Gordon, ...",Church of England,29,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,4,1,0,1,0,2,1,1,0,0,1795,1,2,"London : printed for John Stockdale, 1795.",London,428,unknown,,,FALSE,"3 exhorteth us to firive to be so free from all transgression of this nature, as not even to let it be once namled amongst us, (as becoiiet saints;) that is, to preserve the utmost caution in our discourse, as suitable to the characer of christians; and that there may"
1101300102_000052,"The guardian. In two volumes. With a translation of the mottos and quotations, likewise, the authors names of such as are known, prefixed to each number. ...",,32,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,2,3,0,0,0,0,0,1,2,1,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,2,0,0,1,1754,2,2,"Dublin : printed for William Williamson, Bookseller, at Mecaenas's-Head in Bride-Street, M,DCC,LIV. [1754].",Dublin,451,unknown,,,FALSE,"learned Reader, that the foregoing Story of the German and Portuguese is almost the same in every particular with that of the two Rival Soldiers in c.efar's Commentaries. This Prolusion ends with the Performance of an Italian Poet, full of those little Witticisms and Conceits which have infected the greatest"
0199800114_000047,"A system of divinity, in a course of sermons, on the first institutions of religion; on the being and attributes of God; on some of the most important articles of the Christian religion, in connection; and on the several virtues and vices of mankind: with Occasional Discourses.. Being a compilation from the best sentiments of the polite writers , and eminent, sound Divines, both ancient and modern, on the same Subjects, properly connected, with Improvements, particularly adapted for the Use of chief Families and Students in Divinity; and for Churches, for the Benefit of Mankind in general. ... . By the Rev'd Wm. Davy. A.B.",William Davy,37,0,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,5,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1800,14,26,"Lustleigh, Devon : printed by himself. - Fourteen copies only, MDCCXCV. [1795]-1807.",Lustleigh,465,male,1743,1826,FALSE,"who lives according to Nature, both in the Choice and Measure of his Gratifications , has all the Benefit that Nature designed him. Hence it is that his Sensations are pure and genuine, and his Pleasures quick and lively. He neither wants nor covets the Helps of Art, nor the"
1745800200_000090,"The scourge: in vindication of the Church of England. To which are added, I. The danger of the church-establishment of England, from the insolence of Protestant dissenters. ... II. The anatomy of the heretical synod of dissenters at Salters-Hall. By T. L.","Lewis, Thomas",38,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,8,1,1,2,4,2,0,0,1,4,1720,1,1,"London : printed in the year, 1720.",London,396,unknown,1689,,FALSE,"Dissenters upon the Universities of Oxford and Cambridge. S "" H E Clergy of the Church of England never, L fheiv'd themselves in so fair a point of  View as lately, when a Seminary of Learning and sreligion was turned into an Asylum for Rebels  and Traitors, and"
1116700200_000085,"A practical discourse concerning a future judgement, Under the following Heads: Viz: I. The Proof of a Future Judgment. II. Concerning the Time of Judgment. III. Who shall be our Judge, viz. the Man Christ Jesus. IV. The Manner and Circumstances of Christ's Appearance, and the awful Solemnities of Judgment. V. Who are to be judged; viz. the World, or all Mankind. VI. For what we shall be judged. Vii. Concerning the Righteousness of the Future Judgment, and the Rule whereby we shall be judged. Viii. The Conclusion. By William Sherlock, D. D. Late Dean of St. Paul's.",William Sherlock,39,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,2,0,0,0,3,0,0,1,6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,2,0,1,0,1,0,0,0,7,1739,1,1,"London : printed for J. Walthoe, A. Bettesworth and C. Hitch, J. and J. Pemberton, R. Robinson, J. Walthoe, Jun. T. Longman, J. Clarke, J.andP. Knapton, D. Browne,and C. Bathurst,  MDCCXXXIX. [1739].",London,386,male,1641,1707,FALSE,"Curiosity, than conquer a Ifabit and therefore they have a more easy Tafl to keep themselves innocent , than old Sinners have to conquer their vicious Habits, who must pluck out a right Eye, and cut off a right Hand, to enter into Heaven. And the Natural Modesty of Youth"
0230400103_000046,"Sermons, by Hugh Blair, D.D. One of the ministers of the High Church, and Professor of Rhetorick and Belles Lettres in the University, of Edinburgh.",Hugh Blair,39,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,3,0,0,1,0,0,0,7,8,0,3,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1790,3,5,"Edinburgh : printed for William Creech, Edinburgh; and W. Strahan, and T. Cadell, London, M,DCC,LXXVII. [1777].",Edinburgh,447,male,1718,1800,TRUE,"and his fall will be foreseen, and predited. He not only exposes himself unguarded to dangers, but he multiplies them against himself. By presumption and vanity, he either provokes enmity, or incurs contempt. The arrogant mind, and the proud hope, are equally contrary to religion, and to ERM. to prudence."
0206700102_000056,The female Spectator. |...,Eliza Haywood,31,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,5,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,1,1,0,0,0,0,3,0,0,1,1748,2,4,"London : printed and published by T. Gardner, at Cowley's-Head, opposite St. Clement's Church in the Stárand, M,DCC,XLVIII. [1748].",London,328,female,1693,1756,TRUE,"and the affecion she had for him too weak to hinder her from conceiving a spite, that made her take a pleasure in contradicting him. IN fine, his remonifrances had so ill an effet, that inffead of complying with the leaft'ifhis desires , he aced in everything the very reverse:"
0429900502_000040,Memoirs of a certain island adjacent to the Kingdom of Utopia. Written by a celebrated author of that country. Now translated into English. Vol.II.,Eliza Haywood,30,0,0,1,1,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,1,1,0,0,3,0,0,2,0,0,0,0,0,2,1726,2,2,"London : printed , and sold by the booksellers of London and Westminster, M.DCC.XXVI. [1726].",London,284,female,1693,1756,TRUE,"utmost Attention of the admiring Youth. Burr the God of tender Adorations perceiving how he was taken up, gave an Inter ru?, tioa m ( [z6) ruption to his Cogitations in these Words: It is not f. d L e) to indulge your Contemplations with the various Charms which both"
0476601003_000074,"Sermons on the following subjects, viz. The religion of Christ. Christian Morality. Excellence of Christ's Doctrines The Possibility of Miracles. Character of Christ and his Apostles. Design of their Miracles. Certainty of the Miracles. Resurrection of Christ; and Consequences of it. His not appearing to all the People. Of Christ's Ascension. The Descent of the Holy Spirit. The Doctrine of a Resurrection explained. The Change made by in the Saints. Objections against a resurrection answered. By the late reverend Samuel Chandler, D. D. and F. R. and A. S. S. Published from his Manuscript. with a preface, Giving a Brief Account of the Life, Character and Writings of the Author, by Thomas Amory, D. D. ...",Samuel Chandler,36,0,1,0,0,2,1,0,0,0,2,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,3,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,1,2,1,0,0,1,0,0,1759,3,4,"London : printed for J. Buckland, in Pater-Noster-Row ; and E. and C. Dilly, in the Poultry, M,DCCLXIX. 1759-[1769].",London,444,male,1693,1766,FALSE,"the vilest and most dishonourable offences, who hath thrown off all regard to reputation and character , hath entirely suppressed the dicates of conscience, or so steeled himself, as entirely to despise and disregard them. That heart must be in the most desperate situation of corruption, which is thus despoiled"
1254200100_000138,"The new whole duty of man, containing the faith as well as practice of a Christian; made easy for the practice of the present age, as the old whole duty of man was designed for those unhappy times in which it was written; and supplying the articles of the Christian faith, which are wanting in that book, tho' essentially necessary to salvation. Necessary for all families,and authorised [sic] by the king's most excellent majesty. With devotions proper for several occasions: and a help to the reading of the holy scriptures.",,39,0,0,1,0,0,1,0,0,0,1,0,0,0,3,4,1,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6,0,0,2,2,0,1,0,0,1,0,0,1,1746,1,1,"London : printed only for Edward Wicksteed, at the Black-Swan in Newgate-Street, near Newgate-Market, 1746.",London,558,unknown,,,FALSE,"themselves within the modest rules of a marriage state, which beingordained for the begetting of children to be brought up in the fear of God, and for a remedy against sin , and to avoid fornication, so as to keep ourselves undefiled members of Christ's body, nothing mutl be committed,"
1329000100_000008,The man of the world. In two parts.,Henry Mackenzie,34,0,0,0,2,1,0,1,0,0,2,0,0,1,1,3,0,1,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,3,0,0,1,0,0,2,1787,1,1,"Dublin : [s.n.], Printed in the year M,DCC,LXXXVII. [1787].",Dublin,267,male,1745,1831,TRUE,"men are sometimes ad vised  to put on; they who always iffpeat will often be mistaken, and never be'happy. Yet there is a wide diftin&tion between the confidence which becomes a man, and the simplicity that disgraces a simpleton; he who never trusts is a niggard of his his"
1193602200_000003,"The absolute necessity of unfeigned repentance and humiliation, in order to secure the divine favour and protection, ... Being the substance of two discourses preached ... on February the 13th, 1761, ... By the Rev. Mr. Thomas Smith, ...","Smith, Thomas",29,0,0,0,0,0,0,1,1,1,1,0,1,0,3,4,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,1,0,1764,1,1,"London : printed for and sold by the author, at Mr. Clayton's, 1764.",London,35,male,1753,1777,FALSE,"in the fear of the Lord. Neither has his judgments changed our manners, or brought us to a better mind, but we audaciously deride his puniflments, and still continue as licentious as ever. The prelcriptions of right reason are wilfully violated, and men are governed by brutifi desires ; they"
0055500202_000009,"The natural daughter. With portraits of the Leadenhead family. A novel. By Mrs. Robinson, Author of Poems, Walsingham, the False Friend, &c. &c. &c. In two volumes ...",Mary Robinson,29,2,0,0,0,1,2,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,1,0,2,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1799,2,2,"London : printed for T.N. Longman and O. Rees, Paternoster-Row, 1799.",London,289,female,1758,1800,TRUE,"the passing multitude, was that which was in flited by forgetfulness: for in the bury scene, it was her lot to contemplate beings whom the had in her more prosperous days preserved from abje& misery; who now repaid with low ma. lignant triumph that charitable impulse which warmed her heart,"
0033500400_000015,"Friendship in death, in twenty letters from the dead to the living. To which are added, Thoughts on death: translated from the Moral essays of the Messieurs du Port Royal.",Elizabeth Rowe,33,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,3,0,1,2,0,0,0,5,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,4,0,0,2,0,0,0,1733,1,1,"London : printed for T. Worrall, at Judge Coke's Head, against St Dunstan's Church in Fleet-Street, [1733].",London,479,female,1674,1737,TRUE,"What is this Honour you are giving up your Life, and all your Hopes of Salvation to maintain? T i s guiltless lovely Woman , is only per jur'd to her marriage Vows: This Angel, this divine Creature, does but deceive, does but cx pole to Infamy , the best"
0124500201_000069,"Scripture characters: or, a practical improvement of the principal histories in the Old and New Testament. In Four Volumes. ... . By Thomas Robinson, M. A. Vicar of St. Mary's, Leicester, and Late Fellow of Trinity College, Cambridge.","Robinson, Thomas",33,0,2,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,0,0,0,0,1,1,0,2,1,0,0,1,1793,1,4,"London : printed for the author; and sold by J. Mathews, No. 18, in the Strand; C. Dilly, in the Poultry; and by the booksellers in Leicester, 1793.",London,455,male,1749,1813,FALSE,"they dwell. - But let the rioft upright prepare their souls for temptation, nor wonder if their characters be ifperfe'. "" The Lord was with Joseph; "" and yet he was exposed to the strongest. solicitations to un, and loaded with the foulest reproaches. But, though violently assaulted, he was"
0330900100_000155,Select works of William Penn. To which is prefixed a journal of his life.,William Penn,30,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,4,1,0,1,1,1,1,0,0,1,1771,1,1,"London : [s.n.], Printed In The Year MDCCLXXI. [1771].",London,924,male,1644,1718,FALSE,"amongst them detered them, as will be Rom. II 6,;. ihown) they were the pleasures of an effeminate Sardanapalus, a fantatick Miracles, a comical Arigtophanes, a prodigal Charaxus, a luxurious Aristippus; and the pra&tices of such women as the infamous Clytemnestra, the painted Jezebel, the lascivious Cam pafpe, the immoder"
0114600400_000050,"Twenty sermons on the following subjects ... Preach'd in the parish of St. Philip, Charles-town, South-Carolina. By the Reverend Samuel Quincy, lecturer of said parish.","Quincy, Samuel",37,2,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,2,6,0,0,1,0,0,0,0,1,0,0,0,3,0,2,0,2,1,0,0,0,0,1750,1,1,"Boston; New-England : Printed and sold by John Draper, in Cornhil, M,DCC,L. [1750].",Boston,397,unknown,,,FALSE,"injuring that of others. 3 The next Qualification mentions in the Text, as necessary to render our Persons and Services acceptable to God, is, that wue take not up a Reproach againjf our Neighbour. thewords may be rendered as in the Margin; Doth not receive, or endure a Reproach against"
0396201200_000004,"The folly, infamy, and misery of unlawful pleasure. A sermon preached before the general assembly of the Church of Scotland, May 25. 1760. By James Fordyce, D.D.",James Fordyce,29,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,2,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,1,0,0,2,1,1768,1,1,"Edinburgh : printed for John Balfour, M,DCC,LXVIII. [1768].",Edinburgh,47,male,1720,1796,FALSE,"affirm, that those indulgences deserve the honourable name of pleajiire, which cannot bear to be calmly reflected on, which reasfn will not approve, and on which conscience refufeth to bestow her sacred fancion? WHAT shall I say farther on this head, or how paint the train of nifchiefs, and of"
0224500200_000021,"Sermons to young women: by James Fordyce, D.D.",James Fordyce,35,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,7,0,0,2,1796,1,1,"Dublin : printed by Campbell and Shea, for W. Gilbert, P. Byrne, P. Wogan, W. Jones, and J. Milliken, 1796.",Dublin,293,male,1720,1796,FALSE,"think ye, unhurt; unhurt in their health and fpi r:; s, inth; ic ferenit, - and felf enjoyment, in their sobriety of mind anr habits of fe control?? cannot think it. .er y ielom at Raft can you fuppore, that, where there is mn'ch fenlhiiirv of temper, an ill placed"
0346000900_000044,"The polite lady; or, a course of female education. In a series of letters, From a Mother to her Daughter.","Allen, Charles",36,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,1,3,0,2,1,1785,1,1,"London : printed for Thomas Carnan, in St. Paul's Church-Yard, MDCCLXXXV. [1785].",London,293,male,1728,1792,FALSE,"with many more; but all their fairest hopes, all their finest pro fpe&, were, at once, blasted and deftroved by one FALSE step, the loss of their chastity; for, this lost , everything that is dear and valuable to a woman , is lost along with it; the peace of"
0432402000_000019,"An account of the Societies for Reformation of Manners, in England and Ireland. With a persuasive to Persons of all Ranks, to be zealous and diligent in promoting the execution of the laws against prophaneness and debauchery, for the Effecting A National Reformation. Published with the Approbation of a Considerable Number of the Lords Spiritual and Temporal, and Honourable Judges of both Kingdoms.",,36,0,3,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,5,2,0,5,0,1,0,1,0,0,1701,1,1,"London : printed by J. Downing, in Bartholomew-Close near West-Smithfield: and are to be sold by him, and D. Brown, Bookseller, without Temple-Bar, 1701.",London,203,unknown,,,FALSE,"*rupuon of our Nature, which is generally more depraved by our Education in a degenerate Age; that being thus depraved and weakncd, we find it no very easy work to resist Temptations to Sins , to which we have either habituated ourselves, or have a natural propensity, when they are"
0476601003_000073,"Sermons on the following subjects, viz. The religion of Christ. Christian Morality. Excellence of Christ's Doctrines The Possibility of Miracles. Character of Christ and his Apostles. Design of their Miracles. Certainty of the Miracles. Resurrection of Christ; and Consequences of it. His not appearing to all the People. Of Christ's Ascension. The Descent of the Holy Spirit. The Doctrine of a Resurrection explained. The Change made by in the Saints. Objections against a resurrection answered. By the late reverend Samuel Chandler, D. D. and F. R. and A. S. S. Published from his Manuscript. with a preface, Giving a Brief Account of the Life, Character and Writings of the Author, by Thomas Amory, D. D. ...",Samuel Chandler,40,0,1,1,0,1,0,0,1,0,0,0,0,0,3,3,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,1,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,1,0,1,0,0,0,1,1759,3,4,"London : printed for J. Buckland, in Pater-Noster-Row ; and E. and C. Dilly, in the Poultry, M,DCCLXIX. 1759-[1769].",London,444,male,1693,1766,FALSE,"them if they have formed admittance, it muss be by introducing those friendly and powerful guardians, that will be able to protect and defend them against every hostile attempt, and effectually prevent their ever gaining or retaining the superiority over us. And As the heart .can never be well kept,"
0142205700_000012,"Two sermons, preached at Tunbridge-Wells. By St. George, Lord Bishop of Clogher. Published at the Desire of the Gentlemen who heard them.","Ashe, George",30,0,1,2,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,3,0,0,0,0,0,1714,1,1,"London : printed for Dan. Midwinter, at the Three Crowns in St. Paul's Church-Yard, 1714.",London,39,male,1658,1718,FALSE,"at hand; Objects that, wherever they turn their Eyes, are frill before them, and thrust themselves into the Mind with the Advantages that do attend them, and by constant Importunity stir and work Desires , and serve them too when the Pleasures , Honours , and Profits it furnifheth, have"
0157502700_000008,"Orinthia's miscellanies: or, a compleat collection of poems, never before published. By Elizabeth Teft of Lincoln.",Elizabeth Teft,43,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,2,1,0,3,0,0,1,0,0,3,1,0,0,7,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,1,0,2,0,0,0,0,0,1,1747,1,1,"London : [s.n.], Printed in the Year M.DCC.XLVII. [1747].",London,158,female,1722,,FALSE,"Death thegood man'sjoy, thewicked'sd/ead r If Being's at a Period when we re dead? D I've I so ] I've read of Witchcraft and unnatural Evil , Sure Indication that there is a Devil: Could Chance invest this Fiend with Power of Ill, Or Nature work with supernatural Skill? Who"
0770101201_000006,"Sermons to young women. In two volumes. By James Fordyce, D.D. ...",James Fordyce,36,1,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,1,1,0,2,0,0,5,1793,1,2,"London [i.e. York?] : printed for A. Millar, W. Law, and R. Cater; and for Wilson, Spence, and Mawman, York, M,DCC,XCIII. [1793].",York,239,male,1720,1796,FALSE,"rond ilveetly into ote another How agree. Lble the composition! In the same way too, lonourable love is inspired and cherished. llonourable love ! that great preservative of purity, that powerful iftner of the fierceel rpirir, thatmighty improver oftherudei car, c3 riage, that all subduing, yet all exalting principle of"
