PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alon),termFreq(appear),termFreq(arm),termFreq(art),termFreq(beauti),termFreq(care),termFreq(charm),termFreq(death),termFreq(earth),termFreq(face),termFreq(fall),termFreq(fate),termFreq(fear),termFreq(fight),termFreq(flow),termFreq(form),termFreq(foul),termFreq(friend),termFreq(glori),termFreq(god),termFreq(grace),termFreq(hand),termFreq(happi),termFreq(head),termFreq(hear),termFreq(heart),termFreq(heaven),termFreq(hope),termFreq(hour),termFreq(joi),termFreq(king),termFreq(know),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mind),termFreq(natur),termFreq(night),termFreq(onc),termFreq(pain),termFreq(peac),termFreq(plain),termFreq(power),termFreq(prais),termFreq(ring),termFreq(round),termFreq(song),termFreq(sweet),termFreq(tear),termFreq(thought),termFreq(turn),termFreq(vain),termFreq(view),termFreq(virtu),termFreq(voic),termFreq(world),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0373600200_000035,"The poetical miscellany; consisting of select pieces from the works of the following poets, viz. Milton, Dryden, Pope, Addison, Gay, Parnel, Young, Thomson, Akenside, Philips, Gray, Watts, &c. For the use of schools.",,78,0,1,2,1,1,0,0,0,3,3,0,1,1,2,1,3,3,0,1,0,3,2,0,1,0,1,1,0,0,1,3,1,6,3,4,1,1,0,3,3,2,0,1,1,0,2,0,1,1,2,0,3,0,1,3,0,2,2,0,1762,1,1,"London : printed for T. Becket and P. A. de Hondt, at Tully's Head, in the Strand, MDCCLXII. [1762].",London,348,unknown,,,FALSE,"vales Sees dafies open, rivers run, And seeks (as I have vainly done) Amusing thought ; but learns to know That solitude's the nurse of woe. No real happiness is found In trailing purple over the ground: Or in a soul exalted high, To range the circuit of the Sky,"
1490100300_000009,"Ladies delight: or, The merry songster. Containing a collection of above one hundred songs intirely new; none of which are contain'd in the Syren, Nightingale, Lark, Merry companion, or any other collection.",,89,1,0,1,0,1,2,1,2,1,1,0,1,1,1,1,0,0,0,1,0,1,2,1,1,1,2,5,0,0,1,1,0,1,3,0,1,18,0,2,3,3,2,0,1,0,0,1,1,7,2,1,4,2,4,0,0,0,1,2,1741,1,1,"London : Printed and sold by T. Wright, at the Bible in Exeter-Exchange, in the Strand, MDCCXLI. [1741].",London,109,unknown,,,FALSE,"Heil tis sure must ascend, For nothing or. Earth fb much Filth could ingend, Mouft Muf he born ofa Devil, engenders in Strife, And sent to perplex us all Days of our Life . Let us stand on our Guard, and fight in Defence, Or we shall be worst oftfa"
0191700201_000027,The poetical works of John Hughes. In two volumes. With the life of the author. ...,John Hughes,83,3,0,2,1,2,1,3,1,0,0,0,0,2,2,0,2,2,0,2,0,2,3,2,4,0,2,0,1,1,1,3,0,0,0,1,2,4,3,3,0,1,0,2,2,1,3,0,0,2,0,2,5,2,0,3,1,3,1,0,1779,1,2,"Edinburg : at the Apollo Press, by the Martins. Anno, 1779.",Edinburgh,203,male,1677,1720,FALSE,"fage reformers too: No viciousftrains pollute your moral scene; Chaste are your thoughts , and your expieffion clean Strains such as your's the ftri&r test will bear; Sing boldly then, nor busy cenifure fear ; 40 Your virgin voicco: sends no virgin ear. Proceed in tragic numbers to difelofe Strange"
0365701702_000005,The British album. In two volumes. ...,,88,0,1,0,1,3,5,3,4,2,0,3,1,2,2,0,1,1,0,1,0,0,1,0,0,0,0,5,1,0,4,4,0,1,4,0,0,4,2,2,0,2,1,0,1,2,0,0,0,1,2,4,1,1,4,0,3,0,2,6,1790,2,2,"London : printed by John Bell, 1790.",London,175,unknown,,,FALSE,"esteem, And tribute of regard. What though' no trappings I allow; The Watch thus unadorned; Believe me, when I dare avow, Its worth should not be scorned. Companion of my earliest youth , I've oft its value known; Unswayed its probity and tnrth, By Fortune's smile, or frown. In Infant"
0377001201_000014,Bell's classical arrangement of fugitive poetry. Vol. I.,,75,0,1,1,0,1,1,2,0,0,2,0,1,3,1,0,2,2,0,4,1,0,1,2,1,1,2,1,4,1,2,1,0,1,3,0,3,1,2,1,0,2,0,1,2,1,3,1,0,0,1,1,1,0,3,1,5,0,3,1,1789,1,1,"London : printed by John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCLXXXIX. [1789].",London,178,unknown,,,FALSE,"all other fear rejects. Hence Just Ambition boundless splendours crown, And hence she calls eternity her own. Thus your loved Scipio past his glorious days, Blessed with his kindred's, friend's , and country's praise . Nor ended there the human hero's thought , Nor in the Roman was the man"
0918700103_000042,A collection of poems in six volumes. By several hands.,Robert Dodsley,80,3,1,1,0,0,1,1,1,1,4,0,0,1,1,0,3,2,0,2,0,2,1,0,2,1,0,2,2,1,1,6,0,4,2,0,2,4,0,3,1,1,1,1,1,2,0,0,0,1,5,2,2,0,0,2,2,0,2,2,1775,3,6,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXV. [1775].",London,351,male,1703,1764,TRUE,"dart, And guilt, that scorpion, flings his heart . Will knowledge give us happiness ? In that, alas! we know there's less, For every pang of mental woe Springs from the faculty, to know w. Hark! at the death betok'ning knell Of yonder doleful paffing bell, Perhaps a friend ,"
1531800400_000001,"Elegy, written at Amwell, in Hertfordshire, MDCCLXVIII.",John Scott,78,1,2,0,0,2,1,0,0,2,3,1,1,0,0,0,0,1,0,3,1,0,0,1,0,1,1,2,2,2,3,1,0,0,3,2,0,9,1,1,1,1,3,1,1,0,0,0,2,1,1,3,2,0,6,4,2,1,2,0,1769,1,1,"London : Printed by Dryden Leach, for the author, MDCCLXIX. [1769].",London,9,male,1730,1783,FALSE,"E L E G Y, WRITTEN AT AMWELL, I N HE R T SO RDS HI R E, M D C C L X V I I I. L O N D O N: PRINTED BY DRYDEN LEACH, FOR THE AUTHOR. MDCCLXIX. ·· · j;; ·-·. ··, ·' ~·: ·~.-;"
0146602500_000005,"A new miscellany of original poems, translations and imitations. By the most eminent hands, viz. Mr. Prior, Mr. Pope, Mr. Hughes, Mr. Harcourt, Lady M. W. M. Mrs. Manley, &c. Now first Published from their Respective Manuscripts. With some Familiar Letters by the late Earl of Rochester, never before Printed.",,84,1,1,2,1,2,3,4,3,2,0,1,1,1,3,0,1,1,0,1,0,0,2,1,3,0,1,5,3,2,0,3,1,1,2,2,3,7,2,2,0,2,0,1,0,1,0,0,0,1,1,1,4,0,1,2,1,0,1,0,1720,1,1,"London : printed for T. Jauncy at the Angel without Temple Bar, [1720].",London,375,unknown,,,FALSE,"the fashion. But 1 will not keep you too long upon this doleful Alteration it is enough to make most Wives in the wtorld very Melancholy. If you write to me, you mull direct to lincoln's nn Fields, the House next to the Duke's Playhouse in Portugal row; there lives"
0452601400_000014,"Hymns, and divine songs, for young persons. To which are added, many hymns on interesting subjects, for private and public use. Originally designed for the use of the Sunday School, at Bolton. By Benjamin Rhodes.","Rhodes, Benjamin",89,1,1,2,0,0,3,2,1,3,1,1,0,0,1,0,0,1,0,2,2,4,3,0,0,1,1,4,3,0,3,3,2,0,3,0,1,6,3,3,3,0,1,2,0,3,6,0,1,3,4,0,0,0,1,1,0,2,1,0,1796,1,1,"Birmingham : printed by J. Belcher, 1796.",Birmingham,102,male,1743,1816,FALSE,"trace behind! 4 In anxious toil we daily rise, Renew the chase to seize the prize; The bliss we seek is absent frill, And like a shade eludes our will. Though fading as the tender flower, We spend in vain the doubtful hour ; e5 [ be ] Like toiling"
0184700302_000043,"The works of the most celebrated minor poets. Namely, Wentworth, Earl of Roscommon; Charles, Earl of Dorset; Charles, Earl of Halifax; Sir Samuel Garth; George Stepney, Esq; William Walsh, Esq; Thomas Tickell, Esq. Never before collected and publish'd together. In two volumes.","Wentworth Dillon, 4th Earl of Roscommon",77,1,1,1,2,5,0,0,2,0,1,0,2,5,1,0,3,1,0,1,0,2,1,0,0,1,2,2,1,1,0,2,2,0,0,1,1,5,1,1,0,0,0,2,0,0,3,1,0,3,4,3,5,0,1,3,1,0,1,1,1749,2,2,"London : printed for F. Cogan, at the Middle Temple Gate, MDCCXLIX. [1749].",London,260,male,1633,1685,FALSE,"stars Shall raise mock heroes, and fantaltie wars; Like Like the young spreading laurels, Pope, thy name Shoots up with strength, and rises into fame; With Philips shall the peaceful valleys ring , And Britain hear a second Spenser sing. That much loved youth , whom Utrecht's walls confine, To"
0499500612_000024,Bell's classical arrangement of fugitive poetry. Vol. XII.,,67,2,1,0,1,2,0,2,1,1,1,0,0,1,0,0,1,1,0,0,1,2,2,5,0,1,3,2,0,1,1,2,0,0,1,0,0,1,1,1,1,2,1,0,2,3,3,0,1,3,2,2,1,0,3,1,1,1,1,1,1790,12,12,"London : printed by John Bell, 1790.",London,180,unknown,,,FALSE,"TWAS the deep groan of death That struck th' affrighted earl The momentary breeze, the vital breath Expiring sunk I let Friendship's holy tear Embalm her dead, as low he lies. To weep another's fate , oft teaches to be wise. Wisdom! set the. portal wide, - Call the young,"
1101901300_000017,"Poems on various subjects. Consisting of meditations, contemplations, soliloquies, Poetical Epistles, Moral Reflections, Hymns, and Taraphrases of Several Parts of Scripture, &c. By T. May.","May, Thomas, of Henley",93,0,1,0,0,2,0,0,3,6,5,1,2,0,1,0,0,1,0,1,1,4,3,0,4,1,0,2,6,1,0,5,1,2,3,1,1,3,5,1,1,0,0,3,0,2,3,0,0,2,0,1,2,0,5,1,2,1,1,2,1791,1,1,"Henley : printed by G. Norton, for the author; and sold by C. Dilly, Poultry; Scatcherd and Co. Ave Maria-Lane; T. Hookham, New Bond-Street; Champante and Whitrow, Jury-Street, Aldgate; Darton and Co. Grace Church-Street; C. Stuart, Princes-Street, Leicester-Fields, London; J. Fletcher, Oxford; S. Hazard, Bath; and W. Brown, Tolzey, Bristol, [1791?].",Henley-on-Thames,163,unknown,,,FALSE,"dart, And deep struck fear corrodes the conscious heart . Launch tle tall veiel, dare the spacious main, Search realrrs unknown, and all our pride is vain . Think not below confumnmate bliss to find; cod gives extension to the labouring mind ; Hence all our bliss is toil; constraint"
0342000700_000019,"Alfred, an historical tragedy, To which is added a collection of miscellaneous poems, by the same author.",Ebenezer Rhodes,68,0,1,1,0,1,3,2,2,1,1,0,0,1,2,1,2,1,0,0,0,1,1,0,2,1,2,2,1,0,1,6,0,0,1,2,1,1,2,0,1,1,0,0,3,3,2,0,2,2,0,1,0,1,1,4,0,1,0,3,1789,1,1,"Sheffield : printed for the author, by J. Gales; and sold by him, and G.G.J. and J. Robinson, in London, M,DCC,LXXXIX. [1789].",Sheffield,185,male,1762,1839,FALSE,"me, rofe lipp'd Temperance, thine, And fliicld me from so dire a throng Till youth , with all its joys are flown, And age has marked me for his own. TALE THE COMPLAINTT. OFT has the splendour of a court, Where wealth and elegance resort, And bliss ideal reigns Midit"
1068500400_000028,"Christian songs. To which is prefixed, The evidence and import of Christ's resurrection versified, for the help of the memory.",John Glas,79,1,0,1,1,1,0,2,0,6,1,1,1,1,1,0,1,2,1,1,0,8,2,0,2,1,2,3,2,1,0,3,1,1,4,2,2,1,2,1,0,0,1,2,0,1,3,0,0,2,0,2,0,1,3,2,1,1,0,0,1784,1,1,"Perth : printed by R. Morison jun. for W. Coke, Bookseller in Leith; R. Morison and Son, Booksellers in Perth; and T. Vernor, Bookseller at No 58 Fore-Street London, M,DCC,LXXXIV. [1784].",Perth,147,male,1695,1773,FALSE,"mind , so finooth the soul, When ruffling passions cease. S Stretched in the grave, our last retreat. You view at distance there The vain pursuits of bury man, And finle at human care . 6 Blessed be the grave whose earth contains What's dear to Jesus breast: let every"
1199300106_000018,Roach's beauties of the modern poets of Great Britain carefully selected and arranged in six volumes ...,,80,0,1,1,0,0,1,0,1,5,2,1,1,3,3,0,0,0,0,1,2,3,2,2,1,1,2,4,2,0,2,1,1,1,3,1,1,5,2,0,0,1,1,0,0,3,2,0,0,1,1,2,1,0,2,0,5,1,4,0,1793,6,6,"London : printed by and for J Roach, 1793.",London,249,unknown,,,FALSE,"man's impurer eyc; I hear the words, that issuing thence proclaim, "" Let God's attendants praise his awful name !"" Then heads unnumbered bend before the Ihrine, Mysterious seat of Majesty divine! And hands unnumbered strike the silver firing, And tongues unnumbered I iallelujaih ing, See, where the fining Scraphims"
0544600126_000033,The British poets.,,75,1,2,2,2,1,2,3,2,2,1,2,0,3,0,0,0,2,1,2,0,4,2,2,1,0,0,1,5,2,0,2,2,0,3,0,1,1,4,1,1,0,2,0,0,2,1,0,0,0,0,1,1,0,2,2,1,1,0,2,1773,26,44,"Edinburgh : printed for A. Kincaid and W. Creech, and J. Balfour, M,DCC,LXXIII. [1773][-76].",Edinburgh,169,unknown,,,FALSE,"all the woes behind. Then murl he susser what the fares ordain; For fate has wove the thread of life with pain , And twins even from the birth, are misery and man! But if descended from th' Olympian bower, Gracious approach us some immortal power ; If in that"
0419800200_000018,Poems on several occasions. By Stephen Duck.,Stephen Duck,74,2,2,1,0,1,2,0,3,0,1,1,0,0,0,1,1,0,0,1,1,1,2,1,4,1,1,1,3,1,0,0,1,1,1,1,0,3,3,3,1,0,1,4,2,2,0,1,2,0,1,0,1,0,2,2,2,0,2,6,1738,1,1,"London : printed for John Osborn, at the Golden Ball in Pater-Noster-Row; Samuel Birt, at the Bible and Ball in Ave-Mary Lane; and James Hodges, at the Looking-Glass on London-Bridge, 1738.",London,285,male,1705,1756,FALSE,"nce rural Solitude more pleasing smiles. O s.litnde! the Sage's chief Delight! Vhirt Niumbers can thy lovely Charms recite! i il, peace full Nymph! thou eldest Thing on Earth ! Na, lile Eterniy, thou hadst no Birth: Iti The Heavens alone can thy Commencement tell, Ete michtael sought, or peccant"
1166200400_000063,A collection of hymns adapted to public worship.,,88,1,2,1,1,1,0,1,0,5,1,1,2,0,3,0,1,0,0,3,3,5,2,3,1,0,2,3,4,2,1,2,2,1,3,1,2,6,0,1,2,0,2,0,0,2,1,0,2,0,3,1,2,0,0,3,0,2,1,0,1778,1,1,"Bristol : printed and sold by W. Pine, in Wine-Street. Sold also, by J. Buckland, in Pater-Noster-Row; and G. Keith, in Gracechurch-Street, London, 1778.",Bristol,458,unknown,,,FALSE,"Hymn. HE God of Love will sure indulge Th flowing Tear the heaving Sigh, When righteous Persons fall around, When tender Friends and Kindred die. Yet not one anxious murmuring Thought Should with our mourning Passions blend; Nor would our bleeding Hearts forget Th' Almighty ever living Friend . Beneath"
0264100400_000063,"The conquest of Canäan; a poem, in eleven books.",Timothy Dwight IV,83,0,1,1,1,0,0,0,3,2,2,1,1,0,1,0,0,5,0,0,1,1,1,2,0,1,0,3,3,2,2,3,1,0,2,1,0,5,3,1,0,4,1,2,1,1,0,0,2,0,1,2,2,1,6,1,1,3,1,4,1788,1,1,"[London] : Hartford, New-England: printed MDCCLXXXV. London: reprinted for J. Johnson, No 72, St. Paul's Church-Yard, 1788.",London,363,male,1752,1817,FALSE,"be trod, Nor love , nor Irad, steal thy heart from God . And mull the hours in ceaseless anguish roll? 61; Mutl no soft funihine cheer my clouded soul? Spring charm around me brightest scenes, in vain ? And Youth's angelic visions wake to pain ? Oh come once"
0404700302_000043,"Poems on several occasions. By Matthew Prior, Esq; ...",Matthew Prior,71,2,0,1,3,0,0,2,1,3,3,0,1,3,2,0,1,0,0,1,2,2,0,1,0,0,0,0,2,3,1,3,2,2,3,1,2,0,0,1,1,1,3,0,1,2,1,0,1,1,0,1,1,1,2,2,0,3,1,1,1751,2,2,"Glasgow : printed and sold by Robert & Andrew Foulis, M.DCC.LI. [1751].",Glasgow,219,male,1664,1721,TRUE,"vulgar ear received: Ye still muf covet life , and be deceived: Your very fear of death shall make ye try To catch the shade of immortality; Wishing on earth to linger, and to save Part of its prey from the devouring grave; To those who may survive ye, to"
0895400600_000007,"Poems and essays, by the late Miss Bowdler.",Jane Bowdler,110,0,1,1,0,1,1,2,6,0,1,0,1,0,1,0,0,2,0,1,0,0,0,2,2,2,1,6,4,5,5,11,0,1,1,0,0,1,1,2,0,1,2,8,0,3,0,0,0,0,3,2,4,2,7,7,4,3,0,2,1797,1,1,"Bath : printed by R. Crutwell; and sold by C. Dilly, Poultry, J. Robson and T. Hookham, New Bond-Street, London; and N. R. Cheyne, Edinburgh, MDCCXCVII. [1797].",Bath,266,female,1743,1784,FALSE,"Save when her cruel arts could others' peace destroy. XIV The sprightly voice of guiltless Pleasure's train, The pleating smile which Peace and Virtue wear, Whose gentle force might charm the sense of pain , Suspend distress, and finooth the brow of care , Still with new pangs'her cruel heart"
1196500400_000056,"Horæ lyricæ. Poems, chiefly of the lyric kind: in three books. sacred I. To Devotion and Piety. II. To Virtue, Honour, and Friendship. III. To The Memory of the Dead. By I. Watts, D.D.",Isaac Watts,74,1,0,0,0,4,2,1,1,3,1,1,1,0,0,0,1,3,0,1,2,0,2,2,0,2,0,1,1,0,1,2,0,1,1,2,1,5,5,3,1,0,2,1,0,2,0,0,3,2,1,1,0,0,2,2,2,0,1,3,1785,1,1,"Glasgow : printed for James Duncan Sen. Book-Seller, opposite the Main-Guard, MDCCLXXXV. [1785].",Glasgow,295,male,1674,1748,TRUE,"not of dimmer ore, Not set with meaner gems: but vain ambition, And emulation vain , and fond conceit, And pride for ever banished flies the place, Cursed pride, the dress of hell. Tell me, Urania, How her joys heighten, and her golden hours Circle in love . O stamp"
1420500105_000186,"The works of the poets of Great Britain and Ireland. With prefaces, biographical and critical. By Samuel Johnson. Volume the first, containing the lives of the poets, with criticisms on their works.",Samuel Johnson,85,1,0,0,2,0,0,2,4,2,1,1,0,1,3,0,0,3,1,2,0,1,0,2,0,0,0,4,1,1,4,5,1,1,4,6,1,4,2,2,4,1,1,1,0,1,0,0,1,1,1,1,3,0,2,2,0,2,1,1,1795,5,8,"Dublin : printed for J. Moore, No. 45, College-Green, 1795.",Dublin,517,male,1709,1784,TRUE,"gives him all to thine:  poi He speaks- -- is ravished at the sound, The forests, move, and fkreams ihand lifkening round ! Thus he. As incorruption I assumed, As instant in immortal youth I bloomed! Renewed, and changed, I felt my vital fpringas, 7.10E+06 .With di~ffrent lights difcern'd"
1494300600_000041,"The shamrock: or, Hibernian cresses. A collection of poems, songs, epigrams, &c. Latin as well as English, the original production of Ireland. To which are subjoined, thoughts on the prevailing system of school education, respecting young ladies as well as gentlemen: with practical proposals for a reformation. By Samuel Whyte, principal of the English grammar school.","Whyte, S. (Samuel)",81,0,1,1,1,0,2,2,3,3,0,1,0,2,0,0,0,2,0,1,0,0,2,1,0,0,2,4,2,2,1,6,1,1,2,0,1,5,1,0,0,0,1,3,2,6,1,0,1,2,0,2,2,1,1,1,1,2,0,5,1772,1,1,"Dublin : Printed by R. Marchbank, for the editor; and sold, in London, By W. Johnston, P. Elmsly, and C. Parker, MDCCLXXII. [1772].",Dublin,551,male,1733,1811,FALSE,"cease. EL. EG YIL, W HEN, young, life's Jaourny I began, The glittering Prospect charmed my Eyes,.. saw along the extended Plan Joy after Joy successive rife:. And Fame her golden Trumpet blew; And Power difplay'd her gorgeous Charms ; And Wealth engaged my wandering View ; And Pleafiure wooed"
0590000400_000022,Love tales and elegies: interspersed with pastorals and other curious poems. Selected from the best authors. With several valuable originals.,,83,1,1,2,1,1,4,1,4,1,2,0,1,0,0,0,1,1,0,0,1,1,1,2,0,0,0,5,2,1,0,3,0,1,1,2,0,12,1,1,2,1,1,2,1,3,1,0,0,0,1,3,2,2,3,2,0,1,0,3,1775,1,1,"London : printed for J. Wenman, No 144, Fleet-Street, MDCCLXXV. [1775].",London,193,unknown,,,FALSE,"thrush sits alone on the spray; Then if PHYLLIDA grace my low cot, How charming the profpets appear , The cold of the season's forgot, And it seems but the spring of the year. Through the fields and the valleys so gay, How oft' do we carelessly roam, Or past"
0646801300_000062,"The warbling muses, or treasure of lyric poetry: containing seven hundred and thirty-one songs, on all Sorts of Subjects, and in every Measure of Verse; a great Many of them from Manuscripts, and scarce any found in the Collections. Compiled for the Use of Musical Composers; as likewise for the Entertainment of Youth in our polite Schools. By Benjamin Wakefield, Esq; Being the first Attempt of this Kind.",,90,2,1,1,0,0,1,0,2,1,0,1,1,5,3,0,1,2,0,0,0,0,0,0,2,1,2,5,4,3,0,1,0,4,1,1,0,9,1,0,1,3,3,1,2,1,0,0,1,10,6,0,1,0,1,2,1,0,1,1,1749,1,1,"London : printed for G. Woodfall at the King's-Arms, near Craig's Court, Charing-Cross, MDCCXLIX. [1749].",London,311,unknown,,,FALSE,"N C E Love and Friendflip both combi: ie To make me Stella's, and flh, mine; Why does our Sun not always shine. What Clouds can hover round our S'ies? Or what black Storms can fulious rise, Which must not fly before her Eyes? If equally the Passions reign, W'hv"
0308400500_000019,"A collection of hymns, From Various Authors. Intended as a supplement to Dr. Watt's hymns, and imitation of the psalms.",George Burder,87,0,2,1,2,1,0,2,0,2,1,2,1,0,3,0,1,0,1,1,3,7,7,2,1,2,3,3,2,0,1,2,2,0,2,0,1,5,0,2,0,0,1,2,0,0,7,0,1,3,1,0,0,0,0,3,0,2,1,1,1784,1,1,"Coventry : printed and sold by M. Luckman, MDCCLXXXIV. [1784].",Coventry,156,male,1752,1832,FALSE,"till the love of sin departs, And grace inspires our songs . Sing on your heavenly way, Ye ranlom'd sinners sing! Sing on, rejoicing every day, In Christ th' eternal King ! Soon shall we hear him say, "" Ye blessed children come !"" Soon will he call us hence"
0304800203_000007,"The works of James Thomson. In four volumes. ... Containing, the Seasons.",James Thomson,94,0,1,0,0,1,4,2,5,2,4,0,1,3,1,0,1,2,0,4,7,2,0,2,1,0,1,5,1,1,1,0,1,1,3,1,0,10,1,0,0,3,0,0,0,3,0,0,0,2,3,2,3,0,1,1,4,0,1,2,1750,3,4,"London : printed for A. Millar, opposite to Katherine-Street in the Strand, MDCCL. [1750].",London,257,male,1700,1748,TRUE,"I loath me for i: On this kinder earth , Then leave me, leave me, to despair and death ! ML. .ssisa. I cannot bear l.he Tears . rise, quickly rise, I In all the conquering majelty of charms , 0 Sophonidba, rise! while here I swear, By the tremendous"
0587900700_000198,"The works of George Lord Lyttelton; formerly printed separately, and now first collected together: with some other pieces, never before printed. Published by George Edward Ayscough, Esq;","George Lyttelton, 1st Baron Lyttelton",91,0,1,0,2,1,1,5,4,0,1,1,0,0,1,0,1,1,0,5,4,0,1,1,2,1,1,3,2,0,2,3,0,0,4,0,1,7,3,1,0,1,3,1,0,6,2,0,1,0,2,0,3,0,2,1,5,1,3,0,1775,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXV. [1775].",London,748,male,1709,1773,FALSE,"mingled pain and pleasure, I survey The pompous works of arbitrary sway; Proud palaces, that drained the fubjets store, Raised on the ruins of th' oppressed and poor; Where even mute walls are taught to flatter slate, And painted triumphs style ambition GREAT. With more delight those pleating shades I"
0862100108_000055,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,72,3,1,0,2,0,5,1,1,0,1,1,3,3,3,1,1,0,0,3,1,2,2,1,0,2,1,1,5,1,0,4,2,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,5,1,1,0,0,3,1790,8,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,385,male,1709,1784,TRUE,"amazed. ""Now in the valley he itands; through' s youthful face "" Wrath checks the beauty , and sheds manly grace , S 4 "" Both ·' Both in his looks so joined, that they might move ""· Fear even in friends , and from an enemy love . "
0207600600_000005,"An elegiac poem, sacred to the memory of a father. By the Rev. William Lee, Master of an Academy in Lower Tooting, Surry.","Lee, William, Rev",89,0,0,3,1,1,2,0,0,2,3,0,2,1,2,0,2,1,1,1,1,2,3,2,1,0,2,6,6,1,1,3,1,0,2,5,0,4,1,3,0,1,1,2,0,4,1,0,1,0,0,2,0,0,1,1,0,3,6,0,1788,1,1,"London : printed for J. Buckland, Pater-Noster-Row, MDCCLXXXVIII. [1788].",London,76,unknown,,,FALSE,"demand? Than human pen can write yes there are more, Or voice poetic ever could rehearse, On baseless saith my kingdom does not rest, These Laws review, say, which is not divine? As well to paint the rainbow may ye try In colours due, in words as represent The beauties"
1141600300_000003,"Hymns and spiritual songs, collected for the Christian congregation which meets in the Grammar-School-Wynd, Glasgow.","Christian Congregation (Grammar-School-Wynd, Glasgow, Scotland)",87,1,2,0,0,0,1,0,1,1,2,2,0,0,0,0,1,2,2,1,3,12,11,3,1,0,1,5,2,0,0,1,1,0,1,0,1,2,2,1,0,2,1,3,1,2,2,0,1,6,1,0,0,2,0,1,0,1,1,0,1794,1,1,"Glasgow : printed by David Niven, and sold by A. Orr, Bookseller, Saltmarket, M,DCC,XCIV. [1794].",Glasgow,157,unknown,,,FALSE,"all their joys are blown to air , The cross remains your boast alone ; For all your righteousness is there. 5 Is guilt your burden? from the crofb Springs glorious liberty to you: Or would you worldly lusts oppose? The cross victorious stands to view . 6 Would ye"
0399200300_000013,"The psalms, translated or paraphrased in English verse, by James Merrick, M. A. Late Fellow of Trinity College, Oxford.",James Merrick,89,1,1,1,3,2,0,4,0,1,3,0,1,0,3,1,1,3,0,0,0,7,1,4,0,1,0,4,1,3,1,2,3,1,3,0,0,5,4,0,1,0,1,1,1,3,2,0,2,2,0,0,2,1,3,2,0,2,0,1,1766,1,1,"Reading : printed and sold by J. Carnan and Co. Sold also by Mr. Newbery in St. Paul's Church-Yard, and Mr. Dodsley in Pall-Mall, London; and by Mr. Fletcher and Mr. Prince in Oxford, MDCCLXVI. [1766].",Reading,349,male,1720,1769,FALSE,"And blast with lies the guiltless name. 0, how shall All who seek thy Love The fullness of thy bounty prove! How joy , while Thou thy treasure iore Indulgent in their lap shalt pour, So And teach th' admiringworld to see How blessed the souls that trust in Thee!"
0772500100_000031,"Poems on several occasions. Written by Dr. Thomas Parnell, Late Arch-Deacon of Clogher: and publish'd by Mr. Pope.",Thomas Parnell,74,1,0,2,1,1,0,0,0,2,3,0,1,1,2,1,3,3,1,1,0,2,2,0,2,1,1,2,0,0,1,2,1,6,1,1,2,2,1,1,3,2,2,3,0,0,1,0,1,0,3,0,3,0,0,3,0,1,1,0,1776,1,1,"Dublin : printed by Henry Saunders, in Great Ship-Street, MDCCLXXVI. [1776].",Dublin,205,male,1679,1718,FALSE,"decrease,. My troubles laid to rest, And truths which would disturb my peace ,. Are painful truths at best. Vainly the time I have to roll In refletion flies; Ye fondling passions of my foul !' Ye sweet deceits! arise. I wisely change the scene within, To things that used"
0341801800_000012,Poems on several occasions.,Elizabeth Carter,83,0,0,0,0,2,3,2,3,1,0,0,0,2,1,0,0,4,0,0,0,0,1,1,1,0,1,4,3,2,1,5,0,0,7,2,1,2,2,3,2,0,1,2,0,3,1,0,1,2,1,1,2,0,2,3,4,2,0,2,1776,1,1,"London : printed for John, Francis and Charles Rivington, at the Bible and Crown (no 62.) in St. Paul's Church-Yard, M.DCC.LXXVI. [1776].",London,126,female,1717,1806,TRUE,"the beauteous Plant thall rise, And flourish with unfading Bloom in Heaven . ODE to WISDOM. T H E solitary Bird of Night Through' the pale Shades now wings his Flight, And quits the time fhook Tower: Where fhelter'd from the Blaze of Day, In phi!ofophic Gloom he lay, Beneath"
