PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(anim),termFreq(appear),termFreq(author),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(christ),termFreq(common),termFreq(confid),termFreq(creatur),termFreq(death),termFreq(degre),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evil),termFreq(father),termFreq(form),termFreq(gener),termFreq(god),termFreq(holi),termFreq(human),termFreq(idea),termFreq(kind),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(observ),termFreq(order),termFreq(origin),termFreq(particular),termFreq(person),termFreq(power),termFreq(principl),termFreq(proper),termFreq(reason),termFreq(religion),termFreq(sens),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(virtu),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0265901500_000062,"Thoughts on nature and religion. Or, an apology for the right of private judgment, maintained. By Michael Servetus, M.D. In his answer to John Calvin.","Blair, Patrick",79,0,1,2,3,5,0,1,4,0,1,0,6,0,5,1,0,1,0,1,2,0,0,2,1,0,1,1,1,1,2,0,0,1,1,0,1,5,1,2,3,3,1,0,0,0,3,0,2,2,1,0,2,3,4,0,2,0,0,0,1774,1,1,"[Cork] : Printed by Phineas Bagnell and Company, 1774.",Cork,208,male,1712,1781,FALSE,"and his difeipics; thusthe heathen powers pllcitcut CD the primitive Christians; and thus the lroinifil church persecute all those, whlo will not receive its doctrine; while the heads of it, secure and happy il the ignorance of the deluded multitude, divert themn. dlvcs with the thought s.lantumz nobis profiit hcij"
0674000201_000005,"The life of John Buncle, Esq; containing various observations and reflections, made in several parts of the world, and many extraordinary relations. In four volumes. ...","Amory, Thomas",90,1,0,0,1,0,0,2,0,2,3,0,1,1,0,2,0,0,0,2,0,6,0,3,0,2,0,1,2,5,0,2,4,3,2,1,0,1,5,13,2,1,0,3,1,0,4,0,1,2,1,1,0,1,0,0,6,0,1,1,1770,1,4,"London : printed for T. Becket and P.A. Dehondt, and T. Cadell, in the Strand, MDCCLXX. [1770].",London,294,unknown,1691,,FALSE,"study of Natural Philosophy had upon my Soul. It set beyond all doubt before me the moral perfection of the Creator and Governor of the Universe. And if this Almighty God , I said, is perfect Wisdom and Virtue , does it not follow, that he must approve and love"
1150700200_000033,"Twelve sermons preached at the New Jerusalem Temple, in Red-Cross-Street, near Cripplegate, London, on the Following Subjects: I. The Creation of Man by the Triune God, and his Prerogatives defined, Gen. i. 26, 27. II. The Christian's Golden Chain, or the Divine Human Titles of the Lord, Isa. ix. 6. III. The Lord's Thirst on the Cross, John xix. 28, 29, 30. IV. The true Nature of the Atonement, Isa. liii. 5. V. Spiritual Magnetism, or the Nature of that Faith which removes Mountains, Mark xi. 22, 23. VI. Simon sifted as Wheat, and upheld by the Lord, Luke xxii. 31, 32. Vii. The Sin against the Holy Ghost, Matt. xii. 31, 32. Viii. Encouragement for Babes in the Church, Isa. xxxv. 3. IX. Elijah fed by Ravens, 1 Kings xvii, 6, 7. X. The Lord passing by before Elijah, 1 Kings xix. 11, 12. XI. The utter Downfall of the Roman Catholic Babylon, Rev. xviii. 21. XII. Death a Continuation of Life, John xi. 23, 24, 25. By Manoah Sibly, N. H. S. and Servant of our Lord Jesus Christ.",Manoah Sibly,111,0,0,1,0,0,2,1,1,0,0,0,0,0,0,9,0,2,2,1,1,8,13,5,1,0,1,0,0,2,2,0,3,0,0,0,3,2,0,2,2,2,0,1,0,2,2,5,1,1,1,4,3,1,0,3,0,19,0,2,1796,1,1,"London : printed by R. Hindmarsh, Printer to his Royal Highness the Prince of Wales, Old-Bailey. And sold by the author, No. 35, Goswell-Street; at the Temple, Red-Cross-Street; and by all booksellers in town and country. 1796=40, [1796].",London,300,male,1757,1840,FALSE,"surpassed by many merely human compositions. The internal spiritual sense , of the Word is the Holy Ghost or Spirit , because the Word and the divine proceeding are the same, the Word being nothing but the pro eeedirig emanation of heaven's fun, as light or truth, and which is"
1232402001_000112,"The theological repository; consisting of original essays, hints, queries, &c. Calculated to promote Religious Knowledge. Vol. I.",,74,1,0,3,0,0,0,1,0,0,1,3,1,2,2,5,1,4,0,1,0,8,0,2,1,0,0,0,0,1,1,2,0,2,0,0,1,1,4,4,1,0,0,0,1,1,0,4,1,1,3,0,1,1,3,1,3,0,1,0,1773,1,1,"London : printed for J. Johnson, at No. 72, in St. Paul's Church Yard, MDCCLXXIII. [1773].",London,467,unknown,,,FALSE,"divine placability, without the least least reference to the sufferings, or the merit of any Being whatever, to make satisfaction to the iuftice of God for their offences, in a form of prayer which their priests pronounce at the bed of a dying person , collected by Dr. 1 hyde,"
0196600500_000096,"Things divine and supernatural conceived by analogy with things natural and human. By the author of The procedure, extent and limits of human understanding.",Peter Browne,96,1,1,1,2,1,0,0,0,2,0,0,0,2,2,9,0,0,0,1,3,8,0,6,4,3,0,3,0,2,0,0,0,2,1,0,6,4,0,6,0,1,2,0,2,0,0,1,2,3,2,3,2,0,2,4,0,2,0,0,1733,1,1,"London : printed for William Innys and Richard Manby at the West-End of St. Paul's, MDCCXXXIII. [1733].",London,562,male,1665,1735,FALSE,"to the Consideration of such material obje&ions against divine Analogy as deserve a more distinct and particular Notice. Here, where I am only to remove some groundless Prejudices and Prepof sessions; there is no more to be done, but to prevent Mens being amused by a dazzling Appearance of Learning:"
0312200102_000115,"The cure of deism: or, the mediatorial scheme by Jesus Christ the only true religion. In answer to the objections started, and to the very imperfect account of the religion of nature, and of Christianity, given by the two oracles of deism, the author of Christianity as old as the creation, and the author of the Characteristicks. With An Application to Papists, Quakers, Socinians, and Sceptics. And An Appendix, in Answer to a Book entitled, THe Moral Philosopher. In two volumes. The third edition. To which is added, I. An objection to the mediatorial scheme, in a letter to the auther; and his answer to it. II. Some sublime sentiments of the great Lord Bacon concerning the mediator. By the Rev. Mr. Elisha Smith M.A.","Smith, Elisha",89,2,0,1,5,1,1,0,1,2,1,0,0,1,1,0,7,1,0,0,2,6,1,0,0,1,2,2,2,0,0,1,1,2,0,1,11,0,5,1,0,0,1,1,0,1,0,1,0,6,8,1,0,0,0,4,1,0,1,2,1740,2,2,"London : printed for James Hodges. at the Looking-glass on London Bridge; and Charles Corbett, at Addison's Head, against St. Duncan's Church, Fleet Street, 1740.",London,487,male,1683,1740,FALSE,"more than the Exemplar of it, expunging everything else, and thereby endeavouring to pervert, degrade, and supersede the common Faith in Chrit as a tr ue 2 Saviour, Saviour, Mediator of Redemption andintercef sion for the World ; bringing him even down to the Level of Socrates, and making him"
0431400300_000173,"The dignity of human nature. Or, a brief account of the certain and established means for attaining the true end of our existence. In four books. I. Of prudence. II. Of knowledge. III. Of virtue. IV. Of revealed religion. By J.B. Master of an academy at Newington-Green, Middlesex.",James Burgh,89,2,0,1,2,1,0,0,1,0,0,1,2,1,0,2,2,1,1,2,0,6,1,5,1,0,0,0,3,4,0,0,4,7,0,0,1,3,0,6,0,0,3,0,0,2,1,0,3,1,5,0,1,2,1,0,7,1,1,1,1754,1,1,"London : printed by W. B. and sold by J. and P. Knapton, in Ludgate-Street; J. Ward, in Cornhill; J. Whiston and B. White, in Fleet-Street; A. Millar, in the Strand; and R. and J. Dodsley, in Pall-Mall, MDCCLIV. MDCCLIV. [1754].",London,446,male,1714,1775,FALSE,"renders some expedient necelffry for saving them from destruction, consistently with the dignity of the Divine government. The third character concerned in the Christian scheme is the mejah, the son of God ; who is in it exhibited as leaving his celestial state , and assuming the human nature ,"
1103602700_000004,"A sermon preached before the Incorporated Society for the Propagation of the Gospel in Foreign Parts; at their anniversary meeting in the parish church of St. Mary-le-Bow, on Friday February 18, 1785. By the Right Reverend John Lord Bishop of Exeter.","Ross, John",75,0,0,2,1,1,0,0,0,0,1,3,0,2,1,0,2,0,1,1,0,11,1,4,0,0,1,2,1,1,1,3,0,1,2,0,0,0,2,1,0,1,1,2,1,0,1,0,1,3,6,1,0,1,2,1,3,1,1,3,1785,1,1,"London : printed by T. Harrison and S. Brooke, in Warwick-Lane, MDCCLXXXV. [1785].",London,90,male,1719,1792,FALSE,"degrees to its full size and magnitude, to a resemblance of that building which St. John n taw coming dowun Jfrom God o outs ieravzn, prl'e - pared as a bride adornedjfr her hzjnbzand; having the glory of God and the Lamb to be the i Ihr tjercof. From this"
1389702300_000059,The scripture-doctrine of original sin proposed to free and candid examination. In three parts. By John Taylor.,John Taylor,91,1,0,0,0,0,1,0,0,1,0,3,0,1,0,0,2,6,0,1,1,13,6,0,1,1,2,1,2,2,0,1,2,0,0,0,1,3,2,7,1,1,1,2,1,0,6,0,1,3,1,0,2,4,0,5,2,0,0,0,1740,1,1,"London : Printed for the author, by J. Wilson, at the Turk's-Head in Gracechurch-street, MDCCXL. [1740].",London,270,male,1694,1761,FALSE,"the highest Archangel in Heaven. Whatever the natural Endowments of any Creatures are, they are wholly and solely the Workmanship and Gift of God : and though much Praise and Honour is due to him on this Behalf, Syet none is due to them; on this Account they are neither"
0417100100_000008,"The doctrine of divine influence on the human mind, considered, in a sermon, Published at the Request of many Persons who have occasionally heard it. By Joseph Priestley, LL. D. F. R. S.",Joseph Priestley,87,0,0,1,0,1,2,2,0,0,3,1,0,2,0,3,2,0,0,0,4,12,0,0,0,0,0,0,2,2,1,1,2,1,4,0,6,5,2,4,0,1,0,1,1,1,0,1,4,0,1,2,1,2,0,2,2,1,0,4,1779,1,1,"Bath : printed by R. Cruttwell; and sold by J. Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXIX. [1779].",Bath,50,male,1733,1804,TRUE,"and making everything in religious discipline familiar to them. This is bending the oak while it is pliable, and while the talk is not difficult. But, with refpea to persons advanced in life , all that we can hope to do is to to palliate excesses, and prevent enormities. The"
0114400100_000067,"Discourses on the following subjects: Our Savior's conversation with the young ruler. The love of our neighbor. Christian perfection. Humility; and the temptations of a prosperous or affluent state. The imitation of God. The Kingdom of God. The nature and foundation of religious, christian and social worship. Christian sincerity. That religion and moral virtue consist in good affections. Religious knowledge. Charity as covering the multitude of sins. Christian privileges no just ground of hope. The confession and forgiveness of sins. The penitent thief. By Charles Bulkley.",Charles Bulkley,81,5,0,3,0,0,0,1,0,0,1,1,0,0,0,2,1,0,1,3,1,4,0,1,2,1,1,0,0,2,0,1,7,1,1,0,3,4,0,2,0,1,0,1,0,0,1,3,1,1,6,1,3,2,0,2,2,5,0,3,1752,1,1,"London : printed for John Noon, at the White Hart, near the Poultry, in Cheapside, MDCCLII. [1752].",London,430,male,1719,1797,FALSE,"verses the apostle had been speaking of that period of time, which is so speedily to close our intercourse with this present scene of things, and of our solemn entrance upon the world of spirits . "" Who (fays ""he) shall give account to him, that is ready ""to judge"
0783700102_000056,"Emilius and Sophia; or, a new system of education. Translated from the French of Mr. J. J. Rousseau, Citizen Of Geneva. By the translator of Eloisa.",Jean-Jacques Rousseau,81,1,1,0,2,5,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,2,5,0,2,1,0,3,0,1,0,1,0,0,2,1,0,5,2,4,3,1,2,1,0,1,1,4,0,2,8,0,4,2,0,3,1,2,1783,2,4,"London : printed by H. Baldwin. Sold by T. Becket, In Pallmall; and R. Baldwin, In Pater-Noster-Row, MDCCLXXXIII. [1783].",London,304,male,1712,1778,TRUE,"my whole cause on observation . I lay no stress on what I have imagined, but on what I have seen. It is TRUE that I have not confined my observations within the walls of a city, nor to any one order of men; but, after having taken a comparative"
0847400800_000032,"The moral philosopher. In a dialogue between Philalethes a Christian Deist, and Theophanes a Christian Jew. In which The Grounds and Reasons of Religion in general, and particularly of Christianity, as distinguish'd from the Religion of Nature; the different Methods of conveying and proposing Moral Truths to the Mind, and the necessary Marks or Criteria on which they must all equally depend; the Nature of positive Laws, Rites and Ceremonies, and how far they are capable of Proof as of standing perpetual Obligation; with many other Matters of the utmost Consequence in Religion, are fairly considered, and debated, and the Arguments on both Sides impartially represented.",Thomas Morgan,84,1,1,0,0,0,2,0,5,3,5,2,2,0,0,0,1,0,1,0,1,5,0,0,0,2,0,0,8,4,0,1,2,2,1,0,1,0,0,2,0,1,1,3,1,1,1,1,3,1,2,4,0,2,0,4,2,2,0,3,1738,1,1,"London : printed for the author, MDCCXXXVIII. [1738].",London,466,male,,1743,FALSE,"the Law , of which they were so infinitely fond, was so uncapable of giving Life , that they who expected Happiness and Immor taiity, from such an Obedience, must perish for ever. Upbn this Account, the Apofle being rejeced and abandoned by his Countrymen, as a dangerous Innovator, a"
0414100600_000007,"The usefulness, truth, and excellency of the Christian revelation defended against the objections contain'd in a late book, intitled, Christianity as old as the creation, &c. By James Foster.",James Foster,89,0,1,1,0,0,1,1,0,4,0,0,0,0,1,0,1,0,0,0,4,4,0,2,0,1,0,2,2,0,1,0,2,8,2,1,0,1,3,5,1,1,1,0,3,2,0,4,1,2,5,1,1,1,0,5,6,0,0,7,1734,1,1,"London : printed for J. Noon, at the White-Hart near Mercers-Chapel in Cheapside, MDCCXXXIV. [1734].",London,375,male,1697,1753,FALSE,"they are easily betrayed into the most ridiculous and hurtful superstition, and into a belief of, and bigoted attachment to, such principles , as undermine the foundations of religion and virtue ? T H I S fiupidity, and implicit submission of the understanding in religious matters , is not the"
1160100500_000058,"A collection of sermons on several subjects and occasions, particularly on the festivals and fasts of the Church of England. By the Rev. Sir Adam Gordon, Bart. M. A. late of Christ Church, Oxford, and Rector of West-Tilbury, Essex.","Gordon, Adam, Sir",96,0,1,1,1,0,0,2,0,0,2,2,1,1,0,6,1,0,1,1,0,12,3,2,0,0,1,3,0,0,3,0,1,1,2,1,2,1,0,7,0,1,1,0,3,2,5,0,2,13,1,2,0,0,1,0,0,3,1,2,1796,1,1,"London : printed for John Stockdale, Piccadilly, 1796.",London,555,male,1748,1817,FALSE,"we cannot see minutely how it operateth on various matter (though the e'sel of both declare the power of their cause , to denmo.ysration) as to doubt the truth of God's wonderful revelations of Himself, because we do not thoroughly comprehend his several dispensations and methods of aaing, and how"
0379202800_000002,The nature and design of Christianity. Extracted from a late author.,William Law,102,1,0,2,1,3,0,0,5,0,3,1,1,0,0,1,1,2,1,1,0,6,1,5,1,0,2,2,0,13,2,2,0,0,0,1,0,3,0,5,2,0,0,0,0,1,0,1,0,0,1,3,4,12,2,4,0,0,0,6,1748,1,1,"Dublin : printed by S. Powell, in Crane-Lane, 1748.",Dublin,16,male,1686,1761,TRUE,"He is to overlook the poor Projects of this Life , and confider himself as a Creature , through' his natural Corruption, falling into a State of endless Misery; but, by the Mercy of GOD , redeemed to a Condition of everlasting Happiness. All the Precepts and Doctrines of the"
0039800800_000020,"A theosophic lucubration on the nature of influx, as it respects the communication and operations of soul and body. By The Honourable and Learned Emanuel Swedenborg. Now first translated from the original Latin.",Emmanuel Swedenborg,93,2,0,0,1,6,1,2,0,0,0,1,2,0,1,2,1,0,0,2,0,4,0,2,1,0,0,0,0,8,1,1,9,1,0,1,1,5,4,9,1,1,1,2,0,0,3,5,2,0,0,1,0,1,0,3,1,0,0,4,1770,1,1,"London : printed and sold by M. Lewis, (no. 1.) Pater-Noster-Row; and W. Heard, in Piccadilly, MDCCLXX. [1770].",London,73,male,1688,1772,FALSE,"from their vital principle . That from this union of what is fbiritual with what is natural in the human confitution, man. has his denomination of a rational creature in this lower world ,, adoears from the power of arrainging and annalyzing his thoughts,. and the various exercises of his"
0830600200_000013,"The moral miscellany: or, a collection of select pieces, in prose and verse, for the instruction and entertainment of youth.",,66,1,0,0,1,0,0,0,2,1,3,1,1,0,0,1,0,0,0,0,1,3,1,1,1,2,0,0,1,1,2,1,2,2,0,1,0,6,5,6,1,1,1,0,1,2,1,1,1,1,4,0,1,0,0,0,2,1,0,1,1765,1,1,"London : printed for T. Becket and P. A. De Hondt, at Tully's Head, near Surry Street, in the Strand, MDCCLXV. [1765].",London,385,unknown,,,FALSE,"them. But were it possible for anything in the  Chriitian faith to be erroneous, I can find no ill con'  in adhering to it. The great points of  the incarnation and sufferings of our Saviour, pro'  naturally such habits of virtue in the mind of "
0658201600_000009,"Letters religious and moral; addressed to a young gentleman in India, and others. Designed to inspire the minds of youth with the love of piety and virtue. By Daniel Turner, M.A.","Turner, Daniel",82,0,1,0,1,0,0,0,0,2,4,2,0,0,0,3,0,0,1,0,0,5,2,2,0,2,1,1,0,1,1,1,0,2,1,1,4,3,2,5,4,0,0,0,0,0,4,1,0,4,5,3,1,0,1,4,1,1,0,5,1793,1,1,"Henley : printed and sold by G. Norton, for the author; sold also by J. Johnson, No. 72, St. Paul's Church-Yard; T. Knott, No. 47, Lombard-Street; J. Marsom, No. 187, High Holborn; T. Thomas, No. 29, Houndsditch, London; and by W. Watts, at Abingdon, M.DCC.XCIII. [1793].",Henley-on-Thames,242,male,1710,1798,FALSE,"depend upon the divine pleasure for the continuance of. our happiness. He that humbles the proudet kings, and beggars the richest nations, whenever he pleases, though he may at present set us out of the reach of all apparent danger, can, in a moment, change the scene, and plunge us"
0434600500_000160,"A treatise concerning Heaven and Hell, containing a relation of many wonderful things therein, as heard and seen by the author, the Honourable Emanuel Swedenborg, Of the Senatorial Order of Nobles in the Kingdom of Sweden. Now first translated from the original Latin.",Emmanuel Swedenborg,101,3,1,1,2,1,1,1,0,0,0,0,0,15,0,0,1,0,0,3,3,0,0,1,1,5,1,4,0,5,2,1,16,0,2,1,1,1,3,2,0,2,0,1,1,0,0,0,0,0,0,0,7,2,1,1,3,3,0,2,1778,1,1,"London : printed and sold by James Phillips, George Yard, Lombard Street. And sold also by S. Leacroft, Charing Cross; T. Mills, Bristol; and E. Score, Exeter, MDCCLXXVIII. [1778].",London,473,male,1688,1772,FALSE,"knowledge till they have quitted their mortal bodies ; then their natural memory becomes quiescent, or as asleep, and they awaken to their interior memory, and so successively to the angelical. 468 A few words shall here be spoken concerning the cultivation of the rational faculty in man. Genuine rationality"
1159100400_000008,"A compendious view of natural and revealed religion. In seven books. Book I. Of the Standard of all Religion; the Law of Nature in its Foundation and Contents, the Insufficiency of the Light of Nature to render a Man truly virtuous and happy; the Possibility, Desirableness, Necessity, Propriety, Reasonableness, Credibility, Divine Authority, Properties, and Parts of that Revelation which is contained in the Scriptures of the Old and New Testament. Book II. Of God, the Author, Object, and End of all Religion, in his Perfections, Persons, Purposes, and Works. Book III. Of the Bonds of Religious Connection between God and Men, the Covenants of Works and Grace in their Origin, Parties, Parts, and Administration in time and through eternity. Book IV. Of Christ the Mediator of the Covenant of Grace, in his Person, Offices, and States. Book V. Of the Blessings of the Covenant of Grace, Effectual Calling, Justification, Adoption, Sanctification, Spiritual Comfort, Eternal Glory. Book VI. Of the Dispensation of the Covenant of Grace by means of the Law, the Gospel, and Ordinances thereof. Book Vii. Of the New Covenant Society or Church, in her Constitution, Members, Offices, and Government. By the Rev. John Brown, Late Minister of the Gospel in Haddington.",John Brown,110,1,0,0,2,1,0,1,7,0,0,0,0,0,1,2,1,0,2,1,2,18,4,0,0,2,0,1,3,1,1,0,0,1,0,1,5,0,1,10,0,1,2,1,3,11,3,0,0,1,4,0,1,2,0,5,2,1,3,1,1796,1,1,"Edinburgh : printed by Murray & Cochrane. Sold by James Gillies and Andrew Macaulay, Booksellers, Glasgow, 1796.",Edinburgh,608,male,1735,1787,TRUE,"it, religion towards God : Virtue , personal , and social towards, men, - kindness , equity, truth, relative duties refpeaing married persons , children, servants, civil locieties: Advantages of religion and virtue , - - Page I -- 2 CHAP. II Of the insufficiency of the law , and"
0177600103_000054,"Discourses on various subjects, by the late Reverend John Leland, D.D. With a preface, giving some account of the life, character, and writings of the author. In four volumes. ...",John Leland,88,0,2,1,1,5,1,1,0,0,0,0,0,1,0,2,1,0,0,1,1,4,1,3,0,0,0,0,2,3,1,1,0,0,0,0,2,5,1,6,2,1,2,2,0,0,7,2,4,8,2,1,4,3,1,1,1,1,0,0,1769,3,4,"London : printed for W. Johnston; and J. Dodsley, 1769.",London,445,male,1691,1766,FALSE,"our hearts brought to a fixed generous Abhorrence of what is base and false, unjust and impure. It highly concerneth us to get our Consciences duly inlor med and enlightened, and frequently to examine the State of our own Minds , that wve may observe and rc&ify what we find"
0040000200_000008,"The delights of wisdom concerning conjugial [sic] love: after which follow the pleasures of insanity concerning scortatory love. Translated from the Latin of the Hon. Emanuel Swedenborg, A Native Of Sweden. Originally published at Amsterdam in the year 1768.",Emmanuel Swedenborg,104,1,0,1,0,1,3,0,0,0,0,0,0,0,0,4,1,2,1,2,2,8,1,1,0,0,0,1,1,0,0,1,15,1,1,0,0,0,2,10,1,2,1,10,0,0,0,3,3,3,10,1,0,1,1,3,1,1,1,2,1794,1,1,"London : printed and sold by R. Hindmarsh, Printer To His Royal Highness The Prince Of Wales, Old-Bailey, 1794.",London,563,male,1688,1772,FALSE,"immersed in the mere elements of nature , and instead of aiiifting it to regain it's native innocence and freedom, by elevating it into those spiritual principles , and to that eternal Father in vom every TRUE virtue and every TRUE grace has it's rise, and to whom i: ough:"
0784300105_000085,"Sermons on different subjects, by the late Reverend John Jortin, ...",John Jortin,86,2,0,1,1,0,0,1,2,0,0,3,4,1,0,3,2,0,2,1,0,13,0,2,0,0,0,1,1,1,3,0,1,2,1,0,0,1,3,8,0,2,0,0,1,2,0,2,0,1,3,0,0,1,0,2,3,1,1,7,1772,5,7,"London : printed for Benjamin White, 1771-72.",London,431,male,1698,1770,FALSE,of Natural Religion we may observe the same charater of implicity which is so conspicuous in the material world . The virtue and the happiness of intelligent creatures is the great end for which they are created. And to this purpose the wise author of nature hath implanted in us
1565400401_000018,"Christianity as old as the creation: or, The Gospel, a republication of the religion of nature.",Matthew Tindal,75,3,0,0,0,0,0,0,2,1,0,2,0,0,1,5,2,1,0,1,0,2,0,0,0,2,4,2,2,2,1,2,8,2,1,1,0,1,1,3,1,0,0,0,1,1,0,1,1,2,4,2,0,0,2,0,3,1,2,2,1732,1,1,"London : [s.n.], Printed in the year M.DCC.XXXII. [1732].",London,399,male,1653,1733,TRUE,"5 6 his Love . In Jesus Christ , says the Apof fle Pauld, neither cir cumciffona, nor uncircumcision availeth anyz - Ver. 14: thing, bult Fiaith which weorketh by Love . -- - For all the Law is fulilled in one Word , even in this, ithou~ John iz."
0679501602_000003,"Sermons preached upon several occasions. By W. Sherlock, D. D. Late Dean of St. Paul's, Master of the Temple, and Chaplain in Ordinary to His Majesty. In two volumes. ...",William Sherlock,119,0,0,0,1,2,0,1,0,0,1,3,0,1,3,3,0,1,0,0,2,8,0,2,0,0,16,8,1,0,0,0,2,1,0,3,0,8,4,4,9,1,1,0,1,0,1,0,0,2,0,0,1,1,2,1,3,0,3,18,1755,2,2,"London : printed for R. Ware, J. Walthoe, J. and P. Knapton, S. Birt, D. Brown, T. and T. Longman, C. Hitch and L. Hawes, J. Clarke, J. Hodges, J. and J. Rivington, R. Baldwin, J. Ward, and W. Johnston, MDCCLV. [1755].",London,394,male,1641,1707,FALSE,"well they may, that such a World should be the Effect of Chance; and this is all the Entertainment the World can give them: And if we will call this Knowledge , what is this Knowledge worth, which teaches us Nothing , gives no Satisfacion, much less, Pleasure to the"
0107000200_000089,"Essays, literary, moral & philosophical by Benjamin Rush, M.D. and professor of the institutes of medicine and clinical practice in the University of Pennsylvania.",Benjamin Rush,69,0,1,1,0,0,0,0,0,2,0,1,1,1,1,5,0,2,1,1,1,1,0,1,2,1,0,2,0,2,1,0,1,1,0,0,3,3,3,6,1,1,1,1,0,0,3,0,0,1,4,1,1,0,1,0,0,1,4,4,1798,1,1,"Philadelphia : Printed by Thomas & Samuel F. Bradford, no. 8, South Front Street, 1798.",Philadelphia,386,male,1745,1813,FALSE,"letters to his friends. In his oration we find the following pious sentiment. "" Should it please that Almighty Power who hath placed us in a world in which we are only permitted  to look about us and to die,  to indulge us with existence throughout that half"
0114400100_000062,"Discourses on the following subjects: Our Savior's conversation with the young ruler. The love of our neighbor. Christian perfection. Humility; and the temptations of a prosperous or affluent state. The imitation of God. The Kingdom of God. The nature and foundation of religious, christian and social worship. Christian sincerity. That religion and moral virtue consist in good affections. Religious knowledge. Charity as covering the multitude of sins. Christian privileges no just ground of hope. The confession and forgiveness of sins. The penitent thief. By Charles Bulkley.",Charles Bulkley,86,0,0,2,0,0,0,0,1,0,1,1,0,2,0,5,3,0,1,0,1,4,1,3,0,0,8,4,4,1,0,2,2,1,0,0,0,3,2,7,0,1,2,0,1,2,0,5,1,1,5,2,0,0,0,2,1,0,0,4,1752,1,1,"London : printed for John Noon, at the White Hart, near the Poultry, in Cheapside, MDCCLII. [1752].",London,430,male,1719,1797,FALSE,"stress upon the knowledge which they suppose themselves to be possessed of on the fubjelt of religion . More especially when men of thorough reflection! s E R M. tion and judicious thought, who have acquired X the most rational and amiable notions of reli LVV gion, compare themselves with"
0352900201_000148,"The knowledge of divine things from revelation, not from reason or nature. Wherein The Origin and Obligation of Religious Truths are demonstrated: Arguments of Deists, Moralists, &c. proved to have no Foundation in Nature or Reason. The Inlets of Knowledge, The Law of Nature, The several Texts of Scripture relating to this Subject, The Works of Creation, The Eternal Fitness and Reason of Things, The Demonstrations of a Supreme Being, &c. are fully considered and explained. By the late John Ellis, D. D. Vicar of St. Catherine's, Dublin. Vol. I.","Ellis, John",82,1,0,1,1,3,0,3,0,0,0,2,0,2,3,4,3,2,0,1,1,6,0,2,2,1,1,5,4,0,0,0,0,1,1,2,1,2,2,5,0,0,1,0,0,0,2,0,0,6,1,1,0,0,0,1,1,0,4,3,1771,1,1,"London : printed by R. Hett; and sold by E. Johnson (successor to Mr. B. Dod) at No 12. in Ave-Mary-Lane, Ludgate-Street, M.DCC.LXXI. [1771].",London,520,unknown,1688,,FALSE,"Wisdom also; for as the Divine Will is the sole Measure of Acting towards his Creatures , and what gives Perfetion to all his Works , and the Rule of his Working full of infinite Counsel, it cannot be possible for us to comprehend or explain it; they are so"
0075700700_000016,"Dialogues on the nature, design and evidence of the theological writings of the Hon. Emanuel Swedenborg, with a brief account of some of his philosophical works.","Clowes, John",88,2,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,3,0,5,1,8,2,1,0,2,0,3,0,14,1,2,9,0,1,0,0,1,2,3,1,1,1,3,2,2,0,2,2,0,0,1,1,1,0,0,0,2,1,2,1788,1,1,"London : printed for a society of gentlemen. Sold by J. Denis, New Bridge-Street, Black-Friars, M.DCC.LXXXVIII. [1788].",London,297,male,1743,1831,FALSE,"whereby he is led to rejec all Persuasions' which are contrary tq heavenly Truth, and to confirm such as are agreeable thereto, and thereby to attain a clear and distinct Knowledge and Perception in his Mind . of the Nature of Good and Evil , with their several Degrees and"
0250600900_000008,"A letter of genteel and moral advice to a young lady: being a system of rules and informations; digested into a new and familiar Method, to qualify the Fair Sex to be useful, and happy in every Scene of Life. By the Revd Mr. Wetenhall Wilkes, Minister of Hounslow-Chapel, in Middlesex.","Wilkes, Wetenhall",91,0,1,1,0,3,1,1,0,0,1,1,0,1,0,2,0,0,0,3,1,1,0,7,4,0,1,3,0,0,0,1,0,0,0,6,0,3,0,11,0,1,0,2,0,2,2,4,1,4,1,4,7,1,5,2,0,0,0,2,1746,1,1,"London : printed for C. Hitch, at the Red-Lion in Pater-Noster-Row, MDCCXLVI. [1746].",London,203,male,,,FALSE,"reasonable Creature , capable of becoming either happy or miserable: and (secondly) as a sociable Being, capable of contributing to the Happiness, or Misery of others. Suitable to this double Capacity, upon Examination, you will find yourself furnished with' two Principles of Action : First, with Sel stove, to render"
