PassageID,Title,Author,Total termFreq,termFreq(agreeabl),termFreq(answer),termFreq(attent),termFreq(ball),termFreq(believ),termFreq(better),termFreq(brother),termFreq(certainli),termFreq(convers),termFreq(cri),termFreq(dai),termFreq(danc),termFreq(daughter),termFreq(even),termFreq(famili),termFreq(feel),termFreq(felt),termFreq(friend),termFreq(girl),termFreq(happi),termFreq(have),termFreq(hear),termFreq(heard),termFreq(herself),termFreq(hope),termFreq(hous),termFreq(ill),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(littl),termFreq(long),termFreq(love),termFreq(manner),termFreq(mean),termFreq(miss),termFreq(mother),termFreq(parti),termFreq(pleasur),termFreq(pride),termFreq(quit),termFreq(realli),termFreq(repli),termFreq(room),termFreq(saw),termFreq(sir),termFreq(sister),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(time),termFreq(wish),termFreq(woman),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0192500702_000028,"Clara Lennox; or, the distressed widow. A novel. Founded on facts. Interspersed with an historical description of The Isle of Man. By Mrs. Lee. Dedicated, by Permission, to H. R. H. The Duchess of York. In two volumes. ...","Lee, Margaret",55,3,0,0,0,0,1,0,1,0,1,1,0,1,0,0,2,0,3,1,5,2,1,0,1,2,1,0,1,2,0,2,0,0,0,0,4,1,2,4,1,4,0,0,2,1,0,1,0,0,0,1,0,2,0,0,1,1797,2,2,"London : printed for the authoress, by J. Adlard, No. 39, Duke-Street, West Smithfield ; and sold by J. Parsons, No. 21, Paternoster-Row, 1797.",London,232,female,,,FALSE,"agreeable recollection of having been instrumental in that event, by snatching this amiable and deluded girl from the horrors of despair, and restoring her to the paternal arms of an indulgent father !Buta message is brought that my company is desired in the drawing room , to make a whiff"
0006300201_000027,The auction: a modern novel. In two volumes. ...,,68,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,3,1,3,1,0,0,3,3,5,2,1,1,8,1,1,0,1,0,0,0,1,1,1,4,1,5,1,1,0,1,2,2,0,0,1,2,1770,1,2,"London : printed for T. Lowndes, 1770.",London,213,unknown,,,FALSE,"other, and had never been at Mr. White's; lie run on with Invectives, which he could not bear, for as soon as Concern and Surprise would give him Leave , he vindicated, her Behaviour, and said, he would be answerable for her Conduct; and added, with apparent Spite and Malice,"
0335900901_000004,Honoria Somerville: a novel. In four volumes. ...,"Purbeck, Jane",61,0,1,2,1,1,0,1,0,0,0,3,1,1,2,3,2,3,1,0,3,4,0,0,3,4,1,1,2,1,0,1,1,2,0,2,0,1,2,0,1,2,0,1,1,1,1,0,0,0,1,1,2,0,0,0,0,1789,1,4,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, M,DCC,LXXXIX. [1789].",London,246,female,,,FALSE,"of the boisterous mirth of his brother officers, he would fly for relief to tlhe elegant society at the Park, who on their fide wr: e always happy i. such an addition to their little parties of reading, -, lking and riding. In a few months he became became absolutely"
0032700101_000023,"Exhibitions of the heart; a novel, in four volumes. Dedicated (by Permission) to The Queen. by Miss Hutchinson. ...","Hutchinson, Miss (A. A)",69,0,1,2,0,0,2,1,0,0,2,0,0,1,5,0,4,1,1,1,3,3,0,0,1,1,0,1,3,1,0,1,1,1,1,0,0,0,1,0,0,2,0,2,2,1,12,3,0,0,2,3,1,0,0,0,2,1799,1,4,"London : printed for the author, and sold by G. Kearsley, Fleet-Street. 1799. T. Davison, printer, Lombard-Street, Fleet-Street, [1799].",London,291,female,,,FALSE,"thee instances, which are so much disregarded, nay often ridiculed, while I am convinced they frequently ( 39) quently are produtive of the most prejudicial consequences. But I must obey, madam, your wiflies pardon my delay."" Entering the adjoining room , where Sir George Beaufort impatiently waited the result of"
0483000201_000021,"Family pictures, a novel. Containing curious and interesting memoirs of several persons of fashion in W----re. By a lady. In two volumes. ...",Susannah Gunning,64,1,0,0,0,0,0,3,0,0,0,2,0,3,0,3,0,1,0,0,1,5,0,0,3,0,3,3,0,7,1,3,1,0,0,0,2,1,0,1,0,2,2,1,0,0,0,1,0,2,1,1,2,2,2,1,3,1764,1,2,"London : printed for W. Nicoll; and T. Durham, 1764.",London,190,female,1740,1800,TRUE,"herself upon this occasion, that ihe proved to a demonstration, that Mrs. Bentley was but one remove from a driveller, and that was dif tinguiihable only by her pertness and vanity. After having poured forth all that Daniel had related, with innumerable additions and improvements, she affirmed, that ihe had"
0033400703_000010,Clarentine. A novel. In three volumes. ...,Sarah Burney,74,1,1,2,1,1,1,1,1,2,2,1,4,1,5,0,0,0,0,0,0,5,0,1,1,0,0,1,4,2,2,4,2,0,6,2,5,1,3,0,0,0,2,1,0,0,0,0,0,0,2,1,2,0,1,0,2,1796,3,3,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1796.",London,276,female,1772,1844,FALSE,"think of nothing but this strange letter."" ""Well then,"" said Mrs. Denbigh, "" I will leave you, for the present, to your own contemplations; but in the evening I am determined you shall go to the assem bly and what is more,"" added fle, "" you shall dance with your"
0018700102_000004,"Memoirs of Mary, a novel. By Mrs. Gunning. In five volumes. ...",Susannah Gunning,74,1,2,1,0,1,0,2,1,1,0,2,0,2,0,3,0,0,1,0,0,6,0,0,0,0,1,0,4,12,1,1,1,1,1,1,9,3,0,1,0,0,1,1,1,0,0,2,2,0,2,2,2,0,1,1,0,1793,2,5,"London : printed for J. Bell, No. 148, Oxford-Street, MDCCXCIII. [1793].",London,251,female,1740,1800,TRUE,"crowded, that I thought we never flould get into the i: reets again. Thus ends my morning adventures. Lady Jane's friends exacly answered the description she had given me of them, in our way from grofvenor fquare, only that I did not expet to find, after twenty years of widowhood,"
0290600503_000042,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. Vol. III.",Samuel Richardson,79,0,2,1,0,1,1,5,0,1,0,0,0,0,1,0,1,2,1,1,2,12,1,0,1,1,0,0,2,3,0,1,0,2,2,0,6,0,0,0,0,0,0,1,0,0,11,7,0,0,2,1,0,1,4,1,1,1754,3,7,"London : printed for S. Richardson; and sold by C. Hitch and L. Hawes, in Pater-Noster Row; by J. and J. Rivington, in St. Paul's Church-Yard; by Andrew Millar, in the Strand; by R. and J. Dodsley, in Pall-Mall; by James Leake, at Bath. And by R. Main, in Dublin, M.DCC.LIV. [1754].",London,381,male,1689,1761,TRUE,"this conversation , a pretty trifler? Missis Gr. (bowing) Thank you, Brother . The epithets pretty, and young , and little , are great quali. fiers of harhl words. Sir Cb. But do you like Sir Walter Watkyns better than Lord G.? miji Gr. I think not. He is not,"
0020700301_000067,Matrimony. A novel. Containing a series of interesting adventures. ...,John Shebbeare,88,1,1,0,0,0,0,1,0,1,3,3,0,1,1,0,2,0,0,1,3,4,2,0,0,2,1,0,0,7,1,4,2,5,1,0,8,1,0,0,0,0,0,0,0,1,7,1,3,1,5,2,1,0,0,0,11,1755,1,2,"London : printed for J. Hodges, at the Looking-Glass, facing St. Magnus-Church London-Bridge ; and B. Collins at Salisbury, MDCCLV. [1755].",London,340,male,1709,1788,FALSE,"you be a little too godly ( for this Country."" This Sir Oliver Ipoke in a laughing way, winking on his Son; Mr. horougbgood thanked the Baronet for the Honour which he had done him, and promised to thew how sensible he was of it by a very speedy Visit."
0019900201_000023,"Frederic & Caroline, or the Fitzmorris family. A novel. In two volumes. By the author of Rebecca, Judith, Miriam, &c. ...","Foster, E. M.",70,0,0,0,0,0,1,0,0,2,1,4,2,1,0,3,0,0,3,1,2,6,2,1,0,3,0,1,1,8,0,2,1,1,1,0,2,2,0,1,0,2,0,1,1,0,0,0,1,2,2,1,3,0,1,1,3,1800,1,2,"London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800.",London,259,male,,,FALSE,"mouth but I must stop fhort it is impossible to describe it. To so much beauty, fne added many accomplishments; she danced delightfully, sung charmingly, played admirably, and drew excellently. She had read much, and thought more. Her mind was capacious, her her disposition good, her education had been retired,"
0013100301_000015,"Selina, a novel, founded on facts. By a lady. In three volumes. ...",Lady,57,1,0,3,0,0,0,0,0,1,0,1,0,1,0,1,3,2,3,0,2,0,0,0,3,1,0,1,0,2,3,0,1,2,0,2,1,1,4,0,0,1,0,0,2,2,2,1,1,0,0,2,3,3,0,0,1,1800,1,3,"London : printed for C. Law, Avemaria-Lane, by Bye and Law, St. John's-Square, Clerkenwell, 1800.",London,244,female,,,FALSE,"I conceal the emotions, which wring my heart? how take leave of him I love , and by whom I am beloved, without betraying to his friends the real feelings of miy heart ?"" In vain fie endeavoured to strengthen her mind mind against the softness which stole upon her:"
1185400101_000009,"The history of Sir Charles Grandison. In a series of letters published from the originals, by the editor of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,61,3,0,0,1,2,2,0,0,0,0,0,1,4,1,0,0,0,0,2,0,5,3,0,1,2,0,0,1,8,0,1,1,2,0,1,1,3,1,1,0,0,0,0,0,1,0,1,0,2,2,0,2,2,1,0,3,1753,1,7,"[Dublin] : London, printed by S. Richardson, and Dublin, re-printed and sold by the booksellers, 1753.",Dublin,323,male,1689,1761,TRUE,"is pretty long , exhausted the fibje6t; and mufl borrow from it some of the images which isle introduces to heighten her distress for the lols of the little songster. It is a verydiffi cult matter, I believe , for young persons of genius to rein in their imaginations. A"
0221300101_000008,"Letters of the late Ignatius Sancho, an African. In two volumes. To which is prefixed, memoirs of his life.","Sancho, Ignatius",73,1,0,0,0,3,1,0,0,0,0,3,0,1,0,1,2,1,10,2,3,2,2,1,0,2,0,0,4,2,0,2,0,4,0,2,0,1,0,1,3,1,1,0,0,1,2,0,1,3,2,0,3,1,1,1,2,1784,1,2,"Dublin : printed by Pat. Byrne, No. 35, College-Green, MDCCLXXXIV. [1784].",Dublin,159,male,1729,1780,FALSE,"-- tall genteel -- a good eye -- about twenty-five -- a whi'ehand, and a.biazing ring -- he has many converts amongst amongst the ladies ; -- I cannot prevail on Mrs. H to go and hear him -- IHAVE been four or five times , and heard him this"
1518204500_000003,"The London universal letter writer; or, Whole art of polite correspondence. Containing a great variety of plain, easy, entertaining, and familiar original letters, on the most useful, interesting, important, and instructive subjects: and adapted for general use and benefit, by directing every person to indite letters, without any other assistance, on the various occasions of life; but more particularly on business, education and love; including Letters to and from parents, children, brothers, sisters, and other relatives. Together with various forms of petitions, adapted to the different wants and exigencies of life. Proper methods of addressing superiors, and persons of all ranks, both in writing and discourse; and valuable hints for grammatical correctness on all occasions. To which is added, a Modern collection of genteel complimentary cards. Likewise, useful forms in law, such as wills, bonds, &c. To which is subjoined, A table of contents, to enable the reader immediately to find out any particular letter or article wanted.","Cooke, Thomas, Rev., A.B.",75,3,4,2,0,3,0,0,0,0,0,3,1,3,0,0,3,1,7,1,3,6,0,0,1,1,0,0,2,4,1,0,0,1,1,1,0,6,0,2,0,0,1,2,0,0,2,0,0,0,2,0,3,1,1,0,3,1800,1,1,"London : Printed for Crosby and letterman, Stationers' Court, Paternoster-Row. 1800. B. Long, printer, Winchester, 1800.",London,128,unknown,,,FALSE,"this school, he I may depend upon my constant visits to see him, and a faithful T communication of what progress he makes. I thall also endeavour to render the young gentleman's hlolidays as agreeable to him as possible; and, by thewing my affeafioa for the son, prove how much"
0201200302_000035,"Emmeline, the orphan of the castle. By Charlotte Smith. In four volumes. ...",Charlotte Turner Smith,67,0,1,2,0,2,0,0,0,0,0,0,0,2,1,4,0,0,1,0,2,5,1,0,0,2,2,0,0,5,0,0,1,1,1,2,6,4,2,1,0,2,2,0,0,3,1,2,0,0,0,3,2,0,1,1,2,1788,2,4,"London : printed for T. Cadell, in the Strand, 1788.",London,270,female,1749,1806,TRUE,"they had occasioned, was still so painful and obstinate, .that the phyiicians seemed to appre. 1hend it might be necessary to send her Ladyihip to the waters of Barege. In the mean time , Lord Montreville had.obtained a.poft in adminiftration'vhich increased his income and' his power. Sir Richard Crofts poffefied"
0874500500_000053,"The vicar of Wakefield. A tale. By Oliver Goldsmith, M.D.",Oliver Goldsmith,64,1,1,0,0,0,0,1,1,0,7,2,0,2,1,3,0,0,1,0,3,6,0,1,1,3,0,2,1,1,4,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,2,1,1,5,0,0,1,0,1,2,1,1793,1,1,"London : printed for, and sold by H. D. Symonds, 1793.",London,248,male,1728,1774,TRUE,"unnecessary; that he had heard of our application to his uncle, which met with the contempt it deserved; and as for the ret, that all future applications Should be direaed to his attorney, not to him. He observed, however, .that as he had a very good opinion of the discretion"
1009700201_000005,The history of Mrs. Drayton and her two daughters. In three volumes. ...,,58,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,2,1,2,4,2,9,0,0,3,1,0,0,0,6,1,1,0,2,1,0,0,1,0,4,0,1,1,0,1,0,0,1,0,0,1,1,0,1,2,1,0,1767,1,3,"London : printed for F. Noble; and J. Noble, 1767.",London,242,unknown,,,FALSE,"them. She despised them, but she was not in the least disconcerted by their behaviour, she was contented in her new situation, and she appeared so. This hurt them greatly, and very much lelfened their delight. To have seen very visible marks of uneasiness in her, would have completed their"
0016000301_000003,"He deceives himself. A domestic tale, in three volumes. By Marianne Chambers, Daughter of the late Mr. Charles Chambers, Many Years in the Service of the Hon. East-India Company, and unfortunately lost in the Winterton. ...","Chambers, Miss (Marianne)",81,0,0,0,0,0,0,1,0,0,1,2,0,5,0,3,0,0,0,7,1,10,1,1,2,1,0,1,4,6,0,1,0,2,2,1,3,1,0,0,0,3,0,0,1,1,10,1,1,0,2,2,2,0,0,1,1,1799,1,3,"London : printed for C. Dilly, in the Poultry, 1799.",London,313,female,,,FALSE,"was a beautiful girl , and miglht have been, with proper tuition, as amiable as lovely ; but that time , which should have been employed in forming her, mind, and rendering her, if not a dazzling olbjct of admiration, an ornament to society, had been occupied alone in the"
0310600106_000022,"Poems and plays, by William Hayley, Esq. In six volumes. ...",William Hayley,72,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,4,2,1,4,0,0,4,5,0,2,6,6,0,1,1,3,0,0,1,0,1,2,0,1,3,0,0,0,2,2,1,1,6,1,2,2,1,0,0,1785,6,6,"London : printed for T. Cadell, in the Strand, M.DCC.LXXXV. [1785].",London,318,male,1745,1820,TRUE,"Let me kifs off that tear! MRS. bijou. Now again you're my own, dear, delightful Bijou! And the Titian is mine, and my love will be true! [Exit in great hase. M R. B IJ o 0 (alone.) Such virtuous endearments what heart could resist? Yet I fear by poor"
0590100202_000041,"Zeluco. Various views of human nature, taken from life and manners, foreign and domestic. In two volumes. ...",John Moore,82,0,1,2,0,2,0,7,0,2,0,2,1,0,3,0,1,0,5,0,1,8,1,0,4,1,0,2,1,9,0,2,1,5,0,0,3,1,1,0,0,2,0,0,1,0,0,3,0,0,1,0,3,1,0,0,5,1789,2,2,"London : printed for A. Strahan; and T. Cadell, 1789.",London,532,male,1729,1802,FALSE,"that he was not so happy even at the peace, although he had then gained six thousand pounds by the rise of flock. While the mother , uncle, and nephew phew were entertaining each other, I pre. sented young Warren to his sister . The tenderness of this scene exceeds"
0842500402_000031,"Zeluco. Various views of human nature, taken from life and manners, foreign and domestic. In two volumes. ...",John Moore,57,1,1,1,0,0,0,2,1,1,1,0,0,1,0,1,0,2,0,0,1,5,1,4,2,1,2,1,0,1,2,2,0,1,3,0,0,1,0,1,0,1,0,2,0,1,0,1,2,0,1,5,1,2,1,0,0,1790,2,2,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,499,male,1729,1802,FALSE,""" has ever been a source of happiness to me; I should reckon myself unfortunate indeed, if it should ever become a cause of uneasiness to him, and will use every precaution to prevent such an effet, of which, however, I think there is no danger."" Laura gently bowed her"
1059400104_000018,"Camilla: or, a picture of youth. By the author of Evelina and Cecilia. In six volumes. ...",Frances Burney,68,0,1,0,0,1,0,4,1,2,4,0,1,0,7,1,1,1,0,0,1,2,0,1,5,0,1,1,0,3,1,3,0,2,2,3,0,0,0,0,2,0,1,0,1,1,7,2,1,0,0,3,0,1,0,0,0,1796,4,6,"London : printed for the booksellers, 1796.",London,166,female,1752,1840,TRUE,"another, made her almost wish , at this moment, he should divine her distress, that his own pride might conclude it. But far different fi-om what would produce such an effect, were the feelings of pride now working in his bosom. He imagined her emotion had its source in cautes"
1459000901_000020,"The orphan, a novel. In two volumes.","Elliott, Miss, novelist",73,2,1,3,1,1,1,0,0,4,3,4,1,0,3,1,0,1,0,0,1,7,0,0,1,1,0,0,2,6,1,0,0,1,2,1,3,1,1,0,0,1,0,2,3,0,6,0,1,1,1,1,1,0,0,2,0,1783,1,2,"London : printed for T. Hookham, at his circulating library, New Bond-street, corner of Bruton-street, M.DCC.LXXXIII. [1783].",London,238,female,,,FALSE,"creature so much reason to be grateful to Prom H 6 vidence ( 18o) vidence as I have ?impossible. i obeyed; went to my apartment; and, throwing myself on my knees, poured out the effusions of my oppressed heart in thanks to the Almighty. Lord Ofburne was to dine with"
0013300401_000014,"Plexippus: or, the aspiring plebeian. ...",Richard Graves,73,0,0,2,1,0,1,0,0,0,0,2,2,1,0,0,0,0,3,1,0,5,1,1,0,3,0,1,0,12,0,0,2,1,0,0,5,1,1,0,0,0,0,2,0,2,2,2,0,1,3,2,3,1,2,0,7,1790,1,2,"London : printed for J. Dodsley, Pall-Mall, M.DCC.XC. [1790].",London,235,male,1715,1804,FALSE,"ladyship, I have not left my heart in Wales."" This declaration would have tempted her ladyship to proceed in the same style; but their attention was diverted to the bottom of the table, by an exclamation of captain Flash! (as the ladies had called Thrasher) "" A damned good hit!"
1045800602_000038,"Castle of Wolfenbach; a German story. In two volumes. By Mrs. Parsons, author of errors of education, Miss Meredith, woman as she should be, and intrigues of a morning. ...",Eliza Parsons,72,0,2,3,0,0,0,0,0,3,1,3,0,3,2,1,0,0,6,0,2,6,0,2,1,0,0,0,1,4,1,3,2,1,1,0,0,4,1,1,0,1,0,1,1,0,1,1,2,0,0,2,4,1,0,0,4,1793,2,2,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, and sold by E. Harlow, Pall-Mall, M.DCC.XCIII. [1793].",London,261,female,1738,1811,TRUE,"until from herfelfi receive my doom."" Accordingly the following morning, a little recovered from his fatigue, he set off for Vienna. Meantime the Countess, her daughter , the Count and Countess Marfallini, with their attendants, were safely arrived at Vienna, from whence Matilda wrote to her beloved friends , and"
0687400802_000065,Celestina. A novel. In three volumes. By Charlotte Smith. ...,Charlotte Turner Smith,64,0,3,1,0,1,0,0,1,3,0,2,0,1,1,0,1,2,3,0,0,3,1,1,0,0,1,0,1,10,1,0,1,1,2,1,1,1,0,1,0,1,1,1,0,2,1,1,0,0,1,2,4,2,0,1,2,1791,2,3,"Dublin : printed for R. Cross, P. Wogan, P. Byrne, J. Moore, J. Halpen, H. Colbert, W. Sleater, B. Dornin, W. Porter. A. Grueber, J. Jones, J. Rice, W. Jones, R. White, R. M'alister, and A. Porter, 1791.",Dublin,265,female,1749,1806,TRUE,"to entertain Celelfina alone, once or twice broke through the relltaint which he imposed upon himself. Lady Horatia, who was candid and liberal, saw in him only an unformed and unfleady young man, whose morals and manners required nothings but time and good company to render cftimable. She saw the"
0710400104_000012,The pavilion. A novel. In four volumes. ...,"De Crespigny, Mary",96,1,1,0,0,1,0,0,0,0,2,0,0,6,0,0,2,0,1,1,0,9,0,1,0,1,0,0,3,24,0,2,2,2,0,0,14,0,1,2,1,1,0,3,0,0,0,2,0,1,3,1,3,1,0,3,1,1796,4,4,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XC.VI. [1796].",London,214,female,,,FALSE,"return. When When all the ladies of the party , except. ing the Duchess and Ethelinda, were affem bled before dinner, Lady Cecilia alked Miss Lyttleton "" If the pleasure of her company at the Castle was not rather unexpected."" V Why yes, (returned Miss Lyttleton,) I have caftout, and"
0021700201_000013,"Edelfrida, a novel. ...",,68,1,0,0,0,0,0,1,1,0,1,1,0,0,0,3,1,0,4,0,3,7,0,0,3,3,3,1,0,2,3,0,0,0,0,1,7,1,0,1,0,0,1,4,1,0,3,1,0,2,0,1,4,1,1,0,1,1792,1,4,"London : printed for T. Hookham, and J. Carpenter, Old and New Bond-Street, M.DCC.XCII. [1792].",London,285,unknown,,,FALSE,"the sudden illness of Lady Wilford, obliges me to accompany my father and mother to Wilford Lodge, for which purpose the carriage is now ordered; be assured, however, that the initant my sister is restored to that state of health in which I can with comfort leave her, I will"
0021000107_000061,"The beggar girl and her benefactors. In seven volumes. By Mrs. Bennett, Author Of Welch Heiress, Yuitnile Indiscretions, Agnes DI-Courci, And Fllen Countess Of Castle Howell. ...",Anna Maria Bennett,72,0,0,0,0,0,0,1,0,0,1,0,0,6,0,1,0,2,1,2,3,8,2,1,0,0,1,0,2,11,0,0,2,3,1,2,2,3,1,0,0,1,2,1,0,0,1,0,1,1,5,0,0,2,1,0,1,1797,7,7,"London : printed for William Lane, at the Minerva Press, Leadenhall-Street, M.DCC.XCVII. [1797].",London,418,female,1760,1808,FALSE,"of this asseting transaction. tc There really was,"" she said,  no accounting for the turn ome minds took: it had been observed of high descent, that it was Q never never disregarded but by those who were conscious of not pofiliing it. We,"" she continued, "" my dear Countess,"
0709800601_000030,"The errors of education. In three volumes. By Mrs. Parsons, ...",Eliza Parsons,82,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,15,0,0,1,1,0,1,5,5,1,1,0,0,1,1,5,5,1,0,0,1,1,4,2,1,4,0,0,0,4,0,3,2,2,2,3,1791,1,3,"London : printed for William Lane, at the Minerva Press, 1791.",London,249,female,1738,1811,TRUE,"the concurrence of inclination, which I must sincerely wish may operate in favour of your daughter ; everything that depends on myself for your ease and comfort you may be assured of."" Lady Beaumont took leave , and returned to meet her son at dinner; she acquainted him with her"
0709800601_000029,"The errors of education. In three volumes. By Mrs. Parsons, ...",Eliza Parsons,92,0,3,0,0,0,1,0,0,2,1,1,0,3,1,0,0,0,2,2,2,8,0,0,1,2,0,0,3,16,3,1,1,0,1,0,7,5,0,3,0,0,0,1,1,2,5,0,0,0,1,0,2,3,0,2,6,1791,1,3,"London : printed for William Lane, at the Minerva Press, 1791.",London,249,female,1738,1811,TRUE,"place, and encouraging young fellows to buz about her without any proper restrictions; depend upon it the girl is a coquet, a jilt, or anything a young man of fortune may choose to make of her, and the mother little better than a procuress, who is on the watch to"
1023700300_000008,"Letters and conversations between several young ladies, on interesting and improving subjects. Translated from the Dutch of Madame de Cambon, with alterations and improvements.","Cambon, Madame de (Maria Geertruida van de Werken)",79,3,0,3,1,0,1,0,1,3,0,1,0,5,1,1,1,0,2,1,0,12,0,1,2,2,0,0,1,2,3,3,2,0,2,0,5,7,0,2,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,3,2,1793,1,1,"Dublin : printed for W. Jones. NO. 86, Dame-Street, 1793.",Dublin,357,female,,,FALSE,"goes outj not being willing to leave her mother alone, How greatly does' he deserve to be commended for this unremitted attention to her mama. We never can do too much for our der parents; and in their latter years, when the infirmities of old age press them down, they"
0036600302_000033,The ring: a novel: in a series of letters. By a young lady. In three volumes. ...,Young lady,74,0,0,1,0,3,2,0,1,2,0,0,0,0,0,1,0,1,1,0,1,5,1,0,1,0,1,0,3,13,3,2,4,0,1,1,3,3,1,0,0,3,0,2,2,0,4,1,2,1,2,0,0,0,1,0,1,1784,2,3,"London : printed for J. Stockdale, opposite Burlington-House, Piccadilly, MDCCLXXXIV. [1784].",London,245,female,,,FALSE,"fear on his neck, which he ref ceived by falling on the bar of a Bath"" "" about a month before he was lost. "" This circumstance, however, can prove "" of very little service, as I may see him "" again and again, and not discover such a "
0036800501_000021,"Juvenile indiscretions. A novel. In five volumes. By the author of Anna, or the Welch heiress. ...",Anna Maria Bennett,61,0,3,0,0,2,0,1,0,0,1,0,0,1,1,0,1,0,0,1,2,1,1,0,0,1,0,3,1,1,1,2,0,1,0,3,12,1,1,0,0,2,0,1,1,1,0,4,0,1,1,2,1,0,1,2,2,1786,1,5,"London : printed for W. Lane, Leadenhall Street, MDCCLXXXVI. [1786].",London,240,female,1760,1808,FALSE,"a loud hollow tone, he is a scoundrel. He looks it, . cried the dame, quite in piano, nodding fignificantly. Miss Lavy nodded also, but it was a nod of a very different meaning , Mrs. Orthodox's nod said, all you say k right, and I am resolved to be"
0028900502_000003,"Ermina; or, the fair recluse. A novel. In a series of letters by a lady, author of Dorinda Catsby &c. Two volumes. ...","Lady, author of Dorinda Catsby &c.",77,0,1,0,0,1,0,4,2,0,0,2,0,0,1,1,0,0,1,2,3,5,2,1,0,0,4,0,1,5,1,7,2,6,1,1,2,0,3,1,0,1,0,0,0,0,4,1,0,0,2,1,3,1,1,1,2,1789,2,2,"London : printed for W. Payne, Pater-Noster-Row, MDCCLXXXIX. [1789].",London,179,female,,,FALSE,"my Ermina than it ""is possible you should to me. I Come, my dear, wipe away those pearly tears; I expet company, "" Miss Pomfret will be of the "" party . You are grown her Ye ""ry great favourite, and her eu;;  will be very much excited if"
0101100602_000012,Memoirs and opinions of Mr. Blenfield. By the author of Tales of sympathy. ...,,68,0,0,0,0,0,2,3,0,2,0,0,0,0,2,1,1,3,2,0,0,1,1,1,2,1,0,1,3,2,0,2,0,4,0,1,8,1,3,2,0,0,0,2,0,0,2,2,0,0,2,2,2,1,1,3,2,1790,2,2,"London : printed for W. Lane, Leadenhall Street, MDCCXC. [1790].",London,252,unknown,,,FALSE,"them very different; humble and unassuming; and E 4 always always ready to join in your opinion; - but now they are the first beings of the earth; and lose themselves in their own vanity: such an age for young men as never was known."" I thanked her for her"
0951100501_000017,"The authentic & interesting history of Miss Moreton, and the Faithful Cottager. In two volumes. ...",,77,2,1,1,0,0,2,0,0,0,0,1,1,2,5,0,0,0,0,1,2,4,0,1,0,2,0,2,1,4,1,0,0,0,0,2,4,0,1,0,0,1,0,3,2,0,11,1,1,0,4,2,6,5,0,0,1,1800,1,2,"Norwich : printed by A. White, Bridge-Street, St. Andrew's, 1800.",Norwich,147,unknown,,,FALSE,"person of her difeription. She soon introduced me to her visitants, at the fime time informingi them I was the daullh ter of' the late Farmer Moreton; thlat I was but a country girl , it is true, an11 totally unacquainted L 3 126 with life, being bred up in"
0828900102_000028,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, Author of Pamela and Clarissa. In seven volumes. ...",Samuel Richardson,89,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,0,2,0,0,5,14,2,1,1,4,1,2,9,3,0,0,0,1,0,0,0,0,2,6,2,0,3,0,3,3,3,1,2,1770,2,7,"London : printed for J. and F. Rivington, R. Baldwin, S. Crowder, T. Longman, W. and J. Richardson, W. Griffin, W. Davenhill, W. Domville, T. Cadell, G. Pearch, T. Davies, and T. Becket, MDCCLXX. [1770].",London,361,male,1689,1761,TRUE,"Gr. Sisters are not judges. They may be partial. His benignity of heart makes his face fline.. Had I a Lover but half as handsome as I think my Brother , I flould make no objection to him on the account of person. Lady L But he is the genteelest"
1459000802_000037,"Oswald castle, or Memoirs of lady Sophia Woodville; A novel. In two volumes. By a lady. Volume I.",Lady,68,1,0,1,0,1,0,0,0,0,1,3,1,1,1,0,2,1,3,1,4,8,3,1,0,1,0,0,2,4,1,0,1,3,1,0,0,0,2,2,0,0,3,2,3,0,0,0,4,1,1,0,1,0,1,0,2,1788,2,2,"London : Printed for T. Hookham, New Bond-Street, 1788.",London,261,female,,,FALSE,"In In the retirement the so earnestly bfought, and the occupations she best loved , Sophia spent two or three weeks, with no inr terruption of total solitude, but the society of Lydia, during which the received a letter from Mrs. Clayton which contained these words: -- "" You have"
