PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(allow),termFreq(annuiti),termFreq(appear),termFreq(appoint),termFreq(author),termFreq(bank),termFreq(book),termFreq(cafe),termFreq(capit),termFreq(carri),termFreq(cent),termFreq(charg),termFreq(charter),termFreq(clive),termFreq(committe),termFreq(compani),termFreq(council),termFreq(court),termFreq(debt),termFreq(duti),termFreq(east),termFreq(england),termFreq(follow),termFreq(form),termFreq(fund),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(india),termFreq(king),termFreq(laid),termFreq(law),termFreq(letter),termFreq(manner),termFreq(mean),termFreq(monei),termFreq(nabob),termFreq(offic),termFreq(order),termFreq(paid),termFreq(parliament),termFreq(payment),termFreq(person),termFreq(pound),termFreq(power),termFreq(present),termFreq(properti),termFreq(public),termFreq(receiv),termFreq(sea),termFreq(servic),termFreq(sever),termFreq(ship),termFreq(south),termFreq(stock),termFreq(taken),termFreq(trade),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0121901200_000009,"An abstract of the several acts of Parliament, commission for taking subscriptions, charter, and by-laws of the Honourable South-Sea Company.",South Sea Company,86,0,1,2,1,2,0,0,0,0,4,1,0,3,2,0,0,8,0,3,3,0,0,0,1,0,2,0,1,11,5,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,4,1,2,5,0,1,1,3,0,2,0,1,8,0,2,1718,1,1,"[London] : Collected and printed by Richard Mount, stationer to the said Company, 1718.",London,50,unknown,,,FALSE,"Recital f 1 71r i. And recites the A for paying the Pub. qat · J lick Debts , and Settling the Trader the Forth Seas and other Parts of America, and for Encouraging the Fihery: And the Settlement thereby made of a Fund of 568, 2791 ios. per Ann."
1212600301_000055,"The merchant's lawyer: or, the law of trade in general. ... To which is added a complete book of rates. The second edition corrected, with additions, ... by T. Cunningham, ...",Timothy Cunningham,117,0,0,3,0,0,0,7,1,1,6,0,0,1,0,0,0,14,0,2,0,4,0,7,0,0,0,2,0,13,2,2,0,0,0,1,1,0,2,1,6,0,0,3,4,5,4,5,0,1,5,0,0,0,0,3,1,0,0,7,3,0,1768,1,2,"London : printed for Robinson and Roberts, 1768.",London,531,male,,1789,FALSE,"use or purpose, but ( hall be direced by future act or ats of parliament . 144 See. 12 And if at any time or times after thefaid 25th of March, 1746; payment be made to the said governor and company of the Bank of England , of any sum"
0939600100_000087,"A collection of such statutes relating to his Majesty's customs, and duties upon salt, as have passed since the printing the folio book of rates at London, in the Year 1725. As also an alphabetical index to the same.",Great Britain,109,0,1,4,0,0,2,1,0,0,3,2,0,10,0,0,0,7,0,0,1,10,0,1,1,2,5,0,0,1,4,0,0,0,1,0,0,0,4,1,3,0,0,0,2,7,0,0,21,1,1,0,0,0,3,0,2,0,3,2,3,0,1734,1,1,"Edinburgh : printed by Robert Freebairn His Majesty's Printer, M.DCC.XXXIV. [1734].",Edinburgh,610,unknown,,,FALSE,"Duties and Revenues, on which the respective Debts , that should be taken into their Capital , were then charged : And whereas in Pursuance of the last recited Ad, the several following principal Sums were subscribed or taken into the Capital Stock of the said South Sea Company ,"
0471100200_000072,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succint Information, are annexed, list of duties and drawbacks on the company's trade; the by-laws, constitutions, Rules and Orders for the good Government of the Company, and the Management of their Trade; and an abridgement of the company's charters. With a copious index. Compiled by F. Russell Esq. F. R. S. & F. S. A.",Great Britain,92,0,0,4,0,1,3,1,0,1,0,0,0,0,0,0,0,4,0,2,0,2,5,1,0,0,4,0,0,0,0,5,1,3,1,0,8,0,2,0,7,0,0,6,1,1,4,12,3,0,0,1,0,1,2,0,2,0,2,0,1,1,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, 1794.",London,756,unknown,,,FALSE,"felony, and susser death as a felon, without benefit of clergy. II And, the more effectually to deter perolns from committing wilful Penalty for and corrupt perjury, or ftibornation of perjury; be it further enacted by perjury ntnd the authority aforesaid, That, besides the punishment already to be infliaed iuo',"
1037100203_000110,"The history of England, by M. Rapin de Thoyras, continued, from the abdication of King James II, to the accession of His late Majesty K. George I. By Thomas Lediard, Gent. Late Secretary to His Majesty's Envoy Extraordinary in Lower Germany. Vol.III.",Paul de Rapin,93,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,3,15,0,1,2,1,3,0,2,0,2,0,0,4,2,1,3,11,1,0,1,0,0,3,1,0,2,1,0,0,0,5,0,0,2,0,1,0,0,1,5,1,0,5,0,8,1736,3,3,"London : printed by and for, the sole proprietor, J. Mechell, at the King's-Arms, next the Leg Tavern, in Fleet-Street, MDCCXXXVI. [1736].",London,448,male,1661,1725,TRUE,"with the um of "" 165, ooo. to be answered out of the revenue of "" Ireland, be the rum for the land forces, for the "" service of the year 1692""; so that the furns granted this year, for the fleet and army, amounted together to the sum of"
1248500600_000092,"Copy of His Majesty's Advocate, Attorney, and Solicitor Generals report. August 16, 1757. To ... William Pitt ...",Scotland. Lord Advocate (Dundas : 1754-1760),112,2,1,0,0,3,1,1,0,4,0,0,0,0,1,0,0,14,0,9,0,1,5,1,0,3,0,3,1,2,1,5,1,0,0,5,3,0,3,0,1,0,4,2,1,1,1,9,0,3,4,0,0,0,1,1,0,5,0,0,0,9,1757,1,1,"[London, 1757].",London,202,unknown,,,FALSE,time to time make search do perform and execute ail such Matters and Things and in such ample manner and Form as any Oficer or Officers of the Customs of us our Heirs and Succef obrs can or may lawfully do perform or execute in or for the seizing and
0979100214_000679,"The statutes at large, from the twentieth year of the reign of King George the third to the twenty-fifth year of the reign of King George the third, inclusive. To which is prefixed, A table of the titles of all the Publick and Private Statutes during that Time. With a copious index. Volume the fourteenth.",Great Britain,79,3,2,7,0,1,3,3,1,0,0,0,0,1,0,0,0,3,0,1,1,1,0,2,0,0,4,1,0,2,3,11,0,0,0,1,2,0,1,0,1,0,2,1,0,1,2,3,2,1,0,0,0,2,0,3,0,0,0,5,2,0,1786,14,14,"London : printed by Charles Eyre and the executors of William Strahan, Printers to the King's most Excellent Majesty; and by W. Woodfall and the executors of W. Strahan, Law Printers to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",London,832,unknown,,,FALSE,"C tonverted into Annuities by vir: uie of this Act, shall be deemed, reputed, and taken to he ic Cpiral A hi thc Sl'iic tojoiint Stock , on which the said annuities , after the said Rate of five Pounds per ('rntiu:, per /, :; ainm, j C Vd ri:;"
0004500401_000073,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,82,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0,0,12,1,2,0,1,0,3,0,0,5,1,5,1,2,0,5,1,1,0,1,0,1,0,6,0,0,0,0,3,3,0,3,1,2,0,4,1,0,1,1,1,0,0,0,4,1796,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,520,male,1721,1771,TRUE,"a transferable fund , and a circulation by bill on the credit of a large capital . Forty merchants subscribed to the amount of five hundred thousand pounds , as a fund of ready money , to circulate one million at eight percent. to be lent to the government ;"
1208900100_000067,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, Rector of St. Stephen's, Walbrook, and Prebendary of Westminster. By Catharine Macaulay. Vol.I.",Catharine Macaulay,112,0,2,15,0,0,0,3,0,1,0,0,0,2,0,0,0,3,0,0,4,4,0,0,0,0,15,3,1,1,0,0,0,0,1,1,1,0,3,1,6,0,0,3,2,6,0,4,11,1,3,0,2,2,4,0,1,0,4,0,1,1,1779,1,1,"Dublin : printed for John Exshaw, No. 86, and William Hallhead, No. 63, Dame-Street, M.DCC.LXXIX. [1779].",Dublin,463,female,1731,1791,TRUE,"the fund , called the aggregate fund , fettled by an act of parliament in the first year of the reign of his present Majesty, as is applicable to the interest, circulation, exchanging, or cancelling the present exchequer bills, be also redeemed: Fifthly, That his Majesty be enabled to authorise"
1037600102_000030,"The state of the nation, with respect to its public funded debt, revenue, and disbursement; comprized in the Report of the Select Committee on finance, appointed by the House of Commons, ...",Great Britain. Parliament. House of Commons,105,9,4,5,1,0,0,11,0,0,2,0,0,3,0,0,3,5,0,0,9,1,0,4,0,0,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,1,3,0,13,6,4,1,1,0,4,2,1,0,1798,2,4,"London : printed for H. D. Symonds, 1798-1800.",London,341,unknown,,,FALSE,"been already stated by Your Committee at the Close of their First Report. In order , however, that the Public may have a continual View of the State of the National Debt , and alto of its progressive Reduction, Parliament has further provided that an Account of each shall be"
0901001009_000080,"The history and proceedings of the House of Commons from the Restoration to the present time. Containing the most remarkable motions, speeches, Resolves, Reports and Conferences to be met with in that Interval: as also The most exact Estimates of the Charge of Government; State of the Public Revenue; the Rise and Growth of the National Debt, Expence of the War, Proceedings on Ways and Means, Speeches and Messages from the Throne, Addresses, and Remonstrances, also the Numbers Pro and Con upon every Division, &c. Many of which Curious Particulars were never before printed. Collected from the best Authorities, Compared with the Journals of the House; And illustrated with a great Variety of Historical and Explanatory Notes. Together with a large Appendix, containing Exact Lists of every Parliament, the Names of the Speakers, their several Posts under the Government; and other valuable, Supplemental Pieces. Vol. IX.",Great Britain. Parliament. House of Commons,78,3,0,2,1,0,0,1,0,0,1,0,0,6,0,0,2,3,1,0,1,8,0,1,4,0,2,0,0,0,4,0,4,0,0,4,0,0,0,1,1,0,3,3,1,2,0,0,4,0,1,0,0,1,3,2,0,4,3,1,0,0,1742,9,9,"London : printed for Richard Chandler, and sold at the Ship without Temple-Bar, and at York and Scarborough, 1742.",London,677,unknown,,,FALSE,"Company . By twoals ofparliamert W.ITI. and two other Ats and o10 Anne, but the Annuity grant 3, 200, 0 o edby the said a.ts was by an 3, Adt3 G. II reduced from 51 1 to41. percent. per Ann. j Bank of England . On their original Fund at"
1033701400_000516,"The statutes at large, from the thirtieth year of the reign of King George the third, to the thirty-fourth year of the reign of King George the third, inclusive. To which is prefixed, A table of all the titles of all the Publick and Private Statutes during that Time. With a copious index. Being a twelfth volume to Mr. Runnington's edition, and a sixteenth to Mr. Ruffhead's.",Great Britain,107,4,1,3,0,0,1,5,1,0,11,2,0,0,0,0,0,13,0,0,1,0,0,1,1,0,7,0,0,4,0,10,0,0,0,5,1,0,0,1,1,0,0,0,4,0,3,1,6,0,0,2,1,0,0,0,0,0,0,13,0,4,1794,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty; and by Andrew Strahan and William Woodfall, Law Printers to the King's Most Excellent Majesty, MDCCXCIV. [1794].",London,711,unknown,,,FALSE,"Dilpofitioll thereof, be subject and liable to make good to the said United Company , for and during all fuciltime as they (ball continue to trade with a Joint Stock , any Deficiency or Deficiencies in fheir own funds applicable to the Payment of the said Dividend of ten Pounds"
1041100141_000022,"The London magazine. Or, Gentleman's monthly intelligencer.",James Boswell,85,2,0,3,1,0,0,4,0,0,4,1,0,0,2,0,8,15,0,2,0,0,0,1,0,1,0,2,0,2,2,0,0,8,2,0,1,0,0,1,2,0,1,0,0,2,0,0,0,0,1,0,0,2,1,0,2,1,1,2,0,8,1747,1,1,"London [England] : printed for R[ichard]. Baldwin, jun. at the Rose in Pater-Noster-Row, [1747-1783].",London,710,male,1740,1795,TRUE,"of the g vernment, and the continuance - their paying so much ser asse,, more precarious, as their dividend V C or ought to be, always in proportiob - to the profits of their trade . Thus, i tr instance, the eait india compan r divides at present 6 for"
1032200900_000142,"The annual register, or a view of the history, politics, and literature, for the year 1770.",,73,2,0,3,1,1,0,0,0,0,2,1,0,5,0,0,0,2,1,0,1,1,0,3,1,0,1,1,0,1,7,0,3,0,1,1,1,0,1,1,1,0,1,3,3,3,2,4,3,0,1,0,0,3,0,1,2,2,0,0,0,2,1774,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1774.",London,563,unknown,,,FALSE,"late war in Germany, as appear to be due to the Landgrave of Hefie Cassel, by the reports of the commissioners appointed by his Majesty, for examining and Itating such claims and demands - - 45565 z z. To be advanced to the governor and company of the merchants of"
0470400105_000106,"The statutes at large, from Magna Charta, to the end of the last Parliament, 1761. In eight volumes. By Owen Ruffhead, Esq;",Owen Ruffhead,121,11,1,12,0,3,2,4,6,0,0,0,0,3,0,0,0,3,0,1,0,0,0,3,0,2,3,5,0,3,0,17,0,0,0,1,1,0,2,1,8,0,4,1,5,1,5,3,5,0,1,0,0,4,0,0,0,0,0,0,0,0,1768,5,8,"London : printed by Mark Baskett, and by the assigns of Robert Baskett; and by Henry Woodfall and William Strahan, 1768-70.",London,750,male,1723,1769,FALSE,"his Majesty's Exchequer all the Moneys which he ( hall receive of or for the said Sum, not exceeding one hundred fixty nine thousand Pounds , as faft as he shall receive the same, or any Part thereof, or within five Days at the farthest; and to account for all"
0708500300_000122,"The royal treasury of England: or, an historical account of all taxes, under what denomination soever, from the Conquest to this present year. Collected from the best historians, as well antient as modern; likewise from many valuable manuscripts in the Cotton, and several other choice Libraries, and some peculiar Offices in this Kingdom. Containing a considerable Number of Particulars, not to be found in printed Books. Shewing when the Crown was supply'd, and Impositions laid on the People, only by Virtue of the King's Prerogative, at what Times the House of Lords alone has done the same, and when reduc'd to the Parliamentary Method now Establish'd. Intermixt with some other remarkable Occurrences.","Stevens, John",92,1,0,10,0,0,0,2,0,0,3,0,0,1,0,0,0,5,0,0,7,12,0,1,1,0,8,1,0,1,2,0,1,0,0,0,0,0,0,0,7,0,0,2,1,0,3,1,3,0,1,0,4,0,3,2,3,0,3,2,1,0,1725,1,1,"London : printed for T. Tebb, and J. Wilcox, in Little-Britain, MDCCXXV. [1725].",London,417,male,,,FALSE,"Mother, per Annum.) Lord Seafortb, remainder after Payment of Debts and Legacies of Nicholas ennet, per Annum Total These Reversions sold at but) ten Years Purchase amount to S Timber to all these Ellates computed together 3 Besides personal Estates, C seized ttint of 1 i4 0oo o 571 3"
0709501100_000077,"A collection of statutes concerning the incorporation, trade, and commerce of the East India Company, and the government of the British possessions in India, with the statutes of piracy. To which, for more succinct Information, are annexed, lists of duties and drawbacks on the company's trade, and of the Company's Duties and Charges on Private Trade; the by-laws, constitutions, Rules and Orders of the Company; and an abridgement of the company's charters. With a copious index.",Great Britain,117,0,1,12,0,2,3,0,0,1,5,1,0,2,0,0,0,8,0,0,5,1,1,1,0,0,12,0,0,0,0,3,0,0,0,5,0,0,1,0,4,0,0,0,11,6,11,2,14,1,0,0,0,0,0,1,0,0,0,1,0,2,1786,1,1,"London : printed by Charles Eyre and Andrew Strahan, Printers to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",London,550,unknown,,,FALSE,"his Majesty's service , that all, or any part of the laid sum of two hundred thousand pounds , so as aforesaid appointed to be paid by the said United Comnpany, should be paid in advance by them on any day or days before or sooner than the said twenty"
1597800500_000004,"The history of the Bank of England, from the establishment of that institution to the present day; Containing a succinct view of the extension of its capital and credit; the effects of both; the dangers with which it has been threatened at certain periods, and the measures adopted to maintain the stability and credit of it on those occasions; interspersed with reflections of the best financial writers on the subject. With an impartial detail of the proceedings of both Houses of Parliament and the Court of Bank directors, in consequence of the order of council, diserted to the governor of the Bank of England, on the 26th of February last. With the report of the committee appointed by the House of Commons to enquire into the affairs of the Bank of England, at full length. To which is added, a correct copy of the charter of the Bank of England; with the bye-laws, and other interesting documents.","Fortune, T. (Thomas)",88,2,1,1,1,0,0,13,0,1,0,0,1,0,0,0,0,10,0,2,1,0,2,6,0,1,3,3,6,1,0,0,0,1,2,0,0,0,1,1,4,0,2,0,2,1,0,1,0,0,1,0,2,5,3,0,1,0,2,0,1,3,1798,1,1,"London : Printed for Allen and Co. No. 15, Paternoster-Row, [1798?].",London,169,unknown,,,FALSE,"if no call is made upon them (wvhich is in general the cafec), receive 61 perr cent . for the money they advance, yet the company gains the sum of 23,; 5001 per annlum by the contra;; wrill appear by the forllowing itate ment: The bank receives from government F."
0432500700_000095,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,95,1,0,3,2,1,0,0,0,0,0,1,0,0,6,0,8,14,0,0,3,1,0,0,2,0,0,0,0,0,3,0,9,3,0,2,1,0,2,1,2,0,0,1,0,4,3,0,0,2,1,1,0,0,0,0,2,0,0,4,2,10,1789,1,1,"[London], 1789.",London,890,unknown,,,FALSE,"Assistance; in which Crisis the Creditors had Itrongly recommended they hfould make a Surrender of their Charter to his Majesty, being no longer able to fulfil the Design of it (p. 861). This Petition was referred to the Committee , as were also Statements of Debts , and other Accounts"
0397900800_000004,"A general view of the variations which have been made in the affairs of the East-India Company, since the conclusion of the war, in India, in 1784. By George Anderson, ...","Anderson, George",102,11,1,2,0,0,0,0,1,0,1,0,0,12,2,0,1,11,0,1,5,1,0,0,0,3,0,3,7,0,2,0,0,11,0,1,0,0,0,0,2,0,1,2,5,1,6,0,0,0,1,0,0,4,0,0,1,0,0,2,0,1,1792,1,1,"[London?] : Printed in the year, 1792.",London,115,male,1760,1796,FALSE,"that period the arrears, c. transferred from the other fcitlnients have rendered it necessary for the Bengal government to keep nearly an equal amount of certificates in circulation, new ones having been issued as the old ones have been di charged . ( 5) current revenues and charges are ex"
0966500102_000137,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,103,2,0,0,0,1,0,6,1,0,2,1,0,0,0,0,2,14,0,1,1,0,0,3,0,2,0,1,0,3,0,0,7,3,1,0,2,0,2,0,2,0,3,3,1,2,0,3,0,0,1,0,6,3,9,0,1,0,10,3,1,0,1785,2,5,"London : printed for T. Cadell, in the strand; and R. Baldwin, No 47, in Pater-Noster Row, MDCCLXXXV. [1785].",London,535,male,1721,1771,TRUE,"and those who contrived it seifed the opportunity to realise. But the bankruptcy of goldsmiths and the iword blade company , from the fall of South - sea stock , occasioned such a run upon the Bank , that the money was paid away faster than it could be received"
1134000200_000137,"The annual register, or a view of the history, politics, and literature, for the year 1774.",,84,1,0,2,0,0,0,4,1,0,5,0,0,1,0,0,0,1,0,0,0,5,0,5,0,0,2,1,0,1,6,1,2,0,0,4,0,0,1,0,11,0,0,0,6,4,2,2,2,0,2,0,0,5,1,1,2,0,1,2,0,0,1782,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1782.",London,542,unknown,,,FALSE,"said Lum, as the growing produce of the said swo sevenths excise ( hall not be fufflcient to answer. VOL. XVII 2 That, towards making good the supply granted to his maje!iy, there be applied the sum of 20, 2371 5 s. 3 d. remaining in the receipt of the"
1212600301_000047,"The merchant's lawyer: or, the law of trade in general. ... To which is added a complete book of rates. The second edition corrected, with additions, ... by T. Cunningham, ...",Timothy Cunningham,101,0,1,7,0,1,0,11,1,2,3,0,0,4,0,0,0,1,0,3,0,9,0,1,0,0,3,2,0,1,1,4,2,0,0,1,3,0,0,0,12,0,2,2,3,2,10,1,0,1,0,0,0,0,0,0,3,0,0,4,0,0,1768,1,2,"London : printed for Robinson and Roberts, 1768.",London,531,male,,1789,FALSE,"cap. 8 fe. i. The governor and company of the Bank of England being willing to deliver up to be cancelled, as many Exche qucr bills as amount to z, ooo, ooo 1 in principal money , and to accept an annuity of Ioo, oool. being five percent. for the"
1482800605_000109,"The Historical register, containing an impartial relation of all transactions, foreign and domestick. With a chronological diary of all the remarkable occurrences, viz. births, marriages, deaths, removals, promotions, &c. that happen'd in this year. Volume V. For the year 1720. Publish'd at the expence of the Sun Fire-Office.",,107,0,0,0,1,0,0,0,3,0,3,8,0,0,3,0,0,8,3,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,1,0,4,0,1,7,0,0,3,1,1,3,6,0,2,1,0,2,0,5,0,8,3,3,14,2,4,1720,5,5,"London : Printed by H.M. and sold by T. Norris and J. Brooke on London-Bridge, R. Gosling in Fleet-Street, and H. Meere in Black-Fryers, [1720].",London,436,unknown,,,FALSE,"Sea Stock , which drew a var Concourse of Persons of all Ranks to Exchange alley. By their unexampled Eagerness ot laying out their Money in a Fund that pro fiis'4 so plentiful g Return of Gain, that Stock which, about the latter End of May, was at about 5o0,"
0573100101_000332,"A collection of all the statutes now in force, relating to the revenue and officers of the Customs in Great Britain and the Plantations. In two volumes. ...",Great Britain,85,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,5,0,4,0,6,0,0,0,1,8,4,0,4,1,2,0,0,0,5,2,0,1,1,3,0,1,1,8,4,2,1,1,2,1,0,0,0,1,0,1,1,0,2,0,6,1780,1,2,"London : printed by Charles Eyre and William Strahan, Printers to the King's most Excellent Majesty, 1780.",London,966,unknown,,,FALSE,"of by parliament ; and the laid yearly fund , and the lid,, ctted1 an: uities out of the fanme, fhiall cease and determine: but that the faicl curant may )e palration by the name aiorcliid, after I lch redemption of the said yearly i°fid of by fed, shall continue"
0597300101_000008,"Minutes of the evidence taken at the trial of Warren Hastings Esquire, late Governor General of Bengal, at the bar of the House of Lords, in Westminster Hall, upon An Impeachment against him for High Crimes and Misdemeanors, by the Knights, Citizens, and Burgesses, in Parliament assembled, in the Name of themselves, and of all the Commons of Great Britain.",Warren Hastings,119,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,14,1,2,1,0,6,2,2,0,0,12,6,12,1,1,0,7,0,6,0,0,2,2,1,0,11,1,1,1,1,4,2,1,3,0,4,0,0,1,0,1,0,0,0,3,1788,1,11,"[London] : [s.n.], MDCCLXXXVIII. [1788].",London,475,male,1732,1818,TRUE,"the laid Rcftridions and Limitations as by the said Ad the Fillt Governor - general , and Firll Fiour Counsellors, were made subject; and that in cafe of the Avoidance of the Offices of stich Governor - general , or any of the said Counsellors, iltch Office Pihall be relpedively"
0974500107_000158,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,79,0,1,1,3,0,0,1,4,0,5,1,0,0,1,0,0,9,0,0,0,0,0,1,1,2,1,0,0,1,0,0,1,1,2,0,0,0,1,3,6,0,0,1,1,1,3,3,0,1,1,0,1,0,5,0,2,0,6,5,2,1,1758,7,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,599,male,1661,1725,TRUE,"per annum amounted to 32001 or thirty twvo years purchase. For every 9ol. per annum of the flort annuities , they agreed to allow 3501 in the capital stock , which, at 3751 percent. amounted to 13121 Ios. and in bonds and money 2171 Ios. which together made I 531"
0599701200_000007,"The stocks examined and compared: or, a guide to purchasers in the public funds. Containing an introduction, In which the Origin and Nature of the Public Debts are explained, and useful Information is given relative to the Management of Business in the Funds. An Account of the Public Funds, From the Times of their Creation to the Year 1795; Including the Imperial and Irish Annuities, transferrable at the Bank of England and the Stock of Public Companies. And five new, useful, and extensive tables, For the Purposes of examining and comparing the Perpetual Annuities and the Long, Short, and Imperial Annuities with each other, at every probable Price: Illustrated by Observations and Examples. Also, A statement of the National Dept, And an Account of the present Plan for liquidating the same. By William Fairman, of the Royal-Exchange Assurance.",William Fairman,96,0,3,13,0,0,0,10,0,2,5,0,0,1,0,0,0,3,0,0,1,2,0,4,1,0,4,0,8,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,1,2,7,0,0,0,4,0,0,6,3,0,0,0,3,6,0,1,1795,1,1,"London : printed by H. L. Galabin, Ingram-Court; and sold by J. Johnson, St. Paul's Church-Yard; and T. Boosey, Old Broad-Street, near the Royal-Exchange, M.DCC.XCV. [1795].",London,107,male,,,FALSE,"stock on which they make their dividend is only 10o, 780, ooo: the interest is also received from Government quarterly, but the dividend paid half yearly. The profits of the Company arise from dealing in bullion and discounting bills; from the use ofun claimeddividends, and the very extensive circulation of"
0349200112_000122,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,73,1,0,1,0,2,5,8,3,3,2,0,0,0,0,0,1,6,0,3,4,1,0,0,0,0,1,0,0,6,1,1,0,0,1,0,2,0,0,0,1,0,1,0,1,1,2,2,0,0,1,3,1,1,0,0,0,0,0,5,1,1,1786,12,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,886,unknown,,,FALSE,"notice or request, or in cafe of insolvency, that .then, and in every such cafe , before any distribution or dividend shall be made of the said stock or the produce thereof, the said governor and company shall be obliged in the first instance, to apply the said stock and"
0793000111_001056,"The statutes at large, from the tenth year of the reign of King George the third to the thirteenth year of the reign of King George the third, inclusive. To which is prefixed, A table of the titles of all the Publick and Private Statutes during that Time. With a copious index. Volume the eleventh.",Great Britain,94,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,14,0,1,2,1,2,2,0,0,0,1,0,1,5,3,2,3,1,0,2,1,4,1,4,0,0,0,0,5,2,0,6,1,3,0,9,0,0,3,4,0,0,1,2,2,1774,11,11,"London : printed for Charles Eyre and William Strahan, Printers to the King's Most Excellent Majesty; and by W. Strahan and M. Woodfall, Law Printers to the King's Most Excellent Majesty, MDCCLXXIV. [1774].",London,997,unknown,,,FALSE,"it ffirther enah6te'd""by the Authority aforesaid, That this at ( hall be deemej .i and taken to' he a Public At; of which Notice shall be judicially taken by all Judges, juaiccs, and Pubide A. other Perfonl whatsoever, without specially pleading the same. C A Pa C A P. LXIV"
0472000104_000993,"The statutes at large, from Magna Charta, to the thirtieth year of King George the Second, inclusive. In six volumes. By the late John Cay, Esq;",John Cay,79,0,0,4,0,1,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,1,1,1,0,0,6,2,0,0,0,0,1,1,1,2,3,3,2,0,3,0,0,1,2,1,3,9,4,3,0,0,0,2,0,1,5,0,0,3,0,6,1758,4,6,"London : printed by Thomas Baskett, Printer to the Kings most Excellent Majesty; and by the assigns of Robert Baskett; and by Henry Lintot, Law-Printer to the King's most Excellent Majesty, MDCCLVIII. [1758].",London,864,male,1700,1757,FALSE,"to Manure. Undertakers to begin by 24 iune 1732 and finish before z4 une 1740 not to allign their Interer till Navigation perfected. All Damages not provided for to be fettled by a Jury. From 24 Aduguef to r 5 Oatir yearly, no Barges to pars without Consent of the"
0410801000_000039,"Additional observations on the nature and value of civil liberty, and the war with America: also observations on schemes for raising money by public loans; an historical deduction and analysis of the national debt; and a brief account of the debts and resources of France. By Richard Price, D.D. F.R.S.",Richard Price,121,1,0,27,0,0,0,5,0,0,7,10,2,7,0,0,0,3,0,0,7,5,6,1,0,1,3,0,0,0,1,0,1,6,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,7,3,0,0,1777,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.LXXVII. [1777].",London,195,male,1723,1791,TRUE,"Annuities consolidated by 25 Geo. II 2.713, 6 81 carrying 3 4 percent. interef' till 1755; and 4.857, 95il. carrying the same interest till 757 See note -7 p. 128 - 17, 7401, 32 6i9, 546 Management 9, 8841 per ann. Civil List million, 726 1.ooo, ooo 30, 0 Management"
