PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(account),termFreq(appear),termFreq(author),termFreq(believ),termFreq(book),termFreq(build),termFreq(carri),termFreq(christ),termFreq(church),termFreq(death),termFreq(earth),termFreq(end),termFreq(faith),termFreq(father),termFreq(feet),termFreq(follow),termFreq(foot),termFreq(form),termFreq(gener),termFreq(glori),termFreq(god),termFreq(grace),termFreq(half),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(holi),termFreq(hous),termFreq(kind),termFreq(king),termFreq(know),termFreq(labour),termFreq(laid),termFreq(law),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(natur),termFreq(neat),termFreq(nothig),termFreq(observ),termFreq(order),termFreq(peopl),termFreq(person),termFreq(piec),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(set),termFreq(sever),termFreq(spirit),termFreq(think),termFreq(water),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0200500300_000049,"Sermons on various subjects, preached at St. Paul's Church, Blackburn. By the Rev. Samuel Dean, Minister Of The Said Church, And Late Head-Master Of The Free Grammar-School Volume I. Entered At Stationers' Hall.","Dean, Samuel, minister of the New Jerusalem Temple",103,3,0,0,0,1,0,3,0,2,26,1,0,0,1,0,0,1,0,4,1,0,4,0,0,0,1,6,6,5,3,0,0,0,0,1,2,0,2,7,0,1,4,0,0,1,1,1,2,0,1,0,0,3,0,4,0,0,4,0,1,1795,1,1,Blackburn : printed by J. Waterworth. - [1795].,Blackburn,283,unknown,,,FALSE,"holy , which temple ye are; "" whereby is plainly meant, that if any man defile Ihl; heart , his will, his love , and life , by any impure, unholy, and wicked pracices, he then defiles the temple, or "" Church of God , and becometh liable and subjeat"
0389000101_000829,"The sermons, and other practical works, of the late Reverend and learned Mr. Ralph Erskine, Minister of the Gospel in Dunfermline. Consisting of about one hundred and thirty sermons, besides his poetical pieces. In two large folio volumes. To which is prefixed, a short account of the author's life and writings, with the contents. Whereinto is subjoined, a copious alphabetical index of the principal matters contained in the whole work. ...",Ralph Erskine,120,2,1,0,0,1,0,1,0,2,5,0,1,0,1,1,0,2,0,1,0,0,17,3,0,1,0,0,28,14,2,0,1,0,1,15,0,3,2,0,0,1,1,0,0,1,1,4,0,1,0,0,0,0,2,0,0,0,1,3,0,1764,1,2,"Glasgow : printed by Robert Urie, for John Newlands, the editor; and sold by him at his Shop in Head of the Gallowgate, Glasgow, MDCCLXIV. [1764]-65.",Glasgow,831,male,1685,1752,FALSE,"ordinances thereof, and do thenm. When his kindness makes them a ihamed of their sin, then he flows them more and inore of his kindness , and grants them more and more of his gracious presence. In the, close of ver. I I.tl.write it in their fig't, that thrt. keep"
0410201004_000083,"Sermons on several occasions: in four volumes. By John Wesley, M. A. Late Fellow of Lincoln-College Oxford. ...",John Wesley,96,2,0,1,0,0,0,0,0,8,1,1,2,1,3,0,1,1,0,4,0,0,15,6,0,0,0,5,2,0,0,0,1,1,0,0,4,0,5,8,1,2,1,0,0,0,1,0,0,0,0,1,1,0,0,4,0,1,4,6,2,1796,4,4,"London : printed for G. Whitfield, New-Chapel, City-Road, and sold at the Methodist-Preaching-Houses in town and country, 1796-99.",London,305,male,1703,1791,TRUE,"are occa iioned at first by the apparition of good angels. Ent they soon pats away, and leave the soul in peace and joy in the Holy Ghost. 2 15 Of all conversation, the mot a poftolical is that, which is wrought by the very words of the gospel. By"
0942302000_000018,"A concise view of the history of religious knowledge, from the creation of the world to the establishment of Christianity. Intended as an introduction For Young Persons and Others, to a proper apprehension of the origin, Progress, Principles, and final Settlement of the Christian church; On the Authority of the Holy scriptures. By a clergyman of the Church of England.",John Plumptre,65,0,1,1,2,0,0,0,0,6,0,1,0,0,0,4,0,1,1,0,1,2,5,0,0,0,1,4,3,1,2,1,1,0,1,2,2,1,2,1,1,2,0,0,0,1,1,1,2,0,2,1,0,1,1,2,0,0,0,2,1,1795,1,1,"Kidderminster : printed by G. Gower, for G.G. and J. Robinson, and T.N. Longman, Paternoster-Row; and F. and C. Rivington, ST. Paul's Church-Yard, London, 1795.",Kidderminster,215,male,1754,1825,FALSE,"secret thoughts of men, and foretold things to come. When he was at prayer upon mount Tabor, with three of his disciples, Peter, Jamnes, and John, on a sudden he was transfigured before them; to give them rome idea of the glory and splendour of his real charater and condition,"
0046000103_000014,"A christian library. Consisting of extracts from and abridgments of the choicest pieces of practical divinity, which have been publish'd in the English tongue. In fifty volumes. By John Wesley, M. A. Fellow of Lincoln-College, Oxford. ...",John Wesley,78,1,0,2,1,1,0,0,0,5,0,1,1,1,3,8,0,1,0,0,0,1,10,2,0,2,4,1,4,0,0,1,0,0,1,3,3,0,1,1,0,0,0,0,0,2,1,2,1,0,1,0,2,0,0,1,0,0,2,2,5,1751,3,50,"Bristol : printed by Felix Farley, M.D.CC.XLIX. [1749]-55.",Bristol,279,male,1703,1791,TRUE,"Cin, given in Writing."" : AND furthermore he said; ""That the Conclusions given by the same William, even as they "" were given, are TRUE and Catholic."" ""ALSO, That, after the Sacramental Words ,  there doth remain very Bread."" THE Second Inffrument ran thus: "" In th. aname ofgod,"
0630102000_000005,"A funeral sermon, occasioned by the much lamented death of the Revd. Samuel Wood, D.D. who died November 2, 1767, in the 57th Year of his Age. preached at Norwich, November 8. With an Oration Delivered at the Interment. By Thomas Howe. Published at the Request of the Church.","Howe, Thomas",77,1,1,0,1,1,0,0,0,7,1,1,1,1,8,0,0,0,0,1,1,1,12,2,0,0,0,0,1,2,0,0,1,1,0,2,3,0,1,1,5,1,1,0,0,0,1,0,1,0,1,0,1,1,2,2,0,0,6,1,2,1768,1,1,"London : printed for E. and C. Dilly, in the Poultry, M.DCC.LXVIII. [1768].",London,48,male,1729,1814,FALSE,"regard to the institutions rand laws of jeils Christ , as containing the discipline and worship of his house , as well as the faith of his disciples? Let this therefore, after his example, be an invariable maxim with you, that, in what concerns the worflip and communion of the"
0448102900_000005,"An authentic narrative of the primary ordination held in the Countess of Huntingdon's chapel, at Spa-Field, London, on Sunday the 9th day of March 1783. Upon the plan of secession. Published at the Request of the Congregation.",,104,1,1,0,1,2,0,0,0,12,3,1,0,0,3,3,0,0,0,0,0,2,23,3,0,0,0,3,4,0,0,1,1,0,1,1,2,0,1,1,0,2,4,0,0,0,0,1,4,0,5,0,2,0,0,5,0,0,2,6,3,1786,1,1,"London : printed for and sold by Hughes and Walsh, Inner Temple Lane; also Buckland, Pater-Noster Row, M.DCC.LXXXVI. [1786].",London,80,unknown,,,FALSE,"and therefore in every per B ibl [ 8 3 son born into this world , it deferveth GOD's wrath and damnation. Arid this infection of nature doth remain, yea in them that are regenerated, yet without dominion; and although' there is no condemnation to them that are in CHRIST"
1071700200_000118,"A view of the covenant of grace from the sacred records. Wherein the parties in that covenant, the making of it, its parts conditionary and promissory, and the administration thereof, are distinctly considered. Together with the trial of a saving personal inbeing in it, and the Way of Instating Sinners therein unto their eternal Salvation. To which is subjoined, a memorial concerning personal and family fasting and Humiliation, presented to Saints and Sinners. By the Reverend and Learned Mr Thomas Boston, late Minister of the Gospel at Ettrick.",Thomas Boston,86,3,0,1,0,8,0,1,2,12,0,1,0,2,7,2,0,1,0,0,0,1,8,0,1,2,0,2,2,0,0,0,1,0,0,2,0,0,0,0,1,3,1,0,0,0,0,2,3,2,2,0,1,0,0,2,0,0,6,3,1,1767,1,1,"Glasgow : printed for William Walker Bookseller, and sold at his shop, Head of the Salt-Mercat, MDCCLXVII. [1767].",Glasgow,415,male,1713,1732,FALSE,"Saviour, trusting in him that he would (ave them. This plainly appears to be the meaning , if one compares herewith the words there immediately following : If another shall come in his own name, him ye, will receive : q. d. Ye will believe him to be the Melfias,"
0392200102_000610,"The works of that eminent servant of Christ Mr. John Bunyan, Minister of the Gospel, and formerly Pastor of a Congregation at Bedford. With copper-plates, adapted to the Pilgrim's Progress, the Holy War, &c. In two volumes. ... . The third edition: to which are now added, the Divine emblems, and several other Pieces, which were never printed in any former Collection. With a Recommendatory Preface, By the Reverend George Whitefield, M. A. Chaplain to the Right Honourable the Countess of Huntingdon.",John Bunyan,82,0,2,4,0,2,1,3,0,1,11,0,2,0,1,0,0,0,0,2,0,8,7,1,0,0,0,1,3,3,0,0,1,0,0,2,4,2,1,0,1,0,1,0,0,2,0,3,2,0,0,1,1,0,0,0,0,0,7,0,2,1767,2,2,"London : printed for W. Johnston, in Ludgate Street; and E. and C. Dilly, in the Poultry, near the Mansion-House, M.DCC.LXVII. [1767]-68.",London,885,male,1628,1688,TRUE,"that day, when the glory and goodness of God shall in that manner break forth. Again, Can it be imagined that the chief of the glory that the Gentiles should bring to the Jews after a sixteen hundred years warming in the bosom of Christ : I say, is it"
0338300104_000419,"The whole works of that eminent servant of Christ, the late Reverend and much esteemed Mr. John Bunyan, formerly minister of the gospel, and pastor of a congregation at Bedford; including the whole of his pieces, sermons, discourses, tracts, and other writings, on various divine subjects: Being expository, explanatory, allegorical, familiar, experimental, and practical, in prose and verse, viz. ... Including all the original prefaces, titles, recommendatory epistles, an authentic account of the life and death of Mr. John Bunyan, his divine emblems for youth, &c. and other pieces never printed in any former collection. The whole carefully revised and corrected; and illustrated with notes, explanatory, experimental, practical, &c. by Mr. William Mason, and others. With a recommendatory preface, by the Rev. Mr. John Ryland, A.M. of Northampton, The whole embellished with the most superb, numerous, and elegant set of copper-plates, engraved by Thornton, Hawkins, Morris, Pollard, Grainger, Golder, Cary, Noble, Burder, Conder, Walker, Wooding, Hall, &c. from the original designs of Dodd, Hamilton, and others; being adapted not only to the pilgrim's progress, holy war, &c. but also to all the other valuable pieces of this celebrated and evangelical author.",John Bunyan,79,2,0,2,1,2,0,5,0,0,6,0,0,1,2,0,2,0,2,0,0,2,7,2,0,3,1,0,3,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,1,0,2,0,0,0,17,1,1782,4,6,"London : printed for the proprietors, and published by Alex. Hogg, at the King's-Arms, No. 16, Paternoster-Row, [1782-1784?].",London,828,male,1628,1688,TRUE,"as the morning, fair as the fun, clear as the moon, and terrible as an army with banners? O the names of God , of Chrilt, of his offices, and the power of his grace and promises! How will they shine? In what glory will they appear ? They will"
0924301600_000068,"Posthumous pieces of the late Rev. John William de la Fletchere. Containing his pastoral and familiar epistles; together with six letters on the manifestation of Christ, collected and published by the Rev. Melville Horne. To which is added, a letter upon the prophecies, Never before published.",John William Fletcher,87,0,0,0,0,3,1,0,0,4,5,2,1,0,1,3,1,1,0,0,0,1,9,1,0,0,0,3,1,1,4,0,0,0,0,1,6,0,1,11,0,2,1,0,0,0,2,0,0,0,2,0,6,0,0,7,1,2,1,0,2,1800,1,1,"London : printed at the conference office, North-Green, Finsbury-Square: Geo. Story, agent. Sold by G. Whitfield, at the New-Chapel City-Road, and at the Methodist Preaching-Houses in Town and Country, 1800.",London,394,male,1729,1785,FALSE,"much upon a method of reconciling the Calvinists and Arminians. I have fecn some Calvinian ministers, who seem inclined to a plan of pacification. I wish I had strength enough to draw the sketch of it for your improvement. I think the thing is by no means impracticable, if we"
0673301200_000023,"The works of the Rev. Thomas Jones, M. A. Late Chaplain of St. Saviour, Southwark. To which is prefixed, a short account of his life, in a recommendatory preface, by the Rev. William Romaine, M. A. Lecturer of St. Dunstan's in the West.","Jones, Thomas",90,0,0,0,0,0,0,0,0,3,1,2,0,1,16,2,0,1,0,0,1,2,6,1,0,1,3,0,2,0,0,0,1,0,0,1,0,2,3,6,2,3,3,0,0,2,0,1,0,1,0,2,4,0,0,1,0,2,3,8,3,1775,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, M.DCC.LXXV. [1775].",London,392,male,1729,1762,FALSE,"manner , and advised ""to pluck the fragrant fruit of virtue from the ""fair tree of nature , and to avoid the prickly ""brambles of immorality and vice; "" and the polite people are all charmed, pay their devoirs to each other, and go home quite delighted with the sleek"
0051200202_000188,"An essay on the proper lessons, appointed by the liturgy of the Church of England, to be read on Sundays, and chief festivals, ... To which are prefixed, prefaces, ... And also some explanatory notes. ... By William Wogan, ... In four volumes. ...",William Wogan,79,2,0,3,1,1,0,0,0,7,1,5,1,4,1,5,0,2,0,0,1,2,10,1,0,0,0,0,3,0,0,0,1,2,0,2,4,0,1,1,0,1,2,0,0,0,3,0,3,0,2,1,0,2,0,1,0,0,0,2,1,1764,2,4,"London : printed for John Rivington; and Charles Rivington, 1764-65.",London,583,male,1678,1758,FALSE,"glory , and living to God , to the firstfruits of the harvest most aptly reminds us, by this similitude, both of a timely conversion from sin, and lifting up our minds to heaven and heavenly things, as the heave offering of the harvest was lifted up to God ."
1288400400_000128,"An exposition of the Book of Solomon's Song, commonly called Canticles: wherein the authority of it is establish'd and vindicated, against objections both ancient and modern: Several versions compared with the original text: The different senses, both of Jewish and Christian interpreters considered; and the whole opened and explained in proper and useful observations. To which is added, The Targum, or Chaldee paraphrase upon the whole book, faithfully translated out of the original Chaldee; together with some explanatory notes upon it. By John Gill.","Gill, John",79,0,0,1,2,1,0,3,2,13,6,0,0,2,0,2,0,0,1,2,0,8,2,6,0,1,2,1,2,1,0,2,0,0,2,0,0,0,0,1,0,0,5,0,0,1,0,2,3,0,0,1,0,0,0,1,0,0,0,1,2,1728,1,1,"London : printed for Aaron Ward, at the King's Arms in Little Britain, M.DCC.XXVIII. [1728].",London,429,male,1697,1771,FALSE,"nhall this be, feeing Iknow not a man? but this being a work of God , with whom nothing is impossible, was effected by him; but though Christ assumed our nature , and became man without the help of man; yet not exclusive of the help and alfiftance of his"
0042200108_000087,"Works of the late Reverend William Romaine, A.M. Rector of Saint Andrew by the Wardrobe, and Saint Ann, Blackfriars, and Lecturer of Saint Dunstan, in the West, London. In eight Volumes. ...",William Romaine,78,0,0,0,0,1,1,2,0,2,2,6,3,2,0,5,0,0,0,0,0,4,6,2,0,0,2,3,2,2,0,6,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,5,1,0,5,0,2,2,1,3,0,0,2,0,1,1796,8,8,"London : printed for T. Chapman, Fleet-Street, MDCCXCVI. [1796].",London,511,male,1714,1795,FALSE,"his throne, and ""the counsel of peace shill be between them both,"" between Jehovah and the branch: for the branch having grown .up in his place was in the temple of his body to ratify the counsel of peace: he was to eftablith it in his life , and to"
0352700102_000072,"Letters and sermons, with A review of ecclesiastical history, and hymns. By John Newton, ... In six volumes. ...",John Newton,77,1,1,0,0,11,0,0,0,2,0,1,1,0,1,0,1,1,0,1,0,2,8,3,0,0,0,3,5,0,0,0,1,2,0,3,2,2,0,2,1,1,1,0,0,1,0,3,0,0,0,1,2,1,0,2,6,0,1,1,2,1787,2,6,"Edinburgh : printed by Murray & Cochrane. And sold by them at their printing-house. Sold also by J. Dickson, C. Elliot, M. Gray, and W. Laing, Edinburgh; [and 3 others in Glasgow, 1 in Aberdeen, and 1 in Dundee], 1787.",Edinburgh,292,male,1725,1807,FALSE,"the indefatigable pains he has taken in his researches after. truth,. I am willing. to hope,. hope, that the Lord will at length teach him the TRUE wisdom, and enable him (however hard it may seem) to give up his own attainments, and sit down like a little child at"
0259200600_000040,"Lectures on the art of reading. In two parts. Containing Part I. The art of reading prose. Part II. The art of reading verse. By Thomas Sheridan, A.M.",Thomas Sheridan,99,1,0,0,2,0,0,0,0,7,1,5,1,1,3,5,0,2,0,0,0,0,16,3,0,1,0,2,12,0,1,4,0,0,0,1,4,2,5,3,1,1,0,0,0,0,0,1,1,0,1,1,4,1,0,1,0,0,3,1,1,1790,1,1,"Dublin : printed for W. Gilbert, No. 26, Gt. George's-Street, M,DCC,XC. [1790].",Dublin,321,male,1719,1788,TRUE,"should be preserved in the subsequent part' and that we, and all his fubjeas, duly considering whose authority he hath, c. for the same reason . There is a passage in the creed often faultily delivered, in the following manner  God of God , Light of light, very God"
0507700402_000036,"Sermons, on various subjects, doctrinal, experimental and practical. By Nathan Strong, Pastor of the North Presbyterian Church in Hartford, Connecticut. Vol. I[-II].","Strong, Nathan",102,1,0,3,0,2,0,0,0,1,1,2,2,1,0,1,0,1,1,1,0,13,15,12,0,2,0,4,5,0,0,0,0,0,0,0,0,0,2,1,2,2,6,0,0,1,0,3,1,0,8,0,0,0,0,1,0,0,0,3,4,1798,2,2,"Hartford : Printed by Hudson & Goodwin, 1798[-1800].",Hartford,404,male,1748,1816,FALSE,"of his fullness, is meant, whenever creatures are direted to glori fyhim; for they cannot add to his natural fullness, moral rectitude and unchanging bliss. But the declarative glory of GOD may be advanced by'the obedience, and ffining light of his children, when they keep his commandments and walk in"
0735600600_000003,"Reasons why the people called Quakers cannot so fully unite with the Methodists, in their missions to the negroes in the West India Islands and Africa, as Freely to Contribute Thereto; with a Few Queries consonant therewith. By Catharine Phillips.","Phillips, Catharine",77,0,0,1,0,3,0,0,0,7,7,2,1,2,4,2,0,0,0,1,0,1,4,0,0,0,0,0,3,0,0,0,1,0,1,1,1,1,2,1,0,0,2,0,0,1,0,2,2,0,3,2,1,0,0,5,1,7,2,1,2,1792,1,1,"London : printed by James Phillips, George Yard, Lombard Street, 1792.",London,21,female,1727,1794,FALSE,"Church , which has made some progress in this nation, did not go forward to the full accomplishment thereof; although many laid down their lives to effee it, so far as they had seen, and are, doubtless, numbered with the glorified spirits perfe&t ed through sufferings. Some of these faithful"
0885900400_000033,"Essays on interesting subjects, with letters, addressed to a friend, on the origin and progress of learning and philosophy. By Robert Nichol, accomptant and Mathematician, Edinburgh.","Nichol, Robert",86,0,1,1,0,9,0,0,1,4,0,1,3,0,6,3,0,4,0,0,0,6,5,6,0,0,0,2,0,1,0,0,1,0,3,0,3,0,1,6,1,2,0,0,0,0,1,0,0,0,3,0,0,2,1,3,1,0,1,2,2,1792,1,1,"Edinburgh : printed for the author, by Grant and Moir, Paterson's Court, and sold by J. Elder, North Bridge-Street. Anno, 1792.",Edinburgh,307,unknown,,,FALSE,"it, but by deriving it from him, by partaking of his spirit , fpilit, that spirit of life that dwells in him without measure. This is what is properly called regeneration, being born again. Under the gracious influence of his spirit and grace , vwhich he hath purchased for all"
0315700102_000908,"An exposition of the New Testament, in three volumes: in which The Sense of the Sacred Text is given; Doctrinal and Practical Truths are set in a plain and easy Light, Difficult Places Explained, Seeming Contradictions Reconciled; Whatever is Material in the Various Readings, and the several Oriental Versions, is observed. The Whole illustrated with Notes taken from the most ancient Jewish Writings. ... By John Gill.",John Gill,92,2,1,1,8,0,0,0,0,7,4,2,1,3,1,11,0,0,1,0,0,1,6,0,0,1,2,1,2,0,0,8,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,2,3,0,10,0,0,1,1,1,0,0,2,0,4,1746,2,3,"London : printed for the author; and sold by Aaron Ward, at the King's-Arms in Little-Britain, M.DCC.XLVI. [1746]-48.",London,800,male,1697,1771,FALSE,"being now raised from the dead, as it was his Father's declared will they should be, when he gave them to him; and they will be delivered up and presented by him to his Father , perfecly holy , entirely faultless, and without spot or wrinkle, or any such thing:"
0973701000_000070,"The grounds and principles of the Christian religion explain'd in a catechetical discourse for the instruction of young people. Written in French by J. F. Ostervald, Pastor of the Church of Neufchatel, and Author of a Book, entituled, A Treatise concerning the Causes of the present Corruption of Christians, and the Remedies thereof.",Jean-Frédéric Osterwald,93,1,0,0,1,1,0,0,0,6,4,0,3,3,3,5,0,0,0,0,2,6,10,3,0,1,0,4,9,0,0,2,0,0,0,1,5,0,3,1,1,1,0,0,0,0,0,5,0,0,1,0,1,1,1,4,0,0,0,1,3,1734,1,1,"London : printed by J. Downing, in Bartholomew-Close near West-Smithfiled, 1734.",London,409,male,1663,1747,FALSE,"of his zname. For the Lord is gracious, his Mercy is everlafing: and his Truth endureth from Generation to Generation . God , we Adore Thee as our God , as our Creator, and as the Father of our Lord Jesus Christ . We humble ourselves in thy Pretence, and"
0631000200_000037,"A practical discourse of reconciliation between God and man, wherein It is Distinguished from all the Counterfeit Appearances of it in the World. Together with A Serious and Penetrating Conviction of the Enmity of Man against God in the present Fallen State; and a Pathetick and Practical Address to Sinners to be Reconciled. To which are subjoined, some solemn and awful discourses concerning the glorious appearance of Christ to judge the world. By the late learned and pious Mr. John Reynolds. With a recommendatory preface, by the Reverend Mr. Isaac Watts.",John Reynolds,99,2,1,0,0,1,1,0,0,1,5,3,1,0,2,1,0,0,0,0,0,3,12,28,0,1,1,2,3,0,0,0,0,1,0,1,0,0,0,9,1,1,1,0,0,1,0,1,0,0,1,2,0,1,0,0,0,2,3,1,5,1729,1,1,"London : printed for T. Warren, Bookseller in Birmingham, and sold by J. Darby, A. Bettesworth, J. Hazard, R. Ford, T. Cox, R. Hett, and J. Gray, 1729.",London,450,male,1667,1727,FALSE,"the World in Righteousness; he will be the great Representative and adminirlrator of divine Righteousness. Well then may he pray you to be reconciled to the Righteousness and Justice of the blessed God . 7 Be ye reconciled to the rich Grace of God ; to that free, abundant Love"
1053600500_000004,"An essay towards making the knowledge of religion easy to the meanest capacity. Being a short and plain account of the doctrines and rules of Christianity. By the most Rev. Dr. Edward Synge, late Lord Archbishop of Tuam, in Ireland; Author of An Answer to all the Excuses and Pretences for not coming to the Holy Communion.",Edward Synge,97,0,1,1,2,2,0,0,0,5,12,0,1,2,5,1,0,0,0,0,0,0,15,2,0,1,0,1,8,0,0,3,0,0,0,1,1,0,3,0,2,1,1,0,0,0,4,5,1,0,2,2,1,0,0,4,1,0,1,2,3,1752,1,1,"London : printed for Thomas Trye, near Grays-Inn-Gate in Holborn, MDCCLII. [1752].",London,39,male,1659,1741,FALSE,"are necessary both to his own and others Salvation. And thus the Holy Ghost is the immediate Author and Worker of those Gifts and Graces within us which are necessary for the Edification; that is to say, the inftruetion of all Christian People . And whereas by Nature we are"
0959700300_000085,"A view of this and the other world; with the state of saints and sinners in both, contrasted. Particularly describing the solemn entrance which the soul makes into the other world at death. In several practical discourses. By The Late Rev. Thomas Boston, Author of the Fourfold State, &c.",Thomas Boston,109,0,0,0,0,11,0,1,1,14,0,0,1,2,10,3,0,0,1,0,0,1,5,5,0,2,1,3,1,0,0,0,0,0,4,1,17,0,6,0,0,0,1,0,0,0,0,1,1,0,1,0,3,3,0,3,0,0,0,3,3,1799,1,1,"Edinburgh : printed by Thomas Turnbull, for J. Ogle; M. Ogle, Glasgow; and R. Ogle, London, 1799.",Edinburgh,405,male,1713,1732,FALSE,"offered to you; confider while you are in life , what you are doing, and take hold of that covenant, with all the seriousness and awful solemnity ye are capable of in life . So hall ye get the good name, the new name, friend of God , as confederate"
0564500105_000079,The evangelical magazine; for 1793. ...,,70,0,1,0,3,2,0,0,1,5,1,0,0,0,3,0,0,1,0,1,2,1,10,2,0,0,0,0,3,0,1,1,0,2,0,2,2,1,0,3,0,0,2,0,0,0,0,2,6,3,0,0,0,0,0,1,2,1,1,2,2,1797,5,8,"London : printed for the editors by T. Chapman; and sold by Chapman & Co., [1793-1800].",London,590,unknown,,,FALSE,"tract on our list improves the awful subject of the deluge very suitably, to enforce the judgments of God upon sinners; and the second strongly impresses the desirableness of entering early into the service of Christ . Where many beauties must pass unnoticed, it would be invidious to dwell upon"
1659901400_000171,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of England,76,2,0,0,1,0,0,0,0,3,3,1,2,2,1,2,0,2,0,2,2,2,8,3,0,1,2,3,2,1,0,7,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,4,2,0,2,0,1,3,0,1,0,0,0,2,3,1760,1,1,"Cambridge : Printed by John Baskerville, printer to the University; by whom they are sold, and by B. Dod, bookseller, in Ave-Mary Lane, London, MDCCLX. [1760].",Cambridge,692,unknown,,,FALSE,"Aof the world , and difpofeit of them according to thy good pleasure; We yield thee unfeigned thanks, for that thou waft pleased, as on this day, to place thly Servant, our sovereign lord King G E OR G E upon the Throne of these Realms. Let thy wisdom be"
1678301702_000045,"Sermons on practical subjects. By Robert Walker, late one of the ministers of the High Church of Edinburgh. To which is prefixed, A character of the author, by Hugh Blair, D.D. The sixth edition, containing all the sermons of the former editions. In two volumes.","Walker, Robert",68,0,1,0,0,1,0,2,0,6,1,0,1,0,1,0,1,0,0,0,0,1,9,6,0,0,2,2,1,1,1,1,2,0,1,1,1,0,1,1,0,1,2,0,0,0,0,2,0,0,3,0,3,1,0,1,2,0,1,2,5,1787,2,2,"Dublin : printed by and for W. Sleater, No. 51 Castle-street, and for W. Gilbert, No. 26 Great George's-street, M.DCC.LXXXVII. [1787].",Dublin,454,male,1716,1783,FALSE,"greater than""his master. If ye were of the world , the world would, love its own; but because ye are not of the world , and because Christ hath called you out of the world , upon these accounts the world hateth you. "" Rejoice, : "" .therefore, and be"
0081000101_000002,"An exposition of the New Testament, both doctrinal and practical: in which is Inserted I. A correct Copy of the Sacred Text, and the Genuine Sense thereof given; II. The Truths of the Christian Religion are set in a plain and clear Light; III. Difficult Places explained; IV. Seeming Contradictions reconciled; and V. Whatever is Material in the Various Readings, and the several Oriental Versions, is Observed. The whole Illustrated and Confirmed from the most Ancient Jewish Writings. By John Gill, D.D. ...",John Gill,80,0,0,1,1,1,4,0,0,8,8,0,0,2,3,0,0,1,0,1,1,0,4,1,0,0,0,0,2,0,1,0,0,0,1,3,4,0,1,2,1,2,2,0,0,2,1,2,3,0,2,0,0,1,3,1,0,0,4,0,6,1774,1,5,"London : printed for George Keith, in Gracechurch-Street, MDCCLXXIV. [1774]-76.",London,676,male,1697,1771,FALSE,"progress of the Gospel, both in Judea and among the Gentiles; with the firft planting of Gospel churches , and the establishment of Christianity in the world ; with the time when, the manner invhich, the means whereby, all this was done: and is a wonderful display of the'wifdom, power"
0912400100_000040,"Lectures on the art of reading. In two parts. Containing Part I. The art of reading prose. Part II. The art of reading verse. By Thomas Sheridan, A.M.",Thomas Sheridan,91,2,0,0,3,2,0,0,0,3,2,0,2,1,2,8,0,1,0,0,0,2,15,2,0,0,1,1,10,0,0,4,4,0,1,1,6,2,2,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,3,1,2,1787,1,1,"London : printed for J. Dodsley, Pall-Mall; and C. Dilly, in the Poultry, MDCCLXXXVII. [1787].",London,414,male,1719,1788,TRUE,"He' knowing whose niinifter, he is' may' above all things' seek thy honour and glory ""' And that we' and all his fubjets' duty. considering wh6fe authority tie hath' mty faith folly serve' honour' and humibly obhey' hk'w'i i thee' and so' thee' according to thy blelled word and ordinance'"
1284600101_000019,"Sermons on various subjects, divine and moral: with a sacred hymn suited to each subject. In two volumes. Design'd for the Use of Christian Families, as well as for the Hours of Devout Retirement. By I. Watts, D.D. ...",Isaac Watts,80,1,1,2,0,4,2,1,1,4,0,0,1,0,2,1,0,2,0,0,0,3,9,2,0,0,1,9,3,0,0,0,0,0,0,1,9,0,3,1,1,1,1,0,0,0,0,0,0,0,2,2,2,0,0,4,0,0,1,1,2,1734,1,2,"London : printed for E. Matthews, at the Bible in Pater-Noster-Row; R. Ford, at the Angel, and R. Hett, at the Bible and Crown, both in the Poultry, M.DCC.XXXIV. [1734].",London,497,male,1674,1748,TRUE,"to be engaged in, in this World ? Do we do the wtill of our heavenly Father on Earth , in some meaf ire as it is done in Heaven? How stand our Hearts aff eced toward our Fellow Creatures? Do we love our Neighbour, by dealing with himi as"
