PassageID,Title,Author,Total termFreq,termFreq(adam),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(church),termFreq(command),termFreq(commit),termFreq(confid),termFreq(corrupt),termFreq(death),termFreq(devil),termFreq(etern),termFreq(evil),termFreq(faith),termFreq(fall),termFreq(father),termFreq(forgiv),termFreq(god),termFreq(grace),termFreq(guilt),termFreq(guilti),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(hell),termFreq(holi),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(obedi),termFreq(offer),termFreq(pardon),termFreq(person),termFreq(power),termFreq(reason),termFreq(repent),termFreq(sacrif),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sens),termFreq(sin),termFreq(sinner),termFreq(soul),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(wick),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0935200300_000005,"A comprehensive account of the General Baptists, with respect to principle and practice. In which are displayed their manner of worship; Church Order and Discipline; with their Principal Reasons for the Observance of those things in which they Differ from other Protestand Dissenters. By a Mechanic, who has Long been Conversant with them. By a mechanic, who has long been conversant with them.",Mechanic who has long been conversant with the General Baptists,95,2,3,0,1,5,1,1,0,0,0,2,0,6,0,3,2,1,0,18,2,0,1,0,2,2,2,1,0,0,2,2,1,1,1,0,1,1,1,0,0,2,3,0,0,2,2,0,4,1,3,0,0,3,0,1,3,1,0,3,2,1795,1,1,"Coventry : printed by M. Luckman; and sold by Mr. S. Deacon, Barton; and Mr. J. Deacon, Leicester, MDCCXCV. [1795].",Coventry,141,unknown,,,FALSE,"of God ; that he did not intend them that perish to be saved . "" That the number of the elect can neither be increased or diminiflled."" 4 Scripture says, that "" Christ died for all: is the propitiation for the sins of the whole world ."" Predestination flatly"
0297300106_000204,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,86,3,2,0,0,1,0,0,1,0,2,3,0,4,2,1,0,2,0,12,3,2,2,0,1,0,0,1,0,1,1,4,0,0,4,1,4,1,1,0,3,1,0,1,0,3,1,0,2,0,7,0,3,2,1,0,0,1,1,0,1,1753,6,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,869,male,1674,1748,TRUE,"scorn, being all liable to the same mifl ita, .s and infirmities, the same passions and miseries, and being all involved in the same condemnation and degeneracy. an.l if we fiall find that the doctrine of the imputed sin of Adam is so far from bing a difficulty or hardship"
1089300200_000073,Discourses on the following subjects: I. Man's original state. II. The fall of Adam. III. Jesus Christ as a Saviour. IV. Justification by Faith. V. The Spirit and its Fruits. VI. A Dialogue betwixt a Methodist Preacher and a Church Minister. Vii. Election and final perseverance. By Nicholas Manners.,"Manners, Nicholas",81,1,0,1,0,3,2,0,0,1,0,1,1,1,5,2,2,0,1,7,1,0,0,0,1,2,1,0,1,2,5,3,0,1,2,1,1,0,1,0,1,0,0,3,0,3,1,0,0,1,6,1,6,1,0,1,1,5,0,1,0,1780,1,1,"York : printed for the author, by L. Pennington, in Coffee-Yard; and sold by R. Spence, in High Ouse-Gate, 1780.",York,307,unknown,,,FALSE,"you to preach. Ye ran before ye were lent; ye: preached for profit and not to please me; your end was to live , adinot lead souls to heaven . C And do you think that all preachers mits answer for those who susser through' them? P. Certainly so. Does"
0403400500_000017,Christian directions and instructions for negroes.,,101,0,3,0,1,4,1,2,0,1,1,0,2,1,7,3,0,5,1,12,3,0,0,1,3,1,0,3,2,0,4,1,4,0,1,1,2,2,0,0,3,2,0,2,0,3,0,0,1,0,6,0,2,3,0,0,3,0,1,1,2,1785,1,1,"London : printed for J. F. and C. Rivington, No 62, St. Paul's Church-Yard, MDCCLXXXV. [1785].",London,159,unknown,,,FALSE,".are TRUE believers and penitents, being thus dedicated to God , are cleansed from all past sins , and are put into the way of salvation , by being admitted into the church of Christ , and made members of his mystical body , which is the blessed .company of"
0730800900_000108,"Elegant extracts: or useful and entertaining passages in prose selected for the improvement of scholars at classical & other schools in the art of speaking, in reading, thinking, composing; and in the conduct of life.",,91,0,3,0,4,1,3,1,1,1,0,1,0,0,1,4,1,0,1,3,1,3,0,0,0,0,1,2,0,4,4,1,0,4,0,1,9,3,1,1,0,1,1,2,0,2,2,0,2,0,6,0,6,0,2,2,1,0,0,1,3,1789,1,1,"London : printed for Charles Dilly, [1789?].",London,883,unknown,,,FALSE,"been the original meaning of it, it certainly does not resolve itself into a very obrias one to us. If we say we mean by it, that good chrifians living together on earth, hold exercise all offices of charity among themselves, no one will contradict the article; but many perhaps"
0844700104_000082,"The works of the Right Reverend Thomas Wilson, D.D. Lord Bishop of Sodor and Man. Compiled by the Rev. C. Cruttwell. To which is Added, His History of the Isle of Man.",Thomas Wilson,103,1,0,3,1,11,1,0,0,1,0,2,0,2,0,1,1,0,0,8,8,0,0,0,2,1,0,5,1,0,7,2,8,2,1,1,1,0,0,2,1,2,1,5,0,3,1,1,0,0,5,1,2,4,0,0,0,0,1,1,2,1796,4,8,"Bath : printed by and for R. Cruttwell; and Sold by C. Dilly, Poultry, London, MDCCXCVII. 1796-[97].",Bath,399,male,1663,1755,FALSE,"branch receives life and nouriflment from the good tree in which it is grafted. This is called the preventing grace of God , or his freegift; because we have done nothing to deserve such a favour. 2 What doth this free grace of God oblige Christians to? A. To honour"
1624300101_000021,"Mr. Gother's spiritual works: In sixteen tomes. Tome I. Instructions on the epistles and Gospels of the Sundays, advent to Trinity-Sunday, (lent excepted.) Part I. There are added, general indexes and tables to each tome. Faithfully corrected.",John Gother,91,1,1,1,0,9,1,1,0,1,5,0,1,0,1,2,0,3,0,6,0,1,0,0,0,0,0,3,0,1,2,6,4,0,3,0,2,0,0,0,0,0,1,1,0,1,1,1,1,0,3,2,2,10,3,1,2,0,1,2,4,1718,1,16,"London : [s.n.], Printed in the year 1718.",London,396,male,,1704,FALSE,"People are commanded to kneel down, but only to be a continual remembrance of this great Mercy , and excite in them all the Sentiments of Reverence and Gratitude, the daily Tribute of every TRUE Believer . But more than this is expected from Christians; for since Christ redeenm'd us,"
1141802200_000020,"The sacrament of the Lord's Supper explained: or, the things to be known and done, to make a worthy communicant. With suitable prayers and meditations. First drawn up for the Use of the Inhabitants of the Parish of Lambeth, and since revised and enlarged, by the Right Reverend Father in god, Edmund Gibson, D.D. late Lord Bishop of London.",Edmund Gibson,106,0,0,4,0,8,0,0,0,1,1,2,0,0,1,3,0,2,1,12,3,1,1,0,2,0,0,3,0,2,1,4,0,1,2,0,0,1,2,2,1,2,0,4,0,1,0,2,0,5,17,3,2,1,0,0,1,0,1,5,1,1781,1,1,"London : printed by J. Rivington, jun. St. John's-Square, for John, Francis, and Charles Rivington, No 62, St. Paul's Church-Yard, MDCCLXXXI. [1781].",London,129,male,1669,1748,FALSE,"before Thee, with Shame and Confusion of Face, for the manifold Sins and Transgressions of my Life . I was ihapen and conceived in Iniquity'; and while I forgot thy Laws , and neglected to seek to Thee for the Assistance of thy . Holy Spirit , the Corruptions of"
0346100501_000016,"Practical discourses on several subjects. By Richard Fiddes, Rector of Halsham, in Holderness, in the County of York. Vol. I.",Richard Fiddes,98,0,0,2,1,8,3,0,1,2,0,2,0,0,0,1,0,2,0,11,2,1,0,2,0,3,0,2,0,2,0,1,1,0,1,0,2,1,0,5,2,2,5,0,0,4,1,1,1,1,8,7,2,2,1,0,1,0,1,1,2,1714,1,1,"London : printed by J. B. for John Wyat at the Rose, in St. Paul's Church-Yard; Benj. Tooke at the Middle-Temple-Gate in Fleet-Street; and Henry Clements at the Half-Moon in St. Paul's Church-Yard, 1714.",London,416,male,1671,1725,FALSE,"the Pardon of Sin , thould have sent Jesus Christ into the World to susser in the Person of a Sinner . But whatever God , with the Safety of his Justice, might have done, we are affur'd, that the Sus ferings of Christ were agreeable both to his Justice"
0297200101_000140,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,107,3,1,0,0,3,0,0,0,0,1,1,0,2,1,5,0,2,0,8,4,1,1,1,0,2,2,3,0,20,4,0,0,3,2,1,2,6,1,0,0,1,0,1,0,4,2,1,0,0,6,0,2,0,0,0,0,0,0,9,1,1753,1,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,868,male,1674,1748,TRUE,"20 By the deeds of the law hall no flesh bejtiified in his sight, for ly the law is the knowledge of sin ; therefore this mutt be a law that extended to all mankind, since it stops every mouth, and proclaims the whole world guilty before God . 2"
0042400300_000016,"The gleanings of the vintage, being several essays and meditations selected from the manuscripts of periodical papers, and written by the late Rev. Augustus Toplady, A. B. Vicar of Broad-Hembury. With a recommendatory preface by Henry Peckwell, D.D.",Augustus Toplady,84,4,1,3,0,2,1,0,0,1,0,3,0,1,0,2,1,2,0,7,6,0,0,2,2,3,0,2,1,1,3,1,2,1,4,0,3,1,0,0,2,1,0,0,1,2,2,1,1,2,2,0,3,1,1,1,0,0,0,4,0,1783,1,1,"Lincoln : printed and sold by S. Simmons, Dilly; Mathews, Strand; Vallance & Conder, Cheapside, London; and J. and J. Merrills, Cambridge, [1783?].",Lincoln,97,male,1740,1778,FALSE,"as deeply in the dark as ever; what we do know of God , entitles Him, surely, to this small tribute at our hands , viz. that we repose our faith , with an absolute, an implicit, and an unlimited acquicfcence, on his unerring wisdom and will: safely confident ,"
1092601000_000053,"The true Church of England-Man's companion in the closet: or, a complete manual of private devotions. Fitted for most persons and cases. Collected from the writings of Archbishop Laud, Bishop Andrews, Bishop Kenn, Dr. Hickes, Mr. Kettlewell, Mr. Spinckes, And other Eminent Divines of the Church of England. With a preface, by the Reverend Mr. Spinckes.",,98,0,1,2,1,1,2,2,1,1,1,4,1,1,1,2,0,0,3,10,6,0,0,0,4,1,1,5,0,0,3,2,12,1,6,0,1,2,3,0,0,1,0,0,0,1,1,3,0,1,3,0,2,2,0,0,0,0,1,0,2,1749,1,1,"London : printed for John and James Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XLIX. [1749].",London,400,unknown,,,FALSE,"soul , and body , may become thy temple: O do thou dwell in me, and be thou my God , and I will be thy servant; Though' I am able of myself to do nothing that is good, through thy strength I can do all things. 0 perfel thy"
0479600600_000019,"The principles and duties of Christianity: being a further instruction for such as have learned the church catechism. Together with short and plain Directions and Prayers for Particular Persons, for Families, the Lord's Day, the Lord's Supper, the Time of Sickness, &c. By the Right Reverend Father in God, Thomas, Ld. Bp. of Sodor and Man.",Thomas Wilson,99,0,4,1,2,1,1,1,0,2,1,0,1,0,0,0,1,0,3,12,1,0,0,1,5,5,0,11,5,1,1,2,1,2,2,2,1,1,0,1,0,2,0,2,0,1,3,1,0,0,4,1,1,5,0,1,0,0,2,0,4,1791,1,1,"Egham : printed by C. Bault, M,DCC,XCI. [1791].",Egham,231,male,1663,1755,FALSE,"the Right Hand of God . Here is our Comfort: We know we are Sinners ; but then, our Redeemer, our Advocate, is in the greatest Power and Favour in Heaven . He has secured our Pardon , upon our Repentance ; he will assist and deliver us from the"
0854800200_000009,"The new whole duty of man, containing the faith as well as practice of a Christian: made easy for the practice of the present age, As the Old Whole Duty of Man was design'd for those unhappy Times in which it was written; and Supplying the Articles of The Christian Faith, Which are Wanting in that Book, tho' Essentially necessary to Salvation.",,110,0,0,1,0,1,0,3,0,1,1,3,0,5,1,0,0,0,0,14,0,1,0,1,1,1,0,10,0,5,4,4,0,2,1,0,4,3,0,1,2,3,0,6,0,1,0,1,0,1,7,2,3,1,4,0,5,2,0,2,2,1785,1,1,"[London?] : Printed for the booksellers of Great Britain, 1785.",London,579,unknown,,,FALSE,"of God ; and without his favour we are of all creatures the inoft miserable. Not that the condition of the gofpel covenant is a pecfij unfinning obedience , but a Jfcere endeavour to obey all the commands of God to the utmost of our power . W: ich commands"
0809200100_000020,"A guide to the devout Christian. In three parts. I. Containing meditations and prayers for every day of the week; ... The fourteenth edition, corrected. To which is added, A guide to repentance: ... By John Inett, ...",John Inett,122,0,0,4,3,3,0,0,0,0,1,2,0,3,0,0,0,7,7,9,1,0,0,1,1,3,1,4,0,0,1,2,1,0,15,0,1,0,0,3,0,0,0,6,0,2,2,1,0,1,11,7,7,1,0,0,2,0,1,2,6,1741,1,1,"London : printed for D. Midwiter; A. Ward; and sold by S. Brit; and J. Clarke, 1741.",London,434,male,1647,1717,FALSE,"expect, but to be an evcr laf'ing sacrificeto thyjuftice! I hale stopped my Ears when thou hast called me to Repentance ; O how just would ic be now; V with thee to stop thine, and not to hear me in tlhis my Day of Trouble!. how oft have I"
0135901100_000002,"Preparation for death, stated from the holy scriptures, and the reality of divine consolations, attested in a sermon, preached at Debenham, Feb. 26, 1792, On occasion of the sudden but remarkably triumphant departure of William Patrick. To which are Added Some Lyric Verses, Entitled, Laughter in Death. By W. Hurn, Vicar of Debenham, and Chaplain to Her Grace the Duchess Dowager of Chandos.","Hurn, William",100,0,0,1,1,4,1,1,0,1,4,2,0,1,4,1,0,0,1,14,0,3,0,0,3,1,1,1,6,1,1,2,1,1,0,0,3,0,1,0,0,0,1,0,0,2,2,1,4,0,9,3,3,1,0,2,0,1,6,0,4,1792,1,1,"Ipswich : printed by Shave and Jackson; and sold by P. Forster, Ipswich (successor to J. Shave), and the other booksellers in Suffolk, Norfolk, and Essex, [1792?].",Ipswich,53,male,1754,1829,FALSE,"they wii at least help to fix your attention to what I am about to offer from the word of God . The call of the word is now awfully seconded by that of Providence, and both together cry, Prepare to meet your God . Amos IV Bear with me"
0539100600_000019,"The devout Christian's daily companion and exercise in devotion: containing a posie of prayers For Every Day in the Week, and several Occasions, for Families and Private Persons alone. To which are added, meditations, Contemplations, Thanksgivings, Graces before and after Meat. By R. Russel, of Wadhurst, in Suffex, Author of the Discourse of the Sin against the Holy Ghost; and a late Treatise of the Holy Sacrament.","Russel, Robert",102,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,4,8,4,1,1,0,4,3,1,4,2,2,1,5,4,0,9,0,1,0,1,1,0,0,2,4,0,3,1,1,0,1,11,4,1,2,0,1,0,1,2,1,5,1710,1,1,"London : printed for T. Norris, at the Looking-Glass on London-Bridge, 1710.",London,165,male,,,FALSE,"that made me, and the Saviour that redeemed me, and the endless glory which thou didst set before.me I forgot the business which I was sent for into the world , and have lived as if I had been made for nothing but to pass a few days in fleshly"
0955800600_000056,"Daily devotions: or, the Christian's morning and evening sacrifice. Digested into prayers and meditations for every day in the week, and other occasions. With Some Short Directions For a Godly Life. By John Colet, D. D. Dean of St. Paul's London, and Founder of that famous School near adjoining.",John Colet,106,0,3,2,0,8,0,1,1,3,0,5,0,5,1,3,0,3,4,9,1,0,1,3,1,2,0,3,0,0,4,4,0,0,9,1,0,0,0,1,0,1,0,2,0,3,2,0,0,0,5,3,1,1,0,0,1,0,4,2,3,1722,1,1,"London : printed for J. Lacy, at the Ship, and J. Shuckburgh, at the Mitre and Sun, near Temple-Bar, MDCCXXII. [1722].",London,349,male,1467,1519,FALSE,"the Father and the Son, have Mercy upon me miserable Sinner , &6. By thine Agony and bloody Swear, by thy Cross and Passion, by thy precious Death and Burial, by thy glorious Resurrection and Ascension, and by the coming of the Holy Ghost, Good Lord deliver me. In all"
1291701100_000044,"A paraphrase on the eleven first chapters of St Paul's Epistle to the Romans. By Thomas Adam, Rector of Wintringham in Lincolnshire.","Adam, Thomas",102,0,2,1,0,7,0,0,0,0,0,3,0,1,1,5,0,1,0,8,0,3,0,0,4,2,0,2,0,1,2,0,5,1,4,1,5,3,0,0,0,3,2,1,0,4,2,3,1,3,9,0,2,1,0,2,1,0,0,3,3,1771,1,1,"London : printed for the author, by J. and W. Oliver, in Bartholomew-Close; and sold by Messieurs Hawes, Clarke and Collins, No 32, in Paternoster-Row, MDCCLXXI. [1771].",London,253,male,1701,1784,FALSE,"received in penitence and humility, with an unfeigned acknowledgement of the mercy , and an utter denial of all power and sufficiency in man to help and save himself. For as the salvation of the Gospel becomes salvation to us by being believed , or received wholly as a gift"
0275700100_000005,The pocket prayer book.,,103,0,1,0,1,8,0,2,0,0,1,0,0,2,1,3,0,2,2,8,3,0,0,0,6,1,0,6,0,1,7,2,6,1,0,2,1,1,0,1,0,3,0,0,0,3,1,1,1,2,4,2,3,4,0,1,0,0,6,1,2,1800,1,1,"Chelsea : printed by Dennett Jaques Sold by Dilly, In The Poultry; Rivington, ST. Paul's Church Yard, and Chapman, Fleet Street. May be had also at the Philanthropic Reform, [1800?].",London_fChelsea,223,unknown,,,FALSE,"art "" worthy, O Lord, to receive blessing, and honour, and glory, and power , for ""thou hast created all things, and for thy pleasure they are and were created."" O thou who didst at first command the light to Shine out of darkness, shine into our hearts , and"
0311802500_000036,"Eight sermons preached in the parish church of St. Saviour's, Southwark. By John Green, Curate of the said Parish, and Lecturer of St. John's, Wapping.","Green, John, curate of St. Saviour's, Southwark",76,1,1,1,1,3,1,0,1,0,4,4,0,2,1,1,1,1,1,10,0,0,1,1,1,2,0,3,0,1,2,0,1,1,1,0,3,5,0,0,1,0,1,0,0,2,0,3,1,1,3,0,0,2,1,0,1,0,1,0,3,1758,1,1,"London : printed for J. Fuller, in Ave-Maria-Lane; and J. Scott, in Pater-Noster-Row, M.DCC.LVIII. [1758].",London,203,unknown,,,FALSE,"dangerous doctrine I shall go no further than first to prove these pretended reveltions from the spirit to be First, Needless. Secondly, Groundless. When it was once decreed by the councils of heaven , that the second person of the ever blessed Trinity, should undertake the redemption of fallen men,"
1751900100_000028,"The devout Christian's daily exercise: containing choice prayers, and divine ejaculations, and praises for most seasons of the year.",,98,0,1,1,0,6,0,1,0,0,0,3,1,3,2,1,1,4,0,5,3,0,0,0,2,0,1,8,3,1,6,3,5,1,5,1,0,1,0,2,1,0,1,2,0,1,0,2,0,0,7,1,3,3,1,0,1,0,1,1,2,1712,1,1,"London : printed for W. Taylor, and sold by W. Clayton, 1712.",London,203,unknown,,,FALSE,"to God thle Father of our Lord Jesus Christ ; to the Eternal Son that was Incarnate and Born of a Virgin; to the Spirit of the Father and the Son, be all Honour and Glory, w~orihipt and obed ienc t, now andfor ever. Amen. Or this. g loiry be"
0808900102_000083,"The works of the Right Reverend Father in God Thomas Wilson, D. D. Fifty-Eight Years Lord Bishop of Sodor and Man. With his life, compiled from authentic papers by the Revd. C. Cruttwell. ...",Thomas Wilson,79,1,1,1,1,2,1,0,1,1,1,1,0,0,1,3,0,1,0,12,3,0,0,0,1,1,1,0,4,0,1,2,0,0,3,4,1,0,1,1,2,1,2,1,0,3,0,1,0,1,3,3,3,0,1,1,0,0,2,0,4,1782,2,2,"Bath : printed by R. Cruttwell; and sold by C. Dilly, Poultry, London, MDCCLXXXII. [1782].",Bath,502,male,1663,1755,FALSE,"confider . before it was too late, the anguiflh of a ibul that shall find itself shut out of heaven , and sentenced to a misery that shall last forever. I know what every one who hears this will. be apt to say to himself, God for; id tat ti.'."
0105300503_000030,"Sermons on various subjects, divine and moral: with a sacred hymn suited to each subject. In Three Volumes. Design'd for the Use of Christian Families, as well as for the Hours of Devout Retirement. By I. Watts, D.D. Vol. III.",Isaac Watts,99,0,1,2,0,5,0,0,0,0,1,1,0,1,0,4,0,1,3,16,0,1,2,0,1,1,0,2,0,8,2,2,2,0,3,1,4,0,2,2,1,1,0,2,0,2,0,0,3,1,12,2,2,1,0,0,0,0,1,2,1,1729,3,3,"London : printed for E. Matthews, at the Bible in Pater-Noster-Row; R. Ford, at the Angel in the Poultry, near Stocks-Market; and R. Hett, at the Bible and Crown in the Poultry, near Stocks-Market, M.DCC.XXIX. [1729].",London,492,male,1674,1748,TRUE,"Sufferings of his own Son, can honourably forgive his Creature Man, who was the Transgressor. There is so glorious a Reparation made to the Honour of his righteous and broken Law , that he can pardon Sinners without Dishonour to himself, and his Government. He can glorify his Justice and"
1752500200_000023,Practical discourses on the following subjects: I. Man's original state. II. The fall of Adam. III. Jesus Christ as a saviour. IV. Justification by faith. V. The spirit and its fruits. By Nicholas Manners. ...,"Manners, Nicholas",110,0,1,0,3,7,0,0,0,0,0,4,0,1,3,0,0,1,0,10,3,0,2,0,1,1,1,4,1,1,2,1,1,0,1,3,2,0,3,1,1,0,1,0,0,8,5,2,0,3,8,1,4,11,2,0,2,0,2,0,2,1777,1,1,"Leeds : printed for the author, by J. Bowling, and sold by J. Binns; and R. Spence, York, 1777.",Leeds,155,unknown,,,FALSE,"from him. Wherefore (man's cafe requiring it) it pleased God to depute his Son t do that which otherwise could not be done, viz. fs make. reconciliation for the flr of the people. t Hence the Saviour is described as the great high prieft a our profession, who laid down"
1340700802_000067,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of England,85,0,0,1,1,5,1,2,0,1,0,1,0,1,0,1,0,1,2,10,4,1,0,0,3,2,0,5,1,0,1,2,1,1,2,3,2,1,0,1,2,0,1,2,0,0,2,0,1,1,4,5,4,1,0,1,2,0,0,0,2,1794,2,2,"London : Printed by Millar Ritchie, for J. Good, Bond Street, and E. Harding, Pall Mall, 1794.",London,522,unknown,,,FALSE,"and take fan~tuary in: who has promised that "" he will in no wise call out those who come unto him,"" John VI 37 "" A broken and a contrite heart ;, O God , thou wilt not despise,"" Pfalmr LI 17 There is nothing dreadful in this Sacrament, bute"
1078400900_000034,"A daily exercise, and devotions, for the young ladies, and gentlewomen pensioners at the monastery of the English canonesses regulars of the Holy Order of S. Augustin, at Bruges. Collected from many good authors.",Canonesses Regulars of the Holy Order of S. Augustin (Bruges),110,0,3,1,1,3,3,0,4,1,0,4,0,4,0,1,0,1,2,15,4,0,0,0,5,2,1,6,0,0,4,4,8,0,3,0,0,0,0,4,1,1,1,1,0,3,1,2,0,0,6,1,4,2,0,0,0,0,1,0,2,1712,1,1,"Douay : printed by M. Mairesse, 1712.",Douai,255,unknown,,,FALSE,"to 7, svs ch.risr death for death . 7 0 My Divide JESUS! since the love you .bear me, .made you die on a Cross for my salvation , tis but reasonable that for you, I freely accept of death , in exchange as much as I can, for that"
0124700600_000013,"Twenty nine sermons, viz. XIII. On the throne of Grace, From Heb. iv. 16. and XVI. On the Lord's prayer, From John xvii. 24. Together with the Protestant doctrine of justification vindicated. All by the late Revd. and learned Mr. Robert Trail Minister of the Gospel at London.",Robert Trail,97,0,0,4,0,9,0,2,1,0,0,0,1,0,0,5,0,1,1,14,4,2,2,3,2,0,0,1,0,0,2,0,1,3,0,1,0,0,3,1,1,0,0,5,0,4,0,2,0,0,7,2,1,0,0,1,1,4,1,1,4,1731,1,1,"Edinburgh : printed by R. Fleming and Company, for John Trail, and sold by him at his Shop in the Parliament Closs, and by most booksellers in town, and by Mess. Midwinter and Ward in London, and W. Bruce in Dublin, 1731.",Edinburgh,598,male,1642,1716,FALSE,"Lord' will make it es fecual, as he seeth good. The Apofile Peter encou taged such Men to come to the Throne of Grace , who, if ever any in the World should have been kept back, it flould have been they: A crew of the bloody Murderers of the"
0308801300_000009,"A compassionate address to the Christian world: divided into six sections. I. Serious considerations II. Self-Examination derived from the Creed. III. Self-Examination derived from the Lord's Prayer. IV. Self-Examination derived from the Ten Commandments. V. Enquiries relating to the Gospel of Christ. VI. An affectionate paraphrase on these words, ""why will ye die?""",John Reynolds,108,0,10,1,4,1,3,0,0,0,1,2,1,0,1,3,0,2,8,14,0,1,0,0,1,1,0,5,0,1,13,4,2,1,0,0,1,1,1,1,0,1,0,1,0,0,1,2,1,0,8,1,3,0,0,1,0,1,1,1,2,1791,1,1,"London : printed for T. Field, NO. 11, Cornhill, M.DCC.XCI. [1791].",London,74,male,1667,1727,FALSE,"in the World ? I sometimes .hear of Popes making Saints, and sometimes I hear the Name cast upon the People by Way of Contempt, as if they were not what they profeos to be, or as if it were scandalous to be a Saint: And yet I murt believe"
0844700106_000043,"The works of the Right Reverend Thomas Wilson, D.D. Lord Bishop of Sodor and Man. Compiled by the Rev. C. Cruttwell. To which is Added, His History of the Isle of Man.",Thomas Wilson,105,0,1,1,2,5,0,0,0,3,1,3,0,3,0,6,0,6,0,13,3,0,0,3,3,8,1,3,0,0,1,2,3,1,1,0,3,2,1,2,0,3,0,0,0,1,0,2,0,2,3,2,3,4,1,0,0,0,2,0,1,1796,6,8,"Bath : printed by and for R. Cruttwell; and Sold by C. Dilly, Poultry, London, MDCCXCVII. 1796-[97].",Bath,443,male,1663,1755,FALSE,"that he, who in our nature had experienced our fraiity, and the temptations we are subjecto, that he will accept of my sincere, though imperfect obedience . We should easily understand how great an advantage it would be to have the Son of a King our friend with his father"
0661701800_000006,"A companion to the altar: shewing the nature and necessity of a sacramental preparation. In order to our worthy receiving the Holy Communion. Wherein those Fears and Scruples about Eating and Drinking Unworthily and of incurring our own Damnation thereby are proved groundless and unwarrantable. Unto which are added. Prayers and Meditations, Preparative to a Sacramental Preparation, according to what the Church of England requires from her Communicants.","Vickers, William",89,0,2,0,0,5,1,1,0,0,0,2,0,1,0,3,0,1,2,10,4,1,0,0,1,1,0,6,1,0,1,2,1,1,3,3,2,0,1,1,1,1,1,2,0,1,2,2,0,1,5,6,3,0,0,1,2,0,0,0,4,1761,1,1,"London : printed by assignment from E. Parker, for John Beecroft, at the Bible and Crown In Paternoster Row, [1761?].",London,75,male,1707,1711,FALSE,"continually derived to them for, the purifying of theirhearts, and to enable themti' to run the Way of God's Commandments with more Constancy and Delight thanr they did before. So that the TRUE Confe,. quence of eating and drinking unworthily, should rather excite our Care ande Diligence . gence in"
1305700200_000001,The principles of the Christian religion: divided into lessons and adapted to the capacities of children.,"Thomas, Isaiah",98,3,2,1,2,3,1,0,0,0,0,4,0,1,0,2,0,1,1,10,5,3,0,2,2,1,0,1,1,1,2,1,5,1,0,1,5,3,0,1,0,2,0,3,0,3,1,1,0,0,8,1,6,2,0,0,0,0,3,1,1,1799,1,1,"[Worcester] : Printed at Worcester [Mass.] By Isaiah Thomas, Jun. Sold wholesale and retail at his store, 1799.",Worcester,24,male,1773,1819,FALSE,"THE PRINCIPLEES OF THIE CHRISTIAI N RELIGION. lesson I. Of our nature and its chief, ppincfs I AM the Creature of th L rd, ihe made me by his powerful word ; O may I love anri serve him fill!, And form my aelions by h: is will. Then he"
